,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pig,pillow,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window,zebra
cat,0.6198156,1.1012393,1.1579375,1.1432534,1.007298,1.2355525,1.1313559,0.95735043,1.166089,1.0447812,0.7195113,1.1251334,0.88508016,0.87522686,0.6248101,0.77170956,0.9462407,0.9446454,1.16906,1.2137232,1.1353647,1.0708098,1.2210324,0.93167233,1.1166861,1.1048247,1.0613894,0.0,1.00616,1.171434,0.9329708,1.0810751,1.0538335,0.90746117,0.7149198,1.2576666,0.8305436,1.2503514,0.48438525,0.92969334,0.8854481,0.9377286,0.9598231,1.0498166,1.1240165,1.0730749,0.85034657,1.2682503,1.0201598,0.98736376,1.158556,1.0779147,0.81556207,0.84734726,1.0178926,1.1444336,0.98353916,1.2874964,0.85690266,0.8881789,1.0161213,1.1720998,0.7944446,0.9285647,0.92896086,1.1129134,0.8657396,1.0643023,0.9968784,1.1509364,1.0643133,1.036373,1.0855657,0.97329664,0.7844863,1.1513689,0.6951264,1.1430831,1.0671438,1.1131662,1.1906166,1.2323171,0.8482652,0.6937787,0.8707756,0.85615,0.87631196,1.1483377,1.2073562,0.9878651,0.8767112,1.0523946,1.0334045,1.1794747,0.8599446,1.0983598,1.0658276,1.0951451,1.1587193,0.8208159,0.70157206,1.0733273,1.0614018,0.8041493,0.97999203,0.95091784,1.1878825,0.8101454,0.97415817,0.90040517,1.1325196,1.2383951,1.0524285,1.1296618,1.1931472,1.0781652,0.9405222,0.7933903,1.2111919,1.2518272,1.2123574,1.128577,1.0595126,1.291748,1.0762265,0.9477439,1.1186262,1.2275605,0.9047366,0.8851391
chair,1.172686,1.0207492,1.1591027,0.971691,1.148877,1.2219673,1.1262324,1.1799719,0.7335313,1.3364048,0.8267684,0.49076438,0.2690344,1.1823733,1.1922388,0.9328415,0.93700683,1.0574323,0.84458107,0.66085863,0.6750128,1.200208,0.6142971,1.0820684,0.38026243,0.9260103,1.0855703,1.00616,0.0,0.9949668,0.8315582,0.88787186,1.2343386,0.38052934,1.2026107,0.9454988,0.5662384,0.7471916,1.1190641,1.1545937,0.46293062,0.61141515,1.0999738,1.0704961,1.0729997,1.2106676,1.2283708,1.1219542,1.1420231,1.1010561,0.90362567,0.84785277,1.3432933,1.1556847,0.8920787,1.0719345,1.1411119,1.2633312,1.1259161,1.2691485,1.2564794,0.8871929,1.1465234,1.1244818,1.1397144,0.9108162,0.843619,0.68753177,0.420677,0.6762185,0.9178813,1.1141715,1.3153898,1.1871467,1.1205578,1.201746,1.2447642,1.1001904,0.46677935,1.1843301,1.2648652,1.149323,0.36173964,1.2762039,1.0332462,0.82625234,1.0669683,0.84881914,0.8913265,0.9057779,1.1741916,0.4271326,0.74708617,1.041166,1.1656109,1.0716605,0.89551806,0.6812011,1.0630721,0.7241506,1.1166022,1.0254251,1.1068444,1.0096459,1.1197444,0.6646656,1.088559,0.6661619,0.7257014,1.1069202,0.8942578,1.1212615,0.67045826,1.3068372,0.8513869,0.8842187,1.134028,0.7654092,0.7803811,1.0616626,1.1703023,1.1686059,0.4922108,1.099668,1.0562996,0.9815743,0.61180997,1.0362643,0.6908446,1.1277653
clock,1.2751942,1.3392951,0.736338,0.7343308,1.320208,0.59469414,0.6884828,1.0444614,0.71322477,1.1546767,1.301625,0.9713348,1.1832877,1.451395,0.882737,1.3948202,1.0617589,0.93055856,0.512453,0.4689833,0.8224886,1.0790038,0.52209616,0.96785223,0.6261121,0.65519387,1.3536885,1.171434,0.9949668,0.0,1.2691604,1.070322,0.9143362,1.1957145,1.1446463,0.64848113,1.2728239,0.4767232,0.9019579,1.0638943,0.9397949,0.8482041,1.3652911,1.2612007,0.52765,1.0805763,1.1056385,1.1789757,0.96041995,0.7699092,1.2215338,0.544627,1.0671659,1.1752092,1.3414938,0.9602581,1.433779,0.82992923,1.230192,1.1744254,1.3801391,0.52535915,0.91088295,1.0747631,1.4131218,0.7506155,1.4262309,0.64306855,1.0021006,0.360187,1.0410113,0.84559524,1.102753,1.4387729,0.910053,1.1817604,1.246932,0.80085766,0.67100054,1.1146963,1.2120063,0.7209908,1.1096935,1.012336,1.482366,1.417723,1.0145801,0.5787372,0.62150013,0.94640243,0.98367816,0.7408115,0.81550324,0.40791422,0.79734707,0.95938814,1.3158307,0.64994395,1.0017529,1.2105016,0.8740295,1.2253054,1.0070878,1.4035804,1.0425596,1.3311642,1.0410074,1.1484805,1.101538,1.3259999,0.8452978,0.6015589,1.0812173,1.0568272,0.6066898,0.62543684,1.2604729,1.2790582,0.41383302,0.9839475,1.1407278,1.1639647,0.6264645,0.59050477,0.9255041,1.19483,0.64290106,0.77836406,0.9700657,1.1509367
coffee,0.9876157,0.89749926,1.2513671,1.2314113,0.5666182,1.1777995,1.148532,1.2176789,1.2679255,0.73710275,0.48436022,1.118463,0.5416126,0.710181,1.2050282,0.61009836,0.8735436,0.89431894,1.3564816,1.2932783,0.940492,1.1399952,1.2785465,1.0094644,1.2118117,1.1760824,0.8131254,0.9329708,0.8315582,1.2691604,0.0,0.7490163,1.0042404,0.62112874,1.0796639,1.4503045,0.67460215,1.3276026,1.1175905,1.0413116,0.9732213,1.0325896,0.70433736,1.1859679,1.279021,1.1363013,0.932549,1.0944983,1.3121874,1.1768239,1.1745553,1.3960855,1.1075373,0.9478963,0.9087172,1.2698425,0.74029505,1.2175725,1.0166357,1.082049,0.6713265,1.283958,1.0927283,0.76774216,0.770044,1.1140249,0.8380809,1.2856681,0.94037277,1.3865622,1.0302273,1.0013447,0.9189296,0.66724044,1.0157067,1.1498078,0.90537524,1.296649,1.2911229,1.0128736,1.0663642,1.3117772,0.8650923,1.0865738,0.65734786,0.7188058,0.72590256,1.3707728,1.349512,1.2915049,0.97899854,1.2240462,1.0885413,1.2717862,1.0817517,1.0933723,0.685887,1.2136225,1.0510745,0.6824646,1.2033488,0.830235,0.93000305,0.72177845,0.98655254,0.90552634,1.0001239,0.8075057,0.7399569,0.72009194,1.2530113,1.3020746,0.9539958,0.92790717,1.2208059,1.1830101,0.7323701,0.37822384,1.3345494,1.2012396,1.1847303,0.8032368,1.2796181,1.3180118,0.69064105,0.7406229,1.3216314,1.427891,0.8908075,0.91768634
comb,0.94393814,1.0448245,1.1829422,1.1892719,0.88038224,1.1656557,1.0692176,1.0432171,0.9912346,0.90039533,0.8586592,0.9381903,0.80325055,1.0291517,0.99719656,0.85532737,0.882556,0.8721323,1.2111261,1.0984036,0.9256511,1.1253192,1.1264697,1.0220375,1.1087075,1.0612379,1.0405475,1.0810751,0.88787186,1.070322,0.7490163,0.0,1.0504937,0.8987234,1.1917213,1.1895094,0.63851964,1.1598877,1.1223946,1.0360388,1.032505,0.90498245,1.0042634,1.1598763,1.2511625,1.1210176,1.1192104,1.1020417,1.2297252,0.96329695,1.2150222,0.8037477,1.0656197,1.0289764,0.879207,1.1961305,0.8641359,1.0699592,1.124348,0.9911203,0.84854436,1.1551154,1.0521278,0.9721889,1.0165026,1.0737069,0.8304891,0.8829777,0.77615035,1.1320759,1.0791258,0.9074875,0.9825473,0.814874,1.0048801,1.0609666,1.0937023,1.2248521,0.92746365,0.9133773,1.0710138,1.2004107,0.8920175,1.0682874,0.9825614,1.0551444,0.87144655,0.97215176,0.9581234,1.1944621,1.0504425,1.1353766,1.0751982,1.0817034,1.0175779,1.102628,0.82686794,1.0196892,0.9847679,0.85995114,1.0591357,0.94784284,0.7231543,1.0388662,0.8984322,1.078806,0.9392161,0.8646638,0.8352233,0.93434787,1.1091638,1.2114984,0.9155605,0.9642371,0.9654559,1.1452835,0.8611134,0.82104284,1.0913962,1.2453575,1.0608742,0.7825066,0.96614426,1.1150212,0.81836915,0.8030843,1.0927814,1.1018612,0.7349154,0.87280416
cookie,0.9480243,1.072354,0.95204437,1.0984092,1.0095944,0.87511444,0.8543272,0.97664595,1.0782429,0.83385706,1.0236329,1.1564602,1.1106516,0.92962825,1.0229974,0.96563333,0.9235483,0.9791609,1.2338483,1.1770897,1.000136,0.9427643,1.2194012,0.9629662,1.2977974,1.1210765,0.94023675,1.0538335,1.2343386,0.9143362,1.0042404,1.0504937,0.0,1.1379062,0.6643805,1.1472296,1.066457,1.19998,1.0615306,0.97828734,1.16394,1.1083505,0.94556427,0.9886949,1.0804392,0.9514328,0.99018496,1.0744345,0.9391595,0.9712154,1.094075,1.1916804,0.78404915,1.0338005,1.0161809,1.0705459,0.91707265,0.8810886,1.0594443,0.9531057,0.92850006,1.0544603,1.0851444,0.9196277,0.92975426,1.1113542,0.94992894,1.2533741,1.1304187,1.2086308,1.1556168,0.94889295,0.8298015,0.92392564,0.77243316,0.9670943,0.9056822,1.1474621,1.2922581,0.91922706,1.018246,0.9593929,1.164603,0.75279987,1.0139092,1.0275555,0.91251713,1.1595774,1.0911012,0.9396206,1.1368002,1.2769777,1.2334901,0.8823471,1.0842289,0.83429635,1.0335323,1.2346399,1.0444813,1.1160796,0.99967754,1.0024288,0.7520479,1.0011182,0.5709663,1.0919145,0.8848272,1.1748899,0.9832204,0.8921953,0.97501487,0.9510321,1.039064,0.86999524,1.0656723,1.1744252,0.94389737,0.93071514,1.1158412,1.1637547,0.9358278,0.9304414,1.3135289,0.9312041,0.8062749,0.9329776,1.206318,1.1231779,1.1313624,1.0625559
couch,0.9996029,0.9943318,1.3353732,1.1690811,0.8845671,1.3015503,1.2483418,1.2479886,1.0419142,1.067993,0.43481207,0.8258836,0.25510633,0.8325033,1.2437851,0.5944035,0.9786644,0.93189025,1.1495763,1.0592314,0.82698447,1.1804383,1.0163865,1.0823481,0.86199474,1.0130396,0.86448246,0.90746117,0.38052934,1.1957145,0.62112874,0.8987234,1.1379062,0.0,1.1434855,1.3019171,0.505764,1.165793,1.0643293,0.9943937,0.65034306,0.7605207,0.837259,1.1484262,1.1956847,1.1904795,0.97622854,1.1893924,1.2287158,1.1022053,1.0511311,1.13798,1.1307218,1.0295103,0.9484361,1.2232604,0.81538403,1.2783089,0.9666682,1.2429808,1.0221483,1.1188387,1.1167029,0.9612418,0.82822824,1.0691094,0.6701926,1.016357,0.7396908,1.1342402,1.0183501,1.0933791,1.1191008,0.8410343,1.0926661,1.1856436,1.0496627,1.2893484,0.8327787,1.1472574,1.2003412,1.2896518,0.51136756,1.1150728,0.6747745,0.6752442,0.8885524,1.207008,1.2395132,1.0535326,1.1319526,0.6128836,0.9132543,1.2307078,1.1253083,1.0512915,0.80786085,0.89482725,1.0423965,0.5973314,1.1960428,0.91931874,1.0898974,0.7324362,1.1492898,0.694703,1.1101689,0.70919245,0.7627188,0.82676166,1.121764,1.3050368,0.71152604,1.1150304,1.0618352,1.0373919,0.861864,0.56432325,1.146508,1.2409112,1.1974186,1.0009507,0.8225622,1.2849541,0.9700077,0.8099559,1.0385053,1.3040253,0.7221029,1.037855
cracker,0.60145646,0.93395066,0.98660386,1.0930873,0.97070867,1.0519501,1.0545715,0.6793503,0.9585523,1.0087938,0.9837138,1.1642224,1.110037,0.81409085,0.88652587,0.8982198,0.8631701,0.88440764,1.2474024,1.2245381,1.035657,0.95886683,1.226599,0.8076979,1.2273633,1.194749,0.97005975,0.7149198,1.2026107,1.1446463,1.0796639,1.1917213,0.6643805,1.1434855,0.0,1.0780188,0.94425124,1.2327287,0.9744017,0.9941932,1.0561297,1.1148828,0.9861218,1.0088538,1.1046324,1.0446877,1.0070099,1.0162467,0.7225852,0.92744654,0.9584773,1.1506069,0.65152967,0.91322607,0.94528013,1.0946287,0.92675877,0.9759706,1.0261518,0.625578,0.8927353,1.2375934,1.0537565,0.9689915,0.912855,1.0822872,0.8889067,1.2081163,1.1119305,1.2532109,1.0528417,1.0496987,0.90542346,0.95866674,0.8489493,1.0462323,0.88718474,1.0792947,1.2347614,1.036913,1.0909606,1.0255573,1.0715986,0.680804,0.8990848,0.946656,0.85146636,1.1589775,1.0906671,1.0295196,1.0194876,1.1912855,1.097768,1.0291787,1.1161897,0.9198367,1.1417001,1.148295,1.1150029,1.0601542,0.9271945,1.004476,0.871319,0.89841175,0.77872455,1.00743,0.86192137,1.0879459,1.1471031,0.9839535,1.0496856,1.0611267,0.9831637,0.9675221,1.1671891,1.1013125,0.9437539,0.9801806,1.2481196,1.0534587,0.8906859,0.9994454,1.25646,1.026332,1.0429381,0.9221936,1.1227236,1.0943265,1.1270308,1.0965831
crayon,1.3763919,1.1014615,0.5979879,0.28184348,1.4611452,0.5524063,0.86711836,0.9682068,0.63318515,1.3139688,1.4855742,0.6898366,1.2989905,1.5792984,0.99155414,1.5334399,1.1560391,1.0710254,0.46571958,0.3079157,0.9487409,0.93559086,0.5163714,1.0344617,0.5922494,0.7099626,1.2603446,1.2576666,0.9454988,0.64848113,1.4503045,1.1895094,1.1472296,1.3019171,1.0780188,0.0,1.3727343,0.3282547,1.0843469,1.1587857,1.0312799,1.0301361,1.3756316,0.8720722,0.72768,0.8749145,1.2493984,0.7639233,0.58632123,0.8956585,0.75912064,0.43523425,1.2534928,1.2322701,1.2476568,0.3811807,1.4770085,0.8029345,1.1606531,1.1427933,1.3933603,0.5259419,1.087335,1.3413482,1.4840772,0.8348778,1.3266839,0.4773903,0.94496554,0.31141376,0.819885,1.1450125,1.2436551,1.5240465,1.0448542,0.80323136,1.2272668,0.2523104,0.5858207,1.0321338,0.90038496,0.6805762,1.1264057,1.1345619,1.5652815,1.4309607,1.3370101,0.22877693,0.22030222,0.74182135,1.0653162,0.5819148,0.8736241,0.6836441,1.0384942,1.101223,1.299618,0.7283909,1.0827645,1.4093368,0.9480908,1.177531,1.1439279,1.5412948,1.1650951,1.2217752,0.99958503,1.1831797,1.2610369,1.3702843,0.59774774,0.48102558,0.9074992,1.1959333,0.6432135,0.8537519,1.3602631,1.572696,0.42449284,0.48656607,0.69482756,1.0687957,0.57961816,0.3856237,1.2893431,1.2769024,0.37967694,0.33475053,1.1275836,1.2887311
crib,0.9000482,1.1115595,1.3718324,1.1747115,0.84202045,1.3722689,1.2635882,1.1295215,0.94098854,0.84520626,0.46419358,1.0160884,0.33309323,0.7755208,1.1790365,0.5720762,0.76230955,0.68915427,1.273575,1.1012483,0.6459025,1.2720082,1.0827348,1.0374631,0.9188581,1.0883833,1.0658268,0.8305436,0.5662384,1.2728239,0.67460215,0.63851964,1.066457,0.505764,0.94425124,1.3727343,0.0,1.269001,1.1465278,1.0464021,0.71393263,0.87646246,0.8966634,1.21017,1.3514488,1.2639581,0.97363436,1.3560953,1.2821057,0.9906293,1.2030408,1.1904441,1.1251053,0.96688145,0.8530265,1.358839,0.84234715,1.3342397,1.0234659,1.0055033,0.990148,1.2961645,1.098922,0.8373406,0.8057634,1.0905703,0.6128119,1.125887,0.6714434,1.2457371,1.1733398,1.1221625,0.96844923,0.84546125,0.9035399,1.2672627,1.0840217,1.3677855,0.9902197,1.2247913,1.2990973,1.395685,0.632395,1.1129053,0.67282283,0.7910501,0.667318,1.2601433,1.2864844,1.2125432,1.0763544,0.99175453,1.0318682,1.1835849,1.1347678,1.1368479,0.9566726,1.0020753,1.1845119,0.55557394,1.2018751,0.8325006,0.86043096,0.73924506,1.0511861,0.86127925,1.0418656,0.61094403,0.7596202,0.7801441,1.3610885,1.3768747,0.7547229,0.98048156,1.2328072,0.9895971,0.7021185,0.4688226,1.2057072,1.4383875,1.2535048,0.94553924,0.9808552,1.3010803,0.79662865,0.4669078,1.1317068,1.4194283,0.6837342,0.95095944
cup,1.3971376,1.1876312,0.6088229,0.50622314,1.4122195,0.5730381,0.68668807,0.95417714,0.5261526,1.359118,1.4719894,0.7325918,1.121583,1.5666955,0.97305715,1.4864709,1.2044407,1.0230914,0.19890153,0.17110384,0.8258543,1.0771751,0.12953234,1.0549301,0.27327698,0.63160264,1.3325249,1.2503514,0.7471916,0.4767232,1.3276026,1.1598877,1.19998,1.165793,1.2327287,0.3282547,1.269001,0.0,0.992334,1.1109345,0.8584107,0.9359794,1.4167889,1.0653566,0.58864844,1.0868484,1.2492939,0.96762925,0.86904114,0.90481937,0.9414311,0.5391488,1.292218,1.2712879,1.0737946,0.7258812,1.4276556,0.81926495,1.2466412,1.2006836,1.4406753,0.42444324,1.0014528,1.311708,1.4025869,0.60846275,1.3896332,0.55964744,0.82289135,0.23300827,0.87710875,0.94646186,1.3001189,1.448519,1.1140544,1.0337145,1.2336955,0.5366176,0.45381707,1.2317737,1.1170528,0.5842236,0.9750842,1.2072543,1.5254459,1.4129853,1.2909868,0.46490896,0.5143932,0.81954086,1.040251,0.49762666,0.6914032,0.5773323,0.92953396,0.96051615,1.3016143,0.628717,1.0461941,1.2213682,0.9329176,1.1501912,1.2512065,1.487053,1.2545211,1.1869919,1.1118993,1.0969802,1.0748411,1.3979843,0.6475,0.6077838,0.9613111,1.2431012,0.6152558,0.6490747,1.3809934,1.4930845,0.1766516,0.69807196,1.0078764,1.1038898,0.41698408,0.445876,1.176115,1.2913551,0.4093715,0.58389664,1.0407228,1.2316586
dog,0.6858839,1.1752224,0.9949628,1.0494481,1.2771679,1.1333442,1.0595522,0.9023736,0.9182731,1.1976689,1.2041452,1.2235483,1.1255274,1.1981219,0.47204518,1.146012,1.1527731,0.81602263,0.8965498,1.070941,1.0368495,0.96208656,0.98504823,0.87583095,1.0447768,0.7880873,1.2133815,0.48438525,1.1190641,0.9019579,1.1175905,1.1223946,1.0615306,1.0643293,0.9744017,1.0843469,1.1465278,0.992334,0.0,0.66779274,1.0591985,1.0231997,1.1977793,1.0415603,0.9501546,1.0019962,0.93387985,1.2068925,0.9548427,0.90644234,1.143921,0.9068995,0.6488876,0.77200806,1.1766275,1.1746982,1.1850291,1.0818962,1.0350865,1.0831016,1.2197196,0.9311911,0.28805554,1.1186432,1.1995238,0.8794801,1.2644093,1.0035042,0.9975493,0.98189265,1.1643207,0.9888623,1.135733,1.2171291,1.005106,1.0819168,0.7931752,1.1173993,0.9856132,1.235615,1.1312898,0.9272059,1.1577858,0.5854778,1.2331051,1.1397673,1.0628091,1.0549775,1.1204873,0.8839857,0.46979308,1.0586987,0.8674743,0.89861506,0.28332555,1.014036,1.196946,0.94202566,1.0718395,1.1465144,0.2950982,1.2146707,1.112142,1.1697088,0.9000171,1.1963352,1.1440911,1.1164056,1.1675632,1.2123511,0.8325356,1.0643797,1.2460408,1.096549,0.9993163,0.8239335,1.203721,1.1419078,0.9438653,1.1358247,1.2887095,1.2950559,0.9810008,0.8981437,1.1057323,1.1298958,0.8916214,1.0708135,1.1665454,0.6201884
doll,0.83421165,1.0718396,1.1153511,1.1337228,1.0996201,1.1924125,1.167628,0.9418496,1.0470064,0.9917858,1.0515853,1.2441257,1.1317636,0.83857024,0.8048427,0.8790827,1.0399317,0.7713598,0.9788403,1.1982154,0.9943506,0.99509686,1.0567197,0.9618821,1.1862947,0.8429612,0.9951849,0.92969334,1.1545937,1.0638943,1.0413116,1.0360388,0.97828734,0.9943937,0.9941932,1.1587857,1.0464021,1.1109345,0.66779274,0.0,1.0990912,1.178468,0.9168197,0.99289393,1.0769887,0.97051316,0.8195205,1.0891289,0.99489784,0.9208368,1.0923877,1.1431172,0.58262265,0.98835534,1.0650508,1.1861289,0.8699557,1.0187104,0.9604797,1.1269538,1.0182196,0.9876381,0.7813688,0.8642539,0.9217221,0.83185136,1.1317894,1.1662438,1.035672,1.1841857,1.1409646,1.0917906,0.98385245,0.9006285,1.0522878,0.9833102,0.9414324,1.1675628,1.0939102,1.1239295,1.0955492,1.0151384,1.1374965,0.7485018,0.8846452,0.9808421,0.95604515,1.1994803,1.204367,0.8596945,0.8403022,1.1339369,1.0263344,0.95958984,0.7651895,0.9766179,1.0431949,1.1244831,0.9764569,1.0834025,0.7513226,1.0856262,0.9392319,0.971909,1.0493027,1.0424738,0.92642426,1.0738126,1.0680043,0.9257973,0.91023767,1.0823134,1.1960213,0.94290066,1.005956,0.8006329,1.0219804,1.0117878,1.0631356,1.051042,1.1409135,1.1785713,1.0723064,0.8911915,0.9959151,0.999348,1.0136647,1.1461751,1.1426048,0.93943214
door,1.09569,1.0559363,1.1909654,1.0070544,1.0048351,1.2266375,1.1966153,1.1544368,0.7721419,1.2580991,0.825619,0.7706368,0.62613976,1.1109304,1.1426744,1.0672886,0.9397415,1.0504066,0.8461544,0.8548949,0.73736656,1.1717589,0.7315699,1.074653,0.50038004,1.0430057,1.0895511,0.8854481,0.46293062,0.9397949,0.9732213,1.032505,1.16394,0.65034306,1.0561297,1.0312799,0.71393263,0.8584107,1.0591985,1.0990912,0.0,0.5557573,1.0735908,1.0799187,1.100776,1.1237658,1.0258057,1.1696386,1.263868,1.0834945,0.9296615,0.9686136,1.27081,1.1017182,0.95485073,1.0908834,1.1549852,1.3020798,0.977004,1.1391271,1.226192,1.031737,1.0953792,1.016724,1.0290309,0.9083738,0.92954767,0.9280066,0.52825654,0.7215047,0.8604544,1.1004124,1.230098,1.2143242,1.089556,1.1750253,1.1164901,1.0753644,0.77727145,1.1456674,1.1950177,1.1475849,0.3990807,1.1270291,1.0055311,0.7904867,0.9405662,0.9676434,0.99855584,0.91702807,1.1378663,0.72908306,0.8087872,1.0788738,1.1240814,1.0844579,0.9636562,0.7589106,1.0459367,0.44255072,1.096008,1.1062716,1.2051213,0.9253622,1.1266885,0.75885165,1.180837,0.44168472,0.8713092,1.2434717,1.0771674,1.0744233,0.84597015,1.2264845,1.073699,0.7645755,1.0301261,0.84377635,0.9481247,1.0636668,1.2210611,1.2146215,0.7639058,1.1976151,1.0793406,0.9829513,0.7038809,1.0639696,0.54251426,1.1124005
drawer,1.07235,0.92447495,1.0731512,1.0922631,1.0820627,1.1405146,1.0245104,1.1143247,0.94548726,1.1506152,0.964928,0.71132696,0.68814844,1.2569916,1.033907,1.1018829,0.9113839,1.0607866,0.9676632,0.78539115,0.72652054,0.926087,0.8849886,0.98605967,0.65989536,1.02434,1.0280411,0.9377286,0.61141515,0.8482041,1.0325896,0.90498245,1.1083505,0.7605207,1.1148828,1.0301361,0.87646246,0.9359794,1.0231997,1.178468,0.5557573,0.0,1.2145987,1.0884737,1.0388533,0.90905863,1.0808328,1.0233444,1.0302389,1.1062951,0.95366013,0.7123028,1.1603868,1.169921,1.0036764,0.99035233,1.192,1.0248065,1.0654117,1.0895323,1.1434311,1.013231,1.1215364,1.0639069,1.2074118,1.069541,1.0927173,0.65443635,0.7895888,0.6447536,0.94883996,0.9490622,1.1422293,1.2357817,1.0773386,1.0559947,1.0969536,1.0654068,0.71771693,1.0528826,1.0096092,1.068266,0.6179539,1.0663157,1.1858225,1.0305692,0.9376903,0.83589554,0.8377949,0.988784,1.0864565,0.6836582,0.8969348,0.96901274,1.1211784,0.98144484,1.0453522,0.6971866,0.9527717,0.84885514,1.0156038,1.2803128,1.1223364,1.1328156,0.8975737,0.98287654,1.1272553,0.88903946,0.6872944,1.23892,0.91739446,1.1064868,1.0292759,1.1532549,0.8946129,1.0318835,1.1706338,0.9049517,0.91497135,1.0257462,1.0202606,1.2300037,0.7521802,1.1766737,0.89773744,0.9752365,0.8009201,0.9735579,0.6788787,1.0923234
dress,0.8862639,0.7697206,1.2162116,1.1638044,0.61198777,1.1458353,1.1969327,1.0951996,1.3537341,0.8917747,0.68736494,1.1018655,0.9068147,0.33129323,1.2260306,0.7076962,1.0122352,1.0621521,1.3072014,1.4638025,1.210794,0.9607575,1.3933855,1.1381297,1.3551581,1.2652284,0.62666166,0.9598231,1.0999738,1.3652911,0.70433736,1.0042634,0.94556427,0.837259,0.9861218,1.3756316,0.8966634,1.4167889,1.1977793,0.9168197,1.0735908,1.2145987,0.0,0.86290926,1.1793008,1.0132519,0.7761069,0.9036084,1.1414387,1.1638913,0.8995825,1.4759189,1.0302836,0.9336694,0.75995994,1.0684943,0.67639714,1.1317778,0.6832336,1.0200158,0.68833077,1.296722,1.1921102,0.90629965,0.6565156,1.2279161,0.76129395,1.4217587,1.1307517,1.4706084,0.8752924,1.0658002,0.9668618,0.5880554,1.1226461,0.9569424,0.8304317,1.1525471,1.3629184,0.5983649,0.84839725,1.221355,0.96446,1.0529047,0.5681151,0.5634915,0.8921907,1.3978581,1.3770417,1.0490252,1.1493808,1.2203499,1.203451,1.3898199,1.2154183,0.9625124,0.4495179,1.3541797,0.9631503,0.80716527,1.1864228,0.7091212,1.0591758,0.4579237,1.12008,0.62224615,0.9547983,0.9442816,0.9950643,0.73170805,1.2592996,1.1755755,0.9136435,0.9906543,1.3411849,1.1693828,0.72670496,0.72246706,1.4527729,1.0520762,0.94104934,0.7535126,1.3492552,1.3849216,1.0421758,0.9064834,1.425319,1.2043589,0.9642178,1.0160339
ear,0.99062747,0.72187144,0.967993,0.9944515,1.1254507,0.99528664,1.110504,0.9323504,1.040507,1.2176895,1.2254702,0.8624514,1.1670418,0.9971038,0.93040293,1.1387043,1.0544434,1.2860497,1.1156638,1.1772887,1.213813,0.51976246,1.1119844,1.041385,1.1034601,1.200393,0.71169496,1.0498166,1.0704961,1.2612007,1.1859679,1.1598763,0.9886949,1.1484262,1.0088538,0.8720722,1.21017,1.0653566,1.0415603,0.99289393,1.0799187,1.0884737,0.86290926,0.0,0.9966999,0.6881298,1.0222851,0.569282,0.7565356,1.263179,0.49951506,1.0906007,1.0582429,1.0673189,0.7909707,0.61955917,1.0002404,0.9240816,0.70814675,1.1100296,0.93450975,0.88654757,1.1116166,1.2217964,1.0821286,1.1372765,0.9474441,1.1275771,1.0485618,1.1165988,0.82642674,1.1985563,1.1192906,1.0108858,1.1110446,0.50865895,0.9218773,0.82512635,1.027965,0.7961341,0.5144714,0.91777456,1.0331833,0.9727652,1.0563982,0.88018006,1.2988217,1.0471979,0.97169113,0.5671087,1.0592326,1.0327953,1.1413562,1.256241,1.15126,0.93818325,1.0211409,1.2577194,0.9951379,1.2049363,0.8925882,1.0242822,1.1495218,1.0128092,0.99403,0.7352948,0.9988185,1.0935602,1.1712841,1.102947,0.7149795,0.776623,1.007996,1.1254727,1.0866889,1.2290137,1.1153127,1.2676955,1.103425,0.5398506,0.5668528,1.072061,1.0794307,1.064464,1.3517172,1.2516947,1.0212909,0.76293457,1.1802735,1.0781243
