,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pig,pillow,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window,zebra
hat,1.3374519,1.1876032,0.6891304,0.5595882,1.3866303,0.5976664,0.77472067,1.0477349,0.6344129,1.3286841,1.3756995,0.7370242,1.1225502,1.4614462,0.8897609,1.290178,1.1809198,1.0856446,0.49244583,0.46941257,0.98368824,0.8636899,0.45245266,1.1198548,0.6090009,0.66548645,1.130437,1.1720998,0.8871929,0.52535915,1.283958,1.1551154,1.0544603,1.1188387,1.2375934,0.5259419,1.2961645,0.42444324,0.9311911,0.9876381,1.031737,1.013231,1.296722,0.88654757,0.56800973,0.9453463,1.1447765,0.97220194,0.859455,0.9419151,0.9879017,0.70972,1.1447612,1.2341956,1.2278435,0.6443946,1.2883776,0.84703344,1.0021019,1.2285188,1.356555,0.0,0.9872342,1.2663972,1.3679343,0.75912666,1.2860218,0.7543318,0.9943283,0.4862563,0.90317094,0.9473415,1.2329068,1.2947716,1.1277956,0.9414081,1.1045681,0.5578195,0.59690523,1.0745435,1.0340126,0.6722499,1.0384474,1.0458777,1.3999224,1.3157027,1.3664913,0.66976357,0.7467192,0.8876262,1.0414066,0.59670067,0.8396984,0.66961455,0.9408322,1.0181727,1.1648422,0.6236689,1.0177274,1.314134,0.8716619,1.2095923,1.2175785,1.4106026,1.0791525,1.079174,1.111587,1.143899,1.1618383,1.2622479,0.4317959,0.552455,0.9751797,1.1823825,0.6392393,0.77006304,1.3179088,1.4659871,0.42494357,0.6932377,1.0335913,1.207363,0.59821033,0.5394533,1.1510314,1.3192887,0.58281827,0.5998806,1.1044809,1.2425241
horse,0.733253,1.1799179,1.005332,1.0519655,1.227784,1.1051219,1.0109254,0.9056536,0.9784421,1.121762,1.160114,1.2146853,1.1379434,1.2079222,0.6241983,1.1557678,1.0922825,0.7546804,0.93416405,1.0728884,0.9920865,1.1073834,0.9782483,0.8748294,1.0398564,0.8116516,1.2522,0.7944446,1.1465234,0.91088295,1.0927283,1.0521278,1.0851444,1.1167029,1.0537565,1.087335,1.098922,1.0014528,0.28805554,0.7813688,1.0953792,1.1215364,1.1921102,1.1116166,1.0199423,1.040352,0.9962994,1.1979908,1.1096324,0.90496665,1.2232554,0.93483037,0.78964454,0.62407374,1.1831553,1.1999812,1.2588003,1.1457535,1.0973427,1.0977584,1.1930475,0.9872342,0.0,1.0445511,1.1751049,0.8595128,1.2787648,1.022906,0.97389555,0.9967969,1.1741105,0.99772596,1.0770507,1.2532039,0.98206943,1.1169312,0.91094446,1.1346607,1.0542504,1.13262,1.1435435,0.9472575,1.2315607,0.8177196,1.2523873,1.1651926,0.97782403,0.992457,1.060769,0.98986614,0.35492867,1.1399281,0.8571297,0.9036592,0.06760132,1.0535604,1.1372355,0.945327,1.0933278,1.153171,0.38455153,1.1407789,1.0389953,1.1978449,0.9892959,1.2309015,1.1454958,1.1069565,1.1989986,1.1220976,1.045952,1.0792823,1.2381952,1.0267215,1.0408969,0.8156994,1.0945212,1.1214947,0.94678324,1.1617327,1.3103036,1.2566777,1.0575912,0.9007453,1.0567944,1.0774508,0.9491146,1.0594662,1.128892,0.45934385
hose,0.9244667,1.0939131,1.2310982,1.2078793,0.77858675,1.1542084,1.1325116,1.0156456,1.3048625,0.6779123,0.7198537,1.186469,0.99680614,0.676789,1.0674078,0.77485394,0.7402885,0.88529867,1.2365227,1.2247082,0.99304086,1.184841,1.2664986,1.0652041,1.2200723,1.0636057,1.0138004,0.9285647,1.1244818,1.0747631,0.76774216,0.9721889,0.9196277,0.9612418,0.9689915,1.3413482,0.8373406,1.311708,1.1186432,0.8642539,1.016724,1.0639069,0.90629965,1.2217964,1.2049572,1.1791048,0.8215401,1.2398782,1.3355179,0.9570905,1.2824482,1.2597452,0.87808174,0.883922,0.99462867,1.2996967,0.79753375,1.1382302,0.99349254,0.9880677,0.7582905,1.2663972,1.0445511,0.0,0.61394155,1.0538343,0.94118917,1.1165993,1.1247742,1.2690265,1.23479,0.98896354,0.8334589,0.77834964,0.7266087,1.2373652,1.0282089,1.2567043,1.307329,1.0399073,1.2089119,1.2855554,1.0362791,0.99048644,0.6392872,0.812866,0.6361598,1.1606982,1.144675,1.2893034,1.0456389,1.2738876,1.1022816,1.0794079,1.0519725,1.1132764,1.011914,1.0956634,1.0175576,0.80439126,1.1743948,0.9429998,0.73970294,0.6961197,0.9113865,1.0372906,0.92649823,0.8848117,0.8642293,0.67621624,1.3546517,1.24712,1.1609815,0.85624427,1.183839,1.0007044,0.73257345,0.5168433,1.2770252,1.3077203,1.1778939,0.9558465,1.2637618,1.2026168,0.6889137,0.69943297,1.211211,1.3218472,0.98174787,0.9564394
jacket,0.7889416,0.9121839,1.1945398,1.2823119,0.5810082,1.1642716,1.1144834,1.0380547,1.3648484,0.72473073,0.5654536,1.1935441,0.91738284,0.3679365,1.1729565,0.5170546,0.92539215,1.012102,1.3355784,1.4870923,1.1548107,1.1415641,1.389332,1.0336506,1.3554444,1.3105869,0.65107983,0.92896086,1.1397144,1.4131218,0.770044,1.0165026,0.92975426,0.82822824,0.912855,1.4840772,0.8057634,1.4025869,1.1995238,0.9217221,1.0290309,1.2074118,0.6565156,1.0821286,1.2530023,1.1536338,0.7670833,1.0986938,1.2517508,1.1516253,1.0667363,1.5419992,0.81654084,0.92269266,0.77789044,1.2484813,0.39959747,1.1038935,0.85830414,0.9305904,0.656162,1.3679343,1.1751049,0.61394155,0.0,1.1632086,0.6576925,1.424731,1.2096941,1.5306041,1.1510316,0.9806506,0.8510726,0.42792785,0.9638492,1.0740974,0.8811063,1.2644393,1.404739,1.0501722,1.045451,1.2176869,0.9299972,0.9936478,0.326869,0.5597178,0.7865751,1.4861981,1.476045,1.1915765,1.1263566,1.2915149,1.1740963,1.2899525,1.2257097,0.90551025,0.79547274,1.3422859,1.0142719,0.62266946,1.2613139,0.7800653,0.99850994,0.37009436,1.0281649,0.77680063,1.0142345,0.87134683,0.85402346,0.52041143,1.335601,1.2993648,1.0349269,0.92769843,1.4089595,1.1617231,0.61859,0.5962648,1.4218876,1.2630045,1.0592934,0.81736547,1.3782712,1.3905681,0.90154016,0.70182776,1.4548532,1.4096022,0.9736435,0.9136332
jar,1.2235352,1.1658894,0.9333758,0.9197653,1.1681515,0.9647335,0.92460346,1.0039058,0.7344849,1.1121737,1.2852911,0.9332146,1.1124531,1.2213855,0.94458926,1.3341303,1.0428357,0.80476713,0.5756464,0.7194574,0.8808645,1.1612039,0.4822294,1.001791,0.66020244,0.6778865,1.2336901,1.1129134,0.9108162,0.7506155,1.1140249,1.0737069,1.1113542,1.0691094,1.0822872,0.8348778,1.0905703,0.60846275,0.8794801,0.83185136,0.9083738,1.069541,1.2279161,1.1372765,0.83080095,1.0703458,1.0647647,1.0323241,1.1326014,0.8020513,1.1062639,0.8306028,1.0166199,1.1266533,1.1520588,1.068444,1.1767132,0.9369987,1.1388787,1.1110735,1.1762106,0.75912666,0.8595128,1.0538343,1.1632086,0.0,1.254901,0.8545642,0.8536539,0.7226817,1.0343558,0.9903976,1.1019889,1.2024661,0.95009583,1.1254895,1.1855417,0.96411467,0.90707666,1.1804836,1.1244236,0.73659337,1.0267794,1.0173889,1.245277,1.2374622,1.1236426,0.8811782,0.9515222,1.0391579,0.9638449,0.97004074,0.7599078,0.59594095,0.8468064,1.0218742,1.1193997,0.70225465,0.9459402,1.0454651,0.87689954,1.1066785,0.9846003,1.2076545,1.1302162,1.1371279,1.0262233,1.1054902,1.0145603,1.2901812,0.96295446,0.9045953,1.1087148,1.0458509,0.73079836,0.57428104,1.1420527,1.1729618,0.53723353,1.0033082,1.2131981,1.1125988,0.8575384,0.66251534,0.9060623,1.1054679,0.72222006,0.91261876,1.1043048,1.0857538
jeans,0.8559046,0.8726331,1.286327,1.2820821,0.742785,1.2620053,1.1470516,1.0971172,1.2163309,0.9546611,0.6449137,0.79341847,0.7144921,0.5845859,1.1838866,0.47722185,0.80160236,1.1636331,1.3890171,1.3458563,1.1820503,1.0932035,1.2902503,1.086102,1.2041457,1.2916554,0.82597256,0.8657396,0.843619,1.4262309,0.8380809,0.8304891,0.94992894,0.6701926,0.8889067,1.3266839,0.6128119,1.3896332,1.2644093,1.1317894,0.92954767,1.0927173,0.76129395,0.9474441,1.3507755,1.1366986,1.0144248,1.0065401,1.0483686,1.1543875,0.88291264,1.2256572,1.0780873,0.9484043,0.66660476,1.1498102,0.4899581,1.1394913,0.86361784,0.7673509,0.6793509,1.2860218,1.2787648,0.94118917,0.6576925,1.254901,0.0,1.2585281,1.0274773,1.4492145,0.94417197,1.0547643,0.91886735,0.50699043,0.95303637,1.0342575,1.0114788,1.2835045,1.0711466,0.8320124,1.0452657,1.3090348,0.72340626,1.1402724,0.37655783,0.5336873,1.0636884,1.305511,1.2622672,1.0505378,1.2131093,0.980336,1.2826434,1.4065372,1.3491528,1.0927216,0.72054243,1.2723272,1.012153,0.73224026,1.295757,0.70155525,0.82268184,0.532511,0.97941226,0.4690978,0.9401493,0.7885654,0.95224726,0.6678299,1.2122838,1.304565,0.6541303,0.9625756,1.219518,1.2838289,0.6303211,0.79288775,1.3494617,1.1823742,0.87404263,0.6554113,1.1115364,1.4013113,1.1197928,0.84709805,1.2766583,1.1875879,0.95660007,1.0047746
knife,1.214135,1.1206343,0.9214146,0.76370066,1.3694788,0.9714748,0.98022914,1.0039822,0.7065858,1.2558092,1.2642752,0.543396,1.0077102,1.503854,0.84573185,1.3395005,0.9817741,0.961261,0.6277812,0.43990707,0.835552,1.0826197,0.61041087,0.9400311,0.56696016,0.615097,1.3593913,1.0643023,0.68753177,0.64306855,1.2856681,0.8829777,1.2533741,1.016357,1.2081163,0.4773903,1.125887,0.55964744,1.0035042,1.1662438,0.9280066,0.65443635,1.4217587,1.1275771,0.8474777,1.0438037,1.1898949,1.0601612,0.9435697,0.85916454,1.0546137,0.27409315,1.1639911,1.1273845,1.2679427,0.8404776,1.3778774,1.0817662,1.2143276,1.1778988,1.3633113,0.7543318,1.022906,1.1165993,1.424731,0.8545642,1.2585281,0.0,0.80825466,0.3666432,0.99426436,1.0491654,1.2355562,1.4701748,0.94663197,1.093317,1.2444621,0.8026213,0.3960626,1.0548034,1.1462721,0.94316936,0.90464246,1.0941648,1.4191377,1.3378897,1.1275499,0.23355794,0.3341,0.8951401,1.010279,0.5388502,0.7688448,0.6543182,0.9733421,1.1577173,1.1474862,0.44530284,0.94688237,1.2289174,0.9538271,1.2322435,0.94334656,1.4068553,1.0502653,1.2005904,1.0346719,1.0512457,0.98480874,1.2756014,0.8437394,0.860069,1.028286,1.2216523,0.5028204,0.84855205,1.2737181,1.2604394,0.5273604,0.90889573,1.0810935,1.2158681,0.39266086,0.69259644,1.0150353,1.1476715,0.40100813,0.66341543,0.97157466,1.1483059
ladder,1.1096063,1.1187745,1.1453832,1.0005555,1.1562145,1.2138253,1.1317527,1.0393162,0.65466523,1.1666133,0.9765133,0.8330496,0.57941735,1.2408558,1.0185065,1.0989105,0.8845202,1.0200094,0.88688433,0.8304226,0.742875,1.160276,0.7202717,1.089897,0.6052749,0.9350248,1.2298504,0.9968784,0.420677,1.0021006,0.94037277,0.77615035,1.1304187,0.7396908,1.1119305,0.94496554,0.6714434,0.82289135,0.9975493,1.035672,0.52825654,0.7895888,1.1307517,1.0485618,1.0746804,1.1332353,1.1862967,1.132459,1.1933626,1.013125,1.0298012,0.796031,1.2556429,1.0457757,0.9424464,1.1097289,1.2697883,1.2679896,1.146428,1.1195124,1.2635076,0.9943283,0.97389555,1.1247742,1.2096941,0.8536539,1.0274773,0.80825466,0.0,0.73123634,0.94847757,1.0671861,1.1420248,1.2651842,1.1842741,1.2339153,1.1098468,1.0624062,0.67907166,1.0857493,1.1898552,1.0654556,0.68899494,1.1634138,1.1770315,1.0244575,0.9740568,0.8386236,0.8716622,0.9984268,1.0636721,0.8173826,0.72895104,1.0123218,0.9790156,1.1523349,0.9132207,0.6974809,1.0471303,0.83991265,0.9540904,1.0141749,0.9451625,1.1319402,1.0798374,0.94237727,0.97101986,0.70769906,0.85202,1.2102484,0.9446069,1.0474651,0.9119438,1.1092505,0.8831377,0.84674543,1.208885,0.8683872,0.88870746,1.0990064,1.1968522,1.1649723,0.7089082,1.0424916,1.0177727,0.97523516,0.6186181,0.97311634,0.6998762,1.0753686
lamp,1.3808117,1.2059336,0.73374134,0.49681622,1.4452333,0.6795589,0.82901293,1.0632899,0.5851763,1.3725598,1.3948982,0.660305,1.1026244,1.6346903,0.9187944,1.5522648,1.0907116,1.0813098,0.33634567,0.20430386,0.8226682,1.0547639,0.30821002,0.97266597,0.28258705,0.6770278,1.4117285,1.1509364,0.6762185,0.360187,1.3865622,1.1320759,1.2086308,1.1342402,1.2532109,0.31141376,1.2457371,0.23300827,0.98189265,1.1841857,0.7215047,0.6447536,1.4706084,1.1165988,0.6235505,1.0053699,1.1933533,1.0202998,0.89149857,0.80750906,0.9714742,0.34845293,1.3070612,1.2165917,1.2821801,0.64278364,1.580785,0.9852324,1.1952728,1.2198142,1.5003314,0.4862563,0.9967969,1.2690265,1.5306041,0.7226817,1.4492145,0.3666432,0.73123634,0.0,0.8350463,1.0383893,1.3219835,1.6374393,0.9868561,1.06732,1.2955606,0.5014082,0.40537333,1.1312956,1.0991465,0.7151367,0.9003105,1.1284562,1.6009656,1.4058516,1.2023458,0.30136454,0.3769685,0.8370732,1.075298,0.42312998,0.69656885,0.5704001,0.93324906,1.0913503,1.2867953,0.50053084,1.0970182,1.2044986,0.9165686,1.3111653,1.1940014,1.5017297,1.1989818,1.1995795,1.1295338,1.009006,1.0594839,1.462945,0.6794148,0.5833434,1.0650535,1.2801349,0.55677843,0.70873845,1.4144354,1.4108613,0.2984082,0.72720593,1.0532777,1.3019032,0.37967002,0.5792346,1.1503756,1.2533547,0.30360645,0.5177469,0.8369957,1.2064264
leg,1.2228582,0.399922,0.9715862,0.85982907,0.6498467,0.9766854,1.0613067,1.1445699,0.91041887,1.3628953,1.1977179,0.6296941,1.083099,1.0176818,1.1634997,1.1840177,1.1242287,1.2787365,0.89697677,0.91638863,1.1958178,0.8832647,0.87045664,1.212712,0.7626147,1.1708741,0.8129563,1.0643133,0.9178813,1.0410113,1.0302273,1.0791258,1.1556168,1.0183501,1.0528417,0.819885,1.1733398,0.87710875,1.1643207,1.1409646,0.8604544,0.94883996,0.8752924,0.82642674,0.8815483,0.94886225,1.0865611,0.45871997,0.9481046,1.2319798,0.5152306,0.8518139,1.3938184,1.0994111,0.8981793,0.6940545,0.980081,0.9065414,0.8748643,0.9637004,0.77539235,0.90317094,1.1741105,1.23479,1.1510316,1.0343558,0.94417197,0.99426436,0.94847757,0.8350463,0.0,1.0350554,1.340436,0.9557858,1.2551968,0.8981513,1.1563284,0.6450787,0.85960424,0.57370865,0.79835224,0.91912836,1.0243388,1.2501894,1.0095838,0.8372742,1.2262838,0.8661399,0.86808425,0.9003515,1.0921023,0.71753657,1.0104121,1.2215028,1.1630083,1.1206818,0.70179844,0.9690337,0.87086236,1.1398001,1.1868807,0.98590684,1.2753727,0.9686176,1.1436812,0.6017464,1.0400734,1.0410391,1.243401,1.2704438,0.7403041,0.8045743,0.74950916,1.3208972,1.0196235,1.0292896,1.0845456,1.3034887,1.0245703,0.4285258,0.75311923,0.9371813,0.88172764,1.1475785,1.4046638,1.2431997,0.92134404,0.6260355,0.967105,1.1586576
melon,0.96224594,1.096731,0.40860856,1.1124493,0.99694145,0.582966,0.3225913,0.84054714,1.076812,1.0426681,1.039652,1.1453267,1.0478915,1.0673202,0.90383214,0.93486476,0.99241006,0.98582417,0.87925506,0.9678022,1.0980523,1.1557788,1.0199167,1.0920326,1.106243,0.99427116,1.0571015,1.036373,1.1141715,0.84559524,1.0013447,0.9074875,0.94889295,1.0933791,1.0496987,1.1450125,1.1221625,0.94646186,0.9888623,1.0917906,1.1004124,0.9490622,1.0658002,1.1985563,0.85574186,1.1197295,0.9550892,1.0584254,1.1242164,0.84490675,1.2196789,1.0364892,0.83903915,1.103853,0.91719013,1.1944004,0.9472368,0.7781384,1.092887,0.72403705,0.96702474,0.9473415,0.99772596,0.98896354,0.9806506,0.9903976,1.0547643,1.0491654,1.0671861,1.0383893,1.0350554,0.0,1.0475259,0.86865705,0.98044664,1.202052,1.0096364,1.0626525,1.0411297,1.0248516,1.1005672,0.7616707,1.1529526,0.97144073,1.0604033,1.1453481,0.9840805,1.0419943,1.0329374,1.1512594,1.077671,1.1099325,0.8808405,0.9603301,0.95165014,0.8375611,1.0065567,1.0021855,0.8789505,1.0190752,0.9963589,1.0230272,0.95022696,1.0664479,0.82243645,1.2202327,1.1303167,1.0512445,1.0927271,0.87527835,1.0835668,1.0253804,1.1002585,1.0366721,1.0464227,1.002968,1.0349967,1.0158108,0.9847613,1.1920694,1.1664906,0.87264514,1.0514934,0.8490243,0.987843,1.01973,1.0904343,1.1613696,0.9742908,1.03003
milk,0.9640832,1.2279958,1.1175036,1.1464847,0.88253623,1.0193404,1.011036,1.0059519,1.1565163,0.2480126,0.83949596,1.3444928,1.0925353,0.8217611,1.0636102,0.80003643,0.98132515,0.88848925,1.2989013,1.2141172,0.9228834,1.1317548,1.2906265,0.992113,1.3584666,1.1542625,1.1063364,1.0855657,1.3153898,1.102753,0.9189296,0.9825473,0.8298015,1.1191008,0.90542346,1.2436551,0.96844923,1.3001189,1.135733,0.98385245,1.230098,1.1422293,0.9668618,1.1192906,1.1473004,1.0325139,1.018833,1.2071447,0.9380951,0.950924,1.285714,1.2779453,0.7843477,0.9706759,1.0421388,1.2636328,0.94210017,1.0075643,1.1414633,0.85738266,0.94931567,1.2329068,1.0770507,0.8334589,0.8510726,1.1019889,0.91886735,1.2355562,1.1420248,1.3219835,1.340436,1.0475259,0.0,0.89704335,1.0025336,1.0709244,0.8833621,1.2640802,1.3670111,1.0955365,1.09264,1.1420313,1.0931478,0.9642293,0.8584052,1.030896,0.8083699,1.2449704,1.1911232,1.2151868,1.0593569,1.4009688,1.1374805,0.93301797,1.0570203,0.9873714,1.0685277,1.1903651,0.9329415,0.9699214,1.0885233,0.9488778,0.7201669,0.95979124,0.8876426,1.1902138,0.6084021,1.0113056,0.6084728,0.7553936,1.2904937,1.1782651,1.1307993,0.04433453,0.9278548,1.1081883,0.7743472,0.78903526,1.1625326,1.3073603,1.0434225,0.9192735,1.3538475,1.0659415,0.51395583,0.87201,1.3362904,1.292278,1.1429307,0.9978694
mitten,0.7271322,0.77680206,1.173551,1.387903,0.5008584,1.0736064,0.97954524,1.057942,1.4267068,0.8229686,0.68413883,1.1318495,0.89676493,0.44509494,1.117536,0.4238661,0.931987,1.1321648,1.3439273,1.5169616,1.3016808,1.0702193,1.404345,1.0866221,1.4287293,1.3075004,0.5757013,0.97329664,1.1871467,1.4387729,0.66724044,0.814874,0.92392564,0.8410343,0.95866674,1.5240465,0.84546125,1.448519,1.2171291,0.9006285,1.2143242,1.2357817,0.5880554,1.0108858,1.171233,1.1432047,0.9353255,0.90527356,1.0996163,1.1484443,1.0307088,1.4740156,0.745664,0.9986017,0.6978537,1.3210315,0.11078912,0.78056455,0.9675971,0.8035202,0.41786468,1.2947716,1.2532039,0.77834964,0.42792785,1.2024661,0.50699043,1.4701748,1.2651842,1.6374393,0.9557858,0.86865705,0.89704335,0.0,1.0553967,1.1368657,0.89167583,1.3425506,1.2938313,0.8246298,1.0130275,1.1247842,1.0320841,1.0484577,0.36486226,0.68097025,0.9441046,1.5086521,1.4660857,1.2168989,1.0626923,1.2543075,1.3069329,1.3722086,1.2711608,0.85451984,0.6103065,1.3976462,0.789719,0.8514291,1.2844096,0.521163,0.8311802,0.57447916,0.9400542,0.7533156,0.9528124,0.99867374,0.9651066,0.5408931,1.2129195,1.3557125,0.7035285,0.9279896,1.2852292,1.1800411,0.66824615,0.73697495,1.4418064,1.2053866,0.92621577,0.3875535,1.3004836,1.3178685,0.9911151,0.90466344,1.5666244,1.3872615,1.0056244,0.96503
motorcycle,0.94353616,1.2442278,1.0462881,1.0183915,1.121983,0.9864493,0.9898355,0.94664943,1.1826435,0.9024689,0.8350744,1.1437036,1.0724227,0.9906928,0.86018133,1.0324074,0.7277175,1.0238389,1.0832896,1.0031848,1.0829902,1.0672054,1.123499,0.9215628,1.1178751,0.9683034,1.1647179,0.7844863,1.1205578,0.910053,1.0157067,1.0048801,0.77243316,1.0926661,0.8489493,1.0448542,0.9035399,1.1140544,1.005106,1.0522878,1.089556,1.0773386,1.1226461,1.1110446,1.0672691,1.0645012,0.81577593,1.2548279,1.0787865,0.680192,1.2516669,0.9828667,0.8288294,1.0318464,1.1763082,1.0550872,0.9918492,1.134014,0.9333048,0.9547392,1.0400443,1.1277956,0.98206943,0.7266087,0.9638492,0.95009583,0.95303637,0.94663197,1.1842741,0.9868561,1.2551968,0.98044664,1.0025336,1.0553967,0.0,1.0688405,1.0533996,1.0590062,1.1294248,1.1360735,1.1328118,1.1208415,1.0586659,0.6689377,1.0145733,0.9593342,0.9043364,0.995412,1.0061716,1.0403237,1.0779079,1.1396265,1.1581715,0.8469013,0.9891278,1.0039381,1.240339,1.1430808,1.2785265,0.93828374,0.97887534,1.0164554,0.7072977,0.92092717,0.9162216,1.1309274,1.0992563,0.93897444,1.0394369,0.92013764,1.1760879,1.0449994,1.1116891,1.0449725,1.0336831,1.1070682,0.8980663,0.8137737,0.982331,1.257826,1.1186327,1.0191245,1.1008688,0.9766971,0.92308146,0.86599207,1.0517005,1.0717379,1.0065368,0.95407796
mouth,1.1704105,0.7686378,0.94807786,0.9395781,1.0716349,1.0077426,1.153407,1.0139083,1.0626805,1.1325139,1.2200892,0.9155236,1.2323871,1.0376502,1.1360219,1.2373382,1.1871258,1.2083297,1.1514672,1.1118261,1.1704955,0.38047123,1.1381893,1.0937873,1.155409,1.2180427,0.6674981,1.1513689,1.201746,1.1817604,1.1498078,1.0609666,0.9670943,1.1856436,1.0462323,0.80323136,1.2672627,1.0337145,1.0819168,0.9833102,1.1750253,1.0559947,0.9569424,0.50865895,1.066057,0.37932914,0.8172631,0.599655,0.80583847,1.2016126,0.53971493,1.055848,1.1257248,1.1196071,0.8986724,0.41882467,1.1136492,0.8902664,0.5731877,1.0615419,0.93291646,0.9414081,1.1169312,1.2373652,1.0740974,1.1254895,1.0342575,1.093317,1.2339153,1.06732,0.8981513,1.202052,1.0709244,1.1368657,1.0688405,0.0,0.8432276,0.7333743,1.1470418,0.8558625,0.29891294,0.8979572,1.0959462,0.93400574,1.1169605,0.9442181,1.2692199,1.019793,0.95600134,0.8194578,1.0872694,1.0745628,1.1461046,1.1828575,1.1396589,0.89879197,1.0662371,1.2199113,1.0832293,1.1701412,1.0120537,1.1134663,1.2981284,1.0084765,1.0061263,0.8823176,1.1223748,1.157175,1.2075758,1.1417542,0.72529197,0.7560774,1.0897264,1.0721802,1.167438,1.2951709,1.1578473,1.2968994,1.0564786,0.53468424,0.529752,1.0865371,1.1630058,1.0086449,1.2875113,1.1367564,1.069313,0.7334303,1.13103,1.0777708
muffin,0.79309183,1.0339935,1.0665898,1.1007559,0.9519938,1.106695,1.0977856,1.0178522,1.1311122,0.9455364,0.9301704,1.2689173,1.053131,0.8787031,0.93695617,0.9250581,1.0516238,1.058319,1.2410418,1.2770507,1.1156702,0.8613701,1.2602086,1.0855958,1.2922661,1.1597079,0.82139266,0.6951264,1.2447642,1.246932,0.90537524,1.0937023,0.9056822,1.0496627,0.88718474,1.2272668,1.0840217,1.2336955,0.7931752,0.9414324,1.1164901,1.0969536,0.8304317,0.9218773,1.1395781,0.85905564,0.79780763,1.0961721,1.0373193,1.1534982,1.0453602,1.3163912,0.85085356,0.8845365,0.98720497,1.0206076,0.94131327,1.1414381,0.8111136,0.9641099,0.9972939,1.1045681,0.91094446,1.0282089,0.8811063,1.1855417,1.0114788,1.2444621,1.1098468,1.2955606,1.1563284,1.0096364,0.8833621,0.89167583,1.0533996,0.8432276,0.0,1.1096448,1.3040875,1.0601892,0.8899572,0.99501795,1.0988522,0.71707666,0.9297367,0.90611595,1.0265034,1.2571074,1.2623974,1.0932409,0.88057613,1.2649909,1.1142907,1.2102653,0.972921,0.8471148,0.95314103,1.203666,1.0648533,0.9915505,0.798654,0.897091,1.1376355,0.9113322,0.96335036,1.0736201,0.96698445,1.0041171,1.0074153,0.91955656,0.9786172,1.0427155,1.0454327,0.895484,1.2390428,1.1706475,1.0265254,0.94905543,1.2280834,1.0912544,1.0970545,1.0222393,1.2970505,1.1974348,1.0435181,0.9689169,1.2584563,1.1594785,1.0933374,0.94457996
nail,1.3746182,0.9521062,0.5873783,0.31825954,1.24333,0.5096626,0.9290926,1.0636461,0.8619764,1.2871618,1.2835708,0.854573,1.2981641,1.3517646,1.0756344,1.4032176,1.1848711,1.1474506,0.578866,0.5377603,1.1917236,0.78958356,0.72753465,1.173383,0.7568335,0.9145905,0.9875841,1.1430831,1.1001904,0.80085766,1.296649,1.2248521,1.1474621,1.2893484,1.0792947,0.2523104,1.3677855,0.5366176,1.1173993,1.1675628,1.0753644,1.0654068,1.1525471,0.82512635,0.7039846,0.7908915,1.058969,0.6446128,0.8044503,1.0182455,0.58663106,0.74677384,1.3460186,1.203984,1.1533813,0.19706047,1.3971084,0.78390145,0.91178244,1.1251283,1.2025908,0.5578195,1.1346607,1.2567043,1.2644393,0.96411467,1.2835045,0.8026213,1.0624062,0.5014082,0.6450787,1.0626525,1.2640802,1.3425506,1.0590062,0.7333743,1.1096448,0.0,0.85747004,0.9662347,0.6773234,0.6557934,1.163559,1.1063906,1.3910367,1.2535992,1.2682492,0.55954206,0.5544738,0.9255703,1.1265513,0.68849576,0.99206656,0.8918589,1.0921689,1.0520427,1.2173357,0.91041374,1.1023895,1.2932681,1.0310733,1.1866767,1.4055647,1.3008797,1.2972622,1.1225166,1.161892,1.1403999,1.2969799,1.2572036,0.60252434,0.38116026,1.0681506,1.2332711,0.9551524,0.9757048,1.3029621,1.4227563,0.69176984,0.35213602,0.64000744,1.0751228,0.82684577,0.62270904,1.34124,1.2114671,0.66030663,0.36562294,1.045638,1.2600858
