,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scissors,shirt,shoe,shovel,sink,slipper,snow,soap,sock,soup,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
plant,1.1625221,0.73004526,0.9638908,0.9908983,1.3050313,0.7123688,1.0171282,0.98342323,0.75686264,1.3330302,1.3109474,0.83056843,1.0953668,1.3979552,0.9956964,1.3441296,1.1465093,0.7601825,1.1600531,1.2577612,1.3046029,0.7020007,0.8558525,0.6789577,1.0676289,1.0264486,1.0974882,1.040616,0.6398907,1.0734715,1.1160125,0.9697389,1.0563922,0.84448683,0.95023024,1.3184805,0.70781076,0.77941966,0.8335265,1.292745,1.0356616,1.0466782,0.8960385,1.090341,0.98646694,0.7162514,0.8222046,1.0596867,0.96023834,1.1811261,1.226218,0.5094037,0.16898209,1.068173,0.6709533,0.9900348,1.0399189,0.9479892,1.1210136,0.9830736,1.1953217,1.1145645,1.3931834,0.8020477,1.0757272,1.160913,1.2193892,0.7030177,1.3526785,0.99472153,0.78169525,0.51187766,1.0977632,1.1797683,1.1714797,1.269953,1.1669365,0.7725204,0.7704487,1.173849,0.93785775,0.91585755,0.95418864,1.08783,1.1280212,1.3707348,1.3113606,1.228499,1.110012,0.74586856,0.7571468,0.97431314,1.0062269,0.64014375,1.0950711,0.0,1.3050146,0.9535991,0.7671746,1.3963823,0.5482237,0.8516098,0.7522263,1.1286346,0.92848706,1.0976282,1.3162018,0.94036466,0.8068594,1.3806465,0.81801796,1.0846554,0.76814485,1.0144049,0.98551744,0.6212951,0.80996096,1.1406925,1.2311528,1.244118,0.89120454,0.9183315,0.9793386,1.2647886,0.90052986,0.65865207,1.2988379,0.900164,0.8271957,0.83905286
plate,0.7998978,1.1114392,1.1196543,1.0913192,0.9477395,0.98268753,0.9618671,1.032613,1.0064977,0.14823574,0.6620875,1.171649,1.0788867,0.11639148,1.0729357,0.8126984,0.63818365,1.2704475,0.32483953,0.22688448,0.85541606,1.3013067,0.9795125,1.2675887,0.90921795,1.1534921,1.1066158,1.1674051,1.054825,1.0419635,0.9949094,1.1097431,1.2683046,0.92236626,1.1684937,0.8743508,1.3239409,1.0364236,1.0915556,0.5207301,1.1396481,0.93249863,1.2041726,0.9350039,1.0216342,1.4001093,1.2320111,0.9744781,1.139878,1.1035671,1.2262919,1.2242551,1.176129,1.0330943,1.2541101,1.012153,0.77513015,1.346246,1.0757104,1.0665938,1.1330259,0.9788899,0.75541633,1.340169,0.92351955,0.7689116,0.8960769,1.1642835,1.0333126,0.91107786,1.139612,1.2204716,1.2105821,0.8561453,0.32005477,0.9973602,1.202641,1.349342,1.3120304,0.9645111,1.3837214,1.3848271,1.0688756,1.0027292,1.0604846,0.96030796,1.1103592,0.53289896,0.8818742,1.2602268,1.2694426,1.2704089,1.0989628,1.4151453,0.80859375,1.3050146,0.0,1.0672547,1.2033432,1.0097252,1.2992703,1.2620815,1.0787184,0.97258157,0.65314674,0.92099446,0.99428153,1.103158,1.2007376,0.22400272,1.4245653,0.87948567,1.0579256,1.0754613,0.7025578,1.2578616,1.2487582,0.90795314,0.9651579,0.52609754,0.99094003,1.4315841,1.3227193,0.7808442,1.2561865,1.0119339,0.124957085,1.0951712,1.4245933,1.0933306
pony,0.7966992,1.0437536,1.0582143,1.0800613,1.0247815,1.0226746,1.0449634,1.1250011,0.96249896,1.097192,0.9974571,1.0929724,1.0293069,1.0102364,0.9445229,0.9580376,0.90999544,1.0653167,1.158141,1.0009252,1.0126804,1.1345243,0.99552333,1.0446398,1.0346541,1.0569991,0.8740158,1.0479563,0.9879368,1.0759978,0.99146026,1.0579524,1.0299244,0.915164,1.0116628,0.94902956,1.1389583,1.0848597,1.1241895,1.0210199,0.8086864,0.6714214,0.908015,0.98871833,0.95560753,1.0418968,1.1690661,0.9323231,1.0726032,0.9485744,1.0837481,0.9041474,0.93965197,0.9955211,1.0480616,0.7388873,0.9590724,1.0430354,1.0215989,1.2071693,1.0011561,0.96171796,1.0790241,0.97571045,1.1119684,0.97415805,1.0245842,1.0451612,0.9463608,1.004133,1.0233535,0.85569364,0.9919864,1.0471895,1.0985618,1.0009184,1.0809363,0.9702464,1.1790037,1.0646876,1.0706608,1.1195525,1.069774,0.9374397,0.8856057,1.0846827,0.96045005,0.9360777,1.0167125,1.0492629,1.0200974,0.88191557,1.1240835,1.1178079,0.8495965,0.9535991,1.0672547,0.0,0.9980404,1.0006139,1.0615579,1.138678,1.1046925,0.91563606,1.0894845,0.9469595,0.9882839,1.0412225,1.0702008,1.0863273,1.0525265,0.7558866,1.0478321,1.0126635,1.1134543,1.084458,1.0998874,0.9640464,1.0351012,0.99602735,0.9812467,1.112257,1.1099004,1.1319755,1.0799685,0.8968992,1.0641457,0.9768771,1.0677161,1.031869
pumpkin,1.2722609,0.80003375,0.34171748,0.9580851,1.4340534,0.5229432,0.57301694,0.81272745,0.73923993,1.2873106,1.4466661,0.7933919,1.3043258,1.3087246,1.2592596,1.3799471,1.2188579,0.59649897,0.9163642,1.3182501,1.2363858,0.8724719,0.70493025,0.8373344,1.2509899,0.47631514,1.2117023,1.2928387,0.67249817,1.1983501,1.1139901,0.71508026,1.2252691,0.7142911,1.2364517,1.3359066,0.6119621,1.1690629,0.50171065,1.0721517,1.0613227,1.0392481,1.1847887,1.2981135,1.1406438,0.74320054,0.24816608,1.2233859,0.87296784,1.2059181,1.0475073,0.699227,0.6995798,1.0868337,1.0638313,1.0131956,1.262024,0.731591,1.2226367,0.63272536,1.2214617,1.2797447,1.3854231,0.49824154,1.263877,1.2133657,1.2953812,0.66186893,1.4304769,1.242534,1.0420109,0.69653213,1.0429415,0.9433914,1.1179783,1.2963159,1.0065203,0.46802354,0.39500952,1.2649403,0.6648013,0.63944906,0.28099895,1.3067601,1.1992991,1.4082036,1.3833275,1.3267915,0.9586192,0.87689054,0.8677676,0.99713737,0.89688706,0.6757418,1.2072208,0.7671746,1.2033432,0.9980404,0.0,1.3000451,0.6749412,0.5671956,1.2348614,1.2039888,0.7360364,1.3054912,1.3614846,1.0666056,0.8897898,1.3283578,0.49009818,1.2315739,0.476106,1.0919826,0.78393525,0.7478838,0.3711806,1.0639818,1.2939132,1.4464066,0.66582096,0.6038011,0.81759715,1.2215849,1.1607665,0.43690455,1.2933888,1.2018752,0.74780506,1.2574551
purse,0.7578824,1.248441,1.1735171,1.0169224,0.55682063,1.3736465,1.1148328,1.0613055,1.2156307,0.9315629,0.615583,1.0312793,0.6719226,0.8298343,0.9823258,0.49790746,0.8639262,1.1737213,1.1738644,0.9445109,0.6027683,1.2754452,1.1571854,1.2184762,0.9588207,1.0970074,0.96687794,0.60353786,1.421855,0.97931165,0.91343176,1.2280862,0.88228387,1.3614144,0.7623869,0.68341017,1.2530954,1.2057997,1.3206192,1.0116043,1.0316472,0.993255,1.0082507,0.8745966,0.9979285,1.1743599,1.306915,1.0575131,1.16108,0.80630314,0.6688993,1.3169508,1.4483628,0.9863206,1.2284341,1.0526892,1.0310748,1.0257446,0.7042067,1.1399646,0.6353453,0.8969012,0.4864682,1.1469779,0.9693229,0.9232688,0.54272425,1.2285244,0.35058713,0.9175332,1.1703643,1.4055133,0.9178051,0.9236394,1.1379936,0.6254619,0.81449986,1.2442175,1.2867835,0.6651856,1.0513792,1.1565143,1.2403324,0.76979786,0.98343253,0.39192063,0.4097309,0.82510257,1.1675113,1.1609608,1.1929798,0.827356,0.99588114,1.16729,0.8913841,1.3963823,1.0097252,1.0006139,1.3000451,0.0,1.3269622,1.2935375,1.1081778,0.97212285,1.3768876,0.7692957,0.46125972,1.0444453,1.0676445,0.8748685,1.2761185,0.9307406,1.4550884,0.9984956,1.2951884,1.2752763,1.2622674,0.9619743,0.58885795,0.8180157,1.2380775,1.03838,0.97633266,0.6292088,0.8393827,1.4225798,0.9822028,0.99060756,0.99711853,1.0531292
radio,1.2509706,0.76659316,0.9873893,1.0687625,1.3397379,0.77949613,1.0890346,1.0064644,0.6067475,1.2828593,1.2795261,0.82701045,1.0174695,1.3450156,1.0098981,1.3701489,1.1407685,0.609643,1.1088991,1.1643094,1.2399112,0.79653597,0.64350736,0.57664824,1.0171868,1.0169971,1.0089344,1.0381292,0.7847252,1.1115894,1.0574968,0.9425444,1.0690898,0.8100263,0.89673877,1.2942314,0.77455884,0.6561629,0.73020667,1.3205477,0.90277976,1.1050849,0.8412965,1.031189,1.0341127,0.7901302,0.7930002,0.9825388,0.99698436,1.198891,1.2398176,0.6394534,0.58836585,1.0098896,0.8061153,0.98642045,1.0110391,0.8957838,1.1249051,1.0165466,1.2213326,1.1172334,1.4038208,0.7568855,1.0495242,1.167552,1.213316,0.4970593,1.3342725,1.1886849,0.81719434,0.65954036,1.0550346,1.1061625,1.1598601,1.259764,1.1953961,0.8384446,0.7880405,1.1542933,0.93930876,0.9433429,0.91361237,0.8636509,1.0876817,1.3843528,1.2643588,1.24187,1.0747375,0.85751295,0.8714289,0.9525928,1.0934585,0.6239468,1.091236,0.5482237,1.2992703,1.0615579,0.6749412,1.3269622,0.0,0.8648869,0.68588877,1.0579079,0.9886165,1.1559322,1.3004961,0.8950281,0.8355651,1.3272643,0.72166026,1.1210707,0.7927105,0.963685,1.0381899,0.6846998,0.80650634,1.100245,1.2381604,1.1957005,0.82946014,0.9044902,1.0798542,1.2079146,0.9728745,0.55722183,1.240782,0.9340839,0.87645316,1.0241306
raisin,1.3929423,0.92775375,0.5661149,1.107396,1.3552992,0.7886997,0.66350234,1.0638893,0.88933897,1.3304071,1.4805248,0.54281205,1.3411427,1.4079607,1.2308011,1.4066368,1.3271732,0.6369843,0.8405019,1.4013741,1.2597296,0.5570895,0.84915745,0.7410797,1.2988794,0.45813382,1.280834,1.2609246,0.7183566,1.1349877,1.2152655,0.57120496,1.0559914,0.9866974,1.2374103,1.4103817,0.38512415,1.2331117,0.5058123,1.0242999,1.2288713,1.1852945,1.0271529,1.1970304,1.1861298,0.5881034,0.32930684,1.2398751,0.427149,1.0972863,0.8518316,0.84981024,0.814361,1.2219346,0.8910462,1.0701764,1.3187748,0.56255925,1.3608463,0.36569196,1.0904987,1.2430696,1.392876,0.54708904,1.2864155,1.1686786,1.2938646,0.7608764,1.339885,1.0596671,1.0901594,0.6434642,0.7748641,1.2628899,1.1059852,1.4451455,0.6944778,0.539094,0.26362097,1.1622338,0.5828516,0.35338748,0.562611,1.2552847,1.1620806,1.3712358,1.2860241,1.371226,1.0695885,0.63139415,0.62432253,1.1163691,0.75527763,0.5927368,1.3360112,0.8516098,1.2620815,1.138678,0.5671956,1.2935375,0.8648869,0.0,1.1644359,1.2792348,0.88176435,1.2339052,1.3603084,1.1282841,0.84021056,1.3567342,0.48107755,1.2166536,0.6042314,1.1699796,0.90497756,0.55492616,0.2544787,1.2064354,1.3114793,1.4788575,0.8209051,0.43363035,0.57654727,1.1192077,0.9308226,0.79898745,1.3566836,0.99640155,0.59944224,1.018939
refrigerator,1.0263867,1.0577048,1.4225988,1.083726,0.90423286,1.2195984,1.2617686,1.250043,0.87568045,0.97177273,0.769441,1.0514847,0.7102529,1.0388749,1.0043288,0.8712718,1.0013523,1.0104185,1.2174392,0.8474299,0.9477313,0.79837453,0.9487735,0.60615987,0.57904494,1.3485892,1.0430976,0.6326265,1.0014348,0.6043097,0.8169957,1.1901876,0.98086077,1.153105,0.62390965,1.0759654,1.108032,0.6171568,1.1993164,1.2805156,1.109578,1.1762424,0.5098373,0.6050119,0.89362484,0.9938531,1.3082473,0.887779,1.0706079,1.1210284,1.3012893,1.0693456,0.8306243,1.0574503,0.802196,1.2376868,0.80508244,1.2084953,1.1242392,1.4416785,0.9903079,1.0382043,1.1277484,1.2710838,0.86482096,1.0194165,0.83995986,0.9003093,0.86229414,0.9497556,0.65807354,0.9201137,1.086178,1.127215,1.1140091,1.1399837,1.2258024,1.1747395,1.1949624,0.7611936,1.258147,1.1868902,1.3858266,0.4178177,1.0774393,0.9719834,0.83477485,0.9545089,1.1717734,1.0367962,1.0475913,0.9721824,1.2517171,0.85860837,0.96079624,0.7522263,1.0787184,1.1046925,1.2348614,1.1081778,0.68588877,1.1644359,0.0,1.0552782,1.128816,0.98627484,0.8488409,1.0683022,0.8946155,0.9783457,1.2427384,0.9890119,1.1817598,1.1161467,1.1034861,0.9245384,1.214504,1.2276299,0.83563405,0.59247535,1.181193,1.28435,1.3332193,1.1494848,0.6441378,1.2407278,0.9000349,0.72105044,1.2416196,0.63995004
rooster,0.6238637,1.1807852,1.2742572,0.9601035,0.9127571,1.1616086,1.2053392,1.1061379,1.1662474,0.87158734,0.7603833,1.2889757,0.92737687,0.8881743,0.5053912,0.89217615,0.74803156,1.2753496,1.1932932,0.8140665,1.1710522,1.2663062,1.2119863,1.2075399,0.78576905,1.2954648,0.37806898,1.0173354,1.1137041,0.8770596,0.84669816,1.3309175,1.0282685,1.0187746,0.98064935,0.7867978,1.3637395,0.6370605,1.3621354,0.9816294,0.45924896,0.7752509,1.0693113,1.0745786,0.9029366,1.1399677,1.2961822,0.47754544,1.0471414,0.87592816,1.1496259,1.0493847,1.1343929,0.98746604,1.1320093,0.6580658,0.46924675,1.2522168,0.99424124,1.3186371,0.91392577,0.58777183,0.8794726,1.2813938,0.5153505,0.9843537,0.8264308,1.2012726,0.9283772,1.1871718,1.0798721,1.2722507,1.2686555,1.0247262,1.0175062,0.83225906,1.2239165,1.3309796,1.309499,1.3069179,1.3223777,1.2804086,1.2225531,0.96852815,0.38584626,0.9287251,0.90567654,0.8340896,0.9324276,1.3068454,1.2658654,0.93479896,1.2923644,1.2470596,0.7093508,1.1286346,0.97258157,0.91563606,1.2039888,0.97212285,1.0579079,1.2792348,1.0552782,0.0,1.1299415,1.0566276,0.9001413,1.0779512,1.3903447,0.9486536,1.2696426,0.9064862,1.2031113,1.0555208,1.2575064,1.4058126,1.3409231,1.0011928,0.88966924,0.79833853,1.2156658,1.3419389,1.2788025,1.1375657,1.3195941,1.1370083,0.8568713,1.1517444,1.3391688,1.0952259
sauce,1.2164152,0.83464986,0.79391,0.80171895,1.3719602,0.69399995,0.77144504,0.7711504,0.909124,0.8467968,1.2116104,1.0733411,1.2674302,0.87262356,1.1078392,1.2931659,1.016493,0.928257,0.46936727,0.8659402,1.2261002,1.0458403,0.8251582,0.7352761,1.2845671,0.8638505,1.2659702,1.2655928,0.5664778,1.0706921,1.2197338,0.7034998,1.2750373,0.6546049,1.2349771,1.1689788,1.0158955,0.95838094,0.5579647,0.82603896,1.2394785,1.0740118,1.1290145,1.141152,1.0937322,1.0216935,0.782292,1.1232935,0.9671268,1.2074869,1.2657931,0.89913595,0.73079103,0.9069202,1.0713322,1.1296778,1.0107654,1.244886,1.1444088,0.8333962,1.3194797,1.184623,1.199259,1.0627047,1.0726566,1.0097867,1.2538246,0.7815929,1.4567566,1.0760454,0.892335,0.90436965,1.1911843,0.81131005,0.6265818,1.1425434,1.2537415,0.8158529,0.8832322,1.2109915,1.1324606,0.977428,0.60363764,1.2240815,1.1844639,1.3590244,1.4279301,0.96474415,0.8618497,1.0490953,1.0145864,1.2189969,0.9047412,1.1426127,1.1039817,0.92848706,0.65314674,1.0894845,0.7360364,1.3768876,0.9886165,0.88176435,1.128816,1.1299415,0.0,1.2120891,1.3844575,0.9252173,1.0023769,0.7818669,1.0963933,1.0757331,0.28882623,0.9375205,0.23722506,0.99538726,0.82231426,1.0284519,1.232219,1.0641242,0.5605307,1.1454381,1.0547885,1.1710899,1.205391,0.7151965,0.79989755,1.2075094,1.1850095,1.0877295
scissors,0.9051837,1.06876,1.2940114,1.1455262,0.7445549,1.3022763,1.1939815,0.979445,1.2307578,0.90575784,0.9295418,0.89418375,1.0178875,0.9284793,1.0959493,0.9092425,0.9397333,1.1282811,1.0610708,0.9439157,0.8946519,1.0821898,1.110794,1.174256,0.8218558,1.2111722,1.0681204,0.99561864,1.2337724,1.0651774,0.98458886,1.1092,0.7891301,1.1986355,1.1011899,0.8837161,0.8474966,1.1185571,1.2401478,0.9712967,1.1042669,0.9914254,0.99710304,0.714568,1.0215862,1.1011226,1.3681145,1.0910838,1.1838486,1.0294398,0.88295615,1.1271507,1.1813239,1.027555,0.53364307,0.9876176,1.0766014,1.0086122,0.86919266,1.1414813,0.93348265,1.0042368,0.6293738,1.1257936,1.0622283,0.720472,0.9499323,1.02728,0.841077,0.23169374,0.9604259,0.943812,0.9392824,0.95883846,0.90127665,0.8575181,0.96426636,1.2066016,1.2784103,0.8739265,1.0459776,1.2521743,1.3405716,0.81311405,1.0294297,0.9089837,0.93558604,0.8375154,1.0908562,0.5199667,0.62288105,1.0637007,1.0032018,1.2078979,0.92281497,1.0976282,0.92099446,0.9469595,1.3054912,0.7692957,1.1559322,1.2339052,0.98627484,1.0566276,1.2120891,0.0,0.95769984,0.96753585,0.7311247,0.9079993,1.1639568,0.94668645,1.3319622,0.9272219,1.1133742,0.8272387,1.2853768,0.78751975,1.0130936,0.85348034,1.122401,1.1182213,1.0475796,0.4665357,0.94285285,1.2112651,0.95366067,0.5366895,0.94819987,0.9202502
shirt,0.7135583,1.2776816,1.3391252,1.0926019,0.49139374,1.4258457,1.1517797,1.2732697,1.2633426,0.863603,0.47166556,1.1475096,0.65848374,0.74941987,0.9497489,0.35063612,0.85793215,1.3142617,1.2686114,0.88705826,0.55532956,1.2482165,1.2108727,1.2692704,0.62974465,1.2859855,0.84061146,0.65261674,1.4204513,0.72531265,0.51114035,1.4109433,0.9666933,1.3507756,0.71427023,0.73622704,1.4110781,1.1444275,1.5277178,1.0204448,0.916493,0.90166306,1.0018517,0.86972135,0.7578454,1.2239857,1.3843917,0.8994449,1.1365988,0.5988116,0.9282905,1.3318629,1.3630283,1.0277864,1.2749289,1.0752199,0.8455737,1.1439626,0.83882743,1.335663,0.5337388,0.8975041,0.5921347,1.306206,0.83039993,0.9569418,0.32714033,1.3278946,0.29138786,1.048107,1.1873788,1.3814468,1.0843731,0.9967385,1.1072801,0.722332,0.9433326,1.4191732,1.3432974,0.66163766,1.1768564,1.2732495,1.3997993,0.74879503,0.93985534,0.3539946,0.33395886,0.8156941,1.1037824,1.3740268,1.3823558,0.8056743,1.2247758,1.2194483,0.81486,1.3162018,0.99428153,0.9882839,1.3614846,0.46125972,1.3004961,1.3603084,0.8488409,0.9001413,1.3844575,0.95769984,0.0,1.140151,1.2240872,0.86772823,1.36149,0.9134842,1.5107099,1.130384,1.3549751,1.3846059,1.3098977,1.0329368,0.1360259,0.6832423,1.4160379,1.2209764,1.1827096,0.9061298,0.7923253,1.4805517,0.9066367,0.97055405,1.256303,0.93134874
shoe,1.1147205,0.36781967,1.1428406,0.93717104,0.9238236,0.8583371,1.1900451,0.99427336,0.9495494,1.122469,1.1205118,1.0626383,1.1198899,1.0779777,1.062965,1.0935727,1.0203891,0.8189121,1.0730344,1.0902071,1.012924,1.0988303,0.98889756,0.91958535,1.1804572,1.038377,1.118861,1.0862049,0.8992734,1.1248212,1.1994258,1.0360343,0.9060004,0.8302716,1.0471592,1.027549,1.052142,1.0202384,0.96263885,1.1574755,1.1210229,1.0324745,0.95901453,1.1099799,1.0748185,1.0741804,1.1094966,1.1220242,1.1513499,1.1706324,0.9963947,0.96885514,0.90282625,0.13130736,0.94865876,1.0737922,1.1087632,1.1128069,0.23824346,1.0275695,1.1923876,1.0397378,1.0079937,1.07811,0.9824843,0.93316555,1.0549622,1.0087218,1.0536354,0.9563781,0.94413114,0.9194342,1.0269507,0.986952,1.0498221,0.4320848,1.1200241,0.9481178,1.0947769,0.99479973,1.0874615,1.0671161,1.0105345,1.0377351,1.0899336,0.99874014,1.0567822,0.9833575,1.1108154,0.9960819,0.99999446,0.95078474,1.1005839,1.1036264,1.0984073,0.94036466,1.103158,1.0412225,1.0666056,1.0444453,0.8950281,1.1282841,1.0683022,1.0779512,0.9252173,0.96753585,1.140151,0.0,0.90195656,1.1514589,0.82287216,1.0687824,0.97892797,0.090087235,0.9905371,1.0407308,1.1045258,0.9719117,1.1205554,1.1385624,0.8667997,1.0189875,0.8888509,1.0718554,0.9468985,0.8970169,1.1076291,0.9842057,0.82358146,1.0928963
shovel,1.4006939,0.84389615,0.84623086,1.0383829,1.0166929,0.8802645,0.92522204,0.95471334,0.90185523,1.2658491,1.3634534,0.7064669,1.0645218,1.2798308,1.2201264,1.2405188,1.3272223,0.8012886,1.0293729,1.3313909,0.8011588,0.72396046,0.8527502,0.7635112,1.2045779,0.7981436,1.3142649,0.92356837,0.9310171,1.2185365,1.2453952,0.76559794,0.83362806,1.0576257,0.99229604,1.1377965,0.6216671,1.0610611,0.76757824,1.1557543,1.2615314,1.209114,0.93274367,0.8540002,1.0876728,0.6561688,0.86403954,1.2267289,0.9966543,1.3111124,0.7916479,0.85931116,0.8471031,1.0698012,0.5909866,1.2150722,1.4132724,0.8390108,0.95117325,0.9034934,1.2180262,1.2349782,1.0616472,0.7599164,1.2554443,1.108977,1.3494253,0.7308783,1.098738,0.6326159,0.82506156,0.7372778,0.60194516,1.1083646,1.1025466,1.1170781,0.91425824,0.5907327,0.8711955,0.67364204,0.76764,0.81196535,0.8684201,0.89453626,1.2318218,1.0897334,1.115479,1.2990947,1.2363768,0.5588961,0.6090464,0.90678376,0.68130434,0.72184384,1.3638299,0.8068594,1.2007376,1.0702008,0.8897898,1.0676445,0.8355651,0.84021056,0.8946155,1.3903447,1.0023769,0.7311247,1.2240872,0.90195656,0.0,1.2128068,0.80699396,1.1369202,0.9258527,0.88985574,0.8860529,0.39167446,0.823974,0.9432987,1.3059951,1.3404856,0.90462047,0.66977286,0.7859769,0.87673557,0.67405874,0.93695116,1.3191214,0.80139935,0.6440229,0.9543834
sink,0.8341063,1.2234755,1.195214,1.0450556,0.80423903,1.1500971,1.0139506,1.0046376,1.126657,0.20695746,0.53533125,1.2354331,0.81429875,0.2804619,1.0364993,0.7033841,0.76065516,1.2959486,0.4193259,0.32140708,0.8433463,1.323869,1.0604738,1.2454671,0.8825761,1.2429461,1.0329914,0.9169362,1.2582736,0.88667125,0.9545442,1.168371,1.1525857,1.049124,0.95511174,0.68567157,1.4234511,0.9656468,1.1772871,0.5902955,1.1063735,1.0041703,1.0032635,0.71147865,0.99922013,1.4406068,1.3719287,0.8990482,1.1356436,0.9892539,1.136976,1.2914159,1.298249,1.0451989,1.2497534,1.0764956,0.7476473,1.3861892,1.0396647,1.2049245,0.98599863,0.8909418,0.61937165,1.4542372,0.8717421,0.7554731,0.85736,1.2144681,0.8471657,0.9305862,1.0821416,1.3810792,1.2031399,0.80774516,0.47657442,0.89737344,1.1401792,1.4602858,1.4052484,0.89925164,1.3955498,1.3954446,1.1826285,0.84387803,1.0176506,0.7805364,0.9047751,0.60883856,0.9004456,1.312907,1.327363,1.1971076,1.1492503,1.3641658,0.8746962,1.3806465,0.22400272,1.0863273,1.3283578,0.8748685,1.3272643,1.3567342,0.9783457,0.9486536,0.7818669,0.9079993,0.86772823,1.1514589,1.2128068,0.0,1.4860967,0.90106463,1.1885645,1.1207078,0.83149,1.3466669,1.3751018,0.9157621,0.8506326,0.4217192,1.0757463,1.4700977,1.3544753,0.75022864,1.227433,1.2374631,0.23186243,1.082438,1.4587792,0.94283754
slipper,1.3499937,0.7073307,0.55629504,1.1105642,1.2346612,0.7011131,0.8794085,0.93581814,0.79267156,1.399189,1.5206797,0.71174836,1.2997737,1.4560928,1.2079302,1.4429412,1.3380913,0.51462674,1.0850418,1.4776236,1.185407,0.71816397,0.86828864,0.93447846,1.2371005,0.5856806,1.1438,1.3284707,0.8482284,1.2715489,1.1726248,0.8112924,0.93988943,0.93506306,1.2157621,1.3373113,0.4029324,1.2365738,0.5366434,1.1915735,1.0148554,1.0960025,1.1421952,1.2504904,1.1800884,0.5870495,0.30855596,1.2689872,0.8224127,1.0236526,0.7404248,0.77545017,0.8772749,0.95416087,0.8761995,1.0289758,1.4189315,0.2735734,1.052327,0.46536303,1.0565751,1.2490838,1.3593382,0.37302506,1.2532717,1.2188618,1.3211205,0.74994564,1.3276408,1.1281037,1.0128925,0.6359354,0.7512257,1.2025285,1.2210265,1.1827126,0.6652628,0.5443921,0.30928552,1.1571195,0.32012314,0.42801714,0.62628734,1.2921141,1.1545349,1.3557783,1.2979221,1.4179292,1.0934502,0.6605162,0.6672349,1.0301391,0.8144018,0.58526266,1.2968445,0.81801796,1.4245653,1.0525265,0.49009818,1.2761185,0.72166026,0.48107755,1.2427384,1.2696426,1.0963933,1.1639568,1.36149,0.82287216,0.80699396,1.4860967,0.0,1.2964182,0.80268824,0.8805604,1.0461762,0.6348017,0.4713173,0.9591619,1.3370965,1.5307492,0.7864586,0.27862465,0.5043453,1.1283859,1.0304196,0.5968884,1.4332999,1.0654215,0.36531687,1.17076
snow,0.7040983,1.162162,1.1695246,0.93444806,0.8717496,1.0652463,1.132031,1.0392808,1.2287071,0.9224885,0.7912693,1.1817626,1.0320156,0.8298178,0.86839926,0.7445612,0.85412073,1.1860667,1.1504328,0.9005522,0.9085556,1.2194697,1.186692,1.168052,0.8275901,1.2096324,0.8517736,0.955891,1.0337397,0.9301889,0.90491986,1.1052696,1.0293442,1.0362191,1.0895573,0.8702135,1.316138,1.1083726,1.2245978,0.88055843,0.88783264,0.91494566,0.95618105,0.8982249,1.0227154,1.1719003,1.2743454,0.79694474,1.1420764,0.85746455,1.1284953,1.0952688,1.0448033,0.9957517,1.1077764,0.8828903,0.8325952,1.2029519,0.9751935,1.2538031,0.9899767,0.7528194,0.86673623,1.229708,1.049516,0.8851919,0.911386,1.1508105,0.9017453,1.0654297,1.152911,1.0674633,1.1243418,0.83777165,0.92712396,0.89929056,1.1385589,1.2040097,1.2890131,0.99475926,1.1931858,1.1760371,1.2198848,0.9382144,0.8045449,0.870031,0.91665494,0.75582826,0.91098744,1.2378927,1.2430995,1.0860415,1.058563,1.1487085,0.78392345,1.0846554,0.87948567,0.7558866,1.2315739,0.9307406,1.1210707,1.2166536,0.9890119,0.9064862,1.0757331,0.94668645,0.9134842,1.0687824,1.1369202,0.90106463,1.2964182,0.0,1.1697394,1.0415069,1.0769973,1.226526,1.2737861,0.92735296,0.93901134,0.85408396,1.1465814,1.254491,1.1732726,1.1157916,1.1046817,1.1525617,0.9131514,1.0141448,1.2450668,1.0160495
