,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,game,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,vacuum,watch,window
corn,0.79380506,1.0603215,1.0927085,0.9215573,0.9098883,1.1517116,1.1204087,0.4469058,1.1237414,0.95389545,0.91205126,0.88869727,1.2921453,0.9595694,0.68396807,1.0618811,0.8253445,0.7864604,1.0498271,1.1983151,1.1735488,0.9396826,0.97192615,0.87727445,1.1622027,1.2415534,1.2992349,1.1310427,1.1181644,1.0238037,1.0823655,1.1774795,0.9449408,0.8963157,0.8525493,0.9039613,0.9875252,0.0,0.9226074,0.86262167,1.239935,0.9162027,1.2388083,0.94478035,0.9265914,0.88981503,1.1075625,1.2331792,0.939579,1.0941414,1.2234977,0.90159947,1.1503334,0.92590624,1.1712521,1.2109001,0.9621844,1.0777748,1.2186162,0.89305514,0.96266186,0.819799,1.2428443,0.8300993,1.0251006,0.9844208,0.9618569,0.7361021,0.8946302,1.2016671,1.0666347,0.9419334,0.8889381,1.0367719,0.9328492,1.1113639,1.0548546,1.2713869,1.047246,0.6336843,0.9651414,0.6249572,0.9229028,1.0340433,0.9875055,1.2844636,1.1690707,1.088675,1.1844139,1.2618573,1.0823389,0.94347286,0.80691445,0.93591547,1.0396475,1.2637612,1.248188,1.1149099,1.071392,1.2682858,0.8381832,1.0243032,1.1727685,1.1104975,1.0930883,0.8344693,1.2181017,0.99336773,0.9487852,1.054694,0.6026767,0.816025,1.0266913,0.8955212,0.9319519,1.0589898,1.2511,0.9178472,1.0511771,0.8750289,1.3148137,0.98144925,1.1404269,1.0840222,0.8943784,1.3041291,1.104926,1.2589923,0.88008106,0.88502896,0.8760075,1.1532409,1.2298632,1.1806468,1.037389,1.1363665,1.0549389,0.88982487,1.0008838,0.89672536,1.1639214,1.2324721,1.0149038
couch,0.8982025,1.0161817,1.3773365,1.0592738,0.78346395,1.3687735,1.2145268,1.1751455,0.9932073,0.64098936,0.8475491,0.332062,1.1632531,0.17945111,0.8065845,1.2700498,0.44574142,0.8407589,0.98254925,1.2958066,1.1602458,0.73887813,1.1374016,0.7128235,1.2154006,1.2406043,1.140994,0.93874365,1.2358117,0.91536665,0.22875333,1.3071804,0.8080622,0.9238303,0.91103125,1.1268172,1.093271,0.9226074,0.0,0.9987745,1.3237495,0.42105138,1.3221468,1.0645648,0.93025935,0.978046,0.7801263,0.73863494,0.98620677,1.160556,1.3513117,0.8238997,1.1388552,0.92671543,1.2739532,1.2233198,1.0507166,1.0775914,1.2951547,1.2372224,0.9236479,0.9456483,1.2751336,0.94629836,0.83973795,1.3261638,0.8930251,0.8710744,1.0359378,1.3297194,1.0288092,0.74521464,0.7039028,1.1132715,0.5432716,0.95910937,0.7113118,1.2332829,0.90520644,1.0123409,1.0772253,0.9176247,1.0540984,1.11378,1.2389499,1.3807039,1.0689547,1.1863503,1.2570201,1.3430324,0.62036216,1.0272032,0.6485984,0.60680866,0.98819035,1.328144,1.3074514,1.1273661,1.0750937,0.7859156,1.1920139,1.1129706,1.3043416,1.0982336,1.185661,0.68803006,1.1122488,0.65802556,0.8698343,1.1781186,0.95173216,0.5481579,1.2655861,0.73016083,0.8821937,0.78048176,1.2387851,0.77530235,0.9220952,0.5997548,1.2706013,1.0146835,1.3148375,1.0005023,1.0547048,1.3486651,1.0904009,1.3308971,0.83138824,0.6976167,0.7469251,1.2879194,1.3189046,1.2874842,1.2510542,0.9439821,1.2930357,0.9085626,0.94139594,1.1465142,0.82265663,1.3425797,0.84613955
cracker,0.81980515,0.84853953,1.2319664,0.99550116,0.7382497,1.3575342,1.2765046,0.70971394,0.6629665,0.9319962,0.84384984,0.9419681,1.1581059,0.8125733,0.8204468,1.1050289,0.8932791,0.92851627,1.0230662,1.3505896,1.244615,0.8986837,0.44389582,1.142512,1.3587426,1.0839348,1.2830355,0.99233323,0.77578545,0.8831854,0.9945703,1.3085098,0.8945134,0.9325777,0.8885402,0.58335155,1.0236586,0.86262167,0.9987745,0.0,1.243245,0.92182016,1.3462017,0.9017711,1.0976392,0.9027345,1.0412706,0.8789927,1.0222464,1.172594,1.204289,0.897444,0.86645645,1.0317106,0.9424334,1.2293259,1.1933067,0.6498777,0.8725381,1.075646,1.0224053,0.818388,1.1231215,0.812406,1.0505898,0.9954586,0.9832327,0.83318263,0.72370565,1.3586229,1.179425,0.78119457,1.0083394,1.1391687,0.8417999,0.671955,0.84136164,1.3627168,0.80302596,0.7932614,1.0978159,0.75510097,1.1151736,0.89610475,0.7138747,1.2222291,1.1121323,0.78223264,1.0331116,1.1893355,1.0513991,0.90315795,0.91410446,0.7847637,1.1033934,1.2043006,1.1414776,1.0667734,0.9674274,1.1970925,0.62190044,1.2543254,1.1998599,1.161195,1.0135151,0.9095055,1.3206303,1.119215,0.9218926,1.0996732,0.8948344,0.8584417,1.0897293,0.92367357,0.7138659,0.90482396,1.1514045,1.0442944,1.0419986,0.93416524,1.0745785,0.97509485,0.99275994,1.0080072,0.8797029,1.2492722,1.1608316,1.3681574,0.9879738,0.97381413,0.94390374,1.2278434,1.0292449,1.0327386,1.1367081,1.1568999,1.3354318,0.91860175,1.1211851,0.87368214,1.1517445,0.9601484,1.068969
crayon,1.3137408,0.9999787,0.46349275,1.2466756,1.458923,0.61844915,0.83717906,1.1483905,0.72893053,1.4866582,1.3510559,1.5101813,0.24025774,1.3331869,1.5830603,0.7062879,1.4449048,1.5169855,0.7713763,0.25888252,0.61008245,1.2271852,0.9966819,1.1357353,0.3977437,0.5320431,0.26012182,0.789904,0.71366227,1.1957439,1.0735096,0.6263164,1.2230294,1.3395331,1.4127283,1.0012175,1.1041015,1.239935,1.3237495,1.243245,0.0,1.4718387,0.28753066,1.3103197,1.4067688,1.1691893,1.1108956,1.026506,0.89584035,1.0541394,0.7759224,1.2860839,0.9166353,1.3023362,0.71245766,0.5283415,1.0478506,0.94014937,0.42917073,0.79439604,1.2507306,1.5210698,0.37800926,1.2505664,1.0900742,0.64360154,1.3176908,1.3166173,1.3587823,0.37060863,1.0912781,1.2031059,1.4437804,0.7633109,1.4596128,0.89280033,1.0718136,0.4557184,1.1631005,1.3646281,1.1661017,1.4701654,0.94730866,0.9940798,1.0913491,0.24850142,0.4430148,0.86602616,0.7926477,0.37378192,1.1592184,1.1744688,1.5753107,1.4482877,1.1833289,0.07003933,0.081565976,0.6046815,0.95727587,0.46884656,0.9832612,0.7107584,0.33442688,0.9496008,1.0737467,1.5006673,0.51713747,1.1764119,1.3139422,0.9007012,1.3614421,1.4498793,0.45082235,1.5319307,1.342277,1.1334507,0.4334222,1.339242,1.2229717,1.451091,0.36957067,1.0926692,0.35065246,0.9148382,1.3573316,0.29100943,0.7896689,0.25751436,1.0872309,1.5381551,1.4375232,0.42802143,0.54271007,0.4692911,0.40082037,0.5356121,0.4027937,1.3376799,1.2189598,0.6917277,0.58358496,0.43011498,1.079585
crib,0.8724639,1.2254786,1.483907,0.9077639,0.8113905,1.4667699,1.3020546,1.0751559,0.90338707,0.510057,0.7921196,0.3950426,1.3769889,0.37715304,0.7395648,1.269325,0.588626,0.62631005,0.86766195,1.3132389,1.1887574,0.48342836,1.094669,0.7369338,1.1874547,1.3331561,1.250848,0.98120093,1.4554263,0.86983335,0.5437587,1.341805,0.5487352,0.92958254,0.805089,0.9725691,1.1558969,0.9162027,0.42105138,0.92182016,1.4718387,0.0,1.3476765,0.9746203,0.79660785,0.99985796,0.7015538,0.7382679,1.1199769,1.206232,1.4251474,0.889477,1.200668,0.8803679,1.4415845,1.3338959,1.0590163,1.2864738,1.4041345,1.316639,0.7827868,0.7045261,1.4475193,1.0721067,0.8298865,1.41465,0.90058625,0.8179345,1.0080718,1.4638708,1.0632153,0.7617905,0.7398213,1.0466652,0.7109566,0.9219143,0.46018064,1.218686,1.0425498,0.9520311,1.0891513,0.94115543,0.9633493,1.227596,1.0702283,1.5147085,1.3044071,1.3295517,1.3792722,1.4819183,0.48589355,0.90626377,0.64541,0.73753905,0.8369893,1.453483,1.4797996,1.1992452,1.1406204,1.1608219,1.1651909,1.1026627,1.358465,1.1409594,1.2456884,0.6677804,1.1603508,0.50222534,0.5657537,1.1233518,0.8103291,0.66277266,1.3002374,0.73839164,0.9416051,1.0507711,1.3093145,0.6094175,0.78237337,0.45856,1.4998269,0.8801041,1.421918,1.2009453,1.012027,1.461477,1.0526348,1.4275098,0.6979697,0.70355964,0.5403731,1.3619673,1.5439392,1.4079707,1.2440234,1.1924021,1.3324585,0.65047586,0.7997476,1.1302739,0.90101045,1.5409684,0.74550295
cup,1.5348948,1.0465008,0.5353127,1.2142215,1.4648522,0.56163013,0.7339549,1.234081,0.7130174,1.3642306,1.3570752,1.5830284,0.4495613,1.4124517,1.5912789,0.7850588,1.5445422,1.4471052,0.8571608,0.11767048,0.3469221,1.0838243,1.0024632,1.1443754,0.13361406,0.6456959,0.20973086,0.87332165,0.918233,1.2380705,1.0316392,0.49204654,1.118846,1.4082476,1.1312474,1.0914648,1.0054954,1.2388083,1.3221468,1.3462017,0.28753066,1.3476765,0.0,1.2236726,1.3298812,1.1214243,0.8816924,0.94889843,0.8419424,0.9896399,0.657448,1.3913124,1.1102096,1.2438774,0.86580354,0.5753806,0.93374157,1.067712,0.65572345,1.0001086,1.1666319,1.1489233,0.57496953,1.2814194,1.0114878,0.76063204,1.2896445,1.4219909,1.3724875,0.39903128,1.132508,1.3655853,1.4738564,0.48647285,1.5696937,0.9739881,1.0265886,0.35233128,1.2174186,1.3496193,0.9237009,1.4686122,0.9177421,1.1399243,1.0668807,0.38430357,0.4844764,1.0325346,0.8363162,0.43815517,0.9580511,1.1078537,1.5372407,1.4772971,1.0291688,0.34131014,0.3830669,0.66998756,1.0173835,0.5049075,1.0028269,0.6195458,0.39243126,0.9917118,1.0087562,1.4317644,0.44411868,0.9234988,1.3101482,0.9460705,1.3126283,1.5111613,0.6443665,1.5225937,1.3814209,1.2693422,0.37544906,1.2033472,0.9486525,1.4566867,0.55157363,1.0915123,0.5246772,0.952666,1.1728042,0.2732454,0.84557945,0.33982974,1.0444154,1.5030024,1.3868766,0.38465846,0.6904248,0.6967488,0.48252636,0.5970341,0.40844154,1.2310562,1.1793888,0.8948978,0.5698855,0.6463731,1.0048293
dish,0.9593178,1.0538551,0.93230695,0.49093556,0.96353805,0.89815974,0.7100616,0.7413058,1.2298632,0.8404428,1.04096,0.8879428,1.3872092,0.9704263,0.69403017,1.222466,0.92219996,0.775828,1.0204722,1.2408928,0.94605917,0.83281434,1.1000732,0.99431294,1.1688373,1.2815479,1.3656595,1.225913,1.087559,1.1363411,1.1450119,1.0948116,1.1211133,0.96517384,0.75864637,0.8627205,0.96146965,0.94478035,1.0645648,0.9017711,1.3103197,0.9746203,1.2236726,0.0,0.9902938,1.002849,1.0491986,0.9247181,1.2090399,1.1193177,0.9245115,1.0477138,1.0551696,0.90953463,1.0581064,1.2309577,1.008512,1.0485153,1.2657357,1.0189117,0.87967855,0.6650063,1.3304121,0.95177376,1.0721314,0.78614223,0.9912708,0.75189227,0.8498156,1.294575,1.0460043,0.9152814,0.92622536,1.2050514,0.9743358,0.94203925,1.1016611,1.2272307,1.0426341,0.6566405,0.6778949,0.72223395,0.9908696,0.98549265,0.9660524,1.2561673,1.286351,1.0980097,1.1459041,1.0718434,1.1114861,1.0462912,0.9343089,1.0066793,0.83042693,1.3330457,1.3529286,1.1939898,1.1162947,1.3354146,1.0060402,1.2666538,1.0511339,1.1150081,0.8685769,0.82290417,1.2490389,1.1253417,1.058328,1.0483803,0.95774937,0.8897549,1.233198,0.9285525,0.90630436,1.1226962,1.2174075,1.0149589,0.78245896,0.87349313,1.231508,0.95975786,1.1179874,1.0122547,0.7352503,1.3123884,1.0909431,1.2338479,1.064742,0.9136345,0.7980851,1.0567235,1.1887971,1.0994705,1.1140578,1.2864541,0.94992936,0.6073446,0.9886129,1.0287951,1.3405364,1.2591946,1.0825409
dog,0.6552534,1.2028248,1.2473346,0.99602246,0.88595235,1.1330054,1.1601347,1.0020542,1.2802567,0.7666291,0.81336856,0.8010156,1.351108,0.9665107,0.891844,0.94361144,0.8903084,0.42027712,1.1490189,1.3076992,1.2626363,1.069547,0.97648585,0.92699504,1.3220351,1.2137853,1.3827732,0.93742526,1.3018205,0.76517826,1.1422896,1.1163725,0.9430889,0.84623724,0.92666984,1.1646447,0.92395556,0.9265914,0.93025935,1.0976392,1.4067688,0.79660785,1.3298812,0.9902938,0.0,0.8976619,1.0833387,1.200995,1.1320564,0.6617012,1.1378336,0.7498429,1.1225921,0.7860731,1.2572675,1.1148248,0.8614979,1.1512384,1.3784336,0.96508324,0.8955045,0.85925037,1.2999253,1.0096834,0.8743148,1.315609,0.8189602,0.9592722,0.9501474,1.2477523,0.5425659,1.0100336,0.80788016,1.108688,0.8745531,1.2173773,1.1092561,1.2234726,0.9150175,0.9537981,0.8917269,0.91835093,1.0589957,1.1021272,0.93357277,1.3122797,1.3860074,1.2622863,1.2120022,1.2645301,1.0436882,0.69371283,0.81865215,0.9067453,0.9794355,1.3760846,1.4212353,1.2605629,0.69026864,1.2795098,1.0672317,1.0774786,1.2731276,0.57087296,1.0122728,0.87905085,1.2395788,0.9624053,0.7746629,0.7866243,0.66777253,0.851949,1.2395905,0.7772266,0.99148303,1.0459124,1.261319,0.847029,0.93438536,0.8373859,1.3380909,0.9796068,1.2827079,1.2045009,0.71815073,1.2790469,1.04107,1.2743093,1.0083505,0.7402592,0.8166356,1.2775078,1.298713,1.2740986,1.2514381,1.3165821,1.2745061,0.9378946,0.82311237,1.215138,1.3012294,1.3757023,1.0622047
doll,0.82744074,0.74451834,1.0406436,1.0375764,0.8907203,0.9827667,0.969182,0.9283239,0.9211686,1.3190558,1.1403009,1.1041279,1.1148664,0.98300475,0.9551993,1.0821348,1.0249697,1.121409,0.89110714,1.0789769,1.1316916,0.83928907,0.90279424,1.1035554,1.0906725,1.0822667,1.174917,1.1019741,0.81327593,1.2665415,0.9822792,1.1890458,1.1574206,1.0392728,1.0930071,1.12399,0.9097848,0.88981503,0.978046,0.9027345,1.1691893,0.99985796,1.1214243,1.002849,0.8976619,0.0,1.053675,1.162642,0.8934267,0.8329938,0.9377084,1.1514304,1.1100787,1.0032183,0.8460426,0.9494559,1.1166466,0.7681241,1.0981956,0.6798349,0.95966667,0.89299893,1.0611943,0.5938628,0.982941,0.8363963,0.97581613,1.0902416,0.7681477,0.9393278,0.87234235,1.1286184,1.0481659,0.8830594,0.9555781,1.1273842,0.94109017,1.0922989,0.7469648,0.7728461,1.0591832,0.6851614,0.87125134,0.9558476,0.9295283,1.0995898,1.0364145,0.9135044,0.86935925,1.0754241,1.0955738,1.2337229,0.91703194,0.84155536,0.9545339,1.2104828,1.0934682,1.0986457,0.77230877,1.087063,0.87635404,0.99713993,1.3164059,0.84947693,0.80438817,0.9193057,1.0538453,1.1935601,1.1474494,0.82775223,0.8729049,1.0037366,0.9952554,0.98923075,0.74989915,0.8570688,0.92714685,1.2462033,1.2841905,1.0900533,0.94935834,1.0855516,1.0210376,0.75736165,0.9654912,1.0503166,1.0951879,1.0563617,0.65219855,0.9869504,1.0756503,1.0616616,0.836295,1.1441216,1.1119846,1.0356201,0.92793787,1.0224733,1.2504153,0.88870555,1.0265368,0.9602938,1.2428023
door,1.2678462,1.037855,1.1806049,1.158044,1.0879585,1.2154311,1.0786984,1.2448438,0.887416,0.74916416,0.9856673,1.0212934,1.0492182,0.8563363,1.1899798,1.0335733,1.1282626,1.0640069,1.0455287,0.8172168,0.99406165,0.85796535,1.1140672,0.8668389,0.9086755,0.9252195,0.7093159,0.9311485,1.12886,0.8807195,0.6679247,0.93618363,0.5600708,1.1630001,0.9161978,1.050511,1.0454879,1.1075625,0.7801263,1.0412706,1.1108956,0.7015538,0.8816924,1.0491986,1.0833387,1.053675,0.0,0.50416976,0.86582696,1.0239419,1.1462611,1.0737754,1.1595408,1.0507194,1.1375945,0.93782264,1.0286332,1.1869941,0.9579668,1.2481375,0.98773855,0.93852675,1.1262622,1.142301,0.7684316,1.2486961,1.0271617,1.2896252,1.12582,1.0552251,1.0774419,1.0864991,1.0930077,0.82520384,1.0279365,0.8596889,0.61187315,0.75550956,1.1123644,1.1673273,1.0415018,1.1615793,1.1362753,1.1723129,1.077703,1.1287951,0.76065195,1.0307904,1.0343897,1.1654401,0.31527817,1.0337449,0.9814344,0.8730407,0.6940724,1.0552176,1.0651168,0.9054751,1.1289761,0.85011166,1.103097,0.85554457,1.1473262,1.1005282,1.1900767,0.94265246,0.712772,0.27309388,1.0729678,1.1003056,1.1278844,1.0271837,1.0183587,1.0466913,1.0877224,1.1139793,0.9659314,0.61665106,0.86857927,0.976423,1.1932435,0.915593,1.1941625,1.1114202,1.098698,0.9630322,1.0952635,1.0789785,0.59145176,1.0441382,1.0479522,1.1394727,1.1466378,1.1188622,1.0612719,0.7971911,1.1841692,1.0868039,0.9588498,1.2269704,0.5046145,1.1479199,0.6051141
drawer,1.1158309,0.99510413,1.1810259,1.0752285,1.0070434,1.2204311,1.0669906,1.1345987,0.65727305,0.70771194,1.0880775,0.91210604,0.9858797,0.6096952,1.1136165,1.2439778,0.9387221,1.039708,0.7177699,0.9887463,0.7339124,0.50369173,0.960974,0.90177083,0.9181036,1.0848553,0.8197458,0.9098489,1.1066489,1.0834894,0.50695676,0.99992836,0.8292136,1.0993311,0.84835577,0.85301316,1.0051234,1.2331792,0.73863494,0.8789927,1.026506,0.7382679,0.94889843,0.9247181,1.200995,1.162642,0.50416976,0.0,1.1047248,1.220186,1.1219945,1.1223109,1.0348436,1.1539856,1.1478877,1.0053643,1.0461727,1.0240593,0.8597253,1.176783,0.9704145,1.0061389,1.1658392,1.1217039,0.9352229,1.1404337,1.1649796,1.1463801,1.091031,1.1346481,1.1189462,0.77308416,1.1100118,1.0277872,1.0546007,0.58089864,0.648742,0.868527,1.062783,1.0670418,1.0645761,1.108105,1.0394198,1.104355,1.0467327,1.2075305,0.8122935,0.9722776,1.1326425,1.1757126,0.5208248,1.0867491,1.065602,1.0068836,0.6983158,0.96131575,0.9617229,0.88155824,1.0474128,0.73224735,1.0706236,1.0897985,0.9119866,1.0933014,1.1537154,0.85665333,0.80276096,0.6292237,1.0422299,1.0638211,1.1804602,1.0369419,1.0215393,1.136478,0.8809453,1.0939777,1.014801,0.96677047,0.649567,0.9172479,0.98061824,0.97871697,1.195398,1.0462801,1.1171858,1.099623,1.0210512,1.1490031,0.88733643,1.1216044,0.91773015,0.9572234,1.190655,1.1187009,1.127861,0.84387827,1.061307,0.7451112,1.0167339,1.1256211,0.77838945,1.088745,0.80876994
dress,1.1844463,0.83534694,0.9800561,1.1947694,1.0218486,0.9718275,1.0640379,1.1157936,0.86818594,1.2391989,1.0922121,1.1465011,0.91094714,1.0993624,1.0520489,0.89299977,1.0805635,1.1997007,1.1366348,0.7367146,1.0621667,1.1566687,1.0455467,1.0974498,0.8548173,0.9119193,0.83692604,1.0822425,0.8445099,1.0845143,1.0089362,0.9477348,0.98745763,0.9626569,1.1730219,1.053398,1.0143276,0.939579,0.98620677,1.0222464,0.89584035,1.1199769,0.8419424,1.2090399,1.1320564,0.8934267,0.86582696,1.1047248,0.0,0.9460912,0.93903303,1.1214814,0.9188177,1.04269,0.8507094,1.0115557,0.9889324,0.9191236,0.9016692,1.0853345,1.0943066,1.0635544,0.89873284,0.80825394,1.0165428,0.9835076,0.9865803,1.1078832,1.1106355,0.83256584,1.093174,1.210949,1.0173839,0.8092389,0.9811447,1.1229262,1.0275946,0.9287878,0.89184546,1.209493,1.0743252,0.93661916,1.0312072,0.96284676,1.054713,0.838359,0.66972405,0.8575382,0.75489026,0.9123179,1.035672,1.1000992,0.8367852,0.8909253,1.046683,0.9459547,0.9193673,0.929807,0.94197196,0.92148226,0.90354466,0.89768213,1.1058149,1.1015042,0.9882168,1.044113,0.93428737,1.0209891,1.0732254,1.0672557,1.0970635,1.0126764,0.9710729,0.9487373,1.0250242,0.9133905,0.8498746,1.0106634,1.3085883,1.1153119,0.8470777,1.1047199,0.90481985,0.7137687,1.1747077,0.8714272,1.096092,0.85444486,0.8215198,0.9934273,1.1705091,0.93872607,0.75294876,0.89335,0.9543761,0.67753434,0.9744284,1.3317537,1.1387906,1.1057721,0.8211939,0.77750766,1.0635897
ear,0.9127114,0.8518045,0.89281356,1.2390879,1.0851063,0.8957252,0.90150726,1.0289314,1.1796896,1.2338445,1.0806441,1.3031298,1.0020189,1.2652123,1.2491812,0.7866728,1.2076871,1.0279921,1.2060962,1.0033039,1.0556074,1.3095982,0.9913297,1.2000971,1.091567,0.721987,1.0345156,0.8981088,0.85444593,0.94871414,1.175241,0.90171057,1.1318913,1.0751148,1.1810863,1.2165656,0.8689195,1.0941414,1.160556,1.172594,1.0541394,1.206232,0.9896399,1.1193177,0.6617012,0.8329938,1.0239419,1.220186,0.9460912,0.0,0.74368644,0.87040955,0.86502546,1.0452014,0.8139404,0.68032163,0.8938723,0.85018015,0.8795573,0.7533512,1.068819,1.0891039,0.86172587,0.870284,0.95459795,0.96379447,0.96391517,1.151436,1.0180086,0.7717825,0.70326686,1.3137155,1.1079755,1.0236634,1.069475,1.1813544,1.16664,0.9174013,0.8990037,1.0878547,0.81375563,1.0134269,1.0692168,0.9334084,1.01129,0.90541816,0.9289026,0.89957905,0.7599544,0.9493967,1.0943329,0.8988341,1.1669554,1.0262212,1.0355269,0.9868585,1.0114819,1.0820206,0.8215723,0.91689515,1.0457612,0.7971598,1.1313026,0.73170614,0.9011327,1.094419,0.91142553,1.0951027,1.0889106,0.7990502,1.1021295,1.0870333,0.85469127,1.0841812,1.0312997,1.0212034,0.85731196,1.1663418,1.0890464,1.3102206,0.7851794,1.1162095,0.8725905,0.91772175,0.77405727,0.7795502,1.0800294,0.96406096,0.9359517,1.0923244,1.2876184,1.044251,0.75518155,0.9698797,1.1353713,0.930336,1.0458618,1.3110101,1.0000154,1.0821757,1.0610589,0.8645156,1.1742221
egg,1.3332828,0.87011665,0.48687315,1.0010929,1.1857271,0.33474684,0.45473772,1.0856844,0.96231276,1.340127,1.2338961,1.4174986,0.89702815,1.4002013,1.2686257,0.89033747,1.3541551,1.316576,1.1437309,0.78607464,0.66689545,1.2497059,0.94424415,1.1856033,0.798149,0.83888304,0.82829565,1.0849323,0.71111584,1.2327278,1.2296154,0.62519705,1.2685294,1.1860198,1.1002828,1.1868267,0.7709731,1.2234977,1.3513117,1.204289,0.7759224,1.4251474,0.657448,0.9245115,1.1378336,0.9377084,1.1462611,1.1219945,0.93903303,0.74368644,0.0,1.2022632,0.9221728,1.1587665,0.6634784,0.8386367,0.82433,0.8638468,0.812611,0.94482964,1.2102989,1.2303833,0.77430975,1.067667,1.008684,0.78184766,1.1135613,1.1942346,1.1330677,0.63009304,1.029766,1.2931271,1.2789254,0.96366537,1.330157,1.2106001,1.2120191,0.7645638,1.0513114,1.103891,0.77244806,1.1385932,1.0264248,1.0166968,0.91664624,0.551245,0.83949137,0.91970307,0.72279,0.44768727,1.3050975,1.0166944,1.338248,1.3029907,1.0819485,0.7743681,0.78979427,0.91784596,0.8227753,0.83873856,0.9724661,0.88073176,0.77822566,0.9451641,0.47352803,1.3156816,0.8534939,1.2540871,1.1858218,0.82207626,1.1944524,1.279177,0.95049834,1.3079445,1.177853,1.0817884,0.69621843,1.2347454,1.1239665,1.3362656,0.64976007,1.1897063,0.6767973,0.8141926,1.0054097,0.5958509,0.960029,0.6146318,1.2491715,1.3044305,1.3106871,0.69657725,0.57681507,0.89214563,0.9449305,0.94978446,0.6504793,1.2591937,1.0906054,1.0214567,1.0827568,0.6331998,1.1516377
elephant,0.8296162,1.0157712,1.2988474,0.9397966,0.75828964,1.2454259,1.2280589,0.9997101,1.2443609,0.6392752,0.58061826,0.56617653,1.1564533,0.8574,0.6317191,0.9615325,0.4807678,0.69224393,1.2703766,1.3584952,1.2984962,1.1300224,1.0727007,1.0230571,1.3632022,1.0961446,1.2666714,1.0643703,1.1165152,0.38250983,0.93664736,1.1887401,0.667258,0.59667385,1.0502002,1.0027403,1.1096134,0.90159947,0.8238997,0.897444,1.2860839,0.889477,1.3913124,1.0477138,0.7498429,1.1514304,1.0737754,1.1223109,1.1214814,0.87040955,1.2022632,0.0,1.0199246,1.0296369,1.2133099,1.1495746,0.9960015,1.0691152,1.2024304,1.1322057,1.054162,1.0182514,1.1573875,0.9112146,1.1417581,1.3596458,0.98383635,0.84036887,0.9543373,1.277835,0.9845712,0.8615929,0.63405156,1.2655127,0.56413215,1.1761944,1.0843256,1.2858517,0.8702262,1.0561928,0.96516496,0.8396809,1.2256852,1.1283745,1.0176419,1.2649218,1.1570122,0.94141877,1.179679,1.2502184,0.96534675,0.8264587,0.66868967,0.695274,1.1152259,1.2108874,1.2548524,1.1545997,1.1540155,1.120289,1.1855941,1.2050114,1.2520427,1.0924401,1.0768961,0.7860768,1.1614901,0.87943447,0.7312506,1.1597884,0.9590642,0.5000824,1.151514,0.64739895,0.9520845,0.6681725,1.2702157,0.79234445,0.9328418,0.79639757,1.2464459,0.95791453,1.3047419,1.0924803,0.861701,1.1924415,1.1027268,1.264421,1.1424378,0.6682402,0.7611829,1.3453896,1.2426407,1.1397159,1.2281379,1.0327771,1.368489,1.00837,0.86642385,1.2171888,1.124577,1.1983262,0.9107457
