,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,game,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,vacuum,watch,window
radio,1.3217031,0.9637266,0.77874035,1.229698,1.4853882,0.7620935,0.8912931,1.2087111,0.63337106,1.3201828,1.1738842,1.3875736,0.55378807,1.2100196,1.460815,0.8697314,1.3055854,1.3371081,0.77934957,0.41223776,0.54451424,0.9455771,1.0572908,1.1631932,0.43431252,0.70735157,0.34734863,0.8288336,1.0175431,1.1195701,0.84283864,0.5099636,1.0182875,1.3230323,1.2181201,1.0796444,0.9629827,1.2181017,1.1122488,1.3206303,0.51713747,1.1603508,0.44411868,1.2490389,1.2395788,1.0538453,0.712772,0.80276096,0.93428737,0.91142553,0.8534939,1.1614901,1.0908704,1.2607481,1.0867101,0.5346866,0.9313165,1.1112758,0.71390265,0.85202616,1.1145502,1.4252524,0.7142154,1.1611581,1.0369136,0.91900545,1.2849363,1.3776623,1.4468567,0.40579247,1.0179826,1.2599949,1.3255703,0.64344704,1.3725705,1.092897,0.9496461,0.43479073,1.1665883,1.3511062,1.0531942,1.3802553,0.94784266,1.1868421,1.0167551,0.66594774,0.514988,1.0120013,0.9339521,0.73369324,0.76018536,1.1631347,1.415729,1.3433154,0.87399054,0.5345975,0.51585865,0.710767,1.0489839,0.4867463,1.0675648,0.6081875,0.63901323,0.91756135,1.1009948,1.1710588,0.0,0.7831501,1.1662571,0.9471693,1.3022327,1.273159,0.5681347,1.4277539,1.1715789,1.2334187,0.51665056,1.2163316,1.0544993,1.382776,0.5925392,1.0620121,0.82953984,0.9286098,1.274257,0.41737735,0.9378677,0.5600773,0.7707569,1.4146899,1.3739493,0.45602453,0.92099756,0.87627214,0.6384056,0.5500846,0.54528,1.1778631,1.1832383,0.9782305,0.44010967,0.70519257,0.96741295
refrigerator,1.2565293,1.243278,1.2999418,1.0569614,0.98558956,1.3227801,1.1946365,1.2243131,0.97657275,0.5177949,0.8295205,0.80651164,1.1540653,0.7690006,1.063925,1.0721738,0.9177605,0.8498532,1.0436699,0.90207696,0.9352414,0.8270246,1.1252974,0.79099435,0.8880099,1.1338053,0.8009137,0.8234611,1.3383486,0.7005993,0.60328656,1.0079657,0.37276208,1.0623804,0.8892457,1.0401934,1.1248844,0.99336773,0.65802556,1.119215,1.1764119,0.50222534,0.9234988,1.1253417,0.9624053,1.1935601,0.27309388,0.6292237,1.0209891,1.0951027,1.2540871,0.87943447,1.2232903,1.00269,1.3608944,1.0183501,1.021117,1.3699404,1.1495934,1.3758607,0.9458814,0.85291755,1.252559,1.2147528,0.81900156,1.4277585,1.0100358,1.1565394,1.1788495,1.1672326,1.1291239,1.0592493,0.9234074,0.8208409,0.89706963,0.9133371,0.6275525,0.85485834,1.222913,1.2144741,0.93506545,1.1921548,1.0957632,1.2965262,1.1418859,1.2921507,0.9176048,1.3008226,1.2447164,1.2567538,0.18305767,0.9354409,0.8804021,0.83596873,0.799889,1.1313467,1.1766379,0.94913703,1.2086116,0.865203,1.1652826,0.8544216,1.1143173,1.168542,1.2610373,0.9249305,0.7831501,0.0,0.8904116,1.185878,0.9907127,0.8797688,1.1097498,0.9141245,1.2410362,1.0646776,0.99798113,0.46846992,0.631658,0.81328654,1.3888282,0.8748748,1.3121293,1.1953889,0.97870916,1.0389882,1.1150763,1.184237,0.727354,0.8810886,0.873024,1.1988734,1.3912103,1.2553562,1.0124605,0.87630224,1.2426468,0.9185733,0.87746733,1.2025931,0.5783495,1.3902626,0.5747109
rock,0.82697767,1.2044389,1.2299166,0.8666109,0.8887352,1.186374,1.1916394,0.99780947,0.9441643,0.72214454,0.56194526,0.62861717,1.224774,0.8095344,0.77798104,1.0511752,0.6967237,0.6916611,1.0528237,1.2817575,1.2103064,0.87900543,0.911535,0.85239756,1.2073731,1.2260425,1.2608645,1.0032498,1.3920013,0.7890957,0.9866219,1.1792762,0.8240292,0.80823946,0.9214845,1.0199958,1.0618123,0.9487852,0.8698343,0.9218926,1.3139422,0.5657537,1.3101482,1.058328,0.7746629,1.1474494,1.0729678,1.0422299,1.0732254,1.0889106,1.1858218,0.7312506,1.1167083,0.9261739,1.2484372,1.3005304,0.95866585,1.1579297,1.2983627,1.2062371,0.9251166,0.8538668,1.2685341,1.089281,0.98847926,1.3205934,0.9728389,0.76543146,0.9579185,1.3321955,1.0006934,0.8792792,0.8227231,1.0259173,0.8191814,1.093731,0.9650873,1.237518,1.0086509,0.979089,1.099213,0.98588604,1.0075749,1.1604693,0.8908989,1.2691263,1.3124306,1.2338966,1.2819654,1.2520826,0.8923013,0.8116724,0.73525953,0.8964948,1.0316201,1.269678,1.3317331,1.2044928,1.1038043,1.1919807,1.0240753,1.1280419,1.1620644,1.0965666,0.980647,0.82421345,1.1662571,0.8904116,0.0,1.0910598,0.7507816,0.8376704,1.2217101,0.8122767,1.0043284,0.97546166,1.3193902,0.6666836,0.8828757,0.69656014,1.2687637,0.97214216,1.3022857,1.1977891,0.9922811,1.3510631,0.98663074,1.2112719,1.0378011,0.7927796,0.7524432,1.2392244,1.342762,1.2327769,1.2745038,1.2255688,1.262548,0.8397254,0.864748,1.121605,1.1445552,1.3351282,1.0122328
rooster,0.8352711,1.0781295,0.78724676,1.0783322,1.2646344,0.8135483,0.8409508,0.91701424,0.9274836,1.2311715,1.2204355,1.2309653,0.9610219,1.1526179,1.2517991,0.81938607,1.1918752,1.1689262,0.93547195,0.95835257,0.95648426,1.0185694,0.84205794,1.1322314,0.96040684,1.0067371,0.9958512,1.0461826,1.0405502,1.1290613,1.1472108,0.88889146,1.165276,1.1327239,1.0888618,1.0962089,0.8541385,1.054694,1.1781186,1.0996732,0.9007012,1.1233518,0.9460705,1.0483803,0.7866243,0.82775223,1.1003056,1.0638211,1.0672557,0.7990502,0.82207626,1.1597884,1.0790614,1.0695393,1.0445702,0.7678803,0.91936195,1.0715758,0.96117383,0.5057958,0.9838537,1.1851478,1.051419,1.0236933,0.9499261,0.90282524,1.1532454,1.1132809,1.165778,0.9009368,0.56912637,1.1381557,1.194612,0.9610638,1.2311726,1.2001708,1.0853201,0.81306434,1.016449,0.95323896,1.026901,1.0396535,0.90919006,1.0659801,0.77356964,0.9566777,0.99563783,1.1059402,1.0658505,0.84036994,1.171471,0.9652121,1.2076514,1.1946836,1.0282313,0.92109543,0.89872783,0.90374035,0.58921796,1.0024638,0.8512342,0.86360645,0.90856797,0.4715221,0.9544334,1.2223642,0.9471693,1.185878,1.0910598,0.0,1.0562974,1.269633,0.87860274,1.2347759,1.0715704,1.098462,0.9615531,1.2069986,1.1478605,1.2482555,0.88866806,1.0428301,0.9428409,1.0399982,0.9908395,0.8857376,0.8383076,0.8876629,1.0361714,1.2091162,1.1701436,0.8176263,0.99195254,1.0648228,1.0158205,1.029283,0.77157986,1.0786781,1.0482485,0.901106,1.1141648,1.0089091,1.1314825
sandwich,0.67582995,1.2070484,1.2257665,0.81158745,0.81918395,1.1420468,1.1909525,0.8012175,1.173914,0.8670243,0.8196384,0.7326914,1.3910567,0.8870489,0.7803823,0.9640988,0.83275926,0.6995934,1.0194426,1.2738056,1.2468545,0.9371861,0.92585677,0.8568497,1.2766821,1.2766459,1.3792207,1.0123887,1.1974584,0.9079688,1.1144342,1.1885562,0.95542014,0.9160556,0.7857524,0.9771562,0.97475463,0.6026767,0.95173216,0.8948344,1.3614421,0.8103291,1.3126283,0.95774937,0.66777253,0.8729049,1.1278844,1.1804602,1.0970635,1.1021295,1.1944524,0.9590642,1.1023935,0.81507367,1.2530191,1.2431726,0.9993406,1.1231238,1.2892659,1.006972,0.871331,0.6955861,1.340265,0.91901344,0.9036979,1.1520135,0.87850565,0.7732155,0.7794147,1.2749915,1.0113397,0.89890975,0.93921393,1.0466621,0.92433864,1.0431641,1.0607084,1.3649555,0.9790332,0.7701572,1.085886,0.7281745,0.85788274,1.1148207,0.9909181,1.3289025,1.334683,1.3098855,1.2255161,1.2943146,1.0644132,0.8016345,0.833251,0.97721654,0.93871796,1.3514849,1.3906373,1.2053264,0.97834533,1.3449088,0.84041226,1.1744123,1.2105858,1.0419545,0.96761155,0.8200886,1.3022327,0.9907127,0.7507816,1.0562974,0.0,0.92029464,1.2090595,0.83611065,0.9282494,1.142773,1.2880459,0.80157536,0.9874602,0.70798707,1.349271,0.87922245,1.2632036,1.1832647,0.871269,1.3845683,1.0850079,1.2973416,0.9515256,0.8072518,0.72154045,1.2732923,1.3375487,1.3114793,1.1100308,1.2960312,1.1924357,0.7809495,0.9345899,0.9698346,1.2646356,1.3797622,1.031687
scarf,0.7315521,0.95704675,1.4689887,0.9052998,0.4736141,1.385624,1.3225993,0.976544,1.2625268,0.64962965,0.75312173,0.38574672,1.3124316,0.59295106,0.3065698,1.2856077,0.31306827,0.6879195,1.1168017,1.4309983,1.4107823,0.94560874,1.1290473,0.8674516,1.4001105,1.3236485,1.4183941,1.3047985,1.1835662,0.85837436,0.7049552,1.3402542,0.8410207,0.53907007,0.9444126,1.0530026,1.1149278,0.816025,0.5481579,0.8584417,1.4498793,0.66277266,1.5111613,0.8897549,0.851949,1.0037366,1.0271837,1.0369419,1.0126764,1.0870333,1.279177,0.5000824,1.0499929,0.8365396,1.1948265,1.3524266,1.0604457,1.0048165,1.4114109,1.2767203,0.9486438,0.8202419,1.302891,0.6974965,1.1684047,1.3506465,0.79178524,0.74264705,0.77767044,1.4002854,1.0524664,0.7357881,0.2977174,1.2441283,0.3656934,1.05364,0.97290456,1.4716437,0.83624876,0.93324643,0.9562523,0.645046,1.3308218,1.027193,1.1482478,1.4139857,1.2093593,0.8930338,1.2304811,1.4179075,0.8784838,0.9863283,0.3659048,0.51906264,0.95427656,1.4183121,1.4234954,1.2940875,1.1376507,1.179288,1.2052253,1.2726821,1.4350545,1.192836,1.0956541,0.45469087,1.273159,0.8797688,0.8376704,1.269633,0.92029464,0.0,1.3492788,0.38077533,0.74025494,0.6910333,1.2960874,0.77195096,0.91105527,0.61322504,1.3558073,1.0999941,1.3830675,0.9415634,0.8802732,1.4270349,1.246893,1.3804979,0.97467333,0.36534697,0.7130743,1.4624012,1.2852345,1.2588038,1.2438327,1.0558418,1.461495,0.8623782,0.8594465,1.3750417,1.1334914,1.3097407,0.9570787
scissors,1.099781,1.0597547,0.7546003,1.1977034,1.3971125,0.8596699,0.9683309,0.913738,0.7731679,1.351559,1.2409533,1.455564,0.6394032,1.2781717,1.5160353,0.66508365,1.3689945,1.3658562,0.90370035,0.565819,0.79495466,1.1671976,0.9966327,0.9676638,0.71650136,0.7022023,0.62630206,0.8076646,0.8452959,1.1188219,1.0842808,0.68696094,1.0594597,1.2436713,1.2647296,0.8177476,1.0404054,1.0266913,1.2655861,1.0897293,0.45082235,1.3002374,0.6443665,1.233198,1.2395905,0.9952554,1.0183587,1.0215393,0.9710729,0.85469127,0.95049834,1.151514,0.9956162,1.2558868,0.9697294,0.6063135,1.0558858,1.0085822,0.3625489,0.59538525,1.213134,1.392279,0.7489517,1.1899459,1.0797403,0.85259247,1.2943356,1.254982,1.3074205,0.60288167,0.9289053,0.9415124,1.3783069,0.77118504,1.3158891,0.79786396,0.9420215,0.53036165,1.1530784,1.1890475,1.0259333,1.3385875,0.8989012,1.1063278,0.99433684,0.6995138,0.5626494,0.84291303,1.034222,0.7398477,1.0995426,1.1445467,1.4605925,1.2646067,1.106079,0.43288326,0.38947058,0.9070041,0.9056524,0.73327136,0.92488986,0.71602106,0.6827452,0.83177805,1.1175,1.208798,0.5681347,1.1097498,1.2217101,0.87860274,1.2090595,1.3492788,0.0,1.4354589,1.1109425,1.2274216,0.48648536,1.2071394,1.2021441,1.2732667,0.5351206,1.0263276,0.57212114,1.0504283,1.2146176,0.38776195,0.82248896,0.71760345,0.76465976,1.4268677,1.3645236,0.5625449,0.8643353,0.77750885,0.5122265,0.6447506,0.62404436,1.2789677,1.247791,0.68357706,0.5407583,0.5922867,1.1252518
shirt,0.829817,1.0645573,1.4254516,0.9180303,0.4308691,1.3971037,1.3210095,1.0279275,1.3886665,0.64142275,0.67317635,0.48980772,1.3363161,0.7898951,0.28778875,1.1687388,0.5698095,0.6131115,1.2412355,1.4776164,1.5252178,1.0719284,1.1788979,0.9935357,1.4604157,1.2967188,1.4675968,1.1711389,1.1352204,0.69446075,1.001074,1.4511832,0.8452784,0.33869147,0.90958565,1.1164701,1.2569568,0.8955212,0.73016083,0.92367357,1.5319307,0.73839164,1.5225937,0.9285525,0.7772266,0.98923075,1.0466913,1.136478,0.9487373,1.0841812,1.3079445,0.64739895,1.016081,0.46703154,1.1046003,1.4737036,1.2019557,1.1074857,1.4205613,1.3455443,0.95408124,0.717434,1.2000396,0.84511983,1.0455506,1.3568082,0.40767896,0.6737842,0.6328995,1.380674,1.0059472,0.83939296,0.100263655,1.2166456,0.3149997,1.0543439,1.0919802,1.5128281,0.9651341,0.89390194,1.0371766,0.7675521,1.1509084,0.854151,1.1617508,1.3395076,1.4134965,0.9052243,1.0315114,1.3915685,0.9220461,0.9950261,0.1839863,0.42667782,1.0151528,1.4968023,1.5222477,1.2865407,1.2175391,1.3924761,1.2786524,1.3120992,1.5055938,1.1963545,1.12937,0.63118094,1.4277539,0.9141245,0.8122767,1.2347759,0.83611065,0.38077533,1.4354589,0.0,0.85856295,0.5746244,1.4179485,0.65839297,0.9927633,0.6323346,1.4617959,0.9425659,1.3621328,1.0685956,0.8937299,1.5096304,1.1660669,1.3937991,1.0687902,0.041470885,0.68298054,1.5379255,1.2008659,1.1905447,1.350208,1.314992,1.5729353,0.9601754,0.79573065,1.2668054,1.294066,1.3178539,0.9289042
shoe,0.645188,0.51855934,1.2916287,1.037636,0.7532426,1.2495334,1.1710782,0.8875823,0.9635465,1.0650724,0.91002905,0.8756917,1.0974625,0.75743574,0.7573879,1.1732302,0.78184223,0.93482137,1.0063744,1.3558133,1.2060738,0.8133889,0.9122095,1.0381562,1.3040729,1.1254315,1.3077427,1.1801167,0.870805,1.1331439,0.9133847,1.2907417,1.1295923,0.8236967,0.89457464,0.840945,0.96316534,0.9319519,0.8821937,0.7138659,1.342277,0.9416051,1.3814209,0.90630436,0.99148303,0.74989915,1.0877224,0.8809453,1.0250242,1.0312997,1.177853,0.9520845,0.9101943,1.0014844,0.9368756,1.1537489,1.1100311,0.5153342,1.0832535,0.9867537,0.9982519,0.8849421,1.1201179,0.58960503,1.0781748,1.0424225,0.94864887,0.83002853,0.74031645,1.2219017,0.9696728,0.76677763,0.8796681,1.1343414,0.71896124,0.9371863,1.0147021,1.3387616,0.50836086,0.6889491,1.0814277,0.60538006,0.97541875,0.81869125,1.0250666,1.2844439,1.0881964,0.659968,0.9644713,1.3167745,1.0551003,1.1449594,0.7770034,0.65238535,0.9813247,1.3079387,1.2415991,1.1752081,0.9615471,1.2042363,1.0228088,1.245731,1.3420948,1.0484358,0.8921921,0.42461872,1.1715789,1.2410362,1.0043284,1.0715704,0.9282494,0.74025494,1.1109425,0.85856295,0.0,0.8157237,1.184076,1.1471827,1.1132251,0.91526437,0.7750697,1.0935067,1.2257099,0.76316637,1.0470072,1.3006206,1.1726669,1.3002607,0.8336336,0.90076447,1.0142425,1.1688178,0.956049,1.102685,1.2734022,1.0938774,1.2703681,0.98874265,1.1088588,1.0636964,1.1246332,0.9597789,1.1945027
shorts,0.9411868,0.6794687,1.1374353,1.1238216,0.5858393,1.1792104,1.1520915,1.1356122,1.2125759,0.9399923,0.86006284,0.7597575,0.85760117,0.7890505,0.7292842,1.0255086,0.68481433,1.0340396,1.2350757,1.2619109,1.339173,1.2123048,1.0824559,1.1889746,1.2521499,0.90082496,1.1101881,0.9211144,0.72382534,0.6646894,0.84997106,1.4172769,0.9541428,0.71831775,1.0489302,1.1115682,1.3055953,1.0589898,0.78048176,0.90482396,1.1334507,1.0507711,1.2693422,1.1226962,1.0459124,0.8570688,1.1139793,1.0939777,0.9133905,1.0212034,1.0817884,0.6681725,0.863492,0.9622823,0.7651525,1.1345232,1.3416084,0.72594,1.0456499,1.122964,1.1701655,1.0400763,0.8774217,0.6655334,1.0972694,1.120971,0.83320814,0.8351717,0.7262475,1.206708,1.0342422,0.89936316,0.6454092,1.1619755,0.35516238,1.0024352,1.1773293,1.3008237,0.6849827,0.96304834,1.1696413,0.8297367,1.0810199,0.8027226,1.1895273,1.0297567,0.99642646,0.7287984,0.8150979,1.0639488,0.93457043,1.2166462,0.5548287,0.32287097,1.2989554,1.1083231,1.0493996,1.0075666,1.0154322,0.98244274,1.183947,1.2397611,1.2831931,1.1121094,0.89696753,0.86306053,1.2334187,1.0646776,0.97546166,1.098462,1.142773,0.6910333,1.2274216,0.5746244,0.8157237,0.0,1.1660727,0.9894598,1.1835365,1.0468864,0.97932166,1.0142602,1.066093,0.73873544,1.0830581,1.1539214,1.0711398,1.1416291,1.138866,0.64387345,1.0279166,1.2815311,0.7819884,0.94333243,1.2099422,0.9363738,1.3558568,1.2354652,1.0554727,1.0175084,1.0351226,0.91370463,1.0365331
shovel,1.3017118,0.97459984,0.6911928,1.2666476,1.2659898,0.6565356,0.7736032,1.1119007,0.75239366,1.337589,1.2834083,1.4746225,0.66550255,1.2678505,1.4883795,0.87075603,1.3992192,1.3784584,0.9358316,0.35556364,0.65709096,1.1815205,0.9651814,0.962237,0.45823252,0.7661243,0.5123716,0.9142451,0.827644,1.2179363,0.9721627,0.64046216,1.0802921,1.3011212,1.195291,0.98778373,1.0133815,1.2511,1.2387851,1.1514045,0.4334222,1.3093145,0.37544906,1.2174075,1.261319,0.92714685,0.9659314,1.014801,0.8498746,0.85731196,0.69621843,1.2702157,1.0406427,1.3269771,0.87689453,0.51994145,1.0512805,0.9532742,0.5770043,0.9270881,1.2367274,1.2003812,0.7659364,1.0304041,1.0798826,0.8257178,1.2995477,1.4154108,1.2538161,0.49475598,1.068043,1.2070261,1.3817265,0.5055914,1.338016,0.7486819,0.87200767,0.49556482,1.1320018,1.3044288,0.9603976,1.2487693,1.0303204,1.1659658,1.0722749,0.5924175,0.42937636,0.922606,0.9256916,0.5714588,1.0112782,1.166873,1.4175892,1.2625821,1.104109,0.47337162,0.41530776,0.8704154,0.9177387,0.66249394,0.9695286,0.67971873,0.72210586,0.94257176,0.90290105,1.1799918,0.51665056,0.99798113,1.3193902,0.9615531,1.2880459,1.2960874,0.48648536,1.4179485,1.184076,1.1660727,0.0,1.1750027,1.0662963,1.310195,0.5340316,1.1301032,0.5983676,0.8032793,1.2180834,0.172216,1.0394195,0.54630476,0.8982339,1.4078723,1.4061556,0.5351431,0.7395276,0.85503584,0.29296482,0.55799115,0.56522,1.2708409,1.2200787,0.9449497,0.48609614,0.61469924,1.0948277
shower,1.0365745,1.2863892,1.3023291,0.8885289,0.79781955,1.2761362,1.2060469,1.1116977,1.2821426,0.39532137,0.6548705,0.5858483,1.3280103,0.8236768,0.7962376,1.026522,0.8233757,0.6625592,1.285614,1.1921778,1.246082,1.0475198,1.1701473,0.6509674,1.220083,1.2458582,1.2110953,1.0686867,1.3021212,0.6616895,0.96489143,1.2179155,0.5439894,0.79619396,0.80964774,1.1286201,1.238452,0.9178472,0.77530235,1.0442944,1.339242,0.6094175,1.2033472,1.0149589,0.847029,1.2462033,0.61665106,0.96677047,1.0106634,1.1663418,1.2347454,0.79234445,1.10423,0.8159503,1.2547039,1.3731716,1.1071663,1.3422049,1.2899406,1.3585114,0.94667476,0.73054767,1.238841,1.2021915,0.8791949,1.4199994,0.7900845,0.8919363,0.9450394,1.3266553,1.0854765,0.85818255,0.6967827,1.0189288,0.70545137,0.95220315,0.8866247,1.217799,1.140985,1.000218,0.95545393,1.0515742,1.1414597,1.1494321,1.1368076,1.2562797,1.2595814,1.2879883,1.185975,1.2640785,0.70427763,0.8919611,0.66819954,0.7693682,1.012168,1.2706625,1.3571815,1.1969355,1.1184194,1.2842997,1.1745117,1.1288111,1.2376121,1.1896873,1.1470339,0.84590805,1.2163316,0.46846992,0.6666836,1.2069986,0.80157536,0.77195096,1.2071394,0.65839297,1.1471827,0.9894598,1.1750027,0.0,0.77196324,0.58929,1.4689065,0.92499113,1.3055272,1.2896409,0.90002406,1.2319585,1.0114563,1.293973,1.0173248,0.6291851,0.6671857,1.3505201,1.3245449,1.2126812,1.1220756,1.2509652,1.3915892,0.9699098,0.7719212,1.2987167,0.96033645,1.357822,0.7121567
sink,1.0357256,1.2234043,1.2096311,0.7779064,0.88730913,1.2045755,1.0293188,0.97180355,1.152725,0.3489635,0.88172215,0.8027663,1.2076222,0.86280924,0.8524173,1.2175564,0.874194,0.65233606,0.89352226,1.1004893,0.5796227,0.7718773,1.0032048,0.8683421,0.9220462,1.2578467,1.0836816,0.94692683,1.3700601,0.93137324,0.8473147,0.99981767,0.85797626,0.9908792,0.58629686,1.0207462,1.018047,1.0511771,0.9220952,1.0419986,1.2229717,0.78237337,0.9486525,0.78245896,0.93438536,1.2841905,0.86857927,0.649567,1.3085883,1.0890464,1.1239665,0.9328418,1.1893885,1.0283217,1.2976402,0.9839469,0.95499736,1.2227213,1.2475439,1.2229316,0.90146154,0.63765657,1.2680161,1.153137,0.9692825,1.2342731,1.0769988,0.9928017,0.9698091,1.2153223,1.1046996,0.9391649,0.99092793,1.0161362,1.0278696,0.7797177,0.9410797,1.0411205,1.1534507,0.9210583,0.59527934,1.0472357,1.1429718,1.1876892,1.0416949,1.3035326,1.1951501,1.2393786,1.3036791,1.2187263,0.7182571,0.809962,0.99564874,1.0803163,0.8039657,1.1358291,1.2300618,1.0905993,1.1931812,0.97292876,1.062948,1.1217194,0.7064216,1.1612766,1.1721634,0.858274,1.0544993,0.631658,0.8828757,1.1478605,0.9874602,0.91105527,1.2021441,0.9927633,1.1132251,1.1835365,1.0662963,0.77196324,0.0,0.82102853,1.2546597,0.9570118,1.2759298,1.2428645,0.50952876,1.1121333,1.0337121,1.2148554,1.1322882,0.95388687,0.72366464,1.08214,1.3814332,1.209634,1.154904,1.1743844,1.1866852,0.4038347,0.8326925,1.276428,1.1155183,1.3707656,0.8437167
