,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,book,bottle,bowl,box,bucket,butterfly,can,car,cat,chair,clock,coffee,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,spoon,sprinkler,stroller,sweater,table,tape,toe,toothbrush,towel,toy,tray,truck,vacuum,watch,window
car,0.98917514,0.99622315,1.1931392,1.1230531,1.0237864,0.9547272,0.8213978,1.1067694,1.1353419,1.0799125,1.1124246,1.1922289,1.1633127,0.97955614,0.7952415,0.738388,0.8258518,0.75738186,0.8010986,0.84798086,0.0,1.1282835,0.8003564,0.7303935,1.1009097,0.808358,1.1656628,0.9380731,0.8781839,0.8539782,0.92481476,0.8206247,0.85372674,0.8204351,1.2069283,1.0111145,0.91674435,1.0752954,1.2027609,1.051116,0.8160902,0.8727362,1.0676925,0.9145153,1.0666089,1.079362,0.9253454,0.77598333,1.1417837,1.06034,0.81602067,0.94973546,0.9951393,1.0881475,0.7280828,1.1881579,1.0898336,1.0281106,0.7676224,1.2075973,1.1533465,1.0869396,0.9765071,0.811566,1.0317659,1.0709376,0.944304,0.831124,0.97742045,1.1992106,1.2777961,0.8824737,0.9437998,1.0621898,1.0921438,0.7864144,1.1854148,0.80213153,0.9074562,0.95508546,1.1885408,0.7782258,0.9835105,1.2644731,1.2139359,0.997596,1.2030463,1.0481962,1.1173744,0.9281554,0.7890682,1.0725197,0.94802666,0.9491768,1.1652191,0.66426444,0.8259557,1.0032417,1.1157378,1.2069513,0.78938407,1.0459769,1.0187038,0.7969851,0.88022786,0.90364814,0.930546,0.8481184,0.8040745,0.9959228
cat,1.0200188,1.185291,0.8091043,1.1555533,1.1042466,1.0408974,1.1814195,0.72455865,0.80995286,1.0797164,1.0232679,0.92105633,0.8894142,1.2928002,1.1458875,1.1706698,1.2696989,1.179162,0.9739938,1.0143775,1.1282835,0.0,1.1306338,1.1170579,1.101591,1.0990664,0.778113,1.2751285,0.9145264,1.259799,0.6998483,1.1080397,0.9065556,1.0911791,0.98703194,1.0731269,1.1061435,0.7621095,0.9390501,1.0187428,1.0432801,1.0520581,0.9857296,1.1344068,0.94484484,0.95598364,1.0041027,1.200765,0.891204,0.9556328,1.1074446,1.0829126,0.98324853,0.4392718,1.0831698,0.6537062,1.0203394,0.9482251,1.1181933,1.0680897,1.0677477,1.0413363,1.0440415,1.1359057,1.0534493,1.102253,0.996071,0.973389,0.81115216,0.7343558,0.8181648,1.1167452,1.1381695,1.2513292,1.0932878,1.0820826,0.8478395,1.0957751,1.1972723,1.2396103,0.9729748,1.125693,0.76089275,0.75318485,0.94461477,1.0991712,0.7991734,0.90800524,0.845112,0.9327012,1.020089,1.0644563,1.0857158,1.1309335,1.0896981,0.9680025,1.0386708,1.1257288,0.79689217,0.95162743,1.2653751,1.0134677,1.1032102,1.0794117,1.3146231,1.0707189,0.9410358,1.2205441,1.099536,0.83256865
chair,1.0473608,1.3486061,1.1395983,1.4007069,1.1962652,1.244166,0.9037097,0.8823062,0.66013265,1.2574999,0.37322628,1.1390975,0.7840072,1.0164298,1.08821,0.7898186,0.5549543,0.7087709,1.115861,0.73497945,0.8003564,1.1306338,0.0,1.0643152,0.70129776,0.38183272,1.1906964,1.1278584,0.49518132,1.0297992,1.011611,1.0449424,0.61338717,0.6615064,1.0452999,1.2948041,1.2933254,0.99661124,1.252147,1.2918817,0.92132723,1.3001635,1.0275583,1.2643747,1.0393095,1.2790601,0.90173566,1.0502617,1.2874395,1.1904304,1.1558489,0.8805624,0.78482765,0.96469957,0.8371074,0.99407816,1.0722289,0.524104,0.95605683,1.1313725,1.0492493,1.0794756,1.3020706,0.7345257,1.0907438,1.1024393,1.0025764,0.5324821,1.0897673,1.1248338,0.98766106,0.8195279,1.1449695,1.1232064,1.0800549,0.9115361,1.15569,0.8971878,1.1325674,1.1072044,0.9777744,0.74974346,0.6253818,0.95687866,1.1770744,0.8606341,1.0079827,1.036677,0.86006355,1.0610054,0.5635586,0.52510774,1.2746944,1.1978878,1.0371859,1.0277499,0.80025005,0.7878234,1.0964684,0.83566916,1.0354958,1.3660212,0.981271,0.74326944,0.892106,0.7040873,0.75799453,0.7047384,1.192927,0.88758415
clock,0.97708064,0.66050994,1.3616638,0.63487667,0.7223586,0.92491263,0.84969425,1.1797564,1.3391154,0.9238545,1.3626561,1.1688769,1.325189,0.93114513,0.6364074,0.6018452,0.8546111,0.6602787,0.72477216,0.7995542,0.7303935,1.1170579,1.0643152,0.0,1.1706089,1.1835234,1.13575,0.7533185,1.1367805,0.61579895,0.9411455,0.84748363,0.95011187,0.95686626,1.1491457,1.1522088,0.98870325,0.92899626,1.1833794,1.2439922,0.904372,0.64715266,1.1892405,0.91576374,1.0771906,0.9883002,0.9833777,0.9768191,1.136034,1.3343838,0.6187654,0.83418095,0.94846934,1.1457604,0.73502195,1.3609617,0.8836644,1.2129385,0.5017375,1.065885,1.1622891,0.9401496,0.9170253,0.8134948,0.90259826,1.1003848,0.7976707,1.0304157,0.9770356,1.2961535,1.4142667,0.7633877,0.70839,0.8338448,0.77623296,0.8180514,1.1711638,0.78234005,0.59989923,1.0215199,1.2802293,0.8608393,1.1147461,1.353807,1.393433,0.9309914,1.335753,1.2222134,1.3452415,0.9170792,0.89364576,1.0176021,0.90191704,0.84803784,1.0438699,0.81043243,1.0041932,1.1660765,1.2776005,1.1915169,0.52054715,1.1036191,1.1350598,0.88589334,0.6982206,1.0470897,1.1641544,0.9173658,0.84472156,1.0675645
coffee,1.0444876,1.291472,0.8089777,1.2365422,1.2485448,1.2968704,1.0886292,0.8434198,0.6313254,1.1830049,0.5565288,0.9286541,0.7304883,0.8882207,1.3050561,1.2088131,0.79007214,1.0949936,1.2295858,1.2017174,1.1009097,1.101591,0.70129776,1.1706089,0.0,0.6648101,0.98362446,1.2642413,0.8009726,1.308167,0.9825098,0.996817,0.872932,0.91942596,0.94444996,1.1956258,1.1130294,1.1028484,1.1087985,1.1487962,1.2081834,1.1365436,0.9293437,1.093287,0.7918117,1.2466819,1.0447037,1.0415684,1.089464,0.98820424,1.2015595,0.98668885,0.8214474,1.1016048,1.1360488,0.88338524,1.1857855,0.7593472,1.2260878,0.91649723,0.87134385,1.1849251,1.2931286,1.156699,1.0011479,1.1092621,1.0272868,0.75294155,0.9199163,0.845292,0.8213538,0.9360739,1.2489194,1.1827973,1.0133908,1.261014,0.9079695,1.0571824,1.2205113,1.0771937,0.8938254,0.91357374,0.8516299,0.76298386,0.96998054,1.0055846,0.7967505,0.94168437,0.8636582,1.2618114,0.95476174,0.76074135,1.2712286,1.2651737,0.85161984,1.2559524,1.0152929,0.8383274,0.8802324,0.6411129,1.2251465,1.2806846,0.87438315,1.0861138,0.9721193,0.7138394,0.9168235,0.86282873,1.2858989,1.0043846
couch,0.9342134,1.3394952,0.93199813,1.3184619,1.2066696,1.2766509,0.8951618,0.86669433,0.41664004,1.178695,0.476992,1.0987687,0.59709805,0.95291483,1.191393,1.0234101,0.6771612,0.92209023,1.1774633,0.96737444,0.808358,1.0990664,0.38183272,1.1835234,0.6648101,0.0,1.1282607,1.2474177,0.45642066,1.1852466,0.9090409,1.0832686,0.7481694,0.74394685,0.9785578,1.228064,1.1777986,1.1536384,1.054189,1.2365831,1.0314016,1.1863761,0.8659109,1.1267788,1.082069,1.3016489,0.9577349,0.9784463,1.0506579,1.1004527,1.1238098,0.9446382,0.9209265,1.0125962,1.0305037,0.79596776,1.1502726,0.7275317,1.133748,1.0698309,0.9862354,1.1062809,1.3100888,0.97481984,1.081548,1.0890343,1.0028398,0.52036244,1.015621,0.9217394,0.82660323,0.9098204,1.2328982,1.2897533,1.1447172,0.913566,1.0858475,0.9228877,1.1945021,1.0336255,0.95953447,0.8226335,0.7264348,1.0113356,1.0025611,1.1030154,0.757558,1.1242851,0.83601546,1.1634687,0.7662989,0.85128295,1.3083311,1.1969068,1.0414808,1.1629953,0.93826336,0.81586105,0.9121668,0.7850059,1.1968758,1.3376745,1.0675414,0.89361995,0.9544844,0.7276014,0.8947292,0.8411521,1.2739486,0.8851584
cracker,1.0109168,1.1916682,0.79842234,1.1543465,1.1748497,1.0421038,1.068092,1.0327485,0.96721536,1.1290711,1.0310264,0.82491326,0.868302,0.9366329,1.2341981,1.1864021,1.1569109,1.166748,1.0122668,1.130085,1.1656628,0.778113,1.1906964,1.13575,0.98362446,1.1282607,0.0,1.108474,0.95001376,1.2244976,1.0259296,1.0150297,1.1199381,1.0818219,1.0442402,0.9383998,1.0435017,1.0748993,0.90977263,0.8715576,1.0503088,1.049149,0.9741492,0.895661,0.94536114,1.0084544,0.97901726,0.7094781,0.8881194,0.80747855,1.096051,1.0538385,0.9862761,0.93096316,1.1138862,0.70771635,1.1842737,0.9517069,1.2749871,1.0620457,0.9797129,1.1435288,1.0207795,1.149708,0.9287034,1.1136504,0.8963793,1.1498413,0.909216,0.687189,0.88390857,1.1044283,1.159061,1.1196548,1.0915496,1.1322978,0.43671823,1.1425483,1.137491,1.1450602,0.9607743,1.1525674,1.0546012,0.89680374,0.89116055,1.0372002,0.8794182,0.89690334,0.93000036,1.1123343,1.2624987,1.0699736,1.1174015,1.1408626,1.0592527,1.1714948,1.065538,1.0037175,0.945416,0.9790622,1.1591837,0.9803526,0.96866995,1.0995896,1.1342682,0.9648435,0.8042749,1.1932911,1.0502001,1.0622389
crayon,1.0118489,0.4267645,1.6090451,0.6884611,0.4151771,0.37844002,0.52983594,1.4455013,1.5705115,0.6087591,1.4716425,1.2274462,1.4696915,0.7125241,0.3655411,0.4997995,0.9872582,0.67153686,0.53295696,0.50083655,0.9380731,1.2751285,1.1278584,0.7533185,1.2642413,1.2474177,1.108474,0.0,1.088574,0.39969546,1.1485085,0.8828591,1.2058244,0.91757536,1.4074891,0.9635748,0.9598825,1.198379,1.2633038,0.85464543,0.60712326,0.8915595,1.2481103,0.7063067,1.52907,0.3657204,0.65242106,0.9575094,1.1626362,1.2340782,0.6011964,1.0775492,1.2026012,0.98864675,0.9484978,1.5470017,0.42314577,1.0389146,0.42408872,1.319423,1.3438894,0.5468806,0.43540704,0.46342748,0.9365314,1.3031108,1.0291313,1.1699816,1.2661797,1.4579244,1.4998024,0.9938047,0.19609785,0.21318847,1.1515266,0.37483746,1.1755784,0.7825759,0.3969704,0.89850485,1.3089641,0.9637346,1.3515769,1.4743146,1.3273754,0.67989314,1.5968337,1.1569356,1.3362286,0.50529593,0.9171116,1.248339,0.36459613,0.50136846,1.2987654,0.5333672,0.6869855,1.2678181,1.4221671,1.443929,0.5743322,0.600557,1.2229253,0.5931337,0.74062455,1.2918905,1.1305954,0.8590469,0.36171806,1.189822
crib,1.0248739,1.3157371,1.0856414,1.3691994,1.163167,1.1520205,0.7326096,0.9209866,0.717911,1.2082183,0.6893693,1.0229294,0.7941163,0.88092124,1.1411643,0.93839043,0.68130255,0.8601389,1.0863484,0.8357831,0.8781839,0.9145264,0.49518132,1.1367805,0.8009726,0.45642066,0.95001376,1.088574,0.0,1.1478932,1.0170475,1.0966488,0.7361411,0.72145766,1.1009207,1.225807,1.2417864,1.0928539,1.1388676,1.2883694,0.9818679,1.1630514,0.99127656,1.0700599,1.0367497,1.1268611,0.8494362,0.8949345,1.1611816,1.1325395,1.1228238,0.98247254,0.8574774,0.8656431,0.93082595,1.0013947,1.1077614,0.4706046,1.0371231,1.13799,1.0314498,1.0640842,1.2932534,0.9422761,1.031793,1.1629115,0.90273255,0.5465466,0.9555332,0.9798677,1.0897806,0.91635394,1.1159977,1.1782405,1.1444376,0.96701986,0.95539397,0.8499847,1.0602092,1.16387,1.0569614,0.778227,0.6593929,0.9658653,1.1363376,0.90824056,1.0044303,1.1538152,0.98975277,1.1132994,0.7190637,0.85398966,1.3220769,1.2444935,1.0955124,1.1104131,1.0262537,0.7735349,1.1183307,0.8343094,1.1478033,1.3488748,1.0462888,0.8774419,0.8968956,0.6884068,0.6966797,0.8493472,1.163381,0.6823393
cup,1.0540975,0.37145436,1.4981904,0.500927,0.32273054,0.6084541,0.62935126,1.2400187,1.4812899,0.55107903,1.4484988,1.3631496,1.4529681,0.85121936,0.24529308,0.39628088,0.85547704,0.38659513,0.74855864,0.42010784,0.8539782,1.259799,1.0297992,0.61579895,1.308167,1.1852466,1.2244976,0.39969546,1.1478932,0.0,1.0402906,0.92407024,1.0965831,1.032844,1.2978444,1.0805342,0.9141756,1.1158404,1.2010007,1.1274339,0.6759159,0.85912305,1.2353485,0.8960351,1.2428272,0.60081244,0.9089894,0.99279153,1.1619809,1.395001,0.6622194,0.9749591,1.1875381,1.0802511,0.68899786,1.4709407,0.43432105,1.2559829,0.41706932,1.2349868,1.2540336,0.57840973,0.6272814,0.5274461,1.1934279,1.1899903,1.0467901,1.0823407,1.2750528,1.4371029,1.4653714,1.0105071,0.51727235,0.6268727,1.0094285,0.5081393,1.2572808,0.7421994,0.4450345,0.80072916,1.4025615,1.0069214,1.1719774,1.3829345,1.3857837,1.0338012,1.474647,1.2156821,1.291774,0.6656148,0.7812933,1.1938876,0.5153853,0.39538336,1.2009723,0.65507925,0.8894912,1.2571808,1.4276363,1.4035511,0.39196622,0.8204217,1.2811408,0.67699325,0.71437997,1.1166662,1.1312217,0.86295295,0.6642105,1.1770985
dog,1.0187173,0.9905475,1.0242236,1.0304143,1.0409921,1.0067748,0.99842864,1.0448124,0.9797413,1.0530996,1.0358455,1.1217387,1.0726765,1.1101933,0.9119705,1.0616299,1.0529174,0.9361807,0.92542267,1.1075754,0.92481476,0.6998483,1.011611,0.9411455,0.9825098,0.9090409,1.0259296,1.1485085,1.0170475,1.0402906,0.0,0.6477352,0.9350596,1.131264,1.0229979,1.0728617,0.9308475,1.0862602,0.9922961,1.1141939,1.0262313,0.81570333,0.91531825,0.9258522,1.0375373,1.101075,0.9999911,1.0808728,0.8766134,1.0674267,1.0094748,0.8751129,1.0708594,1.0858998,0.85479873,1.0071872,1.0290982,1.0524082,0.9467071,1.1173007,1.1486689,1.0760559,1.05154,1.1057158,1.116826,0.87101877,0.9804227,0.97292966,0.88538957,0.9421217,1.066309,1.0208983,1.0887992,1.1525731,1.0687561,1.0673687,1.0294678,0.89163417,1.044526,1.0245064,1.1015311,1.0035381,0.9959402,0.9421723,1.0982295,1.1374699,0.9860828,0.7643558,1.028455,0.96702623,0.96795607,1.075585,0.96314275,0.9350752,1.1103797,0.9223667,0.9746613,0.9738635,1.0817354,1.0407065,1.0266451,1.0667543,1.0504994,1.0516709,1.0127707,1.0568697,0.8645676,1.0073768,1.0831629,1.0874516
doll,1.1092627,0.9065403,1.1659136,0.98223156,1.0495974,0.8687408,0.9129289,1.2671201,1.2671195,1.1175064,1.1474518,1.1556476,1.195057,1.0627288,0.9096007,1.0303947,1.0273381,0.8322982,0.77697486,1.1174867,0.8206247,1.1080397,1.0449424,0.84748363,0.996817,1.0832686,1.0150297,0.8828591,1.0966488,0.92407024,0.6477352,0.0,1.1197649,1.1071209,1.0775678,0.8938513,0.87168384,1.1765509,1.2253348,0.9391647,0.8959448,0.89259905,0.9375703,0.779027,0.9584596,1.0680844,0.8316166,0.68762916,1.1017754,0.8386679,0.8961411,0.92699844,1.0740049,1.1998391,0.76773775,1.2936523,1.0751882,1.048203,0.9124358,1.1204106,1.0413561,1.1249187,0.92063,1.0065042,0.9656165,0.7976346,1.0780909,1.0672863,0.9981723,1.167063,1.2692925,0.9835804,0.9437604,0.86486244,0.95507264,0.971335,1.166771,0.85696495,1.0030985,0.8595482,1.08464,0.94487613,1.2630613,1.0158881,1.1123472,0.9545609,1.2526075,0.6269561,1.1565545,0.92253584,0.9355546,1.0635782,0.7813482,0.85451233,1.0709643,0.75458825,0.7727163,1.0514355,1.222342,1.2151175,0.78450304,0.90009886,0.8120143,0.9600736,0.790241,0.90002656,0.94407576,0.91932493,0.85194135,1.2751586
door,0.9857122,1.2013608,0.9539554,1.3206668,1.0886679,1.2171315,0.9780116,0.8184591,0.8913937,1.1614097,0.75064355,1.0797861,1.0231237,1.0223241,0.96181315,0.9943445,0.714623,0.79907215,0.96407956,0.6968739,0.85372674,0.9065556,0.61338717,0.95011187,0.872932,0.7481694,1.1199381,1.2058244,0.7361411,1.0965831,0.9350596,1.1197649,0.0,0.7491237,0.9829167,1.1355963,1.2001472,0.89894354,1.0719618,1.2530493,0.90565586,1.0459554,1.1867204,1.1994077,0.9678994,1.1782818,1.1188667,1.170227,1.0897124,1.1506065,1.2051481,0.8200278,0.9893899,0.98703563,0.87389016,1.0074642,1.0216932,0.6749865,0.8309058,1.2392623,1.2378706,1.0861852,1.2356588,0.84834814,1.2275641,0.9190262,0.99668807,0.43469405,1.0453671,1.0227123,0.99408215,0.86284566,1.1186857,1.2047616,1.1715232,1.0866144,1.0326842,0.8253273,1.185426,1.0655218,1.0480009,0.7958584,0.1955607,0.9022043,1.2207181,1.0990204,0.9022902,1.1737258,0.9230689,0.9510839,0.72907746,1.0115284,1.3519452,1.2221699,1.1220305,1.0806609,0.99222255,0.8543272,1.1039114,0.9453265,1.1637633,1.2946795,0.9450477,0.8315656,1.1293572,0.9275532,0.7776499,0.64877737,1.2107491,0.59660727
drawer,0.92043674,1.2032288,1.1164536,1.2395779,1.1793615,1.2217431,0.9288832,0.77845967,0.85823965,1.1297251,0.7291213,1.0435344,0.9189856,0.82964677,1.1052244,0.8174623,0.50140727,0.8856633,0.9841898,0.85648704,0.8204351,1.0911791,0.6615064,0.95686626,0.91942596,0.74394685,1.0818219,0.91757536,0.72145766,1.032844,1.131264,1.1071209,0.7491237,0.0,1.1222888,1.1091523,1.0913523,0.99489206,1.0971282,1.17247,1.0352112,1.127791,1.0732782,1.0883992,1.0755923,1.0992324,0.94298524,1.0337217,1.1369692,1.0712011,1.0938069,0.9926171,0.7304598,0.9730668,0.9363917,1.1345704,1.0720965,0.73325694,0.95202804,1.1019711,1.1087933,1.0533544,1.1462197,0.8876401,1.0243281,1.1458921,0.89677334,0.6253915,0.9846539,1.1080487,1.1107973,0.9485722,0.8897131,0.90502775,1.0311981,1.0198717,1.1089927,1.0754986,0.94235057,1.1308436,1.0492274,0.49694335,0.84336424,1.1058142,1.1395366,0.8149183,1.1733506,1.1599998,1.093086,1.0696412,0.58758146,0.8056855,1.2035155,1.2363837,1.0906061,1.000615,0.9846676,0.98124176,1.1252457,0.9058254,0.9156071,1.2318015,0.9710619,0.93915576,0.83160686,0.6282209,0.9447822,0.82817453,0.975037,0.88548654
dress,1.0820777,1.2441869,0.68797433,1.0638438,1.2031362,1.335904,1.3257606,0.82406557,0.71684754,1.0230972,0.7775601,0.73433673,0.6738621,1.1739929,1.309654,1.328661,1.0729243,1.2164187,1.3019109,1.3273695,1.2069283,0.98703194,1.0452999,1.1491457,0.94444996,0.9785578,1.0442402,1.4074891,1.1009207,1.2978444,1.0229979,1.0775678,0.9829167,1.1222888,0.0,1.0216287,1.0156811,0.781729,0.8707036,1.0627367,1.2324356,1.1646727,0.9672965,1.227097,0.7742558,1.3137376,1.3206319,1.0415595,0.969869,0.936741,1.2393404,0.960946,1.0069001,1.0844768,1.2187862,0.74828064,1.2107042,1.0697595,1.2634884,0.7821677,0.7995999,1.1357808,1.3369875,1.3607546,0.8521354,0.6885301,1.0524861,1.058619,1.0144416,0.8063872,0.749964,1.0520871,1.2977179,1.2176878,0.8983826,1.3627446,0.97895914,1.0840772,1.3120782,1.1940219,0.4383999,1.0096502,0.9184215,0.78011763,0.782605,1.1550863,0.7584543,0.99455106,0.9157896,1.3111211,1.1566589,0.8286004,1.2709049,1.230203,0.80086344,1.3815212,1.2719624,0.87683624,0.7320229,0.76776135,1.2452718,1.1845946,0.8508748,1.3104782,1.1201915,1.016772,1.0308902,1.0589246,1.2754426,0.88447773
ear,1.1724483,1.0152304,1.0154972,1.0287366,1.0716377,0.7777034,1.0589498,1.0743357,1.2577555,1.050986,1.236057,0.98111176,1.2031137,1.1223079,1.1069188,1.1901346,1.1750972,1.1910106,0.9573289,1.1116537,1.0111145,1.0731269,1.2948041,1.1522088,1.1956258,1.228064,0.9383998,0.9635748,1.225807,1.0805342,1.0728617,0.8938513,1.1355963,1.1091523,1.0216287,0.0,0.8410139,1.0331876,0.89458764,0.49593884,0.97714305,1.0277913,0.9703981,0.99522597,1.041432,0.75280464,0.9942211,0.8925111,0.7215394,0.594584,0.8344364,1.1369445,1.1474779,1.0972068,1.0907639,1.0601462,1.1471701,1.1307855,1.1066656,1.0384803,1.0084251,1.0237252,0.6640823,1.1155251,0.8519994,0.71653044,1.0990356,1.2089748,1.1355032,1.1109939,0.9912402,1.0603582,1.0141675,0.9833464,1.0823541,1.0896877,0.98974687,1.1468596,1.1255039,0.9215302,0.96661824,1.107801,1.209393,0.9795604,0.66835445,1.0622486,1.0697569,0.78638303,0.9604033,0.9019115,1.21598,1.1523634,0.8212136,1.0283726,1.0573277,1.0284969,1.0503719,1.0817878,0.99425346,1.1863154,0.9225086,0.4946674,0.8524695,1.0672227,1.1183339,1.2145407,1.1175601,1.1893092,0.7902908,1.0395865
egg,1.0201787,0.64003766,1.0684558,0.61079276,1.029475,0.8139423,1.0090705,1.139704,1.2659645,1.0249416,1.3007191,1.0804235,1.2170413,1.0191915,0.9506299,1.0282139,1.0957985,0.98170716,0.96143067,1.1730893,0.91674435,1.1061435,1.2933254,0.98870325,1.1130294,1.1777986,1.0435017,0.9598825,1.2417864,0.9141756,0.9308475,0.87168384,1.2001472,1.0913523,1.0156811,0.8410139,0.0,1.1187873,0.98907745,0.7995555,0.9810958,0.8302211,1.0039489,0.883909,1.033273,0.9572128,0.9064719,0.8992866,0.8533088,0.9384418,0.8387298,1.0678887,1.1503856,1.1598544,0.8574632,1.1079621,1.1768413,1.2539222,1.038317,0.9082711,1.0949216,1.1320738,0.77046144,1.1016395,1.0101112,0.83010006,0.99317336,1.2201114,1.0928848,1.0767766,1.1129484,1.1723082,1.0293384,1.1055404,0.93519044,1.0400839,1.0235325,0.9993604,0.9512771,0.5300366,1.1380109,1.0479454,1.3127248,1.1011307,0.9537421,1.140794,1.1069292,0.88488233,1.0555012,0.9826937,1.1760136,1.2309058,0.85545254,0.7832054,1.1036357,0.83059835,1.0156195,1.1546313,1.0113144,1.184315,0.809364,0.79337704,0.9961564,1.0720735,0.8908553,1.0699583,1.0252341,1.1564131,0.8879454,1.2522445
elephant,1.0257009,1.086587,0.954958,1.0579704,1.1228145,1.1276542,1.142613,0.7433481,0.88969016,1.0364201,0.91347456,0.89845085,0.89883184,1.0704628,1.0878537,1.029412,1.0608157,1.0373032,1.0412847,1.1248474,1.0752954,0.7621095,0.99661124,0.92899626,1.1028484,1.1536384,1.0748993,1.198379,1.0928539,1.1158404,1.0862602,1.1765509,0.89894354,0.99489206,0.781729,1.0331876,1.1187873,0.0,0.99737555,1.1628561,1.0212739,1.021918,1.0705953,1.1875503,0.872861,1.221739,1.1798887,1.1612107,1.0995057,1.1071005,1.2009008,0.91050214,0.9252665,0.8400644,0.94709134,0.8480365,1.0942824,0.9929565,1.0415717,0.94410366,0.97887224,1.1285515,1.2019027,1.0497637,1.022704,0.84508467,1.0446216,1.0389929,0.89372057,0.9632911,0.8185587,0.9586072,1.0614252,1.0908394,0.9050246,1.224558,0.9427888,0.9734065,1.1177521,1.1481862,0.8343767,1.0252783,0.8497946,0.9924278,1.0291847,1.0355691,1.0085346,1.0971779,0.9722743,1.1024674,0.9316104,0.8393874,1.2002856,1.0762888,0.9661515,1.0380454,1.1284509,1.0536431,0.8550293,0.9425525,1.0713171,1.1708121,0.98331445,1.0414917,1.1296314,1.048612,1.0032004,1.0678825,1.1685066,0.8970923
face,0.6279999,1.1302663,0.67048657,0.99540734,1.1447548,1.139899,1.1983293,0.7946474,0.88717264,0.9870244,0.99616385,0.9041789,1.0070047,1.1199297,1.2276008,1.2761676,1.1310439,1.2960515,1.2184412,1.3192203,1.2027609,0.9390501,1.252147,1.1833794,1.1087985,1.054189,0.90977263,1.2633038,1.1388676,1.2010007,0.9922961,1.2253348,1.0719618,1.0971282,0.8707036,0.89458764,0.98907745,0.99737555,0.0,0.9382927,1.1718798,0.95441246,0.9771337,1.0318584,0.8625556,1.1121364,1.1715688,1.1331363,0.44869173,0.8596614,1.1562334,1.0776606,1.060307,1.1635458,1.1100941,0.7837723,1.1674784,1.1351451,1.2198745,0.86224234,0.9538459,1.1566063,1.0618498,1.3955896,0.9924467,0.856221,1.0329856,1.1318195,0.9670414,0.8275354,0.78476095,1.1406753,1.2195169,1.1993942,1.0211354,1.2608627,0.9124237,1.1627355,1.1743423,0.99439085,0.94399303,1.0981665,0.9616054,0.8201405,0.7449459,1.1058673,0.63842607,1.028774,1.0032225,1.1953021,1.1793337,1.0756916,1.1267265,1.0952809,0.930483,1.2535522,1.2501954,0.97608733,0.8474301,0.8158859,1.1682829,0.9635564,0.9678698,1.385663,1.137629,1.0442834,1.0821439,1.1275535,1.2326983,0.92737687
finger,1.1699293,1.0053356,0.8513859,1.0779799,1.0335495,0.7298903,1.0464015,1.2785623,1.2926679,1.0425532,1.1933688,1.0021105,1.1736714,1.1438872,1.0409724,1.1116384,1.3808012,1.2487302,0.80732375,1.0161715,1.051116,1.0187428,1.2918817,1.2439922,1.1487962,1.2365831,0.8715576,0.85464543,1.2883694,1.1274339,1.1141939,0.9391647,1.2530493,1.17247,1.0627367,0.49593884,0.7995555,1.1628561,0.9382927,0.0,0.8044513,1.1652613,0.9181422,0.99046636,1.2422801,0.5858393,0.88372326,0.92193455,0.69011974,0.32610482,0.9365675,1.2491663,1.2413256,0.9608554,1.07073,0.9132825,1.0235629,1.1849979,1.1576204,1.1686532,1.0818127,1.0036192,0.44615757,0.9566101,0.7956853,0.81104,1.1564966,1.2487075,1.087591,1.0331687,0.8400196,1.1965879,0.9212982,0.8842577,1.2218271,0.8317348,1.0010971,1.235749,1.1336766,0.9451863,0.8028724,1.3024509,1.3452585,0.9930788,0.63331217,1.0985199,0.9677189,0.59688526,0.73139536,0.70377624,1.2785746,1.3288398,0.57965684,0.9260391,1.1665457,0.840031,0.650711,1.2608798,0.8406337,1.3544061,1.0412196,0.2011745,0.91923916,0.920348,1.3509881,1.3026838,1.0129523,1.2851408,0.59796655,1.1304601
