,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,elephant,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jacket,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
purse,1.029233,0.9079848,1.1055964,1.0173253,0.8853264,1.0572987,0.96804744,0.5626981,1.0034974,1.2247026,1.0431916,0.9458999,0.90202296,1.0080687,0.94762486,0.88331974,1.0595256,0.76553696,0.9333989,1.1621956,0.5627859,1.0541797,0.6654422,1.1367877,0.8988327,1.0159112,1.0716183,1.2927525,0.73442274,0.871699,1.0226698,1.1080433,1.0632455,1.0202187,0.86087024,0.9383648,1.1508708,0.80037594,1.0685927,0.9785012,0.8616117,0.9796307,0.6732112,0.8741889,1.1262159,1.2358923,1.2302315,1.0850086,0.9745226,1.0866055,0.9556841,0.9434786,1.1490169,1.068531,1.1713111,0.73420274,1.2077721,0.8269481,1.1305323,0.8971416,1.0870202,1.020557,1.0103723,0.77936083,0.9918172,1.1130376,0.78952116,0.8997355,1.1149908,0.9806127,0.7317907,0.7467921,0.9657024,1.0065143,1.2779074,0.8020164,1.1187358,1.1598947,1.1901984,0.8548504,1.0168893,1.0295768,0.99681395,0.92127997,1.0184364,1.1178496,1.1096699,0.98337525,1.0754484,0.9592825,1.0170025,0.70459986,1.1476117,0.88690954,0.9006594,0.0,1.011986,0.7575037,0.9946932,1.1048458,0.9051429,1.0784379,0.7393325,0.95195866,1.1189383,1.1288455,0.89020467,0.87958413,1.0691559,1.1169477,1.118757,0.8522476,1.1468742,0.8312063,1.1265416,0.7240006,1.0600333,1.020574,1.0379468,1.1574721,1.3197646,1.0585401,0.8312367,0.7598858,0.9132779,1.0611523,0.85131645,1.0274926,1.1514964
radio,1.384027,0.9778857,0.595332,1.4021281,0.9455335,0.67391765,1.385356,0.6969737,1.116557,1.1557236,1.4201562,0.5119965,1.2980491,1.510617,0.6513032,1.3511118,1.1915896,1.1640961,0.37004304,0.31790215,0.88105905,0.9180978,0.41434318,0.832116,0.18728328,0.8121947,1.0784757,1.1701064,0.96031487,0.59610057,1.2045467,1.0464661,1.251563,0.7566848,1.2315682,1.137645,0.41418827,1.2763745,0.3291552,1.3977661,1.2903695,0.9509876,0.8449229,1.2888662,1.1153406,1.2117438,0.8739029,0.7812142,0.5294474,0.9593522,1.1642962,1.0543044,1.1505163,1.0594956,0.9120145,0.99607605,1.2248166,1.0470927,1.4018621,1.1300882,1.3858564,0.6684611,1.0420086,1.352911,1.4016008,0.5764768,0.56209874,0.462265,1.3272043,1.1366404,0.91260487,1.4583924,0.9580988,0.91684717,0.57158417,0.86174524,0.5874542,0.82660323,0.7083827,1.0608712,1.1812187,1.560726,1.4106162,1.4034303,1.230267,0.44683278,0.5065087,0.9895554,1.0886239,0.74376935,1.268784,0.7866081,0.29045308,1.3453466,0.9976615,1.011986,0.0,0.8075719,1.0128602,1.0476348,0.9688203,1.4544005,1.0390593,1.222268,0.6634214,1.2696378,0.95896626,1.4399381,0.36321253,1.2973053,0.55453795,1.0260531,0.98846626,0.8741432,0.4812026,1.260901,1.4550288,1.3400534,0.35929984,0.79617494,0.7935878,1.3672291,0.92159975,0.9373634,1.3906229,1.1594188,0.51892877,0.4686221,1.0949072
refrigerator,1.1374197,1.1300288,1.1786351,1.0810549,1.0859473,1.1372097,1.1863916,0.7063937,0.57075274,1.1916649,1.0142596,1.0442241,0.71955174,1.1193378,1.0284586,0.9434848,0.92129284,0.9348728,0.83835745,1.0880451,0.6774606,1.0841384,0.8010545,1.2118278,0.7196928,0.8831203,1.071245,1.0394611,0.55604535,0.8933966,0.5733057,1.1191479,0.9574768,1.1677444,0.56147766,1.0653244,1.2359425,0.6841814,0.8971869,1.0504092,1.0799934,0.39145726,0.6958786,0.9324617,1.1157433,1.1014642,1.2480885,1.1757976,1.0639265,1.1606996,1.0861294,1.1910872,1.14388,0.8916352,1.2060678,0.98327523,1.1039879,1.0235585,1.0007833,1.0511566,1.0638293,1.1624206,1.1280994,0.8585116,1.0344124,1.051031,0.47457778,0.7942269,1.1124575,0.956213,0.6574612,1.0043,1.0434285,1.0823076,1.2577963,0.83961004,1.1425109,1.1328925,1.2629684,0.4068495,1.1595292,1.1611565,1.0208606,0.9976959,1.1174738,1.146957,1.1108601,1.0287497,0.98663825,0.9137963,0.94792163,0.7842318,1.0711447,1.1068572,1.1015571,0.7575037,0.8075719,0.0,1.1836812,0.9467654,1.1869237,1.0167003,1.0939047,1.0569646,0.98846066,0.979342,0.7235359,0.9521941,1.2028432,1.0679276,1.1675553,1.023648,0.88376886,1.0292563,1.0278331,0.9090002,1.0187899,0.9940779,1.0459223,1.2557068,1.3348943,1.1040057,0.8818248,1.0944804,1.057812,1.0616391,0.7665565,1.196845,0.5777433
rooster,0.57545435,0.9876474,1.0226988,1.203452,0.9122864,0.82064664,1.0213975,0.89046395,1.1847103,0.95356524,1.1036448,1.1693335,1.2624646,1.2532235,0.57875884,1.132437,1.1613883,0.82434535,0.9859054,1.0102823,0.9208379,1.2924805,0.95467085,0.8413182,0.9891028,0.9692316,0.98498684,1.0420775,1.1228611,0.76592755,1.1737314,1.2464873,1.0917003,0.759357,1.2217286,0.96145314,0.85489714,1.1192106,0.98856884,0.840861,0.8945784,1.1797484,1.06307,1.1796268,1.0105625,1.0399675,1.1938529,0.73172385,0.69392365,1.1470006,1.0653598,0.46965325,1.0131304,1.0333809,1.0442982,1.2009618,0.9543258,0.88324803,1.1517308,0.9673653,1.2443465,0.828232,0.72486144,1.2394854,1.3078969,1.1064974,0.9965014,0.8220489,1.0020977,1.0872186,0.98570067,1.2319895,0.8752151,0.98417544,1.0633458,1.0941246,0.92707974,0.94745225,1.0278658,1.2671506,0.58679426,1.2380967,1.2426904,0.9436065,0.7925557,0.8971754,0.9023416,0.7304975,0.9689319,1.0279557,0.95949036,0.8191637,0.8283423,0.9619164,0.8960601,0.9946932,1.0128602,1.1836812,0.0,1.1754913,0.6437789,1.2394063,1.1381719,1.2355303,1.0391307,1.098978,1.1855443,1.1388781,0.97450525,0.99491477,0.94505817,1.2437036,1.1478729,0.85277855,1.0438498,1.0205851,1.201241,1.0582112,0.89524955,1.0699762,1.1682408,1.2140409,1.178399,0.6872381,0.9713541,1.0514013,0.9364436,0.95473415,1.1178735
scarf,1.1644498,1.1322074,1.0724502,0.93039924,1.2374225,1.2091148,1.0329489,1.0305632,1.0369015,1.0417283,1.1475059,0.959841,0.9163144,0.9007917,1.1027474,1.1033884,1.0186342,1.2041267,0.99845284,1.1069425,1.1649112,0.96210134,1.0931797,0.9809428,1.0178175,0.9011887,0.9790531,0.78592867,0.8624526,1.099326,0.83733153,1.0119324,0.695373,1.1199775,1.0332899,1.021057,1.1014066,1.0139991,1.0415623,1.0604806,1.1760666,0.85918885,1.1229956,0.93151546,0.8670182,1.001875,1.057544,1.047958,1.0473094,1.05867,0.92889667,1.3079239,0.8868338,0.95408374,0.9742029,1.1323292,1.0008037,1.232904,0.6453737,0.96845716,0.9581892,1.0719885,1.1214628,0.77722114,0.8671166,0.84668994,0.9828155,1.0991791,0.9476018,0.95773417,1.1166418,1.0057096,1.0553071,1.0723459,1.086681,0.9837575,0.88845295,0.9875926,1.126197,0.8152269,1.162188,0.83070725,0.88376176,1.1188256,1.1266776,1.0645157,1.1033413,1.0907004,0.69768614,1.0607486,0.9632282,0.9288006,1.1578624,1.0099236,1.0517814,1.1048458,1.0476348,0.9467654,1.1754913,0.0,1.1056426,0.7820069,1.054496,0.7919669,1.0544355,1.0495118,0.93763804,1.03942,1.0551519,1.0579392,1.0441077,1.1152488,0.65646946,0.986622,1.1258333,1.0043528,0.72021043,1.0721188,1.1194564,1.1164948,1.0672306,0.84065473,1.0608503,1.2954421,1.1198939,0.9501067,0.9403371,1.067759,0.80705345
scissors,0.95962816,0.8513814,0.946003,1.1092011,0.8992139,0.88057256,0.92218614,0.90948004,1.3638378,1.1336018,1.2694836,0.7614022,1.28951,1.1265938,0.741007,1.295633,1.2670763,0.77281684,0.9647008,1.0242391,0.91709954,1.0844853,0.8390111,0.6357054,0.9547733,0.9051633,0.6166488,1.3683965,1.0808396,0.87541574,1.3064901,0.99278337,1.1946535,0.8070198,1.3949802,0.8542005,0.59698045,1.3347096,1.0789374,1.2363198,0.9751327,1.2206213,0.95463914,1.2306305,1.1474484,1.1314797,0.78411627,0.7422758,0.7832909,0.9805607,0.6383748,0.5395098,1.1416398,1.090283,0.7632136,0.96043926,1.245553,0.67441034,1.2644309,0.91407955,0.91805637,0.7460232,1.0028352,1.1335454,1.2072967,0.6870004,0.9107617,0.91185737,1.1605773,1.1212769,0.9137039,1.0459805,1.0320331,0.9113341,0.9666976,0.9318211,0.71066093,0.9445201,0.8558525,1.2383184,0.7429172,1.2279153,1.227308,0.95060307,1.0329874,0.55457467,0.573863,0.8828048,0.9954899,1.0562664,1.0715084,0.9445138,0.78844726,1.0824058,0.8124299,0.9051429,0.9688203,1.1869237,0.6437789,1.1056426,0.0,1.3396186,1.035173,1.0801752,0.76046884,1.2736593,1.1407342,1.1812385,0.7514171,1.3085783,0.88560164,0.9238957,1.0849876,0.59114957,0.9652523,1.014965,1.2878236,1.0795718,0.80273193,0.832346,0.9618582,0.7902671,1.1017071,0.6840909,1.0382152,1.1482284,0.994186,0.71869355,1.2886771
shirt,0.9208508,1.1131892,1.3974459,0.5607089,1.246763,1.3910509,0.85641015,1.2910422,0.7417163,1.0067508,0.5572189,1.2484357,0.52496254,0.39082134,1.3844239,0.65469056,0.71269184,1.1250994,1.4419154,1.4248285,1.2351768,0.91254735,1.4587066,1.2655545,1.4971056,1.102532,1.18277,0.79598784,0.9930933,1.4219863,0.6563362,0.85790557,0.8093045,1.3337771,0.600022,1.1644315,1.5432925,0.7169736,1.4052603,0.74229795,0.9453834,0.93474567,1.148634,0.59499717,0.985221,0.6773315,1.1207347,1.2934036,1.4733566,0.99665797,1.0223637,1.3093569,0.958349,0.87758005,1.1120431,0.9458086,0.8870903,1.2963659,0.39814365,1.0444756,0.7318935,1.3483231,1.0001754,0.49832433,0.3089053,1.2341477,1.3047299,1.4735827,0.8062993,0.9561241,1.209839,0.7370206,1.0668551,1.2548165,1.2913038,1.1763531,1.3007666,1.2974297,1.2119923,0.7606505,1.1347365,0.32878125,0.28252554,0.81879854,0.9723706,1.5253985,1.5103668,1.1189085,0.98713464,1.1208507,0.8878552,1.297321,1.5610527,0.6650255,1.1876234,1.0784379,1.4544005,1.0167003,1.2394063,0.7820069,1.3396186,0.0,0.865619,0.45706272,1.163726,0.5954679,0.85975766,0.67560095,1.4709278,0.7375688,1.3761048,1.004824,0.96857274,1.3824015,1.3095448,0.84772795,0.17100888,0.79659915,1.5497398,1.205951,1.0560203,0.7077158,1.0947931,1.3377501,0.8675598,0.8726798,1.3634076,1.3881345,0.84224397
shoe,0.98092866,0.943981,1.1191906,0.95514923,1.0573721,1.0985136,1.0357182,0.81292385,1.0691019,1.105397,0.8481293,0.9164105,0.7926613,0.6789061,1.0456879,0.68417084,0.97055984,0.94689286,1.1204925,1.1260576,1.028631,0.80428493,0.95170194,1.1207316,1.0429318,1.1002499,1.167043,1.0090657,0.9741014,0.99150175,1.0623528,0.957091,0.8606109,1.1679716,0.9239174,1.0791724,1.1352772,0.94454265,1.1560745,0.97639763,0.9862173,1.1300089,0.90669334,0.8971272,0.99740076,1.1826222,1.0766698,0.87538964,1.1202179,1.0225478,0.99966073,1.0984784,1.0355117,0.99366045,1.1009325,0.73793244,1.0676014,0.9748967,1.0529345,1.0245105,0.9716608,1.0756,0.97727156,0.837507,0.673842,1.0253303,1.1022292,1.1714947,0.9828001,1.0900441,1.0758196,0.7403776,1.1037658,1.0544088,1.087076,0.9801186,1.0559474,1.053058,1.1839156,0.96774113,1.0496184,0.6891668,0.73154545,0.915109,1.0949386,1.1573763,1.1618868,1.096262,1.1004188,0.8520875,1.0476575,1.0060269,1.1290226,0.924452,1.1505054,0.7393325,1.0390593,1.0939047,1.1381719,1.054496,1.035173,0.865619,0.0,0.7346922,0.93751425,1.0110546,0.96975046,0.9307879,0.9403452,0.850742,1.2140826,0.9264415,0.9205829,1.0179241,1.0139447,0.81701237,0.86570287,0.9408325,1.1527561,1.0927354,0.9934384,0.86468923,0.88609856,1.0646561,0.9509977,1.0067599,1.1214428,0.96326333,1.169646
shorts,1.1124442,1.0011139,1.2556916,0.6381682,1.1608174,1.2785486,0.90038097,1.1699136,1.0183568,1.043954,0.8589318,0.8564296,0.7429379,0.6341042,1.2114367,0.811162,0.87843764,1.1075628,1.3537166,1.3235025,1.1826382,0.85952604,1.208496,1.0720792,1.2167993,1.0390376,0.9720661,0.92746586,1.0165359,1.2815124,0.91860056,0.814348,0.84655803,1.1572684,0.8772203,1.1557393,1.2670162,0.9946232,1.3510932,0.973804,1.0157495,1.0438228,1.023756,0.71751887,0.8881806,1.0843153,0.90960443,1.0444877,1.2967066,0.8315482,1.0680687,1.2161821,0.9322854,1.0539547,0.9964536,0.74895406,1.0329493,1.2017914,0.91910446,1.0816518,0.79594356,1.1190549,1.0678753,0.7087648,0.4286999,0.97072303,1.0938567,1.3242948,1.0107825,0.9322363,1.261935,0.6666033,1.123037,1.1405323,1.1928251,1.0177828,1.0041934,1.1328055,1.0841932,0.8978896,1.1126498,0.64204717,0.40534508,0.9984021,1.0866351,1.2665038,1.2762945,1.0380317,0.77449787,1.0399737,1.091341,1.2267262,1.3658433,0.68984663,1.0775297,0.95195866,1.222268,1.0569646,1.2355303,0.7919669,1.0801752,0.45706272,0.7346922,0.0,0.9904995,0.99230903,0.95539904,0.91003764,1.1018318,0.9509176,1.2361443,0.785604,0.8515097,1.2218812,1.0997028,0.9640255,0.62984097,1.0607,1.2868013,1.0228004,1.0121889,0.6311955,0.96572995,1.2453954,1.0569811,0.9643223,1.2809272,1.0832825,1.041924
shovel,1.2494632,0.8815489,0.89988935,1.3041058,0.969949,0.87776464,1.0946782,0.9478453,1.2072122,1.0298665,1.3217094,0.5253438,1.0497123,1.1695441,0.894484,1.2083968,1.1467361,1.2059801,0.89333934,0.8559202,1.1523589,0.9659553,0.8191314,0.6895547,0.6289463,0.8352076,0.7352494,1.1295018,1.0562727,1.0096732,1.1519732,0.68232,1.2663347,0.8724485,1.0850972,1.0869073,0.7041693,1.3220534,0.98536164,1.2459216,1.2041625,1.107536,0.97606254,1.2533017,1.12087,1.0415334,0.6411059,0.7206198,0.77761257,0.8704194,0.8643807,1.0101268,1.1288283,1.0244138,0.74651194,0.8064621,1.114437,1.0190039,1.1860375,1.0904542,1.0203006,0.6878158,1.1370726,1.1917319,0.9069114,0.5355211,0.87914264,0.93572265,1.1933339,1.0355982,0.97410256,1.1444211,1.1486084,0.9875401,0.83778954,0.835251,0.7276785,0.9278265,0.7591162,1.0229777,1.1367488,1.2434314,0.95256734,1.2846366,0.96952677,0.65824974,0.6898575,1.0286793,1.1594911,0.7336385,1.2035613,1.0210346,0.71490735,1.1460241,1.0206416,1.1189383,0.6634214,0.98846066,1.0391307,1.0544355,0.76046884,1.163726,0.93751425,0.9904995,0.0,1.1747609,0.96073467,1.3257172,0.60850555,1.2404004,0.8365948,0.8516058,0.897816,0.8415437,0.68052787,1.1812994,1.1542463,1.3231698,0.81326926,0.71533734,0.69841444,0.9155426,0.87655336,1.1092793,1.3133566,1.152578,1.0287706,0.7454569,1.2246228
shower,0.8911506,1.1712941,1.2076223,0.83813995,1.0799136,1.1604646,0.9805802,1.2290864,0.46758974,0.9500302,0.56676936,1.3302752,0.7305331,0.7772827,1.1259325,0.8442033,0.7502016,1.0107757,1.2220247,1.18231,1.0308713,1.0025227,1.2626482,1.2851741,1.3735082,1.1538513,1.2247796,0.95514494,1.0826921,1.0866364,0.6744971,0.8719237,0.8674058,1.1634029,0.7673504,1.0996399,1.3348037,0.63480663,1.1281488,0.81339157,0.8861583,0.73043615,1.007633,0.7740875,1.0701594,0.72079337,1.2254305,1.2452247,1.2818261,1.1627032,1.0611774,1.1346253,1.0664346,0.883431,1.1526406,1.1624088,0.9400785,1.1373364,0.4955955,0.9988319,0.9527629,1.3736722,0.9623634,0.8675457,0.79953086,1.282449,1.078869,1.2165476,0.90520823,0.9846343,1.0222206,1.0026283,0.996612,1.2688642,1.1293122,1.3094637,1.3829947,1.2786136,1.1569736,0.75447327,1.0905298,0.65738845,0.7434896,0.82105577,1.0128322,1.3640289,1.3699076,1.0982823,1.2384377,1.2904596,0.9348566,1.1434478,1.3302326,0.9056782,1.211927,1.1288455,1.2696378,0.979342,1.098978,1.0495118,1.2736593,0.5954679,1.0110546,0.99230903,1.1747609,0.0,0.86504865,0.74725795,1.4142563,0.81781435,1.2316151,1.1667268,1.1965461,1.2604403,1.0960231,0.83603674,0.53567946,0.7074641,1.2794044,1.2370722,1.0985475,1.0264935,1.2258513,1.0875591,0.8550373,0.8262686,1.1132718,1.2841207,0.8093735
sink,1.120692,1.3005022,1.2046828,0.93703943,1.1192071,1.1431469,1.059581,1.0015817,0.49368405,1.0560894,0.98093504,0.93191576,0.5771013,1.0018543,1.1441314,0.95562387,0.8170758,1.159743,0.997599,1.0076475,0.9366871,0.9473373,0.9417344,1.1822084,0.9461458,0.72176284,1.0084364,0.84072,0.7285972,0.91621834,0.8601321,0.84388363,0.8364177,1.2027148,0.70956564,1.0012964,1.2849884,0.74941236,1.0308628,0.9993943,1.2412488,0.757432,0.73704565,0.938331,0.989752,1.1035421,1.2460481,1.1087883,1.2726929,1.2332888,0.847528,1.265225,1.0206689,0.7433717,1.1199363,1.1406714,0.9594502,1.2933419,0.9462475,1.0222661,0.9917767,1.2000318,1.0401727,0.8475658,0.80448943,0.7545272,0.918748,0.930142,1.0071756,0.8008537,0.8972323,1.0551287,1.0759715,1.1464101,1.215093,0.8900604,1.2831135,1.2124596,1.1870222,0.46829367,1.2973957,1.0098208,0.853827,1.0572394,1.0566924,1.2043991,1.1945939,0.9931391,1.0351069,1.1167138,1.0738574,1.0494579,0.97527426,0.95078063,1.1683393,0.89020467,0.95896626,0.7235359,1.1855443,0.93763804,1.1407342,0.85975766,0.96975046,0.95539904,0.96073467,0.86504865,0.0,0.9057822,1.2665538,0.9801788,1.1622784,1.109006,0.8678601,0.9582249,1.0491933,0.9673492,0.8801868,1.0564597,1.0807893,1.3648733,1.0995462,1.0266105,0.9452227,1.3555772,0.90948445,0.8062837,1.0115825,1.1529866,0.8058113
slide,0.71837056,1.2426473,1.3701224,0.7711933,1.1269656,1.3568032,0.79545474,1.0650182,0.6685904,1.0262753,0.46682787,1.3509377,0.5306072,0.55489945,1.3044075,0.63921624,0.7071698,0.70273197,1.3471544,1.3493247,0.77892816,0.9917244,1.2862656,1.3827639,1.4495075,1.0639256,0.98352206,0.9356686,0.8043868,1.3782947,0.8630463,1.118363,0.78887594,1.3104722,0.6515657,1.0683272,1.4259235,0.48547387,1.34583,0.697286,0.7313896,1.0265422,1.0450425,0.75991124,0.9557923,0.9737973,1.3509934,1.2543101,1.3851786,1.1622475,0.9455293,1.0193129,0.9685988,1.0073733,1.3557007,1.0760739,0.8212855,0.9538777,0.69217193,0.79888713,0.9182518,1.433309,0.94765055,0.73153514,0.6948873,1.356003,1.1995901,1.3910772,0.8313465,1.046265,1.0530137,0.8163737,0.9705608,1.2208698,1.3777297,1.1737059,1.4567884,1.3002577,1.3005962,0.83223903,1.0492376,0.5132996,0.7348723,0.5663779,0.94077486,1.4669462,1.4384593,1.0646155,1.0457994,1.2405701,0.56182784,1.1121151,1.5012188,0.7425877,1.2265586,0.87958413,1.4399381,0.9521941,1.1388781,1.03942,1.1812385,0.67560095,0.9307879,0.91003764,1.3257172,0.74725795,0.9057822,0.0,1.524746,0.6482572,1.3269947,1.0110214,1.1189162,1.2096585,1.3380361,0.5484961,0.5819342,0.51880425,1.4224571,1.4004887,1.1965486,0.7941357,1.1389078,0.863713,0.4529665,0.82716763,1.2623109,1.4978075,0.8800619
slipper,1.4317033,0.59835136,0.35684788,1.3620994,0.7779314,0.56029385,1.2469727,0.8359326,1.5097792,1.1459403,1.5604993,0.49822533,1.5570847,1.4270835,0.7426714,1.4206467,1.3594077,1.2778666,0.46439457,0.37237448,1.2121781,0.9391899,0.5170334,0.6121638,0.35767913,0.9641684,0.9898047,1.2670779,1.1412458,0.6491239,1.3561275,0.988974,1.3678234,0.6795606,1.5275407,1.2052155,0.20938933,1.6147997,0.4690699,1.4540029,1.2369441,1.231409,1.0529934,1.2693558,1.1120294,1.1913819,0.4302709,0.71357846,0.50928974,0.60595614,1.0637038,1.0240518,1.1121757,1.1981645,0.578854,0.7327608,1.2874901,0.9443429,1.4762454,1.0652333,1.1780015,0.36785614,1.1346076,1.4322312,1.3473794,0.52149355,0.8168925,0.58683044,1.2868621,1.1443783,1.1016659,1.1739209,1.0506259,0.8671497,0.30016768,0.8451814,0.3169884,0.5885075,0.49937832,1.4241217,1.1412096,1.4808677,1.3927081,1.5081625,1.1972846,0.2563759,0.2929417,1.0339322,1.0101818,0.64049846,1.3887956,0.87633723,0.3525411,1.3301615,0.79974425,1.0691559,0.36321253,1.2028432,0.97450525,1.0551519,0.7514171,1.4709278,0.9403452,1.1018318,0.60850555,1.4142563,1.2665538,1.524746,0.0,1.4083754,0.48885584,0.75165457,0.94706196,0.70051533,0.55721974,1.3688992,1.5436909,1.4439623,0.3422646,0.32632995,0.61676496,1.1560684,0.91152716,0.8692712,1.5226624,1.2762656,0.6135061,0.22517794,1.3583642
snow,0.7681716,1.1990697,1.3653721,0.8308818,1.2632577,1.2807685,1.1135734,1.166031,0.73757523,0.8369252,0.46147186,1.3121709,0.62547326,0.73400986,1.1908679,0.41833866,0.73338276,0.9283974,1.3370423,1.2038015,1.0409248,1.0626372,1.4082947,1.335401,1.3574183,1.0342234,1.2142737,0.57373464,1.068135,1.2344584,0.8529996,1.1162686,0.7016866,1.2445982,0.74499977,0.93660414,1.3515369,0.65467024,1.1905062,0.8243083,1.0673622,0.951431,1.0556009,0.8413116,0.7196146,0.9215507,1.365746,1.040969,1.3121258,1.1884243,1.1331558,1.1249465,0.7508415,0.97685534,1.2911401,1.2043068,0.5795091,1.0981151,0.8622395,0.9428413,1.0808342,1.3688079,0.8781943,0.78693944,0.7712765,1.268338,1.2087665,1.2326596,0.76019055,1.1735001,1.1232822,1.0633267,0.7973221,1.0903403,1.2293029,1.0820656,1.3770385,1.1194222,1.3928485,0.9370061,0.8977723,0.638114,0.76715064,0.7529588,1.0323362,1.3932273,1.3506813,1.1196951,0.91175675,0.94360393,0.7208855,1.1922045,1.278351,0.8874451,1.3859652,1.1169477,1.2973053,1.0679276,0.99491477,1.0579392,1.3085783,0.7375688,0.850742,0.9509176,1.2404004,0.81781435,0.9801788,0.6482572,1.4083754,0.0,1.2246832,1.2267879,0.97571933,1.3108323,1.2175016,0.8682856,0.7289868,0.7648014,1.3663611,1.3803573,1.1123054,0.98287076,0.8990351,1.2147679,0.79443634,0.6880177,1.2179838,1.3418138,0.82915586
soap,1.2919358,1.0042584,0.4558003,1.3176137,0.8474812,0.69464606,1.1989032,1.0098536,1.2498274,0.9869113,1.323463,0.74645007,1.4268367,1.4341538,0.8046958,1.3122005,1.128539,1.0753189,0.4999761,0.34183514,1.0128212,0.98653334,0.7380691,0.79806185,0.57460165,0.936759,0.9410855,1.1315055,1.1191809,0.8210869,1.3101063,1.0854137,1.2893705,0.77237135,1.352057,1.0281636,0.2860427,1.4027941,0.4536999,1.3473855,1.2745748,1.1813626,1.0972848,1.1734302,1.0487767,1.0412868,0.8367069,0.8463705,0.5795169,0.99175805,0.9769607,0.9972337,1.0263326,1.1452659,0.82619905,1.1402524,1.0626624,0.9078005,1.2789596,0.91997117,1.3171766,0.7011821,1.1438191,1.356607,1.3927332,0.6398838,0.95410526,0.70392704,1.2176412,1.034715,1.0505224,1.4295785,0.8414809,0.9582696,0.42744017,0.9193076,0.66550803,0.79039466,0.56983197,1.2881417,1.0733309,1.4456716,1.3677064,1.2562618,1.1472414,0.36722004,0.42809427,0.9566721,0.971327,0.91219777,1.1073902,0.9556784,0.39146793,1.3577125,0.9041027,1.118757,0.55453795,1.1675553,0.94505817,1.0441077,0.88560164,1.3761048,1.2140826,1.2361443,0.8365948,1.2316151,1.1622784,1.3269947,0.48885584,1.2246832,0.0,1.0877302,1.0549754,0.9524215,0.7506894,1.3684871,1.3899943,1.1968025,0.4874915,0.773256,0.78335077,1.2754571,0.9813288,0.913139,1.3193285,1.1228738,0.6955768,0.6301091,1.1654141
sock,1.1738238,0.6140357,0.870504,0.7306842,0.7612101,0.9268397,0.90349364,0.91845226,1.1662185,1.2176206,1.0876359,0.7142217,1.0327096,0.89355415,1.11532,0.9462901,1.0896727,1.0370661,1.0778008,1.1086142,0.9758226,1.016277,0.8251295,0.9686899,0.9649759,0.9909925,0.88619864,1.268693,0.9161353,1.1359241,1.0721017,0.9686728,1.1002588,1.0569506,0.9486848,1.1957611,1.0028152,1.1194934,1.1380562,1.067326,0.8505523,1.1763408,0.9957353,0.898255,1.2210661,1.2558612,0.5850986,1.0187355,1.0736171,0.33844906,0.9608121,1.1098111,1.1789389,1.1189737,1.0329746,0.099404454,1.2463819,0.84771186,1.1925929,1.0291123,0.6995783,0.8360714,1.1468358,0.9389578,0.83210313,0.9589499,0.9942445,1.0508801,0.9688839,0.9197497,0.90402716,0.33365518,1.225596,0.9684033,1.0868939,0.7607399,1.0484362,1.099278,0.9186824,1.0979769,1.1769713,0.91073895,0.8983669,1.1369818,0.9805608,0.9377898,0.88931274,1.0788162,1.1594384,0.7124879,1.1510001,1.0965742,1.106342,0.866099,0.8584094,0.8522476,1.0260531,1.023648,1.2437036,1.1152488,0.9238957,1.004824,0.9264415,0.785604,0.8516058,1.1667268,1.109006,1.0110214,0.75165457,1.2267879,1.0877302,0.0,1.0470964,0.87853646,0.9509404,0.92913896,1.0678457,1.1522332,1.0259275,0.5710418,0.86489516,0.76131177,0.69486827,0.93201566,1.0498582,1.2501036,1.062575,0.91983503,1.1448042
