,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,strawberry,stroller,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
hat,1.1364601,0.8979872,0.8436889,1.0862229,0.82948285,0.9448232,1.0446583,1.1204201,1.2522087,1.1193991,1.0860007,0.86273706,1.2588074,0.9246336,1.0833119,1.0245109,1.1459278,1.2059361,0.95970726,1.0687864,1.2016896,1.0930245,0.9725712,1.0091894,0.9119326,1.0640192,0.9491554,0.8616637,1.0430994,1.1821916,0.97220534,1.1625738,1.2038789,1.046461,1.0754982,1.2142459,0.8369791,1.2171239,0.9727026,0.97388,0.8670985,1.1592487,1.1348035,0.95924115,0.6290047,1.1573348,1.0040505,0.8668506,0.65857095,0.8951585,1.0468451,0.7870414,0.97207713,1.0212266,0.98504364,0.5260736,0.76123834,1.123058,1.0150123,0.6004756,0.844704,0.0,0.9275198,1.1318103,0.97034127,1.0445169,1.08879,0.93380195,1.1963259,1.0447134,1.1566601,1.0237641,1.2264904,0.8836306,1.2066967,0.7304798,0.590531,0.9127152,0.59343284,0.5130216,1.1551517,1.047363,0.95916253,0.8750688,0.8753181,1.2299153,0.95085454,0.9369414,0.99592245,0.72114575,1.1399231,1.1017416,1.2822709,1.1074026,0.6047191,0.9264952,0.9452934,0.6872536,1.1766576,0.80554795,1.2609391,0.96004015,1.1082876,0.9211537,0.9916943,0.80912995,1.0296165,1.1391345,1.2847692,1.18016,0.6252731,1.0379125,1.099415,0.9172971,1.1842558,0.8390607,0.7711018,1.0969005,1.2604916,1.0252467,0.55096054,0.74295586,0.94672316,0.9249518,1.0197958,1.3302948,1.1849439,1.0197718,1.0152365,0.6970424,1.1688298
horse,1.2365674,0.93871504,0.85261804,1.0628693,0.9981346,0.98047864,1.1615865,0.97052336,1.2330762,1.1263789,1.2951138,0.6754365,1.1802777,1.1532921,0.9822026,1.2423341,1.0371474,1.1591771,0.83323294,1.0490562,1.1977887,1.014228,0.98860574,1.0971042,0.801958,1.0389955,0.7465868,0.99825114,0.88905704,1.1024799,0.69577014,1.1781907,1.0919315,1.0203136,1.2276511,1.2188218,0.69143194,1.2766587,0.8108567,1.1512318,1.1552912,1.158077,0.91075385,1.1135464,0.9331771,1.2440491,1.0580423,1.2114115,0.68139833,1.0117835,1.0905148,0.61834794,0.7639596,1.1423069,0.9769634,0.77360034,0.8920792,1.0500233,0.8935694,1.0517948,0.992487,0.9275198,0.0,1.0686948,1.0841273,0.8844003,1.0892345,0.7109538,1.0269548,0.8022478,0.78421575,1.1364317,1.030814,1.1181673,1.1308668,0.8693688,0.72827053,0.8711616,0.72143483,0.72734725,1.2206625,0.95865077,0.96282375,1.1089473,1.0834488,1.1805335,0.7942343,0.77103657,1.0802377,0.79891825,1.098654,0.9581757,1.1609774,1.1267333,0.8102821,1.0344052,0.8262133,0.7042848,1.0806645,0.82501024,1.230554,1.056228,0.96818584,1.1442556,1.0685519,1.0770522,1.0109993,1.1723735,1.2293916,1.0760959,0.6701857,1.0120089,0.9366657,0.863248,1.2195406,0.6971405,0.66681534,1.1901436,1.2243792,1.0584406,0.7064623,0.64072144,0.8240011,0.8304874,1.1388521,1.2523983,1.0524665,1.0116092,0.9826014,0.6146018,1.1257843
hose,0.972857,1.1566455,1.2311184,0.92195845,1.2144911,1.0609497,1.0488911,1.0923065,0.7743571,0.80543697,0.7655806,0.99111897,0.8159262,0.9771355,0.9671068,0.7753022,1.0068505,1.0011356,1.1392705,1.0980989,0.91043824,1.1826664,1.2239406,0.92268324,1.1427711,0.9299726,1.1742722,0.939745,0.970363,0.9548141,1.110275,0.8058088,0.91137826,1.2371734,0.8677835,0.93301183,1.1984507,0.8777112,1.2144698,0.99757004,1.1763673,0.89878243,1.0113825,1.0124265,0.97854954,0.9979091,0.9219465,0.9523491,1.2412448,1.2035867,1.1985848,1.2752666,1.0257314,1.057048,1.0550429,1.1203605,1.1694367,0.8333805,1.2876313,1.00291,1.0647064,1.1318103,1.0686948,0.0,0.8063865,1.2793039,0.9365708,0.95582026,1.0071552,0.9711612,1.1137186,1.1341877,0.9894814,0.85123265,0.58459544,1.1538063,1.2137439,1.1504042,1.1400027,1.0995445,1.0217527,0.91362005,1.1408498,0.97749585,0.86940855,0.9673846,1.0593264,1.1261325,1.1746535,1.1840111,1.0114207,1.0845188,0.99900496,1.0768498,1.3211168,0.88106215,0.9997545,1.122833,0.93400466,1.2212281,0.9920263,0.8215293,0.8011806,0.9213583,0.71055675,1.0250859,1.1562622,0.77226526,0.8395088,0.8602278,1.1870733,0.8928171,1.1360855,1.174838,1.0124538,1.1005837,1.2346582,0.95565784,0.90146613,1.0463121,1.2545345,1.2407434,1.1208087,1.1037685,1.0749022,0.93364424,0.88036656,1.0740103,0.9284101,1.167933,0.89327514
jacket,1.0098163,0.9058992,1.2941996,0.8896055,1.2758514,1.2099983,1.0705736,1.2335277,0.795896,0.88335633,0.5989902,0.9588389,0.77385384,0.7140274,0.83729064,0.56433415,1.0915017,1.1508104,1.1744987,1.3747631,1.0396315,1.2631807,1.2878691,0.88843036,0.94752324,0.8715707,1.1530315,0.743533,1.0410855,1.073771,1.2168022,0.7589494,0.9462969,1.325036,0.72090876,1.0474516,1.2338482,0.84457374,1.2818656,1.018022,1.2395706,0.82290345,1.067598,0.69966495,0.9466937,1.1254565,0.78870773,1.0269545,1.0289714,1.1179745,1.2885337,1.1099018,1.2443871,1.1750885,1.1532205,1.0344559,1.0036047,0.8316884,1.2579429,0.9204043,0.9878056,0.97034127,1.0841273,0.8063865,0.0,1.0337352,0.71640813,0.97577417,0.93727183,1.209816,1.237615,1.1275103,1.1089154,0.8879517,0.8659531,1.1258336,1.2207303,0.8414045,1.0334754,1.1575732,1.0729185,0.80809903,0.95066285,0.6567268,0.4757756,1.0633867,1.2465435,1.2072402,1.1562438,0.91374576,0.9903855,1.1692581,1.1951735,1.1053916,1.0548956,0.99504703,1.1029944,1.2045536,0.79720473,1.3035904,1.0886126,0.7691993,1.2636182,0.65939206,0.8152763,0.49552673,1.2803233,0.44371092,0.95580167,0.8795449,1.1882699,0.6749644,1.1906956,1.0168976,1.1382755,1.1416012,1.2454683,0.9351237,0.9878895,1.3783505,1.071345,1.1270093,1.2369394,0.8385103,1.3244121,1.1096992,0.89077485,1.1142914,0.960762,1.2508439,0.8614216
jar,1.1759523,1.0240407,0.8032452,1.286711,0.87648493,0.866418,1.097927,0.8321892,1.2293534,1.2668785,1.2982688,0.82509327,1.1309637,1.300536,1.2918755,1.2413622,0.72338176,1.0345726,0.45406425,0.77087647,0.9925824,0.9657563,0.5252835,1.1752977,0.48224002,0.93895996,0.8075701,1.0543559,0.82294834,1.1932863,0.7221439,1.0755697,1.1340282,0.86749256,0.94283694,1.2252018,0.83800966,1.066958,0.47239435,1.0306492,0.9285004,1.0153214,0.6947894,1.1869972,1.2421402,1.2715962,1.1113377,1.2420864,1.0382326,0.94061846,0.7224994,0.84021425,0.77696633,1.003739,0.64404035,1.0361801,1.03992,1.227338,0.96000046,1.1907253,1.2438122,1.0445169,0.8844003,1.2793039,1.0337352,0.0,1.1309302,0.90407777,0.6366789,0.71597296,0.85267544,0.76037943,0.8344983,1.2946808,1.2832025,1.0022277,0.98614204,0.6557677,1.1007937,0.9638838,1.3014106,0.8137739,1.1184721,1.2589207,1.1022043,1.1793599,0.77808994,0.8259032,0.68075657,0.73208725,1.229365,0.70718825,1.0950177,0.9628207,0.9164846,0.7633529,0.62276405,0.87867075,0.79378515,0.8627431,1.2633679,1.2470176,1.04445,1.289806,1.2716199,1.083499,0.7276896,1.1576082,1.2345943,1.0760517,0.9062031,1.1393088,0.5778575,1.116704,1.2483599,0.7206757,0.83800507,0.9753833,1.1533278,0.8317033,1.0379447,0.9794423,0.89955854,0.71529233,0.90580875,1.174786,1.0616914,0.89064527,0.8237914,0.86520886,1.1016766
jeans,0.7818499,0.61863965,1.4466269,0.4908762,1.2731279,1.218122,0.99167293,1.2031035,0.78143424,0.7385082,0.6058152,1.2201875,0.62579834,0.5393386,0.59926164,0.6077203,1.0128254,1.0396695,1.3065109,1.3568554,0.9701158,1.2334067,1.3630095,0.8865006,1.18659,1.0059531,1.3315965,0.8966849,1.0144414,0.94162494,1.3902051,0.86408544,0.852533,1.4021444,0.7993512,0.86944324,1.4555771,0.70524234,1.3850322,0.7848645,0.9127776,0.80568653,1.1622082,0.5745685,1.020378,1.0372922,0.9871398,0.87976617,1.0790944,1.1587023,1.2944248,1.2871035,1.2968016,1.1980416,1.0587564,1.2658844,0.7288313,0.7275686,1.1769096,0.7599927,0.6581199,1.08879,1.0892345,0.9365708,0.71640813,1.1309302,0.0,1.1200885,0.9320633,1.378139,1.039797,1.1024373,1.0983965,0.6262201,0.95825535,1.1714379,1.4194463,1.1282722,1.2355888,1.2560816,1.0399692,0.89327264,0.9968514,0.4774934,0.64883256,0.9195842,1.3276286,1.2235547,1.3013079,1.1887505,0.9072291,1.2732239,1.2072664,0.6975491,1.2465286,1.0088012,1.3062565,1.3769114,0.8657902,1.3388627,1.0343543,0.62522066,1.0027786,0.47425812,0.6819196,0.38478673,1.2103186,0.73666203,0.95983917,0.86109257,1.415821,0.80796933,1.3407779,0.9267056,1.0287607,1.3548727,1.4168409,0.8104038,0.75178355,1.3479147,1.1459845,1.3167669,1.3660331,1.1476154,1.2445694,0.93075204,1.0465528,1.0278885,0.91100496,1.3484437,0.8315888
knife,1.2274265,1.0443431,0.87914306,1.1178675,1.1538521,1.1860313,0.92864454,1.0729733,1.2248847,1.1062363,1.3163044,0.4935618,1.0857129,1.2887224,0.96950203,1.1650295,1.0338768,1.1640548,0.8331162,0.8804655,1.2458526,0.81825244,0.9790591,0.9086356,0.6014959,1.0146878,0.61585915,0.9067267,0.8284719,1.1070651,0.728325,1.107876,1.1455967,0.8928483,1.2179646,1.1030889,0.5040072,1.3771,0.8057079,1.2479454,1.3653786,1.1041213,0.77419764,1.3103708,0.97527814,1.2199154,1.1269174,1.3090327,0.834724,0.8241925,1.0184789,0.5235751,0.5050405,1.069289,1.0981997,0.6599182,1.0537971,1.1113656,1.0622118,1.2397205,1.1087372,0.93380195,0.7109538,0.95582026,0.97577417,0.90407777,1.1200885,0.0,0.95902395,0.7121708,1.0179396,1.0714653,1.0425936,1.2587206,1.1089535,0.7550921,0.8046214,0.7049885,0.69660246,0.8991854,1.2149156,0.8701912,1.1402366,1.1893418,0.8958069,1.2957293,0.46503294,0.45040894,0.9803461,0.6335248,1.1797566,0.8768896,1.1572607,1.2941177,0.8244457,1.0269116,0.6814322,0.7742434,1.0403966,0.7989606,1.2066264,1.1509669,0.92055774,1.2370957,1.1589104,1.0262408,0.9517715,0.9650842,1.2307734,1.091942,0.5795208,1.0249364,0.88786477,0.9613099,1.1448554,0.43999785,0.695063,1.3052506,1.3278973,0.92106736,0.88057095,0.6909478,0.722989,0.7046859,1.246784,1.1856682,1.0969121,1.1444883,1.0534828,0.6313902,1.0837601
ladder,1.0352212,1.0390735,1.182373,1.0144074,1.2321734,1.0356195,1.1534872,0.7253064,0.91198665,1.1058152,0.9449128,1.015062,0.6997009,1.130613,1.1781998,1.0538458,0.7995402,0.9443426,0.78788394,0.99808395,0.802486,1.1569954,0.8194455,1.1430497,0.59301686,0.89220935,1.0613923,1.0937228,0.54263645,1.1586738,0.98242474,0.61912376,1.0400105,1.1120383,0.6959924,1.116972,1.1088951,0.6210061,0.8174809,0.9556929,0.96591103,0.5924714,0.65691406,0.9967588,1.1996756,1.2356038,1.1589744,1.0911384,1.2422197,1.2140136,0.96271425,1.1884867,0.91405654,1.0775952,0.7729379,1.1946206,1.2016503,1.0427128,1.1974385,1.0950167,1.1681877,1.1963259,1.0269548,1.0071552,0.93727183,0.6366789,0.9320633,0.95902395,0.0,0.7432764,0.9797491,0.9902407,0.8293717,1.2301064,1.0321316,1.1672456,1.2396364,0.8595487,1.2288815,1.1096709,1.3035628,0.60867774,1.1415253,1.1465389,1.0070134,1.0272914,0.9106778,0.8717798,1.0736328,1.0650135,1.1037757,0.8076357,1.0406471,0.9066146,1.2683247,0.80056876,0.86536354,1.1371739,0.47730768,1.090958,1.2194569,1.0384367,0.95643026,1.0685747,1.103679,1.0191398,0.9805452,0.8429873,1.0696312,0.7551656,1.2125107,1.03672,0.80052674,1.2202599,1.2459502,0.9731019,1.1896515,0.6936994,0.90044653,0.9535946,1.2611248,1.2793918,1.0671893,0.8664337,0.9383018,0.9625048,0.9597681,0.9556004,0.59323514,1.1416332,0.7484782
lamp,1.1836452,1.2221042,0.7018007,1.3856382,0.8421184,0.8062154,1.1910596,0.92503726,1.1625371,1.2619244,1.4225621,0.6355927,1.2092705,1.5114616,1.2944756,1.3990176,0.9230284,1.1629758,0.5675,0.6037822,1.2103279,0.9521745,0.7019576,1.2174177,0.5808328,0.91590446,0.8493398,1.0171686,0.72749627,1.1520151,0.43830824,0.9589074,1.1389406,0.73623157,1.0834184,1.3151906,0.626638,1.3785295,0.51027566,1.1259036,1.1617221,0.88533795,0.64424074,1.4308281,1.070799,1.2185041,1.0813742,1.2788246,1.0401268,0.93058646,0.71554714,0.7820602,0.509313,0.90489286,0.6601735,0.93943065,1.215819,1.2859523,1.1419,1.3407261,1.3993292,1.0447134,0.8022478,0.9711612,1.209816,0.71597296,1.378139,0.7121708,0.7432764,0.0,0.99379313,0.91594857,0.8833764,1.428489,1.0992612,0.9930553,0.795547,0.6506388,0.91861653,0.7241169,1.2543942,1.0018042,1.0574096,1.4863263,1.18874,1.2927294,0.5480051,0.66078734,0.78244483,0.65258425,1.4001905,0.52937233,1.0148567,0.9961282,0.8884995,0.8052265,0.58762175,0.64765143,0.91921055,0.7522609,1.1956649,1.3116152,0.8680704,1.4514375,1.320632,1.3768942,0.8373304,1.1242386,1.1487916,1.2725286,0.6531072,1.1700437,0.5937838,1.1946683,1.1589637,0.5532777,0.71866083,1.2090592,1.2586838,0.56942815,1.0267342,0.8466708,0.65014344,0.6357449,0.9916989,1.2284689,0.96566606,0.91701686,0.8264804,0.63131815,0.9882653
meat,1.0351218,1.0830157,0.87683547,0.9908101,0.9716567,0.888772,0.8540568,0.89767444,1.1856377,1.1577919,1.2283459,1.0413778,1.1414765,1.1739515,1.1142678,1.118475,0.8437735,0.9664643,0.93877274,0.8291993,1.0822226,0.77230704,0.97524226,1.1078582,0.99898964,1.1098913,0.74002516,1.2134013,0.8886112,0.846646,1.0122133,1.2384969,1.0917372,0.8677983,1.1128997,0.90415335,0.96604973,1.157677,0.9055098,1.011196,0.8045405,1.1650225,0.9306985,1.0609071,1.0797032,0.964936,1.2589412,1.1179351,0.8982355,0.98023444,0.9223942,1.008762,0.81336266,1.0595803,0.9651285,1.1728337,0.7873069,1.2123129,1.0062999,1.1780968,0.86198944,1.1566601,0.78421575,1.1137186,1.237615,0.85267544,1.039797,1.0179396,0.9797491,0.99379313,0.0,0.87278247,0.92622286,0.9752576,1.1800255,1.0264286,1.0359765,0.83409286,1.0311916,0.957437,0.9814767,1.0728137,1.0111338,1.096238,1.0936283,1.04297,0.8734492,0.99737984,0.9562027,1.0242119,1.0724967,0.91611654,0.7717848,0.91913474,1.0893291,0.8873774,1.010332,1.0499403,1.1293781,0.9144008,0.9645703,1.0261912,0.8665305,1.1701646,1.1589991,1.1993555,0.78243333,1.2707338,0.99943805,0.9486828,1.0622799,1.2122235,0.88911426,0.8929596,0.9517608,1.0015633,0.8462411,1.0168046,1.0525391,0.8704039,0.9550816,0.96735495,1.0061146,0.88233465,0.9489801,1.0938385,1.0828872,0.9761709,1.0273051,0.9785912,1.1331005
melon,1.0145955,1.1000392,0.6907558,1.189702,0.70667243,0.7406486,0.8963968,0.9254455,1.1713684,1.0662416,1.1553053,1.0349592,1.1327394,1.1549497,1.1175257,1.1072057,0.8896601,1.0172188,0.89773536,0.7131974,1.1066717,0.73667276,0.88304687,0.9679914,1.015355,1.0825583,0.9830692,1.0905178,0.9271364,0.89756954,0.9946051,1.1579251,0.9483749,0.77693796,1.0265361,0.86126864,1.0763984,1.1006098,0.8897969,0.9820175,1.0131592,1.1197039,0.9169152,1.1617188,1.0896807,0.8665304,1.1333233,1.091845,1.0983299,0.9516453,0.65472615,1.0255392,0.9653357,0.91202056,0.9302394,1.1929294,1.0703908,1.1503282,1.0795922,1.1118649,1.1194668,1.0237641,1.1364317,1.1341877,1.1275103,0.76037943,1.1024373,1.0714653,0.9902407,0.91594857,0.87278247,0.0,1.0093613,1.0283134,1.1280651,1.0724694,1.108959,0.9250337,1.1952573,0.97719836,0.88004667,1.1570708,1.0386094,1.1616584,1.1751962,1.0868132,0.9920508,1.1220262,0.63100284,1.008761,1.1323056,0.7419009,0.79524344,0.9843991,0.9751021,0.8169755,0.96768695,0.9653291,1.1104593,1.0114094,0.85066164,1.0350004,1.0421171,1.1583185,1.0856284,1.132682,0.827461,1.1745899,1.0138456,0.945202,1.0874063,1.088596,0.9317278,1.1322377,0.8378891,1.0115213,0.95233977,1.0668228,1.0818357,0.83453536,1.1247491,1.1113727,1.1038929,0.9940129,0.9640542,1.053857,0.9600501,0.99029744,1.0933948,1.093581,1.1538211
milk,1.0565504,1.0886343,1.1518003,1.060673,1.0853895,0.95134324,1.0609759,0.7686203,0.9135256,1.1613988,1.1062733,1.0290825,1.0201648,1.159802,1.1245028,1.1196117,0.7816186,0.70233375,0.69129074,0.8767457,0.6038979,1.1063925,0.75357395,1.0581453,0.84970665,0.9103536,1.038043,1.2361349,0.8450372,1.0417335,0.95870245,0.980381,1.0455388,1.0773067,0.9785909,1.0190603,0.99811745,0.8897289,0.8366719,1.0376632,0.97146493,0.9547859,0.833449,1.0639772,1.1754572,1.120403,1.103564,1.0049438,1.1399894,1.2127494,0.9979816,1.1641589,0.9067981,1.050391,0.78492403,1.1860359,1.0721252,1.1698271,0.8690578,1.0710989,1.0965234,1.2264904,1.030814,0.9894814,1.1089154,0.8344983,1.0983965,1.0425936,0.8293717,0.8833764,0.92622286,1.0093613,0.0,1.1565502,0.97578216,1.0917264,1.1832702,0.8715589,1.1371495,1.0926999,1.1503613,0.8874434,1.1864439,1.1798692,1.1153026,0.78892154,0.8647619,0.91671306,1.0869323,1.1065404,0.9873606,0.92513835,0.99259794,1.0133792,1.195843,0.88416135,0.83925056,1.1468011,0.85563695,1.125346,1.0645192,1.0828882,0.90148807,1.1589665,1.0427277,1.1387881,0.91363084,1.0161034,0.9690675,0.9717906,1.1674448,1.1800084,0.46490073,1.0411582,1.0754826,1.0040039,1.1343548,0.86696494,1.0069866,0.88390625,1.1808553,1.1615725,0.9606527,0.8687322,0.9105863,0.9649105,0.98557204,0.92740506,0.80414057,1.0501676,1.0193454
mitten,0.7784227,0.9086717,1.3602642,0.659385,1.1222867,1.0407718,0.9615802,1.024617,0.82246554,0.7208221,0.6780105,1.3740939,0.8357736,0.57623327,0.58867824,0.5809791,1.1713423,1.0101753,1.3480257,1.318309,0.9361278,1.2397126,1.3009572,0.7001508,1.4020877,1.1228166,1.3325052,0.94654703,1.1426331,0.9079854,1.4379246,0.983935,0.6657685,1.3725814,0.9309693,0.8531111,1.4530313,0.7617376,1.3572159,0.8963064,0.8090609,1.0680985,1.3220755,0.6353844,0.9327286,0.8516989,0.9155923,0.8334979,1.0751266,1.1029186,1.2771237,1.2552812,1.2976729,1.0939083,1.1207515,1.2486327,0.4670388,0.8125441,1.1059235,0.78535926,0.6249068,0.8836306,1.1181673,0.85123265,0.8879517,1.2946808,0.6262201,1.2587206,1.2301064,1.428489,0.9752576,1.0283134,1.1565502,0.0,0.8127284,1.074421,1.3119297,1.1740942,1.205442,1.1748878,0.88014215,1.0846169,0.83288395,0.55458933,0.89219487,0.85808825,1.3766737,1.3250746,1.1783015,1.2544591,0.7475071,1.2966083,1.0417595,0.9048514,1.2149146,1.011848,1.403486,1.3536053,1.0826315,1.3224566,0.87408847,0.5708974,0.8642659,0.64511675,0.5434372,0.7925667,1.0815307,0.8938641,0.8655492,0.8274393,1.3603742,0.82376,1.3383572,0.8699898,0.9003361,1.404157,1.3215436,0.7549275,0.78838444,1.3069159,1.0896876,1.2425011,1.3735464,1.1051265,1.0987474,0.85169965,1.1090676,1.1406219,1.0468264,1.3408272,0.9847197
motorcycle,0.9093525,1.2032439,1.2406155,0.9225457,1.1731586,1.0770342,1.1574157,1.0450851,0.6156028,0.6071934,0.6953761,1.1651976,0.8241821,0.8981526,0.93261373,0.8286419,1.0414376,0.99616134,1.1304786,1.0590426,0.9052665,1.2498913,1.2080363,0.8818361,1.2487206,0.89480174,1.2802513,0.893623,1.0727483,0.9741551,1.11294,0.7885635,0.8510106,1.2123361,0.9342342,0.99180907,1.277478,0.80761784,1.219968,0.980224,1.1851134,0.9145371,1.1164035,0.915159,1.027792,0.88330305,0.860994,0.89517844,1.3339225,1.1860617,1.1761605,1.3348321,1.1080077,1.0522861,0.9765711,1.2188094,1.2557758,0.68172956,1.2972734,1.016506,1.1476166,1.2066967,1.1308668,0.58459544,0.8659531,1.2832025,0.95825535,1.1089535,1.0321316,1.0992612,1.1800255,1.1280651,0.97578216,0.8127284,0.0,1.2897859,1.2148869,1.3381786,1.2779863,1.2105517,0.8995291,0.93022776,0.9968234,0.93980104,0.9208282,0.88902307,1.1743174,1.2626593,1.1577748,1.3382416,0.8729602,1.1158149,0.86358714,1.0973752,1.3563316,0.9139802,1.0963681,1.1311175,0.8732672,1.2639275,0.8537241,0.88487035,0.8557602,0.8783541,0.673992,1.0450203,1.2172567,0.778612,0.67866236,0.86888385,1.252434,0.83573174,1.1507605,1.2653382,0.92669845,1.2308547,1.279624,0.8873733,0.806597,0.96880233,1.3397545,1.2806776,1.1464186,1.2797525,1.0817392,0.73667103,0.81059694,1.0577227,0.8894219,1.2291178,0.8444371
muffin,1.1014333,0.8719693,0.6975551,1.2248075,0.86970586,0.8936094,0.7610984,0.88421386,1.4100155,1.2097192,1.395444,0.7528558,1.3010541,1.1692328,1.0247629,1.2163382,1.1550436,1.1046355,1.1427724,1.0118959,1.2265309,0.74700606,0.8925094,0.92738277,0.9778789,1.1416025,0.46496612,1.0051883,1.1257141,1.1444341,0.876916,1.2908423,1.0019383,0.73137957,1.3358232,1.0106171,0.52592534,1.297837,0.92979187,1.2071028,1.0294054,1.3002663,1.0702432,1.2227491,0.67490625,1.1206919,0.9155331,1.1179307,0.56215787,0.639367,0.9074617,0.57968056,0.86704457,0.79511267,1.1947253,0.43815327,0.8616448,1.2087482,0.73682225,0.97545874,0.9082014,0.7304798,0.8693688,1.1538063,1.1258336,1.0022277,1.1714379,0.7550921,1.1672456,0.9930553,1.0264286,1.0724694,1.0917264,1.074421,1.2897859,0.0,0.60102856,0.9282297,0.48180318,0.76127076,1.0440702,1.1200693,0.88059855,1.1892492,1.0867221,1.1822565,0.811812,0.7380366,0.7757877,0.7529469,1.1323457,0.99760765,1.1505673,1.2047333,0.5579833,1.3299688,0.9246751,0.78622925,1.3552783,0.71590304,1.1257504,1.2393209,1.0338619,1.2214179,1.1140618,1.0187182,0.96875536,1.2391647,1.3613707,1.1504381,0.5807779,1.142877,1.0796145,0.7194874,1.0088972,0.6934551,0.49398255,1.2415707,1.3670775,1.0791274,0.53631085,0.46122122,0.7941532,0.8619442,0.9346551,1.2502718,1.1772106,1.0778402,1.2903943,0.7499002,1.2929361
nail,1.4209945,1.0256014,0.35268313,1.3648773,0.6008855,0.8195529,1.0644526,1.0043558,1.4345657,1.2038388,1.4382164,0.6340478,1.5176901,1.326457,1.1719795,1.3883822,1.1784351,1.2980771,0.7205187,0.8722956,1.3619465,0.7973179,0.8452803,1.1986797,0.8120611,1.130929,0.5546115,1.0099441,1.1126479,1.2727065,0.4932778,1.2861451,1.3183682,0.66744757,1.3524786,1.3091878,0.24261898,1.5051587,0.56362176,1.2309463,1.132999,1.2536302,1.0551074,1.262515,0.6885167,1.2195432,0.9752047,1.105415,0.51418436,0.67027664,0.76219445,0.5024785,0.6833592,1.0732652,1.0385373,0.2980196,0.9932328,1.2314196,0.7142846,1.0837669,1.1480601,0.590531,0.72827053,1.2137439,1.2207303,0.98614204,1.4194463,0.8046214,1.2396364,0.795547,1.0359765,1.108959,1.1832702,1.3119297,1.2148869,0.60102856,0.0,0.9008244,0.27643913,0.37929964,1.1247388,1.1260304,0.97170043,1.3091408,1.0748054,1.3730192,0.581792,0.61796516,0.9228437,0.57125026,1.3279617,0.83135724,1.1931088,1.2779448,0.39799047,1.1725836,0.7498145,0.33002084,1.3075018,0.45129645,1.2890681,1.3526542,1.1766398,1.3384401,1.2636275,1.1811329,1.0122323,1.3259468,1.3731079,1.3795872,0.17292655,1.1567154,0.88910764,0.806307,1.213932,0.5511864,0.33002472,1.3695252,1.4333396,0.89124215,0.34123456,0.22255772,0.32954848,0.8240484,0.9784898,1.3851693,1.1247758,1.0906351,1.0971446,0.2572742,1.3084217
napkin,1.2253404,1.0956464,0.8363147,1.2943105,0.99010307,1.026935,0.94045836,0.8887031,1.3506846,1.2503581,1.3178236,0.7557139,1.2129805,1.2802567,1.1344099,1.0412099,0.994539,1.2074047,0.58339465,0.85539985,1.2338725,0.8310244,0.7211035,1.1459774,0.48458725,0.94780326,0.7717166,1.077211,0.6790273,1.0566151,0.7399968,1.1211405,1.2171516,0.7655746,1.0162382,1.1459228,0.63066125,1.3247188,0.58600557,1.0936743,0.94677967,1.0699437,0.866439,1.1244444,1.1245376,1.3987842,1.1562817,1.37359,0.91094863,0.9103093,0.85273814,0.69746715,0.5548782,1.065087,0.99632215,0.91220903,0.7769438,1.2134733,1.1281046,1.2941518,1.2764482,0.9127152,0.8711616,1.1504042,0.8414045,0.6557677,1.1282722,0.7049885,0.8595487,0.6506388,0.83409286,0.9250337,0.8715589,1.1740942,1.3381786,0.9282297,0.9008244,0.0,0.8066841,0.8566232,1.3357319,1.0599222,1.0277687,1.1395478,0.8588127,1.3580253,0.58964455,0.73770773,0.84644955,0.5264324,1.3133914,0.6914308,1.2305372,0.96479756,0.7415492,0.8269052,0.7063996,0.9172316,1.0110393,0.90125275,1.3208386,1.0939877,0.9225694,1.2556168,1.2478249,1.0368776,0.6330196,1.0490685,1.3884971,1.1605783,0.6771072,0.9570221,0.5247648,0.9525468,1.3068075,0.58507276,0.79687303,1.0804027,1.3810272,0.8712857,0.8702944,0.88458765,0.76481915,0.09219539,1.0109884,1.4136668,1.1556213,0.9754134,0.84673035,0.7132441,1.1749715
