,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,strawberry,stroller,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
cat,0.81818926,0.92288756,1.1546965,0.96733165,1.1901785,1.2515686,1.1641074,1.2262443,0.9186091,0.529407,0.75408816,0.8879023,0.8080029,0.99641776,0.79229724,0.7733288,1.1505566,1.2402202,1.1628362,1.2437031,1.2124454,1.0565277,1.1988739,0.9924643,0.97033846,0.94488144,1.0906963,0.0,1.0999489,1.1482449,1.0015881,0.8742644,1.0378284,1.0076126,0.70779085,1.0864351,1.1076162,1.0023327,1.2133048,0.48279345,1.1153674,0.89061296,1.064138,1.0407153,1.0123875,1.1775796,0.7622822,1.0271281,1.0365186,0.7692798,1.0841694,0.8812321,1.0696998,0.9944516,1.0829077,0.91673774,0.98994476,0.58402777,1.2761307,0.8813615,1.0621743,0.8616637,0.99825114,0.939745,0.743533,1.0543559,0.8966849,0.9067267,1.0937228,1.0171686,1.2134013,1.0905178,1.2361349,0.94654703,0.893623,1.0051883,1.0099441,1.077211,1.0280794,1.0696868,1.1500146,0.9017851,0.77535135,0.95111454,0.7886238,1.1860018,1.1267204,1.0780627,1.012382,0.7821791,1.1143782,1.1008393,1.3085221,0.71268904,1.0024791,1.088725,0.9984514,0.9639836,0.9094642,1.044106,1.162956,1.0137115,1.2482358,0.95338213,1.0010178,0.9070419,1.1522465,0.7627077,1.1427691,1.1209217,0.95373833,0.4428178,1.1964145,1.1062055,1.1616638,0.96946114,1.0895901,1.1011847,1.0497509,1.2074685,1.0183924,1.0333301,1.1207092,1.0716736,1.2470645,1.0700214,0.94566023,1.072501,1.0694392,1.0836074,0.8876777
chair,1.1714705,1.1683078,1.0550275,1.1245102,1.1477677,1.0080161,1.1639725,0.7609,1.0736928,1.1679466,1.0611839,0.96520156,0.807152,1.2739704,1.210114,1.1081116,0.9260418,1.0367905,0.62310284,0.8202346,1.0085083,1.1105516,0.860857,1.2435986,0.582475,0.6406302,1.0514672,1.0999489,0.0,1.077261,0.9121802,0.8827619,1.1351612,1.0447689,0.7598623,1.2347295,0.9483536,0.942367,0.7338479,0.9608155,1.0328805,0.7995702,0.82343304,1.1314325,1.1640387,1.2389603,1.1639572,1.1994188,1.2084023,1.205964,0.9741469,1.0836009,0.665965,1.1997163,0.7969935,1.1232957,1.0608344,1.0764995,1.3039383,1.1513772,1.2704499,1.0430994,0.88905704,0.970363,1.0410855,0.82294834,1.0144414,0.8284719,0.54263645,0.72749627,0.8886112,0.9271364,0.8450372,1.1426331,1.0727483,1.1257141,1.1126479,0.6790273,1.1431547,1.0130959,1.324188,0.8744317,1.2191775,1.2026299,0.9692247,1.171979,0.66994303,0.7916199,1.1726401,0.9845151,1.1159978,0.8117007,1.0038148,0.8824439,1.0541756,0.6113552,0.86903876,1.0046366,0.74543095,1.0612206,1.227344,1.0373906,0.861595,1.1740167,1.107855,1.1626753,0.8878168,1.0131187,1.1317097,0.8720313,0.97799,0.9948484,0.723401,1.2680869,1.2258525,0.78588474,1.0482916,0.86688787,0.86008525,0.7843735,1.2038186,1.2046013,0.9691469,0.74229515,0.9532879,1.115039,0.899237,0.6948073,0.6565399,0.9180887,0.791054
chips,0.8061288,1.1390622,1.1742494,0.8644887,1.057333,1.0525674,0.5742338,1.1996185,0.9222861,1.0230591,1.0242194,1.2350075,1.0529801,0.88369197,0.9906707,1.0204835,1.0738391,0.90364015,1.1916113,0.97521156,1.0185959,0.62711644,1.2042443,0.9367752,1.2242463,1.0921245,1.1510322,1.1482449,1.077261,0.0,1.1807754,1.026918,0.8835169,0.9099737,1.1747129,0.31987572,1.2447582,1.0363353,1.2173615,1.0046515,1.0559936,1.0249375,1.22138,0.95406157,1.1004602,0.55972433,1.1241034,0.9584778,1.2173848,1.0614201,1.0620269,1.2350783,1.1257772,0.9796893,1.0427855,1.3056142,1.098128,0.98068184,0.97249424,0.95728153,0.9217424,1.1821916,1.1024799,0.9548141,1.073771,1.1932863,0.94162494,1.1070651,1.1586738,1.1520151,0.846646,0.89756954,1.0417335,0.9079854,0.9741551,1.1444341,1.2727065,1.0566151,1.2063686,1.1353922,0.5035074,1.1951641,1.1234291,0.9323198,1.0114316,0.7646608,1.1692872,1.1674123,1.0678736,1.3352711,0.80288553,1.1243441,0.650162,0.94987524,1.2527634,0.9970379,1.3125393,1.2189747,1.0789893,1.1518078,0.4788829,0.81916916,0.8799805,0.93302876,1.0412223,1.0646077,0.9560832,0.97655064,0.6759117,0.8151619,1.3212858,1.01725,1.1051934,1.1339017,0.5151669,1.2830188,1.2235336,1.0462937,0.8414395,1.0779587,1.2678602,1.2178861,1.1580982,1.2294805,1.034127,0.82800984,0.8996562,0.99440277,1.1857034,1.3261299,0.9362365
clock,1.3267851,1.2436209,0.5099665,1.4481038,0.86526185,0.90689564,1.2109213,0.9302978,1.3536596,1.2531477,1.4261609,0.4098767,1.3925464,1.4926574,1.2790608,1.3667649,1.0199517,1.1742063,0.5622661,0.74253005,1.2184925,0.7848841,0.7704344,1.1795936,0.60691,0.9462445,0.7159302,1.0015881,0.9121802,1.1807754,0.0,1.0827109,1.3024755,0.63518494,1.1695597,1.3113277,0.40158302,1.4108918,0.51344705,1.2051915,1.1890929,1.0573354,0.80408025,1.3655105,1.0580435,1.2614776,0.96222854,1.2240373,0.96294564,0.7046134,0.640397,0.6339053,0.6123102,1.0045098,0.8485533,0.7039951,1.2720289,1.1479557,0.8879871,1.2626269,1.4231988,0.97220534,0.69577014,1.110275,1.2168022,0.7221439,1.3902051,0.728325,0.98242474,0.43830824,1.0122133,0.9946051,0.95870245,1.4379246,1.11294,0.876916,0.4932778,0.7399968,0.7193068,0.63298917,1.2231386,0.97994566,1.1524025,1.4146669,1.0791854,1.2966082,0.5722381,0.62929857,0.8736693,0.5597682,1.3112563,0.5868278,1.1283401,1.1769958,0.7647841,1.0186312,0.54063606,0.47960478,1.0356249,0.49312556,1.2227409,1.3198656,1.0705347,1.4505843,1.3708795,1.3072519,0.98417693,1.1749985,1.2928042,1.3172807,0.4671936,1.1123878,0.6159582,1.1887336,1.1908473,0.51300615,0.51262724,1.3264499,1.3462644,0.7396507,0.8740978,0.68824846,0.37644577,0.64346397,0.99025846,1.3061833,0.96178794,0.9433766,1.0394922,0.4860869,1.1047101
closet,1.0542066,1.0406038,1.3597556,0.7737044,1.3889561,1.2439384,1.2374883,1.1013408,0.44338918,0.80854857,0.49071193,1.042523,0.5178042,0.9013276,1.0542986,0.78102285,1.0181016,1.0554559,1.1629096,1.255209,0.8116752,1.2541685,1.240093,1.0231285,0.7872524,0.7932071,1.3032978,0.8742644,0.8827619,1.026918,1.0827109,0.0,0.9027145,1.3015991,0.5659334,0.97159666,1.3301947,0.60450983,1.2101636,1.0004808,1.2791564,0.18269086,0.7627411,0.8104913,1.1005424,1.051963,0.9158986,0.8696208,1.2583201,1.2847896,1.2592849,1.2301178,1.2321601,1.2502991,0.96348655,1.2084987,1.3054404,0.71473193,1.3242643,0.865162,1.0787681,1.1625738,1.1781907,0.8058088,0.7589494,1.0755697,0.86408544,1.107876,0.61912376,0.9589074,1.2384969,1.1579251,0.980381,0.983935,0.7885635,1.2908423,1.2861451,1.1211405,1.2699428,1.241712,1.0927247,0.5232028,1.0262583,0.8699053,0.79038274,0.9323258,1.2360023,1.1560464,1.2554721,1.127987,0.9524354,1.141116,1.0865036,1.013204,1.308707,1.0580274,1.1124128,1.2349269,0.2806425,1.2864681,1.0540352,0.8963566,1.1848048,0.8292384,0.97945803,0.8612646,1.2911174,0.42538238,0.790856,0.9448606,1.3469068,0.7700294,1.1175078,1.2040347,1.0860066,1.2318196,1.3941252,0.98327875,0.6470841,1.1970707,1.2926102,1.3205277,1.1809895,1.0967579,1.2950819,0.93125993,0.7910788,0.9606663,0.80561346,1.3441097,0.4422763
comb,0.86019206,1.0108701,1.2156096,0.85281426,0.97565114,0.9849673,0.9748614,0.8219761,0.7304746,0.83237517,0.80298686,1.2884884,0.73457056,0.8373306,0.82159823,0.84592676,1.0146103,1.0019449,1.2932656,1.0135169,0.8999643,1.013865,1.137907,0.8369727,1.2888371,1.1499475,1.2092296,1.0378284,1.1351612,0.8835169,1.3024755,0.9027145,0.0,1.0626203,0.98752254,0.6932177,1.3430114,0.744046,1.2440097,1.0995076,1.1500859,0.9470886,0.99558216,0.9516057,1.0426798,0.7174445,0.9130887,0.91519225,1.1223375,1.0488138,1.1837265,1.1404263,1.2252401,0.98771805,1.0557355,1.2536446,0.9225769,0.9449042,0.96466935,0.9901708,0.8896439,1.2038789,1.0919315,0.91137826,0.9462969,1.1340282,0.852533,1.1455967,1.0400105,1.1389406,1.0917372,0.9483749,1.0455388,0.6657685,0.8510106,1.0019383,1.3183682,1.2171516,1.2625527,1.1941996,0.7589458,1.0382783,0.7926715,0.9218359,1.0955477,0.8594819,1.3038223,1.2257873,0.9051533,1.1857064,0.8990557,1.2770213,0.8101996,1.0442607,1.1774591,1.0765038,1.2566738,1.1955792,1.0348772,1.2987738,0.7627641,0.9605498,1.0373348,0.9027084,0.6846417,0.96215826,1.023329,0.9228572,0.7060995,0.9331141,1.2888064,0.9756965,1.1998767,0.9407486,0.7612925,1.2860911,1.2263492,0.9460078,0.8152301,1.0729477,1.2027771,1.1213102,1.332691,1.1968629,1.1245334,0.7442054,1.0676408,1.1153263,1.1800084,1.3112131,1.0189693
cookie,1.0387788,1.1985023,0.5164737,1.4290805,0.6504821,0.83545005,0.76770616,0.8720813,1.4164507,1.1768031,1.4601054,0.82795566,1.3659173,1.3932502,1.2367213,1.3447074,0.9747057,1.1189978,0.8245781,0.64501727,1.2436993,0.30038863,0.7799269,1.2051468,0.97917,1.1570797,0.6974991,1.0076126,1.0447689,0.9099737,0.63518494,1.3015991,1.0626203,0.0,1.2934768,0.8691125,0.5518966,1.3919046,0.72761005,1.0546412,0.9614641,1.2638688,0.9298547,1.3559166,1.0735421,0.9741299,1.0676634,1.205723,0.93556124,0.53530174,0.58546644,0.6747689,0.6891826,0.74505913,1.0721755,0.81221366,1.1064725,1.2151619,0.811979,1.290763,1.2961515,1.046461,1.0203136,1.2371734,1.325036,0.86749256,1.4021444,0.8928483,1.1120383,0.73623157,0.8677983,0.77693796,1.0773067,1.3725814,1.2123361,0.73137957,0.66744757,0.7655746,0.8331419,0.80542785,0.89570534,1.272146,0.8153327,1.4536674,1.2885293,1.2404423,0.70897305,0.78001845,0.54594296,0.80926424,1.2315646,0.75977314,0.88855183,1.057172,0.6227851,1.0501722,0.8044524,0.68463755,1.3065916,0.67068297,0.9533138,1.414295,1.0436978,1.4374002,1.2531643,1.3652706,0.7337022,1.4123535,1.232179,1.2787151,0.57813114,1.1566517,0.73896116,0.96807563,0.91322285,0.67667985,0.60436493,1.2924962,1.3220323,0.68743664,0.8434665,0.72821516,0.66495377,0.8078058,0.8096182,1.0945026,1.0187197,0.97570425,1.1677811,0.71343786,1.297354
couch,0.9167927,1.013885,1.3528788,0.86723256,1.3170174,1.2141496,1.3114125,1.0084633,0.6783404,0.82542616,0.34633815,1.0486273,0.42840052,0.8898762,1.0201907,0.47138768,0.8727797,0.96470106,1.0596334,1.1845685,0.7484543,1.3145033,1.0181205,1.0321239,0.8170024,0.77875125,1.2947875,0.70779085,0.7598623,1.1747129,1.1695597,0.5659334,0.98752254,1.2934768,0.0,1.1025505,1.3997734,0.51527077,1.1924937,0.6353598,0.9248565,0.61477476,0.776893,0.8363131,1.2227293,1.2063413,0.98917174,0.92851794,1.314991,1.1730952,1.1407094,1.2214284,1.2804277,1.1178361,1.0311521,1.2458682,1.0778351,0.7714633,1.2837875,0.9466134,1.1081496,1.0754982,1.2276511,0.8677835,0.72090876,0.94283694,0.7993512,1.2179646,0.6959924,1.0834184,1.1128997,1.0265361,0.9785909,0.9309693,0.9342342,1.3358232,1.3524786,1.0162382,1.361552,1.2942901,1.2578642,0.62263995,0.99282014,0.78494203,0.7998319,0.94194686,1.2838017,1.2953788,1.0627216,0.8289325,0.97912574,1.11631,1.1706628,0.7718965,1.2927887,0.86683464,0.9611424,1.2982479,0.54405916,1.2422123,1.2055459,0.8605547,1.2265741,0.79881907,0.9161629,0.8001447,1.109455,0.59514815,0.9858012,0.75446737,1.3182343,0.72574043,1.0894856,1.1929884,1.2470824,1.2060392,1.3980653,0.6663724,0.6614617,1.1781466,1.2919693,1.3943596,1.2706447,1.0016118,1.0401101,0.9199661,0.9818903,0.92414904,0.73274076,1.3227572,0.67529505
cracker,0.7846037,0.98593014,1.2424147,0.76387966,1.075962,1.0964218,0.41968393,1.1054327,0.84003174,0.8630954,0.89572716,1.2762495,0.85804904,0.8565413,0.94772065,0.91940385,1.1042153,0.8993612,1.3734446,1.06095,0.89800555,0.42396617,1.2029402,0.867942,1.3246434,1.2201246,1.066068,1.0864351,1.2347295,0.31987572,1.3113277,0.97159666,0.6932177,0.8691125,1.1025505,0.0,1.2881522,0.87812394,1.3056879,1.0309367,1.0679908,0.9938052,1.1824136,0.9382756,1.1423295,0.56101406,1.066003,0.924394,1.1313719,1.0469128,1.1475686,1.1459321,1.2931254,0.97635907,1.198137,1.2670544,1.0317156,0.9219621,0.9066814,0.9433985,0.80745345,1.2142459,1.2188218,0.93301183,1.0474516,1.2252018,0.86944324,1.1030889,1.116972,1.3151906,0.90415335,0.86126864,1.0190603,0.8531111,0.99180907,1.0106171,1.3091878,1.1459228,1.242085,1.2255471,0.44671977,1.0735811,0.9985407,0.956588,1.0424865,0.7810713,1.3031365,1.1571124,0.92232037,1.3225359,0.832247,1.2814729,0.7007911,1.0165102,1.2123411,1.147829,1.3403113,1.2764131,1.0881686,1.1939086,0.5025062,0.91092205,0.9844333,0.9377299,0.9390137,0.9715998,0.90131795,0.9674732,0.6981434,0.817423,1.3784637,0.99903786,1.1999217,0.8967664,0.501839,1.3876717,1.2502925,1.0766174,0.8431009,1.1781571,1.2173578,1.2057395,1.2412964,1.2659671,1.0763117,0.82323194,1.0404607,1.1203951,1.2420305,1.4482461,0.9952831
crayon,1.3809927,1.1406591,0.346206,1.4591975,0.71599114,0.86080223,0.9136443,0.8732315,1.5262067,1.3410552,1.5977261,0.4714551,1.5029852,1.543956,1.2412716,1.4572487,1.1004057,1.1970888,0.57903826,0.7850431,1.3452982,0.6943761,0.715607,1.207881,0.6640335,1.0559362,0.35305476,1.1076162,0.9483536,1.2447582,0.40158302,1.3301947,1.3430114,0.5518966,1.3997734,1.2881522,0.0,1.5758809,0.43402982,1.3143092,1.1543393,1.308238,0.94859827,1.4605994,0.88705224,1.3679945,1.0308968,1.3066149,0.6457975,0.53311634,0.6259987,0.41194606,0.37206137,0.9348793,1.0894451,0.39790785,1.0194205,1.3066083,0.6854956,1.319973,1.3113338,0.8369791,0.69143194,1.1984507,1.2338482,0.83800966,1.4555771,0.5040072,1.1088951,0.626638,0.96604973,1.0763984,0.99811745,1.4530313,1.277478,0.52592534,0.24261898,0.63066125,0.4072466,0.62540984,1.2720102,1.121573,1.062182,1.4728608,1.1695473,1.3865159,0.26828647,0.34365678,0.84218913,0.49080873,1.343362,0.6136011,1.1993893,1.3130473,0.4274699,1.1313983,0.5991465,0.4940983,1.2968981,0.38207686,1.3344235,1.419137,0.92778736,1.5333133,1.3584752,1.3147254,0.82785106,1.3234291,1.4632912,1.3189216,0.15796542,1.202098,0.64059305,0.82916486,1.2968585,0.28977364,0.29924572,1.3313797,1.5193645,0.8231051,0.54405046,0.29928225,0.19097853,0.559452,0.88685685,1.3816835,1.1144155,1.0330596,0.99775773,0.27642888,1.3566902
crib,0.7439133,1.0074452,1.4893862,0.7592279,1.3072678,1.1186099,1.142087,0.6310222,0.50960326,0.8119916,0.44929516,1.3405259,0.4114498,0.7616538,0.97089267,0.61757874,0.841331,0.7004992,1.2344985,1.1742785,0.3506233,1.3261461,0.87115455,0.9218649,1.0692489,0.8590569,1.3941276,1.0023327,0.942367,1.0363353,1.4108918,0.60450983,0.744046,1.3919046,0.51527077,0.87812394,1.5758809,0.0,1.2919261,0.7889428,0.8272641,0.6984126,0.88655865,0.74754906,1.2404647,0.95890385,0.93461204,0.8484463,1.4361055,1.3359725,1.2171953,1.4477153,1.456881,1.0464629,1.0473577,1.4030702,1.0922536,0.74878657,1.0494537,0.8493706,0.97305983,1.2171239,1.2766587,0.8777112,0.84457374,1.066958,0.70524234,1.3771,0.6210061,1.3785295,1.157677,1.1006098,0.8897289,0.7617376,0.80761784,1.297837,1.5051587,1.3247188,1.5300419,1.4426396,1.0312519,0.66224617,1.0878218,0.7960372,0.99691015,0.6151298,1.4760996,1.3962351,1.1693856,1.3610039,0.66940093,1.3079643,0.91438174,0.8138139,1.4707355,0.86833596,1.1092478,1.4549482,0.5821656,1.3283641,0.9614679,0.75287724,1.0416385,0.76466244,0.69688016,0.8382694,1.140513,0.7050196,0.73582053,0.5184957,1.5769835,0.87861204,1.1751788,1.1709752,1.0412128,1.444044,1.5334932,0.3697976,0.5245535,1.1756675,1.4459305,1.5476177,1.3975492,1.3089365,0.75942457,0.52393335,0.9879098,1.015358,0.80417657,1.5386724,0.77858424
cup,1.44245,1.1395159,0.49989843,1.4178644,0.65739965,0.6337033,1.095121,0.70561844,1.357022,1.3166256,1.5328751,0.71734154,1.3463874,1.5363293,1.3242229,1.5104277,0.9639064,1.2265592,0.22614014,0.49788207,1.1850562,0.8508637,0.385301,1.3495225,0.47435915,0.99244696,0.61063385,1.2133048,0.7338479,1.2173615,0.51344705,1.2101636,1.2440097,0.72761005,1.1924937,1.3056879,0.43402982,1.2919261,0.0,1.1669337,1.0237895,1.1570656,0.8441598,1.3890336,1.1528887,1.2802268,1.2042412,1.3093393,0.9341985,0.8756168,0.67201334,0.70067006,0.48055232,1.0937274,0.67115855,0.81027794,1.00528,1.3430046,0.9318086,1.384134,1.3733394,0.9727026,0.8108567,1.2144698,1.2818656,0.47239435,1.3850322,0.8057079,0.8174809,0.51027566,0.9055098,0.8897969,0.8366719,1.3572159,1.219968,0.92979187,0.56362176,0.58600557,0.8023993,0.72310257,1.2577777,0.9979313,1.2127659,1.4820526,1.1929123,1.3762984,0.45817614,0.6285223,0.7908312,0.6789333,1.4379361,0.63493544,0.9806958,1.0856901,0.6861898,0.75334245,0.52609,0.62648416,1.0171105,0.62995684,1.2474327,1.3698325,0.91088116,1.4968257,1.3088372,1.3512335,0.6338335,1.3337308,1.2860827,1.2531873,0.48640823,1.1884303,0.37972826,1.0439218,1.242211,0.46540463,0.544707,1.1459432,1.2549106,0.604891,0.85550904,0.6969241,0.41117638,0.629853,0.7659972,1.2661391,1.1330471,0.96063113,0.77313966,0.45300537,1.2642124
dog,0.59190756,0.9161589,1.214519,0.8801663,1.0943608,1.0639238,1.1038837,1.0887734,0.94339764,0.7470405,0.7383949,1.2473006,0.7119604,0.85829866,0.9128181,0.7870426,0.9666583,0.94035447,1.0865058,1.1269946,0.9432825,1.1299502,1.0818511,1.0524579,1.1632,0.92645216,1.2908223,0.48279345,0.9608155,1.0046515,1.2051915,1.0004808,1.0995076,1.0546412,0.6353598,1.0309367,1.3143092,0.7889428,1.1669337,0.0,0.6776306,0.95170903,1.1150682,0.85848784,1.1444573,1.099761,1.0583109,0.8506319,1.2173388,0.9804388,1.020664,1.2481972,1.1514411,0.8920886,0.95167375,1.1989111,0.94380116,0.8017715,1.1563867,0.79835105,0.982164,0.97388,1.1512318,0.99757004,1.018022,1.0306492,0.7848645,1.2479454,0.9556929,1.1259036,1.011196,0.9820175,1.0376632,0.8963064,0.980224,1.2071028,1.2309463,1.0936743,1.2722327,1.1912686,1.1286077,1.023273,0.961754,0.8899145,1.0233952,0.9378611,1.1888396,1.1769258,1.0477484,1.1298773,0.9441241,1.021555,1.1390387,0.24819577,1.1970599,0.8678633,1.111246,1.1929468,0.92475957,1.1260707,1.1066654,0.82806134,0.9668418,0.8307336,0.90737486,0.91941166,1.001759,1.0685397,1.089237,0.9109524,1.2211934,0.7271575,1.0958656,1.1466787,1.1373703,1.2242483,1.3004129,0.7664211,0.8161346,1.0303713,1.1823328,1.3034596,1.2109318,1.1707681,0.87430465,0.82338166,1.0227793,0.92779756,0.83403707,1.2108129,0.91155404
doll,0.66303265,0.9304425,1.0293878,0.98116124,0.8255684,0.84943634,0.9289246,0.7812197,1.1780005,1.10717,1.0129944,1.2728064,1.0681438,0.8862887,1.1054977,0.88312197,0.91204333,0.7042021,0.9832679,1.0367398,0.77445734,1.0813627,0.7944827,1.0714273,1.233098,1.0440639,1.1510887,1.1153674,1.0328805,1.0559936,1.1890929,1.2791564,1.1500859,0.9614641,0.9248565,1.0679908,1.1543393,0.8272641,1.0237895,0.6776306,0.0,1.2239478,1.1017874,0.8643989,1.1289049,1.0681351,1.0733862,0.93263924,1.0118413,0.9718589,0.8606214,1.16862,1.0666747,0.6490617,0.96411246,1.1625131,0.6467281,1.0382782,0.8411797,0.9769629,0.7985296,0.8670985,1.1552912,1.1763673,1.2395706,0.9285004,0.9127776,1.3653786,0.96591103,1.1617221,0.8045405,1.0131592,0.97146493,0.8090609,1.1851134,1.0294054,1.132999,0.94677967,1.1363823,1.0508888,1.0820473,1.2111089,0.9522118,0.7910919,1.1547571,0.8188855,1.0733707,1.0512053,0.9414093,1.1152595,0.8526263,0.96620625,1.0639658,0.6238192,0.9804816,0.8541565,1.0742309,1.1529765,1.1971492,0.9789296,1.110466,0.91442734,0.74972427,0.92874134,0.95672566,1.0190495,0.72094655,1.3231196,1.1612762,0.8717823,1.1434681,1.1514249,0.93359965,0.9347415,1.1415842,1.1476222,1.1027621,0.5464123,0.99455684,0.8564962,0.96846575,1.1924664,1.1408288,0.95851326,0.4074819,0.88972616,1.1842175,0.9073011,0.9053477,1.0865458,1.163688
door,1.0690261,1.0087249,1.3331584,0.7530814,1.3193567,1.18183,1.1934346,1.1071361,0.50727236,0.93792915,0.6177422,1.079234,0.57526654,0.9260068,1.0607361,0.90404046,0.9777221,1.0910459,1.1171396,1.2195088,0.8970637,1.2310067,1.1922565,1.0888727,0.760177,0.7347719,1.2820963,0.89061296,0.7995702,1.0249375,1.0573354,0.18269086,0.9470886,1.2638688,0.61477476,0.9938052,1.308238,0.6984126,1.1570656,0.95170903,1.2239478,0.0,0.7639375,0.78982586,1.0428562,1.0732292,0.97043836,0.8863765,1.2169045,1.2827935,1.1957598,1.2630718,1.170505,1.251497,0.88682055,1.2120978,1.2801819,0.8541089,1.3380935,0.87139255,1.0371066,1.1592487,1.158077,0.89878243,0.82290345,1.0153214,0.80568653,1.1041213,0.5924714,0.88533795,1.1650225,1.1197039,0.9547859,1.0680985,0.9145371,1.3002663,1.2536302,1.0699437,1.2342869,1.1533532,1.1361012,0.5767612,0.98495543,0.89723796,0.821329,0.9678727,1.1855258,1.1161282,1.2639835,1.143746,1.0275638,1.0836887,1.1130536,0.88933444,1.3060364,1.0037596,1.1204396,1.146584,0.29230452,1.2434473,1.0961243,0.8967832,1.1360183,0.8333271,1.0410051,0.86796117,1.2391322,0.4912578,0.8341579,0.9982331,1.3307451,0.8606452,1.0904722,1.213661,1.1042612,1.2129794,1.335804,1.0037897,0.67550117,1.1137558,1.2743871,1.2980174,1.1799802,1.073311,1.2796764,0.9818564,0.874191,0.80893505,0.72142375,1.2763336,0.41794705
drawer,1.158946,1.0545796,1.0133704,1.2296743,1.0626496,1.0386561,1.212353,0.720309,0.9373103,1.1219515,1.0901278,0.76676315,0.812101,1.2958348,1.1308277,1.1093395,0.50543916,0.96848804,0.8175353,0.82649696,0.7932627,1.0872157,0.73467284,1.0769976,0.6019334,0.9714887,0.937767,1.064138,0.82343304,1.22138,0.80408025,0.7627411,0.99558216,0.9298547,0.776893,1.1824136,0.94859827,0.88655865,0.8441598,1.1150682,1.1017874,0.7639375,0.0,1.2369951,1.109748,1.1626056,1.1482898,1.1798464,1.0180739,1.1051408,0.9906375,0.855924,0.7983341,1.0186142,0.94022024,1.0021862,1.1887869,1.1995676,1.0816529,1.268516,1.1844686,1.1348035,0.91075385,1.0113825,1.067598,0.6947894,1.1622082,0.77419764,0.65691406,0.64424074,0.9306985,0.9169152,0.833449,1.3220755,1.1164035,1.0702432,1.0551074,0.866439,1.0624056,0.9742644,1.2846804,0.5633832,0.9645889,1.2583677,1.1843106,1.123427,0.8049077,0.91815495,0.82672215,0.7950735,1.2306095,0.9579536,1.0216129,1.0923948,1.0352778,0.8560722,0.5464036,0.8863765,0.71464545,1.0355219,1.2067497,1.2543732,1.0618773,1.245295,1.0849168,1.1239241,0.93039817,0.9335355,1.072249,1.0728562,0.9638402,1.1424336,0.82033324,1.0977558,1.2036481,0.7827206,0.94382733,1.0105039,1.1507716,0.7970743,1.0507112,1.0220212,1.056353,0.8265852,1.0078183,1.0456963,1.065023,0.96660954,0.8483383,0.8727344,1.054839
dress,0.90749913,0.712824,1.3792195,0.526296,1.2335081,1.156906,1.0709784,1.2267183,0.77506423,0.95530957,0.5653795,1.2744317,0.7709074,0.24660432,0.6826949,0.6360898,1.09118,1.0351192,1.3004053,1.4549342,0.93170494,1.2709877,1.3809774,0.84218097,1.2168303,1.0608307,1.3416815,1.0407153,1.1314325,0.95406157,1.3655105,0.8104913,0.9516057,1.3559166,0.8363131,0.9382756,1.4605994,0.74754906,1.3890336,0.85848784,0.8643989,0.78982586,1.2369951,0.0,0.97833073,0.9091915,1.024819,0.63707364,1.0373124,1.3004403,1.2937841,1.2837151,1.472833,1.2176626,1.074308,1.1813203,0.85700846,0.92011607,1.169672,0.5448157,0.72212344,0.95924115,1.1135464,1.0124265,0.69966495,1.1869972,0.5745685,1.3103708,0.9967588,1.4308281,1.0609071,1.1617188,1.0639772,0.6353844,0.915159,1.2227491,1.262515,1.1244444,1.0559462,1.1255889,0.9062189,0.8495297,0.9574807,0.28635788,0.64722794,0.8578633,1.4699965,1.3863963,1.3258879,1.2877346,0.71513253,1.2523348,1.1025903,0.8683263,1.1909301,1.0944701,1.374619,1.289469,0.80978304,1.326904,0.92940736,0.5336162,1.2214477,0.2849847,0.76395005,0.46608835,1.3449354,0.7302552,0.88630235,0.88612145,1.3988384,0.93511987,1.2565424,0.9266113,0.9452182,1.4748628,1.360101,0.83535945,0.7696063,1.4390082,1.037001,1.2866147,1.3397617,1.0895966,1.2190572,0.97380245,1.0181662,1.044534,0.9291317,1.314168,0.77745765
