,alligator,ankle,apple,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,muffin,nail,napkin,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,sock,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,vacuum,watch,window
jacket,0.8397056,0.94112897,1.3622676,1.2679344,1.1820853,1.2666067,0.723885,0.8358817,1.2552712,0.622663,1.4171165,1.0473226,0.7137979,1.2720022,0.74991703,0.8671867,1.02223,1.2530497,1.3824857,0.81340766,1.173479,1.1030095,1.3147321,1.255741,1.2704725,1.0486343,1.0006175,0.98282707,1.0419918,0.84959745,0.34255898,1.0751853,1.1641674,1.2187256,0.6212996,1.1272669,1.4096661,0.6603865,1.3729128,0.90173817,1.1417907,0.7067369,0.79276675,1.1313921,1.2848341,1.0083742,1.1067555,0.8048669,1.065063,1.2768348,1.0578355,0.8134288,1.4039702,0.9695248,0.95546424,1.3542212,1.0006435,1.100125,1.092819,0.79604053,0.87000734,0.9705982,0.9694281,0.8467723,0.0,0.8715924,0.5316961,1.0579431,0.8480621,1.3921432,1.3213547,0.8287881,0.69938076,0.7981554,1.2359055,1.1520158,1.3709784,1.0510844,1.310646,0.64700997,1.1870246,0.5312725,0.6885934,1.1359684,1.31237,1.3109123,1.1748935,0.8573828,1.2139815,1.1738647,0.93070436,1.146965,1.0471379,1.0799284,0.87285006,1.1351018,0.6633841,1.0753714,0.72102165,1.2026563,0.49535334,0.7433862,0.94858426,1.2024593,1.2779479,0.94913083,1.2328948,1.0442443,0.95080745,0.98331374,1.3395028,0.7392865,0.5544604,0.71483946,1.3547049,1.1590838,1.0635194,1.3105199,1.3251667,1.0045401,0.88447887,1.2212932,0.7508106,1.1286265,1.3907009,0.6959571
jar,0.884601,0.9882992,1.1952463,1.0992364,0.85502243,1.1176488,0.7350842,0.8328141,1.0800499,0.9190903,1.2716103,1.2109718,0.9399339,1.2688682,0.9669458,0.9824359,0.91344875,0.7084148,1.1395891,0.87745476,0.9534055,0.49615186,1.2313504,1.2971784,1.1465914,0.8183645,0.9851585,1.1168796,0.8329356,1.0045958,1.0021572,1.0094668,0.88942367,1.0036628,0.9467679,1.1053624,1.2032945,0.8598893,1.1131295,0.95776224,1.1610591,1.078578,0.8503928,1.0283215,1.2332864,1.0986109,0.9845552,0.94037807,1.055512,1.0956483,1.1471193,1.1613336,1.3016849,0.54802525,0.71443594,1.3168135,1.0349361,1.0642477,1.0194813,1.0167843,0.87342376,1.0951651,1.0847145,0.9496869,0.8715924,0.0,0.998465,1.1459368,0.94587713,1.1986539,1.0960948,0.6987858,0.83158195,0.9321494,0.97354454,1.0793043,1.3350039,1.0374979,1.0078868,0.8689218,1.0812896,0.91683596,1.0139717,1.0450807,1.2520661,1.2353483,1.0410361,1.01318,1.2509238,1.0080261,1.0886787,0.8000504,1.071252,0.8528335,0.8597893,1.0575901,0.89222836,1.0508326,1.0577698,0.73807794,0.8927219,0.9373411,1.1822863,1.1790893,1.0839583,0.7399372,1.2179674,1.1512898,0.99489737,0.9847849,1.1945747,0.91135156,0.8535986,0.6732644,1.2039105,1.1807101,1.0302385,1.2088573,1.2961837,0.71572363,0.7031797,1.0605699,0.94867957,1.079319,1.2420536,1.0300212
jeans,0.87529266,0.74191505,1.3827915,1.2979132,1.287462,1.3232028,0.88834137,0.7220446,1.0792587,0.5770261,1.3519833,0.8723363,0.4978038,1.3799083,0.7715882,0.7848526,1.1202031,1.4450569,1.5148613,0.8360499,1.1477114,1.3862714,1.4696634,1.2964404,1.4291133,0.9243078,0.85997134,1.1836221,1.0046074,0.87376297,0.63714117,1.1822988,1.2604172,1.3393934,0.65410966,1.1810945,1.4722549,0.818753,1.5062416,0.8693707,1.2766974,0.8045681,0.63666487,1.011905,1.3351667,0.9427837,1.1077049,0.6340507,0.95525914,1.198245,1.3402529,0.5442453,1.388509,1.1197808,1.1459959,1.2809873,0.8741151,0.86966336,1.1088976,0.7711761,0.69860864,1.0262315,0.92007154,0.7637283,0.5316961,0.998465,0.0,0.6497141,0.8224053,1.431312,1.2486517,0.9902015,0.5510932,0.9302472,1.2882893,1.2399945,1.3111683,1.0190786,1.3915461,0.6592233,0.9712853,0.37200785,0.30725694,1.1975999,1.3043573,1.26837,1.1127799,0.7507941,1.2084298,1.1708567,1.195266,1.1009494,1.0641803,1.2947338,1.2121625,1.179457,0.73321307,0.8499546,0.92879426,1.1882769,0.2568084,0.45016205,0.7900371,1.3419299,1.2322543,1.0256373,1.1791223,0.8021281,0.7669239,1.0706764,1.2654947,0.9453142,0.37225032,0.637288,1.3941662,1.0396687,0.9365045,1.357348,1.3108343,1.3975748,0.928824,1.0318122,0.83865523,1.3617032,1.3233079,0.7211474
knife,1.0969667,0.9926155,1.0959319,1.160499,1.1852007,1.0856401,1.0060974,0.7895136,0.8545371,0.86792356,0.8186413,0.568871,0.91374123,1.1103601,1.0732659,0.77434665,1.1245573,1.1926018,1.1188726,1.0875316,1.2410624,1.27432,1.028948,0.87629783,1.095672,0.8916315,1.0295588,1.0052693,0.8623805,0.9148109,0.9550861,1.1949859,1.0472363,1.3281461,0.9616893,1.2458987,1.0878767,0.98127514,1.0660231,1.0718634,1.1804204,0.8442977,0.7357433,1.0417572,1.2072722,0.8441259,1.0640967,0.9479376,1.1580731,0.9077922,1.2081846,0.8164258,0.8875158,1.2164614,1.1764427,0.9713401,1.191102,0.71908915,1.2244725,0.9718569,1.1214261,1.1146832,0.9586674,0.9842742,1.0579431,1.1459368,0.6497141,0.0,0.74002707,1.1291944,1.036444,1.1145341,1.0482621,1.0758994,1.2563791,1.2470521,1.0130788,1.1474338,1.3197026,0.82690895,0.71665764,0.7771969,0.5501372,1.0578173,0.9815777,0.9171939,0.80817556,1.0233004,1.1663549,1.1877649,1.156419,1.0452774,0.99423456,1.271626,1.2395772,1.1263824,0.81029356,0.7431133,1.1080681,0.87682843,0.7363455,0.8870472,0.67195547,1.0923349,0.80421066,1.1079289,1.0587537,0.5579587,0.94807744,1.1312468,0.94863683,1.129066,0.8457122,0.88311166,1.0447636,1.1384909,0.9839102,0.94089746,1.1175995,1.4149752,1.0062882,0.75817525,1.0642405,1.1486292,1.0208266,0.86406624
ladder,0.9672219,0.8927349,1.3741341,1.2035782,1.227035,1.1409049,0.72444826,0.8299603,0.98123825,0.9205488,0.98095953,0.6547762,1.0225546,1.1689899,1.026742,0.89393723,0.95827943,1.1867751,1.2392873,0.96519554,1.1401731,1.1587403,1.1662707,0.8912089,1.0632535,0.89622813,0.9777216,0.7550585,1.0734372,0.9780039,1.0421766,1.1850791,0.9195998,1.2091978,0.8344881,1.0539033,1.2047372,0.7459715,1.147124,1.0856616,1.1618385,0.78972614,0.5951495,0.9750615,1.336798,1.0584097,1.160266,0.9267962,1.1068909,1.0732539,1.0903393,0.84837973,1.1340309,1.0081235,1.0538768,1.1675519,1.0549182,0.9353946,1.1245263,1.0861181,0.9509063,1.2191188,0.92498285,0.9286163,0.8480621,0.94587713,0.8224053,0.74002707,0.0,1.2712939,1.1830182,0.8670682,0.9166317,0.85575026,1.1852782,1.4023929,1.0137339,1.2674582,1.3529682,0.6994015,0.9821745,0.8329881,0.6730044,0.8932241,1.1718833,1.1542243,0.7912844,1.0836887,1.0218586,1.0152326,0.9334805,1.0882528,0.94716924,1.074388,1.0491823,1.1476206,0.765018,0.8909018,0.8240175,0.95199174,0.893999,0.8746207,0.86777306,1.0366985,1.0714083,0.97458786,1.1647944,0.82861555,1.0080856,1.0586693,1.1594927,1.0153583,0.88043505,0.83786345,1.1177219,1.2042325,1.0128633,1.2244147,1.0352244,1.1721032,0.7783662,1.0099808,0.75996816,1.0343862,1.2180365,0.8709534
lamp,1.2845576,1.114954,0.59489256,0.4837168,0.7701492,0.7477162,1.2809274,1.1771326,1.0431505,1.4723306,0.6390183,1.1179852,1.3136185,0.47438884,1.3491999,1.1920781,1.133487,0.6580351,0.61064553,1.2652004,0.8843178,0.86329675,0.6715895,0.64614785,0.67871743,1.0795968,1.2063701,1.023971,0.80832386,1.1881478,1.196983,0.7713938,0.8692047,0.6905968,1.4360869,0.8464575,0.57226115,1.4488279,0.53499866,1.2177811,0.7774184,1.2608898,1.3502252,0.9507319,0.44103897,1.0180761,0.69395685,1.2799114,0.95206285,0.7693685,0.8835112,1.2564547,0.5310826,1.0800575,1.0141563,0.5545589,1.0153215,1.0807368,0.8491477,1.1631532,1.2414815,0.9552134,1.1370374,1.20711,1.3921432,1.1986539,1.431312,1.1291944,1.2712939,0.0,0.7399118,1.2275772,1.3826386,1.2898269,0.6518417,0.6541822,0.5906844,0.7985853,0.6281212,1.401335,1.0735548,1.3714926,1.3235661,0.8091471,0.5666266,0.5110121,1.0376254,1.1760972,0.71650964,0.89201653,0.9978077,0.8946821,1.0241363,0.8904363,0.952056,0.91068137,1.3623252,1.1227326,1.2447802,0.8133619,1.3864825,1.319763,1.062301,0.76780397,0.69913256,1.1129786,0.6999714,1.1775368,1.1806698,0.9957579,0.7446626,1.3314731,1.4021685,1.349693,0.6270379,0.7994461,0.9948338,0.73274565,0.5825769,0.9877291,1.22286,1.020585,1.2762979,0.7677973,0.6001347,1.3174164
melon,1.0119857,0.7991488,0.35213166,0.6080851,0.6263552,0.25637448,1.2663362,1.3165,1.0772104,1.4118309,0.67670965,1.0184207,1.1758516,0.71598595,1.2997633,1.273237,0.9966733,0.72982234,0.5671575,1.12146,0.6347796,0.88872916,0.8033198,0.8505731,0.95487887,0.8761836,1.1484817,1.0718712,1.1358199,1.1886787,1.1692767,0.7336867,0.9735846,0.8149473,1.3401482,0.7843435,0.39893132,1.4142493,0.65533245,1.2429904,1.0955734,1.3867905,1.0584427,0.9170315,0.5860826,1.1651045,0.85215974,1.080534,0.7629022,0.5331922,1.0586962,1.0327169,0.6176846,0.87465173,1.1450406,0.6252897,0.91675997,1.1412905,0.9026547,1.0942563,1.1165787,0.8982141,1.1980027,1.2940762,1.3213547,1.0960948,1.2486517,1.036444,1.1830182,0.7399118,0.0,1.2073144,1.2197577,1.2829275,0.81090367,0.6680836,0.61543906,0.89646214,0.5189733,1.3003407,1.2157547,1.2737103,1.106373,0.9669957,0.5827223,0.6843075,0.57912093,1.1779678,0.9087182,0.7890394,1.189513,0.9135388,1.1916939,0.8650461,1.148615,1.1256081,1.3167372,1.0945616,1.2898719,0.9141195,1.3223984,1.1119533,0.90671,1.0696082,0.7307886,1.1683402,0.6263372,1.2220225,1.13925,1.1085844,0.44805014,1.2584614,1.301141,1.3702009,0.7423243,0.63464326,0.7226337,0.7812801,0.75323236,1.0994992,1.1799603,1.1354619,1.2532518,1.089786,0.5390398,1.3368421
milk,1.0052692,1.0787678,1.2677914,1.2116786,1.1051476,1.1999613,0.6293425,0.71769106,1.0802133,0.8652768,1.2476084,1.1614885,0.93637097,1.3044567,0.94046605,0.9292273,0.8850068,0.9628258,1.2036415,0.76220286,1.0618165,0.7631494,1.1708649,1.20783,1.0558977,0.9298142,0.9753402,0.9856216,0.9102653,0.89350736,1.0213021,1.1513683,1.0688176,1.0097113,0.8307687,1.1016076,1.2904148,0.7309729,1.14286,1.0026212,1.1719265,0.7931075,0.7911817,1.1559869,1.2977446,1.0947946,1.1569738,0.9084788,1.146787,1.2563381,1.1049669,1.0801647,1.2780436,0.8675721,0.7993903,1.3041496,1.0274569,1.0333301,1.0350368,0.9762603,0.90452516,1.1485667,0.95430416,0.83589184,0.8287881,0.6987858,0.9902015,1.1145341,0.8670682,1.2275772,1.2073144,0.0,0.96317893,0.71489596,1.068498,1.2446367,1.2768182,1.192644,1.1199151,0.71235263,1.0599132,0.86611617,1.0403457,0.94042444,1.2677835,1.2165104,1.0760877,1.0215149,1.2150583,1.0005056,1.0185643,0.8357914,1.0808668,0.9902983,0.9216269,0.90077823,0.5906556,1.1146812,0.9331881,1.0002286,0.8753552,0.9535078,1.106397,1.0825038,1.0277172,0.9589154,1.2932804,1.0512671,0.997179,0.9684132,1.2894866,0.8644153,0.7522546,0.71410996,1.1858021,1.2640138,1.1002976,1.1584136,1.2358463,0.9082804,0.6645569,1.0885494,0.7603078,0.920542,1.3036183,0.8591218
mitten,0.604529,0.8855573,1.3474237,1.1804643,1.2580639,1.2688344,0.89085114,0.8382516,1.0298598,0.65520227,1.3995755,1.0480341,0.5181327,1.3411031,0.6625957,0.863211,0.98256457,1.3809485,1.4416438,0.84498614,1.0311828,1.2084041,1.348315,1.441573,1.4260741,0.75300956,0.8846495,1.286009,1.0216702,0.92944205,0.87412405,1.0805286,1.1564275,1.2397631,0.798785,0.9767403,1.3778892,0.8230554,1.4976022,0.9142957,1.2000523,1.0386642,0.759565,0.97602534,1.2526703,0.8924264,1.1084386,0.70314425,0.84695375,1.1529042,1.191088,0.6914717,1.4363298,0.85138553,0.90696764,1.3281606,0.8191947,0.95230204,1.008439,0.87669086,0.5155698,1.0105122,0.9949915,0.73493075,0.69938076,0.83158195,0.5510932,1.0482621,0.9166317,1.3826386,1.2197577,0.96317893,0.0,0.8882131,1.2184236,1.1310039,1.359579,1.0424035,1.2685251,0.88449204,0.91559917,0.6951409,0.81945956,1.2242876,1.3359339,1.3710829,1.0870142,0.7190614,1.175179,1.1385039,1.127559,1.069596,1.1646218,0.9428662,1.0439755,1.0718186,0.98986757,0.8260584,0.8436823,1.0394504,0.641701,0.4123695,1.0952373,1.2074401,1.4276223,0.93214095,1.1338215,0.8799866,0.7025036,0.7791401,1.2170296,0.97851616,0.6948917,0.72592837,1.4353551,0.9797586,0.97350216,1.3873658,1.3147655,1.0831591,0.9397361,0.9116647,0.8901497,1.3290076,1.3318079,0.8621562
motorcycle,0.9901072,1.1086454,1.3259072,1.2457647,1.1505094,1.2568955,0.7045363,0.8811699,1.0373176,0.8059221,1.2628814,0.9361454,1.0171124,1.294105,0.9024294,0.5387335,0.9088307,1.2232784,1.2316382,0.80844903,1.1100894,1.0317153,1.1523442,1.2900229,0.9347123,1.038174,0.9788035,0.9632291,0.9934098,0.93468195,0.9978786,1.1044576,1.0142314,1.1075485,0.7677957,1.1062806,1.3607833,0.6927688,1.3328595,0.85660875,1.1267614,0.7221898,0.8441898,1.2065874,1.3147659,1.1041347,1.1282355,0.9138206,1.1138663,1.2710414,1.0109364,0.9586061,1.3469175,0.958342,0.85534674,1.3773216,1.1195801,0.9349407,1.0111905,0.9631235,0.89519763,1.0889721,0.9522909,0.7935692,0.7981554,0.9321494,0.9302472,1.0758994,0.85575026,1.2898269,1.2829275,0.71489596,0.8882131,0.0,1.1322987,1.2063438,1.3680838,1.0986233,1.199652,0.78250587,1.0980283,0.8349501,1.0003762,1.128755,1.3202932,1.2619761,1.2024511,1.010977,1.212017,1.071823,0.97440857,1.0357878,1.0274776,1.0265807,0.9681046,0.92838323,0.81643987,1.0043693,0.73001736,1.0921898,0.89704347,0.9363566,1.0733455,1.0923529,1.1901078,0.9302792,1.2532165,1.0032605,0.90965694,0.9617886,1.2819575,0.66437596,0.809302,0.7764189,1.21226,1.2260791,1.1478752,1.2114184,1.278377,0.9118449,0.7832464,1.1331635,0.23997486,1.0943953,1.3825957,0.7137406
muffin,1.0314335,1.0118625,0.8027835,0.6058748,0.75700945,0.88749915,1.2135742,1.1226072,1.1006856,1.3567798,0.95556676,1.1056606,1.2121412,0.970962,1.252039,1.1983253,0.99210733,0.93863475,0.9614824,1.0145341,0.3079797,0.9423499,0.91852367,1.0143296,1.0780591,0.874244,1.0196699,1.099196,1.0680091,1.1954136,1.1129402,0.63475806,0.9011409,0.12897348,1.2905407,0.6274166,0.91229385,1.2974963,0.9376575,1.074181,0.92495906,1.2114213,1.2675266,0.86814964,0.65386224,1.0704291,0.80519044,1.0843568,0.8445251,0.85989285,1.0338132,1.1556854,0.9895999,0.9370746,1.0355998,0.9425919,1.0193515,1.1266661,0.7297647,1.0357459,1.0421133,0.8593319,1.1125733,1.1257057,1.2359055,0.97354454,1.2882893,1.2563791,1.1852782,0.6518417,0.81090367,1.068498,1.2184236,1.1322987,0.0,0.7493919,0.99636304,0.82308435,0.40784335,1.279593,1.1539224,1.2206664,1.2531271,1.0041002,0.9556836,1.009707,0.9931098,1.0784926,0.9732732,0.43603528,1.0744088,0.7467921,1.0713658,0.6134487,0.9066428,0.95238686,1.2422484,1.1432599,1.1020421,1.0463202,1.2775991,1.1964831,1.1190733,1.0374321,1.0072193,1.0215172,1.0070161,1.2403924,1.1167867,1.0891597,0.9011763,1.1236752,1.2694561,1.1320401,0.9806652,0.78220737,1.0696146,1.0574207,0.97765034,0.94812113,1.1678784,1.1120423,1.1049057,0.9676887,0.8933706,1.2331388
nail,1.2745776,0.93238145,0.37952435,0.5509394,0.6014232,0.66734445,1.3814559,1.3318324,1.084595,1.4166044,0.9471786,1.283722,1.2033048,0.672235,1.2922987,1.2857839,1.1204287,0.5931589,0.50589323,1.2170333,0.7301195,0.8300688,0.8509898,0.8060389,0.87027687,0.8158445,1.254307,0.9670827,1.1648421,1.1992562,0.9803759,0.84727067,1.02721,0.7889322,1.4016856,0.8694987,0.415174,1.4816439,0.6246101,1.2477764,0.81355643,1.3782573,1.2658135,0.85718906,0.49058586,1.0920227,0.84854615,1.0621772,0.4770009,0.70034397,0.9459076,1.0133902,0.6357735,1.0826104,1.1448153,0.4252808,0.9753256,1.2696526,0.85196507,1.0922462,0.9862026,0.78996944,1.2172805,1.2177609,1.1520158,1.0793043,1.2399945,1.2470521,1.4023929,0.6541822,0.6680836,1.2446367,1.1310039,1.2063438,0.7493919,0.0,0.76187634,0.7983706,0.4427154,1.4247155,1.1925421,1.2362205,1.2422376,0.9613012,0.3981058,0.6249517,1.08637,1.0023859,0.9397547,0.9666069,1.1115358,1.0379776,1.1424316,0.98820937,1.0179346,1.0210226,1.4008863,1.163415,1.2547405,0.95020986,1.2630339,1.101388,1.1335176,0.94682086,0.95486504,1.1659052,0.44902372,1.3226616,1.0891649,0.9610699,0.47827935,1.2232265,1.3413501,1.3568966,0.7835543,0.31557405,0.62665534,0.76008916,0.83812654,0.9545312,1.351599,1.1487732,1.1825155,1.0033238,0.4420454,1.3612309
napkin,1.2809304,0.9513328,0.6209848,0.7042467,0.8687245,0.52012837,1.2771748,1.3344916,1.0880026,1.4411765,0.40943718,0.9208499,1.3232368,0.45997036,1.2101263,1.31995,1.0761609,0.63368565,0.42224205,1.3079675,0.9514514,0.87561375,0.5983674,0.40857357,0.6366494,1.0583509,1.1104798,0.7745483,1.1573496,1.3121555,1.2536354,1.0726886,0.78881675,0.9786058,1.2709837,0.8296858,0.47042996,1.4362434,0.36582595,1.2840983,0.6974901,1.2848194,1.1483456,0.8753537,0.6286639,1.1009219,1.0390742,1.2374849,0.85760796,0.6999718,0.86652505,0.8999059,0.44604516,1.2415459,1.1824656,0.51861554,0.5619085,1.1595064,0.9475811,1.2683258,1.205532,0.9494286,1.0279728,1.3466873,1.3709784,1.3350039,1.3111683,1.0130788,1.0137339,0.5906844,0.61543906,1.2768182,1.359579,1.3680838,0.99636304,0.76187634,0.0,0.9820753,0.85344124,1.308625,1.1456498,1.3558755,1.1128389,0.46784377,0.5504204,0.57562095,0.7492467,1.2700212,0.3684206,0.9145824,0.9317772,1.0653017,0.93521124,1.0684905,1.035962,0.9887378,1.3202604,1.0986536,1.1993389,0.9757973,1.4242563,1.1577811,0.8115793,0.7849817,0.6319942,1.2957182,0.4273957,1.1098161,1.0406014,0.96280736,0.5017688,1.2779658,1.4283836,1.5570971,0.4595574,0.7303569,0.9090721,0.63398504,0.21955585,1.034228,1.2121422,1.0955082,1.3028572,0.6117655,0.46471095,1.4108986
nose,1.0681462,0.84049314,0.89245343,0.7161208,0.9269657,0.84036195,1.1770029,1.2564502,1.0294787,1.1617348,1.1163511,1.1967611,1.1376569,0.8399015,1.1813909,1.1767132,1.2291452,1.0053722,1.0141459,1.2250867,0.84735197,1.0494034,1.164648,1.0786636,0.9789852,1.0024759,0.7595606,1.1935457,1.0130513,1.1199349,1.0168285,0.709237,0.9937813,0.89472246,1.1173763,0.9777401,0.8996481,1.2343708,1.0448642,0.74233764,0.9391392,1.1523546,1.2117629,0.86929244,0.58835804,0.98056203,0.475298,0.9033233,0.88827646,0.8858451,0.99833804,0.99914205,0.8589393,0.98645717,1.1226295,0.7187673,0.8275546,0.99277174,0.94611835,0.90637654,1.0910559,0.8258362,0.93698525,1.0719554,1.0510844,1.0374979,1.0190786,1.1474338,1.2674582,0.7985853,0.89646214,1.192644,1.0424035,1.0986233,0.82308435,0.7983706,0.9820753,0.0,0.92945474,1.1844387,1.1110688,1.0547495,1.103554,1.2627696,0.8719889,0.9353612,1.0748298,1.078924,1.001705,0.97589177,1.0861517,1.259054,0.8660893,0.86885405,1.0202192,1.0559455,1.227514,0.97980183,1.091496,0.8393673,1.109579,0.9666247,1.2873857,0.96262884,1.2436868,1.1080637,0.86746675,1.1756359,1.0914321,0.831356,0.9118293,0.9554829,1.1765434,1.2276723,1.040321,0.7352592,0.8861023,1.159764,1.043663,0.9829581,1.1711538,1.037777,1.0231084,1.1165153,0.8240106,1.2087005
orange,1.0924915,1.1165798,0.31591272,0.6194905,0.56333745,0.53799427,1.2959473,1.2814252,1.1051973,1.4396791,0.8912781,1.262661,1.2204593,0.7018993,1.2993869,1.3054013,0.9870297,0.59314406,0.5847032,1.1182464,0.41465104,0.79960513,0.8581244,0.9211197,0.89542407,0.97989964,1.1336021,1.0840712,1.1241214,1.1537418,1.1145394,0.7720855,0.9083293,0.32663178,1.3988061,0.7261318,0.50282526,1.3571954,0.6512818,1.1589108,0.82420087,1.3065577,1.3541126,0.91154593,0.6267254,1.1382006,0.91413677,1.1609197,0.81165373,0.7692721,0.8862668,1.1920288,0.6797464,0.9013529,1.026012,0.6681248,1.0635976,1.2797794,0.87005377,1.145554,1.1172357,0.92748797,1.1986346,1.2232529,1.310646,1.0078868,1.3915461,1.3197026,1.3529682,0.6281212,0.5189733,1.1199151,1.2685251,1.199652,0.40784335,0.4427154,0.85344124,0.92945474,0.0,1.3660814,1.205888,1.3204262,1.3630856,0.94740176,0.5859368,0.7032267,1.0257008,1.0966815,0.9659526,0.5792581,1.062209,0.80447996,1.1246039,0.6951356,0.9053999,0.9831613,1.287451,1.2516577,1.1936415,0.9986975,1.4004283,1.2791827,1.1632733,0.87942874,0.85250807,1.0951092,0.6707207,1.371311,1.1443474,1.0659758,0.72702384,1.2275356,1.3657079,1.2601295,0.7727279,0.70408773,0.92737967,0.6337045,0.8696326,0.85079277,1.2354455,1.1489384,1.2180344,0.93554884,0.5668516,1.3199096
oven,1.0142385,0.93438363,1.4270211,1.4614346,1.325277,1.3590777,0.2844439,0.5839217,1.1269734,0.47924185,1.2395318,0.74395084,0.89616704,1.3887808,0.82741517,0.8049885,0.9897151,1.2503988,1.3770666,0.7210165,1.2204113,1.0956086,1.2907017,1.2192829,1.2104377,1.1125743,0.86181283,0.80397004,0.86482215,0.79035556,0.8740674,1.2343616,1.1178571,1.2325268,0.37616122,1.2889528,1.5084195,0.371639,1.3082008,0.8796041,1.3154918,0.43137705,0.438264,1.2745781,1.5241642,1.1186726,1.1542656,0.8226408,1.2495117,1.3659827,1.207551,0.9585483,1.316608,1.0998085,0.8935115,1.3842214,1.082874,0.9732378,1.1791755,0.9104853,0.9350725,1.1801717,1.042084,0.77607507,0.64700997,0.8689218,0.6592233,0.82690895,0.6994015,1.401335,1.3003407,0.71235263,0.88449204,0.78250587,1.279593,1.4247155,1.308625,1.1844387,1.3660814,0.0,1.0644876,0.7202624,0.57854164,1.0196208,1.3491393,1.2528985,1.116206,1.0022539,1.2467965,1.0777719,1.0629082,0.92868024,1.0821699,1.2155566,1.054159,1.0288272,0.15583259,1.0121874,0.8968508,1.2099253,0.6057738,0.88976055,0.8788738,1.2537503,0.9293071,0.9820325,1.3756661,0.86635166,1.0449045,1.0789398,1.3642111,0.74601704,0.41772282,0.51052225,1.1869885,1.4051814,1.1072268,1.2135515,1.3010695,1.1992172,0.3241285,1.0871302,0.77675253,1.0773401,1.3974993,0.5699654
owl,0.9328968,1.2102664,1.1954334,1.087728,1.1702971,1.2597371,1.0703434,0.77731603,0.3083284,0.7000164,1.0405382,0.8367199,0.8147858,1.0706884,0.75746226,0.91164505,1.1352394,1.2911296,1.2081543,1.1388232,1.2287436,1.2727904,0.9961529,1.0913792,1.1237638,1.0075673,1.0281163,1.1873108,0.8457837,0.92573977,1.041747,1.1054778,1.0408373,1.1448864,0.97211367,1.0855345,1.1674128,0.93318564,1.1694129,1.053282,1.1152987,0.937063,1.1145933,1.0278602,1.1493794,0.27663445,1.1099916,1.1935484,1.217153,1.0922304,1.1379294,1.2032375,0.9959334,1.1568639,1.0125911,1.121521,1.2276554,0.38971436,1.071619,1.0955058,1.1021487,1.2959723,0.94202024,0.9115496,1.1870246,1.0812896,0.9712853,0.71665764,0.9821745,1.0735548,1.2157547,1.0599132,0.91559917,1.0980283,1.1539224,1.1925421,1.1456498,1.1110688,1.205888,1.0644876,0.0,1.0159236,1.0721657,1.1256568,1.0970182,0.9799661,1.0675074,0.6330576,1.0352223,1.1793828,1.1033597,1.0442634,0.9536037,1.1647357,1.0787067,1.0026088,0.99221367,0.31160265,1.07811,0.99899447,0.9759464,1.1521024,1.053762,0.9805749,1.0511103,0.9512957,1.2922325,0.39658117,1.0688597,1.0535942,1.1967086,1.1626123,1.0514293,0.90961295,1.1970481,1.2277844,1.1151731,0.97953236,1.1133376,1.1681157,1.142716,0.10996091,1.1445184,1.117988,1.2008731,0.8944368
pajamas,0.845147,0.7595166,1.3584409,1.1998928,1.1630642,1.2953925,0.8648118,0.8289285,1.1140094,0.68876195,1.37638,0.9638385,0.6550504,1.3874972,0.83203375,0.8208676,1.0716304,1.3368531,1.4288381,0.88610005,1.1371691,1.2283595,1.3211535,1.3544083,1.3257166,0.90696466,0.9058231,1.1274565,1.034833,0.96780133,0.55155885,1.1715939,1.1256856,1.2659013,0.6967368,1.1346819,1.4470336,0.8058,1.4456421,0.85853505,1.0788027,0.75030994,0.72425723,0.9845004,1.2830398,1.0259115,1.0439385,0.71211743,0.9988443,1.2454846,1.1793101,0.7163507,1.4143053,1.0922265,1.1048279,1.2820895,0.9625839,0.99217856,1.1224542,0.6972464,0.7143321,0.90229326,0.91868174,0.75536263,0.5312725,0.91683596,0.37200785,0.7771969,0.8329881,1.3714926,1.2737103,0.86611617,0.6951409,0.8349501,1.2206664,1.2362205,1.3558755,1.0547495,1.3204262,0.7202624,1.0159236,0.0,0.5425302,1.1642425,1.3656682,1.3659381,1.0796397,0.75389236,1.2911043,1.1835018,1.0644085,1.1444025,1.0086133,1.1666157,1.1079276,1.1471114,0.70651555,0.9851406,0.86015975,1.1952989,0.23531473,0.74177456,0.8980736,1.2017838,1.3220084,1.0078665,1.3199785,0.97582895,0.9377886,1.0741719,1.2524682,0.9741811,0.39428115,0.7128048,1.4073117,1.0804095,1.0650833,1.3309379,1.383721,1.2042663,0.9405721,1.0712926,0.8245051,1.1929935,1.3188622,0.66380244
