,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,duck,egg,elephant,eye,face,finger,firetruck,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jacket,jeans,knife,ladder,lamp,meat,melon,mitten,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,sink,slide,slipper,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
clock,1.3720243,1.0938914,0.467237,1.3832546,0.7952452,0.57478297,0.9635399,0.6021757,1.2420788,0.9367183,1.4225667,0.39892805,1.3482115,1.4844167,1.0097952,1.452059,1.4125501,0.291749,0.32651967,1.4017556,1.162085,0.75859475,0.8492056,0.32301497,1.0943413,0.68175274,1.2555258,1.0356127,0.0,1.2495546,1.351937,0.9434758,1.1151327,1.3228269,1.4407135,0.31024975,1.3645047,0.28647536,1.3147138,1.2189032,0.9002459,0.93755776,1.1902354,1.1549369,0.9146547,1.2145319,0.6362482,1.1715679,0.9730986,1.0724674,0.638401,0.5914298,0.4742635,0.9994011,1.339252,0.8386682,1.1179643,1.0827416,1.1926181,1.344528,0.879076,1.4552243,0.8043252,1.2144736,1.2920332,1.3581424,0.5257111,0.84868246,0.33945978,1.379873,1.1524104,1.4846882,1.0252581,0.50212586,0.91831887,0.62131464,0.9065887,0.5314861,1.1845034,1.0803672,1.4320383,1.3691353,1.4116122,0.41709113,0.64369714,1.3183533,0.4078343,1.1989279,0.8182977,1.3166587,1.0460985,0.359447,0.8831945,0.5228141,1.173436,0.86716616,0.6296797,0.86232877,1.352191,1.2521204,1.4446552,1.3373133,0.42194688,1.2904,0.6896043,0.53316563,0.8290751,1.1516582,1.3769053,1.4733067,0.73062205,0.9212005,0.5192823,1.2818629,0.8621187,0.9691795,0.9024261,1.2016567,1.0765005,0.83664775,0.5688236,0.94904923
closet,0.89252675,1.0016345,1.3372228,0.74158776,1.2723712,1.2803781,1.2292056,1.1941879,0.67013407,1.0527678,0.80677116,1.2677393,0.6616167,0.8485875,1.1599193,0.67975366,0.8973475,1.2476971,1.3108524,0.86504745,1.072165,1.2411624,1.1998917,1.1529803,1.0875425,1.1644102,0.7572472,0.91011643,1.2495546,0.0,0.8263447,1.0151095,0.8481864,0.6452753,0.8850571,1.3131335,0.9075432,1.2211125,0.85256636,1.1169976,0.43959713,0.8617113,0.82187754,1.0008888,1.1948318,0.8459466,1.2384294,0.83273554,1.1906649,1.0567474,1.3108377,1.2383356,1.1843554,1.228435,0.7420517,1.1202341,1.1868248,0.91382337,0.95483714,0.7351303,1.144112,0.76909465,1.2863772,0.8402801,0.86990494,0.6707313,1.0625477,0.8292876,1.2810595,0.9759801,1.0103087,0.95761645,1.2699996,1.3351405,0.9639069,1.319748,1.228849,1.2447158,0.7594727,1.0746509,0.76135373,0.63989234,0.90600723,1.3314083,1.0927703,0.9185921,1.1914778,1.0137495,1.1078132,0.9567426,0.90137565,1.2657479,1.2272788,1.3136005,0.77881736,1.0417219,0.9361372,1.2494287,0.77433574,0.9233229,0.66673905,0.77653706,1.2390256,0.9181651,1.2795444,1.1825731,1.2858394,1.0827057,0.6934279,0.6249179,1.1713394,1.2916013,1.389482,0.96747375,0.9432248,1.2681637,1.0554976,0.7639193,1.0906522,0.8743026,1.3174717,0.6521636
coat,0.9122529,1.0807734,1.311938,0.7883254,1.1929778,1.2607641,1.2491119,1.2330778,0.8045727,0.94891477,0.7821137,1.2351146,0.83410734,0.8114784,1.1459976,0.6816975,0.8975868,1.3090782,1.3253415,0.8983377,1.1744723,1.2516978,1.1739368,1.2837304,1.0901471,1.1462569,0.91187125,1.0031213,1.351937,0.8263447,0.0,1.014943,1.0098181,0.82024014,0.9739683,1.397407,0.79384243,1.3218532,0.92737347,1.0339092,1.0824201,1.2111642,0.5856705,1.1222447,1.2164252,0.7044188,1.2141553,0.6330402,1.0951233,1.0452253,1.3354936,1.1870428,1.2538095,1.299118,0.730126,1.102019,0.8853455,0.82816947,0.97060764,0.48845863,1.1676587,0.7118167,1.2604244,0.85816956,0.18320942,0.52447104,1.2557178,1.1405245,1.3233705,0.8628411,1.000145,0.73955375,1.1436065,1.3064716,1.0198151,1.2496513,1.2995292,1.2603837,0.8352853,1.1189295,0.3630476,0.61502135,0.85529613,1.3208406,1.2175665,1.0337197,1.2384208,1.0509453,1.1444857,0.8403771,1.0349529,1.3304212,1.2309996,1.3114649,0.9154875,1.2213979,1.215466,1.2231276,0.6919614,1.0102055,0.22858465,0.93507564,1.2505231,0.5793923,1.1801302,1.3279521,1.2212901,0.7463113,0.3198855,0.83670634,1.30568,1.1227646,1.3707159,0.89782804,0.96907187,1.2248067,1.2033122,0.80345035,1.0691361,1.1323924,1.2780443,0.90904146
coffee,1.1912978,1.0041397,1.0781628,1.0353876,0.9558618,0.89905113,1.0363768,1.0032653,0.8421705,0.8673377,1.0677284,0.9155853,0.93908525,1.091758,1.1366866,0.92245525,1.1503851,1.0745814,0.8443889,1.1404204,1.0000325,0.60057664,1.0134807,0.8482736,1.0423416,0.99451286,1.1068665,0.7760234,0.9434758,1.0151095,1.014943,0.0,1.0403931,0.8625853,1.1428865,0.9736176,0.96243757,0.99563634,1.0881302,1.0494821,0.9810031,0.9596966,1.0190741,1.0710927,0.9189354,0.9295978,0.95180035,1.122823,1.0453677,1.132003,0.97798604,0.97649324,0.9660093,1.0585841,1.1310368,0.97194177,0.85375684,1.120184,0.9336508,1.0737493,1.0833077,1.1142182,1.0057536,1.0847822,1.0627885,0.8972589,0.9063388,1.0081167,0.95257324,1.1347395,0.8985654,0.89610034,0.9782992,0.97266304,0.71274006,0.9918283,0.8310218,1.0934589,1.0648907,0.9399171,0.99235433,0.8945121,1.1723807,0.89869624,0.9599831,1.0533471,0.9219518,1.0972885,0.7984995,1.1488804,1.036357,0.9205313,1.0903091,1.0808104,0.94443554,0.9948893,0.9505516,1.0053989,1.0525069,1.1679966,1.0409082,0.9324681,0.9254301,1.0176299,0.9321417,0.9765398,1.049675,1.047375,1.0550975,1.052173,0.6153525,1.0328194,1.0868497,1.0622889,0.7135955,1.1020157,0.8105144,1.1223994,1.0958275,1.0162231,0.9981752,0.9518766
comb,0.83733875,0.78280056,1.2895311,0.84684926,1.2540118,1.1435608,1.1552188,1.0320148,0.81453323,1.0118895,0.92135274,1.0504799,0.8425671,0.8033001,1.1611274,0.82789534,0.76716614,1.2267076,1.2314639,0.78905034,0.9931168,1.0205318,1.1457555,1.0168965,1.0204046,1.0395329,0.9526266,0.98711693,1.1151327,0.8481864,1.0098181,1.0403931,0.0,0.92832965,0.71094525,0.99892,0.88009256,1.2641728,1.0507535,1.075105,0.856344,0.8211397,1.0220305,1.0964459,1.1353569,0.87970585,1.1064491,0.8705137,1.0112432,0.9910462,1.1397712,1.1889414,1.0211637,1.1802042,0.6691219,1.106564,0.9913816,1.0211356,0.83238965,0.9920079,0.90134895,0.77070713,1.1274573,0.9961339,1.0100243,0.78406906,0.9100913,1.0014946,1.1440995,0.97430074,1.0310777,0.8362218,1.1699246,1.2001622,0.872298,1.0964429,1.1928818,1.2823033,0.81905824,1.1227069,0.8240156,0.94909674,0.88534546,0.9705222,0.7299279,1.1314834,1.1032081,1.1053039,1.0084057,0.720144,1.079748,1.1195223,1.2122204,1.2890894,0.59764147,0.8614451,1.0279901,1.2979017,0.9486196,0.74352366,0.8365808,0.86221755,1.1447608,1.149071,1.0077015,1.073587,1.1452643,1.1590446,0.9581613,0.8141916,0.9722716,1.1076757,1.041921,0.8254388,0.9330081,1.1790534,0.7847732,1.067451,1.070497,0.9936541,1.1147026,1.0906305
couch,0.9801633,1.0755792,1.3980327,0.9026556,1.1983606,1.3801326,1.2469357,1.1633825,0.35572493,1.0005715,0.7440672,1.3659047,0.17889309,0.8752161,1.2371466,0.5837788,0.962093,1.3160079,1.2090062,0.9292989,1.1279054,1.0902531,1.0613612,1.1438656,1.0071834,1.1790633,0.9197185,0.34541595,1.3228269,0.6452753,0.82024014,0.8625853,0.92832965,0.0,1.022047,1.4190842,0.5372347,1.2573285,0.92340076,1.1159089,0.68810785,0.7440777,0.80890036,1.0659158,1.197831,0.8542743,1.3664224,1.0244354,1.1902688,1.0879452,1.3704813,1.1743568,1.311936,1.2411146,0.96570575,1.2439214,1.0795757,0.78160834,1.0568223,0.8502872,1.2573636,0.9189994,1.3333321,0.899202,0.8458352,0.6798674,1.1843266,0.7578549,1.1552334,0.9090977,0.9468256,0.83365417,1.2050637,1.4620517,0.7120179,1.3810945,1.2911376,1.3049642,0.8972998,1.060831,0.7669686,0.69269156,0.9938078,1.335435,1.2404352,0.9682541,1.2642655,1.0705181,0.56514406,0.98271286,0.8693772,1.299912,1.2145424,1.3662481,0.8289521,0.9811762,0.81639946,1.3247783,0.7147734,0.9795512,0.7005818,0.7347599,1.098829,0.71158206,1.3321921,1.3118511,1.3335639,0.8582423,0.7121583,0.5378823,1.2363578,1.2679904,1.3050878,0.9269959,0.6342907,1.317123,0.8881644,0.7693704,1.0743908,0.82886213,1.4075096,0.63137984
cracker,0.39442605,0.9793268,1.3765453,0.6687541,1.1335406,1.3321242,0.91304195,1.3320625,0.9400128,1.0613269,0.75158954,1.3333097,0.92133355,0.46124327,0.8638781,0.7143987,0.61311865,1.4131848,1.4585333,0.62885463,0.66573364,1.2605654,1.0938389,1.5213244,0.9691543,1.2229042,0.7457114,1.205549,1.4407135,0.8850571,0.9739683,1.1428865,0.71094525,1.022047,0.0,1.4043005,0.8056369,1.461941,0.76505244,0.72898054,1.0761724,1.075381,1.0815213,0.80717963,0.9966577,0.90831894,1.229303,0.86361575,1.0843495,0.9603747,1.0736417,1.3059499,1.2961307,0.88486516,0.6505358,1.2107512,1.0405744,0.9863276,0.8791873,0.8646072,0.9636394,0.64788735,1.1742812,0.90139556,0.9822899,0.8081236,1.1923175,1.2353697,1.4618069,0.6826136,0.88278455,0.6965846,0.8692876,1.3459457,1.167222,1.2544947,1.0853379,1.3059385,0.85024357,0.8959796,0.8071251,0.79411715,0.6453938,1.391873,1.1402577,0.7988049,1.3427644,0.84353966,1.2606565,0.5543135,1.0366132,1.3792751,1.00612,1.3292364,0.6894589,1.0762724,1.4281725,0.98636615,0.75765693,0.6751452,0.8567765,0.664659,1.4029353,1.0238584,1.2259868,1.2413766,1.1042243,1.0217884,0.90376747,0.73303217,1.1143857,1.1107528,1.2839911,0.8106784,1.2195435,0.99739593,1.16385,0.971028,0.95947725,1.2283336,1.3083334,1.1942804
crayon,1.3889614,0.735973,0.38118088,1.3790116,0.9073807,0.4131317,0.9551746,0.6317576,1.3032639,0.9775626,1.4963542,0.21519434,1.4055327,1.5269485,0.96287036,1.5550817,1.4188459,0.38421983,0.39129043,1.4320369,1.0339649,0.76288694,0.98973954,0.31099308,1.1084721,0.5235175,1.343892,1.1141094,0.31024975,1.3131335,1.397407,0.9736176,0.99892,1.4190842,1.4043005,0.0,1.4254287,0.3822782,1.408774,1.2131441,1.0248281,0.8721561,1.268,1.1884106,0.95506513,1.2173343,0.56277055,1.2566543,0.6379918,1.0947465,0.5796951,0.78601265,0.21739656,1.0806772,1.381263,0.6610757,0.8780936,1.2169698,1.2036815,1.452111,0.7668152,1.3957295,0.6335726,1.3566108,1.3281419,1.2706245,0.38511354,1.0089715,0.53157115,1.4015529,1.2041414,1.3989407,1.0095038,0.29287523,0.87937284,0.3774588,0.6951581,0.5153023,1.2534837,1.1328442,1.4228568,1.3578558,1.4222854,0.1386621,0.32966888,1.3617213,0.34836364,1.22318,0.8952106,1.3583722,1.1718577,0.22453058,0.9653365,0.43785417,1.1301446,0.8750576,0.8063241,0.8450802,1.3917496,1.206793,1.5012591,1.3206027,0.48355752,1.4009655,0.35692084,0.34516168,0.76799566,1.2827604,1.4887401,1.5894365,0.6254224,0.6832112,0.29289985,1.2289681,0.9043556,1.0137148,0.67560995,1.317651,1.1267698,0.9944524,0.30733418,1.1794652
crib,0.6708593,1.1829035,1.409554,0.87790346,1.2429539,1.4701294,1.2090572,1.2132854,0.5010157,1.0822686,0.5188149,1.4170616,0.41919273,0.47308528,1.081553,0.5227531,0.52482176,1.3260872,1.2633036,0.49837148,1.1299586,1.1203917,0.93368274,1.3302319,1.033041,1.2198253,0.82178605,0.7912067,1.3645047,0.9075432,0.79384243,0.96243757,0.88009256,0.5372347,0.8056369,1.4254287,0.0,1.3272572,0.8357552,0.8307294,0.93418944,0.9327074,0.9385279,1.0072203,1.1829212,0.82166827,1.3753624,1.0393759,1.2882233,0.9877486,1.309968,1.2629552,1.357481,1.107021,0.85598797,1.312423,1.1151575,0.7389583,0.94038284,0.92721397,1.2616124,0.8354032,1.3206456,0.90923214,0.8460877,0.7863459,1.2134069,0.9739611,1.2105333,0.766598,1.0336378,0.7778659,1.286433,1.4839103,0.8976758,1.396407,1.3399531,1.3090863,0.81291175,1.0752053,0.8048878,0.80497277,0.6274047,1.3594544,1.2218415,0.96228904,1.3670194,0.89888585,0.9454811,0.8628712,0.99091804,1.3100877,1.1020674,1.403728,0.78181547,1.054188,1.0839858,1.1862974,0.7455113,0.80494356,0.72191226,0.80867255,1.1310451,0.6850264,1.3709476,1.3661426,1.2938008,0.8278606,0.8293551,0.5200994,1.2768631,1.305818,1.2857302,0.81884855,0.8854779,1.147641,1.0761327,0.79470664,1.0516453,0.9433431,1.421951,0.91052854
cup,1.4826515,1.0808058,0.23571348,1.3606238,0.5767143,0.65672845,0.9843195,0.6440505,1.2456495,0.8838423,1.3537793,0.5203221,1.2681096,1.485687,1.1207156,1.4160695,1.4157324,0.07717943,0.1233505,1.4062874,1.048883,0.6953848,1.013532,0.39335793,1.134477,0.7438097,1.2265925,1.0367051,0.28647536,1.2211125,1.3218532,0.99563634,1.2641728,1.2573285,1.461941,0.3822782,1.3272572,0.0,1.2810199,1.2449367,1.0298253,0.9795191,1.1727678,1.1523132,1.006995,1.2109485,0.63013214,1.2037523,0.8751416,1.1626656,0.88780725,0.69928396,0.5618819,1.1379311,1.3070762,0.7641815,1.0432918,1.0767479,1.24782,1.2917187,1.0087937,1.3977982,0.72445524,1.2036283,1.2890646,1.3809069,0.6680818,0.92534685,0.40724224,1.2895069,1.0456188,1.3534442,1.007922,0.40782726,0.8986467,0.59380674,0.8412066,0.27186924,1.233446,1.0493298,1.4007692,1.3489021,1.4132979,0.53315514,0.69351196,1.2048193,0.49344504,1.1900959,0.75984776,1.3545084,1.0693647,0.30622464,0.9744412,0.29883468,1.2291787,0.89351285,0.6363714,1.0133998,1.2652678,1.355539,1.4120663,1.2953755,0.3476088,1.2375667,0.652029,0.68185514,0.9684875,1.1871128,1.3678167,1.4268041,0.76174796,0.8748574,0.4593547,1.1759589,0.7975689,1.0155382,0.95842767,1.1748431,1.1136292,0.93541634,0.5252108,0.91528
dog,0.58491457,1.201972,1.3132045,0.88783604,1.1951238,1.3463802,1.0558988,1.3195152,1.0083623,1.0666325,0.72997063,1.3895912,0.9039096,0.6252247,0.8326247,0.73974323,0.7114,1.2871231,1.354522,0.7256324,1.019277,1.2939283,0.9950944,1.393594,0.9929681,1.1820375,0.4270085,1.1224717,1.3147138,0.85256636,0.92737347,1.0881302,1.0507535,0.92340076,0.76505244,1.408774,0.8357552,1.2810199,0.0,0.707613,1.1297538,1.1546876,0.94736814,0.7589151,1.0544004,0.9180452,1.3036107,0.8441689,1.3138953,0.91281354,1.0598208,1.2761363,1.2881377,0.870024,0.88426363,1.1777465,1.2272984,0.92318153,0.860479,0.7712621,0.9725959,0.95425165,1.1713152,0.37400305,0.8993267,0.93237,1.2255012,1.1153605,1.3343709,0.752143,1.0998387,0.9903791,1.1563758,1.3125248,1.2201867,1.3238736,1.1206801,1.2373648,0.9514041,0.9921397,0.95800906,0.8451513,0.6831136,1.433882,1.3081017,0.45174706,1.32121,0.61790544,1.2357323,0.912732,1.067205,1.3251085,0.90409267,1.2916516,1.017049,1.1000817,1.2194033,0.98322755,0.84388226,0.928337,0.8614389,0.7714327,1.2550104,0.79450595,1.3983271,1.2307085,1.1818554,0.93827015,0.8066057,0.80461127,1.2402369,1.3036959,1.3654836,1.0452299,1.1602303,0.94427437,1.2761017,0.94988704,0.9552308,1.1077857,1.3675466,0.9913513
doll,0.55739456,1.0049628,1.1410644,1.0534248,1.1007999,1.0552696,0.80106735,1.0370842,1.2225128,1.1307375,0.9516545,1.1656294,1.147137,0.6998136,0.7451297,1.0362464,0.76941276,1.1917391,1.2750199,0.78682333,0.9741326,1.136166,0.992254,1.298992,0.7863255,1.1013851,0.8874375,1.0106041,1.2189032,1.1169976,1.0339092,1.0494821,1.075105,1.1159089,0.72898054,1.2131441,0.8307294,1.2449367,0.707613,0.0,1.1403037,1.1760426,0.8915464,0.856078,1.0341043,1.183572,1.1361303,1.0869018,1.1672177,0.8006601,0.88815904,1.0341775,1.164995,0.6899605,1.05614,1.1246196,0.9309727,1.181663,1.005994,0.9912081,0.95396894,1.0658467,0.8158449,0.93602747,0.88368076,1.0822616,1.1998523,1.057298,1.207082,0.9227356,1.1443045,0.9145456,1.0477052,1.1297178,1.2801172,1.0666443,0.8968917,1.1675528,0.95600075,1.0014858,0.87830997,1.009462,0.84127635,1.2104642,1.2114263,0.89398354,1.1943322,0.7394676,1.1657342,0.8802786,0.94012153,1.238261,0.6848552,1.1287087,1.1297235,0.95234275,1.1156114,0.7580632,0.9588499,0.75677633,0.96235836,0.87279296,1.2219363,0.9801737,1.1350006,1.0927367,0.8698529,0.93774056,0.91784656,0.9217731,1.0286281,1.0357394,1.2661788,1.1284741,1.2682184,0.40972888,1.1414754,1.1185421,0.7838415,1.0608858,1.1694763,1.200852
door,1.1096317,0.94871837,1.20297,0.91866845,1.2136722,1.0319468,1.1551208,0.9907582,0.60048175,0.9724103,1.150093,1.0337334,0.738862,1.1581295,1.1570606,1.0359464,1.1694846,1.0636783,1.0794873,1.1103652,1.1501673,0.92914236,1.0189438,0.8125633,1.0169317,1.0442489,1.0165942,0.76216507,0.9002459,0.43959713,1.0824201,0.9810031,0.856344,0.68810785,1.0761724,1.0248281,0.93418944,1.0298253,1.1297538,1.1403037,0.0,0.57603765,0.900309,1.1115763,1.0490379,0.99367917,1.0240602,1.0824593,1.0963194,1.0331041,1.0755403,0.91293156,1.043402,1.1061374,1.0672768,1.14979,1.0864058,0.98537064,1.0837232,1.0644336,1.0833883,0.9902678,1.2369173,1.0776532,1.1239665,0.95470315,0.8963051,0.443143,0.8122865,1.2148756,1.057375,1.0609174,1.1285114,1.2086928,0.72826046,1.125833,1.132154,1.2145418,0.8663792,1.0762304,0.9782749,0.8424568,1.2078727,1.0232437,0.98568636,1.0836164,0.96342516,1.115584,0.8548797,1.11959,0.7554493,1.148738,1.1357896,1.2209308,0.98820627,0.78605986,0.56900585,1.1376063,1.1198753,0.9700855,0.97623897,0.9556273,0.93031675,1.1461823,1.145124,1.0171998,1.0623772,1.1627369,1.0187881,0.8425883,1.0648885,1.1219026,1.1554158,1.0069607,0.8047427,1.2268909,0.80083823,0.87752527,1.0759416,0.48447877,1.1461028,0.5999036
drawer,1.0878377,0.74624455,1.0656002,1.0277858,1.0476395,0.9987823,1.0505443,0.90933377,0.545795,0.99685603,1.2639033,0.8668986,0.69033647,1.2172555,1.0876389,1.1757782,1.2141476,1.03553,0.90238065,1.1503385,1.0825243,0.7631255,1.0031368,0.7961211,1.0688262,1.0705632,1.0159968,0.8350431,0.93755776,0.8617113,1.2111642,0.9596966,0.8211397,0.7440777,1.075381,0.8721561,0.9327074,0.9795191,1.1546876,1.1760426,0.57603765,0.0,1.0878627,1.0336922,1.0284803,0.93309903,0.9680655,1.0958301,0.92139816,1.1478627,0.94871473,1.0363954,0.9893512,1.0272938,1.0821573,0.88754123,0.99706614,0.99549997,1.1999695,1.2041715,0.8763425,1.1012712,0.87184453,1.1347871,1.2219712,1.0843521,0.94136286,0.6794102,0.7350699,1.2858338,1.0363203,1.155376,1.0119047,1.0022725,0.705696,0.9650481,0.92627263,1.0766557,0.99600536,1.0669919,1.1951536,1.0136526,1.2423375,0.81026953,0.85967386,1.1377317,1.0166901,1.0474687,0.655427,1.1064829,0.99493194,0.8706274,1.0175375,1.0650125,1.0341971,0.6916946,0.7491757,1.1166031,1.211124,0.9707476,1.2123454,0.95744795,0.79120797,1.1880343,0.9175669,1.0030186,1.0357903,1.1974546,1.1600363,0.99004084,0.9282114,0.9320396,0.78301907,1.0039462,0.8217419,1.2080482,0.5172707,1.094789,1.1750991,0.7018334,0.8811828,0.86584425
dress,1.0137745,1.0866106,1.2077852,1.0005661,1.1383357,1.109064,1.1510053,1.1012979,0.8609448,1.0792028,0.9465898,1.2092919,0.8389925,0.95371735,1.070196,0.8846336,1.0153087,1.1624343,1.2145588,1.0092698,1.136631,1.1138768,1.0977143,1.0911876,0.92507803,0.9511137,1.0220765,0.9502366,1.1902354,0.82187754,0.5856705,1.0190741,1.0220305,0.80890036,1.0815213,1.268,0.9385279,1.1727678,0.94736814,0.8915464,0.900309,1.0878627,0.0,1.0405197,1.1432425,1.0120187,1.21578,0.9500696,1.1985979,0.89900994,1.1708925,1.0839344,1.2305796,1.1918309,0.9449187,1.1505367,0.9144608,0.92698383,0.99918973,0.7531867,1.0671088,0.97567475,1.2124152,0.8891632,0.56812847,0.80673283,1.1009513,0.9407379,1.1340411,0.9392129,1.0080637,0.8371587,1.1412185,1.2621919,0.9297292,1.1873814,1.2861543,1.154545,0.9125486,1.0351529,0.39445102,0.7336564,1.0093786,1.2924217,1.3189694,0.93786174,1.1804287,1.0419015,0.994761,0.9694331,0.97158504,1.2807714,1.1743,1.2019808,1.1475347,1.0710751,0.9103958,1.1894343,0.8892854,1.0245936,0.4674251,0.97087574,1.1428845,0.76558673,1.1914268,1.2261686,1.0994853,0.81573105,0.6218263,0.8231944,1.2148175,1.156334,1.2584031,0.96012115,0.8855821,1.0445662,1.1165321,0.84617627,0.9324263,0.9713101,1.2471832,0.8107891
duck,0.7827376,1.0879022,1.1138564,1.0331373,0.78063583,1.0670742,0.46847016,1.2039638,1.0208633,1.113743,1.0528145,1.1672815,1.0200483,0.924772,0.39997458,1.0930811,0.99185264,1.1487007,1.1937698,0.9532143,0.88200057,1.1276869,0.9102221,1.2152566,1.0140762,1.0610645,0.83001864,1.178184,1.1549369,1.0008888,1.1222447,1.0710927,1.0964459,1.0659158,0.80717963,1.1884106,1.0072203,1.1523132,0.7589151,0.856078,1.1115763,1.0336922,1.0405197,0.0,0.80170345,1.1286337,1.200006,1.041041,1.1058441,0.96386415,0.75150126,1.1832842,1.129409,0.6234828,1.0971532,1.0951471,1.1528174,1.0676092,1.0444947,1.047368,1.1066576,1.0958449,1.0034151,0.9823103,1.0975466,1.1285458,1.084007,1.1336068,1.114705,0.96791506,0.71227884,1.0891644,0.80760425,1.1268204,1.1250311,1.1356118,0.90962565,1.0718889,1.1335088,0.27504146,1.2157536,1.0005883,0.8918872,1.2528495,1.2508066,0.567659,1.1220305,0.75081825,1.1440847,1.0300928,1.0911967,1.1535914,0.75298965,1.0432322,1.1660347,1.0744535,1.1974572,0.73251307,1.0442446,0.9276811,1.1218652,1.1175779,1.1397367,1.0791532,1.1656212,0.88844234,0.92882276,1.0851564,1.0796272,1.0253519,1.1187791,1.0391073,1.14564,1.0939896,1.0863442,0.819586,1.1213793,1.0579754,1.0014135,1.1267806,1.2090312,1.1022902
egg,1.093023,1.1211246,0.89725024,1.07795,0.6631221,0.614108,0.6041442,0.89260995,1.139359,0.98476374,1.1694994,1.0385345,1.1799921,1.1082613,0.72012323,1.2396579,1.0743728,1.0384804,0.9136446,1.0569444,0.8832872,0.8652301,0.81989044,0.9606124,1.0617764,0.86070734,1.1210434,1.101978,0.9146547,1.1948318,1.2164252,0.9189354,1.1353569,1.197831,0.9966577,0.95506513,1.1829212,1.006995,1.0544004,1.0341043,1.0490379,1.0284803,1.1432425,0.80170345,0.0,1.1622072,0.90821654,1.1873729,1.0212792,1.0669398,0.65207005,0.88907653,1.0959003,0.66330206,1.2590818,1.0955372,1.0507449,1.1590128,0.8625493,1.2646886,0.96479344,1.209338,0.9999289,1.0804963,1.2607644,1.3044704,1.0446947,0.95191926,0.8353317,1.1522048,0.75748277,1.1390312,0.60964674,0.9252909,1.0714439,0.98004484,0.7471669,0.80104816,1.2342558,0.75360847,1.2770739,1.2243341,1.0212864,0.933424,1.0680935,0.90073645,0.97062796,0.88880783,1.0542898,1.0893562,1.0722585,0.9946018,0.8127779,0.8835685,1.1451318,1.059931,0.9575302,0.68328464,1.2659563,1.0439707,1.2868856,1.2605498,0.94803315,1.1920044,1.0413382,0.8885155,0.5532899,1.0420015,1.261375,1.1092746,0.81258684,0.99635994,0.93503374,1.0110544,1.1482235,0.8255678,0.88286287,1.1434741,0.98757523,0.9357145,1.0423177,1.1312385
elephant,0.8778473,0.92315406,1.196163,0.7765092,1.1598947,1.2815312,1.2771639,1.2227318,0.69832116,0.8322817,0.9051214,1.1057891,0.8270558,0.91920805,1.2387112,0.77643955,0.96281695,1.2055041,1.1921225,0.9657258,1.1327109,1.136273,1.1173925,1.1558552,1.082176,1.1829015,0.849979,1.090014,1.2145319,0.8459466,0.7044188,0.9295978,0.87970585,0.8542743,0.90831894,1.2173343,0.82166827,1.2109485,0.9180452,1.183572,0.99367917,0.93309903,1.0120187,1.1286337,1.1622072,0.0,0.9357776,0.66632503,1.0057918,1.1288753,1.2993448,1.2033029,1.1051502,1.289455,0.66292506,0.8534577,1.0347385,0.73857,1.0265836,0.75403404,0.88552076,0.8367324,1.1614307,0.81734455,0.807726,0.76803845,1.210197,1.1522949,1.2788244,0.92681515,0.91641885,0.93525916,1.0759932,1.1387347,0.98986673,1.1340716,1.0153247,1.184482,0.8926947,1.0927536,0.8636133,0.78661793,0.9758308,1.1578511,0.92927516,1.0832288,1.180488,0.98922193,1.0785977,0.888497,0.9724907,1.111839,1.1692533,1.1780862,0.78529686,1.1814353,1.2990661,1.2600174,0.91229135,1.0435699,0.7877629,0.9382752,1.1926744,0.7518387,1.0313349,1.2478834,1.2624769,1.0114689,0.79873616,0.9311339,1.0897051,1.0256104,1.0387472,1.024884,0.97343564,1.3593048,1.0921384,0.83982855,1.0613178,1.1552558,1.0113163,0.9625545
