,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,duck,egg,elephant,eye,face,finger,firetruck,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jacket,jeans,knife,ladder,lamp,meat,melon,mitten,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,sink,slide,slipper,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
paper,0.64928854,1.2358539,1.363418,0.74537575,1.2406723,1.385273,1.0750971,1.2758415,1.0224367,1.151991,0.26665848,1.4646112,0.8521255,0.23496854,0.87725693,0.52009386,0.107313514,1.3758818,1.4169908,0.111744165,1.10517,1.337578,1.0234929,1.5135586,0.96149915,1.2581234,0.62608814,1.1351597,1.4116122,0.90600723,0.85529613,1.1723807,0.88534546,0.9938078,0.6453938,1.4222854,0.6274047,1.4132979,0.6831136,0.84127635,1.2078727,1.2423375,1.0093786,0.8918872,1.0212864,0.9758308,1.2833822,0.8892523,1.2687646,0.7861172,1.262193,1.2811544,1.30692,0.91635793,0.68265355,1.2548182,1.2962923,0.8606057,0.4840274,0.73368317,1.1656195,0.6780502,1.3149986,0.89022934,0.85781324,0.8964117,1.160331,1.1997025,1.425934,0.6464855,1.0425273,0.8935224,1.2035539,1.3846521,1.3834321,1.4641372,1.298267,1.2536854,0.7783504,1.0990945,0.84582436,0.9600933,0.0,1.4410589,1.2484102,0.84624815,1.3271987,0.9032786,1.3773963,0.7797512,1.0480915,1.3509073,1.1649134,1.3753345,0.7395153,1.1688932,1.3321385,1.0540018,0.69340575,0.7537831,0.79447424,0.9641945,1.3400362,0.708524,1.4431928,1.2936628,1.1150588,0.7496954,0.7958438,0.50492567,1.2884291,1.2729594,1.3508447,0.82254857,1.3592265,0.8841541,1.350756,0.8205804,0.959382,1.1675227,1.4338917,1.0711287
pen,1.4037864,0.75296247,0.5246072,1.3636087,0.9156812,0.4752211,0.9789304,0.55564964,1.2064127,0.9124726,1.5079284,0.28448188,1.347674,1.5345681,1.0475802,1.5320597,1.429614,0.5327587,0.4626459,1.440493,1.0697719,0.6916548,0.9569531,0.32485783,1.0534617,0.6246567,1.3830096,0.99326444,0.41709113,1.3314083,1.3208406,0.89869624,0.9705222,1.335435,1.391873,0.1386621,1.3594544,0.53315514,1.433882,1.2104642,1.0232437,0.81026953,1.2924217,1.2528495,0.933424,1.1578511,0.5923495,1.2723421,0.6886709,1.10859,0.64222354,0.65315413,0.29459858,1.06447,1.365113,0.7182019,0.8077164,1.1709297,1.2308416,1.424249,0.80748177,1.365771,0.6360886,1.3123416,1.2809176,1.2090229,0.4912541,0.93492305,0.5279736,1.4073219,1.2065003,1.3494576,0.9883053,0.41879487,0.84315634,0.41506094,0.73454607,0.67381567,1.1495867,1.2022183,1.3907113,1.3304465,1.4410589,0.0,0.29918587,1.3874464,0.40324402,1.245635,0.839206,1.3177979,1.0768937,0.31364113,0.95263714,0.5653468,1.069777,0.8443779,0.76927036,0.84365743,1.387569,1.1827215,1.4675934,1.2588965,0.53161514,1.391701,0.37685215,0.4339739,0.7645188,1.2492975,1.4432981,1.5172198,0.5825001,0.6909433,0.38004017,1.2202275,0.9118746,1.0064857,0.5812746,1.2936263,1.0921675,0.90628654,0.36091542,1.2100266
pencil,1.1416087,0.6555854,0.74981284,1.1887739,1.1261704,0.7410354,1.1122775,0.7929913,1.0710105,0.8852124,1.2804152,0.42947823,1.2305607,1.2635484,1.0903972,1.2474818,1.1502416,0.6866367,0.65206695,1.216159,1.0101554,0.87997836,1.0970082,0.6282072,1.031161,0.7159878,1.1923643,1.0627104,0.64369714,1.0927703,1.2175665,0.9599831,0.7299279,1.2404352,1.1402577,0.32966888,1.2218415,0.69351196,1.3081017,1.2114263,0.98568636,0.85967386,1.3189694,1.2508066,1.0680935,0.92927516,0.7740452,1.0858331,0.80120593,1.0898515,0.8657645,0.9125868,0.44270235,1.1690598,1.0315181,0.7897036,0.83681643,1.1243697,1.1157976,1.2838289,0.8192364,1.1153723,0.85693645,1.2634463,1.2049915,0.98565197,0.57964146,1.0549058,0.86886084,1.269095,1.1583023,1.1875029,1.0903971,0.66866016,0.8631166,0.6169233,0.8797969,0.8260538,0.9362449,1.2315829,1.2008903,1.1330171,1.2484102,0.29918587,0.0,1.3712151,0.55164355,1.2321296,0.97115964,1.0403099,1.0717854,0.41775876,1.1228867,0.7873092,0.7886121,0.8734749,1.0038185,1.0433118,1.2740581,0.98913085,1.2882102,1.0489839,0.66931486,1.3017235,0.5355103,0.68474543,0.99670106,1.2867265,1.3200741,1.2646111,0.6356014,0.9026444,0.55201423,1.0983951,0.92557013,1.1836779,0.64904284,1.2111859,1.0885926,1.0352476,0.56080484,1.1846569
penguin,0.75663096,1.1160829,1.2107074,0.8475913,0.87374836,1.1632793,0.7483586,1.2523372,1.0064123,1.0903993,0.9081919,1.3884722,0.94064724,0.85899967,0.8168923,0.9131091,0.9092663,1.2057812,1.2616055,0.91192234,0.7365442,1.106242,1.0686758,1.321938,0.9928165,1.1157569,0.8157667,1.1735697,1.3183533,0.9185921,1.0337197,1.0533471,1.1314834,0.9682541,0.7988049,1.3617213,0.96228904,1.2048193,0.45174706,0.89398354,1.0836164,1.1377317,0.93786174,0.567659,0.90073645,1.0832288,1.2778077,1.0297418,1.0205528,1.017666,1.0392847,1.196891,1.2593808,0.8223423,0.96294504,1.2059569,1.1026872,1.0403901,0.9150263,0.9002133,1.1132672,0.7689063,1.1882598,0.65585625,1.0744548,1.0818071,1.031486,1.1508437,1.2254469,0.75785863,0.7468161,0.816092,0.8299079,1.2416482,1.0491402,1.2705817,0.9517989,1.1620822,1.0569623,0.6108586,1.0279776,0.9149006,0.84624815,1.3874464,1.3712151,0.0,1.2582337,0.7508569,1.1349702,0.9133181,0.9941125,1.3380269,1.0805612,1.1559987,1.1446742,1.1307559,1.1524479,0.9554935,0.9641824,0.83374226,0.9939675,0.858011,1.212661,0.9034093,1.3009925,1.1063321,1.0283353,1.007722,0.92579967,0.83186626,1.1067138,1.1157974,1.2920673,0.7738738,1.0406916,1.0162295,1.1174319,0.9318246,0.9774437,1.1661938,1.3014214,1.0030154
pickle,1.3521401,0.9177568,0.6257074,1.390192,0.95768636,0.498181,0.9368426,0.6765995,1.2714086,0.92927885,1.3987081,0.31919467,1.3242812,1.3793708,0.98512316,1.4327593,1.3254085,0.49922496,0.5106135,1.3383387,1.1128814,0.7836609,0.93586683,0.45044416,1.0454088,0.69499445,1.2832406,0.99957556,0.4078343,1.1914778,1.2384208,0.9219518,1.1032081,1.2642655,1.3427644,0.34836364,1.3670194,0.49344504,1.32121,1.1943322,0.96342516,1.0166901,1.1804287,1.1220305,0.97062796,1.180488,0.77326566,1.2513089,0.8662555,1.0893667,0.69826686,0.63783467,0.40386456,0.98714805,1.3199159,0.8016525,0.9610435,1.0693102,1.173378,1.3588197,0.9639079,1.3550229,0.8290657,1.2318934,1.2170224,1.1964022,0.4580531,1.0107226,0.6534728,1.3140575,1.0822183,1.3186424,0.9860391,0.57856655,0.9646153,0.59788305,0.89766234,0.73694414,1.1869256,1.0755031,1.3281314,1.2229524,1.3271987,0.40324402,0.55164355,1.2582337,0.0,1.2025726,0.894248,1.2776875,0.9261454,0.43742174,0.95386064,0.68493354,1.068663,0.8995696,0.8399334,0.8517901,1.2671833,1.2909114,1.37781,1.2832845,0.522156,1.2726034,0.6198568,0.47521514,0.79435384,1.1602036,1.3097746,1.4671285,0.61660063,0.8417449,0.6632742,1.2776811,0.9175965,1.0179622,0.83539695,1.1508529,1.072534,1.0248523,0.6536945,1.0548048
pig,0.76717323,1.0268999,1.1576933,0.8557507,1.022204,1.1314526,0.8233367,1.1859611,1.05145,1.0306424,1.0263368,1.2189662,1.0262794,0.9206427,0.7036446,1.0156149,0.9460419,1.200438,1.2054204,0.9395722,0.94405675,1.1329691,0.9504604,1.2495161,0.98345345,0.983195,0.8555836,1.1884902,1.1989279,1.0137495,1.0509453,1.0972885,1.1053039,1.0705181,0.84353966,1.22318,0.89888585,1.1900959,0.61790544,0.7394676,1.115584,1.0474687,1.0419015,0.75081825,0.88880783,0.98922193,1.2004303,0.9742469,1.0033286,0.95556444,0.8593438,1.1401939,1.1748393,0.81709635,1.023041,1.0784886,1.013082,1.0184048,1.0046746,1.0176154,1.0671159,0.9326752,1.0291134,0.87757516,1.0690587,1.0730644,1.1968982,1.0632777,1.15585,0.90776145,0.8720695,0.91010404,0.91737235,1.1395113,1.0949104,1.1665769,1.0207365,1.125932,1.1028439,0.8924818,1.0707742,1.0283376,0.9032786,1.245635,1.2321296,0.7508569,1.2025726,0.0,1.1401672,0.96202755,1.037648,1.2009199,0.575883,1.1233138,1.093124,1.0534099,1.1669534,0.9017168,1.0512171,0.8368495,1.0459359,0.98804086,1.0812465,1.0015334,1.173429,1.1363683,0.96094996,1.0755254,0.99594647,0.9874716,1.1311755,0.9755592,1.1417036,1.0456901,1.1308594,0.8329016,1.063487,1.0187911,0.9226983,1.0576288,1.2172053,1.0341326
pillow,1.2818142,0.90823627,0.9282739,1.155228,0.8535392,0.93719965,1.0939167,0.7349742,0.7089534,0.78695136,1.180339,0.85028344,0.8254905,1.2859161,1.228602,1.02095,1.3442924,0.81640905,0.6619236,1.3154765,1.0166515,0.66500735,0.9990165,0.6079135,0.9775838,0.9932273,1.2405578,0.4313125,0.8182977,1.1078132,1.1444857,0.7984995,1.0084057,0.56514406,1.2606565,0.8952106,0.9454811,0.75984776,1.2357323,1.1657342,0.8548797,0.655427,0.994761,1.1440847,1.0542898,1.0785977,1.0269884,1.2873633,0.9707488,1.1693199,0.99462205,0.7963269,0.9319458,1.1283059,1.2606454,1.0956197,0.8053195,0.990308,1.2758191,1.2720947,1.0479357,1.265132,0.97400236,1.1831559,1.1697358,1.0214467,0.9737822,0.70066667,0.5724526,1.1509953,0.9356022,0.99808866,0.98573107,1.0555394,0.42570412,0.91586375,1.0488669,0.9621508,1.1177497,0.9910872,1.0772725,0.9842532,1.3773963,0.839206,0.97115964,1.1349702,0.894248,1.1401672,0.0,1.187288,0.9374179,0.7849432,1.0326645,0.9155758,1.0156918,0.832785,0.4844728,1.1771362,1.135786,1.2217594,1.1095327,0.9534224,0.579106,1.1363413,0.903067,1.0547354,1.0529585,1.118176,1.1250525,1.1163709,0.94823015,0.9950845,0.79036736,1.1036432,0.39723033,1.1913435,0.6290914,1.1167964,1.1032193,0.7643126,0.96558857,0.6665728
pizza,0.50367916,1.078221,1.2908137,0.6907117,1.1396059,1.3574991,1.0129821,1.1418171,0.9060797,1.0174733,0.74839276,1.3401184,0.92463225,0.6165144,1.0722992,0.72274226,0.66315764,1.3173063,1.3271134,0.7365685,0.78623945,1.1728688,1.0912702,1.3892308,0.9834203,1.1795123,0.9180778,1.1850278,1.3166587,0.9567426,0.8403771,1.1488804,0.720144,0.98271286,0.5543135,1.3583722,0.8628712,1.3545084,0.912732,0.8802786,1.11959,1.1064829,0.9694331,1.0300928,1.0893562,0.888497,1.2663414,0.7480953,1.121573,1.0354527,1.1308702,1.1453418,1.332121,0.8511194,0.38869917,1.1905361,1.0453494,0.919939,0.8225204,0.77791524,0.84823227,0.58078235,1.102613,0.8571594,0.88032824,0.8486358,1.1751091,1.1880914,1.3648715,0.6965967,0.91685784,0.7282999,0.91854364,1.3348076,1.1276774,1.2346059,1.2454537,1.2079962,0.7029459,1.0626602,0.7586367,0.87929016,0.7797512,1.3177979,1.0403099,0.9133181,1.2776875,0.96202755,1.187288,0.0,1.0057015,1.2937112,1.0513762,1.2429057,0.83203167,1.1371876,1.2436442,1.1418756,0.9119573,0.6316924,0.7565366,0.6856664,1.2863269,0.9390689,1.2808912,1.2940124,1.1997943,0.94961333,0.8171431,0.6523791,1.093108,1.1834509,1.1976057,0.69774383,1.1280478,1.0408981,1.1014045,0.9475478,0.996382,1.1843054,1.3038056,1.1136351
plant,0.9890884,1.1186372,1.1349952,1.1271659,1.0951474,1.0756662,0.954728,0.9390575,0.94620305,0.94381464,1.1034211,1.1039641,0.94368935,1.105749,1.099958,1.0822356,1.0404794,1.0445102,1.0538117,1.0051047,1.1740745,0.96884906,0.9689104,1.0214368,0.8219132,1.111815,1.05873,0.8295183,1.0460985,0.90137565,1.0349529,1.036357,1.079748,0.8693772,1.0366132,1.1718577,0.99091804,1.0693647,1.067205,0.94012153,0.7554493,0.99493194,0.97158504,1.0911967,1.0722585,0.9724907,1.139209,1.1202259,1.2236693,0.9440789,1.0837752,0.44369495,1.1544945,0.79709345,1.0623082,1.1304924,0.9949813,0.78490573,1.1155636,1.0140556,1.0180218,1.0831318,1.1177226,0.937072,1.0685112,1.1069973,1.1483319,0.7954428,1.0015799,1.0357662,1.0427308,1.0052922,1.0335714,1.2114365,1.0505908,1.1197569,1.1808263,1.1429747,0.9200348,1.0591136,1.0530881,1.0046525,1.0480915,1.0768937,1.0717854,0.9941125,0.9261454,1.037648,0.9374179,1.0057015,0.0,1.1555924,1.0360109,1.1365702,0.995992,0.8854015,0.88023925,1.0237494,1.0430516,0.97618675,1.0378579,0.9739275,1.0084133,0.85398245,1.1740053,1.0875875,0.9291583,0.9243406,0.9938499,0.935978,1.0511396,1.1710882,1.1954074,1.0967648,1.0307615,0.8704045,1.0163769,0.37674832,0.88044083,0.82757515,1.1522858,0.86003155
plate,1.371794,0.8788924,0.40691406,1.4146949,0.7950403,0.6263665,1.0040435,0.7064964,1.1797158,0.8987307,1.3149695,0.3042379,1.2875519,1.4373435,1.0682613,1.387705,1.34426,0.35888332,0.2437644,1.3318167,0.9609264,0.8214692,1.0457153,0.47951454,1.1158681,0.6925193,1.2397,1.0620364,0.359447,1.2657479,1.3304212,0.9205313,1.1195223,1.299912,1.3792751,0.22453058,1.3100877,0.30622464,1.3251085,1.238261,1.148738,0.8706274,1.2807714,1.1535914,0.9946018,1.111839,0.7142804,1.2599146,0.8435397,1.1411632,0.744274,0.8678595,0.301395,1.0973384,1.2751536,0.73489934,1.0661373,1.0418631,1.2613301,1.3506429,0.84933436,1.4532619,0.68313694,1.2682194,1.2738978,1.2734661,0.53393686,1.1232603,0.59629476,1.3035606,1.1034665,1.4803889,1.0547581,0.40017086,0.9659036,0.50844425,0.7492461,0.45787692,1.1715754,1.0562636,1.449133,1.3356719,1.3509073,0.31364113,0.41775876,1.3380269,0.43742174,1.2009199,0.7849432,1.2937112,1.1555924,0.0,0.9635723,0.43575865,1.1188,0.8598279,0.86864585,0.91998214,1.2194896,1.3627818,1.4455456,1.3189113,0.4101138,1.228387,0.5373411,0.45786238,0.9091697,1.2293295,1.3833158,1.4533854,0.56245744,0.8896516,0.37592012,1.3402612,0.8819435,1.0459844,0.81543785,1.2094305,1.1278273,1.1222514,0.46254873,1.0732877
pony,0.93942136,1.148026,0.8794964,1.2154467,0.83337426,0.8199115,0.7248198,0.84988743,1.2417675,1.0522864,1.2215672,0.91698897,1.246716,1.126901,0.6146033,1.2659658,1.1562853,0.9513728,0.94881046,1.155779,1.0128622,0.97586465,0.7754968,1.0131103,0.9935875,0.9649359,1.0199507,1.0813942,0.8831945,1.2272788,1.2309996,1.0903091,1.2122204,1.2145424,1.00612,0.9653365,1.1020674,0.9744412,0.90409267,0.6848552,1.1357896,1.0175375,1.1743,0.75298965,0.8127779,1.1692533,0.9444234,1.1530296,1.0808854,1.019846,0.6074934,0.846499,0.99137676,0.57579494,1.2019112,1.0002922,1.0016227,1.0590124,1.1477096,1.2039462,0.8535246,1.2693701,0.6696797,0.9747986,1.1686988,1.2815084,1.1787243,0.9580666,0.81763244,1.0993884,1.0410985,1.2068472,0.8227546,0.87526596,1.1865141,0.8578502,0.8333792,0.92789036,1.1818622,0.8167707,1.2826278,1.2229445,1.1649134,0.95263714,1.1228867,1.0805612,0.95386064,0.575883,1.0326645,1.0513762,1.0360109,0.9635723,0.0,0.86179996,1.2529753,0.9812117,0.98950285,0.59214544,1.1715304,1.0487647,1.2644842,1.1361682,0.9923304,1.1658206,1.0051152,0.8260926,0.7209604,1.0788686,1.1738739,1.2459178,0.96588224,0.92573005,0.9256893,1.2425684,1.1815122,0.6183918,1.0848832,1.1472039,0.8777238,0.9291673,0.9183918,1.1587671
pumpkin,1.3913846,0.9703274,0.031339645,1.3017635,0.4088,0.5949656,0.8467113,0.6611439,1.3721786,1.000993,1.385351,0.5747976,1.3702325,1.47864,1.018269,1.460963,1.4376563,0.24936813,0.40221357,1.4512388,0.89353687,0.9143709,1.0027487,0.52445227,1.1578906,0.83329487,1.3050423,1.1558561,0.5228141,1.3136005,1.3114649,1.0808104,1.2890894,1.3662481,1.3292364,0.43785417,1.403728,0.29883468,1.2916516,1.1287087,1.2209308,1.0650125,1.2019808,1.0432322,0.8835685,1.1780862,0.49577773,1.1360168,0.72583455,1.1620661,0.8187754,0.7384777,0.5766083,1.0428329,1.3180068,0.59135187,1.0027016,1.2210873,1.2363584,1.2602284,0.86433345,1.3828869,0.49506748,1.1711078,1.2612112,1.3761909,0.9139261,1.0979431,0.59033453,1.2782197,0.79993635,1.3158208,0.8018894,0.22599554,1.0723184,0.37935555,0.6570347,0.091561854,1.3068678,0.9279196,1.3668649,1.3246381,1.3753345,0.5653468,0.7873092,1.1559987,0.68493354,1.1233138,0.9155758,1.2429057,1.1365702,0.43575865,0.86179996,0.0,1.3157711,1.0260527,0.8085753,0.89916885,1.252564,1.399917,1.4033643,1.2996403,0.7352232,1.2659885,0.471066,0.59356904,0.79644203,1.203014,1.3912443,1.4814348,0.88537526,0.64039993,0.37738395,1.257716,1.0243974,0.8732487,1.0271338,1.2250805,1.0955681,1.1008085,0.34397918,1.1705492
purse,0.83137155,0.89201736,1.3045018,0.7611575,1.3112249,1.2253678,1.2635392,1.0518526,0.88477063,0.9773861,0.6981269,1.0819248,0.8274074,0.67502713,1.1804006,0.63720644,0.60472345,1.217922,1.1967875,0.6351435,1.088133,1.0829701,1.1493032,1.1093,0.9269169,1.1051251,0.82973444,0.8662503,1.173436,0.77881736,0.9154875,0.94443554,0.59764147,0.8289521,0.6894589,1.1301446,0.78181547,1.2291787,1.017049,1.1297235,0.98820627,1.0341971,1.1475347,1.1660347,1.1451318,0.78529686,1.1467588,0.90625745,1.0991411,0.9793198,1.2470186,1.1429453,1.0223427,1.2404206,0.67817104,1.1027348,0.99199,1.0436301,0.8305038,0.92344785,1.093612,0.78029406,1.2671677,1.0646185,0.9976278,0.6494967,0.9982889,1.0710455,1.267549,0.88863516,1.0664757,0.7905169,1.2338275,1.269613,0.953104,1.1790919,1.2520335,1.3012904,0.79056823,1.1857716,0.8396382,0.7444055,0.7395153,1.069777,0.7886121,1.1446742,1.068663,1.093124,1.0156918,0.83203167,0.995992,1.1188,1.2529753,1.3157711,0.0,0.96115625,1.1754919,1.2252179,0.7986219,0.7696557,0.8182906,0.81039584,1.1170319,1.0310668,1.0563668,1.2132308,1.2007774,1.002935,0.9186545,0.7617129,1.0075978,1.1376126,1.1614571,0.8935081,1.0172436,1.2042804,0.94463044,0.99957573,1.0082059,1.0794979,1.1794231,0.99031776
radio,1.1523869,0.87784785,1.0115308,1.1930549,1.0553486,0.92711323,1.0189191,0.8578038,0.99006397,0.9641883,1.2012371,0.8752315,0.9913061,1.1224725,1.0299231,1.2074285,1.0774795,0.92635345,0.85957325,1.0367452,1.0883977,0.79246306,1.0172269,0.80707014,0.8204316,0.96612024,1.0501167,0.8470073,0.86716616,1.0417219,1.2213979,0.9948893,0.8614451,0.9811762,1.0762724,0.8750576,1.054188,0.89351285,1.1000817,0.95234275,0.78605986,0.6916946,1.0710751,1.0744535,1.059931,1.1814353,1.0408165,1.2296932,1.0548934,0.9052462,0.9792412,0.88106126,0.90792227,0.9646385,1.1441913,1.0380961,1.0104887,1.1589788,1.0522383,1.203042,1.0017303,1.1838359,0.87235487,1.102012,1.1962154,1.1415944,0.8992905,0.766944,0.7663987,1.1748891,1.0954826,1.1159708,1.0333358,0.96496594,0.9110335,0.99337137,0.95865,1.0527551,0.7727829,1.0965672,1.165856,1.1692789,1.1688932,0.8443779,0.8734749,1.1307559,0.8995696,1.0534099,0.832785,1.1371876,0.8854015,0.8598279,0.9812117,1.0260527,0.96115625,0.0,0.7518852,1.0018361,1.1689246,0.99692184,1.1950806,0.9754407,0.7363012,1.2382247,0.9967156,0.9413631,0.94047487,1.0828742,1.1896029,0.98682064,0.82805395,1.0673192,0.950523,1.1000358,0.95747197,0.89816916,0.7322763,1.0888805,0.9515047,0.75244194,0.9619285,0.94507736
refrigerator,1.416297,1.1700448,0.7849364,1.247328,0.92519385,0.8840905,1.0437059,0.55142826,0.9362551,0.8866364,1.2176685,0.9270332,0.9813424,1.373912,1.1742866,1.1982325,1.2796711,0.6743599,0.6279013,1.2390914,1.1599829,0.65910494,0.9178253,0.39351988,0.96942437,0.86448836,1.2573773,0.4990965,0.6296797,0.9361372,1.215466,0.9505516,1.0279901,0.81639946,1.4281725,0.8063241,1.0839858,0.6363714,1.2194033,1.1156114,0.56900585,0.7491757,0.9103958,1.1974572,0.9575302,1.2990661,0.9049353,1.2569242,1.0986273,1.0646567,0.9414493,0.6329101,0.9515108,1.0842845,1.3019493,1.1161046,1.0897421,1.084481,1.1180435,1.2056394,1.1163261,1.319386,0.9990853,1.153244,1.2404164,1.2520198,0.8878523,0.30261934,0.42449903,1.2574761,1.1224152,1.2374748,1.049657,0.98180294,0.69644165,0.9619484,1.1536163,0.80865103,0.96705747,1.1424228,1.2079537,1.1916642,1.3321385,0.76927036,1.0038185,1.1524479,0.8399334,1.1669534,0.4844728,1.2436442,0.88023925,0.86864585,0.98950285,0.8085753,1.1754919,0.7518852,0.0,1.1125213,1.2967856,1.1143626,1.1786193,1.2202429,0.60953355,1.2070738,1.007382,0.95859855,1.0016532,1.0299057,1.1893511,1.0113362,1.0240393,1.0777826,0.79198223,1.0353682,0.67551327,0.99448466,0.6929542,1.0720539,1.0245949,0.35274506,0.9902971,0.5806422
rooster,0.8703851,1.1141516,0.8620318,1.2264667,0.93076336,0.60606706,0.6592054,0.8771893,1.3146393,1.1432488,1.2159463,0.846037,1.2907089,1.1173677,0.50509167,1.2924298,1.1275337,0.9870645,1.0017929,1.1194749,0.93448794,1.0159901,0.65959483,1.0469705,1.0036613,0.7972817,1.0420434,1.1535511,0.86232877,1.2494287,1.2231276,1.0053989,1.2979017,1.3247783,0.98636615,0.8450802,1.1862974,1.0133998,0.98322755,0.7580632,1.1376063,1.1166031,1.1894343,0.73251307,0.68328464,1.2600174,0.90359527,1.1705903,1.0396501,0.97217214,0.34787595,0.80546105,0.893495,0.48330176,1.3265339,1.0068083,0.92555964,1.1601161,1.1135503,1.2679098,0.8715457,1.302395,0.74104184,1.1154586,1.1778623,1.2969108,0.960939,1.0741619,0.8857869,1.0881773,1.0880945,1.2158563,0.8492444,0.7823545,1.1966109,0.8473166,0.6900099,0.9351834,1.1506559,0.76989084,1.3100593,1.1888927,1.0540018,0.84365743,1.0433118,0.9554935,0.8517901,0.9017168,1.1771362,1.1418756,1.0237494,0.91998214,0.59214544,0.89916885,1.2252179,1.0018361,1.1125213,0.0,1.1670723,1.0167143,1.3135545,1.1027496,1.0460848,1.1987647,0.93612635,0.67140174,0.40286136,1.0409256,1.2441448,1.2886271,0.83918726,0.915406,0.971737,1.2610748,1.2686048,0.6505559,1.0304494,1.2194865,0.9653926,1.0336219,0.8798854,1.2459788
scarf,0.8104444,1.0867734,1.2610872,0.7558863,1.1584077,1.3590094,1.255204,1.3613883,0.88787794,1.0949185,0.4474048,1.2946786,0.69187987,0.59608805,1.1519973,0.45053953,0.7049643,1.2396975,1.2936746,0.7069539,1.0172845,1.3700817,1.1891441,1.4161916,1.0681616,1.2446697,0.759054,0.9471213,1.352191,0.77433574,0.6919614,1.0525069,0.9486196,0.7147734,0.75765693,1.3917496,0.7455113,1.2652678,0.84388226,0.9588499,1.1198753,1.211124,0.8892854,1.0442446,1.2659563,0.91229135,1.2888963,0.78459203,1.1074818,0.97289157,1.3566388,1.3129592,1.2140629,1.2150878,0.7297299,1.0629983,1.202301,0.849633,0.9457156,0.54637206,1.1722105,0.7664281,1.2111322,0.8308958,0.6418651,0.5870973,1.1915586,1.2146385,1.4182545,0.6943346,1.0214125,0.8506463,1.2940855,1.2709095,1.197925,1.3389816,1.196672,1.17589,0.8334197,1.1110585,0.63050413,0.71488684,0.69340575,1.387569,1.2740581,0.9641824,1.2671833,1.0512171,1.135786,0.9119573,1.0430516,1.2194896,1.1715304,1.252564,0.7986219,1.1689246,1.2967856,1.1670723,0.0,1.0114253,0.5976371,0.75245553,1.3012816,0.59861284,1.2836528,1.2050265,1.2492363,0.81218004,0.5356083,0.64986265,1.2439581,1.1812092,1.3601027,1.0036439,1.0888901,1.1526731,1.3173896,0.75467604,0.99785364,1.2185239,1.3147523,0.981197
scissors,0.5486984,1.0260549,1.3980136,0.6653502,1.2774676,1.2183025,0.9063005,1.105851,0.9014998,1.164782,0.8513176,1.3695233,0.8773764,0.74037004,0.8447581,0.903592,0.6490222,1.3457415,1.3424389,0.6914557,0.9871933,1.0346444,0.9770605,1.3095093,0.9280776,0.92814565,0.95390457,1.0601182,1.2521204,0.9233229,1.0102055,1.1679966,0.74352366,0.9795512,0.6751452,1.206793,0.80494356,1.355539,0.928337,0.75677633,0.9700855,0.9707476,1.0245936,0.9276811,1.0439707,1.0435699,1.2983562,0.9615863,0.9760321,0.9366049,1.010005,1.1756165,1.2704464,0.8477284,0.69500315,1.2081263,0.9828437,1.1158369,0.81828845,0.9308734,1.079486,0.55055994,1.1621095,0.97665304,1.0486033,0.9909762,0.90456265,0.9417247,1.1792712,0.90183276,1.0915722,0.744322,1.0430474,1.3827491,0.9960706,1.3523078,1.2160784,1.3774834,0.7935827,1.0478647,0.94589496,1.0054554,0.7537831,1.1827215,0.98913085,0.83374226,1.2909114,0.8368495,1.2217594,0.6316924,0.97618675,1.3627818,1.0487647,1.399917,0.7696557,0.99692184,1.1143626,1.0167143,1.0114253,0.0,0.92862713,0.8572458,1.1643243,1.0118339,1.2591027,1.1814736,1.0645468,0.9267401,0.9196835,0.6329653,1.1106676,1.101617,1.1982431,0.4306764,1.1048946,0.86934006,0.86095995,0.9701301,0.976214,0.904371,1.3208544,1.0453801
