,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,game,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
raisin,1.2345309,1.0881741,0.58599186,0.95401216,1.332747,0.44316554,0.43532717,0.75540674,1.1823876,1.27651,1.0651045,1.4040332,0.69527465,1.336709,1.3500443,1.2271386,1.2838793,0.85800064,1.0683692,0.72544026,0.89821607,1.2577713,0.8297503,0.77615047,0.8426039,1.0610174,0.7870761,0.7745102,0.7390646,1.1594509,0.87974423,0.80285734,1.3474815,1.1933599,1.2195036,1.1181545,1.3970872,1.0172235,0.6552536,1.4009979,0.6668389,0.9817582,1.2191736,1.0621091,1.1756331,0.9373563,1.3330283,0.82320607,0.5757466,1.0623776,1.0193379,0.8594475,0.9227454,0.7113648,0.8750628,0.8075127,0.8673003,1.1226238,1.1651461,0.6347324,0.82535183,1.0394921,0.84222937,1.1676242,0.7377288,1.1720841,0.5464463,1.1744138,0.8720922,0.9306332,1.1010768,1.1730788,1.3464333,1.0761925,1.3039981,0.69136584,1.2204313,1.06242,1.0142187,1.192026,1.1194253,0.64597994,0.8625751,0.855497,0.69200534,0.4873979,1.2744145,1.1831107,1.3757863,1.2302022,1.2852015,0.7137555,0.7537166,0.6528034,0.95046383,0.93429875,0.7647147,0.75668824,1.0543213,0.9304682,0.87231547,0.0,1.1235,1.2643199,1.1267693,1.134431,1.3101516,1.1602731,0.95149606,1.0315115,1.3071874,1.157595,1.3325169,0.582815,1.1558279,0.6957569,1.1406645,1.0322424,0.815215,1.2632434,1.1675513,1.2626357,1.299162,0.57706803,0.75403035,1.111324,1.2335432,0.9354081,0.60142976,1.2077447,1.1174415,0.99935395,0.730561,1.1832526
refrigerator,1.1244618,1.0979745,1.1177841,1.1696643,1.0995024,1.1460776,1.03023,1.2243655,0.73880637,0.9696251,1.1560521,1.0490311,1.0442544,0.8759897,1.092142,1.0318159,1.1005062,1.0111629,0.8552343,0.8160397,0.9749878,0.8195491,1.2045294,1.0339088,0.83104146,1.1291256,0.6934934,0.96783656,1.2338288,1.0137107,0.5446668,1.0173811,0.5256323,0.786162,1.1589305,1.2382208,0.96628624,1.1800908,1.0974272,0.6905824,0.868508,1.0367312,0.83526313,0.9290348,0.47807097,0.6949839,0.85506886,1.1802213,1.1262993,1.1868798,1.0758544,1.2505451,1.1995541,0.964972,1.2181174,0.85457414,1.2061394,1.1708086,0.9970136,1.124904,1.0057427,1.0194671,1.2197012,0.9899182,0.9569973,1.2121502,0.96495163,0.95945907,1.0102235,1.1131897,1.0791128,0.94556427,0.9671477,0.90929157,0.50971437,0.8528046,1.0816654,1.1510437,1.079805,1.1373607,0.66068774,1.140826,0.94099236,1.0975218,1.1442068,1.1870037,0.4186269,1.2051268,1.0780317,0.84151274,0.85826296,1.0238653,1.0940502,1.2203774,0.99645513,0.97639,1.0165372,0.9957244,1.1254096,1.0220875,0.85544086,1.1235,0.0,0.9831893,1.0174632,1.1547196,1.0345678,1.0746425,0.987294,0.7914535,0.6153594,0.8447505,1.1455876,1.1225157,1.0504785,1.1229466,1.0878037,1.149212,0.88421905,0.6875104,0.58392155,1.044348,0.81080043,1.0319136,1.2160177,1.1495376,1.2169918,0.9917736,0.9882477,1.0526046,0.97454727,0.35722673,0.93245107,0.7852336
rooster,0.50597274,1.1562369,1.235975,1.0561056,0.98282105,1.2735476,1.3530471,1.2592938,0.930459,0.78898966,0.9029582,0.597801,1.4706817,0.7314211,0.7651898,0.32104993,0.791483,0.88619304,1.0780858,1.3224672,1.1639899,0.8400985,1.2323835,1.2772877,1.203933,0.6642306,1.3766315,1.0187706,1.4187465,0.864513,1.2229645,1.2774785,0.67211634,0.8288605,0.9183849,0.85103416,0.6237505,1.2364311,1.4322239,0.56089133,1.33108,0.98742425,0.44193447,0.7246797,0.9476437,1.2012585,0.8498981,1.1750184,1.1442999,1.031405,0.7337011,1.3303621,1.162761,1.1156119,1.332226,1.3135124,0.9396167,0.83731794,0.9710073,1.3199615,1.0681635,1.0504341,1.1151427,0.7594481,1.0452466,1.0424669,1.2682506,0.7261799,1.0904335,1.2341818,0.85133845,1.0116749,0.7820593,1.1842629,0.62185764,1.3554082,1.0020998,1.0549076,1.0504895,0.5254117,0.7351166,1.2585225,1.4017832,1.3670927,1.1451257,1.3371938,0.8951869,0.80662197,0.76245105,0.8312765,0.98369455,1.4563317,1.4067198,1.0626932,1.3205234,0.88805187,1.3396006,1.2764556,1.1093768,1.0058991,1.3080409,1.2643199,0.9831893,0.0,1.041263,0.8769873,0.8089825,0.7987218,1.2624295,1.1610874,0.86496294,0.99248016,0.5916496,1.4264996,0.7539229,1.341512,1.0569154,1.1156728,1.2435259,0.7326965,0.6337438,0.76506215,0.71821785,1.2414496,1.3714553,1.0134157,0.9150844,1.2694185,1.1240302,0.8901018,0.97110486,1.0076308,1.3607507,0.9870371
scarf,0.99937385,0.9645022,1.2743706,1.093275,0.7054769,1.3033378,1.176851,1.0886374,1.0359895,1.0107439,1.0597295,1.0162647,1.0046948,0.9249369,0.47361434,1.0665171,0.80330384,1.2154642,1.1041648,1.2338868,1.2079668,0.9790952,1.1325008,1.1558559,1.1419543,1.0163226,1.1025692,1.1322132,0.9824792,0.9597092,0.9613886,1.2187061,0.8963104,0.91656876,0.9479998,1.0330715,0.96973896,0.83715916,1.259018,0.92122865,1.2560043,1.1113151,0.878907,0.926536,1.0585388,1.0676076,0.53740746,0.95016026,1.2552037,0.8828385,1.1198496,0.9300726,1.269671,1.1316566,0.9500756,1.0952041,1.2233264,0.89596236,0.8495868,1.1030357,0.8291914,1.0882429,1.1699618,0.7743639,1.2418076,0.78916377,1.1460968,0.9192595,1.1063638,0.8438377,0.82582784,0.7886942,0.6240965,0.9743297,0.9694627,1.2641578,0.8487059,0.9768994,0.89274305,0.7975204,1.1352222,1.2480065,0.91135406,0.65499383,1.0394728,1.2933928,0.94609773,0.96123624,0.5708777,0.69201934,1.0335852,1.2010199,1.2234647,1.2090192,0.96093726,0.88293403,1.2596809,0.84828556,0.9720141,0.745238,1.1281679,1.1267693,1.0174632,1.041263,0.0,1.0963309,0.507939,0.94817865,0.62451947,1.1026657,0.91121507,1.106938,0.8842883,1.2178997,1.153971,1.2492858,0.9294033,0.86322117,1.1776904,1.0446018,0.9571399,0.510236,0.92248607,1.2277815,1.0646815,0.9062274,0.9319377,0.90671337,1.2745447,0.99499536,1.1113973,0.9819867,1.1405914,0.9648492
scissors,0.82449996,1.180134,1.1284866,0.8951171,1.0539294,1.1335921,1.1965634,0.89189637,0.9132875,0.7982904,1.0604146,0.88580495,1.1551995,0.81753945,0.9913336,0.9040473,1.10726,0.9318043,0.8399475,1.1711941,0.85449535,0.9917197,1.2380877,1.1409953,0.96595335,0.878745,1.2510207,1.0088726,1.1599237,1.1224867,1.1164908,1.0901169,1.0737556,1.0556114,0.784159,0.7237718,0.99394876,1.0833989,0.95150936,0.8843465,1.1818459,0.684749,1.1186519,1.0632873,1.1231961,0.9085361,1.116207,1.207559,1.0819205,1.0209651,1.0574116,1.2213899,0.7324808,1.128871,1.2595398,1.0926523,0.7309488,0.8246739,0.890752,1.250311,1.1513778,1.0512614,0.94276524,1.2049136,1.1259385,1.0450155,1.2369077,0.94877833,0.98150086,0.6032795,0.9429832,0.9639767,1.0270247,0.49147213,0.94995636,1.1048241,1.1174532,1.10535,1.0507156,1.0349724,0.9838823,1.2750882,1.2373496,1.218916,1.2699323,1.1956654,1.038445,1.0353442,1.0697649,1.1452068,0.84663105,0.8102541,0.6343777,0.9282246,1.316028,1.040968,0.82663274,1.2264708,1.1241659,0.8520664,0.9999167,1.134431,1.1547196,0.8769873,1.0963309,0.0,1.0869989,0.97894925,1.3750169,0.54628825,1.042483,0.79292035,0.559231,1.2397834,0.9080416,1.1162096,1.0257691,1.0460806,0.63594097,0.8826131,0.87706095,1.0520298,0.86303437,0.9947342,1.3444955,0.9619865,0.3415413,1.1838709,1.0410182,0.6886388,0.9702392,0.79170537,1.0035483,1.0285233
shirt,0.79562885,0.9583172,1.4054081,1.1648381,0.44789934,1.4237268,1.4356629,1.36154,1.1470312,0.7196211,0.9499935,0.5112021,1.3202946,0.6561141,0.20197809,0.8180307,0.57221603,1.3080469,1.2920508,1.5218897,1.3689125,0.78489155,1.282458,1.3328338,1.3896896,1.0317664,1.3839195,1.2813954,1.0709867,0.74872255,1.1764345,1.3620081,0.71881014,0.8182055,0.8468677,0.8848075,0.498747,1.0105542,1.5383694,0.6565542,1.4976041,1.1278799,0.62025917,0.95746666,0.9831611,1.2396294,0.31809103,0.988141,1.3468221,0.79190195,0.91909355,0.9750471,1.370742,1.3954232,0.98197883,1.449666,1.3256884,0.78684103,0.75412166,1.3128313,1.0235755,0.9636341,1.3784356,0.5285592,1.3216536,0.6529836,1.4227114,0.8888838,1.2230248,1.1905103,0.53478366,0.85855263,0.24297369,1.2035922,0.75770766,1.5342616,0.72577924,0.9592654,0.98741704,0.5778656,1.1280572,1.3161993,1.2714051,0.8158759,1.1357878,1.4346113,0.7895445,0.76627195,0.16052508,0.4221145,0.87787676,1.5230887,1.4608532,1.2306398,1.0756718,1.0979836,1.4977541,1.1331303,0.9584698,1.0617453,1.3448402,1.3101516,1.0345678,0.8089825,0.507939,1.0869989,0.0,0.9403158,0.6805514,1.2969646,0.6144377,1.00746,0.61775297,1.4745563,0.7689517,1.4428339,0.9666183,0.96290725,1.4715791,0.9473212,0.9662332,0.24005115,0.6683804,1.4830799,1.155048,0.9255005,0.89371306,1.2177207,1.4922123,0.8777832,0.98330677,1.1834526,1.3817575,1.004731
shoe,0.9077217,0.671851,1.1841495,0.86234164,0.9154949,1.1081504,1.1738926,1.1307545,0.856184,0.99302024,1.0580178,0.9407755,1.1653028,0.9787698,0.847008,0.8731216,0.9001931,0.99413306,0.9159197,1.224888,1.0578266,0.9398002,0.9672155,1.2441874,1.0533978,0.79350823,1.2604401,1.0162475,1.1581799,1.1372082,1.1162217,1.2174988,0.95425755,0.9351746,0.9608315,1.0098094,0.9324593,1.1832259,1.2951086,0.96164924,1.2164588,0.85672355,0.8794192,0.82890785,1.117486,1.0984566,0.96417445,0.9211348,1.0547458,1.0463114,0.9448941,0.9838728,1.1176612,1.0402561,0.9846528,1.1468116,0.9414106,1.060189,0.8447883,1.1537372,0.7947532,1.1869416,1.0127246,0.93289006,0.977641,0.8697693,0.9683215,0.7715781,1.0716237,1.0936438,0.8901387,0.932883,0.8785473,1.0193224,0.9805336,1.2157596,0.7986609,1.0065309,1.0190214,0.5815098,0.8233654,1.2385844,1.0445677,1.044906,1.1411481,1.2112257,1.0466992,1.0055898,0.8514533,0.86004543,0.98512137,1.2140437,1.169661,1.0455368,1.1042346,0.9184622,1.2019662,1.0713794,1.0375333,0.8266077,1.1377434,1.1602731,1.0746425,0.7987218,0.94817865,0.97894925,0.9403158,0.0,0.9292146,1.0612264,1.1691453,1.0410905,0.919026,1.129529,1.0478632,1.2995325,0.7954224,1.1124476,0.9992638,0.9089017,0.74323475,0.93098474,0.99817467,1.067594,0.9916828,0.72517747,0.93324363,0.9190874,1.0794607,0.939464,1.1126652,1.034514,0.96625847,1.2416024
shorts,1.1813421,0.7569578,1.1177737,1.0972768,0.82185626,1.0805337,0.9886257,1.0657015,1.17467,1.2809154,1.1432991,1.1875024,0.60342795,1.0426911,0.8971138,1.1409363,0.9893327,1.2072783,1.2261158,1.0691965,1.2971963,0.99448436,0.90932965,1.0168489,1.1105386,1.1103142,0.72878736,1.1973222,0.60954463,0.94250727,0.70737946,1.10888,0.96796405,1.0484793,1.1109532,1.252749,1.0687436,0.7378197,0.97552866,1.1482375,1.0833695,1.2548178,0.87646943,1.1144377,1.0695059,1.1114817,0.72618735,0.73993206,1.1982744,0.9737044,1.14584,0.5937402,1.111279,1.0372572,0.5273918,0.84996206,1.3131506,1.0942767,1.0297123,0.75578994,0.6222347,1.1714841,1.1103914,0.85691935,1.1634734,0.83589077,0.8271709,1.0506293,1.2074239,0.9017638,0.94274366,1.0353307,0.6293592,1.1891211,1.1161273,1.0226188,0.8595917,0.82539314,1.0161668,0.8688342,1.1182299,0.941885,0.6139072,0.4942581,0.70658994,1.0109754,0.99641836,1.1191856,0.79218245,0.5735261,1.0523998,1.0017302,1.0938265,1.0736389,0.5465545,0.8273697,1.2307998,0.61936635,0.80823994,1.0065354,0.93945825,0.95149606,0.987294,1.2624295,0.62451947,1.3750169,0.6805514,0.9292146,0.0,1.2957541,1.0215232,1.2729335,1.1991892,0.7618017,1.1855717,0.9425519,0.9168692,0.8901264,1.2366005,1.1497629,1.1094719,0.81464124,1.1335758,1.1452107,0.6330817,0.87169665,1.1246725,0.72442716,1.1926771,1.330765,1.2475696,1.0739847,0.9630873,1.0874076
shovel,1.1706915,1.1309342,0.8704523,0.90702707,1.1562719,0.93983364,0.8685477,0.74219215,0.787678,1.0113958,1.160656,1.1934379,0.92129457,1.096006,1.1536419,1.2874631,1.2243663,1.0004964,0.61701787,0.7409149,0.49120218,1.0148946,0.9217094,1.021202,0.6007059,1.1393846,0.9654573,0.8044633,1.2612702,1.2444677,0.8671553,0.8984864,1.157012,0.9928902,0.97765744,1.0051026,1.2175462,1.1846073,0.8132032,1.0625589,0.731413,0.74611795,1.2662401,0.91264725,1.0254825,0.7059202,1.2316711,1.2971617,0.69585186,1.0784087,1.2192764,1.2356298,0.83299106,0.92567825,1.336833,0.73238826,0.89798486,1.1525352,0.922587,1.1558663,0.9357643,1.143539,0.95043373,1.3145988,0.90835893,1.1289825,0.91075784,1.0313611,0.7720227,0.849121,1.0783333,0.842782,1.3028504,0.2668919,1.0025432,0.7281873,1.1884886,1.2256627,1.0702057,1.2779895,0.8619082,1.1770095,0.8860012,1.1904538,1.3608589,0.99871904,0.91164243,1.1606945,1.3095844,1.3245965,0.91222066,0.5552037,0.4805572,0.8786451,1.0735015,1.0804813,0.52423817,1.1666713,1.1962812,0.81891495,0.7348037,1.0315115,0.7914535,1.1610874,1.1026657,0.54628825,1.2969646,1.0612264,1.2957541,0.0,1.0874128,0.69248605,1.068136,1.1048855,1.0913835,0.9475496,0.9358168,1.116243,0.24168992,0.8956226,0.8641838,1.2411566,1.0087653,0.77114296,1.2533503,1.0674058,0.7979543,0.9016701,0.8521961,0.818537,0.9735826,0.54080546,0.76930684,0.9584698
shower,0.86105216,1.2290168,1.3425318,1.3242033,0.8585074,1.3659989,1.3185129,1.3664052,1.0091289,0.52302843,0.7940882,0.66649336,1.3001894,0.6319034,0.82063293,0.8003954,0.7316252,1.1910144,1.2842053,1.2427377,1.2315383,0.7864957,1.3818643,1.1116457,1.220151,1.1615065,0.9696261,1.201406,1.2006861,0.45884562,0.94172096,1.13137,0.5142939,0.9822213,0.8855037,1.0170493,0.68753827,1.0936016,1.2896221,0.6067393,1.2801945,1.0975604,0.6434817,1.1742685,0.45962477,0.9573962,0.6158205,1.181226,1.3623145,0.6073736,0.95895934,1.2279869,1.1933341,1.3026367,1.167853,1.1952996,1.3052418,1.0845454,0.99502754,1.2453046,1.2784927,0.59556013,1.4638678,0.76013935,1.2625207,1.0739772,1.3440154,0.9634239,1.1274395,1.1486733,0.820142,1.0008136,0.47586894,1.1423787,0.5704452,1.1167055,0.9251864,1.03159,1.0322657,0.9807643,1.0055182,1.2405608,1.2145457,1.0980201,1.2145063,1.3893188,0.50035477,0.71433824,0.6929633,0.5593603,0.8418525,1.2924595,1.2861795,1.3067889,1.0351211,1.2006613,1.2530972,1.0891538,1.0300292,1.1903552,1.0909845,1.3071874,0.6153594,0.86496294,0.91121507,1.042483,0.6144377,1.1691453,1.0215232,1.0874128,0.0,0.72112465,0.7716443,1.3283899,0.7070358,1.2774253,1.1377661,1.0453492,1.2515485,0.7897624,0.9298862,0.6553097,0.736938,1.3060344,1.3033737,1.2023875,1.0077376,1.2219393,1.3849914,0.94408876,0.77956074,0.8712546,1.2749258,0.69944245
sink,1.069333,1.1322284,1.2737424,1.0050597,0.9401976,1.1835028,1.2266251,1.236246,0.7052549,0.23590672,0.9747786,0.820803,1.3413237,0.6292918,0.8993748,1.0125073,0.9107158,1.1396291,0.962642,1.2139376,0.46987855,0.71286356,1.0554872,1.2121173,0.7579844,1.1292658,1.1924403,1.1359599,1.2844398,0.9899463,1.1007615,1.1994681,0.8403964,0.7462641,0.83031946,0.87030417,0.824718,1.015091,1.2853512,0.72687787,1.1230502,0.679316,0.96541005,1.1360567,0.7448053,0.5681871,0.9751723,1.2889884,1.0370536,1.0092752,1.1535599,1.3348376,1.1133927,1.332659,1.3671353,1.2229756,1.1994,0.9959234,0.84358704,1.427136,1.3192167,0.8188576,1.1611228,1.0641654,1.2667408,1.0516815,1.4026062,0.8793651,1.1671995,1.0025479,0.90201,0.8281785,0.9014541,0.7158668,0.82608056,0.9659566,1.077793,1.0691639,0.8412351,1.056002,0.95951325,1.3459249,1.127088,1.3487008,1.2842673,1.2522027,0.47912002,0.96141654,1.0391035,0.957055,0.7850777,1.1940713,1.1526182,1.1220901,1.0932229,1.2645261,0.68172854,1.3318548,1.071327,0.9926868,0.99301326,1.157595,0.8447505,0.99248016,1.106938,0.79292035,1.00746,1.0410905,1.2729335,0.69248605,0.72112465,0.0,0.7156945,1.4143374,0.9485818,1.3303788,0.9033045,0.804689,0.754457,0.6741637,0.9027894,0.9343448,0.59743816,1.0920166,1.4481974,1.0754929,0.8363191,1.1411601,1.3113151,0.49231642,0.8714045,0.9337885,1.2237895,0.8442658
slide,0.72539055,1.0458696,1.4058051,0.9703207,0.65252984,1.4019488,1.4862925,1.3352623,0.9521184,0.465191,0.8973138,0.37227535,1.4555657,0.45385885,0.55318046,0.6761584,0.64226025,1.0624999,1.0169585,1.4735336,1.1606762,0.6783256,1.373874,1.3300976,1.1977758,1.0472888,1.4646244,1.1972096,1.2981578,0.8843967,1.2718852,1.3591037,0.781754,0.811267,0.72839373,0.6697337,0.44056785,1.1334404,1.4438818,0.44453776,1.4927201,0.9098223,0.6537554,0.91390944,1.0122795,1.1142777,0.66553533,1.2265162,1.3230319,0.903448,0.99064934,1.2297484,1.2758422,1.4104972,1.2542281,1.4886805,1.1113331,0.62285125,0.9254868,1.4359922,1.2558346,0.9707688,1.2068503,0.78434443,1.2992328,0.818051,1.4972572,0.8154595,1.2208385,0.8856355,0.72589296,0.88844645,0.54908836,0.952549,0.6088155,1.5027158,0.84874153,1.114913,0.9938762,0.70220566,1.0584282,1.3410559,1.3985574,1.296444,1.254094,1.445535,0.8095516,0.7595053,0.5237934,0.73834455,0.8738893,1.4252574,1.2967064,1.2343204,1.2599814,1.2113695,1.3053875,1.2821904,1.1703827,0.91555935,1.362923,1.3325169,1.1455876,0.5916496,0.8842883,0.559231,0.61775297,0.919026,1.1991892,1.068136,0.7716443,0.7156945,0.0,1.510088,0.74099374,1.4663413,0.8942583,1.0087385,1.298438,0.89514136,0.8949031,0.55456436,0.4682392,1.3656946,1.38237,1.0448099,0.49175572,1.2923374,1.3174083,0.5595945,0.965583,1.1318798,1.344399,0.9445213
slipper,1.3334681,0.93543965,0.43359768,1.0524745,1.3507911,0.53480935,0.38433933,0.6695144,1.2016109,1.5087701,1.0775061,1.539927,0.21275395,1.5062847,1.529078,1.2962598,1.4364266,0.8458406,1.0312467,0.3549788,1.0036384,1.417393,0.75950086,0.52937734,0.8498952,1.1663309,0.3357545,0.854388,0.5321278,1.1076837,0.72070956,0.5961573,1.4195471,1.4064028,1.3252239,1.2964808,1.5432639,0.9280741,0.18725526,1.5573112,0.37411183,1.1949852,1.375972,1.1805688,1.2344598,1.0612805,1.358347,0.66847456,0.8402062,1.0442021,1.0706129,0.6173912,0.65565234,0.5127354,0.5125522,0.4081664,0.9096035,1.2816217,1.3183515,0.20533156,0.79050285,1.0840615,0.7459673,1.259837,0.6870221,1.2183425,0.31610805,1.2758765,0.8636011,0.86071205,1.2953396,1.3042881,1.4893899,1.1574451,1.3970954,0.46536422,1.1505605,1.068333,1.1633046,1.4612685,1.1576946,0.1959511,0.60964257,0.60309935,0.64952266,0.4192747,1.3973973,1.2276976,1.5069324,1.335105,1.2645679,0.35328233,0.4891547,0.84614956,0.7347586,0.92511714,0.66198045,0.4309976,1.0632917,1.1110312,0.63016725,0.582815,1.1225157,1.4264996,1.2178997,1.2397834,1.4745563,1.129529,0.7618017,1.1048855,1.3283899,1.4143374,1.510088,0.0,1.2763073,0.27252698,1.1525207,1.1403332,0.87032485,1.3500094,1.3136299,1.4899638,1.5687947,0.5288743,0.33152503,1.1253772,1.3014569,0.71100825,0.4466195,1.4515533,1.1365402,1.0041628,0.3943544,1.1869576
snow,0.7988398,1.1913173,1.2494268,1.1714268,0.98173356,1.2265692,1.3023667,1.1945237,1.0224181,0.73361105,0.8163867,0.5048346,1.2950985,0.7472031,0.8433738,0.7307372,0.74019885,0.9654986,0.9967212,1.2481949,1.1721797,0.7859433,1.2401329,1.0864359,1.2168865,1.0042143,1.2406198,1.0616661,1.1895909,0.6509267,1.1764653,1.0332959,0.8471576,0.9022783,0.85088146,0.92958534,0.5816739,1.0907544,1.235119,0.72415334,1.2472796,1.1182467,0.703461,1.0036126,0.96395665,1.1041573,0.95333445,1.1544782,1.2226534,0.7411396,0.8436635,1.1699626,1.0584128,1.173422,1.1770276,1.303664,0.9819502,0.83743227,1.0278093,1.1844084,1.278329,0.7788699,1.0536501,0.91932577,1.0237845,1.0610548,1.2519989,0.9676267,1.0522059,1.2022121,0.81528515,1.0734963,0.7262764,1.1059011,0.81905484,1.2130755,1.0217366,0.95261,1.0244879,0.93378574,0.99945664,1.163362,1.3281708,1.252392,1.1346729,1.2567394,0.9294522,0.69515026,0.76457036,0.92827237,0.638771,1.252745,1.2732116,1.0727849,1.092829,1.0953101,1.173233,1.2414466,0.9470277,1.2106296,1.1725799,1.1558279,1.0504785,0.7539229,1.153971,0.9080416,0.7689517,1.0478632,1.1855717,1.0913835,0.7070358,0.9485818,0.74099374,1.2763073,0.0,1.1761875,1.0883845,1.0426209,1.2308352,0.97149616,1.0484415,0.73473,0.73454225,1.2638122,1.2611372,1.1423756,1.0028671,1.2596953,1.1647828,0.77457166,0.8960219,1.1796906,1.2230449,0.92813355
soap,1.1463319,1.1220143,0.38900352,0.9454906,1.3773913,0.5760204,0.46157074,0.4477073,1.2200979,1.4728396,1.0319946,1.4815809,0.34935474,1.437243,1.4897149,1.230706,1.4183462,0.7861811,0.9481106,0.35219735,0.88062733,1.3746457,0.7517245,0.5238472,0.8304249,1.0299933,0.498286,0.78624666,0.7028231,1.0680033,0.89948344,0.5533081,1.425683,1.4037962,1.2235239,1.111581,1.4984049,0.9181174,0.18817008,1.5221233,0.41409326,1.2516707,1.4160265,1.2303153,1.2848456,1.034038,1.3219783,0.9451368,0.7683516,1.0504569,1.0678492,0.85516477,0.531966,0.5166587,0.7828867,0.48108685,0.748013,1.2099115,1.3056426,0.46867806,0.8569282,1.068775,0.66458356,1.3166909,0.68732417,1.3117659,0.5077446,1.2647293,0.7870257,0.8834325,1.2921216,1.1833193,1.4459829,1.0753559,1.365561,0.48548973,1.2417083,1.025737,1.1084473,1.444801,1.1579806,0.38462377,0.68078804,0.8516055,0.86482954,0.38714993,1.3373972,1.1661456,1.4891037,1.3372977,1.2653434,0.36810243,0.4591508,0.668103,0.8301184,0.90535337,0.56217027,0.6964755,1.0037198,1.1079422,0.6377951,0.6957569,1.1229466,1.341512,1.2492858,1.1162096,1.4428339,1.2995325,0.9425519,0.9475496,1.2774253,1.3303788,1.4663413,0.27252698,1.1761875,0.0,1.2247669,1.0720255,0.8341931,1.297447,1.3520154,1.4324403,1.5231023,0.55848205,0.6351994,1.2219366,1.2945768,0.77115417,0.5027119,1.3536639,1.0492673,1.0178872,0.6044443,1.0964575
sock,0.9606543,0.64815897,1.2016926,0.8035183,0.6050764,1.1197121,1.142219,1.0174576,1.0451331,0.96693045,1.0676699,0.925765,1.0109596,0.8510968,0.8992115,1.0567524,0.758444,1.1305058,0.96600926,1.2043574,1.0173289,0.96989304,0.80683947,1.1023575,0.9819775,1.018512,1.1444508,1.1434017,0.94008917,1.1006334,0.94323575,1.2136939,1.0041744,0.87461984,0.9956819,0.99068797,0.8656155,1.0101935,1.1802834,1.007675,1.1715735,0.91514045,1.0140134,0.8562908,0.9621935,0.91767776,0.98487157,1.0911212,0.99516857,1.1033094,1.1893971,0.9459353,1.1003585,1.1783216,0.9201853,1.0372324,1.0056983,1.0478206,0.9184165,1.1818794,0.8060978,1.0331037,1.041003,1.1259396,1.166105,0.7769247,1.0241629,0.95587367,1.0734267,0.924655,1.0273722,1.0082203,0.924487,0.79814106,1.0102371,1.05256,0.6304848,1.0603889,1.089308,0.7921865,0.98503655,1.2225899,0.6588042,0.9020739,1.1446017,1.0867147,1.0207019,1.0306166,0.8751746,0.9223212,1.0634202,1.0630741,1.0509284,1.1064312,0.7137414,1.1153293,1.1019188,1.1524041,1.0600972,0.8583915,1.0828283,1.1406645,1.0878037,1.0569154,0.9294033,1.0257691,0.9666183,0.7954224,0.9168692,0.9358168,1.1377661,0.9033045,0.8942583,1.1525207,1.0883845,1.2247669,0.0,1.0343145,0.9314967,1.0752308,0.98983055,0.94764733,0.8374988,1.0664401,0.9714428,0.80366254,0.84579194,0.6370814,1.1916975,1.0578358,1.1450682,1.035799,0.99662524,0.9828405
