,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,game,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
comb,0.8624269,1.152269,1.3257583,1.0264295,0.87047356,1.2756737,1.3560748,1.1961277,0.9733928,0.81732166,0.8749923,0.6997214,1.3052225,0.68707085,0.8914465,0.9406565,0.79113686,1.2359773,1.0004338,1.3648996,1.1103168,0.73256695,1.2258041,0.8348725,1.2535772,0.9178573,1.235774,1.1657101,1.1925039,0.8185508,1.1808288,1.212827,0.8863779,0.9229567,0.0,0.598143,0.7652712,1.0445127,1.2340133,0.81057584,1.3584187,1.0288808,0.9957383,1.2611568,0.9769325,0.9544306,0.974941,1.0747534,1.2603104,0.6906354,1.0256649,1.1136732,0.9955946,1.31686,1.130311,1.1713716,1.0741446,0.8991798,0.94815624,1.2785727,1.3180194,0.84194285,1.1013138,0.9317253,1.1678139,0.942013,1.3686659,0.99968004,1.1839235,0.9039011,0.89481217,1.0040576,0.7200347,0.8544771,0.87052655,1.239871,0.93982655,0.84389114,0.9907051,0.87797505,1.1119785,1.252455,1.2178442,1.2025926,1.0774226,1.3058039,0.77833676,0.6044111,0.86848706,0.8569321,0.8454594,1.179728,1.0955017,1.0818162,1.0400193,1.15849,1.1769009,1.2268559,0.8499324,0.66956806,1.023533,1.2195036,1.1589305,0.9183849,0.9479998,0.784159,0.8468677,0.9608315,1.1109532,0.97765744,0.8855037,0.83031946,0.72839373,1.3252239,0.85088146,1.2235239,0.9956819,0.9281086,1.1536486,1.0334684,1.1106033,0.8422647,0.7451223,1.2999691,1.2778018,0.9005187,0.6397544,1.1307354,1.3738575,0.854184,0.96905315,1.1572039,1.2519879,0.59472466
corn,0.7547011,1.1749281,1.0869389,0.9160655,0.8560162,1.1630461,1.2604101,0.9328017,0.97257364,0.76897633,0.93852645,0.75487405,1.3354752,0.8440901,0.7896372,0.9151559,0.89671063,1.0204461,1.0428649,1.217162,0.91611785,0.9146875,1.075022,1.1368436,1.0910374,0.8718926,1.3427845,1.0561739,1.1433866,1.0291651,1.2821736,1.2103772,1.0935583,0.9101657,0.598143,0.0,0.82759917,1.043406,1.2327292,0.8664382,1.2396377,0.9358964,1.0449147,1.0234556,1.1883099,1.0988626,0.94141924,1.1154279,1.0191247,0.9650589,0.9652223,1.1701894,1.0577075,1.2142925,1.1546779,1.3649504,0.81994456,0.72906137,0.927543,1.2685542,1.2042389,1.0409886,1.0040286,0.9870475,1.0354191,0.9346701,1.2948339,0.9880374,1.0453666,0.9556088,0.8746228,0.9145864,0.8705972,0.9753137,0.97177285,1.3263836,1.052435,0.97856164,0.9300658,0.87120223,1.1172806,1.2042542,1.3015198,1.2322711,1.2310888,1.1097806,1.0141804,0.85203236,0.80969256,1.0057302,1.006284,1.238395,1.0782218,0.87883794,1.2373352,1.082725,1.0068177,1.2058682,0.9846692,0.9633195,1.1982491,1.1181545,1.2382208,0.85103416,1.0330715,0.7237718,0.8848075,1.0098094,1.252749,1.0051026,1.0170493,0.87030417,0.6697337,1.2964808,0.92958534,1.111581,0.99068797,0.94845533,1.1132485,0.9978699,1.0747042,0.88146406,0.77756655,1.1419958,1.2489504,1.0599848,0.80351776,1.2777419,1.156296,0.7166458,0.8787251,1.1846521,1.231111,1.0461679
couch,0.80844665,0.9779174,1.4412254,1.1319082,0.5266117,1.4272356,1.5366845,1.5005896,1.0141183,0.5303614,0.890255,0.063188195,1.5277553,0.2813233,0.5491507,0.6279563,0.38403666,1.1612787,1.0996392,1.5212144,1.2693245,0.5300332,1.344046,1.3207326,1.3566704,1.0624728,1.4777765,1.2671397,1.2676051,0.7971076,1.1073568,1.3567286,0.5603035,0.53266025,0.7652712,0.82759917,0.0,1.1417208,1.5808616,0.38236916,1.507992,1.0175401,0.5443692,0.9110266,0.8369556,1.1702061,0.5917438,1.1591972,1.3593369,0.954324,0.8279918,1.1760892,1.3326918,1.3889856,1.1862293,1.5732234,1.2836815,0.78557694,1.0189532,1.4319443,1.2940085,0.89822996,1.3516042,0.6544868,1.289129,0.8632889,1.516508,0.75794494,1.2703947,1.2613606,0.8324654,0.9717889,0.42681634,1.2071615,0.45625985,1.5276697,0.81580734,0.96234435,1.0804424,0.6635964,0.9538775,1.3390495,1.3534398,1.3278677,1.1611265,1.4776341,0.6888303,0.65836394,0.39660418,0.5411853,0.7939189,1.5869426,1.524417,1.2800004,0.96311384,1.1665848,1.4594145,1.3854572,0.99980265,1.1058306,1.3469542,1.3970872,0.96628624,0.6237505,0.96973896,0.99394876,0.498747,0.9324593,1.0687436,1.2175462,0.68753827,0.824718,0.44056785,1.5432639,0.5816739,1.4984049,0.8656155,1.0588732,1.448175,0.8190636,0.81939405,0.5188595,0.3010602,1.4934077,1.3267896,0.96172297,0.9094637,1.242014,1.4446068,0.70762444,1.0030088,1.0977407,1.3934602,0.9126357
cracker,1.078054,0.9346723,1.1485835,1.1622685,1.0028687,0.9964494,1.0846046,0.92093927,1.1265347,1.054353,0.9926063,1.1650214,0.882066,1.0698657,0.99699104,1.123696,1.0610914,1.0879236,1.151694,1.1234405,1.0630058,0.95881647,0.7244532,0.9657867,1.0739282,1.0031434,0.91117156,1.1557037,0.65160793,0.9561432,0.95995635,0.99340147,1.1279862,1.0757211,1.0445127,1.043406,1.1417208,0.0,0.95539397,1.1945049,1.1386755,1.1173445,1.0583478,1.1306953,1.0902115,1.0272315,0.939441,0.909753,1.0897671,1.0351305,1.1483024,0.81551355,0.84044623,1.1141202,0.74685967,0.9677569,1.0319022,0.9225876,0.94731313,0.95246816,1.1116916,0.913317,1.0019697,1.0142668,1.1113583,0.91397685,1.1158602,1.1511028,1.030199,0.7725028,1.0968304,1.0595483,1.0031272,1.090663,1.2439709,1.0186627,1.0396386,0.6338617,0.35785782,1.1704631,1.2957032,1.0755304,0.860788,0.7153734,0.8030329,1.012927,1.1376201,1.1711551,1.0494026,1.0140604,0.89649904,0.96555805,1.0077065,1.101125,0.8030419,0.98944473,0.9578962,0.93265545,0.5717993,1.1078154,0.9139935,1.0172235,1.1800908,1.2364311,0.83715916,1.0833989,1.0105542,1.1832259,0.7378197,1.1846073,1.0936016,1.015091,1.1334404,0.9280741,1.0907544,0.9181174,1.0101935,0.1355266,1.1358192,1.0891349,1.2538822,1.0599765,1.1129699,1.2019833,0.87717813,0.8890059,1.0913025,0.9809081,1.2274823,0.91868705,0.98329526,1.2451617,1.1088566,1.0812273
crayon,1.2929041,1.1241179,0.40592146,1.0065509,1.4295632,0.5096041,0.37120116,0.58127135,1.1682622,1.4766455,1.1175346,1.5464495,0.20740616,1.4928381,1.5946509,1.3176131,1.4519985,0.717675,0.83003086,0.2835424,0.8770932,1.4349384,0.857461,0.46125108,0.7679026,1.1441828,0.37990087,0.76175964,0.6527722,1.1439447,0.83979034,0.47736955,1.4496875,1.4401691,1.2340133,1.2327292,1.5808616,0.95539397,0.0,1.5648086,0.32392216,1.1141214,1.4979227,1.1767211,1.2189693,0.90957063,1.4130166,0.945038,0.8339654,1.0599284,1.1477711,0.8272967,0.4361657,0.4525364,0.79219943,0.32879925,0.76304126,1.2557374,1.3348635,0.372472,0.8778992,1.039509,0.60587656,1.4105453,0.7129532,1.3251681,0.4627961,1.2807057,0.7559699,0.69516885,1.3174652,1.2781205,1.532381,0.8616077,1.418531,0.38603544,1.2694585,1.1824534,1.1838219,1.5989488,1.1560328,0.29443276,0.6066453,0.7716102,0.85302347,0.45079076,1.3915693,1.2502987,1.5678561,1.4405861,1.1873237,0.109841704,0.22982538,0.7840338,0.7799071,0.9356631,0.47243607,0.630777,1.1610211,1.0181519,0.5259973,0.6552536,1.0974272,1.4322239,1.259018,0.95150936,1.5383694,1.2951086,0.97552866,0.8132032,1.2896221,1.2853512,1.4438818,0.18725526,1.235119,0.18817008,1.1802834,1.1437855,0.66016734,1.3317578,1.3441465,1.515061,1.5770843,0.49461454,0.5796428,1.2360039,1.0848751,0.6493604,0.41435063,1.3389779,1.0844209,0.87831336,0.42557377,1.0476257
crib,0.82467973,1.1060486,1.458188,1.2055421,0.77568626,1.4756985,1.5025754,1.4772112,0.5831379,0.53771466,0.98321307,0.39645672,1.5521579,0.34190708,0.6466932,0.6560681,0.6267505,1.134367,0.9516848,1.3930322,1.1439441,0.4801451,1.4089545,1.2682226,1.1537483,1.0723454,1.2578773,1.2292144,1.4193337,0.8546587,0.83990633,1.3308192,0.35703182,0.5813391,0.81057584,0.8664382,0.38236916,1.1945049,1.5648086,0.0,1.4356257,0.9803834,0.54652816,0.8368921,0.6373181,0.9448473,0.6669682,1.2846651,1.3777668,1.0318218,0.963513,1.3735104,1.396345,1.3184806,1.3386686,1.3767719,1.2587163,0.75955486,0.99857116,1.5020814,1.310492,0.9651622,1.3253448,0.76590484,1.2549434,0.9742777,1.4870446,0.73118174,1.247652,1.115544,0.8625518,0.76744306,0.60387075,1.0667951,0.26504385,1.4205889,0.8851192,1.0834526,1.0433514,0.7911416,0.74473625,1.4252517,1.3842759,1.4061544,1.2216591,1.5444344,0.52438045,0.8605832,0.57602054,0.68523383,0.8040112,1.5327907,1.4530298,1.3488793,1.1649151,1.0898881,1.3216842,1.313045,1.1174507,0.9239273,1.2713627,1.4009979,0.6905824,0.56089133,0.92122865,0.8843465,0.6565542,0.96164924,1.1482375,1.0625589,0.6067393,0.72687787,0.44453776,1.5573112,0.72415334,1.5221233,1.007675,1.084512,1.3018863,0.66723275,0.5614077,0.58938694,0.2812624,1.4431975,1.4892635,1.0765741,0.8891648,1.2677252,1.3175359,0.6632461,0.9504451,0.79198307,1.4099687,0.8185016
cup,1.3330175,1.1788461,0.34473586,1.0210885,1.4293973,0.36009407,0.2272805,0.7254063,0.9282656,1.3384058,1.1880518,1.4921026,0.4671433,1.5311692,1.4281257,1.3759488,1.475178,0.7634249,0.78067076,0.09616685,0.5989088,1.3118125,0.8283889,0.6598328,0.42467844,1.1442549,0.43869352,0.6529616,0.9766722,1.2814593,0.83939886,0.46110708,1.3290632,1.1120228,1.3584187,1.2396377,1.507992,1.1386755,0.32392216,1.4356257,0.0,0.9932482,1.4262927,0.98089665,1.0819862,0.9322871,1.3328362,1.0372988,0.6039317,1.1773208,1.1165217,1.0740182,0.73611945,0.40953898,1.0964423,0.55753434,0.8226258,1.3021553,1.1951418,0.6004611,0.8168285,1.1406196,0.6606841,1.3877178,0.6537021,1.391038,0.3074602,1.150268,0.6825689,1.0660812,1.2523478,1.0186433,1.5977284,0.991899,1.3245466,0.36887383,1.3469911,1.2335501,1.1334159,1.4631112,0.96531415,0.3570242,0.7011188,1.0185401,0.908373,0.4758489,1.2338918,1.252605,1.5156264,1.4641504,1.2252926,0.43205,0.57046723,0.8158417,0.9599231,0.99963516,0.45793074,0.805239,1.1988384,1.0520787,0.6282967,0.6668389,0.868508,1.33108,1.2560043,1.1818459,1.4976041,1.2164588,1.0833695,0.731413,1.2801945,1.1230502,1.4927201,0.37411183,1.2472796,0.41409326,1.1715735,1.2022144,0.6441269,1.0896473,1.1261895,1.454284,1.4330435,0.22197455,0.78630817,1.2733006,1.3128979,0.77061695,0.25196594,1.2120707,1.0775394,0.8041818,0.491046,1.068633
dish,1.070276,1.0275631,0.9924269,0.96880686,1.0490143,0.8158534,0.9259185,1.1132231,0.7431931,0.7222084,1.1223667,0.981354,1.2104834,1.0042446,0.99742407,1.0156666,0.9972369,0.9675237,0.8168048,1.0075057,0.5577121,0.97719896,1.0187612,1.2062702,0.6840625,1.02804,1.165014,1.0062805,1.1886995,1.2094557,1.1837199,1.0315571,1.0029949,0.90002763,1.0288808,0.9358964,1.0175401,1.1173445,1.1141214,0.9803834,0.9932482,0.0,1.0955191,0.85311735,0.97362894,0.89123714,1.0895702,1.1021075,0.7939377,1.1408062,1.0296389,1.2068397,1.0096694,1.0539707,1.2586638,1.2059009,0.9336932,1.0004214,0.9214039,1.2839931,1.1712732,1.0869184,0.9274328,1.0790946,1.1331171,1.0180709,1.0939304,0.8666231,0.94170487,0.99026364,0.9218233,0.9698993,1.1512622,0.7298075,1.1133552,1.0004667,1.067424,1.1770936,1.0622671,1.0020994,0.8564214,1.156111,1.1599303,1.2500871,1.1670318,1.0159342,0.9812696,1.1547532,1.0891881,1.1684887,1.0517833,1.0647795,0.915537,1.0356001,1.1681182,1.1214243,0.81226736,1.1997533,1.1405414,0.9447318,1.0153255,0.9817582,1.0367312,0.98742425,1.1113151,0.684749,1.1278799,0.85672355,1.2548178,0.74611795,1.0975604,0.679316,0.9098223,1.1949852,1.1182467,1.2516707,0.91514045,1.0312594,0.6721784,0.8029328,0.8485466,1.10344,0.90102094,0.8224425,1.2210798,0.9863021,0.685567,1.0762562,0.925455,0.7362552,1.0648099,0.948564,0.89774275,1.0565451
dog,0.62951994,1.058993,1.3868079,1.1826501,0.85845375,1.3523297,1.4004536,1.4240769,0.96596336,0.7872194,0.7902019,0.6137388,1.4241631,0.59869134,0.733999,0.53509235,0.73840845,1.1106582,1.2426257,1.4045027,1.296274,0.72887033,1.1872716,1.3524063,1.323838,1.0451617,1.2381165,1.1587088,1.2274207,0.5601511,0.9901088,1.3068329,0.61895204,0.7698171,0.9957383,1.0449147,0.5443692,1.0583478,1.4979227,0.54652816,1.4262927,1.0955191,0.0,0.84645987,0.8241466,1.226278,0.6109092,1.1178429,1.2735469,0.9258329,0.8316679,1.1621931,1.2634512,1.2047322,1.1364692,1.2797403,1.1599925,0.8861644,0.9725195,1.2042075,1.0299718,0.9843749,1.3038076,0.52191347,1.2162346,0.9648016,1.2987082,0.88909036,1.0948694,1.2428796,0.7572154,0.9810056,0.5228174,1.258194,0.52236265,1.325016,0.89982086,0.97683567,1.0250498,0.6136106,0.8304367,1.2757931,1.2338917,1.1440483,1.0372784,1.4204446,0.7481128,0.8863852,0.63520396,0.50882506,0.9107378,1.505249,1.531398,1.1918554,1.0028906,0.8850262,1.4667346,1.0883256,0.96184677,1.1067342,1.3359544,1.2191736,0.83526313,0.44193447,0.878907,1.1186519,0.62025917,0.8794192,0.87646943,1.2662401,0.6434817,0.96541005,0.6537554,1.375972,0.703461,1.4160265,1.0140134,0.97409624,1.3458064,0.7961874,0.73343426,0.59881806,0.6510397,1.4158238,1.2532003,0.976076,1.042613,1.1918293,1.3824909,1.0617614,0.9799448,1.0316784,1.3814962,0.97643167
doll,0.9682701,0.9280535,1.0297279,0.9838168,1.0326023,1.0103701,1.0296535,1.0249149,0.8212167,1.0768647,1.1090295,0.90350735,1.0775213,1.1326556,0.824401,0.91954243,0.8152734,0.7349496,0.64014786,0.9360568,0.9315905,1.0151896,1.001788,1.1728014,0.8231445,0.962512,1.1488075,0.74544626,1.2209619,1.258422,1.0554429,1.0015935,0.91421795,0.9360664,1.2611568,1.0234556,0.9110266,1.1306953,1.1767211,0.8368921,0.98089665,0.85311735,0.84645987,0.0,1.073697,1.0230923,0.91415304,1.1724563,0.85859835,1.159149,0.90194625,1.1656053,1.1130227,0.87754124,1.1930726,1.0851358,0.8165768,0.91741085,1.0129968,1.130664,0.85599756,1.2201862,1.0025321,0.9669513,0.8766329,1.0366936,0.8974416,0.9597344,0.74818635,1.1690739,0.9770963,0.9295618,1.1710321,0.9616193,1.0605532,1.1072023,1.0248758,1.2392328,1.0796988,0.90428716,0.8087948,1.1600064,0.99782413,1.1099062,1.1612684,1.1198206,1.1634266,1.0604743,0.74120474,1.1959722,1.1404526,1.1150873,1.031572,1.0677849,1.0048987,0.89524233,1.0578687,1.1495211,1.2157586,0.86361694,1.0157287,1.0621091,0.9290348,0.7246797,0.926536,1.0632873,0.95746666,0.82890785,1.1144377,0.91264725,1.1742685,1.1360567,0.91390944,1.1805688,1.0036126,1.2303153,0.8562908,1.154447,0.90319306,1.0143112,0.7655589,0.87164474,0.9801367,0.94892055,1.109261,1.0610378,1.1047512,0.81703556,0.7764456,0.93963987,1.0966768,0.9258707,1.0060116,1.137442
door,1.0049592,1.0619715,1.2319671,1.177658,0.9899516,1.1260095,1.1178974,1.3437457,0.87348366,0.7736492,1.0949718,0.92455256,1.2207506,0.7432255,1.0785961,0.9573806,0.96188754,1.1798906,1.0903728,1.0944053,1.0540358,0.82779515,1.2530334,1.0168786,1.0600173,1.0348482,0.7908131,1.11935,1.1831735,0.86644363,0.7583324,1.0189763,0.3731262,0.787277,0.9769325,1.1883099,0.8369556,1.0902115,1.2189693,0.6373181,1.0819862,0.97362894,0.8241466,1.073697,0.0,0.65853584,0.8757723,1.1357709,1.2111778,1.0895332,1.0127994,1.1978273,1.1227875,1.151204,1.1982031,0.98593825,1.2571833,1.1224138,0.9969107,1.1867964,1.250669,0.71110046,1.224145,0.8716302,1.1813753,1.0560365,1.2068267,0.9820614,1.1221336,1.1879244,1.0471057,0.9640737,0.904803,0.9592589,0.59275246,0.8700721,0.9533912,1.0855509,1.0280793,1.062607,0.81503963,1.1837646,1.0478332,1.0965357,0.9545295,1.2550423,0.51423645,1.0797892,1.0170053,0.8022262,0.8036727,1.1668415,1.2230825,1.2842386,0.98486584,1.0698885,1.1056991,1.1008501,1.0571774,1.0524951,0.9591543,1.1756331,0.47807097,0.9476437,1.0585388,1.1231961,0.9831611,1.117486,1.0695059,1.0254825,0.45962477,0.7448053,1.0122795,1.2344598,0.96395665,1.2848456,0.9621935,1.044412,1.0244033,0.7118393,0.7612561,0.9666497,0.7614025,1.1289811,1.2342632,1.0158958,1.0814272,1.0786589,1.2340927,1.0506499,0.8982348,0.68384874,1.0877385,0.6046698
drawer,1.2341998,1.0842378,1.0919527,1.0405954,1.1670762,0.9385095,0.96973795,1.0341445,0.79294854,0.8887403,1.103212,1.1912748,0.8888681,0.8479819,1.2894905,1.1770685,1.0655451,0.979587,0.76880777,0.93398076,0.76012444,0.8475321,1.0781583,0.8631781,0.80515397,1.0302147,0.8531325,0.8820245,1.1158704,1.1447433,0.8042237,0.948332,0.91406745,0.9428107,0.9544306,1.0988626,1.1702061,1.0272315,0.90957063,0.9448473,0.9322871,0.89123714,1.226278,1.0230923,0.65853584,0.0,1.2919014,1.1840901,0.97568804,1.0979431,1.2198033,1.2014115,0.8961508,0.9994945,1.2064698,0.7823502,1.0257279,1.0673211,1.0295346,1.1569927,1.0219245,0.91879964,0.9879173,1.312084,1.0863361,1.1788318,1.0159816,1.0285991,0.9997844,0.7858338,1.0491375,0.9633851,1.2049962,0.66845435,1.0015595,0.6679971,1.1169881,1.178761,1.0225567,1.2996525,0.8867554,1.1820529,0.8507105,1.1022772,1.1443061,1.098916,0.6496837,1.1141516,1.2772951,1.2354454,0.86182237,0.7404318,0.74245,1.0676166,0.8791263,0.9977451,0.7624033,1.1578003,1.13519,0.8175837,0.5324571,0.9373563,0.6949839,1.2012585,1.0676076,0.9085361,1.2396294,1.0984566,1.1114817,0.7059202,0.9573962,0.5681871,1.1142777,1.0612805,1.1041573,1.034038,0.91767776,1.038506,0.7205416,1.0171318,0.9421339,1.1511004,0.923813,0.8899614,1.2125118,1.1322646,0.991358,0.8106046,1.0102242,0.92649305,0.924301,0.76792485,0.81228447,0.7688275
dress,0.79190624,0.9754809,1.3033407,1.1691892,0.6205167,1.3562987,1.3122855,1.2863119,1.0142641,0.7522736,1.0118918,0.6384104,1.2810599,0.7012112,0.3106352,0.8025936,0.67080677,1.2147233,1.2313895,1.3168525,1.2490839,0.78884494,1.2103038,1.2676637,1.1901852,1.0944611,1.1565951,1.2441356,1.0749286,0.8596313,1.053736,1.2977808,0.67219645,0.8482685,0.974941,0.94141924,0.5917438,0.939441,1.4130166,0.6669682,1.3328362,1.0895702,0.6109092,0.91415304,0.8757723,1.2919014,0.0,1.0943763,1.3273563,0.9583075,0.9092591,1.0544642,1.3037854,1.3154743,1.0046282,1.3766459,1.2275572,0.95019966,0.8922111,1.3101065,1.0326111,1.0750599,1.2739851,0.6235859,1.2355962,0.8248259,1.2985718,0.9018011,1.1843293,1.1055982,0.77127635,0.875753,0.41032225,1.2032971,0.70118093,1.4387083,0.8317032,0.9543158,0.943762,0.67348254,1.0723822,1.2858933,1.0804614,0.94512016,1.1116681,1.356283,0.74210924,0.9185393,0.3239072,0.3768062,0.9454909,1.4668092,1.4255351,1.2071602,0.9873141,1.1431283,1.3469212,1.0756594,0.96283835,1.0472113,1.3014376,1.3330283,0.85506886,0.8498981,0.53740746,1.116207,0.31809103,0.96417445,0.72618735,1.2316711,0.6158205,0.9751723,0.66553533,1.358347,0.95333445,1.3219783,0.98487157,0.9298807,1.3611395,0.8209423,0.9084937,0.3755833,0.74767756,1.3515117,1.1644933,1.003831,0.9963043,1.0547428,1.3389015,0.85980725,1.095907,0.99840903,1.3727502,1.0285599
ear,1.1772182,0.6074838,0.8927674,0.8289413,0.97275573,0.9372753,0.92836976,0.8865857,1.2879193,1.1789739,1.1048818,1.1772679,0.8476838,1.237356,1.0366821,1.1119212,1.1891516,1.1885219,1.3274443,1.0774474,1.2448993,1.2094028,0.89781064,1.022044,1.1797333,1.0313369,0.94217926,1.1431198,0.46553826,1.1552244,1.0476573,1.0733165,1.150598,1.1582431,1.0747534,1.1154279,1.1591972,0.909753,0.945038,1.2846651,1.0372988,1.1021075,1.1178429,1.1724563,1.1357709,1.1840901,1.0943763,0.0,0.91000444,1.0489408,0.8695624,0.25372314,1.0777844,1.03275,0.32448435,0.95565784,1.122898,1.0223323,0.9211885,0.5081955,0.9174264,1.1051437,1.0143006,0.75654393,1.0556638,0.63899434,0.87294424,1.1185849,1.1652484,1.0285333,0.96167964,1.1775644,1.041595,1.2023866,1.1748487,1.0949225,0.8303469,0.9525354,1.0440791,0.94131905,1.229481,0.70910084,1.0324931,0.41045606,0.5345627,0.77586913,1.2028236,1.0680829,1.0547531,0.9698083,1.071372,0.9863968,0.97114855,0.92586696,1.0858514,0.8870179,1.216622,0.495108,0.9464214,1.1674808,1.1194847,0.82320607,1.1802213,1.1750184,0.95016026,1.207559,0.988141,0.9211348,0.73993206,1.2971617,1.181226,1.2889884,1.2265162,0.66847456,1.1544782,0.9451368,1.0911212,1.0160707,1.1660941,1.1350904,1.2340724,1.128857,1.2908306,1.0003511,0.30733484,0.64631695,1.0552299,1.1280891,1.0371592,1.2948701,1.0836427,1.2093412,0.82515574,1.1889302
egg,1.1341064,0.92930216,0.39366794,0.7188166,1.2280544,0.4242977,0.5189923,0.45800412,1.0266412,1.192904,1.0777705,1.3339682,0.92729664,1.4571469,1.2231425,1.2702744,1.270138,0.8911465,0.91881776,0.64620996,0.5573324,1.3083938,0.44042963,1.0113562,0.65344644,1.0350748,0.99703324,0.80215406,0.8530985,1.3145894,1.1469784,0.82947505,1.3726338,1.1530875,1.2603104,1.0191247,1.3593369,1.0897671,0.8339654,1.3777668,0.6039317,0.7939377,1.2735469,0.85859835,1.2111778,0.97568804,1.3273563,0.91000444,0.0,1.1755357,1.0587218,0.94496965,0.893932,0.8005233,1.0456587,0.90605897,0.74428785,1.1232853,0.97293144,0.90182936,0.87428296,1.1920756,0.7450359,1.2064246,0.75102675,1.1138916,0.6933237,1.2263744,0.7418257,1.0862107,1.0763466,0.99655586,1.4552578,0.8953986,1.344573,0.720961,1.1371694,1.0869176,0.95867205,1.1486106,1.0372137,0.8293426,0.8657396,1.0056006,0.9713806,0.3305109,1.282562,1.1807299,1.3403046,1.340323,1.2253008,0.81283295,0.79663825,0.43659806,1.1004455,1.0576686,0.65407217,0.9808068,1.0267781,1.112616,0.96655625,0.5757466,1.1262993,1.1442999,1.2552037,1.0819205,1.3468221,1.0547458,1.1982744,0.69585186,1.3623145,1.0370536,1.3230319,0.8402062,1.2226534,0.7683516,0.99516857,1.0526234,0.5932116,1.0777252,1.1804678,1.3289533,1.3284974,0.54450846,0.85275507,0.9904549,1.1628897,0.93053085,0.62959707,1.0807544,1.069804,1.0888107,0.8526247,1.1906085
elephant,0.9602451,1.2421861,1.1325421,1.212103,0.97244084,1.1507341,1.0749263,1.0564495,1.166392,0.84591603,0.5467635,0.8587968,1.0273894,0.96944064,0.9860858,1.0146333,0.7279175,1.1464387,1.2256273,1.1399925,1.1593874,1.0151137,1.1263281,0.93401814,1.2092732,1.1584436,1.0034102,1.0440807,1.1053965,0.32631147,1.1011938,0.98017466,1.046266,1.2270792,0.6906354,0.9650589,0.954324,1.0351305,1.0599284,1.0318218,1.1773208,1.1408062,0.9258329,1.159149,1.0895332,1.0979431,0.9583075,1.0489408,1.1755357,0.0,1.0558594,1.0956485,1.0125169,1.1609732,1.033641,1.0739831,1.0971605,1.1113329,1.0939442,1.0011368,1.1413813,0.6197582,1.3703291,0.99749637,1.0860656,1.1006594,1.0896333,1.0795686,0.9627354,1.0284412,0.83606434,1.1272823,0.6612166,1.0926616,1.1049304,0.988846,0.9015738,0.8464466,1.0315126,1.0770252,1.2262678,1.0313833,1.0757799,1.0144176,1.140068,1.1551316,0.95487624,0.4243803,0.86267066,0.8859263,1.1371474,1.0550367,1.0565434,1.1418912,0.86863077,1.2668686,1.10086,0.9552204,0.8383665,0.96336037,0.969091,1.0623776,1.1868798,1.031405,0.8828385,1.0209651,0.79190195,1.0463114,0.9737044,1.0784087,0.6073736,1.0092752,0.903448,1.0442021,0.7411396,1.0504569,1.1033094,1.0255826,1.1766112,1.2104099,1.2193943,0.7221536,1.0059725,1.1466186,1.11187,1.1547571,0.9339025,1.0307963,1.1865617,1.0422033,0.77988625,1.2188978,1.1093401,0.8270887
face,0.72687536,0.9599917,0.9960237,0.9957971,1.0711237,1.0765314,1.1437328,1.077811,1.1206326,1.0063937,1.0330979,0.8231794,1.2399173,0.9483417,0.92935693,0.71247476,1.0301465,0.86373895,1.1426866,1.1316854,1.1697617,0.9663156,1.1654716,1.0032536,1.1846622,0.8064399,1.1659732,0.91959167,1.0378233,0.9841232,1.167231,1.0360427,0.98253196,0.9636702,1.0256649,0.9652223,0.8279918,1.1483024,1.1477711,0.963513,1.1165217,1.0296389,0.8316679,0.90194625,1.0127994,1.2198033,0.9092591,0.8695624,1.0587218,1.0558594,0.0,0.9439129,1.0495632,1.0384973,0.9352836,1.2093058,0.9031074,0.96512526,1.1194177,0.95671874,1.0686032,0.98968226,1.0134292,0.6291691,0.7926865,1.0280558,1.0180601,0.94656485,0.9435337,1.2310555,1.020928,1.0777681,0.9727817,1.2559178,0.9138544,1.1833849,1.0734216,1.0819842,1.144671,0.7548071,0.952759,0.9786488,1.3196857,1.116888,0.8915726,1.0374546,1.0591996,0.93204856,0.9305536,0.91874266,1.0094575,1.2298402,1.1999608,0.88338107,1.1999488,0.93678486,1.2127087,1.101344,1.1312852,1.1932347,1.1816825,1.0193379,1.0758544,0.7337011,1.1198496,1.0574116,0.91909355,0.9448941,1.14584,1.2192764,0.95895934,1.1535599,0.99064934,1.0706129,0.8436635,1.0678492,1.1893971,1.1340504,1.2291467,0.9212066,0.97122574,0.96523863,1.0141383,1.0770241,0.94929117,0.98624986,1.1422874,1.2680495,1.0023533,1.0629088,0.9756255,1.1023775,1.2034504,1.0451195
