,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jacket,jeans,knife,ladder,lamp,mitten,nail,napkin,necklace,orange,oven,pajamas,pants,paper,pen,pencil,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slipper,sprinkler,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
alligator,0.0,1.3401299,0.89171624,1.2925861,1.1821849,0.7203114,0.9580989,0.92126906,0.9829433,1.2513943,0.9816511,0.8762437,0.96964204,0.9250262,0.6163067,1.2889186,1.1293334,0.7969024,1.1745327,1.2116313,1.0600228,1.2933619,0.8839255,0.8598976,0.89895654,1.0937262,0.8830245,0.83725363,0.9009236,0.7071693,1.2625482,1.0121523,1.3376143,0.36982417,0.8136064,1.1391546,1.0493504,0.95636564,1.1957666,1.1020565,0.7333422,1.0287098,0.9800685,1.0275309,0.68049496,0.87575436,1.1303227,1.0400708,0.85110664,0.85513806,1.1367656,1.1224172,0.9427331,1.1993723,0.87180865,1.0042055,0.9556901,1.166002,1.0328256,1.3134745,0.80000365,1.4174222,1.171499,1.3258289,1.2933178,1.1881061,1.0075281,0.9445074,0.7030885,1.0494206,1.1803056,0.8201464,1.0584122,0.9124844,1.0542207,0.6763211,0.9280525,0.9001266,0.91984373,1.1159075,1.0281191,1.2021637,0.9398169,0.77125716,0.94309497,0.97154826,1.0345447,0.96938443,0.70200545,1.2812636,1.0441885,0.94122285,0.80512875,0.9573164,1.2486094,0.9220359,0.74072707,1.1597037,1.1174314,0.7863014,1.0533106,1.1644334,1.2854364,1.0625327
apple,1.3401299,0.0,1.3828228,0.20519316,0.35536772,1.1524928,1.109183,1.3669704,1.4082096,0.3552385,1.3710232,1.393022,1.4365844,0.660753,1.364181,0.4398873,0.75768185,1.3620799,0.6470536,0.64688796,0.7940847,0.62167,0.8172268,1.2668092,1.3080351,1.244453,1.2240577,1.3179798,1.4717048,1.2015514,0.26048994,1.4201802,0.34533507,1.2569997,1.1934288,1.2303139,1.0789175,0.9572759,0.32022315,0.9482669,0.79098773,0.534043,1.1250392,0.957576,0.79006326,1.2894531,0.7659699,1.0992942,1.1311367,1.0539441,0.8091501,1.1507863,1.2881933,0.5929784,1.3280542,1.4094315,1.3912957,0.9534326,1.3748771,0.39193034,1.4180777,0.25975507,0.56087846,0.47540474,0.42051458,0.76759386,1.4892713,1.4335558,1.2901251,0.8440348,0.5534775,1.1582518,0.90306515,1.1609008,0.67042136,1.2877926,1.3800175,1.1680322,1.2405579,0.89509964,1.2159947,0.9743962,1.2911816,1.0753438,1.4589939,1.2553349,1.153914,1.124717,1.1645005,0.32328618,0.9167034,1.1729382,1.4226167,0.527452,0.7233288,1.0013783,1.3879895,0.6832641,0.2135433,1.393855,1.1851435,0.87494624,0.5434418,1.1826427
arm,0.89171624,1.3828228,0.0,1.299114,1.2640752,0.91104245,1.1524258,0.6281787,0.694999,1.2898743,0.7749555,0.68079686,0.56148165,1.2869498,0.89078194,1.3926947,1.2069963,0.82944405,1.213037,1.3956463,1.2317935,1.3751144,1.1964865,0.9756871,0.720979,0.98950887,1.0911092,0.8187628,0.7254039,0.9264297,1.4320123,0.8656604,1.3815532,0.92214197,1.0489491,0.9206906,1.1652863,1.1417673,1.2014805,0.86562717,1.2231276,1.3336871,0.9088427,0.9295226,1.373807,0.8685025,1.0622544,0.91969144,0.94835186,1.0324075,1.130928,1.0586059,0.6481684,1.328011,0.74118567,0.43535239,0.5259228,1.1252694,0.9370678,1.4009975,0.6149294,1.3440899,1.3079461,1.356386,1.3662524,1.2549415,0.56502444,0.5580332,0.84413826,1.0070556,1.2943943,0.8997408,1.3027674,1.0091093,1.3657119,0.86112475,0.5760889,0.8298913,1.0492665,1.3429725,1.2301825,1.1518868,0.7625309,0.9647526,0.40239525,0.5792344,0.9305124,1.1408732,0.8406838,1.4003329,1.1378887,0.8182897,0.6996997,1.3657228,1.0812895,1.1790742,0.6704535,1.1794235,1.4587567,0.84952796,0.85921395,1.279937,1.1481537,0.94697136
ball,1.2925861,0.20519316,1.299114,0.0,0.21656245,1.2120385,1.0908451,1.266288,1.3959094,0.61470723,1.352368,1.3018699,1.3555448,0.53573227,1.3369396,0.4559958,0.6623444,1.3295127,0.7909654,0.72674155,0.7558416,0.6036663,0.74043274,1.1960618,1.3384497,1.1512527,1.2201567,1.309088,1.3951609,1.1939449,0.50226307,1.4159877,0.4226153,1.2165316,1.0981852,1.2193022,1.1575962,1.0424393,0.26150137,1.0358241,0.8071345,0.56612337,1.0828112,1.047547,0.80418956,1.3350345,0.9624301,0.9631221,1.1358961,1.0738994,0.9138056,1.1242795,1.2666724,0.6252818,1.3339264,1.3268459,1.3641249,1.0423609,1.3107119,0.5142633,1.2999468,0.34804618,0.57050437,0.55747634,0.5632132,0.8235071,1.4181528,1.4003055,1.3013709,0.983486,0.6664915,1.0746082,0.8887807,1.1836566,0.7681267,1.1922252,1.3378444,1.1036433,1.151453,0.86417013,1.1735346,0.996506,1.170127,1.0435145,1.4071947,1.196061,1.1435868,1.0803655,1.1611612,0.48335028,1.0613273,1.1484661,1.3753805,0.49054807,0.8205733,1.0184189,1.335931,0.61150026,0.21957177,1.3582163,1.155699,0.83506167,0.6829301,1.1877067
balloon,1.1821849,0.35536772,1.2640752,0.21656245,0.0,1.1368077,0.9358545,1.2077868,1.3038466,0.80404407,1.2782134,1.1886187,1.2657737,0.6748097,1.1718174,0.75988114,0.69473064,1.1821152,0.8970211,0.7331842,0.8989153,0.6843257,0.80870163,1.1011875,1.3190131,1.0661501,1.1074185,1.1991935,1.3341957,1.080173,0.697252,1.267844,0.6918327,1.1646123,0.92716473,1.1615081,1.073864,0.98669696,0.32481492,1.0293152,0.7953078,0.6830828,1.0620836,0.9591943,0.8146256,1.2678555,1.0567513,0.97125214,1.148072,0.99267405,0.9805661,1.1395414,1.2069169,0.7223911,1.3072654,1.2715645,1.2977617,1.0334827,1.207059,0.6532115,1.1993784,0.6471584,0.7062386,0.7128785,0.66389847,0.91829216,1.3099036,1.3230455,1.1475469,1.0181679,0.771781,1.0620977,0.8858286,1.1101387,0.86564946,1.1105572,1.2974331,1.0631096,1.0051011,0.91725063,1.078787,1.0412284,1.0586494,1.0008037,1.3302684,1.200935,1.1742041,1.0239489,1.1838255,0.73432004,0.96711564,1.1710408,1.2625517,0.66176593,0.9367702,1.0080023,1.2473466,0.70869845,0.3830099,1.1734283,1.1217737,0.9061955,0.90111345,1.1817863
banana,0.7203114,1.1524928,0.91104245,1.2120385,1.1368077,0.0,0.97836626,0.976548,0.97822565,1.3172195,1.0935336,0.79274577,0.9459697,1.1478524,0.6733633,1.2424903,1.1066281,0.76137286,1.2767054,1.2516848,1.1001849,1.3737983,1.0594912,0.8667172,0.88355774,1.1944635,0.7406361,0.78832483,0.9594186,0.58922696,1.228093,0.9498321,1.2946028,0.84742415,0.86937946,1.1208469,1.1879123,0.94745386,1.1875979,1.0802653,0.92481375,0.96182203,0.93615365,0.91899437,1.0294452,0.6938782,1.0781887,0.9781397,0.7714777,0.5508533,1.1132779,1.0635651,0.7870979,1.3497769,0.9344678,0.86335135,0.96216506,1.2271147,0.9665412,1.2955416,0.80394995,1.3133645,1.2629505,1.3537071,1.292644,1.311829,0.91607726,1.0200272,0.86770093,1.1809042,1.2212493,0.8280557,1.3214772,0.6551546,1.096807,0.827295,1.0004463,0.9730778,0.8952047,1.1464643,1.0925993,1.1208227,0.8499558,0.7309809,0.9253135,0.9615288,1.1961092,0.8272647,1.0152746,1.3114307,1.1910415,0.9322523,0.7757773,1.1139042,1.2238781,1.0582547,0.61808795,1.1891917,1.0214297,0.7218069,0.9896119,1.1917236,1.2141718,1.0505954
basket,0.9580989,1.109183,1.1524258,1.0908451,0.9358545,0.97836626,0.0,0.9983223,0.6999362,1.1558539,0.8820062,1.0759766,1.0538354,0.9516434,0.74446195,1.0191904,0.79026777,0.59166145,1.156542,0.4892671,1.1171854,0.88028324,0.8929928,1.045016,1.0797566,0.7561977,0.7546536,0.9104887,0.92430604,0.9912222,1.2055618,0.52107847,1.0980201,1.094377,0.8879192,0.9140739,0.8251842,1.1715256,1.1266761,1.3601224,1.1162144,0.9058526,1.1163684,1.1173494,1.0242856,0.9032981,1.3073694,0.9281175,0.9747186,0.90110314,1.2763164,1.0945954,1.2596083,1.0416112,1.0827711,1.0973667,1.2117825,1.1887864,0.72952676,1.0074624,1.1105742,1.2404613,0.9988896,1.0578395,1.0034114,0.7953985,1.0761887,1.1548959,0.7609377,1.2299029,1.1593338,1.0364699,0.9448393,0.9401741,0.9048928,0.85017484,1.0545907,1.1057861,0.76069385,0.7171865,0.63568,1.1657648,0.9799547,0.96709687,1.0959854,1.2252533,1.0885073,0.9219219,0.9351174,1.2645576,1.2227218,1.0194963,0.79699266,0.95870954,1.3711195,0.98669386,0.9477037,1.1659114,0.9698031,0.6651175,1.0345317,0.9182733,1.3456795,0.76394373
bathtub,0.92126906,1.3669704,0.6281787,1.266288,1.2077868,0.976548,0.9983223,0.0,0.6393879,1.2295549,0.54146355,0.8508692,0.7700377,1.2735603,1.0100704,1.4210823,1.0401348,0.8302187,1.2602029,1.257607,1.1895411,1.2023531,1.1759382,1.0410001,0.4880306,0.8699754,1.0544405,1.0498657,0.63336116,0.985857,1.4359736,0.6919664,1.3792796,0.9207139,1.1478975,0.58300996,0.78116375,1.2113314,1.1795126,1.1257739,1.2396612,1.3118392,1.1243973,0.9849388,1.2870694,0.84715444,1.1319361,1.1819962,0.87201357,1.1852044,1.0773066,0.9382417,0.8706538,1.3457742,0.6323822,0.766834,0.66832894,1.0630677,0.76218843,1.2480886,0.8426236,1.376565,1.2966323,1.2685697,1.3240541,1.0537145,0.7828584,0.6160191,0.8773517,1.1617328,1.3715901,0.90679115,1.2790323,1.003072,1.280111,0.7859746,0.74856806,0.8975957,1.1344793,1.1651932,0.9620428,1.0851718,0.9828971,1.0938832,0.5486003,0.9298713,0.8269869,0.8515491,0.6337464,1.4007419,1.1535242,0.70207703,0.69634897,1.42637,1.2658213,1.0857363,0.8408151,1.4234979,1.4421904,0.7664302,0.76031506,1.0099638,1.2317007,0.6851787
bed,0.9829433,1.4082096,0.694999,1.3959094,1.3038466,0.97822565,0.6999362,0.6393879,0.0,1.3370507,0.82729566,0.8636819,0.5346314,1.2833133,0.8746815,1.330653,1.1607801,0.67140603,1.4147855,1.0618128,1.3312414,1.2480226,1.100224,1.0496148,0.6385437,0.64430064,0.9774168,0.7317178,0.34708136,0.91363144,1.4974884,0.14442778,1.467098,0.9373392,0.8601346,0.656623,0.77418184,1.3412592,1.2911181,1.2826185,1.3090335,1.2385192,1.0740286,1.1730053,1.2739246,0.78071827,1.2665812,0.99070066,0.7671236,1.2820271,1.240354,1.1227868,1.1387063,1.3296292,0.6764288,0.6613355,0.73373175,1.2099376,0.46849978,1.2128938,0.84759766,1.4699845,1.3476574,1.3622797,1.229909,1.0857077,0.55683345,0.6383957,0.8599319,1.4013754,1.3608907,0.7980323,1.143831,0.83168525,1.159074,1.0102534,0.848393,0.90233994,1.0227238,1.0347451,0.831775,1.2181494,0.86537606,1.1926272,0.6790484,0.9207928,0.93712425,0.92886925,0.87991595,1.4697018,1.2107832,0.91191506,0.5777072,1.3413539,1.4142658,1.1752231,0.9383149,1.3632042,1.37341,0.6875005,0.71874213,1.1043808,1.3781888,0.7454013
belt,1.2513943,0.3552385,1.2898743,0.61470723,0.80404407,1.3172195,1.1558539,1.2295549,1.3370507,0.0,1.1154133,1.3432,1.4154196,0.6954707,1.4317522,0.5594765,0.8442683,1.3815963,0.5589609,0.5772996,0.90686494,0.592238,0.8428824,1.3243986,1.0979056,1.11736,1.2622106,1.309809,1.3734891,1.2728149,0.20739806,1.366344,0.41352153,1.1984582,1.3206517,1.1197478,0.8318118,0.9486038,0.67880416,0.95748854,0.80793035,0.7050475,1.1899447,0.97522855,0.7178152,1.3507655,0.73828065,1.1495728,1.2244122,1.2885993,0.7955619,1.1048895,1.316013,0.50423574,1.2129691,1.4207933,1.2985492,0.7638686,1.3731426,0.34444547,1.4863989,0.3388676,0.5295627,0.33454192,0.38359612,0.7095332,1.463345,1.3392441,1.2332432,0.66630924,0.49590892,1.2922764,0.71620446,1.2763679,0.6591576,1.210737,1.2459447,1.2934009,1.3109423,0.87225884,1.207838,0.9312455,1.3314632,1.0853292,1.3060108,1.1854485,1.0526935,1.2143832,0.9520101,0.23521084,0.7782151,1.0780704,1.3980287,0.628106,0.7334008,0.9348076,1.4046738,0.8260075,0.52895904,1.4353821,1.1323682,0.86870766,0.50890166,0.99706274
bench,0.9816511,1.3710232,0.7749555,1.352368,1.2782134,1.0935336,0.8820062,0.54146355,0.82729566,1.1154133,0.0,0.9758132,0.9472388,1.2482312,1.0539724,1.2672465,1.1163149,1.0111347,0.99292225,1.0826162,1.120112,0.92671764,1.2082746,1.0266505,0.65368444,0.6375966,0.97114044,1.0698639,0.836885,1.1400017,1.261567,0.64511156,1.2412905,1.0375698,1.0861605,0.6311763,0.5188577,1.053265,1.366202,1.1410161,1.1439304,1.3248323,1.2013464,1.0926905,1.1170205,0.9462644,1.067861,1.0745457,1.163317,1.1234947,1.0893897,0.8303174,0.9195268,1.0400492,0.7550204,1.0023242,0.779668,0.7678565,0.808692,1.0906993,1.0412701,1.2917426,1.0922554,1.0416328,1.153464,0.82235676,0.8901933,0.7013495,0.83903456,1.0088106,1.256293,1.1837927,0.8626018,1.1468589,1.1064786,0.759762,0.5795206,1.0568041,1.014113,0.8725013,0.7751291,0.95135415,1.0410616,1.085025,0.63471985,0.9078844,0.7432798,0.94539857,0.71594083,1.2224083,1.0092342,0.8081593,0.99424046,1.3126571,1.1885254,0.93984556,0.9290184,1.2710863,1.506375,0.9639661,0.9326787,0.8496765,1.1762859,0.7154684
bib,0.8762437,1.393022,0.68079686,1.3018699,1.1886187,0.79274577,1.0759766,0.8508692,0.8636819,1.3432,0.9758132,0.0,0.7124505,1.2343619,0.81115854,1.3147693,0.94612616,0.88838327,1.2627923,1.2109689,1.1683024,1.2409706,1.095522,0.8401705,0.8644075,1.0639479,0.8066227,0.7640463,0.73178613,0.9147082,1.4193764,0.9448947,1.3471167,0.95299006,0.9248833,0.9521543,1.1350212,0.9666763,1.2283952,0.93374556,1.235963,1.3640213,0.99661607,0.96437705,1.2380452,0.81225455,1.1883937,0.92461425,0.98254436,0.9204782,1.1261688,1.0286402,0.7603191,1.1044486,0.8868751,0.6776206,0.64353466,1.0130992,0.8932873,1.3412199,0.6582234,1.3810318,1.2303958,1.4002438,1.3652399,1.2621869,0.6168839,0.68636066,0.9134302,1.1224189,1.366266,0.9521494,1.0788094,0.86016,1.3798401,0.82388836,0.84300935,0.97107714,0.8430673,1.2119473,0.96731466,1.038127,0.8047695,0.90696347,0.6182759,0.8488867,0.8570769,0.9918213,0.8467715,1.384562,1.0549726,0.78147364,0.73842525,1.2197603,1.1982073,0.9967513,0.7795774,1.1638093,1.3580028,0.82151425,0.9058672,1.2889942,1.2572609,1.0151002
blanket,0.96964204,1.4365844,0.56148165,1.3555448,1.2657737,0.9459697,1.0538354,0.7700377,0.5346314,1.4154196,0.9472388,0.7124505,0.0,1.3357086,0.91951054,1.4021952,1.2750838,0.7951672,1.5100462,1.3210071,1.2020211,1.402842,1.1723411,0.89632255,0.6336631,0.9284299,0.9991989,0.7595993,0.42148435,0.9480027,1.5188694,0.7778367,1.5548416,0.8728457,0.93139154,0.89468867,1.0948771,1.2251309,1.2889274,1.1646804,1.1796567,1.3552285,0.9760885,1.0337937,1.3265312,0.8000338,1.3014822,0.7691496,0.80123657,1.1244668,1.2441936,1.0964708,0.997263,1.2050714,0.64817035,0.3011765,0.45776767,1.1444173,0.74923784,1.4398328,0.3744414,1.4441222,1.2720838,1.4580629,1.387077,1.3656964,0.19020188,0.5012467,0.90955156,1.3019239,1.3938015,0.70325124,1.1359067,0.8947421,1.3536658,1.1305943,0.5063506,0.7854045,0.834518,1.2891898,1.0396315,1.0570911,0.43196404,1.1103448,0.6416274,0.48254544,0.9086183,0.95961386,1.0215355,1.4854728,1.2019925,1.0449779,0.7011287,1.4103143,1.3293873,1.0809125,0.8168786,1.0308627,1.478053,0.79171383,0.72987986,1.300094,1.3740284,0.9395987
boat,0.9250262,0.660753,1.2869498,0.53573227,0.6748097,1.1478524,0.9516434,1.2735603,1.2833133,0.6954707,1.2482312,1.2343619,1.3357086,0.0,1.1410716,0.5893741,0.70188653,1.2071384,0.7883524,0.7355209,0.9263367,0.7805087,0.37555355,1.2022977,1.3148775,1.0910828,1.1036357,1.1351542,1.2945797,1.049721,0.619073,1.2602704,0.6718224,1.0316526,0.9867832,1.2092972,0.98029035,1.0399563,0.7390517,1.0574064,0.8233794,0.58501303,1.0715047,1.0907105,0.7108045,1.2814233,0.9914967,0.96346354,1.1115428,1.0564351,0.96680415,1.0941646,1.2513925,0.75558245,1.2579424,1.3385571,1.3775098,1.0576972,1.304702,0.5855874,1.3492748,0.6860359,0.6272578,0.69331855,0.6592835,0.88455224,1.4008473,1.4396443,1.1712165,0.9766981,0.67104495,1.1078143,0.74741507,1.1375663,0.7618885,0.939163,1.3345389,1.1685259,1.1136391,0.7495953,1.0424485,1.1275924,1.1673632,0.8794913,1.39975,1.2560649,1.226537,1.0282605,1.0374961,0.6800284,1.110887,1.0955597,1.2827952,0.43638694,0.9855019,0.96419543,1.1830002,0.7922215,0.4537819,1.2510685,1.1843102,0.81729466,0.877779,0.9693688
book,0.6163067,1.364181,0.89078194,1.3369396,1.1718174,0.6733633,0.74446195,1.0100704,0.8746815,1.4317522,1.0539724,0.81115854,0.91951054,1.1410716,0.0,1.2540095,1.091191,0.24123085,1.3275356,1.2523277,0.96084225,1.2302824,1.0477369,0.8688261,1.1028208,1.1310489,0.8019675,0.48538214,0.9036204,0.423056,1.3476406,0.8376532,1.346391,0.8449545,0.93852276,1.164721,1.130426,1.1343902,1.2419753,1.1096396,1.0879393,1.1255128,0.9773077,0.9101921,1.0308409,0.45366406,1.2393575,1.1925545,0.8791234,0.50264865,1.3211062,1.1963272,0.9274967,1.4428993,0.97278816,0.83294755,1.0283848,1.2095096,0.85941386,1.443413,0.874391,1.4829731,1.1906949,1.3720548,1.3231133,1.0992235,0.95433027,1.0262469,0.31066346,1.1776165,1.2574493,1.0030597,1.2779636,0.41522467,1.2077186,0.66289663,0.95040876,1.1032131,0.6634817,1.0025607,0.9274377,1.2629695,0.9305087,0.70992106,1.0014606,0.979121,1.2197835,0.8993941,0.7517069,1.4663332,1.1275522,0.8885105,0.34408605,1.141017,1.3327194,0.9818744,0.4903332,1.1379873,1.0885783,0.23330486,1.0855811,1.2933197,1.3723037,1.1308699
bottle,1.2889186,0.4398873,1.3926947,0.4559958,0.75988114,1.2424903,1.0191904,1.4210823,1.330653,0.5594765,1.2672465,1.3147693,1.4021952,0.5893741,1.2540095,0.0,0.75430906,1.3189446,0.67413914,0.70224005,0.7719053,0.5946799,0.76470244,1.152287,1.3413353,1.0627968,1.1767641,1.2791302,1.3192657,1.1920435,0.46120673,1.2781587,0.25931495,1.1834371,1.0543492,1.2037752,1.1154108,0.992916,0.6162948,1.1157972,0.9018631,0.48282903,1.1624246,1.0620556,0.84410155,1.1188675,0.93644595,0.8991531,1.2098682,1.0716608,0.9148895,0.978477,1.3029662,0.6075722,1.2368295,1.4143736,1.3347584,0.94758457,1.2520245,0.4998442,1.4996363,0.3737179,0.57374036,0.5501886,0.51428425,0.6043715,1.3888123,1.3356371,1.3044951,0.8908316,0.59304297,1.2392204,0.64763385,1.1216513,0.63818175,1.1867065,1.3429303,1.2542528,1.0893748,0.62777597,0.905064,0.96784055,1.2984421,1.1383712,1.3743718,1.2588139,1.0141041,1.0474926,1.1616381,0.48756075,1.0392017,1.1465287,1.4071236,0.4570135,0.8403693,0.99829596,1.371959,0.7322968,0.39365065,1.3629309,1.1537455,0.68874246,0.7049358,1.1497906
bowl,1.1293334,0.75768185,1.2069963,0.6623444,0.69473064,1.1066281,0.79026777,1.0401348,1.1607801,0.8442683,1.1163149,0.94612616,1.2750838,0.70188653,1.091191,0.75430906,0.0,1.019346,1.0152155,0.5905868,0.9066319,0.8332148,0.82733166,1.1053787,1.175245,0.9784482,0.94293565,1.1657126,1.1067163,1.0360854,0.83855283,1.1121501,0.6216802,1.2179093,1.1742256,1.0209175,0.96822184,1.1510844,0.78912693,1.1221226,0.89912534,0.7547657,1.1539133,0.98416644,0.9426891,1.0701684,1.0994582,1.1235594,1.0792744,0.9896819,1.1012846,1.0591972,1.1946056,0.8516273,1.2571552,1.2014406,1.2614192,1.0023605,0.9918281,0.6897379,1.2751069,0.83399093,0.7310263,0.85967994,0.8511772,0.9411828,1.3028929,1.2800785,1.0374844,1.1274672,0.87828434,1.0357269,0.98040855,1.0276718,0.8800374,0.74594176,1.2020501,1.0553788,1.1487914,0.90549284,0.9033407,1.2094858,1.0533273,0.9235201,1.1891176,1.3171891,1.1764874,0.9804779,0.85061425,0.8836225,1.166496,1.0468217,0.9450918,0.7707379,1.1277664,1.0003889,1.1159146,0.9061154,0.7020893,0.94846904,1.0450702,0.9266498,0.9779667,0.92737865
box,0.7969024,1.3620799,0.82944405,1.3295127,1.1821152,0.76137286,0.59166145,0.8302187,0.67140603,1.3815963,1.0111347,0.88838327,0.7951672,1.2071384,0.24123085,1.3189446,1.019346,0.0,1.4036614,1.1497285,1.0374955,1.2712946,1.0729697,0.97748107,0.95076483,1.0932052,0.86003506,0.63142234,0.7099303,0.6208648,1.4194608,0.6763942,1.3494596,0.95342183,1.0037056,1.0503948,1.0335364,1.2468224,1.2203273,1.1900616,1.253487,1.1523242,1.0237825,0.95101964,1.2725283,0.43131024,1.2750641,1.235713,0.7694037,0.71454865,1.342459,1.2265618,1.0454822,1.5014501,0.85393584,0.68424064,0.9198245,1.3312953,0.7290837,1.420747,0.8641205,1.4794346,1.2077392,1.384309,1.2928691,1.1310188,0.8237686,0.9061789,0.3453833,1.2884772,1.2983644,0.92697084,1.4254332,0.5762289,1.2446721,0.7080001,0.9078451,1.0382818,0.7612871,1.0398977,0.9651545,1.3117381,0.85627437,0.860329,0.8923183,0.9649438,1.1437837,0.90375555,0.7198911,1.5058346,1.2227427,0.8909904,0.19052124,1.3191271,1.4092453,1.0446284,0.57346535,1.2415495,1.1443366,0.08217114,0.9480564,1.3071971,1.3903416,1.0314955
bread,1.1745327,0.6470536,1.213037,0.7909654,0.8970211,1.2767054,1.156542,1.2602029,1.4147855,0.5589609,0.99292225,1.2627923,1.5100462,0.7883524,1.3275356,0.67413914,1.0152155,1.4036614,0.0,0.8145654,0.73661375,0.7593478,0.9027732,1.1079706,1.3190367,1.0906934,1.2132378,1.2218093,1.4721427,1.2885244,0.46330988,1.2875085,0.54554677,1.1288645,1.0997368,1.2231617,1.0906179,0.58784354,0.796932,0.6341641,0.8665169,0.8589528,1.0489377,0.95437044,0.8280263,1.3173088,0.41470444,1.0869373,1.3581446,1.0547686,0.519974,0.8235357,0.9402661,0.65340304,1.3022468,1.431202,1.2579881,0.80563104,1.321063,0.72267455,1.3210063,0.4465704,0.8184845,0.5092026,0.67321444,0.7799765,1.384965,1.2642062,1.2799621,0.43958282,0.57541543,1.3521416,0.71958137,1.336409,0.80645907,1.1025988,1.1262243,1.1195338,1.1740341,0.9644869,1.1477847,0.66454816,1.3776224,1.0478964,1.2608978,1.1215489,0.9587455,1.1106393,1.2578962,0.38190657,0.6783308,1.0534401,1.5244884,0.69533646,0.43497777,1.0242542,1.3233671,0.98056024,0.7521185,1.4696139,1.265183,0.81791544,0.36955714,1.0867524
bucket,1.2116313,0.64688796,1.3956463,0.72674155,0.7331842,1.2516848,0.4892671,1.257607,1.0618128,0.5772996,1.0826162,1.2109689,1.3210071,0.7355209,1.2523277,0.70224005,0.5905868,1.1497285,0.8145654,0.0,1.0416974,0.5315548,0.86781096,1.1378949,1.2341491,0.8111521,1.0077647,1.2760143,1.2048627,1.2799927,0.60282063,0.983943,0.5645836,1.2255777,1.1104584,0.9830951,0.7841129,0.9555617,0.86684376,1.0639964,0.9330252,0.8093211,1.1183616,1.1118132,0.8112233,1.3119571,0.96386045,0.94995606,1.2351978,1.1193119,0.9549157,1.1453416,1.3727678,0.5511977,1.2443154,1.3505311,1.3230544,0.85740197,0.99742,0.54122937,1.3997666,0.6690581,0.59518886,0.6227473,0.5932858,0.6915649,1.3490677,1.3234435,1.1464117,0.9360505,0.6509825,1.1349032,0.7330176,1.2408321,0.72789943,1.0871253,1.325473,1.1824218,1.0234653,0.7363391,0.8431032,1.1156176,1.1615493,1.0313032,1.3272686,1.2702698,1.0569742,1.077232,1.0335567,0.58569837,0.90443486,1.2567515,1.234398,0.6728795,0.97098213,0.92357856,1.3427467,0.8398911,0.68072903,1.2032243,1.1523923,0.72223735,0.8218522,0.83439875
butterfly,1.0600228,0.7940847,1.2317935,0.7558416,0.8989153,1.1001849,1.1171854,1.1895411,1.3312414,0.90686494,1.120112,1.1683024,1.2020211,0.9263367,0.96084225,0.7719053,0.9066319,1.0374955,0.73661375,1.0416974,0.0,0.9013499,1.0602174,1.0375538,1.1619486,1.2341945,1.0910954,1.0731237,1.3249168,0.9108669,0.70863986,1.2905682,0.70853436,1.1619308,1.2020515,1.2274517,1.1581575,0.95603526,0.8730918,0.86866176,0.88491106,0.83123755,1.065362,0.997916,0.8580129,0.98748785,0.823448,1.1181408,1.117036,0.80855584,0.7949191,1.0018488,1.060866,0.86359423,1.1920456,1.2173848,1.2405105,0.9679136,1.1671827,0.9011136,1.15004,0.68403393,0.78256965,0.79675007,0.84118325,0.9783173,1.3106731,1.2591807,0.9077816,0.83610916,0.76926756,1.1813048,0.9956492,0.9590961,0.8279275,1.0426266,1.1186422,1.0915581,1.014727,1.0585507,1.15595,0.8210658,1.1577443,0.90568244,1.3315628,1.0594367,1.0518373,0.86807907,1.1489923,0.71633494,0.95383745,1.0070463,1.1400182,0.85307753,0.78716123,0.90021485,1.1239852,0.8259232,0.753502,1.0398586,1.1923233,0.9861985,0.7013937,1.1286774
can,1.2933619,0.62167,1.3751144,0.6036663,0.6843257,1.3737983,0.88028324,1.2023531,1.2480226,0.592238,0.92671764,1.2409706,1.402842,0.7805087,1.2302824,0.5946799,0.8332148,1.2712946,0.7593478,0.5315548,0.9013499,0.0,0.91100556,1.1325284,1.2445654,0.8551834,1.1578535,1.2652075,1.3338888,1.2470657,0.6364928,1.0990833,0.55645496,1.2236419,1.0498974,0.76246226,0.6924452,1.0853232,0.80211663,1.0893619,0.9418709,0.7868439,1.161669,1.1842597,0.67143774,1.3718147,0.99324864,0.94187117,1.287835,1.1037047,0.920346,0.988488,1.2883878,0.48986542,1.3335192,1.4386609,1.3597908,0.8367153,1.0907274,0.45942736,1.4310992,0.6534275,0.5561854,0.39597344,0.5153465,0.4369411,1.410701,1.327136,1.1357284,0.95538056,0.77789694,1.2757844,0.58901066,1.2817868,0.7310343,1.170533,1.2603644,1.2693615,0.853174,0.52425253,0.7180574,0.9212829,1.1990204,1.1242915,1.315505,1.2643808,1.0179542,1.0338902,1.0607022,0.6182704,0.8098425,1.1658689,1.3862048,0.7375717,0.91060764,0.95806676,1.3873655,0.6965592,0.65073806,1.2807406,1.1611562,0.4481278,0.8247539,0.91551393
