,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toast,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
horse,0.82189023,1.1684592,1.1001714,1.1613641,1.139965,0.99712795,1.0644243,1.2082753,1.1490898,1.2165407,0.9054883,0.9007516,1.051855,0.98733735,1.06001,0.8764957,0.94549227,0.7713751,1.1399411,1.0000077,1.183363,1.1363302,1.1277577,1.2787886,1.0105016,1.0135899,1.1410592,0.804809,1.3193691,0.90081924,1.006637,1.1999452,1.0556514,0.96826494,1.0365126,1.0416404,1.1701335,1.117411,1.1697681,0.95639074,1.1885152,1.1910499,0.93957293,1.0511893,0.38998258,1.0286593,0.35409766,0.9925325,1.030128,1.1926929,0.99716425,0.98572785,1.2132643,1.1948886,0.5412934,1.099054,0.9646678,1.2424004,0.95386404,1.0116409,0.9546132,1.2347579,1.1887674,0.8370944,1.1796305,1.1296153,1.1795686,0.6307825,1.2993873,0.9152828,1.2252142,1.1795309,1.0899711,0.8164586,0.0,1.0264285,0.7019726,1.1354743,0.9519546,1.1543401,0.937706,1.0668186,1.1913564,1.243511,0.65446615,1.209259,1.0680463,1.1528722,1.0962703,1.1752225,1.1003528,1.2043686,0.98360956,0.9823337,0.84021944,0.9147738,1.194329,1.2406355,1.2160232,0.9961971,1.2470067,1.3015198,1.2173276,0.94339776,1.2787505,0.22732967,1.0671375,1.0291462,1.0964135,1.0449502,0.87954414,0.7828034,0.91362077,1.1595228,0.942045,0.9226342,1.1116003,0.97046554,0.93475175,1.2278411,0.84239733,1.1707518,0.85579073,1.1533222,1.049917,1.232223,0.73210245,1.1729633,0.61825454,0.89836115,0.7705251,1.0254332,1.1070125,1.0328784,1.2114065,1.1417571,1.1918045,1.1079189,1.1455727,1.1888316,0.80804193,0.9174118,0.7532273,1.1038116,1.1277933,0.85329545,0.8085904
hose,0.88809294,1.2990959,1.446024,0.66818595,0.97942126,1.2555015,1.1499738,0.65699464,0.7344941,0.6135652,1.0348876,0.61520326,1.3981998,0.54570013,0.90897554,1.1308886,0.7622386,0.5766445,0.9054874,1.4131298,1.1714897,0.75795466,1.1834799,0.811516,1.0542393,1.0664831,1.3993013,1.169006,1.2174635,1.0723553,0.8487315,0.9147093,1.3711,0.88062716,1.1484115,1.2299428,0.7786753,1.0410695,1.0255799,0.7469752,0.9473671,1.351492,0.5769036,1.3598046,0.8779729,0.7360101,0.8065028,0.9174079,0.8662522,0.8373387,0.87999654,1.2453011,1.3821138,1.3229461,1.0190889,1.2210045,0.98142874,1.2695416,0.867669,1.3529692,1.0673691,1.291779,1.0851147,1.0557216,0.7602557,1.3600168,1.3753469,0.7513379,1.1367718,0.9876401,1.0576553,0.9419242,1.4596156,0.92194015,1.0264285,0.0,1.0580668,0.7791587,0.852283,0.9964494,0.7177573,1.2387295,1.0527862,0.91313833,0.953589,1.010717,1.144904,1.4621277,1.2712256,1.1861279,1.2712193,1.3844033,1.0787576,0.89434457,1.0577738,0.87407684,0.74456257,1.1907828,1.2412808,1.3765657,1.021657,1.2448831,1.0194376,0.96433234,0.9402705,0.864144,1.2998424,1.2855715,1.0977945,0.9183084,0.74285287,1.050736,0.9221718,0.7535901,0.94175804,1.1436014,1.239928,0.4507801,0.7832896,0.6612043,0.5479793,1.4611092,0.90367544,1.4110854,0.782213,0.6791085,0.48015392,1.1048048,0.7872592,0.9389069,0.64075446,0.47966015,1.2308228,0.993698,1.3928918,1.2666103,0.6571826,1.1660966,0.87440854,0.7108519,0.86343145,0.94513464,0.97492343,1.0148692,1.4601809,0.88737243,1.0343711
jacket,0.97979033,1.0424434,1.3285973,0.9644945,0.9086003,1.2605176,1.3302721,1.0650584,1.1413779,0.9020234,0.7007743,0.6392814,1.134,0.886014,0.9099159,1.2048304,0.66015875,0.7650526,1.1821913,1.2396933,1.3678181,1.0372808,1.2685435,1.1965163,1.2346342,1.1102991,1.2484651,1.1123998,1.1872239,0.74232477,0.9466984,1.1574353,1.2522085,0.9938709,0.6042861,1.1814616,1.0121313,1.1844325,1.0662869,0.55871165,1.1799887,1.2704017,0.8860383,1.3298299,0.86606157,1.037252,1.0486053,1.2281959,0.92406887,1.1759031,0.58513707,0.99334437,1.163561,1.2552164,0.2721026,1.1359804,0.90775645,1.0991944,0.9961418,1.2548127,1.2192185,1.0026612,1.019413,1.2704633,1.0429938,1.1060771,1.1437854,0.7112542,1.2684851,0.80108976,1.234341,0.9504691,1.0865773,0.9033256,0.7019726,1.0580668,0.0,1.1039242,0.47161543,0.96967596,0.8816035,1.2037369,0.9941762,0.96033067,0.8343107,0.982008,1.2365508,1.27237,1.1775342,0.98068166,1.097966,1.3027031,1.1553463,0.8298266,0.21998632,0.5047336,1.0247123,1.2202077,1.2642937,1.1385851,1.0362908,1.0418912,1.0964956,1.15248,1.2886343,1.0439034,1.2675397,1.1457276,1.1810672,1.0950577,0.7369445,1.0580792,0.6553663,1.2198948,0.45285308,1.1462742,0.6018517,1.1276004,0.8076591,1.0581248,0.78426063,1.2610785,0.72493374,1.3051281,0.8954914,1.2645183,0.9265238,1.2006171,0.62333775,0.56111413,0.89602286,0.865542,1.3224223,1.1673188,1.1713071,1.1786516,1.0651639,1.1186445,1.393398,1.2211323,0.90049326,1.1168336,0.8700775,1.2008379,1.2157168,0.7777996,0.6521876
jar,1.0370178,0.9461367,1.2217611,0.8524003,0.97740597,1.1288581,0.94440556,0.834002,0.67598796,0.8222505,1.1854914,1.0022769,1.312094,0.9683363,1.0152091,1.0917463,1.0345881,0.912438,1.0339624,1.2131202,0.93370306,0.8956908,0.836984,0.9879551,0.79802525,1.0399164,1.2222142,1.1560075,1.0405198,1.2079091,0.9842435,0.7856879,1.1909307,0.9929984,0.94047177,1.0449777,0.96246046,0.7545472,0.89713407,0.9833714,0.75502056,1.2813089,0.94848824,1.0740533,0.9430458,0.6700997,0.99791676,0.9595491,1.0562767,0.9923664,0.9099742,1.1582518,1.2065681,1.0328163,1.0887837,1.0155714,0.9068046,1.0262004,1.1717759,1.2864076,1.0962784,0.9686136,1.2084893,1.0920154,0.6061389,1.1980404,1.1291885,1.0608051,0.9114841,0.9258666,0.8567058,0.90992516,1.2021557,1.1371303,1.1354743,0.7791587,1.1039242,0.0,0.9899028,1.1143569,1.0636754,1.1280782,0.8574038,0.89213425,1.1574334,0.9559685,0.8375142,1.1818287,1.2180537,1.0440547,1.0093739,1.1328347,1.0075563,1.1239502,1.1044246,0.98341995,0.7922207,1.1968378,1.2444855,1.1726282,0.80756086,1.1882704,0.74607795,1.02569,0.8052008,0.9950395,1.0102308,1.1099415,0.95658433,0.8806937,1.020753,1.0930883,1.066499,0.9406154,0.9198714,0.981475,1.1279911,0.6736875,0.9848996,0.71889496,0.986277,1.2547326,1.0871542,1.2080703,0.723336,0.7468858,1.066507,0.99915826,0.9884621,0.9326318,1.0075076,0.83788323,1.1493895,0.9142021,1.1210333,1.1261663,0.8440849,1.2291842,0.97761655,0.79351294,1.0447394,1.044793,1.1677692,1.0798272,1.2497537,1.0835228,1.0710788
jeans,0.9978409,0.96017104,1.4916251,0.71533775,0.71786857,1.4287021,1.4484622,0.91397303,1.1065207,0.7326299,0.84978354,0.50886106,1.3933586,0.69340414,0.8826376,1.3319039,0.67271274,0.73392415,1.1217215,1.4665296,1.5012946,0.8251561,1.3156286,1.0529461,1.3481472,1.2483876,1.4204221,1.3003511,1.0251873,0.8231779,0.8016378,1.0154943,1.4256499,0.80737793,0.53465647,1.2031455,0.88471794,1.1793104,1.075141,0.32821143,1.0613399,1.4946282,0.65810895,1.5436704,0.88600576,0.88458645,0.8979441,0.8920908,0.7139443,1.0657693,0.56445014,1.1152856,1.1922898,1.2353102,0.6246141,1.1158113,0.71855706,0.99525464,0.98228955,1.431917,1.313503,0.88375735,1.1008554,1.322336,0.9336978,1.181655,1.2004769,0.86071587,1.1801393,0.66965127,1.104388,0.6675122,1.2551326,1.045056,0.9519546,0.852283,0.47161543,0.9899028,0.0,0.9693209,0.74451506,1.4547131,0.7760529,0.8548031,1.0990965,0.8070595,1.3114692,1.4210316,1.3633451,1.0596939,1.0514563,1.394417,1.178596,0.8564384,0.4890043,0.10287607,0.8212201,1.4078035,1.3894131,1.287827,0.9094423,1.0578655,0.9416855,1.2228293,1.2264775,0.97421575,1.392911,1.1875379,1.2167192,1.1197802,0.7416731,1.1367784,0.5115373,1.2335542,0.24678063,1.1987997,0.58652055,1.0846531,0.78170776,0.9243707,0.76593876,1.3395268,0.80633867,1.3924425,0.7310462,1.1172861,0.87478554,1.0991211,0.7191991,0.34476554,0.98454714,0.6392889,1.4524341,1.0553933,1.1085218,1.1392705,0.9344998,1.3235074,1.3705825,1.0630962,1.015581,1.276145,1.0221665,1.2767881,1.3788104,0.80959,0.81973875
knife,0.9969056,1.0387261,1.0453979,1.0896032,0.7314857,1.0381119,0.95694375,0.95206034,1.0805364,0.61724937,1.0083894,1.0707254,0.7604146,0.72540367,1.0861022,1.0306891,1.041646,0.99664974,0.87067366,0.987322,0.82312346,0.9378916,1.221703,0.89230204,1.0045516,0.9250931,0.6845939,1.0527529,0.9650252,0.87969667,0.9003831,1.1613324,0.849321,0.9166106,0.90763044,0.99029297,0.8411534,1.1857731,0.9602784,1.0049258,1.0924178,0.6750208,1.003933,0.9157828,1.1247196,1.160306,1.1724125,1.1403763,0.88333845,0.6076314,1.0938251,1.0025451,0.94388056,1.0873859,1.0051202,1.0311297,1.2664363,1.126512,1.0740294,0.8704704,1.127374,1.0734534,0.51301366,0.97475386,1.1131955,1.0345654,1.024037,1.1039292,0.9647927,1.1859249,0.96387416,1.1527066,1.0889477,1.1386133,1.1543401,0.9964494,0.96967596,1.1143569,0.9693209,0.0,0.9650934,0.6591116,0.98608726,1.0263013,0.9892077,1.0127541,1.2561667,1.0454075,0.81034756,0.94005847,1.1451344,1.0696149,0.9441732,1.0641537,1.0020615,0.9238826,1.0352055,0.5642457,0.6708984,1.0491018,1.0414845,0.77163255,1.0925246,1.1027352,1.046015,1.1658996,1.1771629,0.9473225,0.76428115,0.8938091,1.013921,1.0481561,1.0388676,0.5193289,1.1344895,0.8865303,0.88772595,1.0249202,1.0010633,0.6486409,1.0259235,0.8411963,1.0850087,0.85730493,0.8841285,0.76437736,1.0985397,0.96076447,1.1409919,1.1813488,1.1315622,0.99627185,0.84164184,1.077751,1.1198171,0.9695702,0.77207243,0.7817036,0.9748303,1.0828923,1.17817,1.1872358,1.118063,0.62072825,0.9776262,1.0124741,1.0295489
ladder,0.9105532,1.2494798,1.4796972,0.8884651,1.0303836,1.3860468,1.2392975,0.96384984,0.7912267,0.7336231,1.0522323,0.3750701,1.364078,0.51270854,0.9253727,1.1628773,0.6026107,0.5624869,0.9466021,1.3273013,1.3870921,0.6523255,1.2369175,0.88566947,1.1906768,1.0975296,1.283995,0.96331096,1.2829182,1.0773276,0.27079082,1.101682,1.3796017,0.54580575,0.9694343,1.0698332,0.9248547,1.1198353,1.135399,0.6001016,1.0611594,1.4481666,0.341066,1.331279,0.9094897,0.85092056,0.835981,0.875968,0.52037853,0.7899108,0.82830876,1.1502664,1.362737,1.4802514,0.8648439,1.2524917,0.8965704,1.3203385,0.84421146,1.4882085,0.8977046,1.2671475,1.1600964,1.1923627,0.98909837,1.3734295,1.2896359,0.8271832,1.345021,0.8865278,1.127898,0.99548763,1.3999813,0.744461,0.937706,0.7177573,0.8816035,1.0636754,0.74451506,0.9650934,0.0,1.1673397,1.0874445,0.98949975,0.90603244,1.1383901,1.1593924,1.5017946,1.2086731,1.2175617,1.3690221,1.5006936,0.7550493,1.1669168,0.9321997,0.7734153,0.879444,1.3103589,1.3370919,1.2542329,1.2288265,1.2116822,1.0715892,0.8405592,1.1820034,0.8536365,1.2947359,1.1961824,1.0286132,0.62083465,0.888928,1.1379104,0.83578265,1.0486673,0.77591836,1.1654148,1.1078336,0.6455258,0.64720607,0.842674,0.46311665,1.4916201,0.8692366,1.4554937,0.88646,1.1054062,0.6652547,1.0717248,0.6800169,0.7594208,0.59458876,0.54420805,1.4691908,0.9808841,1.4347153,1.3135861,0.990831,1.1606594,1.0346202,0.96161693,0.74882907,0.8353622,0.7570752,0.8438058,1.4650716,0.5061524,1.0932517
lamp,1.1075908,0.90898186,0.5575572,1.4329913,1.0317675,0.65460414,0.7060429,1.2542816,1.0681978,1.031352,1.1665375,1.4130887,0.49581683,1.1803169,1.1813109,0.7885324,1.3332187,1.407302,1.0342784,0.48485196,0.55268085,1.3237121,0.9142252,0.89851665,0.85036826,0.7909406,0.34272176,0.8166525,0.98112726,0.97114146,0.9841129,1.1288338,0.49894547,1.0689025,1.186318,0.83970094,1.213189,1.0252857,1.043843,1.3951526,1.1365509,0.42814744,1.3735561,0.44186127,1.2342286,1.2128136,1.2413309,1.1303656,1.0034642,0.77742845,1.2739804,0.76476705,0.71239847,0.8023869,1.1675544,0.92732644,1.2827415,0.96251976,1.1249466,0.5709702,0.72553545,0.99005103,0.747762,0.86181855,1.2810729,0.7511529,0.85527843,1.2043719,1.0595508,1.2494686,0.97722405,1.3454099,0.6905627,1.054968,1.0668186,1.2387295,1.2037369,1.1280782,1.4547131,0.6591116,1.1673397,0.0,1.1584662,1.3338442,1.0035987,1.1656306,0.9350055,0.5795193,0.523555,0.63232553,0.98064786,0.7001991,0.88961357,1.2926501,1.2161373,1.4085628,1.2647862,0.42996645,0.50285345,0.58686614,1.1606208,0.7378186,1.226635,0.8154136,0.9855553,1.1572804,0.75615704,0.77770686,0.8610787,0.88585836,1.3770803,0.8400203,1.2304834,0.6821723,1.3797507,0.80929434,1.1153144,0.92695785,1.1197895,0.96848565,1.3778145,0.57924056,1.1408732,0.4830395,1.3768313,0.9226705,1.1847117,1.0152751,1.3489394,1.3610543,1.0948324,1.3606772,0.6050728,1.0358483,0.8314879,0.7975904,1.0794976,0.61662716,0.97664094,1.2322189,1.0052456,0.9551962,1.099318,0.37167144,0.5731615,1.0366598,1.2434936
melon,1.0716195,0.70830274,1.1420393,0.8645636,0.65875643,1.2816381,1.2410855,0.83134943,1.0232394,0.8780936,1.0492647,1.0713546,1.2119262,0.9605545,1.0134442,1.2386432,1.0396036,1.1770092,1.1201358,1.2352045,1.185164,0.9918555,0.9765825,0.90262336,1.1902355,1.0283294,1.1882949,1.2180194,0.8071301,0.9403157,0.9970449,0.7521597,1.2172658,1.016482,0.9128716,1.0294371,0.75548756,0.9421295,0.7566171,0.86803746,0.8556699,1.1265196,1.034831,1.2787726,1.0498394,1.0203227,1.0540878,0.8131217,1.060063,1.0037825,0.9685981,0.94347924,0.8234155,1.0638859,1.1299703,0.90633875,0.9502582,0.6888788,1.1090652,1.1274059,1.1951852,0.730612,0.91780806,1.1871022,0.9410264,1.0357947,0.864853,1.1897002,0.92124903,0.94283587,0.7697787,0.6233896,1.0870116,1.2164917,1.1913564,1.0527862,0.9941762,0.8574038,0.7760529,0.98608726,1.0874445,1.1584662,0.0,0.81959045,1.184897,0.7993821,1.0515356,1.1055704,1.0786672,0.6751844,0.87160945,1.0789158,1.1400875,1.086092,0.9504698,0.76562405,0.86687106,1.0848536,1.035045,1.1365674,0.62019104,0.88164246,0.8273189,1.130264,1.0865453,1.0935653,0.91877925,0.98688656,1.024876,1.0339392,1.1625972,0.9372815,0.9992998,1.0211005,0.85440874,0.99922425,0.72913945,1.0842848,1.1144264,0.96779585,1.1121318,1.0273342,1.0790529,1.1579963,0.8157489,0.8438376,1.1146584,0.8263072,1.0954863,0.9622035,1.1646168,1.0219129,1.244024,0.76361275,0.8451717,0.8466433,0.8906808,1.1377366,1.193709,1.0672112,1.2221298,1.0987355,1.2462181,1.1402779,1.0632079,1.1479797,1.1235127
mitten,1.0173208,0.8938549,1.1730182,0.79257977,0.90985054,1.1198269,0.9010181,0.6325345,0.78403497,0.9956988,0.91936445,0.9196598,1.2128068,0.9601218,0.75346655,1.1604558,0.76348853,0.984578,0.89570266,1.2884772,1.1459371,0.7438376,1.0326741,0.76943576,0.88833004,1.1929069,1.1794709,1.3168049,0.60946333,1.1771843,1.0457611,0.9528317,1.2524618,1.0515506,0.91168493,1.2604716,0.8967017,1.0280224,0.8528297,0.8558651,0.869626,1.1158445,0.87078494,1.2048955,1.1028651,0.70024765,1.085728,0.7402356,1.0891231,1.1230186,1.0371302,1.2054479,1.0514075,0.89711165,1.02094,1.1236676,1.0738748,0.9155661,1.0414351,1.1677296,1.2224382,0.90986603,1.0496415,0.9922427,0.82384014,1.1819073,0.68425953,1.1457001,0.5906357,1.1510777,0.942852,0.7198427,1.0662042,1.1818233,1.243511,0.91313833,0.96033067,0.89213425,0.8548031,1.0263013,0.98949975,1.3338442,0.81959045,0.0,1.268942,0.8800966,1.0355217,1.119527,1.0536081,1.0537459,0.9580596,0.8896232,1.0889703,0.8943229,0.857276,0.84618604,0.80007476,1.0200702,1.1597173,1.2358545,0.77384377,0.8895632,0.7033149,1.1935551,1.0782218,1.1402533,1.0747359,1.0191885,0.9736969,0.98266894,0.9290238,1.0858277,0.8791992,0.9239038,0.93015575,1.0744361,0.91466784,1.0237902,1.2175723,1.0141636,0.8509545,1.1361995,1.1810199,1.1284927,0.69121283,0.75379944,1.1266623,0.70998657,1.0812161,1.017097,1.130285,0.9183055,1.0880051,0.90620023,0.987616,1.0112734,0.657351,1.0121027,0.7065415,0.7605417,1.1710135,1.1303104,1.1665535,1.1847903,1.177289,1.2076886,0.9759845
motorcycle,0.96538275,1.1317707,1.0039529,1.1082311,1.1887707,0.9285786,1.003409,1.2159263,0.9666502,1.239891,1.067602,1.0081936,0.8873532,0.93750477,1.0699313,0.87048435,1.0476536,0.9689642,1.0205787,0.85997367,0.958315,1.0847178,1.154571,1.1080688,0.96540016,0.85538906,0.9306996,0.56001073,1.3207269,1.046636,0.8652039,1.1017189,0.8759322,1.0264399,1.088036,0.8388258,1.1399791,1.1729358,1.1697333,1.0594232,1.2018322,1.00905,0.9751085,0.89087254,0.8984147,1.1779474,0.94385576,0.92784524,1.0874985,1.0186987,1.0281814,0.9095499,1.1641408,1.1157384,0.71256995,1.1221329,1.1269202,1.2570605,0.91161144,0.91158265,0.79342866,1.1436027,0.9889282,0.9323509,1.171883,1.0810539,0.94812423,0.76916456,1.2749465,1.0996963,1.1972033,1.2360924,0.98218703,0.790051,0.65446615,0.953589,0.8343107,1.1574334,1.0990965,0.9892077,0.90603244,1.0035987,1.184897,1.268942,0.0,1.2400638,1.1211144,1.1009966,0.90623564,1.0996748,1.248699,1.142978,0.91328347,1.0611047,0.94221914,1.0982231,1.126091,1.0217497,1.0256767,0.9373854,1.3170059,1.0332437,1.2409027,0.82471466,1.1324785,0.8586438,0.8974235,0.8179561,0.8794389,0.94755536,0.9743775,0.8252051,1.0111814,1.0128317,1.1302474,0.72676027,1.0819474,0.85244226,1.005376,1.1651795,0.9014173,0.944642,0.9226814,1.0168417,1.2330425,1.1463654,0.8016853,1.1378821,0.5716039,1.0661503,0.7503905,1.0984192,0.96506476,1.1641936,1.1889353,1.1631296,1.2617615,0.84337413,0.9632115,1.1260294,0.81154424,0.6656842,0.8290381,0.8227277,0.9908451,1.0061495,1.0471567
mouth,1.0923927,0.6533903,0.96900666,0.92465,0.8548022,1.1303617,1.1339424,0.9258671,1.2271835,1.0059867,1.03529,1.0519606,1.1330004,1.0606555,1.1742407,1.2347571,0.98237157,1.0559856,1.0873177,1.1861321,1.1654171,1.0321054,1.0761714,0.8999059,1.2440233,1.1759565,1.1446912,1.2978916,0.6252912,1.0448014,1.2112012,1.010207,1.0564792,1.1062253,0.7637519,1.1674736,0.96111774,1.0792036,0.8728663,0.9177078,0.9721838,0.98860055,1.1015651,1.2507977,1.0718901,1.0554134,1.1224921,1.1447475,1.0923426,1.026288,0.9495313,1.0809166,0.75727314,0.7572875,0.9851663,0.5557782,0.72119015,0.50412744,1.0070884,1.0848414,1.2243571,0.66330415,0.9491734,1.1632602,1.0358965,0.6170178,1.0288618,1.0934628,0.7889003,0.7898233,0.9473091,0.66064143,0.83061576,1.1154208,1.209259,1.010717,0.982008,0.9559685,0.8070595,1.0127541,1.1383901,1.1656306,0.7993821,0.8800966,1.2400638,0.0,1.1406724,0.7930942,1.1873193,0.69014645,0.38719434,0.8476068,1.2124782,0.96041924,0.9130958,0.7797877,0.97818756,1.0480574,0.89145494,1.0260651,0.70584,0.87290066,0.79086506,1.2500849,1.0392761,1.2097055,1.125531,1.0005041,1.1074111,1.2637358,1.1098301,1.1970031,0.7822567,1.1439096,0.9196118,1.1903876,0.6002442,1.2304457,1.1508827,1.0750875,1.0586548,0.82359695,1.1451706,0.9911827,0.9665463,0.93961966,1.178762,0.9845927,1.132612,0.9333472,1.1129916,1.0883212,1.0909779,1.0660974,0.50878966,0.76126134,0.9070212,1.2043325,1.1946256,1.0775307,1.1582749,1.2491707,1.1249882,1.1715034,0.7874226,1.1637402,1.1113777
muffin,1.0692725,1.0339274,0.937805,1.0643467,1.1578975,0.894436,0.85273504,0.86307895,0.9739986,1.2352078,1.1521622,1.2454426,1.049956,1.2736094,0.99834603,0.8395041,1.1373926,1.093599,1.0806185,1.016213,0.850807,1.1389345,0.03064698,1.0893687,0.87153405,0.9243618,1.0604755,0.99388,1.0291544,1.1680988,1.1106732,0.6190109,0.9208058,1.0533996,1.136094,0.84344447,1.1356719,0.0946933,0.8870053,1.2668213,0.35745943,1.0462785,1.1811225,0.919986,1.0711025,0.9950968,0.9915701,0.9253276,1.1550438,1.0292869,1.1838852,1.050001,0.9828807,0.88170403,1.1906356,0.91168284,1.1345757,0.9966787,1.1160142,0.9757365,0.9320191,0.9992845,1.1989912,0.86115146,1.0897121,1.0586863,0.9906111,1.1515098,0.934478,1.1580493,0.55941284,1.0836011,1.0494708,1.096459,1.0680463,1.144904,1.2365508,0.8375142,1.3114692,1.2561667,1.1593924,0.9350055,1.0515356,1.0355217,1.1211144,1.1406724,0.0,0.9275812,0.982448,1.0841197,0.99267995,0.85450685,0.90720296,1.1296275,1.218701,1.3247219,1.0293581,1.0497131,1.091186,1.0841722,0.8026244,1.1088338,0.6505375,0.9354707,0.5521796,0.9966512,0.7565895,0.98811734,0.97534627,0.9856274,1.1810838,0.9317744,1.2664406,1.0288434,1.239223,0.8832249,1.249187,0.9849338,1.1558394,1.0821822,1.2241093,1.0243568,1.1738898,0.9235835,1.1509423,1.0310131,1.1793334,1.0205942,1.1413571,1.2076477,1.1272233,1.1649334,0.9438651,0.768282,1.0067534,0.9204076,1.133045,1.0465561,0.95879287,0.8895274,1.0271671,0.84818476,1.0679723,1.0987824,1.031589,1.169581,1.088219
nail,1.2418389,0.7387544,0.13076782,1.3329699,1.1447378,0.38200223,0.5846611,1.2559055,1.239603,1.4057853,1.0975448,1.5190485,0.3743273,1.443256,1.230113,0.8855563,1.3713787,1.4893132,1.0397699,0.29578042,0.46596336,1.3757858,0.8617065,0.9860636,0.8671876,1.0479231,0.3887726,0.90346366,0.6164191,1.0587705,1.3727903,1.1307287,0.3623054,1.316426,1.0819362,0.8722135,1.322509,1.0606312,1.0273178,1.437288,1.1738299,0.2555642,1.5810896,0.40582097,1.2741216,1.2432374,1.3269887,1.1642478,1.3186315,1.1465205,1.3254198,0.7925999,0.45838463,0.35177314,1.198774,0.6346067,1.1280416,0.57527137,1.2034302,0.38957965,1.0048739,0.72177076,0.8685874,0.91157335,1.2066586,0.3539517,0.67752296,1.2529285,0.656689,1.183414,1.0154328,1.1441201,0.26582807,1.2255365,1.1528722,1.4621277,1.27237,1.1818287,1.4210316,1.0454075,1.5017946,0.5795193,1.1055704,1.119527,1.1009966,0.7930942,0.9275812,0.0,0.6107574,0.7457073,0.44720936,0.23128903,1.1588845,1.0042353,1.2286861,1.3891646,1.323971,0.59061396,0.40775657,0.41355735,0.92823255,0.7199488,1.0131968,1.1729041,0.8419678,1.2873333,0.5825293,0.6012846,0.95674527,1.2662058,1.3028979,0.98804307,1.1254295,1.1254443,1.4284127,0.927261,0.9331077,1.3452303,1.3008612,1.2775496,1.4155841,0.22667593,1.2303541,0.25895774,1.2695186,1.0400505,1.4159533,0.8883737,1.3944572,1.3647192,1.2747902,1.5444181,0.3799104,1.118915,0.32508492,0.56595874,1.1507066,0.6886675,0.8337099,1.1312997,1.2771621,1.1085529,1.234461,0.75985366,0.14988673,1.3417134,1.1467159
napkin,1.0862346,0.8086964,0.55269015,1.3880633,1.0233679,0.6619673,0.73331684,1.2194667,0.8653962,1.2112978,1.1124481,1.3809654,0.49818218,1.1125904,0.9796456,0.6849592,1.1845515,1.5347329,1.072963,0.49428302,0.5724233,1.331906,0.92349327,0.8135228,0.68097657,0.8243796,0.3120525,0.7475933,0.86786336,1.0537701,0.90545785,1.0715528,0.4943474,1.1541219,1.0396571,0.79204226,1.2419463,1.0775222,1.1018709,1.2466828,1.1265041,0.4384774,1.2907693,0.41226125,1.2993587,1.3316238,1.1835507,0.8598517,1.1548676,0.9011838,1.344789,0.6358069,0.5995979,0.7812737,1.2808168,0.9453244,1.4258828,0.9793484,1.1795428,0.41681528,0.8512108,0.86381876,0.70973086,0.78471994,1.2302214,0.78832865,0.4545099,1.3737626,0.98964113,1.4012083,0.9618418,1.3641374,0.54193366,1.1920967,1.0962703,1.2712256,1.1775342,1.2180537,1.3633451,0.81034756,1.2086731,0.523555,1.0786672,1.0536081,0.90623564,1.1873193,0.982448,0.6107574,0.0,0.749251,1.0495775,0.7443278,0.8648987,1.2136995,1.0784777,1.2884986,1.2124217,0.49528015,0.6163776,0.6374308,1.1154835,0.39487767,1.2202877,0.906314,1.0522801,1.1078832,0.62611705,0.5350919,0.7758919,0.89092094,1.450635,0.58521783,1.154027,0.832888,1.3839892,0.583421,1.0153984,1.1745912,1.3104348,1.1151347,1.3889775,0.4337877,1.3089525,0.4494006,1.3474666,0.9104189,1.3009105,1.0058075,1.4428036,1.411023,1.2728102,1.4979534,0.55603975,0.9889692,0.73940814,0.7373607,1.1314831,0.108071804,0.8189686,1.216267,1.2758534,0.947391,1.1772081,0.53100765,0.5843524,1.2978142,1.2477794
