,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
ladder,0.5141062,1.2686408,1.4836044,0.7527081,0.64247,1.5536923,1.4114027,1.1634283,1.2063756,0.65272236,1.0241259,0.4411655,1.4926147,0.37959576,0.5531281,1.3821297,0.7188209,0.883967,0.90579087,1.461678,1.2260567,0.7104253,0.9854143,1.1726004,1.2546961,1.3589127,1.2606789,1.0863909,1.1050677,0.6104498,1.4875683,0.42790794,0.7729722,1.2757838,0.6377243,1.2994757,1.1262525,0.62343955,0.82824737,1.5182433,0.3228842,1.4908849,0.9421474,0.8772775,0.9865476,0.624511,0.8829156,0.9198269,1.3073364,1.4662788,1.0132779,1.0553443,1.2584162,1.467165,1.255554,1.0744414,0.9296115,1.2098744,0.7363117,1.4511955,1.2938824,1.0300318,1.328722,0.83464146,1.2785327,0.81150776,1.5403241,1.216507,0.5217346,0.74976665,0.972514,0.6051577,0.7349934,0.0,1.3336824,0.74078554,1.0477365,0.97598356,1.1398426,0.69035816,0.7308269,1.2442392,1.5254242,1.1174694,1.444369,1.2042115,1.5174385,0.7228088,0.9626975,0.5564466,0.6431023,0.6554055,1.3189719,1.1676958,0.91586965,1.2707407,1.239568,0.8624148,1.0336992,1.2976454,1.1575445,1.233593,0.896541,1.2983791,0.81622124,0.829985,1.1491178,1.0614781,0.9099985,0.7498096,0.5802351,1.0433259,1.1254128,1.1054727,0.6881404,0.8057351,0.52000153,1.5660293,0.9935127,1.4155115,1.0323167,0.7515814,1.2506418,0.8831521,1.3906579,0.8189777,0.5793661,0.55265635,0.4958892,1.4456104,1.4198873,1.1855435,0.7962546,1.2582672,1.4579859,0.69377327,0.77870905,1.0831307,0.9082314,1.4383504,0.8338771
lamp,1.5245996,0.8851832,0.818857,1.3078125,1.3938061,0.63386834,0.7438674,1.0171362,0.67427605,1.2822562,1.1704618,1.3167343,0.57146484,1.2667403,1.5970907,0.7543541,1.4005449,1.234249,1.1023005,0.39679778,0.88308007,1.1065828,1.353648,0.29821062,0.69928575,0.2697575,0.8465564,0.9831188,1.0093412,0.9761696,0.39386398,1.0320698,1.277595,0.64255303,1.4415134,0.85160536,1.0590403,1.1592911,1.2788916,0.4293779,1.2113929,0.4781258,1.0472039,1.2066514,0.91018236,0.69443095,0.7783562,0.9624521,0.8871216,0.7869909,1.0444492,1.1768614,1.0551194,0.68919146,0.685886,1.0991409,0.85595596,0.88323873,1.2811031,0.69090545,1.0796093,1.0623113,1.0599773,1.2580945,0.9054132,1.434617,0.56258976,0.85217655,1.0944319,1.3453048,0.9799964,1.5415471,1.0828516,1.3336824,0.0,1.1740727,1.1120405,1.3224132,0.8061248,1.2718916,1.3085494,1.0793447,0.5966674,0.6576848,0.5424316,1.1053619,0.7347919,1.0526822,1.3410192,1.4352627,1.2786884,1.3360076,0.5624172,0.6652817,1.2662842,1.0434047,0.6081807,1.2653214,0.82936954,0.80841035,0.9140341,0.99088305,1.0287397,0.56529915,0.61572766,1.1296103,0.8129496,1.0608221,1.1431382,1.0524353,1.4531996,1.0709196,0.97506887,0.580934,0.7878758,1.1107732,1.3712742,0.54320145,1.1357964,0.7627034,1.0486075,1.3298483,0.44131672,0.8049518,0.87801117,1.084295,1.4280045,1.147695,1.214328,0.6354684,0.81890994,0.96252036,1.2298645,0.6313869,0.59194875,1.474442,1.2735819,0.92670137,0.26741487,0.7327169,0.82546914
leg,0.818486,0.70433277,1.2922081,0.9738995,0.6056392,1.3156594,1.3235877,0.9866712,1.2875676,1.0270284,1.0731375,1.0433987,1.1163719,0.768808,0.91578007,1.1782037,0.8933333,1.1508827,1.2025542,1.1789645,1.2901361,1.11566,0.8273749,0.93873096,1.2537932,1.0785942,1.2384202,0.7960874,1.0108044,0.69786936,1.2974269,0.92020816,0.9448595,1.1033301,0.83011836,1.0741615,0.84069455,0.7005097,0.7673014,1.2253795,1.0538269,1.2236168,1.0449772,0.8111208,1.1648297,1.0145103,1.0195024,1.0402195,1.0932378,1.2119448,1.1447212,1.2174826,0.81271875,1.2266793,1.0713177,0.61571586,0.9932434,1.3229421,0.9340049,1.0462639,0.85865194,1.1043344,1.2098904,0.7933395,1.1875811,0.65070623,1.1614366,1.1863637,0.84471595,0.91200936,1.2265743,0.52421945,0.8531238,0.74078554,1.1740727,0.0,1.1344392,0.95651776,0.92450225,0.8665408,0.84247226,1.0048836,1.1612711,0.93997955,1.0044302,0.9579133,1.2191455,0.92610544,1.1301228,0.8677975,0.41208744,0.9824836,1.0717474,1.1050038,0.83966196,1.0791897,0.9878125,0.85680735,0.9817896,1.3381082,1.1844084,1.0924526,1.0530989,1.0947499,0.9369862,1.0173372,0.99373484,1.14498,0.99844974,1.0824938,0.64275825,0.7148965,0.60384107,1.1992842,0.91399765,1.0829831,1.1063192,1.0758305,1.1535939,1.2078638,0.73356843,1.0497859,1.0646703,0.9209716,0.9676383,0.79995877,0.8015534,0.983168,0.77545416,1.3716797,0.8533267,0.76213694,0.8620564,1.0358458,1.4046803,1.0593336,0.9432341,1.0517441,0.88938767,0.99338925,1.0984111
meat,0.92762715,1.1922034,1.2688937,0.87607515,1.0344265,1.1868187,1.1522701,1.208713,1.0872726,0.7963997,0.73855287,0.7775836,1.2031708,0.85792357,0.80505776,1.1273079,0.7495131,0.9626673,1.0065513,1.2180923,0.98834383,0.8996015,0.75486565,1.1750946,1.0388533,1.2061756,1.1296576,1.3181427,0.8669282,1.1405051,1.0454526,0.9739082,0.8608651,0.9964756,0.9080061,1.1896276,1.2703719,1.0421321,0.9626701,1.2144847,0.8599929,1.1983753,0.9972167,1.3096008,1.0982846,1.079731,1.0167933,0.9373772,1.1222621,1.2383784,0.762628,0.9980086,1.2318091,1.2497189,1.1593574,1.2732235,1.253044,1.0853518,0.90985304,1.2278895,1.2002568,0.7956279,1.2779932,1.1083034,1.1158267,1.109513,1.2672323,1.056441,0.928867,0.83101827,0.6903521,0.9495658,1.123301,1.0477365,1.1120405,1.1344392,0.0,1.1553541,1.1883867,0.8539912,1.1562358,1.0558683,1.223751,0.958585,1.2549187,1.1626004,1.2189306,0.9480419,0.4531368,0.81724405,1.0694798,0.8985965,1.2952671,1.2039404,1.0534519,1.1161151,1.1756617,1.1098406,1.2561208,1.1223301,1.1024318,1.1243584,0.96384376,1.2237957,1.2452241,0.72060525,1.3818641,0.024344563,0.8086009,1.1176825,1.0335778,1.1021501,1.1857444,1.0737325,0.9149893,0.894207,0.7690587,1.274859,0.6164826,1.0321052,1.1085756,0.920013,1.2362895,1.0483569,1.1232971,1.100452,0.9133777,0.90011585,1.0090408,1.125576,1.2929953,1.1510519,1.117576,0.9202915,1.1810702,0.90046203,0.66375434,1.0223508,1.2124199,1.2580656,0.91076994
melon,0.7897839,0.96477115,0.5923716,0.9089197,0.9260818,0.83332634,0.7277466,0.46148735,1.2253755,1.0044047,1.0937533,1.141558,1.2511573,1.0629845,0.99790967,1.1074712,1.0955217,0.94069016,1.0874316,1.2126808,0.8595928,1.1218703,0.8542624,1.2679192,1.0509995,1.2331954,1.1321084,0.80112565,1.1004665,1.0812945,1.1892375,1.1250339,1.0746711,0.97170514,0.8913425,0.8801966,0.80131567,1.0696046,0.8088531,1.1348847,1.1792784,0.9918172,0.7902736,0.891546,1.2369038,1.1875184,1.0365989,1.1292897,0.95574164,0.6908837,1.1749897,1.0475496,0.8628553,0.81573296,1.0951059,0.80574596,0.96473074,0.88503826,0.9284175,1.0902742,0.8657246,1.1490008,0.5951375,0.92797023,1.0730724,0.76760733,1.158228,1.2599559,0.93035734,1.1449938,1.0767281,0.887434,1.027743,0.97598356,1.3224132,0.95651776,1.1553541,0.0,1.005342,0.83423454,0.80127585,0.75313574,1.112799,1.1255287,1.131694,0.8986747,0.7510203,1.1325572,1.1227272,1.1134635,0.96591717,0.9166139,1.0790654,1.0208187,0.64622104,1.055464,1.1675161,0.80076766,0.9705594,0.8445035,1.1833562,0.7006746,1.1363329,1.065621,1.2755225,1.1682813,0.8707284,1.1936275,1.0259591,0.97648776,0.9609629,0.896141,1.0004854,1.0748353,1.2514455,0.9836506,0.9941037,1.0279722,1.1286792,0.8360142,0.8909146,0.8758696,1.100438,0.9271352,0.8136097,1.1031765,1.0231007,1.0307983,1.0017269,1.0443075,0.96178013,0.9456177,0.807971,1.1579329,1.0040396,0.8197174,1.0843787,1.061262,1.2476947,1.0055978,1.2403529
milk,1.1683239,0.8817175,0.94351304,1.3313463,1.0306226,1.1044897,1.0841503,0.73844594,0.8687877,1.1713398,1.1190231,1.2694144,0.7343421,1.1626725,1.3241693,0.8765587,1.199827,1.1849998,1.1042542,0.8186394,1.0611663,1.1010653,1.1088846,0.75734866,0.99891114,0.64124966,0.96310586,0.61440563,0.8230566,0.947245,0.9396982,1.1653689,1.1902695,0.7010172,1.1375816,0.63371795,0.53469574,1.1108019,0.8870518,0.7001139,1.2074608,0.79950076,1.1520123,0.92114824,1.1481597,1.0136245,0.88162637,0.94651425,1.0801468,0.88418275,0.92582947,1.0770501,0.8974448,0.56428576,1.0111635,0.64071107,0.8456077,1.0361491,1.3120837,0.7442211,0.89527005,0.899351,0.9844024,1.1217973,1.0262452,1.166594,0.851181,1.058693,1.2469023,1.1937494,1.1626472,1.0614309,0.92302746,1.1398426,0.8061248,0.92450225,1.1883867,1.005342,0.0,1.2647461,1.1163887,0.9015019,0.8908562,0.6204735,0.70927626,0.96499586,0.806546,1.1260418,1.1264658,1.2352087,0.8483547,1.1000508,0.65114224,0.787938,1.215884,0.9893333,0.56203985,0.9907086,0.91681635,0.96479464,1.0231792,1.0413696,1.1774232,0.8290572,0.81382024,1.1470203,0.79746914,1.1773301,1.1534879,1.1635535,1.0796323,0.9405459,0.75487053,0.95299745,0.90948296,1.0549169,1.2734245,0.69049835,1.0628451,0.8491755,0.7798497,1.1343291,0.8570591,1.1432657,0.84453034,0.9255166,1.2383585,1.2886481,1.1536314,0.90683204,0.8198608,0.935163,1.0934979,0.71904534,1.0584055,1.3300581,1.1007813,1.0966101,0.8474766,0.8055866,0.99199474
mitten,0.6278498,1.1108657,1.2418604,0.85969275,0.7920824,1.286693,1.1587434,1.0972565,1.1932659,0.8779113,0.9777626,0.8728614,1.3129187,0.8235496,0.7691082,1.1331447,0.86441195,0.86169726,1.0055251,1.3676407,1.0754881,0.96238387,0.89172566,1.273464,1.0405202,1.3774661,1.1450641,1.1146227,1.0780226,0.96824014,1.284559,0.8756104,0.8987543,1.1407757,0.77326435,1.3123507,1.1945233,0.9300363,0.844052,1.3753535,0.8304373,1.3271995,0.9762325,1.0708494,0.94523203,0.95539427,1.0325576,1.0606807,1.0874057,1.2991858,0.96417034,1.0632197,1.1161653,1.3115971,1.1783929,1.0829265,1.0262982,0.78503394,0.79721093,1.3779155,0.8844505,1.0730089,1.0725948,1.0556717,1.1934566,0.7610791,1.3606232,0.9598402,0.73995686,0.89334476,0.9222492,0.7692049,0.877324,0.69035816,1.2718916,0.8665408,0.8539912,0.83423454,1.2647461,0.0,0.85395867,1.082809,1.4157164,0.95075446,1.3262628,1.1675136,1.3705056,0.88435525,0.90502673,0.8016244,0.8576828,0.88893545,1.2360954,1.1413658,0.7631901,0.87104255,1.2263072,1.002577,1.052333,1.172575,0.9304277,1.0122651,0.80985,1.1074612,1.191345,0.97862095,0.97931176,0.898379,0.7995973,0.83210915,0.8342889,0.8584156,1.0558623,1.1144255,0.95406985,0.92827827,0.8273228,1.3293829,0.96563697,1.1821363,0.9230223,0.84684765,1.1691308,0.77929497,1.1000503,0.97866637,0.8299876,0.77088624,0.9223203,1.2506777,1.2463106,1.0731647,0.7997479,0.93833905,1.2430148,0.78596425,0.9020984,0.87681216,1.1403699,1.3122166,1.0279975
motorcycle,0.6783586,1.1147227,1.0486138,0.8622563,0.8139349,1.1616995,1.0506232,0.93886226,1.1942532,0.9947205,1.0349383,0.9997802,1.2188741,0.9133447,0.83482134,1.0828581,1.0035614,1.0084405,1.0309057,1.2669097,1.128524,1.0310079,0.9927078,1.2042838,1.2173346,1.3123071,0.9166511,0.9979736,1.0347183,0.8502456,1.3192992,0.9685674,0.948363,1.1904888,0.7873288,1.1321132,0.885458,0.899826,0.9438989,1.2597969,0.96222466,1.2069209,0.9024465,0.7779374,0.94489396,1.0618203,1.097496,1.1880089,1.0317571,1.0639349,1.0297165,0.98504347,1.0100477,1.1234084,0.9636009,0.9309589,0.86538345,1.0590228,0.911664,1.0701367,0.8542129,1.0421463,0.9826194,0.79460007,1.1112378,0.7635599,1.1650143,1.082237,0.828336,1.0321188,1.1023842,0.8316353,0.8659827,0.7308269,1.3085494,0.84247226,1.1562358,0.80127585,1.1163887,0.85395867,0.0,0.8745073,1.2099268,1.1784682,1.1425765,0.92187834,1.0983576,1.0206858,1.0565953,0.93464285,0.8429988,0.93196607,1.1281374,1.0818775,0.8159137,0.9768003,1.1301509,0.83936995,0.77657384,1.1087322,1.0340377,1.0183753,0.8712101,1.1764702,1.1591567,1.0264091,0.96146226,1.1999825,0.989512,0.85040826,0.78984773,0.9431099,0.9634044,1.1466312,1.078436,1.0289369,0.9340884,1.1713127,1.1317155,1.0971141,1.0104992,0.87138796,1.0638411,0.81544936,0.99468243,0.94672495,0.8827407,0.9771319,0.85809565,1.1451188,1.1091918,0.99518085,0.9013357,1.2682915,1.2038841,0.8278022,0.960194,0.96311355,1.1227691,1.1013124,1.1104274
muffin,1.0409324,0.82111704,0.58946174,1.0802227,1.0885957,0.8335426,0.96527016,0.61059844,1.1624297,1.2280104,0.83941245,1.3097584,0.88056463,1.2699957,1.1320543,0.89738345,1.1817201,1.0511568,1.3189886,0.95877516,1.1048524,1.2745401,0.94986844,0.96027607,1.2062964,0.9125406,1.0521837,0.7291702,0.73941624,1.2116743,1.0089273,1.3135574,1.0291007,0.8619292,1.083053,0.77265656,0.60882545,1.2346213,0.8271389,0.88357925,1.3533688,0.9419325,1.0894998,0.8041749,1.0417709,1.2553195,1.1184399,1.0888932,0.898034,0.6960605,0.8371928,0.94836265,0.76511633,0.79356873,0.92418736,0.7480726,1.0809007,0.9752346,1.2047153,0.65251154,0.85327005,0.85950047,0.871832,0.9407276,1.0448083,0.9789858,0.8461976,1.110035,1.1904612,1.1846683,1.1520079,1.0563182,1.1114573,1.2442392,1.0793447,1.0048836,1.0558683,0.75313574,0.9015019,1.082809,0.8745073,0.0,0.80045426,1.1168809,0.79975116,0.66738105,0.6154761,1.2429137,0.8830366,1.2435415,1.0425954,1.2886789,0.88499945,1.0324546,0.9102955,1.0289079,0.9582418,0.92822623,0.9452014,1.0738363,1.0654726,0.71021056,1.1829839,0.9520978,1.1907705,1.0415127,0.82701933,1.0689553,1.0470523,1.2668204,1.092757,0.9193964,0.8932379,1.1801255,1.1678512,1.2271109,1.1868382,0.70770967,1.0524493,0.8609743,0.97714937,1.1094307,1.1488173,1.0433292,0.6671764,1.1567429,1.1916752,1.2651868,1.257823,0.9886282,0.70242584,0.9768148,1.0695508,1.0964483,0.95555365,1.1762042,0.9496705,1.1548162,1.1324002,0.7441807,1.2283984
nail,1.5222412,0.71632427,0.43142867,1.2597575,1.2866108,0.26490724,0.64251614,0.84819454,0.83634037,1.3743638,1.1558518,1.445455,0.35891056,1.5053189,1.4306482,0.6881468,1.3632076,1.2030665,1.2250022,0.19138384,0.8516713,1.3386946,1.030633,0.6978352,0.90899485,0.4163099,0.8426446,0.6766851,1.037055,1.3108301,0.46754664,1.3108531,1.2333976,0.93791443,1.3903071,0.50602466,0.7122979,1.3586137,1.1797793,0.21468866,1.5180174,0.3826784,1.178055,1.0288963,0.9362291,1.1646948,1.1514008,1.1470258,0.6967969,0.4192595,1.129247,1.0366902,0.60365856,0.4862299,0.6802417,0.7839416,1.1039227,0.9849292,1.3737633,0.19185364,0.72407925,1.0986133,0.586946,1.0667876,0.755451,1.1554227,0.23865509,0.93208253,1.4399879,1.3413461,1.2549515,1.4304826,1.3024402,1.5254242,0.5966674,1.1612711,1.223751,1.112799,0.8908562,1.4157164,1.2099268,0.80045426,0.0,0.9759787,0.3779692,0.62110436,0.35348904,1.3154438,1.2724626,1.4284358,1.3107108,1.4068503,0.51172626,0.69677436,1.1751723,0.89564013,0.7085184,1.1771102,0.95167226,0.7314415,1.0138788,0.84560513,1.2687938,0.7645571,1.0175725,1.2003483,0.8772843,1.2068846,1.2562234,1.1654196,1.3878005,1.1446675,0.9004216,0.9652691,1.2932565,1.2952285,1.4511657,0.2960068,1.1756167,0.57314193,0.88793653,1.29796,0.6635919,1.1583092,0.47637743,1.3001779,1.4195045,1.3145567,1.4508592,0.6405698,0.32698154,0.63461256,1.0826395,0.87685597,0.39167023,1.4489136,1.202533,1.1344888,0.9738319,0.3254587,1.1964054
napkin,1.150264,0.90084475,1.079264,1.35765,1.0042464,1.0912055,1.0748591,0.8796333,0.90480095,1.1725472,1.1415567,1.2239124,0.6711197,1.0194415,1.3192648,0.87758535,1.0738771,1.2002635,1.1312014,0.880939,1.0731332,1.1415945,0.97895116,0.6909321,0.9405591,0.65284675,0.9649324,0.84924954,0.9328094,0.7624899,0.851614,1.0211854,1.1393361,0.7693058,1.0171367,0.9403387,0.8610675,0.96794116,0.8413897,0.80442595,1.1618541,0.84230596,1.1258583,0.93503356,1.0953407,0.85624826,0.78658223,0.9981044,1.0583693,1.0275033,1.0715764,1.2891303,1.0295545,0.7934195,0.95584613,0.86775005,0.87953705,0.9911174,1.3013811,0.9159546,0.7293676,1.0589219,1.094153,1.2498599,1.1085413,1.1775537,0.88079363,1.0701089,1.1074433,1.1955726,1.1597648,1.0494368,0.9308014,1.1174694,0.6576848,0.93997955,0.958585,1.1255287,0.6204735,0.95075446,1.1784682,1.1168809,0.9759787,0.0,0.74163884,1.1261976,1.0069544,1.0121295,1.0981795,1.2306268,0.88194394,1.067435,0.66400963,0.80749506,1.0998514,0.93035734,0.4340403,1.1104658,0.91922754,0.9899496,1.0719264,1.038581,0.9782001,0.819165,0.80835265,1.1537982,0.7533797,0.95080495,1.0649158,1.1808031,1.0778848,0.89752686,0.72149956,0.867243,0.7890346,1.0221881,1.3352424,0.70428383,1.062893,0.8010528,0.62778914,1.1727241,0.73925036,0.95153046,0.8227839,0.9475173,1.2097473,1.2539141,1.1144042,1.0152481,0.94683105,0.82324636,1.1366193,0.15312266,1.098325,1.3720832,1.1717536,0.86919737,0.71724373,0.99460346,0.93454695
necklace,1.453825,0.6032938,0.637075,1.3758163,1.19697,0.63758504,0.82875514,0.7731074,0.87417287,1.4677825,1.2319123,1.5328932,0.3322227,1.5019203,1.4548023,0.67464423,1.4037704,1.2737458,1.263106,0.45533955,1.0628695,1.3775091,1.149885,0.5515061,0.9995906,0.37774253,0.9110133,0.6052598,0.99785054,1.1443145,0.57725537,1.3446118,1.2767813,0.8168396,1.4126685,0.6064718,0.5851679,1.3151057,1.0769366,0.32147944,1.5533748,0.62627274,1.1965603,0.99541676,1.0139883,1.1451142,1.067227,1.0677763,0.6698577,0.6688831,1.0590886,1.1070642,0.56489056,0.4380536,0.745762,0.54514253,0.8640275,0.97749037,1.3999139,0.24205232,0.58233356,1.1542013,0.7678022,1.0425311,0.88207394,1.0890893,0.35938108,0.94686764,1.2505794,1.3516691,1.2677156,1.2521726,1.0517439,1.444369,0.5424316,1.0044302,1.2549187,1.131694,0.70927626,1.3262628,1.1425765,0.79975116,0.3779692,0.74163884,0.0,0.6547125,0.5708827,1.3266113,1.3661275,1.3730074,1.0835041,1.4334313,0.41218925,0.57635194,1.0689251,0.8436042,0.5232615,1.1575835,0.88173366,0.9170792,1.026286,0.96669865,1.1914835,0.76515794,0.9509898,1.2706882,0.75811315,1.2250558,1.1319113,1.1546694,1.2616637,1.0017977,0.6531962,0.9967591,1.1479415,1.3574108,1.50067,0.3236304,1.2994475,0.8076929,0.72119,1.3266498,0.67816925,0.9701876,0.5583697,1.1913662,1.3854799,1.329833,1.4867276,0.7738395,0.35875142,0.69968355,1.058541,0.7046636,0.69391036,1.5080664,1.2786214,1.1161239,0.8046989,0.36745954,1.186908
nose,1.145252,0.53641886,0.7348832,1.0120586,1.0001786,0.8736657,1.0131502,0.8983512,1.2287076,1.2586355,1.0536805,1.173653,0.8010464,1.2728764,1.05945,0.93115294,1.156683,1.2829068,1.26898,0.96212226,1.186633,1.3029716,0.85594946,1.0316287,1.2499546,0.97008216,1.0621544,0.6908072,1.0536035,1.2380548,1.0644017,1.1532294,1.0338738,1.115268,1.1731215,0.8134823,0.5950638,1.1969091,0.9898634,0.8754295,1.274295,0.9494814,1.0094422,0.8940091,1.0418271,1.1960535,1.084986,1.1138606,0.4998548,0.6858234,1.104341,0.76757777,0.33661783,0.83690596,0.955464,0.58330405,1.095518,1.1684546,1.1464835,0.4481026,0.72245526,1.1268487,0.7715956,0.67610633,1.0831406,0.6740112,0.81118625,1.1516156,1.1552936,1.1429262,1.1974561,1.0907464,1.1859975,1.2042115,1.1053619,0.9579133,1.1626004,0.8986747,0.96499586,1.1675136,0.92187834,0.66738105,0.62110436,1.1261976,0.6547125,0.0,0.76805925,1.2263465,1.0826032,1.0879686,1.0506341,1.1994324,0.7881889,0.90241057,0.7830014,0.92628443,1.049439,0.99209976,0.95627904,1.0900823,1.1367378,0.9481458,1.2841878,1.1286136,1.1900667,1.0566825,0.96917105,1.1710901,1.2048554,1.2228869,1.0267076,0.98875505,0.7497012,1.2395657,1.2619147,1.2725406,1.255192,0.76324,1.114322,0.85715675,0.6678961,1.201175,1.1338418,1.0288042,0.7918882,1.2349187,1.0814819,1.0725336,1.2821765,1.0907639,0.3532833,0.7724738,0.86241287,1.138506,1.0672392,1.2389035,0.95737803,1.1265411,1.216735,0.53361356,1.1356925
orange,1.4139845,0.75027156,0.18716514,1.1418126,1.3215668,0.21477354,0.36592883,0.5792978,0.85450006,1.3732994,1.085685,1.4548242,0.58110696,1.5246003,1.4361537,0.71336305,1.3943547,1.1870536,1.1792675,0.5140721,0.84658885,1.2533888,1.072963,0.83587617,0.88550735,0.56305635,0.871254,0.5688386,1.055452,1.2772653,0.6259823,1.3669627,1.3122885,0.7817617,1.4045398,0.5066514,0.6963178,1.3338692,1.032676,0.4653973,1.5063621,0.51088387,1.158264,0.98798144,0.9841237,1.2006781,1.0705053,1.1597776,0.7620019,0.13396072,1.1866384,0.9846753,0.74705786,0.40973485,0.7784724,0.8333624,1.1606131,0.91240823,1.3850948,0.5371474,0.7763357,1.0832006,0.55105126,1.1523681,0.72950923,1.1988215,0.47569823,0.87011737,1.438378,1.4146364,1.1312809,1.4168104,1.4131758,1.5174385,0.7347919,1.2191455,1.2189306,0.7510203,0.806546,1.3705056,1.0983576,0.6154761,0.35348904,1.0069544,0.5708827,0.76805925,0.0,1.3336852,1.2578603,1.471549,1.3011367,1.380055,0.7167627,0.8703837,1.1392205,0.92928237,0.75587344,1.1073562,0.9747667,0.77909744,0.87377286,0.45111752,1.203877,0.7228426,1.0826722,1.2414505,0.7952869,1.2058554,1.1944366,1.2723019,1.3935075,1.0990983,0.94586855,0.972285,1.3489892,1.2892772,1.3398564,0.4550007,1.2018764,0.5213257,0.9369031,1.2253444,0.8528844,1.146295,0.4599737,1.2783643,1.453489,1.3504627,1.4223418,0.5729312,0.52721465,0.882989,1.2498488,0.9123324,0.3761027,1.2758723,1.1866398,1.0835329,1.043335,0.5568574,1.2671123
oven,0.97151595,1.2649248,1.3654308,0.85799795,0.8869289,1.2972909,1.2352911,1.2208927,1.0732305,0.62755674,0.9903995,0.718287,1.3151342,0.53612167,0.88725877,1.1662449,0.84314096,0.9816201,0.9367526,1.2347872,0.9374442,0.75843173,1.0917001,1.1387744,0.9766801,1.1441015,0.9075185,1.2768263,0.9390366,0.7574172,1.0573945,0.6743444,0.8875466,0.947604,0.71512556,1.229266,1.2396548,0.7434317,1.0989423,1.3248247,0.6083578,1.1946166,0.800448,1.1119493,1.1315744,0.6889482,0.65084624,1.0198932,1.2424355,1.3473561,0.9420776,1.0263163,1.2925948,1.2861261,1.2146109,1.2070725,0.93729854,1.2015083,0.7381245,1.3028162,1.3187165,0.9475412,1.3447702,0.9312519,1.064678,1.0256068,1.2682822,1.103598,0.7798902,0.8316052,0.9276861,0.88406074,0.9025182,0.7228088,1.0526822,0.92610544,0.9480419,1.1325572,1.1260418,0.88435525,1.0206858,1.2429137,1.3154438,1.0121295,1.3266113,1.2263465,1.3336852,0.0,0.9570435,0.8727391,0.89114547,0.7814882,1.3303785,1.2232628,1.0719651,1.198609,1.1127118,1.0709077,1.1132017,1.039251,1.1214387,1.1804271,0.88051975,1.0905788,0.7119564,0.8209204,1.2284845,0.96323943,0.98924285,0.96936125,0.8273462,1.059706,1.0594792,1.0069131,0.6693064,0.627329,0.87795174,1.348855,0.89894044,1.2082754,1.1825085,0.8641474,1.104923,1.01765,1.2585437,0.9205208,0.7855011,0.8772874,0.6886653,1.1607006,1.3584994,1.1809853,1.0858076,1.1102874,1.274133,0.7540744,0.9474005,0.8201232,0.93818384,1.2337872,0.5556809
owl,0.6906049,1.2332207,1.2357556,0.90825605,0.9157379,1.247072,1.2593205,1.243975,1.2383718,0.8115969,0.44329536,0.7033363,1.1941047,0.795157,0.66543245,1.0749588,0.6190007,0.92219037,1.0649153,1.313304,1.1689858,1.0342538,0.76096773,1.3857164,1.2803142,1.3929834,1.1404985,1.3754485,0.60715866,1.1524872,1.1447693,0.9793363,0.6755148,1.1638548,0.8673868,1.1713066,1.1069504,1.0151056,0.9369818,1.3276,0.86470485,1.3625207,1.0690998,0.8855503,1.0022352,1.1415774,1.1444957,0.9650473,1.1898453,1.2468654,0.5541935,0.8133099,1.2030461,1.230225,1.1635276,1.2144241,1.2257259,1.0384433,0.88021064,1.2367449,1.1460173,0.4410745,1.2391597,1.0233068,1.1255867,1.0455796,1.33893,1.0502663,0.9838696,0.68871456,0.8024389,0.77749825,1.0320871,0.9626975,1.3410192,1.1301228,0.4531368,1.1227272,1.1264658,0.90502673,1.0565953,0.8830366,1.2724626,1.0981795,1.3661275,1.0826032,1.2578603,0.9570435,0.0,0.7322856,0.9799523,0.9497871,1.3249029,1.2542368,1.0489296,1.1067795,1.2471244,1.0132718,1.1387043,1.1563631,1.0535213,1.1434729,1.0591375,1.2418036,1.2847106,0.5088488,1.249955,0.5003725,0.8605418,1.1025498,0.89046794,1.0511258,1.1681572,1.1244417,0.8343561,0.96060187,0.7520267,1.2980145,0.5172862,1.0844798,1.1939228,0.93824947,1.3324912,1.0905836,1.1969193,1.0405983,0.7353675,0.97559845,0.9416343,1.1567367,1.2886956,1.2820257,1.0910383,1.074127,1.280477,0.86919546,0.6226168,1.1129351,1.3702565,1.2607083,0.9150332
