,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
oven,0.7764609,1.3083001,1.4802148,1.2269955,0.68775296,1.3253337,1.3639892,1.2307305,1.073955,0.4970063,0.56926686,1.2931606,0.6153003,0.88911605,1.1059966,0.88127434,1.0340948,1.0405988,1.3318148,0.8100536,0.68717206,1.1601098,1.1036844,1.0734706,1.1890208,1.2712584,1.01099,1.3331763,0.829407,0.8773109,0.9928678,0.4276132,0.8105142,0.75485665,0.79700124,1.1474465,1.2045019,0.7026706,1.0391905,1.4086866,0.72945493,1.2240951,0.8428324,1.0499327,1.1712667,0.7015364,0.5467595,0.9365634,1.193062,1.5372808,0.8679923,1.1731912,0.95344645,1.3452363,1.3308066,1.3781736,1.0314579,1.2548422,1.4283705,0.83175904,1.3465211,1.2841977,1.3296623,0.8732724,0.89331,0.9734416,1.4117028,1.1736846,0.65785307,0.79271114,0.7572213,0.7962802,0.9841318,0.45684522,1.2887051,0.83999527,0.77985144,1.032332,0.92058074,1.0445561,0.76874524,1.0974685,1.1961586,1.4422464,1.1814994,1.3074576,1.0941842,1.2352064,0.0,1.0971272,0.81194365,0.71582294,0.7970083,1.3142382,1.3082968,1.2585706,1.0452758,1.2619519,1.0096433,1.3071901,0.7671875,0.9604067,1.4074401,1.1426406,0.78929657,0.62290424,1.3980533,0.55764836,1.1389935,0.8859871,0.8818618,0.9765085,1.0032066,0.6519787,1.1775554,1.2504128,0.45811498,0.51781565,0.71678454,1.4648855,0.7896812,1.2989875,1.2157295,0.8558987,0.89770496,1.2168823,1.4101305,0.86551887,0.58322054,0.49797487,1.3969705,1.4274523,1.168798,0.863307,1.1760684,1.3731813,0.6711678,0.80507064,1.2259413,1.4387004,0.81641495
owl,1.0458436,1.1358671,0.86370134,1.0580944,1.2125974,0.8338228,0.83709073,0.95615476,0.97578275,0.99922925,0.99035543,1.0110809,1.095856,0.97951865,0.9733641,0.9747218,0.9612307,0.85678923,1.0404055,1.0975407,0.86348605,1.0106827,0.99751985,1.0729363,0.9181205,1.0839145,0.7880964,1.2367893,0.94271165,1.1431171,0.816642,0.995438,1.0535568,1.1377842,1.0848664,0.9677063,0.99796414,1.1218147,0.99233127,0.9978871,0.8717828,1.0506523,1.0906996,0.7654355,0.8729304,1.0569962,0.9936127,1.1188738,1.0143573,0.9174204,1.033348,0.88337624,0.80144894,1.1453981,0.9927413,1.0351913,1.3256222,0.91111237,0.46295953,0.8228251,0.94873,1.0284914,0.85213304,0.9485149,0.98638046,1.204576,0.9845583,0.66934747,1.1221117,1.1624922,1.0239441,1.1707628,1.1329193,1.1184549,1.0200285,1.2509521,0.93271875,1.011415,1.0631965,1.0183301,0.99314964,0.9942127,0.9846531,0.9410596,1.0484691,1.114812,1.0576644,1.1359991,1.0971272,0.0,1.0474641,1.2101773,0.9500332,1.0047122,0.940904,1.020969,1.147516,0.9973329,1.0193348,1.074529,0.99667007,0.83546424,0.9947607,0.96117324,0.9828807,1.0952818,0.94036186,1.0810474,0.68171,0.9843648,1.0946584,1.1710098,0.9808219,1.2104568,0.9837691,1.1103024,0.97441614,1.0477337,0.97526425,0.96415424,0.91971153,1.0969334,1.0704716,1.102464,1.1426547,1.1084936,1.0821245,0.9419379,1.1530217,1.1219469,0.87264514,1.1275812,0.6750274,1.1270767,1.0517293,0.66813064,1.0054185,0.98348236,1.1406325,0.9878527,0.92529744
pajamas,0.5846496,0.9995101,1.4841939,1.0782387,0.55799884,1.2706614,1.3381467,1.2593167,0.99395925,0.8881428,0.46803665,1.4375,0.7206371,0.25500488,0.8910219,0.52101004,0.63035107,0.99123544,1.459506,1.1680766,0.73583406,1.2406315,1.1519918,1.2444733,1.0550187,1.3897078,1.1564145,1.2259842,0.8277924,1.0588135,1.189043,0.9387249,0.7636018,0.88712096,0.86649406,1.3333639,0.7922479,0.51427025,1.1120648,1.5143867,0.6457237,1.4573367,1.1533939,0.54126126,0.59933317,1.0534915,1.0588405,0.43636936,1.1030856,1.4501046,0.7373321,1.1333346,0.86661714,1.1100783,1.4036765,1.3008655,0.7005311,1.4645741,1.1960685,0.7911681,1.3718581,0.7103929,1.0699804,0.66672045,0.85927117,0.6842146,1.3811438,1.227088,0.81782866,0.57015455,0.8231809,0.35558784,1.2498996,0.7848872,1.5205938,0.6746348,0.74424183,0.9313831,1.0165406,0.45417726,0.68856263,0.97823614,1.2615836,1.4125855,1.2299402,1.2922807,0.92473364,1.3829597,0.81194365,1.0474641,0.0,0.42513466,0.78012544,1.488033,1.4322572,1.2930093,1.1791784,1.2050955,0.98110783,1.1784663,1.1208841,1.0070049,1.2463586,1.0318028,0.7698353,1.1489862,1.397281,1.0401106,1.0536782,0.8585099,1.0311589,0.7550609,0.849459,0.39160115,1.076094,1.4508624,0.8241787,1.0128746,0.81436145,1.4203382,0.9451338,1.4731516,1.141915,0.9686231,1.1877565,1.2781315,1.3412869,0.66139144,0.45659113,0.6880032,1.523804,1.1542828,0.875841,0.85330915,1.1826811,1.2149,1.0157497,0.9903986,1.2809153,1.4375969,1.1245646
pants,0.68421334,0.8402233,1.4203339,0.87017655,0.6331984,1.3125436,1.3929245,1.2156702,1.1255844,0.8999997,0.64143777,1.3046519,0.584444,0.6062563,0.68208003,0.75116944,0.8996683,1.2258992,1.41472,1.2159698,0.9623667,1.1257166,1.0345168,1.2951502,1.0584232,1.2270082,1.2393711,1.0021421,0.8163173,0.89294577,1.2989614,0.8129541,0.6911706,0.9364288,0.8070928,1.2871815,0.85243535,0.5349825,1.0218229,1.424124,0.88438606,1.4308522,1.1451693,0.7595185,0.92635584,0.93922913,1.0234604,0.7855099,0.9016398,1.397308,0.8319103,1.061825,0.8713701,0.9063141,1.3345566,1.2689893,0.5568949,1.3400095,1.3226869,0.86783576,1.2359031,0.87543046,1.2523654,0.71848166,0.959283,0.7245111,1.3006281,1.3244822,0.85765326,0.4362343,1.0504924,0.21371216,1.0601372,0.67863387,1.3936658,0.4090762,0.91913825,1.0527307,1.092863,0.69573736,0.71203923,0.93146545,1.1974286,1.3046706,1.2975671,1.1680598,0.8159263,1.382468,0.71582294,1.2101773,0.42513466,0.0,0.9260687,1.4013313,1.3605335,1.2340691,1.1888328,1.1722038,0.90733045,1.0700601,1.1927755,1.1407146,1.078934,1.1441483,0.84113264,1.1618917,1.3594673,0.94475704,1.0691112,0.9426102,1.1218394,0.64157754,0.85454935,0.29770184,1.0631151,1.4566611,0.71459496,1.0375609,0.900977,1.2747024,0.9062182,1.3988733,1.0255253,1.0728668,1.1353228,1.2141348,1.229263,0.730498,0.31051302,0.74508,1.4531521,0.9924676,1.0027174,0.94719744,1.2679588,1.4387012,1.1341567,0.98503435,1.1314967,1.3236549,1.1359056
paper,0.680581,1.1934109,1.3374193,1.1848679,0.7841433,1.2253016,1.2287256,1.05824,1.0675046,0.7431442,0.64089036,1.2328056,0.7437805,0.5221897,1.0128092,0.76190805,0.7599796,0.42007357,1.3147311,0.9182738,0.42914712,1.1363531,1.1188262,1.1054988,0.922562,1.3526404,1.0437448,1.1827552,1.0391794,1.082458,0.81192386,0.8047808,0.92725855,0.8486417,0.6051917,1.1138923,1.0153348,0.88107216,1.0204229,1.2406524,0.693679,1.253393,0.857755,1.0678898,1.0788828,0.9988867,0.8205657,0.89599377,1.2246063,1.3016464,0.9548602,1.0837581,1.0453131,1.1448677,1.229168,1.3162707,1.1502645,1.1584877,1.101313,0.78385055,1.3254731,0.9942488,0.7451937,0.9647725,1.0082347,0.8933586,1.4263129,1.0776994,0.77813333,0.8861388,0.7948285,0.9127636,0.92494756,0.8636814,1.3389883,0.94707274,0.75471437,0.79504573,0.89963365,0.7943753,0.8672451,1.0596445,1.2394376,1.375319,1.0826602,1.3400999,1.1814984,1.1991134,0.7970083,0.9500332,0.78012544,0.9260687,0.0,1.1916248,1.2029746,1.2611706,1.0676795,1.2307504,1.0208842,1.2556136,0.82241154,0.98811716,1.3133565,1.0729688,0.8218549,0.89238936,1.4777887,0.9760828,1.0987769,1.0072082,0.9058621,1.0294718,0.81441206,0.8506354,1.0493542,1.1007563,0.9306049,0.74308,0.7753771,1.3678358,0.89445865,1.1695557,1.1931046,0.8644341,0.9970792,1.25354,1.2722982,0.8375847,0.8494846,0.71713257,1.261636,1.3018703,0.9128847,0.733215,1.0833095,1.0400481,0.77984136,0.95482606,1.3051895,1.3610132,0.867738
pen,1.4541377,0.73454344,0.5463144,1.0485872,1.3979727,0.858096,0.78699,0.937488,0.8633892,1.4207557,1.4393276,0.23848033,1.1690569,1.4790248,0.9896221,1.3122054,1.113467,0.8973652,0.39222234,1.1998539,1.3165348,1.0688707,0.6962029,0.6925407,0.7416743,0.38377857,0.7913525,0.82197875,1.0483208,0.7891304,0.862836,1.1697699,1.2588141,1.3460726,0.9943463,0.9737349,1.106425,1.3007767,1.1340547,0.14817685,1.356752,0.41184485,1.1403459,1.2373931,1.1207778,0.9648197,0.89533883,1.2841252,0.8972616,0.68932515,1.200277,0.975366,1.2596877,0.8497316,0.31002772,0.47870684,1.1642922,0.3914814,0.7113366,1.3597426,0.4083979,0.9510971,0.9690755,1.367362,1.443847,1.294928,0.4831332,0.85448265,1.1409695,1.2824434,1.3292003,1.3361237,0.55174196,1.2232294,0.22674227,1.3274124,1.3221827,1.1091796,1.2685568,1.3585888,1.2706162,1.177046,1.0480851,0.5221034,0.6832047,0.37878716,1.1990108,0.8851205,1.3142382,1.0047122,1.488033,1.4013313,1.1916248,0.0,0.24065435,0.53598,1.1600118,0.4078598,1.2473404,0.57119495,1.2841481,1.010001,0.91141284,1.1339974,1.2852463,0.98515636,0.56183755,1.0001272,0.9610233,1.4319274,1.3000801,1.0123379,0.9581232,1.4445012,0.9653543,0.38912272,1.2697791,1.2876725,1.2821175,0.3572309,1.012114,0.6215085,0.6532881,1.2920396,0.8800608,0.5627509,0.78347325,1.1867311,1.4868044,1.381989,0.49284083,0.7643461,1.0318099,1.0442132,0.7379319,0.7262104,1.3270997,0.99744105,0.50209963,0.2543519,0.8361629
pencil,1.4230824,0.8714439,0.3901778,1.0579967,1.3275931,0.8586167,0.80119777,0.9846059,0.89719874,1.3284864,1.352262,0.2966473,1.2041649,1.3915573,1.0177163,1.2706512,1.2415624,0.9475693,0.29911274,1.2466161,1.2979052,1.062474,0.659803,0.76708716,0.932493,0.37650675,0.88894635,0.7710115,1.048162,0.9303501,0.9130652,1.1790272,1.1493629,1.3927214,1.0824822,1.028207,1.0058345,1.3167018,1.1567869,0.1125195,1.3201984,0.2915392,1.1801809,1.1804596,1.0883585,1.0412097,1.0861058,1.2541842,0.8695457,0.61353946,1.1363077,0.9350189,1.1557186,0.74191415,0.38171184,0.43006027,1.2509357,0.5654369,0.81190103,1.409379,0.29108155,1.0144644,0.96942496,1.2637309,1.3015541,1.2395432,0.4092425,0.92155004,1.3019999,1.2785099,1.315798,1.3583617,0.7929585,1.1738374,0.26490867,1.2973819,1.2544367,1.1653721,1.2943294,1.3541598,1.305209,1.1182266,1.0454074,0.2606721,0.7454862,0.59076416,1.0849584,0.8989134,1.3082968,0.940904,1.4322572,1.3605335,1.2029746,0.24065435,0.0,0.39077568,1.1937505,0.56235135,1.1342748,0.63720095,1.3070993,1.0518768,0.7740097,1.1438421,1.2979753,1.1414781,0.5726584,1.0160817,1.0332066,1.3174672,1.314137,1.1026268,1.1626754,1.3878676,1.0238359,0.5810441,1.2229923,1.2899716,1.1853333,0.25814462,1.0148249,0.5641697,0.8160854,1.3127716,1.0754669,0.7218763,0.7117715,1.2663879,1.4053141,1.3829463,0.6013424,0.6257912,0.8070726,1.1063522,0.7740223,0.65708315,1.2910845,1.0310842,0.5796382,0.21908474,0.9702148
penguin,1.4338962,0.6742838,0.54371774,1.0548573,1.2815468,0.9384905,0.897231,1.0985512,0.8452784,1.3090762,1.2904167,0.37347436,1.1495976,1.3059946,1.0581248,1.2038834,1.1674712,1.0595111,0.39144158,1.2181973,1.2266471,1.0985756,0.77277416,0.719651,0.99917215,0.30196494,0.9707153,0.84594405,0.9452436,0.82545626,0.890431,1.1413444,1.1317155,1.3568746,1.080269,1.072689,1.0164903,1.1829065,1.2204496,0.39463192,1.2109733,0.34893954,1.1280644,1.1293858,1.0397177,0.929101,1.1429974,1.1392925,0.8213675,0.7569612,1.1024334,0.92461246,1.097321,0.7718267,0.44996297,0.4342391,1.1548578,0.86067045,0.898165,1.2799428,0.26518703,1.0095719,1.0296631,1.1624732,1.3239588,1.2423371,0.38692117,0.9541217,1.3497407,1.1781818,1.2732311,1.207499,1.0656801,1.1619439,0.3301773,1.2696055,1.2576705,1.1905973,1.2477553,1.3055401,1.2558357,1.037161,1.0535554,0.40715593,0.8575344,0.47792113,1.0451348,0.9468197,1.2585706,1.020969,1.2930093,1.2340691,1.2611706,0.53598,0.39077568,0.0,1.1988435,0.52785534,1.2263839,0.5467242,1.2872586,1.0370792,0.8231013,1.1429523,1.2545111,1.128378,0.552582,0.98480725,0.95654035,1.3603421,1.312161,1.1233374,1.3203619,1.296393,0.9863899,0.74413913,1.1955707,1.2771705,1.2572008,0.34447592,1.0497187,0.7270928,0.6612409,1.2975087,1.250061,0.7217259,0.7402968,1.2294878,1.2860955,1.3168695,0.6462697,0.57905746,0.8427151,1.2750638,0.8709692,0.7684959,1.2845458,1.0415475,0.49795258,0.3395124,0.9798219
pickle,0.87110734,1.2245159,1.0004883,0.9629004,1.0127691,0.81797844,0.8148799,0.64085186,1.1799935,0.9669426,1.2863996,1.2086746,1.2504588,1.1740001,1.0490812,1.2059906,1.1530213,1.0822227,1.0726844,0.68909943,1.0546708,0.5603099,1.0624946,1.0639045,1.0362191,1.2140517,1.1108887,0.73512816,1.3761367,1.2166008,1.0948994,1.1644998,1.2155559,0.5828483,1.0828457,0.5877056,0.98937607,1.2708223,0.5460008,1.1787419,1.1468607,1.0818416,0.8835099,1.2056348,1.0404363,1.0822237,1.05673,1.1231668,1.2253135,0.84234315,1.1549803,1.0995231,1.0417752,1.0862277,1.1124711,1.1877847,0.9232784,0.95317566,1.0472748,0.9915454,1.2868189,1.1367216,0.89123416,1.0912757,0.6637614,0.9588398,1.1815983,0.944064,1.0581967,1.2420111,0.87665075,1.3378893,0.89640653,1.161276,1.1919698,1.0248158,1.0434008,0.7336279,0.70214164,1.0450652,1.1443863,1.0733377,0.5959136,1.1535044,0.9717632,1.1996002,0.9336846,0.20643055,1.0452758,1.147516,1.1791784,1.1888328,1.0676795,1.1600118,1.1937505,1.1988435,0.0,1.2682091,0.66332805,1.1920607,0.7459921,1.0946165,0.96169597,0.66999066,1.0201701,0.93294495,1.0377059,1.1098729,1.0715858,0.6166654,0.6173847,1.1957746,1.0956763,1.2372873,1.0197302,0.9235366,1.1534712,0.8992146,1.0724137,1.208757,1.2560347,0.5994613,1.1943079,0.6663755,0.70253724,1.0409726,0.84669304,1.1141641,1.2033393,1.1183884,0.99554676,1.102876,1.1821057,1.0676454,0.964552,0.98687786,0.8016435,1.0334318,1.1930765,1.2198322,1.1681129
pillow,1.3572621,0.5213817,0.60070014,1.005422,1.2250915,0.93884677,0.84776247,1.05809,0.77676,1.3859206,1.1623093,0.23950136,0.98412085,1.1912407,0.98986226,0.8812545,0.9246658,0.889508,0.58055866,1.2848167,1.2356938,1.1319075,0.9197052,0.66023165,0.7678061,0.39873564,0.7734196,0.9005,0.8449806,0.6200558,0.9072314,1.1868615,1.1642079,1.4079853,1.057255,1.1194984,1.0062742,0.8216324,1.244186,0.38879073,1.2373203,0.55394745,1.2002246,1.0232149,0.966306,1.0233862,1.0549392,1.099076,0.9022437,0.81202805,1.1827385,1.0163977,1.1512067,0.86876035,0.31795847,0.49051094,0.9497232,0.7918993,0.7071448,1.3713365,0.42589772,0.7841728,0.9966566,1.2459701,1.4943072,1.2795388,0.4454974,0.91592264,1.393029,1.0795707,1.4101231,0.96137404,1.0039041,1.2883443,0.4315495,1.196292,1.240672,1.0979083,1.3226684,1.1210334,1.2263739,1.1831436,1.1191454,0.66503567,0.8124883,0.42341268,1.2052975,1.0445195,1.2619519,0.9973329,1.2050955,1.1722038,1.2307504,0.4078598,0.56235135,0.52785534,1.2682091,0.0,1.2415913,0.5828367,1.3518746,1.0090139,0.96307266,1.1380615,1.1263458,1.0613437,0.66382235,1.0684414,0.93009496,1.4628416,1.4079938,0.90999496,1.216613,1.1737282,0.8710485,0.63673276,1.2502933,1.3407524,1.2881395,0.40957427,0.95335734,0.8854747,0.35183,1.3708577,1.281954,0.7895985,0.75111294,1.2619424,1.2336352,1.2280275,0.5625682,0.7497647,1.0433708,1.3191788,0.84915006,0.730422,1.3583848,0.9173703,0.5377092,0.34594977,0.8300601
pizza,0.7595301,1.0695244,1.000434,0.6876632,0.9650058,1.0450395,1.0042483,0.6375041,1.2068985,0.88789445,1.0994165,1.240572,1.0612185,0.99818647,0.68954605,1.0854813,1.0862622,1.1722037,1.3348306,0.9587816,1.1149998,0.33489102,1.021039,1.4006097,0.8719158,1.3095231,1.2289473,0.7601274,1.1508223,1.2497796,1.2611558,1.1651874,1.114897,0.76507527,1.0104535,0.6522242,0.75107795,1.0960033,0.3369528,1.2056859,1.0644293,1.3365395,1.0854344,0.9832634,1.100194,1.2499926,1.2184279,1.0205263,0.88932306,0.8797973,1.0567943,1.0612448,1.0479832,0.88494354,1.036458,1.170605,1.0133207,0.937689,1.1057261,1.1082301,1.175253,0.98507303,1.0406775,1.0123677,0.44205624,0.7988516,1.2685432,1.0878631,1.1201758,1.0632772,1.0760764,1.018707,0.9156576,1.1138896,1.3524101,0.9033276,0.85207844,0.74693906,0.900819,0.8850047,1.1074859,1.0065792,0.51026595,1.095188,1.1854163,1.2526952,0.8545624,0.89247674,1.0096433,1.0193348,0.98110783,0.90733045,1.0208842,1.2473404,1.1342748,1.2263839,0.66332805,1.2415913,0.0,1.0470963,0.88434887,1.0749652,0.8511384,0.8938357,1.1189768,1.2419139,1.1971833,1.2534058,0.97815233,0.32971895,0.87193996,1.0113791,1.0222453,1.0213962,1.1673044,1.2530329,1.1178582,0.96327955,0.9782371,1.1015959,1.1360648,1.0489812,1.1616935,0.83979666,0.8898653,1.2475538,0.8642124,1.1255763,1.0378035,1.0802892,1.1995845,1.0114485,0.9453593,1.0446959,1.1813128,1.185494,0.9095174,1.1320596,1.3116596,1.1788133,1.2568564
plant,1.2942393,0.62735975,0.64889926,0.7474207,1.3802047,0.85057855,0.85771215,0.9717916,0.8301714,1.5087268,1.3774621,0.5462484,1.0421324,1.3087637,0.7365857,1.2580578,1.1815987,1.0969496,0.5956744,1.4006507,1.3074918,1.0136019,0.95121515,0.8161649,0.68325245,0.58046556,0.8778198,0.73358464,0.9337725,0.80302197,1.0986879,1.1545982,1.1127099,1.3458017,0.93417567,1.0720485,0.9558836,1.1235499,1.089029,0.55780977,1.2567132,0.7185757,1.2483737,0.8862124,0.97942173,1.0170609,1.2036221,1.1722968,0.62536365,0.78425837,1.064163,0.8510892,1.0485754,0.6855044,0.48670673,0.24006343,0.9628384,0.88244206,0.7301358,1.2303497,0.48085105,0.7359574,0.9652986,1.0232894,1.3082591,1.1389985,0.51199746,1.0143595,1.3125544,1.0904174,1.3908923,1.0576007,1.00026,1.1895475,0.5335598,1.0105486,1.2830144,1.1430237,1.3911964,1.094764,0.9947283,0.9517992,0.94571966,0.60797346,0.9462303,0.5056795,0.8699552,1.0484204,1.3071901,1.074529,1.1784663,1.0700601,1.2556136,0.57119495,0.63720095,0.5467242,1.1920607,0.5828367,1.0470963,0.0,1.4890743,1.1170357,0.78688174,1.1193273,1.2591087,1.1526406,0.59271985,0.99201334,0.7691281,1.2673671,1.3957038,0.81770504,1.1023804,1.1887747,1.0094465,0.7956451,1.2668233,1.483016,1.3781099,0.46937418,1.1125331,0.8284559,0.6394383,1.4126068,1.2892226,0.82423675,0.66817796,1.055164,1.227199,1.3330293,0.78690135,0.5692506,0.946531,1.2530656,1.0002106,0.92610574,1.5254947,0.95412594,0.5430272,0.3795551,1.0169322
plate,0.88408333,1.4228523,1.245206,1.218377,0.9567908,1.0747926,1.0650574,1.01667,1.1681409,0.26838976,0.86279446,1.3523812,1.1269639,0.9378271,1.2648482,1.0101362,1.0434377,0.9619434,1.3429118,0.08238721,0.8231604,0.91007805,1.0767341,1.1558001,1.1532481,1.3863344,1.131773,1.2891786,1.1386151,1.2149221,0.8277072,0.91776973,1.0124702,0.46342486,1.1215109,0.81402266,1.3148419,1.1395515,0.8786001,1.3606741,0.83578676,1.07201,0.332022,1.2987248,1.2068042,0.98562235,0.80757225,0.993031,1.2868801,1.1547755,1.0988482,1.1606599,1.0942616,1.389099,1.2542913,1.4202323,1.2726338,1.0223348,1.2628396,0.7842651,1.3888633,1.4456134,1.0655224,1.1195343,0.7171141,1.0664465,1.4072275,1.0456657,0.7035384,1.1356497,0.51715195,1.2507048,0.9151002,0.91558367,1.310887,1.1502757,0.7766248,0.87261367,0.30893058,1.1921251,1.0946416,1.0941038,0.969484,1.3377113,1.1150819,1.3446937,1.2139908,0.88180625,0.7671875,0.99667007,1.1208841,1.1927755,0.82241154,1.2841481,1.3070993,1.2872586,0.7459921,1.3518746,0.88434887,1.4890743,0.0,0.97663784,1.2880427,0.94389457,1.0215417,0.8682703,1.3209611,1.1347221,1.233428,0.7216288,0.31147838,1.2626648,1.0324345,1.0924106,1.139969,1.1431285,0.83677363,0.17647922,0.74223053,1.4507949,0.9157064,1.1797236,1.3551362,0.31975526,0.49219364,0.9531922,1.2223182,1.0821583,1.0277884,0.64007235,1.0864286,1.493522,1.1981937,0.82109267,1.0702729,1.17264,0.12714821,1.1519239,1.4570386,1.432515,0.99284595
pony,0.978481,1.2259482,0.98429614,1.2605959,1.0662733,1.0208967,0.9363783,0.9552808,0.9900986,0.9839356,0.8712223,1.0680355,1.0993335,0.98603487,1.2843735,0.9443699,0.89651525,0.92212105,1.0127596,1.0208458,0.99271405,1.1043955,0.9890483,1.068853,1.0048045,1.0565908,0.8502922,1.2261971,0.77011335,0.97757596,0.8929622,0.8846256,0.9190256,1.1236798,1.1138557,1.021505,1.0781574,1.0669595,1.0952374,1.0227194,0.8828405,1.0421263,1.0141975,0.83903253,0.92931634,0.93266743,1.00016,0.8698443,1.0885541,1.0555352,0.84649223,1.108873,1.028455,1.2641709,0.98166823,1.0434241,1.1538908,0.93901503,0.8138081,1.0571377,1.1137542,1.187372,1.1344311,1.0598613,1.0418423,1.1671311,1.0265837,0.324234,0.97117716,0.978222,0.98346,1.0711211,1.1156121,0.9502374,0.9466817,1.2233639,0.9087664,1.1074293,1.0423268,1.1389836,1.0853603,1.1661406,1.0725989,1.1124147,0.9201785,0.98887765,1.1839249,0.9626703,0.9604067,0.83546424,1.0070049,1.1407146,0.98811716,1.010001,1.0518768,1.0370792,1.0946165,1.0090139,1.0749652,1.1170357,0.97663784,0.0,1.1666552,0.9768589,1.1055658,0.94465643,1.0268469,0.9435273,0.40905422,1.0090253,1.0431367,0.9859166,1.1227213,1.0369065,0.9997838,0.99010044,0.9113722,0.9867707,0.96209323,1.1307297,0.8235684,1.0062283,1.1213945,1.0715117,1.0951635,0.99718654,1.1086133,0.99227726,1.0108778,1.0682672,1.0912267,1.2375188,1.1035696,1.0269673,0.9092787,0.9713148,0.9481966,0.9987658,1.1026973,1.0972532,0.774118
potato,1.3749095,0.67518926,0.5424304,0.5122378,1.2156318,0.7479429,0.735845,0.731406,1.0752993,1.3305402,1.4415373,0.78882915,1.376792,1.2632165,0.6665968,1.3120302,1.2157357,1.2828505,0.7470273,1.2547113,1.400796,0.6651578,1.0029513,1.0087295,1.1357917,0.7477104,1.137008,0.4931907,1.1832906,1.2234974,1.015802,1.371399,1.1749856,1.1803145,1.317141,0.7514117,0.7125776,1.3575883,0.83089125,0.7341317,1.3751888,0.8743173,1.2144873,1.0437942,1.085636,1.2763331,1.2747898,1.2312447,0.6525844,0.31622893,1.1688591,0.7545026,0.8706938,0.4174279,0.8954389,0.7881098,1.0431014,0.8601832,0.84023684,1.2066761,0.64870197,0.8050772,0.9007333,0.9697665,0.9721013,0.9347794,0.59240824,0.9788782,1.4270337,1.149791,1.2746172,1.166554,1.0836282,1.3599409,0.83553696,0.9711946,1.1594994,1.0626297,1.1884071,1.1850913,1.264626,0.75504035,0.6620654,0.36101657,0.94059527,0.87859404,0.6175158,0.8193589,1.4074401,0.9947607,1.2463586,1.078934,1.3133565,0.91141284,0.7740097,0.8231013,0.96169597,0.96307266,0.8511384,0.78688174,1.2880427,1.1666552,0.0,0.880917,1.336474,1.2890912,0.59481305,1.1995541,0.90841854,1.0919274,1.173246,1.0232618,1.1816621,1.2238533,0.9856648,0.92955077,1.2712548,1.3701108,1.2580184,0.49027336,1.1764106,0.65428066,0.78189266,1.1921945,1.1319039,0.90604746,0.6102378,1.2334101,1.282455,1.4949183,0.6599722,0.35614675,0.77001214,1.225106,0.94697845,0.87713456,1.3349941,1.1280712,0.84405017,0.618863,1.3192631
pumpkin,1.0091946,1.0831677,0.8076998,1.0298219,1.0260937,0.71040356,0.70578116,0.6713243,0.9761711,1.112255,1.2056667,1.1208526,1.2512074,1.0243143,1.1578461,1.0646037,1.0053076,0.9738254,1.0353187,0.9297373,0.942814,0.7608274,1.1021607,1.0310508,0.93453467,1.1045527,1.0258274,0.874372,1.2094731,1.1373186,0.94060314,1.1566167,1.0952909,0.95991534,1.2162821,0.76036763,0.93497187,1.1806077,0.7995294,1.1081063,0.9720846,1.0681822,0.91921794,1.0299839,0.8962751,1.070501,1.0543336,0.9707714,1.0872563,0.7821127,1.1377231,1.0623538,1.0405575,1.0490245,1.0890106,1.0582231,0.92286915,1.0114073,0.88930327,1.0835059,1.195819,1.0139949,0.93279076,1.0671158,0.847748,0.9980714,1.0539494,0.87652874,1.1138265,1.1315782,0.95026696,1.1811645,1.0831673,1.1884427,1.0905372,1.1115509,0.89775705,0.80524784,0.9416305,0.88724196,1.1208498,1.0371362,0.6573521,1.0557569,0.9629675,1.1128318,1.0818746,0.66745585,1.1426406,0.96117324,1.0318028,1.1441483,1.0729688,1.1339974,1.1438421,1.1429523,0.66999066,1.1380615,0.8938357,1.1193273,0.94389457,0.9768589,0.880917,0.0,1.0225985,0.9798743,0.97472656,1.1007475,0.99743974,0.8330811,0.8943459,1.1200801,1.1510836,1.1531065,0.95082295,1.0118216,1.1397545,1.0912175,1.0910456,1.1204501,1.1510395,0.8791168,1.0751473,0.9598056,0.98112047,1.000988,0.8145217,1.0744438,1.1699125,1.1765418,0.9296183,1.0284694,1.0443783,1.1668612,0.92441225,0.84149575,0.9729927,1.0472119,1.0984716,1.1488633,1.1449127
