,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
knife,1.0237586,0.99327457,1.0518615,1.0466034,1.0415369,1.0625445,1.0314591,0.88493216,1.146472,0.97279394,1.2493458,0.8283723,1.0161448,1.2259275,0.8873076,1.3147991,1.1220839,1.039289,0.92746514,0.94424456,1.1693753,0.9364904,0.6959014,1.0123734,0.87890816,0.8618969,1.0605943,0.85086304,1.1999632,0.8672915,0.9769471,0.970829,1.2284623,0.90358144,0.797282,0.95351374,1.0129627,1.2033156,0.86570716,0.72850716,1.2083992,0.91998446,0.9290189,1.2900319,1.1841089,0.926999,0.82189465,1.2264243,1.0316008,0.9800302,1.1561702,1.1395609,1.2133121,0.96903396,0.88258314,1.0701344,0.9907476,0.28551567,1.0659307,1.1230706,1.0184875,0.9786027,1.0497667,1.215854,1.0900952,0.9503035,0.9946368,1.0719874,0.8011985,1.1745108,1.0031096,1.1432546,0.0,0.9492979,0.7943757,1.0680172,1.0964369,0.8987836,1.027934,1.1175908,1.0267036,1.2023532,1.0406427,1.0747766,0.88038075,0.814065,1.1291825,0.9478081,0.9841318,1.1329193,1.2498996,1.0601372,0.92494756,0.55174196,0.7929585,1.0656801,0.89640653,1.0039041,0.9156576,1.00026,0.9151002,1.1156121,1.0836282,1.0831673,1.0652741,0.9495411,0.9878354,1.0142817,1.130344,1.03273,1.0103078,0.9623698,0.5851662,1.1792805,1.0982856,0.6256294,1.0545757,0.8718159,1.0080936,0.9596544,1.0013679,0.8609749,0.96148735,0.97501636,0.3020507,0.6727793,1.0442083,0.9613638,1.1931931,1.0304157,0.9578596,1.0623966,1.0944867,0.6284837,0.896039,1.098645,0.98238856,1.097956,0.8077936,0.93446696,0.964885
ladder,0.7974701,1.2920177,1.4296112,1.2349172,0.71308005,1.3170629,1.3399341,1.2842057,0.9788563,0.6481061,0.43369508,1.2870574,0.4695078,0.9338623,1.1561854,0.8923092,1.1134627,1.0842955,1.2050482,0.9750112,0.76700693,1.2623706,0.85241985,1.128029,1.1812778,1.1492712,1.1233209,1.2987696,0.83382165,0.59843904,1.1979345,0.41152334,0.75831586,0.91256773,0.68938524,1.2478349,1.1033086,0.6129465,1.1490893,1.2999113,0.6322703,1.1706967,0.9430133,0.9839043,1.0849798,0.61563396,0.8166692,0.9689333,1.1880866,1.4604031,0.80016845,1.153137,0.94990623,1.2765887,1.3089514,1.2218682,0.9675129,1.2197503,1.43506,0.94273823,1.2811563,1.3289021,1.4140332,0.8369616,0.9579947,1.0459249,1.3138621,1.1982677,0.54404753,0.7625302,0.8173463,0.79618734,0.9492979,0.0,1.1217945,0.7771709,0.991795,1.0832528,0.98841,1.074237,0.7189528,1.1197766,1.2448599,1.3300327,1.1131364,1.2019514,1.0481424,1.2578934,0.45684522,1.1184549,0.7848872,0.67863387,0.8636814,1.2232294,1.1738374,1.1619439,1.161276,1.2883443,1.1138896,1.1895475,0.91558367,0.9502374,1.3599409,1.1884427,0.80763406,0.8807612,1.3371911,0.62151253,1.1968515,0.98307,1.0167894,1.007958,0.9191585,0.66529447,1.2331399,1.1568,0.41966766,0.7171913,0.57666165,1.3906462,0.806475,1.2429414,1.1879412,0.97871715,0.9685847,1.0650859,1.4330078,0.6324187,0.5572155,0.38510406,1.3979311,1.3229682,1.1441383,0.7836468,1.0883673,1.2860466,0.8259143,0.9039167,0.97654265,1.3757696,0.8494337
lamp,1.5585852,0.7433884,0.45380455,1.1035897,1.4463803,0.8527849,0.7708256,1.0054626,0.77125007,1.4167501,1.4468386,0.22084177,1.1614466,1.5495112,1.1647084,1.3728803,1.2680109,0.9997742,0.16901779,1.2228755,1.3334622,1.1019988,0.68388975,0.5590532,0.9589594,0.14782852,0.81941056,0.8799809,0.97651225,0.66152126,0.72920966,1.0239065,1.1837581,1.4513377,1.1151118,0.9875615,1.0920779,1.3171227,1.2392834,0.16696787,1.3430545,0.24113643,1.1156237,1.2297122,1.0734898,0.77024245,0.99518806,1.3301924,0.869435,0.632928,1.2034054,1.0104268,1.1791872,0.8750837,0.35431486,0.3572675,1.1666223,0.56260985,0.7884997,1.4681321,0.30516517,1.099011,1.0992544,1.3005619,1.4968672,1.4219694,0.25481457,0.7931644,1.2573242,1.2654673,1.3392732,1.4001687,0.7943757,1.1217945,0.0,1.372409,1.3615112,1.2097393,1.3050736,1.4803879,1.3147035,1.1897373,1.00756,0.41026938,0.6607466,0.3429855,1.1952798,0.821627,1.2887051,1.0200285,1.5205938,1.3936658,1.3389883,0.22674227,0.26490867,0.3301773,1.1919698,0.4315495,1.3524101,0.5335598,1.310887,0.9466817,0.83553696,1.0905372,1.3077906,0.9779988,0.40451396,0.7705715,0.9439951,1.4945859,1.3791486,1.1695502,1.2497551,1.4454498,0.94525796,0.42050946,1.1657431,1.3057015,1.3149476,0.30833972,0.9483814,0.50031704,0.6207562,1.3800504,1.0844487,0.47312212,0.7560793,1.2230792,1.431884,1.3745081,0.49871874,0.6887848,1.0131342,1.2168846,0.68521917,0.66604537,1.3503175,0.9813933,0.2920859,0.21366906,0.7852719
leg,0.6857241,0.97515476,1.3010225,0.80612504,0.7778039,1.1813552,1.2821796,1.0940381,1.2349368,0.9267442,0.6910198,1.3388962,0.7512529,0.83178496,0.697361,0.8559159,1.0447208,1.2385495,1.3327777,1.1614842,1.0531002,1.0819622,1.0906464,1.2801588,0.9948757,1.2929977,1.2642411,0.9798032,0.903369,1.032255,1.2553729,0.8730891,0.6627836,0.8509067,0.79061985,1.177124,0.9543878,0.6204506,0.9788451,1.3466907,1.0228889,1.3521502,1.1410141,0.8697121,1.1014359,1.065118,1.108467,0.94418806,1.0526108,1.2721854,0.8274778,0.9972047,0.7758617,0.8955822,1.2355795,1.1747983,0.6396502,1.2843828,1.2095501,0.8562716,1.2167366,0.860575,1.1002394,0.6700083,0.9176264,0.8053706,1.2433455,1.2942615,0.9015919,0.5287205,1.0822618,0.48723596,1.0680172,0.7771709,1.372409,0.0,1.0448136,1.0535105,1.0537163,0.789425,0.73619425,0.8789181,1.1232219,1.1524564,1.2357712,1.2262269,0.76235235,1.2367725,0.83999527,1.2509521,0.6746348,0.4090762,0.94707274,1.3274124,1.2973819,1.2696055,1.0248158,1.196292,0.9033276,1.0105486,1.1502757,1.2233639,0.9711946,1.1115509,0.90636796,1.112905,1.3060902,1.0168353,1.0641788,0.91710585,1.0203131,0.7614148,0.8420006,0.49939394,1.0729752,1.3246291,0.78182065,1.0379997,0.84395355,1.1911652,0.9288644,1.2979193,1.0813774,0.99820614,1.0911613,1.2173617,1.1833732,0.8438569,0.46367538,0.80060804,1.3279693,0.96968734,1.072811,0.9309361,1.2390709,1.333421,1.1189411,0.884866,1.1854458,1.2542183,1.1719137
meat,0.75457156,1.308499,1.221529,1.1750181,0.8546408,1.1094781,1.1278026,0.9317037,1.0135677,0.72496057,0.7598247,1.3299944,1.0137373,0.68089914,1.1118358,0.71137154,0.80307245,0.9507623,1.3317438,0.85079265,0.75505495,1.0176308,1.1278636,1.2013481,1.1038213,1.3458693,1.1203253,1.2308908,0.9117407,1.2662764,1.0729936,1.0042956,0.92234373,0.73991114,1.0726832,1.0430902,1.00319,0.9843737,0.93555754,1.3401299,0.7322538,1.2193719,0.8888417,0.893976,1.0041362,1.1447449,1.000934,0.79580337,1.1363884,1.2156374,0.8987032,1.1537673,0.9906902,1.2893901,1.2620544,1.2352979,1.1007991,1.2399375,1.1251858,0.809184,1.3156593,1.0773828,1.059118,0.9040407,0.6764176,0.9483348,1.3040938,1.09348,0.84745014,0.862452,0.7134193,0.89245355,1.0964369,0.991795,1.3615112,1.0448136,0.0,0.8415849,0.88921756,0.7289702,0.9008373,1.0845431,1.0267475,1.313865,1.0171151,1.3441575,1.1091748,1.1765755,0.77985144,0.93271875,0.74424183,0.91913825,0.75471437,1.3221827,1.2544367,1.2576705,1.0434008,1.240672,0.85207844,1.2830144,0.7766248,0.9087664,1.1594994,0.89775705,0.8784601,1.047783,1.286344,1.040123,1.0738229,0.728222,0.83136994,0.94742805,0.97478336,0.8442356,1.0539484,1.2393559,0.9117422,0.7746172,0.8196217,1.3572099,0.85355055,1.2968427,1.3043504,0.8172143,0.9595873,1.1437767,1.1331632,0.9098856,0.8413322,0.86627746,1.3204255,1.336847,0.85842234,0.88383085,0.9939948,1.15075,0.71416163,1.0924168,1.3339329,1.3533754,1.0909376
melon,0.73024416,1.0756822,0.96484965,0.9668452,0.8902204,0.90409046,0.87820166,0.48212224,1.1132897,0.8970722,1.035994,1.1405712,1.0702518,0.9159578,0.91015375,1.0117433,0.9676907,0.95704687,1.195039,0.9104191,0.8906192,0.8890945,1.0621158,1.0722271,0.9344094,1.2146937,1.0815814,0.91658735,1.1873825,1.2050531,1.0140848,1.0438735,1.1157199,0.84198666,0.89094496,1.0162253,0.8745848,1.049535,0.8958498,1.1556056,0.92807686,1.1122053,0.9459035,1.0990692,1.024787,1.0465664,0.92486715,0.9806254,1.1716181,0.98115885,1.0471483,1.0390984,1.0616169,1.0574244,1.1252487,1.2295693,0.99964,1.019015,1.0332117,0.9699732,1.2046418,0.90115964,0.82259285,1.0559591,0.80979156,0.8614217,1.224383,1.0768921,0.9728513,1.0537895,0.9437644,1.0515589,0.8987836,1.0832528,1.2097393,1.0535105,0.8415849,0.0,0.9072739,0.72911334,1.004997,1.0073282,0.9747768,1.2179031,1.0911174,1.2387404,0.9598523,0.9441786,1.032332,1.011415,0.9313831,1.0527307,0.79504573,1.1091796,1.1653721,1.1905973,0.7336279,1.0979083,0.74693906,1.1430237,0.87261367,1.1074293,1.0626297,0.80524784,1.0091343,1.0233787,1.2202946,1.1427512,1.0851722,0.70303005,0.903933,1.1209328,0.8956284,1.061463,1.1001976,1.0201745,1.0533273,0.88210267,0.97890306,1.214007,1.1151278,1.0495672,1.0676469,0.8841698,0.86297864,1.0676823,1.0340623,1.1134899,1.0642595,0.9867691,1.0760863,1.1622152,0.9778631,0.86517626,1.0880989,0.9812477,0.90512484,1.0487403,1.2131469,1.2096184,1.0526264
milk,0.85964894,1.2933217,1.3022147,1.1400952,0.93138206,1.1299095,1.136198,1.0597361,1.177696,0.61859256,0.9909596,1.3470852,1.1783329,0.9311473,1.1912646,0.9934937,1.0101055,1.000382,1.2604599,0.17531675,0.9246877,0.8721158,1.0345043,1.1588235,1.1316745,1.3209972,1.201376,1.2644603,1.1651617,1.2510064,1.0313269,1.009179,1.0060358,0.37340945,1.0615532,0.7874706,1.1761516,1.127345,0.81119037,1.3476923,0.9666612,1.1217242,0.66784644,1.2254189,1.109756,1.0116845,1.0131923,0.92487407,1.2075567,1.1300325,1.06012,1.0520037,1.0604036,1.3232911,1.252416,1.3587534,1.1518764,1.1285076,1.1995641,0.85787654,1.3290281,1.3060559,1.0205127,1.0550574,0.77018595,1.0196842,1.3445891,1.0595124,0.8351846,1.0461932,0.6285254,1.1659601,1.027934,0.98841,1.3050736,1.0537163,0.88921756,0.9072739,0.0,1.0843776,1.0206025,1.019468,0.8919227,1.2988598,1.1053343,1.271468,1.1354,0.8493481,0.92058074,1.0631965,1.0165406,1.092863,0.89963365,1.2685568,1.2943294,1.2477553,0.70214164,1.3226684,0.900819,1.3911964,0.30893058,1.0423268,1.1884071,0.9416305,1.1024538,1.0028888,1.2712498,1.1338807,1.1778765,0.71954954,0.18458307,1.2081244,1.0768063,1.0391867,1.0815331,1.184347,0.9827188,0.56582624,0.94262296,1.3824487,1.0544747,1.1234194,1.2714397,0.05119896,0.5173657,1.0310534,1.2097167,1.0216055,1.0126313,0.8410451,1.1580179,1.373069,1.1188846,0.9156116,1.0669749,1.1947662,0.35904086,1.1263894,1.3574786,1.3725584,1.0666791
mitten,0.51767254,0.99732256,1.2810299,1.0243442,0.61251163,1.0317409,1.1204909,0.93788576,1.0093013,1.0892901,0.7797011,1.3809314,0.85815436,0.47112226,0.85378474,0.53516954,0.6567332,0.982285,1.3774979,1.2251005,0.79634213,1.1181216,1.1654094,1.1132683,0.9566613,1.3754915,1.0815145,0.97608453,0.8827448,1.1021419,1.2158242,1.078771,0.91742456,0.9932103,0.7512802,1.2582138,0.65803236,0.6462985,1.0027404,1.3693457,0.76141334,1.4265738,1.1336027,0.6045785,0.7357304,1.1602395,1.0937505,0.65251756,1.0040417,1.2632506,0.76048106,1.096798,0.9981045,0.9655026,1.2620399,1.2159019,0.6445552,1.306102,0.97899777,0.79884267,1.3441671,0.44147938,0.7523031,0.8639344,0.8835357,0.530341,1.3212469,1.2490726,0.90329885,0.7327493,0.94488084,0.5001923,1.1175908,1.074237,1.4803879,0.789425,0.7289702,0.72911334,1.0843776,0.0,0.7192116,0.96649957,1.1145267,1.3642604,1.1292206,1.241174,0.95370936,1.274893,1.0445561,1.0183301,0.45417726,0.69573736,0.7943753,1.3585888,1.3541598,1.3055401,1.0450652,1.1210334,0.8850047,1.094764,1.1921251,1.1389836,1.1850913,0.88724196,0.6452828,1.0930965,1.3162371,1.1867582,1.0760238,0.7937865,1.0868845,0.65772766,0.67142254,0.64250684,0.88984275,1.3541458,1.0829922,1.174056,0.9197285,1.316596,1.0381273,1.3360709,1.0919559,1.0426006,1.1221443,1.2450268,1.059192,0.8558018,0.7447711,0.9048612,1.3554239,1.0225517,0.85947454,0.71504784,1.111925,1.0475386,1.171195,1.0583988,1.2007365,1.3708601,1.0994599
motorcycle,0.65493166,1.1945249,1.3196812,1.0665351,0.85703593,1.056909,1.1354314,1.17471,0.8638725,0.9501303,0.71209526,1.3336365,0.64993966,0.82707775,1.032413,0.8822971,0.82475567,0.92284286,1.2493093,1.1087515,0.66248,1.2442352,1.1497242,0.9556996,1.0454544,1.2611395,0.86862826,1.318968,0.971563,0.8244253,1.1682884,0.82639706,0.8491339,0.91014177,0.78175676,1.2478642,1.031642,0.64525056,1.1048259,1.3652868,0.67769265,1.2735527,1.157959,0.8291576,0.8456751,0.9581182,0.98115355,0.8761161,1.1799426,1.3738414,0.8537665,1.1088902,0.8903632,1.259177,1.3312776,1.1035211,0.84752744,1.1798304,0.9478667,0.69534636,1.3051314,0.8952818,1.0157927,0.8275416,1.0271322,0.9579845,1.2621511,1.1167077,0.6543363,0.7733064,0.8266882,0.67976964,1.0267036,0.7189528,1.3147035,0.73619425,0.9008373,1.004997,1.0206025,0.7192116,0.0,1.0305568,1.202098,1.4043388,1.2424917,1.2782662,1.0665348,1.3474662,0.76874524,0.99314964,0.68856263,0.71203923,0.8672451,1.2706162,1.305209,1.2558357,1.1443863,1.2263739,1.1074859,0.9947283,1.0946416,1.0853603,1.264626,1.1208498,0.56668806,0.78395677,1.2695309,0.839643,0.9378728,0.93484503,1.0421766,0.8987032,0.56742615,0.6752207,0.9416862,1.2322062,0.8923976,1.0239838,0.69741595,1.3645753,1.0359544,1.3556508,1.1562952,0.9977927,0.95927954,1.1871414,1.237714,0.35896504,0.63672775,0.61782026,1.2821656,1.2946875,0.8836568,0.8729087,1.2331648,0.97825736,0.98268455,0.8230959,0.9902655,1.3074545,1.1326158
mouth,1.0860368,0.7378872,0.9812975,0.6551398,0.9692364,0.89992946,0.9767775,1.0410819,1.2322356,1.0854273,1.0525104,1.1318088,1.0656039,0.9835593,0.83751047,1.0128802,1.0476083,1.1618371,1.1794187,1.0680488,1.1352448,1.0145617,1.1309481,1.2341328,1.0400659,1.1637384,1.1613199,0.8197129,1.0636294,1.2739313,1.0595677,1.1487311,1.051502,1.0250481,0.9862236,1.055368,0.9662296,1.0508993,1.0116346,1.1385282,1.1358525,1.211023,1.0530006,1.066386,1.1133126,1.0740719,1.0843519,0.90892076,0.76206243,0.98847705,0.9288462,0.22592682,0.767408,0.61447984,1.1540915,1.102221,1.0295862,1.2329406,1.0488915,0.8145976,0.7949486,0.96880454,0.70263946,0.7844233,0.9225911,0.7237697,1.0377508,1.1471753,1.0910351,1.0666966,1.1220671,0.942846,1.2023532,1.1197766,1.1897373,0.8789181,1.0845431,1.0073282,1.019468,0.96649957,1.0305568,0.0,1.0247498,0.7696497,1.3156581,1.104417,0.483554,1.1385189,1.0974685,0.9942127,0.97823614,0.93146545,1.0596445,1.177046,1.1182266,1.037161,1.0733377,1.1831436,1.0065792,0.9517992,1.0941038,1.1661406,0.75504035,1.0371362,1.1336409,1.1371927,0.91942084,1.2581626,0.9274466,0.9827596,0.9200459,1.0079364,0.9938417,0.9578786,0.9995128,1.2820327,1.0485672,1.1405381,1.0535654,0.90065867,1.1523122,1.2034898,1.0107538,0.98890966,1.135239,1.1964625,0.82217383,1.1186587,1.0061296,1.1233618,0.9882755,0.7003829,0.7307238,0.9957445,1.3051963,1.1850258,1.1084421,1.1088086,1.1327137,1.0126185,1.0812038
muffin,1.1063895,1.0438304,0.81296206,0.7252329,1.2347902,0.81899166,0.8499054,0.68385077,1.1117096,1.2148339,1.4212574,1.0470437,1.3216374,1.3102787,0.9333099,1.2822467,1.2296504,1.1899698,0.9910426,0.9316422,1.2833626,0.09561527,0.94395983,1.1177126,0.93219316,1.0694458,1.1084319,0.8250771,1.2232287,1.1815659,1.0496553,1.2409298,1.1791527,0.9049078,1.2305912,0.13469493,0.87502456,1.3669976,0.20488024,1.0375103,1.2798312,1.0797683,0.9975148,1.0575002,1.0434058,1.1348629,1.2213044,1.1574056,0.8847634,0.6701475,1.1671989,0.9884363,1.1029049,0.948414,0.7871977,0.97337824,1.0246727,0.9245197,0.89733773,1.2116982,1.0630012,1.0774525,1.0305878,1.0929778,0.53059876,1.085182,0.9692098,0.87631226,1.2189175,1.2496991,1.102866,1.3058581,1.0406427,1.2448599,1.00756,1.1232219,1.0267475,0.9747768,0.8919227,1.1145267,1.202098,1.0247498,0.0,0.89235693,0.8827577,1.0503573,0.9779437,0.5837476,1.1961586,0.9846531,1.2615836,1.1974286,1.2394376,1.0480851,1.0454074,1.0535554,0.5959136,1.1191454,0.51026595,0.94571966,0.969484,1.0725989,0.6620654,0.6573521,1.2401233,1.0109164,0.84501415,1.1560197,0.927532,0.51826704,0.8622645,1.1623061,1.2374079,1.2875903,1.0086771,0.89543873,1.2566515,1.1636821,1.3320205,0.9394026,1.2275752,0.7412114,1.1258256,0.91400653,0.9543483,1.0211927,0.73422533,1.1596407,1.2779999,1.3180751,0.81809103,0.928927,1.038283,1.3689276,0.86963844,1.029611,1.070465,1.0797249,1.1326618,0.99316275,1.2035486
nail,1.5718611,0.6837946,0.27981877,0.7664632,1.3382347,0.6791301,0.66758215,0.9779298,1.0525894,1.369405,1.431735,0.4336198,1.3772805,1.3986104,0.9062459,1.3192337,1.2932817,1.1757628,0.3847252,1.2795168,1.4771805,0.937513,0.84081537,0.85949624,1.0444573,0.45117086,1.012094,0.5814677,1.0970926,1.1202396,0.8551981,1.3235955,1.1647172,1.3766232,1.2975553,0.9428581,0.9286276,1.3933427,1.1290456,0.29328626,1.4600074,0.4111551,1.1869973,1.1540387,1.1295687,1.1245128,1.2441517,1.2416306,0.67927015,0.3927437,1.1772186,0.67782456,0.96718067,0.45333356,0.47867042,0.4565944,1.2226632,0.75980735,0.79383576,1.3351959,0.22374332,0.9457449,0.84901464,1.0894794,1.1814243,1.1215953,0.30257118,0.91324574,1.4689236,1.2980423,1.4006875,1.3530295,1.0747766,1.3300327,0.41026938,1.1524564,1.313865,1.2179031,1.2988598,1.3642604,1.4043388,0.7696497,0.89235693,0.0,0.92394596,0.6401166,0.7581377,0.8428255,1.4422464,0.9410596,1.4125855,1.3046706,1.375319,0.5221034,0.2606721,0.40715593,1.1535044,0.66503567,1.095188,0.60797346,1.3377113,1.1124147,0.36101657,1.0557569,1.4015363,1.2488337,0.42674446,1.1844176,0.9558634,1.2910484,1.2582743,1.1125357,1.3047667,1.3831298,1.0217938,0.7830707,1.2559448,1.3816557,1.2841065,0.17780948,1.1042426,0.5745927,0.7451817,1.3180594,1.2243667,0.83004576,0.53346795,1.3736922,1.4041045,1.5070167,0.4891551,0.31511855,0.72971934,1.238807,0.94487953,0.73362833,1.3813255,1.0842592,0.6762593,0.22209287,1.1084838
napkin,1.108804,0.984615,0.88906115,1.1947856,1.2145348,0.9752933,0.9619158,0.7713684,0.8085927,1.2637932,1.2367194,0.70961905,1.1361798,1.2552506,1.1080596,1.0723251,1.0310768,0.9218867,0.62719476,1.0425525,1.1345248,0.9440663,0.8342066,0.7274984,1.0716393,0.7244551,0.85503167,1.0248827,1.070675,0.85025424,0.9866792,1.11486,1.0915965,1.2111721,1.208871,0.78243244,0.89151126,1.202966,0.97150475,0.6570321,1.1334596,0.74363935,0.93715113,0.9227025,0.7670506,1.042201,1.0233631,1.1330853,1.1051009,0.79480803,1.1188443,1.1211325,1.2792623,1.1041049,0.81303185,0.78247637,0.86518663,0.7357681,0.81469405,1.3247076,0.9604056,0.8639537,1.1142439,1.3585533,1.1587808,1.2973486,0.76264083,0.82783264,1.0967573,1.144977,1.0823462,1.2346432,0.88038075,1.1131364,0.6607466,1.2357712,1.0171151,1.0911174,1.1053343,1.1292206,1.2424917,1.3156581,0.8827577,0.92394596,0.0,0.7644881,1.2423706,0.77318805,1.1814994,1.0484691,1.2299402,1.2975671,1.0826602,0.6832047,0.7454862,0.8575344,0.9717632,0.8124883,1.1854163,0.9462303,1.1150819,0.9201785,0.94059527,0.9629675,0.99949825,0.9148972,0.67527413,0.8540718,0.9987251,1.1971276,1.189293,1.0309473,1.0192841,1.3388728,0.68585145,0.37241268,1.2338369,1.1258494,1.2157484,0.77189004,0.9970503,0.57430124,0.9712391,1.1600499,0.9619469,0.78330785,0.99151814,1.014356,1.3476964,1.2226496,0.71457255,0.98536444,1.2006205,1.1140702,0.029954672,0.7451197,1.1519393,0.93087345,0.78519225,0.75777656,0.99382985
necklace,1.442975,0.5688261,0.6835159,0.9377089,1.3784717,0.9469749,0.9000295,1.0832431,0.81311095,1.4737256,1.4347672,0.36933672,1.103838,1.2848351,0.9257783,1.2141798,1.1087664,1.0185502,0.48825973,1.2415081,1.3582332,1.1127216,0.8167118,0.71470726,0.79961306,0.35192955,0.8933949,0.77099586,0.8821789,0.64974314,0.883288,1.1439025,1.199804,1.4005777,1.0692813,1.0808449,0.9765282,1.1689285,1.2176708,0.41992724,1.3517237,0.5995681,1.1266127,1.0888928,1.0322475,0.85365903,1.0282408,1.1789129,0.5807034,0.81810725,1.1148323,1.010055,1.1637725,0.78230464,0.4578637,0.50726295,0.94447434,0.644114,0.8175192,1.2860018,0.44574243,0.911638,1.0592785,1.2406214,1.4528813,1.1998686,0.47085577,0.9011331,1.2271479,1.1547359,1.3052694,1.0932219,0.814065,1.2019514,0.3429855,1.2262269,1.3441575,1.2387404,1.271468,1.241174,1.2782662,1.104417,1.0503573,0.6401166,0.7644881,0.0,1.0448134,0.9354807,1.3074576,1.114812,1.2922807,1.1680598,1.3400999,0.37878716,0.59076416,0.47792113,1.1996002,0.42341268,1.2526952,0.5056795,1.3446937,0.98887765,0.87859404,1.1128318,1.1619718,1.0727506,0.4114583,0.91913253,0.88956916,1.4577248,1.3201617,0.81509227,1.0622213,1.2520697,0.8943075,0.5654719,1.2485516,1.3715571,1.3916306,0.45294827,0.96313345,0.7581353,0.57405925,1.3318143,1.0718249,0.49318373,0.7102454,1.149569,1.3231833,1.3674207,0.595719,0.63676465,1.1201131,1.1670548,0.8090906,0.87521744,1.4252534,1.1067727,0.3973925,0.3753041,0.9211677
nose,1.0487366,0.74011767,1.0293365,0.62094057,0.8951343,0.9370755,1.0076209,0.9724235,1.3115246,1.0861329,1.0907737,1.177557,1.1069548,1.0142707,0.65221035,1.1115328,1.1722167,1.2804062,1.1696031,1.2021688,1.2445062,0.93132526,1.0428783,1.2663811,1.0808399,1.1815933,1.1539968,0.64806765,1.1027622,1.2182717,1.2768134,1.1072837,0.9885273,1.0414534,1.0873647,1.0858874,0.88710636,1.0515549,0.9765526,1.1717415,1.1911826,1.1675144,1.0764755,0.93249685,0.9881356,1.1196724,1.1774045,1.054888,0.7357389,0.9649641,0.99149877,0.59307003,0.5410718,0.5274112,1.1867794,1.1260474,0.8048036,1.1585138,1.1333824,0.82554984,0.8279306,0.8915694,0.95143676,0.53454006,0.8250805,0.6047485,1.0523412,1.1599069,1.1004716,0.98647016,1.1068367,0.9616961,1.1291825,1.0481424,1.1952798,0.76235235,1.1091748,0.9598523,1.1354,0.95370936,1.0665348,0.483554,0.9779437,0.7581377,1.2423706,1.0448134,0.0,1.0547019,1.0941842,1.0576644,0.92473364,0.8159263,1.1814984,1.1990108,1.0849584,1.0451348,0.9336846,1.2052975,0.8545624,0.8699552,1.2139908,1.1839249,0.6175158,1.0818746,1.1236253,1.1939454,0.97285515,1.1708095,0.9377864,0.92775667,1.0825396,0.90230024,0.99895114,0.9134035,1.0561839,1.2498368,0.9917371,1.1524788,1.0635102,0.9094961,1.1204122,1.1256971,1.0574689,1.106544,1.1093216,1.1358349,0.8636008,1.0487722,0.90983,1.166049,1.1412851,0.5150733,0.79051286,1.0249531,1.2418809,1.2631756,1.2602218,1.1062922,1.1296581,1.0134591,1.1132605
orange,1.1664488,1.1298617,0.6772151,1.0248572,1.190288,0.6389983,0.60863477,0.7091598,1.0574284,1.1498289,1.4187045,0.90448976,1.3706992,1.3535005,1.208511,1.3098972,1.2150066,1.0319676,0.70952785,0.7853172,1.2093356,0.62152684,1.0130386,0.8574232,1.0587198,0.9055007,0.9645462,0.64962244,1.2964644,1.1304092,0.9342675,1.2602189,1.2463164,0.79985446,1.247559,0.5539839,1.0411392,1.4266998,0.74525917,0.826932,1.2876661,0.75697863,0.9056491,1.2410666,1.0250401,1.03434,1.0968628,1.1951591,1.1072974,0.530223,1.2002174,1.0901325,1.1285521,1.0228649,0.822271,0.9150181,1.0487133,0.81674564,0.9486164,1.2042081,1.0290349,1.1771777,0.92479974,1.2249057,0.8581327,1.1743851,0.8726562,0.7586487,1.2054513,1.3630754,0.9878039,1.5038128,0.9478081,1.2578934,0.821627,1.2367725,1.1765755,0.9441786,0.8493481,1.274893,1.3474662,1.1385189,0.5837476,0.8428255,0.77318805,0.9354807,1.0547019,0.0,1.2352064,1.1359991,1.3829597,1.382468,1.1991134,0.8851205,0.8989134,0.9468197,0.20643055,1.0445195,0.89247674,1.0484204,0.88180625,0.9626703,0.8193589,0.66745585,1.1735691,0.93383324,0.74209905,1.0255582,1.0231662,0.8822554,0.7311851,1.2548751,1.3013569,1.393479,0.92962235,0.62933743,1.2505658,1.0350255,1.2341408,0.92930967,1.196684,0.324409,1.0540128,0.84048045,0.8341813,0.8945744,0.6779903,1.2634276,1.3829222,1.2784785,0.6907537,0.9441479,1.2379633,1.233244,0.78179455,0.82371044,0.9427301,1.0544,0.9828316,0.8966551,1.0872871
