,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
hand,1.0801828,0.4116652,0.95945054,0.51246333,1.2057915,1.2182868,1.1206352,1.1756833,0.9158728,0.96656823,1.1574774,0.92335874,0.99977463,0.9923723,0.9738726,0.9124739,1.1160837,1.4286059,1.0303149,0.91717184,0.7548881,1.2731043,1.3528776,1.3748922,0.5524255,1.1323792,1.3149474,1.004434,1.3675236,1.0574802,1.0989548,0.84707505,1.0799378,1.1024952,0.9380436,0.91467613,1.2706892,1.049206,1.3127166,0.8774848,0.9672524,1.0914973,1.0559698,0.84685737,0.7341707,1.1637778,0.7321294,1.0348713,0.47234917,1.1346782,1.2503898,0.43044984,1.3611358,1.1935487,1.0117561,1.1404399,0.94885665,1.1571099,0.89995664,0.7148974,1.2021135,0.0,1.3374097,1.089651,0.98717046,1.0986881,0.83417773,0.9561384,1.0839574,1.3687403,0.888815,1.0854551,0.931455,1.0261495,0.50362384,1.1135843,1.0053933,1.2816846,1.1988728,0.88193244,1.2463351,1.1845789,1.0776298,1.0234067,0.57279027,0.8277526,0.82407844,1.266313,0.46085727,0.8867989,1.0191361,1.1942358,0.9319992,1.3422841,1.2590942,0.74132395,0.74532604,1.1284564,1.1723762,0.9634362,0.9102906,1.1370858,0.6628176,0.8644129,0.86683697,1.2608117,1.1336763,0.9600716,0.9729277,1.2321384,0.87183034,0.72679555,0.96532595,1.1045094,1.1736937,0.9455544,0.81218815,0.71318114,0.87627846,1.2687169,0.85552186,0.970775,0.7492308,1.2832172,1.3776829,1.104998,1.032167,1.2429451,1.1048034,1.1387072
hat,0.94507176,1.022897,0.7714765,1.3702776,0.5312394,0.5984719,0.6509737,0.9756794,1.4975698,1.4457695,0.6726134,1.5332884,0.94039303,1.1319628,1.3075285,1.154825,0.8766328,0.22854257,1.2661729,1.3208519,0.9476195,0.5232847,0.49164033,0.25176418,1.1561487,1.0055238,0.7020973,0.92823464,0.5461819,1.292028,0.9995858,1.1454908,1.3408492,1.2068474,1.3784404,1.2507969,0.26779985,1.4093496,0.442024,1.0634766,0.9866899,1.2605236,1.2470616,1.2043297,0.7486491,0.797449,1.2123611,1.0507786,0.71552426,0.74393785,0.6478071,1.1045626,0.45553106,0.78606427,1.3593962,0.32168913,0.51952595,1.0513828,0.7637322,1.1197548,0.73840106,1.3374097,0.0,0.850631,1.341399,1.0728211,1.3522224,1.3041501,1.3704818,0.40283024,0.89561355,1.074888,1.2844688,1.2638793,1.443123,1.2083473,1.2157488,0.3031026,0.6521997,0.5839018,0.45333213,0.45787024,1.2337083,0.91376835,1.4243386,1.3627572,1.2605829,0.4084096,1.0744984,1.0451636,1.2807596,0.55881447,1.1784588,0.6089165,0.8145808,1.2054677,1.1960083,0.7904793,1.1780944,1.3164865,1.2296448,0.8203593,1.4285924,0.6522393,1.1426817,0.82250345,1.2346148,1.4696712,1.3796823,0.20958108,1.0934557,1.0767527,1.3719132,0.945142,0.85103357,0.8210741,1.2916604,1.3159311,1.4815862,0.50133127,0.43871206,0.66582495,1.3907694,0.55915093,0.31811595,1.0963848,1.1370909,0.7395928,0.3198663,1.1568873
horse,0.8369265,0.9575718,0.9764726,1.0278529,1.0412756,0.9807465,0.94209635,0.93324506,1.2386212,1.1323632,0.93270344,1.2198278,1.1897534,1.0119078,1.0725191,1.1785114,1.0328969,0.9278691,1.1786771,1.1030517,1.0016242,0.89236045,0.8424836,0.9404136,1.0078138,0.9423329,0.84090656,0.8500515,1.0141025,1.1150576,0.811923,1.0810887,1.0442854,1.0406492,1.137414,1.0725785,0.83901346,1.0469884,1.0466214,0.9402472,1.046239,1.0168753,1.0109174,1.0124838,0.97905505,0.9721863,0.93006456,1.0708455,0.9132201,0.8608128,1.0051067,0.9959612,0.87088835,0.8648006,1.0576473,0.875732,0.7823756,0.97446984,1.0173568,1.1321129,0.9259572,1.089651,0.850631,0.0,1.1541381,1.070571,1.1148001,1.0067757,0.9795942,0.9257797,0.74818015,1.0218931,1.1396704,1.1009098,1.1468678,0.9211586,1.093246,1.0030062,0.85070246,0.91069746,0.99506074,0.825098,1.0577351,1.0896813,1.0398989,1.0907543,1.0823483,0.84369385,0.9633273,0.9397366,1.1554492,0.9149466,1.1818404,0.9109961,1.0783572,1.1039994,1.0188038,0.96204245,0.9769166,1.0217825,1.0339496,0.830371,1.173396,0.9167581,0.9433012,0.97477126,1.0329398,1.1941049,1.1212163,0.8918872,1.0938077,0.9533648,1.1216553,0.9175484,0.8462393,0.91024065,0.86011916,1.1429822,1.2844214,0.98533326,0.896997,0.96933186,0.98396844,0.84387237,0.9640328,1.121945,1.0214761,0.8545964,0.91537815,1.0061961
jacket,1.0380335,1.1931509,1.1926904,0.7003874,1.2815914,1.3043439,1.1974766,0.98338187,0.6244279,0.64649045,1.0748163,0.4733894,1.0075269,0.90834194,0.6614678,0.9154322,1.0169431,1.3225703,0.9722605,0.69825804,1.2859626,1.2624837,1.1696973,1.2749288,1.0416218,1.0045646,1.0347096,1.1894765,1.1803453,0.6515228,0.9783715,1.0511776,0.7430961,0.9298155,0.6769279,1.1083814,1.3680997,0.68735933,1.2144506,1.0229058,1.1359321,0.76878357,0.8355954,0.83165956,1.2608174,1.2872782,0.9898881,1.0254564,1.3570548,1.2373443,1.2145033,1.1607153,1.3072135,1.2159592,0.82502717,1.3644764,1.3140287,0.9463484,1.2149955,0.97830325,1.1605619,0.98717046,1.341399,1.1541381,0.0,1.0601926,0.67232454,0.7771243,0.775822,1.2649117,1.1306303,1.0508653,0.9673259,0.9571174,0.8415961,0.94639254,1.1047196,1.2952026,1.1120616,1.3330947,1.1840942,1.3670213,0.6089294,1.244811,0.6242636,0.673687,0.82907563,1.2911165,1.1030562,1.1280851,0.7906765,1.143469,1.0011939,1.2003284,1.1569021,0.9533409,0.80768806,0.93367994,0.7902741,0.81059676,0.8035468,1.1817429,0.6611773,1.2209523,0.79711986,1.2213842,0.78596234,0.6955482,0.6590533,1.4394143,1.0469962,1.0374739,0.9563964,1.2391243,1.1075606,1.2018938,0.8165103,0.75220424,0.6061901,1.3040593,1.4408514,1.3437766,0.8566961,1.1785488,1.3440878,0.98680604,0.9070627,1.0782732,1.3237739,0.78460133
jar,1.1299286,1.0942234,0.88693005,1.1646138,1.0195436,0.8319205,1.1194471,0.7319742,0.95711625,0.9931105,1.1267208,1.0161576,1.0581787,1.0282911,0.9890087,0.9981073,0.81564033,0.94013,0.79896474,0.8591651,1.1174139,0.6063246,0.83273816,1.133685,0.99714077,1.1949893,1.0126128,0.9810396,1.0923668,0.9888838,1.0170107,0.8020787,1.1303841,0.89528555,1.0674127,0.94389856,1.1668442,0.9031003,0.78589296,1.0915118,0.84391296,0.91277844,0.863263,1.0365521,1.2774436,0.96360064,0.94165164,0.99169755,1.2496353,1.0809666,0.8518508,1.2227488,1.0190265,1.0811565,0.84465003,1.2608416,1.046875,1.1488359,0.8688016,1.0946023,0.9454064,1.0986881,1.0728211,1.070571,1.0601926,0.0,1.1357156,1.0259162,0.8608123,0.88484836,1.1477511,0.913487,0.9455727,0.9897125,1.041935,0.94845456,0.9058373,1.1308825,1.0817887,1.2677641,1.1582738,1.0238959,0.880442,0.9193363,1.1929781,1.09505,0.88780785,1.0754728,0.97443175,1.1585402,1.0596361,1.094184,1.079428,0.95806605,0.973105,0.9000386,0.89785737,0.7694319,0.7249742,1.0796678,1.046415,1.0375334,1.1206962,1.1974616,1.1228182,0.7732134,1.0806966,0.82728225,1.0135438,1.2381427,1.038925,1.0366383,0.8623775,0.9462178,0.9930425,0.92806304,1.0532031,1.1277769,0.9198971,0.91564256,1.2591493,1.1971763,0.96052074,1.0175161,0.9169864,0.8468256,0.9280206,0.8172018,1.2634641,0.97513574
jeans,1.2457571,0.9157019,1.2368823,0.5616624,1.2342107,1.282294,1.2340465,1.1717877,0.78846663,0.75452334,0.92314863,0.52178043,1.0040966,0.95127946,0.7607872,0.8534511,1.311657,1.3405414,1.1397877,0.9533036,1.1418383,1.316461,1.125639,1.3508732,1.0158958,0.88102096,0.90000093,1.2416536,1.289621,0.6830814,0.8983292,0.93839836,0.95168847,0.8876413,0.55884385,1.077778,1.3863536,0.87361264,1.31281,1.1001714,1.1468813,0.83604777,1.0320873,0.68193287,1.0401483,1.2195934,0.8016054,1.0930369,1.0602862,1.2285609,1.365247,0.93847,1.3784068,1.3626882,0.95877856,1.257487,1.2395065,0.99068594,1.3564429,0.6811554,1.3060095,0.83417773,1.3522224,1.1148001,0.67232454,1.1357156,0.0,0.8420049,0.8583395,1.426807,0.8623153,1.0907993,0.88724256,0.9629334,0.7681965,0.9079397,1.1419752,1.3070621,1.1622535,1.1406312,1.1699916,1.2905291,0.8337796,1.1877602,0.5226949,0.093376756,0.95743537,1.3751842,1.1527152,1.0529909,0.88950324,0.99301267,0.9836593,1.2747163,1.3350322,0.9363849,0.9096535,1.253653,0.87489885,0.81065047,0.7277652,1.3078696,0.30521452,0.99817574,0.3440106,1.4019742,0.91314733,0.898321,0.8595251,1.3351281,0.79744494,0.81806517,1.0755541,1.2656862,1.2132798,1.2300861,0.9310107,0.4270085,0.6508019,1.4048021,1.1815398,1.2050941,0.94728816,1.2195766,1.4948993,1.2148283,1.0299834,1.2077005,1.2345245,1.0104407
knife,0.92436296,0.9174241,1.2138886,0.8613241,1.2387769,1.1705999,1.1195848,1.088407,0.81044024,1.0470936,0.94815177,0.7254574,1.1875608,0.72492087,1.0574529,0.98200756,0.9807919,1.2450548,1.0007977,0.89733076,1.1491356,1.1328318,1.0469831,1.334584,0.97576785,0.94071096,0.9818313,1.076764,1.2678367,1.0431737,0.980724,0.9637626,0.68655384,1.0712597,0.99031496,1.0428586,1.1277158,1.0327101,1.301512,1.0011389,1.3412114,0.9406528,0.72318375,1.1370963,1.2206309,1.0932047,0.84026945,1.003788,1.1393464,1.1944965,1.2837124,0.9362837,0.79230034,1.0092206,1.0019373,1.2293141,1.0830314,0.93289506,1.1130471,1.0789047,1.1296417,0.9561384,1.3041501,1.0067757,0.7771243,1.0259162,0.8420049,0.0,0.89019257,1.1376688,0.903173,0.9905801,1.0099239,0.9428717,1.0127164,0.9516205,1.0557082,1.2955854,0.8600165,1.1137905,1.1231395,1.2185783,0.8188279,1.0207986,0.852706,0.85348654,0.7860372,0.96944,0.97312313,0.8812753,1.0863686,1.0824969,1.078244,1.117227,1.0408231,1.1094862,0.95137334,0.9453427,0.9301648,0.7909837,1.0803765,0.71065474,0.93767345,1.0385119,1.003455,0.91022694,0.71296,0.65301585,1.0148095,1.2425897,0.9529496,1.0872351,0.9542135,0.38482738,0.77657306,1.1762271,0.9614077,0.9638827,0.9380149,1.2585003,1.2597288,1.0453008,0.36297333,1.0075514,1.4077346,1.100581,1.0963424,0.8506131,1.2494552,0.91035026
ladder,1.2031051,1.1767943,1.2272627,0.8928843,1.3109621,1.2394977,1.2149347,0.67046887,0.75020885,0.4686901,1.1555475,0.63056046,0.9946714,0.9711418,0.76822937,0.9651501,0.82980895,1.2119147,0.92298496,0.644036,1.2909606,1.0589787,0.9904666,1.3015242,1.1706393,1.1289098,0.8951982,1.2109303,1.183897,0.59346956,0.9248931,1.1126175,0.6611818,0.83643806,0.7122552,1.0289849,1.3229058,0.33313394,1.1356865,1.155622,0.90160227,0.5933996,0.6458361,0.92863494,1.3524189,1.246931,0.8780327,1.1157633,1.3680989,1.4032851,1.0957022,1.1885144,1.2034192,1.3074938,0.6846617,1.3609202,1.3268951,0.94147044,1.0944067,1.010029,1.0376978,1.0839574,1.3704818,0.9795942,0.775822,0.8608123,0.8583395,0.89019257,0.0,1.1915772,1.0040169,1.0323514,1.0640041,1.072015,0.91740024,0.9424573,1.0594224,1.3089349,1.1073897,1.3163856,1.2666056,1.248323,0.74104536,1.0942911,0.85319173,0.84032214,0.83030593,1.2255104,1.079845,1.1784337,0.93804365,1.1939182,0.96387976,1.1655242,1.038754,1.0654962,0.91996735,0.98449534,0.60152483,0.90484416,0.8822081,0.9863779,0.85756755,1.3050919,0.9311666,1.0839589,0.82408035,0.7621409,0.5736773,1.4126291,1.180201,1.040394,0.9210609,1.1455312,1.0145788,1.230428,0.8360211,0.8696525,0.7411251,1.2473036,1.357888,1.2660553,0.75729036,1.1036552,1.1802354,0.778129,0.93021345,0.89007735,1.3552976,0.7382474
lamp,0.9087101,1.096121,0.77817756,1.3846635,0.65163237,0.6066808,0.73681873,0.9495702,1.3854362,1.3631649,0.81897354,1.4547087,1.0248582,1.2111828,1.2869874,1.3085684,0.9197954,0.31464267,1.1656038,1.2915097,1.0604573,0.51121664,0.550005,0.57827526,1.1635985,1.031035,0.79919374,0.9527652,0.5707778,1.1986699,0.90345323,1.153784,1.1340481,1.0984389,1.4088664,1.2568488,0.49938267,1.2667483,0.5281442,1.1035597,0.9834021,0.984882,1.0705184,1.1889067,0.87780696,0.8122568,1.2214144,0.9919754,0.8484328,0.8542495,0.6119156,1.1241562,0.5428005,0.8562262,1.206563,0.50220877,0.6932205,0.98176014,0.8624569,1.1760595,0.697862,1.3687403,0.40283024,0.9257797,1.2649117,0.88484836,1.426807,1.1376688,1.1915772,0.0,1.0068052,1.0196726,1.2832029,1.2524049,1.4426885,1.1721102,1.1985211,0.53256524,0.6405177,0.66807485,0.59210366,0.62047017,1.152547,0.86529887,1.4592953,1.371557,1.2522628,0.5788642,1.1401947,1.1315086,1.2436657,0.91638505,1.2786334,0.7378423,0.8406445,1.2520435,1.1062005,0.81307447,0.9689992,1.3734192,1.2324356,0.7263905,1.4491075,0.73692346,1.2346257,0.7173473,1.0471784,1.2656893,1.2319881,0.40281224,1.1218444,1.0204146,1.3061019,0.8110706,0.5912789,0.8055535,1.2529671,1.4288478,1.4293647,0.4547224,0.575223,0.7719025,1.1508237,0.5380868,0.40404534,0.98888576,1.056648,0.55390894,0.5439961,0.9262565
leg,1.0348116,0.8076235,1.1433169,0.77125657,1.0643134,1.1022509,1.0830408,0.9178295,1.1619412,1.1576546,0.7034822,1.1754189,1.1282575,1.0604197,1.155886,1.0693412,1.1924995,0.92759675,1.2280453,1.1744123,1.0195341,0.97124755,0.7035049,1.0056952,1.0921255,0.7462014,0.88859,1.03657,1.0554532,1.0205259,0.7270697,0.981825,0.87365913,1.159487,1.1824442,1.2362798,0.94052964,1.0598717,1.119851,1.0422366,1.1819824,0.9341774,1.0410936,1.0028809,0.8909061,0.97647953,0.8090996,1.094459,0.8115729,1.108453,1.1334057,0.79844856,0.8144935,1.1693823,1.1233195,0.75613064,0.7767366,0.9219054,1.1384412,0.855538,1.0899894,0.888815,0.89561355,0.74818015,1.1306303,1.1477511,0.8623153,0.903173,1.0040169,1.0068052,0.0,1.1045114,1.1532218,1.1483691,1.0467851,0.9731068,1.1980442,0.99829614,0.7321687,0.6494043,0.90704584,0.90348756,0.9089405,0.9380134,0.838745,0.8490746,1.0579768,0.9355135,1.0373641,0.9220194,1.1571927,0.9232025,1.0846808,1.043347,1.1968987,1.1388236,1.048688,1.1587083,0.9733924,1.1092068,1.0179344,1.0725915,0.8533837,0.8164848,0.68441665,1.1884811,0.9811574,1.1756859,1.2056868,0.8640511,1.0646394,0.9390576,1.1520307,0.8851148,1.0237032,1.0394906,1.0328443,0.90728503,1.2942178,1.1175606,0.76163435,0.896134,1.003836,0.8719295,1.1909724,1.3250943,1.0378224,0.88655335,0.7986262,0.90648115
meat,0.979202,1.181083,1.0214602,1.1033049,0.8779392,0.9904205,1.1431868,1.003452,1.1280181,1.0434294,0.99709564,1.0572764,1.0646472,1.000172,0.9305906,0.9274788,1.0258621,1.1020149,0.9481396,0.9768291,1.1478842,1.0400525,0.98873645,1.023698,0.97494435,0.7767981,1.0299392,0.9601869,1.0817789,0.9443748,0.925639,0.7514644,0.9487181,0.9951114,0.9962338,0.97358745,1.1144977,1.0408217,0.9997878,0.9800073,1.0086751,0.9536671,0.9928756,1.0194123,1.1829861,1.0877748,0.8899976,0.91987765,1.190509,0.90884817,1.00492,1.1691101,1.0560176,0.9480423,0.9680263,1.124588,1.0274276,0.97823334,1.1095324,1.0471016,1.0552455,1.0854551,1.074888,1.0218931,1.0508653,0.913487,1.0907993,0.9905801,1.0323514,1.0196726,1.1045114,0.0,0.9348096,0.8974573,1.0274267,0.9407806,0.90249294,1.0827495,0.9374679,1.036506,1.0804905,1.1800442,0.9958268,0.84712756,1.1216719,1.0886511,1.0253413,1.0544454,1.1089855,0.8677691,1.02104,0.87526804,0.7344102,0.8258723,1.0566715,1.0826501,0.9065022,0.9544455,0.97780025,0.94604003,1.0267892,1.0978587,1.0852878,1.1361448,1.0639518,1.0441257,1.1379493,1.0940101,1.119233,1.1153715,0.9114197,1.1189891,0.8917742,0.95942074,0.9737021,0.96270233,1.0898519,1.0826217,1.0093971,1.1716144,1.1622158,1.0352231,1.0326184,1.0100043,1.1167853,0.935953,0.9224361,0.88473797,1.1572785,0.92548144
melon,1.0746812,1.0120356,0.9269679,0.8881787,0.9910965,0.8793445,0.98402286,1.1269033,0.7766187,0.91446203,1.0064232,0.8385376,0.89102787,1.045346,0.84131455,0.9591021,1.1210091,1.2716625,0.75070286,0.90899146,0.9189577,1.145947,1.2871108,1.2341721,0.8028948,0.9471699,1.219815,0.9943005,1.3066056,1.0163295,1.1937093,0.9626973,0.95284903,0.5921943,0.9094753,0.82098734,1.1695533,1.0114226,1.1154248,1.1340781,1.0525336,1.1091093,1.0310967,0.9781206,1.1609749,0.8261945,1.0828655,1.0235412,1.1018465,1.0628796,1.097743,1.0222449,1.1749172,1.1050491,0.7878126,1.2841946,1.1968856,1.014401,1.0276505,0.9855478,1.1658872,0.931455,1.2844688,1.1396704,0.9673259,0.9455727,0.88724256,1.0099239,1.0640041,1.2832029,1.1532218,0.9348096,0.0,0.75558186,0.72832966,1.0815889,0.892086,1.1191971,1.1838946,1.1853688,1.214235,1.1171812,1.1138717,1.0589174,0.8263099,0.92871356,0.99910796,1.1428493,0.9658353,0.86198497,0.77425236,1.0858614,0.87379974,1.1271785,0.96338415,0.74406266,1.026532,1.1713643,1.2020389,0.9029277,0.8339187,1.1703286,0.8750524,1.1281214,0.973468,0.94333625,0.96096796,0.780766,0.8783849,1.2928531,1.1205933,0.908996,0.7261252,1.0834503,1.2213051,0.9553049,0.9776734,0.925881,0.8136615,1.153076,1.1965244,1.1354413,0.90763456,1.213083,1.1867847,0.9393435,0.9144771,1.2832781,1.2570016,1.1095018
milk,1.0690309,1.1041981,1.0311816,1.0570879,1.1202404,1.137147,1.0505476,1.034615,0.79737234,1.029414,1.1528199,0.82322264,0.95106953,0.90749556,1.0886486,1.0624039,1.1812161,1.218312,0.65144557,1.0963683,0.83580065,1.206889,1.2401434,1.1906732,0.74963343,0.99758947,1.227672,0.84849226,1.1634672,1.0059038,1.095609,0.96372384,1.046302,0.9153361,0.9956683,0.5282442,1.1463411,1.0515635,1.1319419,1.053519,1.1056385,1.0580033,1.013878,1.0871128,1.0553528,0.7800132,0.9722457,0.9228391,1.1152601,0.8775787,1.0323021,1.0128748,1.1182818,1.0202564,0.86040336,1.2022396,1.1675493,1.0030147,1.1197857,1.047223,1.105826,1.0261495,1.2638793,1.1009098,0.9571174,0.9897125,0.9629334,0.9428717,1.072015,1.2524049,1.1483691,0.8974573,0.75558186,0.0,0.91128445,0.7998893,0.46836203,1.1558061,1.192372,1.1654379,1.1132077,1.1606895,1.0628457,1.1095284,1.0180103,0.96171683,1.0580752,1.1283708,0.989649,0.9184712,0.8994436,1.1348431,0.9922258,0.91500187,0.81770015,0.98084533,1.1566877,1.130947,1.0876074,0.8437068,1.066239,1.1620212,0.962921,1.1858033,1.1261258,0.90588295,0.9505139,0.81214184,1.0534482,1.2129424,0.9803111,1.1496565,0.3806525,0.8701581,1.0103644,0.99611443,1.033149,0.9805203,0.9290571,1.2197758,1.206577,1.1013408,1.0691881,1.2334616,1.2123644,1.0353451,1.021783,1.160402,1.2339402,1.1226095
mitten,1.0769464,0.8351477,0.9829246,0.5973812,1.2947035,1.2387031,1.1848755,1.1004672,0.8092293,0.8000977,1.2532083,0.81209934,0.860855,1.0733312,0.5874195,0.8899858,1.2497666,1.5040219,0.8965614,0.93739384,0.7928895,1.3407422,1.4718827,1.4680616,0.76110196,1.0257956,1.354356,0.99260044,1.3584336,0.8540901,1.0344672,0.8365163,0.92370003,0.975476,0.79914886,0.59759617,1.5262609,0.84097177,1.3029137,0.9183088,0.7408365,1.0163559,1.085286,0.8744797,0.9775112,1.1336448,0.7792143,1.0859295,0.96408594,1.1057048,1.1581337,0.7858432,1.4781818,1.1670756,0.9439968,1.3718836,0.88599694,1.1004252,1.1366905,0.7563361,1.2022073,0.50362384,1.443123,1.1468678,0.8415961,1.041935,0.7681965,1.0127164,0.91740024,1.4426885,1.0467851,1.0274267,0.72832966,0.91128445,0.0,1.0356909,0.7335409,1.3661106,1.1287764,1.1750609,1.3707144,1.3836751,1.0609951,1.0705644,0.4428712,0.74947286,0.90403724,1.5263458,0.92931736,1.0147886,0.5467807,1.1922094,0.81473476,1.3802453,1.217647,0.6880972,0.68722284,1.3508334,1.1727059,0.92205036,0.58395386,1.228334,0.63025904,1.0245347,0.8152913,1.1795452,1.1191117,0.8968501,0.84889305,1.3858322,0.8798239,0.5880735,0.76125985,1.1375451,1.2107403,0.97591513,0.82133174,0.7192576,0.8402312,1.3225372,1.1469477,1.0811814,0.77647126,1.1181463,1.375923,1.0595841,1.0264148,1.3350878,1.36727,1.0641614
motorcycle,1.0137899,1.2300624,1.1093247,1.0065005,1.1638304,1.1655862,1.1940286,0.8793984,0.94684404,0.9550935,1.0033054,0.86883193,1.12475,0.8608324,1.0107224,1.0047241,1.1624174,1.1616122,0.96642715,1.0176982,1.2195258,1.1530014,1.1009165,1.1400573,1.0969665,0.85269296,0.9094586,1.1153617,1.0018239,0.8393526,0.79199004,0.9025023,0.83119464,1.0261012,0.9468317,1.0261611,1.2115085,0.87628484,1.183118,1.0527071,1.0436575,0.79241586,0.93279356,1.0118341,1.222921,1.0593282,0.7833569,0.9593452,1.2858632,1.0643262,0.96186644,1.2410377,1.0746158,1.0742035,0.84437215,1.206928,1.0068309,0.9486892,1.2559903,1.0284355,1.0865712,1.1135843,1.2083473,0.9211586,0.94639254,0.94845456,0.9079397,0.9516205,0.9424573,1.1721102,0.9731068,0.9407806,1.0815889,0.7998893,1.0356909,0.0,0.9244343,1.2116816,1.1580375,1.2806801,1.1600959,1.2234808,0.8986568,1.0779334,0.9980302,0.84158945,1.0185097,1.0940821,1.1108257,1.0887467,0.9332343,1.1424015,0.91346514,0.8033198,1.0972006,1.1056805,1.1305296,1.0150523,0.8549496,0.7752687,0.90970385,1.0628573,0.8943647,1.215858,0.99416596,0.98204684,0.9382956,0.9179459,0.999214,1.2569379,0.9030286,1.1053574,0.8301556,0.936588,0.9246308,1.0981551,0.73755515,0.9685667,0.8860073,1.1472561,1.3354088,1.2619154,0.99882287,1.142046,1.1999412,1.0994436,0.89263546,0.8768264,1.2348601,0.93046737
muffin,1.0263783,1.0990003,0.92568845,1.2218056,1.0521231,1.0257351,1.0012195,1.0424528,0.8792393,1.1533825,1.2242259,1.0392164,0.86892337,0.9978806,1.0780759,1.0187986,1.0910974,1.1534078,0.5885031,1.1166977,0.6082447,1.0997274,1.1874857,1.1628405,0.7377845,1.1258101,1.2639744,0.6501142,1.0322762,1.0189488,1.0313175,0.8380025,1.146844,1.0172405,1.0875813,0.124904275,1.1768228,1.1228563,1.1218188,0.9619697,0.89014655,1.0508561,1.0144726,1.1685255,1.0106632,0.78804314,0.9833128,0.9974724,1.1076244,0.72218245,0.9509674,1.0267025,1.1616433,0.901226,0.9871294,1.173882,0.9984788,1.1650779,0.9751991,1.0341727,1.0752016,1.0053933,1.2157488,1.093246,1.1047196,0.9058373,1.1419752,1.0557082,1.0594224,1.1985211,1.1980442,0.90249294,0.892086,0.46836203,0.7335409,0.9244343,0.0,1.1298143,1.1233052,1.108245,1.1120178,1.1025898,1.0561647,0.97137666,1.0765538,1.1121602,1.0326606,1.2154232,0.9165798,0.9755974,0.9468578,1.2015662,0.9972359,0.9437441,0.67292017,1.0237869,1.0763073,1.057418,1.0574266,0.9878749,1.0269604,1.0717852,1.1181929,1.124426,1.1669375,0.74337804,1.1957595,0.88618183,1.1804782,1.1545708,0.89178246,1.0185255,0.37923354,0.8521499,0.99820364,0.92133427,1.0869954,1.1072726,1.1222078,1.0471547,1.1379898,1.0359179,1.0194772,1.1220068,1.0445908,0.9784529,0.9399859,1.0847092,1.1936116,1.1314832
nail,1.0448278,1.1421956,0.74592733,1.2921473,0.488519,0.54388237,0.7631217,1.1978664,1.315695,1.3380711,0.57461303,1.4026247,0.86555463,1.1416445,1.3749359,1.1468732,0.9414825,0.22042775,1.1207521,1.2893742,0.89638203,0.780612,0.79270655,0.25006652,1.0504088,0.94800556,0.95197254,0.9665035,0.50891423,1.3079977,1.1974347,1.1516232,1.2295846,1.0827756,1.3198097,1.153627,0.20602602,1.3778646,0.34687066,1.1729723,1.1401975,1.2244558,1.2414742,1.2041882,0.7015252,0.6871797,1.2425598,1.038832,0.7144339,0.85479605,0.7756021,1.1007737,0.6080694,0.9499709,1.2113956,0.24013376,0.8183966,0.91902757,0.67809737,1.1019305,0.8938464,1.2816846,0.3031026,1.0030062,1.2952026,1.1308825,1.3070621,1.2955854,1.3089349,0.53256524,0.99829614,1.0827495,1.1191971,1.1558061,1.3661106,1.2116816,1.1298143,0.0,0.8583513,0.66188717,0.35006678,0.3999163,1.2806151,0.9270247,1.3858824,1.3052529,1.2335618,0.4186945,1.05024,1.108934,1.1939559,0.8490335,1.0149375,0.74465907,0.73041725,1.1506548,1.3465562,0.9375602,1.2451041,1.2743716,1.3231566,0.9797595,1.3618342,0.8502802,1.2453469,0.93465126,1.138929,1.3305361,1.2548617,0.28028035,1.1508911,1.1810511,1.2445915,1.043473,0.9103564,0.88186,1.276979,1.3366351,1.2784443,0.6234053,0.41052002,0.60966706,1.2855443,0.83984053,0.37953967,1.1316091,1.1113347,1.0200642,0.24567592,1.1038712
