,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
chips,0.8628037,0.9495889,1.002991,1.092757,0.9476472,0.9345191,0.6081318,1.0191343,1.0331612,1.2461178,1.0261648,1.227507,0.7934532,1.0901995,1.0511322,1.2322853,0.96727204,0.91658235,0.7763565,1.2236235,0.51609355,0.9297254,0.94862336,0.9804585,0.77065516,1.0500126,1.0923454,0.0,0.99842274,1.2184612,0.9706379,0.96930087,1.1417123,1.0855896,1.2399173,0.63265896,0.9231702,1.2288656,0.97628593,0.9360696,1.0126792,1.2042745,1.1605263,1.0845475,1.0365359,0.7170714,1.0790629,1.0502348,0.9720397,0.427508,0.956193,0.8937578,0.9013035,0.7600278,1.166546,1.0064288,0.7333363,1.14402,0.9504403,1.2104021,0.8770338,1.004434,0.92823464,0.8500515,1.1894765,0.9810396,1.2416536,1.076764,1.2109303,0.9527652,1.03657,0.9601869,0.9943005,0.84849226,0.99260044,1.1153617,0.6501142,0.9665035,0.81982565,0.94103324,1.0728629,0.83676803,1.109508,1.0222647,1.0729567,1.196192,1.1299864,0.9848294,0.86555976,0.84886956,1.0844115,1.0490711,1.1138896,1.0756897,0.58966887,0.9969661,1.0346122,1.0715848,1.0979247,1.2215626,1.0450642,0.9699746,1.2210826,0.88413084,1.165233,0.73643947,1.0702064,1.038824,1.2279029,0.8933052,1.0305138,0.9140848,0.6984954,0.82926273,1.1192555,0.9791359,1.1598911,1.1692133,1.2055403,0.93784964,0.95529664,1.0153518,1.0994351,0.80139697,0.8905596,0.88986063,1.0869963,1.0833479,0.9990069,1.1889945
clock,0.91912866,1.2623774,0.96252227,1.3485787,0.6122221,0.7752068,0.7974956,1.1161056,1.2145165,1.2144217,0.8735621,1.3246009,0.89901775,1.1242403,1.2805939,1.0464264,0.9658162,0.46338874,1.1204681,1.2915521,0.96382177,0.8677887,0.8166813,0.4894272,1.1957816,0.94445825,0.9572343,0.99842274,0.0,1.201222,1.0356154,1.1266589,1.124288,1.1437137,1.2422467,1.1413552,0.5491725,1.2327688,0.64595383,0.9692602,0.948798,1.0710766,1.150481,1.1886785,0.804867,0.784436,1.2948773,0.8370006,0.9700483,0.8188546,0.748128,1.2000505,0.72026646,0.7944354,1.198613,0.518466,0.8528191,0.94945806,0.9534618,1.1038945,0.7738505,1.3675236,0.5461819,1.0141025,1.1803453,1.0923668,1.289621,1.2678367,1.183897,0.5707778,1.0554532,1.0817789,1.3066056,1.1634672,1.3584336,1.0018239,1.0322762,0.50891423,0.9530789,0.7902366,0.5521723,0.6692426,1.1530883,0.79124933,1.3578715,1.2975556,1.2407969,0.6552222,1.1234131,1.1457088,1.0891815,0.9951972,1.0786045,0.72638553,0.8040514,1.2242036,1.3544563,0.92764986,1.074708,1.1994885,1.1474876,0.8965262,1.3267502,0.944245,1.2544928,0.85385996,1.0517224,1.2497053,1.1878246,0.47493368,0.9208057,1.1674869,1.1925085,1.0162638,0.78525394,1.0401232,1.1718888,1.2947568,1.221576,0.41711456,0.71454346,0.8035258,1.3056388,0.8437828,0.4551673,1.0130545,1.046435,0.9480618,0.5479812,1.0684448
closet,1.1924634,1.0756348,1.0841964,0.92009234,1.1995581,1.2316704,1.2789264,0.73012763,0.9092549,0.54752153,1.2172705,0.6764508,1.0820498,1.0262834,0.6215141,0.86423254,1.0588598,1.2723877,1.0739156,0.77320105,1.3040283,1.1249247,0.9731755,1.233006,1.1096857,1.0411226,0.8526675,1.2184612,1.201222,0.0,0.7705139,0.9404526,0.9303072,1.0307094,0.6070397,1.0544184,1.4213674,0.47889316,1.2275362,1.0336213,0.7759783,0.55016255,0.8750581,0.7526226,1.2306806,1.3662977,0.76415664,1.1010622,1.3273234,1.2613413,1.1234757,1.1737478,1.4023659,1.2642266,0.83839935,1.3197234,1.2871948,1.1155114,1.20729,0.8945567,1.1135945,1.0574802,1.292028,1.1150576,0.6515228,0.9888838,0.6830814,1.0431737,0.59346956,1.1986699,1.0205259,0.9443748,1.0163295,1.0059038,0.8540901,0.8393526,1.0189488,1.3079977,1.1366072,1.3092842,1.2064116,1.3540083,0.688363,1.2207614,0.8551981,0.6728377,0.92967474,1.4014077,1.1733078,1.1121382,0.831365,0.99884146,0.8817242,1.1385632,1.2879901,1.1165408,0.6717849,1.0081322,0.5795412,0.83971107,0.6889775,1.1397306,0.7395738,1.2124815,0.6709645,1.1507351,1.0110617,0.97429293,0.69466686,1.3870177,0.92887527,0.93907285,1.0336317,1.2763739,1.1522223,1.083359,0.8769477,0.7823847,0.79260916,1.301241,1.3355699,1.3282908,0.9836945,1.0789592,1.2195908,0.94767004,0.98509043,0.91091216,1.3133072,0.8974375
coat,0.9462528,0.9553827,1.0982343,1.0158418,1.1303822,1.1330276,1.1451705,0.91123646,1.2112151,1.0489599,1.0993106,1.0515451,1.2674762,1.2044045,0.93169594,1.2091603,1.1081057,1.0127671,1.2878816,1.0719845,1.1336846,0.9289272,0.61711323,1.178056,1.0854127,0.7944466,0.73481244,0.9706379,1.0356154,0.7705139,0.0,0.95109,1.052394,1.0879174,1.0326622,1.1039184,1.1541722,0.93076444,1.2214774,0.9317625,0.93767244,0.70402384,0.96771777,0.8626542,1.1359367,1.1593513,0.8693411,1.0210849,1.1278635,0.9595813,1.0588247,0.9965512,0.9541087,1.00839,1.166867,1.0762153,0.76123124,1.0328683,1.2680013,1.0303843,1.0119538,1.0989548,0.9995858,0.811923,0.9783715,1.0170107,0.8983292,0.980724,0.9248931,0.90345323,0.7270697,0.925639,1.1937093,1.095609,1.0344672,0.79199004,1.0313175,1.1974347,0.70577973,0.99887794,1.0263331,1.0945284,0.86099404,1.0833604,0.9764481,0.7938809,1.053236,1.1166542,1.1073427,0.8995911,1.0514814,0.884271,1.131667,0.8924484,1.2741868,1.2346498,0.90107334,1.0439743,0.7265505,1.1159145,0.7939721,1.029063,0.9082357,0.8411847,0.73357505,0.9693856,1.0464422,1.199541,1.1156671,1.0351555,0.94915193,0.749456,1.1702468,0.8745892,0.9391107,1.0035017,1.0197635,0.85909003,1.1979494,1.0548636,1.0461682,1.1194096,1.0739455,0.6839597,1.1071382,1.1433032,0.95045495,0.63418794,1.1225222,0.9123063
coffee,1.0852283,0.9004806,0.8423469,0.97259223,0.89267474,0.94681054,1.2029911,1.0377719,0.9575883,1.0813495,1.1361014,0.94500405,1.022509,1.015437,1.036737,0.87614894,1.1752559,1.238849,0.86295176,0.98052204,0.9933703,0.98215276,1.0374796,1.1387786,0.835542,0.9428839,1.0522302,0.96930087,1.1266589,0.9404526,0.95109,0.0,1.0548253,1.1151625,0.9700292,0.9324114,1.2679889,1.091775,1.0345867,0.99263996,1.0119007,1.046967,1.0346354,0.9492311,0.9564287,0.92478496,0.85054195,1.0982234,1.0718384,1.0291247,1.16702,1.0277873,1.2184861,1.1356608,1.0953481,1.1763055,1.0190107,1.1568033,1.0901905,0.9011055,1.1654439,0.84707505,1.1454908,1.0810887,1.0511776,0.8020787,0.93839836,0.9637626,1.1126175,1.153784,0.981825,0.7514644,0.9626973,0.96372384,0.8365163,0.9025023,0.8380025,1.1516232,1.1415168,1.0579067,1.0333642,1.1019204,0.95018893,1.0046662,0.9833361,0.91444033,0.98483485,1.2658957,0.9501269,0.88370544,1.0979104,1.0381784,0.9011376,1.1044419,1.1014557,0.88195413,0.8463309,0.9878368,1.0458556,0.9708624,0.97548795,1.1973,0.92501473,0.9924874,0.9590911,1.0203363,1.0810132,0.91923517,1.1367421,1.1670372,0.79289746,0.9453241,0.8585954,0.94483817,1.1454813,0.8548539,1.0083957,0.9557879,0.9297077,1.0036196,1.1433322,1.1040626,0.94093204,1.2345481,1.1983175,0.9767056,1.0150772,1.0688598,1.1244793,1.1185651
comb,0.9608146,1.2529589,1.3005345,0.79882395,1.2789619,1.2679021,1.0726626,0.89757425,0.7873639,0.8117054,0.9021652,0.828693,1.0420967,0.7253619,0.8582287,1.022355,0.98005545,1.2068617,0.9694481,0.82774174,1.165911,1.2832096,1.1969855,1.2023867,1.2187768,0.7198119,1.1295218,1.1417123,1.124288,0.9303072,1.052394,1.0548253,0.0,0.84913075,0.962711,1.138576,1.2051308,0.73145914,1.2355872,1.0860453,1.2250922,0.7844591,0.83478457,1.0950744,1.247199,1.0659978,1.0162026,1.0689719,1.3089112,1.2525687,1.112149,1.1437035,1.0063766,1.1320976,0.58988833,1.2139649,1.193331,0.71770227,1.1338953,0.96754134,1.0005176,1.0799378,1.3408492,1.0442854,0.7430961,1.1303841,0.95168847,0.68655384,0.6611818,1.1340481,0.87365913,0.9487181,0.95284903,1.046302,0.92370003,0.83119464,1.146844,1.2295846,0.9271157,1.1944584,1.1508598,1.2669322,0.81592596,0.92749417,0.7618943,0.9740833,0.8173928,1.07492,1.1851695,1.1097369,0.838403,1.2592595,0.8750364,1.171968,1.0209829,1.1201179,1.1072779,1.1451105,0.9131486,0.84781766,0.923378,0.9588719,0.8789987,1.2696084,1.0344269,1.1305876,0.59957796,0.79521185,0.78452194,1.2916696,1.1495217,1.163703,0.8993514,0.93561596,1.0191522,1.3058044,0.80652916,0.97967374,0.9206188,1.2384503,1.3005562,1.0976171,0.6339644,1.0407058,1.317503,1.0078396,0.937256,1.0633942,1.2456052,0.51539254
corn,1.0314796,1.2090111,1.1574333,0.8650447,1.1524203,1.054986,1.0547389,1.0246888,0.78595567,0.8736469,1.0064017,0.85249865,0.8935877,1.0605563,0.81960875,1.0497904,1.074523,1.0863922,0.8584641,0.97154725,1.0776112,1.0546578,1.0650729,1.176297,1.1501608,0.8314053,1.0333543,1.0855896,1.1437137,1.0307094,1.0879174,1.1151625,0.84913075,0.0,0.90548056,1.0046097,1.1703503,0.86852705,1.0663797,1.1545871,1.105712,0.87653804,0.9524334,0.9566883,1.2464418,1.0128162,1.1380277,0.95713663,1.204806,1.1750909,1.0267259,1.1360987,1.1168734,1.1747599,0.60340565,1.2297168,1.1857338,0.7451888,1.1351095,1.0373415,1.1037703,1.1024952,1.2068474,1.0406492,0.9298155,0.89528555,0.8876413,1.0712597,0.83643806,1.0984389,1.159487,0.9951114,0.5921943,0.9153361,0.975476,1.0261012,1.0172405,1.0827756,1.0523425,1.1494691,1.0990523,1.1646267,1.0409672,1.0060908,0.83119535,0.92552,0.9700441,1.1342621,1.1791676,1.1937518,0.7839388,1.1406457,0.95096874,1.0560087,0.96172905,0.9431659,1.0822576,1.1971941,0.9166379,1.0130898,0.844638,1.1583705,0.8915797,1.1414225,1.0038145,0.9814393,0.83306944,0.8195622,0.82132804,1.2326903,1.1979628,0.98748636,0.88163155,1.25704,1.1219659,1.1731169,0.9838267,0.9160649,0.80409205,1.1045592,1.1583929,1.1452166,0.96109205,1.0530857,1.173114,0.99430066,0.8666795,1.0256876,1.1958866,0.8237345
couch,1.0651951,1.057797,1.275619,0.68806624,1.2478268,1.2531034,1.3090552,0.9802393,0.7163674,0.35145354,1.1576003,0.38399792,0.9780524,1.0268242,0.59754765,0.8080399,0.9261951,1.4116977,1.0203483,0.62032026,1.3249412,1.2737658,1.1628385,1.2056277,1.025489,1.0220829,0.602232,1.2399173,1.2422467,0.6070397,1.0326622,0.9700292,0.962711,0.90548056,0.0,1.0401576,1.424608,0.5011784,1.2497596,0.91020346,0.7681628,0.74929774,0.87536037,0.80444276,1.2328376,1.3913579,0.9463494,1.0652741,1.2683737,1.2886603,1.2701223,1.1341357,1.3757688,1.1576495,0.97086185,1.4160409,1.34741,0.9957331,1.2464294,0.80975914,1.1017708,0.9380436,1.3784404,1.137414,0.6769279,1.0674127,0.55884385,0.99031496,0.7122552,1.4088664,1.1824442,0.9962338,0.9094753,0.9956683,0.79914886,0.9468317,1.0875813,1.3198097,1.2955829,1.3867819,1.3035514,1.2898599,0.7594665,1.2301145,0.75717175,0.5798682,0.80989444,1.3435528,1.085981,1.0969958,0.8483049,0.8423525,0.9204818,1.2543683,1.1819199,0.99499285,0.8801118,1.067362,0.81410843,0.7671112,0.73850834,1.3007603,0.52560246,1.255436,0.76614845,1.2402478,0.9608656,0.7821368,0.5914281,1.4577407,0.9298899,0.9615487,1.0564222,1.3389013,1.2863206,1.2684641,0.79162884,0.56733805,0.4591434,1.3200885,1.3768901,1.3602765,1.0116055,1.3036004,1.2625703,0.84275174,0.8947992,1.1282136,1.3671373,0.859684
cracker,1.0751536,1.0278146,0.9504701,1.1080989,1.0867716,1.02464,0.92457026,1.0894008,0.88843894,1.0997996,1.243528,1.0031899,0.86823714,0.98667884,1.0353682,1.0393317,1.0929877,1.1867093,0.6354311,1.090118,0.5442713,1.1520985,1.2420522,1.2179214,0.6537184,1.1712205,1.2911681,0.63265896,1.1413552,1.0544184,1.1039184,0.9324114,1.138576,1.0046097,1.0401576,0.0,1.1547146,1.0975075,1.1497555,1.0055207,0.92470485,1.0689644,1.033182,1.0837182,0.9780821,0.78407407,0.98375446,1.0186696,1.0075219,0.7218696,1.0072478,0.9569905,1.1822397,0.94345397,1.0144781,1.1955369,1.0156515,1.1258712,0.9486917,0.9991207,1.0945433,0.91467613,1.2507969,1.0725785,1.1083814,0.94389856,1.077778,1.0428586,1.0289849,1.2568488,1.2362798,0.97358745,0.82098734,0.5282442,0.59759617,1.0261611,0.124904275,1.153627,1.1013554,1.1455629,1.1471624,1.0334147,1.0783912,1.0399122,1.0115386,1.0454191,1.0152118,1.2091155,0.8484613,0.94855785,0.90211296,1.2161598,1.0076983,1.019547,0.6813503,0.9170266,1.0533105,1.1246198,1.0946207,0.9361636,1.0008385,1.0802296,1.0803972,1.0846865,1.1376057,0.83882797,1.1790806,0.9066324,1.1285921,1.1639292,0.95215786,0.93589365,0.4370091,0.9072805,1.0023838,0.94248414,1.0711223,1.0656519,1.0678239,1.1424575,1.0990932,0.9588545,0.9841272,1.1218187,1.0823874,0.9979339,0.9609228,1.1539751,1.2039864,1.1181806
crayon,0.92206514,1.017181,0.8113157,1.3687758,0.6148208,0.6485217,0.5919743,1.1195667,1.4776499,1.46528,0.53321844,1.5374756,1.0338604,1.0066448,1.4884789,1.231769,0.82589996,0.22267824,1.2700222,1.295083,0.9251114,0.7462688,0.6346655,0.2714628,0.9821314,1.0610629,0.8510414,0.9231702,0.5491725,1.4213674,1.1541722,1.2679889,1.2051308,1.1703503,1.424608,1.1547146,0.0,1.461697,0.47234726,1.115808,1.192624,1.3049319,1.2039032,1.2888727,0.7397618,0.7859024,1.2560407,1.013414,0.6200458,0.74884844,0.7211853,1.0293568,0.35748965,0.7542983,1.288638,0.24921882,0.7348201,0.9848447,0.60434294,1.2625663,0.7586255,1.2706892,0.26779985,0.83901346,1.3680997,1.1668442,1.3863536,1.1277158,1.3229058,0.49938267,0.94052964,1.1144977,1.1695533,1.1463411,1.5262609,1.2115085,1.1768228,0.20602602,0.6834699,0.62829816,0.4122417,0.3290485,1.3085387,0.90450305,1.4684334,1.4041364,1.2100683,0.14291477,0.8351002,0.9275778,1.3266842,0.71382856,1.1433197,0.58086044,0.72994393,1.1838129,1.3331997,0.8400349,1.2684114,1.1581926,1.392241,0.66844624,1.5158,0.75071496,1.2811731,0.82987696,1.1482031,1.4278226,1.3582468,0.21965146,1.1692992,1.1906701,1.318794,0.82053703,0.7630577,0.8605106,1.2900827,1.4309645,1.4316505,0.6002692,0.4257452,0.53059566,1.1841199,0.6713704,0.3705336,1.1518068,1.132128,0.8772286,0.26720834,1.1226957
crib,1.1223204,1.186538,1.2814951,0.7998627,1.3751335,1.3005364,1.3229125,0.45845568,0.6278572,0.095844984,1.2389238,0.48696572,0.9569459,1.0744221,0.56260896,0.9805224,0.8980398,1.3401548,0.91084737,0.52946585,1.3750013,1.0952967,1.0557417,1.2902641,1.2043625,0.99868435,0.7597846,1.2288656,1.2327688,0.47889316,0.93076444,1.091775,0.73145914,0.86852705,0.5011784,1.0975075,1.461697,0.0,1.2115655,1.0537081,0.7110597,0.5597101,0.7278905,0.75034845,1.3678664,1.3744583,0.97407883,1.1057786,1.4257636,1.3962369,1.1551689,1.247158,1.3283672,1.2639055,0.7743337,1.4607532,1.3496186,0.9224461,1.2418385,0.945892,1.031803,1.049206,1.4093496,1.0469884,0.68735933,0.9031003,0.87361264,1.0327101,0.33313394,1.2667483,1.0598717,1.0408217,1.0114226,1.0515635,0.84097177,0.87628484,1.1228563,1.3778646,1.2386448,1.4405692,1.3411844,1.3296257,0.60973513,1.2315977,0.7883346,0.88357663,0.87069607,1.3414403,1.1186762,1.2185775,0.71493405,1.1498885,0.9073904,1.2607167,1.1329849,1.047687,0.8205441,1.045133,0.602962,0.9034816,0.72055435,1.1578685,0.7436294,1.3953439,0.9345363,1.1237026,0.81064224,0.68689036,0.30149502,1.5155885,1.1635153,1.0709857,0.9644842,1.3047707,1.1678928,1.267167,0.66278684,0.7692273,0.5788372,1.2815297,1.461338,1.389525,0.9155543,1.192303,1.2080681,0.7435632,0.9304829,0.9706315,1.4189483,0.6928834
cup,1.0808027,1.1887205,0.72650987,1.3101729,0.6462469,0.6395881,0.82007354,0.98408735,1.1371456,1.2315406,0.8067925,1.2729533,0.72746944,1.2036866,1.2546061,1.0618383,0.7825316,0.27047837,0.86311716,1.0630888,1.0213234,0.4731223,0.756678,0.40028965,1.1381748,1.1868834,0.94994473,0.97628593,0.64595383,1.2275362,1.2214774,1.0345867,1.2355872,1.0663797,1.2497596,1.1497555,0.47234726,1.2115655,0.0,1.1577106,0.9851127,1.1717904,1.1505708,1.1271853,0.92505455,0.8147632,1.1418772,1.075172,0.9646267,0.95922023,0.68086445,1.2079132,0.7717751,0.97567236,1.0971588,0.5723501,0.9474987,1.0677161,0.71488804,1.1685021,0.87582487,1.3127166,0.442024,1.0466214,1.2144506,0.78589296,1.31281,1.301512,1.1356865,0.5281442,1.119851,0.9997878,1.1154248,1.1319419,1.3029137,1.183118,1.1218188,0.34687066,0.92999566,0.91528064,0.6280701,0.62046134,1.1568499,0.98770344,1.3744994,1.2918769,1.1044452,0.60347635,1.1136327,1.1493512,1.155413,0.9206869,1.0670241,0.83355683,0.619767,0.9267497,1.158016,0.84763837,1.0385139,1.2751753,1.2696536,0.92232054,1.3491602,1.0342989,1.2568716,0.7911289,1.1135973,1.0795861,1.1259227,0.5417254,1.1568009,1.2015207,1.0670635,1.0488303,0.89344376,0.8911554,1.2210352,1.3381007,1.0619168,0.62421,0.71044564,0.8512392,1.1765299,0.87413746,0.3708536,0.86409986,1.1141242,1.01977,0.58484364,1.0781913
dog,0.2882353,0.88338554,0.9922208,1.0013582,1.1468067,1.1638533,0.99556965,1.0907063,1.109608,0.979136,1.2445209,1.1224055,1.1897857,0.9440984,1.0065181,0.7636374,0.82999945,1.2159936,1.147726,0.94154966,0.92661417,1.1296138,1.1940852,1.060212,0.917617,1.0497696,1.1237195,0.9360696,0.9692602,1.0336213,0.9317625,0.99263996,1.0860453,1.1545871,0.91020346,1.0055207,1.115808,1.0537081,1.1577106,0.0,0.7228119,1.1379505,1.0512887,1.0293304,0.93702334,1.1569897,1.0622929,0.8585551,0.9902206,0.72992384,1.0817498,0.806637,1.050605,0.33291256,1.0653584,1.1043894,0.9228642,1.1677493,0.9104307,1.005863,0.8919832,0.8774848,1.0634766,0.9402472,1.0229058,1.0915118,1.1001714,1.0011389,1.155622,1.1035597,1.0422366,0.9800073,1.1340781,1.053519,0.9183088,1.0527071,0.9619697,1.1729723,1.1231581,1.0131791,1.1794055,1.0511405,1.0880697,0.8653203,1.0167419,1.1212133,0.88929397,1.0794984,0.88805014,0.8106849,1.0543269,1.0076652,1.0841955,1.0515811,1.1696289,0.98911476,0.85979974,0.98744226,1.1368575,0.85951495,1.0104032,0.8535748,1.0706058,0.9784331,1.1363192,1.0291505,1.0858681,1.1311227,0.9963268,1.0872791,0.77219486,0.9661223,1.1152765,0.91511244,0.989216,0.9731472,0.9962507,1.0497876,1.0363929,0.9716386,1.0780847,1.0308619,0.9969241,1.0868715,0.988767,0.81613326,1.0134722,1.1091255,1.1391152,1.1601543
doll,0.9285786,0.9866576,0.90558606,1.1104879,1.0430644,1.0177798,0.98546,0.9144434,1.1491312,0.7374394,1.336863,1.0989321,0.99384433,1.197683,0.7552914,0.9410371,0.89385897,1.0815129,1.1154085,0.969684,1.0239521,0.94495225,1.0779741,0.9542555,0.94800824,1.2200726,1.0028902,1.0126792,0.948798,0.7759783,0.93767244,1.0119007,1.2250922,1.105712,0.7681628,0.92470485,1.192624,0.7110597,0.9851127,0.7228119,0.0,1.0078635,1.1603607,0.937116,0.9939391,1.2118347,0.9030292,0.9916165,1.0833657,0.91555685,0.82599396,1.0795557,1.2391033,0.78244317,1.0390408,1.1356522,0.85631835,1.2928346,1.0170348,0.85091007,0.7567609,0.9672524,0.9866899,1.046239,1.1359321,0.84391296,1.1468813,1.3412114,0.90160227,0.9834021,1.1819824,1.0086751,1.0525336,1.1056385,0.7408365,1.0436575,0.89014655,1.1401975,1.1942995,1.151865,1.2061827,1.0988768,1.1128796,0.98852694,1.0455174,1.1421838,1.1118367,1.226874,0.9071325,1.1203765,0.7654437,0.93561363,0.9995829,1.0439923,1.1492146,0.90979385,0.7549484,1.0003476,0.9456044,1.038265,0.6799768,0.93719095,1.0167611,1.0725285,1.0264724,0.9007694,1.2547653,1.1987439,0.7915734,1.0804256,0.92684025,0.77986026,1.0891192,1.1393191,0.9578995,0.9153126,0.83202857,1.0142002,1.0479708,0.8422565,1.0555435,1.1699646,1.0526438,0.9313615,0.64098316,0.7027685,1.0194688,0.95284134,1.1629934,1.1893483
door,1.1171046,1.2388499,1.1857803,0.9132412,1.1942819,1.1299746,1.2870402,0.858111,0.8912204,0.66285443,1.0540092,0.6931577,1.1035674,1.1797229,0.88555074,1.0661113,1.0718335,1.107153,1.0458181,0.8418326,1.268337,1.0148503,0.83146065,1.1977777,1.14939,0.86583024,0.7900162,1.2042745,1.0710766,0.55016255,0.70402384,1.046967,0.7844591,0.87653804,0.74929774,1.0689644,1.3049319,0.5597101,1.1717904,1.1379505,1.0078635,0.0,0.5981825,0.92457,1.2803136,1.2420983,0.88391614,1.1186721,1.2888465,1.2867068,1.1095248,1.197492,1.130083,1.2369761,0.87035763,1.2404649,1.213659,0.741604,1.2998221,0.850796,1.1387968,1.0914973,1.2605236,1.0168753,0.76878357,0.91277844,0.83604777,0.9406528,0.5933996,0.984882,0.9341774,0.9536671,1.1091093,1.0580033,1.0163559,0.79241586,1.0508561,1.2244558,1.0076264,1.2510912,1.1700037,1.1854999,0.55253655,1.1241109,0.9718196,0.7330963,0.88384193,1.1965362,1.1915718,1.1957415,1.0543939,1.152973,1.0554731,1.115589,1.1731421,1.2198764,1.0324085,1.0272173,0.41700113,1.0541384,0.9464809,1.2258685,0.7953438,1.2988539,0.8512713,1.0947317,0.84999,0.8788321,0.7507043,1.3052955,0.99213755,1.1165051,1.0322858,1.1500273,0.9629369,1.1774561,0.908258,0.8715745,0.84691393,1.1526126,1.244313,1.226335,0.9288191,1.0635681,1.2047753,1.0964196,0.90234435,0.63387644,1.2642405,0.5754839
drawer,1.0481936,1.011532,1.1748314,1.0416534,1.0448741,0.96609384,1.2322191,0.7920201,0.8023102,0.80701077,1.0107675,0.6679596,1.0929387,0.98806024,0.98457015,0.9163703,0.76497877,1.2014492,0.8831762,0.6313456,1.2012286,0.86423874,0.85781586,1.2268807,1.1158005,1.0986933,0.7818213,1.1605263,1.150481,0.8750581,0.96771777,1.0346354,0.83478457,0.9524334,0.87536037,1.033182,1.2039032,0.7278905,1.1505708,1.0512887,1.1603607,0.5981825,0.0,1.0776386,1.2266557,1.127907,0.96916527,1.0704945,1.2030023,1.2468674,1.1715543,1.0287057,0.91021174,1.0902257,0.86022305,1.2824116,1.1965537,0.8787669,1.0215089,1.1583391,1.1226639,1.0559698,1.2470616,1.0109174,0.8355954,0.863263,1.0320873,0.72318375,0.6458361,1.0705184,1.0410936,0.9928756,1.0310967,1.013878,1.085286,0.93279356,1.0144726,1.2414742,0.9514974,1.1499127,1.1928413,1.141041,0.48439872,1.0990721,1.0304723,0.99724567,0.7086582,0.9802498,1.0278622,0.96298146,1.1477468,1.0089278,1.0682263,1.1451614,1.0124415,1.1347194,0.9950192,0.6695312,0.61224324,1.01431,1.1962107,1.0596626,1.0210623,1.2091771,1.0384496,1.0430593,0.8424643,0.5912713,0.90463483,1.2776779,1.0781687,1.1270998,0.98480284,0.90318096,0.87424254,1.1028522,1.0160034,1.0576382,0.8901983,1.0249267,1.2890111,1.1704563,0.9086818,1.0799586,1.2089514,0.89272654,0.9899149,0.7185625,1.266938,0.7827854
dress,1.1609492,0.89500487,1.0347337,0.6893716,1.0300155,1.0700407,1.2013507,1.0197577,0.8781875,0.66632736,1.1586211,0.7645404,0.9421649,1.0907093,0.77990067,0.9745344,1.0552115,1.2102466,1.0092843,0.83504856,1.1506212,1.0995232,1.0719216,1.2000607,1.0192719,1.0203587,0.9686496,1.0845475,1.1886785,0.7526226,0.8626542,0.9492311,1.0950744,0.9566883,0.80444276,1.0837182,1.2888727,0.75034845,1.1271853,1.0293304,0.937116,0.92457,1.0776386,0.0,1.0732214,1.1193587,0.87254435,1.0102248,1.0503751,1.143169,1.1723965,1.0313855,1.3370721,1.2326928,0.9557377,1.2025263,1.1572967,1.0751259,1.1800287,0.8168223,1.125054,0.84685737,1.2043297,1.0124838,0.83165956,1.0365521,0.68193287,1.1370963,0.92863494,1.1889067,1.0028809,1.0194123,0.9781206,1.0871128,0.8744797,1.0118341,1.1685255,1.2041882,1.1798025,1.1196334,1.1277217,1.163387,0.9609533,1.1528156,0.8278241,0.6554257,0.88187987,1.2841346,1.0538685,1.0535342,0.85898685,1.0881685,1.0331591,1.1851163,1.162758,0.83712184,0.83316904,1.0976197,0.9199153,0.93972665,0.8417666,1.2769037,0.6424912,1.0754379,0.728495,1.2247671,1.0362507,0.9823582,0.75926673,1.2425002,1.0350112,0.847836,1.072905,1.3320818,1.199268,1.0143228,0.84513634,0.6794328,0.7528726,1.2201946,1.1325221,1.1835299,1.0925457,1.2019354,1.191778,0.98318934,0.9925958,1.1251129,1.1704051,1.032697
