,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
egg,1.4421911,0.81041074,0.26073676,1.0536052,1.4106992,0.4229802,0.40128607,0.6445048,0.9088372,1.2905807,1.223681,1.4889579,0.6759948,1.359576,1.4211546,1.1098111,1.4314373,1.2468488,1.24065,0.62469226,0.5127989,1.190108,0.45888293,1.2633679,0.76844966,0.88804114,1.0947146,1.2543273,0.84984386,1.2760067,1.1831133,1.0149372,1.019561,1.4820025,1.2617978,0.96106875,1.4263587,0.6012072,0.6762339,1.271246,0.8869392,0.5992072,1.5303912,0.58536196,0.672442,1.0595138,1.3472904,1.0660224,1.3589091,1.0505794,1.1585728,0.8109998,0.0,1.259292,0.94659966,1.239861,0.83029735,1.2701313,0.8666836,0.9540564,0.63709325,0.66904974,0.98399156,1.171954,1.2606323,1.3524417,0.8270472,0.79036665,1.1565093,0.78521365,1.2700056,0.78788376,1.2072835,0.52628106,1.096927,1.2687908,1.3944678,0.7777507,1.3786922,0.71477747,1.0481713,0.5225215,1.1478382,0.5084031,0.7808921,1.3158003,1.3865321,1.0881972,0.6692884,0.38601053,0.88116974,0.8948866,0.6325941,0.33332396,1.327917,0.8824171,1.4712605,1.4590786,1.4513156,0.80698824,0.6558791,0.6749166,0.9077341,0.40468693,1.0521417,1.3458126,0.78025,1.2151866,0.82227373,1.0521355,0.6042977,0.38228798,1.087293,0.8725196,0.4559964,1.0169698,0.73515505,0.9971244,1.2755955,0.65388626,1.4215546,1.2325193,1.3744814,0.835359,1.3950324,1.1921588,1.2859446,0.7295701,1.1983875,0.38419378,1.0879251,1.0558189,0.54301214,0.6915438,1.1325884,0.7773025,1.3186831,1.4289659,1.3389094,0.35071146,0.6319657,0.70928514,0.69793236,0.852672,0.7152037,1.166944,1.2153329,1.3199363,1.0797141,0.5823817,1.3517363
elephant,0.9445132,1.1243855,1.2512001,1.0972993,0.73870754,1.1875157,1.1606972,1.2839025,1.0561744,0.6926281,0.6696955,0.57817096,1.1162233,0.7329692,0.8011963,0.9898715,0.6261059,1.074515,1.1571057,1.2147641,1.2420788,1.1267031,1.3204477,0.96880025,1.2238687,1.2811208,1.0458155,0.9028074,1.1344327,0.21902835,0.81147903,1.1995333,1.0042725,0.7201552,0.6120387,1.1649051,0.61036366,1.3399105,1.286912,0.7621342,1.343505,1.159558,0.61321014,1.2275033,1.2119097,1.1590049,0.7404322,1.1047236,0.71022534,1.149971,0.780635,1.1475738,1.259292,0.0,0.964737,0.8659058,1.1449088,0.87681717,1.206803,1.2249875,1.1532935,1.2553296,1.2802496,1.061534,1.1181673,0.6717273,1.0870907,1.1059929,0.36996877,1.2723496,0.86007935,1.1914334,0.95101714,1.1536272,1.1149206,0.84616184,0.503544,1.1945155,0.49072272,1.2592411,1.1331695,1.0660452,1.0942942,1.2466187,1.0690362,0.89496195,0.7037848,1.0604832,1.272371,1.1179706,1.0410119,1.0154499,1.1936593,1.1734353,0.81374365,0.9711918,0.64445186,0.4813062,0.87743604,1.1855283,1.134882,1.1705761,1.1361845,1.3432795,1.2243986,0.5880419,1.2329994,1.055326,1.2431939,1.2094605,1.1442119,1.2049909,1.0483391,1.1404588,1.2245474,1.0595635,1.2481143,1.147429,0.8265103,1.1539068,0.5702202,1.0585016,0.6544931,1.2717681,0.601375,0.8209241,0.7324549,1.1927763,0.5805496,1.2658107,0.9887148,1.0289199,1.2723768,1.1292973,0.9406719,1.1574221,0.95343316,0.59783715,0.67543507,1.2763948,1.1628101,1.193342,1.1587652,0.9927281,1.3568885,1.1853058,1.0552009,1.0245368,1.0862553,1.1655151,0.70152056
eye,1.049998,0.60351217,0.9000516,0.7185605,1.0340976,0.81446636,1.1171156,0.9387882,1.2968585,1.1238147,0.9221156,1.1852434,0.645375,1.1201651,0.9883149,0.69414616,1.1175206,1.1495907,1.2512786,1.189297,1.1255773,1.1836294,0.98688227,0.99074686,1.3174028,1.1411811,1.2113559,1.0568267,0.613485,0.9611256,1.1056986,1.1689656,1.0956038,1.1272559,0.9390172,1.152529,1.1266347,1.0712602,0.9226538,1.2794212,1.0809859,0.8377558,1.1781199,1.177042,1.0004226,1.2148064,1.0880389,1.1184182,1.171452,0.8035995,0.7417862,0.61635065,0.94659966,0.964737,0.0,0.78119534,0.5302911,1.1274928,0.90096724,1.1274438,0.58299494,1.2206961,0.9983383,1.0724285,0.98896897,1.1894377,0.37997484,0.9553435,0.9483015,0.73250365,0.82549274,1.0514904,0.7882862,0.9471894,1.1541963,1.0172473,0.98283964,1.2432587,0.95021194,1.1963835,1.2528491,1.1204197,1.0703124,1.0384492,1.2603841,0.94222707,1.1065131,0.73118246,0.92308766,0.5819922,1.1802241,0.84890795,0.48493695,0.8496668,1.2638545,1.2209706,1.0961614,0.91826266,1.1171758,1.0762417,0.91971153,0.8198164,1.0354084,0.9895066,1.0626551,1.0306193,1.1949127,1.2020642,1.2102034,1.1667525,0.8761595,0.77367026,1.2034544,1.1098878,0.75156265,1.3372957,1.1767356,0.962115,0.94704884,1.1542212,0.9428463,1.0231704,0.8639444,1.2955518,1.0984985,1.1359624,1.0435092,0.661632,1.1229547,1.1480998,1.0710087,1.1101761,1.1827091,1.032541,1.0448474,0.9931458,1.00713,1.0290128,1.1751639,0.8684231,0.45881402,0.69457686,1.0550094,1.1079242,1.0537394,1.2811922,1.0528696,1.1549394,1.2207489,0.6853431,1.1179568
face,0.8323172,0.8552417,1.1983284,0.79946595,0.76838166,1.0024216,1.2681906,1.2645264,1.3105431,0.8369769,0.82037216,0.85811657,1.1332619,0.99632716,0.6817708,1.0696818,0.9339715,1.0672281,1.0454744,1.3175397,1.4192226,1.0663208,1.2403786,1.1228101,1.3364133,1.140137,1.267509,0.8907558,1.0859549,0.8620031,1.1623397,1.0425378,1.0854578,0.8265562,0.8847456,1.1062127,0.8470558,1.2305925,1.1566995,1.0735373,1.154436,1.2396159,0.78274083,1.3538686,1.2933604,1.0298457,0.77451295,0.93711543,0.79339075,1.1390123,0.7039243,1.003857,1.239861,0.8659058,0.78119534,0.0,0.86737925,0.81511116,1.2543544,1.1633903,1.0109522,1.3592982,1.1603593,0.9322434,0.92860025,0.7683901,0.6890215,1.1814227,0.90614057,1.0356358,0.29016674,1.0375875,0.724748,1.1713963,1.0973061,0.9779553,0.66235286,1.2584443,0.7190627,1.3588564,1.2622814,1.2610089,0.99992627,1.1458117,1.2320771,0.7585446,0.81337976,0.5813552,1.119268,1.0269597,1.2949774,1.1289779,0.8016862,1.1479392,0.9950366,1.1804273,0.68491626,0.6944592,0.7690765,1.1790352,1.2299787,1.2570286,0.9963546,1.2863325,1.0775837,0.9965636,1.1390265,1.0111133,1.1571066,1.1048822,1.0842023,1.1035066,1.2949588,1.2956942,1.0829442,1.2059896,1.3430183,1.0957807,0.68812644,1.3278689,0.46317863,1.0660657,0.749447,1.2561766,0.72568834,0.9899287,0.93732256,1.0281568,0.96367615,1.3321035,1.0523607,1.0044761,1.4473,1.1982849,1.1487951,0.99726,0.84762967,0.58111906,0.80949044,1.293428,0.84131753,1.1328568,1.2239159,1.3806626,1.2531322,1.0534539,0.94726896,0.88156414,1.3171289,1.1101698,0.76714873
finger,1.2175348,0.25634152,0.8213467,0.60929334,0.79403305,0.8130168,1.034877,0.8899355,1.2779934,1.2824483,1.064857,1.2997086,0.69944155,1.1697149,0.9699182,1.0032037,1.2422884,1.1022606,1.2462826,1.1095787,1.1134008,1.2096633,1.0255122,1.0660875,1.1843572,1.2017722,1.1450886,1.1574911,0.5290184,1.134647,1.0305035,1.0666776,1.2309092,1.2592268,1.0977107,1.1493442,1.2363123,1.0860391,0.7986939,1.2374161,1.0010618,0.87617856,1.3118055,1.0919366,0.95671016,1.1738025,1.2746398,1.0570188,1.1878715,0.8199624,0.84090185,0.32533437,0.83029735,1.1449088,0.5302911,0.86737925,0.0,1.2080376,0.9725434,1.0809983,0.3894863,1.1080769,1.0697677,1.1285341,1.0595024,1.287221,0.54872227,0.67265254,1.1012175,0.5862918,0.79189885,1.1241484,0.2717408,0.9422115,1.1762888,1.0890435,1.0025686,1.1951892,0.9202842,1.0909452,1.1665906,1.1758609,1.0346051,0.86816126,1.1862675,0.8276926,1.2864434,0.64577293,0.9591006,0.6049611,1.1223472,0.8397974,0.4355272,0.8304746,1.3354961,1.2909371,1.0597422,0.92686486,1.1494753,0.9964435,0.9518362,0.7180263,1.1109884,0.87366414,1.0550127,1.1329447,1.2545379,1.1669974,1.2217876,1.2159951,0.5770049,0.5489472,1.1846311,1.1738713,0.76459455,1.25604,1.1482501,0.9273696,0.9577852,1.0858762,0.96657825,1.0262318,0.82137215,1.205843,1.2533529,1.1855605,1.1113964,0.7240889,1.2102726,1.0847614,0.8324957,1.1050264,1.0527427,1.0011286,0.97541964,0.8714869,1.1540873,1.0419617,1.2393596,1.0200177,0.22590172,0.5046123,0.89623326,1.1251606,1.1167568,1.2086213,1.1539369,1.0845072,1.1662321,0.7936294,1.1903343
firetruck,0.8733734,1.1940767,1.1930866,1.1539253,0.8756351,1.1996219,1.0812266,1.3104607,0.93821925,0.77672213,0.9840413,0.7906153,1.1338367,0.9367006,0.86766887,1.1438341,0.9046547,1.0163544,0.6450546,1.017667,1.1422411,0.76145256,1.3097134,1.0819379,0.98214996,1.0416043,0.9386974,0.6184465,1.17996,0.7854538,1.1211114,1.1088675,0.8190981,0.8620628,1.0006884,0.95001644,0.8389671,1.2388464,1.1961181,1.0000081,1.1418636,1.1470404,0.7606761,1.080154,1.196007,1.0381068,0.8508969,0.98482746,0.88976914,1.1959676,0.83527446,1.163767,1.2701313,0.87681717,1.1274928,0.81511116,1.2080376,0.0,1.2779369,0.9610819,1.2084651,1.1297591,1.1172856,0.5525624,1.0073276,0.59078526,1.1361858,1.275022,0.8127326,1.1327295,0.8883072,1.0770574,1.0545957,1.170818,0.9448418,1.0314115,0.7988344,0.99305475,0.868467,1.1318823,0.91735256,1.0464414,1.107057,1.2613351,0.9571258,1.0608766,0.58838904,1.0454402,1.3188146,1.1991171,1.1504166,1.2140867,1.1122465,1.1980689,0.8619693,1.1218318,0.7738575,0.9810258,0.6544755,1.2977926,1.0944127,1.1818469,1.0744963,1.3366373,1.0339607,1.0281937,1.0181612,0.9427998,1.0612732,0.9821933,1.2658019,1.2723,1.0867597,0.9648602,1.2145975,0.82296336,1.1183769,1.1969349,0.8690011,1.0542952,0.7797916,0.9975429,1.0047235,0.9653525,0.7158978,0.9643223,0.7971225,1.2300549,0.7200494,1.2139286,1.0989374,1.1130185,1.219689,1.1801252,1.1280729,1.1802878,0.7578107,0.7982122,0.7275843,1.2371179,1.2307541,1.1828924,1.057601,1.2013499,1.0296688,0.94871414,0.892356,0.7761503,1.0073653,1.181827,0.7458177
fish,0.6828531,0.9129193,0.7470474,1.0297928,1.356351,0.7829419,0.8216714,0.6719392,1.1109161,1.397607,0.9904174,1.322993,0.6473848,1.0598032,1.0975872,0.49140573,1.2258404,1.0517708,1.1104515,1.0188086,0.7376685,1.293014,0.7039083,0.99301445,1.0681051,0.7728859,1.0068212,0.81546164,0.58304846,1.0850257,1.0072954,1.1197578,1.0935462,1.4193622,1.1029459,1.2302444,1.2499018,0.8148148,0.8564954,1.2281752,0.92783266,0.5943997,1.4424098,0.8729006,0.5897041,1.2507579,0.8740125,0.99189425,1.3720582,0.8395431,1.0324616,0.8461335,0.8666836,1.206803,0.90096724,1.2543544,0.9725434,1.2779369,0.0,1.0498699,0.8532383,0.7779248,0.41737777,1.1589707,0.8564228,1.4480984,0.8866496,0.6409997,1.0675817,0.6903907,1.1977572,0.9694995,1.2142631,0.6749062,0.81438863,1.0914757,1.4257815,1.0718857,1.2918973,0.8028264,1.0978606,0.8622304,0.81914455,0.9558587,1.1420895,0.8458534,1.1548314,1.1205568,0.7692299,0.7303523,1.0034579,0.8903402,1.0000912,0.682028,1.3499773,0.7996298,1.2931409,1.2789345,1.3051087,0.809555,0.5322844,0.58052707,0.87604386,0.6670365,0.759871,1.0958654,1.0030227,1.1216106,1.0277734,0.75164783,0.9637906,0.8095455,0.8905831,1.0350871,0.71781,1.2607901,0.7981993,0.81286246,1.1977489,0.84989935,1.3396094,0.9091736,1.2287877,1.0474793,1.4919966,1.2966638,1.1907963,0.40129185,0.9527076,0.88305044,1.1527538,1.119245,0.71514904,0.9450433,0.90525985,0.77042913,1.1229495,1.3697836,1.4280688,0.698266,0.8533896,0.67619747,0.8548885,0.8412599,0.7324571,1.3277502,1.0003165,1.190077,1.0234187,0.66478527,1.3165255
flower,1.1059858,1.0059794,0.8632878,1.073847,1.1877533,1.0551573,0.80183786,0.89573133,0.83873934,1.1611648,1.1058804,1.187901,0.9428903,1.1826605,1.2902064,1.1075838,1.2222451,1.0707984,1.0297967,0.7602997,0.8804015,0.9958834,1.0242949,0.906155,0.67266726,0.74805576,0.8768619,1.0730968,1.0645581,1.2211059,0.9976448,0.90828216,0.96041924,1.0006537,1.0173262,0.8280738,1.2731986,0.9584738,0.9351081,0.9280181,1.0126346,0.91363657,1.1910447,0.72284395,0.95594215,1.0524057,1.111627,0.97108346,1.0258132,1.0527415,1.1744288,1.0229951,0.9540564,1.2249875,1.1274438,1.1633903,1.0809983,0.9610819,1.0498699,0.0,1.0288124,0.8462784,0.9313402,1.0507183,1.1015433,1.0648998,1.0932027,1.0194058,1.100765,1.0654747,1.1134627,1.0238019,1.1705849,0.88881505,1.0117304,1.0874568,1.1549225,0.8236477,1.2160281,0.8530376,0.7799914,0.88161254,0.96651226,0.87948275,0.8233066,1.26087,1.1312764,1.117228,0.93969923,1.0306047,0.97482204,0.9295149,0.9725332,0.99696535,1.0193912,0.7920083,1.2269756,1.2083981,1.1163445,0.95504797,0.9445195,0.92858744,1.002078,0.91634965,0.9795427,1.2614529,0.95315,0.48487723,1.0090847,0.9119258,0.968844,0.92872506,0.82042074,0.90072376,0.92427504,0.63760453,0.44213122,0.97335553,1.1717141,0.70831704,1.2127995,1.0091491,1.1933899,0.83577085,1.0919638,1.0583932,1.1375992,1.0480384,1.1217661,0.9644337,1.0009805,1.003164,0.8032967,0.832839,0.87373567,1.0981048,1.1096582,1.1515146,1.1154729,0.9612484,1.0504128,1.0699807,0.8341469,0.9209677,0.8647963,1.0589608,1.0470254,1.0395722,0.74795383,0.88043946,1.0256555
foot,1.3251758,0.3715915,0.6256042,0.81905067,1.1425829,0.876624,0.9599903,0.7019316,1.1673815,1.3190471,1.177779,1.4588141,0.490785,1.3045328,1.203539,1.0252806,1.3888075,1.2990499,1.295059,0.7994797,0.8065754,1.3129724,0.73334754,1.1880836,1.1113572,1.0627192,1.0864745,1.2152808,0.51737726,1.165535,1.0530888,1.2470715,1.1496744,1.405998,1.0180789,1.1405723,1.3557627,0.90752685,0.6349963,1.3093852,1.0169115,0.54916835,1.4906564,0.80236787,0.5872473,1.2675049,1.3538309,1.076561,1.3261211,0.8381299,0.9140884,0.37598628,0.63709325,1.1532935,0.58299494,1.0109522,0.3894863,1.2084651,0.8532383,1.0288124,0.0,0.8882106,0.9643754,1.1535935,1.1671423,1.3939629,0.45889091,0.6665762,1.1269953,0.6918967,1.0281729,0.9854739,0.7700538,0.5674459,1.0580384,1.1842841,1.1818146,1.0399678,1.1076301,0.9360325,1.170579,0.9213243,1.1773895,0.90052396,1.0737047,1.1934689,1.2956057,0.81264114,0.99313235,0.38208795,1.0904473,0.7336173,0.57138586,0.6035222,1.376505,1.1264321,1.2936707,1.1064935,1.3701675,0.9048935,0.62872565,0.5092463,0.8976652,0.71501404,1.0864754,1.2780421,1.1087079,1.2359712,1.2230887,1.1344519,0.69327575,0.4064058,1.0469286,1.0092205,0.72978526,1.2292717,0.8867587,1.1542789,1.0067695,0.7564212,1.1466801,1.0306822,1.0348736,1.0853791,1.3876573,1.2922994,1.2453432,0.4674437,1.1096792,0.81368804,1.0322264,1.3270136,0.88252646,0.8525213,1.0208687,0.8931221,1.2724042,1.2228127,1.4191971,0.6824412,0.14275277,0.46935505,0.7107634,0.9747706,0.83617616,1.3760692,1.2416435,1.3155049,1.0714344,0.49170202,1.3488668
fork,1.2724195,1.033559,0.76186466,1.1875651,1.3719001,1.0585303,0.76465833,0.76245,0.74248827,1.1211096,1.2483011,1.3318344,0.68338156,1.0961788,1.4952643,1.0575832,1.331857,0.9849386,0.97896653,0.64581555,0.50273955,1.0614281,0.6543437,1.0334309,0.73576796,0.79683685,0.8298969,1.118313,1.0661787,1.3115308,0.9999512,0.997481,0.8199985,1.3807111,1.2479738,0.77907145,1.250473,0.6987579,0.82281345,1.0299727,0.9138394,0.5872544,1.4238293,0.6154967,0.74086684,0.9574295,1.3328991,1.1042912,1.2610934,0.8931912,1.2739506,0.977403,0.66904974,1.2553296,1.2206961,1.3592982,1.1080769,1.1297591,0.7779248,0.8462784,0.8882106,0.0,0.8738111,1.12098,1.1823413,1.2720412,1.0289347,0.8686193,1.2163312,1.1014377,1.382164,0.8245422,1.3056973,0.6478199,1.0208565,1.1704671,1.4425806,0.7294092,1.4435823,0.074273646,0.75623846,0.5596223,1.0384849,0.930027,0.7867242,1.4141941,1.2648817,1.2300345,1.0471385,0.8374558,0.76704276,0.8412953,1.0087653,0.80403763,0.9895802,0.8146635,1.4568255,1.4745283,1.3120253,0.9546111,0.4578182,0.52983856,0.9201012,0.74562013,1.0079546,1.2200412,0.7336987,1.1059273,0.6121229,0.9072854,1.018399,0.93156,0.91468984,0.66015345,0.91670966,0.8098433,0.6535107,1.0350417,1.2001123,0.57130814,1.4673312,0.930838,1.4337499,0.55996394,1.3384471,0.91491294,1.2637734,0.86173475,1.0453979,0.59126306,0.93282515,1.0554593,0.11953622,0.6639085,0.97499406,1.0520381,1.2984214,1.4548419,1.2082796,0.6076956,1.02161,0.894492,0.59564745,0.7642118,0.8307309,1.0089929,1.080573,1.1613904,0.80013674,0.6620106,1.284827
frog,0.50805414,1.0274917,0.85345125,1.0286415,1.3810201,0.86279416,0.8861654,0.7817068,0.9422112,1.2729942,0.99648553,1.2665353,0.8842555,1.1676002,1.0805084,0.7077271,1.1538804,0.9107448,0.8870387,1.0665404,0.8773783,0.961821,0.82407063,0.9439576,1.0858217,0.4568782,1.1067284,0.89843625,0.7768884,1.1021307,1.1485252,1.1325481,0.9788145,1.2964598,1.125148,1.1291622,1.258908,0.85031366,0.898923,1.2297107,0.86973715,0.7523854,1.3149924,0.9846495,0.74335563,1.2475922,0.7510071,0.8471019,1.3528469,0.8036072,1.0936744,0.99858624,0.98399156,1.2802496,0.9983383,1.1603593,1.0697677,1.1172856,0.41737777,0.9313402,0.9643754,0.8738111,0.0,0.9634315,0.6708232,1.3717515,1.0086434,0.8989775,1.0019526,0.68185335,1.2159841,0.919224,1.2337791,0.76244605,0.68802077,1.0200415,1.3951771,1.0135674,1.2787919,0.91286093,1.1272537,0.88455015,0.9120213,1.0479017,1.1503597,0.9903055,1.0946835,1.140381,0.7929975,0.9293884,1.1499255,0.9431035,1.1679673,0.9016954,1.2812847,0.8747834,1.2163823,1.3230395,1.0705154,0.92024976,0.71473104,0.7453259,0.8080859,0.7701967,0.63183236,1.1138972,0.9439077,1.0605909,1.0932918,0.5934897,1.123127,0.99544543,0.8948494,0.9250743,0.7687167,1.2295033,0.7076495,0.82276285,1.2247467,0.838732,1.3046585,0.8642001,1.2907572,1.0246725,1.4182928,1.173367,1.157823,0.6479914,0.9929083,0.9317531,1.1952596,1.0673714,0.8119511,0.97490716,0.9413904,0.78917265,1.0238979,1.3194752,1.3497983,0.70507926,0.9960187,0.8624944,0.90446633,0.97518396,0.5394342,1.2416965,0.88923717,1.0762428,0.9821976,0.77078736,1.3096552
game,0.7539604,1.1177138,1.2196226,1.0464065,0.97453064,1.1235111,1.143335,1.2208506,0.99597216,0.8546856,0.9322385,0.7855586,1.1700449,0.9898573,0.78733397,1.1110518,0.78298235,0.9063424,0.5244655,1.1785693,1.2480391,0.66353095,1.1969364,1.0202718,1.1201336,0.88027865,1.19297,0.87528753,1.1921644,0.9669602,1.2354791,1.027795,0.88363063,0.96149766,1.0901563,1.0328377,0.8706101,1.1523827,1.1249241,1.0725427,1.0114247,1.1756896,0.80777454,1.2100317,1.1433579,0.9728097,0.8600507,0.7946925,1.0389066,1.1321093,0.97001964,1.1623621,1.171954,1.061534,1.0724285,0.9322434,1.1285341,0.5525624,1.1589707,1.0507183,1.1535935,1.12098,0.9634315,0.0,0.7859347,0.8374609,1.1304178,1.2321954,0.873134,1.0549486,0.96601796,1.0305802,1.0312488,1.2504709,0.8200763,1.0196465,0.9633707,1.0271404,0.9024079,1.1394298,1.0614382,1.0828409,1.0794772,1.146952,1.0344335,0.94462556,0.6917969,1.0033497,1.1219687,1.1935613,1.1003215,1.1515751,1.0662704,1.2301106,1.0372591,1.1307569,0.77582675,1.0442015,0.61445415,1.2243137,1.1474627,1.1991359,0.9479817,1.2752165,0.85214114,0.9310876,0.98882943,1.0634068,0.9796934,0.8624784,1.1755195,1.2747303,1.2249948,1.0262997,1.1386348,1.0682857,1.1250594,1.1247381,0.98584974,1.1923758,0.98213136,0.9326848,1.1068504,1.0214429,0.9167432,0.96797836,0.8255249,1.2112269,0.9302934,1.1506188,1.0674272,1.0336139,1.2035434,1.1903106,1.1309073,1.0280144,0.8687129,0.924522,0.7957512,1.2276509,1.1748383,1.1813958,1.1264666,1.1841543,0.92423064,0.8859306,0.73885345,0.7710649,1.1619719,1.2370538,0.95192397
giraffe,0.42757952,1.0935187,1.2626476,0.9644208,0.9110295,1.106488,1.1896391,1.165189,1.0455436,0.9678272,0.81194675,0.8160383,1.2435727,0.98651403,0.7254424,0.85348916,0.7519178,0.8918848,0.741415,1.2623187,1.33711,0.8109797,1.1135114,0.9194675,1.1720742,0.81477296,1.1617126,1.0674965,1.0750628,1.0681411,1.0976052,0.9975436,1.1112188,0.96615374,1.0477095,1.1359481,0.8725135,1.0853118,1.1285855,1.0620086,0.8453278,1.1982473,0.8210957,1.2849929,1.1035035,1.02686,0.662161,0.86671376,1.0568397,1.0307037,1.0170939,1.0920972,1.2606323,1.1181673,0.98896897,0.92860025,1.0595024,1.0073276,0.8564228,1.1015433,1.1671423,1.1823413,0.6708232,0.7859347,0.0,1.0255729,1.0740166,1.1465853,1.0334369,1.0520014,0.95279074,0.9336862,0.9732934,1.2121627,0.66283303,0.8917495,0.98627347,1.120259,0.95553577,1.19191,1.0974697,1.241893,0.8032104,1.1111315,1.1683598,0.7887347,0.969389,0.95069087,0.9103314,1.228903,1.1710446,1.0384865,1.1686778,1.2330405,1.0693771,0.96063036,0.8547853,0.97957605,0.66955304,1.0393964,1.1639012,1.1765143,1.0121593,1.2070384,0.6318954,0.85379165,1.01671,0.9733287,1.1277009,0.6467407,1.1321118,1.2194796,1.0404832,1.163859,1.1930699,1.1549804,1.0085063,0.9375137,1.0362775,1.1729896,0.97837806,0.84368736,0.9893441,1.105847,1.050558,1.069885,0.9231252,1.0804294,1.1303499,1.2683762,0.9980151,0.9481219,1.2586449,1.1833993,1.0157675,0.9895148,0.88424164,0.94240373,0.9983498,1.2714678,1.133555,1.1142501,1.1833721,1.1697083,0.9813393,1.0054829,0.70472574,0.80077875,1.0383519,1.2034398,1.0295811
glass,0.894195,1.2992339,1.411355,1.0712051,0.68804413,1.2373737,1.2251387,1.4664404,0.9547823,0.47676933,0.86195636,0.4604481,1.4257674,0.7413321,0.8069329,1.184722,0.6029769,0.94861364,0.7801889,1.0969,1.309734,0.74542737,1.465657,0.8896025,0.9065239,1.1857092,0.9241568,0.8087118,1.4010775,0.688289,1.0076293,1.0127201,0.96961004,0.4953745,0.8767712,0.89296,0.59074974,1.3363168,1.3381258,0.7222141,1.2414234,1.4318211,0.28468347,1.0784843,1.3767014,0.8722502,0.8116137,1.0922552,0.46039122,1.1855354,0.97189367,1.352066,1.3524417,0.6717273,1.1894377,0.7683901,1.287221,0.59078526,1.4480984,1.0648998,1.3939629,1.2720412,1.3717515,0.8374609,1.0255729,0.0,1.3216676,1.4174235,0.7884834,1.3132849,0.80981386,1.207284,0.9455055,1.4310594,1.1372768,0.8404942,0.6190862,1.0324304,0.7210778,1.2402656,0.83239007,1.1614763,0.98491573,1.3470548,0.9427873,0.96102947,0.63887286,1.0183656,1.3169467,1.4210562,1.0192863,1.3502005,1.2509272,1.4293485,0.5794984,1.017016,0.6575917,0.72159636,0.56796896,1.2205305,1.4057484,1.480586,1.1796157,1.4393594,1.1400377,0.79639184,1.0795625,0.7792876,1.0008075,1.191155,1.3277346,1.4430908,1.0682623,1.071698,1.3450801,0.7643587,1.2474627,1.065768,0.8853792,1.3188477,0.6788056,1.077204,0.86552143,0.9619976,0.22928655,0.690846,0.71026313,1.448308,0.82284445,1.2571709,0.986976,0.8466548,1.3243616,1.1224501,1.0863569,1.2378786,0.6674928,0.65070957,0.4645295,1.4788947,1.4136275,1.4564918,1.2233642,1.1306242,1.339985,0.7569778,0.8897102,0.7093933,1.004811,1.451968,0.30640185
glasses,1.217017,0.561126,0.7621381,0.8013288,1.1312568,0.8928252,1.0622433,0.9082796,1.2066745,1.2434326,1.0214183,1.3092979,0.442706,1.2247299,1.0192384,0.8950024,1.279302,1.2270955,1.2604508,0.98822707,0.9510893,1.2836992,0.83800685,1.086672,1.2635672,1.1795415,1.1397111,1.0665963,0.61013615,1.0821968,1.0578406,1.2296227,1.1298747,1.2548828,1.0124679,1.1671853,1.2249047,1.0099207,0.85875624,1.269075,1.0309633,0.6519337,1.3377372,0.9903718,0.86138403,1.2707351,1.2121637,1.0583508,1.2159498,0.88458353,0.78465533,0.50855064,0.8270472,1.0870907,0.37997484,0.6890215,0.54872227,1.1361858,0.8866496,1.0932027,0.45889091,1.0289347,1.0086434,1.1304178,1.0740166,1.3216676,0.0,0.8165764,1.047506,0.71382236,0.67478323,0.9673494,0.8595534,0.64390403,1.1155578,1.1349993,1.1011598,1.1656554,1.083283,1.0226611,1.210751,0.96182984,1.1028265,1.0585765,1.2034495,1.0604795,1.1912185,0.71662354,0.9640614,0.44328272,1.1998962,0.73897976,0.42015594,0.6498232,1.3103139,1.1743374,1.1513575,1.0587158,1.2668852,1.0409784,0.6940475,0.6564038,0.94850934,0.9406204,1.0732965,1.1600544,1.1121954,1.2465746,1.1867008,1.1179585,0.84405607,0.6554476,1.1540105,1.0774375,0.8474467,1.2784882,1.1075026,1.0770984,0.93640393,0.91887605,1.002535,1.0162226,0.95516974,1.1834426,1.2701863,1.2626989,1.1019171,0.52625006,0.9868131,1.0615823,1.0753134,1.2630798,1.0367565,0.9709703,1.1221876,0.9579302,1.1584104,1.0908583,1.2956696,0.7409233,0.3348289,0.5769156,0.88560516,1.0924717,0.9491577,1.3737895,1.1276873,1.2076993,1.147034,0.4226842,1.2224176
