,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
elephant,0.74000055,1.0363538,1.0798646,1.0881631,1.1240096,1.0508226,1.0939988,1.0523214,1.1065582,1.1021379,1.0930382,1.1210692,1.035461,1.0747463,0.8747834,1.0779642,1.0570219,0.9662695,1.1609068,1.1326286,1.065656,0.9893916,1.1501782,1.0730933,0.80834955,1.1235856,1.0152367,1.076777,0.9452159,1.1544868,0.9621829,1.0677724,1.1093986,0.9913371,1.0988306,1.1338577,0.96903515,1.1361496,1.0611551,0.9342629,1.1070538,1.1263343,1.1151857,1.1050618,0.360909,0.8512285,1.1271034,1.1461285,1.0811512,0.9370179,1.084581,1.0889006,0.0,0.98328394,1.0349869,1.1036235,0.9435875,0.93276024,1.0629835,1.1150303,1.0743111,0.7746594,0.6522613,1.1041564,1.0710516,0.88318086,0.9367592,1.1416883,1.0835323,0.9480567,1.0791147,1.1125563,0.18974912,1.1092843,1.1270748,1.0934867,1.1230977,1.1442533,1.1321703,1.0169446,0.945134,1.0979763,1.0550133,0.9978758,1.0201638,1.0505712,1.0734149,0.9456823,1.1057457,1.0049417,1.0764666,1.0471781,1.0594213,1.1610835,0.8347621,1.0901275,1.1128469,0.9860231,1.1005461,1.1107953,0.9741318,1.0905455,0.31673598,1.1551392,0.99208087,1.0185143,1.1093554,0.24199301,1.0709505,1.014513,1.0745071,1.1138358,0.92040277,1.1392817,0.66952026,1.0045655,1.0101317,1.0435597,1.0919021,1.1196358,1.0883361,1.1314232,1.1371037,1.1133488,1.1219556,1.1311089,1.0343823,1.042323,1.0803869,1.0230677,1.1105231,1.0656936,1.0531913,1.0182393,0.9964491,1.0825793,1.1362405,1.0574988,1.0851691,1.0788624,1.1404375,1.1012383,0.94200736,1.04764,0.93837804,1.0225843,1.004009,1.148801,1.1350505,1.1169351
eye,1.1451324,0.87149346,0.65312463,0.8418523,1.2732844,0.9593595,0.64417696,0.8216316,0.93661666,1.3037089,1.3601316,0.7763609,1.2691948,1.2884469,1.0929022,1.2776521,1.1467192,1.2012604,0.82690394,0.7764749,1.1144518,0.80108964,1.1846057,0.98653716,0.72103,0.98926485,1.1293036,0.800728,0.9311147,1.0758961,0.94097054,0.7749813,1.3237625,0.9270314,1.0386833,1.1294984,0.779957,0.93627596,1.153166,1.2420515,0.71909887,1.3975483,0.8190099,1.0684565,0.9426867,1.0201732,1.2076707,1.1097085,1.2085041,1.1155863,0.69046724,0.6244931,0.98328394,0.0,1.137188,0.82086205,1.1947123,0.78196275,1.0576807,0.80030024,0.91274095,0.87744015,1.1917639,1.3089291,0.73895574,0.80593026,1.0761703,0.7829962,1.1048517,1.1875255,1.1211529,0.7583262,0.9270545,1.04773,1.2175316,0.9301521,1.245125,0.8000465,1.2139997,0.65359527,1.1818058,0.9043164,0.94298124,1.3968267,1.0767701,1.229167,0.91475195,0.84990114,0.57524496,0.87572336,0.87047875,0.75550735,0.6581472,1.1958346,0.9100116,1.308409,1.2671597,1.2828,0.6904132,0.7018912,1.0397274,0.7190507,0.9918972,0.77698106,0.86964315,1.2174263,0.9987324,0.8991318,0.8534102,0.8778324,1.1112542,0.80810076,0.60868907,0.97503614,0.8825631,1.1403233,0.91255486,0.79334235,1.2928156,0.86215925,1.263365,0.8179888,1.2083149,1.2458783,1.2975525,0.66932726,1.1441085,0.6490421,1.0575973,1.0848143,0.75957084,0.7967528,1.221883,0.7849685,1.2942601,1.281558,1.343822,0.7366064,0.7005007,0.9786197,0.7827374,0.847135,1.023553,1.3485284,1.1290399,1.1891087,1.164893,1.1031793,0.5610826,1.2049835
face,0.9298062,0.9168245,1.178343,1.0934408,0.7471923,1.0965271,1.1775501,1.2389671,1.2557933,0.8181102,0.75063574,1.1832328,0.9544992,0.79620737,0.9443488,0.8507279,0.9921204,0.93815464,1.2179368,1.3563348,0.9839695,1.2274442,1.0133303,1.2294685,1.2243788,1.204884,0.98379993,1.2119739,0.83493936,1.1967084,1.1203024,1.1385752,0.7423942,1.1124984,0.99216294,0.97431535,1.2242663,1.148742,0.90521586,0.8441731,1.2672954,0.7970536,1.3141766,0.9412461,0.8776426,0.9967746,0.76756537,1.0800482,0.7046931,0.94053584,1.0791378,1.1975054,1.0349869,1.137188,0.0,1.0282719,0.9006729,1.1973338,1.0464522,1.0557208,1.2639086,1.1198784,1.0091263,0.7464657,0.83671606,1.0838639,0.9347715,1.1452006,0.39901817,0.98717135,0.8131716,1.0340097,1.0383592,1.0009061,0.6709384,1.1759063,0.74367046,1.3183405,1.0025047,1.1949675,1.0443122,1.1477945,1.0907766,0.79447544,1.0210509,0.84458184,0.7177258,1.1788627,1.1169698,1.2276089,1.0983497,0.83046556,1.1550432,0.91620815,1.1140418,0.7740963,0.80902463,0.7822683,1.3097798,1.2857171,1.0649804,1.2468677,0.99478126,1.2452229,1.1437342,0.9312446,1.211535,1.0407325,1.247624,1.0622712,1.113382,1.2585244,1.3080342,1.0603881,1.0581187,1.030661,1.1616831,1.2833507,0.47957945,1.1541882,0.8506255,1.3766217,0.6426134,0.90977144,0.90877974,1.0671732,0.86584526,1.2987827,1.1597948,1.0360506,1.369156,1.1413906,1.0322037,1.1437002,0.87471914,0.6181035,0.76988417,1.299514,1.0195283,1.1458092,1.2494574,1.2953937,1.2017356,1.0548143,0.9098232,0.7716412,0.98289984,1.1889763,1.1526818,0.7171694
finger,1.1095326,0.38876557,0.6395607,0.57752794,0.7779256,1.0365021,0.5436866,0.9615921,1.3221542,1.2962283,1.3443178,0.6658294,1.2573022,1.1620337,1.1530004,1.2439077,1.2588502,1.2098265,1.0762492,1.0169219,1.3110837,0.9947357,1.0586356,1.2136072,1.0376639,1.0695881,1.1405503,0.60675764,1.0729792,1.03938,1.0179242,0.96685475,1.382111,1.116526,1.1770537,1.0690856,1.1136587,0.9462966,1.3157547,1.1739861,0.7646993,1.3904114,1.0613989,1.133391,1.1935637,0.9985002,1.2838898,0.92969775,0.8822878,1.1690496,0.3786677,0.5627732,1.1036235,0.82086205,1.0282719,0.0,1.2952712,0.8981805,0.9448309,0.27751386,0.972312,1.1087935,1.1040311,1.2844882,0.5476428,0.99062866,1.0947707,0.6026436,0.8561366,1.0106754,0.33044672,0.75449073,1.1711075,1.2408761,1.046853,1.0693728,0.96715206,0.89064187,1.2430199,1.0913854,1.1024375,0.8391801,1.26897,1.0796837,1.116794,1.2141,0.46307123,0.9637334,0.49411714,1.1792107,0.8433492,0.37279332,0.65927076,1.3653253,1.1375057,1.0333145,0.950938,1.2446555,0.6791487,0.60336274,1.1616964,0.7572831,1.062524,0.8077737,1.198684,1.2320697,1.1055019,1.1797855,0.52428216,0.67379236,1.3634722,1.1383638,0.9157318,1.3124574,1.1661686,1.0082127,0.8134146,1.0049986,1.0011727,0.86993825,0.8653194,0.8790551,1.2267013,1.2951771,1.1612055,0.4731334,1.1775004,0.98890287,1.0017015,1.1668593,0.92983854,1.0433396,1.1172096,0.52025115,1.2643723,1.0431495,1.3058935,0.97872263,0.17041922,0.6603858,0.6668446,1.2191174,1.092835,1.3023248,1.1542019,1.1327109,1.2045742,1.2036408,0.55596113,1.24857
firetruck,0.7614954,1.1528642,1.2968915,1.3126478,1.0873116,1.0423423,1.3262324,1.2156682,0.90135086,0.9804171,0.69166934,1.1102186,0.8809594,0.7223511,0.78248096,0.73428124,0.84446275,0.5860464,1.1045854,1.2202414,0.8058796,1.2849977,0.9758239,0.98998004,1.041706,1.020838,0.46209896,1.2376581,0.9427402,1.00686,1.1171801,1.0967079,0.7889073,1.0251588,1.1221015,0.89138377,1.2353009,1.1441872,0.7963418,0.98112714,1.2548821,0.73267186,1.151126,1.113553,0.8103237,0.8080659,0.87013936,1.0196248,1.0312335,0.7967768,1.2601099,1.3597748,0.9435875,1.1947123,0.9006729,1.2952712,0.0,1.184981,0.99393916,1.2816622,1.1973045,0.8571905,0.85941416,0.52699614,1.1698316,1.0452666,0.8712142,1.1308833,0.9584316,1.1369096,1.1190995,1.1460559,0.9054022,0.9825947,0.9048897,1.1070164,0.9513412,1.235071,0.6928791,1.1876786,1.0539799,1.3188708,1.0116379,0.85657597,1.0832857,0.4911809,1.1586795,1.2328299,1.3348072,1.1004889,1.045476,1.1917012,1.2695489,0.8765802,0.98981977,0.8002461,0.98719263,0.7101475,1.2642956,1.3016162,0.90330637,1.3397652,0.8232589,1.167415,1.1418806,0.92210007,1.1630342,0.89720726,1.1640958,1.138892,0.75397414,0.9727383,1.2466228,0.83811116,0.9894139,1.1440995,1.1418011,1.1267715,0.9601395,0.8904293,1.0011405,1.2510805,0.88196605,1.0700345,0.86543983,1.247092,0.8285241,1.2644583,1.0300354,1.1876626,1.295264,1.1676648,1.0653282,1.1741214,0.6291157,0.9151598,0.8331729,1.2424266,1.315721,1.0563723,1.3039877,1.0220679,0.73916584,0.77667487,0.86119723,0.61705387,0.444772,0.8589788,1.2303967,0.8438722
fish,0.7912481,0.9990929,0.55999964,0.9606641,1.3722037,0.9820361,0.6584396,0.59602934,1.0922546,1.2759662,1.4256563,0.6041713,1.213606,1.3319182,0.7508602,1.3003458,0.9735081,1.1065468,0.8997077,0.646143,1.2303542,0.789597,1.1745133,1.0600073,0.5815387,1.0400431,0.9182854,0.56747466,1.1791873,1.1467577,0.8668407,0.7664765,1.492069,1.1970942,1.1705757,1.2784703,0.7639464,0.87408924,1.4465666,1.0859379,0.4394549,1.4430417,0.8970287,1.0332747,1.0503082,1.1291331,1.4256337,0.9089061,1.3105464,0.8535755,0.75591606,0.6105181,0.93276024,0.78196275,1.1973338,0.8981805,1.184981,0.0,1.1869546,0.8106091,0.7916192,0.5071187,0.92731607,1.4540871,0.9270781,1.0607395,1.0649436,0.56491035,1.2687533,1.0187958,1.2797878,0.70659024,0.9136429,1.2587576,1.3953053,0.9881769,1.317409,0.65224564,1.3875728,0.7584003,1.0430632,0.891897,1.1609969,1.3425105,1.1275514,1.1989782,1.0849581,0.82659435,0.5772064,1.0128564,0.8208003,1.0555956,0.60272986,1.357009,0.9066834,1.3333955,1.2820854,1.1878299,0.47945905,0.5186061,0.8738638,0.52277243,0.81521267,0.79715586,0.9069796,1.20962,0.78534436,0.8670768,0.7317475,0.8686416,1.2341232,0.9677943,0.65078855,1.3527383,1.0577734,1.0667408,0.89136255,0.7305872,1.3385189,0.87925935,1.2671559,0.6309387,1.4203358,1.266007,1.2167952,0.5642463,1.1946236,0.5100245,1.1514883,1.0235384,0.65445864,0.7743207,1.1044716,0.5930053,1.2762923,1.3306789,1.4167283,0.55087125,0.8170903,0.66621757,0.677827,1.0122287,0.76939785,1.1960151,0.9239047,1.210972,1.051322,1.2196763,0.61993533,1.2965667
flower,1.0931629,0.9454858,0.9762355,0.9320652,1.0030886,0.8456716,0.9425417,1.0603127,1.0316764,1.1635702,1.1614571,1.0874068,1.1242894,1.096751,1.1087785,1.1453788,1.1839797,1.0479702,0.9245228,1.0921595,0.9546463,1.0547562,0.7523699,0.88710105,1.0413132,1.0445017,1.0780395,1.0588155,1.2349273,1.0138677,0.9673624,1.0301149,1.0140767,0.9037897,1.0416275,0.9339427,1.063311,1.0793116,0.9188303,1.1401823,1.025718,1.1037928,0.848253,0.97686404,1.0499892,0.8735397,0.9864328,0.9893511,1.0652187,1.1151221,0.97757417,1.0554056,1.0629835,1.0576807,1.0464522,0.9448309,0.99393916,1.1869546,0.0,1.0274224,0.9676912,1.0487643,1.0059841,1.0267974,1.0404774,1.0123109,1.142005,1.019553,1.0667305,1.0035872,0.9299031,1.0491837,1.0960964,0.93938184,1.0525948,0.82426864,1.1179764,0.9892316,0.8589252,1.0934536,0.9416058,0.90644217,0.9472758,1.0262963,0.83992755,0.95745337,0.96244943,1.0221722,1.0904877,1.0497546,0.98728126,0.9973561,1.003046,1.080631,0.9744008,1.0969017,1.0403144,1.1259594,1.0175936,1.0069461,0.9647149,0.9436407,1.0813211,1.1872671,1.0616786,0.5621366,1.0844133,1.0760512,0.9777823,0.8514672,0.93184,0.9957712,0.8745961,0.9366951,0.7192055,0.9476018,0.9970131,0.8725426,1.1320031,0.9721197,1.0307322,0.89909244,1.0302052,1.1255543,1.0003933,1.1140316,1.070048,1.1575627,0.9644153,1.0027133,0.9574898,0.95083344,0.8213474,1.0335202,0.8357805,1.1064425,1.0430113,1.1031237,1.0043719,1.0690564,0.9048596,0.9282403,0.9040606,1.0571277,0.9337326,0.9544748,1.0061085,0.8397196,1.0702533,1.0258111
foot,1.0470992,0.44852793,0.585931,0.85496116,0.91891366,1.1414694,0.6093672,0.8938713,1.288291,1.2728271,1.3367264,0.4622966,1.2058606,1.2469053,1.1898865,1.2202289,1.2408412,1.3116989,1.0377071,0.9001701,1.3354652,1.0035707,1.1193365,1.2831528,0.99047065,0.9282267,1.0710831,0.5463102,0.9426391,0.8936597,1.0733877,1.0234356,1.3578048,0.94763225,1.3372674,1.1307787,1.1607602,0.9402378,1.3428594,1.2632887,0.65581125,1.3866484,1.0431772,1.2707417,1.2194362,1.1119748,1.2983017,0.8055229,0.8803369,1.1823856,0.26467663,0.4860466,1.1150303,0.80030024,1.0557208,0.27751386,1.2816622,0.8106091,1.0274224,0.0,1.0750757,1.0353593,1.0569694,1.367563,0.42356288,1.1062471,1.0629944,0.74807066,0.8426552,1.115607,0.71361816,0.5799552,1.1919594,1.2413783,0.98070425,1.108244,0.8690156,0.83033067,1.2803695,1.06759,1.2731954,0.9959095,1.2929746,1.1901759,1.1099411,1.2228514,0.56075275,1.0061407,0.44922912,1.1962777,0.7115078,0.3632444,0.6166929,1.3242664,1.1787505,1.0439593,0.7996395,1.3415569,0.5836402,0.53569376,1.1345316,0.7275071,1.0396942,0.55157423,1.2439493,1.2531425,1.1193724,1.1831483,0.4569192,0.8802567,1.4153786,1.0865257,0.9082077,1.3631027,1.1551578,1.1669842,0.8044501,0.98051107,0.94912,0.8210112,0.71269906,0.7292541,1.2442021,1.2982492,1.1286062,0.22552913,1.0927328,0.86328375,1.118487,1.2950693,0.90301365,0.86613864,1.1917512,0.44910252,1.2662598,0.9946722,1.3941106,0.96156716,0.07909238,0.5979075,0.66911894,1.0968224,1.0943931,1.3991442,1.1264801,1.1612263,1.1264567,1.1967012,0.427166,1.3101951
fork,1.2485641,0.97996974,0.85913277,0.8985143,1.1621327,1.0126716,0.8795929,0.6658236,0.6528492,1.0347168,1.3339349,0.9157326,1.1084988,1.3224171,1.0449843,1.3651183,0.91306376,1.0770508,0.71320766,0.6348986,0.96260405,0.66687155,0.8716731,0.76499057,0.7732383,0.90735006,1.1770108,0.8785146,1.3524597,0.9582976,0.865286,0.68825144,1.3121625,1.1367595,0.95918876,1.1319381,0.62805486,0.74718827,1.1936724,1.1723347,0.5981358,1.2034405,0.6881025,0.9958779,1.2830043,1.1459699,1.2770511,0.934137,1.3161335,1.0132602,1.0263294,0.857511,1.0743111,0.91274095,1.2639086,0.972312,1.1973045,0.7916192,0.9676912,1.0750757,0.0,0.9263963,1.1381466,1.2619036,1.0116969,1.0063128,1.232533,0.9400784,1.331957,0.99545026,1.0997161,0.8538456,1.0764278,0.92218196,1.4099087,0.8384048,1.446374,0.2590859,1.0532678,0.6802603,0.9290333,0.921508,0.9043629,1.3653216,0.85505545,1.264554,1.198509,0.7982067,0.8468164,0.8672351,0.8428348,1.1933768,0.84929854,1.0225446,1.0053835,1.3952088,1.4144415,1.2000728,0.47118092,0.4768948,1.0302651,0.7761361,1.11335,1.0934201,0.7093023,1.1209425,0.52202815,1.0556154,0.942162,1.0422987,0.8868493,0.7749723,0.7297614,0.7843021,1.0406401,0.9353822,0.93771076,0.49061096,1.4123077,1.0125062,1.4014256,0.44613153,1.3835545,1.0042785,1.1770844,0.9652807,1.3409795,0.69742,0.97990066,0.8740785,0.21482056,0.7737072,0.715495,0.9928118,1.2645789,1.4073284,1.1012727,0.56909597,1.0264322,0.88753635,0.44353795,0.8953048,0.9249867,0.8466085,1.0955913,1.3037511,1.1275554,0.7710161,0.7786418,1.2627277
frog,0.3930143,1.062324,0.81330884,1.0646648,1.3735061,0.9756641,1.0411731,0.6582897,1.0383481,1.2241228,1.247246,0.8013034,1.2605326,1.1055406,0.6020618,1.1002434,0.9376027,0.82067597,1.1358297,0.9828883,1.1553922,0.9040481,1.2045816,1.1986548,0.38405406,1.2221061,0.791663,0.91741097,1.0944161,1.291411,0.7775427,0.7478012,1.3837734,1.1873752,1.2262062,1.129246,0.81794965,0.80445296,1.3359683,0.9264353,0.83422273,1.3478793,1.1007307,1.1195434,0.7027354,0.79971284,1.3941934,1.0345577,1.2699049,0.73695886,1.0185981,0.94667596,0.7746594,0.87744015,1.1198784,1.1087935,0.8571905,0.5071187,1.0487643,1.0353593,0.9263963,0.0,0.67322975,1.1889569,1.0070834,1.0578927,0.79249966,0.81944084,1.1874993,1.0697774,1.2588005,0.75276935,0.6316836,1.2277386,1.3517289,1.1045653,1.2925324,0.94083816,1.3425319,0.93673813,0.9798161,1.027396,1.2455044,1.1350241,1.1500559,0.9645608,1.2098137,0.8421688,0.9421511,1.2072688,0.76749754,1.1614902,0.84707844,1.3018117,0.7892482,1.1949115,1.3019221,0.95109355,0.83455664,0.8954734,0.8306403,0.72174805,0.5499648,1.1044571,0.8821627,1.0268217,0.9454329,0.5934789,0.90940523,1.006216,1.105438,1.0425956,0.7935124,1.260979,0.75104666,0.9878008,1.061323,0.84755987,1.2888073,0.82742333,1.3127673,0.9097924,1.382983,1.2676134,1.2696918,0.88721454,1.0869104,0.8508669,1.1034608,1.0739715,0.87942666,1.0172968,1.2019849,0.81356287,1.0207642,1.2434053,1.3055027,0.73366666,1.0664698,0.8976499,0.9994901,1.1193876,0.5286234,1.0573745,0.9224194,1.0630107,0.82696426,1.2798774,0.851564,1.288106
giraffe,0.53627527,1.097327,1.2163482,1.1521319,1.0447202,0.9140811,1.2535219,1.0699148,1.1647542,1.0636384,0.9567862,1.0445088,0.9839544,0.8719209,0.6727432,0.8393848,0.9617155,0.7935889,1.250649,1.2797289,1.0337907,1.0853479,1.0372342,1.152036,0.75664467,1.1879003,0.9284687,1.171211,1.0940872,1.1783493,0.9617503,1.1103928,1.0825603,1.115988,1.1880128,0.89733064,1.0770866,0.9975408,1.0805871,0.74560046,1.1490228,1.0186363,1.2582254,1.1587923,0.68458,0.96774507,1.1288266,1.053742,1.0137157,0.702735,1.0673953,1.2220762,0.6522613,1.1917639,1.0091263,1.1040311,0.85941416,0.92731607,1.0059841,1.0569694,1.1381466,0.67322975,0.0,1.0419446,1.0725721,1.0744879,0.9692846,1.123267,1.0227498,0.931481,1.0482569,1.1172094,0.68072534,0.9957008,1.0805826,1.1508734,1.0276827,1.2021203,1.0334736,1.19441,0.8773751,1.1504195,1.1351168,0.90906674,1.0412146,1.0097032,1.0277343,1.0347995,1.1964997,1.1521802,0.82953215,1.0422852,1.2028449,1.1543218,0.6898172,0.94328,1.0956978,0.7487922,1.1232877,1.1360421,0.9433728,1.1757803,0.6594065,1.135851,0.9915262,1.0106261,1.101485,0.6929273,1.1320472,1.1817185,1.0563276,1.2150761,1.1221473,1.2306004,0.70799863,0.93152773,1.1129198,1.1496172,1.0460311,0.98836166,1.084204,1.1993036,1.0922132,1.1271834,0.9046096,1.1269491,0.9629325,1.2240169,0.94798815,1.0043424,1.201049,1.1217403,1.0343978,1.0526665,0.92909795,1.0157236,1.0635657,1.1989979,1.1220676,1.0105764,1.1815352,1.1251416,0.89231914,1.0031973,0.78378946,0.99159145,0.8556579,1.1195998,1.1834409,1.0494088
glass,0.91769886,1.2251216,1.4594758,1.1495489,0.76460993,1.0384674,1.409085,1.4074948,0.96899164,0.6095636,0.4583614,1.3227385,0.84881985,0.61636615,0.94331056,0.58499587,0.96163905,0.71032566,1.0859194,1.3465065,0.88350254,1.3459257,0.9016361,0.90618014,1.2944138,1.0958705,0.74225795,1.3613267,0.68100643,1.0924724,1.2141969,1.1963952,0.5090884,0.999806,0.86265284,0.7520718,1.3077781,1.2259732,0.68800414,0.7377434,1.4257116,0.50433916,1.1342217,0.85313123,0.9003501,0.94176084,0.58970064,1.1496153,0.7876879,0.9212626,1.3434834,1.4661548,1.1041564,1.3089291,0.7464657,1.2844882,0.52699614,1.4540871,1.0267974,1.367563,1.2619036,1.1889569,1.0419446,0.0,1.1885463,1.0465932,0.7150235,1.1648846,0.79656726,1.0460615,0.8833009,1.4034934,1.0654832,0.89838564,0.6752069,1.0502228,0.72210157,1.3587708,0.64144707,1.2534882,1.0141554,1.2634277,0.94563293,0.6945426,0.95603997,0.45666778,1.0184922,1.314136,1.4102378,1.197651,1.2051134,1.0962526,1.4343343,0.71476257,1.0897413,0.57514095,0.815359,0.60547745,1.453445,1.4530966,1.0694402,1.4499564,1.0714502,1.2774284,1.1518557,0.9398055,1.2234311,1.0940055,1.3682368,1.2887821,0.8282721,1.162436,1.3488393,0.77585804,1.0177088,0.98015314,1.2326049,1.2695994,0.676092,1.1096306,0.9122653,1.405203,0.4995383,0.6543495,0.8036159,1.4235132,0.63632816,1.4264764,1.0703344,1.0281762,1.3619722,1.0966809,0.96125746,1.3531592,0.6787475,0.67449784,0.4747693,1.4471875,1.3910627,1.2331371,1.2729758,1.181396,1.1215715,0.7904906,0.9476857,0.5689115,0.8835518,0.8849522,1.371364,0.5970659
glasses,1.1254251,0.6426158,0.6410451,0.96071523,1.0912116,1.1110176,0.6719766,0.899625,1.2497272,1.2253375,1.2658448,0.5399277,1.236496,1.1564463,1.1336609,1.2343384,1.1886861,1.2169882,0.99661124,0.9736942,1.2402201,0.95758075,1.1046679,1.2536294,1.0374155,1.0407238,1.0744029,0.70995104,0.97841185,1.1130801,1.0945709,0.9611902,1.2500774,1.0323136,1.1805294,1.1011634,1.028503,0.9482273,1.2491528,1.2210299,0.69153905,1.3171889,1.0543394,1.1875558,1.0730542,1.0598203,1.1910217,0.98184335,0.9557689,1.1674771,0.4195435,0.5677432,1.0710516,0.73895574,0.83671606,0.5476428,1.1698316,0.9270781,1.0404774,0.42356288,1.0116969,1.0070834,1.0725721,1.1885463,0.0,1.1870131,1.0451894,0.8130655,0.6348738,1.1154909,0.8600199,0.522236,1.1370095,1.1228302,0.97575855,1.1492896,0.9858502,0.86292714,1.2121052,0.96366185,1.1990635,1.0970482,1.251008,1.1967158,1.1885597,1.0836984,0.51498085,0.95657253,0.3856126,1.2746774,0.7817834,0.3337804,0.63576746,1.2510183,1.1593614,1.0692822,0.98469603,1.2334787,0.66278696,0.6284109,1.086314,0.84489083,1.0226401,0.9022652,1.0485373,1.2537451,1.0694578,1.1302341,0.74477184,0.97998214,1.2995169,1.1006193,0.95283127,1.2641411,1.1334479,1.1351062,0.9396799,0.837999,0.97964907,0.9062395,0.9351049,0.86302316,1.1344092,1.2864453,1.1935644,0.3804105,1.1326809,1.0065737,1.1786084,1.2304925,0.9437126,0.97154737,1.1801633,0.5951374,1.1802622,0.9790178,1.2480335,0.8984692,0.4168191,0.80447984,0.80622447,1.1732278,1.085155,1.3727095,1.1158376,1.0591639,1.1578888,1.1797225,0.36193573,1.1819152
glove,0.99610424,0.9683263,1.0956023,0.8752372,0.91680515,0.9364991,1.0640752,1.0377293,1.0367376,1.1347305,1.0213815,1.2049944,1.0559523,1.0760691,0.9356961,1.0757129,1.1044991,1.1268289,1.0257231,1.0512776,1.0687896,0.89013904,1.0607239,0.9734133,0.96686065,1.0828952,1.0487914,1.0994883,1.046639,0.9513064,0.84632987,1.0554769,1.0068976,0.9851461,0.9824569,0.9156357,0.94596136,1.0990207,0.73200125,0.9888809,1.1955396,1.0756152,0.99111927,0.98469555,0.74048626,0.6699752,1.0298097,1.1746135,0.99043834,1.0108777,1.1615986,1.0612668,0.88318086,0.80593026,1.0838639,0.99062866,1.0452666,1.0607395,1.0123109,1.1062471,1.0063128,1.0578927,1.0744879,1.0465932,1.1870131,0.0,1.0391998,1.052921,1.1118972,0.87685937,0.87195337,1.112683,0.86630446,1.0406489,1.020659,1.0999911,0.98682743,1.1375442,0.9215373,1.1100098,0.93939626,0.94426876,0.9420525,0.78804123,0.9733616,0.9348277,1.1356244,0.98020893,1.1559384,0.5589127,1.3240707,1.1772364,1.0614974,1.0652235,0.92082715,0.9078362,1.0416293,1.0335475,1.1800303,1.17732,0.9693279,1.0554295,0.9747294,0.96507233,0.945016,0.88919145,1.0929885,0.9089916,1.0028347,0.80048764,0.8641759,1.041641,0.9046095,0.9282119,0.852895,0.939305,1.011785,1.0282118,1.0311271,0.896652,0.997997,1.1024843,0.93079376,1.0593508,1.0188497,1.1097546,0.960345,0.9910202,0.9060029,0.9614022,0.9810798,1.2102234,1.0387954,1.1523597,0.8307035,1.020065,0.9441798,1.0112625,1.035702,1.2085134,1.029398,0.8335127,1.0293854,1.0372344,1.06044,0.9744149,1.036102,0.9470909,1.1712201,1.0027889
grass,0.67583245,1.1224167,1.0840603,1.1308701,0.9256166,1.012689,1.1481861,1.1639273,1.1480062,0.8478514,0.68811214,1.039541,0.90630394,0.7037328,0.8897841,0.5895308,0.97957015,0.88672185,1.3314468,1.2642726,1.1403811,1.2145492,1.0752165,1.305001,0.99103665,1.1522261,0.86701727,1.1116992,0.4749608,1.1599069,1.0536039,1.0740376,0.90224177,1.0289185,0.9964246,0.7744587,1.1445307,1.1259031,1.0906972,0.8920057,1.1380337,0.886582,1.3481027,1.094979,0.8175081,0.9054624,0.90410507,1.177818,0.8800418,0.9277593,1.1131959,1.125061,0.9367592,1.0761703,0.9347715,1.0947707,0.8712142,1.0649436,1.142005,1.0629944,1.232533,0.79249966,0.9692846,0.7150235,1.0451894,1.0391998,0.0,1.0227987,0.899416,1.072223,0.92214364,1.1377137,0.90000623,1.0272076,0.84597117,1.3108792,0.7816215,1.257918,1.15593,1.1153263,1.0107603,1.0624512,1.2462174,0.6883886,1.1500931,0.71536285,1.0430803,1.1240464,1.1093149,1.260235,1.0075752,1.0358654,1.0944936,1.0314524,1.0170696,0.63065255,0.8866385,0.79153174,1.1760416,1.1761456,0.98341125,1.1500508,0.82621527,1.0420077,1.0967898,1.0540302,1.197725,0.93151164,1.0841025,1.0876838,1.1091403,1.2376298,1.1376373,1.1564054,0.9423137,1.0578383,1.0289922,1.1367506,0.80215096,1.072213,0.9322015,1.2715623,0.8771968,0.99381185,1.0665964,1.1206231,0.707893,1.2023908,0.99554217,1.1405306,1.2929391,1.0422143,1.0820333,0.99050814,0.97176886,0.81202054,0.83022416,1.1793246,1.1114347,0.98573124,1.1966666,1.2490268,1.0180904,1.0312117,0.92026544,0.93935937,1.060941,1.2135609,1.110004,0.8448647
