,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
corn,1.1043047,0.95129347,0.68111336,0.88917696,1.202667,0.90514946,0.85764325,0.25145608,0.71872765,1.0705363,1.3068756,0.88656485,1.1798598,1.1605737,1.084471,1.2203641,0.83113515,1.0838321,0.8536642,0.74201244,1.0597485,0.5927676,1.170283,1.0019633,0.874019,1.0383128,1.0081924,0.8018912,1.2101685,1.0890125,0.6631087,0.7588762,1.3097801,1.1194296,1.0770316,1.0549397,0.6016829,0.0,1.2742025,0.89165264,0.73503613,1.1521031,0.8814916,1.0968432,1.2270219,1.1912566,1.2933568,1.0493501,1.211958,1.0381033,0.95673317,0.7558765,1.1361496,0.93627596,1.148742,0.9462966,1.1441872,0.87408924,1.0793116,0.9402378,0.74718827,0.80445296,0.9975408,1.2259732,0.9482273,1.0990207,1.1259031,0.8005356,1.1760982,1.0056144,1.0847843,0.7327863,1.1575297,1.1226484,1.3095095,0.8971386,1.2579355,0.76760614,1.1868651,0.8389096,1.0481008,0.71709955,1.0434353,1.1824877,1.1070161,1.1091831,1.0867684,0.5699856,0.8355696,1.0657529,0.9500323,1.0821359,0.7285788,1.1146909,1.0276201,1.265317,1.2348644,1.2135012,0.763536,0.7763828,1.0869141,0.6098575,1.0951146,1.0383826,0.7448518,1.0791835,0.71548516,1.1318624,0.755698,0.88790274,1.074461,0.8510834,0.86987543,0.9986154,1.035769,0.9992117,0.8983515,0.707891,1.2594887,0.9441062,1.2377589,0.71326065,1.3098319,1.1485624,1.1176094,0.8474864,1.131931,0.6510882,0.93153965,0.87712467,0.712456,0.93700993,1.1441914,0.9000734,1.2032465,1.2376586,1.1801839,0.5396051,0.9142872,0.937142,0.8243319,0.9648572,0.7328333,0.9447863,1.0875435,1.1696396,1.0435195,1.0818969,0.78606194,1.2952673
couch,1.1379895,1.1491921,1.4184191,1.2091173,0.82547003,1.0563761,1.2880646,1.3804736,0.80224454,0.9402165,0.5972768,1.229096,0.6752253,0.85660464,1.1236451,0.82907087,1.061532,0.889499,0.9222488,1.0829289,0.7908088,1.2137083,0.83073825,0.7577988,1.1852772,0.7464247,0.87660164,1.3670676,0.94889814,0.5964546,1.234277,1.2040612,0.5204716,0.8202814,0.90088093,0.7960852,1.229832,1.2742025,0.0,1.1130499,1.3490754,0.60277104,0.9087535,1.0677888,0.94736713,0.75786567,0.4660905,0.94809824,0.8925431,1.1063033,1.3557227,1.4251276,1.0611551,1.153166,0.90521586,1.3157547,0.7963418,1.4465666,0.9188303,1.3428594,1.1936724,1.3359683,1.0805871,0.68800414,1.2491528,0.73200125,1.0906972,1.3777196,0.9443387,1.0418721,0.99338764,1.2077074,1.0629003,0.8781649,0.74964947,0.99208593,0.76564425,1.1964179,0.3884099,1.1234913,1.0523788,1.2619923,0.78173465,0.78164893,0.93765336,0.75974375,1.1049267,1.289829,1.4088674,0.79376864,1.2251385,1.2448869,1.403203,0.65188533,0.9519918,0.80212486,0.8103434,0.8508935,1.3498114,1.3735187,1.0279242,1.4367671,1.1590508,0.92783445,1.1004001,0.7851703,1.1645614,1.0825049,1.2753537,1.1233579,0.57927,0.8517028,1.2306592,0.59905094,1.0103949,1.0980225,1.1857998,1.1855013,0.8171073,1.0304147,0.8352957,1.2285099,0.56976753,0.8019508,0.8389035,1.355454,0.8658987,1.243985,0.91915345,1.0641073,1.2338558,1.1548463,0.9248576,1.3654742,0.6162437,0.8018018,0.6037377,1.3295987,1.3319446,1.2379985,1.2633448,0.83293116,1.0893527,0.85445976,0.99769443,0.66387653,0.8119221,0.5819637,1.3507128,0.60862327
cracker,0.65775037,1.1896628,1.2779243,0.7972505,0.8258648,0.9061541,1.4077446,0.99517244,1.1877834,0.6751738,0.76592493,1.3779519,0.98046637,0.71837986,0.7838743,0.7178114,0.84041524,0.8605993,1.3111565,1.3724993,0.920273,0.85615903,0.9978273,1.2677,1.1846873,1.4341815,1.0533012,1.1731668,0.9271929,1.3931952,0.79492253,1.1548275,0.8968631,1.1266594,0.8274515,0.8873191,0.8301695,0.89165264,1.1130499,0.0,1.400615,0.7819222,1.3633692,0.5262612,0.7998833,1.067585,1.0012113,1.1173269,0.8871442,0.7937655,1.2946653,1.2440095,0.9342629,1.2420515,0.8441731,1.1739861,0.98112714,1.0859379,1.1401823,1.2632887,1.1723347,0.9264353,0.74560046,0.7377434,1.2210299,0.9888809,0.8920057,0.9862049,0.9101479,0.5979086,0.88389504,1.3822825,0.8793542,0.92668945,1.0103263,0.95535344,0.97599185,1.3849494,1.1983602,1.2767954,0.77363,0.76005745,1.0451869,0.6549738,0.9214543,0.9876536,0.971118,0.83152544,1.3350317,1.0173922,1.2016032,1.0797936,1.2464991,1.0160087,0.9278549,0.92639506,1.081387,0.68583757,1.4387941,1.4071983,1.0981151,1.0128329,0.88403624,1.337223,0.83813494,0.98220366,0.9511817,0.9154677,1.2812243,1.0419323,1.1409001,1.4075816,1.2703639,1.1760811,0.9462331,0.58583105,1.24205,1.4053866,0.9062809,1.1434898,1.1168536,1.500014,0.8523922,0.765014,0.75792944,1.3599126,0.7951353,1.1474808,1.0357922,0.6149593,1.3148146,1.1395873,0.8864771,1.2562553,0.9875296,0.9210279,0.74066806,1.1742238,1.2882873,1.1907923,1.2919602,1.2007192,1.1022856,0.7394665,0.949334,0.9774345,0.99943376,1.3726513,1.3698025,0.9553116
crayon,1.2253292,0.955214,0.32773912,0.9812287,1.3869323,1.0503026,0.4164046,0.507199,0.8592533,1.3387904,1.4799402,0.43547046,1.2173147,1.4342897,1.173837,1.4059122,1.1512829,1.2130092,0.5067916,0.39673108,1.220946,0.773856,1.038054,0.90287954,0.76013744,0.7495066,1.0171629,0.42382896,1.1417699,0.92448133,1.0070634,0.726452,1.4425437,1.1142151,1.209106,1.225092,0.8115076,0.73503613,1.3490754,1.400615,0.0,1.4704654,0.57308877,1.2551012,1.3696685,1.3410015,1.3501182,1.0161637,1.332053,1.2210754,0.55261505,0.3544004,1.1070538,0.71909887,1.2672954,0.7646993,1.2548821,0.4394549,1.025718,0.65581125,0.5981358,0.83422273,1.1490228,1.4257116,0.69153905,1.1955396,1.1380337,0.4928652,1.2704825,1.2399045,1.2815746,0.46528983,1.1952827,1.1344506,1.3735468,0.89944255,1.3459098,0.2439667,1.1854483,0.58910537,1.1910871,0.9163248,1.007069,1.5433873,1.1137111,1.1933769,1.036589,0.8557671,0.27510613,1.0400885,0.69078904,0.9877358,0.41271228,1.2499497,1.1722193,1.4169998,1.2696567,1.4100978,0.08944094,0.11038613,1.0663177,0.41900462,1.0998418,0.6464687,0.93778604,1.2421117,0.6795044,1.1559068,0.65110874,0.9840865,1.2579312,0.76827234,0.54997754,1.0534858,1.1369271,1.2027433,0.8268459,0.44270307,1.3791218,1.0490558,1.2811531,0.30899292,1.4173801,1.3379834,1.3256176,0.38798118,1.2994897,0.37715095,1.1332405,1.14078,0.4248258,0.57519186,1.0523221,0.47703826,1.4064902,1.367964,1.409807,0.4433251,0.63579595,0.6684187,0.32740104,0.86396116,0.797496,1.237021,1.0616231,1.2174602,1.1792538,1.0014555,0.22898835,1.3339889
crib,0.98942274,1.2710867,1.5609757,1.3537432,0.71885765,1.1385128,1.5335042,1.4112132,0.73626906,0.3377769,0.20636487,1.4196036,0.50553185,0.55029297,0.9823344,0.49816954,0.56134915,0.71016186,1.1930597,1.3400863,0.6059194,1.369694,0.81239736,0.9722249,1.3578528,0.90625393,0.9355376,1.4239573,0.8761272,0.756127,1.2718358,1.2627329,0.27682132,0.9751052,0.8598622,0.7594474,1.3098878,1.1521031,0.60277104,0.7819222,1.4704654,0.0,1.2161564,0.88403994,1.0034252,1.0211947,0.40100378,0.7835069,0.7623079,0.8408906,1.4179933,1.5482624,1.1263343,1.3975483,0.7970536,1.3904114,0.73267186,1.4430417,1.1037928,1.3866484,1.2034405,1.3478793,1.0186363,0.50433916,1.3171889,1.0756152,0.886582,1.4003296,0.87237936,1.0376836,1.0062082,1.456588,1.0807831,0.85016733,0.6734823,1.1370472,0.70653534,1.3147886,0.55068916,1.2276548,1.0621635,1.2777432,0.9098944,0.6467001,0.82170445,0.75275636,1.0951221,1.3121922,1.5104967,1.004975,1.2494383,1.217473,1.510532,0.46891046,1.0982968,0.6519566,0.7752621,0.5685501,1.4844965,1.463664,1.0361805,1.5669408,1.0931617,1.170992,1.253365,0.8620017,1.1858699,1.1023828,1.4376208,1.273944,0.7607278,1.0764502,1.5193554,0.68315923,1.1753516,1.1026697,1.2130014,1.3713739,0.6554914,1.220496,0.82418704,1.4108424,0.47821182,0.5274327,0.5656332,1.4707034,0.74995005,1.36105,0.981926,1.1072258,1.4502784,1.1162562,0.81189996,1.4733272,0.7343577,0.65476316,0.4704182,1.4137986,1.4372066,1.1904974,1.3821707,1.0862316,1.0798426,0.6134254,0.9128412,0.790257,0.77113855,0.83758557,1.5371253,0.4472695
cup,1.5015625,1.0193628,0.7575,0.9130767,1.2790223,0.91893524,0.6479454,0.7614213,0.5427815,1.1537246,1.3838344,0.8252211,1.1227497,1.3879213,1.2913687,1.439077,1.0436717,1.1743579,0.1744082,0.33848697,0.8654141,0.7790116,1.0737298,0.19936824,0.89159495,0.54471606,1.1133354,0.81831557,1.3033464,0.76203895,1.0724354,0.764702,1.2441509,0.9332808,0.74519265,1.2045138,0.78255624,0.8814916,0.9087535,1.3633692,0.57308877,1.2161564,0.0,1.014926,1.3183393,1.1426377,1.1315271,1.0263741,1.3333826,1.2965456,0.9229452,0.7799111,1.1151857,0.8190099,1.3141766,1.0613989,1.151126,0.8970287,0.848253,1.0431772,0.6881025,1.1007307,1.2582254,1.1342217,1.0543394,0.99111927,1.3481027,0.88542515,1.4097368,1.1488926,1.2835234,0.7726178,1.174787,1.0574235,1.3149588,0.43817127,1.3491669,0.5284779,0.84053457,0.6119784,1.0587835,0.87816584,0.45520425,1.4798899,0.99236006,1.1800592,1.221958,0.8764107,0.7954631,0.72683614,0.9752409,1.21537,0.814017,0.9697167,1.0239117,1.4358811,1.2301626,1.3681779,0.61708474,0.6733323,0.98429275,0.6965815,1.1936134,0.813793,0.87785864,0.9647631,0.7776585,1.1292646,0.8970628,0.9765205,0.86916596,0.48751152,0.6179988,0.67802906,1.0457577,1.0280124,0.8916395,0.55062264,1.4168077,0.9256342,1.2121512,0.40046877,1.2720444,0.99381965,1.1874503,0.8466362,1.3419937,0.49522316,0.9502176,0.8944152,0.48703718,0.7598924,0.98290306,0.9579758,1.1470392,1.4080368,1.162752,0.4865687,0.9950649,1.0459614,0.5935704,0.6329825,0.83996415,0.9747147,1.094823,1.2024882,1.0638239,0.6360986,0.73973346,1.2105423
dish,1.086062,1.066979,1.1221149,0.6053972,0.93315196,0.8691016,1.1225427,1.0479504,1.0332139,0.63878006,0.93015534,1.3197246,1.0833498,0.9339564,0.9799334,1.0061022,0.858743,0.9642585,1.0469556,1.0023063,0.8430322,0.89178896,0.9869328,0.8908824,1.2317513,1.3136749,1.1877043,1.0487837,1.2027926,1.2933054,0.76950794,0.9649093,0.91793126,1.1474991,0.53418493,1.0908309,0.7860293,1.0968432,1.0677888,0.5262612,1.2551012,0.88403994,1.014926,0.0,1.0787205,1.0290797,1.0165446,1.0760075,0.99836797,0.9992192,1.271424,1.1044058,1.1050618,1.0684565,0.9412461,1.133391,1.113553,1.0332747,0.97686404,1.2707417,0.9958779,1.1195434,1.1587923,0.85313123,1.1875558,0.98469555,1.094979,0.86894935,1.0699608,0.5928978,0.9687098,1.312113,1.0597194,0.93642706,1.1093916,0.804047,1.1214187,1.1738995,1.1405559,0.9299126,0.76845086,0.59713596,0.83761513,0.8815207,0.87891,1.1627314,0.99350125,0.9737478,1.1853286,0.88594574,1.2315675,1.0691555,1.0820389,0.88124865,1.019467,1.1066322,1.1316534,0.9182786,1.3404992,1.3127971,1.0180049,0.87403977,1.117523,1.3598219,0.8633667,0.9339965,0.76916915,1.0750269,1.1982782,0.8836001,0.95901114,1.1252211,1.1484022,0.99505943,1.1376781,0.5250221,1.1847178,1.1799834,1.0425848,1.1368182,1.0966902,1.2153547,0.8981888,0.5376597,0.95711654,1.343632,1.0557745,0.9449109,0.9652122,0.47347307,1.0129908,1.0394098,0.83197576,1.2519166,1.0419408,1.0391959,0.8826977,0.94678986,1.2378299,1.311784,1.0898651,1.0660388,1.0805707,0.6292319,1.0585837,1.0167228,1.0404258,1.1484642,1.2681854,0.9669276
dog,0.5456735,1.045848,1.256986,1.1913948,1.0540642,1.0752375,1.3273251,1.249843,1.2385145,1.0607297,0.8872814,1.2343258,1.0764552,0.84889454,0.59557766,0.86935544,1.0307246,0.77209306,1.3114651,1.3966988,0.9742744,1.1873115,1.1487083,1.2183987,0.853158,1.3077332,0.90836215,1.301456,0.80472755,1.3109186,0.9956457,1.139463,0.9721509,0.91700995,1.0927817,0.96498203,1.1347134,1.2270219,0.94736713,0.7998833,1.3696685,1.0034252,1.3183393,1.0787205,0.0,0.5302736,1.0295036,1.1562678,0.9579528,0.668391,1.1902338,1.2670102,0.360909,0.9426867,0.8776426,1.1935637,0.8103237,1.0503082,1.0499892,1.2194362,1.2830043,0.7027354,0.68458,0.9003501,1.0730542,0.74048626,0.8175081,1.1982257,0.85489315,1.0253353,1.0032969,1.1718489,0.23194611,1.1226724,0.9664754,1.2248037,0.9799815,1.4048772,1.0639232,1.26637,0.9207058,1.221342,1.1349871,0.78989136,1.0015447,0.8795358,1.0700549,1.0982498,1.2712345,1.1498921,1.137342,1.0518098,1.2095855,1.1132615,0.8009484,0.8439103,1.0166452,0.7302507,1.3843348,1.3904238,0.9550127,1.3018197,0.4205088,1.2885044,1.0757216,0.91388047,1.2865818,0.2540003,1.2202637,1.0737569,0.9944055,1.2052501,1.093412,1.1224177,0.4928857,1.0090955,1.1870314,1.2235847,0.92997295,0.99224365,0.9911176,1.4005015,0.90713215,1.0933105,1.0351343,1.2138277,0.88554764,1.3103217,1.1084722,1.0802547,1.3860676,1.2079769,1.1238576,1.1760573,0.79463816,0.8843318,0.99679303,1.2645133,1.1853365,1.1595287,1.3441246,1.234828,0.946783,1.061046,0.89592546,0.8649517,0.8468896,1.1614754,1.2587159,0.9877032
doll,0.8219867,0.89856285,1.18591,1.0168726,0.96869886,0.93180585,1.1735139,1.2008606,1.1021762,1.2123754,0.9265064,1.1442721,1.1602747,0.79884917,0.75951743,0.99368,1.1210777,0.81030357,1.1581528,1.2749214,0.97773594,1.1447235,1.092743,1.0540684,0.96249545,1.209235,0.94621885,1.2520902,1.1413612,1.0997483,0.9496041,1.0154347,1.0283531,0.97370297,1.0186827,0.957604,1.0787292,1.1912566,0.75786567,1.067585,1.3410015,1.0211947,1.1426377,1.0290797,0.5302736,0.0,1.0396001,1.0658542,0.9553085,0.8402279,1.1755404,1.213854,0.8512285,1.0201732,0.9967746,0.9985002,0.8080659,1.1291331,0.8735397,1.1119748,1.1459699,0.79971284,0.96774507,0.94176084,1.0598203,0.6699752,0.9054624,1.134043,0.99095327,0.9538149,0.78443635,1.0390815,0.78637487,1.1772182,1.0097809,1.125462,0.99893975,1.295565,0.8643701,1.2463878,0.886033,1.147547,1.1636093,0.7146991,1.0326922,0.80503327,1.1086652,1.124399,1.2312452,1.0611023,1.1310806,1.0570766,1.1588237,1.0674173,0.790764,0.83356225,1.053038,0.89636487,1.3092574,1.3114209,0.8629445,1.2558877,0.7379716,1.2048317,1.0264335,0.8419117,1.2421589,0.7813307,0.9757855,0.8416412,0.7068008,1.0942765,1.026209,0.97340775,0.6649283,1.0067194,1.1195198,1.0233717,1.0067765,0.74704486,0.9671431,1.1979934,0.9370613,1.1307611,1.100845,1.1484939,1.0466043,1.3270164,0.91923606,1.123027,1.195373,1.2688766,1.0720086,1.1215864,0.63102037,0.9388584,1.0155524,1.1640038,1.0503355,1.132053,1.1739063,1.0763557,0.705747,0.8956834,1.0292951,0.7954695,0.7953467,0.8620327,1.1839782,1.0265216
door,1.1050186,1.1773726,1.4608511,1.2514988,0.7108951,1.1603919,1.2888631,1.467005,0.94299614,0.7385599,0.5151991,1.2652717,0.6330327,0.7998205,1.1028666,0.7497325,1.030842,0.99221325,1.0832772,1.2772622,0.8589374,1.3295016,0.75978625,0.96069205,1.2854564,0.7161392,0.98967385,1.3831472,0.69817835,0.69204456,1.3103707,1.2423053,0.2176938,0.7975284,0.9653232,0.7948244,1.3152895,1.2933568,0.4660905,1.0012113,1.3501182,0.40100378,1.1315271,1.0165446,1.0295036,1.0396001,0.0,0.9148205,0.81069374,1.0762379,1.2470899,1.4298089,1.1271034,1.2076707,0.76756537,1.2838898,0.87013936,1.4256337,0.9864328,1.2983017,1.2770511,1.3941934,1.1288266,0.58970064,1.1910217,1.0298097,0.90410507,1.464216,0.7748544,1.0738573,0.9646451,1.3128438,1.1122688,0.7711084,0.57380956,1.0614971,0.68328285,1.2446721,0.46584356,1.0507389,1.1376944,1.3272039,0.84108967,0.78484577,0.7902247,0.79585564,1.0285475,1.3262973,1.3590038,0.9946749,1.1904149,1.1218345,1.4405034,0.43619972,1.1104037,0.7384875,0.6922643,0.8408324,1.3556013,1.3480502,1.0198468,1.511373,1.2129031,1.0099225,1.1914265,0.9005305,1.2583596,1.1420759,1.4140813,1.2694275,0.80637485,1.0485796,1.2830224,0.56615317,1.1107304,1.1730632,1.1636249,1.2760293,0.6844631,1.322389,0.77850693,1.3067809,0.26371968,0.7171324,0.748036,1.3415308,0.73828673,1.3563783,1.08137,1.1243606,1.3864045,0.91581863,0.8746966,1.3152404,0.7265844,0.73082805,0.5751699,1.4682181,1.3086705,1.165832,1.2747476,0.97585535,1.3442189,0.9914134,0.91530037,0.6896902,0.9724058,0.7074834,1.3796456,0.223153
drawer,0.92260665,0.98156965,1.110383,1.1313461,1.00776,1.1678615,1.1327262,1.0414304,0.9323586,0.96077037,0.9574171,0.7967357,0.7469099,1.1473354,1.063657,1.0818663,0.90887964,1.0209831,1.1209227,0.89746624,0.8201729,1.1251938,0.8020794,1.0633527,1.0795012,0.7104266,0.9352876,0.993682,1.1294785,0.5891752,1.1761194,1.0341295,0.8671746,0.9482945,1.097901,0.99756056,1.0980723,1.0493501,0.94809824,1.1173269,1.0161637,0.7835069,1.0263741,1.0760075,1.1562678,1.0658542,0.9148205,0.0,1.1001546,1.0018814,0.9162859,1.1067423,1.1461285,1.1097085,1.0800482,0.92969775,1.0196248,0.9089061,0.9893511,0.8055229,0.934137,1.0345577,1.053742,1.1496153,0.98184335,1.1746135,1.177818,1.0742307,1.0383899,1.0415846,1.0181767,0.97803247,1.0724665,1.0038818,1.014009,0.9718856,1.0062574,0.78822106,0.78285193,1.082656,1.2024221,1.1295743,1.1505882,1.0670106,0.88647366,1.0875727,0.96488816,1.1299994,1.0617948,1.0230865,0.94260156,0.96320736,1.1157448,0.8232325,1.0746031,1.0887312,0.90264744,1.0785913,0.861257,0.8589468,1.0808283,1.0351273,1.0168983,0.70746714,1.2067554,1.0807893,0.9885985,1.0466744,0.87510014,1.038987,0.97018594,0.764825,1.1472363,0.99159116,1.2002368,1.1217288,0.9737149,1.1594794,1.0403621,0.93191916,0.859795,0.89522904,0.9722735,0.8802631,0.70654505,0.86197007,0.9557288,0.961493,1.1107507,1.2242597,0.9510272,0.8753179,0.81348324,0.9737605,0.92119956,1.0429097,1.0669785,1.0196056,0.89361715,0.714209,1.045827,0.99881,0.9911998,0.9366853,1.0502084,1.000562,0.774293,0.8790118,0.9881262,1.0613308
dress,0.9896435,0.9174828,1.227626,1.0658209,0.49735904,1.1305811,1.2070771,1.3559363,1.3150613,0.7259817,0.62996256,1.2406164,0.90903324,0.6527514,0.96874654,0.6621866,1.0240741,0.9988792,1.2569487,1.416713,1.0777942,1.2791705,1.0146914,1.2386568,1.2483926,1.15039,1.0858934,1.2238588,0.7015113,1.0375892,1.1890359,1.2047497,0.72772956,0.962943,0.95894456,0.87729585,1.3238506,1.211958,0.8925431,0.8871442,1.332053,0.7623079,1.3333826,0.99836797,0.9579528,0.9553085,0.81069374,1.1001546,0.0,0.9089671,1.0694773,1.1782476,1.0811512,1.2085041,0.7046931,0.8822878,1.0312335,1.3105464,1.0652187,0.8803369,1.3161335,1.2699049,1.0137157,0.7876879,0.9557689,0.99043834,0.8800418,1.2214946,0.6708907,0.96258706,0.63672805,1.1906178,1.0871538,1.0080234,0.31266582,1.2349819,0.3597846,1.362962,1.0566486,1.2782924,1.0604165,1.1431808,1.1259243,0.702942,1.0746188,0.95289564,0.8075117,1.2362587,1.1548028,1.1742511,1.0283589,0.82609224,1.1996317,0.9513238,1.1495837,0.49061954,0.43896484,0.7836524,1.3449768,1.2886593,1.0891135,1.3123069,1.1359965,1.0593954,1.2418085,0.9487474,1.291243,1.1271384,1.1518456,1.069886,1.0519555,1.3225796,1.3619101,1.1133959,1.0703478,1.0435206,1.0401179,1.3474467,0.25375378,1.1535841,0.5021249,1.3916149,0.7221074,0.8635164,0.8317209,1.1258416,0.81977534,1.3665348,0.9435404,1.11925,1.4183493,1.1977478,1.0341735,1.1544328,0.9931545,0.27023315,0.6758733,1.4084005,0.91689324,1.1672336,1.2097756,1.2341342,1.2696664,1.0792174,1.0262688,0.9673374,1.0218695,1.1263579,1.2344586,0.7635048
duck,0.5951741,1.1218791,1.2093787,1.1916833,0.9429775,0.947302,1.2922196,1.118324,1.0657556,0.84043986,0.8067273,1.2241304,0.9691225,0.7241635,0.14302689,0.77435946,0.8018172,0.6511144,1.2800343,1.256197,0.89903015,1.1736807,1.1141101,1.1915836,0.8829626,1.1920334,0.9469561,1.2120024,1.0212501,1.2233067,1.0323461,1.0833277,0.99969655,1.0561063,1.0596024,0.9058691,1.0850222,1.0381033,1.1063033,0.7937655,1.2210754,0.8408906,1.2965456,0.9992192,0.668391,0.8402279,1.0762379,1.0018814,0.9089671,0.0,1.1468196,1.2199445,0.9370179,1.1155863,0.94053584,1.1690496,0.7967768,0.8535755,1.1151221,1.1823856,1.0132602,0.73695886,0.702735,0.9212626,1.1674771,1.0108777,0.9277593,1.1018342,0.95321554,0.9810497,0.992561,1.18481,0.83293617,1.0585828,1.0080696,1.2659388,0.97716355,1.1927291,1.0949422,1.229061,0.9036407,1.1382114,1.1165658,0.800168,0.94084567,1.0310938,1.1459715,1.1579077,1.2179525,1.1565354,0.9749186,1.1205065,1.1826962,1.0114971,0.8950157,0.9087566,1.0674514,0.5659897,1.2213308,1.2302216,1.0333053,1.2341915,0.9014887,1.2142895,1.0652697,1.0102178,1.0360008,0.8405697,1.1579396,1.0488085,1.045758,1.1536095,1.2195351,1.1036184,0.89441353,0.97519326,1.1741732,1.1498251,0.9403163,1.0087203,1.0778894,1.2500399,1.0193832,0.93259245,0.89085454,1.1906108,0.957147,1.2097006,1.0054207,1.0455852,1.2215902,1.1601973,1.0929388,1.1490812,1.0223699,0.90561616,0.88245004,1.1336501,1.2004809,1.0360428,1.2102139,1.2219312,0.88693625,0.8221159,0.9152803,1.0524071,0.8560153,1.1707926,1.2578552,1.0000409
ear,1.1371056,0.60902417,0.5362507,0.84969497,1.1207188,1.0683124,0.43526328,0.87649596,1.2322557,1.3663006,1.4507602,0.5442169,1.3259188,1.263248,1.1400654,1.32105,1.2935009,1.3034587,0.8814329,0.880736,1.3183432,1.0001374,1.1043262,1.1731119,0.9444866,0.9607476,1.0856864,0.49899304,1.0204564,0.9851452,1.0811114,0.9452535,1.359421,0.8455734,1.3001102,1.0868969,1.1074129,0.95673317,1.3557227,1.2946653,0.55261505,1.4179933,0.9229452,1.271424,1.1902338,1.1755404,1.2470899,0.9162859,1.0694773,1.1468196,0.0,0.4301532,1.084581,0.69046724,1.0791378,0.3786677,1.2601099,0.75591606,0.97757417,0.26467663,1.0263294,1.0185981,1.0673953,1.3434834,0.4195435,1.1615986,1.1131959,0.631431,0.8211668,1.1713887,0.87985325,0.56392574,1.1456633,1.200136,1.0877665,0.99021846,1.0808338,0.80495477,1.2241852,0.95631045,1.215972,0.97935355,1.180406,1.2389387,1.0795457,1.2337255,0.5965301,0.9627607,0.32344127,1.1624401,0.6982017,0.40072113,0.55526537,1.303598,1.1251857,1.1550161,0.95702016,1.3742397,0.55606353,0.5117942,1.096364,0.7051764,0.99966305,0.70424396,1.2047131,1.244565,1.1044725,1.1229718,0.6005574,0.89641166,1.4171643,1.0790575,0.7516223,1.2561305,1.1213188,1.1923953,0.7491786,0.84907025,1.0945964,0.8883501,0.89327264,0.68224376,1.2550101,1.3716807,1.1978846,0.27640152,1.1390529,0.87814146,1.1178541,1.2721362,0.8768598,0.7808221,1.2483413,0.35191202,1.2894024,1.1281055,1.4465173,0.89684784,0.24491894,0.62756175,0.6481967,1.0114521,1.067773,1.465719,1.0729716,1.1544816,1.13624,1.1515278,0.39446437,1.282668
egg,1.2617683,0.76923347,0.08244383,0.6942743,1.2948099,0.8735825,0.2514143,0.47920656,1.1049453,1.377038,1.5610639,0.6364368,1.4396497,1.4248737,1.1776099,1.4886081,1.2324121,1.3808098,0.7043605,0.5440966,1.3570192,0.58984494,1.2438512,1.1191789,0.9022023,1.0189085,1.1412235,0.26208365,1.1234518,1.0950482,0.8234228,0.709466,1.5108775,1.0420358,1.1435769,1.3610475,0.68485045,0.7558765,1.4251276,1.2440095,0.3544004,1.5482624,0.7799111,1.1044058,1.2670102,1.213854,1.4298089,1.1067423,1.1782476,1.2199445,0.4301532,0.0,1.0889006,0.6244931,1.1975054,0.5627732,1.3597748,0.6105181,1.0554056,0.4860466,0.857511,0.94667596,1.2220762,1.4661548,0.5677432,1.0612668,1.125061,0.5154154,1.081658,1.0645353,1.127805,0.47442126,1.2046909,1.2738669,1.3227397,0.87741363,1.266385,0.6192526,1.3714796,0.7206632,1.1070027,0.65052664,1.1415505,1.4618914,1.1785523,1.2940137,0.8689878,0.61405814,0.15785027,1.1074215,0.8963951,0.70754623,0.08411741,1.4254668,1.1287704,1.3762493,1.2001655,1.4974351,0.419479,0.40581113,1.0636191,0.2989583,1.0906764,0.7590803,0.8702066,1.2492085,0.82724845,1.1580994,0.3820306,0.6075473,1.4020479,0.97106993,0.4933437,1.2629298,1.0941801,1.0693758,0.863707,0.61260545,1.2496362,1.0072091,1.1498688,0.5456828,1.4104589,1.4143815,1.3616467,0.3411082,1.2848614,0.48195583,1.1258501,1.0148245,0.59390783,0.81135416,1.2503345,0.35097373,1.4082632,1.2626054,1.4595954,0.48944354,0.42839122,0.84529006,0.6014093,1.034751,0.9261242,1.3704677,1.1340189,1.2362535,1.2403184,1.2645409,0.2902472,1.3743238
