,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
soup,1.0893065,1.1063132,1.1483812,1.0479566,1.1529186,1.1042612,1.0629327,1.1327475,0.7303175,1.0914207,0.9871317,1.1190069,0.97253025,1.0742,1.0330975,0.89188564,1.0631231,1.1162386,1.1073993,1.0010992,0.9072132,0.58510554,1.0472329,1.0363679,1.1572437,1.1247295,1.0704557,1.0105076,1.0531497,1.1087534,0.7426117,0.77332807,1.1031041,1.0117341,0.58058226,1.0959432,0.63765275,1.0360862,0.81428874,1.1319765,0.948065,1.0494275,0.9591247,1.0907844,1.0108762,1.0116847,1.1389415,1.1512921,0.94105136,0.92665285,1.0003006,1.1602244,1.0130118,0.98099923,1.1066412,1.1573833,1.003539,1.0733265,1.0668617,0.6749454,1.1373484,1.2090755,1.0417,0.8757397,0.97652173,0.9746275,1.0587857,1.2314979,1.0127966,1.0197875,0.9402628,1.2232138,0.73813856,1.0936599,1.0809774,1.0740526,0.7440085,0.9701965,0.85143495,1.0027583,0.8861735,0.97911483,1.0072051,0.9412447,1.1279683,0.8099605,1.1120121,1.0596926,1.1051931,0.8833863,0.965203,1.089809,1.0236151,0.8481711,1.1012084,1.0787197,0.9375061,1.1651112,0.71323293,1.0503343,0.7260792,0.9739857,1.1842133,1.0745674,1.1714089,1.0598611,0.9886685,0.9797371,0.8860139,0.7715508,1.0101633,1.0710517,1.0718466,1.1698484,1.050694,1.0667161,0.9700733,0.73368603,1.0185033,1.2095658,1.078882,0.90377384,1.1293447,0.0,0.779331,1.0755764,0.8659199,1.1207817,1.0263765,0.881594,1.0345017,1.177846,1.0490028,1.1602436,0.8868411,1.1824596,0.94525045,1.0494163,1.2398257,1.1412678,1.0728084
spoon,0.8188991,0.8551755,1.0578209,1.1842424,1.1751453,1.1117548,0.8892448,1.0300863,1.003048,0.93081975,1.1079197,0.8459354,1.106321,1.2093403,0.68866235,1.1810467,0.98750955,0.80656517,1.0412889,0.8395135,0.7790032,0.78532004,0.81387186,1.0163302,0.7931394,0.94909215,1.0142647,0.80248636,1.1482207,1.1220745,0.76991105,0.71955484,0.98292273,1.0967228,0.85524243,0.82973003,0.7016723,1.3228652,0.9515526,0.82188976,0.9970039,1.0297339,1.197,1.1377168,0.9469592,0.75677776,1.2771387,0.96350557,1.0078503,1.180878,1.2914755,0.9097441,1.1672652,0.7377878,1.1008635,0.84664476,0.35119355,0.73553413,1.0640724,0.9040482,1.0044037,0.97534186,1.0180185,0.9899019,1.306761,1.1577742,1.0540353,0.9702945,0.9474365,1.1910189,0.94235456,1.2653244,0.9881505,1.2476523,0.43040776,1.1395024,0.60138375,1.1180217,0.98608625,0.99009645,1.0163078,1.1255533,1.0878223,1.062479,0.9671637,0.8117266,0.8026576,0.96111953,0.92471224,0.9499145,1.1476213,1.3761003,1.2236242,0.9660829,0.7893629,0.71977234,0.9101844,0.79326326,0.9371697,0.8983734,0.7092055,1.2016007,1.1691711,0.9528288,0.87258434,1.1761051,1.0172918,0.9459864,1.1635646,1.1229249,1.2740306,0.47783446,1.3678138,0.8122084,1.2462467,0.63728607,1.1476369,0.7540703,1.2497313,0.98530865,1.2135811,0.9270884,0.7765482,0.779331,0.0,0.95553094,0.89981866,1.0651735,1.2849321,1.2702005,0.8480398,0.9883812,0.84730947,0.6045385,0.8337574,1.0589337,0.69815874,1.2353514,0.81981397,1.0561068,1.1011451
sprinkler,1.0199326,1.1094184,0.8551041,1.1185607,0.84950274,0.7697046,1.1105951,0.97551316,1.054907,0.8577454,1.000678,0.7347475,1.1370777,1.1785145,0.9822014,1.1281312,1.0435255,1.0112785,0.78069645,0.82607174,1.1643652,1.1559474,0.90312284,0.98291194,0.87091136,0.89794433,1.0948077,1.0748936,0.8670503,1.1395243,1.1001444,0.96359354,1.1405553,1.1615657,1.0178478,0.9330475,1.0431744,1.0557245,0.9664401,0.61911684,0.99782145,0.79403716,1.1043034,1.1131142,1.1208806,1.0792553,1.1675078,1.0658189,1.0311065,1.0635784,1.0764965,1.0283297,1.1228864,0.95841306,0.9689622,1.1668644,0.8734516,0.8877283,0.99778295,1.1314859,0.883857,1.049648,0.92544454,0.9764786,1.1256577,1.0196631,1.170309,0.9820514,1.0524611,1.0921178,0.7695496,1.0499487,1.0418724,1.0962286,0.78690374,1.0956618,1.0078624,1.1554035,1.1088635,0.8588304,1.1098294,1.1589477,1.1918726,0.9882418,0.87036085,1.199049,0.95205504,1.128731,0.9830118,1.2034948,0.9754487,1.1021097,1.1405827,1.0542171,0.61071676,0.6120535,0.967617,0.98615944,1.0840181,0.9542999,0.9084033,1.1400304,1.0253699,1.199544,0.95769984,1.0684975,1.009957,1.0598696,0.97955257,1.0168438,1.0939915,0.84018695,1.0860257,1.0133872,1.142015,0.99308425,0.92585975,1.0514442,0.96338594,0.7896522,0.9753617,0.81339884,1.0336949,1.0755764,0.95553094,0.0,1.0836135,1.0953927,0.9624766,1.0549963,0.92861104,0.980975,0.9386609,0.6798984,1.2130392,0.8803445,1.1864511,1.1242568,0.89668095,0.7201043,1.0510354
strawberry,0.93125904,0.79185784,0.95536023,1.0446266,0.8949981,0.9590539,0.9894719,1.1798062,1.0275663,1.1068344,1.1038502,1.0112282,1.1349727,1.1347686,1.0869931,1.1570871,1.0061046,1.0480491,1.0789938,1.0262471,0.9602529,0.68602324,0.9326936,1.0557185,0.9429959,1.0795753,1.0253327,0.5391464,1.2051353,1.1428738,0.72717255,1.0292791,1.0002935,0.78779894,0.8755915,1.0831621,0.83536047,1.1733558,0.87812054,1.0239408,1.0037562,1.0701901,1.1516185,0.9732384,1.0701823,0.94202036,1.0925974,0.80833113,0.7693184,1.1501703,1.1072338,0.76216894,1.0631518,0.8055536,1.1142172,0.8318324,0.9607465,0.8155987,1.2174765,0.8582856,1.0315032,0.9225291,1.0957875,0.59588104,1.120654,1.0149547,0.86648583,1.0085801,1.0249472,1.1323547,1.1408594,1.1671178,1.0304973,1.1109741,1.0744873,1.2047288,1.1140052,1.0003409,0.891667,0.95782,0.958191,0.9428503,0.8379584,1.0310938,0.9299959,0.83758867,0.91879284,0.8178295,0.93046445,1.0546197,1.1965486,1.17056,1.1212384,0.92362976,1.0860116,1.039264,0.83575326,1.0110085,0.8203423,0.9540141,0.9931186,1.0547644,0.9876246,1.1212099,1.1128663,1.068813,1.1544489,0.8845499,1.0298744,0.9005466,1.1168888,0.9834402,1.1859536,0.9743169,0.98753625,1.0129358,1.1513326,1.0379398,1.244747,0.969247,1.2221783,0.89359903,0.81820786,0.8659199,0.89981866,1.0836135,0.0,1.0320832,1.1657823,1.1768649,0.9088553,0.86300987,0.86280525,0.88987607,0.8972292,0.9064368,1.0963024,1.1400851,1.2096786,1.1136261,1.1777332
stroller,0.8764442,0.9478692,1.2578539,0.82120216,1.0881276,1.2763795,1.0464358,0.9764135,0.9606296,1.2039129,1.0254585,1.2597754,0.7419921,0.7132399,0.91048133,0.8243295,0.84840107,1.1748211,1.2875732,1.385709,0.9400689,1.3253418,0.9622288,1.0626487,1.1029528,1.1315362,0.867396,1.2491412,1.0650836,0.5896852,1.2574637,1.0812573,0.7804765,0.88873184,1.1918204,0.92217547,1.4080756,0.689258,1.1467214,1.4072866,1.0413829,1.314443,0.6241321,0.4411959,0.8313702,1.0185786,0.6555188,1.1219726,1.2877394,0.7158477,0.98833627,1.2595291,0.8084077,1.013516,0.72255194,0.93692493,1.1479852,0.9780739,1.0772799,1.0444319,1.330498,0.758126,1.1847024,1.2409701,0.8733715,1.033401,0.93970037,1.1341747,1.0034888,0.6418338,0.7155345,0.9397047,1.1884788,0.6942182,1.1449369,0.73978364,1.155479,0.91455483,0.8082077,1.2777274,1.0196065,0.6769382,0.49545944,1.2042407,1.3867745,1.1208723,1.2846122,1.1936524,1.3229607,0.8519839,0.82589495,0.7105226,0.72658026,1.021413,1.4029886,1.4036548,1.0215262,1.0638742,1.3100812,0.8409628,1.4660378,0.5773386,1.1471167,0.73480856,0.9434899,0.77394676,1.1004394,0.5647862,0.9996828,0.9688699,0.8218869,0.99075013,0.7996775,0.95385873,0.8031247,1.1953502,0.99847496,1.0861523,0.81048155,1.3306893,0.9256064,1.3532572,0.9967707,1.1207817,1.0651735,1.0953927,1.0320832,0.0,0.9409342,0.8429014,1.3148482,1.2843056,1.2483212,0.97246695,1.0299635,0.68866104,0.99202424,0.97072744,0.72091365,1.3462682,0.9523941
sweater,1.13922,1.1143193,1.3001046,0.6573153,1.2395551,1.1902124,1.1306163,1.3179126,0.5720135,0.92732525,0.8266561,1.3018987,0.73900473,0.7634022,1.2595346,0.7714106,1.0715231,1.3183386,1.3298203,1.3464879,1.1233971,1.192828,1.0923591,1.1887879,1.2998945,1.356088,1.2059201,1.1780213,0.88854796,0.78421783,1.3089607,1.1787955,0.93927777,0.93071574,0.9996151,1.0943878,1.2441444,0.6062924,1.0625087,1.344266,0.92946154,1.3392193,0.75747925,1.0549607,0.9565091,1.1038367,0.77353764,1.1919426,1.2367946,0.7142369,0.67127943,1.2138066,0.92021567,1.202357,1.0843182,1.2409735,1.3996962,1.3340268,0.88515645,0.9317907,1.2157184,1.2716444,1.0079623,1.2477237,0.66135085,0.75112045,0.9160436,1.315276,1.1149398,0.77798665,0.7322953,0.68599397,1.1929252,0.52144206,1.177247,0.8675767,1.1452422,0.854572,0.9107469,1.2045637,1.1006176,0.9058613,1.0189109,1.0685582,1.3142928,1.1817248,1.2669828,1.0718808,1.3300619,0.9546101,0.71966374,0.58695906,0.56127465,0.9283494,1.3030864,1.3208077,0.88721544,1.3326864,1.1467806,1.2669069,1.1981852,0.74188507,1.2854686,1.1279286,1.2498033,0.8268477,0.92000955,0.9891447,0.8067776,0.87000173,0.70711225,1.1592946,0.2987445,1.2874076,0.6210156,1.319174,0.57774734,0.89744306,0.59971815,1.3204147,0.7590677,1.1513807,1.2036766,1.0263765,1.2849321,0.9624766,1.1657823,0.9409342,0.0,0.5070367,1.3728604,1.2427435,1.110193,1.1680585,1.2400973,1.2500558,1.1596625,0.9842643,1.1699795,1.2028508,0.94675696
table,1.2354879,1.2888335,1.52248,0.6541839,1.2739174,1.320403,1.1607555,1.1517518,0.27968907,1.0554154,0.5868808,1.4373376,0.43402255,0.7074307,1.3243228,0.54238564,0.94007826,1.1817847,1.422729,1.4416314,0.8005229,1.1131997,1.0321816,1.10924,1.4577637,1.3769958,1.0905546,1.3664415,0.85709476,0.65082717,1.2295799,1.1333566,0.96947896,1.0309981,0.91428715,1.046158,1.2193861,0.44431716,0.92412657,1.5208337,0.7458487,1.3997916,0.69824314,1.0435789,0.8583737,0.97103876,0.8147738,1.3628865,1.3656999,0.6341603,0.76325023,1.4865708,0.827608,1.1948491,1.0712508,1.3984568,1.4546951,1.3611865,0.86583185,0.74589187,1.4737632,1.329162,1.0414747,1.1389129,0.7632679,0.6899556,0.93348974,1.6035082,1.0164818,0.81440985,0.5251336,0.8936805,1.0347363,0.7467335,1.2075286,0.6748479,1.0353478,0.7981054,0.7210742,1.4425938,0.9566563,0.82657623,1.0490388,1.0874237,1.5278833,0.95927644,1.4759009,1.3030751,1.530407,0.785846,0.6876817,0.5795212,0.7408829,0.58254504,1.4321672,1.4543879,0.9624436,1.3988632,0.991194,1.2391536,1.1165524,0.8039636,1.4448221,1.0174805,1.2356284,0.7057959,0.8726864,1.0830567,0.614291,0.6722131,0.7664678,1.0601274,0.5410559,1.3996356,0.85081,1.3798838,0.6003445,0.62701064,0.45965517,1.571182,0.6330119,1.2901716,1.1914144,0.881594,1.2702005,1.0549963,1.1768649,0.8429014,0.5070367,0.0,1.4180989,1.5086683,1.2385828,1.1650151,1.0379502,1.1195755,0.838447,0.91759074,1.104481,1.3897856,0.8239447
tape,0.8844336,0.8003217,0.40792835,1.540532,0.38152105,0.38371927,0.8097247,0.69691116,1.3578603,0.9420332,1.2810867,0.6870625,1.429431,1.3320603,0.7448946,1.4642222,0.8636035,0.5696652,0.45111483,0.40491772,1.018458,1.0583966,1.0993662,0.6182046,0.5440034,0.5505906,0.90011275,0.93701875,1.1559143,1.2309208,0.8004384,0.7222907,1.2524374,1.2231044,0.7125337,1.1574465,0.7070797,1.4458084,1.194536,0.5007025,1.1927063,0.408576,1.3548341,0.97550195,1.1682297,0.98806334,1.2982798,0.94016117,0.41697657,1.4351921,1.2873677,0.8194965,1.3756883,0.8441695,0.848693,0.9446712,0.7163867,0.5942573,1.1841884,1.0418776,0.6782496,0.78164256,0.96502924,0.7868688,1.4030035,1.1899772,1.3299495,0.42243093,0.81235963,1.3298973,1.4313896,1.2217933,0.6267067,1.4831685,0.8493189,1.2707317,0.7871387,1.3822079,1.3769437,0.55931216,0.89736617,1.2809684,1.1632141,0.8745356,0.47084963,1.0508977,0.75597626,0.97339827,0.5768101,1.0914241,1.4207174,1.4464335,1.5127425,1.235025,0.5751875,0.60100794,1.0653218,0.72057354,1.0156088,0.8679353,0.58340013,1.3583509,0.5651114,0.877095,0.6700801,1.1674974,1.1789244,1.1467491,1.3188372,1.2498577,1.3178108,0.8327255,1.5306411,0.6649018,1.3460212,0.6251358,1.283793,0.9734015,1.4010532,0.58164287,1.2806095,0.65405273,0.77097106,1.0345017,0.8480398,0.92861104,0.9088553,1.3148482,1.3728604,1.4180989,0.0,0.792917,1.0723368,0.88449204,1.0406095,0.5642438,0.80290616,1.0857093,0.92127067,0.6696075,1.1660155
toe,1.1578652,0.6021881,0.57288957,0.9141511,0.8641175,0.787898,1.0296868,1.0502796,1.4412317,1.0151098,1.4126503,0.64153194,1.4315469,1.1884924,1.0550414,1.4277179,1.279044,0.9807126,0.674438,0.66636795,1.3204484,0.888797,1.1412556,1.0774233,0.8427303,0.7553011,1.1532525,0.45079803,1.133447,1.3102851,0.90917486,1.1023675,0.97721475,1.0169091,1.0604256,1.0380049,0.9285056,1.3878093,1.1249586,0.5471058,1.378345,0.6954752,1.3481575,1.0486498,1.227031,1.0716462,1.1358399,0.34492594,0.6229043,1.357026,0.98009974,0.10837281,1.1264652,1.0968713,1.06471,0.4885593,0.8864104,1.0259386,1.2345573,1.1655684,0.33276236,0.8724648,1.049469,0.84780645,0.98775357,1.2319949,0.54565936,0.4500246,1.2503432,1.2890453,1.4313787,1.1501007,1.0263764,1.117366,0.9004326,1.2985628,1.0910356,0.7719503,1.1632146,0.61048347,1.1084758,1.0461283,1.0948069,0.9386485,0.32258785,1.13591,0.31030655,0.42288315,0.3548991,1.3298252,1.2144301,1.2634256,1.1068172,1.2655143,0.62337244,0.5936088,1.0060114,0.8348721,1.1019113,0.9892972,0.8466406,1.2687876,0.60284543,1.2105805,0.9729081,1.3078729,1.1771399,1.1608446,1.2973777,1.2996184,1.0817505,1.1737725,1.2233634,0.6824108,0.89218336,0.7099346,1.2017224,1.2926356,1.3545208,0.2678324,1.2749312,0.7818457,0.9903615,1.177846,0.9883812,0.980975,0.86300987,1.2843056,1.2427435,1.5086683,0.792917,0.0,0.57369876,0.89722776,1.1405423,1.1162889,1.2398125,1.132591,1.0409102,0.4662875,1.2177398
tooth,1.173966,0.8109295,0.8905975,0.94822013,1.1250411,0.979297,1.0383971,1.2008113,1.1025302,0.945176,1.1503088,0.7870258,1.1833336,1.1217957,1.1778394,1.2108513,1.2440884,1.1685586,0.9216822,0.92621136,1.2419659,0.7536564,0.85924125,1.2047081,0.9990947,0.92086333,1.084385,0.57485867,1.0854129,1.1027007,0.8364997,1.15739,0.8887565,0.7255513,1.0805767,0.9550193,0.9221545,1.2592925,0.87733746,0.69614804,1.1152732,0.9558566,1.2851663,1.2416399,1.1018323,1.0305692,1.1401644,0.6117733,0.9404853,1.1734542,1.0536181,0.48607057,1.0134687,0.9978426,1.2863026,0.7142026,0.88035536,1.1363419,1.009475,1.1213695,0.6310399,1.0416194,0.9476201,0.9033151,1.0236881,1.0653422,0.7969706,0.84691083,1.1953827,1.2357808,1.1222631,0.9388575,1.190522,0.9917257,0.88799393,1.1499212,1.013803,0.8917976,1.0867665,0.8887157,1.1597258,1.0792468,1.0989499,1.0917304,0.6779196,0.92778575,0.5308288,0.6320915,0.70202124,1.1701992,0.9797157,1.1597399,0.96713185,1.1073526,0.746997,0.71240795,0.9241955,0.9870858,0.85782385,1.1515261,0.9279565,1.2005429,0.96080846,1.3785267,1.2511723,1.236162,0.93026936,1.2074261,1.1491748,1.1048832,0.98521507,0.9731547,1.075263,1.0372007,0.91928375,0.7887201,1.0603333,1.1289277,1.1547308,0.64061415,1.1696606,0.84422785,1.0430497,1.0490028,0.84730947,0.9386609,0.86280525,1.2483212,1.110193,1.2385828,1.0723368,0.57369876,0.0,0.8891412,0.99195325,1.3100934,1.260126,1.0748003,0.9771964,0.71679807,1.1034513
toothbrush,1.0616115,0.98939633,1.0776639,0.98671114,0.94496053,1.0465908,0.92320305,1.0108128,1.0549471,1.0950482,1.1497864,0.98175,1.1541355,1.0032457,0.9723268,1.2247548,0.95878035,0.7253301,0.92149127,0.96643186,0.8881897,1.1004373,0.8327234,0.85467255,0.9820428,1.0194361,0.99136144,0.85857284,1.2464751,1.1161638,1.0090668,0.920697,1.0408939,1.0217818,1.0873505,0.7352406,1.1179472,1.2487959,0.9506621,0.74939203,1.0795753,0.9263379,1.2025847,0.92419887,1.0517126,0.95438457,1.0614295,0.8975493,1.0031849,1.1724476,1.2240517,0.852384,1.1144191,0.8205795,0.91567475,0.91000915,0.56633383,0.9194652,1.1589295,0.91583985,0.9926109,0.8476728,1.1490034,0.7192242,1.1673214,1.063045,0.79610336,1.0052369,0.90893006,1.2306957,0.90318227,1.1235884,0.93052715,1.143154,0.38339353,1.0874727,0.9340525,1.0874367,0.91580164,1.0945128,0.89996505,0.9994343,1.0922339,1.2439858,0.8730199,1.0512832,0.851819,0.99147123,1.0216868,1.0323184,1.1357875,1.1438227,1.2300383,0.8187889,0.7158513,0.6586106,0.92899996,0.9549159,1.056041,0.919639,0.9884206,1.2127856,1.0153538,0.9623445,0.8691547,1.0430797,1.2474294,1.0523808,1.0639379,1.0328349,1.1268219,0.51629454,1.2086197,0.850011,1.0646597,0.9136498,1.2064931,0.9803459,1.1045696,0.96399236,1.143282,1.1140823,0.77395,1.1602436,0.6045385,0.6798984,0.88987607,0.97246695,1.1680585,1.1650151,0.88449204,0.89722776,0.8891412,0.0,1.0200502,0.7570125,0.83541214,1.1403058,0.72505784,1.0094565,1.0818809
towel,0.82421577,1.0542539,1.0980788,1.1828327,1.209825,1.1975081,0.7315972,0.7803937,1.0668683,1.1873941,0.9452803,1.016797,1.0127784,0.9229199,0.89666307,0.62287146,1.0484766,0.7273704,1.0140245,0.9606433,0.74112177,0.5912531,0.50060123,0.8013792,0.98148614,0.8675987,1.0179236,0.94145167,1.176228,0.9829418,0.57140994,0.9198546,0.9559326,0.7716184,1.0042875,0.93837774,0.7046863,1.0846323,0.7640181,1.0740982,0.90628356,0.99405605,1.1562746,0.98376787,1.0202202,0.893249,0.9129056,1.053448,1.1172988,1.23738,1.3896656,1.1320767,1.144705,0.9488235,1.0012193,0.8922189,0.7722976,0.95867413,1.2321421,1.0950096,1.2069098,0.56302464,1.0564817,1.0178347,1.3654644,0.9784505,1.1809882,1.0911099,0.99261546,1.2698199,1.2274991,0.8341998,0.91222167,1.0900381,0.95589924,1.0647371,0.9596194,1.0872886,0.9353724,1.0537622,0.88931054,0.8937474,1.09647,0.8727665,1.1543941,0.06483036,1.0685984,1.1694378,1.020004,0.88428247,1.0712882,1.106901,1.0531807,0.696764,1.0548542,1.0330468,1.1572487,0.60703236,0.60002244,0.9066496,0.86558115,1.1504037,1.1019709,0.70446426,0.9794759,0.9356731,1.0760309,1.091396,0.78683996,0.9810797,1.0806178,0.9129355,1.2143811,0.75272244,1.0458534,0.7776932,1.3026057,0.8890517,1.2242882,1.1165158,1.2214406,1.0036843,0.7836632,0.8868411,0.8337574,1.2130392,0.8972292,1.0299635,1.2400973,1.0379502,1.0406095,1.1405423,0.99195325,1.0200502,0.0,1.0727906,0.6848079,1.0609105,0.949339,1.2381771,1.0529201
toy,0.7645333,1.0007602,0.7888704,1.2849925,0.5377753,0.80224144,0.74266046,0.79055756,1.2413559,1.2679303,1.1602651,1.1771353,1.2080555,0.9752772,0.7752162,1.1301266,0.58929396,0.7300112,0.7830672,0.94677275,0.8423632,1.2053388,0.9873662,0.7312538,0.7437872,1.0137645,0.94852674,1.2128878,1.3457996,1.0711441,0.99821854,0.9442279,1.2368311,1.1630572,1.1629649,1.090467,1.1577983,1.1185161,1.0915223,0.9437775,1.166816,0.8154359,0.974151,0.38205892,1.0746086,1.1108522,0.8980753,1.162039,0.726964,1.1478238,1.1215172,1.1683196,1.1479807,0.809979,0.6727608,1.090008,0.9926465,0.53901774,1.2010733,1.0729746,1.0669281,0.7141727,1.2145331,0.77214265,1.1729089,1.0210992,1.2469833,0.80392563,0.6689893,1.0147017,1.0445912,1.0978895,0.8002449,1.3176048,0.9989693,0.9605537,1.0857689,1.2013545,1.0491605,0.9008031,0.75659084,0.8458425,0.84221715,1.0344914,0.92998475,1.1618185,1.1965914,1.2227557,1.0133636,1.0527252,1.2404352,1.0138823,1.368829,1.0409249,0.9886185,1.0110666,0.9996556,1.1128957,1.0908356,0.83498526,1.0884112,0.973602,0.683644,0.6672971,0.70265174,0.8137183,1.2766126,0.87690616,0.9791087,0.97700375,1.0402695,0.70880085,1.28632,0.7684313,1.2617012,0.9769488,1.1978978,1.1370873,0.97815675,1.0124311,1.061111,1.0864252,0.9131659,1.1824596,1.0589337,0.8803445,0.9064368,0.68866104,1.2500558,1.1195755,0.5642438,1.1162889,1.3100934,0.7570125,1.0727906,0.0,0.799916,0.9820338,0.88217235,1.0336859,1.1815996
tray,0.94911635,1.1747725,0.94225514,1.2728579,1.0580267,1.0674644,0.75850964,0.6572003,0.87841755,1.2080754,0.92625034,1.0629963,0.8523473,1.1124701,0.80153537,0.9724447,0.8254082,0.31624985,0.8418282,0.6912753,0.4272315,0.9710141,0.9631252,0.67008245,0.9802954,0.88633054,0.80460095,1.2020268,1.2283635,0.927595,0.8154386,0.7889924,1.1663407,1.222136,0.87962943,0.8989425,0.906332,1.088756,1.0244591,0.96655566,0.92845714,0.819191,1.1144055,0.89756376,0.8655621,0.684875,1.1682804,1.3372421,0.9944907,1.1421173,1.3290597,1.3040698,1.0892692,1.0337373,0.7904749,1.1431918,0.64361924,0.96658987,1.0367544,1.007135,1.1867459,0.9023735,1.1676468,1.0538877,1.353192,0.92442745,1.2671977,1.03876,0.8424863,1.1935949,1.0476186,1.2704296,0.6536119,1.4109044,0.604388,0.84671396,0.7822105,1.198196,0.9478313,1.1103096,0.8381016,1.1138327,1.0863874,0.953853,1.0467921,0.7077485,1.2144893,1.361501,1.0346516,0.58107984,1.2195855,1.2557673,1.3703945,0.80998456,0.8516517,0.889231,1.2523738,0.82248783,0.87453014,0.8362056,0.5760489,1.2032028,1.0003394,0.5707218,0.5050198,0.8339008,1.1313099,1.1012369,0.93047535,1.0185869,1.2540905,0.77615404,1.3688234,0.92021257,1.3495679,0.82628953,1.1701015,0.49314463,1.053271,1.1344905,1.0561101,1.129553,0.7650978,0.94525045,0.69815874,1.1864511,1.0963024,0.99202424,1.1596625,0.838447,0.80290616,1.2398125,1.260126,0.83541214,0.6848079,0.799916,0.0,0.99729246,0.7511952,1.0907133,0.9643663
truck,0.9701435,1.1038913,1.0467297,0.9959194,0.9827732,1.0164717,1.0318949,0.8789118,1.0687467,0.95896786,0.9572555,1.0910065,1.060024,0.9769746,1.016686,1.0314056,1.0332204,1.0467308,0.8954068,1.0284029,1.0550982,1.1340394,1.1544212,0.9193053,1.0070804,0.9985488,0.6219933,1.1411285,0.952358,1.055472,1.0924562,1.0507407,0.9763646,1.0286728,1.1498969,0.9301554,1.1296579,1.0440606,1.096279,1.0739255,0.9990464,0.92973566,0.99476135,0.9460351,0.95969856,1.183701,0.8974669,1.1111116,1.1346724,0.9837218,0.93264997,1.158858,0.7311434,1.0056329,0.94083714,1.1887623,1.0517732,1.0635471,0.6133121,0.90067244,1.0525352,1.0209439,0.96215785,0.94880563,0.9251839,0.8965836,1.1131161,1.0912075,0.8086311,0.92118734,1.0407028,1.0062795,0.9718942,1.0378498,1.177161,0.9121722,1.0705107,1.0018448,1.057667,1.0875727,0.9278938,1.0278835,0.7797367,1.0241264,1.0753257,1.0833504,1.1054426,1.1776172,1.0737917,1.0178441,1.0493838,0.8483381,0.9114094,1.1038607,1.0708756,1.1058434,1.090841,1.1387562,1.0551617,1.0797601,1.0911952,0.9569937,0.9520958,1.0322151,1.0938126,0.87743044,0.913118,1.1529641,1.0764822,1.0531662,1.023048,1.1110113,0.9203005,1.0833771,1.0126717,1.0657823,1.0085597,1.1394293,0.98725975,1.078907,0.84668505,1.0880901,1.093768,1.0494163,1.2353514,1.1242568,1.1400851,0.97072744,0.9842643,0.91759074,1.0857093,1.132591,1.0748003,1.1403058,1.0609105,0.9820338,0.99729246,0.0,1.0493655,1.0146958,0.9553677
vacuum,0.948983,0.93755853,0.8919201,1.1777762,1.0145769,0.9668047,0.9498405,0.60743386,1.137696,1.0798472,1.1918516,0.78927475,0.87073207,1.1593021,0.8718238,1.2725742,1.0342269,0.7521285,0.7130791,0.8224997,0.7848036,1.3680174,0.8790115,0.5700145,0.8919023,0.46374762,0.9015509,1.148133,0.9745381,0.56257147,1.1205254,0.8935629,0.6489533,1.1202774,1.1437056,0.8082963,1.1004893,0.98891574,1.1663665,0.82128507,1.1756172,0.6976092,1.0893422,1.0001771,0.6342051,0.7243773,1.0213805,0.976839,1.1213422,1.030784,1.276492,1.0714406,0.9958238,1.1776786,0.7672626,1.0463824,0.73066306,1.0392408,1.0718089,1.1212502,1.0151273,0.8394613,1.0159599,1.2622621,1.2598319,1.1944208,1.1972926,0.83960533,1.0182309,1.0538964,1.0036131,1.160837,0.88605726,1.1198412,0.6871735,0.701681,0.8390151,1.122995,1.1191078,1.0663396,0.8694041,1.1952301,1.1149441,1.1178278,0.96941906,1.0370048,1.0013753,1.2212952,0.97324055,0.71365523,1.1325644,1.1952378,1.0228868,1.2378273,0.81928337,0.81267434,1.1932067,0.7892458,1.2739462,0.68276656,1.0383308,1.0648944,0.9163086,0.6995706,0.54876506,0.7825744,1.11887,0.99635506,1.2666277,1.2563989,1.2107296,0.8256422,1.2183965,0.95474,1.1806687,0.62464833,1.0813322,0.8950538,1.1105151,0.9140937,1.192625,1.1371613,0.88754344,1.2398257,0.81981397,0.89668095,1.2096786,0.72091365,1.1699795,1.104481,0.92127067,1.0409102,0.9771964,0.72505784,0.949339,0.88217235,0.7511952,1.0493655,0.0,0.940925,0.7836385
