,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,milk,mitten,motorcycle,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pig,pillow,pizza,plant,plate,pony,potato,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,toothbrush,towel,toy,tray,tree,vacuum,watch,window
hand,0.8303248,1.1700287,1.1275994,0.6217074,1.0394306,1.0140444,0.780131,1.2107995,0.991965,1.0377282,1.0094118,0.927071,0.6235305,0.93190086,0.87453914,1.0848992,1.1606854,1.3725599,1.3655145,1.1280079,0.8334494,1.0264448,1.2980006,1.0450593,1.338635,1.2562082,0.86746275,1.1234118,1.1383603,1.3002188,0.9591597,1.1259885,0.8737681,0.981535,0.94516313,1.2023487,1.153152,1.3406974,0.9151458,0.922416,1.1913328,1.080182,0.7873541,0.8353295,0.7553669,0.4591542,1.1586374,1.1348039,0.91505957,0.654758,1.1830046,0.821835,1.0042962,0.577669,1.0528779,0.77683496,0.6633397,0.0,1.0777413,0.9937016,1.0547274,0.7008577,1.0536349,0.61945474,1.1300639,1.3131849,1.4065559,1.2043872,0.7441986,1.351749,0.95183164,0.97466767,0.9037071,1.3028598,0.965199,1.1212304,0.56993973,0.7578443,0.81312394,1.145031,1.218426,1.0962858,0.9309965,0.6786206,1.140058,1.2355969,1.0046043,0.9774028,0.960425,1.4113511,1.0924641,1.1509364,1.0844449,1.2342422,0.63514704,0.98217165,0.85805017,1.1522243,1.3821208,1.0617934,1.0055314,1.1268282,1.3208643,0.96865785,0.87778026,0.8862735,1.0102314,1.0678376,0.5571438,0.8721912,1.1867806,0.6606528,0.45407927,1.1412156,1.2831683,1.0423799,0.95158964,1.0800078,0.7854521,1.0203496
hat,1.4439061,0.53267753,0.4593829,1.2796533,0.80185574,0.93625015,1.0362375,0.98279977,1.3589027,1.3198757,0.6911203,1.4443979,1.0838512,0.91262114,1.03683,1.3093394,1.0838526,0.7068707,0.6585964,1.1441284,0.74551445,1.3508283,0.9271921,0.850856,0.700484,0.778879,1.1871127,0.8854094,1.1998712,1.0174803,1.1988621,1.1036022,1.0701215,1.2500695,0.8983669,0.4445206,1.4765532,0.7707089,1.1623727,1.1509361,1.085137,1.0536855,1.0099453,0.9699031,1.124785,0.59357363,0.7700299,1.0294735,0.887081,0.7711245,0.848367,1.2909725,0.40555787,0.7891908,1.130656,0.97284025,1.022475,1.0777413,0.0,0.97821695,1.4100083,1.0054582,1.1545678,1.0849112,0.94581467,1.0061575,0.6299039,1.2053769,0.8973923,0.9279048,0.40031356,1.187073,0.77144194,0.7422705,1.3609767,1.1139541,0.8667257,1.0831193,1.4453807,0.53186387,0.70534873,1.1104715,0.71687496,1.3536423,1.1529,0.9025421,1.1070575,0.70945567,1.159154,0.63958555,1.3180604,1.1168997,1.0479002,0.6605613,1.1929536,0.63632095,0.70548475,1.281332,0.8778126,1.1228882,0.34753382,1.219699,0.65980285,0.69716585,0.9105596,1.0108517,1.1714622,1.2961125,1.2196256,1.4172978,1.1266755,0.3895718,1.1060159,0.72109455,0.77935165,1.4303092,1.2045058,1.3151525,0.41205716,1.1393387
horse,0.8993339,0.9427801,0.9981732,1.1490606,1.0366265,1.0232135,1.1080649,1.0778705,1.1673632,1.0923474,1.1071482,1.1166823,0.93198025,1.0220358,1.0857074,1.1286173,0.7386066,1.0456495,1.05918,0.9455376,1.0549833,1.0434555,1.0901321,0.8438623,1.0153823,1.0012046,0.8882613,0.994125,1.0311273,1.0433594,1.1346931,1.0888048,1.0723208,1.1023923,1.056332,0.9919516,1.1453577,1.0967102,0.7927202,0.9709776,1.0274656,1.0463858,1.0727211,1.0933752,1.0956602,0.9251574,0.8411118,1.0011452,0.95981014,0.95786524,0.79675484,1.2375559,0.988558,1.0564814,1.0592605,1.0187187,0.93323535,0.9937016,0.97821695,0.0,1.0202485,1.0607741,1.0362669,1.0271194,1.1098101,1.0681591,1.0075109,1.0195093,1.1027393,0.9830212,1.0223212,1.0797733,0.89169824,1.053474,1.1579988,0.8612516,1.0527859,1.0938762,0.9398278,0.98115474,1.0104244,0.78068495,1.0038596,0.9108966,1.0584775,1.1333531,0.25004226,1.008577,1.0335937,0.995648,1.0410676,0.78417075,1.131799,1.0561125,1.1035892,1.1139338,0.94952077,1.1323332,1.0531049,1.0340042,0.99789065,1.1588588,1.0464796,1.0295514,0.9833916,1.0506757,0.9834416,0.97450846,1.0831025,1.107745,0.9853762,0.9517607,1.0330322,0.9414662,0.9201716,1.1473607,1.0698632,1.1324471,0.96807784,0.9777064
hose,0.69765985,1.2890968,1.3567847,0.7550775,1.0225582,0.9569284,1.0567533,1.1701126,0.6337598,0.7293476,1.0920898,0.6439314,0.92413855,1.0749409,0.90061957,0.75400937,1.1060914,1.2579603,1.2524617,1.116122,1.2921569,0.76124036,1.2677623,1.1789337,1.2220503,1.1207619,0.862223,1.0178531,0.99439204,0.92554784,0.88470703,0.9964811,0.9571439,0.7835672,1.2867767,1.3170574,0.7667786,1.1907101,0.82575405,1.1338286,1.0934569,0.95639575,0.9993358,1.0743484,0.92972356,1.2800808,1.2828269,1.092856,1.0962416,1.200863,1.1053826,0.81713367,1.2944193,1.0593226,0.7428332,1.1522119,1.0104592,1.0547274,1.4100083,1.0202485,0.0,0.9070169,0.9875088,0.8782423,1.0936562,1.191652,1.1413438,1.0622216,1.042754,1.1489925,1.3926885,0.9533118,1.0429877,1.2041876,0.8606165,1.0077404,1.0035205,0.968001,0.82274824,1.2611991,1.214312,0.9744435,1.1580057,0.8302495,0.9433951,1.1015397,0.94036686,1.0913271,0.875571,1.1982995,0.9480993,0.98902327,0.79774827,1.1331347,0.91196233,1.1718382,1.1453328,0.9129604,1.1665747,0.85552156,1.3842151,0.69835114,1.273735,1.1316304,1.038328,1.031894,0.68433565,0.8694039,0.8516699,0.71921474,0.9361702,1.383361,0.9060326,1.3431437,1.2414945,0.7353996,0.81967574,0.43695712,1.2127392,0.892931
jacket,0.64945185,1.208375,1.3954494,0.57951677,1.097544,1.1458921,0.8253246,1.1055646,0.7510879,0.6016652,1.144217,0.7145812,0.43795955,0.9921887,0.45341188,0.8607007,1.1011615,1.4495279,1.4751843,1.0705118,1.212532,0.92911035,1.330962,1.1474801,1.2833096,1.3240061,0.8711455,1.0460883,1.0445529,1.3203652,0.790118,1.1258049,0.91597086,0.71227527,1.2746111,1.3758576,0.79800546,1.4444741,0.72060394,0.87671745,1.2073175,1.1941049,0.59262705,1.122579,0.8421605,1.1488719,1.2509329,1.2461134,1.0064782,1.1604165,1.0854402,0.8827147,1.2501891,0.3140536,0.9414706,1.0783921,0.91277677,0.7008577,1.0054582,1.0607741,0.9070169,0.0,1.14392,0.2469647,1.2034961,1.287398,1.4173849,1.1608517,0.49206555,1.3196734,1.3036993,0.86568654,0.9685794,1.2514477,0.9472608,1.1253355,0.240314,0.73337626,0.64366823,1.3689404,1.3530254,1.2225378,0.8940633,0.7177481,1.1589954,1.3176086,0.97127974,1.2662803,0.7277555,1.4498518,1.0048059,1.241819,0.687492,1.2574847,0.5215422,0.8119323,1.0727348,1.1188594,1.4125104,0.98069423,1.3474965,0.8783233,1.2875142,0.9022943,1.2417781,1.1824169,0.8911317,0.78503907,0.40931106,0.5345192,1.1294363,1.2109176,0.7393687,1.3052347,1.2578304,0.9884112,0.8430023,1.0023043,1.158498,1.0059669
jar,1.0273604,1.0374117,1.0231105,1.1672069,1.0685523,1.0582402,0.9529758,0.88283014,1.074129,1.1096265,1.0269172,1.1271363,0.9648408,1.0880553,1.1347239,1.0924411,0.9197273,0.7741691,0.99464655,0.9612773,1.0018483,0.97893137,0.6834856,0.94556284,0.95266366,1.103346,0.99846214,1.093091,1.038791,0.95134974,1.0240881,0.7924907,1.0281938,1.1244009,0.862221,1.0479954,1.0218837,0.8034192,1.0411383,0.96324795,0.93706274,1.0967612,1.023995,0.93986297,0.9622306,1.0594457,1.0521833,1.0021733,0.9545654,1.0384043,0.9554574,1.0176572,1.1179438,1.1135714,1.0611385,0.7547236,1.0316746,1.0536349,1.1545678,1.0362669,0.9875088,1.14392,0.0,1.1012326,1.0679548,0.99595416,1.0741057,0.66137516,0.96997803,1.1210684,1.101685,1.1219885,1.1488571,1.0592077,0.9653238,0.9891887,1.1568831,1.0950185,1.0449665,1.089596,1.0976402,1.0439353,1.138473,0.9419386,1.0163056,0.8226574,1.0087744,0.94219387,0.9125938,1.0427809,0.8399599,1.0522302,1.0572901,0.998902,1.0614482,1.0218546,0.9688167,1.0048004,1.0893493,1.0024967,1.0564139,1.0426629,1.1172035,0.9774218,0.97512984,0.97105426,1.0635613,0.953493,1.0778525,1.0868567,0.799258,1.1023037,0.9388473,1.1121575,0.9175991,0.97832847,1.0189639,0.8906219,1.0789344,1.0819733
jeans,0.58374506,1.3394756,1.4711275,0.49986905,1.0799193,1.0821911,0.8663846,1.1734608,0.71367407,0.5647047,1.186976,0.56402165,0.37792307,1.0245044,0.29572356,0.7785134,1.1983185,1.5243571,1.5449113,1.1533488,1.1697874,0.9138396,1.3915399,1.2363266,1.3820014,1.3100269,0.8781275,1.0922625,0.99835074,1.4129257,0.7062651,1.1517186,0.8930516,0.58557165,1.2330658,1.4670451,0.80971175,1.5085374,0.658167,0.9006647,1.2924227,1.2276137,0.6086819,1.1576554,0.8731908,1.1073779,1.2775159,1.2615423,0.92022854,1.2054883,1.2068944,0.9665048,1.2986037,0.21696049,0.83074665,1.078335,0.9127278,0.61945474,1.0849112,1.0271194,0.8782423,0.2469647,1.1012326,0.0,1.2953498,1.3522835,1.6158698,1.148657,0.35394406,1.3881307,1.3929049,0.86799324,1.0397719,1.3511133,0.8659755,1.1543885,0.15592897,0.5290686,0.68041897,1.4754329,1.4778697,1.1405939,0.7971655,0.6390167,1.1751263,1.4291153,0.948944,1.2420765,0.6454264,1.5412993,1.022724,1.1584795,0.7397047,1.2935737,0.49675488,0.5949843,1.0919302,1.1416888,1.5474786,0.8948331,1.3569665,0.8051906,1.4217772,0.7137649,1.1692669,1.2560828,0.8898101,0.8187406,0.34619468,0.5663708,1.218627,1.163098,0.6353577,1.3052222,1.351291,0.9612553,0.77152824,0.9606681,1.182961,0.93737924
knife,1.0984687,0.8750432,0.74838537,1.1321386,1.1151824,1.0516471,0.94919765,0.927609,1.1481011,1.2733364,0.7596477,1.1108111,1.3327212,1.0763776,1.3025937,1.1481351,0.904055,0.676115,0.6442851,0.8120837,0.78970027,1.124724,0.8580699,0.94846475,0.76965606,0.8935331,1.0614686,1.1125704,1.0249789,0.9174717,1.2284054,1.0490974,1.049063,1.2334818,0.7983767,0.43946934,1.1863178,0.75794584,1.3158461,1.1334398,1.0127795,0.85023826,1.187425,1.0696981,1.1565847,0.93326414,0.81255734,1.0465691,1.0747378,0.5899402,0.98228806,1.1607496,0.8274327,1.2828436,1.2118698,0.9912783,1.2041126,1.1300639,0.94581467,1.1098101,1.0936562,1.2034961,1.0679548,1.2953498,0.0,0.7774559,0.6843163,1.0421581,1.3321345,0.86910856,0.77009284,1.0437794,0.9772602,0.78727937,1.1184287,1.0522712,1.2560492,1.1727417,1.1149536,0.33147132,0.23838687,1.0720881,1.0128038,1.1008618,1.0671278,0.7501575,1.1591808,1.0624455,1.243211,0.6727383,1.1101581,1.0808138,1.1665113,0.44379294,1.199519,1.1093268,0.9915411,0.5503199,0.6601519,1.1645083,0.63908255,1.1351452,0.7740298,1.0444146,1.0522453,0.50815177,1.0640076,1.1566532,1.201104,1.0953057,0.9639393,0.8351001,0.987089,0.7271917,0.82815814,1.0301193,1.2425466,0.99368745,0.8283522,1.1402136
ladder,1.2446357,0.84293723,0.9614923,1.2315891,1.1435779,1.168855,1.2330956,0.5469501,1.0375364,1.023125,0.78739643,1.0127921,1.3818254,1.035529,1.2901883,0.95464414,0.80761755,0.69120204,0.65227365,0.70826185,1.0298783,1.0412184,0.63958615,0.96117264,0.56566477,0.83999527,1.1313055,0.95772135,0.40055764,0.91260624,0.94405854,1.0134156,1.0318598,0.9911718,0.93763375,0.7950132,0.6668861,0.8113201,1.2728494,1.0423062,0.6093048,0.6115113,1.1410955,1.1985414,1.2512915,1.0904008,0.97478956,0.9139135,0.9381203,0.96422815,1.0177361,1.2338176,0.98294663,1.2734127,1.0290726,1.1032373,1.193316,1.3131849,1.0061575,1.0681591,1.191652,1.287398,0.99595416,1.3522835,0.7774559,0.0,0.76695156,0.84046483,1.3081534,0.83747965,0.96633,1.1852633,1.0749369,0.9116244,0.8003702,1.02745,1.2917562,1.117417,1.2161556,0.72788846,0.68615425,1.064447,0.9493281,1.2607951,0.86641645,0.8819306,1.1116409,1.038598,0.99901146,0.72127914,0.7887003,1.0033561,1.0561181,0.84453297,1.257349,1.0408005,1.0141069,1.0153935,0.6651747,1.0145111,0.863517,1.1469676,0.86582154,0.97370857,1.148505,1.0192058,1.1270236,1.0774019,1.2992857,1.2380643,0.9602215,1.0259043,1.2219692,0.90213877,0.8035346,1.0491616,1.1670154,0.95873004,1.0170052,0.84836185
lamp,1.464143,0.5882323,0.50270975,1.3441274,0.921971,0.967715,1.1432422,0.9832301,1.2232335,1.371698,0.7210668,1.4817991,1.495704,1.0536132,1.4284871,1.1922013,1.0102684,0.5109724,0.47157395,1.0221106,0.88475716,1.3201487,0.7124904,0.8376105,0.50630707,0.6123655,1.1590706,0.6550376,1.1226186,0.52316487,1.3439096,0.9215844,1.0977807,1.361962,0.89694077,0.41089058,1.3397281,0.50364697,1.3685907,1.2385525,0.8367407,0.8411509,1.3409989,0.93505484,1.2208967,0.9382461,0.73121417,0.9103183,1.0017395,0.7472682,0.85288066,1.1796905,0.5963017,1.5124005,1.032945,1.0958488,1.2040718,1.4065559,0.6299039,1.0075109,1.1413438,1.4173849,1.0741057,1.6158698,0.6843163,0.76695156,0.0,0.9620409,1.5339155,0.6138841,0.52229464,1.0983775,0.84945107,0.5229299,1.3113639,0.9188398,1.5438142,1.3658962,1.4478911,0.4493811,0.5001619,0.9783512,0.9824855,1.4863155,0.95015824,0.56926596,1.1442888,0.90579116,1.4387571,0.43911147,1.2064457,0.9822629,1.1666111,0.6617074,1.438238,1.1990076,0.8034955,0.9109592,0.4389751,1.0665897,0.5222656,1.1366321,0.37651104,1.1248935,0.9319732,0.7508861,1.0748631,1.2533557,1.5333751,1.3760482,0.8132328,0.7570516,1.3856767,0.63993,0.81970096,1.1901357,1.2043982,1.2048523,0.73220277,1.0299233
milk,1.1015973,1.0124701,1.1458066,1.2290305,0.9038209,0.9387282,1.0089449,0.85838854,1.046614,1.0529741,1.1466699,1.1052182,1.1125587,1.0655018,1.1873959,0.94943166,0.7377974,0.68434995,0.9886796,0.81055427,1.2146268,1.0007291,0.3482476,1.0636244,0.82753754,1.0271269,0.99092895,1.0713196,0.940113,0.8327539,0.9825365,0.81307566,1.0857604,1.074403,1.06507,1.0820168,0.89448714,0.6865797,1.1739416,1.0345951,0.8827906,1.0443494,1.13882,0.93993735,1.0373007,1.2867078,1.1626896,1.0130426,1.0548862,1.1851331,1.0658993,0.8598604,1.2241497,1.2183264,1.1200567,0.8667613,1.0995038,1.2043872,1.2053769,1.0195093,1.0622216,1.1608517,0.66137516,1.148657,1.0421581,0.84046483,0.9620409,0.0,1.153363,0.82905126,1.1566943,0.9445197,1.1810057,0.9856706,0.93496656,0.9870871,1.2558285,1.1963873,0.85271966,1.119363,1.0081002,1.0183342,1.2253398,0.9762167,0.9947376,0.76351666,1.0219737,1.2114567,0.88804907,0.9146998,0.72514063,1.0261137,1.0729104,0.90670145,1.1476678,1.1835227,1.1205564,0.86778224,0.7547801,0.937861,1.1967584,1.1042781,1.018337,1.0554625,1.1075652,0.9138631,1.0689715,0.94861305,1.1628367,0.9927666,0.7048593,1.2834764,1.0606476,1.0062301,0.927276,0.8585766,1.0690333,0.97606957,1.2794918,1.0276378
mitten,0.7470146,1.2200177,1.330982,0.77790385,0.96127594,1.0161408,0.82077104,1.0821974,0.9100964,0.8114939,1.1877958,0.82653725,0.45053113,0.89306766,0.4460361,1.0615253,1.1676742,1.3729587,1.443991,1.1627975,1.0952555,0.8963674,1.2379613,1.0457503,1.3327836,1.2331166,0.9780301,1.1545142,1.0311683,1.3877721,0.7799462,1.1555209,0.82236016,0.8250223,1.0514917,1.4033177,0.90224546,1.3739221,0.62032306,0.70591354,1.2242719,1.2708514,0.55606973,1.0881168,0.8387552,1.0456009,1.0464711,1.0280255,0.9780328,1.2654806,0.9121666,0.92513716,1.2549437,0.26860988,1.0026529,0.8684159,0.8960873,0.7441986,0.8973923,1.1027393,1.042754,0.49206555,0.96997803,0.35394406,1.3321345,1.3081534,1.5339155,1.153363,0.0,1.2129698,1.3105545,0.9208051,1.0774295,1.3865561,0.9714991,1.0603211,0.29091597,0.6065985,0.81783223,1.4636825,1.4927392,1.0402833,0.7914595,0.7084998,1.0619402,1.4273967,1.024391,0.984482,0.5916157,1.3963817,0.95610446,1.033157,0.6831045,1.1963785,0.6646445,0.40702355,1.0918295,1.183778,1.5579813,1.0563333,1.2774639,0.91672105,1.4535179,0.60897905,1.0863292,1.2971387,0.95843434,0.8273752,0.58896375,0.87169,1.1857055,1.1130992,0.64771056,1.1871079,1.0770202,1.1319938,0.843259,0.94377583,1.1531782,0.97367805
