,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,milk,mitten,motorcycle,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pig,pillow,pizza,plant,plate,pony,potato,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,toothbrush,towel,toy,tray,tree,vacuum,watch,window
sink,1.3903372,0.7333907,0.7199441,1.3147854,0.9563143,0.9938196,1.1928502,0.8342323,1.0127529,1.2436272,0.7911109,1.2089537,1.513945,1.1107665,1.3828962,0.9949737,0.89004934,0.57145095,0.42393118,0.78625405,0.9782633,1.1882074,0.5673348,1.0450711,0.5047688,0.635293,1.101159,0.865609,0.84535855,0.6599801,1.155762,0.91508716,1.1735578,1.1535406,1.0380292,0.6203432,1.0821534,0.5738121,1.324114,1.2366806,0.75732696,0.66375905,1.3137784,1.021738,1.225833,1.0956558,0.996647,0.88904774,1.021017,0.90052414,1.0994694,1.0668218,0.81821895,1.5087904,1.0739901,1.1406667,1.2014824,1.3821208,0.8778126,1.0531049,1.1665747,1.4125104,1.0893493,1.5474786,0.6601519,0.6651747,0.4389751,0.7547801,1.5579813,0.69271374,0.7811289,0.97816455,1.0437993,0.60356414,0.8940294,1.0745064,1.5372424,1.3005227,1.2507784,0.5656717,0.47902292,0.90958834,1.012216,1.4099491,0.887201,0.5831013,1.130254,1.0091966,1.3032455,0.50133204,0.9482546,0.91440195,1.1455021,0.69326705,1.364587,1.2937531,0.95812386,0.8765072,0.0,0.9892826,0.7915903,1.0834872,0.5569092,1.1951144,1.0728039,0.77150935,1.1460512,1.220739,1.4124231,1.2671325,0.83678335,0.9642971,1.3428512,0.6385395,0.9067731,0.93906575,1.230636,1.0685614,0.9345251,1.0875064
slide,0.9520078,1.0838529,1.1077592,0.9267838,0.9950347,0.96707577,1.1094859,1.0956786,0.71084297,0.704868,1.132171,0.7282294,0.9786393,1.0456562,0.7340246,0.37868273,1.0998678,1.1069593,1.1247567,1.1262251,1.0959716,1.0301487,1.0811944,1.1810086,1.0287935,1.0232464,0.974174,0.7378222,0.8923727,1.036955,0.9386334,1.0450444,1.1220496,0.6074703,1.1525679,1.147567,0.8301014,1.1286298,0.9047246,1.1530411,1.065048,1.0191973,1.0322659,1.0919316,1.0090904,1.1534175,1.1863558,1.1844604,1.0953292,1.1794449,1.2446349,1.0982462,1.1118731,1.0383931,0.7373246,1.2020833,1.0245999,1.0617934,1.1228882,1.0340042,0.85552156,0.98069423,1.0024967,0.8948331,1.1645083,1.0145111,1.0665897,0.937861,1.0563333,1.0799817,1.0935171,0.9710434,1.1042794,1.0173038,1.0137277,0.9751667,1.0035161,0.9854315,0.9407739,1.1361638,1.1286764,1.04777,0.9280471,1.0150808,1.0983711,1.0555286,1.0728834,1.116587,0.9148623,1.1042011,1.10752,1.0483435,0.9120209,1.055777,0.94615996,1.0236983,0.9313297,1.0758187,0.9892826,0.0,1.1240432,0.80481964,1.056776,1.0810705,1.1793492,1.1605752,0.9006635,0.96700054,0.91393936,0.9019834,1.0240161,1.1225857,1.1018568,1.0660868,1.212589,0.8776636,1.0078429,1.0112654,1.152758,1.0186566
slipper,1.5076882,0.5384087,0.34425455,1.3303428,1.060199,1.0679283,1.0771407,0.9200689,1.4226886,1.4245267,0.48067254,1.4761648,1.3173892,0.9642161,1.291338,1.3195949,1.0189602,0.55797136,0.46153367,0.9900278,0.54507816,1.3650694,0.8731777,0.81344324,0.5908471,0.74209285,1.1584233,0.86607254,1.1519566,0.9852152,1.3338649,1.0795139,1.119526,1.3344791,0.6501081,0.21380848,1.5460706,0.64193976,1.3705055,1.1858875,1.07474,0.88666606,1.2269928,0.96639603,1.1636386,0.36110806,0.657366,1.0189191,0.80269575,0.44897795,0.88834274,1.4178352,0.288862,1.1913216,1.1511933,0.9255849,1.0892622,1.0055314,0.34753382,0.99789065,1.3842151,1.3474965,1.0564139,1.3569665,0.63908255,0.863517,0.5222656,1.1967584,1.2774639,0.92806196,0.23673499,1.2678083,0.759302,0.68260413,1.3858762,1.0803385,1.234147,1.1570362,1.509579,0.2405132,0.4309429,1.1516873,0.75962514,1.3756188,1.1743114,0.7332382,1.1259886,0.7696486,1.3541689,0.5222261,1.3759959,1.1497302,1.3572842,0.520077,1.3485188,0.8138216,0.6640965,1.0742178,0.7915903,1.1240432,0.0,1.3055798,0.5792624,0.7139465,0.7772432,0.79692173,1.2196372,1.3234981,1.423598,1.4763032,1.0495263,0.17148066,1.1273056,0.5833472,0.67328835,1.4097979,1.3201306,1.3254399,0.25169986,1.1482967
snow,0.67059577,1.1966128,1.1641767,0.82955813,1.1269957,1.1009413,1.0600348,1.1743544,0.6695043,0.62275136,1.2045262,0.6186104,0.9037056,0.8639364,0.6625835,0.55699277,1.0851094,1.2574191,1.1213063,1.1444173,1.124793,0.9503484,1.2701594,1.1389523,1.1936901,1.0082906,1.0360858,0.84847844,1.1267542,1.101006,0.8915251,1.0804957,0.8245497,0.7035822,1.12125,1.2532485,0.81513685,1.2391962,0.5745841,1.1855744,1.0854467,1.0252147,0.8835393,1.1854224,0.8783511,1.3277206,1.1178422,1.1031086,1.1389922,1.3111331,1.106142,0.92239,1.2040131,0.9981869,0.61133254,1.2216564,0.9974728,1.1268282,1.219699,1.1588588,0.69835114,0.8783233,1.0426629,0.8051906,1.1351452,1.1469676,1.1366321,1.1042781,0.91672105,1.0622663,1.2881792,0.92969334,1.2091206,1.0131212,0.944607,0.8383608,0.9175568,0.89080673,0.7998408,1.2627358,1.2083907,1.0955213,1.0473808,0.84553206,1.0420314,1.1147325,1.0515882,1.0974936,1.0684813,1.112427,0.97339445,1.0670385,0.8429116,1.19401,0.7650924,1.03154,1.1166952,0.9569115,1.0834872,0.80481964,1.3055798,0.0,1.0677991,1.1344651,1.0642025,1.2171456,0.8193826,0.98913527,0.8138562,0.6376002,1.1543739,1.2842635,1.0620748,1.2244717,1.3067689,0.73541796,0.84721977,1.0001267,1.2940699,1.0395169
soap,1.407259,0.7049705,0.25774056,1.2454935,1.0439718,1.0444824,1.062232,1.0528067,1.1785407,1.1837298,0.8755646,1.3727466,1.4396027,0.99547297,1.2926395,1.0833334,1.0286164,0.47231233,0.58031905,1.0756575,0.9297741,1.2260005,0.8479854,0.9343339,0.6310653,0.737019,1.1879346,0.6860258,1.1851864,0.7810826,1.2388141,0.97540957,1.1592939,1.2408565,0.94675255,0.3820448,1.2237253,0.538429,1.2452945,1.1843922,0.9491174,0.9823688,1.3043039,1.0436624,1.1390119,0.9503667,0.810864,0.92143816,1.0448098,0.8463487,0.9632119,1.2376771,0.39164644,1.4126511,1.0400959,1.089708,1.1234547,1.3208643,0.65980285,1.0464796,1.273735,1.2875142,1.1172035,1.4217772,0.7740298,0.86582154,0.37651104,1.018337,1.4535179,0.7278776,0.45821738,1.0955484,0.94841105,0.115737975,1.2790511,0.9324715,1.4056537,1.302779,1.3529763,0.49050212,0.51652974,1.07206,1.0745727,1.3848863,0.9707355,0.7187245,1.1153556,0.9852591,1.4402113,0.44490385,1.1735559,1.0753329,1.1783316,0.769634,1.2770455,1.2511792,0.93636364,1.0076886,0.5569092,1.056776,0.5792624,1.0677991,0.0,1.1423818,1.0782896,0.9192447,1.1350847,1.1816934,1.3789828,1.2147546,1.0206376,0.7434424,1.4045975,0.7066803,0.7524426,1.1954958,1.141216,1.1906719,0.72131014,1.0941755
sock,1.0610793,0.8083257,1.0469836,1.0566374,1.0624058,1.1351168,1.019019,0.8914186,1.1496086,1.1294694,0.75967014,1.1092455,0.8034766,0.9726639,0.754037,1.2284559,1.0849504,1.016984,1.074466,0.9876121,0.8901354,1.1348215,0.96472,0.9360814,0.8364047,1.0384824,0.916495,1.068133,0.9372941,1.1588967,0.98271644,1.1215606,0.9015298,1.0643862,0.88610065,0.90273523,1.2035853,1.0999793,0.9934208,1.0408343,1.1209778,1.082254,0.95563173,1.1579459,1.2181019,0.85690963,0.9117562,1.0889173,0.5913311,0.92598444,0.91931355,1.2583927,0.9374715,0.5913669,1.1015675,0.9137197,1.1534591,0.96865785,0.69716585,1.0295514,1.1316304,0.9022943,0.9774218,0.7137649,1.0444146,0.97370857,1.1248935,1.0554625,0.60897905,1.1209158,0.97545886,1.1659447,0.9104316,1.150588,1.1201297,1.1099138,0.6793126,0.75683296,1.1696705,0.9519328,1.0304654,1.1503415,0.6074964,1.063711,1.1423523,1.1344991,0.97854364,0.91197234,0.74601734,1.0485597,1.0873345,1.1298628,0.90334696,0.8141456,1.0091473,0.3996575,0.85293967,1.1355069,1.1951144,1.0810705,0.7139465,1.1344651,1.1423818,0.0,0.9216851,1.0922614,1.0356385,1.1365644,1.0209882,1.2672818,1.0872005,0.75967467,0.76799715,0.90798414,0.95229065,1.3193474,1.0883845,1.0925186,0.77781385,0.995142
soup,1.1067998,0.97314775,0.84710556,1.1027304,0.8673041,0.8906625,0.998989,1.0145098,1.2197549,1.2819704,0.8097318,1.1592667,0.9603202,0.98884743,1.2538661,1.249025,1.1163574,1.054002,0.8746665,1.0451953,0.614992,1.0634241,0.9644295,1.115885,1.044721,0.99432164,1.0548854,1.1237117,1.2091391,0.816873,1.1461043,0.84090596,1.1296878,1.2152276,0.680888,0.97456205,1.379524,0.9067218,1.2347856,1.135907,0.9775166,0.9383684,1.0307798,0.5842984,0.99605125,0.58481264,0.84191275,0.96945906,0.9893736,0.8467901,1.0810463,0.99112046,0.7966877,1.0325437,1.0589862,0.8727764,0.90861183,0.87778026,0.9105596,0.9833916,1.038328,1.2417781,0.97512984,1.1692669,1.0522453,1.148505,0.9319732,1.1075652,1.0863292,1.0817215,0.78883994,1.0577935,0.7942441,1.1110735,1.0510141,1.0392269,1.07147,0.9864589,1.1769719,0.9432171,1.0213716,0.93232405,0.9398757,0.984823,1.0498158,0.7858145,1.0586141,0.74894536,1.160236,1.057276,1.032007,0.9733235,1.1331818,1.0978913,1.1143556,0.9498669,0.8019304,1.016634,1.0728039,1.1793492,0.7772432,1.0642025,1.0782896,0.9216851,0.0,0.9261075,0.962806,1.2185686,1.1360868,1.1768382,0.9268019,0.656328,1.0056527,0.9199016,1.0865717,0.99498653,1.0422311,1.1686627,0.7131347,0.9509052
spoon,1.1123557,0.9185326,0.8484628,1.1799242,0.880497,0.89476204,0.87928456,1.013956,1.1710532,1.4013724,1.0247306,1.3246298,1.3052886,1.1158532,1.4822502,1.1833053,0.9213814,0.75662494,0.7976944,1.052514,0.885311,0.9666912,0.85108286,0.85626274,1.0695763,0.9990792,0.8428992,1.2401533,1.2121648,0.6742797,1.3906959,0.7927968,1.1377461,1.420799,0.80009365,0.6908479,1.2552695,0.6156961,1.3253391,0.9996316,1.0633377,1.045012,1.2851747,0.6853226,1.1785977,0.9191319,0.82330835,0.9464895,0.8835319,0.58151823,0.8753995,0.75804615,1.0356262,1.2559874,1.2577788,0.69127476,1.1938138,0.8862735,1.0108517,1.0506757,1.031894,1.1824169,0.97105426,1.2560828,0.50815177,1.0192058,0.7508861,0.9138631,1.2971387,0.7676223,0.80465174,1.0109622,0.94397926,0.9375422,1.1766144,1.0553324,1.3111719,1.3627852,1.1624651,0.62055016,0.5546505,0.9551849,1.3408883,1.0884537,1.044387,0.5726032,1.113339,0.9352599,1.1954365,0.80687296,1.179204,0.9923551,1.2267878,0.49501693,1.3313483,1.2294623,1.1429396,0.38779593,0.77150935,1.1605752,0.79692173,1.2171456,0.9192447,1.0922614,0.9261075,0.0,0.9741028,1.0805314,1.274236,1.0809559,0.6369313,0.9782089,0.82788205,0.8965907,0.8189038,0.9443563,1.2442977,1.002589,0.9785099,1.1733075
sprinkler,0.77108383,1.1513876,1.1935234,0.8831212,0.96896535,0.9606068,1.0004243,1.0718561,0.98964477,0.86523545,1.0640984,0.848538,0.91502035,1.0980266,0.93552226,0.91581523,1.0282475,1.1565177,1.198812,1.0967935,1.0958523,0.89913297,1.2100227,1.022489,1.1936682,1.0420656,0.96908236,1.0087916,1.1016488,0.8796355,1.0696938,0.97340554,0.8469896,0.88656896,1.1429046,1.1587963,0.97989804,1.1152546,0.9718437,1.10972,1.133057,1.0160087,0.9940448,1.004233,1.064231,1.1636505,1.0682386,1.1238209,1.0119926,1.1000173,0.96328884,0.93141407,1.1706189,0.9209244,0.8640353,1.0061022,1.0518392,1.0102314,1.1714622,0.9834416,0.68433565,0.8911317,1.0635613,0.8898101,1.0640076,1.1270236,1.0748631,1.0689715,0.95843434,1.1376858,1.1938921,1.0008538,0.55152535,1.1041607,1.1390488,0.9117661,0.9253883,1.0217326,0.8611247,1.1542673,1.1291453,0.9934655,1.0555557,0.86087996,1.1004231,1.1242216,0.9323027,1.1386774,0.92385083,1.1047856,1.052904,1.0370171,0.73782814,1.1018319,0.9853825,1.0126642,1.0618031,0.9575843,1.1460512,0.9006635,1.2196372,0.8193826,1.1350847,1.0356385,0.962806,0.9741028,0.0,1.0148021,0.94572186,0.90216243,0.9844347,1.2122993,0.91694075,1.1862955,1.1635458,0.9637125,1.0321071,1.0362642,1.15763,0.94202125
stroller,0.89185303,1.174162,1.310668,0.9712383,1.0505061,0.99776655,1.0590496,1.025428,0.99342614,0.61921346,1.2393806,0.86343426,0.8690349,1.08191,0.7957811,0.9039969,0.9290698,1.1710742,1.247687,0.991224,1.2615261,0.58383936,1.1777579,1.0818197,1.2585827,1.1638368,1.0305092,1.1489941,0.78493613,1.030023,0.93701583,0.97602767,1.0671147,0.85926646,1.1939265,1.276494,0.5036341,1.1592144,0.87214535,0.23995614,1.0680159,1.187714,0.78903115,1.0887201,0.9633688,1.2741773,1.1438131,1.0027769,1.1166646,1.206008,0.94786686,0.92487025,1.2941115,1.0039455,1.0002747,1.1008192,0.98966646,1.0678376,1.2961125,0.97450846,0.8694039,0.78503907,0.953493,0.8187406,1.1566532,1.0774019,1.2533557,0.94861305,0.8273752,0.9877872,1.3126053,0.9986124,1.1556486,1.1538275,0.9944355,1.0448126,0.9172949,1.0187185,0.7656857,1.2734966,1.216394,0.95838547,1.2421583,0.8963969,0.9475467,1.1301589,0.90707135,1.123025,0.83069795,1.1272697,0.9531688,0.91888,1.0054075,1.1137396,0.9756873,1.0720398,1.3322675,0.96678966,1.220739,0.96700054,1.3234981,0.98913527,1.1816934,1.1365644,1.2185686,1.0805314,1.0148021,0.0,0.916796,0.70572585,0.9205593,1.3546892,1.0502919,1.2576951,0.7182611,0.85298353,0.8683191,0.8377551,1.3114557,1.0097293
sweater,0.60422045,1.2653002,1.4147216,0.38293386,1.1329782,1.0909144,0.86096674,1.258441,0.6765502,0.65594625,1.2019868,0.58954465,0.41906285,1.022807,0.500113,0.74778765,1.2629496,1.4825256,1.5193754,1.127206,1.129499,0.9496017,1.3885322,1.2577044,1.3383678,1.340148,0.9349596,1.1427279,0.973012,1.3396189,0.47994912,1.1960896,0.93203527,0.6012447,1.1886083,1.5134296,0.80523163,1.5293497,0.6269397,1.0052655,1.1465828,1.1555632,0.56753856,1.1163099,0.5643307,1.0673605,1.3426982,1.2228734,1.122471,1.2145308,1.2888919,0.933269,1.2845087,0.44247413,0.86950934,1.171507,0.65992796,0.5571438,1.2196256,1.0831025,0.8516699,0.40931106,1.0778525,0.34619468,1.201104,1.2992857,1.5333751,1.1628367,0.58896375,1.3747203,1.3664689,0.8835329,1.0741724,1.3030878,0.6485063,1.0779858,0.3377155,0.4444821,0.6756296,1.4748275,1.4620094,1.156087,0.91465527,0.65793604,1.0916699,1.4646564,0.9970912,1.1982979,0.6374655,1.499397,0.8513743,1.1851755,0.833321,1.427074,0.1476661,0.8711218,1.033905,1.1681864,1.4124231,0.91393936,1.423598,0.8138562,1.3789828,1.0209882,1.1360868,1.274236,0.94572186,0.916796,0.0,0.5525072,1.2790701,1.1632564,0.70430934,1.3336838,1.4686859,0.9133414,0.7433368,0.85196537,1.175899,1.0429052
table,0.59979165,1.4224412,1.3405868,0.635288,1.0874277,1.0201885,0.8013934,1.1633846,0.63340724,0.45853126,1.2999997,0.58755153,0.71074903,0.99328244,0.7261318,0.50829303,0.9744946,1.3771293,1.3414372,0.9833922,1.1849617,0.7009599,1.2689722,1.2033135,1.4538743,1.3606155,1.0233558,1.1311489,1.0546547,1.1524047,0.88042957,1.0365865,0.98475534,0.63118696,1.1752251,1.4418204,0.62471694,1.2677262,0.72617805,0.95783544,1.1491114,1.1382636,0.84877956,1.0220621,0.7837994,1.2985,1.299839,1.193668,1.2496027,1.2637153,1.1755246,0.6746708,1.3579376,0.8630672,0.7644818,1.0604962,0.97565925,0.8721912,1.4172978,1.107745,0.71921474,0.5345192,1.0868567,0.5663708,1.0953057,1.2380643,1.3760482,0.9927666,0.87169,1.2017205,1.3849435,0.70689905,1.238713,1.1243424,0.84126776,1.0687053,0.7407774,0.9264712,0.4541872,1.4423442,1.3416414,1.1894614,1.3072591,0.63677126,1.0815836,1.072576,0.9495207,1.2386618,0.9570418,1.4084139,0.8580415,1.1882482,0.9603692,1.3033466,0.66071296,1.2117547,1.3211265,0.8254044,1.2671325,0.9019834,1.4763032,0.6376002,1.2147546,1.2672818,1.1768382,1.0809559,0.90216243,0.70572585,0.5525072,0.0,0.9380869,1.4028634,0.8973973,1.3600749,1.1811893,0.5924101,0.7616604,0.8439922,1.386528,1.0425124
tape,1.1356941,1.0762624,1.0681673,1.1687038,0.8776164,0.91500586,0.99356735,0.7366476,1.1387224,1.0926797,1.1237637,1.1155161,1.122252,1.1763798,1.30739,0.99385434,0.7215344,0.84919035,0.8787346,0.9182329,1.1519796,0.94082373,0.64979124,0.9689646,1.0346938,1.1411942,1.0523458,1.1721269,0.9809687,0.5588566,1.2777053,0.5524472,1.1413044,1.1698141,1.0407633,1.0524288,1.0319875,0.6165603,1.2729275,0.95911497,0.92210525,1.0456291,1.2244473,0.67020214,1.1116375,1.1600627,1.0700333,1.0248877,1.0251665,1.0804051,0.91349995,0.78011847,1.168787,1.2490389,1.1732757,0.7178987,1.2255352,1.1867806,1.1266755,0.9853762,0.9361702,1.1294363,0.799258,1.218627,0.9639393,0.9602215,0.8132328,0.7048593,1.1857055,0.8045007,1.0492744,0.8990382,1.0167065,1.0057203,1.1019354,1.0416749,1.2760504,1.3693137,0.91590416,1.0428232,0.9758253,1.0097649,1.2886758,1.0386924,1.0487235,0.4219914,0.9512448,0.95721513,1.0441968,0.90904045,1.032552,1.0420021,1.1651585,0.8544958,1.2844117,1.22019,1.1997392,0.64745784,0.83678335,1.0240161,1.0495263,1.1543739,1.0206376,1.0872005,0.9268019,0.6369313,0.9844347,0.9205593,1.2790701,0.9380869,0.0,1.2374707,1.143007,1.0218567,0.7898362,0.765891,1.1832179,1.0303394,1.1399039,1.02164
toe,1.4035282,0.65664464,0.42359918,1.1214359,1.040223,1.0372837,1.0478588,1.0607178,1.352209,1.3728983,0.5154633,1.388488,1.073409,0.9130379,1.1491888,1.3152201,1.1317332,0.8231597,0.6965108,1.0865334,0.50501704,1.3536187,1.0183634,0.9344782,0.7627204,0.8381477,1.1440643,0.85529685,1.1806501,1.1311569,1.1900039,1.180057,1.0411911,1.2386167,0.71107864,0.40845418,1.5449936,0.9022241,1.2708976,1.1823448,1.07591,0.9265266,1.0718375,0.9338011,1.0153208,0.13082439,0.7756351,1.0601363,0.856743,0.40016466,1.0600128,1.3772953,0.2612903,0.96428853,1.0934057,0.917953,0.8812053,0.6606528,0.3895718,0.9517607,1.383361,1.2109176,1.1023037,1.163098,0.8351001,1.0259043,0.7570516,1.2834764,1.1130992,1.1420308,0.23331136,1.2246825,0.747189,0.823847,1.2669196,1.1470989,0.99043155,0.9790937,1.399146,0.41866624,0.6566951,1.1015017,0.6644118,1.2606479,1.1894624,0.9928098,1.0975863,0.75230515,1.3031998,0.79554,1.3058368,1.137946,1.305238,0.80072296,1.1210321,0.78304976,0.5039546,1.2968597,0.9642971,1.1225857,0.17148066,1.2842635,0.7434424,0.75967467,0.656328,0.9782089,1.2122993,1.3546892,1.1632564,1.4028634,1.2374707,0.0,0.91455793,0.62844634,0.9034306,1.4323297,1.1866436,1.3373613,0.18999064,1.1107264
toothbrush,0.7196132,1.1900084,1.2405983,0.81462884,1.039229,1.0295721,0.92574733,1.028318,0.8603245,1.0568647,0.9060362,0.90976906,0.6186245,0.9849527,0.85721457,1.1211734,1.0287986,1.3132746,1.3787284,0.9689169,0.934744,0.9318676,1.1322595,1.0250475,1.268625,1.2721944,0.71936804,1.2177349,1.0467939,1.323539,0.8594413,1.1786354,0.84772927,0.9895816,0.9733851,1.1175267,1.0512687,1.3439245,0.9053102,0.96376485,1.136158,0.9257751,0.85225254,0.975377,0.8937031,0.74755764,1.1363575,1.1924623,0.9251931,0.6955625,1.0629067,0.82877064,1.1376234,0.61020637,1.0897126,0.670207,0.8877898,0.45407927,1.1060159,1.0330322,0.9060326,0.7393687,0.9388473,0.6353577,0.987089,1.2219692,1.3856767,1.0606476,0.64771056,1.3194014,1.0841664,0.98950934,1.0221804,1.3427161,0.97625726,1.1811767,0.6308295,0.8142661,0.7501272,1.1103245,1.1607162,1.1543918,0.88357186,0.71322376,1.2151217,1.26259,0.96047884,0.9688732,0.8014228,1.4041877,0.96706027,1.2077297,0.94813013,0.998992,0.76384795,0.84250987,0.97453064,1.0710732,1.3428512,1.1018568,1.1273056,1.0620748,1.4045975,0.76799715,1.0056527,0.82788205,0.91694075,1.0502919,0.70430934,0.8973973,1.143007,0.91455793,0.0,1.1564093,1.1413722,1.147332,0.9368705,0.8753994,0.94173336,1.0757036
towel,1.2634599,0.7289167,0.6716148,1.2272661,0.989841,1.0247023,1.0897354,0.8762601,1.2680681,1.2961415,0.7980603,1.2060475,1.2462951,1.0743378,1.029755,1.2767045,0.81382513,0.76597977,0.6514746,0.85520554,0.60300756,1.3097904,0.7408415,0.93401307,0.6714767,0.8269409,1.0020707,1.0003668,1.0213042,0.94218796,1.2212862,1.1585503,1.1318843,1.1596437,0.7178119,0.5834219,1.3147781,0.8379103,1.2868242,1.0586485,0.87647223,0.8997151,1.2291025,1.0025334,1.2564425,0.76543194,0.7001989,0.9176391,0.8572949,0.6071985,0.9745291,1.2427732,0.72010046,1.1493546,1.1876192,0.94671357,1.1709653,1.1412156,0.72109455,0.9414662,1.3431437,1.3052347,1.1121575,1.3052222,0.7271917,0.90213877,0.63993,1.0062301,1.1871079,0.86151254,0.64447534,0.52622026,0.860953,0.7644218,1.1898425,1.0017174,1.2063389,1.1320081,1.1392777,0.5975827,0.6074838,0.90734607,0.5412598,1.3057536,1.0238767,0.7950914,1.1264479,0.91201556,1.1567216,0.7047016,1.1436006,0.86464167,1.104321,0.74345607,1.3451893,0.8909576,0.73130095,0.9229239,0.6385395,1.0660868,0.5833472,1.2244717,0.7066803,0.90798414,0.9199016,0.8965907,1.1862955,1.2576951,1.3336838,1.3600749,1.0218567,0.62844634,1.1564093,0.0,0.90424454,1.1508851,1.3190093,1.2566447,0.7692182,1.1237946
toy,1.3188281,0.8383937,0.6562383,1.4650347,0.8599758,0.84266937,1.0856099,0.7679818,1.4306638,1.1525546,1.0005426,1.4249411,1.2693143,1.0233499,1.3745855,1.2969928,0.69044685,0.5237399,0.70233864,0.91400766,1.1028993,0.8194668,0.74286985,0.69436395,0.8659531,0.8679461,1.1305023,1.1251284,0.9775384,0.85237396,1.3067688,0.92364454,1.1032734,1.2937922,0.98198116,0.55007964,1.0350629,0.5475949,1.203366,0.6243474,0.9902686,1.1193267,1.1698653,0.966673,1.1691506,0.9677179,0.7591815,0.8213695,1.054192,0.9636605,0.5437548,1.1294543,0.8088137,1.3402882,1.2651715,0.7908728,1.2339492,1.2831683,0.77935165,0.9201716,1.2414945,1.2578304,0.9175991,1.351291,0.82815814,0.8035346,0.81970096,0.927276,1.0770202,0.6475756,0.7120236,1.2917733,1.084522,0.7432752,1.3742037,0.96871144,1.3494222,1.3927082,1.1718596,0.6595277,0.67101705,0.9737981,1.2949215,1.2013619,0.99326664,0.83146507,0.95788354,0.8221224,1.0800483,0.51486874,1.0443625,0.92926556,1.2577784,0.5326161,1.4083703,1.0687888,1.2346237,0.93838495,0.9067731,1.212589,0.67328835,1.3067689,0.7524426,0.95229065,1.0865717,0.8189038,1.1635458,0.7182611,1.4686859,1.1811893,0.7898362,0.9034306,1.1413722,0.90424454,0.0,1.2222469,1.183907,0.9818836,0.8978784,1.100197
tray,0.7542376,1.3876003,1.3194702,0.8602841,1.0488461,1.0022668,0.885271,0.96084076,0.7274146,0.7430723,1.272664,0.5027753,0.96991247,1.137649,0.929362,0.6856927,0.94251424,1.2704413,1.0557187,0.96338606,1.1072778,0.69712764,1.0644308,1.1780641,1.2957056,1.2625483,0.97028106,1.1023743,0.9517908,0.8679033,0.9428192,0.82687616,1.0753012,0.794217,1.0683254,1.383279,0.70178264,1.1028693,0.9913063,1.0051335,1.0306884,0.90659314,1.0222116,0.9453923,0.92136955,1.3335857,1.2102422,1.1247469,1.1389824,1.2148445,1.1765219,0.62489545,1.3978153,1.1186372,0.8869313,1.1293889,1.0283726,1.0423799,1.4303092,1.1473607,0.7353996,0.9884112,0.97832847,0.9612553,1.0301193,1.0491616,1.1901357,0.8585766,1.1319938,1.0432922,1.3974085,0.64770836,1.1501588,1.1539745,0.6448165,1.091357,1.0864251,1.0957029,0.64285505,1.3135691,1.16003,1.0471507,1.2255391,0.7352415,1.0038761,0.63781714,1.0423747,1.1189096,0.9505376,1.315537,0.8510439,1.014616,0.9538214,1.1886711,0.9534369,1.2283633,1.2911444,0.6337683,0.93906575,0.8776636,1.4097979,0.73541796,1.1954958,1.3193474,0.99498653,0.9443563,0.9637125,0.85298353,0.9133414,0.5924101,0.765891,1.4323297,1.147332,1.1508851,1.2222469,0.0,0.94419634,0.8870313,1.4396029,0.90335476
tree,0.758901,1.2702647,1.1925213,0.75992215,0.9598087,0.90192187,0.9456673,1.1609392,0.83633965,0.8297389,1.0726672,0.86673903,0.819186,1.0355511,0.8179034,0.9085962,1.1056937,1.2409772,1.2698337,1.0993382,1.1558821,0.85740095,1.2668427,1.1509756,1.2922252,0.87575364,1.017283,0.8569306,1.0953279,1.1048667,0.7903795,1.017027,0.86748326,0.9016843,1.1894796,1.2865691,0.86480194,1.2483698,0.822713,0.9905203,1.0547643,1.04579,1.0100559,1.0202614,0.86703205,1.1711696,1.0991234,0.7837696,1.1845571,1.2684627,1.0692643,0.9289715,1.1586916,0.89828265,0.8307519,1.0896397,0.9754526,0.95158964,1.2045058,1.0698632,0.81967574,0.8430023,1.0189639,0.77152824,1.2425466,1.1670154,1.2043982,1.0690333,0.843259,1.0932031,1.2175757,1.0107957,1.1531825,1.0937997,0.8628274,1.0379095,0.87518317,0.86274797,0.8358003,1.3408086,1.3243694,0.98730755,1.1782753,0.8224988,0.6543486,1.2772846,0.94869834,1.0281726,0.94430923,1.1890365,0.89011455,1.0077622,0.9727267,1.2319143,0.78283143,0.9606631,1.1963265,1.0880017,1.230636,1.0078429,1.3201306,0.84721977,1.141216,1.0883845,1.0422311,1.2442977,1.0321071,0.8683191,0.7433368,0.7616604,1.1832179,1.1866436,0.9368705,1.3190093,1.183907,0.94419634,0.0,0.9077888,1.1857537,0.86918736
