,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toast,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
cookie,0.7799591,1.0025995,0.7142633,1.2052126,0.8715467,1.184566,0.7860953,0.67689943,1.2750016,1.2916542,0.71099603,1.0502512,1.378048,0.77294207,1.1640105,1.222335,1.0547229,0.90095043,0.69130313,1.1265025,0.3087421,1.0043248,1.0080699,0.7202066,0.68655086,0.9578304,0.98948216,1.02343,1.0580046,0.8974925,1.2450036,1.1899688,0.86155665,1.1811393,0.0,0.4236362,1.271395,0.58350325,0.7140289,1.3320714,0.86111975,0.75845146,1.0618464,1.2594188,1.1598731,1.1114285,0.905726,1.2357984,0.77913886,1.3297911,1.2342762,0.9652708,1.3383062,0.8999671,0.878061,0.9436186,0.39702177,0.8276889,1.1486355,1.2483311,0.69545853,1.2845986,0.6699732,1.3457295,0.71420085,1.2844732,0.71682256,1.1799684,1.1496913,1.3091598,1.1151276,1.2741314,0.66678,1.1228698,0.96284926,0.62365496,0.85496163,1.1371105,1.299733,1.1967438,0.65670705,0.7568738,0.9533708,1.0058991,1.1761916,0.89272106,1.140059,1.0782287,1.2795886,1.2826463,1.1568395,0.75824434,0.7883285,0.5512001,1.1367558,0.6219666,0.9037956,1.168334,0.6181687,1.1758658,0.58935726,1.1499064,0.8686827,1.1124358,1.3322775,0.9918801,1.1790057,0.4465049,1.2427492,0.9831177,1.4065539,0.9486151,1.1417278,1.0714599,1.3073014,0.7942315,1.3011001,0.60604286,0.82018805,1.0967519,0.88400644,0.6632191,1.0270919,0.61168885,1.1228002,1.3855201,1.2849889,0.86341083,0.7576567,0.87711465,0.45901656,1.2441204,0.7381018,0.9583446,1.1681843,1.0325536,0.8242953,1.0822144
corn,1.0093007,0.8483236,0.84824383,1.0476289,0.9217006,1.1729243,0.7951894,0.6458861,1.1938577,1.3277862,0.9646433,1.1939093,1.1394687,0.97349185,1.1130065,1.1765589,1.0390931,0.89896715,0.82111883,1.0955917,0.12180066,1.0775576,0.91994065,0.93562585,0.9008978,1.0683187,1.1035563,1.2146248,1.2240667,0.97940934,1.3022988,1.0632005,1.1061563,1.1401627,0.4236362,0.0,1.2789953,0.6724092,0.89468557,1.3051895,0.9110125,0.84403074,1.0476757,1.2205416,1.0365223,1.1890335,0.98880446,1.1457692,0.8241409,1.2036422,1.1403081,0.888679,1.253147,1.1526896,0.91677046,0.8627416,0.5617831,0.9903565,1.1726711,1.1288203,0.8993177,1.1122797,0.80971646,1.1796799,0.78419673,1.0621171,0.8282778,1.1488895,1.0874825,1.2679607,1.0507857,1.2745129,0.8939801,1.122621,1.1954169,0.6952951,0.807189,0.95450664,1.1239448,1.1828167,0.5678401,0.9838465,0.99282783,0.98064,0.9720483,0.9554169,1.1930983,1.0569327,1.1576991,1.2388684,1.0931005,0.9141917,0.8861171,0.8510335,1.1263475,0.88303494,0.7152039,1.1555029,0.7071372,1.1436607,0.8489357,0.95291996,0.8190974,1.0354555,1.2808282,0.99508566,1.1571782,0.775919,0.9635033,0.9285396,1.2637612,0.79217863,1.0868471,1.0305965,1.2724853,1.0116054,1.2248435,0.7752708,0.944413,0.950783,0.7107923,0.74322677,1.0083535,0.78998995,1.1067091,1.2773654,1.1881576,0.8811389,0.6998295,0.8409687,0.48536384,1.0591879,0.9021581,0.93179977,1.0700679,1.1226875,0.8990202,1.2298665
couch,1.3077499,1.2418201,1.4350107,0.7319478,1.3040981,0.8976233,1.4113197,1.2252104,0.6540204,0.3007406,1.371911,0.38975286,0.5905793,1.3070865,0.3973177,0.76317215,1.0683706,1.3986702,1.4009829,0.92021024,1.3753124,1.1504852,1.2349923,1.4050322,1.4100909,1.3029709,0.98202926,0.844332,0.5654983,1.2638302,0.5912968,0.7859621,1.0741841,0.7292643,1.271395,1.2789953,0.0,1.3236552,1.5221839,0.47891164,1.4220862,1.2862859,0.9504197,0.68333143,0.9761182,0.846205,0.97389495,0.56577337,1.4035044,0.58766603,0.81727964,1.1994631,0.71335304,1.0781817,1.4137968,1.2203448,1.465117,1.3449866,0.57378817,0.773479,1.4576043,0.74152905,1.4270091,0.748193,1.2216227,0.8037038,1.4448878,0.98219734,0.68170273,0.6323928,0.9240847,0.46141565,1.4748104,0.758865,1.103133,1.2475122,1.2972822,1.0108429,0.58790827,0.73823917,1.380928,1.3754487,1.0878944,1.3065677,1.0242136,1.0972955,0.88663965,0.9266572,0.43276948,0.5488087,0.7991163,1.4958568,1.4014282,1.3944457,1.0118433,1.242202,0.95520043,0.9418356,1.4284515,1.0020436,1.4172586,0.6773712,1.0561951,0.9874456,0.7049278,1.0146848,0.99321836,1.3396474,0.7985312,1.2276286,0.50861526,0.96767557,0.8151279,1.123514,0.6333522,1.2558062,0.48174107,1.4494452,1.2888958,0.9683625,1.1263638,1.5097436,1.3175735,1.3813487,0.9082508,0.43992943,0.472942,1.2651268,1.1142156,1.3320101,1.3062778,1.1229109,1.3227348,1.2186167,0.9276685,1.0349247,1.4172349,0.93854916
cracker,0.6843825,0.5271219,0.65191877,1.1534368,0.85001034,1.2622795,0.6634665,0.8134595,1.4288392,1.4158168,0.6557945,1.2123843,1.1709836,0.78583163,1.1881521,1.35357,1.1065875,0.9401527,0.96240264,1.1963781,0.61060363,0.7129538,0.9773704,0.7318356,0.5040159,0.88221604,0.6157553,0.9412232,0.93909836,1.0577509,1.1909498,1.2099562,0.82606196,1.244279,0.58350325,0.6724092,1.3236552,0.0,0.6802907,1.372846,0.9136937,0.62374896,1.2418674,1.26757,1.0065169,1.1170993,0.7134031,1.2730944,0.60586065,1.3380113,1.2303025,0.6220671,1.3917137,0.8911024,0.7275255,0.62691784,0.4474882,0.76194286,1.327442,1.4173236,0.55911446,1.1463944,0.74278665,1.162313,1.049726,1.1239257,0.56330836,1.2141938,1.2348421,1.2283539,1.1974739,1.1926966,0.7350482,1.0715638,1.1496046,0.79089135,0.9308328,1.1535997,1.3107386,1.3325539,0.67153776,0.72942054,1.0160947,0.58992755,0.99225605,1.089945,1.2045392,0.99835813,1.3348918,1.0608492,1.2571836,0.7476586,0.79441035,0.54468554,1.1624979,0.4729663,1.0485389,1.0613114,0.8832798,1.2081186,0.5920793,1.2576398,0.7110537,1.1177036,1.2357831,1.0505339,1.2013472,0.6821108,1.079159,1.0760262,1.2958232,0.89365184,0.9976475,1.1372089,1.3270923,0.95566154,1.3539555,0.55130804,1.0109301,0.9025777,1.032241,0.70447737,1.0220093,0.6575755,0.7761179,1.3455927,1.4980534,0.9649454,0.88596064,0.57003117,0.37750566,1.0581577,0.6091132,0.98570585,1.2935891,0.6990304,0.68714666,1.1083533
crayon,0.6362181,0.8013091,0.4337951,1.2345399,0.6418234,1.0934747,0.52997524,0.88075197,1.4021325,1.5274665,0.37250137,1.249497,1.4995811,0.5824995,1.4491968,1.3093545,0.8423995,0.5036204,0.6254316,0.9973874,0.80715096,0.67283887,0.86458576,0.46257728,0.41721618,0.8794424,0.9989525,1.2092077,1.2381364,0.91299236,1.3868761,1.3598351,0.86049557,1.2490551,0.7140289,0.89468557,1.5221839,0.6802907,0.0,1.4799562,0.5048342,0.8363885,1.1521156,1.4861541,1.1607248,1.2425133,0.9828223,1.3420658,0.5585679,1.4794595,1.2360113,0.7556036,1.4349254,0.76531434,0.68204343,0.6245178,0.41487968,0.638559,1.3195679,1.5193943,0.28465164,1.3044695,0.40024495,1.3469318,0.9948337,1.2974981,0.46831703,1.216321,1.3227783,1.3132232,1.2975365,1.4434988,0.1284945,1.2263689,1.0005352,0.9373271,0.8003268,1.2390871,1.4628621,1.4556954,0.921672,0.33241284,1.0156484,0.6503388,1.0854057,0.93835866,1.2056298,1.1377006,1.4558815,1.427319,1.1657201,0.10677856,0.20717263,0.39423776,1.17969,0.47785288,1.2646673,1.1969278,0.6116479,1.2067217,0.37978244,1.3162287,0.97096926,1.1121066,1.3407936,1.0460036,1.2342665,0.4185574,1.3110129,0.7276288,1.5198333,1.1335409,1.0925002,0.7412785,1.4754726,0.63585794,1.3582203,0.310138,0.534268,1.0891613,1.2602441,0.37304866,0.78111166,0.42536235,1.1159028,1.5114344,1.464368,0.6202202,1.0976032,0.5759222,0.68551624,0.69811845,0.60031164,0.6911839,1.0629497,0.7733643,0.38528514,1.12638
crib,1.3413464,1.3304417,1.5237358,0.89998287,1.411088,0.92179054,1.430527,0.9602963,0.4871347,0.15043652,1.4162842,0.54434794,0.73399436,1.3330841,0.61594886,0.74827325,0.88381284,1.298209,1.3105162,0.7082106,1.4022472,1.0610548,1.081041,1.4206188,1.366879,1.0755345,1.118737,0.91609573,0.4449544,1.1313883,0.4655785,0.6868465,1.1737857,0.6968191,1.3320714,1.3051895,0.47891164,1.372846,1.4799562,0.0,1.3334919,1.3506564,0.8071083,0.72742975,0.7668808,0.6785083,0.92392945,0.7152899,1.5445844,0.59075654,0.86468834,1.3440824,0.57379824,1.2432406,1.290102,1.3664317,1.4260756,1.3193524,0.7063997,0.67920244,1.4958985,0.88319826,1.4246614,0.8629998,1.1846706,0.9171445,1.5320207,0.99005014,0.66455364,0.71558386,0.8406886,0.6774972,1.4476483,0.32551134,1.1009716,1.2916582,1.2523551,0.87947065,0.7596818,0.6244961,1.3277341,1.4570236,1.124722,1.4045022,1.0740707,1.1698384,0.7406855,0.90688455,0.6433244,0.7693846,0.8313534,1.4533734,1.3314607,1.4643295,1.0662192,1.4220048,0.98339224,0.8662517,1.2938077,0.9938125,1.4661884,0.82263404,1.0650277,0.8933316,0.57154584,0.9547449,0.9977766,1.3830376,0.8779442,1.0198238,0.7133042,1.0884707,0.96325034,1.045768,0.3382604,1.194046,0.24329722,1.5678537,1.2701063,1.0157348,1.0915883,1.416026,1.2451756,1.4583542,0.90440476,0.6887951,0.43751633,1.3053502,1.1153796,1.482445,1.3349131,1.0877446,1.3708977,0.99427605,0.7397594,0.9322506,1.4732931,0.7526717
cup,0.8994367,1.090523,0.6312499,1.3717613,0.6241323,1.0315971,0.77764297,0.59065115,1.2926838,1.4203284,0.65062493,1.3059418,1.5666208,0.80562055,1.4138799,1.2931628,0.7555312,0.0858649,0.34436095,0.8692913,0.7973311,0.8717302,0.2706635,0.69991404,0.4225316,0.70278615,1.1718751,1.2688743,1.1575453,0.7132525,1.3019022,1.2519726,0.9270083,1.3828021,0.86111975,0.9110125,1.4220862,0.9136937,0.5048342,1.3334919,0.0,1.0497254,1.0363635,1.3325772,1.0168214,1.069278,1.1807137,1.2677251,0.811038,1.3166714,1.2097759,1.1678091,1.1856883,1.0923042,0.4655491,1.0238502,0.5746721,0.862239,1.2179831,1.0830743,0.6116467,1.3830831,0.5351821,1.3653729,0.7043135,1.3909545,0.6631263,1.1248457,1.301764,1.314957,0.84412754,1.4484174,0.60554266,1.1866401,0.8234462,0.93219835,0.8040959,0.67225146,1.4847745,1.235322,0.8620088,0.6305239,0.8258484,0.92948097,1.2597065,0.9563602,0.9084878,1.3021197,1.4290028,1.469991,1.1141068,0.5646985,0.7748169,0.72245765,1.1311595,0.7754798,1.2439463,0.92444545,0.53564155,1.1083672,0.6270143,1.2664567,0.9132674,0.72912073,1.0766462,1.0338945,1.1172065,0.7153081,1.2768707,0.8887846,1.4375887,1.1793661,1.2398822,0.86608726,1.2698315,0.5558642,1.374844,0.66279876,0.44275355,1.0030131,1.0412282,0.58428985,0.6362321,0.6302138,0.99159133,1.4252746,1.2503852,0.6387654,0.9005239,0.85703236,0.75345457,0.98419905,0.66147417,0.5590445,0.9352509,0.81503856,0.72196573,0.98790264
deer,0.74088895,0.5867281,0.67554104,0.9589026,0.8809612,1.0898957,0.7571012,1.0699835,1.3089585,1.3392363,0.8131877,1.222345,1.0390756,0.8573963,1.2574179,1.1425766,1.2336854,1.0645583,1.0292985,1.2023615,0.8138114,0.8758263,1.1004782,0.77570766,0.76362157,0.9765873,0.80839974,0.84090906,1.1327909,0.93765205,1.0458902,1.2141123,0.8163115,1.070013,0.75845146,0.84403074,1.2862859,0.62374896,0.8363885,1.3506564,1.0497254,0.0,1.2897809,1.1815584,1.1804652,0.9048915,0.64512837,1.2604446,0.5449946,1.1919388,0.96249074,0.60891396,1.2365241,0.8400923,0.90075576,0.7857703,0.73601705,0.7772512,1.1407948,1.164846,0.705483,1.165437,0.9636521,0.9382318,1.1394446,0.988147,0.74940264,1.136627,1.2287422,1.1678004,1.1619205,1.2014213,0.78776836,1.134381,0.7193608,0.96466994,0.8322532,1.1317348,1.2549999,1.1527086,0.77750087,0.7439627,1.0460289,0.6453946,0.7136154,0.8764784,1.1667892,1.0044811,1.2572858,1.0982639,1.2088271,0.8181418,0.8180904,0.72683525,1.0382109,0.8098794,1.0095024,1.0727857,0.9984333,1.1343468,0.73678946,1.1675619,1.0353974,1.1563523,1.2872959,1.0113896,1.1168252,0.8560693,1.0802692,1.1380639,1.1230211,0.91455305,1.092818,1.1776617,1.313056,0.91504556,1.2915616,0.6777706,0.942243,1.0820786,0.9271862,0.8635186,0.903241,0.7984389,1.1226324,1.1748955,1.3604038,1.057405,1.0962038,0.6695478,0.7776247,1.0631374,0.7760949,1.1826509,1.2800518,0.99208176,0.6902511,0.9527463
dish,1.2106574,1.2672777,1.2277269,1.1386769,1.116653,1.003664,1.1211298,0.8321073,0.6378893,0.821328,1.1932797,0.8853695,1.0144111,1.2089305,0.93826896,0.88003254,0.7007079,1.0547842,0.6861695,0.70027196,0.9765529,1.1874163,1.0042396,1.187086,1.2695149,1.0284652,1.1328185,1.1931717,1.0140761,0.9415481,0.97603995,0.9739398,1.0411731,0.95446616,1.0618464,1.0476757,0.9504197,1.2418674,1.1521156,0.8071083,1.0363635,1.2897809,0.0,1.0073619,1.074666,1.0119605,1.0030954,1.0433488,1.3275188,1.0762949,0.97330105,1.2455091,0.892735,1.1983714,1.1281285,1.1286697,1.1317286,1.1503065,1.0195428,0.8310899,1.2422236,1.0647246,0.9681869,1.0668881,0.74513036,1.0235629,1.2539616,0.9772508,0.89487416,0.973331,0.8480255,1.1029339,1.1276959,0.95352805,1.020458,0.8623376,0.94693005,0.949093,1.0132554,0.88699526,1.0439328,1.1930668,0.9325473,1.2797558,1.0792826,1.0097615,0.7937579,1.0577034,0.99014485,1.1237035,0.76348853,1.1403383,1.115113,1.073957,1.0235742,1.1644807,0.85108346,1.0119997,0.567112,0.9685234,1.2091929,1.0100428,1.0594044,0.9243612,0.7768958,0.9054562,0.99630123,1.0957656,1.0613503,0.72977084,1.0093611,1.0421872,1.0411938,0.9772129,0.8204977,1.0305953,0.8808278,1.1975219,1.0438393,1.0424291,0.7743077,1.0548648,1.0456709,1.2216282,1.1615952,0.9919222,0.650864,0.9156119,0.7860135,1.218818,1.1615384,0.97529596,1.1857343,0.87634766,0.70427054,1.1606107,1.2229191,0.9767019
dog,1.0173452,1.2132012,1.3732833,0.9381571,1.2507384,0.9803208,1.3059535,1.1808103,0.8317474,0.64382374,1.3250728,0.86186147,0.7292906,1.0984558,0.78670394,0.7277732,1.1251624,1.3043423,1.3409495,1.0724267,1.2656951,1.1097177,1.1958497,1.1808089,1.388062,1.0624399,1.0435935,0.5553853,0.9228062,1.2008015,0.8232068,0.6480943,1.1301359,0.8430872,1.2594188,1.2205416,0.68333143,1.26757,1.4861541,0.72742975,1.3325772,1.1815584,1.0073619,0.0,0.79897654,0.9266885,1.1467315,0.8192479,1.3361223,0.6615514,0.8647864,1.2693706,0.715201,0.94203156,1.1371304,1.29498,1.4447832,1.0956422,0.8308357,0.8259674,1.3631575,0.91802657,1.3732579,0.8223779,1.1225513,0.918367,1.3588691,0.5754929,0.64295053,0.76541984,0.91989416,0.70732254,1.41049,0.9193691,1.0901537,1.0609139,1.2357057,0.9719477,0.7679976,0.65817124,1.0788926,1.3408492,1.1934223,1.2917776,1.0946237,1.1804289,0.9806121,0.8557443,0.78805745,0.7360557,1.0585793,1.4198413,1.3984668,1.3942428,0.5825734,1.3677535,0.9255799,0.8324206,1.3494642,0.5643397,1.3067244,0.74275625,1.0881813,1.0010892,0.85059106,1.0222381,0.54545796,1.3362646,0.8670304,1.1627872,0.71968246,1.0143632,0.9691368,1.0636504,0.76355416,1.2772919,0.80346966,1.4396278,1.2722527,1.0946252,0.9671245,1.371968,1.1420289,1.3194113,0.89155567,0.7490196,0.7479794,1.2332919,0.98229903,1.3264618,1.3041589,1.1865265,1.3728347,1.1299179,1.0115743,1.057347,1.3584827,1.0341284
doll,1.0934287,0.9601212,1.0331038,1.126855,0.86727345,0.90397865,1.0641503,0.90999633,1.0929451,0.88841534,1.2597849,1.0745351,0.96028996,0.98864627,0.8718904,1.2002167,0.834167,0.98623484,1.104794,0.96345085,1.0806565,0.98596513,0.9802393,1.0928675,1.1107899,0.899466,1.0672126,1.1818008,0.98149586,1.068202,1.0250901,0.8719789,1.2424736,1.126616,1.1598731,1.0365223,0.9761182,1.0065169,1.1607248,0.7668808,1.0168214,1.1804652,1.074666,0.79897654,0.0,1.0581405,1.0470488,0.90006125,0.99696654,0.927871,0.9437611,1.0096191,0.9366282,1.1567669,0.78138614,1.0606183,1.1292317,0.8780936,1.1009789,0.94632447,1.1580105,0.67167604,0.97263163,0.9853754,1.0255405,0.84542245,1.0335507,0.7947843,1.0952837,1.1023396,0.90460944,1.0394328,1.234596,0.9586864,1.2657804,1.0164721,1.0462277,0.92460346,0.82142794,0.816358,0.9138514,1.1897051,0.9792645,1.0698029,1.0047867,1.0475203,1.0896127,1.1279011,0.956583,1.0930566,1.1293912,1.2124952,1.1773367,1.1989772,0.86158055,0.99480385,1.0234449,0.8680129,1.0462493,0.8014145,1.1256332,0.9862668,0.8317529,0.99097854,0.8818717,1.159194,0.76239854,1.1664771,0.80847317,0.91773194,1.0506597,1.0024779,1.0743268,1.0046177,0.8670651,1.1798273,1.0394481,1.1610384,1.1474037,0.8422204,0.9834101,1.0363497,1.0317569,0.9865949,0.5562897,1.0147786,1.0071365,0.96867615,0.9545764,0.9763769,1.0437373,0.97549677,1.051404,0.5417207,1.0245132,0.89389646,1.1645826,1.1268783
door,1.1035142,1.0987937,1.2929845,0.9966479,1.2879504,1.1147597,1.3052888,0.9152157,0.87401205,0.71907616,1.1286719,0.8730874,1.0141282,1.15299,0.9967707,0.8990698,1.001973,1.038163,1.2023075,0.898882,1.2193775,0.73732036,0.8966412,1.1534826,0.90470254,0.8923224,1.0778484,0.87208176,0.55781066,0.8008523,0.3173597,0.93632543,1.0094044,0.9326744,1.1114285,1.1890335,0.846205,1.1170993,1.2425133,0.6785083,1.069278,0.9048915,1.0119605,0.9266885,1.0581405,0.0,0.65913135,0.96287644,1.2629033,0.7187957,0.9859681,1.1377333,0.79851925,1.1959554,0.97508574,1.2596111,1.1483282,1.1788825,0.8851722,0.84856904,1.2234249,1.1932756,1.3095984,0.92084265,1.074582,1.0766083,1.2523015,1.0686632,0.918316,1.0256149,0.8411386,0.8682784,1.1717087,0.55828524,0.7359964,1.1367863,1.1551586,0.88465023,1.1699482,0.8176568,1.1706166,1.2157285,1.0596957,1.0727221,1.1358114,1.100475,0.6167675,1.0712676,1.0390624,0.8564172,0.9447662,1.1813506,1.1797814,1.2176617,1.1143538,1.2235837,1.175256,0.7115843,1.158215,1.0515244,1.2811952,1.0419958,1.0415426,0.879106,0.63577604,1.0752811,1.0436263,1.1601292,0.88195175,1.131608,0.9258741,1.0095977,1.0980653,1.0150874,0.5904602,0.8657565,0.7881647,1.2934287,1.0691464,0.95935476,1.0727516,1.2165089,0.93883437,1.2563957,0.9432391,0.90432537,0.9236469,1.2334949,1.0200974,1.2609577,1.1102262,1.1518351,0.9788538,1.1893181,1.0533379,0.6394542,1.2171161,0.36546755
drawer,0.88684654,0.7109391,1.0212185,1.065595,1.1281414,1.1622308,0.85924023,0.8548753,1.0288107,0.9927676,0.9769416,0.8547847,1.0041624,0.987753,1.0515554,1.0222362,0.882271,1.1992741,1.1187624,0.85580146,1.0033022,0.83853793,1.0775852,0.92644984,0.82967865,1.0538616,0.7689588,1.0892801,0.572489,1.0114764,0.6991562,1.1666917,0.77240133,0.9832657,0.905726,0.98880446,0.97389495,0.7134031,0.9828223,0.92392945,1.1807137,0.64512837,1.0030954,1.1467315,1.0470488,0.65913135,0.0,1.1699433,1.017795,1.0652037,1.000679,0.8114586,1.0849226,1.0714376,1.1530807,0.80339664,0.9112904,0.862126,1.1883368,1.1537304,0.96177953,1.0832088,1.0270674,1.019426,1.2296174,1.0291853,0.9748358,1.1580473,1.0979996,1.0663497,0.98849267,1.1031358,0.95991755,0.6836851,0.9881422,0.97711116,1.0067683,1.0661874,1.1795411,1.0132784,1.1509726,1.0693705,1.063678,0.8435314,0.93501073,0.97490275,0.81329477,1.1313605,1.1593484,0.9522695,0.9645428,1.0420338,0.9116521,0.7831955,1.1540154,0.80196977,1.1618226,1.0108992,0.9934868,1.151898,1.0535752,1.2207874,0.89415133,1.0332539,0.9011621,1.1646427,1.153411,0.9346848,1.1021403,0.9395582,1.0869759,0.7328577,0.9481722,1.0717422,0.8744762,0.9200297,0.9299436,0.879232,1.1187178,0.9083017,1.1100112,1.0068504,1.1187292,1.0565945,0.9010087,1.0938706,1.1255757,1.0336246,1.1204782,0.9270247,0.83827794,1.0523666,0.9130018,1.0247266,1.1523492,0.67837167,0.98366493,0.8544835
dress,1.1929746,1.036556,1.3170595,0.83109105,1.181282,0.98230606,1.2915015,1.1834948,0.85801566,0.6372415,1.1233655,0.7657653,0.56319946,1.1554396,0.60339004,0.94270337,1.0551302,1.2380221,1.3815298,0.9843659,1.2585654,1.0382323,1.1541322,1.2375801,1.2683034,1.1862165,1.0764897,0.93545663,0.9000145,1.223258,0.84813464,0.69800717,1.189313,0.88303035,1.2357984,1.1457692,0.56577337,1.2730944,1.3420658,0.7152899,1.2677251,1.2604446,1.0433488,0.8192479,0.90006125,0.96287644,1.1699433,0.0,1.3034232,0.6006159,0.76096493,1.1181549,0.8524456,1.122941,1.2041268,1.0794983,1.3803592,1.2219374,0.5641384,0.93942595,1.2995368,0.8575133,1.3215945,0.7928184,1.1902843,0.8961687,1.2546009,0.9797336,0.8395286,0.7429278,1.0006368,0.5580724,1.3374966,0.9009696,1.2051407,1.2167928,1.2425104,1.0229728,0.78804153,0.87118924,1.2986491,1.2746165,1.1156783,1.0939823,0.9829784,1.1473938,1.0561521,0.8235092,0.18261737,0.6344314,0.96549004,1.3318504,1.2957072,1.3376919,1.0296444,1.2104319,0.9961688,0.97138375,1.3757589,0.9914606,1.2976913,0.8154659,0.9814895,1.1025978,0.90465,0.96312046,0.9926497,1.270148,0.5899627,1.1645249,0.51308995,1.0446906,0.7994544,1.0480185,0.79075634,1.2418337,0.73383665,1.3154595,1.2172918,0.92124313,1.1420081,1.3711984,1.1410768,1.2741531,0.9709848,0.4543872,0.73213816,1.175168,1.0537829,1.1806703,1.2987676,1.1497597,1.2293792,1.1262951,0.99381423,1.0461465,1.2341596,1.0244564
egg,0.84614885,0.5143256,0.2949633,0.94237614,0.47328627,0.8927547,0.64755464,1.1225607,1.4790921,1.5253968,0.71761376,1.3273029,1.1756763,0.7884109,1.3092916,1.2911317,1.2237854,0.84000564,0.8776676,1.3244369,0.7676162,0.92149186,1.0620245,0.7514079,0.66514546,0.9046395,0.7954751,1.0254925,1.3485054,0.99880993,1.3790596,1.2959332,0.9752086,1.3028138,0.77913886,0.8241409,1.4035044,0.60586065,0.5585679,1.5445844,0.811038,0.5449946,1.3275188,1.3361223,0.99696654,1.2629033,1.017795,1.3034232,0.0,1.3838737,1.1376874,0.41581202,1.3948476,0.84201205,0.7806864,0.53307873,0.7229758,0.8312981,1.1668096,1.3326919,0.47102278,0.93512076,0.67681235,1.0708046,1.0552567,0.8960835,0.46532482,1.1203398,1.3731766,1.2527834,1.3069322,1.2321882,0.64819765,1.3639807,0.9737814,0.9651818,0.7408086,1.2159595,1.1416714,1.3948678,0.6769487,0.48804045,1.0290965,0.5007993,0.74591845,0.74332273,1.3945206,1.0056977,1.285967,1.1876416,1.2743118,0.6264931,0.72702014,0.530039,1.0513039,0.59447557,0.98997116,1.2113261,0.87856424,1.1357614,0.39611423,1.1173197,1.0391781,1.2560894,1.4330785,1.0472997,1.1206138,0.7821657,1.1124736,1.1175637,1.2483895,1.051204,0.99319416,1.1343113,1.5082817,0.93805313,1.4762231,0.4356345,0.7878691,0.952659,0.97973245,0.7311063,0.9637649,0.40788996,0.94199634,1.2778852,1.467879,0.81014526,1.1428087,0.33742923,0.8001961,0.84240156,0.75352716,0.9536161,1.2056727,1.057174,0.41332328,1.2139413
elephant,1.233072,1.2035604,1.4290503,0.73597,1.3431808,1.0266405,1.3181133,1.1589153,0.7938614,0.571231,1.3496277,0.8810348,0.5485463,1.2673736,0.6565604,0.7551904,1.1450348,1.3002577,1.3997731,1.0145842,1.3217388,1.066182,1.1360775,1.3318145,1.307127,1.1472163,1.12641,0.9068622,0.7985933,1.1484913,0.53743696,0.65374446,1.1882828,0.72640055,1.3297911,1.2036422,0.58766603,1.3380113,1.4794595,0.59075654,1.3166714,1.1919388,1.0762949,0.6615514,0.927871,0.7187957,1.0652037,0.6006159,1.3838737,0.0,0.8313414,1.1954781,0.56067085,1.097959,1.2624855,1.1830148,1.4096409,1.3069031,0.6804459,0.75742924,1.429623,0.83287436,1.4335501,0.72959787,1.1878911,0.8577421,1.4310539,0.96155274,0.82752377,0.6928987,0.87821805,0.5057081,1.4516637,0.7488509,1.077473,1.2152743,1.2828466,0.96713364,0.7119933,0.62412506,1.2951939,1.3449198,1.1207998,1.2303777,1.0070158,1.188665,0.86383593,0.96678776,0.52989393,0.4995799,0.90141857,1.4448426,1.3771689,1.4515804,0.9859746,1.4397719,0.9887586,0.86437106,1.4593377,0.9710551,1.4287559,0.6651381,1.0818875,1.0235521,0.7572789,1.1009016,0.9638537,1.4143783,0.6265082,1.2746683,0.5229582,0.9593295,0.81160015,1.1444958,0.45998245,1.2571963,0.6567987,1.4581118,1.2578413,0.93221414,1.0795089,1.4614202,1.2126205,1.3784703,0.9541015,0.47372925,0.6971816,1.3738425,1.0578458,1.3010086,1.2423238,1.1193194,1.2223989,1.3009403,1.019361,0.982605,1.349917,0.88717103
