,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toast,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
oven,1.172984,1.274357,1.4115883,1.0261288,1.3352555,1.1576082,1.2415459,0.68323094,0.7978432,0.88521993,1.1604087,0.77401984,1.1134089,1.1250521,1.0270283,0.8603164,0.8651447,0.961171,0.80015534,0.75215286,1.1109793,0.86047524,0.7510259,1.1686208,0.9412792,0.844491,1.0112065,1.034636,0.53102964,0.7816436,0.64494354,0.92935634,0.981694,0.9446199,1.140059,1.1930983,0.88663965,1.2045392,1.2056298,0.7406855,0.9084878,1.1667892,0.7937579,0.9806121,1.0896127,0.6167675,0.81329477,1.0561521,1.3945206,0.86383593,1.090755,1.2939379,0.6455181,1.2712241,1.0280772,1.351082,1.1010735,1.2225442,0.98430413,0.7718436,1.307965,1.145287,1.2628573,1.0638124,0.83736175,1.1274954,1.2731063,1.0374128,0.9591285,0.95828515,0.7136736,0.9371502,1.0673118,0.6895397,0.82772577,0.9916223,1.1016889,0.7996137,1.1090826,0.77576864,1.1267399,1.350909,0.8071754,1.2738379,1.1942356,1.162987,0.0,1.2042172,1.1098868,0.8914869,0.80625904,1.1231111,1.1374817,1.247098,1.0909076,1.2193202,1.1946,0.83725536,0.87191474,1.0171316,1.3272761,1.1542834,0.9081507,0.56727195,0.57863903,1.0625029,1.0159885,1.045897,1.0459642,0.98537976,0.98270154,1.0349162,1.0069271,0.726334,0.7437632,0.59621525,0.81807196,1.3585684,1.0091839,0.9973528,0.9454511,0.96069264,0.8720685,1.3667712,0.9652296,0.9473593,0.88959384,1.1035326,0.8755666,1.3724763,1.1695735,1.0727534,0.9664359,1.1254848,0.9477242,0.71468353,1.3671079,0.6093438
owl,0.94684523,0.8708132,1.0755296,0.8648377,1.0614123,1.0397098,1.062813,1.1575979,0.89044094,0.80186546,0.97194743,0.9896652,0.7093198,1.0297339,0.80757284,0.8427614,1.1899675,1.2969291,1.3366879,1.182539,1.1126189,1.1545362,1.2635949,1.0628846,1.2184278,1.0854012,0.97364193,0.48785508,1.1112797,1.1455077,1.0235453,0.7356732,0.97725934,0.74546856,1.0782287,1.0569327,0.9266572,0.99835813,1.1377006,0.90688455,1.3021197,1.0044811,1.0577034,0.8557443,1.1279011,1.0712676,1.1313605,0.8235092,1.0056977,0.96678776,0.892356,0.9154018,0.9952591,0.91451454,1.1326978,0.92573917,1.1786325,1.0121281,0.7355697,1.0308787,0.9797993,1.0377339,1.1659914,0.7943208,1.2168384,0.9340199,1.0130719,1.071109,0.7243233,0.7754726,1.2591894,0.81498605,1.12923,1.0515056,1.1464642,1.0388756,1.144664,1.2122413,0.9332557,1.0293888,0.94329673,1.006032,1.2515261,1.0373476,0.8178073,1.004245,1.2042172,0.0,0.69217026,0.8705942,1.1327271,1.1493564,1.1591587,1.0984949,0.9878081,1.0747598,0.7389144,1.1079583,1.305244,1.0826176,0.9756228,0.829778,1.1345139,1.1408811,1.0780352,0.64116013,1.1027664,1.097839,0.89466894,1.159698,0.8784676,1.0585834,0.85857856,1.1491431,1.0756328,1.301008,0.9272055,1.0528116,1.1744001,1.2062647,1.091286,1.2349976,1.1732702,1.0857638,1.1791008,0.93701833,0.9806536,1.1409776,1.1270056,0.9915217,1.12837,1.1127113,1.2002664,1.2448457,1.049936,1.2111626,0.93233705,1.0240645
pajamas,1.2476159,1.0718236,1.3667724,0.6941195,1.2283139,0.95507234,1.2997925,1.294319,0.73790133,0.5091692,1.208597,0.73819697,0.3329035,1.254131,0.4664595,0.8218266,1.105578,1.4058908,1.4624572,1.0410273,1.3045838,1.2233069,1.2797625,1.338154,1.4560306,1.2960317,1.0545068,0.8808639,0.94516695,1.3219457,0.82426643,0.64163756,1.1910505,0.7842937,1.2795886,1.1576991,0.43276948,1.3348918,1.4558815,0.6433244,1.4290028,1.2572858,0.99014485,0.78805745,0.956583,1.0390624,1.1593484,0.18261737,1.285967,0.52989393,0.6800475,1.0613511,0.79326427,1.0740467,1.3887842,1.0705073,1.4929316,1.2764819,0.42350614,0.86464393,1.3856591,0.6852061,1.39827,0.7172148,1.264498,0.7257499,1.3906858,1.0038216,0.7690195,0.6280486,1.0306509,0.5421573,1.4390131,0.9447668,1.261895,1.2059141,1.2292404,1.055362,0.5867126,0.8560885,1.2946029,1.3105795,1.1656969,1.1760336,0.8740448,1.1010965,1.1098868,0.69217026,0.0,0.6005448,0.87387913,1.446754,1.3609542,1.3763334,1.043364,1.262687,0.7892143,1.0577669,1.4502239,1.0215403,1.342407,0.6262696,1.1040132,1.1266106,0.8764563,0.91847795,1.0327998,1.3673923,0.5325514,1.196388,0.43839025,1.0213963,0.78552836,1.1645236,0.7698473,1.3785492,0.6716004,1.3692223,1.3024001,0.9460193,1.0864664,1.5003492,1.2876825,1.351208,1.0278072,0.3794104,0.61381006,1.2630274,1.0932115,1.2039407,1.3556552,1.0731823,1.3478959,1.2384884,0.97159564,1.2316657,1.2755308,1.063582
pants,1.0449889,0.96862924,1.3433025,0.5797357,1.3822197,1.1179836,1.2033098,1.3093158,0.8657384,0.6985457,1.1967254,0.78722966,0.52661407,1.0410365,0.65726495,0.81397617,1.2978928,1.4459375,1.5125029,1.1351826,1.347748,0.8853163,1.2491469,1.183439,1.1609,1.233675,0.76775813,0.6119089,0.6380945,1.3188384,0.6209564,0.6930411,1.0440186,0.7745234,1.2826463,1.2388684,0.5488087,1.0608492,1.427319,0.7693846,1.469991,1.0982639,1.1237035,0.7360557,1.0930566,0.8564172,0.9522695,0.6344314,1.1876416,0.4995799,0.89455235,0.99141145,0.87034655,0.91893196,1.3641846,0.9689694,1.451627,1.1778888,0.7989296,0.9431249,1.2767825,0.7152917,1.5110664,0.66748875,1.3508666,0.7849932,1.2575451,1.1265464,0.79873025,0.4304427,1.0433842,0.15081978,1.3782821,0.854529,1.1538552,1.2668192,1.2648808,1.0610524,0.67047983,0.8751328,1.299545,1.3102713,1.1556115,0.99329615,0.9785734,1.2346507,0.8914869,0.8705942,0.6005448,0.0,0.95676893,1.413579,1.356405,1.2631792,1.0779558,1.2638192,1.0492646,0.9908087,1.5278757,1.1409445,1.3201911,0.8325796,0.9128151,1.0922756,0.8276306,1.0007267,1.1324351,1.3208842,0.74255455,1.3728123,0.31446707,0.9288444,0.36106265,1.2108365,0.71088606,1.2233682,0.7512419,1.3331456,1.3002465,0.8591353,1.1389169,1.468222,1.2927582,1.328243,0.8667513,0.3570094,0.8394315,1.3950434,1.1965699,1.15451,1.2881093,1.0756295,1.1317021,1.4814363,1.1251239,0.8371981,1.2434236,0.9543605
paper,1.195866,1.2132869,1.3450129,0.74157417,1.1878984,0.85821056,1.2150762,1.0791625,0.6423665,0.8254364,1.2499026,0.7455629,0.77788484,1.2680748,0.8247259,0.81515723,0.59441334,1.1469848,1.0183657,0.64785594,1.1477798,1.1293577,0.8863055,1.2610477,1.2241611,1.1167045,1.0839947,1.1528109,0.8522277,1.0071267,0.92954904,0.89549595,1.0497503,0.76701444,1.1568395,1.0931005,0.7991163,1.2571836,1.1657201,0.8313534,1.1141068,1.2088271,0.76348853,1.0585793,1.1293912,0.9447662,0.9645428,0.96549004,1.2743118,0.90141857,1.073472,1.0967864,0.917605,1.086826,1.3362782,1.1735293,1.0629601,1.2136847,0.95175534,0.8491819,1.3499569,0.6600162,0.97825956,1.0462227,0.8840317,0.7875043,1.2758253,1.0216801,0.89211076,0.92207825,0.9886841,0.98414767,1.1145405,0.959757,0.9681147,1.0938319,1.0414084,0.8028735,0.616136,1.0591758,1.2113237,1.2505083,0.47147524,1.1807193,1.0702981,0.90704066,0.80625904,1.1327271,0.87387913,0.95676893,0.0,1.1133136,0.95624423,1.2275105,1.0492184,1.0661453,0.9693913,1.1371359,1.0132151,1.0246612,1.3712372,0.8155652,1.009066,0.9988707,0.8114026,1.1274525,1.0439906,1.1488796,0.9659988,0.72141635,0.8902491,0.9824275,1.0165306,0.9217253,0.8602749,0.87484044,0.7340211,1.2718458,1.1302547,0.7629222,1.0397604,1.1300931,1.0402485,1.3648754,1.0591925,0.89249134,0.6953212,1.0463537,1.1058546,1.2586038,1.0401676,0.632196,0.80827785,1.0832311,0.8292872,1.1914055,1.3365266,0.90839136
pen,0.6754232,0.87263286,0.5648058,1.1776187,0.7419878,1.0719508,0.6580073,0.912988,1.3302798,1.5014497,0.42874628,1.2424321,1.4874152,0.63269055,1.4864042,1.2611322,0.91318494,0.5726578,0.6511404,1.0104737,0.822007,0.6579267,0.8942895,0.51403165,0.48225367,0.8724332,1.0685345,1.1780573,1.2724569,0.816662,1.3612351,1.3017566,0.8918514,1.2405947,0.75824434,0.9141917,1.4958568,0.7476586,0.10677856,1.4533734,0.5646985,0.8181418,1.1403383,1.4198413,1.2124952,1.1813506,1.0420338,1.3318504,0.6264931,1.4448426,1.217607,0.81638396,1.3637847,0.77639747,0.68839717,0.7344197,0.4062878,0.7141384,1.2967275,1.4431555,0.39186776,1.3220587,0.5292025,1.2996308,0.95573753,1.2395592,0.57860243,1.1619866,1.265862,1.32806,1.2591941,1.4214427,0.107036054,1.2012041,0.8657855,0.94251645,0.89573574,1.2365936,1.4460709,1.4167933,0.8910931,0.45359355,0.983298,0.7099014,1.0720761,1.0135765,1.1231111,1.1493564,1.446754,1.413579,1.1133136,0.0,0.1421634,0.5203823,1.1327915,0.62744683,1.2369974,1.1492318,0.6520675,1.1457474,0.48619723,1.2864286,0.9929078,1.0685618,1.322495,1.0306911,1.172569,0.459045,1.2753577,0.70182997,1.4740695,1.1437402,1.1262615,0.5627033,1.447846,0.5979225,1.3125937,0.45049787,0.5904819,1.1057171,1.190725,0.29683185,0.6512363,0.524251,1.17812,1.4481373,1.4285703,0.72744226,1.0548985,0.6629926,0.7189089,0.6840285,0.65889454,0.8303421,1.0679376,0.8130645,0.47909075,1.0314989
pencil,0.80665636,0.88608646,0.72625345,1.0453469,0.84545404,1.0211656,0.69205934,0.95886385,1.1813458,1.3857582,0.65416306,1.1112205,1.3473275,0.8031826,1.3483961,1.216896,0.82398045,0.7969837,0.73922527,0.8555455,0.8345384,0.64318925,0.9535821,0.7079748,0.6484347,1.0313832,1.042426,1.2441056,1.1877987,0.8837216,1.3056285,1.2840962,0.84978527,1.1351882,0.7883285,0.8861171,1.4014282,0.79441035,0.20717263,1.3314607,0.7748169,0.8180904,1.115113,1.3984668,1.1773367,1.1797814,0.9116521,1.2957072,0.72702014,1.3771689,1.1968896,0.75187206,1.3587725,0.88495845,0.8842231,0.7815225,0.51829743,0.8182255,1.2932534,1.3589973,0.6255434,1.1455829,0.6369608,1.2574153,0.97691226,1.0686759,0.76998436,1.1665831,1.1426793,1.2598261,1.1827908,1.3838115,0.21858692,1.1043863,0.9019284,0.94600415,0.81315637,1.1843227,1.2533153,1.3837643,0.9082477,0.6735051,0.95020676,0.7633604,0.9792538,0.92406523,1.1374817,1.1591587,1.3609542,1.356405,0.95624423,0.1421634,0.0,0.63877994,1.1294819,0.68976384,1.1176924,1.1748668,0.6812999,1.1548414,0.69259024,1.2088405,0.961293,1.1436367,1.2622819,1.0741947,1.1803726,0.56760246,1.2382631,0.6016177,1.405957,1.0635911,1.1060141,0.5159342,1.3315557,0.7455971,1.166918,0.6184182,0.80432177,1.0355293,1.1155378,0.34658897,0.73438084,0.73175615,1.1673366,1.3890492,1.2593247,0.7717494,1.0539085,0.76861495,0.77611977,0.5433951,0.75198746,0.8912115,0.958814,0.85271436,0.672697,1.0859115
pickle,0.53101325,0.7637728,0.325436,1.2852201,0.75609744,1.1908062,0.32701838,0.9241034,1.3654029,1.4143403,0.42344075,1.2383481,1.3907447,0.5537353,1.2733102,1.2819207,1.0481286,0.77564067,0.6837929,1.2103095,0.744008,0.91835713,1.0592883,0.44027412,0.5304534,0.8542701,0.80516803,1.0585583,1.1698242,0.9417146,1.2749203,1.2847822,0.7637832,1.2572973,0.5512001,0.8510335,1.3944457,0.54468554,0.39423776,1.4643295,0.72245765,0.72683525,1.073957,1.3942428,1.1989772,1.2176617,0.7831955,1.3376919,0.530039,1.4515804,1.1611718,0.78985965,1.3477379,0.6425791,0.75407064,0.58185023,0.52761906,0.54871476,1.2281427,1.4084146,0.2992543,1.2831467,0.5651046,1.2774463,1.0364364,1.3277997,0.48302042,1.187324,1.3465208,1.2164315,1.2588935,1.334133,0.45891255,1.2869871,0.9680297,0.83322275,0.7608214,1.285892,1.4500909,1.2935693,0.847114,0.36328214,1.0447735,0.70371944,1.0991446,0.9100067,1.247098,1.0984949,1.3763334,1.2631792,1.2275105,0.5203823,0.63877994,0.0,1.1322309,0.36027503,1.192986,1.1326452,0.62935996,1.1923597,0.30989414,1.3175752,1.0561105,1.158356,1.3938448,1.1418681,1.1921533,0.4741388,1.3408116,1.017495,1.3587275,1.0181036,1.0609266,1.1642113,1.3909549,0.7229592,1.4411347,0.29087424,0.5820762,1.1821983,1.0485848,0.68233865,1.1020453,0.45307887,0.9911146,1.366953,1.4135714,0.7757434,1.1015079,0.60482574,0.6730835,1.1291058,0.64770585,0.8890835,1.2369266,0.92406267,0.47971094,1.1529112
pig,0.9394521,1.1401334,1.0841199,1.138823,1.010092,0.8126383,1.0417064,1.2040101,1.026478,1.0353391,1.1385338,1.0585799,1.0248144,0.9978451,1.0737795,0.848788,1.0221931,1.1508613,1.1227561,1.0663159,1.1155308,1.151416,1.0884261,0.99532163,1.2369462,0.96617085,0.9782076,0.9581675,1.1458114,1.0368189,1.1117282,0.9399251,1.0948923,0.99710333,1.1367558,1.1263475,1.0118433,1.1624979,1.17969,1.0662192,1.1311595,1.0382109,1.0235742,0.5825734,0.86158055,1.1143538,1.1540154,1.0296444,1.0513039,0.9859746,1.0198663,1.115354,0.93280864,0.9042665,1.0126001,1.1624229,1.223742,0.92142016,1.0830657,1.0500686,1.1676981,1.0069556,1.091496,1.0271257,0.9650163,1.029047,1.1630832,0.20446235,1.0149523,1.004102,1.015644,1.0810611,1.2019786,1.0810937,1.0587237,0.9302093,1.0222019,0.9999469,0.93884176,0.91300184,0.92720765,1.1239084,1.0239111,1.1109402,1.0190783,0.9670455,1.0909076,0.9878081,1.043364,1.0779558,1.0492184,1.1327915,1.1294819,1.1322309,0.0,1.0882335,1.0413638,0.93193185,1.1223369,0.21232307,1.0996869,0.9581544,1.1613619,1.112158,1.0854709,1.0822309,0.20497519,1.1373787,0.9676744,1.0046957,0.99661815,1.067471,1.0588468,0.99636525,1.034333,1.1130825,1.0414712,1.1993054,1.1590623,1.0773566,0.8878298,1.1432235,1.0066468,1.1259639,0.9707735,1.0440205,1.0606045,1.0598053,0.99246085,1.1439298,1.1869653,1.08568,1.1605704,0.96699613,1.0619663,1.1778982,1.176776,1.1233265
pillow,0.63964766,0.67143726,0.53636956,1.1882517,0.62356734,1.0122935,0.62668705,0.8099427,1.4225059,1.3510422,0.43593538,0.95274276,1.2731353,0.6693586,0.9866786,1.3514369,0.88059795,0.83920753,0.7738573,1.0688833,0.77695656,0.7983202,0.9964219,0.62686145,0.53365165,0.8846123,0.7256113,1.0551028,1.0151705,1.0593694,1.318111,1.3330903,0.7377183,1.2711401,0.6219666,0.88303494,1.242202,0.4729663,0.47785288,1.4220048,0.7754798,0.8098794,1.1644807,1.3677535,0.99480385,1.2235837,0.80196977,1.2104319,0.59447557,1.4397719,1.2816654,0.73408335,1.4148093,0.69537723,0.7997503,0.7095969,0.59426606,0.6540868,1.2113932,1.4694761,0.49723184,1.0676278,0.5652585,1.3665868,0.9856607,1.2360328,0.5175394,1.1149312,1.2472717,1.359456,1.2875583,1.3083148,0.62341505,1.2433972,1.1051131,0.8485082,0.8346312,1.2291414,1.245416,1.3746183,0.89246464,0.59330344,0.8159999,0.6932626,1.1548812,0.9935153,1.2193202,1.0747598,1.262687,1.2638192,1.0661453,0.62744683,0.68976384,0.36027503,1.0882335,0.0,1.2234721,1.1800032,0.70153886,1.1090688,0.52154803,1.188219,0.89932317,1.1423614,1.2475268,1.1340816,1.1107831,0.5101568,1.1613418,0.96709377,1.4416034,0.85181534,1.0846429,1.0797863,1.4332169,0.7100469,1.3848898,0.41002035,0.8189633,0.8785543,1.191417,0.72557944,1.0299289,0.6223638,0.8466399,1.4523876,1.4765913,0.74685764,1.0600592,0.64119935,0.68658537,1.0049798,0.41290402,0.808879,1.173865,0.7842952,0.6769495,1.1487383
pizza,1.2039374,1.0338006,1.1440091,0.8328912,1.0648897,1.0183814,1.0815824,1.0027927,0.72524256,0.93458194,1.3153405,1.023547,0.686183,1.2724769,0.8724251,0.8604358,1.09343,1.2300619,1.0224711,1.1259761,0.67901707,1.3325332,1.2087551,1.2783136,1.3680464,1.1535969,1.1163058,1.0133932,1.2278113,1.1250813,1.152151,0.9537208,1.087812,0.9191316,0.9037956,0.7152039,0.95520043,1.0485389,1.2646673,0.98339224,1.2439463,1.0095024,0.85108346,0.9255799,1.0234449,1.175256,1.1618226,0.9961688,0.98997116,0.9887586,0.90345085,0.93447244,0.9815351,1.1252985,1.170099,1.1027347,1.100403,1.1677306,0.88251626,0.7618214,1.2358729,0.831519,1.0907543,0.89407986,0.89025295,0.66788495,1.2606794,1.0544279,0.7915,0.95638496,0.889845,1.0676825,1.2503719,1.101327,1.0786278,0.69537675,0.89510524,1.0059375,0.7382598,0.95705,0.6596439,1.1908609,1.1463263,1.1481414,0.8324193,0.9295799,1.1946,0.7389144,0.7892143,1.0492646,0.9693913,1.2369974,1.1176924,1.192986,1.0413638,1.2234721,0.0,1.1433289,0.95803577,1.0722476,1.105661,0.80669224,1.0127989,1.0956799,0.98341143,0.75455093,1.0852879,1.1920887,0.89552015,0.9736798,0.9269944,1.0295279,1.0181255,1.1740754,1.0285803,1.3431154,0.91988754,1.2144241,1.2074643,1.030052,0.57865214,1.0932202,1.0970583,1.1001054,1.1832821,0.95501256,0.7351184,1.1326401,0.64100695,1.0877041,1.0093544,0.9134662,1.3620842,1.1489847,0.9041741,1.355274,1.1623864,1.166491
plant,0.995286,1.184901,1.1266378,1.0816368,1.1502826,1.0822775,1.1009048,0.9418683,1.0140259,0.8757866,1.118306,0.99298596,1.0903711,1.0425617,0.9653524,0.97451556,1.011056,0.9319367,1.0210311,1.0135434,1.1375694,0.907801,0.90053374,1.0386878,1.0244416,0.7704114,1.0345533,0.9439985,0.8741447,0.9456537,0.8133449,1.0332636,1.0474434,1.0505638,1.168334,1.1555029,0.9418356,1.0613114,1.1969278,0.8662517,0.92444545,1.0727857,1.0119997,0.8324206,0.8680129,0.7115843,1.0108992,0.97138375,1.2113261,0.86437106,0.9783167,1.2155601,0.8022084,1.041686,0.44475102,1.2872958,1.1197081,0.99645734,0.944213,0.845706,1.1652641,1.1468222,1.2168834,0.95757395,0.9297585,1.065774,1.1742971,0.91349256,0.9841558,1.0285085,0.7690229,0.98726887,1.1875991,0.82906556,0.873912,1.0347074,0.94618124,0.8918596,1.1247009,0.7577032,0.9920758,1.1729032,1.0051086,1.0889667,1.129349,1.1826355,0.83725536,1.1079583,1.0577669,0.9908087,1.1371359,1.1492318,1.1748668,1.1326452,0.93193185,1.1800032,1.1433289,0.0,1.0172749,0.90553725,1.170693,1.0077689,0.9753677,0.9073745,0.768239,1.1009727,0.86842805,1.1449504,0.9921484,1.1165787,0.9949017,1.0403786,1.1399845,0.9880911,0.8098612,0.9156092,0.9313511,1.267953,1.0028121,1.0430256,0.94093347,1.1217529,0.9148327,1.1542015,0.8196515,0.9473529,0.9514203,1.1290966,0.87219167,1.2313765,1.0843016,1.1967461,1.053635,1.0319815,1.0765473,0.81228566,1.2122312,0.6802459
plate,0.9369098,1.135157,0.7927837,1.396904,0.80518925,1.1172011,0.723267,0.50317353,1.0911543,1.3545091,0.8157698,1.1347446,1.4849613,0.84911156,1.2905322,1.2377816,0.74667907,0.6043689,0.14980352,0.8597406,0.52747273,0.91876996,0.73610944,0.79028904,0.7633073,0.77432954,1.0943197,1.3801594,1.1652019,0.68114114,1.3598564,1.2805016,0.90228117,1.300486,0.6181687,0.7071372,1.4284515,0.8832798,0.6116479,1.2938077,0.53564155,0.9984333,0.567112,1.3494642,1.0462493,1.158215,0.9934868,1.3757589,0.87856424,1.4593377,1.2794443,1.1373582,1.2489569,1.1169096,0.66703373,1.0991831,0.57416433,0.8493638,1.2985018,1.07625,0.8392838,1.3149669,0.6201853,1.4505672,0.48732382,1.3029861,0.79635835,1.1312108,1.1552879,1.4049221,0.8984256,1.5439957,0.60693586,1.1713755,0.8126015,0.67140675,0.5874616,0.9386886,1.3843706,1.1190449,0.6902369,0.89227015,0.7582412,1.07533,1.2447469,0.86377573,0.87191474,1.305244,1.4502239,1.5278757,1.0132151,0.6520675,0.6812999,0.62935996,1.1223369,0.70153886,0.95803577,1.0172749,0.0,1.111897,0.7794989,1.2490565,0.89209545,0.85071975,1.1208458,1.0355331,1.1257932,0.62221515,1.2953207,0.56213236,1.5161607,0.977991,1.2202928,0.81287074,1.2637196,0.5835321,1.2934405,0.7572195,0.72755504,1.111765,0.7068541,0.42331964,0.7703309,0.8001056,1.1246326,1.480774,1.0876795,0.6004741,0.6828709,1.002289,0.7884163,0.9639234,0.7390194,0.715124,0.8572805,0.93785197,0.940042,1.0564661
pony,1.0142872,1.148883,1.1550869,1.1340196,1.0526454,0.8760615,1.1600239,1.1514876,1.006653,1.0003531,1.1722659,0.9825908,1.052693,1.0561361,1.049925,0.8771057,0.98927546,1.10897,1.1203456,1.0309762,1.1282864,1.1483442,1.0477667,1.0515839,1.2258031,0.8524258,1.0798428,1.0443408,1.0992314,1.0192147,1.096686,0.9225252,1.1315665,1.0387365,1.1758658,1.1436607,1.0020436,1.2081186,1.2067217,0.9938125,1.1083672,1.1343468,0.9685234,0.5643397,0.8014145,1.0515244,1.151898,0.9914606,1.1357614,0.9710551,1.0280694,1.151881,0.8721711,0.9787749,1.0090656,1.1937194,1.2339069,0.99995935,1.0186222,0.9874569,1.2216235,1.0200257,1.1168063,1.0166445,0.93838453,1.0139964,1.1917237,0.005493045,1.0478356,1.0931884,0.93295765,1.1129218,1.2159518,1.0404067,1.0634943,0.91340667,1.0955031,0.98102486,0.9748297,0.8814671,0.99180454,1.1811247,1.035613,1.1583775,1.0511445,1.0502346,1.0171316,1.0826176,1.0215403,1.1409445,1.0246612,1.1457474,1.1548414,1.1923597,0.21232307,1.1090688,1.0722476,0.90553725,1.111897,0.0,1.1291963,0.97362685,1.1774632,1.1223822,1.0008997,1.0848324,0.009765863,1.1318212,0.9614333,1.0239141,0.9809723,1.0601121,1.1720247,0.9642013,0.9952748,1.0480236,1.0493608,1.235547,1.1423863,1.0467592,0.93330866,1.1563112,0.9860778,1.1306605,0.91920567,1.0349714,1.0226581,1.0796652,0.94321483,1.1533455,1.1825736,1.0757279,1.1957867,0.9886372,0.9804329,1.1440616,1.2133803,1.0346462
potato,0.7346767,0.7683293,0.24012434,1.2310061,0.5881487,1.0725793,0.6081735,0.9450607,1.466039,1.4293817,0.3849259,1.3337208,1.3925122,0.70822126,1.371443,1.3293025,1.1611836,0.6156275,0.7159647,1.3000772,0.71174365,0.9633012,1.0331179,0.6138267,0.48599112,0.8963554,0.8530098,0.9352499,1.2967966,0.9968282,1.3686047,1.2317429,0.8263241,1.3687769,0.58935726,0.8489357,1.4172586,0.5920793,0.37978244,1.4661884,0.6270143,0.73678946,1.2091929,1.3067244,1.1256332,1.2811952,1.0535752,1.2976913,0.39611423,1.4287559,1.1607344,0.7566446,1.3787415,0.78651047,0.6654084,0.6052025,0.54656774,0.76764226,1.1471273,1.4276965,0.2042687,1.2967997,0.6227054,1.2319243,0.9633718,1.2799988,0.46838534,1.1270864,1.3639717,1.2640254,1.2899103,1.2990205,0.44379455,1.3234357,1.0111365,0.90882105,0.92186594,1.2557261,1.4090974,1.3711331,0.6424514,0.22112465,1.1084741,0.68832046,1.0051746,0.9529536,1.3272761,0.9756228,1.342407,1.3201911,1.3712372,0.48619723,0.69259024,0.30989414,1.0996869,0.52154803,1.105661,1.170693,0.7794989,1.1291963,0.0,1.2476743,1.0438356,1.1274278,1.398834,1.0150472,1.1337199,0.5119913,1.2295887,1.1314589,1.3675222,1.1758442,1.0678041,1.1295815,1.4647417,0.8312328,1.4407804,0.25203735,0.50903034,1.1179905,1.0949868,0.6903431,0.97874737,0.23200285,1.0896097,1.396348,1.4343662,0.8151108,1.0414689,0.4850855,0.70459306,1.0800014,0.7571979,0.8477584,1.2049984,1.0043188,0.2990477,1.1700981
pumpkin,1.2135339,1.0705007,1.2404475,0.5671414,1.0993736,0.91019946,1.2536532,1.170937,0.8223178,0.6736986,1.26025,0.94199604,0.5904775,1.2150629,0.6520219,0.7718189,1.1693623,1.2508105,1.235581,1.1113478,1.0837239,1.2003098,1.1363319,1.2689464,1.2755239,1.2795136,1.2667497,0.8883432,1.1246171,1.1434457,0.9797911,0.7958633,1.1339505,0.92321277,1.1499064,0.95291996,0.6773712,1.2576398,1.3162287,0.82263404,1.2664567,1.1675619,1.0100428,0.74275625,0.9862668,1.0419958,1.2207874,0.8154659,1.1173197,0.6651381,0.9586045,1.0441092,0.9210658,0.96836764,1.2127651,1.1218771,1.2552084,1.2901216,0.72538054,0.87878644,1.3212525,0.6366878,1.2893021,0.893819,1.0889033,0.73355436,1.2868178,0.97328925,0.7799757,0.94144607,1.0292851,0.7638445,1.294224,1.0451677,1.065026,1.1649333,1.164372,1.024947,0.5642888,0.9946091,1.0735692,1.2112545,1.0339139,1.163778,0.9828962,1.0451216,1.1542834,0.829778,0.6262696,0.8325796,0.8155652,1.2864286,1.2088405,1.3175752,0.9581544,1.188219,0.80669224,1.0077689,1.2490565,0.97362685,1.2476743,0.0,1.1390542,1.0746642,0.976162,0.9157271,0.9787404,1.2280191,0.6875001,1.1656243,0.82798564,0.901702,0.96260643,1.0894254,0.9283831,1.3271767,0.7890724,1.2491255,1.225095,0.850639,0.9626915,1.3030496,1.1769841,1.1959537,1.0819894,0.762923,0.7509252,1.1665199,1.0699861,1.1327333,1.0901175,0.9698224,1.1316334,1.2153747,0.9594571,1.2618347,1.212426,1.1011696
