,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
cracker,0.9676241,0.9529728,0.96370137,1.0017691,1.1352789,1.1512659,1.0365878,0.9767185,1.1068021,1.1390927,1.1454463,1.1201266,1.0245316,0.97333986,1.0268286,1.008941,1.0333306,1.0618181,1.2346188,1.1151677,0.9446608,0.8282085,1.2044156,1.039307,1.0845826,1.014569,1.2507172,0.8575281,0.9590699,1.0838833,1.0866034,1.1422051,0.8125478,1.036602,1.0123242,0.0,1.2089756,1.0285381,1.2145665,0.8848307,0.8565441,0.89024806,1.0542798,0.98265105,0.99421877,0.8912791,0.9666763,0.98986757,0.9189124,0.88245094,1.0959941,1.1273612,0.7226619,1.0454471,0.85197765,0.7731886,1.0514436,0.92901397,1.1520301,0.79123014,0.93013716,0.9096452,0.83135974,1.0581566,1.0620638,1.1223568,1.2135048,0.81495607,1.0310937,1.1905466,0.99328864,1.0595542,0.84842056,0.93348074,0.8391963,0.7842764,1.1140931,0.7596313,0.5256518,1.1518993,0.9645662,1.1043108,0.79185414,1.1486125,1.0670164,0.92317605,1.048082,0.97168946,0.9782739,0.4314561,1.2637455,1.2586365,0.77757525,0.9210708,0.9348824,0.81709236,1.2032208,0.91300994,0.93088925,0.8410108,0.9583322,1.0191745,1.2092165,1.0397276,1.1004348,0.9259233,0.81076455,0.82051027,0.93848956,1.1682137,1.0244477,0.9126177,0.81487405,0.9581431,1.175642,1.1979699,1.1716411,1.0252233,1.1985401,0.99154615,0.9826863,0.75888526,1.0395223,0.95075846,0.73006785,1.0187625,0.9829294,1.0381225,1.0444937,1.0577621,0.962729,0.85004985,1.2835555,1.0240512,1.0383247,1.123087,1.1916782,1.1535753,1.2789676,1.1259673,1.211792,1.2690382
crayon,0.80632293,0.93944657,0.52047,1.4495404,0.9106878,0.8065731,1.0234638,0.85681593,1.4725549,0.9437289,1.5746386,0.24560976,1.4718025,1.6169155,0.63314116,1.5300412,1.1436512,0.67200077,0.33620727,0.47730166,1.2577666,0.40230227,0.6550143,0.81059206,0.43336803,0.48846453,1.0863762,0.4835416,1.3267951,1.4208739,0.82337016,1.3134742,1.2261392,0.94361496,1.5786883,1.2089756,0.0,1.4887292,0.24185336,1.0950838,1.5032123,1.0614902,1.164556,1.1705008,1.5000055,1.0276034,0.47225583,1.4414722,1.3759744,0.8918849,1.144485,0.64961654,0.86804146,0.43684053,0.63906413,1.553265,0.33886397,0.910901,1.3118514,0.8931384,1.4475865,0.8834667,1.3203622,0.408844,1.1123261,0.9451619,1.3844318,1.2031852,1.434976,0.15075457,1.3948383,0.9071676,1.2804677,0.6898824,1.2275387,1.5066304,0.9598438,1.3505116,0.6811314,0.38960528,0.7827312,1.1137373,1.050903,0.33896667,1.0957261,1.2060919,1.5539019,1.4373553,1.1374278,1.1484741,0.24972385,0.2029205,1.197241,1.4274892,0.95822304,1.2219504,0.56916577,0.36953855,1.2377048,0.74677074,0.7141262,1.2699219,0.5352647,1.3620232,1.025641,1.2995421,1.4185563,1.1702639,0.49994338,0.44716036,1.5621713,0.9107472,1.2736413,0.48916048,1.2394,1.0913006,1.4668739,0.30255282,1.3692762,0.57481724,1.1960894,1.3363638,0.3354566,1.1176742,0.94232726,0.33493268,1.3322175,1.4871647,1.4461286,0.56765866,0.5242733,0.73978305,0.43785566,0.6846057,0.67301726,1.2604566,1.1286726,0.9736553,0.8088064,0.9101652,0.3439567,1.2577477
crib,1.1128286,1.2282529,1.4817703,0.6051556,1.1798117,1.214768,1.1150707,0.7891183,0.60182965,1.0187299,0.32271767,1.4318452,0.45503926,0.647467,1.3074901,0.6157443,0.9824132,1.0580636,1.3338015,1.3658016,0.61857414,1.5483267,1.0329274,1.029056,1.3747623,1.1727204,0.8104335,1.5495648,0.7374906,0.3151909,1.0960101,0.504835,0.9532362,0.9148347,0.47171307,1.0285381,1.4887292,0.0,1.3234904,1.1217144,0.69997805,0.8954491,0.60654426,0.67584085,0.68707,1.1889508,1.5010788,0.71434414,0.8017429,1.3771985,1.0034348,1.1664089,1.219481,1.2707162,1.3222855,0.6378419,1.4839299,1.39591,0.64275,1.1902068,0.67410713,1.1963682,1.0078113,1.4827187,1.0071537,0.947801,0.79169655,0.92878467,0.7548566,1.407498,0.22843099,1.0707445,0.9487915,1.4331284,0.7734956,0.92156786,0.9865149,0.70058155,1.2743301,1.3131229,1.149984,0.9668859,1.2248051,1.3681595,0.75032425,0.93872976,0.5964165,0.8171412,0.8889482,1.0673319,1.3265035,1.3371423,1.0136801,0.77530336,1.0952648,0.9926499,1.1705811,1.396843,0.88682175,1.3290582,1.3900054,0.74479485,1.1141131,0.54295206,1.0730145,0.8658268,0.7501381,1.056241,1.377997,1.2952788,0.69366693,1.2270317,1.0287805,1.3448806,0.63380873,0.8037327,0.51060104,1.5444005,0.6086038,1.4339118,1.1223903,0.9796163,1.35264,0.95496374,1.149708,1.4967086,0.63617074,0.76401365,0.62688863,1.3331046,1.4743156,1.4224169,1.2439537,1.179698,1.210005,0.65103894,0.8180665,0.8288783,1.0692191,0.7254747,1.3431908,0.68920195
cup,0.92225647,1.0364635,0.5368109,1.4254086,0.8778133,0.760672,1.0127134,0.7422739,1.4096138,0.9905954,1.4807281,0.34968305,1.4742553,1.5132265,0.8064097,1.4933869,1.3531401,0.73301214,0.10400671,0.43416035,1.2553742,0.52319026,0.7792251,0.57975173,0.5578927,0.4144441,0.98808795,0.67666113,1.2684636,1.3045863,0.79245645,1.235789,1.0854365,0.9815686,1.4501745,1.2145665,0.24185336,1.3234904,0.0,1.0149891,1.3882861,0.92611843,1.0329612,1.2726415,1.3431056,1.1026582,0.5641327,1.400864,1.2894646,1.0853938,1.0978656,0.5418035,0.96160495,0.7642808,0.7892306,1.336167,0.42775428,0.99826396,1.2000004,0.96963435,1.3184707,0.8678053,1.396651,0.37365437,1.1101345,1.1471443,1.3306844,0.9746311,1.430417,0.5018152,1.3022664,0.8348901,1.2183263,0.7682241,1.076066,1.4863997,1.0756907,1.2757547,0.7776122,0.28970551,0.7857727,1.1089451,1.1127193,0.21353835,1.0772426,1.1725713,1.4352133,1.4342079,1.1503263,1.1690344,0.59451616,0.55454,1.2334352,1.3641503,1.0328666,1.1693689,0.42905122,0.43056923,1.1548349,0.8873377,0.66856104,1.1749089,0.5471676,1.192323,1.0638592,1.2544925,1.2737857,1.0978955,0.67753124,0.75892675,1.4770103,1.0012406,1.2810458,0.5946726,1.2230836,1.0219119,1.3787452,0.44913125,1.2468123,0.58595586,1.2279898,1.2775564,0.6793258,1.2026522,1.196956,0.37131023,1.1298509,1.4295561,1.3086619,0.68944126,0.643015,0.9531991,0.65159905,0.6937724,0.64012146,1.1464963,1.0580347,0.88858163,0.6601052,0.9060503,0.275685,1.2250785
dish,1.1873412,1.1131576,1.0181897,1.1539935,0.81130373,0.8205252,0.93602335,0.8890716,1.0097259,1.1990322,1.2302468,1.1914816,1.2795451,1.0744867,1.094045,1.0532343,1.1281514,0.83994687,0.93407017,0.8577468,0.956269,1.0078967,1.0099232,0.8297641,1.0598986,1.1456149,1.0511923,1.1103157,1.0961963,1.296966,0.6846303,1.1205549,0.5467437,1.0236303,1.2277969,0.8848307,1.0950838,1.1217144,1.0149891,0.0,1.0802639,1.033284,1.0344914,1.111654,1.115125,1.023548,1.0654598,1.2434963,1.102491,1.1550679,0.91681576,0.86357385,1.3131697,0.9341664,0.9875506,0.79915166,1.173547,0.9018934,1.1258328,0.8076281,1.1319935,0.8043083,1.1427428,1.0065731,1.0081316,1.084694,1.2045003,0.70342875,1.3171958,1.0182433,1.1660842,0.78249204,0.76876515,0.9655652,0.98861974,0.8990263,1.0336734,0.968625,1.0746663,0.9874299,0.79307795,0.7940591,1.159009,1.0192609,0.9294575,0.89305955,1.1584848,1.310359,0.9440187,0.8227507,0.94908047,0.97892696,1.1104679,1.1252335,1.204268,0.75424075,0.9134687,0.89780915,1.1283556,1.2148004,0.9458933,0.89586395,1.0056581,1.0525714,1.1766989,1.0074122,0.88742375,0.57401246,1.0265673,0.9017762,1.2269624,0.9660408,1.2604978,0.9968382,1.1261812,0.89987206,1.0958215,1.1386275,1.092629,0.775933,1.0136335,0.71838385,0.95455045,0.90108186,0.94769585,1.1100819,0.93588346,1.2264603,0.9903277,0.8479372,1.1835132,1.1189349,0.9481321,0.9337059,0.86976117,0.86409754,1.1105947,0.9164665,0.99627423,1.1564945,1.1272888,1.0504332
dog,0.76933396,0.83570063,1.300946,0.7864624,1.0899816,1.1744335,1.1127081,1.1892238,0.88378,0.9770525,0.65288377,1.323271,0.75922334,0.7576602,0.96361846,0.62264013,0.87278116,1.2887156,1.3284746,1.3929029,0.8858258,1.3755707,1.2510147,1.2554016,1.085952,1.3040197,0.9469316,1.3632612,0.28081882,0.79968596,1.2369001,0.8558847,0.995819,1.1362244,0.59053165,0.8565441,1.5032123,0.69997805,1.3882861,1.0802639,0.0,0.7511856,0.9939488,0.9507922,0.6997819,1.0989213,1.3832443,0.37411404,0.80638766,1.1459708,1.0374737,1.1263647,0.94495595,1.3650042,0.99813575,0.8247305,1.3005362,1.0530314,0.73137116,1.1974385,0.73717654,1.1541748,0.9605743,1.3140349,0.56847954,1.1384432,0.8432771,0.9776036,0.7726404,1.4641094,0.82533723,1.2238129,0.9732652,1.2420111,0.93133014,0.81683844,1.091566,0.6572451,1.1225907,1.3256285,1.1990833,1.0913724,1.0335817,1.3394833,1.0307597,0.8497303,0.7127102,0.68998647,1.0229743,0.9068764,1.4007618,1.4213873,0.84238374,0.5973654,0.94609576,1.0400164,1.1302788,1.4490155,0.28016156,1.0987891,1.2012143,0.8137476,1.2336028,0.84944034,0.8340708,0.40309298,0.82237893,0.99630713,1.3667647,1.3052152,0.6918456,0.95602113,0.7821351,1.2293141,0.9820295,1.0912194,0.81617093,1.2676035,0.6107335,1.3625746,0.8890568,0.96389645,1.4181644,0.8805939,1.0886816,1.422614,0.6227701,0.7212829,0.89681965,1.3808644,1.2861118,1.232748,1.3219488,1.2158048,1.1458666,0.95638067,0.9847165,1.0651786,1.1050864,0.942529,1.2694209,1.0174798
doll,0.9294704,0.83336496,0.8295182,1.1977828,0.9395857,0.93872505,1.1645353,0.7480873,1.3759621,1.1715353,1.1588504,1.0739784,1.290947,0.9301808,0.74677193,0.99779755,1.2158498,0.99162793,0.8223258,0.9642949,1.0400311,0.97807306,1.095847,0.8137258,0.8472475,0.9732256,1.1099639,0.99599636,1.0650029,1.105402,0.9327632,1.0505229,1.1159474,0.9721826,1.1161624,0.89024806,1.0614902,0.8954491,0.92611843,1.033284,0.7511856,0.0,0.9763145,1.1871233,0.88503635,1.045299,0.93119645,1.1352214,1.0416102,1.0920631,1.2439864,0.68476725,0.98633546,1.0930326,0.7324927,0.95228255,0.96516347,0.69672334,1.1947922,0.83755124,0.96418655,0.8235409,1.0353117,0.83965933,0.7581003,1.2645106,1.1263769,0.80120176,1.1943578,1.035754,0.9795517,1.2195619,1.1161345,0.87294453,0.96753734,0.97844714,1.079275,0.7492722,1.0679907,0.9766286,0.8520516,1.126763,0.9599053,0.93541855,1.1106038,0.77516276,0.9666462,1.1604807,1.1937053,0.96125734,1.1051068,1.1317388,1.0656191,0.851259,0.99650335,1.1200945,0.7835427,1.0576735,0.73132277,1.0136704,0.8017324,0.66034424,0.866242,0.90256816,1.2760398,0.6435528,0.9925716,1.0010694,0.8889457,0.90802866,1.129627,0.74180806,0.87218434,0.78338194,1.1986277,1.2281754,1.141975,0.8311385,1.0607321,0.8580557,1.0377953,1.1426276,1.1001447,0.8648526,1.1759746,0.9636251,0.5170542,1.1344075,1.3325019,1.0742584,0.89519525,1.1291834,0.89001626,0.74736863,0.49111462,0.9946344,1.1174762,0.76294845,0.87779814,0.84247845,1.0199177,1.3122772
door,1.1033752,1.1297752,1.3024864,0.91939384,1.2141876,1.1894822,1.0785248,0.91256666,0.8840748,1.1523721,0.83467466,1.1779792,0.7774347,1.0136693,1.0690473,1.03158,1.0555582,0.8602438,1.053815,1.1784066,0.8334574,1.2898843,0.68561995,0.9105628,1.153741,0.87978506,0.93229836,1.2369652,0.9929998,0.6897551,0.8264233,0.4873513,0.9660067,1.0195714,0.8444706,1.0542798,1.164556,0.60654426,1.0329612,1.0344914,0.9939488,0.9763145,0.0,0.65102583,0.9769979,1.065219,1.1974962,0.90226936,0.9380214,1.2206264,0.9835419,1.0012124,1.0828207,1.0721275,1.2076035,0.8830763,1.1803039,1.2750349,0.9014944,1.0260875,0.89777386,1.1204838,1.0747792,1.1960342,1.0074166,0.723469,0.9819222,0.85182464,1.05848,1.1588142,0.71823657,0.7875738,1.0728273,1.2974828,0.7424288,1.1775014,0.76935923,0.7955611,1.1106496,1.130672,1.0096688,1.0762818,1.0825632,1.1928301,0.66677797,0.9956154,0.97039896,0.9660692,0.86322737,1.079213,1.0461545,1.0623611,1.1793984,1.028411,1.0195239,1.0668917,0.9829394,1.2105536,1.0209526,1.2203683,1.1977684,0.94586176,0.9007166,0.60821784,1.1386851,1.0107697,1.0499805,1.0719048,1.1779188,1.1957301,0.93444806,1.225069,0.9131796,1.1104302,0.56867784,0.8144024,0.9260771,1.2546813,0.993111,1.1544454,1.11115,1.0806459,1.1234826,0.84249413,1.1163388,1.2226367,0.8393041,0.98700476,0.95757985,1.0992025,1.1721767,1.1507418,1.140168,0.97902036,1.2229973,0.99598056,0.8957383,0.97956765,0.9695516,0.54519695,1.1564277,0.5537214
drawer,1.0680312,1.1874673,1.3341365,0.8310307,1.2190603,1.2526023,1.0292243,0.8306359,0.59484917,1.1538537,0.6510827,1.1431152,0.40032268,0.9833571,1.2134826,0.8234762,0.7406346,0.83990127,1.332603,1.0532006,0.29316366,1.2695724,0.8474988,0.91175824,1.217548,0.85543114,0.9901266,1.2432837,0.9677406,0.45831072,1.0973108,0.7234723,0.8926254,1.025802,0.656371,0.98265105,1.1705008,0.67584085,1.2726415,1.111654,0.9507922,1.1871233,0.65102583,0.0,1.0038018,1.1092851,1.2706459,0.92269737,1.0006657,1.0764042,0.9632193,1.3515712,0.9137864,0.9850176,1.1851549,0.90896714,1.2524753,1.2490644,0.98626465,1.0642505,1.0701793,1.2012786,0.9993829,1.3091623,1.1543559,0.64865655,1.0596768,0.95127237,0.82499117,1.0490329,0.6000615,0.94609165,1.0461274,1.2063653,0.90087456,1.0343721,0.7498485,0.80066526,1.0350829,1.3652874,1.004091,1.0874984,1.0733786,1.3869216,0.5282303,1.0599045,1.0076206,0.8347919,0.7902664,1.078572,0.95778805,0.9641858,1.0037093,0.98198164,0.7988283,1.0629423,1.285977,1.1454909,1.0691758,1.0737526,1.2701037,0.87616,0.778912,0.7536173,1.1601765,1.0788046,1.0545472,1.1020596,1.2381939,1.0698258,0.9340667,1.0490386,0.8965677,1.173244,0.7774099,0.54903984,0.8722094,1.2069676,1.0636911,1.237147,1.0352291,0.97825646,1.0010723,0.90353477,0.8858881,1.3149157,0.8893949,0.9275861,0.84929955,0.91186213,1.2248144,1.0578341,1.1442391,0.9730819,1.2890539,0.8088985,1.0283856,1.1061808,1.1318425,0.70247716,1.3118757,0.7590215
dress,1.00216,1.0523369,1.3836088,0.69374704,1.1090113,1.1554146,1.1272423,1.1629024,0.8288755,1.0485961,0.603729,1.3447108,0.72569776,0.2609563,1.0639224,0.617961,0.8863287,1.2904922,1.3177732,1.450877,0.9823343,1.4008791,1.0705522,1.1992902,1.2904286,1.250132,0.94288236,1.3207543,0.8193397,0.6858597,1.2683161,0.7513924,1.0825274,1.0640161,0.64281756,0.99421877,1.5000055,0.68707,1.3431056,1.115125,0.6997819,0.88503635,0.9769979,1.0038018,0.0,1.03985,1.3620259,0.65750384,0.7695722,1.1122724,1.0284684,1.2219489,0.9898527,1.3827093,1.2136296,0.7904727,1.3501742,1.1345552,0.7570669,1.1059905,0.6105975,1.1984468,0.81319773,1.4323344,0.9515095,0.9111361,0.629489,1.011436,0.5815273,1.4977126,0.67617947,1.218874,0.9964705,1.3416955,0.8737186,0.71114385,0.84144783,0.7884081,1.1968877,1.2850361,1.2662599,0.92947286,1.0111988,1.3599516,1.0908847,0.8339538,0.17607653,0.50650597,0.98119825,1.0099365,1.4551892,1.4636378,0.7029883,0.67809194,0.9753773,1.013251,1.2143722,1.4662423,0.86529595,1.1696442,1.268499,0.84576565,1.3191559,0.7765015,0.9736625,0.8493328,0.76403546,1.112555,1.268892,1.3376926,0.41976327,1.1317221,0.5218014,1.2805437,0.80305487,1.1383059,0.73990333,1.3777328,0.7180514,1.3348868,0.8109952,1.0247686,1.4402541,1.026545,1.1235918,1.3964076,0.70288205,0.5260462,0.774101,1.4159896,1.2510269,1.1856005,1.2254198,1.2377387,1.1964463,0.95788735,0.9560267,1.0521576,1.1456566,1.02053,1.3246791,0.892627
ear,1.20593,0.8670236,0.8719913,1.0109577,0.9605702,0.9533972,1.0274471,1.1897031,1.1503224,1.0631742,1.1595987,1.00678,1.1245674,0.97582895,1.0221306,1.1319484,0.9588096,1.154546,1.1374271,1.1428242,1.209617,0.8075047,1.1252409,1.183955,1.1512673,1.0866693,1.1811562,0.6819982,1.1366857,1.1231261,1.068237,1.0552739,1.0600822,1.1090281,1.0581702,0.8912791,1.0276034,1.1889508,1.1026582,1.023548,1.0989213,1.045299,1.065219,1.1092851,1.03985,0.0,0.67954266,1.0716419,0.88075775,0.541747,1.0219469,1.1583053,0.77530086,1.0483515,1.0845066,1.1048295,0.70685244,0.8665787,1.1194395,0.8033139,0.90001166,0.94368845,0.6756761,0.9016491,1.0400732,1.0669159,0.9728737,1.1005033,0.977896,1.0861595,1.0429877,0.99180555,1.0928537,0.89710206,1.1189542,0.93631184,1.0955216,1.0177547,0.93061876,0.9495268,1.0843797,0.9931226,0.56928277,0.9620889,1.1569557,1.082389,1.0504396,0.9729251,1.0386691,0.92171955,1.0722643,1.072909,0.948642,1.0146089,0.99045134,1.0931282,1.1318649,1.1143351,1.0143641,0.7442869,0.87517333,1.1045362,1.1698246,1.1257112,0.9951134,1.0492547,1.070228,1.0462244,0.8505752,1.096391,0.9896458,0.8420944,0.8401308,1.0020794,1.0319915,1.2443918,1.0821348,0.8526982,1.1393925,0.91849107,0.8595319,1.0009344,1.0429411,0.87162685,1.0088575,0.83897066,1.1982621,0.95277476,1.1440579,1.0719786,0.58837146,0.6075829,1.1950612,1.0910817,1.0368595,1.2271025,1.0392371,1.1052272,1.0584269,1.1582615,0.9058962,1.0846744
egg,1.0691494,0.77846014,0.28317374,1.335755,0.7217213,0.6540028,1.0236399,0.96934974,1.5272055,1.002234,1.491039,0.50106716,1.4366572,1.3808247,0.7521269,1.4659657,1.1864239,1.0433619,0.65906215,0.6155832,1.3411471,0.30652642,1.0439562,0.91231465,0.7645526,0.6248867,1.2723596,0.21792448,1.2894349,1.4073606,0.8549873,1.3051914,1.2172989,1.1579154,1.405602,0.9666763,0.47225583,1.5010788,0.5641327,1.0654598,1.3832443,0.93119645,1.1974962,1.2706459,1.3620259,0.67954266,0.0,1.3596282,1.0936219,0.4599859,1.1367049,0.8703073,0.590939,0.9018233,0.795064,1.4500029,0.27107024,0.68928534,1.3053609,0.75489974,1.2149682,0.83168983,0.9601218,0.31599677,1.093431,1.1998074,1.2154545,1.176945,1.2157221,0.6771334,1.3785738,0.9166878,1.2598214,0.4353426,1.2701119,1.2088704,1.2055519,1.2215643,0.63147426,0.5108219,0.96194047,1.2437327,0.5538937,0.41901648,1.3319173,1.253195,1.4161676,1.2090938,1.2705817,0.9417207,0.81889236,0.7888794,1.0588979,1.2477049,0.7846992,1.19352,0.8692847,0.6024736,1.174051,0.40822268,0.39674062,1.2230189,0.8480553,1.3843852,1.0069166,1.1996024,1.315877,1.1524855,0.55909103,0.86517996,1.3308853,0.74258304,0.9966994,0.63893276,1.2779782,1.337496,1.3812166,0.3008597,1.3957016,0.45047402,1.071664,1.2040844,0.79916483,1.267664,1.0767357,0.19587266,1.2712195,1.2527142,1.4040726,0.7091824,0.22691554,0.44924104,0.9367514,0.8426566,0.6716318,1.3869492,1.2246451,1.1238619,1.0112907,1.1652721,0.5112163,1.3609934
elephant,0.8570282,1.0302055,1.3524022,0.6701736,1.2266152,1.2751093,1.024449,1.3082381,0.7061677,0.83681226,0.5403247,1.3062243,0.5809058,0.7175036,1.0610846,0.6795466,0.7185168,1.3913974,1.383038,1.5043163,0.9916003,1.3833351,1.0997801,1.3997295,1.1994241,1.2908921,0.98647946,1.2915583,0.49123526,0.6926203,1.3222547,0.70038867,1.1714942,1.1637633,0.5175297,0.98986757,1.4414722,0.71434414,1.400864,1.2434963,0.37411404,1.1352214,0.90226936,0.92269737,0.65750384,1.0716419,1.3596282,0.0,0.75718594,1.0919727,0.93157697,1.2316507,0.9614308,1.3600496,1.1891903,0.9280468,1.324234,1.2476331,0.64031184,1.3614631,0.7258604,1.2584206,0.9531069,1.4042804,0.78010285,0.9158777,0.6250553,1.167372,0.5664465,1.4320362,0.7811741,1.1989628,1.04737,1.314976,0.9564067,0.8026725,0.90980804,0.920088,1.0881237,1.3678676,1.3013095,1.0240754,1.0456704,1.2997751,1.0168588,1.0416931,0.6409309,0.40293884,1.0242641,0.92828596,1.3802537,1.3776063,0.82324815,0.8153045,0.9808167,1.0852135,1.2163339,1.4724233,0.5669554,1.0458628,1.3042208,1.0043778,1.3830607,0.7556623,0.507155,0.7671008,0.82119024,1.1515331,1.2966459,1.3411344,0.49828523,1.1891855,0.6993238,1.2792807,0.6971444,1.0754944,0.6716769,1.381181,0.68319404,1.409574,0.7679676,1.0448847,1.393434,1.0466622,1.0626309,1.374109,0.8815197,0.5051927,0.73531866,1.4142191,1.2858026,1.1826587,1.2920818,1.3215622,1.3879722,0.98418784,0.85439014,1.175374,1.1718824,0.94934994,1.22008,0.82114613
face,1.0336239,1.1364522,1.1979272,0.59953636,1.0945939,1.1325166,1.0442895,1.297195,0.7471828,1.028989,0.70915043,1.3339642,0.82477343,0.60653305,1.3456112,0.91002595,0.8484239,1.2491419,1.3327279,1.3903248,1.066327,1.2088373,1.2100445,1.268532,1.2937679,1.366735,0.95411766,1.1229076,0.7910771,0.89330304,1.1550518,0.8926847,1.0222245,1.0702496,0.58779275,0.9189124,1.3759744,0.8017429,1.2894646,1.102491,0.80638766,1.0416102,0.9380214,1.0006657,0.7695722,0.88075775,1.0936219,0.75718594,0.0,0.86140645,0.97710454,1.2481253,0.94283724,1.3046707,1.1644956,0.7470353,1.1362133,1.077187,0.8900684,1.0601561,0.17148203,1.1107885,0.68719506,1.2933487,1.1223013,1.0268034,0.526839,1.0593454,0.7997654,1.3867381,0.80660224,1.1277435,0.9183997,1.1726378,0.9417228,0.70841783,1.0930922,0.8363359,1.1825875,1.1335043,1.2919713,1.0106474,0.84379125,1.2190516,1.1335616,0.94669634,0.6683186,0.6956536,0.997168,1.0219432,1.3390908,1.3349049,1.0134156,1.0115528,1.0905491,0.95725286,1.2577167,1.30279,0.9601195,0.98803824,1.1805828,1.0395964,1.342926,0.891257,1.0959914,1.0251644,0.7513051,1.0539737,1.2420838,1.2816155,0.46221876,1.1632566,0.930441,1.3332999,0.9256753,1.1083306,0.70242035,1.302196,0.9074098,1.2577684,0.94806206,0.88716716,1.3455824,0.999307,1.1280127,1.2071749,0.9633642,0.43170798,0.76232207,1.293117,0.95991445,0.9440726,1.2834463,1.3474141,1.2031928,0.9808773,0.8969803,1.0958581,1.1577456,1.2233393,1.1537888,0.8532355
finger,1.0980598,0.6710238,0.6557561,0.9176632,0.91699123,0.9172046,0.9672417,1.3213433,1.187424,1.0611055,1.1881119,0.84010863,1.116541,1.0118095,1.0057003,1.2939541,0.8104758,1.1792843,1.1765151,0.9933576,1.1970373,0.61338806,1.2372564,1.2752453,1.0291831,1.0659837,1.2632,0.38760448,1.198991,1.2203908,1.252662,1.1968591,1.2351726,1.1210208,1.087595,0.88245094,0.8918849,1.3771985,1.0853938,1.1550679,1.1459708,1.0920631,1.2206264,1.0764042,1.1122724,0.541747,0.4599859,1.0919727,0.86140645,0.0,1.0270264,1.2308623,0.50621307,1.0818661,0.92174894,1.1663667,0.56975573,0.66419196,1.255435,0.60098803,0.98601073,1.0309032,0.45578402,0.8223814,1.0921357,1.049328,0.9763052,1.1907932,0.9357119,0.989293,1.1882881,1.2160705,1.1877145,0.6499245,1.1767054,0.8425667,1.1310195,0.9643012,0.8674153,0.80855286,1.2475536,1.1082832,0.44119453,0.9139784,1.2761332,1.1893635,1.1009698,0.83663684,1.1222067,0.9065291,1.0721859,1.0486147,0.8539829,1.0259962,0.89536065,1.1713016,1.241616,1.0077416,1.0512947,0.44080937,0.7999575,1.3173354,1.1998962,1.3138547,0.9848402,1.0703042,1.1532856,1.1628729,0.8170321,1.0466422,0.91982126,0.8272952,0.76767015,0.99007255,1.1583488,1.3056068,1.0816493,0.6261424,1.2345344,0.80146635,0.83152825,1.0790555,1.0176356,1.0963286,0.9755542,0.5846411,1.3184274,0.83628786,1.2129189,0.9143037,0.2986703,0.24874651,1.1500593,1.1710606,0.98749524,1.2988156,1.2038436,1.2649448,1.2326005,1.3474929,0.7933384,1.2037563
fish,1.0669917,1.0113463,1.1592205,0.80635697,1.0727413,1.0858672,0.0644536,1.0641122,0.7928226,0.90695286,0.9047459,1.1714524,0.9082831,0.9893822,1.057095,0.88898915,1.095356,1.1083846,1.1121478,1.0447477,1.0260757,1.1051689,0.97261703,1.118936,1.1018714,1.2124411,1.0443566,1.1545607,0.9626304,1.0283003,1.0636723,0.9868927,0.9012477,0.94847417,0.95125043,1.0959941,1.144485,1.0034348,1.0978656,0.91681576,1.0374737,1.2439864,0.9835419,0.9632193,1.0284684,1.0219469,1.1367049,0.93157697,0.97710454,1.0270264,0.0,1.0570747,1.2080914,1.0976346,1.181111,0.94480795,1.1948838,1.0063875,0.8540883,1.0585632,0.9857914,1.0979127,0.9877369,1.2108238,0.97107625,0.90127045,1.0459299,0.9858292,1.0143247,1.1168703,0.994832,0.83296084,0.8866876,1.1101229,0.9796146,0.9897921,0.99428755,1.0857522,1.1169306,1.0878175,0.9924691,0.7867934,1.0002958,1.1002525,1.0581198,1.0746205,0.98051,1.0781095,0.92010725,1.0828592,1.0749428,1.0802329,1.1302496,0.9698781,1.0757747,0.9219926,1.086671,1.0775121,1.0890799,1.1966097,1.182185,1.2222981,1.1295589,1.042923,0.9119615,0.9723729,0.93100244,0.81959,1.0863738,1.1267226,1.0478916,1.1933377,1.1536077,1.1575816,0.9350279,0.88085234,0.75262475,1.2469884,0.9166552,1.1426985,1.0829788,0.7470945,1.1160047,1.1111414,0.98180777,1.1457434,1.1636901,1.0794635,0.85851157,1.069868,1.1432009,0.97747594,1.0825679,1.0891373,1.2427295,0.9654137,0.9623464,1.0363017,1.03405,1.1680063,1.141423,0.8054906
