,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
shirt,1.027027,1.1015573,1.3626226,0.3953913,1.1477137,1.2114064,1.1555018,1.3809801,0.5937917,1.0134492,0.41747695,1.4055951,0.5408552,0.31397235,1.3164707,0.6796074,0.62122226,1.3654561,1.4998939,1.5475445,1.016757,1.460448,1.2607472,1.3935513,1.3704945,1.402796,0.8944434,1.3259401,0.7161653,0.5943974,1.3167613,0.7759614,1.0952173,1.095429,0.38300657,1.0244477,1.5621713,0.69366693,1.4770103,1.2269624,0.6918456,1.129627,0.93444806,0.9340667,0.41976327,0.9896458,1.3308853,0.49828523,0.46221876,0.91982126,1.0478916,1.4057758,0.8821544,1.4396026,1.299128,0.74073863,1.3281629,1.1606747,0.73445034,1.2011988,0.39459223,1.2727826,0.59362155,1.4329869,1.0590453,1.0028456,0.35249674,1.148151,0.37001234,1.54951,0.7142997,1.2052978,0.9917465,1.3131353,0.9224514,0.65864974,0.98437935,0.8009548,1.2938704,1.3044474,1.3537109,0.9727682,0.96158236,1.4063568,1.0545121,0.94409496,0.30223322,0.2718295,0.9021812,1.055544,1.4770789,1.4760247,0.8187745,0.7944473,0.9583159,1.0267594,1.3706343,1.5316463,0.8952621,1.0208907,1.3120359,1.0108774,1.4483883,0.76357645,0.943959,0.98017657,0.7128252,1.177804,1.3818527,1.4299169,0.0,1.2290729,0.5612591,1.443461,0.78399205,1.037441,0.54537845,1.4512374,0.68408287,1.434896,0.7768834,0.9774771,1.4917939,1.0371337,1.1152852,1.4265205,0.9769048,0.08593154,0.58592933,1.3888553,1.1927716,1.1005855,1.3694113,1.3853941,1.4037862,0.93168527,0.8478924,1.2198086,1.2178086,1.1694218,1.2794397,0.77094996
shoe,1.0067073,0.71935,0.7558929,1.3485755,0.83576,0.83948886,1.1102155,0.7280916,1.3028972,1.0241796,1.1852747,0.7817039,1.1794837,1.1386,0.7560493,0.97968435,1.0145308,0.97460216,0.89439344,0.84536237,0.968923,0.7898814,1.131278,0.8103435,0.86485636,0.764238,1.0829853,0.7702551,1.1001546,1.1302812,0.91919935,1.2497989,1.0377059,0.9916212,1.2034643,0.9126177,0.9107472,1.2270317,1.0012406,0.9660408,0.95602113,0.74180806,1.225069,1.0490386,1.1317221,0.8420944,0.74258304,1.1891855,1.1632566,0.8272952,1.1933377,0.9137072,0.6773333,0.9282154,0.7845991,1.1817511,0.71755886,0.62487066,1.2377647,0.9249835,1.2150731,0.7669298,0.96856207,0.60830957,0.9524631,1.2400126,1.1537915,0.9534615,1.0230585,0.9200333,1.1787697,1.1288524,1.1732104,0.74246407,1.2001871,0.96277237,1.1168802,0.96059,0.89581025,1.0052005,0.8334623,1.1199248,0.8795464,0.9442034,1.1158335,1.0730424,1.1925342,1.0114253,1.2403489,0.97785336,1.0091233,1.0252597,0.9135462,1.0365589,0.7323731,1.1659414,0.9633533,0.96150506,0.91594356,0.70911574,0.7550521,0.71285176,0.85993147,1.1984309,1.0201533,0.9327594,1.2585615,1.0524429,0.7708521,0.78859633,1.2290729,0.0,0.8434803,0.7764665,1.2570295,1.1600194,1.225919,0.4408306,1.2198403,0.70983016,0.99463236,1.1935227,0.888354,0.8872884,1.0165495,0.8340782,0.97448784,1.1787007,1.3905518,0.8476976,0.6739002,0.8753869,0.92946434,0.79302156,0.6854746,1.1072227,1.193555,0.9319358,0.9819297,0.96674865,0.98357207,1.3162351
shorts,0.9939032,0.7199433,1.051531,0.94201696,1.1529903,1.1698788,1.1741774,1.0997175,1.1364369,1.092689,0.92177373,1.078194,0.7943479,0.6616174,0.79020435,0.84261847,0.81976324,1.2568794,1.231533,1.222379,1.0066963,1.0757337,1.0855972,1.1369379,1.0806423,0.87134814,1.0793898,0.93754315,0.9644093,0.7739216,1.3066901,0.92941546,1.2215153,1.2069169,0.84116966,0.81487405,1.2736413,1.0287805,1.2810458,1.2604978,0.7821351,0.87218434,0.9131796,0.8965677,0.5218014,0.8401308,0.9966994,0.6993238,0.930441,0.76767015,1.1536077,1.27608,0.588031,1.2294806,1.0963699,1.0774976,0.98443633,0.89066243,1.0495136,0.98533297,0.9022392,1.1950246,0.7050501,1.0682058,0.96473527,0.98389244,0.7715807,1.0899519,0.50941867,1.2881161,0.91815114,1.1949494,1.2108738,1.0232325,0.9181372,0.8810538,0.8768996,0.73772544,0.88579977,1.2276909,1.1127723,1.2647669,0.7046653,1.2295974,0.9921416,1.0550416,0.57665837,0.3641343,1.0916888,0.93830013,1.3071803,1.3157351,0.70391023,0.7589532,0.62938297,1.1960855,1.1691768,1.3150356,0.8278384,0.82375765,1.0442748,0.94288677,1.2278041,0.9284998,0.9057669,0.8996567,1.0767404,1.2215827,1.0558113,1.3263996,0.5612591,0.8434803,0.0,0.9432082,0.8863356,1.202671,1.1074276,0.95031077,1.1188146,1.1612256,0.6740333,1.1762381,1.2360578,1.0205586,0.8849138,1.0852438,0.88839835,0.6366924,1.1351306,1.2133127,0.8342618,0.8707039,1.2702484,0.98390555,1.2307799,1.3567818,1.1161282,1.2682359,1.1396114,0.87345916,1.2016389,1.0352412
shovel,0.97639346,0.8030981,0.6366241,1.4208701,1.0402523,1.0049014,1.0457565,0.6994047,1.3624423,1.0587164,1.5076189,0.6160753,1.3299614,1.4115472,0.5522876,1.3898137,1.2642525,0.93263453,0.54315716,0.56485224,1.1680561,0.5260166,0.81267333,0.7840915,0.6596527,0.55020195,1.2000438,0.59449565,1.236602,1.2675978,0.8698773,1.2880273,1.0429429,0.962531,1.464402,0.9581431,0.48916048,1.3448806,0.5946726,0.9968382,1.2293141,0.78338194,1.1104302,1.173244,1.2805437,1.0020794,0.63893276,1.2792807,1.3332999,0.99007255,1.1575816,0.71953917,0.9023475,0.51092875,0.7898456,1.3772523,0.5831501,0.80106515,1.3163534,0.9986971,1.3231468,0.8757634,1.1311804,0.5518299,0.99834466,1.0612227,1.2952821,1.0213902,1.338409,0.46550393,1.2751551,0.82594454,1.1847464,0.7361324,1.1120652,1.3595617,0.9875499,1.249334,0.73143005,0.85039306,0.7290659,1.13529,0.97070783,0.642976,0.97911716,1.1864172,1.357732,1.3125615,1.2187648,0.98247135,0.58826536,0.5910151,1.1119058,1.2912418,0.89417875,1.1044698,0.690915,0.6027465,1.1394062,0.8455205,0.6903423,0.93907607,0.69621295,1.2141656,1.0195836,1.1122577,1.2748373,1.0403655,0.6234995,0.56801814,1.443461,0.7764665,0.9432082,0.0,1.1488194,1.0339589,1.4771109,0.5031448,1.4130039,0.5630962,1.0200866,1.2038459,0.4409135,1.0227255,0.91615397,0.56681025,1.0777247,1.4504943,1.3782076,0.70920944,0.6628208,0.88728786,0.6119113,0.7020134,0.8232095,1.2015444,1.1516886,0.9908484,0.83698916,0.76919043,0.7562854,1.2866151
shower,1.016224,1.1779847,1.3321798,0.7725726,1.2257223,1.2316697,1.0369583,1.1192758,0.6622104,0.83211815,0.53399986,1.1390983,0.60898304,0.7732981,1.1004566,0.74333274,0.8792435,1.215356,1.265873,1.3393773,0.9221071,1.3637109,0.76563305,1.1824114,1.2017742,1.0585877,0.8646048,1.2671593,0.78577113,0.6697643,1.0768975,0.26183772,1.1693046,1.1692111,0.7621594,1.175642,1.2394,0.63380873,1.2230836,1.1261812,0.9820295,1.1986277,0.56867784,0.7774099,0.80305487,1.0319915,1.2779782,0.6971444,0.9256753,1.1583488,0.9350279,1.1773977,1.0227439,1.1970385,1.197416,0.9628253,1.1926218,1.2817092,0.6642246,1.1744913,0.906541,1.2031859,0.9444362,1.3393254,1.1081196,0.6950071,0.74657804,1.2074367,0.73189104,1.232251,0.7102808,0.94061154,1.1265208,1.282136,0.9357434,0.9140958,0.73244727,1.0070697,1.1382256,1.2620087,1.1744723,0.9244635,1.0922499,1.2779629,0.9242329,1.0654365,0.7344773,0.71528816,0.9657941,1.0895586,1.1780453,1.1747946,0.9087394,0.94437164,0.95544016,1.1217102,1.1261873,1.3568138,1.0866655,1.0935726,1.2802291,0.9809189,1.1911843,0.78669375,0.81755316,1.126199,0.9925187,1.1969748,1.1952913,1.1580386,0.78399205,1.2570295,0.8863356,1.1488194,0.0,0.858109,0.72822034,1.2885439,0.8052744,1.2725171,0.99365497,1.1353205,1.2121072,0.9022906,1.0851613,1.2961458,0.9353456,0.85985434,0.8333533,1.2281983,1.2187109,1.2045927,1.0884207,1.1527096,1.2759717,0.8646234,0.8509952,1.0646278,1.129604,0.7269039,1.1952153,0.56889975
sink,1.1489797,1.1314795,1.2553496,0.924625,1.124513,1.1137409,0.9285783,0.85053986,0.32825345,1.0729395,0.8177613,1.0850549,0.6748457,1.0949233,1.271791,0.88671947,1.0339842,0.82088494,1.0150379,0.72995555,0.60644805,1.3290024,0.80541146,0.7616663,1.1623003,0.8684173,0.76558083,1.3837292,1.0320965,0.69025236,0.9005575,0.88662094,0.66888607,0.97294986,0.8763077,1.1979699,1.0913006,0.8037327,1.0219119,0.89987206,1.0912194,1.2281754,0.8144024,0.54903984,1.1383059,1.2443918,1.337496,1.0754944,1.1083306,1.3056068,0.88085234,1.0964599,1.2385244,0.92373806,1.2822518,0.8633378,1.247338,1.1894002,0.912984,1.1083642,1.0977111,1.171677,1.1151758,1.135793,1.1434255,0.818008,1.0728264,0.9466901,1.0073478,0.96076673,0.92147374,0.69212294,0.94239056,1.1754391,0.8928345,1.13052,0.8283268,0.92191654,1.2567455,1.16078,0.7345764,0.90127873,1.2257423,1.1857554,0.5301615,1.0311035,1.0990446,1.0935091,0.74078363,1.1799588,0.8570485,0.8821917,1.2418795,1.0329041,1.001278,0.9283766,1.0755508,1.0283445,1.1734086,1.3542588,1.2522701,0.9746916,0.80660903,0.8860451,1.1581675,1.1206473,0.9518656,0.9019641,1.2967056,1.0492812,1.037441,1.1600194,1.202671,1.0339589,0.858109,0.0,0.83256966,1.2665801,0.8966232,1.0796932,1.0905895,0.93309474,0.93011796,0.8894139,0.91589737,1.2573324,1.0061473,1.0818254,0.69595206,0.80939686,1.3532925,1.27729,0.9557229,0.80334294,1.2256229,0.5827656,0.9613064,0.9559128,0.78786105,0.7876303,1.1278865,0.8007374
slide,1.0687668,1.1521422,1.3818188,0.48755485,1.0524876,1.0939608,0.88118756,1.2319936,0.43159783,0.8734528,0.3368479,1.4100848,0.4941572,0.529866,1.3799368,0.6766251,0.7733882,1.2276493,1.3809571,1.4114827,0.8329286,1.5265565,1.208902,1.233803,1.3659897,1.3859383,0.8148747,1.446247,0.7671061,0.510744,1.1416105,0.7804886,0.9515056,1.0224292,0.4524278,1.1716411,1.4668739,0.51060104,1.3787452,1.0958215,0.81617093,1.141975,0.9260771,0.8722094,0.73990333,1.0821348,1.3812166,0.6716769,0.70242035,1.0816493,0.75262475,1.2765268,1.1885029,1.3563188,1.2706797,0.6728649,1.4205847,1.2337326,0.6398519,1.2049191,0.6243368,1.2582743,0.808015,1.46096,1.0325768,0.99107045,0.64702487,1.0632834,0.5907022,1.4371266,0.605636,1.0907929,0.9127759,1.3084614,1.003788,0.6865785,1.0621501,0.996742,1.4081361,1.2731166,1.2728763,0.7872201,1.1231263,1.3648971,0.9383871,0.9316066,0.55565584,0.6779069,0.9280253,1.1439272,1.351666,1.3501043,1.0055447,0.8414315,1.1378403,0.96943295,1.2810075,1.4406683,0.94797814,1.1748079,1.3573766,0.9716835,1.3169025,0.81209993,0.9564016,0.9574413,0.77612185,1.0534964,1.3860562,1.297077,0.54537845,1.225919,1.1074276,1.4771109,0.72822034,0.83256966,0.0,1.5150038,0.55745953,1.353766,1.0253011,0.8533404,1.3921344,0.97987735,1.2079066,1.471575,0.96483874,0.5587514,0.55553603,1.2764647,1.3425308,1.2086266,1.2410231,1.3423834,1.237989,0.65216136,0.76530015,1.0042974,1.1125041,1.1562378,1.2815951,0.6346875
slipper,0.8006958,0.6995303,0.37758076,1.5020993,0.9091847,0.8349334,1.0983998,0.8109292,1.5970528,0.9258351,1.5093167,0.20480287,1.4534212,1.446807,0.542848,1.3711002,1.1421009,0.8912401,0.5002749,0.535807,1.2483873,0.32292938,1.0161704,0.8241318,0.47403508,0.45939505,1.1610711,0.3322667,1.2135655,1.396194,0.92097235,1.3522472,1.2928829,1.1073878,1.4995153,1.0252233,0.30255282,1.5444005,0.44913125,1.1386275,1.2676035,0.8311385,1.2546813,1.2069676,1.3777328,0.8526982,0.3008597,1.381181,1.302196,0.6261424,1.2469884,0.75734836,0.47256196,0.75807804,0.56145936,1.5331322,0.1716094,0.61656606,1.3371968,0.8136369,1.3990655,0.79234064,1.1148674,0.21729636,1.0473347,1.2426516,1.3023467,1.1877463,1.239868,0.5088095,1.4136633,1.0712116,1.3566619,0.52160704,1.3395369,1.3046861,1.1763852,1.1604104,0.59818214,0.4828931,0.81546587,1.2738974,0.78149986,0.4379655,1.268549,1.2320414,1.4602013,1.2190448,1.3088553,1.0552211,0.7048906,0.67053735,1.0023365,1.2674499,0.6516118,1.2963961,0.7135122,0.524517,1.0706217,0.43451142,0.5783136,1.0870342,0.67733395,1.4012172,0.96250993,1.1734169,1.4598343,1.2506814,0.5102128,0.65348727,1.4512374,0.4408306,0.95031077,0.5031448,1.2885439,1.2665801,1.5150038,0.0,1.3897038,0.52703655,1.0216683,1.3672743,0.636361,1.1709756,1.0145147,0.29256892,1.2049983,1.3719565,1.5736053,0.6243206,0.28391194,0.59164476,0.765133,0.65545356,0.6008308,1.3427104,1.2485118,1.057565,0.8982556,1.0096558,0.3972026,1.423711
snow,0.9387967,0.967933,1.2855202,0.61681134,1.0607488,1.0952994,0.98609257,1.154587,0.6502186,0.86212325,0.45126468,1.2502965,0.68422234,0.6771336,1.1907506,0.47000968,1.0297067,1.2518612,1.2525961,1.2839677,1.0441382,1.3587749,1.1795173,1.2469807,1.1840421,1.3640801,0.75349647,1.3840489,0.5817083,0.74818563,1.1297472,0.751013,1.0266604,1.0483164,0.590781,1.1985401,1.3692762,0.6086038,1.2468123,1.092629,0.6107335,1.0607321,0.993111,1.0636911,0.7180514,1.1393925,1.3957016,0.68319404,0.9074098,1.2345344,0.9166552,1.1314783,1.2594247,1.343047,1.1914505,0.79194343,1.3333466,1.2102722,0.46706384,1.1860318,0.81456256,1.1604483,1.0519745,1.3115048,0.87951833,1.0862627,0.6605349,1.1569178,0.73932827,1.3524537,0.8142161,1.034521,0.9610465,1.2598262,1.0216974,0.8652177,1.1021138,0.9247518,1.3127327,1.1211133,1.037426,0.904825,1.1845694,1.2266362,1.041879,0.89010966,0.60249877,0.82616574,0.9164727,1.1376894,1.3182217,1.315305,1.0660194,0.6028143,1.0508412,0.9969885,1.153332,1.3169363,0.82140315,1.264308,1.321765,0.9926755,1.2391424,0.9095743,0.8809091,0.8460529,0.7188124,1.0317276,1.3213747,1.2949764,0.68408287,1.2198403,1.1188146,1.4130039,0.8052744,0.8966232,0.55745953,1.3897038,0.0,1.2948208,0.94383895,0.99204713,1.3755023,1.0138339,1.0340981,1.3276389,0.82448804,0.7501675,0.5674011,1.2540765,1.3844397,1.2902846,1.1791619,1.1036869,1.206656,0.7578802,0.78000045,1.0073869,1.0445489,1.1140443,1.1164488,0.77961886
soap,1.1514752,0.8852502,0.52482235,1.4067646,0.7524553,0.7249646,1.0350921,0.76814973,1.3479764,1.1236804,1.531396,0.7635737,1.5037649,1.3886125,0.7237966,1.4006896,1.2464159,0.94913036,0.51353616,0.5458005,1.2260504,0.49974895,0.9202773,0.6358594,0.7540035,0.7012377,1.2790232,0.47002697,1.364896,1.4425869,0.6828159,1.2977972,0.89951915,0.9948345,1.4835669,0.99154615,0.57481724,1.4339118,0.58595586,0.775933,1.3625746,0.8580557,1.1544454,1.237147,1.3348868,0.91849107,0.45047402,1.409574,1.2577684,0.80146635,1.1426985,0.72015464,1.002179,0.7066122,0.7918215,1.2601441,0.65106463,0.7470143,1.3484488,0.8073519,1.3489058,0.7432853,1.1709435,0.52117693,0.98624194,1.1318274,1.2956147,0.873168,1.4458637,0.6034607,1.3343245,0.81939054,1.1845475,0.59143233,1.0326357,1.275085,1.0798001,1.2443125,0.8361417,0.6635523,0.7230529,1.1132492,0.9172396,0.5671497,1.199737,1.0533292,1.449897,1.3733118,1.2356131,0.94123644,0.7056989,0.70755565,1.2079711,1.2673935,1.0507934,1.123299,0.7784331,0.6183813,1.1377752,0.8269425,0.5427819,1.0637603,0.8025687,1.3623048,1.1018852,1.1219097,1.2539713,1.0206766,0.6348555,0.6645497,1.434896,0.70983016,1.1612256,0.5630962,1.2725171,1.0796932,1.353766,0.52703655,1.2948208,0.0,1.0619965,1.1803564,0.6277133,1.0255736,1.0323267,0.47105765,1.115542,1.3549472,1.3431951,0.590627,0.58243906,0.73712385,0.6995889,0.6908021,0.6282741,1.2079104,1.18189,0.9149105,0.9285954,1.0824199,0.71274555,1.312947
sock,0.96881604,0.98833287,1.0348186,0.99468523,1.1049298,1.1186653,1.0939411,1.2455839,0.99586093,1.007704,0.9907978,1.035867,0.89962524,0.81986016,0.97780067,0.922291,0.85701513,1.1522161,1.154805,1.2071352,1.0554159,1.0581714,1.2128216,1.2088797,1.0335035,1.1314119,1.0332463,0.99153477,0.9887437,0.9464893,1.1495109,1.0701036,1.1781875,1.1297789,0.9610815,0.9826863,1.1960894,1.1223903,1.2279898,1.0136335,0.8890568,1.0377953,1.11115,1.0352291,0.8109952,0.8595319,1.071664,0.7679676,0.94806206,0.83152825,1.0829788,1.1397592,0.907031,1.194802,1.0125122,1.0871106,0.98588514,0.8829255,1.0001222,1.0440623,0.9724704,1.0242695,0.8409016,1.0173032,0.98361015,0.99788994,0.7597786,1.1572582,0.7834445,1.2047713,1.0039356,1.1606251,1.0431424,0.9987978,1.0852375,0.80126226,0.9812971,1.0292873,0.96830714,1.1769909,1.0408345,1.0220826,0.8171288,1.1574897,1.0176374,1.0744584,0.8553714,0.6967726,1.021922,0.8945073,1.2034979,1.2094187,0.76210433,0.91110754,0.89806885,1.0580957,1.1013614,1.1563771,0.97142196,0.9463514,1.0870272,1.0042819,1.207032,1.0284816,0.7831154,1.0030066,0.98117757,1.0743055,1.0343434,1.1449804,0.7768834,0.99463236,0.6740333,1.0200866,0.99365497,1.0905895,1.0253011,1.0216683,0.94383895,1.0619965,0.0,0.98402196,1.1938581,0.98911756,0.9451663,1.1238765,0.9895487,0.7573726,0.97551847,1.1064454,0.9878658,0.9346289,1.1323252,1.0563648,1.1202564,1.1151179,0.9991152,1.1072701,1.0312312,1.088703,1.077214,1.0110059
soup,1.152279,1.1695452,1.1597651,0.85220253,1.0936786,1.119014,0.7749937,1.1168927,0.8120396,1.1272157,0.9603187,1.3218076,0.9854999,0.92760646,1.2665383,0.94436735,0.9972068,1.0144994,1.2957504,1.0578932,0.9244793,1.0070056,1.2486227,1.1482446,1.225162,1.3569313,1.0590994,1.1167967,1.0073162,1.0647581,0.97693515,1.0926445,0.6327455,1.0466797,0.9040556,0.75888526,1.3363638,0.9796163,1.2775564,0.71838385,0.96389645,1.1426276,1.0806459,0.97825646,1.0247686,1.0009344,1.2040844,1.0448847,0.88716716,1.0790555,0.7470945,1.1551685,1.2011422,1.0362743,1.164002,0.69826925,1.3100548,1.0587926,1.03471,0.92835313,0.901164,0.79362714,0.95366096,1.3216517,1.0237556,1.0915575,1.0996283,0.8346329,1.0671873,1.2413734,0.9740074,0.9043232,0.16518891,1.0821916,0.98121595,0.8637831,1.1542927,0.967251,1.0066671,1.1815687,1.0581357,0.86211234,1.0230258,1.1942661,0.95800674,0.92739725,0.9621601,1.0964559,0.8032037,0.87293977,1.2246604,1.2427926,1.0196215,0.9732243,1.2044688,0.23032302,1.2242084,0.77310896,1.025395,1.1399081,1.1191342,1.06137,1.1661518,0.9590442,1.108729,0.9609988,0.80100965,0.45611542,1.1452311,1.1336204,0.9774771,1.1935227,1.1762381,1.2038459,1.1353205,0.93309474,0.8533404,1.3672743,0.99204713,1.1803564,0.98402196,0.0,1.0889846,1.0231264,0.935196,1.1873013,1.0754917,1.0047225,0.67627776,1.0689042,1.2638483,1.0063937,1.228226,1.1899343,1.1984603,0.823532,1.0009407,1.0873772,1.1068451,1.2448722,1.266047,0.9889458
spoon,0.95462406,0.9579668,0.75326663,1.3171637,1.0425664,1.0109943,1.0093244,0.79916656,1.2275321,1.1038,1.498433,0.67671967,1.3377311,1.5075243,0.6698979,1.418407,0.9976547,0.7043726,0.69223493,0.53581023,1.066068,0.6339643,0.62605774,0.83922297,0.65524304,0.70477176,1.1871548,0.71833307,1.3563926,1.3176403,0.7267318,1.280548,0.8458451,0.86954653,1.4783897,1.0395223,0.3354566,1.35264,0.6793258,0.95455045,1.4181644,1.1001447,1.1234826,1.0010723,1.4402541,1.0429411,0.79916483,1.393434,1.3455824,1.0176356,1.1160047,0.93705034,1.0303512,0.03401172,0.8163788,1.3320552,0.7526237,1.0058937,1.3454437,1.0093751,1.3984263,0.9034861,1.2139683,0.7467479,1.100325,0.83701193,1.3925996,1.0008732,1.3869531,0.13322979,1.2643175,0.81188524,1.0237365,0.7558907,1.1219618,1.4296414,0.851841,1.2739143,0.80220413,0.8463459,0.742722,1.1248264,1.1082257,0.7575439,0.907427,1.0706927,1.4728138,1.386429,1.0319886,1.0170763,0.22571206,0.2143994,1.2342756,1.3749106,1.0625622,0.996581,0.8740178,0.4576373,1.2721223,0.94061965,0.832774,1.1151536,0.6424947,1.2556281,1.1470724,1.2145879,1.340659,0.9934324,0.7094686,0.28279722,1.4917939,0.888354,1.2360578,0.4409135,1.2121072,0.93011796,1.3921344,0.636361,1.3755023,0.6277133,1.1938581,1.0889846,0.0,0.82765305,0.708109,0.7183093,1.2662373,1.4530237,1.26351,0.5503392,0.82119215,0.8680452,0.43834114,0.72916996,0.89708865,1.1126602,1.1448319,0.9522304,0.9374133,0.83583915,0.80180603,1.2093742
sprinkler,0.9913261,0.9737822,1.2180699,1.0136881,0.9475451,0.9780185,1.1465302,1.0726615,0.85360146,1.1086749,1.0333047,1.1878313,1.0252576,0.9787988,1.0028745,1.0196745,0.90407896,1.0845613,1.1496994,1.2051109,0.9943942,1.258757,0.87972677,0.9973899,1.0345626,1.1015743,0.9517804,1.223921,1.0480834,1.0016596,0.7115045,0.8705387,0.7935064,0.96947885,1.040182,0.95075846,1.1176742,0.95496374,1.2026522,0.90108186,0.8805939,0.8648526,0.84249413,0.90353477,1.026545,0.87162685,1.267664,1.0466622,0.999307,1.0963286,1.1111414,1.0394243,1.1717366,0.7830398,0.94151527,0.822394,1.171401,1.0301684,1.023255,1.0005344,0.99252075,0.96220654,0.9295936,1.1931251,0.8753329,0.8165571,1.088474,0.87790143,1.134563,0.98795784,0.9517269,0.83850896,1.0149697,1.1564654,0.9044555,0.9276738,0.89243984,0.8468691,1.1453953,1.2373768,0.9846122,0.9224863,1.1301612,1.2629675,0.8124798,0.7959178,1.0223982,1.0701234,0.94571686,0.9780188,0.86079633,0.88670903,1.062614,0.96255994,1.1344897,1.0720767,1.1117803,1.2368253,0.8873857,1.1004297,1.0996814,0.8758788,1.0259044,1.0411378,1.1551739,0.84883153,1.1286117,0.892731,1.1119285,0.8804617,1.0371337,0.8872884,1.0205586,1.0227255,0.9022906,0.8894139,0.97987735,1.1709756,1.0138339,1.0255736,0.98911756,1.0231264,0.82765305,0.0,0.95816636,1.2984785,0.9871291,1.0577911,1.1172906,1.0385841,1.2022201,1.1304508,0.93486506,1.0784209,0.8713868,0.9434353,1.0088345,0.9100114,1.0355693,0.80389655,1.2258711,0.93222505
stick,0.95825547,0.8334773,1.0181962,1.0460443,1.1795346,1.2052627,0.9038846,0.9385332,1.0031246,1.1270006,1.1035796,0.9892494,0.90931916,1.0874547,0.93398035,0.8267699,0.91498125,0.8944959,1.2273781,0.86427355,0.93772477,0.85736436,0.9053885,1.0877888,0.98477274,0.98946625,1.1355186,0.9257517,1.0669799,1.0767976,1.1226796,1.1613936,1.0061316,1.0809007,1.0731013,0.73006785,0.94232726,1.149708,1.196956,0.94769585,1.0886816,1.1759746,1.1163388,0.8858881,1.1235918,1.0088575,1.0767357,1.0626309,1.1280127,0.9755542,0.98180777,1.1930424,0.97740823,0.7575526,0.9619318,0.9614712,1.0817323,0.890073,1.0688082,0.88461566,1.1751004,1.0409139,0.9282841,1.0951327,1.1295077,0.8201895,1.1708388,1.023104,0.9277551,0.74220777,1.1343272,0.8819632,0.96646297,0.9053622,0.91708785,0.9673077,0.85799414,0.85130596,0.7209174,1.1913877,0.68468446,1.0434766,0.91683483,1.2062904,0.932649,0.98829615,1.0898741,1.0246493,0.87820417,0.82559943,0.86198264,0.84485775,0.94692445,0.94382554,0.7159445,0.9421909,1.1683893,0.8062053,1.1230519,1.0077686,1.0987663,1.1407293,1.1579474,1.1152346,1.0502417,1.0805111,0.9197196,0.9554552,0.88458663,0.94009006,1.1152852,1.0165495,0.8849138,0.91615397,1.0851613,0.91589737,1.2079066,1.0145147,1.0340981,1.0323267,0.9451663,0.935196,0.708109,0.95816636,0.0,1.0712047,1.2079855,1.1636704,0.9149983,0.81523263,1.1022913,0.8825163,0.85769165,0.727507,1.2083247,1.1213995,1.1147722,1.2528895,1.1997907,1.0523199,1.1894999,1.0766256
strawberry,1.0154521,0.7891307,0.28286326,1.4300723,0.8628698,0.756892,1.0032758,0.89952767,1.537119,0.9385399,1.5620292,0.38702136,1.4782728,1.4708159,0.7573506,1.5019403,1.2782993,0.9449696,0.462072,0.45572835,1.3390456,0.2003119,1.0060028,0.8648344,0.64963675,0.5810998,1.1840464,0.15707022,1.3321402,1.4576286,0.98582613,1.3498166,1.2579938,1.1104424,1.4787102,1.0187625,0.33493268,1.4967086,0.37131023,1.1100819,1.422614,0.9636251,1.2226367,1.3149157,1.3964076,0.83897066,0.19587266,1.374109,1.2071749,0.5846411,1.1457434,0.7682528,0.7409751,0.8304659,0.76482296,1.4508319,0.289132,0.76220655,1.3181922,0.7697436,1.3101029,0.77942836,1.1022217,0.33357716,1.0857743,1.2094041,1.2721249,1.1568654,1.3393378,0.5809891,1.4337616,1.0306826,1.1838326,0.47760588,1.2492601,1.3376181,1.200489,1.24798,0.6053653,0.3849715,0.92477536,1.2060122,0.700218,0.21232295,1.2581353,1.2742456,1.4545717,1.32017,1.2781242,0.9844172,0.7578913,0.71571004,1.082472,1.2699738,0.8895261,1.1085106,0.73570603,0.42712814,1.167059,0.538026,0.4632883,1.2441844,0.69412583,1.366456,0.9440638,1.229069,1.3241725,1.0503559,0.5346268,0.81027055,1.4265205,0.8340782,1.0852438,0.56681025,1.2961458,1.2573324,1.471575,0.29256892,1.3276389,0.47105765,1.1238765,1.1873013,0.7183093,1.2984785,1.0712047,0.0,1.2608478,1.3588169,1.402216,0.6841352,0.31703973,0.5186616,0.85465825,0.7959235,0.67133546,1.3182685,1.1868715,1.07052,0.8927297,1.1215004,0.35134673,1.4086671
