,apple,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,book,bottle,bowl,box,bucket,butterfly,can,car,carrot,cat,chair,clock,comb,couch,crayon,crib,cup,dish,dog,door,drawer,ear,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,milk,mitten,mouth,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shovel,sink,slipper,soap,spoon,stroller,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
glove,1.2788262,1.2734581,1.2276927,1.2116964,1.2515458,0.85559493,0.7315414,1.160294,0.76263744,0.9639522,0.7429035,0.9700861,1.4391063,1.3292753,0.88244,1.1177853,1.2748443,1.280947,1.1278118,1.307904,0.76228917,0.6869584,1.1310656,0.9604263,0.74128425,1.4795398,0.87477076,1.4958074,1.2141198,0.69942,1.0288309,1.1191736,1.027233,1.0708653,0.8847721,0.9716886,1.1209838,1.0174302,0.7229793,1.2241287,0.9064598,0.84606993,1.2308517,0.0,1.3132861,0.8604695,0.55411136,1.1119418,0.7082621,0.8004942,0.9565116,0.52161306,1.2684432,1.0171418,1.1859176,0.9501355,0.84520316,1.0229377,0.7036417,1.3691676,1.1781662,1.3895009,0.84452146,0.5848025,0.73129904,0.9578311,1.3955935,1.3860679,1.1798254,0.82467353,0.5582571,1.0336266,1.17102,1.2630435,0.8009175,1.0992953,0.85199106,0.73593765,1.1485131,0.6924312,0.6601631,1.262718,0.93367636,1.3380483,1.2728282,1.2118568,0.53556573,0.80746067,1.3331324,1.1712426,1.2954899,1.3613727,0.6940176,1.1941543,0.82038605,1.1577343,1.3895375,0.92307425
gum,0.43352938,0.47146434,0.63598645,0.7594459,1.0376364,1.2898782,1.458638,0.99567837,1.5101833,0.91333365,1.4215686,1.1533931,0.46800894,0.79208934,1.3617141,0.9478287,0.74481833,0.9303244,0.9156463,0.5254129,1.2918983,1.5383067,1.1559722,1.18651,1.3788285,0.4867062,1.4727958,0.4854806,0.95986724,1.2848636,1.2836189,1.1206386,0.75945723,0.6178881,1.0224358,0.6953406,0.9951862,0.86387026,1.1585882,0.96509445,0.8750616,1.3625779,0.52539057,1.3132861,0.0,1.0591453,0.94334215,0.8185781,1.1948801,1.2010325,1.1169057,1.3700988,0.68518484,1.3532602,1.1573858,1.1872877,1.1351597,0.712067,1.1837575,0.5196757,0.6606942,0.49562204,1.4566216,1.2402372,1.342268,1.1602341,0.5883839,0.6132217,0.856681,0.98739374,1.1385291,1.2146306,1.0157024,0.8372098,1.1421247,1.1286963,1.351198,1.1264315,0.7904266,1.3169878,1.1430564,0.83079123,1.3155587,0.4047199,0.6696295,0.92550886,1.3784658,1.3635745,0.73758173,0.41441715,0.4306767,0.7379652,1.2174037,0.68750054,1.4162989,1.0752144,0.66634727,1.3520874
hair,1.2582238,1.0718399,1.2051811,1.3502105,1.3560206,0.7697429,0.8205042,1.246322,0.721631,0.91060007,0.7354172,1.2965434,1.2547091,1.4086978,1.0762975,1.2996106,1.2590704,1.3407414,1.3567128,1.1439244,0.6971047,0.8566994,1.0898752,1.0096456,0.8840865,1.3456498,0.9499978,1.3558915,1.4213403,0.8868702,1.0335932,1.2383571,0.96989673,1.0827475,0.24936426,0.6620916,1.0514766,1.1604097,0.9008266,0.99278206,0.9743719,0.64022726,0.903633,0.8604695,1.0591453,0.0,0.71324354,1.1435101,0.6417862,0.64178675,1.1679257,0.7494427,1.1810752,1.094218,1.1718073,1.066973,1.0187366,0.7538483,1.1483334,1.2430336,0.8893335,1.2369597,0.91436124,0.8258604,0.64576715,1.1601481,1.3141396,1.3040006,1.1083238,1.0723892,1.0829345,1.065719,1.2807032,1.4844286,0.8535571,1.0553075,0.82467484,0.9594604,1.2745774,0.5124397,0.9979158,1.2608155,1.2095444,1.1631087,1.438226,1.2443845,0.64327866,0.80260396,1.2743173,0.8028061,1.1222577,1.2820415,1.1525499,1.3893359,0.9144157,1.3047276,1.2014844,0.8836539
hand,0.8546159,1.0729792,1.0700485,1.1834409,1.2093917,1.0927076,1.1455823,1.0122052,1.0900793,0.8830212,1.0680526,1.1206844,1.2612749,1.2169274,1.0601155,1.2334827,1.2387899,1.2369254,1.1205592,1.1131564,1.0015731,1.0252084,1.1881278,1.1621393,1.1547433,1.1986316,1.1928885,1.3039262,1.2450353,1.0540587,1.1387255,1.1397878,0.69654393,0.7310085,0.80671835,0.53027606,1.0137151,0.89258105,0.8244872,1.1464137,0.9246541,1.1249294,0.77829844,0.55411136,0.94334215,0.71324354,0.0,1.0312932,0.88201433,0.8308915,1.1118392,0.7514074,0.99013793,1.1970073,1.2358648,1.094945,0.96693224,0.6124207,1.048952,1.0015296,0.8543016,1.0394864,1.1523808,0.76281196,0.92105126,1.0922918,1.1554524,1.1165444,0.99747014,0.78935164,0.62037134,1.0612547,1.2261748,1.1952006,0.87132186,1.0451411,1.1366884,0.78574526,1.0360366,0.84309924,0.75888765,1.1409248,1.2467285,1.0185727,1.2441181,1.0247108,0.64357144,1.0544678,1.1739092,0.6965368,1.0764174,1.3066895,1.113366,1.0833892,0.9810124,1.1934888,1.2339344,1.1213609
hat,0.8366259,0.87249684,0.9223784,0.7001734,0.70479643,1.3785486,1.3334258,0.7558493,1.3188608,0.8724247,1.200414,1.048873,0.7623772,0.8986966,1.2950758,0.94276863,0.7419997,0.5710238,0.7386302,0.81368434,0.8999891,1.1925628,1.136546,1.1189544,1.2741838,0.71841586,1.2971102,0.77810895,0.6697158,0.9587357,1.1773548,0.92511517,0.8453379,0.87797326,1.3013,0.91446805,0.89135873,1.0904427,0.7853891,0.9976314,1.1131848,1.4052597,0.627579,1.1119418,0.8185781,1.1435101,1.0312932,0.0,1.2072221,1.127768,1.1233759,1.0473597,0.6333574,1.0876963,1.0565948,1.1349113,1.1129848,1.0761803,1.1159768,0.63167095,0.93625885,0.74369025,1.3353746,1.2590843,1.1837206,1.1663556,0.68170625,0.679477,1.1250666,1.0100856,0.8319842,1.1481031,0.79478633,0.8151834,1.0998108,0.8366971,1.3167017,0.9899185,0.6035578,1.2334112,0.76211905,0.7380637,1.0820774,0.53286177,0.66723263,0.8222309,1.2840426,1.5069704,1.0031729,0.8352828,0.7972882,0.85211384,1.1663995,0.85944676,1.4116099,0.55452234,0.8776214,1.2428495
horse,1.3027714,1.2108637,1.1269453,1.2846279,1.3606845,0.68763536,0.7088037,1.2065657,0.65976864,1.1411368,0.6464178,1.2505178,1.3465521,1.345325,1.0261688,1.2612594,1.2363472,1.2784076,1.2697377,1.2064489,0.668581,0.84154147,1.0455971,0.926591,0.8088099,1.3660389,0.95183563,1.3723309,1.3108026,0.7223767,0.9669571,1.2297928,1.116557,1.2414525,0.7079525,1.0168598,1.0824986,1.1542444,0.85523915,1.0918167,1.001612,0.7172484,1.2156445,0.7082621,1.1948801,0.6417862,0.88201433,1.2072221,0.0,0.67637515,1.0877335,0.626168,1.2194312,1.103408,1.0673021,1.0248932,1.0479516,0.9233315,1.0298718,1.335711,1.0592517,1.3206803,0.8127434,0.8004961,0.681914,1.0930731,1.3360803,1.3509061,1.1584268,0.95925444,1.023561,1.1338553,1.1124246,1.454837,0.7358278,1.0230407,0.90127456,0.6687429,1.2575431,0.6017716,0.87614596,1.2992473,1.0102695,1.3585294,1.3297188,1.1233248,0.61920404,0.8188485,1.2455128,1.2065423,1.2280036,1.2193289,1.0455455,1.2341616,0.85516524,1.1913738,1.1605513,0.9214841
jacket,1.2696247,1.1554868,1.225912,1.2732346,1.2598888,0.6799923,0.80119765,1.0299133,0.6823579,0.98817426,0.7889153,1.2249341,1.2983472,1.2944446,1.1010096,1.2361581,1.1357418,1.1351641,1.2809201,1.1634616,0.7393137,0.77862054,1.178087,0.94750977,0.8394848,1.2868762,0.99944276,1.3605468,1.2304187,0.9105234,1.0485171,1.2443962,0.99801266,1.0569979,0.7233292,0.9241201,1.0566392,1.1810305,0.8327501,1.1152077,1.0852968,0.80572295,1.1426983,0.8004942,1.2010325,0.64178675,0.8308915,1.127768,0.67637515,0.0,1.1363933,0.55112517,1.1936668,1.0559163,1.1644615,1.0926932,1.0900145,0.9977007,0.99707633,1.1887901,1.1053927,1.2281553,0.8464262,0.9172189,0.65822923,1.1615549,1.2747964,1.2449133,1.2254792,1.0024071,0.95625293,1.1152644,1.2624203,1.3697245,0.85478723,0.96886814,0.89626515,0.99404633,1.2194903,0.16165447,0.90065134,1.1341714,1.0374728,1.1806581,1.2959464,1.2305561,0.6868289,0.809093,1.2301985,1.0578194,1.162741,1.231285,1.0387076,1.3143916,0.95862365,1.1055678,1.1330714,0.89202166
jar,1.0626794,1.0982738,0.8940011,0.9793547,0.87101203,1.165685,1.126879,0.88146996,1.1005609,0.9038118,1.0211663,0.7927712,0.9370618,0.9696046,0.9211486,0.6108449,1.0131395,1.0528888,0.8351853,1.1883566,1.1120154,1.0457032,0.98899853,0.8961291,1.0235153,1.1102157,1.0155181,0.93620795,1.0031246,1.0782782,0.86632216,0.92287356,1.0523447,0.9669494,1.1351696,1.1845876,1.0207151,0.92122245,0.90057373,0.9914826,0.99150366,1.0766085,1.0403537,0.9565116,1.1169057,1.1679257,1.1118392,1.1233759,1.0877335,1.1363933,0.0,1.0486121,1.1335108,1.0271561,0.9972503,0.57293797,0.9528878,1.0031081,0.8371448,1.0859902,1.1233336,1.0818073,0.97501445,1.0042006,1.0294728,0.8309002,1.1337839,1.1487558,0.8784276,1.1852604,1.0435792,1.0111271,0.9181641,0.92592555,1.0405054,1.0556571,0.8786254,1.0452585,1.0257797,1.1388308,0.9198927,0.9885692,0.94083095,1.1666205,0.85668147,1.0266193,1.0747724,1.0612543,0.9029513,1.0980567,1.069752,0.98006874,0.81187874,1.0756867,1.0431334,0.9285126,1.1352354,1.029848
jeans,1.3889744,1.2814186,1.27473,1.3082767,1.2099056,0.813267,0.6183232,1.1031345,0.5189918,0.9275256,0.5634445,1.1705406,1.4577134,1.4877474,1.0114204,1.3146832,1.1504089,1.1411983,1.2162896,1.248902,0.5929055,0.5888962,1.1588228,0.9361825,0.7000257,1.4541783,0.90365046,1.5474565,1.2565191,0.6624536,1.0349824,1.2154838,1.1325896,1.1718091,0.89274347,0.8972075,1.0412089,1.1078321,0.5282744,1.1969868,1.0637187,0.83958334,1.243986,0.52161306,1.3700988,0.7494427,0.7514074,1.0473597,0.626168,0.55112517,1.0486121,0.0,1.2451506,0.9449485,1.2500163,1.0280213,0.96878535,1.0899025,0.9087658,1.2816987,1.1842711,1.358816,0.83525085,0.69523126,0.42162275,1.1536473,1.3797067,1.3528041,1.2795348,0.9130731,0.7750677,1.0214022,1.2521989,1.440171,0.7961464,1.0137843,0.92378145,0.81014043,1.2368269,0.45900893,0.47628033,1.3373058,1.0613683,1.2544063,1.3703945,1.2776976,0.5137092,0.8298091,1.3738447,1.194501,1.3404744,1.3240819,0.90396345,1.3020649,0.86272526,1.1099273,1.3266609,0.90856993
knife,0.69123507,0.7349129,0.83639723,0.71111864,0.9621501,1.3209249,1.5556397,0.9715588,1.4262403,0.9022094,1.4115192,1.0444673,0.7410978,0.83512884,1.3075948,1.0530798,0.6569172,0.8936772,0.94221455,0.7563441,1.2085369,1.3314785,1.0529191,1.2185237,1.4880269,0.43335998,1.4898887,0.7667979,0.840415,1.2472711,1.1853672,1.0005531,0.69882405,0.7128043,1.2296323,0.87870044,1.0691953,0.9146021,0.9742707,0.8360269,0.96347857,1.4120796,0.44731987,1.2684432,0.68518484,1.1810752,0.99013793,0.6333574,1.2194312,1.1936668,1.1335108,1.2451506,0.0,1.1825585,1.0066302,1.1944735,1.0986848,1.036494,0.86992717,0.4861971,0.9319891,0.5640031,1.3709166,1.3137082,1.2429535,1.1814427,0.3126641,0.34698814,0.77994394,0.8789235,1.0172826,1.2172891,0.87480426,0.7470641,1.139663,0.8794788,1.4041811,1.0356979,0.17138696,1.297276,0.97336775,0.49246055,1.3204925,0.49927413,0.8042159,0.46132386,1.2697732,1.4297664,0.816856,0.6951462,0.7227824,0.8791657,1.0195857,0.76780486,1.4096498,0.8270961,0.9136612,1.3523206
ladder,1.3248212,1.3416646,1.288204,1.1326128,0.6180546,1.0252602,0.5865934,0.9253791,0.6356037,1.1037494,0.7373823,0.81331587,1.1380141,1.2062637,0.6087545,0.94339806,1.1635989,0.7618109,0.95863456,1.2786484,0.99459034,0.4019717,0.9311426,0.9332449,0.6596247,1.1850144,0.27338505,1.139789,1.1176257,0.9585037,0.50764346,0.7250658,1.105795,1.3719037,1.0464578,1.2003735,1.0625073,1.1616293,0.9737582,0.9785745,1.2683319,0.82818675,1.3054317,1.0171418,1.3532602,1.094218,1.1970073,1.0876963,1.103408,1.0559163,1.0271561,0.9449485,1.1825585,0.0,0.950559,0.8653835,1.0920758,1.1124054,1.0513668,1.2644207,1.110687,1.2645423,0.6084007,0.92603934,0.80788183,0.88797593,1.1417466,1.1103821,1.2350192,1.1219428,1.0653659,0.8581428,0.99138033,1.1750698,0.99941087,0.8829168,0.5834477,1.1288062,1.1145791,0.98778653,0.9854007,1.1234422,0.8567797,1.3124136,1.0596637,1.0955639,0.9832075,0.76396096,1.1839089,1.2426242,1.2726781,1.0116013,0.9528151,1.1730781,0.73288983,0.6844254,1.1203718,0.6554076
lamp,1.18353,0.99991065,0.7793841,0.979179,0.9267422,0.96021014,1.0402552,0.8018968,1.0070945,1.1402287,0.96300244,1.0529217,1.0152082,0.73200667,1.0266479,0.85700583,0.9650996,0.85347396,0.93647534,1.1877259,1.0433289,1.0610204,0.6580961,0.9133254,1.0160573,1.012816,0.9096495,0.98656595,0.72207063,1.0761946,0.7360717,0.8185009,0.98377365,1.179478,1.1285344,1.2231672,0.8117772,1.1473672,1.1690348,0.86443967,1.1403033,0.9512431,1.0587662,1.1859176,1.1573858,1.1718073,1.2358648,1.0565948,1.0673021,1.1644615,0.9972503,1.2500163,1.0066302,0.950559,0.0,0.8890374,0.86539924,1.0840685,1.0775391,0.92628366,1.0308015,1.1291797,0.95740527,0.9827007,1.2408042,0.79156005,0.98780864,0.9999,0.97248864,1.2462088,1.1191016,1.1026589,0.74299264,0.7725697,1.1175516,1.0319682,0.99358094,1.0622138,1.0451422,1.2180464,1.1967833,0.8383926,0.72298026,1.1790599,0.9426807,0.75830615,1.1706744,1.0465841,0.8867772,1.2339594,1.0234799,0.80541337,1.0355501,1.1663623,0.9882884,0.8864449,0.9184784,0.6536511
milk,1.2176121,1.2480787,0.99406517,1.0622833,0.8692472,0.9228153,0.9154297,0.95601004,0.95328486,1.0635285,0.9337387,0.7647324,0.9910533,0.9652821,0.74751943,0.4594332,1.144859,1.0326643,0.82865167,1.2581805,1.097302,0.89673895,0.94257134,0.84551543,0.8531886,1.2245563,0.73054886,0.9767247,1.0220813,1.0013558,0.8648985,0.92050135,1.1211556,1.0672872,1.0426741,1.1458213,1.1329275,1.0612121,0.9743338,0.98012036,1.040932,1.0058475,1.0683692,0.9501355,1.1872877,1.066973,1.094945,1.1349113,1.0248932,1.0926932,0.57293797,1.0280213,1.1944735,0.8653835,0.8890374,0.0,1.0530049,1.0567497,0.9625434,1.2387849,1.0925455,1.2069844,0.88475174,0.95864904,1.1137203,0.82006645,1.2257198,1.2311872,1.106089,1.1046699,1.0343198,0.99501795,0.96762073,0.951605,0.93899614,1.0119951,0.7905581,1.0906794,1.0296068,1.1128862,0.9624739,0.96235245,0.754137,1.2863802,0.9190525,1.0340477,1.1099434,0.8802976,0.9534108,1.1350112,1.2010522,1.0458026,0.94703543,1.0865598,0.91789967,0.9175155,1.178726,0.8203889
mitten,1.1286618,0.8605219,0.97112244,0.99601495,1.0722288,0.9922985,1.0164852,1.0659122,0.8840228,0.9570165,0.84122217,0.9549429,1.2436965,0.9176078,0.94915783,1.0914228,1.2481828,1.1387122,1.2601984,1.2246617,0.9292254,1.0080848,0.8050119,0.965301,1.0146546,1.219646,0.9838366,1.201762,0.9529435,0.97219586,1.1023717,0.9459379,1.1524532,1.0862305,1.0837164,1.1078167,0.89034,0.84793925,1.0488962,1.0774769,0.89126205,0.9212556,0.99105364,0.84520316,1.1351597,1.0187366,0.96693224,1.1129848,1.0479516,1.0900145,0.9528878,0.96878535,1.0986848,1.0920758,0.86539924,1.0530049,0.0,1.0738215,0.917343,1.0699991,1.001099,1.081972,1.0007848,0.7321044,0.96202123,0.8189934,1.1464416,1.1543902,0.7853923,1.1061298,0.753222,0.85463166,1.0116456,0.85713613,1.0196214,1.1519642,1.0027565,0.9706804,1.1091328,1.0544058,0.92879874,0.99140406,1.1696084,1.0570694,1.1251042,0.99450326,0.84504676,0.9845647,0.9536523,1.1234713,1.0864304,1.1714852,0.8794831,1.1509484,0.8537468,1.1399676,1.1263739,0.9824597
mouth,0.79659927,0.96283007,0.92940295,1.2107784,1.0901531,1.1050775,1.129514,0.99939847,1.1814585,0.92752135,1.0632991,1.1172574,1.0436355,1.095181,1.0826507,1.1182594,1.1769685,1.1090264,1.097621,1.0312461,1.0576041,1.174577,1.0144262,1.0717127,1.1710389,1.0503775,1.0907245,1.0481597,1.1893871,1.1153249,1.0486819,0.96046025,0.7370642,0.8928752,0.6904894,0.7533535,0.9231996,1.0150719,1.0772631,0.9609822,1.0035484,1.1027443,0.7983012,1.0229377,0.712067,0.7538483,0.6124207,1.0761803,0.9233315,0.9977007,1.0031081,1.0899025,1.036494,1.1124054,1.0840685,1.0567497,1.0738215,0.0,1.2065245,0.9879385,0.7441143,0.98433167,1.140874,0.974159,1.1035217,0.97787493,1.0721407,1.0523914,0.952338,0.98580223,0.90586936,1.1191852,1.1109734,1.1092094,0.90027815,1.1058342,1.0634845,1.012834,1.1040062,1.0344945,1.0626986,1.1147244,1.147967,1.002016,1.0901664,0.9898125,1.0001651,1.1198072,1.0081035,0.69686186,0.97660106,1.09986,1.2110124,1.0674423,1.0633887,1.1566664,1.0227934,1.0612706
napkin,1.105449,1.2107308,1.2076998,1.0368181,1.0901985,1.0198263,1.0297488,1.064159,0.96112525,0.7794637,0.9901915,0.7740387,1.1934406,1.0471238,0.9621656,0.97249866,1.0556433,1.10664,0.8951982,1.0579622,1.0459822,0.8538584,1.1070929,0.9151998,0.8449955,1.0645698,1.0638943,1.2184322,0.96236664,0.97021884,1.0149677,0.9127589,1.0162778,0.8950043,1.112979,1.0056223,1.2787135,0.8508035,0.93679315,1.1421518,0.9270932,1.0262731,1.1318351,0.7036417,1.1837575,1.1483334,1.048952,1.1159768,1.0298718,0.99707633,0.8371448,0.9087658,0.86992717,1.0513668,1.0775391,0.9625434,0.917343,1.2065245,0.0,1.0517379,1.2038603,1.050698,0.8729972,0.90134895,0.8206672,0.8722491,1.0461304,1.0354278,0.87938434,0.7393085,0.8050433,1.020455,1.0583279,0.91367567,1.0221262,1.008956,0.98511225,0.92374486,0.83322334,0.9658241,1.0007055,0.92951584,0.96103513,1.1203319,1.044942,1.0624173,0.9159206,0.9276593,1.0452849,1.1971262,1.2244531,1.2065623,0.0806151,0.9961731,1.008841,1.0026333,1.3277441,1.0286646
necklace,0.531017,0.58164394,0.7968845,0.6732299,0.8023783,1.4264343,1.6154804,0.7285872,1.5543786,0.81240594,1.4638693,1.1242137,0.559255,0.59372056,1.4242327,1.0015684,0.5934706,0.79970616,0.7814705,0.56121826,1.306699,1.4768898,1.1682649,1.2283617,1.5404238,0.43081474,1.5226138,0.5648372,0.58089745,1.3602756,1.2780057,0.9584616,0.77170134,0.55386335,1.2648742,0.71644616,0.8603876,0.870448,0.98376995,0.9906914,1.0454631,1.4171782,0.41977423,1.3691676,0.5196757,1.2430336,1.0015296,0.63167095,1.335711,1.1887901,1.0859902,1.2816987,0.4861971,1.2644207,0.92628366,1.2387849,1.0699991,0.9879385,1.0517379,0.0,0.90576243,0.4017464,1.5121987,1.3695848,1.3119336,1.2046624,0.4614824,0.45525587,0.8396081,0.99412495,1.0481408,1.0804459,0.9631922,0.4968474,1.2571933,1.0070854,1.4858214,1.1693174,0.59519136,1.3570302,1.0066669,0.69959927,1.2277201,0.3598053,0.6778775,0.7208687,1.3831068,1.5033451,0.7510625,0.6324711,0.55340993,0.72136855,1.1136314,0.7982042,1.4358673,0.90482247,0.72296107,1.3250237
nose,0.68705744,0.7385916,0.8670747,1.0071945,1.0632257,1.2162446,1.2797074,0.9421794,1.1755418,0.84964114,1.173351,1.1632532,0.64806783,1.0160545,1.2301714,1.000688,0.9467846,0.7069526,1.028296,0.71283466,1.1544477,1.2276477,1.0835568,1.2188298,1.1726032,0.7706299,1.2156911,0.6923595,1.1291277,1.2285703,1.12143,0.9164071,0.76585686,0.92823374,0.96349835,0.62178224,0.76885617,1.0145,1.106669,1.1483668,1.1278539,1.2487884,0.7162862,1.1781662,0.6606942,0.8893335,0.8543016,0.93625885,1.0592517,1.1053927,1.1233336,1.1842711,0.9319891,1.110687,1.0308015,1.0925455,1.001099,0.7441143,1.2038603,0.90576243,0.0,0.78162944,1.2886353,1.1429942,1.198704,0.9811783,0.894488,0.8706918,1.0484089,1.034808,0.9301703,1.2311666,0.94317484,1.0581969,1.087953,1.1184962,1.1694323,1.0017376,1.1189775,1.1547562,1.0830566,1.0264531,1.2771994,0.69614947,0.94284976,1.0944338,1.1048776,1.2501476,1.0870781,0.52884907,0.5683338,0.73235,1.1375217,1.0280552,1.2560012,0.9672808,0.6201606,1.1123857
orange,0.32116175,0.4987682,0.6458593,0.5578011,0.8833957,1.3643088,1.545038,0.864171,1.5433507,0.94207907,1.5072699,1.0515702,0.5197517,0.66421723,1.3170903,0.92796725,0.68639195,0.8302585,0.82501245,0.45528275,1.3627834,1.497275,1.1473387,1.2615951,1.4524922,0.41312003,1.5025963,0.45673537,0.77664673,1.3159548,1.309391,0.9923213,0.8503013,0.4899292,1.1780413,0.8555212,0.98949814,0.7950043,1.1751225,0.96001315,0.9313605,1.4098066,0.6544642,1.3895009,0.49562204,1.2369597,1.0394864,0.74369025,1.3206803,1.2281553,1.0818073,1.358816,0.5640031,1.2645423,1.1291797,1.2069844,1.081972,0.98433167,1.050698,0.4017464,0.78162944,0.0,1.4462228,1.3841233,1.3349252,1.1456554,0.5054661,0.4990884,0.76417303,0.89682806,1.1259221,1.1236122,0.9110218,0.62385345,1.2154682,1.0150555,1.4017383,1.1570717,0.6562888,1.3452498,1.1698469,0.653824,1.3029944,0.4712304,0.5845808,0.8508946,1.3755779,1.4447829,0.61395705,0.6521818,0.6078806,0.7303704,1.1066935,0.5973397,1.3927248,0.9850394,0.73173094,1.3879825
oven,1.4806626,1.4404635,1.3495431,1.285121,1.1171503,0.4908054,0.46611267,1.1709392,0.45174366,1.2179335,0.5981905,0.8642696,1.4708359,1.201025,0.59461236,1.0866108,1.2681088,1.0909361,1.107233,1.3648274,0.85998935,0.42590618,0.7814483,0.78742945,0.4880756,1.4275384,0.4527902,1.3977131,1.3128285,0.81352377,0.66011477,0.87412053,1.3236588,1.380255,0.85597956,1.274318,1.1641704,1.1941072,1.0584372,0.94577575,1.1342797,0.6312698,1.4551946,0.84452146,1.4566216,0.91436124,1.1523808,1.3353746,0.8127434,0.8464262,0.97501445,0.83525085,1.3709166,0.6084007,0.95740527,0.88475174,1.0007848,1.140874,0.8729972,1.5121987,1.2886353,1.4462228,0.0,0.7323916,0.61755455,0.82597417,1.3787674,1.3605072,1.2005882,1.0039247,1.0782536,0.7992075,1.1661868,1.24175,0.88044435,0.7721803,0.54312897,1.0187445,1.3150368,0.7297918,1.1032581,1.3001392,0.55634016,1.5111458,1.3647825,1.0661811,0.710899,0.5433886,1.2319639,1.468205,1.4678919,1.2838633,0.83145803,1.3039925,0.5088984,1.1237308,1.2465822,0.65273213
pajamas,1.3647201,1.2355474,1.2640061,1.2864531,1.3081956,0.7577593,0.6448333,1.2042954,0.69233274,1.0108352,0.5269649,1.0376306,1.392532,1.3051143,0.85806364,1.2245562,1.2643472,1.2244123,1.266217,1.296706,0.83879006,0.7491429,0.9140682,0.9503946,0.6162829,1.4049397,0.75441676,1.4262707,1.2054079,0.7711209,0.98314357,1.1356643,1.0261707,1.2428595,0.78696007,1.0481184,0.9739012,1.0629677,1.0413442,0.9841962,1.0246952,0.71659184,1.308529,0.5848025,1.2402372,0.8258604,0.76281196,1.2590843,0.8004961,0.9172189,1.0042006,0.69523126,1.3137082,0.92603934,0.9827007,0.95864904,0.7321044,0.974159,0.90134895,1.3695848,1.1429942,1.3841233,0.7323916,0.0,0.76502335,0.8440607,1.3199869,1.3112504,1.1507255,1.0080662,0.85118544,0.8195229,1.1378218,1.2646692,0.9308251,1.1599948,0.85379076,0.8320886,1.310571,0.77339685,1.0373973,1.3278959,0.9066258,1.408023,1.3155248,1.1603482,0.62967944,0.70885134,1.2307135,1.2382935,1.329164,1.2560512,0.80444586,1.3337629,0.6823207,1.2360972,1.2158077,0.8407731
pants,1.39763,1.251926,1.3718312,1.3511766,1.1875967,0.8431619,0.6668611,1.1495607,0.46523488,0.89825314,0.54598844,1.1452882,1.4319459,1.4682319,0.9688958,1.2870064,1.2026304,1.1713393,1.1825812,1.2428217,0.7286427,0.4913386,1.1531737,0.94301736,0.64498806,1.3985798,0.8352049,1.4867139,1.3285103,0.8323296,0.87167,1.1839142,1.1145267,1.2158804,0.7490444,0.9347902,1.1622059,1.1476748,0.72956043,1.1732899,1.0295063,0.6523475,1.2733148,0.73129904,1.342268,0.64576715,0.92105126,1.1837206,0.681914,0.65822923,1.0294728,0.42162275,1.2429535,0.80788183,1.2408042,1.1137203,0.96202123,1.1035217,0.8206672,1.3119336,1.198704,1.3349252,0.61755455,0.76502335,0.0,1.1618956,1.3275266,1.2987884,1.1576862,0.9328615,0.87850344,1.0141681,1.3065891,1.4203314,0.82079285,0.9490092,0.74935853,0.9296582,1.3021561,0.4776863,0.7358951,1.2893958,1.0724723,1.2810838,1.4510565,1.3077753,0.49010873,0.79703355,1.3523273,1.1945386,1.3165783,1.324053,0.81249464,1.3309146,0.87020504,1.0735414,1.3010621,0.8546413
paper,1.1652253,1.151196,1.0158801,1.0358423,1.0384965,0.9178144,0.9403054,1.0359788,0.98331356,1.0531466,0.95861495,0.4563204,1.0761178,0.85141754,0.78623736,0.8634295,1.0470046,0.9588855,0.9830258,1.1384797,1.149157,0.9935743,0.78526115,0.9939558,0.8919693,1.0567993,0.8669973,1.0097064,0.9801326,1.0527968,0.89318,0.8718628,0.9894836,1.1674843,1.122168,1.1714783,0.87981373,1.0152425,1.1827468,1.0542278,1.126553,0.978049,1.1564878,0.9578311,1.1602341,1.1601481,1.0922918,1.1663556,1.0930731,1.1615549,0.8309002,1.1536473,1.1814427,0.88797593,0.79156005,0.82006645,0.8189934,0.97787493,0.8722491,1.2046624,0.9811783,1.1456554,0.82597417,0.8440607,1.1618956,0.0,1.0894186,1.0761741,1.0171646,1.0919816,0.8162211,0.98352957,0.9793868,0.8020351,1.0600362,1.0019826,0.81920075,1.0903072,1.1702785,1.14313,1.132895,1.0994195,0.6707218,1.222576,0.9946,1.0344516,1.1545901,0.78053516,0.9489391,1.1677967,1.0959283,0.98665893,0.7904629,1.1296388,0.84518576,1.1070809,0.9834502,0.9296419
