,apple,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,clock,coffee,cookie,couch,crayon,cup,dog,doll,door,dress,egg,face,finger,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hand,hat,jar,knife,ladder,lamp,melon,mitten,muffin,nail,napkin,necklace,orange,oven,pajamas,paper,pastry,pen,pencil,pickle,pillow,plant,plate,potato,pumpkin,purse,refrigerator,rooster,scissors,shirt,shovel,sink,slide,slipper,soap,spoon,sweater,table,tape,toothbrush,towel,toy,tray,vacuum,watch,window
glove,1.273725,1.3662782,1.1298294,1.1869447,1.1199404,0.8030552,0.7660379,1.3064195,0.9231988,0.7338453,0.93716073,0.6769272,1.036514,1.2859554,0.9446482,0.67685825,1.3404589,0.9153836,1.2760993,1.2076871,0.8475572,0.85077107,0.6738453,1.4031699,0.94764066,1.3302963,1.0428216,1.4902886,1.4054174,0.88577217,0.88917226,1.0818762,0.8764853,1.2464566,0.77163786,1.0810926,1.2781268,1.1623275,1.4413248,1.113929,1.0037563,1.203112,0.0,1.0441742,0.72340643,0.5677998,1.1130565,0.9737736,1.3440192,0.96936935,0.80177253,1.2114073,0.7962241,1.180892,1.2136143,0.8616114,0.89220524,1.39127,0.7007863,0.8135829,0.7288074,0.8254962,1.4234321,1.4159453,1.301122,0.9979917,1.1235628,1.043632,1.2455761,1.3127441,0.6893362,0.767942,1.0174327,1.2076468,0.60168815,1.2898865,1.2747784,0.66719913,1.2082425,1.2093834,1.4421878,0.7689645,0.7275466,1.0492841,0.68625915,1.0032992,0.98904747,0.9037049,1.2833049,1.3631848,0.7825793
gum,0.7713435,0.94805056,0.83782387,0.9394449,0.7560636,1.0388576,0.9901855,1.065413,1.2092454,1.2111144,0.929121,1.2316685,0.9020718,0.9728065,0.8488517,1.234995,0.9563315,0.91045856,0.92353433,0.8737589,1.0775946,1.068411,1.0898368,1.0629531,0.8943141,0.8892825,0.95389795,0.9199551,0.88543576,0.924505,0.9462407,1.0671335,1.1640179,0.87985104,1.2031709,0.8544203,0.9826398,0.6975181,1.0373355,0.8183927,0.6791851,1.080091,1.0441742,0.0,1.2382514,1.0022924,0.8827953,1.0250325,0.89671487,1.0312264,1.0911344,0.9064221,1.1470755,1.114105,0.9840046,0.9440749,1.1409931,0.9511887,1.1728845,1.1936729,1.199483,1.0686127,1.0472959,1.0690051,1.0309159,1.0052234,0.75743735,1.0522574,1.0056082,0.90827066,1.1609417,1.1165006,1.0828393,0.5307757,1.3034124,0.72704077,1.1043516,1.017685,0.9219402,1.0184968,0.8360174,1.2072088,1.0753113,0.90478474,1.1902189,0.8937689,0.22707105,0.94827396,0.7489782,1.0054555,1.2731379
hair,1.1488101,1.1591667,1.1565067,1.2872313,1.3125305,0.7847309,1.0598109,1.1995012,1.1280618,0.64654636,1.010498,0.62823987,1.2103239,1.233475,1.2659516,0.84004855,1.2010859,1.1248748,1.3200684,1.1824971,0.96389115,0.76213163,0.9082198,1.19669,1.1470972,1.2176335,1.2548048,1.3480341,1.3624532,1.0046338,0.9406945,1.0591036,0.75500405,1.2904081,0.14910388,1.0611582,1.2325628,1.2389438,1.3107502,1.2293057,1.2379586,0.8807695,0.72340643,1.2382514,0.0,0.80348974,0.77682126,1.0812609,1.2919655,1.0746778,0.77579355,1.3030905,0.87030107,1.0115327,0.95894206,1.208357,0.6169728,1.2496758,1.0171059,0.7388929,0.85572493,1.0204895,1.3002683,1.1966202,1.324106,1.1456944,1.1966186,1.2097834,1.0787861,1.1423388,0.8502801,0.81929517,0.96397823,1.3829169,0.41710764,1.41681,1.1873639,0.96167064,1.1552895,1.1139989,1.3769124,0.5041132,0.7300098,1.106039,0.78492856,1.1493078,1.2290094,1.1626984,1.2797315,1.1741065,0.79837674
hand,1.1413674,1.1676345,1.0060633,0.79077715,1.2651639,0.95938057,1.0659013,1.3313274,0.63736135,0.86800283,1.0621307,0.8546042,1.0562575,1.4452645,0.99008,0.91037476,1.0254691,1.1005428,1.3646888,1.2163396,0.35565722,0.9608455,0.9347502,1.4003379,1.1058629,1.0446715,1.1936871,1.3284642,1.4064524,1.0442885,0.91898525,1.1343145,1.0615119,0.83272636,0.7898634,0.7604207,1.0691011,1.3372961,1.2330285,0.99272364,1.085032,0.9223382,0.5677998,1.0022924,0.80348974,0.0,1.087073,1.0940804,1.1371325,0.99268913,0.9912739,0.98399335,0.94638884,0.8476473,1.0412049,0.8315465,0.66826326,1.3408012,1.0302006,0.9862519,0.799558,0.8723947,1.153889,1.1111073,1.1451192,0.92430997,1.3240395,1.007676,0.8208817,1.2343788,0.8115528,1.0305071,0.846382,1.1473689,0.76993823,1.2594938,1.42956,0.5673665,1.0864745,1.3168657,1.2951273,0.8081262,0.89991724,0.82109654,0.79777145,1.0677723,1.0321262,1.0022632,1.3436372,1.3586704,1.0219393
hat,0.5027615,0.64978856,0.9758993,0.997534,1.0134872,1.1003331,1.2332654,0.7899716,1.1799642,1.2414129,1.0301336,1.2488265,1.1838148,0.8231803,1.0812085,1.3331869,0.8051925,1.0862489,0.72638714,0.8796227,0.9734567,1.1123425,1.112875,0.89229894,1.1456304,0.79468846,0.92800397,0.8042736,0.7281665,1.1303263,1.0306697,1.157817,1.2451923,0.850001,0.90737635,0.6249621,0.9954153,1.0357581,0.84594166,1.0870432,0.9147296,0.61796373,1.1130565,0.8827953,0.77682126,1.087073,0.0,1.0810509,0.7636493,1.1428111,1.2208555,0.9013347,1.1560946,0.85015917,0.56878257,1.2705181,0.9385456,0.700689,1.276163,1.2681838,1.43403,1.3428841,0.9108325,0.731586,1.0269496,0.8326483,1.0368294,1.2804658,0.6260522,0.5644463,1.2485948,1.1774849,1.1468753,0.7237049,1.0870932,0.71265423,0.9134007,1.0071445,0.68289185,0.8449117,0.7368289,1.0704604,1.3961997,0.8196721,1.2778351,0.8991862,1.0015248,1.3641927,0.8148681,0.73175836,1.249043
jar,1.1499624,1.1367781,1.0799534,1.0656245,0.6854899,1.1263115,0.9317156,1.0854771,1.1011398,1.0581962,1.0464942,1.1233257,0.8165267,0.5406416,0.94321686,0.85175925,1.1171736,0.48914516,0.89750206,0.87173057,1.1383896,1.1225847,0.9430246,1.0113313,0.48808962,1.1019864,0.86887205,1.1056485,0.90811396,1.0014265,1.0216088,0.64743423,1.0398251,1.1003104,1.0549057,1.2000873,1.2057134,0.84086686,1.1291219,0.937149,0.935033,1.2425979,0.9737736,1.0250325,1.0812609,1.0940804,1.0810509,0.0,1.1546887,1.0138197,1.052021,0.9368725,1.1528883,1.1579957,1.0731431,1.000328,1.1550121,1.0935576,0.7281419,1.0565246,0.9823161,1.0022206,1.0937951,1.1769589,0.8209966,0.93728167,0.83473253,0.9662481,1.2334679,1.0915174,0.85296464,0.89650506,1.094387,1.0310528,1.1015861,1.137673,0.9842143,1.052804,1.1924988,1.046389,1.174474,1.1053872,0.9821236,1.1082417,1.1463106,0.92999023,0.9114882,0.8791371,0.90358275,1.1464874,1.0066165
knife,0.6678419,0.7345314,1.0590924,0.78341126,1.0345849,1.2334418,1.0697583,0.74028325,0.9657112,1.4005487,1.1761086,1.342157,0.98064107,0.83759534,1.0473818,1.2377009,0.72406673,1.1419879,0.7361127,0.89838135,0.8335313,1.1836243,1.2396421,0.7749026,1.1804647,0.71581596,0.93822587,0.34826493,0.6901657,1.2793949,1.166614,1.0526464,1.3086305,0.700596,1.2352339,0.7880068,0.9273354,1.0650517,0.4137292,1.1179157,0.9292154,0.61249524,1.3440192,0.89671487,1.2919655,1.1371325,0.7636493,1.1546887,0.0,1.1371338,1.1984026,0.7944584,1.2344928,0.78953326,0.76664287,0.98084086,1.0765774,0.6517074,1.2021161,1.3694165,1.2130208,1.2912337,0.27330756,0.329149,0.69022053,0.7578325,1.0726985,1.0993383,0.6812122,0.7259706,1.2528269,1.3405886,1.166847,0.58546585,1.3701775,0.55448747,0.72089624,1.0901773,0.6713612,0.823719,0.46516097,1.2566453,1.3445625,0.7507702,1.0359352,0.89374715,1.0897377,1.023616,0.90803796,0.5981706,1.2981633
ladder,1.252066,1.2218096,1.1027905,1.0867908,0.9240899,1.0196778,0.82055825,1.0664102,0.80278087,0.959226,0.95005834,0.8802504,0.86279714,1.225069,0.97103673,0.7741294,1.096798,1.0606447,1.0551504,0.98666495,1.0921239,1.0635837,0.42315912,1.1986853,1.0721245,1.1440339,0.8128334,1.1240305,1.1634248,0.8497597,0.8489271,1.0199139,0.94669265,1.1609062,1.0594599,1.1171271,1.2004433,1.0847695,1.1038241,0.85719645,0.95387316,1.132315,0.96936935,1.0312264,1.0746778,0.99268913,1.1428111,1.0138197,1.1371338,0.0,1.0241483,1.1741637,0.9167682,1.0478953,1.21424,0.96432114,0.96894103,1.2702022,0.8883704,0.9278209,0.8354395,0.8711937,1.0689696,1.0832391,1.0442549,1.0826929,1.0589817,0.9594292,1.0946779,1.2745895,0.6969008,0.84111285,0.9380901,1.0331714,0.9794573,1.2014787,1.1783018,0.7574749,1.0998939,1.1904955,1.2046931,1.0171957,0.90423965,1.1302006,1.038344,0.982726,0.9274627,0.90471417,0.946735,1.1976695,0.95299506
lamp,1.3102591,1.2709961,1.0754731,1.1586695,1.1707156,0.783345,0.86809194,1.1576693,1.084185,0.83757,0.8528706,0.8241301,1.0537672,1.1475359,0.9059819,0.8251741,1.2846702,0.74046,1.2466108,1.1437918,1.1792607,0.6883908,0.9509271,0.9515222,0.94481146,1.2234064,1.0825844,1.2650906,1.238181,1.0505491,1.0198406,0.9233592,0.8726333,1.2367241,0.8002483,1.3320442,1.0991634,1.0310968,1.1720786,1.1052867,1.0887659,1.2028906,0.80177253,1.0911344,0.77579355,0.9912739,1.2208555,1.052021,1.1984026,1.0241483,0.0,1.2191238,1.0024227,1.2264028,1.210401,0.9241157,0.8726764,1.3000336,0.6684736,0.84121156,0.7415122,0.8585842,1.20348,1.2302469,1.1679587,1.1169759,0.99971354,0.7239763,1.2991784,1.3261555,0.87772846,0.8332054,0.9847358,1.348614,0.84495354,1.2279395,1.0522776,1.1657542,1.1886197,1.1059062,1.2546179,0.84394944,0.6686222,0.97475517,0.64498997,1.1827463,1.0530063,0.76989925,1.1584448,1.1785728,0.6695465
melon,0.81601167,0.64189696,0.9045445,0.25779355,0.9486747,1.04639,1.2308663,0.8855064,0.77360326,1.2991358,1.0298458,1.360672,1.0456566,0.90346235,0.932452,1.2949506,0.702649,0.98082674,0.8342874,0.97080535,0.720685,1.0898844,1.2914307,0.8917697,1.0312562,0.64852035,0.75640523,0.801443,0.8786716,1.081547,1.1859989,1.0313989,1.2634667,0.23416984,1.2535033,0.8171958,0.7051517,0.94303215,0.6932369,0.92432714,0.891021,0.9722992,1.2114073,0.9064221,1.3030905,0.98399335,0.9013347,0.9368725,0.7944584,1.1741637,1.2191238,0.0,1.1644369,0.864767,0.94808954,0.80492246,1.2684634,0.7943857,1.2340118,1.2583371,1.3367599,1.0958136,0.84087914,0.8231895,0.553576,0.7254249,0.96023303,0.799954,0.7218948,0.80900526,1.2170718,1.3622742,1.0622175,0.887751,1.3437787,0.65082,0.9153653,1.1040015,0.96307576,1.0594215,0.7284504,1.3014325,1.3023385,0.82068944,1.3010416,0.8328699,1.0218692,0.9839237,0.95315343,1.0111322,1.2118319
mitten,1.2147638,1.2023348,1.0066085,1.1524585,1.0694666,0.7293997,1.0416057,1.0855612,0.87579006,0.7137022,1.0520985,0.30200452,1.1373329,1.2772459,1.1888642,0.89512944,1.1497788,1.2487078,1.226333,1.182195,1.0401483,0.8327427,0.87829137,1.2743195,1.165734,1.2202843,1.1082686,1.2639492,1.3249439,0.8291155,0.9529267,1.1645383,0.7444109,1.1760231,0.88429964,0.89376944,1.0348669,1.1624664,1.2258736,1.1437973,1.0448835,1.081146,0.7962241,1.1470755,0.87030107,0.94638884,1.1560946,1.1528883,1.2344928,0.9167682,1.0024227,1.1644369,0.0,0.998117,1.1260246,1.0804452,0.86626756,1.258059,1.0591257,0.7164002,0.88812506,0.92193687,1.1695815,1.1505271,1.2601037,1.0524098,1.1588738,1.1650448,1.020858,1.2551918,0.77490616,0.9320023,0.95044005,1.2232225,0.6383723,1.1248827,1.2495544,0.8267899,1.0956832,1.1424761,1.2660658,0.7146559,0.9125891,1.143087,0.8914935,1.0452839,1.160495,1.1204759,1.2228718,1.1925159,0.96539325
muffin,0.7797618,0.5574787,0.841741,0.6948139,1.2056378,1.1786045,1.276046,0.7912922,0.6843698,1.2333817,1.1307715,1.0508302,1.3803787,1.245624,1.1049953,1.2345449,0.25554526,1.3152008,0.9300612,1.1711344,0.6359683,1.2172046,1.1088228,1.1121696,1.2267717,0.43200195,1.1542975,0.95241,0.92710006,1.1330552,1.2194464,1.2535417,1.1981227,0.63893276,1.0073591,0.701032,0.711608,1.3542794,0.7719527,1.0848521,1.0460564,0.4836148,1.180892,1.114105,1.0115327,0.8476473,0.85015917,1.1579957,0.78953326,1.0478953,1.2264028,0.864767,0.998117,0.0,0.6345563,1.0748255,0.7639973,0.88789994,1.3528806,1.2345327,1.1384486,1.0139455,0.85480773,0.7681241,0.8068969,0.8283966,1.3675559,1.0919597,0.4613713,0.7840328,1.1473192,1.3800075,0.90980184,1.0524486,1.0170473,0.993882,1.1872815,0.94967335,0.7294303,1.1741257,0.8911618,0.97742593,1.239934,0.6630657,1.0771427,1.075923,1.2684844,1.3356369,1.1421607,0.9616777,1.248099
nail,0.45794177,0.5713701,0.7819495,0.91512287,1.0619141,1.1584882,1.2926974,0.8618308,1.1241854,1.2503041,1.0881808,1.1859261,1.2800393,0.8369878,1.208472,1.2844176,0.632713,1.1649165,0.86655,1.0147375,0.894181,1.1621054,1.2634047,0.84994024,1.1414971,0.66463506,1.1439776,0.7586515,0.62174344,1.2094907,1.0889249,1.0782995,1.2419832,0.75567055,1.0310711,0.702663,0.792952,1.2127378,0.8270852,1.1305528,0.9444597,0.58088803,1.2136143,0.9840046,0.95894206,1.0412049,0.56878257,1.0731431,0.76664287,1.21424,1.210401,0.94808954,1.1260246,0.6345563,0.0,1.2071239,0.9529091,0.6027725,1.3494589,1.2790469,1.3127552,1.2410337,0.8675138,0.749745,0.9553996,0.99615085,1.2379618,1.2756437,0.6824318,0.48695147,1.2527186,1.2696185,1.039217,0.862031,1.1030936,0.88898206,1.0797353,1.0631319,0.6463696,0.7931066,0.6363442,1.0757407,1.2800114,0.76182234,1.128259,1.0044202,1.0762433,1.374464,1.0040926,0.539685,1.2332782
napkin,1.3197145,1.2192042,0.9427533,0.62917864,0.994617,1.1970266,0.9702386,1.2608494,0.6639799,1.1745095,0.9385725,1.0816593,0.63026893,1.1970749,0.7644584,0.8348318,0.9983559,0.80132526,1.1845623,1.0005751,0.9379702,1.0484408,1.0606599,1.1113074,1.045069,0.8750221,0.82647896,1.1457772,1.2569766,0.9936793,1.0383992,0.86485064,1.1677223,0.69389385,1.1468685,1.2050883,0.9122156,0.9531711,1.0666971,0.7845448,1.0816346,1.1987528,0.8616114,0.9440749,1.208357,0.8315465,1.2705181,1.000328,0.98084086,0.96432114,0.9241157,0.80492246,1.0804452,1.0748255,1.2071239,0.0,1.103366,1.2647173,0.9007496,1.1350305,0.5295662,0.6926915,1.0109755,1.214707,0.9093954,0.99169326,1.0084553,0.48832697,1.1957726,1.2606237,0.79108196,1.0315691,0.9803124,1.046765,1.1617696,0.9382893,1.0494767,0.9222573,1.2211072,1.2178128,0.9824699,1.2249647,0.87853473,0.91252726,0.9034703,0.4324857,0.8836992,0.40464222,1.1045926,1.2411435,1.0826483
necklace,1.0522685,1.0884284,1.0859936,1.0890357,1.3086078,0.9813549,1.1667922,1.1788695,0.8422623,0.78487015,1.0917357,0.811393,1.1955934,1.300843,1.0692958,1.0239824,1.0251538,1.1618177,1.2890748,1.2012166,0.7355449,1.0282001,0.98766196,1.2793813,1.1187149,1.1242539,1.2696745,1.1855712,1.3331128,1.1125407,0.9338324,1.1707106,0.9263953,1.0902991,0.64317274,0.8418474,1.0810505,1.361327,1.1561354,1.1440774,1.217512,0.78622866,0.89220524,1.1409931,0.6169728,0.66826326,0.9385456,1.1550121,1.0765774,0.96894103,0.8726764,1.2684634,0.86626756,0.7639973,0.9529091,1.103366,0.0,1.2058318,1.0876372,0.8939486,0.84190255,0.995372,1.0382469,0.96962124,1.2590338,0.9728761,1.3275242,1.0990634,0.7866883,1.1345651,0.92058724,1.0500324,0.9585265,1.1608665,0.69770586,1.2969602,1.2923117,0.8870498,1.0062287,1.1438828,1.2644935,0.50193167,0.8704897,0.9227846,0.7667122,1.0726389,1.1847574,1.0907496,1.3384956,1.2058319,1.0678797
orange,0.2622857,0.37413406,0.84627396,0.93455064,0.9627922,1.1452894,1.1922795,0.6553725,1.2274017,1.3488914,1.2437805,1.4009178,1.1451266,0.4050238,0.93855536,1.3204644,0.7235322,1.0482419,0.61746466,0.94664115,1.0305705,1.2638286,1.414494,0.51998687,1.0306821,0.69257647,1.0003381,0.37178123,0.37435257,1.3289781,1.1476151,1.1227744,1.2532618,0.7505437,1.2218199,0.78666526,0.8000948,0.9452919,0.59545034,1.1995882,1.0259302,0.6558468,1.39127,0.9511887,1.2496758,1.3408012,0.700689,1.0935576,0.6517074,1.2702022,1.3000336,0.7943857,1.258059,0.88789994,0.6027725,1.2647173,1.2058318,0.0,1.3359747,1.3336945,1.4534013,1.291963,0.7131312,0.51630765,0.7945692,0.8948861,0.987674,1.1053976,0.67480713,0.090477645,1.5059739,1.3008927,1.1431789,0.69129825,1.374443,0.6957773,0.6001793,1.3312654,0.68487775,0.38366818,0.34108675,1.2478973,1.3670721,0.96724,1.3447196,1.0613354,1.0831269,1.2545402,0.8680272,0.28105468,1.2997952
oven,1.4119351,1.436086,1.2850816,1.2393677,0.86646885,0.8696163,0.6612052,1.2266593,1.011981,0.9480212,0.902461,0.94907093,0.7555727,1.0217085,0.8329339,0.53270173,1.4276314,0.62230283,1.0471812,0.9699662,1.1939994,0.8262786,0.59808934,1.1059055,0.6307657,1.3762801,0.8246581,1.288821,1.1212634,0.8685948,0.9998319,0.60934746,0.9337133,1.38594,1.0185959,1.3402964,1.2993138,0.8886398,1.2783,1.0429347,1.0107901,1.400702,0.7007863,1.1728845,1.0171059,1.0302006,1.276163,0.7281419,1.2021161,0.8883704,0.6684736,1.2340118,1.0591257,1.3528806,1.3494589,0.9007496,1.0876372,1.3359747,0.0,0.93464154,0.7407107,0.84235984,1.1785079,1.311692,1.1463103,1.0252329,0.8343049,0.84675133,1.4211888,1.3796084,0.6476241,0.5022832,1.089904,1.2387488,0.9587852,1.1767414,0.9161247,0.9736197,1.2699406,1.1340102,1.3871297,1.0008007,0.82531786,1.1864046,0.74656236,1.059152,1.0696763,0.60587126,0.9778732,1.2762702,0.58437717
pajamas,1.3805827,1.28854,1.1881094,1.2827176,1.1598394,0.80171907,0.89947504,1.1839899,1.1013402,0.15155494,0.9330546,0.5636027,1.0116752,1.2291129,1.1987451,0.8466457,1.3065988,1.082382,1.33426,1.1224089,1.1785077,0.819712,0.83054686,1.1969012,1.0202594,1.3385454,1.1686528,1.3614721,1.3718543,0.809258,0.858328,1.1131907,0.15841448,1.363769,0.77852726,1.2470951,1.195503,1.0742064,1.2945772,1.067431,1.1530226,1.283279,0.8135829,1.1936729,0.7388929,0.9862519,1.2681838,1.0565246,1.3694165,0.9278209,0.84121156,1.2583371,0.7164002,1.2345327,1.2790469,1.1350305,0.8939486,1.3336945,0.93464154,0.0,0.85772336,0.81409806,1.349536,1.3345565,1.3109301,1.2906865,1.0552104,1.0748397,1.2858129,1.3527187,0.8506638,0.82075584,1.0161217,1.3555303,0.47752142,1.2918568,1.2040339,1.0482976,1.2740142,1.1044965,1.3585992,0.6265727,0.6020833,1.2234678,0.8727137,1.2262902,1.0776263,0.99983364,1.1626472,1.2113622,0.7850802
paper,1.5244751,1.470598,1.0209717,1.1498773,1.0908883,1.0134609,0.9067287,1.340199,0.79810214,0.8206184,0.95318305,0.70618224,0.6548639,1.2956535,0.97522885,0.5855272,1.2268777,1.01789,1.3919773,1.1452947,1.085987,0.87447363,0.7891097,1.1893704,1.0049459,1.225482,1.191914,1.3730726,1.4544914,0.9368892,0.92052865,0.9099375,0.90567845,1.2952042,0.81283104,1.3621677,1.1587181,1.0980101,1.323396,0.9008884,1.2217634,1.2881781,0.7288074,1.199483,0.85572493,0.799558,1.43403,0.9823161,1.2130208,0.8354395,0.7415122,1.3367599,0.88812506,1.1384486,1.3127552,0.5295662,0.84190255,1.4534013,0.7407107,0.85772336,0.0,0.55935085,1.1032871,1.3345468,1.1940895,1.243759,1.1162177,0.7224964,1.4086785,1.4804821,0.5798523,0.61153865,0.8373336,1.3550084,0.77214146,1.3951076,1.1343628,0.7961438,1.3593249,1.1911347,1.3708786,0.8208619,0.44729722,1.1712904,0.6222179,0.97834563,1.0765666,0.53718746,1.2989354,1.3207204,0.7893369
pastry,1.3602571,1.2541625,1.1075886,1.0321883,1.1134865,1.0209095,0.7691041,1.2793913,0.91701555,0.8882128,0.91504407,0.8683157,0.9719747,1.214158,1.0307498,0.87606645,0.8779512,0.95060706,1.3236475,1.054665,1.0609542,1.1007899,1.0756239,1.136115,0.9463966,0.8798506,1.126796,1.3223243,1.3199477,0.86117816,0.95050204,0.9407009,0.86987674,1.1526853,0.9889722,1.2293738,1.041556,0.9732891,1.2948189,0.7633115,1.1021435,1.3711865,0.8254962,1.0686127,1.0204895,0.8723947,1.3428841,1.0022206,1.2912337,0.8711937,0.8585842,1.0958136,0.92193687,1.0139455,1.2410337,0.6926915,0.995372,1.291963,0.84235984,0.81409806,0.55935085,0.0,1.2787372,1.3278741,1.0305715,1.2120049,0.9861051,0.7195079,1.2617091,1.265002,0.8506041,0.8930163,1.0087659,1.2949545,0.9057667,1.2105968,1.246569,1.0514536,1.3209202,1.1391134,1.2079604,0.9459678,0.8043128,1.1500126,0.86902016,0.99920714,0.9188819,0.6479796,1.1072556,1.2118102,0.88752085
pen,0.77947956,0.8026837,0.86682975,0.8131972,0.90018946,1.3072829,1.1258762,0.6953438,0.92536485,1.3650271,1.1285714,1.3361187,0.86139226,0.79402447,1.0111611,1.1727612,0.85820854,1.0899092,0.7017052,0.9386817,0.8647184,1.2679482,1.2341175,0.7082343,1.1629367,0.86289215,0.96148825,0.26144898,0.6747312,1.2887805,1.0601189,1.0087714,1.3437667,0.75742114,1.2429539,0.82134914,0.7924632,1.0309415,0.35285175,1.0379074,0.96401393,0.7076019,1.4234321,1.0472959,1.3002683,1.153889,0.9108325,1.0937951,0.27330756,1.0689696,1.20348,0.84087914,1.1695815,0.85480773,0.8675138,1.0109755,1.0382469,0.7131312,1.1785079,1.349536,1.1032871,1.2787372,0.0,0.26026893,0.6334157,0.7966713,1.0651278,1.0928531,0.7488198,0.8295393,1.1733489,1.228972,0.9894473,0.6251373,1.4155017,0.7106582,0.66536963,1.0368795,0.72840023,0.8811101,0.6436349,1.2908328,1.3845588,0.76511586,0.9411253,0.93185997,1.1172884,1.0349281,0.93172735,0.7651952,1.2808096
pencil,0.53585136,0.5710493,0.9929269,0.83234143,1.0604067,1.1750351,1.1955308,0.59122944,1.0258656,1.3071849,1.2580957,1.2852404,1.1493056,0.71613204,1.0499283,1.2670488,0.7555555,1.1715158,0.6555049,1.0103612,0.781351,1.2426779,1.2779009,0.65483123,1.2794087,0.7364669,0.965016,0.16873032,0.5647725,1.3921081,1.1715304,1.0871407,1.2817795,0.70411086,1.1887372,0.63128877,0.90595067,1.1947086,0.3657894,1.2368942,1.0241493,0.5459737,1.4159453,1.0690051,1.1966202,1.1111073,0.731586,1.1769589,0.329149,1.0832391,1.2302469,0.8231895,1.1505271,0.7681241,0.749745,1.214707,0.96962124,0.51630765,1.311692,1.3345565,1.3345468,1.3278741,0.26026893,0.0,0.7324949,0.7985873,1.2138743,1.1762589,0.48707938,0.59596115,1.3364506,1.3771915,1.0869519,0.7103706,1.3050761,0.7409133,0.74836063,1.0247355,0.5655363,0.70663846,0.5083146,1.177358,1.4215431,0.84886324,1.1025659,1.0243056,1.2455869,1.234818,0.94486606,0.51655155,1.3207505
pickle,0.83548903,0.71218824,0.87036943,0.48335147,0.98125196,1.1961424,1.0574986,0.81404316,0.8051945,1.3756514,1.028752,1.3301487,1.0679818,0.8406024,0.92266077,1.182856,0.5962616,0.98218334,0.755848,0.9315505,0.9054109,1.2567971,1.2453283,0.8754546,1.0458465,0.5759576,0.9030837,0.6500011,0.75317657,1.1641763,1.2236519,0.9813994,1.2864113,0.5007548,1.28216,0.96826094,0.74429,0.93900627,0.53606653,0.91164374,0.9162325,0.9363213,1.301122,1.0309159,1.324106,1.1451192,1.0269496,0.8209966,0.69022053,1.0442549,1.1679587,0.553576,1.2601037,0.8068969,0.9553996,0.9093954,1.2590338,0.7945692,1.1463103,1.3109301,1.1940895,1.0305715,0.6334157,0.7324949,0.0,0.8169,0.9514636,0.74807703,0.82686037,0.83264285,1.1579822,1.315077,1.035161,0.8713298,1.4073585,0.745229,0.86483335,1.1370208,0.89665866,1.0237517,0.7151414,1.3416216,1.2936666,0.7893763,1.1076297,0.9788934,1.0514381,1.0171534,0.8780856,0.95508534,1.1756384
pillow,0.88935053,0.86892307,1.006713,0.7906246,0.84705967,1.1033963,0.9839717,0.921508,0.8567345,1.2051148,1.1695772,1.2123977,1.1005654,0.9795385,1.0056889,1.1183383,0.8745648,0.93840724,0.9022917,0.98868287,0.6839665,1.1612579,1.0182884,0.9801369,1.0048006,0.89901835,0.71814096,0.9282929,0.84089327,1.1990632,1.1468905,0.85779214,1.272927,0.77391046,1.1304117,0.74211156,0.886497,0.9314485,0.7870562,1.1197054,1.0009944,0.79614025,0.9979917,1.0052234,1.1456944,0.92430997,0.8326483,0.93728167,0.7578325,1.0826929,1.1169759,0.7254249,1.0524098,0.8283966,0.99615085,0.99169326,0.9728761,0.8948861,1.0252329,1.2906865,1.243759,1.2120049,0.7966713,0.7985873,0.8169,0.0,0.9266495,1.02158,0.7618985,0.9026281,1.1191702,1.1487793,1.1400249,0.88901705,1.1244978,0.7597639,0.87907606,0.95178926,0.8982372,1.1507306,0.9586845,1.1502389,1.2992857,0.8329737,1.1876595,0.8019421,1.1759999,1.0234495,1.0753105,1.0542059,1.1073506
plant,1.0843605,1.1295109,1.0930998,1.1994807,0.6809658,1.0293894,0.7377107,1.0560687,1.2781334,1.1242836,0.914516,1.2324793,0.73749226,0.75919175,0.9835883,1.0849729,1.1865382,0.74436986,0.84582126,0.6737474,1.3788614,0.96606123,0.9948394,0.893623,0.73136556,1.1810759,0.7902504,1.0612575,0.84795856,0.82498795,1.0136868,0.7914711,1.0135978,1.2147945,1.1742947,1.2304798,1.0249075,0.054169893,1.0603695,0.7854953,0.86091685,1.3817831,1.1235628,0.75743735,1.1966186,1.3240395,1.0368294,0.83473253,1.0726985,1.0589817,0.99971354,0.96023303,1.1588738,1.3675559,1.2379618,1.0084553,1.3275242,0.987674,0.8343049,1.0552104,1.1162177,0.9861051,1.0651278,1.2138743,0.9514636,0.9266495,0.0,1.0161753,1.3402143,1.0114577,1.132159,0.7677367,1.0987273,0.88089836,1.2378304,0.6936143,0.79218495,1.2095972,1.2839795,0.9179292,0.94855267,1.1809912,1.0479703,1.275231,1.1702436,0.8388252,0.7158653,0.87247586,0.5496128,1.0126222,0.77477103
