,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,cloud,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,mop,motorcycle,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
stroller,0.9233309,0.77902853,1.1975728,1.1186891,1.0477337,0.83587,1.0111445,0.7891582,0.97710806,0.8948434,0.9036944,1.20282,0.7755785,0.7346613,0.8083918,0.9524771,0.8223547,0.89573646,1.1402092,1.3200784,0.7918338,1.4197447,0.77353656,0.8188057,1.0726646,1.0341218,0.8082832,1.2151883,1.0373611,0.7804805,0.9390316,0.95670736,0.9672272,1.2185758,0.8819358,1.3620336,1.0788174,1.0963324,0.77671045,1.3136594,1.2852892,0.76926196,1.1926049,1.0067686,0.76090336,0.44845557,0.9389231,0.9242534,0.6427633,1.29917,1.3051662,0.99432933,1.092646,1.3005182,0.87939286,1.2163801,0.87359023,1.0764511,1.1298889,1.0094414,1.0179715,1.0742772,1.3572823,1.0762954,1.0203613,1.3958211,1.0599469,1.1652832,1.1183949,1.1890626,0.73954725,0.6992971,0.75438064,0.86252964,0.8379135,1.1091094,0.6433823,1.099249,1.1470388,1.0753523,0.8737656,1.1002587,0.80482614,1.2490209,1.3756278,1.2444111,1.3661021,1.1452268,1.2871999,0.7472936,0.8994049,0.7966078,0.89832497,1.0340221,1.2860025,1.3261185,1.2501297,1.1018436,1.0677068,0.89984477,1.3573985,0.6114894,0.92269576,0.6221259,0.87874776,0.7202309,1.2368907,0.6955041,0.82377744,0.9444647,0.8391262,0.8292743,1.0626527,1.1548429,0.8116412,1.3025234,0.9363682,1.3379018,1.0859939,1.3350375,0.9687041,0.7810845,1.0060803,0.0,0.99188703,0.9210348,1.1490643,1.3230126,1.3848412,1.0727793,1.232174,0.83382463,0.97334665,1.0412916,0.7787061,0.8485043,1.3724401,0.98844767,1.2358057
sweater,0.8031676,0.9382794,1.382874,0.5472001,1.2492203,1.019877,1.1517653,1.1978147,0.7509804,0.45709068,0.451918,1.2907009,0.60772717,0.6820899,1.3092508,0.6040698,1.2866073,1.40101,1.3569657,1.4907622,1.1952754,1.220666,0.89762723,1.396673,1.4180871,1.4176252,1.1401099,1.160034,0.67843926,0.6937033,1.1457574,1.2881919,0.68039954,1.1483691,0.3857622,1.1878875,1.3235761,1.231968,0.50165075,1.2808093,1.5012622,0.82340354,1.414528,0.9748337,0.69552165,0.95176274,1.079546,1.2363808,0.48718023,0.8629731,1.287905,0.422274,0.5319863,1.1010252,0.9451974,1.5036371,1.2166756,1.1403241,1.4421579,1.4429314,0.6704509,0.69359434,1.2899201,1.4460242,0.69541085,1.402685,0.41212642,1.2719548,0.8137981,1.2860696,0.71970797,0.98894125,0.2716232,1.196434,0.3800081,1.4681945,0.9038798,1.2486074,1.0449655,1.1805255,0.6984365,1.1382413,1.1178408,1.3142942,1.1922532,1.4120585,1.3022974,0.8010448,1.4017384,0.8468341,0.6251555,0.34294558,0.35058826,0.9268622,1.4978564,1.4707007,1.3947918,1.2328386,0.8419766,1.0157115,1.4431542,0.8418842,1.1937371,0.8567313,1.3354675,0.9174207,0.83827096,1.1872768,1.256264,0.11491984,1.3151169,0.7056068,1.3788269,1.1482934,0.7035998,1.3713027,0.68200386,1.4438889,1.1803802,1.2619888,1.4900385,1.1096597,1.2561791,0.99188703,0.0,0.59082395,1.4797307,1.2076771,1.043424,0.9111277,1.3874254,1.4893048,1.4848937,0.7962216,1.1766914,1.1858704,1.2551676,0.8696065,1.1441774
table,0.6758808,0.941037,1.501358,0.7402373,1.2929486,0.8786923,0.84711015,0.9026418,0.2704239,0.6946565,0.29432058,1.5589488,0.32989323,0.84663117,1.3569503,0.5567836,1.1948366,0.9758931,1.450733,1.4160109,0.72240376,1.3789496,0.756451,1.2776434,1.5471146,1.4308305,1.0820022,1.1093948,0.71460724,0.49467462,0.823001,1.146692,0.70321167,1.1265402,0.6266363,1.2539256,1.3372232,0.9897004,0.4538443,1.3360755,1.567881,0.45286477,1.4930432,0.6513,0.6783125,0.77437276,1.005061,0.926414,0.73708236,1.2035166,1.3163829,0.6899066,0.7357522,1.3780113,0.6820178,1.5211322,1.1464313,1.4205198,1.3922963,1.4008973,0.90338224,0.58423316,1.5608331,1.5333638,0.6343042,1.4933739,0.7395733,1.3990419,0.93692833,1.6196307,0.7770651,0.7315832,0.7082243,0.9356344,0.68183845,1.3765123,0.6108529,1.09992,0.8624728,1.074895,0.6713371,1.1457877,0.9239187,1.3973851,1.3764019,1.4739349,1.5270369,1.085427,1.44301,0.53812665,0.7791035,0.5499712,0.7327675,0.46094644,1.5520948,1.5529945,1.2596405,1.3185391,0.65266323,0.8917629,1.3518813,0.8552974,1.1836423,0.8426024,1.227988,0.69740164,0.98690975,1.1794871,1.0127678,0.5663177,1.4067979,1.0400923,1.4149964,0.6585903,0.5387273,1.612673,0.5288795,1.5200129,1.1164993,1.103563,1.5344757,0.92651445,1.2315279,0.9210348,0.59082395,0.0,1.4956335,1.5948615,1.2523478,0.76687527,1.4738758,1.4096787,1.0806139,0.7400772,1.0860054,1.1805654,1.4950633,0.722438,1.2905638
tape,1.3997161,1.1386081,0.40733075,1.3671021,0.4306637,0.93477035,0.8150968,0.9146894,1.4351348,1.3744364,1.6162218,0.5345088,1.5721602,1.2368655,0.77829874,1.498555,0.775007,0.7851298,0.5502281,0.36191344,1.0200038,0.61738193,1.3287619,0.59460545,0.5611999,0.68136066,0.97027105,0.9373546,1.4356399,1.494041,1.0088142,0.71726584,1.3490837,0.983421,1.4279822,0.7623801,0.7682841,0.6808493,1.574024,0.55290973,0.47265637,1.4229499,0.47430485,1.0824869,1.420069,1.1772225,1.0939591,0.9697881,1.3992836,0.9555632,0.493725,1.4252,1.3208222,0.79745036,1.2505025,0.59185106,0.8794948,0.8639779,0.6527991,0.6340903,1.299789,1.3089957,0.6158731,0.46939552,1.3104761,0.44390547,1.4043283,0.54726154,1.1896284,0.46540904,1.3708181,1.2332575,1.4453053,0.7828295,1.5247236,0.67886734,1.3906056,0.80500484,1.0097026,0.89994216,1.3431379,0.974352,1.0063254,0.71019936,0.7158947,0.43506408,0.67343694,1.0334941,0.44020098,1.2876201,1.2993609,1.5996962,1.4882817,1.1952454,0.51757354,0.52184004,0.48014748,0.7837342,1.1868004,1.2003311,0.53528357,1.2713214,0.87426364,1.1638201,0.7813872,1.2028098,1.0333095,0.97975636,0.9668275,1.5488205,0.621696,1.1801689,0.54780567,0.98410004,1.3680364,0.45158017,1.3789647,0.35530198,0.8777337,0.7554041,0.45834374,1.1692393,0.6734302,1.1490643,1.4797307,1.4956335,0.0,0.58348083,0.9043739,1.3089607,0.5371686,0.41146958,0.59570336,1.2981582,0.965193,1.058222,0.6052586,1.31751,0.9438239
toe,1.4499342,0.9830185,0.43332082,1.0480684,0.6833446,1.172934,1.2649657,1.2273605,1.5301535,1.2246492,1.4988842,0.382156,1.5365909,1.2782544,0.96132684,1.3966167,1.0481583,1.1385752,0.5397426,0.5899471,1.3378198,0.55105877,1.3282399,0.97821736,0.67557347,0.72540396,1.0856514,0.7602836,1.2815795,1.4010868,1.143283,1.0773419,1.2630243,0.97083235,1.237518,0.75515866,0.9452929,1.0836446,1.3926326,0.6882695,0.4828223,1.5242628,0.5134414,1.266875,1.3456142,1.3452786,1.1275698,1.0711665,1.3142006,0.4149934,0.60903406,1.2628267,1.0593505,0.27606297,1.3441538,0.78212845,1.0294075,0.5081117,0.85123914,0.9086343,1.1615597,1.2912703,0.17288709,0.49662328,1.2759738,0.47272885,1.0019467,0.6378367,0.75202405,0.25398135,1.3392949,1.3958511,1.2533059,1.1700406,1.1981771,0.80955994,1.4082707,1.0800211,1.047505,1.0089922,1.3365732,1.0006225,1.228262,0.4189862,0.23755479,0.60424066,0.30334944,0.5233301,0.54573274,1.4430916,1.318991,1.3744701,1.1409261,1.3568708,0.58403033,0.51731837,0.81403005,0.82085323,1.29757,1.2658135,0.66784704,1.3236921,0.78465843,1.18822,0.9969061,1.2998877,0.99772954,1.1049792,1.2255039,1.2687333,0.7502719,0.9908277,0.67915493,1.283797,1.3943005,0.18681693,1.3848314,0.526323,0.95553774,0.83241576,0.6718309,1.3085809,0.8830211,1.3230126,1.2076771,1.5948615,0.58348083,0.0,0.37558615,1.0566316,0.6218021,0.7693915,1.0689418,1.2773483,1.1320221,1.0173501,0.22747076,1.3372362,0.6055651
tooth,1.2827389,1.1939083,0.7853397,0.93091404,0.9347729,1.2230172,1.05549,1.215376,1.174429,1.0807563,1.2322426,0.6970686,1.1880238,1.2538049,1.1400598,1.1405182,1.1793574,1.2081386,0.856996,0.8513913,1.2468232,0.74826527,0.99358344,1.2281449,0.88113046,0.9520917,1.2336969,0.75051343,1.1840485,1.0615108,0.9753566,1.2492305,1.0707415,0.8926127,0.9918299,0.8710314,0.9381656,1.0329949,1.1879987,0.7517575,0.6666727,1.3214855,0.8408544,1.2344842,1.2729744,1.4278638,1.0950652,1.0081083,1.2359215,0.36893326,0.733008,1.1233968,0.98959506,0.4367835,1.1961439,0.9370711,1.2786424,0.5647883,0.8723154,1.0476114,1.064525,1.0305275,0.46605742,0.83034873,1.2223685,0.49842507,0.8942328,0.8399755,0.83539915,0.6236144,1.3092619,1.287437,1.0769298,1.283232,0.90936214,0.8909422,1.2542386,1.1867926,1.0134015,0.9600557,1.0582752,0.82051206,1.2156429,0.6468183,0.34918022,0.61272347,0.45482033,0.5972043,0.8103961,1.2777759,1.2446048,1.1471266,0.8890957,1.1090207,0.75923324,0.7350347,0.9895646,0.9868106,1.089783,1.3248045,0.7915839,1.3683354,0.9382677,1.1190126,1.1556114,1.2653226,0.97894305,1.2303629,1.2496302,1.0837955,0.9685684,0.89250654,0.7644265,1.1750302,1.1202801,0.55564976,1.2263206,0.7242985,0.902483,0.63135445,0.8984795,1.3072368,1.018341,1.3848412,1.043424,1.2523478,0.9043739,0.37558615,0.0,0.7793677,0.57547224,1.097065,1.0923077,1.2428343,1.2712122,0.94537646,0.51838523,1.3080976,0.6481191
toothbrush,0.791709,0.9230088,1.3641714,0.8239645,1.1576451,0.9922877,0.9196122,1.0427289,0.7438849,1.0355257,0.79635024,1.1556039,0.76829994,0.9978177,1.1929603,0.71808183,1.129583,1.0292779,1.3182242,1.2886167,0.97056866,1.2344087,0.67612195,1.1856573,1.1019573,1.2667283,1.2006154,0.7670253,0.93460566,0.79733145,0.83752453,1.3118849,1.017409,0.887439,0.8573807,1.1200577,0.9897118,1.0722406,0.8024359,1.2481054,1.1262524,0.9671326,1.307017,1.0413158,0.9381144,0.987691,1.0674719,0.93037605,0.93392855,0.84270275,1.0543467,0.98530036,0.9481055,0.87712264,0.8835355,1.1472443,1.2783178,0.8772937,0.9880409,1.0643649,1.001841,0.67490685,1.1583486,1.0749394,1.024508,0.8021134,0.83621556,1.2621198,0.6263782,1.2389693,1.0675845,0.90411,0.88488835,1.1253587,0.6718944,0.9951352,0.9502606,1.2486275,0.85073537,0.9184499,0.6713861,0.83154863,0.9564948,1.1056411,0.97774965,1.0897366,1.0354233,0.8042704,1.3497847,1.0020401,1.042612,0.77329946,0.7513809,0.7482072,1.1325142,1.1855261,1.2896385,1.0968088,0.81986403,1.1412457,1.192656,1.1167881,0.9104077,0.89848524,1.2114614,0.95075,1.038474,1.061979,0.9565862,0.8520149,1.0337912,0.84298754,1.1750917,1.0205406,0.9518538,1.2247382,0.8710743,1.2668612,0.8041674,0.8803189,1.2215492,1.1156161,1.2367128,1.0727793,0.9111277,0.76687527,1.3089607,1.0566316,0.7793677,0.0,1.021227,1.2372801,1.0240622,1.1177968,1.1702846,0.9781196,1.1757029,1.100645,1.0413618
towel,1.3907759,1.2082521,0.75852096,1.2276068,0.916493,1.2694601,0.75630486,0.91548735,1.3305776,1.3072681,1.479172,0.674294,1.3337874,1.1967316,0.89253527,1.2651497,1.0123624,0.9255236,0.6679816,0.43872118,1.0702758,0.69725394,0.92620623,0.73505116,0.62860477,0.53546,1.1414803,0.8095627,1.3213644,1.2078485,0.8053,1.0360835,1.1152942,0.8432183,1.2699587,0.71644956,0.7073677,0.8711546,1.3650328,0.6803697,0.5181,1.3147085,0.5441512,1.2494335,1.4115276,1.301785,0.9354031,0.92316955,1.2739018,0.80994046,0.7317941,1.3751795,1.3526719,0.7405391,1.2212093,0.64164835,1.0777181,0.64713514,0.5029536,0.80754477,1.2178065,1.2755315,0.6679665,0.541104,1.405708,0.4676242,1.3854162,0.69536275,1.1707027,0.64854825,1.3860129,1.309884,1.2276164,1.0765256,1.2068115,0.6377472,1.2388183,0.82645625,1.0073466,0.7674443,1.2512292,0.7311678,1.2271966,0.67242193,0.7198963,0.049916446,0.60460156,1.1189924,0.5943328,1.2851412,1.3392812,1.4149752,1.1607438,1.0843581,0.5201203,0.5366354,0.586609,0.612767,1.2253199,1.2529371,0.48974633,1.3472154,0.9410746,1.079384,0.9020951,1.1528714,1.1043222,1.1540289,1.083034,1.4242651,0.7449438,0.8861737,0.4687193,0.9575493,1.223454,0.5662674,1.3984739,0.4592467,0.8816434,0.52287114,0.6617626,1.2081394,0.9622735,1.232174,1.3874254,1.4738758,0.5371686,0.6218021,0.57547224,1.021227,0.0,0.77379787,0.69216585,1.3659401,1.0852807,0.7346455,0.72669655,1.3313202,0.7956008
toy,1.2646426,1.1386117,0.3179134,1.3069286,0.4879371,0.836591,0.91255164,0.94205135,1.4603999,1.4034714,1.5493225,0.72220266,1.5293816,1.1120868,0.73441845,1.5109923,0.6036147,0.6316882,0.35277832,0.57199574,0.9818215,0.8019501,1.1997511,0.5493045,0.5498139,0.7084737,0.6971196,1.0475098,1.4163675,1.4307467,1.0759943,0.7894572,1.3177968,1.0170561,1.4129922,1.0984254,0.8744426,0.9629917,1.494412,0.6587699,0.40023172,1.2339845,0.40611142,1.158248,1.2732897,0.9304039,1.1125244,1.0534061,1.2079103,1.2045152,0.7208402,1.4429653,1.3125534,1.0857558,1.0742309,0.6603445,0.59792376,1.0117381,0.861155,0.47251916,1.2944587,1.4112542,0.7406851,0.6108948,1.2145311,0.68466294,1.436399,0.50114334,1.3491023,0.58934754,1.1730764,1.031379,1.3170173,0.8020046,1.5092835,0.725113,1.2146788,1.0341885,1.1612374,0.94611126,1.2432103,1.0579715,0.85142744,0.7770477,0.84296536,0.7012803,0.9118862,1.214565,0.5070981,1.2846054,1.2528405,1.4935113,1.4974611,1.2422537,0.56394327,0.49324226,0.8058479,1.0428582,1.20769,0.94598544,0.6696735,1.0412126,0.9366525,1.114089,0.75343126,1.0451577,1.2439599,0.8499607,0.72307134,1.5157876,0.7343498,1.1915772,0.54311275,1.1701325,1.2858129,0.5130751,1.2912335,0.40968943,0.9064003,1.1351572,0.47000945,0.9456309,0.5366939,0.83382463,1.4893048,1.4096787,0.41146958,0.7693915,1.097065,1.2372801,0.77379787,0.0,0.60117304,1.195927,0.80237657,0.9902382,0.63655055,1.2486824,1.0371183
tray,1.1630799,1.1717505,0.82129174,1.3420753,0.96351963,1.1565274,0.81069976,0.7486727,0.9956757,1.3439395,1.2511958,0.8993528,1.1014398,1.2344757,0.8787322,1.2419289,0.79206276,0.515329,0.7527547,0.46840638,0.6405496,0.8477064,0.9747218,0.69771767,0.7595661,0.7689172,0.8474114,1.030936,1.278911,1.1597512,0.70113206,0.87462914,1.2277129,0.9061357,1.3199885,0.89193714,0.69659895,0.81407315,1.2823554,0.70706147,0.7044727,1.0275431,0.68555325,1.0200799,1.2240946,1.0071874,0.97506374,0.746097,1.2865665,1.2941364,0.91023135,1.3434751,1.377233,1.212261,1.034438,0.7379353,0.9579435,1.0526857,0.50599533,0.7113149,1.2341471,1.1673669,0.95457006,0.84028065,1.2572559,0.7130927,1.4716461,0.72368497,1.3036704,0.8674274,1.2539341,1.0643384,1.3789194,0.78543794,1.3745097,0.51243806,1.025007,0.8028181,1.0689218,0.81350166,1.2211409,0.9334232,0.90972924,0.87756664,1.0491023,0.6326441,0.9393811,1.3013594,0.8164163,1.0000328,1.3166543,1.4588635,1.3710566,0.85319155,0.599037,0.6694186,0.7429928,0.8715034,1.0036649,1.1004678,0.35689604,1.1564641,1.0864412,1.14596,0.6018971,0.96985155,1.1727632,0.9933752,0.8340925,1.4912405,0.7591678,1.2475303,0.73900574,0.6422906,1.1912143,0.7951143,1.0444431,0.6676484,0.93107754,0.674282,0.5922065,1.0524275,0.90804476,0.97334665,1.4848937,1.0806139,0.59570336,1.0689418,1.0923077,1.0240622,0.69216585,0.60117304,0.0,1.283808,0.91428524,0.8896013,0.9423694,1.192083,1.0505354
tree,0.7959809,0.9582819,1.117061,0.86309296,1.1412641,0.89194673,1.1095284,1.096023,0.9028839,0.8511567,0.713812,1.2504768,0.9025654,0.9090829,1.1030473,0.8979874,1.083789,1.1181262,1.1052455,1.2480259,1.0548884,1.1315461,1.0828626,1.174,1.2050732,1.2124436,0.77942854,1.154119,0.818768,1.0058771,1.0646539,0.9897286,0.8646175,0.9818638,0.923392,1.1069432,1.169445,1.054126,0.7980354,1.2049315,1.2361664,0.82193244,1.1791321,0.92713535,0.8558808,0.94773334,0.9710482,1.2014105,0.882464,1.2055244,1.1179554,0.85222554,0.8002245,1.2532818,0.8795202,1.1299982,0.82957816,1.306471,1.3195903,1.1718674,0.96653366,0.9334895,1.2195543,1.2544138,0.31177676,1.3734473,0.828094,1.1631292,1.0473896,1.2528268,0.80745196,0.85337853,0.89225304,0.9951582,1.0247265,1.2537558,0.92506355,1.0212928,0.9396432,1.1229001,0.9593149,1.1684694,0.97856456,1.1333053,1.2125074,1.361228,1.297504,1.0684435,1.164005,0.9533722,0.8098328,0.7658042,1.0044883,0.9753773,1.22902,1.2109869,1.1114067,1.1939536,0.97962165,0.60127133,1.2435279,0.86098975,1.0953275,1.0506625,1.1167871,0.9857958,0.97298026,1.0011235,1.0402625,0.7402507,1.3180029,1.1252856,1.2247393,1.0652127,0.78068787,1.2738183,0.77523154,1.2273691,1.1720566,1.2583367,1.2182499,0.7891475,0.97330064,1.0412916,0.7962216,0.7400772,1.2981582,1.2773483,1.2428343,1.1177968,1.3659401,1.195927,1.283808,0.0,0.6021846,1.1721234,1.1619265,0.55493283,1.1589453
truck,1.0037118,1.0368496,0.9604088,1.1466,1.0576347,0.97813743,1.116536,0.96607584,1.1462531,1.1235968,1.0654702,1.0385776,1.0961097,0.930848,0.88224745,1.1826353,0.8696227,0.8442829,0.8968853,0.981002,0.9051,1.1393386,1.0991913,0.8282294,0.95224565,0.8952029,0.5007653,1.1435093,1.1143068,1.1182264,1.03776,0.8986861,0.9712149,0.9274751,1.0563208,1.0767194,0.9734591,1.0322781,0.9877835,1.0842229,0.9873774,0.9303636,0.90877414,1.0461884,0.99784225,0.78659356,0.77402586,0.99047196,0.99912256,1.2707243,1.0499204,1.2036982,1.072007,1.2030317,0.92067146,0.94269973,0.7948724,1.1023059,1.045844,0.8904238,1.1116515,1.1995702,1.0698439,0.9674942,0.7677542,1.1545668,1.1111466,0.96459144,1.2158341,1.0197079,0.9339626,0.9072105,1.0654932,0.89986634,1.2247524,1.0144954,0.9253421,0.9695618,1.118948,0.9694896,1.1912146,1.0748062,0.9216277,1.006269,1.1320593,1.0813992,1.1780257,1.1508775,1.0052862,0.99073476,1.0957456,1.1024989,1.1860873,1.1150751,0.9673341,0.9657126,1.0416954,0.99055195,1.1190417,0.8215976,1.0115902,0.86809623,1.062047,1.0552227,0.8737306,0.86374885,1.1956463,0.7937276,0.94926333,1.1163192,1.0387498,1.1570451,1.0093223,1.0585586,1.016204,1.0512509,1.0407403,1.0021871,1.1708331,1.1864904,0.87538385,0.7725804,0.9078306,0.7787061,1.1766914,1.0860054,0.965193,1.1320221,1.2712122,1.1702846,1.0852807,0.80237657,0.91428524,0.6021846,0.0,0.96873736,1.0546659,0.7383279,1.1175165
vacuum,1.2530581,1.0134087,1.1022816,1.0723237,1.202383,1.0780472,1.132247,0.8442702,1.0227761,1.121664,1.1562074,1.0036875,0.8700652,1.1798079,0.8610165,1.2184869,0.9986446,0.8931957,0.90101063,0.9654764,0.89259636,1.0979033,0.608688,0.7230315,0.97489494,0.48878562,0.9598142,0.9878879,1.072984,0.6865107,1.1029074,1.0129607,0.84610987,1.0700884,1.0812018,1.0060425,0.8477162,1.217693,0.9583651,1.1243527,0.77090526,0.92835104,0.84802413,1.2158957,1.1292257,1.074961,0.67621696,0.7120461,1.0945882,1.0175388,1.1381695,1.2127783,1.2393544,0.98864275,1.0730693,0.96875226,1.0371078,0.864131,0.6716341,0.9418011,1.140043,1.1883457,0.9858241,1.0651863,1.2090731,1.1003942,1.2403065,1.0305047,1.151234,0.9546018,1.133565,0.8623364,1.0505545,1.0356973,1.0339657,0.5714915,0.67603755,0.75789785,1.1665066,0.9756311,1.2705615,0.5074465,1.0027981,0.9516016,1.1050266,0.78121495,0.9134418,1.2036322,0.98493993,0.7596412,1.2447705,1.2121894,1.0164196,1.1208187,0.68081063,0.7814282,1.030165,0.80741066,1.3275684,1.0367286,0.9636016,1.073818,1.0553699,0.812288,0.6029966,0.9163461,1.1299592,1.0485517,0.9383018,1.2449017,0.8549118,0.8911989,0.61171085,0.94593275,1.0238411,0.9377121,1.2708144,0.96454793,0.8400966,1.0513645,0.703462,0.7699699,1.0607364,0.8485043,1.1858704,1.1805654,1.058222,1.0173501,0.94537646,0.9781196,0.7346455,0.9902382,0.8896013,1.1721234,0.96873736,0.0,1.0713685,0.92513704,0.8685397
watch,1.4307543,1.1761088,0.29890764,1.0588336,0.7251204,1.1922997,1.2318763,1.2142208,1.4658988,1.1775893,1.4480159,0.41151857,1.5517704,1.3163465,0.9420548,1.462482,0.99625254,1.0437142,0.3041116,0.46639168,1.3050535,0.39844966,1.3879621,0.9770001,0.6784111,0.7386018,0.94733804,0.9059033,1.2338145,1.458559,1.2196772,0.968472,1.2567501,0.9869987,1.302278,0.7220846,0.94189835,1.0910889,1.4551727,0.55766547,0.31289458,1.4421157,0.35334837,1.1863151,1.3701408,1.4117544,1.1378306,1.1483994,1.3804625,0.69062847,0.6934341,1.1830552,1.142789,0.5716379,1.2874234,0.68086684,1.007668,0.7459178,0.80979764,0.83926463,1.1356622,1.3438531,0.10142231,0.6586445,1.1613162,0.5562098,1.1290647,0.51407915,1.0717578,0.25121886,1.290841,1.3025284,1.3016479,1.1226714,1.3849738,0.6816952,1.3718579,0.9707667,1.1996635,1.0445023,1.4358006,1.0805881,1.1688164,0.40496683,0.2689141,0.6865331,0.33454454,0.7608595,0.39761376,1.4029697,1.2741814,1.4365301,1.313684,1.342967,0.4347191,0.2989509,0.7799283,0.9796543,1.2430067,1.1924833,0.44181895,1.2954382,1.0769087,1.283491,0.90427256,1.3420956,0.9489779,1.1309805,1.1322086,1.322638,0.9666492,1.2190362,0.6921472,1.1384505,1.3646483,0.12288761,1.2783182,0.4204104,1.0150837,0.94336766,0.5927711,1.1980404,0.8285763,1.3724401,1.2551676,1.4950633,0.6052586,0.22747076,0.51838523,1.1757029,0.72669655,0.63655055,0.9423694,1.1619265,1.0546659,1.0713685,0.0,1.2156479,0.6525022
window,0.85233545,0.9879899,1.2659445,0.9459437,1.296094,0.9436173,1.2264917,0.9549521,0.7989275,0.9049237,0.67789173,1.2284076,0.80014014,0.88170177,1.044888,0.9171504,1.0194939,0.9145538,1.1210009,1.2589619,0.909456,1.2371109,1.0111767,1.0082349,1.2310531,1.023974,0.8471687,1.129503,0.75966823,0.8199244,1.1869613,0.874645,0.6505823,0.97612464,0.97162503,1.1479092,1.1069274,1.146297,0.7592783,1.2503829,1.2512486,0.6115767,1.1466342,0.8439546,0.95289236,0.92422414,0.6069465,1.0349809,0.8984068,1.2763135,1.2781472,0.83544225,0.8663616,1.2641222,0.7454457,1.1294174,0.91457915,1.2273215,1.2051566,1.1879427,1.0064414,0.8847896,1.2174058,1.2870382,0.6486437,1.4071958,0.91305196,1.232261,1.0849915,1.285895,0.8262085,0.6803441,0.9455482,0.9673593,1.0876992,1.2052501,0.67235607,0.7322546,1.1473657,1.034349,1.0300606,1.091619,0.98096734,1.163935,1.2493486,1.3560143,1.2890849,1.1137991,1.1150205,0.7445556,0.80526584,0.83949316,1.0721536,0.9037402,1.2123046,1.2230911,1.2073666,1.1193689,0.97795105,0.7255589,1.251686,0.86766446,1.1878939,1.0199759,1.0092236,0.7798456,1.0399587,1.0017837,0.9515765,0.8419674,1.2531403,1.1359571,1.2492201,0.9250227,0.76992285,1.3103065,0.7886818,1.3132654,1.1756737,1.3261544,1.1325841,0.6827955,1.0230688,0.98844767,0.8696065,0.722438,1.31751,1.3372362,1.3080976,1.100645,1.3313202,1.2486824,1.192083,0.55493283,0.7383279,0.92513704,1.2156479,0.0,1.1873302
zebra,1.139877,1.176765,0.8670594,1.0048891,1.0580161,1.2203017,1.15636,1.0333128,1.250942,1.0481341,1.2248839,0.5991348,1.179867,1.0935119,0.9173515,1.1235206,1.0379728,1.1002315,0.8944021,0.9393362,1.2294695,0.80218947,1.1251063,1.115877,0.8061837,0.75978637,1.0331564,0.9720268,0.9434121,1.0864986,1.1265687,1.0999722,1.1424903,0.9361185,1.208125,0.8872182,0.94018775,1.0717605,1.2106713,0.7085403,0.8044572,1.1714826,0.88975984,1.2258453,1.1403382,1.2634887,1.0632643,0.9753852,1.2084988,0.6678753,0.8098269,1.071755,0.9997736,0.6744931,1.2640778,0.7743887,1.0449271,0.7245126,0.7477827,0.89694476,1.0517056,1.1088707,0.47160405,0.88221365,1.1392742,0.7616414,0.89472544,0.8652098,0.93822306,0.5297859,1.2048342,1.2020503,1.0647402,1.1869897,1.0955732,0.82245,1.0905098,0.97075975,1.0936643,0.968267,1.1405356,0.9498227,1.0573044,0.80586666,0.68634367,0.79388756,0.46392137,0.78721976,0.8417337,1.180666,1.090456,1.2019392,1.0483903,1.1504503,0.7881702,0.784582,0.95619965,0.7951087,1.1125022,1.1693614,0.84261477,1.2145157,1.0678923,1.1052374,0.9336636,1.135545,0.98666006,1.0899385,1.1303016,1.1791124,0.84291047,0.92224026,0.76048684,1.1812445,1.2001803,0.6302688,1.1849254,0.8819064,1.0068698,0.89178306,0.8038302,1.1365167,1.0448049,1.2358057,1.1441774,1.2905638,0.9438239,0.6055651,0.6481191,1.0413618,0.7956008,1.0371183,1.0505354,1.1589453,1.1175165,0.8685397,0.6525022,1.1873302,0.0
