,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,egg,eye,face,finger,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mouth,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pastry,pen,pencil,pillow,plant,plate,potato,pumpkin,purse,refrigerator,rock,rooster,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
stroller,1.1664572,0.99504143,1.0307817,1.1119046,1.0856574,1.094601,0.87930405,1.0813537,1.1167704,1.0240967,0.95718956,1.0850074,1.0999007,1.0759737,1.1670524,1.0611911,0.8730971,0.90985525,1.1044967,0.9592341,0.92181516,0.89469683,0.8445427,0.8718128,1.0533617,0.87406033,1.0121043,1.0225681,0.8879087,1.1270772,1.0497859,0.9859296,1.0855883,1.1085154,0.90494996,0.91932803,0.86626947,1.002132,0.8745034,0.9355808,0.81889325,1.0461924,1.026072,1.072087,1.1468624,1.0272669,0.912641,0.9265704,1.0892328,0.9377606,0.975661,0.9027928,1.2997434,1.1331933,0.9520876,1.0513575,1.0929991,0.9070289,1.1878451,0.87411106,0.94250983,0.9385443,0.9509815,0.9300434,0.80191267,0.8618604,1.0809796,0.9787569,1.0927788,1.0807791,0.9525488,1.0746998,1.0099797,1.023523,0.89707035,1.0663694,0.86176395,1.0935762,1.0443267,0.95058024,1.046233,0.8799178,0.8973406,1.0581269,0.98239446,1.0317816,1.0568554,0.9509635,0.9641506,0.9461473,1.0037133,1.0529745,0.9185988,0.85311365,0.87089777,1.1260504,0.98964316,1.1368781,0.8621136,1.1539297,1.112456,0.9177793,1.0423824,0.90178925,0.96832556,0.0,0.9092432,1.0834965,0.9671038,1.0402696,1.0575643,1.1666588,0.8921776,1.1689848,0.9357898,0.99796575,0.8157927,1.1021421,0.98797053
sweater,0.92607975,0.94409704,1.1362578,0.80997354,1.1814398,1.090719,1.182274,1.1043804,0.8701713,0.686121,1.0513362,0.95572716,0.75799966,0.71497005,0.87971455,1.1261916,1.3538761,1.2983294,1.0689902,1.0867314,1.1250434,0.91766024,1.1043527,1.1122478,1.0738586,0.99710983,0.81900907,1.3120613,1.0121232,0.9394307,0.6186551,1.0651897,1.2796009,0.93802893,1.3505234,0.98039377,1.1556879,0.8938902,1.040569,1.1042552,1.0319651,1.1465846,1.0765584,0.85134125,1.0676274,1.0993966,1.1706859,1.2674681,1.1335139,1.1063628,0.98564124,0.89280623,0.9813514,1.1614114,0.8760565,1.023767,0.9457719,0.98655146,0.7900151,1.160408,0.4670028,1.3912859,0.9189381,1.3643351,0.947031,0.9612279,1.1045994,0.85908854,0.9142131,1.1384134,1.1191543,1.0559553,1.0749173,1.1520485,0.802753,0.78127396,0.436849,1.0402442,1.0197241,1.1298038,1.117131,0.81172353,1.156726,1.174621,1.0333505,1.1432066,0.8853621,0.8529665,0.88922685,0.9945307,1.3038783,0.6807244,1.1541994,0.55826735,1.2658564,0.9848569,0.98827624,0.8395875,1.2262069,0.98998004,1.2849387,0.76486266,0.942764,1.3450065,1.2900256,0.9092432,0.0,0.9347492,1.2066761,0.9222048,1.0245541,1.2753375,1.0779932,1.1713648,1.0999304,1.1719658,1.0657742,1.181478,0.96991754
table,0.5273165,1.1656197,1.5416121,0.5441078,1.3759015,1.3600092,1.4491545,0.8863649,0.35424626,0.33534235,1.2641374,0.48347652,0.62936646,0.46116626,0.6610584,0.80847657,1.4723802,1.2866728,0.6361126,1.5460742,1.1265199,1.2768813,1.0861627,0.88231295,1.4586253,0.9472315,0.45546794,1.245126,0.7559609,0.68375957,0.38661647,0.7699035,1.4968263,0.39838463,1.5041137,1.4417052,1.1474617,1.0483986,0.7003229,1.0308942,1.078393,1.5376732,1.2240479,0.92283696,1.4115143,0.9672225,1.0984516,1.4516239,1.1291047,0.645332,1.393393,1.1241646,0.490758,1.1482651,0.99023455,0.7394709,0.959439,1.3656712,0.66720337,1.2412505,0.73168385,1.4633875,0.6961835,1.3457009,0.74244666,1.4032629,0.9072504,0.7840216,1.0757896,1.495857,1.1685972,1.4851774,1.3544551,1.5776644,0.6142745,0.6922934,0.82501554,0.63746995,0.72357786,1.3989332,1.3554759,0.86594117,0.84087807,1.0468693,1.4274137,1.1814609,1.0189742,0.45395768,0.76736796,1.3695099,1.4703499,0.6318794,1.1528081,0.8342613,1.4352624,0.41847557,0.7167188,0.8271537,1.6450574,0.77886915,1.4507756,0.8348184,1.3511527,1.564035,1.3610681,1.0834965,0.9347492,0.0,1.3715563,1.5552435,1.4637214,0.9850921,1.1703309,1.0689183,1.0579429,0.84841,0.63967705,1.5119604,0.6952127
tape,1.359287,0.97052795,0.47848558,1.4790142,0.36383128,0.45729542,0.53272814,0.89089954,1.2845359,1.4325895,0.8392935,1.319077,1.3481622,1.3850157,1.1940112,0.989933,0.48185408,0.42575073,1.0376446,0.606866,0.5754675,0.84516096,0.81274974,0.9468135,0.88358116,1.2580694,1.2107681,0.35037965,1.3092892,1.1694583,1.4629481,1.2321436,0.49434006,1.2887039,0.36412555,0.8996505,0.84532857,0.95900834,1.2726579,0.95713127,1.0897381,0.44881225,0.74824023,1.2269803,0.9670148,0.9611977,0.75175285,0.665251,0.7952781,1.0923198,0.9264111,1.045835,1.2182254,0.66228056,1.3418453,1.2874622,1.3385587,0.81361985,1.1858915,0.8216116,1.4691848,0.62183887,1.3260779,0.5241728,1.376339,0.81293046,1.0708538,1.3180043,1.2326541,0.6279278,0.82218647,0.97809935,0.70517236,0.38015348,1.3145924,1.4101095,1.4414443,1.3041012,1.3137431,0.5641486,0.71785235,1.1857891,1.0673829,0.5717946,0.82338667,0.33854586,0.9301674,1.3733615,1.2665497,0.8837421,0.58466274,1.4151331,0.8414008,1.462637,0.7092957,1.2965361,1.0965344,1.1616786,0.52879053,1.1126754,0.55567044,1.3740969,0.8761134,0.49725252,0.70928746,0.9671038,1.2066761,1.3715563,0.0,0.9296923,0.9902025,0.80554783,0.8724956,0.5171616,0.71642745,1.1543813,1.1883575,0.5541365,1.3230865
toe,1.3451086,0.57417345,0.5306453,1.103806,0.8269821,0.7992648,0.84139204,1.3353589,1.5848135,1.4486122,0.95432234,1.4623122,1.275807,1.4145014,1.4070634,1.2882785,0.85288787,1.0210019,1.3915673,0.43394578,1.1652414,0.8870781,1.1466188,1.3423645,0.5105355,1.0403904,1.4100037,1.1030252,1.3288608,1.3259776,1.3213592,1.072974,0.7849885,1.545187,0.766982,0.5201668,0.89997715,0.8710311,1.2942767,1.1776009,1.0303048,0.48654085,0.7774159,0.9017333,0.27321666,1.1661701,0.9951417,0.8253289,1.1242282,1.3431416,0.4854306,0.7807895,1.3022666,0.97425884,0.7377591,1.2068069,0.6471747,0.5677947,1.1790993,0.9727997,1.003536,0.88483775,1.2334542,0.94063157,1.1233928,0.5425842,1.1890662,0.99457604,0.7471925,0.429012,1.1100156,0.45295346,0.67299294,0.42780972,1.4373118,1.0056347,0.9453062,1.1951485,1.2141796,0.81117105,0.8424445,1.1534679,1.2384905,1.1665136,0.46269095,0.9674942,1.0569334,1.5148098,1.2047431,0.65682864,0.7272531,1.1375082,1.015893,0.99634063,0.8256929,1.4111911,1.2665887,1.140337,0.5623206,1.2838166,0.76587486,0.8718178,0.7223309,0.7692931,0.85879254,1.0402696,0.9222048,1.5552435,0.9296923,0.0,0.49255067,1.1442996,1.1166809,1.103219,1.0189553,1.251966,1.3779093,0.6127682,1.3215532
tooth,1.3328592,1.023568,0.66722035,1.2087637,0.9676791,1.006521,0.89917606,1.2130061,1.4578474,1.4343218,0.7281913,1.2900287,1.2847801,1.4096754,1.3030144,1.1650584,0.79892606,0.98305047,1.2271326,0.6104934,1.2210451,0.70972735,0.96885794,1.2186055,0.5053607,1.019502,1.3142653,1.0385882,1.111634,1.1676599,1.3070699,1.2322588,0.56404096,1.3933432,0.7386945,0.41646802,1.1534064,1.1995147,1.1260798,1.0967269,0.83061713,0.5843594,0.8801484,1.0289814,0.57838404,1.2630054,1.2412305,0.6744653,1.1357687,1.3365195,0.5824774,1.0016458,1.2320653,1.1166706,0.9344426,1.2540514,0.9474857,0.8967594,1.2469128,0.99070007,1.1586509,0.5992619,1.0767777,0.6979261,1.149214,0.7979451,1.0810055,1.3093678,0.9205489,0.52764463,1.0432659,0.46798784,0.9327134,0.58304024,1.2772629,1.2404718,1.0163487,1.1320466,1.2512634,0.7165279,0.49247253,1.1418674,1.2572951,1.1227117,0.5208857,1.108083,1.1721791,1.3355203,1.0581673,0.5916468,0.5553025,1.2456449,1.1913085,1.0200282,0.6041701,1.2673032,1.222155,1.1057044,0.5791745,1.0860032,0.6391581,1.0728437,0.652616,0.5755209,0.6745055,1.0575643,1.0245541,1.4637214,0.9902025,0.49255067,0.0,0.955835,1.0844122,1.1880078,1.0616114,1.2051916,1.2506298,0.67864656,1.1106348
toothbrush,1.0805197,1.0193119,0.84428704,1.0963637,0.83312917,0.89721996,0.9142042,1.0021286,0.9937216,1.1900342,0.89448595,0.9779339,1.1251024,1.176353,0.99968755,0.8479574,0.7295086,0.8642667,0.9161478,1.0358822,0.90131736,1.0677762,0.9573794,0.97985923,0.97454643,1.1707398,1.0921257,0.7478911,1.141298,0.973379,1.1682181,1.0395483,0.56772345,1.0662723,0.7993917,0.93297714,1.0895519,1.0949291,1.0861127,1.0576668,1.098139,0.8405416,1.0467854,1.1381032,0.90633756,0.9112302,0.9616441,0.86334395,0.7558867,1.05089,1.1120571,1.0390652,0.9662775,0.73306865,1.2493097,0.9587078,1.0153435,1.142953,1.0019312,1.0594476,1.2517188,0.7623859,1.1323183,0.7642885,1.1181097,1.1750998,0.9850483,1.1603507,1.1442552,0.86300576,0.9179948,1.0718411,1.1275952,0.9789208,1.1983252,1.0870879,1.345386,0.9910752,0.9876579,0.79312575,0.66773725,1.1992124,1.002136,0.9114044,1.0138354,0.9178325,1.0638751,1.1179684,1.0647997,0.94357276,0.8136767,1.1964624,0.9839956,1.3179636,0.9524079,0.95944905,0.94329846,0.93182635,0.891049,0.95981455,0.644508,1.1425728,1.1221524,0.8563424,0.70263064,1.1666588,1.2753375,0.9850921,0.80554783,1.1442996,0.955835,0.0,0.9823354,0.62259305,1.0731943,1.0076877,0.98671955,0.88406223,1.1099888
towel,1.1234801,0.9372686,1.0226653,1.3032613,0.9752943,0.80829513,0.74834466,0.7351035,1.1231284,1.0766472,0.94456416,0.90068275,1.0677935,0.90639436,0.98569936,0.776289,0.88373274,0.7831061,0.8982626,1.0018449,0.676996,1.0253927,0.7643348,0.93895066,1.134381,1.1070994,0.9227097,0.8927341,1.0728368,0.9941189,1.270804,1.1430151,0.7674531,1.0613894,0.85550517,1.0768028,0.8441417,0.92534083,1.0321965,0.71809125,0.8616202,1.14434,1.1484144,1.3570949,1.0918831,0.7527548,0.8277961,0.6857847,0.70471805,1.10331,1.1830589,0.47371984,1.2329594,0.77641463,1.3643625,1.1980406,1.1346643,0.986242,1.1735625,0.84615636,1.1696129,0.7249186,0.9938384,0.8512317,1.0623691,1.0436485,1.0620817,0.78787273,1.1845088,1.2012175,0.034254014,1.0054234,1.0092417,1.0696547,0.66181874,1.1630172,1.2004443,0.99095535,1.2160347,0.7233673,1.0443219,0.522244,0.9551228,0.7609451,1.1991253,0.8308519,0.74441946,1.1106198,1.158355,1.1499884,0.91379243,1.3310797,0.6040597,1.1039509,0.8125845,1.2169473,0.83348405,0.8724875,0.77432865,0.95375407,0.9406854,0.8473168,0.98808956,0.8201772,0.9445403,0.8921776,1.0779932,1.1703309,0.8724956,1.1166809,1.0844122,0.9823354,0.0,0.7682922,0.731378,1.0517561,0.81455404,0.88239986,1.1780913
toy,1.1074269,0.9344994,0.7316532,1.3832443,0.52508634,0.44132674,0.6277951,0.7136961,0.98369426,1.2462267,0.9494709,1.1450664,1.1829083,1.167567,0.87142956,0.7741977,0.7328384,0.7469741,0.7152754,0.90219194,0.5132278,1.0061424,0.8790475,0.9905076,1.0165441,1.3712335,1.0365813,0.66777694,1.2839642,0.98284173,1.2466406,1.1194663,0.53911,1.0021706,0.6446872,1.1414504,0.8105209,0.71518344,1.2598721,0.94799376,1.210709,0.85308707,0.9722437,1.2419597,1.0384262,0.7812536,0.7282597,0.8357983,0.43231678,1.0617051,1.1021732,0.8742971,0.8732206,0.38798153,1.410538,0.9958008,1.180794,0.9424017,1.2042913,0.9007188,1.3920372,0.841814,1.1672454,0.8235695,1.3199141,1.0316446,0.96516955,1.0253224,1.1902771,0.97206974,0.7365629,1.0973512,0.9458431,0.7461585,1.2758865,1.2356985,1.504441,1.081275,1.029128,0.7535028,0.8813384,1.1224077,0.9934922,0.72640383,1.0920348,0.59644014,0.68885726,1.3118224,1.2791646,1.1061727,0.7760975,1.3909009,0.76919156,1.4709272,0.904787,1.1623517,1.0169055,0.6973493,0.79128015,1.1483421,0.7643956,1.2390141,0.9567508,0.8152673,0.9525347,1.1689848,1.1713648,1.0689183,0.5171616,1.103219,1.1880078,0.62259305,0.7682922,0.0,0.834422,1.1009539,1.0266598,0.723177,1.3250906
tray,1.1015662,0.9067976,0.94672346,1.1910903,0.92667556,0.84250885,0.8591668,0.69195634,1.028286,1.2544413,1.014368,1.0441598,1.101062,1.2648972,1.1096302,0.7300832,0.86552215,0.3760826,0.56920457,0.6773476,0.644941,1.0178046,0.8263402,1.0782245,1.0860032,1.2350748,0.9946148,0.8559643,1.1805578,1.002017,1.32355,1.127963,0.8256855,0.99847275,0.74689376,1.0426828,0.9410407,0.9385561,1.0495893,0.47778976,0.96395004,0.9277934,1.0683625,1.293856,0.966791,1.0056059,0.8247001,0.575817,0.93563634,0.84457946,1.0903938,0.87065494,1.1944493,0.8585524,1.2758821,1.2142195,1.0192109,1.1488447,1.2611629,0.6421039,1.2730803,0.6805536,0.7652377,0.8125727,1.0216104,0.9601093,1.0281813,1.1016796,1.1821929,1.1140097,0.7064934,0.9546313,1.0432043,0.82015455,0.8987633,1.2468764,1.245043,1.1252645,1.2384201,0.6589358,0.9313092,0.9683357,0.9778134,0.42261875,1.0998073,0.7698405,0.8393069,1.0174689,1.3293948,1.1297212,0.9063345,1.271346,0.964146,1.2151842,0.6480993,1.0228636,0.6273109,0.99121684,0.87589985,1.225717,0.83253455,1.0024309,0.74378085,0.6552032,1.0641315,0.9357898,1.0999304,1.0579429,0.71642745,1.0189553,1.0616114,1.0731943,0.731378,0.834422,0.0,1.1291735,0.88224226,0.9348047,1.2521701
tree,0.95357263,1.0446951,1.210773,0.9230685,1.0849458,1.0909203,1.0759346,0.93450516,0.8818409,0.8833988,1.0517976,0.78768086,0.9300825,0.93424976,0.9193695,0.9350667,1.0779363,1.1058446,0.9487587,1.242738,1.0440625,1.0820745,1.0128231,0.7551309,1.1603488,0.96459967,0.81396186,1.0346111,0.8936361,0.9942065,0.95197964,0.95596707,1.1940799,0.85179424,1.159078,1.1636562,1.0649573,1.061707,0.74310195,0.9928979,0.99432105,1.2477223,1.1586525,0.9091981,1.1531291,1.021638,0.8665691,1.1088101,0.9808278,0.8771368,1.1396229,1.2015666,0.9105714,1.0878658,0.90764403,0.9741501,1.0153328,1.0545295,0.93227786,1.0423417,1.024581,1.0915618,0.930183,1.0096766,0.91841185,1.2306271,0.9468348,0.99396485,0.9724211,1.2218971,1.0707197,1.1765404,1.1392978,1.2694718,0.9423132,0.9415297,1.074015,0.8785148,0.96243936,1.1814938,1.1220992,1.0164634,0.61056536,1.0365882,1.2304035,1.1118392,1.0910354,0.8644083,0.831996,1.1732659,1.118497,0.8938633,1.0288665,1.0320681,1.1236485,0.81255186,1.0316092,1.0080587,1.2452195,0.9298441,1.1478467,1.1220676,1.119962,1.1263584,1.0060976,0.99796575,1.1719658,0.84841,1.1543813,1.251966,1.2051916,1.0076877,1.0517561,1.1009539,1.1291735,0.0,0.8108785,1.1916025,0.5553689
vacuum,0.9441421,1.056628,1.3581845,1.009822,1.2097641,1.1569265,1.1823831,0.78516436,0.70938337,0.87381923,1.0300708,0.7029605,0.93058926,0.9596371,1.0034506,0.9449036,1.05478,0.97421134,0.7304555,1.3963091,0.6915001,1.1613324,0.6184139,0.72309005,1.2578797,0.9463661,0.55013293,0.92760986,0.7921094,0.8839018,0.9487163,0.9833261,1.2146027,0.73314476,1.1090919,1.193922,0.9465827,1.0514104,0.47070622,0.65247947,0.8390533,1.3789289,1.1584911,1.2224355,1.2856266,0.9899666,0.91755056,0.88369983,1.0272747,0.75663805,1.2962219,0.9979036,1.057645,1.033811,1.1444575,0.98017836,1.078499,1.1449577,1.0515987,0.89192504,1.0364677,0.8892297,0.60652995,0.81227,0.9024217,1.2793323,0.88837916,0.9282814,1.241132,1.4077411,0.8512366,1.2222898,1.1103399,1.414412,0.63132524,1.0551435,1.060469,1.0704967,0.96943986,0.98327243,1.2247008,0.82787883,0.67512476,0.84558713,1.3400693,1.1136346,0.80406314,0.62126607,0.95497125,1.3345469,1.127824,1.0496427,0.8906757,1.0069118,0.92089283,0.7417034,0.70560193,0.97084683,1.1818126,1.1188971,1.2440532,0.8738543,1.3178289,1.0447092,1.1492877,0.8157927,1.0657742,0.63967705,1.1883575,1.3779093,1.2506298,0.98671955,0.81455404,1.0266598,0.88224226,0.8108785,0.0,1.1714098,0.8342372
watch,1.4160722,1.0109894,0.61954534,1.310914,0.60353374,0.6786612,0.6058243,0.99726087,1.4795111,1.5321052,0.6804733,1.3213832,1.3074343,1.452747,1.2574787,1.041288,0.5866208,0.7885474,1.1720897,0.66106796,0.87927616,0.8635564,0.92853624,1.0953857,0.61793584,1.1560282,1.213277,0.6771329,1.2959534,1.1546767,1.4470038,1.1817014,0.43813503,1.3834556,0.53797317,0.73322976,0.9401989,0.90063477,1.2802762,1.0022372,1.013001,0.590044,0.7550669,1.1049701,0.6448393,1.1680436,0.9901017,0.63494325,0.9142665,1.3370261,0.664783,0.8802277,1.2243606,0.7740904,1.1408617,1.2512896,0.98750573,0.69776285,1.1994083,0.86053044,1.308049,0.5293196,1.2531062,0.68821985,1.3462377,0.8032021,1.0091624,1.1596014,1.0115712,0.56341773,0.8504398,0.5566911,0.720468,0.515469,1.3921936,1.3423483,1.2786536,1.2671914,1.2658443,0.54928285,0.7302551,1.2040423,1.1889095,0.93655634,0.72436154,0.785648,0.9674751,1.4870188,1.232029,0.78231764,0.53152794,1.3417878,0.82508266,1.3078079,0.65228343,1.4050579,1.3416463,1.0266215,0.42515755,1.1268842,0.5633042,1.2020065,0.87760323,0.56008434,0.7651922,1.1021421,1.181478,1.5119604,0.5541365,0.6127682,0.67864656,0.88406223,0.88239986,0.723177,0.9348047,1.1916025,1.1714098,0.0,1.3599191
window,0.83037883,1.1639899,1.3857378,0.74376786,1.3065234,1.3194484,1.3154936,0.9614095,0.65241975,0.69274884,1.0787822,0.6414302,0.82546854,0.77359575,0.82406694,1.070171,1.309607,1.2719806,0.95388526,1.3652047,1.2166449,1.0688968,1.0199777,0.72690976,1.2066011,0.8795608,0.6915084,1.1707795,0.5855064,0.8168201,0.71741694,0.97246844,1.3776649,0.6750421,1.3503908,1.1601706,1.2070446,1.1515646,0.4856472,0.8937601,0.8862239,1.3452992,1.0984032,0.9251523,1.2403431,1.1110687,1.2471553,1.2238488,1.1816437,0.83354735,1.153452,1.2769696,0.8512854,1.2835217,0.87802297,0.94459534,1.0104872,1.2290454,0.83833146,1.2240078,0.813658,1.2500811,0.73033893,1.1304101,0.88236964,1.1807574,1.0204058,1.0246576,1.0287086,1.3022393,1.2037985,1.1890141,1.2455986,1.3977149,0.66365385,0.84946835,0.7907009,0.8523026,0.92256624,1.2962317,1.1866523,0.99316967,0.8764415,1.1781399,1.2481108,1.1932904,1.1312096,0.5122356,0.52110803,1.1215448,1.2882211,0.741665,1.2062151,0.8291232,1.2276332,0.67935133,0.963049,0.95208323,1.4118412,0.84034646,1.2914302,0.98365766,1.1839615,1.3235584,1.164107,0.98797053,0.96991754,0.6952127,1.3230865,1.3215532,1.1106348,1.1099888,1.1780913,1.3250906,1.2521701,0.5553689,0.8342372,1.3599191,0.0
