,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,egg,eye,face,finger,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mouth,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pastry,pen,pencil,pillow,plant,plate,potato,pumpkin,purse,refrigerator,rock,rooster,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
comb,0.7769731,1.0422876,1.3489121,0.8010202,1.2133644,1.091695,1.0786787,0.6194373,0.5888473,0.79611945,1.1753109,0.6686956,0.41121876,0.8054334,0.71051276,0.8994885,1.3634775,1.1569364,0.7791518,1.313076,1.0515202,1.1612664,1.0632831,1.0264081,1.2433459,1.037151,0.65513337,1.0179005,0.8953673,0.0,0.8453898,0.9397796,1.2361956,0.577587,1.3396847,1.2736208,1.2585428,1.1487513,0.91122484,1.0033007,1.0313479,1.3252652,1.1828487,0.996753,1.1909009,0.95445836,1.2059233,1.1631374,1.0652244,0.83840895,1.2525268,1.0706167,0.7428067,0.92658937,1.0643886,0.8270178,0.91569257,1.2446951,0.98105925,1.1152153,0.85298383,1.2644422,0.8395802,1.2565072,0.9214208,1.2832283,0.96632147,0.88691396,0.9737438,1.3215125,0.97262573,1.2575959,1.2310743,1.290839,0.7580029,0.8473877,0.9625274,0.848792,0.82971776,1.1844604,1.1857252,1.0754341,1.075784,0.964117,1.2616799,1.1115749,0.9629158,0.6954443,0.8271742,1.2356869,1.2552975,0.88111717,1.0910221,0.9706102,1.2649565,0.8345431,0.8654654,0.63165474,1.4284457,1.0000632,1.2143027,0.93904185,1.03916,1.305685,1.245292,1.1270772,0.9394307,0.68375957,1.1694583,1.3259776,1.1676599,0.973379,0.9941189,0.98284173,1.002017,0.9942065,0.8839018,1.1546767,0.8168201
couch,0.5860513,1.1358972,1.4804702,0.4710784,1.3951423,1.4144017,1.4480541,1.0794001,0.5820336,0.1390413,1.2279701,0.5536404,0.59910595,0.2631737,0.74005973,1.0265843,1.5306962,1.5309935,0.9302015,1.4754403,1.352113,1.174549,1.3079169,1.0211238,1.3521383,0.91555357,0.53400546,1.403429,0.8390428,0.8453898,0.0,0.7022116,1.5439142,0.5779129,1.6040392,1.2710538,1.1359069,0.8235004,0.85877913,1.2120212,1.1404074,1.4790145,1.1091034,0.7779882,1.2986656,0.9803218,1.2037756,1.5636648,1.2095029,0.90720874,1.2382548,0.99507457,0.5653841,1.2830434,0.8073466,0.77002716,0.91592515,1.2103463,0.5441389,1.3181323,0.449629,1.6202252,0.80283624,1.5204184,0.70106816,1.20212,0.991867,0.6963482,0.97673994,1.382942,1.3203046,1.3164303,1.2600514,1.5165151,0.7448188,0.5262317,0.4906255,0.7500173,0.742324,1.4930513,1.3072062,0.6944777,0.95073766,1.3535588,1.2891363,1.2599496,0.9040615,0.643319,0.7338164,1.2589748,1.4656993,0.432585,1.1395683,0.5790225,1.50914,0.6406816,0.9581634,0.84360456,1.5583794,0.7880103,1.4536631,0.7295069,1.2946486,1.6710614,1.3557876,1.0497859,0.6186551,0.38661647,1.4629481,1.3213592,1.3070699,1.1682181,1.270804,1.2466406,1.32355,0.95197964,0.9487163,1.4470038,0.71741694
cracker,0.66871065,0.7858292,1.2568675,0.7630508,1.1701448,1.1959846,1.1611731,1.0211681,0.92357755,0.7616892,1.1862457,0.87032026,0.87497884,0.72741705,0.95616883,1.0461501,1.2999842,1.2767181,1.0512297,1.2211742,1.2382761,1.2215607,1.3072202,1.1116332,1.2427336,0.91656345,0.89986086,1.1258585,0.9342281,0.9397796,0.7022116,0.0,1.3306384,0.8180419,1.3371725,1.2027649,0.7237344,0.80643696,0.99473226,1.1281409,1.1404799,1.2958834,1.0630624,0.89327747,1.0811377,0.8517907,0.9585999,1.2208049,1.1329129,0.96598965,1.2047532,0.963784,0.7855386,1.1064045,0.9417066,0.5835573,0.8202456,1.1762562,0.89546037,1.1387,0.84407794,1.2809186,0.925176,1.3125862,0.77752924,1.1223986,0.95977587,0.6833788,0.98172414,1.2401687,1.1523955,1.1845453,1.1088072,1.2877936,0.9965771,0.6328978,0.99032444,0.9132467,0.57163143,1.2399371,1.2488922,0.95546,0.9183174,1.1921527,1.244126,1.0808403,1.1100905,0.95636624,1.0501853,1.2791729,1.2425107,0.82926065,0.9167708,0.9658108,1.277462,0.8597474,1.0255859,0.9094274,1.2992685,0.951536,1.2632699,0.83707434,1.1789588,1.3168423,1.2862238,0.9859296,1.0651897,0.7699035,1.2321436,1.072974,1.2322588,1.0395483,1.1430151,1.1194663,1.127963,0.95596707,0.9833261,1.1817014,0.97246844
crayon,1.4763076,1.0708079,0.41515934,1.5109136,0.5189909,0.575544,0.52229375,0.9604566,1.4571943,1.5587034,0.5594672,1.2519226,1.4575073,1.5009406,1.1573149,0.8473737,0.39854342,0.5932747,1.0419501,0.5523436,0.75763243,0.67895687,0.7102216,1.0004,0.63554585,1.2408575,1.2827568,0.6865992,1.3318217,1.2361956,1.5439142,1.3306384,0.0,1.3675904,0.3645051,0.65723413,1.0038483,1.116421,1.2920152,0.9046137,1.0243121,0.46714437,0.9463434,1.2714441,0.73273945,1.0352181,0.90983504,0.49511135,0.76555336,1.3337855,0.8209988,0.8747527,1.2381778,0.75638086,1.3131808,1.32924,1.254595,0.85069734,1.2734892,0.88354427,1.5115417,0.27384257,1.2428892,0.42507488,1.3589978,0.9168973,1.0860791,1.3854501,1.105793,0.47979552,0.7084229,0.7027528,0.8722679,0.47116202,1.4076433,1.4723346,1.4566944,1.2151265,1.3563163,0.3192289,0.39660507,1.1570804,1.1557188,0.8391269,0.69193447,0.826853,1.0411761,1.5013769,1.296677,0.6629148,0.36989522,1.5383775,0.96924686,1.4478066,0.59656984,1.388749,1.1561968,1.0229812,0.3399002,1.1086745,0.28851104,1.3168004,0.7671448,0.42081726,0.4472046,1.0855883,1.2796009,1.4968263,0.49434006,0.7849885,0.56404096,0.56772345,0.7674531,0.53911,0.8256855,1.1940799,1.2146027,0.43813503,1.3776649
crib,0.66024035,1.1604469,1.5484829,0.80519885,1.3701339,1.3556855,1.3403864,0.3427714,0.41497666,0.44250238,1.1963061,0.3979758,0.6064856,0.49049294,0.59756136,0.8564681,1.4453454,1.2473668,0.5190732,1.4928602,1.0210147,1.2472885,1.0096756,0.8045198,1.3871076,1.0597228,0.41645932,1.1207684,0.8130998,0.577587,0.5779129,0.8180419,1.3675904,0.0,1.4541972,1.4309019,1.0884444,1.0026742,0.7850096,0.72911114,1.0869706,1.5481596,1.1562662,1.0184842,1.3890231,0.91674423,1.093006,1.2297876,1.0918322,0.7308191,1.3648717,1.1938554,0.5695163,1.1027412,1.0884587,0.75569004,1.0861864,1.3299227,0.80179423,1.18754,0.88234615,1.3205504,0.5680474,1.3440428,0.8608054,1.4211766,0.90126234,0.8799427,1.0315417,1.4992511,1.0932846,1.4127868,1.3098688,1.5317856,0.6232772,0.8270881,0.9831381,0.82611936,0.75839734,1.2270186,1.2729609,0.8704361,0.8559251,1.0670513,1.435807,1.1576341,0.9268032,0.51205593,0.7997979,1.354911,1.3962135,0.84311414,1.0847936,0.9887913,1.3543621,0.5514604,0.85752475,0.77427816,1.5520554,0.81461453,1.3692615,0.98862666,1.2545959,1.4844346,1.333129,1.1085154,0.93802893,0.39838463,1.2887039,1.545187,1.3933432,1.0662723,1.0613894,1.0021706,0.99847275,0.85179424,0.73314476,1.3834556,0.6750421
cup,1.5105749,1.0373272,0.35420126,1.5715327,0.4105636,0.53591144,0.4895512,0.9751932,1.4281179,1.6234349,0.7654804,1.4504735,1.5012324,1.5878057,1.4233738,0.991044,0.10369468,0.37065995,1.0498471,0.44423163,0.48392057,0.7709708,0.52506465,0.9124634,0.5736388,1.2257316,1.3683228,0.48121315,1.264322,1.3396847,1.6040392,1.3371725,0.3645051,1.4541972,0.0,0.6450763,0.8525327,0.9950777,1.1911184,0.95335984,0.91711235,0.31950176,0.8816084,1.3129432,0.84644604,1.1333411,0.7615777,0.5884729,0.9121866,1.0833802,0.84054923,1.0233325,1.3451049,0.8221688,1.3142798,1.3622307,1.3692174,0.7801621,1.3242085,0.5528747,1.5669242,0.33978796,1.3206289,0.27374035,1.3842095,0.8238353,1.0199674,1.4307916,1.2067715,0.45068455,0.80724704,0.8314136,0.7898059,0.31259912,1.3472983,1.4890611,1.4780785,1.3260823,1.3845139,0.51997536,0.6265564,1.1784394,1.0587145,0.6766818,0.61049956,0.6799235,0.9992779,1.3897109,1.3053172,0.694392,0.3326937,1.5161648,0.9376733,1.4453695,0.5426273,1.3568279,1.0783948,1.2775298,0.33065772,1.2375793,0.32384717,1.3984592,0.8320946,0.30162513,0.45739043,0.90494996,1.3505234,1.5041137,0.36412555,0.766982,0.7386945,0.7993917,0.85550517,0.6446872,0.74689376,1.159078,1.1090919,0.53797317,1.3503908
deer,1.3360953,0.9601496,0.56407356,1.1587111,0.8720674,0.96935564,0.7371218,1.3229246,1.4436184,1.39234,0.9272941,1.4001946,1.3074622,1.3757286,1.3808551,1.2068384,0.6145325,0.9320039,1.3777416,0.51510364,1.1652716,0.85834694,1.0084468,1.2253053,0.517035,1.0988591,1.334142,0.92917204,1.1484908,1.2736208,1.2710538,1.2027649,0.65723413,1.4309019,0.6450763,0.0,1.0370592,1.0673397,1.1413081,1.1701797,1.0018734,0.5184904,0.93866676,1.0915142,0.67680216,1.1662481,1.0431837,0.7636368,1.1017138,1.2453842,0.7866436,0.9887281,1.2833679,1.1446271,1.0140648,1.2656598,1.041532,0.91174525,1.2030649,0.98125106,1.047101,0.6315352,1.0764604,0.6237759,1.0966127,0.78663415,1.1580243,1.2264166,0.95387256,0.5034649,1.0539876,0.67325526,0.8337305,0.52175695,1.225673,1.1731838,0.9418697,1.1480014,1.2600728,0.80592287,0.5898474,1.1655837,1.180959,1.1229831,0.52036554,1.0357198,1.1563067,1.3082883,1.2319243,0.5397526,0.5087289,1.1863985,1.1198254,0.94729966,0.7218817,1.1943498,1.2056317,1.1414636,0.55874467,1.0718268,0.62955433,1.0908993,0.7746347,0.60072213,0.69372845,0.91932803,0.98039377,1.4417052,0.8996505,0.5201668,0.41646802,0.93297714,1.0768028,1.1414504,1.0426828,1.1636562,1.193922,0.73322976,1.1601706
dog,1.0469875,0.7018639,0.9061436,1.370097,0.8111522,0.8359211,0.73675853,0.93002325,1.257715,1.0963064,1.0392743,1.1600944,1.3299518,0.97915125,1.1529241,1.171978,0.85759765,0.9006604,1.1435926,0.77462757,0.89668715,1.0631262,0.9976332,1.0245935,1.0107219,0.71631575,1.1299238,0.84642214,1.057112,1.2585428,1.1359069,0.7237344,1.0038483,1.0884444,0.8525327,1.0370592,0.0,0.58528256,1.0893778,0.9964052,1.0016661,0.8996076,0.86345714,1.1162748,1.108852,0.8710614,0.6641257,0.87421346,0.84550107,1.1207386,0.9831705,0.9550375,1.1280829,1.0250707,1.118421,0.8195375,1.2420586,0.81727767,1.1512796,0.9322841,1.2878977,0.9027825,1.1928754,0.90338445,1.1642759,0.95385784,1.023321,0.77218413,1.1432023,0.9906833,0.8446379,1.0561533,0.57573676,0.85870075,1.1610281,1.1062762,1.2616186,1.2060179,0.8321867,0.96738786,1.0708308,0.80476916,0.87435687,0.95078707,0.9593398,0.7523663,0.85318476,1.2943659,1.1238631,1.042973,0.91691417,1.2874563,0.73080003,1.2319118,0.85779756,1.2257414,1.1602161,1.1510385,0.75158644,1.0437878,0.94755155,1.0473751,1.0292065,0.86991584,1.0166,0.86626947,1.1556879,1.1474617,0.84532857,0.89997715,1.1534064,1.0895519,0.8441417,0.8105209,0.9410407,1.0649573,0.9465827,0.9401989,1.2070446
doll,0.97829413,0.702093,1.0632627,1.0666116,1.0255454,0.92758816,0.9214947,0.89039874,1.127524,0.93363875,1.1696591,1.1256711,1.05785,0.85218465,1.1349732,1.0153852,1.0194082,1.1273475,0.98400074,1.0044042,0.89175737,1.1371716,1.1514966,1.0000215,1.0397506,1.119886,1.006541,1.049618,1.1238414,1.1487513,0.8235004,0.80643696,1.116421,1.0026742,0.9950777,1.0673397,0.58528256,0.0,1.1585226,1.0424939,1.092179,1.129837,0.89710045,1.0723125,0.9898219,1.0844594,0.69006425,1.0104504,0.8746592,1.0779265,0.9783141,0.8286582,1.0034953,0.86865735,1.0739908,0.8937398,0.9012061,0.7117281,1.0021232,0.8891469,0.9524312,1.1491243,1.0083969,1.1972526,1.0195099,0.914383,0.99642634,0.7139298,1.1174719,1.1667211,0.9704744,1.0119665,0.93258643,0.9827545,1.1050999,0.79649067,1.044505,1.02665,0.8925531,0.9891534,1.2033194,0.83350855,0.9289809,1.0751164,1.1563606,0.810299,0.71105206,1.2201933,1.1685363,1.2056408,1.0424887,0.9989687,0.8305279,1.0196518,0.973468,1.1264509,1.1362706,0.9034624,1.0088365,1.0981339,1.137332,0.88186246,1.0565305,1.0839437,1.266195,1.002132,0.8938902,1.0483986,0.95900834,0.8710311,1.1995147,1.0949291,0.92534083,0.71518344,0.9385561,1.061707,1.0514104,0.90063477,1.1515646
door,1.0275334,1.119877,1.3599066,0.87974405,1.2952027,1.2579918,1.2520615,0.9317068,0.6408598,0.82847774,1.0597527,0.7300067,0.96044326,0.9204577,1.0336365,1.0177683,1.1367829,1.1647567,0.8223424,1.3890526,1.0017403,1.1000248,0.75917053,0.7094516,1.2027699,0.8770076,0.67939824,1.0744739,0.4988867,0.91122484,0.85877913,0.99473226,1.2920152,0.7850096,1.1911184,1.1413081,1.0893778,1.1585226,0.0,0.61589444,0.7931858,1.3276856,1.134502,1.0628747,1.2510334,1.1942322,1.1393805,0.998643,1.1804851,0.80308545,1.1422592,1.1503571,1.0192091,1.145067,0.95205504,1.0531428,1.023483,1.14962,0.9733243,1.020712,0.8764898,1.071979,0.5203546,0.9375387,0.87855405,1.1963806,0.9533642,1.0088867,1.1560488,1.294274,1.0668513,1.0872617,1.2268667,1.3823396,0.6059577,0.8963804,0.85596395,0.980037,1.0266708,1.1722738,1.2410179,0.83033335,0.8643298,1.0363742,1.2369775,1.1566037,1.1004084,0.44291663,0.7389977,1.2259159,1.1686907,0.8756636,1.1299276,0.83051383,1.0579262,0.7180266,0.70080775,1.0078053,1.2866656,1.043703,1.2816795,0.94073266,1.2811521,1.1889812,1.1092229,0.8745034,1.040569,0.7003229,1.2726579,1.2942767,1.1260798,1.0861127,1.0321965,1.2598721,1.0495893,0.74310195,0.47070622,1.2802762,0.4856472
drawer,1.1002592,1.0708914,1.1699778,1.1782647,1.0555724,0.9560047,1.0972413,0.53614855,0.8765588,1.0806757,0.89209914,0.7323641,1.0583948,1.110042,0.9401667,0.7851273,0.98556286,0.7137438,0.5496916,1.070251,0.7181978,1.0259658,0.6904049,0.8211547,1.187459,1.1221409,0.723525,0.8983738,0.9246746,1.0033007,1.2120212,1.1281409,0.9046137,0.72911114,0.95335984,1.1701797,0.9964052,1.0424939,0.61589444,0.0,0.86956847,1.1708453,1.0269496,1.2668601,1.0598408,0.99433905,1.0334187,0.5780776,0.9853488,0.95467263,1.0933204,0.9770442,1.197048,0.9805684,1.1987209,1.173077,1.060856,1.1289208,1.1736292,0.84172845,1.209829,0.73311937,0.60357285,0.78953326,0.9678487,1.0164002,1.0063547,1.097837,1.1965827,1.2395866,0.736499,0.8959646,1.0575207,1.1317773,0.70534354,1.2145088,1.177413,1.0832465,1.1827017,0.7149241,1.088756,0.8410439,0.97160596,0.73819077,1.2298388,0.9678659,0.82415766,0.8230437,1.0565602,1.1716005,1.0554174,1.2286313,0.9651657,1.1478568,0.8121699,0.9309019,0.7002728,1.0289279,0.96673864,1.1494592,0.99999577,0.96706057,1.036538,0.89860255,1.0368054,0.9355808,1.1042552,1.0308942,0.95713127,1.1776009,1.0967269,1.0576668,0.71809125,0.94799376,0.47778976,0.9928979,0.65247947,1.0022372,0.8937601
dress,1.1843841,1.041962,1.0787534,1.1323568,1.0998874,1.0605669,1.1116288,0.9560249,1.1172075,1.1415299,0.70795214,0.9719658,1.061573,1.1139758,1.1189001,1.0897241,0.9317249,0.91940445,1.0093927,1.049666,0.9112464,0.8544856,0.687426,0.8087365,0.9419955,0.57378435,0.95444375,1.1039939,0.6331072,1.0313479,1.1404074,1.1404799,1.0243121,1.0869706,0.91711235,1.0018734,1.0016661,1.092179,0.7931858,0.86956847,0.0,1.0215517,1.1878434,1.2210138,1.0770553,1.2261859,1.1276212,0.82802105,1.1158345,1.0857548,1.0510731,1.0260231,1.1658379,1.1331836,1.0938762,1.1880391,0.9923088,1.0259233,1.0592108,0.8414744,0.97721535,0.83188725,0.9911386,0.8598664,0.906108,1.0317461,0.97190946,1.0973419,1.1941215,1.0605888,0.8855169,0.872617,1.1126814,1.0742655,0.8576523,1.0689979,0.83986133,1.1320996,1.1878802,0.9819014,1.0242742,0.7632325,1.1111197,0.99840707,1.0108798,1.1282903,0.93621325,0.95673865,0.73306453,1.0009102,1.0179485,1.0577478,0.9877562,0.788205,0.8433597,1.2599907,0.97534007,1.0243516,0.8336481,0.98785543,1.0504235,0.9896177,0.85104287,0.87631416,0.8559754,0.81889325,1.0319651,1.078393,1.0897381,1.0303048,0.83061713,1.098139,0.8616202,1.210709,0.96395004,0.99432105,0.8390533,1.013001,0.8862239
egg,1.4429001,0.9544539,0.19398737,1.4251356,0.3702495,0.5769758,0.5997755,1.2477936,1.5462039,1.5399809,0.80167854,1.5139153,1.4367445,1.5223955,1.3883479,1.1997049,0.37587833,0.5785892,1.330356,0.25147069,0.953899,0.7630583,0.9359536,1.1701583,0.43661177,1.1129261,1.4931234,0.6200434,1.3081279,1.3252652,1.4790145,1.2958834,0.46714437,1.5481596,0.31950176,0.5184904,0.8996076,1.129837,1.3276856,1.1708453,1.0215517,0.0,0.70577574,1.0528797,0.6974404,1.109734,0.94849026,0.80503035,1.0369264,1.2698193,0.5834491,1.1430054,1.3063338,0.95303917,1.052567,1.3104365,1.2423264,0.71216154,1.2047036,0.9014697,1.4236875,0.57490444,1.4378138,0.47721022,1.349101,0.75153434,1.1715866,1.4430532,0.9688238,0.16445303,1.0870831,0.69334143,0.6747985,0.16390431,1.484222,1.3717684,1.2831655,1.3324363,1.3334095,0.7187853,0.53542775,1.2718363,1.2629228,0.850448,0.22934079,0.7240106,1.1837932,1.517135,1.2164854,0.50352556,0.3963337,1.3641102,1.1159599,1.3361783,0.7046292,1.401337,1.2507108,1.3193941,0.38690352,1.1878381,0.3176366,1.3524213,0.7028737,0.45100033,0.41709912,1.0461924,1.1465846,1.5376732,0.44881225,0.48654085,0.5843594,0.8405416,1.14434,0.85308707,0.9277934,1.2477223,1.3789289,0.590044,1.3452992
eye,1.0682118,1.039693,0.7940561,1.1345572,0.75516105,0.90493596,0.84290993,1.1082247,1.2414479,1.1581365,1.0796129,1.2249857,1.2220685,1.1684391,1.2109948,1.2090982,0.92031085,0.9961076,1.1922104,0.8471819,1.0965387,0.9820603,1.1776994,1.0703042,0.77805734,1.0061684,1.2158711,0.82790303,1.1818384,1.1828487,1.1091034,1.0630624,0.9463434,1.1562662,0.8816084,0.93866676,0.86345714,0.89710045,1.134502,1.0269496,1.1878434,0.70577574,0.0,0.8670349,0.82047606,1.0292534,0.9718379,0.9644805,1.0113682,1.1054881,0.55295914,1.0971955,1.086066,0.89749193,0.9136331,1.0833611,1.034797,0.77061445,1.1051905,1.0728731,1.2021471,0.9952552,1.143384,0.90700877,1.1003278,0.75382406,1.0580381,1.1652299,0.91476065,0.7243286,1.1491326,0.847401,0.68140364,0.6976951,1.2079949,1.1548492,1.1138202,1.179717,1.0906461,0.9496228,0.9779617,1.2156268,1.0334065,1.0666857,0.7450893,0.7842549,0.98855793,1.2209214,1.0778587,0.84356356,0.8524647,1.1034597,0.88864183,1.1870718,0.848809,1.1172539,1.1908742,1.2370871,0.79147184,1.1221092,0.92255586,1.070352,0.9974125,0.8571768,0.99696684,1.026072,1.0765584,1.2240479,0.74824023,0.7774159,0.8801484,1.0467854,1.1484144,0.9722437,1.0683625,1.1586525,1.1584911,0.7550669,1.0984032
face,0.8708255,1.1427534,1.1310816,0.71143425,1.1584876,1.2372172,1.1359822,1.2587909,0.9036116,0.83600265,1.1188171,1.0255865,0.89065266,0.91846436,0.904132,1.1591791,1.2700868,1.3137934,1.1942073,1.1235796,1.3864592,1.0378377,1.3734905,1.1739213,0.98401576,0.85607684,1.084505,1.1928188,1.0153766,0.996753,0.7779882,0.89327747,1.2714441,1.0184842,1.3129432,1.0915142,1.1162748,1.0723125,1.0628747,1.2668601,1.2210138,1.0528797,0.8670349,0.0,0.92586905,1.0834724,1.1301113,1.3098232,1.1490273,0.96121955,0.5781357,1.2178919,0.83096874,1.1580652,0.43886912,0.8658577,0.83705276,0.8340023,0.76219696,1.2360114,0.81914395,1.3404808,1.1467471,1.3342252,0.9565482,1.0009536,1.0350426,0.9893493,0.62487537,0.9382165,1.3650539,0.98520106,0.96721524,1.0911905,1.0787635,0.822009,0.78346527,0.95136386,0.8495934,1.3258032,1.0912442,1.2487876,1.068112,1.220847,0.893583,1.1560032,1.2417934,0.92912585,0.8486354,0.9116693,1.1877893,0.55364,1.1912167,0.82787484,1.1896489,0.90407324,1.118988,1.10954,1.2404698,0.8932892,1.1843601,1.0520052,1.144031,1.2458854,1.1438401,1.072087,0.85134125,0.92283696,1.2269803,0.9017333,1.0289814,1.1381032,1.3570949,1.2419597,1.293856,0.9091981,1.2224355,1.1049701,0.9251523
finger,1.2207205,0.8782507,0.69406736,0.97054183,0.8942716,0.85577655,0.917955,1.2136058,1.3962634,1.4017303,0.9145656,1.3172272,1.2202524,1.3877084,1.2940278,1.0613762,0.89489424,1.002292,1.2244607,0.6957902,1.1449296,0.93131423,1.0895153,1.2726302,0.66323185,1.1784933,1.2806085,1.0592005,1.3124131,1.1909009,1.2986656,1.0811377,0.73273945,1.3890231,0.84644604,0.67680216,1.108852,0.9898219,1.2510334,1.0598408,1.0770553,0.6974404,0.82047606,0.92586905,0.0,1.0920403,1.0131251,0.8036183,1.0499958,1.2331532,0.6413752,0.80581844,1.193697,0.8650191,0.87514985,1.0699017,0.38639998,0.81378436,1.1710572,0.9896908,1.1189009,0.86100286,1.1339581,0.93778706,1.0210557,0.7165684,1.0759478,1.0872341,0.74425036,0.563995,1.0449334,0.54483366,0.87653345,0.6361323,1.3404528,1.0851759,1.0829415,1.0379574,1.0787203,0.8029946,0.86607957,1.2208128,1.1524189,1.0804771,0.6981938,1.0197144,1.0313306,1.3725102,1.2485843,0.8158895,0.76626813,1.1466422,1.0246527,1.1137981,0.89776134,1.2628545,1.1052492,1.1123558,0.70513606,1.2302897,0.80944055,0.94300795,0.8012365,0.8378903,0.8690296,1.1468624,1.0676274,1.4115143,0.9670148,0.27321666,0.57838404,0.90633756,1.0918831,1.0384262,0.966791,1.1531291,1.2856266,0.6448393,1.2403431
fish,0.701354,0.97447485,1.011115,1.0160176,0.85659444,0.80602694,0.9114615,1.0011729,0.87213254,0.8471349,1.0802338,0.9302021,0.97133857,0.78897417,0.7150085,0.9189131,1.107641,0.8712974,1.0295311,1.070035,0.92799234,1.0638635,1.1669767,1.0612153,1.2657608,1.0770758,1.0303283,0.8460188,1.1808531,0.95445836,0.9803218,0.8517907,1.0352181,0.91674423,1.1333411,1.1662481,0.8710614,1.0844594,1.1942322,0.99433905,1.2261859,1.109734,1.0292534,1.0834724,1.0920403,0.0,0.8529532,0.96337146,0.6555294,0.8874268,1.2103096,0.8707632,0.94796455,0.7997435,1.1975799,0.9020954,1.062928,1.242444,1.0411736,1.0362089,1.0988019,1.0939491,1.1141121,1.0458692,0.89838696,0.95332855,1.088593,0.92946476,1.0145348,1.1798477,0.7520839,1.1419498,1.012166,1.0920426,1.007284,1.0442959,1.1694613,0.8814049,0.92729145,1.0774872,1.042884,0.9040466,0.86254716,0.8049251,1.193215,0.92970616,0.90816975,1.0698972,1.1367013,1.1519777,1.1747625,1.1222255,0.5147337,1.1625679,1.1199968,0.924174,0.89857215,0.8715134,0.9751232,0.84564865,1.053095,0.9513871,1.0138526,1.0458333,1.0354295,1.0272669,1.0993966,0.9672225,0.9611977,1.1661701,1.2630054,0.9112302,0.7527548,0.7812536,1.0056059,1.021638,0.9899666,1.1680436,1.1110687
flower,1.0778952,0.7982248,0.79556054,1.2025777,0.7681351,0.7699015,0.6509808,0.91590464,1.1670976,1.132842,1.1401514,1.2342508,1.2078671,1.0893612,1.1351019,0.9478233,0.7849355,0.79619133,1.008499,0.8621174,0.78855044,1.0753139,0.96583045,0.8873771,1.0435414,1.1101522,1.1648501,0.8375033,1.1999928,1.2059233,1.2037756,0.9585999,0.90983504,1.093006,0.7615777,1.0431837,0.6641257,0.69006425,1.1393805,1.0334187,1.1276212,0.94849026,0.9718379,1.1301113,1.0131251,0.8529532,0.0,0.92739224,0.7861828,0.91536885,1.0906867,0.9321207,1.086022,0.72587943,1.1464117,0.9170017,1.1220207,0.878674,1.1480188,0.7908865,1.2482141,0.9281404,1.1691614,0.9353889,1.0255371,0.9792811,0.99086136,0.9659746,1.0863864,0.9553963,0.8485928,1.177915,0.8448787,0.8088442,1.1520414,1.0492305,1.3217072,1.0964282,0.9217894,0.86519724,1.0699137,1.0275335,0.571127,0.8656765,1.123383,0.78519934,0.9356465,1.1687812,1.2507588,1.1593589,0.87205577,1.2165165,0.86925405,1.2741299,0.9883808,1.1014829,1.0463271,1.0735157,0.9375142,1.1407954,0.9151389,1.106949,0.96433824,0.89278173,0.9899016,0.912641,1.1706859,1.0984516,0.75175285,0.9951417,1.2412305,0.9616441,0.8277961,0.7282597,0.8247001,0.8665691,0.91755056,0.9901017,1.2471553
fork,1.3745842,0.9357159,0.80287135,1.4467769,0.88194793,0.76953363,0.6641605,0.79820323,1.3083084,1.5486795,0.7716539,1.1590229,1.3802733,1.5039432,1.24784,0.9933324,0.64509517,0.49121737,0.9471012,0.69855547,0.69018555,0.8848,0.72368085,0.9448637,0.8731494,1.1138134,1.0891227,0.66960937,1.18794,1.1631374,1.5636648,1.2208049,0.49511135,1.2297876,0.5884729,0.7636368,0.87421346,1.0104504,0.998643,0.5780776,0.82802105,0.80503035,0.9644805,1.3098232,0.8036183,0.96337146,0.92739224,0.0,0.8060499,1.1438297,0.8751615,0.93579197,1.3613011,0.8714788,1.2553244,1.3531932,1.0963467,0.9339322,1.3066242,0.7071341,1.438319,0.33697498,0.9949958,0.5095451,1.1551182,0.8245832,1.078939,1.2827556,1.1680169,0.90422684,0.6586278,0.5756055,0.88082063,0.7287208,1.1419799,1.40554,1.3743012,1.2506087,1.3695235,0.43960887,0.7156814,1.0236428,1.0178859,0.60139185,0.9620628,0.86822754,0.9011151,1.2632862,1.234499,0.92944354,0.61490434,1.433772,0.8098424,1.3177099,0.3469286,1.3072528,0.8517162,1.0188774,0.51151985,1.1115196,0.67301774,1.1655755,0.802478,0.35614133,0.78840554,0.9265704,1.2674681,1.4516239,0.665251,0.8253289,0.6744653,0.86334395,0.6857847,0.8357983,0.575817,1.1088101,0.88369983,0.63494325,1.2238488
