,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
horse,0.6273376,1.0816972,1.1552662,0.8744317,1.1711874,1.1456193,1.0519202,1.1408994,0.97896945,0.9306528,1.0841604,1.0096722,0.82723176,0.9058145,1.0099348,0.9318147,1.2164568,1.2282041,1.0073253,1.0509703,1.0380104,1.2358867,0.9858237,1.2379415,0.95724094,0.97967535,0.7903677,1.1123248,1.1410836,0.9913215,1.089025,0.98289347,0.9992738,0.9319898,1.1144433,0.9420826,1.2408981,1.0373651,0.7539072,0.84119564,1.1176697,1.1579027,0.92176366,0.98375857,1.2226069,0.9044692,0.9135058,1.0425991,0.89897704,1.0546196,1.183267,1.0442299,0.733319,1.0299361,0.9842605,1.0890179,0.9682611,0.9875554,0.90426093,0.94101566,1.1408125,0.0,1.036136,0.9250549,1.2131718,0.92464364,1.1334754,1.0497972,1.1349885,0.84736955,1.0811448,1.0490016,1.0097259,1.0585828,1.127183,1.1413137,0.9836556,1.0812861,1.1512632,1.1439332,0.7853725,0.9120883,0.9259808,0.8176339,1.1170065,1.0289344,1.3099008,1.081831,0.9926957,1.0548767,1.109466,0.17927182,1.0809312,1.0121508,1.1244395,1.1123431,0.95590836,0.8180758,0.90764093,0.9996783,1.1501663,0.88295114,0.983813,1.085859,1.2072812,1.0564141,1.0455067,0.95169723,1.1929098,1.1764042,1.1315581,1.0103308,1.1485335,0.926861,1.0137296,0.9459326,0.99020123,1.1957513,1.0691699,1.0764884,1.0240653,1.1294291,1.1009381,1.0777712,0.96574885,1.1557531,1.1295117,0.92868406
hose,0.9382851,1.0664971,1.339072,0.8837728,1.3012455,1.2416717,1.2314738,0.9991753,0.56638384,0.77458227,1.039083,0.6700626,0.8226752,0.8217232,0.8100188,1.1038216,1.2465436,1.1901919,0.92827797,1.2541587,0.7809937,0.9425975,1.1263287,1.1708537,0.7073251,1.2254368,0.92389524,0.72475874,1.3339231,0.77467984,0.88672596,0.866802,0.7678201,1.0636717,1.2732204,0.6666151,1.2420018,0.8160038,0.9988669,1.143552,0.94166434,1.0578982,0.9644496,1.1540269,1.2349367,0.8576509,1.0248702,1.2340876,1.13744,1.2336516,1.1722635,1.0214059,1.2503418,0.70333695,1.1756198,1.0814327,0.88604635,1.1665534,1.036477,0.998683,1.2607012,1.036136,0.0,0.73268354,1.1313422,0.7658825,1.1010177,0.9185242,1.2358932,0.94421935,1.1934733,0.971837,0.8971325,1.1332589,1.3089768,1.0705068,1.1457484,1.2583497,1.1575851,0.57630324,1.162815,0.77179164,0.7865929,0.8990881,1.2506051,1.0954174,1.1297423,1.0944473,1.0863824,1.1565837,1.210032,1.1398693,1.2991111,1.1283966,1.1003997,0.6296188,0.94236284,1.2811797,0.90577537,0.9030622,1.1253178,0.79122126,1.0115974,0.94904566,1.1229267,0.6883097,0.56363297,0.75590384,1.328218,1.2710876,1.0277559,0.945222,1.0977069,1.0408322,0.7253598,0.9018924,0.7163144,1.2545726,1.3025162,1.2015437,0.96749425,1.0397292,1.2375691,0.7759654,0.96367526,0.9149421,1.2528427,0.7831445
jacket,0.7052132,1.0950154,1.3348445,0.5622687,1.3737321,1.3863388,1.2850994,1.1025805,0.6906639,0.2713307,1.0355377,0.4116584,0.5030492,0.19981754,0.87123746,1.0727499,1.4556084,1.454315,0.8913022,1.4420177,1.0081973,1.1874657,1.0863501,1.3012452,0.80187315,1.2052953,0.82976913,0.75156295,1.5605671,0.6857856,0.91976494,0.8643922,0.4578743,0.91604847,1.3919227,0.563592,1.499054,1.1882228,0.94968045,1.1427709,1.0312433,1.2659101,0.694104,1.1121371,1.3646215,0.40571415,0.9762073,1.2732449,1.1832789,1.407674,1.1039827,1.250406,1.1730962,0.6914642,1.2356589,0.87954295,0.8152751,1.0559756,0.93073547,0.8753238,1.2979679,0.9250549,0.73268354,0.0,1.2982314,0.35581636,1.3889503,1.1421692,1.4858817,0.78768784,1.3392037,1.1050339,0.6566076,1.2764746,1.3167856,0.9603432,1.198309,1.3279724,1.1146977,0.7863704,1.0196055,0.33066308,0.46383476,0.727594,1.3595644,1.2824345,1.2634836,0.8313821,1.2268485,1.2860863,1.4320074,1.1774237,1.4404912,1.1203929,1.2417818,0.85301787,0.7424767,1.2019252,0.7652236,1.0025095,1.3561358,0.39388478,0.9113227,0.82955587,1.4508622,0.70825607,0.91442716,0.67235523,1.4030013,1.4208909,0.8257931,1.0383226,1.4651704,1.176671,0.3851751,0.51335067,0.45862806,1.4923706,1.3650632,1.2806172,1.0377592,0.957367,1.4029655,1.1469771,0.88096416,1.2995837,1.3507707,0.7439126
jar,1.2506624,0.91833496,0.8368488,1.2770729,0.7754568,0.81644046,0.87509054,0.7961874,1.3184588,1.3010068,0.895349,1.2801298,1.3126493,1.2523581,1.1130682,1.0678824,0.50393736,0.6935147,0.98867834,0.8423725,1.0177913,0.71209186,0.9389457,0.41839647,0.9431682,1.0178479,1.1282846,0.9230453,0.7456025,1.1436716,0.95763713,1.1884995,1.1653094,1.1610205,0.8201154,1.1779358,0.5213887,0.8611529,1.060333,1.0036607,0.9152322,0.8027463,1.08687,0.94456244,0.95357704,1.2453951,1.1049036,0.9478347,0.9832989,0.6553445,0.897369,1.1053576,0.95272994,1.0622393,0.9326872,1.0691345,1.132172,1.004693,1.1141293,1.225624,0.7138286,1.2131718,1.1313422,1.2982314,0.0,1.2701373,0.84947836,0.81506795,0.72435105,1.1371611,0.9170673,1.0464257,1.2230953,0.9468181,0.8531557,1.045441,0.99217373,0.76835775,0.99878603,0.8803443,1.0363972,1.2252584,1.2041423,1.2502688,0.83199596,1.0700495,0.8464748,0.97281295,0.9742411,0.69518304,0.8810139,1.1517272,0.83199215,0.76998186,0.72189283,1.0094427,1.2164128,0.8715644,1.112915,1.1718987,0.6787394,1.27523,1.1849605,0.88035893,0.63831973,1.1639702,1.2499944,1.2470398,0.7108877,0.61106503,1.0629869,1.1892622,0.80241406,0.88519573,1.1520247,1.3389333,1.2423016,0.69171757,0.8232646,0.8755625,1.2177668,1.0233251,0.7704763,1.003337,1.0728474,0.6862893,0.7784569,1.1368527
jeans,0.7019609,0.95569575,1.2729747,0.47967678,1.293695,1.3098404,1.215237,1.2377583,0.7336667,0.4506787,1.1017609,0.45083284,0.6732728,0.3940338,0.9881688,1.230825,1.3993917,1.4589571,0.98633915,1.3753645,0.91111386,1.2161102,1.1222116,1.2910929,0.8762954,1.001132,0.84267074,0.7092196,1.5454547,0.73218083,0.9581782,0.926105,0.42061996,0.8985679,1.3636792,0.7029963,1.4452322,1.2551371,0.8986525,1.0977582,0.99845076,1.3099216,0.621667,0.91650754,1.3299172,0.45669353,0.96322036,1.1180016,1.0732474,1.3935856,0.97651327,1.349974,1.159971,0.7056051,1.1380192,0.8445195,0.8621057,1.1238465,0.7277829,0.7934586,1.2602457,0.92464364,0.7658825,0.35581636,1.2701373,0.0,1.4223032,1.1376987,1.4733384,0.8390123,1.3565483,1.1591665,0.66660964,1.2721405,1.2630824,1.2219827,1.157803,1.2849498,1.1494739,0.7619422,1.0644373,0.41714454,0.13035333,0.84900486,1.3627838,1.3261597,1.3328595,1.0590199,1.2264704,1.2913072,1.4702456,1.1578319,1.344385,1.1530646,1.3332611,0.8209381,0.8375657,1.056858,0.72696483,0.94593996,1.3512632,0.33009976,0.97640306,0.6005485,1.4260601,0.7060395,0.9605656,0.7327932,1.3710439,1.36095,0.7267517,1.0010881,1.4873207,1.1925286,0.5163591,0.4563048,0.5188903,1.5406663,1.2119834,1.3090239,1.0995364,1.1918784,1.4170341,1.2227886,0.95351994,1.3040899,1.2817135,0.81331646
knife,1.328288,0.95457745,0.9167763,1.3780504,0.85071415,0.8710508,0.79356074,0.746503,1.3707763,1.4850534,0.998172,1.4433594,1.4912013,1.4630042,1.0554376,1.0246055,0.4628216,0.6556323,1.165955,0.5991813,0.7626103,0.78416014,0.8366905,0.70533514,1.1295635,1.0640833,1.2271136,1.0751556,0.49823278,1.3175234,1.088359,1.0166423,1.4768448,1.1086973,0.53139716,1.3955932,0.5222138,0.83297765,1.1580534,1.0732812,1.0375693,0.6276359,1.3224659,1.2044718,0.8989123,1.3036427,1.2315063,0.9069101,0.87595636,0.58813953,0.98975855,0.26403737,0.9733485,1.3815181,0.87378645,1.035809,1.30791,1.1810088,1.260827,1.3408809,0.7605558,1.1334754,1.1010177,1.3889503,0.84947836,1.4223032,0.0,0.65906215,0.4587372,1.1386706,0.84680915,1.0370752,1.4382772,0.82381326,0.84440494,0.7082665,0.7991876,0.7948114,0.9808986,1.1377584,1.0700393,1.5690162,1.3800418,1.3716482,0.5386358,0.5229114,0.7219755,0.9475345,0.7855061,0.7636431,0.5840609,0.9895259,0.7499691,0.5804491,0.60828257,1.1232568,1.2674425,1.0524681,1.3386778,1.2103373,0.52069354,1.5443932,0.9726636,1.174258,0.28382158,1.1860809,1.2001724,1.2647393,0.52125645,0.45489764,1.0983876,1.1778419,0.11783469,0.949535,1.2959085,1.4320338,1.4709272,0.55316204,0.7951981,0.61722606,0.90555525,0.68820965,0.7835671,0.7899432,1.1339757,0.42458868,0.59659624,1.2506902
ladder,1.159515,1.1510586,1.2053311,1.1717317,1.0983897,1.0914457,1.2107177,0.65832007,1.0416249,1.089649,1.1098449,1.052434,1.2310894,1.1968181,1.08955,0.9261682,0.7069719,1.0593468,0.88973135,1.0647767,0.49330598,0.76079714,0.9255559,0.7817048,0.8315132,1.2610203,1.0054861,0.65005296,0.7553352,0.6979877,0.8586582,1.004537,1.054423,1.1245501,0.9931544,0.80925214,0.7618932,0.9770916,1.0108355,1.104824,0.60528195,0.8061339,1.2121723,1.2198724,1.142261,1.1595712,1.1005006,1.2250557,1.2685329,0.65802133,1.1528589,0.8604047,1.1197633,0.8951198,1.133371,1.2402235,1.0698774,1.1505605,1.1399744,1.3090904,1.0266367,1.0497972,0.9185242,1.1421692,0.81506795,1.1376987,0.65906215,0.0,0.60315865,1.0647655,1.0456198,0.8621638,1.2967908,1.0292857,1.1133054,1.0301409,1.166259,0.982235,1.0794193,0.8433417,1.1079911,1.295559,1.106671,1.0251604,1.0270792,0.9834006,0.9286767,1.0112956,1.0610685,0.6549109,0.97041804,1.0109048,0.98428774,0.64129245,0.8193207,0.6560428,1.1171945,1.0664907,1.1435143,1.1617093,0.8375723,1.1754634,1.1262586,1.105363,0.74066633,0.7508832,1.0467237,1.1032813,1.0661664,0.88394207,1.2345014,1.1897795,0.7077191,0.9843063,1.031839,1.2525084,1.0239366,0.9404131,1.1710732,1.0764817,1.1434301,0.94357663,1.0464817,1.0051787,0.8794217,0.3180231,1.0413207,0.7259697
lamp,1.41523,1.07239,0.70659256,1.4584641,0.61252844,0.67374915,0.87984073,0.8798288,1.2841682,1.4687599,0.9714667,1.4450753,1.581267,1.4829885,1.1720006,1.1002097,0.30158985,0.6472726,1.1835352,0.78322446,0.8416355,0.694021,0.8837207,0.518961,1.1610858,1.0582049,1.2006054,1.0707365,0.21999776,1.1455595,1.0339702,1.1948903,1.4279244,1.2599597,0.43709254,1.3782697,0.27869165,0.9161744,1.2193372,1.1486019,0.8096935,0.8081621,1.2863321,1.1393813,0.7605556,1.3122075,1.2126105,0.95464504,0.9937741,0.4408031,1.052798,0.71225625,0.98029,1.3334137,0.8315722,1.2440476,1.248817,1.1913495,1.2293742,1.4804223,0.6263023,1.1349885,1.2358932,1.4858817,0.72435105,1.4733384,0.4587372,0.60315865,0.0,1.2118165,0.790914,0.9623122,1.5309777,0.9942212,0.571208,0.92166483,0.81536245,0.5608088,0.7800796,1.2167437,0.992316,1.5921395,1.4252104,1.3479128,0.45860064,0.6334746,0.74145937,0.93790215,1.0373282,0.598923,0.72835165,0.9983888,0.7823387,0.60050243,0.6545905,1.0474621,1.1907237,0.93192375,1.3338041,1.1777043,0.52840745,1.507174,1.1227951,1.163905,0.35492498,0.9924798,1.1544075,1.3518645,0.48705035,0.42204607,1.2215416,1.2062595,0.41588038,0.92329586,1.4857186,1.4436617,1.4431807,0.5310687,0.7923988,0.7085284,1.0955672,0.8828001,0.677194,1.0681262,1.0056691,0.4126886,0.5962776,1.0677007
meat,0.6702421,1.1524262,1.1135886,0.8327544,1.1433973,1.1097994,1.1608144,0.98578155,0.8375874,0.85533655,1.1738741,0.90521276,0.8379109,0.8061725,0.8087349,1.0649476,1.2262428,1.2052131,0.8810381,1.0893971,0.96340346,1.0666636,1.0365155,1.2221229,0.9592709,1.1322877,0.92904425,0.99571043,1.2465758,0.8236128,0.8816594,0.94982594,0.9375333,0.9109357,1.257375,0.8028385,1.2259579,1.1189053,0.97661716,1.008205,1.0768311,1.0539501,0.97179484,1.0598743,1.0893241,0.6289106,1.045513,1.2176206,1.0127257,1.0635673,1.1728157,1.1079437,0.992432,0.7663102,1.2100353,1.0939118,0.9785941,1.088403,1.0341913,0.95960534,1.2135658,0.84736955,0.94421935,0.78768784,1.1371611,0.8390123,1.1386706,1.0647655,1.2118165,0.0,1.1072048,1.1172256,0.8966893,1.0025089,1.1839253,1.1171154,1.2197849,1.2191772,1.1338872,0.9404303,0.98372215,0.8488411,0.8959809,0.8348603,1.2371501,1.2042512,1.0588658,1.1752026,0.971773,1.069496,1.1441057,0.9471398,1.0738794,0.98315394,1.1098456,0.9570569,0.8834984,0.8708954,0.9196557,0.86578846,1.063137,0.8256996,0.9768659,1.0334066,1.1951432,0.9079304,0.94190574,0.86970526,1.2802496,1.2150254,1.1522671,0.9142636,1.1364896,1.0128233,0.8521314,0.870855,0.8357067,1.2344658,1.2302897,1.2176924,1.1030962,1.1334366,1.1655159,1.0013863,0.8982866,1.1449509,1.2400594,0.92594194
melon,1.0974953,1.0844395,0.58535075,1.2662752,0.5756887,0.6023612,0.54142845,0.9332524,1.1305188,1.2998087,1.299354,1.2727729,1.1543489,1.3184718,0.91818917,0.8683931,0.85034895,0.66407084,1.0550132,0.6510991,1.1928183,0.7904209,0.9608948,1.0230724,1.1960411,1.1440077,1.0644165,1.2665826,0.75296915,1.2069407,1.0840061,1.0532495,1.3313413,0.9756089,1.0232424,1.1577036,0.79023683,0.83637065,1.035866,0.936626,1.1418462,1.1028302,1.1397716,1.2440945,0.47161764,1.1758537,1.025243,1.1071213,0.993401,0.7603089,1.1863813,0.91802204,0.68749017,1.1656964,1.042653,1.1101956,1.0195138,0.95204526,1.2127861,1.2316799,0.9288638,1.0811448,1.1934733,1.3392037,0.9170673,1.3565483,0.84680915,1.0456198,0.790914,1.1072048,0.0,0.89243454,1.0860269,0.7438452,1.0036067,0.84378386,1.1242485,1.0941715,1.0707288,1.2590007,1.036199,1.2813376,1.4087696,1.0407164,1.0308567,1.0514593,0.6087403,1.0121403,0.7777225,0.81263494,0.5750447,0.9061119,0.79149365,1.0075119,0.87556976,1.1890066,1.0230621,1.0675246,1.0593406,0.84537303,0.9531024,1.3169749,1.0594971,1.362647,0.9331897,1.2324474,0.9909385,0.9707759,0.92549527,0.7683772,1.1849167,0.7306683,0.72747606,0.77765036,1.3983761,1.2357378,1.2306969,0.47418272,1.0404439,1.0249187,1.1098166,0.8581766,0.59308755,0.82954985,1.0309863,0.9582399,1.0369618,1.1845137
milk,1.0470043,1.0746922,1.2514325,1.0900747,1.152882,1.0971527,1.1632338,0.81892455,0.8788732,1.011124,1.2059224,1.0148864,0.9054358,1.1134151,0.87217003,0.49306715,0.95240915,0.916138,0.4053427,1.1349796,0.9145575,0.62176013,0.95969135,0.90873957,0.97204214,1.2785064,0.9563832,0.9754366,0.9642711,0.94222146,0.9349349,0.9320281,1.0565027,0.97144514,1.237365,0.89817405,0.9460756,0.89817524,0.9794971,0.97648066,0.8861472,0.9049712,1.1945043,1.2320999,0.94430214,1.1964552,0.99863076,1.2877485,1.2945673,0.8957696,1.0861471,0.9431461,1.0575097,0.9535112,1.2329684,1.0318953,1.0346823,0.81092614,1.1107364,1.1110144,1.1938559,1.0490016,0.971837,1.1050339,1.0464257,1.1591665,1.0370752,0.8621638,0.9623122,1.1172256,0.89243454,0.0,0.9860689,0.846833,1.2538859,0.9006034,1.2254933,1.1845711,1.2122022,0.9038208,1.0985842,1.1354967,1.126622,0.5709284,1.2474864,1.0783155,0.8649129,0.89647776,0.9914965,0.863159,0.86426425,0.89018565,1.0396072,1.0291022,0.7514341,0.78955615,1.0352166,1.1817343,1.0452355,0.93394595,1.1753658,1.1107538,0.9497615,1.2551315,1.1190101,0.9407024,0.7805803,1.0417584,1.2307897,1.1837668,1.0711012,0.8719581,1.012248,0.95580995,1.0270448,1.1698862,0.99296755,0.80150676,1.286009,1.2369332,1.0012239,0.83829623,0.95606834,0.76450324,0.9353138,0.86179733,1.2820405,0.957805
mitten,0.7445056,0.8530618,1.1499654,0.78720975,1.1910312,1.1158328,0.9599745,1.1408181,0.91988647,0.73505956,0.9664155,0.75221825,0.5183737,0.6758435,0.95281154,1.016062,1.4342132,1.3085818,0.8719841,1.268085,1.0235223,1.0183396,1.0529145,1.3037614,1.04385,0.8768568,0.9894458,0.9461906,1.4918457,1.0076909,1.0293673,0.6260811,0.7273405,0.64127785,1.4069623,0.84911245,1.3949533,1.1846876,0.9441069,0.82305086,1.1284357,1.2861136,0.88970447,0.83538145,1.0449086,0.77233726,0.9290203,1.026837,1.0256435,1.3363851,0.8200415,1.1847714,0.95742184,0.7253816,1.2428162,0.5927099,0.928162,0.8261712,0.872704,0.57306534,1.2223964,1.0097259,0.8971325,0.6566076,1.2230953,0.66660964,1.4382772,1.2967908,1.5309777,0.8966893,1.0860269,0.9860689,0.0,1.0547338,1.3150873,0.85068774,1.1601278,1.3069952,1.0917791,0.9740666,1.044483,0.51441795,0.6618988,0.80972886,1.3989913,1.231559,1.0951785,0.9818255,1.056434,1.2459768,1.3124095,1.0582082,1.0872927,1.1685483,1.372224,1.0221648,0.98867226,1.0296041,0.6366348,0.8649211,1.2832317,0.66511595,0.8327053,0.87860894,1.4595048,1.058047,0.9530476,0.786628,1.3704643,1.3876672,0.63079727,0.884268,1.4553931,1.035474,0.6551206,0.66028476,0.7639111,1.320766,1.1485292,1.307117,0.83821976,0.85596573,1.0987902,1.0643469,1.0878892,1.383773,1.320018,1.0910294
muffin,1.1226354,1.0373802,1.0313641,1.2079685,0.9976749,1.0031246,0.9091667,0.8124107,1.0902277,1.2544184,1.1846665,1.2787819,1.1441199,1.2954378,1.0882587,0.91622007,0.92907083,0.5642422,0.8960451,0.34416044,1.0869524,0.86441076,0.9111862,1.0212978,1.148325,1.1827397,1.0549341,1.2642577,0.91476405,1.1500406,0.9850055,1.0577202,1.2890419,0.7626102,1.1160287,1.1675801,0.8750881,0.60785174,1.001984,0.85396576,1.0769197,0.9631665,1.2094358,1.154609,0.7645045,1.2127868,0.9809143,1.1729331,1.0100197,0.77718294,1.1203412,0.84711707,0.9700953,1.1123601,1.0694177,1.1100196,1.1811237,1.0935026,1.1310275,1.1743406,1.0935163,1.0585828,1.1332589,1.2764746,0.9468181,1.2721405,0.82381326,1.0292857,0.9942212,1.0025089,0.7438452,0.846833,1.0547338,0.0,1.0809596,0.8648779,1.0990583,1.0727335,1.154522,1.0650876,0.9388943,1.2727137,1.2140924,1.036549,1.1206969,1.0723096,0.7623329,1.0215503,0.40964186,0.8748642,0.32215416,0.9864844,0.6130687,0.9295589,0.9363239,1.0822953,1.1458671,1.0459684,1.1200564,0.78339404,1.0185595,1.2397937,0.9567678,1.2649598,0.9225276,1.204561,0.9110632,1.2068002,1.0566059,0.9296146,1.2480319,0.55733037,0.7796388,0.91302216,1.2444468,1.2548224,1.2131816,0.6280495,1.1078248,1.1615155,1.1166838,0.84036,0.9710535,0.72143346,0.99257815,0.9949162,1.1238757,1.1565237
nail,1.3354871,1.028397,0.34687674,1.1703203,0.42673808,0.62815785,0.7957351,1.1637424,1.3465468,1.2869074,0.7790572,1.3143592,1.3944174,1.2859635,1.3142192,1.2381785,0.4547956,0.75204813,1.3776269,0.73917997,1.2102039,1.1635926,1.0768111,0.7600043,1.1951042,0.6492979,1.2063379,1.2749248,0.509879,1.2363862,1.2008008,1.202104,1.2372458,1.2461698,0.19829679,1.423922,0.44908917,1.1233935,1.2046067,1.1029488,1.1024468,1.027901,1.0645525,0.782834,0.79176927,1.1658878,1.0834643,0.49088347,0.7025417,0.8973331,0.88245845,1.0713135,1.1022272,1.3010626,0.38644803,1.1644249,1.1436818,1.038021,0.9106048,1.1084257,0.35450363,1.127183,1.3089768,1.3167856,0.8531557,1.2630824,0.84440494,1.1133054,0.571208,1.1839253,1.0036067,1.2538859,1.3150873,1.0809596,0.0,1.0651835,0.5132525,0.48524582,0.5252881,1.3107386,0.812597,1.2751998,1.2767994,1.3820059,0.17833781,0.64356005,1.0268679,1.0480833,1.0886966,1.0330765,0.9361947,1.1036519,0.7075909,0.9827781,0.960558,1.3300492,1.0930667,0.84545845,1.2033069,1.2197213,0.53145885,1.2482009,1.1249064,0.92508775,0.6073934,1.1763315,1.2895186,1.3054568,0.26308042,0.51400447,1.1247785,1.2226588,0.8227539,1.1755233,1.3405089,1.1785024,1.2925278,0.77165174,0.35088587,0.46049458,1.0420568,1.1159033,0.6625152,1.3030205,1.1878074,0.96133584,0.24418974,1.2578344
napkin,1.1317945,0.82711136,1.1205053,1.3059458,1.069583,0.96594465,0.83198845,0.7705217,1.1933227,1.1198144,0.953008,1.1911243,0.98241574,0.9557007,0.97013783,0.9097473,0.87781906,0.87459147,1.0403475,0.8255856,0.9899306,0.79922825,0.8792758,0.89720905,1.0492427,1.0821819,1.1750617,0.9528386,0.92052805,1.2508488,1.0513096,0.92510796,1.186615,0.9887044,0.93270296,1.1589694,0.87487215,0.86059946,1.1216778,0.9753892,1.0557196,0.9186467,1.107335,1.202611,0.8663146,1.1038451,1.2111576,1.0421157,0.9962369,0.85774904,0.8672527,0.69293934,0.97323364,1.2811344,1.0763115,0.6571191,1.1647191,1.0728142,1.3319058,1.2029315,1.0058793,1.1413137,1.0705068,0.9603432,1.045441,1.2219827,0.7082665,1.0301409,0.92166483,1.1171154,0.84378386,0.9006034,0.85068774,0.8648779,1.0651835,0.0,0.94558793,0.98411614,0.99262077,1.1159961,1.0410671,1.1132686,1.12482,1.122789,0.9146893,0.89225066,0.6619617,0.42793745,0.86969674,0.9167884,0.79863864,0.97191316,0.91829634,0.8282577,0.98545986,1.1397544,1.082971,1.2190723,1.084481,1.1239327,0.84606075,1.2813363,0.89125776,1.1360532,0.8312306,1.2264847,1.0720468,1.0471882,0.7608868,0.8975799,0.6419061,1.1038427,0.69215107,0.9751426,1.0798784,1.1470101,1.3005749,0.7260623,1.0288149,0.8463508,0.9738678,0.05045414,0.91972476,0.8697776,1.0848645,0.86384386,1.0089165,1.1864592
necklace,1.2864835,0.71910816,0.671532,1.082091,0.7823024,0.7893492,0.91102767,1.1378901,1.4181103,1.337783,0.59761536,1.3197658,1.2127085,1.1883857,1.197741,1.2786925,0.73573595,0.9951196,1.416429,0.86503905,1.1532953,1.182693,1.0045818,0.8711585,1.203009,0.47245765,1.3114715,1.1378418,0.70779335,1.2927362,1.34457,1.0871366,1.2559786,1.0797629,0.48454028,1.4919143,0.75714016,1.047718,1.2433902,0.96587723,1.116727,0.8802115,0.88100797,0.62872297,0.9251915,1.1771461,1.0562055,0.27709353,0.6907743,1.0409694,0.65783966,0.82207954,1.1292008,1.3156676,0.39807856,0.87806934,1.2295235,1.0239074,0.8143678,0.7991162,0.58705807,0.9836556,1.1457484,1.198309,0.99217373,1.157803,0.7991876,1.166259,0.81536245,1.2197849,1.1242485,1.2254933,1.1601278,1.0990583,0.5132525,0.94558793,0.0,0.7117535,0.6200569,1.2416716,1.029208,1.0833195,1.0611948,1.3758397,0.49657118,0.6328258,1.1033356,0.96845806,1.0917796,1.1452993,1.0543387,1.0045993,0.79514325,0.98423356,1.055139,1.3059404,1.1221788,0.95341843,1.1877985,1.1864513,0.62014556,1.0705061,0.9815458,0.7398277,0.6897584,1.2515318,1.2940321,1.2262924,0.47879785,0.72856396,0.7931465,1.2408603,0.8457588,1.1754781,1.2224176,0.97170615,1.4337771,0.9502073,0.30829406,0.42770272,0.760286,0.9984062,0.89994836,1.1777364,1.2023501,1.0299466,0.3192097,1.3496147
nose,1.2604159,0.82895434,0.70324254,1.2311904,0.73700154,0.8186435,0.9380495,1.0236964,1.285139,1.2647661,0.6803191,1.2751893,1.435911,1.2517118,1.2434388,1.2040278,0.6137123,0.7545616,1.2880268,0.8163267,0.98093045,1.100638,0.94714195,0.6736985,1.095501,0.71303606,1.0082496,1.0842874,0.52830607,1.1615744,1.0935991,1.1728911,1.2200559,1.2003454,0.5419968,1.3582579,0.6535257,1.1034526,1.0380713,1.0276383,0.9037432,0.8265505,1.0996579,0.7091022,0.9450402,1.2329116,1.093961,0.6817687,0.7810945,0.84965444,0.7601542,0.9923466,1.0882394,1.3075242,0.7492802,1.118328,1.1865467,1.1208105,1.0109556,1.1256698,0.6532925,1.0812861,1.2583497,1.3279724,0.76835775,1.2849498,0.7948114,0.982235,0.5608088,1.2191772,1.0941715,1.1845711,1.3069952,1.0727335,0.48524582,0.98411614,0.7117535,0.0,0.5579971,1.1267829,0.9113376,1.3558946,1.2071643,1.3891926,0.5450721,0.79773635,0.9156116,0.8436525,1.0033517,0.9434591,0.9521005,1.0240581,0.70036983,0.8137518,0.8436761,1.154969,1.1521888,0.84453684,1.0912851,1.2284966,0.7388201,1.3179543,1.130243,0.7962233,0.6282433,1.1312416,1.2550325,1.3500046,0.51403385,0.66316104,1.0165493,1.2476691,0.7963535,1.1104286,1.3518571,1.2283703,1.3322206,0.87726504,0.5980799,0.65815824,1.0928068,0.9964723,0.92837673,1.240918,1.1388733,0.8656532,0.5597799,1.0730816
