,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,cat,chair,clock,closet,coffee,comb,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,refrigerator,rooster,sauce,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
sock,1.1278721,1.1486955,1.0497121,0.9879079,1.0838042,1.1526113,1.05559,0.9424579,1.0232852,0.9436257,1.049831,0.81199324,1.0519922,0.9764127,1.0275848,0.99636006,1.0956343,0.9870467,1.0717624,1.0441135,1.0494692,0.92668456,1.2015208,0.98436606,1.0868595,0.8886647,0.8906617,1.1144086,0.9886951,0.9425104,0.98200303,0.96901184,1.0572319,0.9129694,1.0781435,1.0786356,1.0595334,0.8636911,0.73301995,0.88578606,1.0686096,0.9623084,1.1356584,0.9195599,1.2172103,0.8858453,1.1626909,1.0254991,0.81614125,0.99907726,1.0952091,1.0075634,1.168818,0.8551119,1.0527952,1.0234976,1.1828684,1.0668373,0.83846253,1.0748637,1.065466,1.0808889,0.9775135,0.94005704,0.90643096,0.9882575,0.64861923,0.94689864,1.093565,0.8780694,0.84331244,1.0157627,1.0536486,1.1334702,0.7371863,1.0499009,0.85414577,1.04825,1.0424087,1.2118099,0.94289345,0.99707633,1.1242427,1.0378727,1.0571094,1.1135643,0.7533214,1.0064242,0.9156112,1.1668072,0.90996444,0.7887563,1.0833076,1.0235208,1.0172867,1.0094998,1.0417197,0.84223473,0.8830456,0.96136767,1.0390649,1.1108904,0.8337716,1.0197563,1.0861006,1.0507764,0.0,0.9896755,0.9646453,1.0242149,0.8690708,1.0715412,1.0108467,1.159659,1.0103029,0.9888018,0.8832551,0.73616076,1.0373658,1.1671329,1.0941855,0.89082956,0.98519176,1.0711191
soup,1.3098115,1.0409008,0.9477938,1.1792831,0.9617994,0.9729275,1.1295389,1.0249082,1.1217034,1.2328695,1.0827997,1.2777805,1.2200437,1.0714823,1.1098793,0.92382187,1.0667943,0.91170686,0.4195249,1.115929,0.55381274,0.803741,1.1808761,1.0793155,1.0949801,1.0714211,1.0684369,0.9611916,1.153696,0.9906719,1.1695334,1.0227015,1.2565745,1.1262599,1.0651324,1.2139322,0.74120665,0.98417383,1.0038103,1.0696086,0.99381906,1.1998937,1.1718271,0.9456606,1.1973367,1.1397725,1.058071,1.0078621,0.977148,0.69977385,1.0037918,0.9800463,1.1229789,1.2757348,1.0944246,1.1042737,1.1928945,0.6670805,1.1982014,1.0087485,1.2292483,1.0227416,1.1939783,0.7932786,0.8402902,0.96115243,1.023506,0.60376865,1.0971401,0.69753444,1.1843752,0.8501638,0.71735114,1.0441468,1.1445618,1.0863578,0.98128766,0.89461285,1.1607152,1.0726709,1.2762797,1.3105853,1.1471729,1.1465621,1.0591844,1.032827,1.0904818,0.5212246,0.9131639,0.6222858,1.0256052,1.0823301,1.2022188,0.94666445,0.13402331,1.0848447,1.2766192,0.8373778,1.1553723,0.8595499,1.170747,1.0623394,1.0113758,0.96740454,1.2005166,0.88978446,0.9896755,0.0,0.4122218,0.9692936,1.0853481,1.1627403,1.2637513,0.8541282,1.1292616,1.1385247,1.095215,1.2247032,0.9361398,0.8390861,0.94861054,0.96593684,1.0522501,1.1801761
spoon,1.4011908,1.0290449,1.0151523,1.1297733,0.97931284,1.0719314,1.0283959,1.0457585,1.1733952,1.3482845,0.88513005,1.3668036,1.280036,1.1641074,1.2056874,0.90636617,1.0357627,0.72602534,0.42531562,1.1935055,0.57544994,0.8859413,1.2224534,0.954522,0.9906123,1.2172234,1.1393772,1.0292425,1.2108113,1.0645498,1.0476892,1.0357921,1.3460509,1.1083219,0.8028746,1.3097439,0.6312696,1.1080341,1.097132,0.96042347,0.9553276,1.1904197,1.1344914,1.0314398,1.232257,1.0489826,1.0663036,1.0287943,0.82122236,0.15580416,1.0611769,1.0940188,0.9817607,1.330309,1.1334443,1.1547365,1.2840132,0.705371,1.1881187,0.93267584,1.2803798,1.1810553,1.1897357,0.26963377,0.68807614,0.73390806,0.8931526,0.58459324,1.2772411,0.76646626,1.3350816,0.8757047,0.90832746,0.8947905,1.1244618,0.9200762,1.0458603,0.9362348,1.2071044,1.1513953,1.3532362,1.4468108,1.1479925,0.84701586,0.78588045,1.1290199,1.0103108,0.537698,0.97168535,0.54695964,1.0085697,1.186759,1.2241099,0.91938174,0.5293446,0.8266789,1.3619038,0.76461315,1.1624259,0.50376874,1.221727,0.8597713,0.97823393,0.7671236,1.2202001,0.73575,0.9646453,0.4122218,0.0,0.94758993,1.0869176,1.223843,1.3567991,0.81200707,1.0527438,1.0233935,1.0540614,1.1745411,0.8836253,0.8371949,0.97747195,0.7339161,0.894356,1.245303
strawberry,1.0871501,0.6551761,1.109446,1.2096744,0.708671,0.84098554,0.76886106,1.2172574,1.3136804,1.3344839,0.96321,1.3628495,1.2585965,1.1042421,1.1185834,1.0431598,1.2349238,0.78548795,0.9075352,1.2379144,0.76144034,0.8742459,0.8950548,0.99398035,1.1988637,1.167531,1.2179942,1.0261526,1.1197951,1.1904588,1.0707766,0.8371793,1.260418,0.8782217,0.8142498,1.3683918,0.78387415,1.0946081,0.93240577,1.1292799,1.0275904,1.0030705,0.80523646,0.7483835,1.2093265,0.7889199,0.95412,0.85784113,0.66905314,0.87519014,0.8657356,1.0866156,0.8977647,1.0353413,1.1489849,0.8929122,1.1289417,0.84607434,1.0147482,0.7849597,1.2639627,0.92918485,1.1983956,0.84943676,0.9038857,0.9378898,0.937329,0.8409794,1.0272322,0.9476377,1.1526842,0.86708105,0.7270119,0.7521086,1.2511835,0.80822915,0.9561362,0.80118763,1.2823467,0.9527686,1.1906846,1.217908,1.3323424,0.7883946,0.6921498,0.88462645,1.0994625,0.8626033,0.9452954,1.1373258,0.5853309,1.2516466,1.3178012,0.97157335,1.0534838,1.1446881,1.2378334,0.77186906,1.1713685,0.9896743,1.3197186,1.1868867,1.0125436,0.7193855,1.1415935,0.9191627,1.0242149,0.9692936,0.94758993,0.0,1.1305795,1.1657792,1.3698635,0.76444423,0.7646645,0.710251,1.1038102,1.1727692,0.7544533,1.2480863,1.1117661,1.0274228,0.78636146,1.2958345
stroller,0.9447961,1.2613567,1.0108609,0.9711169,1.2042522,1.0912831,1.1523601,0.8700651,0.9323159,0.77154994,1.1338919,0.8249545,0.81035745,0.945746,0.9963654,1.0242429,0.89104223,1.1234764,1.1684202,0.82066697,1.1454661,0.95885956,1.0452666,1.0831968,0.7457323,0.8264336,0.87257516,0.9718701,0.93230355,0.9127346,0.9890157,1.0560408,0.9195669,1.0572413,1.2432986,0.7445283,1.2259505,0.8306834,0.704835,1.0141735,1.0673206,0.8169226,1.183139,1.029332,1.068033,1.1451908,1.1511855,0.9733192,1.1197456,1.1440191,1.0778079,0.9312639,1.1844724,0.908722,0.88876307,1.1327639,1.0839739,1.0926142,1.0086546,1.2087595,0.49476123,1.0546377,0.7504505,1.1678641,0.9675816,1.1901374,1.0657301,1.1024934,1.0601903,1.112611,0.79107285,0.94078285,1.1539683,1.2820487,1.0003313,1.138606,1.1157937,1.199831,0.88512945,1.0035775,0.7125072,0.7720672,0.9090451,1.2636089,1.2485745,1.1414155,1.0788248,1.0751884,0.9472077,1.0812078,1.1784396,0.61594164,0.9072766,1.0653749,1.1467735,0.9814674,0.803466,1.0850965,0.7992995,1.0663882,0.8433799,1.1344501,0.75979006,1.2881048,0.99352247,1.1655847,0.8690708,1.0853481,1.0869176,1.1305795,0.0,0.8201121,0.78992283,1.2105758,1.2138237,1.1549976,0.7788139,0.953217,1.0489022,0.92887336,0.96846354,0.8631107,1.1976621,0.93052804
sweater,0.73254013,1.1788679,0.93601435,0.7008947,1.1797217,1.1749389,1.1680115,1.0699091,0.81596863,0.5070064,1.2822874,0.7796881,0.7237637,0.72743136,0.9424866,1.1752112,0.9653674,1.312096,1.2518188,0.90877235,1.2122437,1.2607515,0.99333817,1.3199272,0.93426013,0.7083927,1.075537,1.1332842,0.8371209,0.9094341,1.0560735,1.2209556,0.7235245,1.0276105,1.3157264,0.78431904,1.303515,0.83025795,0.8852989,1.0704883,1.2834274,0.8794478,1.0646636,1.0940466,0.6674249,1.1088333,1.2375765,0.988615,1.244699,1.2823114,1.1569884,0.8602406,1.0496222,1.0552356,0.7662064,1.2662967,0.7962924,1.0468284,0.9011048,1.2185365,0.5091788,1.0208175,0.72570693,1.2745448,1.1528285,1.2783568,1.0866622,1.096031,1.0166256,1.1212366,0.8378067,1.2153466,1.018239,1.1860406,1.1795461,1.2249607,1.0644078,1.2003034,0.87305486,0.92663276,0.6234907,0.79328287,0.78453004,1.2427799,1.3036435,1.1533861,1.1061704,1.110518,1.0175612,1.0264578,1.0471492,0.8577899,0.81015205,1.1371043,1.127519,1.070279,0.48987472,1.2217724,0.8535066,1.1765847,0.76809573,1.0954826,1.0604439,1.3522341,0.6834942,1.2583168,1.0715412,1.1627403,1.223843,1.1657792,0.8201121,0.0,0.6292991,1.2517436,1.1446862,1.1222746,0.8606912,1.1545479,1.2810119,0.8850258,0.9633895,1.2056714,1.2421516,0.7968418
table,0.7074348,1.405324,0.8119447,0.70864874,1.3384619,1.2144033,1.3164456,0.8190585,0.4492644,0.26135135,1.4200227,0.2911837,0.54681665,0.67615974,0.84489024,1.1453997,0.71514624,1.4956262,1.3639235,0.49944365,1.3672608,1.3058344,0.996917,1.3353004,0.84915197,0.66580784,0.7042589,1.1064378,0.6165571,0.71909714,1.021758,1.2569981,0.4855454,0.922341,1.532425,0.35765254,1.467637,0.8102062,0.96994853,0.92120063,1.1882534,0.9483545,1.1347415,1.215056,0.8482448,1.285922,1.3754925,1.0090618,1.3841159,1.4416953,1.3017578,0.6217533,1.3063914,1.0396628,0.5492305,1.2287651,0.8382563,1.172035,0.8076865,1.4747069,0.53001285,0.9134078,0.59879935,1.4726318,1.1326792,1.3836744,1.2219472,1.2475405,0.8250903,1.1849058,0.7072617,1.270968,1.2598584,1.456936,1.018879,1.4038777,1.2367642,1.32037,0.6028509,1.0969572,0.5402052,0.65393466,0.47642016,1.4365684,1.5444078,1.1671124,1.1613603,1.1742759,1.0003135,0.9264574,1.2687739,0.6310985,0.519322,1.2994539,1.2035861,0.8871362,0.541045,1.3069654,0.7698352,1.1577262,0.49078727,0.98335314,0.8498456,1.5845656,0.5819557,1.4132631,1.0108467,1.2637513,1.3567991,1.3698635,0.78992283,0.6292991,0.0,1.4214178,1.401381,1.3224179,0.719959,1.07949,1.3982763,0.60288036,0.96500605,1.1281887,1.470156,0.54956573
tape,1.2410239,0.54099166,1.1468873,1.4020584,0.50479674,0.60886014,0.8900249,1.1110109,1.2474798,1.4064398,0.7338299,1.4726255,1.4343666,1.19006,1.077916,0.99624616,1.0547001,0.5134472,0.47390336,1.2327341,0.8178462,0.5899228,1.0771006,0.7681142,1.1729459,1.2138683,1.1358731,0.70295805,1.3209801,1.2204597,1.1173017,0.8370563,1.2768884,1.1650437,0.53225076,1.3571501,0.34585232,1.0966136,1.0455258,1.1341835,0.75396776,1.3256354,0.9078822,0.7639873,1.0176005,0.94594914,0.75346416,1.1581417,0.8498833,0.7433671,0.74161255,1.2009274,0.72395015,1.0321332,1.2985265,0.78669536,1.2491347,0.8376342,1.3587899,0.5552529,1.3542881,1.1275623,1.3690412,0.6977197,0.9077709,0.61598,1.0964261,1.0739229,0.8676875,0.71624285,1.346828,0.8271543,0.6765197,0.56748664,1.0822096,0.8736932,0.9795897,0.5449015,1.2855208,0.80941993,1.5085121,1.4467206,1.3226184,0.6755492,0.54641944,0.7343192,0.93926156,1.0630536,1.1013421,1.0596126,0.96545297,1.3787805,1.3831381,0.71363,0.8814159,0.91605246,1.4734628,0.65709865,1.3922765,0.8072219,1.3723471,0.8396452,1.1333989,0.42489576,1.211177,0.65735465,1.159659,0.8541282,0.81200707,0.76444423,1.2105758,1.2517436,1.4214178,0.0,0.7966405,0.8603641,1.2375828,1.0718684,0.39376056,1.2575717,1.2296197,0.8196556,0.6145072,1.3903718
toe,1.2690103,0.6493457,1.2286137,1.088243,0.82729155,0.8556577,0.8896873,1.322608,1.4458883,1.3819196,0.58984524,1.3546331,1.2113528,1.2005424,1.0495245,0.9094286,1.2029716,0.7237051,1.0506303,1.3035723,1.0847588,1.0017141,1.023955,0.62355447,1.3898144,1.3208939,1.0902697,1.0616711,1.300955,1.2823567,1.1468935,0.92319083,1.2330413,1.118852,0.44435322,1.4774656,0.7915474,1.2539724,0.98436844,1.1708995,0.8154121,0.8462956,0.49671227,0.700172,1.014094,0.17304969,0.7169275,1.2259424,0.506686,0.9179338,0.7859128,1.3584373,0.37501323,0.67289466,1.1786959,0.6834744,0.76546335,1.1654339,0.6872753,0.4253037,1.2083112,1.1947603,1.1210591,0.80541384,1.1672459,0.80468875,0.71375304,1.1263983,1.1554253,1.1422653,1.0703515,1.0238413,1.0556943,0.36769497,1.0061882,0.33768928,0.66342986,0.73008394,1.3325698,1.0877742,1.2103807,1.0275067,1.3089358,0.4618188,0.44442493,0.7697995,0.8185097,1.206946,1.2373213,1.2737434,0.57442236,1.301627,1.3761642,0.9299227,1.1686442,1.173073,1.1220953,0.8795078,1.067237,1.0206861,1.3667002,1.058575,1.2698323,0.4695775,1.2414964,0.8954194,1.0103029,1.1292616,1.0527438,0.7646645,1.2138237,1.1446862,1.401381,0.7966405,0.0,0.7237728,1.2708923,0.9648667,0.8128801,1.405714,1.2239746,1.1070788,0.24492753,1.3548944
tooth,0.9283667,0.8615021,1.1011722,1.1268029,0.92668223,1.0382515,0.8144342,1.2865282,1.2810085,1.2757621,0.8848247,1.2542926,1.2198911,1.1663876,1.1516085,0.9623455,1.232002,0.8774967,1.1197981,1.314398,0.9202653,1.1265858,0.83227605,0.90897363,1.2264335,1.0618975,1.2301217,0.9354542,1.1373101,1.1298822,0.9246488,0.8947991,1.1196115,0.8644118,0.8392622,1.3521162,0.93039477,1.032384,0.90454674,1.0428045,1.0982337,0.90223867,0.7780848,0.83064,0.9795492,0.7664966,0.8680105,1.0010769,0.85473514,0.93543535,0.85790205,1.1084571,0.79604703,0.8698353,1.2337211,0.8771213,0.9869685,0.98333436,0.9429687,0.8277912,1.1838899,1.0552201,1.1840405,0.90641004,1.0533485,0.82521486,0.78627634,0.9318017,1.0939724,1.0671039,0.99574375,0.91254437,0.7218206,0.7558402,1.0405495,0.8006705,0.64381176,0.93992263,1.1339302,0.8253642,1.1075077,0.9298629,1.2336819,0.7156831,0.7737218,0.97995126,0.8414131,1.0629166,1.0814607,1.2220795,0.61471176,1.3274847,1.1658959,0.8991959,1.1179389,1.1010394,1.1130531,0.9286228,1.0819507,0.94879335,1.1912615,1.0343663,1.2109162,0.72997874,1.0816677,0.9242141,0.9888018,1.1385247,1.0233935,0.710251,1.1549976,1.1222746,1.3224179,0.8603641,0.7237728,0.0,1.080162,0.92448336,1.0080761,1.3338172,1.124882,0.99103117,0.817389,1.1518273
toothbrush,0.6737705,1.3003082,0.86884034,0.79348016,1.2340181,0.96580607,0.98297286,0.93188506,0.6750629,0.83226764,1.4223516,0.78266895,0.71610403,0.7325213,1.1544178,1.034567,0.89990795,1.2630233,1.1740571,0.82756066,1.2100674,1.0278442,1.0195198,1.394665,0.8981321,0.8444603,1.1618257,1.0230081,1.0084165,0.91369313,0.7869563,1.1135415,0.95186734,0.7970114,1.3638421,0.7004274,1.3770137,0.91547734,0.90537024,1.0721209,1.2951686,0.9465922,0.98852813,1.2175599,0.9201529,1.0509853,1.2421017,0.95236874,1.290367,1.2303611,1.1095206,0.89835536,1.2394648,0.8735079,0.7587532,0.88902384,0.9236562,1.0932493,0.67269003,1.3823574,0.8620926,0.9439341,0.888112,1.1807343,1.1827978,1.2472361,0.9311091,1.0038422,0.862959,0.9461632,0.5883997,1.1757307,1.1889297,1.3459642,1.0079589,1.2087001,0.94684225,1.4279933,0.8571509,1.037598,0.74888813,0.89468193,0.6959518,1.2634254,1.3570619,1.0897598,1.3004217,0.9350181,0.9831281,0.9140508,1.180522,0.7443711,0.80787593,1.1826346,1.0762634,0.8656436,0.783558,1.1291078,0.8871636,0.9489945,0.7754953,1.0711536,0.6705279,1.410394,0.9482769,1.3504286,0.8832551,1.095215,1.0540614,1.1038102,0.7788139,0.8606912,0.719959,1.2375828,1.2708923,1.080162,0.0,1.0318424,1.208801,0.7454574,0.93115664,1.0691035,1.3340256,0.8419096
towel,0.9039942,1.170821,1.2243593,1.0281626,1.2570124,1.0921934,0.8060387,0.7940695,1.0003732,0.9988322,0.79573625,0.8314447,0.9499352,1.096876,1.0084134,0.8100857,1.0012559,0.95848995,1.1696333,1.0667223,1.1251704,0.8517798,0.91701555,0.6395479,0.888417,1.0004157,0.74084103,1.0500557,1.0594126,0.8479803,0.873857,0.9067594,0.9705,0.9297395,0.9087978,0.958709,1.0229625,1.0125012,0.98305595,0.9410416,0.7900999,0.81652635,1.0624069,1.1043589,1.2160475,1.0202105,0.86933017,1.1073745,0.8900374,1.0618808,0.94540215,1.0668931,1.0896195,0.61020684,1.2269821,0.7801627,1.0552901,1.2420303,1.0965436,0.9309777,1.0000181,1.0339737,1.0974882,0.982866,0.9746282,0.8085968,0.8578793,1.0925306,1.13655,1.0324734,0.8758498,0.9573661,1.1450717,1.0555794,0.08241016,0.96065986,0.9593814,1.0955205,0.7988229,0.9771601,0.93197757,0.80183816,1.0286357,0.89597094,0.9509016,1.0451576,0.5075577,1.2604148,1.0802366,1.2936187,1.0275718,0.8150907,0.9081118,0.91294175,1.1688839,0.9358562,1.0120928,0.94450134,0.9494925,0.98264784,1.0213004,0.78964674,0.93812096,0.91896033,0.9757664,0.98378927,0.73616076,1.2247032,1.1745411,1.1727692,0.953217,1.1545479,1.07949,1.0718684,0.9648667,0.92448336,1.0318424,0.0,1.0204023,1.2922301,1.1365852,0.82960343,0.97121286,1.0040175
toy,1.2825972,0.43079567,1.1841787,1.4541978,0.32205725,0.55691993,0.74236643,1.017965,1.3924177,1.4063541,0.6511354,1.4553401,1.3909444,1.3013396,1.0990279,1.1072602,0.86206144,0.2843063,0.6354462,1.0942354,0.74193925,0.42009544,1.1542809,0.7580886,1.0220113,1.2967836,1.0776373,0.6570931,1.2868153,1.2154914,1.1983286,0.84293467,1.3169963,1.1306443,0.34029508,1.2980967,0.3226229,1.1077917,0.8241092,1.149845,0.7627777,1.3885806,1.0723077,0.78880405,1.1525936,0.9575307,0.62177503,1.0213065,0.7652214,0.69053686,0.44062608,1.3780634,0.8694857,1.0943614,1.2039973,0.6072248,1.3386803,0.8930883,1.4126076,0.47440636,1.3432622,1.0560441,1.4286418,0.7085481,0.76448953,0.6297526,1.1145878,1.0664693,0.87952596,0.8490906,1.2669849,0.7188911,0.8073791,0.5296426,1.0141399,0.9284473,1.1592164,0.5339557,1.4494419,0.92574364,1.5559219,1.5327945,1.2795284,0.63276064,0.48249143,0.8189046,1.0040243,1.0351473,0.9767784,1.1107202,0.94978327,1.2067323,1.5275161,0.79060566,0.99063146,0.91466206,1.5423827,0.6277297,1.4910347,0.81460047,1.4204582,1.006678,0.9351134,0.4106934,1.256694,0.58097076,1.0373658,0.9361398,0.8836253,0.7544533,1.0489022,1.2810119,1.3982763,0.39376056,0.8128801,1.0080761,1.208801,1.0204023,0.0,1.2109146,1.091833,0.76668286,0.6058432,1.4322737
tray,0.9210006,1.3213084,0.52920353,0.8819159,1.2483281,1.1456605,1.2005997,0.69821554,0.71276504,0.7482102,1.3830683,0.7898871,0.5979882,0.90668875,1.1067795,1.0208815,0.6170765,1.3095284,0.7178011,0.5531935,0.80520815,1.143173,1.0986899,1.3789464,0.9251485,1.0067794,0.974066,1.0414261,0.9685462,0.82757854,1.0584034,1.0855253,0.8762253,0.84582484,1.399698,0.5567801,1.2358085,1.0333477,1.0570556,1.1289668,1.1137912,1.157574,1.1762319,1.3022597,0.96090126,1.2532512,1.3096356,1.0213774,1.3110508,0.989992,1.1919076,0.849227,1.3105128,1.223444,0.64908236,1.1039376,1.0931677,0.6341417,0.92587423,1.4808717,0.83586216,0.90330017,0.70619607,1.1177934,1.1401707,1.4046324,1.1699207,0.72180486,0.88169205,1.0164639,0.8895736,1.1788635,0.98968524,1.4039516,1.2078761,1.3654861,1.2310007,1.2935979,0.8655917,1.0777906,0.8932471,1.0625846,0.58885646,1.4019152,1.4003024,1.2156518,1.3589311,0.45599985,1.0500398,0.1856885,1.2840977,0.79658264,0.85601115,1.3018056,0.80734766,0.9529394,0.91686386,1.2111127,0.8638418,1.0353688,0.83595353,1.0036944,0.85750896,1.433225,0.9102663,1.25544,1.1671329,0.8390861,0.8371949,1.2480863,0.92887336,0.8850258,0.60288036,1.2575717,1.405714,1.3338172,0.7454574,1.2922301,1.2109146,0.0,0.907202,1.2152933,1.4350698,0.9297652
tree,1.0398673,1.1248168,0.9275036,0.9505239,1.0593346,1.0527515,1.0509402,0.9295554,0.93217325,0.9222597,1.0719559,1.0134248,0.9430419,0.9301677,0.9295322,1.0579847,0.9220919,1.1075284,1.0475023,0.93973744,1.0206211,1.1092937,1.0684235,1.1804477,0.8736465,0.9707259,0.9796276,1.0694638,0.93499476,0.96549284,0.9441256,1.0249472,0.914282,1.1517088,1.1521513,0.901623,1.1038809,0.98490584,1.0854546,0.8916757,1.0959924,1.0456233,1.1264596,1.1705356,0.9532203,1.1634381,1.0630829,0.6156002,1.1686304,1.0164205,1.0122018,1.0406034,1.145865,1.2459011,0.8479061,1.2022046,1.0162003,0.9778045,1.0447855,1.164052,0.9129636,1.0371574,0.99260056,1.1165246,0.9017819,1.0304188,1.0626944,0.8837484,1.0702999,0.99236804,1.0307195,1.0093491,1.1365182,1.1846573,1.1117127,1.1487408,1.1369566,1.1537187,1.0280281,1.0277438,0.9801686,1.032245,0.9293011,1.2033476,1.1663575,1.1984642,1.1247137,0.86610425,0.64936185,0.91703445,1.1639295,0.96482927,0.9536899,0.984853,0.978057,1.0005729,0.9561024,1.0637696,1.0145259,1.0391755,0.91868764,1.0966051,0.87304634,1.1680723,1.0411618,1.0104128,1.0941855,0.94861054,0.97747195,1.1117661,0.96846354,0.9633895,0.96500605,1.2296197,1.2239746,1.124882,0.93115664,1.1365852,1.091833,0.907202,0.0,1.0392671,1.212312,0.7689418
vacuum,1.1683913,1.0212302,1.1243454,1.2123655,0.9966996,1.1659338,0.9322294,0.78318644,1.1519418,1.2474186,0.8675379,1.0829015,1.3418503,1.1238431,1.1659524,0.91723347,1.0079985,0.67608225,0.98178047,1.0887336,1.0150399,0.7737429,1.1697652,0.68383044,0.76248,0.9083003,0.7779705,0.9901443,0.9513517,0.8804793,0.96802676,0.99468917,1.1300437,1.0190847,0.83994055,0.997513,0.75307244,0.76011044,0.9092675,0.793448,0.72646135,1.1188872,1.1763281,1.0631412,1.1747491,1.0943743,1.1101432,0.848361,0.86816376,0.65014297,1.0453404,1.1320046,1.0577946,1.0465341,1.2146182,1.1076825,1.1446366,1.0455723,1.2392489,0.84661895,1.098386,1.0504135,1.3216829,0.66624033,0.5823311,0.6742308,1.0439637,1.0411294,1.1803975,1.01357,1.2508339,0.66555953,1.0556164,1.054296,0.8615755,1.0368634,1.1125301,1.0394739,0.95262784,1.0857625,1.2922964,1.1817563,1.2529135,0.92493033,0.8540261,1.0055466,0.94743246,1.0578703,0.7930224,1.1916159,1.1108048,0.9684192,1.0411123,0.6713065,1.0317931,0.529498,1.3025128,0.6387235,1.252352,0.48872888,0.96164304,0.84699774,1.0083611,0.746186,1.2372972,0.84518224,0.89082956,0.96593684,0.7339161,1.0274228,0.8631107,1.2056714,1.1281887,0.8196556,1.1070788,0.99103117,1.0691035,0.82960343,0.76668286,1.2152933,1.0392671,0.0,0.83096147,0.9568431
watch,1.3641264,0.6421506,1.2374995,1.1478487,0.71790767,0.8766195,0.8892735,1.2311394,1.444658,1.4353075,0.47351646,1.4182599,1.3224294,1.230116,1.0005531,0.93746895,1.2094214,0.46609515,0.9333096,1.3273138,1.0323175,0.8747605,1.0464696,0.551784,1.2909169,1.3169682,1.095718,0.97993904,1.2962378,1.3210815,1.0684714,0.9320052,1.2839276,1.220811,0.27135485,1.486579,0.57166183,1.2057738,1.067926,1.1279013,0.67762524,0.9552531,0.6416261,0.79412335,1.1113739,0.46202308,0.7068656,1.2287012,0.56046593,0.71703976,0.81458104,1.4103131,0.3506881,0.79281986,1.1929698,0.7647385,0.92024094,1.0901915,0.99333555,0.25580335,1.251581,1.2437791,1.2122173,0.6177657,0.98758674,0.5955781,0.84286714,1.1191068,1.2591193,1.0883411,1.2590828,0.846414,0.9726607,0.29382533,1.0216992,0.32653046,0.8194753,0.6601351,1.3722382,1.1283029,1.3261104,1.214376,1.4122031,0.33093476,0.30946326,0.867815,0.86394083,1.2172582,1.2119823,1.298496,0.77123237,1.2501603,1.434067,0.8115674,1.1647015,1.0367972,1.2826422,0.66944206,1.1795102,0.90140545,1.4324656,0.9836903,1.2255622,0.22956824,1.288465,0.69498193,0.98519176,1.0522501,0.894356,0.78636146,1.1976621,1.2421516,1.470156,0.6145072,0.24492753,0.817389,1.3340256,0.97121286,0.6058432,1.4350698,1.212312,0.83096147,0.0,1.4140978
window,0.8374069,1.3333826,0.91599387,0.7927116,1.3248143,1.1938634,1.1258159,0.8660377,0.5352934,0.61872286,1.2656896,0.50337076,0.88907444,0.87331945,0.9011272,1.1132172,1.062275,1.3355348,1.3301885,0.8413259,1.2834973,1.2322464,1.0121897,1.0556706,0.5555546,0.7313868,0.7994929,1.1962388,0.5027773,0.71120304,0.8870116,1.239913,0.6586243,1.0607452,1.366343,0.5667198,1.3618741,0.86058116,1.1725945,0.5382506,1.094311,0.8895969,1.1487659,1.2328498,0.8877709,1.2795653,1.2131001,0.81078136,1.2779127,1.2681706,1.3093779,0.7215427,1.2310983,1.1949221,0.8279133,1.2343884,0.8894951,1.1619291,0.96797323,1.3504369,0.7878916,0.87467605,0.88601005,1.2662145,0.8601227,1.034108,1.1392448,1.171004,1.0320001,1.109323,0.9891778,1.1979685,1.2339447,1.3085202,0.97965866,1.2709022,1.0545915,1.2866397,0.46156448,1.0950892,0.7503222,0.71782017,0.82055676,1.2736002,1.3653936,1.1302654,1.077588,1.1744976,0.80856365,1.0631614,1.2621562,0.93414915,0.32103264,1.1650794,1.1219953,1.0677097,0.6748064,1.3181068,0.86258954,1.2063118,0.33272117,0.80355465,0.8565955,1.4377235,0.7403959,1.163754,1.0711191,1.1801761,1.245303,1.2958345,0.93052804,0.7968418,0.54956573,1.3903718,1.3548944,1.1518273,0.8419096,1.0040175,1.4322737,0.9297652,0.7689418,0.9568431,1.4140978,0.0
