,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,cat,chair,clock,closet,coffee,comb,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,refrigerator,rooster,sauce,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
bowl,1.3791491,0.8612728,0.9891428,1.2804725,0.7695642,0.8622279,1.0319492,0.90437305,1.1211219,1.35172,0.87676203,1.3788091,1.3262626,1.2055833,1.1306778,1.0033998,0.92428064,0.6467153,0.0,1.0484239,0.44557077,0.59165335,1.1912935,0.9066261,1.0323246,1.2789909,1.0330143,0.91825217,1.2820628,1.082666,1.1892198,0.9495887,1.2856648,1.1530956,0.77654743,1.2357306,0.41677153,1.1572331,1.1108043,1.1058342,0.86395025,1.3256747,1.1391454,0.92083913,1.2080785,1.107147,0.94087416,1.0994084,0.9022321,0.53156626,0.9311317,1.1196647,1.0048014,1.3110977,1.1687781,0.9367134,1.3463383,0.5935742,1.3336833,0.88116825,1.3615181,1.0601084,1.2308187,0.5811167,0.8399594,0.8183074,1.0096493,0.6408179,1.0159668,0.6238099,1.3643796,0.9114649,0.7096875,0.83034074,1.0981458,1.0716717,1.1084526,0.729228,1.2234391,1.0487511,1.4485402,1.4854773,1.1843252,0.90377176,0.77379996,1.0297437,0.98963016,0.55280733,1.0290409,0.41163927,1.02728,1.2522602,1.3076714,0.9895252,0.46848404,1.0735132,1.4394941,0.7875664,1.2708677,0.85389197,1.3244588,0.8415228,1.0179389,0.7161126,1.2374024,0.7089808,1.0717624,0.4195249,0.42531562,0.9075352,1.1684202,1.2518188,1.3639235,0.47390336,1.0506303,1.1197981,1.1740571,1.1696333,0.6354462,0.7178011,1.0475023,0.98178047,0.9333096,1.3301885
box,0.8185697,1.2754557,0.82273394,0.9148457,1.1868776,1.0420475,1.1799673,0.6223686,0.66447866,0.6406468,1.2748034,0.6314505,0.69069666,0.9411091,0.96698964,1.0863804,0.55679154,1.246809,1.0484239,0.0,1.2029055,0.9880252,1.0677546,1.1988182,0.84026,0.9161294,0.63158613,0.94811106,0.8082398,0.81843394,0.966234,1.1398083,0.65992653,0.91560745,1.3244665,0.41240472,1.2576953,0.9624672,0.93253124,1.0074811,0.9473982,1.0524619,1.1754853,1.1317148,0.9701912,1.2491109,1.222387,1.0202005,1.2524366,1.2434767,1.1422553,0.8120148,1.2279366,1.0278302,0.7644471,1.0384995,0.9729329,1.1173316,0.9561641,1.3125434,0.7684845,0.84049827,0.82890713,1.2983197,1.0857766,1.3119867,1.1698349,1.080968,0.9112585,1.0817654,0.7842009,1.1418786,1.2035019,1.339298,1.011022,1.2373909,1.2694633,1.2192606,0.8155672,1.0541898,0.8481109,0.9156351,0.55166566,1.3299408,1.3594165,1.1239609,1.2072122,1.0068963,1.0404162,0.79710114,1.2620031,0.6751168,0.804067,1.2063549,1.1038884,0.8478192,0.87789613,1.1032017,0.9154283,1.0651612,0.77897304,1.0645015,0.8191582,1.3474196,0.8608621,1.2435923,1.0441135,1.115929,1.1935055,1.2379144,0.82066697,0.90877235,0.49944365,1.2327341,1.3035723,1.314398,0.82756066,1.0667223,1.0942354,0.5531935,0.93973744,1.0887336,1.3273138,0.8413259
bread,1.2254883,0.8653275,0.9077737,1.2522073,0.83356977,0.97706926,0.8900174,1.0364889,1.2706494,1.368703,0.9515082,1.4376247,1.2696226,1.2751101,1.1959543,1.0094534,0.987241,0.7954577,0.44557077,1.2029055,0.0,0.8558126,1.0138175,1.0377806,1.1446244,1.1962256,1.2347993,0.9357724,1.2099583,1.1109526,1.1877477,0.79307795,1.3353391,0.80996877,0.8761803,1.3399165,0.64371365,1.0816884,1.0255686,1.070037,1.0366737,1.300924,1.1387818,0.96352917,1.1517452,1.1461525,0.9120827,0.9806026,0.90224683,0.5982955,0.8057346,1.0745335,1.0495669,1.3145329,1.1506399,0.9718665,1.2819824,0.4164319,1.2978268,0.9931708,1.3505851,0.9714796,1.2630743,0.679378,0.8410511,0.9348608,1.0068945,0.5148151,1.0443609,0.72912854,1.2835205,0.911629,0.5728401,0.91492724,1.1171148,1.042049,1.0586079,0.76265675,1.2138906,0.90236574,1.411066,1.4184318,1.1960828,0.99079186,0.87177694,1.0689346,1.0095061,0.37989843,0.9419788,0.5837668,0.7836524,1.2961394,1.2965562,0.9405973,0.5559529,1.076836,1.419076,0.84741914,1.292855,0.82199395,1.2781687,1.0712757,1.026083,0.8247503,1.188047,0.7845863,1.0494692,0.55381274,0.57544994,0.76144034,1.1454661,1.2122437,1.3672608,0.8178462,1.0847588,0.9202653,1.2100674,1.1251704,0.74193925,0.80520815,1.0206211,1.0150399,1.0323175,1.2834973
bucket,1.2065554,0.8177934,1.1740698,1.2805684,0.76625943,0.64555985,0.84292895,0.7907107,1.0448006,1.3297343,0.81136787,1.218718,1.3225749,1.2502716,1.0589643,0.9939487,1.0054528,0.42948198,0.59165335,0.9880252,0.8558126,0.0,1.2034096,0.63268805,0.8395329,1.2447462,0.819604,0.83599794,1.1130376,1.0832746,1.0244274,0.94446784,1.2340789,1.1529863,0.7323563,1.0336328,0.48994362,1.1431699,1.0236688,0.9970345,0.7656752,1.1387569,1.1481905,0.9085456,1.2519569,1.083427,0.80072963,1.0273896,0.8144919,0.86092573,0.7514457,1.0804492,1.0485605,1.0730233,1.2400466,0.71558535,1.2613678,1.0555677,1.2925365,0.78328246,1.2868931,0.81651306,1.2998369,0.80855566,0.69441867,0.6308535,1.0177171,1.0394164,0.9533756,0.6960744,1.2304958,0.87517524,1.0165335,0.92577916,0.84247184,0.9810552,1.1656097,0.84216917,1.1235948,1.0304172,1.353846,1.3325033,1.192724,0.94710606,0.8186612,0.9035004,0.9475219,1.057078,0.93748,1.0588146,1.0455046,0.9292697,1.1861136,0.9669939,0.89960533,1.0194526,1.3409488,0.78315425,1.2841668,0.8769116,1.1846694,0.89415073,0.74984217,0.7596861,1.2027079,0.72723436,0.92668456,0.803741,0.8859413,0.8742459,0.95885956,1.2607515,1.3058344,0.5899228,1.0017141,1.1265858,1.0278442,0.8517798,0.42009544,1.143173,1.1092937,0.7737429,0.8747605,1.2322464
butterfly,0.70795715,1.0549527,1.0733039,0.9408088,1.1573639,0.99353284,0.76249844,1.1425343,0.99293953,0.9787122,0.9858443,1.0397621,0.8660854,0.93821055,0.90292174,1.0829017,1.0344683,1.2128347,1.1912935,1.0677546,1.0138175,1.2034096,0.0,1.1292287,1.085958,0.9400026,1.1266117,0.8773185,1.1300595,1.0007223,0.95076805,0.79884577,0.94738656,0.8535389,1.0605327,1.0352864,1.1823905,0.9863849,1.1135587,1.1957784,1.1100644,0.993768,0.9402717,1.2151227,1.0083154,1.0614269,0.7541889,0.95230055,1.1763003,1.1706889,0.7891646,0.9036626,0.9972421,0.9140781,0.99875593,0.93223435,0.8956096,1.0666237,0.98750114,1.1048403,0.9809943,0.9828937,0.96735114,1.1352546,1.189744,1.1327295,1.0877807,0.98804647,1.0409071,1.2147102,0.9007248,0.9094724,0.8620739,1.0325756,1.0017285,0.9245392,0.9833538,1.1105785,0.9166325,0.6134177,0.80620676,0.878853,0.9374229,0.90811217,0.98635477,0.8929389,1.0767345,1.082989,1.0612452,1.1083597,1.0102441,1.0295048,0.9437509,0.90239376,1.0859947,0.99208695,0.8735622,1.1178079,0.9481661,1.1325583,1.0198119,0.9624891,1.0507408,1.0385149,0.8516232,1.119387,1.2015208,1.1808761,1.2224534,0.8950548,1.0452666,0.99333817,0.996917,1.0771006,1.023955,0.83227605,1.0195198,0.91701555,1.1542809,1.0986899,1.0684235,1.1697652,1.0464696,1.0121897
can,1.2472196,0.82441133,1.2681334,1.2095906,0.9377936,0.9231516,0.8372154,0.9233965,1.2146592,1.3669204,0.3942511,1.2440145,1.4181528,1.3383856,0.9239415,0.8810421,1.1436474,0.4697336,0.9066261,1.1988182,1.0377806,0.63268805,1.1292287,0.0,0.8245071,1.2122406,0.7260312,0.9922813,0.9552391,1.1058228,1.0052116,1.0284111,1.1685228,1.2498804,0.43221003,1.2359705,0.56282616,1.1743574,1.1608536,0.6828174,0.6011776,0.91161776,0.9390895,0.8992006,1.181424,0.8599052,0.6883872,1.0636789,0.57500046,0.7346407,0.99303603,1.1268829,0.7410844,0.9321182,1.371908,0.8383008,1.0519459,1.1646746,1.2613487,0.543831,1.2771461,1.0469394,1.3191583,0.6712688,0.71473634,0.43801117,0.96853554,1.0941774,1.2802141,1.0541303,1.3525095,0.8750497,1.0905505,0.6283177,0.6813372,0.66141355,1.0046805,0.7965101,0.9737014,1.1093323,1.2895947,1.0731684,1.2908905,0.52829844,0.547315,0.8582631,0.5303218,1.2527835,1.0783042,1.2756224,0.946015,1.2496215,1.017058,0.85076404,1.1562978,1.1291201,1.2549839,0.8841414,1.2512631,0.93284965,1.088006,0.6081048,1.1591113,0.49554253,1.1741021,0.6420373,0.98436606,1.0793155,0.954522,0.99398035,1.0831968,1.3199272,1.3353004,0.7681142,0.62355447,0.90897363,1.394665,0.6395479,0.7580886,1.3789464,1.1804477,0.68383044,0.551784,1.0556706
car,0.879444,1.2272713,1.0834868,0.93815535,1.1960204,1.0420545,0.9590727,0.7014217,0.74520814,0.8251991,0.89995664,0.7973323,1.0559281,0.9593126,0.8097029,1.1270242,0.9091925,0.93721163,1.0323246,0.84026,1.1446244,0.8395329,1.085958,0.8245071,0.0,0.8854779,0.7163081,1.1628519,0.6949234,0.7895509,0.79858726,1.2690809,0.87587774,1.1493657,1.0203874,0.6498762,1.0450422,0.99019015,1.1555599,0.73473847,0.9054992,1.0266653,1.2919908,1.2176905,1.0038648,1.3880647,0.90205723,0.87055415,1.1223788,0.93864614,1.2125653,0.91432035,1.2368373,1.1570961,1.010618,1.0684448,1.1212937,1.1131146,1.236027,1.1147286,0.81699026,1.0166141,1.0655973,0.92718416,0.74720854,0.8874459,1.2829928,1.0310036,1.2268732,1.0810068,1.1496553,0.9664653,1.2453552,1.1579179,0.8811298,1.2891858,1.1750766,1.1669986,0.6391413,1.072087,0.8983939,1.0031013,0.85143447,1.0258896,1.0550109,1.181117,0.9709251,1.073633,0.8987545,0.99573845,1.3277457,0.8631861,0.5902254,1.0744641,1.1475219,1.0086838,0.90567154,1.0987217,1.0108368,1.1285803,0.66145134,0.7186329,0.74597466,1.1381134,0.7963059,0.8827194,1.0868595,1.0949801,0.9906123,1.1988637,0.7457323,0.93426013,0.84915197,1.1729459,1.3898144,1.2264335,0.8981321,0.888417,1.0220113,0.9251485,0.8736465,0.76248,1.2909169,0.5555546
cat,0.67495656,1.1863701,0.92006385,0.92504835,1.169215,1.1702884,1.1679535,1.082469,0.8688452,0.6381502,1.2407157,0.73723423,0.89258355,0.5413744,0.81259847,1.1232495,1.0482993,1.2987909,1.2789909,0.9161294,1.1962256,1.2447462,0.9400026,1.2122406,0.8854779,0.0,0.98487914,1.1657727,0.78879976,0.74544716,1.0473382,1.1859162,0.7477572,0.98337215,1.3546256,0.84119886,1.2833432,0.089782834,0.8772672,0.94303185,1.2557969,1.018082,1.1492022,1.1124636,0.8320738,1.2924783,1.161961,0.902721,1.2597593,1.2640896,1.1475374,0.82681006,1.1594852,0.9445828,0.9193835,1.2824711,0.8870449,1.0782956,1.0311292,1.2266247,0.7894037,1.0363318,0.9239751,1.3155522,1.1173329,1.241825,1.1719095,1.1129816,0.99725807,1.0647001,0.8198978,1.0590055,0.99596703,1.2920368,0.9900922,1.3064971,0.9244106,1.2216138,0.83661646,0.9320707,0.763802,0.8198206,0.90364206,1.2618701,1.3404124,1.0966716,0.9483266,1.131297,0.8724131,1.1276954,1.1813254,0.89151657,0.80570936,0.74868166,1.0632846,1.0265335,0.7788184,1.0786749,0.97198427,1.143851,0.7971915,1.1023519,1.1019443,1.2604413,0.7956391,1.1460629,0.8886647,1.0714211,1.2172234,1.167531,0.8264336,0.7083927,0.66580784,1.2138683,1.3208939,1.0618975,0.8444603,1.0004157,1.2967836,1.0067794,0.9707259,0.9083003,1.3169682,0.7313868
chair,1.0362624,1.246184,1.0689766,1.0537596,1.27363,1.2531517,1.1108898,0.5868483,0.7553432,0.821695,0.8362237,0.59827495,1.0835816,1.1713713,0.8956788,1.0029509,0.9708394,1.0751348,1.0330143,0.63158613,1.2347993,0.819604,1.1266117,0.7260312,0.7163081,0.98487914,0.0,1.0793514,0.7309235,0.6629015,1.0285796,1.0825406,0.6224192,1.1663215,1.1251798,0.6212493,1.0394396,1.0002829,0.9798008,0.7671237,0.60498595,0.9872278,1.2081169,1.081816,1.0835744,1.1268829,1.0730249,0.9877795,0.97914463,1.101434,1.1248366,0.97786015,1.1315128,0.94862616,1.1274053,1.1554886,0.9935926,1.2146693,1.109452,1.0881996,0.84400994,0.90798724,1.0412954,1.1397667,0.8242873,0.9532204,1.08889,1.1059642,1.1824806,1.0782362,1.1138537,0.9259523,1.3008405,1.2486197,0.68357456,1.1102169,1.2097013,1.1299912,0.69999033,1.1664388,1.002677,0.83682364,1.0301778,1.1704663,1.1844392,1.0393709,0.77071476,1.1691883,0.96982574,1.0308834,1.2038351,0.67793185,0.75807756,0.9788342,1.087466,0.94447744,0.957584,0.9491453,0.99241745,1.0496185,0.72941244,0.83366215,0.95162153,1.0640433,0.98607165,1.0354934,0.8906617,1.0684369,1.1393772,1.2179942,0.87257516,1.075537,0.7042589,1.1358731,1.0902697,1.2301217,1.1618257,0.74084103,1.0776373,0.974066,0.9796276,0.7779705,1.095718,0.7994929
clock,1.025955,0.84998244,1.06706,1.1837021,0.73318154,0.71681005,1.0294027,0.96188545,1.0902146,1.147624,0.9221677,1.1923891,1.044092,1.1726236,1.0201846,0.9921823,0.8600113,0.9144449,0.91825217,0.94811106,0.9357724,0.83599794,0.8773185,0.9922813,1.1628519,1.1657727,1.0793514,0.0,1.1366147,1.1137131,1.0262951,0.86852694,1.1367145,0.97383755,0.9385624,1.0302628,0.84519637,1.0952572,0.76248586,1.0883765,0.9227724,1.1150899,1.0485032,0.9262332,0.9900551,1.0915294,0.8029829,1.1487638,1.1074774,1.0034479,0.67468727,0.92164147,0.99386185,1.0165728,1.1110568,0.8114901,1.1637076,0.96366256,1.1322453,0.9092026,1.1506525,0.93589383,1.1722317,1.0898507,0.9241557,0.8947474,1.0630604,1.0951653,0.77630895,0.9195662,0.93333167,0.7709372,0.79030204,0.99092734,1.0381354,0.9490486,1.0455015,0.9381243,1.1439219,0.7026997,1.2035536,1.1775025,0.9907017,1.0822849,1.0555018,0.8155644,1.0900108,1.0725142,1.1425346,1.0057027,1.0265806,1.0622853,1.1966645,0.9221883,0.926793,0.8842044,1.1749297,0.8660076,1.1787369,0.92503357,1.1315385,1.0595498,1.042687,0.8869036,1.1112205,0.9132437,1.1144086,0.9611916,1.0292425,1.0261526,0.9718701,1.1332842,1.1064378,0.70295805,1.0616711,0.9354542,1.0230081,1.0500557,0.6570931,1.0414261,1.0694638,0.9901443,0.97993904,1.1962388
closet,0.84126735,1.2485969,1.0313928,0.8404305,1.1943994,1.230991,1.1448212,0.8322201,0.5859096,0.61736274,1.2016354,0.629515,0.97012895,0.96735835,0.80845153,1.1645231,1.1447766,1.1974925,1.2820628,0.8082398,1.2099583,1.1130376,1.1300595,0.9552391,0.6949234,0.78879976,0.7309235,1.1366147,0.0,0.8566086,0.95792115,1.2805748,0.61044335,1.1017919,1.3076999,0.6306108,1.2246382,0.91792476,1.0824242,0.30274355,0.98074937,0.835843,1.1433047,1.0975738,0.89344764,1.2965236,1.2686415,0.9634416,1.16411,1.2238818,1.3668427,0.74184567,1.1858354,1.1635029,0.9718338,1.3817582,0.937428,1.1749007,1.0468599,1.2050312,0.8108826,0.8239145,0.95950216,1.3021011,0.76895636,1.0454406,1.1992162,1.1352992,1.0322294,1.0258032,1.0400254,1.0513498,1.2042882,1.2443095,1.0204285,1.2233133,1.1208551,1.1588593,0.56532377,1.1089143,0.7493792,0.70656824,0.93554074,1.2906121,1.346293,1.1329223,1.0174229,1.1883035,0.94397175,1.0900643,1.1497461,0.8181244,0.4197998,1.1556393,1.1308396,1.0138359,0.7421397,1.1835065,0.9438097,1.0906577,0.41023886,0.946954,0.9436329,1.3049947,0.7749852,1.1196923,0.9886951,1.153696,1.2108113,1.1197951,0.93230355,0.8371209,0.6165571,1.3209801,1.300955,1.1373101,1.0084165,1.0594126,1.2868153,0.9685462,0.93499476,0.9513517,1.2962378,0.5027773
coffee,0.8318795,1.295264,0.90508616,0.91974676,1.3063519,1.2744743,0.9738164,0.76801574,0.8688357,0.88878,1.2327201,0.6150527,0.9282841,1.0002445,1.180306,0.964166,0.99290526,1.2676771,1.082666,0.81843394,1.1109526,1.0832746,1.0007223,1.1058228,0.7895509,0.74544716,0.6629015,1.1137131,0.8566086,0.0,1.0803655,1.0868759,0.858845,0.84276384,1.359956,0.68557984,1.1791574,0.7170455,0.85930544,0.94836044,0.9086709,1.0382484,1.155578,1.2120432,1.0449703,1.2328299,1.258127,0.8127595,1.127339,1.1462033,1.159021,0.8817774,1.2476172,0.96603775,1.0469475,1.0636876,1.0281144,0.99309975,0.97739637,1.3025144,0.9328075,0.86374855,0.99843943,1.1641687,0.9509023,1.1588762,1.132812,0.9245502,1.0570152,1.0902604,0.9347791,0.91404694,1.0219648,1.3357224,0.8061148,1.2831618,0.99862415,1.2427387,0.69319487,1.0693892,0.92496824,0.7884198,0.91832083,1.2847836,1.3303134,0.99313813,0.9969449,0.94866264,0.9497459,0.89172155,1.1637803,0.80053747,0.78253603,1.0253512,0.9471635,1.0380327,0.87659633,1.1475526,0.85126364,1.11122,0.7857838,0.9508904,0.9753568,1.3045619,0.9453857,1.1736674,0.9425104,0.9906719,1.0645498,1.1904588,0.9127346,0.9094341,0.71909714,1.2204597,1.2823567,1.1298822,0.91369313,0.8479803,1.2154914,0.82757854,0.96549284,0.8804793,1.3210815,0.71120304
comb,0.6899339,1.1589147,1.0672549,0.79735345,1.1781145,0.9982593,0.8888349,0.5936413,0.8336051,1.0181186,1.0494274,0.89492524,0.96832365,0.9036572,0.96870357,0.9879079,1.0658578,1.0969191,1.1892198,0.966234,1.1877477,1.0244274,0.95076805,1.0052116,0.79858726,1.0473382,1.0285796,1.0262951,0.95792115,1.0803655,0.0,0.8760269,0.8807835,0.7783078,1.0452986,0.6612501,1.1769425,1.1727232,1.1754951,0.9506525,0.94414216,0.9035004,1.0580177,1.1542373,1.0372822,1.0963669,0.9241725,1.0301352,1.0987885,0.98783237,1.1710522,0.91462135,1.0623744,0.88334966,0.99400425,0.9485259,0.9790385,1.2555193,0.9228114,1.106606,1.0125055,1.0574708,0.98905414,0.9465447,0.9215329,0.9823948,1.0111653,0.9295466,0.97627056,1.1060792,0.8408782,1.1451653,1.1244676,1.0768162,0.9085573,0.98238015,1.0641711,1.1501256,0.8928194,1.0114036,0.8182583,0.94546866,0.9711101,0.9692217,1.0231979,1.084077,1.0785165,1.0924714,1.0904987,1.1276838,1.0908909,0.93588114,0.8129477,1.1009408,1.1873469,0.89358485,0.93659663,1.0368443,0.9331126,1.0116973,0.8901533,1.0056664,0.8218303,1.0920032,0.9743992,1.0614567,0.98200303,1.1695334,1.0476892,1.0707766,0.9890157,1.0560735,1.021758,1.1173017,1.1468935,0.9246488,0.7869563,0.873857,1.1983286,1.0584034,0.9441256,0.96802676,1.0684714,0.8870116
corn,1.0298781,0.8257635,1.0271572,1.2237654,0.8838667,0.92587686,0.7967886,0.8812436,1.2445936,1.2639818,0.9025209,1.2197921,1.095453,1.0748738,1.1008049,1.0385286,1.0488284,0.9494855,0.9495887,1.1398083,0.79307795,0.94446784,0.79884577,1.0284111,1.2690809,1.1859162,1.0825406,0.86852694,1.2805748,1.0868759,0.8760269,0.0,1.0947609,0.76510996,0.9031296,1.1136435,0.9357898,1.0820957,0.97568744,1.2252342,0.964322,1.2067397,0.96898293,0.9337972,1.0658875,0.9170658,0.8102161,1.0105985,0.97046083,0.94231755,0.76512474,1.1086783,0.9859666,0.95785093,1.0268981,0.84240425,1.1405066,0.9175619,1.095473,1.0064354,1.1947882,0.9802147,1.074868,0.9898905,0.99034196,1.0334952,0.9503103,0.92143166,0.8443705,1.0789542,1.0251925,0.87417114,0.8073853,1.0038214,0.9385664,0.91676825,0.9671783,0.81404555,1.1986126,0.7919278,1.227133,1.1310378,1.1935363,0.9859346,0.8972771,0.85258573,1.0802058,0.9236347,0.9559358,1.0320661,0.91311556,1.1525726,1.2487037,0.79583067,0.9917381,0.949129,1.2618033,0.92017925,1.0363117,0.9730199,1.2924426,1.1411202,0.9128295,0.90046865,1.2459025,0.9963481,0.96901184,1.0227015,1.0357921,0.8371793,1.0560408,1.2209556,1.2569981,0.8370563,0.92319083,0.8947991,1.1135415,0.9067594,0.84293467,1.0855253,1.0249472,0.99468917,0.9320052,1.239913
couch,0.7598834,1.2948024,1.0049722,0.7278594,1.2771835,1.2624327,1.1772676,0.780843,0.5828331,0.48532438,1.1626301,0.51608336,0.76246375,0.81377125,0.7601695,1.138969,0.9554689,1.3165386,1.2856648,0.65992653,1.3353391,1.2340789,0.94738656,1.1685228,0.87587774,0.7477572,0.6224192,1.1367145,0.61044335,0.858845,0.8807835,1.0947609,0.0,1.0317901,1.3151704,0.49243104,1.2678566,0.8799339,1.0491819,0.79332054,1.0587213,0.9267664,1.1408025,1.2241226,0.9065454,1.2258155,1.210978,1.0450594,1.2262352,1.3309513,1.2430226,0.8480356,1.183649,1.0170956,0.7516258,1.2876841,0.9278594,1.205157,0.98624146,1.2937932,0.67644715,0.9858635,0.78972447,1.371395,1.006173,1.2418839,1.1991465,1.2408433,0.9733311,1.1789283,0.8504889,1.1283015,1.2181226,1.2730132,0.97974324,1.2271734,1.1876273,1.2038921,0.6947113,1.0196548,0.6671854,0.7008519,0.7933562,1.2380066,1.3215666,1.212515,1.023134,1.2403902,1.0229858,1.0558642,1.2285233,0.7830738,0.5645982,1.1021919,1.2129036,0.97420615,0.7072633,1.1230202,0.87193584,1.1900557,0.5417852,1.019186,0.95650697,1.2845608,0.74573183,1.2096952,1.0572319,1.2565745,1.3460509,1.260418,0.9195669,0.7235245,0.4855454,1.2768884,1.2330413,1.1196115,0.95186734,0.9705,1.3169963,0.8762253,0.914282,1.1300437,1.2839276,0.6586243
cracker,0.735925,1.1301495,0.80529505,0.9628768,1.145979,1.0750275,0.768476,0.84122276,1.0972962,1.0708525,1.3055557,0.9216126,0.81413436,1.0538234,1.2704351,1.0135151,0.83931893,1.26306,1.1530956,0.91560745,0.80996877,1.1529863,0.8535389,1.2498804,1.1493657,0.98337215,1.1663215,0.97383755,1.1017919,0.84276384,0.7783078,0.76510996,1.0317901,0.0,1.2591671,0.86034226,1.2461147,0.9804851,0.8033843,1.2253143,1.2137363,1.0224253,1.0053381,1.0482459,1.0333923,0.9731924,1.1718934,0.98065764,1.0333745,1.1230506,1.0547752,0.84592986,1.1243367,0.7883615,1.006109,0.8076379,0.9375657,0.84423304,0.75523627,1.2334713,1.1065344,0.8608041,1.015304,1.069904,1.1610118,1.3949827,0.9470244,0.85994416,0.77053654,1.0636495,0.6600428,1.0863445,0.8096682,1.242698,0.95283043,1.1156367,1.0342478,1.1245598,0.99199593,0.9000203,0.8990773,0.89017516,0.8218936,1.1935537,1.1589892,0.9795603,1.1278014,0.7853401,1.1047823,0.9317425,0.7861085,0.95564836,1.0562632,1.1082393,1.0545174,0.85786915,1.0125626,1.0736442,0.9263438,0.91530555,1.0743157,1.2162087,0.89236784,1.2425636,0.9259075,1.26457,0.9129694,1.1262599,1.1083219,0.8782217,1.0572413,1.0276105,0.922341,1.1650437,1.118852,0.8644118,0.7970114,0.9297395,1.1306443,0.84582484,1.1517088,1.0190847,1.220811,1.0607452
crayon,1.3522425,0.48524725,1.2636439,1.2989471,0.5272038,0.7185598,0.71592,1.1859097,1.4399261,1.4700814,0.279958,1.514349,1.4771322,1.2846318,0.934881,1.015519,1.090527,0.21726114,0.77654743,1.3244665,0.8761803,0.7323563,1.0605327,0.43221003,1.0203874,1.3546256,1.1251798,0.9385624,1.3076999,1.359956,1.0452986,0.9031296,1.3151704,1.2591671,0.0,1.5098102,0.33020198,1.247337,1.1675278,1.057391,0.7013712,1.2024635,0.8584389,0.8778363,1.1424383,0.6775511,0.42156482,1.0989078,0.62383014,0.5092852,0.6229204,1.453553,0.5479325,0.99378216,1.216191,0.63542885,1.1579658,1.0585564,1.2878726,0.2766438,1.3569734,1.2292885,1.3690708,0.43081236,0.8690039,0.419096,0.9737524,1.0714691,1.2311809,1.0314417,1.3838804,0.86114967,0.9567305,0.17838395,0.9457844,0.56259894,1.0140187,0.5383023,1.3882043,1.0500362,1.4920444,1.4165721,1.3484656,0.16582417,0.14910054,0.89471173,0.78587437,1.1479112,1.1258662,1.2267462,0.8642745,1.4357861,1.4066312,0.7787186,1.1495662,1.0547413,1.4562798,0.7134068,1.4100674,0.8845029,1.4167991,0.73949945,1.1844044,0.18421829,1.2031406,0.44418508,1.0781435,1.0651324,0.8028746,0.8142498,1.2432986,1.3157264,1.532425,0.53225076,0.44435322,0.8392622,1.3638421,0.9087978,0.34029508,1.399698,1.1521513,0.83994055,0.27135485,1.366343
crib,0.67487454,1.4274268,0.84947366,0.7681634,1.360229,1.1573337,1.1832243,0.27494144,0.39298618,0.49325836,1.4204302,0.36970758,0.6408739,0.785168,0.9761419,1.0823464,0.7524711,1.4187236,1.2357306,0.41240472,1.3399165,1.0336328,1.0352864,1.2359705,0.6498762,0.84119886,0.6212493,1.0302628,0.6306108,0.68557984,0.6612501,1.1136435,0.49243104,0.86034226,1.5098102,0.0,1.4019289,0.9526074,1.0448629,0.8879492,0.9123801,0.99129564,1.2199214,1.3344707,0.9720261,1.3455677,1.3346627,1.0243032,1.3739058,1.3667723,1.3113506,0.72373205,1.3785602,1.0329651,0.65758556,1.1315775,1.0053617,1.210629,0.93366975,1.5034459,0.6352757,0.8967986,0.7379557,1.4115231,0.8917422,1.3250625,1.219528,1.1276712,0.8282379,1.1470854,0.735904,1.2156732,1.2833921,1.5022041,0.93363607,1.3700805,1.2681985,1.3826416,0.5363579,1.0842412,0.6467129,0.7615394,0.59365433,1.4847382,1.5367864,1.1949074,1.2523497,1.1172235,1.0133122,0.89362985,1.382422,0.55705553,0.48351502,1.296698,1.1694762,0.8448169,0.74796236,1.2193909,0.82796574,1.118918,0.49376148,0.99247384,0.686932,1.5520658,0.7398913,1.3763034,1.0786356,1.2139322,1.3097439,1.3683918,0.7445283,0.78431904,0.35765254,1.3571501,1.4774656,1.3521162,0.7004274,0.958709,1.2980967,0.5567801,0.901623,0.997513,1.486579,0.5667198
