,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
plant,0.8476231,1.1703546,0.8165761,1.2472994,1.062495,0.8668653,0.9233333,0.9649054,1.2291863,1.2642391,0.79984736,1.2834368,1.3189006,0.7581061,1.2725997,1.1607264,0.8875987,0.69551647,0.9256583,0.9697278,0.78426206,0.9950374,1.0148363,0.7419065,0.7848895,1.1078342,0.93208474,1.0812516,1.0008533,0.8228396,1.0370231,1.000001,0.77608246,0.7220123,1.1887666,0.8013799,0.746536,1.2129952,0.9609547,0.78085506,1.1739104,1.1448057,1.1355095,0.9937564,0.8954539,1.2840745,0.9620762,0.99032146,1.2138625,1.1764212,1.0578659,0.86349535,0.45351917,1.2191533,0.8384888,0.69196135,1.0901512,0.8440988,1.2404037,1.0290655,0.848634,1.0682267,1.2241116,0.96927387,0.84823054,1.006851,1.2780404,1.1670597,1.0590426,1.2593989,0.94899255,1.0646422,0.786517,1.1477103,1.317652,1.3090692,1.1759965,1.0955603,1.1143644,0.8928105,0.929743,0.85698706,0.95786595,0.9986468,0.82452595,1.0851048,1.2739118,1.1923385,1.0318583,0.7435146,0.7517967,0.7583804,1.1642611,1.2639191,0.8101442,0.0,0.790295,1.0197015,0.89346325,0.9856729,0.96455276,0.96662,0.75767314,1.1038005,0.96571773,1.2842493,1.1847979,1.2299626,0.83298516,1.0917486,1.2258482,1.1952162,0.8169826,1.129317,0.7574502,1.2194903,0.93713844,0.76336306,1.1507684,1.210265,1.1612663,1.0468807,0.97839326,0.8943423,1.0045872,0.8148563,0.9193864,1.1008576,0.62945056,0.7439757,0.83974886,1.0074074
plate,1.2200549,0.9180463,0.48127675,1.5448105,0.8613916,0.6718869,0.50491047,0.78444946,1.292676,1.4985532,0.39142108,1.4336829,1.5841008,0.87235117,1.440418,1.1052595,0.8553279,0.49198997,0.33931625,1.0643455,0.3416686,1.0285729,0.68342316,0.91770357,0.5424773,1.1721545,0.66188943,1.131341,0.98345274,0.63483626,1.3437517,1.0889591,1.2163076,0.29073894,1.4251733,0.6463321,0.2997676,1.4583379,0.51138836,0.92573357,0.9440547,1.3720541,1.3324721,1.2189876,0.82342494,1.3831408,0.8246968,0.61915517,1.2983814,1.382278,0.79523206,0.6667763,1.0216662,1.2001258,0.67045504,0.9450511,1.3516413,0.5447462,1.1758977,1.0665616,0.6042251,1.3126639,1.2791469,0.7585017,1.103296,1.3280908,1.382365,1.5393875,0.99861103,1.4452515,0.70416296,1.2834077,0.6393622,1.3760943,1.3799847,1.3582888,1.1906329,1.0673878,1.2642496,0.512576,0.42742407,0.6704502,0.5863967,0.635303,0.8399603,1.0124958,1.5724745,1.4094915,1.2688442,0.30069757,0.27485836,0.80515516,0.98207927,1.3394158,0.3894325,0.790295,0.0,1.1654164,0.7368325,1.1366194,0.78850555,1.1906829,1.0734829,1.340069,1.0328728,1.500121,1.1795559,1.4347614,0.73820716,1.3664081,1.1145056,1.2904803,0.4026701,1.2172275,0.60836434,1.1356928,0.8558317,0.688965,1.3768477,1.5419042,1.3986185,0.48234367,0.61951107,0.8448273,1.1208231,0.36269587,0.88800627,0.64564276,1.2696788,0.7354231,0.54848874,1.1445731
pony,0.88799244,1.0286034,1.1662874,1.027141,1.0620434,1.1297735,1.1507306,1.0047147,1.10608,1.007118,1.2046967,1.0279294,0.97421354,0.8911439,1.0282514,1.1246469,1.0805439,1.1023592,1.0880121,1.091467,1.087725,0.98794144,1.0557039,0.92307025,1.1011453,0.95098525,1.1532345,0.9899223,1.0137812,0.9841768,0.9530909,1.1676266,1.0591055,1.0912173,0.928354,1.0214317,1.2390336,0.9635355,1.1512764,0.7918302,1.040314,0.35039985,0.85969776,0.94966096,1.0029789,0.9559116,1.1240532,1.0920936,1.0069253,0.91835403,1.1287951,1.0930203,1.1085572,1.0619072,1.0743868,0.963408,1.0627636,1.201113,1.0514905,1.0567055,1.1815414,0.95331466,1.038569,1.1138906,0.9770643,0.43170947,0.99210316,0.9382596,0.9924897,0.9684146,1.2225206,0.8812908,1.0641117,0.91526073,0.98183006,1.0203457,0.8961345,1.0613796,0.8526477,1.1980752,1.0682237,1.123542,1.0964813,1.1136303,1.0142313,1.0029175,0.9604076,0.91254455,0.9621028,1.2335215,1.200921,0.910737,0.84803694,0.9340161,1.0747494,1.0197015,1.1654164,0.0,1.0354911,0.96052873,1.0340835,1.0072042,0.90785486,0.944844,1.0962107,0.94632816,1.0220015,1.0067828,1.0442948,0.9889887,1.1159794,1.0615569,1.1520702,1.0517232,0.9480384,1.0823069,0.98672086,1.0975264,0.8306665,0.8904877,1.0020862,1.1333934,1.0814028,1.0263457,1.1973737,1.0592971,1.0405438,1.1057031,1.0658205,1.0452269,1.219273,0.98682576
pumpkin,1.2417039,0.60150325,0.57633215,1.2680193,0.54574716,0.49599218,0.86499655,0.9960643,1.1466608,1.3357085,0.9252836,1.3789713,1.3099716,0.812153,1.3504657,1.1238664,1.0896801,0.5206878,0.59982026,1.1652954,0.5704809,1.1749663,0.80610263,1.09597,0.8855169,1.3136034,1.0064768,1.2102791,1.2497859,0.760283,1.1805784,1.2639968,1.1450839,0.7758699,1.3224784,0.8895009,0.7559999,1.3747189,0.5649396,0.7755513,0.82010055,1.1431098,1.0752064,1.1381707,1.2510393,1.1722735,0.99550503,0.69046456,1.1559426,1.1457088,0.96266717,1.0956019,0.85364145,1.2230365,1.0810357,1.0356154,1.1808615,0.88589615,1.1604229,1.1501858,1.0161159,1.1415467,1.1994412,0.8543288,0.9338949,1.2003475,1.148263,1.2354277,0.8438887,1.2945656,1.065724,1.2566026,0.7720281,1.2065015,1.0625263,1.2346001,1.314156,1.0845374,1.0797048,0.64697516,0.7854448,0.8609663,0.66147155,0.28454614,1.1094043,0.9229424,1.284313,1.2809539,1.3358101,0.84707785,0.84355533,0.78908634,1.050957,1.2661606,0.5790292,0.89346325,0.7368325,1.0354911,0.0,1.1645827,0.99052054,1.1969595,1.0067331,1.2351046,1.2121129,1.2548152,1.0689129,1.2307054,0.37673044,1.1450164,1.1955575,1.0396208,0.77077043,1.264472,0.801448,1.1529452,0.66069436,0.8784108,1.2477434,1.2651157,1.3376807,0.59539694,0.7851354,1.1281612,1.2869574,0.78302574,0.8314089,1.0786998,0.9827271,0.9236166,0.7831445,1.1647054
purse,0.8980825,1.0609118,1.3495247,0.8819597,1.1478356,1.3037295,1.1061424,0.48588002,1.1387496,0.8036045,1.1326007,0.81366086,0.79771024,1.11116,0.669363,1.1038473,0.67776364,1.1198826,1.1157662,0.574605,1.1718032,0.956295,0.8334166,1.1168835,0.9537946,0.9342456,1.1001436,1.1558293,0.6823984,1.0756298,0.8479534,0.8672018,1.066963,1.1372643,0.7592135,0.9136138,1.2914429,0.7169996,1.1277174,1.0987762,0.92158276,0.9083133,0.78696424,1.0088558,0.6139786,0.90350384,1.1543652,1.3086145,0.97233367,1.0911543,1.1724966,1.1608374,1.1329168,0.8477937,0.99382025,1.0600398,0.96045494,1.3114297,0.7644385,1.0219908,0.89714396,1.0949072,0.9348853,1.0835363,1.1604573,0.9922518,1.1072205,0.9189998,0.84240013,0.84801626,1.1270707,0.76349443,1.2284617,0.9734733,0.83446896,0.7412522,0.9101672,1.0954471,1.0480654,1.3885608,0.96854526,0.89310765,1.2962857,1.3195676,0.73069406,1.0993466,0.8010415,0.81004155,0.7060874,1.2618895,1.2612433,1.1149514,0.9026115,0.6156259,1.151694,0.9856729,1.1366194,0.96052873,1.1645827,0.0,0.9387256,0.8398262,1.055807,0.6385714,0.88847876,0.9549458,0.87199986,0.6703635,1.0732938,1.0098975,1.1232356,1.1221209,1.1812614,1.1356807,1.0932406,0.8252825,1.0753379,1.2811918,0.6707592,0.96548617,0.7557522,1.1820127,1.2347087,1.0091438,0.9114198,0.9507998,0.8517989,0.86036474,1.0437523,0.9731793,1.2878723,1.0213267
radio,1.1103364,0.80787075,0.95596325,1.30489,0.87046576,0.84376454,0.95655465,0.81933224,1.0985652,1.2464324,0.86204803,1.2139301,1.2631631,0.75027144,1.2565886,0.9924373,0.9000991,0.9038136,0.6732159,0.9370611,0.9618943,1.0376449,0.8223537,0.91086185,0.90767294,1.0995926,1.0941616,1.195131,0.9611704,0.74021924,0.96939915,0.972433,1.1251469,1.0000789,1.2132171,1.1261626,0.9401155,1.2094854,0.72550654,0.86479104,0.7778637,1.1640084,1.0763923,0.92423856,0.8378241,1.2510713,0.93851864,0.9492149,1.2096465,1.1695607,1.0202637,0.92079073,1.0136808,1.0769042,0.8353547,0.9143931,1.1392915,0.9167241,1.0210854,1.0648271,0.9042047,1.2137649,1.1485392,0.86391044,0.88252527,1.24385,1.0760953,1.3106683,0.8656516,1.3162888,1.0412948,1.0123694,0.6305474,1.2623211,1.0296443,1.129253,1.0713518,1.0380732,1.115408,1.0039712,0.7320664,0.72378826,0.9598317,1.0951158,0.7234657,0.93298477,1.3189929,1.2761178,1.0943129,0.9152163,0.9492778,0.70396465,1.0710725,1.1604909,0.9896452,0.96455276,0.78850555,1.0340835,0.99052054,0.9387256,0.0,0.97840947,0.8299475,1.2733737,1.0618964,1.2891542,0.9253782,1.2856071,0.7596098,1.1157326,0.9049837,1.1115642,0.7825978,1.172122,0.7967759,1.0664202,0.6918573,0.73825353,1.0255634,1.2872543,1.2534856,0.72806567,0.9434073,1.1540886,1.1568139,0.7379154,0.8782228,0.92937374,1.0507739,0.8356893,0.9369589,0.9953897
refrigerator,1.0706474,1.1880114,1.3613153,0.8693405,1.3148868,1.3445534,1.2886143,0.79186857,0.8314957,0.7922653,1.1212735,0.69629145,0.96503246,1.1510385,0.9150237,0.95713836,1.0899563,1.0282131,1.0285971,0.7127631,1.1515666,0.76316893,1.007438,1.2485281,1.0181025,0.8858354,1.2582997,0.7812844,0.45460343,1.1263905,0.5262892,0.83006346,1.09015,1.1593575,0.5811917,1.1937941,1.3209052,0.5775062,1.1154145,1.0939888,1.1768597,0.94908434,1.0242287,0.3976314,0.8190854,1.0379028,1.0540361,1.3436328,0.82629174,0.90901715,1.2627916,1.3690001,0.9922209,0.98820347,1.0257052,1.2694974,0.8029106,1.2234647,1.1340449,1.0452551,1.3608286,0.9429214,1.0707241,1.3161573,0.79318506,0.88243175,0.98359007,0.79993683,0.8474494,0.9695752,0.993435,0.5744584,0.8590671,0.9704065,0.96463865,1.1162484,0.9030822,1.2031107,1.1531291,1.2734139,1.0730387,1.2090795,1.3147771,1.3171537,0.7488855,1.0714568,0.8687543,0.84080267,1.013165,1.2352452,1.2786669,1.1265843,1.1552473,0.89724755,1.1483226,0.96662,1.1906829,1.0072042,1.1969595,0.8398262,0.97840947,0.0,1.1478072,0.97724766,1.1466508,0.8363193,1.0685962,0.9810539,1.1089177,0.5688747,0.7366185,0.9901178,1.3448658,0.8971359,1.02383,1.0546125,1.0380268,1.0808699,0.89805335,0.8211899,0.62909484,1.2729667,1.3375471,1.194194,1.0202081,1.0774854,1.2666267,1.0041409,0.85893536,0.7424659,1.2929974,0.41878986
rooster,0.6175264,1.018146,1.0221676,1.1546357,0.90296924,0.9247412,1.0436273,1.0719885,1.0506941,1.0840285,1.0691482,1.17641,1.1006143,0.48913288,1.1151092,1.0608033,0.90270585,1.0866868,1.027704,1.0977023,1.0273999,0.9279183,1.0975435,0.5744478,1.1578493,1.0067971,1.0796602,1.1244936,1.1983882,0.78929096,0.9350763,1.0322466,1.004974,1.120854,1.1027261,1.0909817,1.0478799,1.1262665,1.0568706,0.7788603,0.8613507,0.89794904,0.89707285,1.0388768,1.090232,1.1247444,1.1520605,0.9887311,1.229008,1.1282117,1.2490289,0.78627414,0.86229813,1.2226849,0.97564983,0.60065603,0.984759,1.1623015,1.1701035,0.9912869,0.9605023,1.0664432,1.204851,0.92983484,0.70535296,0.8841904,0.97707534,1.13912,1.0164161,1.1901877,1.0783273,1.0091128,0.79734385,0.67852837,1.0385553,1.1094596,0.9996933,1.2117512,0.7840802,1.1590027,1.0346411,1.0108168,1.1062388,1.094688,0.9960959,0.84228677,1.1541128,1.2174053,0.9599119,1.0696362,1.0397518,0.61616623,1.0243192,1.1586283,1.0055069,0.75767314,1.0734829,0.90785486,1.0067331,1.055807,0.8299475,1.1478072,0.0,1.0978489,0.97307295,1.1304064,1.0327623,1.1724795,0.8495904,1.0422142,1.0486951,1.0684775,1.0445268,1.0491589,1.0374756,1.2586266,0.77686054,0.7464298,0.9236904,1.1010424,1.108155,0.9820267,1.1745411,1.037806,1.0465971,1.016416,0.80785036,1.047754,0.9882758,0.97714186,1.1386286,1.1447142
scarf,0.8591789,1.2833025,1.2977586,0.68665045,1.154678,1.2774122,1.1084703,0.99781,1.0804673,0.798405,1.1764222,0.7461468,0.62180614,1.3412814,0.69454706,1.1399341,1.0436132,1.2506279,1.4043591,0.8574544,1.231287,0.93562096,1.0447251,1.0728061,1.0629696,0.8488921,0.91099197,0.9967398,0.8838459,1.3360642,0.9468067,0.94124794,0.95266706,1.1491307,0.6599275,0.7561428,1.2810881,0.7573971,1.3460166,1.2735591,1.1428084,0.78612334,0.7865782,1.0891454,0.8277688,0.6046952,1.0076503,1.2558787,0.8174252,0.7488049,1.0372365,1.0034002,1.1439617,0.79608107,1.1181014,1.1056247,0.90982896,1.2119086,0.7796243,0.97002846,1.0161545,0.75835824,0.7708535,1.0912621,1.3059975,0.8461686,0.86162174,0.65804636,0.90889174,0.506233,1.1483383,0.72402215,1.4797022,0.7759444,0.80518335,0.6740315,0.6493402,0.9168044,0.78824013,1.2870468,1.3422468,1.1340096,1.1914091,1.2248509,0.9610404,1.1334364,0.6269084,0.4925183,0.85394514,1.3196232,1.2924889,1.3469315,0.87166667,0.61987966,1.1848725,1.1038005,1.340069,0.944844,1.2351046,0.6385714,1.2733737,0.97724766,1.0978489,0.0,0.96475214,0.6285315,0.9614195,0.56138396,1.3300914,1.0467721,1.1426404,1.0669446,1.2626908,0.9760529,1.2162869,0.83217025,1.2722205,1.3535957,0.68427956,0.6223394,0.78378373,1.373193,1.1612209,0.99815816,0.8273214,1.3443453,1.0546511,1.1135445,0.9996306,1.1867307,1.1782084,1.0201892
scissors,0.7100353,1.0870397,1.148931,0.8700537,1.0241272,1.0949419,0.8021147,0.9439206,0.88752115,0.95372874,1.1026676,0.9414737,0.903669,0.95932096,0.806921,0.7786812,0.7725783,1.2291124,1.1612804,0.9201365,1.0952137,0.9653489,1.0278109,0.9300459,1.137301,0.88629586,0.88385034,0.9982147,1.0420521,1.0424023,1.098199,0.77470636,0.6306918,1.0166006,1.1690255,0.90629375,1.0584184,0.96314204,1.1582924,1.0353409,0.9633207,1.1231507,1.0087715,1.1168365,1.0589653,1.0228217,1.1672144,1.1194843,1.1412833,1.1662962,1.1161263,0.9514639,1.0419191,0.87811255,0.91656387,0.6706065,0.8939797,1.1706145,0.9800878,0.51879954,0.8078966,1.189988,0.9634841,1.0488756,1.1310511,0.9957594,0.9730984,1.035362,1.0383198,1.0131364,0.69674635,0.9804191,1.0749476,1.1354955,0.94925857,0.9189701,1.0168768,1.0539274,1.1968089,1.2524261,1.0524076,0.81828123,1.2804198,1.1557885,1.0510062,0.8500165,1.0122045,1.0988374,0.777843,1.0775635,1.0679371,0.948862,0.9255736,1.071714,1.0583773,0.96571773,1.0328728,1.0962107,1.2121129,0.88847876,1.0618964,1.1466508,0.97307295,0.96475214,0.0,1.1347586,1.003416,1.0399243,1.0813382,1.1042513,0.9979017,0.794849,1.1401448,0.9140603,1.2075539,0.93469286,1.0844948,0.9882164,1.0054138,1.169112,0.9065649,1.1059034,1.2456955,0.83577913,0.3477944,1.0349015,0.8177712,0.7351819,1.0230091,0.97218955,1.1705256,1.1479475
shirt,0.91994536,1.2437114,1.3817997,0.42857134,1.2702712,1.362217,1.29654,1.2161511,0.80013794,0.55792695,1.3354359,0.45579112,0.286564,1.2837319,0.6376059,0.92236435,1.1891731,1.4296346,1.476662,0.98293644,1.3909507,0.9540312,1.3351078,1.2178023,1.3640826,0.78146434,1.205757,0.8928577,0.8181323,1.3532825,0.8219859,1.051268,0.8747556,1.4047573,0.49455404,1.2139757,1.4485195,0.61443037,1.4624331,1.2809505,1.1827805,0.7824402,0.8724904,0.8861233,1.1248605,0.46576595,1.1705271,1.2368546,0.60309255,0.40560544,1.1118594,1.325568,1.1730945,0.85688853,1.3308759,1.1852092,0.833876,1.2829345,0.97372967,0.9651482,1.4424794,0.56961244,0.77688175,1.2106714,1.0316652,0.80084467,0.77614343,0.24710965,1.107242,0.39739525,1.2024771,0.8005799,1.3916138,0.6761055,0.81006944,0.807603,0.6970881,0.9518136,0.8141726,1.3122039,1.394516,1.3497609,1.2586775,1.1875588,1.133537,1.1514549,0.26516598,0.46834588,0.8125892,1.4168985,1.4065088,1.3108873,1.0449595,0.6535961,1.373048,1.2842493,1.500121,0.94632816,1.2548152,0.9549458,1.2891542,0.8363193,1.1304064,0.6285315,1.1347586,0.0,0.93939304,0.49300462,1.3937335,0.79863447,0.89043427,0.88343596,1.412962,0.7808197,1.3079152,0.99973273,1.3136156,1.3815455,0.7157892,0.15705621,0.61829674,1.4435683,1.2876474,1.2092454,1.0307138,1.4686201,1.3046302,1.2275362,0.92982286,1.268767,1.3060944,0.8967788
shoe,1.0299424,0.801,1.2129592,0.8985932,0.9773204,1.1026919,0.9761219,0.9799915,0.98294574,1.0248762,1.2432673,0.9505444,0.82502866,1.0834472,0.96241075,0.97672564,0.9134812,1.1197615,1.1348398,0.8978335,1.1048038,1.1510217,1.0291154,1.0522263,1.0799731,1.1537328,1.1805067,1.1968223,1.0493615,1.1018577,1.0133224,1.1091465,1.0794189,1.1260762,0.96257937,1.1118605,1.2487411,1.0281267,1.0770291,1.0798957,0.8534543,0.96477526,0.8149489,1.0457292,1.0236161,0.9096942,1.0816412,1.06783,0.9467463,0.91214526,0.933091,1.1168326,1.0651474,0.634127,1.088205,1.074554,1.0267311,1.1486864,0.364276,1.0810475,1.097724,0.9473696,0.8173346,0.9350594,1.128103,1.0622919,0.94977885,0.9440384,0.9427683,0.8543441,1.1394079,0.9785257,1.0115365,0.9348403,0.9254457,0.39868045,1.0681876,0.8956845,0.9540779,1.1482922,0.8808776,1.0365218,1.1197809,1.158726,1.1011007,1.039593,0.89620596,0.9083041,0.86497426,1.2256706,1.2428027,1.0678093,0.97087467,0.932855,1.1061392,1.1847979,1.1795559,1.0220015,1.0689129,0.87199986,0.9253782,1.0685962,1.0327623,0.9614195,1.003416,0.93939304,0.0,0.8778004,1.0263252,0.9957876,0.94543624,1.0083945,0.9717942,1.0494235,1.055395,0.60574496,0.9707419,0.9892251,0.98921424,0.9538847,0.9987248,1.0507023,0.94784933,1.0402817,1.0451804,0.9537475,0.9453138,1.0432628,0.9886076,1.094687,1.1478565,1.1225841
shorts,1.0101498,1.153015,1.398301,0.403687,1.2037615,1.3610845,1.2119186,1.0804429,0.9656606,0.6052255,1.232123,0.59385526,0.4915622,1.3078966,0.5363829,1.014407,1.0094783,1.3879173,1.4314023,0.90135336,1.3464668,1.0407517,1.212681,1.172272,1.224167,0.95471793,1.1188263,0.94794273,0.93806875,1.369428,0.9120048,1.0075035,0.90397537,1.3233608,0.62721366,1.009414,1.4142668,0.6962694,1.4242043,1.2864825,1.1837026,0.8381711,0.8302767,1.0619577,0.9413935,0.37701654,1.1086674,1.253064,0.62871313,0.82311845,0.9443945,1.2257062,1.1338742,0.5721439,1.2883556,1.2409246,0.84607184,1.2770774,0.6380445,1.0197109,1.2357187,0.8478376,0.5841958,1.1947279,1.2506974,0.90683687,0.78375995,0.56274974,1.0662928,0.29415572,1.1175708,0.88443816,1.4634464,0.7987995,0.70654345,0.5869128,0.9292049,0.8635653,0.8979331,1.345793,1.2982863,1.1620675,1.2661114,1.1883001,1.0811405,1.1225519,0.38364673,0.34792387,0.7281907,1.3842419,1.3690279,1.3155494,0.86869305,0.5220037,1.3109448,1.2299626,1.4347614,1.0067828,1.2307054,0.6703635,1.2856071,0.9810539,1.1724795,0.56138396,1.0399243,0.49300462,0.8778004,0.0,1.3137035,0.9511318,1.011329,0.9862881,1.3417151,0.96845335,1.3103492,0.66211474,1.2398765,1.4223559,0.71537983,0.52373993,0.66251624,1.4537911,1.1800777,1.0512084,0.9428253,1.3238866,1.2051029,1.0975987,0.9018456,1.2229046,1.2215788,1.017648
shovel,1.283492,0.49402362,0.818413,1.355368,0.73469365,0.661014,1.0035243,0.78333735,1.0098181,1.3387203,0.83161646,1.4124768,1.4308815,0.6034271,1.3612335,0.95658624,0.9837856,0.49718618,0.5307174,1.104898,0.64014864,0.9872885,0.7250086,1.0842701,0.81538504,1.3735429,1.1827362,1.22613,1.1161146,0.6665791,1.1507838,1.1852293,1.171296,0.78225684,1.3488975,1.057071,0.8058419,1.3564221,0.4628812,0.69123065,0.7212903,1.160937,1.0827154,1.0149693,1.2177734,1.330198,1.0936754,0.93373036,1.2630315,1.2996894,1.1132667,1.1857673,0.92714,1.2701094,0.9433801,1.0265957,1.2548101,0.98859787,1.1247804,1.2052635,1.0545821,1.2779162,1.3025503,0.95700055,0.76539826,1.2118081,1.1223074,1.3597387,0.77475905,1.3807142,0.9676839,1.1362495,0.50317526,1.2971389,1.1871136,1.2611235,1.4673874,1.2384875,1.2732668,0.8579932,0.61222607,0.7070452,0.84174716,0.7523592,0.992225,0.99370176,1.3938549,1.3168437,1.3195525,0.80102134,0.8206623,0.55608636,1.055246,1.3335196,0.6617137,0.83298516,0.73820716,1.0442948,0.37673044,1.0732938,0.7596098,1.1089177,0.8495904,1.3300914,1.0813382,1.3937335,1.0263252,1.3137035,0.0,1.0879396,1.0195276,0.9811505,0.79475826,1.2648077,0.7947135,1.1123917,0.18146038,0.55511576,1.2044388,1.3611345,1.3258892,0.5276053,0.9471332,1.2281824,1.2470868,0.57871467,0.81788707,1.0270392,1.0283519,0.54464877,0.8983516,1.0725747
shower,0.95913213,1.0825726,1.3481276,0.7109434,1.1921766,1.3104858,1.3131266,1.0687779,0.5192264,0.53350973,1.3946416,0.7352721,0.74356854,1.0968541,0.66210824,0.7334337,1.1069807,1.1538229,1.181346,0.9325268,1.2459779,0.93322295,1.1445894,1.1690652,1.3846023,0.909286,1.3528235,0.95369047,0.73893213,1.1005766,0.49113917,0.9623006,0.9589442,1.319274,0.7088481,1.3628815,1.3764074,0.61225164,1.1799884,1.0672101,0.9940275,0.8654138,0.9005969,0.52612984,1.1826448,1.011044,1.2962749,1.268831,0.90486985,0.8498424,1.2642497,1.3944778,0.9527304,1.1611254,1.291554,1.1361077,0.7714619,1.3166811,1.1718259,0.9399164,1.3887893,0.91836536,1.1147537,1.3338108,0.8060523,0.85615146,0.83456236,0.73353165,1.0189276,1.0123584,1.1044246,0.7533473,1.024374,0.83602816,0.81713974,0.9782942,0.93295825,1.1504732,1.0096812,1.2576517,1.1454582,1.3274581,1.3240334,1.2676606,1.0413662,1.007234,0.69908947,0.99645907,0.9062468,1.3858027,1.370746,1.1344188,1.2076856,0.95827854,1.2370934,1.0917486,1.3664081,0.9889887,1.1450164,1.0098975,1.1157326,0.5688747,1.0422142,1.0467721,1.1042513,0.79863447,0.9957876,0.9511318,1.0879396,0.0,0.52484447,0.6371341,1.4596634,0.70052373,1.1567215,1.1513896,1.0482787,1.1347318,0.83237267,0.782154,0.54861593,1.1946242,1.3668957,1.1836668,1.0422208,1.2023408,1.0830616,1.0191704,0.7895864,1.1175724,1.3365157,0.6888834
sink,1.0824761,1.0431648,1.3453733,0.7988217,1.1796649,1.2109158,1.2349461,1.0146368,0.21551293,0.78563786,1.1427712,0.75583744,0.9032852,1.1250552,0.8891441,0.34050262,1.0527112,1.1409551,0.8707879,0.7930563,1.2965065,0.8970305,0.8199835,1.1144215,1.2132318,0.97530776,1.2096593,0.97853243,0.81306946,1.1276135,0.73224896,0.9363167,0.9493984,1.3147737,0.85086346,1.3700793,1.2432634,0.7850901,0.91108346,1.1486756,0.9661409,1.0480723,1.0573076,0.74909306,0.9930738,1.0014534,1.2295957,1.1169276,0.9959924,0.9662338,1.1529806,1.2694497,1.1366589,1.0266026,1.1073391,1.1765254,0.71290696,1.217739,1.0912476,0.94597554,1.2766215,1.0214636,1.0319225,1.1845398,0.93946,1.0358685,0.8112582,0.90961844,0.8525003,0.9486126,1.0055958,0.8329794,0.91214335,0.98531157,0.92272913,1.0009922,0.920526,1.1216254,1.2113407,1.2376277,1.1477829,1.2543766,1.2915891,1.2897902,1.0582417,1.081777,0.88806355,0.99653906,0.8930717,1.1809644,1.188693,1.1328639,1.1563127,1.0228527,1.2982948,1.2258482,1.1145056,1.1159794,1.1955575,1.1232356,0.9049837,0.7366185,1.0486951,1.1426404,0.9979017,0.89043427,0.94543624,1.011329,1.0195276,0.52484447,0.0,0.4090321,1.302532,0.7529903,1.0711747,1.0578692,0.91660106,0.94849163,0.9129989,0.9046666,0.68017316,1.0499555,1.3170743,1.197944,0.9221678,1.2018595,1.1181529,0.60911226,0.9736311,0.96201825,1.2349161,0.9139328
slide,0.95281655,0.96691436,1.3055415,0.7419935,1.0853829,1.208863,1.2133781,1.0885186,0.18764758,0.5828739,1.33872,0.7167538,0.74162173,1.0122463,0.6887828,0.28474736,0.9585351,1.1988394,1.0053248,0.81786597,1.254978,1.0452152,0.8128701,1.0866051,1.3714086,0.9257364,1.2692202,1.0024123,1.006429,1.1175553,0.9083659,0.9154224,0.7425192,1.327215,0.92463326,1.3638815,1.3111824,0.6795037,0.9378013,0.99215543,0.92697066,1.0048738,0.9457423,0.99143386,1.2477208,1.0453105,1.3325579,1.1445912,0.9349115,0.9724475,1.2825892,1.3474503,1.0068691,1.0728929,1.269966,1.0286196,0.7117166,1.3357272,1.182573,0.88850355,1.2845155,1.042454,1.1309161,1.1984963,0.9093338,0.94578916,0.89019763,0.77829564,0.9246522,0.916662,1.0914677,0.946693,1.1796445,1.0168842,0.80385286,1.0376585,1.0170391,1.1215274,1.2189455,1.2877045,1.2767926,1.2370317,1.3223938,1.1546931,1.1971906,0.9841505,0.7287845,1.0161912,0.8083448,1.3528557,1.3288016,1.052143,1.0856932,1.049106,1.2298822,1.1952162,1.2904803,1.0615569,1.0396208,1.1221209,1.1115642,0.9901178,1.0684775,1.0669446,0.794849,0.88343596,1.0083945,0.9862881,0.9811505,0.6371341,0.4090321,0.0,1.3899151,0.69768643,1.3450866,1.1343905,0.9895515,1.0665148,0.7810079,0.8322884,0.63724446,1.0046576,1.4217777,1.2425821,0.8454516,1.3241199,0.9076402,0.65929806,0.85256714,1.1719623,1.3003646,1.0433773
