,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
cat,1.0094641,1.2327315,1.0838959,0.96685255,1.2113593,1.1679246,1.2276684,1.0507423,0.9939176,0.90436816,0.7133502,0.7803284,0.9506762,1.0803888,0.88950753,1.0359085,1.2803923,1.1486446,1.1147983,1.1352229,1.1562233,0.87042797,1.294038,1.1028067,0.90951025,0.66047096,0.87695605,0.0,0.92208016,1.1741326,1.0288408,0.61756396,1.0341578,1.0629056,0.8627813,1.0782675,1.0253122,0.8043723,1.2052962,1.0671573,1.3011179,0.8864662,1.2765894,0.81671333,1.0487701,0.9331283,0.84688014,1.2189419,0.5675662,0.9771567,1.1678131,0.88667154,1.0456023,0.97172856,0.95733595,1.1395433,0.8094735,0.8862264,1.1572111,0.80780756,1.1353602,0.9145276,1.000273,1.2160217,0.9630041,0.7048594,0.96406585,0.8364987,1.2192852,0.87647367,0.7613902,0.99176145,0.98387235,0.9364346,0.9880261,1.1892967,0.9103781,1.0833331,1.0433633,0.97305834,1.1667604,1.0673424,1.05495,1.0126351,1.0711195,0.78198314,0.94361323,0.7071031,1.1181266,0.9166959,0.95666003,1.102135,0.9985515,0.9688351,1.1368108,1.0812516,1.131341,0.9899223,1.2102791,1.1558293,1.195131,0.7812844,1.1244936,0.9967398,0.9982147,0.8928577,1.1968223,0.94794273,1.22613,0.95369047,0.97853243,1.0024123,1.0714376,0.65207225,1.0490035,1.0842452,1.1799421,0.8772627,1.061081,0.9406594,0.86799645,1.2618154,1.1054425,0.9664104,0.84635407,1.1268611,1.465962,1.1836406,1.0035247,0.9660563,0.98489153,0.59020436
chair,1.1270242,1.1872752,1.3943509,0.8967028,1.3822187,1.3719269,1.2345598,0.549245,0.9234023,0.6588344,0.9567143,0.47039926,0.9355833,1.1672553,0.7524174,0.8686435,1.0030742,1.0438317,0.92560863,0.713557,1.1699104,0.77565706,0.9644775,1.2087431,0.90221244,0.9973264,1.1645377,0.92208016,0.0,1.1587899,0.72066206,0.806077,1.0856949,1.0755961,0.49733233,1.1306558,1.2069758,0.42073452,1.0849597,1.0975136,1.1683136,0.9499033,1.113901,0.61393225,0.6861763,0.98938316,1.0702713,1.2984617,0.8626867,1.0638185,1.2273445,1.2926917,1.1599104,0.98790073,0.93303776,1.318192,1.0492573,1.1974106,1.0481893,1.0146917,1.2725576,1.1050014,1.1425005,1.3109905,0.9353645,0.9647367,1.0570579,0.84723985,0.9909689,0.9005204,0.96884906,0.49111503,0.871915,0.9980985,0.98137397,1.0484482,0.95851004,1.2662303,1.2408395,1.2802804,0.85102785,1.0605645,1.2651663,1.3480275,0.75326645,1.2352508,0.8518676,0.7997669,0.95588046,1.086749,1.0835099,1.1532954,1.1268691,0.6878955,1.1935548,1.0008533,0.98345274,1.0137812,1.2497859,0.6823984,0.9611704,0.45460343,1.1983882,0.8838459,1.0420521,0.8181323,1.0493615,0.93806875,1.1161146,0.73893213,0.81306946,1.006429,1.2448971,0.8761215,1.0308702,1.0016837,1.0764529,1.0674952,0.8645565,0.86700976,0.5360002,1.2416877,1.2664113,1.0874072,0.99193376,0.8373385,1.2781543,0.8352916,1.0396131,0.7139991,1.2763308,0.52262425
clock,1.1562293,0.78728986,0.71475697,1.4023683,0.7127937,0.6977391,0.9300252,0.9061479,1.1438313,1.2610106,0.9248703,1.3714081,1.3098277,0.63624966,1.265173,1.1812434,0.8163599,0.6815736,0.66762483,1.1074914,0.64859927,1.0990186,0.82886386,0.9261077,0.96224034,1.100097,1.1062,1.1741326,1.1587899,0.0,1.1388034,1.0660026,1.0703397,0.73353803,1.3813467,0.97651285,0.7653959,1.2920117,0.61886925,0.70048785,0.7219573,1.1815329,1.1315705,1.0469364,1.1320751,1.3836453,1.0657204,0.8062687,1.2531149,1.265264,1.0943022,0.9715585,0.9284599,1.1978455,0.9041135,0.8529645,1.0877893,0.9699755,1.2622972,1.1827404,0.81730413,1.2382082,1.3272009,1.0025294,0.7542045,1.0942563,1.1939106,1.302556,0.88541985,1.4466978,1.0017546,1.25664,0.671378,1.2090721,1.1865457,1.3459009,1.2059947,1.1685176,1.1533593,0.78314924,0.74856615,0.66010594,0.7760495,0.86727566,0.8886034,0.7334645,1.3120201,1.4274409,1.1142792,0.8159487,0.80969095,0.5775907,1.068079,1.3219147,0.68440455,0.8228396,0.63483626,0.9841768,0.760283,1.0756298,0.74021924,1.1263905,0.78929096,1.3360642,1.0424023,1.3532825,1.1018577,1.369428,0.6665791,1.1005766,1.1276135,1.1175553,0.8254576,1.1441183,0.8942424,1.2127674,0.7020614,0.7653955,1.1673017,1.3054614,1.2739196,0.4779054,0.9251536,0.9695286,1.2347244,0.6822455,0.75201344,0.9003209,1.080418,0.95783734,0.9130924,1.0881574
closet,0.84418154,1.2055582,1.3556356,0.7907201,1.2125998,1.2845452,1.2353808,1.0371379,0.7442739,0.69553435,1.3441685,0.76183355,0.81586,1.1293406,0.83900905,0.8738952,1.064315,1.2092369,1.2449751,0.77663183,1.2555722,0.8815247,1.1505669,0.98563033,1.3111714,0.92992467,1.2941222,1.0288408,0.72066206,1.1388034,0.0,0.941516,1.0180587,1.2571769,0.65378463,1.2455614,1.3758798,0.6648631,1.2694596,1.1305779,1.0328012,0.8897273,0.9406028,0.2745639,0.8812823,0.8919189,1.1654084,1.2271594,0.97844654,0.8024101,1.1956875,1.2112961,1.0296984,1.1218386,1.1410758,1.1002003,0.8216878,1.3223506,1.1806927,0.9897649,1.2784278,0.89142776,1.0429516,1.2796836,0.83945626,0.88288194,0.78653866,0.8170498,0.986306,0.94378626,1.0931312,0.6396155,1.000334,0.78561294,0.7614026,0.98148215,0.7998572,1.0889027,1.0021023,1.2928222,1.2224648,1.298196,1.3580961,1.3482711,0.96116966,1.0584534,0.79133594,0.9175928,0.8455652,1.3489828,1.358655,1.1617197,1.1896658,0.86766183,1.2443634,1.0370231,1.3437517,0.9530909,1.1805784,0.8479534,0.96939915,0.5262892,0.9350763,0.9468067,1.098199,0.8219859,1.0133224,0.9120048,1.1507838,0.49113917,0.73224896,0.9083659,1.3838053,0.859066,1.164562,1.173306,1.115062,1.129143,0.7659306,0.7882457,0.66083336,1.2554642,1.3382219,1.169097,1.0367781,1.2639925,1.1243815,1.1135318,0.8969258,0.98545164,1.3485327,0.7012913
comb,0.91820323,1.1380811,1.2127934,1.0069853,1.1365056,1.1847868,1.1219667,0.77286625,0.95992136,0.88995063,0.9096068,0.74015164,0.95071054,1.0633266,0.85687447,0.95748854,0.9003815,1.0464122,1.0938523,0.81739134,1.1916064,0.9505586,1.067609,1.007374,0.9895287,0.67068934,0.9473003,0.61756396,0.806077,1.0660026,0.941516,0.0,1.0116785,0.9855266,1.041497,1.0348121,1.0419929,0.71009314,1.085301,1.0943552,1.0719632,1.1911035,1.2117621,0.8697953,0.8716931,1.0120356,1.0578289,1.2394447,0.78975403,1.1032469,1.1861169,0.9250995,1.0878463,1.0168031,0.51069486,1.0733219,0.72218394,1.0783445,1.0954918,0.85896987,0.82990557,1.0185395,1.0592421,1.2294906,1.0041156,0.8966312,1.0040159,0.9906895,0.93887174,1.0333904,0.6306745,0.9482024,0.8999289,1.056176,1.0215569,1.0443225,0.9295375,1.0979886,1.188981,1.1630924,1.138597,0.9394535,1.2549998,1.1820304,0.90178907,0.7762809,0.9762475,1.0047826,0.88947135,0.98423004,1.0221608,1.0379791,1.1108587,1.1002886,1.1744255,1.000001,1.0889591,1.1676266,1.2639968,0.8672018,0.972433,0.83006346,1.0322466,0.94124794,0.77470636,1.051268,1.1091465,1.0075035,1.1852293,0.9623006,0.9363167,0.9154224,1.180408,0.71379673,1.1059973,0.9860448,1.2063558,0.83834505,0.9748771,1.0570946,0.9066685,1.1506834,1.2312856,0.85493034,0.51028067,1.0345254,1.1492598,0.9541503,1.049303,0.89291656,1.1407077,0.7621894
cookie,0.8118733,1.1330868,1.205819,0.7210619,1.0733594,1.1095912,1.1480423,1.1159375,0.77608144,0.75996387,1.2293823,0.87613803,0.72457314,1.0488611,0.7093442,0.8535751,0.87685496,1.2526323,1.2683021,0.8867258,1.1705496,1.1023402,1.2106318,1.0083826,1.297492,0.9113828,1.1548517,1.0341578,1.0856949,1.0703397,1.0180587,1.0116785,0.0,1.1679022,0.9553903,1.1890264,1.1929324,0.87145424,1.2207634,1.0274662,1.0688686,0.9715735,0.95678693,1.0866743,1.1509073,0.9229953,1.2119014,1.0932143,1.0279392,0.9215561,1.1701703,1.1440808,0.5579116,0.9574917,1.1980374,0.71048236,0.72084725,1.1852496,1.1418452,0.818682,1.1313258,1.0106082,1.0593708,1.1172303,1.0295244,0.91195047,0.999715,0.7615775,1.1199936,0.93412477,1.0232304,1.0567417,1.2099472,0.970022,0.893926,1.0589513,0.99275905,1.0557563,1.0701822,1.1900958,1.2252668,1.0989367,1.2500622,1.174016,1.1153456,0.9432871,0.75625336,1.0304022,0.7002766,1.210948,1.2223346,1.0555308,1.1033312,0.9770037,1.1720358,0.77608246,1.2163076,1.0591055,1.1450839,1.066963,1.1251469,1.09015,1.004974,0.95266706,0.6306918,0.8747556,1.0794189,0.90397537,1.171296,0.9589442,0.9493984,0.7425192,1.2838631,0.78962815,1.3274664,1.0735674,1.1591307,1.1466649,0.98516524,0.86148405,0.7338025,1.1924976,1.2986213,0.99675876,0.74765635,1.244695,0.895958,0.91134983,0.4701321,1.1839411,1.1755328,1.1437455
corn,1.1614903,0.9017252,0.5909448,1.4461894,0.94824964,0.8210413,0.4844929,0.9065385,1.3502647,1.4564794,0.61331785,1.4163963,1.4769976,1.0231739,1.4423978,1.2617663,1.0005449,0.51509106,0.66412646,1.1149226,0.27749717,1.0342605,0.9158648,0.9496078,0.6368314,1.1712714,0.725732,1.0629056,1.0755961,0.73353803,1.2571769,0.9855266,1.1679022,0.0,1.3731743,0.4944585,0.43940926,1.3861406,0.7300483,0.9416164,1.0350434,1.2403786,1.2966263,1.1352307,0.9025898,1.275222,0.7859109,0.7817962,1.1454629,1.2546644,0.7067485,0.7444027,1.0060214,1.1190357,0.62149054,0.98497444,1.2930409,0.6088477,1.1116074,1.1041274,0.66155446,1.176982,1.1330792,0.9537241,1.1199998,1.16842,1.3303752,1.3933994,1.0147,1.3408127,0.635886,1.237899,0.72696495,1.2793403,1.3452269,1.2433621,1.181263,0.9594643,1.1138947,0.5786152,0.6012527,0.7542593,0.6806587,0.71777844,0.9275101,1.0163715,1.4488307,1.286243,1.3013307,0.46322715,0.4522782,0.93945265,0.9356923,1.3398827,0.29331094,0.7220123,0.29073894,1.0912173,0.7758699,1.1372643,1.0000789,1.1593575,1.120854,1.1491307,1.0166006,1.4047573,1.1260762,1.3233608,0.78225684,1.319274,1.3147737,1.327215,0.53675485,1.126182,0.66991484,1.0367408,0.9398808,0.7406305,1.3784409,1.411001,1.4279944,0.7171198,0.6123175,0.8052919,1.042923,0.5370325,0.95199794,0.9335896,1.2158903,0.7222772,0.62174225,1.1169455
couch,0.9125998,1.2758545,1.4604516,0.66012985,1.3369808,1.444318,1.2909929,0.93980587,0.8127003,0.4384228,1.2722024,0.311885,0.6109611,1.2761306,0.5544449,0.9385083,1.120728,1.3822752,1.3587242,0.7417675,1.370527,0.8298769,1.2342952,1.1812127,1.2081186,0.7678987,1.266475,0.8627813,0.49733233,1.3813467,0.65378463,1.041497,0.9553903,1.3731743,0.0,1.2021194,1.4652282,0.36889625,1.4073995,1.2204571,1.2253313,0.67597485,0.8369703,0.7457214,0.8142836,0.64849454,1.1732857,1.3133862,0.6553901,0.7534003,1.2607121,1.3093176,1.0803013,0.9119549,1.3049614,1.2286665,0.8205312,1.3286173,0.97586215,1.0599535,1.4126856,0.84120625,0.98496795,1.2467095,0.975723,0.797487,0.8554146,0.5576543,1.1250435,0.5182611,1.1310077,0.57626337,1.314851,0.66511536,0.6991487,0.815658,0.68565774,1.1449908,0.9701686,1.3633044,1.2303274,1.387898,1.3568182,1.3623717,0.9267845,1.2082756,0.54035914,0.5361128,0.8544618,1.4085188,1.3886391,1.3229029,1.0345222,0.42849684,1.3707439,1.1887666,1.4251733,0.928354,1.3224784,0.7592135,1.2132171,0.5811917,1.1027261,0.6599275,1.1690255,0.49455404,0.96257937,0.62721366,1.3488975,0.7088481,0.85086346,0.92463326,1.3918792,0.7385957,1.3364391,1.0002172,1.2589936,1.3402975,0.6498461,0.46907008,0.41751838,1.4711404,1.3837136,1.189189,1.0875629,1.2699146,1.2209556,1.087441,0.8652064,1.0890653,1.3656632,0.63957864
cracker,1.0273478,1.0123808,0.7052267,1.1918664,1.0391061,0.9594899,0.58385813,1.004021,1.4276915,1.3708022,0.79334176,1.2790565,1.259779,1.1536397,1.2178671,1.3060362,1.0012957,0.75994205,0.96839637,1.0889506,0.53367525,1.0311825,0.96663594,0.9262633,0.63764703,1.1993587,0.6143309,1.0782675,1.1306558,0.97651285,1.2455614,1.0348121,1.1890264,0.4944585,1.2021194,0.0,0.6419998,1.2955766,1.015309,1.0414732,1.1655703,1.0943656,1.1231107,1.2099959,0.71920973,1.0215034,0.69421214,0.8573644,1.1276726,1.1256235,0.69768023,0.70585436,1.1177689,0.8918271,0.74652505,0.99098974,1.2515283,0.70575947,0.8631549,0.97535723,0.61428493,1.0641497,0.8429018,0.8677181,1.2602954,1.1641185,1.1959715,1.1740093,1.0431348,0.9563358,0.891444,1.1090703,1.0931495,1.0883383,1.2279811,0.97748506,1.0174097,0.847184,0.92828965,0.71167207,0.86510223,0.77597356,0.7395358,0.8017093,0.8999614,1.142816,1.2424252,0.9531899,1.0760473,0.6876173,0.6914449,1.1049011,0.77059674,1.021667,0.50848126,0.8013799,0.6463321,1.0214317,0.8895009,0.9136138,1.1261626,1.1937941,1.0909817,0.7561428,0.90629375,1.2139757,1.1118605,1.009414,1.057071,1.3628815,1.3700793,1.3638815,0.6560961,1.190749,0.727217,0.8516732,1.1624235,1.0424441,1.1640104,1.2209346,1.2825443,1.0358384,0.61915326,0.6839677,0.91242236,0.78170896,1.0108731,1.0395017,1.2708794,0.9300017,0.66920644,1.1918468
crayon,1.1956396,1.004498,0.20404238,1.5075717,0.8974303,0.54024494,0.6241375,1.0342879,1.3444386,1.5069094,0.28094316,1.4638127,1.5625995,0.88987,1.4949132,1.1862786,1.0007137,0.4522667,0.5808821,1.2585849,0.5464233,0.9650723,0.8035699,0.776024,0.46603036,1.1813587,0.39771092,1.0253122,1.2069758,0.7653959,1.3758798,1.0419929,1.1929324,0.43940926,1.4652282,0.6419998,0.0,1.5079575,0.56705284,0.9383334,1.1206009,1.4168041,1.3842887,1.2302979,0.9456358,1.3361217,0.66520286,0.5868683,1.2659405,1.2889128,0.6160662,0.44845456,0.88725626,1.2042055,0.6393534,0.90763205,1.3827361,0.24185061,1.1631174,1.1085342,0.417571,1.1624248,1.1887263,0.66136205,1.0353434,1.3277686,1.3700844,1.4501569,1.140565,1.3740865,0.6966679,1.3553622,0.71699876,1.3672976,1.4863925,1.3335613,1.2483784,0.8770921,1.1659553,0.20902348,0.75331974,0.6679071,0.41938794,0.5113824,0.8823695,1.0660275,1.5502145,1.3691943,1.3989525,0.06659746,0.08048499,0.86546314,1.097212,1.4406223,0.60221255,0.746536,0.2997676,1.2390336,0.7559999,1.2914429,0.9401155,1.3209052,1.0478799,1.2810881,1.0584184,1.4485195,1.2487411,1.4142668,0.8058419,1.3764074,1.2432634,1.3111824,0.2542597,1.2201524,0.66032374,1.1138803,0.94448954,0.64921665,1.4033883,1.4609494,1.533315,0.5629562,0.42749357,0.6784906,1.0307083,0.6401752,0.90411705,0.97092354,1.2210004,0.73175675,0.16563678,1.1879578
crib,0.9213616,1.259815,1.545973,0.5817058,1.3707147,1.5068126,1.3935084,0.78939307,0.62536085,0.17541122,1.3344734,0.13492513,0.54146266,1.2301039,0.3361693,0.76220274,0.98572063,1.4104584,1.3060433,0.64969826,1.4390142,0.8670906,1.196429,1.1766689,1.3673167,0.7012305,1.3307626,0.8043723,0.42073452,1.2920117,0.6648631,0.71009314,0.87145424,1.3861406,0.36889625,1.2955766,1.5079575,0.0,1.3897504,1.1643337,1.1801841,0.7275351,0.9079904,0.76771617,0.8510269,0.8081931,1.2734656,1.3871714,0.6925047,0.8880186,1.3820337,1.4033728,1.0996088,0.94586265,1.1718276,1.2538012,0.6722008,1.4112604,1.0971761,0.9747139,1.4355493,0.9568484,1.0509679,1.4370911,0.8943756,0.72079545,0.79726577,0.6010691,1.0718502,0.6835164,1.0442435,0.5415312,1.3301312,0.75681806,0.6780207,0.9406555,0.7464557,1.1397295,1.048589,1.4720821,1.2890493,1.3582145,1.4527277,1.4488955,0.95617,1.128105,0.47758317,0.73846054,0.7029916,1.463359,1.4450034,1.3092319,1.0181962,0.57690465,1.4199665,1.2129952,1.4583379,0.9635355,1.3747189,0.7169996,1.2094854,0.5775062,1.1262665,0.7573971,0.96314204,0.61443037,1.0281267,0.6962694,1.3564221,0.61225164,0.7850901,0.6795037,1.5506178,0.6639776,1.4480858,1.0707288,1.3001775,1.3185921,0.59844184,0.61330664,0.32663512,1.4337108,1.5604059,1.1325408,0.8440145,1.3091339,1.2022026,0.9009099,0.85933626,1.1125803,1.4621952,0.66686404
cup,1.3902453,0.5791334,0.61082375,1.4722521,0.71367997,0.5795179,0.9165333,0.7405201,1.0013587,1.4139845,0.6867577,1.4239972,1.5278964,0.7552149,1.4235226,0.93375826,0.97458786,0.29187703,0.18772483,0.98511714,0.6404161,1.1141531,0.3444438,1.0917292,0.6014035,1.3263799,0.9823968,1.2052962,1.0849597,0.61886925,1.2694596,1.085301,1.2207634,0.7300483,1.4073995,1.015309,0.56705284,1.3897504,0.0,0.7739444,0.6977786,1.3416029,1.1756196,1.1346709,1.0683262,1.4511244,1.0051318,0.73840886,1.2854712,1.3474605,0.95346767,1.0163004,0.9703362,1.1848283,0.8924271,1.0838645,1.179745,0.75908,1.0753862,1.1753241,0.76830995,1.3313502,1.3160692,0.8195369,0.93083364,1.3774427,1.2952068,1.4536729,0.5918499,1.4802473,1.0095907,1.2915795,0.5488797,1.4194553,1.2406687,1.2359835,1.3955473,1.1542125,1.3212872,0.5962746,0.6167893,0.67657423,0.64554304,0.67805815,0.8347355,1.0051495,1.4827247,1.4410164,1.3642602,0.5987642,0.624146,0.7012158,1.1346436,1.3973829,0.7023547,0.9609547,0.51138836,1.1512764,0.5649396,1.1277174,0.72550654,1.1154145,1.0568706,1.3460166,1.1582924,1.4624331,1.0770291,1.4242043,0.4628812,1.1799884,0.91108346,0.9378013,0.6467339,1.2094717,0.6726797,0.99079627,0.5401147,0.70337754,1.28819,1.4478532,1.3623229,0.17475605,0.7399571,1.0508741,1.2402761,0.5833055,0.76883847,0.7889401,1.1400921,0.78001845,0.68043584,1.1103996
deer,1.0758837,0.77349305,0.87830037,1.2548211,0.9716869,0.9140408,1.0399009,0.9888501,1.0700777,1.1651092,1.00733,1.2413822,1.2493682,0.64642173,1.1729931,1.0657915,0.918319,0.8402231,0.7768646,1.0845472,0.75317156,1.1124903,0.95382506,0.92726916,1.0706478,1.1059088,1.1401649,1.0671573,1.0975136,0.70048785,1.1305779,1.0943552,1.0274662,0.9416164,1.2204571,1.0414732,0.9383334,1.1643337,0.7739444,0.0,0.9247247,0.85056245,1.0871892,1.0843043,1.1995907,1.2958361,1.1227796,1.0317577,1.1665871,1.154408,1.2025068,1.0427291,0.7435074,1.2392974,0.95982456,0.92989427,1.0900238,1.0479659,1.2130306,1.0649974,1.030776,1.1724871,1.2498883,1.1397948,0.58118045,0.8739868,1.2234607,1.225764,0.94921035,1.362562,1.0641783,1.1022319,0.8137188,1.0577675,1.126203,1.3157108,1.2177103,1.1735021,1.1435051,0.939366,0.7065011,0.79822975,0.97470766,0.94263774,1.0029119,0.9412685,1.2203381,1.3146825,1.0832726,0.95309925,0.9759026,0.67710304,0.979342,1.205398,0.7543699,0.78085506,0.92573357,0.7918302,0.7755513,1.0987762,0.86479104,1.0939888,0.7788603,1.2735591,1.0353409,1.2809505,1.0798957,1.2864825,0.69123065,1.0672101,1.1486756,0.99215543,0.9758083,1.0631988,1.0154411,1.2655923,0.7808028,0.7600832,1.1728327,1.245556,1.1583652,0.77866536,1.0318625,1.1037704,1.1887476,0.69544685,0.97994024,1.0524538,0.875357,1.0176027,1.0469614,1.0276847
dish,1.0324253,0.6306133,0.9873153,1.1369729,0.5422803,0.70992815,0.9643749,0.8779993,0.95530885,1.0771186,1.222334,1.2394072,1.080002,0.8784028,1.0647124,1.0137137,0.73014283,0.9211619,0.8187223,0.8552239,0.9424148,1.1611142,0.77666974,1.1505095,1.1110761,1.1441499,1.1426075,1.3011179,1.1683136,0.7219573,1.0328012,1.0719632,1.0688686,1.0350434,1.2253313,1.1655703,1.1206009,1.1801841,0.6977786,0.9247247,0.0,1.0338968,0.84457016,1.090497,1.1220753,1.1815536,1.2028444,0.9178252,1.2269521,1.1277488,1.0905553,1.1107535,1.0333914,1.0987654,1.1195393,0.9643526,0.92863303,1.2389526,0.9813652,1.0424043,0.8560944,1.2462158,1.1116734,0.9256083,1.0393982,1.2310842,0.9172716,1.2231877,0.6814723,1.2622292,1.2184646,1.1357226,0.85861534,1.0299087,0.86250496,0.9477434,1.1278203,1.1510848,0.94733113,1.087152,0.8710024,0.9025005,0.9460914,0.94582534,0.94045615,0.75993323,1.1239581,1.2997757,0.92956465,1.1671951,1.1593003,0.8473456,0.988547,1.1234813,0.95539784,1.1739104,0.9440547,1.040314,0.82010055,0.92158276,0.7778637,1.1768597,0.8613507,1.1428084,0.9633207,1.1827805,0.8534543,1.1837026,0.7212903,0.9940275,0.9661409,0.92697066,1.1022983,1.1164849,0.9513233,1.0155916,0.67497987,0.99838513,1.0358949,1.1844366,1.110346,0.52946806,1.0204202,1.1322846,1.1239705,0.93080145,0.6597534,0.7823341,1.0300484,1.1674198,1.1928871,1.1535583
dog,0.8157401,1.0960388,1.3462534,0.74053895,1.1861173,1.3171018,1.2419533,1.0735073,0.990136,0.75581706,1.3186961,0.8173754,0.7516825,1.0551039,0.79175496,1.0623492,1.097829,1.3055931,1.2840614,1.0173293,1.1784921,0.9651739,1.256172,1.0569271,1.267841,0.8702103,1.2613195,0.8864662,0.9499033,1.1815329,0.8897273,1.1911035,0.9715735,1.2403786,0.67597485,1.0943656,1.4168041,0.7275351,1.3416029,0.85056245,1.0338968,0.0,0.72912705,0.95506954,1.0054555,0.8113146,1.1156194,1.286157,0.9085352,0.7934618,1.1886834,1.206316,1.0433881,0.9562318,1.188329,1.060551,0.912014,1.3047409,0.99996555,1.0339874,1.3269544,0.89053273,0.8952194,1.2486956,1.0227,0.49528873,0.8323915,0.79253197,1.0362822,0.8362655,1.2462165,0.7554939,1.2476546,0.661577,0.8046575,0.93026614,0.791664,1.0512024,0.6940298,1.3152583,1.1515226,1.253181,1.2032534,1.2384353,1.1160127,1.0791101,0.72603613,0.811641,0.842683,1.3717835,1.3783145,1.1660038,0.73130715,0.74738896,1.1342515,1.1448057,1.3720541,0.35039985,1.1431098,0.9083133,1.1640084,0.94908434,0.89794904,0.78612334,1.1231507,0.7824402,0.96477526,0.8381711,1.160937,0.8654138,1.0480723,1.0048738,1.3619118,0.94733363,1.1524701,1.0743016,1.0742649,1.1954252,0.7965648,0.76334774,0.75639826,1.3195935,1.2489641,1.154901,1.1143624,1.1977925,1.1212207,1.1765802,0.9400858,1.1975957,1.3422828,0.92458177
doll,0.6724739,0.9987731,1.2009194,0.7434505,0.90846103,1.1233592,0.9221396,1.0900044,0.9563992,0.79307365,1.4056039,1.0158197,0.6851935,1.0611748,0.8023406,1.0244784,0.80594873,1.2224047,1.210036,0.9143273,1.1754147,1.1201285,0.84639096,0.99236596,1.1659979,0.98777455,1.1581621,1.2765894,1.113901,1.1315705,0.9406028,1.2117621,0.95678693,1.2966263,0.8369703,1.1231107,1.3842887,0.9079904,1.1756196,1.0871892,0.84457016,0.72912705,0.0,1.095749,1.0630535,0.8589152,1.1432976,1.1147734,1.0919123,0.8350909,1.0493095,1.1284263,1.0420988,0.92838186,1.2116987,0.70600474,0.98554224,1.3448954,0.73889774,1.1616772,1.049536,0.91474783,0.7480935,0.7119781,1.1766119,0.99146545,0.81797373,0.8582424,0.89182425,0.8971308,1.3370433,0.94318384,1.3126447,0.7507405,0.7352942,0.6244526,0.8309349,0.9951478,0.68625546,1.289396,1.1343814,1.1476943,1.132057,1.1526055,1.1252705,1.026461,0.7217647,0.92184895,0.83083993,1.425457,1.412298,1.117188,0.799901,0.6099101,1.1473871,1.1355095,1.3324721,0.85969776,1.0752064,0.78696424,1.0763923,1.0242287,0.89707285,0.7865782,1.0087715,0.8724904,0.8149489,0.8302767,1.0827154,0.9005969,1.0573076,0.9457423,1.2208035,1.2316623,1.1340573,0.8787163,1.0373117,1.2905943,0.6948835,0.7878222,0.8906406,1.0382582,1.1084315,1.1071622,1.0528854,1.2212907,0.43000638,0.9419206,1.034708,1.2923311,1.3110456,1.1396322
door,1.0175586,1.1464902,1.2778676,0.9473101,1.2540467,1.2412264,1.2863162,0.9509827,0.83396316,0.9002619,1.1160796,0.84370595,1.025489,1.0733876,1.0352678,0.9475791,1.1966357,1.0785712,1.0812672,0.8912426,1.1703855,0.7275897,1.1370323,1.1062219,1.054642,0.96765155,1.2267332,0.81671333,0.61393225,1.0469364,0.2745639,0.8697953,1.0866743,1.1352307,0.7457214,1.2099959,1.2302979,0.76771617,1.1346709,1.0843043,1.090497,0.95506954,1.095749,0.0,0.91114086,1.0193906,0.986782,1.2851791,0.9596059,0.85788065,1.1726366,1.2525525,1.0183594,1.1294622,0.9737791,1.163344,0.9795502,1.133475,1.1768978,1.0237641,1.326414,0.8736412,1.0812987,1.2556039,0.84372985,0.90112233,0.89603364,0.8999681,1.0613055,1.0513291,1.0609192,0.64690745,0.7461331,0.9449573,0.9777295,1.1201788,0.92637503,1.1593022,1.0817964,1.1494293,1.0691453,1.1980684,1.2407548,1.2536479,0.89372796,0.9911513,0.9927274,0.9454138,1.0523852,1.1483568,1.1889149,1.0544311,1.1937873,0.9905773,1.1788589,0.9937564,1.2189876,0.94966096,1.1381707,1.0088558,0.92423856,0.3976314,1.0388768,1.0891454,1.1168365,0.8861233,1.0457292,1.0619577,1.0149693,0.52612984,0.74909306,0.99143386,1.2572751,0.8539674,0.9528556,1.1310639,0.96379197,0.9107946,1.0110086,0.89655745,0.8303658,1.2079303,1.2193247,1.1249553,1.086533,1.0763984,1.2688401,1.1562555,0.93912405,0.7187325,1.2240794,0.45258123
