,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,eye,face,finger,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,sink,slipper,snow,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
radio,1.2137209,1.1443772,1.1105602,1.3018103,1.0114828,0.85065174,1.2022371,0.50504273,1.1492248,1.1518375,0.9882222,0.90723765,1.1761259,0.8402867,1.1131525,0.7540188,0.7393959,0.6798814,0.5816715,0.77088046,0.8747029,0.7207473,0.9304287,0.7553025,1.0255541,1.0150696,1.095301,0.7935126,0.6787565,0.8767121,1.1004901,1.0815356,1.0593244,1.1202528,1.088562,0.9359612,0.7103691,1.1936927,0.94611645,0.88003755,0.8933437,1.1683764,0.90167147,1.2281117,1.2266064,1.1831558,0.95871836,0.89673686,0.8228235,1.1524503,1.110564,1.0697087,1.2620072,0.950748,1.2297795,0.9266336,1.279175,1.1227975,1.1335193,1.1768358,0.99358076,1.2448719,0.96073186,0.80379224,0.8973659,1.256951,1.2291328,1.0515229,1.2016532,1.0594778,1.187846,0.60589606,1.2801046,1.2152798,1.0568508,0.5530779,1.1771724,1.3375425,1.0680755,0.97498643,1.0478936,0.9684717,0.77472043,0.8170436,0.7121136,0.7767142,0.0,1.0551237,0.7317705,0.82969624,1.006192,1.0354025,1.0460607,1.2616547,1.0836886,1.2204367,0.8773953,1.1155037,0.9525587,1.0804746,1.047139,0.8151414,0.68410677,1.0615687,1.0254745,1.266516,1.0409161,0.8313664,1.1290326,1.2317922,1.2071717,0.6403613,0.90097636,0.529209,0.75029784,1.1137767,0.8722346
raisin,1.4408972,0.61463064,0.5146486,1.3572484,0.52592564,0.6081176,1.2610202,0.94458425,1.4471368,1.4750187,0.72431165,1.4566559,1.4161799,0.63732904,1.3833222,0.9308853,0.6803327,0.6821059,0.9092309,1.202007,0.59126985,0.97489756,1.3491621,0.68343496,1.39789,0.4540456,1.2109003,1.2673464,0.66419905,1.2128601,1.1686947,0.90930617,1.4638062,1.0437995,0.35384226,1.5045692,0.6034536,1.3147802,1.0947098,1.1050265,1.0515052,1.3274478,0.6746507,0.8176499,1.1968884,0.9758399,0.60310733,0.2302934,0.76897514,1.2708602,1.305244,0.46594036,1.4024036,1.035419,1.165309,0.7604184,1.333968,0.72493285,1.248785,1.3218327,1.2467984,1.5111395,0.46675467,1.3619998,0.8993301,1.1046345,1.342608,1.2312897,0.8132231,0.7221532,0.35248834,0.66590077,0.91461265,1.1586058,1.00621,1.0150057,1.4524039,1.3394705,1.4612546,0.37555182,0.34213763,1.3061342,0.9463623,0.809152,0.83575976,1.2613145,1.0551237,0.0,1.2492304,0.3004403,0.47990727,1.0896289,1.2366185,1.395016,1.2476345,1.4982834,0.74454254,1.3785932,0.44473803,1.1710329,0.68528897,0.7242103,0.6960328,0.5122834,1.469057,1.3963513,1.3655757,0.88139504,0.62273794,0.6775502,1.3650277,0.672917,0.7780309,0.9249813,0.8979669,0.7068418,1.2259581
refrigerator,1.0588937,1.1535847,1.233998,0.95316297,1.2792506,1.1214926,1.1221031,0.7810174,0.79548883,0.87693065,1.1691216,0.5719985,1.1265097,1.0389165,0.9972625,1.1582719,1.2690108,0.7849492,0.89584386,0.92648983,1.290888,0.91574866,1.0054313,1.0041789,0.7906836,1.2458227,0.7493188,0.50786394,0.9962775,0.39689147,0.96276844,1.1258805,0.60677874,1.2202703,1.3219879,0.61364996,0.8783122,0.9225096,1.0653793,0.41826546,0.80178493,0.9078349,1.2915324,1.2667685,0.8754322,1.1958091,1.4069622,1.0755725,1.0587008,1.2396631,0.93844277,1.1965955,1.1494751,1.2646253,0.80337924,1.0629334,1.1181082,1.0488827,0.9144199,0.75423706,0.9325886,0.98974514,1.2903473,0.56894016,0.78522134,1.216521,0.99288446,0.82579166,1.2826927,1.2353352,1.362639,1.0820719,1.3258836,1.0963144,1.1889924,0.6393478,0.9721879,0.96430844,1.0838736,1.2519103,1.2542288,0.9636643,1.0620326,0.931549,1.2225952,0.9151656,0.7317705,1.2492304,0.0,1.136961,1.2652657,1.0723164,0.93132913,0.79630435,1.2478331,0.9758417,0.9747384,0.8225631,1.3505782,0.9017828,1.2268064,1.3004717,0.9164491,1.1534741,0.72309965,0.805435,0.9471834,1.168756,1.2710543,1.4152299,1.0742004,1.0849034,1.2154845,0.9981889,0.6495212,1.3408813,0.3765198
rooster,1.3203633,0.8371603,0.76330227,1.3766425,0.660618,0.53911984,1.2310834,0.78547597,1.4238403,1.5135932,0.8117278,1.3754108,1.3673161,0.5921579,1.4393184,0.86759484,0.72042847,0.6292931,0.8819812,1.18555,0.6188631,0.85908026,1.221858,0.6844385,1.3564584,0.50699973,1.1597333,1.1733806,0.5817034,1.1888235,1.1004162,0.8969428,1.4398084,1.03464,0.60600924,1.4533587,0.5683845,1.2237184,0.94684166,1.0899165,1.0209212,1.3157214,0.68785685,1.0494503,1.2472515,1.0503249,0.5858205,0.22458315,0.69785666,1.1844796,1.2326883,0.631481,1.3715824,1.0337287,1.2001797,0.8684002,1.3676498,0.8466885,1.2088583,1.3203201,1.1566889,1.5403684,0.64502406,1.1804092,0.7791188,1.1235094,1.3159969,1.1713128,1.0402644,0.76025033,0.66567224,0.58638674,1.0438972,1.2562119,1.017498,0.9189875,1.482218,1.3597412,1.4045513,0.56330496,0.54448473,1.2334512,0.8490562,0.7595538,0.81325316,1.1396904,0.82969624,0.3004403,1.136961,0.0,0.68657625,0.9891495,1.1060483,1.38075,1.2150799,1.4842945,0.69247836,1.3346455,0.60257006,1.0575942,0.7947928,0.6188585,0.53328437,0.61858314,1.4157238,1.3625698,1.4004855,0.86039627,0.7787142,0.7937248,1.3515171,0.6143317,0.6894332,0.79066557,0.76998806,0.86965233,1.1820052
sauce,1.510396,0.65629613,0.511781,1.3341122,0.63499016,0.665707,1.3083171,1.0172999,1.2029933,1.4433755,0.5092191,1.4469934,1.4128219,0.7981243,1.3066378,1.011659,0.5628483,0.8617863,0.7776567,1.1299515,0.5689523,0.858245,1.3660693,0.5500116,1.4073644,0.6223305,1.1648779,1.1175898,0.8542123,1.204822,1.2060466,1.1705608,1.3894858,1.0803678,0.39756542,1.4538562,0.7669328,1.4152863,1.1697,1.103547,1.0229092,1.342763,0.6674932,0.79110813,1.2337066,0.70254636,0.56495094,0.5403298,0.7390219,1.3093314,1.4024305,0.44320047,1.326933,0.99034977,1.1971756,0.7598555,1.2158217,0.76766014,1.2819136,1.2943677,1.2426791,1.3783948,0.449983,1.3014584,1.0746604,0.9345614,1.3300458,1.2011982,0.6893475,0.91648954,0.3817752,0.57626987,0.755247,1.0683384,0.9651222,1.0260012,1.3378747,1.1993731,1.3392059,0.50548315,0.5135973,1.1548324,0.989563,0.9147704,0.6826088,1.173739,1.006192,0.47990727,1.2652657,0.68657625,0.0,1.1352711,1.3007306,1.4046689,1.3293226,1.3455837,0.64896864,1.1120396,0.5358744,1.164588,0.5285013,0.7366911,0.9312216,0.5450311,1.4578544,1.4449873,1.2749054,0.93580675,0.5290445,0.6095165,1.2587876,0.5814898,0.98990524,0.9126361,0.973107,0.5786269,1.1872532
scarf,0.9784458,1.1055524,1.0604208,0.9910088,1.1130389,1.0517893,0.882305,1.0445646,1.0496241,1.0522541,1.0855014,0.98626244,0.982124,1.048886,0.9484407,1.0838188,1.0731899,1.1159121,0.9957447,1.067719,0.982383,0.9033359,0.9366642,1.1616595,1.0438294,1.024857,0.86104953,1.1449907,1.0695412,1.0182629,0.9420864,0.9609574,0.9955155,0.9313188,1.0736839,1.0393062,1.0656284,0.8761151,0.99850446,1.0541112,1.0517086,1.0278008,1.0355774,1.0030408,1.0219649,1.0616294,0.9833853,1.0550307,0.9917139,0.92462873,1.0188472,1.1407845,0.9627582,0.97788054,1.0368946,1.119796,0.9914869,1.1446006,0.93874514,1.0710462,0.95430315,0.97511494,1.0476229,0.9492774,1.013931,1.0541633,0.9141362,0.90607065,0.99316764,0.884726,1.0894974,1.0967851,1.0264106,1.0548998,0.9681495,1.0929337,0.98295724,1.0592521,0.9413363,1.0551227,1.069725,0.9796832,0.9665499,0.9979859,1.0472049,0.90670586,1.0354025,1.0896289,1.0723164,0.9891495,1.1352711,0.0,0.9603458,1.0814342,0.97638154,0.99013317,1.1008484,1.0232502,1.0523574,0.91463476,0.9600118,0.9588708,1.0748985,0.99074674,1.0522991,1.013813,0.899248,1.1110424,1.1044507,0.87690085,0.9368041,1.096746,1.0277718,1.0182865,1.1373191,0.99696624,1.0302912
scissors,0.70270455,1.180415,1.1613636,0.91834164,1.1142073,0.9683191,0.75096786,0.93811446,1.0233927,0.8981815,1.1361648,0.971629,0.8573519,0.82211363,0.8856299,0.9659187,1.1566575,1.0154923,1.0046012,0.93555766,1.3560023,1.0185312,0.7057995,1.1945677,0.84319067,1.0874112,0.93038887,1.0411428,0.8277492,1.0903097,0.8297154,0.99913716,1.0235118,1.112381,1.0930257,0.9041878,0.955293,0.92198086,1.0242547,0.91143703,0.9314292,0.94653344,1.1369187,1.1540319,1.0449482,1.1448658,1.1458263,1.1706078,1.0036261,0.66113484,0.8585942,1.2092322,0.92098904,0.9084865,1.0806243,1.1446925,0.98484045,0.9640868,0.8068252,0.97676915,0.9504772,1.0250194,1.145975,0.9144163,0.72088253,1.0575097,0.87188053,0.97689605,1.1995997,1.2419014,1.2802562,1.1957806,1.1281389,1.171218,0.95358264,0.9350725,1.0565892,1.0245703,0.9027857,1.0647625,1.0676825,1.0194918,1.2107991,0.9768804,1.2875576,0.93253595,1.0460607,1.2366185,0.93132913,1.1060483,1.3007306,0.9603458,0.0,0.9813928,0.6895418,1.1214031,0.98880935,1.0106964,1.149441,0.75930846,1.0650594,0.91955,0.8495298,1.2023313,0.86822736,0.96640027,0.98579556,0.8375833,1.2431359,1.1533328,0.82233626,1.2030066,0.7902901,1.1755017,0.69441444,1.1693869,1.0172433
shirt,0.59376395,1.1610192,1.3040196,0.55078447,1.3200669,1.34727,0.9939265,1.2344793,0.69011074,0.5352357,1.27994,0.68588793,0.53864664,1.3000292,0.7770483,1.2275075,1.4298881,1.2894971,1.3074833,0.9582535,1.3852284,1.1927111,0.83183265,1.4384493,0.6363442,1.374696,0.77569515,0.8781538,1.2595398,0.93869704,0.9250078,1.0159798,0.53993803,1.0468543,1.4466534,0.61797374,1.3887972,0.6065906,1.0284657,1.0669414,1.1492206,0.45888126,1.3193219,1.0687549,0.50032794,1.1466421,1.3676181,1.374937,1.4108428,0.9046031,0.7830938,1.3451247,0.6932834,1.2315809,0.53796047,1.2390122,0.78604144,1.0642555,0.7148188,0.396008,0.8951396,0.5246074,1.4447725,0.85200477,1.1655415,0.9336231,0.8148812,0.82706153,1.1748333,1.1128227,1.3173845,1.4601512,1.029337,0.86235607,1.1043401,1.2105107,0.51916695,0.5030337,0.8201175,1.4633245,1.4356992,0.9218695,1.1310468,1.18138,1.3478241,0.9948324,1.2616547,1.395016,0.79630435,1.38075,1.4046689,1.0814342,0.9813928,0.0,0.8709279,0.47764957,1.297863,0.7926292,1.4381492,0.89018786,1.2877951,1.426509,1.2688557,1.312891,0.6332577,0.20014542,0.7665492,1.2390308,1.2692308,1.2604976,0.903306,1.4306573,1.2820363,1.2499549,1.2113683,1.249663,0.80126673
shoe,0.42753994,1.2778444,1.2012658,0.768378,1.2121859,1.1643572,0.6847295,1.1438138,1.0173541,0.4887154,1.2361981,0.8640095,0.6041513,1.0784794,0.45032448,0.88849723,1.0580928,1.3293053,1.20626,0.9001981,1.2166883,1.1549382,0.5842229,1.3754653,0.59369224,1.2362728,0.8663033,1.1243535,1.0342826,1.1793799,0.83147,0.9768985,0.86342055,0.9995744,1.2154658,0.74740076,1.3307729,0.69440824,0.8315302,1.2150896,1.1168301,0.8020946,1.1773975,1.2034544,1.0713432,1.3456986,1.0863075,1.2793951,1.194763,0.33541608,0.5371808,1.3320079,0.7979034,0.904382,1.14554,1.2265024,0.9382814,1.1783077,0.77757037,0.8616863,1.0530634,0.6292988,1.1854128,1.0429212,1.1252652,0.9500144,0.9060599,0.9497486,1.2039047,1.1276997,1.311312,1.2346163,1.1767117,1.0782547,1.1042649,1.1259708,0.6444539,0.90158564,0.62844706,1.2389145,1.2344849,0.7589884,1.0403024,1.160592,1.1289768,0.8987486,1.0836886,1.2476345,1.2478331,1.2150799,1.3293226,0.97638154,0.6895418,0.8709279,0.0,0.739792,1.2525351,1.096764,1.1277452,0.7811533,1.1069782,0.98506576,1.1127825,1.1637678,0.6995431,0.80112916,0.6534528,1.0532137,1.395509,0.97199625,0.7930985,1.24467,0.73546004,1.0458122,1.2506088,1.176965,1.1458917
shorts,0.63879657,1.227023,1.3435366,0.46105498,1.410367,1.3875935,0.84977776,1.2577822,0.65998363,0.56690365,1.1750739,0.77999175,0.57935447,1.4149032,0.5816511,1.1092803,1.3125764,1.331397,1.2382154,0.8577255,1.2711256,1.0054168,0.8433895,1.281959,0.78233504,1.3508136,0.825049,0.9205202,1.4629548,0.87783784,0.9832746,1.108124,0.59214073,0.9710268,1.4575084,0.7313927,1.3894904,0.61208916,0.8531309,1.1535702,1.1779872,0.6504657,1.2684155,1.039691,0.8693731,0.9342618,1.3363037,1.5013816,1.3060479,0.85067534,0.79433537,1.3248761,0.54376185,1.0748775,0.84189975,1.25218,0.5563339,1.1847987,0.88084334,0.657333,0.9362001,0.19092536,1.3972092,0.9516753,1.3016593,0.91168374,0.74503946,0.9109879,1.0204221,1.0771425,1.3791833,1.3572316,0.91179454,0.7274972,1.1205252,1.1379317,0.20162386,0.49459112,0.7110601,1.4711818,1.4985301,0.64704794,1.0599862,1.2278075,1.1852483,0.7903253,1.2204367,1.4982834,0.9758417,1.4842945,1.3455837,0.99013317,1.1214031,0.47764957,0.739792,0.0,1.3638248,0.79969203,1.3299,1.0107998,1.2854121,1.1948183,1.3972117,1.2081233,0.7555637,0.45290762,0.62585455,1.2326331,1.1858068,1.1412778,0.73507553,1.3252331,1.2417386,1.1665745,1.3098178,1.060679,0.988071
shovel,1.3307046,0.8322324,0.6816925,1.381849,0.83926874,0.7577292,1.3627084,0.77235997,1.1956422,1.3689594,0.61624706,1.2012649,1.3587047,0.67128444,1.3298182,0.95596474,0.54918265,0.7341684,0.7556887,1.0565064,0.72344804,0.7635221,1.2113161,0.5860978,1.2023485,0.72098374,1.0167596,0.80255514,0.81174725,1.0163189,1.0347434,1.2142028,1.2896073,1.2296578,0.5382539,1.2616956,0.6445415,1.3754019,1.240235,0.9019052,0.8461467,1.2117131,0.82829136,1.110934,1.2134364,0.9789752,0.7090256,0.67911464,0.5936692,1.286772,1.2715563,0.6225491,1.421555,1.1867589,1.1870146,0.9767631,1.3653352,0.9131673,1.1066934,1.1044421,1.276845,1.3911396,0.53008664,1.0647058,0.9063717,1.0552263,1.3994732,1.1223375,0.9459276,1.1933064,0.7127508,0.45095026,1.043462,1.2856433,1.0621517,0.8513857,1.3645217,1.2704412,1.2899042,0.56142646,0.6182612,1.0787357,1.0300013,0.85077554,0.7811574,1.0772504,0.8773953,0.74454254,0.9747384,0.69247836,0.64896864,1.1008484,0.98880935,1.297863,1.2525351,1.3638248,0.0,1.1239682,0.7201923,0.89167434,0.55902135,0.72318524,0.8540271,0.76714915,1.320596,1.3117008,1.3397135,0.9140508,0.932173,0.9530995,1.2643529,0.46157086,0.98679674,0.8387159,0.62618613,0.8761169,1.0028108
sink,0.80501777,1.2358234,1.1820115,0.8093451,1.1556169,1.1017728,0.8634803,1.1917229,0.06302178,0.75551254,1.23629,0.7579466,0.874998,1.1683462,0.89637536,1.1163601,1.1706418,1.1436813,0.91756344,0.9508075,1.2946267,1.1325577,0.81127113,1.2842909,0.8175515,1.2812887,0.82067895,0.812407,1.2116209,0.8672454,0.9887522,0.9417457,0.6854273,0.92771685,1.3709894,0.6940233,1.2574356,0.8687279,1.015807,0.8028302,0.73992956,0.8669182,1.1467935,1.1745579,0.9171283,0.98630863,1.2087889,1.3571117,1.1803358,1.0092301,0.96067184,1.3070474,0.76629806,0.99707925,0.95042986,1.0700382,0.87771744,1.1732078,0.8940031,0.88979036,0.57877237,0.76470315,1.2672169,0.8326106,0.9795635,0.8987143,0.54302037,0.92819935,1.2901464,1.0180316,1.3337414,1.140314,1.2128028,1.0669296,0.9319965,1.1860816,0.75651854,0.9354323,0.65045273,1.3249863,1.3033967,0.8623264,1.0004147,1.2203488,0.88272846,1.0177888,1.1155037,1.3785932,0.8225631,1.3346455,1.1120396,1.0232502,1.0106964,0.7926292,1.096764,0.79969203,1.1239682,0.0,1.4649305,0.88654315,1.1197243,1.3499179,1.1435393,1.2663777,0.7703756,0.80647254,0.74511003,1.1080029,1.2343776,1.1756454,0.8561827,1.1452547,1.2180729,1.0080187,1.1775525,1.3841181,0.8503567
slipper,1.4666107,0.5648904,0.68823636,1.3118141,0.7197769,0.69614935,1.2532128,0.99976754,1.504883,1.4690064,0.42252862,1.4003179,1.4048977,0.7594638,1.2632748,0.87924945,0.6090444,0.94592524,0.99420506,1.2175622,0.4037189,0.9051325,1.3655603,0.49313575,1.4443343,0.56443596,1.1479534,1.1993833,0.88627,1.3059666,1.1848993,1.116194,1.4392266,1.0126479,0.37963855,1.5590535,0.80310535,1.3178922,1.2130284,1.1998543,1.0726025,1.3706672,0.6414939,0.63317186,1.3050973,0.7602565,0.5772607,0.5440771,0.6187165,1.2730312,1.4086442,0.35322696,1.3341236,1.043762,1.2440189,0.80663437,1.2069459,0.7497839,1.2535222,1.3315468,1.4646204,1.3197023,0.4741915,1.3094654,1.0604359,1.0490192,1.4820945,1.1598123,0.500681,0.85686076,0.36457378,0.5812327,0.5890429,0.9524691,0.9103684,0.9709163,1.341687,1.0992206,1.3770074,0.4907161,0.50492316,1.0092908,0.92606634,0.9172865,0.6940141,1.169444,0.9525587,0.44473803,1.3505782,0.60257006,0.5358744,1.0523574,1.149441,1.4381492,1.1277452,1.3299,0.7201923,1.4649305,0.0,1.1664757,0.6003421,0.54983884,0.8585038,0.66532546,1.493495,1.3900728,1.3233311,0.87465656,0.5414929,0.7257802,1.3909981,0.5750735,0.9853991,0.8855871,0.87956905,0.39804602,1.2660803
snow,0.8742987,1.1500252,1.1063114,0.89904207,1.2076869,1.1521683,0.92269564,1.0471637,0.9289282,0.9009567,1.0152531,0.95598096,0.8768703,0.93541664,0.9301042,1.1053385,1.0385151,1.1265714,1.0615442,1.0229397,1.1088225,1.1303383,0.9041978,1.1912374,0.5604175,1.1639686,0.47037888,0.99372417,1.0062357,1.0607543,0.6546408,1.1205269,0.9942608,1.1806308,1.0821328,0.88206345,1.1645958,0.7889029,1.2418165,0.9829565,0.893201,0.73594415,1.2086358,1.1539474,1.0575324,1.2266227,1.0545019,1.0960163,0.9034161,0.9479267,0.7708529,1.0851711,1.1032724,1.2846094,1.0794818,1.141477,1.0819467,1.1596338,0.53606784,0.9019302,1.0961671,1.000405,0.99362457,0.9873216,0.9116139,0.91479623,1.0789207,0.8638942,1.1695268,1.2376611,1.1945139,1.0382795,1.2217476,1.1766379,1.1042377,1.0707693,1.0388403,1.0534966,0.8907757,1.0651913,1.0609045,1.0359801,1.1323286,1.0637745,1.0791446,1.1348337,1.0804746,1.1710329,0.9017828,1.0575942,1.164588,0.91463476,0.75930846,0.89018786,0.7811533,1.0107998,0.89167434,0.88654315,1.1664757,0.0,0.9666399,1.1221873,1.0592465,1.0023437,0.9457706,0.7259407,0.9857118,1.2166139,1.3515782,1.00902,1.0446745,1.0500764,1.2058827,1.1444832,1.0280066,1.2121187,0.82321745
sock,1.3654767,0.692035,0.6249826,1.3802803,0.73339874,0.7424016,1.2940018,0.9856635,1.1849338,1.3218172,0.5816188,1.3513043,1.2043184,0.8105734,1.1087397,0.962943,0.5597611,0.9507731,0.80105287,1.0300041,0.68372095,0.65390086,1.3091514,0.690942,1.3177159,0.6637588,1.0286914,1.0581292,0.8766635,1.2071166,1.0431417,1.2064133,1.3575329,1.212866,0.5191021,1.4036534,0.8446835,1.3822112,1.2741667,1.088606,0.98479104,1.31692,0.8871112,0.9543293,1.2272186,0.92799884,0.69862235,0.77462137,0.6925795,1.1832911,1.3021972,0.6047964,1.2837839,1.0845277,1.239219,0.97754765,1.3562632,0.8501884,1.1361321,1.1332923,1.2603972,1.2833501,0.50919914,1.2471423,1.0292494,0.8356099,1.2783217,1.1197504,0.79377496,1.1073092,0.5733525,0.5669641,0.8995604,1.2397804,0.96928424,0.9183804,1.2597333,1.1747168,1.2833761,0.59247136,0.597383,0.97671545,1.0813302,0.9354656,0.78336436,0.9692334,1.047139,0.68528897,1.2268064,0.7947928,0.5285013,0.9600118,1.0650594,1.2877951,1.1069782,1.2854121,0.55902135,1.1197243,0.6003421,0.9666399,0.0,0.73120964,1.0214546,0.48006833,1.3892229,1.3370296,1.1643912,0.9205984,0.9033155,0.7463405,1.2861469,0.5811386,0.93625563,0.9588839,0.863991,0.7399796,1.1698576
spoon,1.2231976,0.8854919,0.8514017,1.3172503,0.7027992,0.6391889,1.0034653,0.887253,1.3961086,1.3664353,0.7397479,1.4773865,1.1135789,0.759606,1.1336027,0.7308922,0.6778854,0.86818993,0.84755147,1.0249599,0.7028073,0.7082046,1.2055521,0.7574401,1.4124653,0.6911469,1.2475073,1.2988681,0.73905224,1.3319067,1.2434814,1.0435307,1.4794681,0.93606323,0.6452677,1.4974585,0.7203806,1.2360133,0.90487826,1.2124954,1.06954,1.3656394,0.6230579,0.9009619,1.3848557,0.78505945,0.7124867,0.7360457,0.66169006,0.91308653,1.2710993,0.76618814,1.1303705,0.7732564,1.3422685,0.9593453,1.0391276,0.83980525,1.2129947,1.2777238,1.2553174,1.2137126,0.7107239,1.2780076,0.8762939,1.0715773,1.3293426,1.2641969,0.8585128,0.8814719,0.7448473,0.62680745,0.84189636,1.1251142,0.96491885,0.92617303,1.2297418,1.2336159,1.1433675,0.6509602,0.7074876,1.0054668,0.87544674,0.8327283,0.76895297,0.9566969,0.8151414,0.7242103,1.3004717,0.6188585,0.7366911,0.9588708,0.91955,1.426509,0.98506576,1.1948183,0.72318524,1.3499179,0.54983884,1.1221873,0.73120964,0.0,0.76023203,0.7289394,1.3902688,1.3699484,1.1684947,0.74170977,0.71872497,0.7833053,1.1290554,0.65725553,0.6650194,0.80727905,0.8511841,0.6435871,1.3999553
sprinkler,1.1805532,1.0789862,0.8889152,1.2869132,0.74525523,0.5151535,1.2188652,0.7180947,1.2222435,1.2113029,1.015309,1.179385,1.1822888,0.636588,1.2395785,0.8445939,0.92202055,0.6123358,0.80020595,1.1705503,1.0646621,0.9685132,1.0702754,0.82297087,1.1318275,0.8906604,1.1988484,1.0935609,0.4673233,1.0602006,1.1134127,0.8587959,1.2685039,1.0555676,0.87468684,1.1927652,0.57351226,1.1879921,0.8590485,0.8437282,0.91209036,1.230866,0.8098676,1.1561108,1.1904287,1.1626165,0.8822989,0.63659996,0.84170675,1.0443536,1.0784849,0.96925426,1.3418806,0.8887656,1.1909245,0.71114886,1.3022501,0.9370024,1.1284729,1.266496,0.95856565,1.4234843,0.9221418,1.0434605,0.5143055,1.205422,1.2064605,1.1191009,1.1763128,1.0163969,0.9503567,0.80451137,1.2752147,1.2647362,0.9757591,0.8583366,1.343019,1.402897,1.1783527,0.74830884,0.71838695,1.235817,0.92075396,0.77798754,1.0266024,1.1047032,0.68410677,0.6960328,0.9164491,0.53328437,0.9312216,1.0748985,0.8495298,1.2688557,1.1127825,1.3972117,0.8540271,1.1435393,0.8585038,1.0592465,1.0214546,0.76023203,0.0,0.9981043,1.1395746,1.3020058,1.1628217,0.63582885,0.9195119,1.1081569,1.2927136,0.83270574,0.6529572,0.79971147,0.61265385,1.1079654,1.0646689
strawberry,1.3476379,0.7705728,0.6712003,1.389367,0.75261676,0.74973035,1.1642388,0.95886755,1.3398435,1.4105942,0.6408191,1.4135157,1.2463298,0.91430193,1.1033996,0.98971605,0.6902109,0.7174879,0.85154164,1.0810721,0.5976344,0.6364521,1.34672,0.6834953,1.302556,0.5471274,1.055235,1.1407554,0.8692635,1.0628636,1.1362907,1.1194806,1.3834987,1.1648493,0.55633354,1.4423585,0.70156527,1.3455336,1.1238425,1.089027,1.1025643,1.358715,0.91259974,0.94514227,1.2054346,0.95347863,0.8209001,0.58911294,0.74938524,1.1566435,1.1219945,0.6341145,1.3430623,0.9977985,1.1797624,1.004049,1.2783873,0.86380947,1.124718,1.1552815,1.1731218,1.3008257,0.5910645,1.2005057,1.044027,1.0285777,1.2333543,1.1065961,0.8194207,0.9953766,0.56109756,0.6266097,0.85991645,1.1430864,1.0709419,0.9283904,1.3027982,1.2045416,1.3859003,0.6372981,0.64949375,1.1509469,0.9791933,0.8421865,0.808283,0.9546441,1.0615687,0.5122834,1.1534741,0.61858314,0.5450311,0.99074674,1.2023313,1.312891,1.1637678,1.2081233,0.76714915,1.2663777,0.66532546,1.0023437,0.48006833,0.7289394,0.9981043,0.0,1.4031162,1.2832371,1.1343527,1.0485141,0.83533555,0.66912365,1.112704,0.6182089,0.825611,0.96261024,0.94016105,0.7277351,1.1073583
stroller,0.5339111,1.3097637,1.2337852,0.7642646,1.302867,1.3070687,0.7631894,1.0422771,0.63893855,0.35319018,1.4401033,0.4152416,0.76336354,1.343112,0.72892,1.2054162,1.3683609,1.2045557,1.2065028,0.77471095,1.463135,1.2254437,0.6323702,1.4123876,0.37700045,1.4744701,0.9430705,0.69365805,1.2175713,0.71326494,0.99995023,1.0095004,0.3753652,1.0435778,1.4749627,0.22539759,1.3755493,0.53935945,0.71300876,0.9214241,1.1232482,0.70717317,1.3651197,1.2197465,0.74159825,1.2728102,1.3411407,1.4412825,1.5062525,0.64037806,0.56015384,1.4967698,0.7613666,1.0388575,0.8330655,1.2171502,0.9014368,1.2682528,0.8141958,0.7745044,0.67971283,0.71480966,1.4566466,0.62136173,1.0982826,0.85310173,0.6876632,0.622809,1.3567553,1.1763248,1.4125669,1.4923213,1.2904813,0.92079306,1.0986248,1.1453938,0.65327644,0.7750188,0.7568035,1.4572202,1.4069917,0.92576617,1.1435009,1.1694283,1.2831753,0.8319226,1.0254745,1.469057,0.72309965,1.4157238,1.4578544,1.0522991,0.86822736,0.6332577,0.6995431,0.7555637,1.320596,0.7703756,1.493495,0.9457706,1.3892229,1.3902688,1.1395746,1.4031162,0.0,0.64641875,0.7445163,1.1143266,1.3966464,1.3928978,0.7039525,1.4718878,0.9330404,1.0540867,1.0889932,1.4108455,0.68514943
