,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,fish,flower,fork,frog,giraffe,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
bottle,1.1947557,0.8131845,1.4063346,0.98712873,1.0904845,1.2067723,0.9642139,1.247967,1.2325087,1.4870653,0.6481647,1.3726449,1.5633676,1.0524384,1.4870536,1.3763595,1.1409533,0.0,0.57707834,1.1928638,1.062293,0.6748429,0.6680876,0.30454534,0.70892835,1.1261029,1.119942,1.3833663,0.5865966,1.2801783,1.2297903,1.0709568,1.181041,1.1305535,1.4208536,0.9632851,0.18712938,1.4325619,0.18929815,0.75866866,1.2812823,1.3904039,0.9484569,1.0743719,1.2787554,1.1744901,1.1018248,0.52290595,1.0816036,1.1474895,0.65022653,1.2009068,0.6054122,1.1225433,0.798569,0.7893679,1.3493718,1.2946994,1.1905631,0.4044069,1.4169114,0.65597284,1.160037,1.3572423,0.5926596,0.9790365,0.967751,1.4201488,1.4537895,1.4031007,0.6533897,0.5057343,1.2176467,1.3601465,1.4824716,1.297537,0.85959864,0.23372304,0.7302413,0.53457505,1.1099367,0.93361175,0.7866696,1.24482,1.5057427,1.1300766,1.3999784,0.21911156,0.25362659,0.85952395,1.1944729,1.182167,0.9523476,1.2727702,0.3570366,1.0054765,0.909622,1.0450639,0.41729158,0.9945684,0.6894028,1.3013166,1.13279,1.4415852,1.3335305,1.2884765,0.6438328,1.1673862,1.1298364,1.4300236,0.36185586,1.2777901,0.3456049,1.3712022,0.7445097,0.40040112,0.7898448,1.0344204,1.2441205,1.4417391,1.4532412,0.5096007,0.61947507,0.36160064,0.5157161,0.88372606,1.2372856,1.184594,1.0859671,0.8644303,0.31585795,1.1598591
bowl,1.1263127,0.83943903,1.3689172,0.8150165,0.7737324,0.93958735,0.9017653,0.9037719,1.1160733,1.3357487,0.7458761,1.1767461,1.3649979,1.1086122,1.3403397,0.9926084,1.0578074,0.57707834,0.0,0.95994705,0.93291414,0.3371684,0.7795223,0.5200865,0.72721374,1.0969843,1.1379977,1.2270648,0.6826975,1.1409391,1.2405317,0.85033655,1.1483152,1.0904903,1.4089326,0.9404572,0.6456864,1.1826787,0.3446777,0.82328737,1.082691,1.2895062,0.98520815,1.1592023,1.0580431,1.1751453,1.0067145,0.8471431,0.9019875,1.1038007,0.90748537,1.2481657,0.94219273,1.0742581,0.9531811,0.87172973,1.0640984,1.1275183,1.0538337,0.83283293,1.3305997,0.766075,1.3197972,1.2893455,0.6185017,1.253493,0.79190844,1.4344678,1.3839202,1.2384409,0.8368217,0.62815523,1.1535671,1.0014286,1.3454754,1.3016624,0.959979,0.6528787,0.8366709,0.8975465,1.1803148,0.8273235,0.8941733,1.1600533,1.3795736,1.1212364,1.1914909,0.68074965,0.76514596,1.0065222,0.8332752,1.1503186,0.9511864,1.1433597,0.79096866,0.64082813,0.9931808,1.0186007,0.70323044,1.0843022,0.8885597,1.3114667,1.0501312,1.4278865,1.1392808,1.2739698,0.7376815,1.0713711,0.66828895,1.0353106,0.6083644,1.1295824,0.652872,1.2656468,0.73730886,0.57797366,0.9019363,1.0171627,1.1887753,1.4278656,1.203835,0.5172546,0.8983103,0.7667915,0.7029594,0.9551769,1.0010906,0.9921949,1.0888454,1.0766258,0.76395357,1.2359787
box,0.8800633,1.0505654,1.0545318,1.0735356,0.8836353,0.87100667,0.6681335,0.80298424,1.1212096,0.6897889,1.2473537,0.664094,0.8499124,1.0120784,0.76905596,0.8739595,0.40820986,1.1928638,0.95994705,0.0,1.053088,0.6852946,1.1118902,0.9315813,1.0660883,1.1060876,1.2517979,0.72491354,1.1338785,0.7568073,1.0705284,0.88573843,0.9999764,1.0458415,0.8686501,1.0522299,1.2462095,0.64415556,1.104442,1.1633545,0.9112757,1.0116143,0.8808924,0.89519614,0.58155,1.0400602,1.000529,1.3135517,0.9889148,1.2439563,1.2461884,1.0713078,1.2628915,0.92388034,0.9386822,1.1678371,0.8362024,1.0008038,1.0062939,1.316292,0.8104384,0.9704371,1.1271197,1.0042125,1.1102277,1.2839596,1.145875,0.9083804,0.9376214,0.824533,0.93926454,1.1612742,1.035704,0.7448746,0.858659,0.84623796,1.1417089,1.2986195,0.83435035,1.3238721,1.1513647,1.0890251,0.82491004,1.1485771,0.91806376,1.031487,0.5725726,1.2510552,1.2267214,1.0099138,0.73384,1.0710732,0.7876747,0.8575042,1.1667451,1.0455788,1.0910101,0.8598585,1.0341042,0.8502491,1.1248095,1.1785911,0.88225895,1.0051343,0.778489,0.9430368,1.1569854,0.8312037,0.9560709,0.77758527,1.2611909,0.9891239,1.0262542,0.81827873,1.1777653,1.1787975,1.1291312,0.9534988,0.85777104,1.0137991,0.5567733,1.104855,1.2630115,1.3146539,1.0631248,0.84791124,0.6891156,0.86974245,1.075644,0.8708045,1.3058054,1.0083373
bread,0.97841924,0.79258853,0.8605801,0.82893014,0.9674399,0.6759869,0.88510877,1.1825516,0.7835019,1.0744853,0.8297364,1.1398243,0.998279,1.1716146,0.939243,1.1404586,1.0614974,1.062293,0.93291414,1.053088,0.0,0.85640603,1.0405562,1.0055906,1.0207629,0.87889326,0.96647847,1.0997132,1.1298833,1.1854303,1.104262,0.9761068,0.932883,0.7831872,1.0567019,0.9188734,1.0469197,1.1656281,0.97479796,1.0769325,1.0748442,0.9722,0.7683146,1.1716334,1.2072694,1.0481893,0.95872426,1.0137635,0.9032056,0.82109284,1.1087933,1.1525083,0.8430718,0.9292879,0.9703995,1.0926611,0.9792104,1.0038555,0.8129972,1.0734168,0.85978925,0.85401624,1.1216387,0.8211621,0.76142836,0.923732,0.96089494,1.1201555,0.9477599,1.0082517,1.0818083,1.143435,1.0536305,0.8122091,0.88022864,1.1571728,0.90378505,0.9977523,0.9312738,0.90881896,0.9398977,0.75610405,1.0576705,0.85604316,0.9895222,1.1235772,1.0649358,1.110717,1.1099229,1.1297419,0.6812351,1.0046586,0.9162569,1.0283858,1.0021515,1.0803818,0.7520825,0.9978461,1.1678662,1.2109534,1.1094733,0.9767118,1.1747658,1.1012101,1.0633013,0.87830305,0.9323592,1.1280744,1.0994749,1.0808817,0.90177166,1.1123931,0.99014366,0.95181286,1.0256501,1.0478381,1.0023594,0.9302851,1.0481431,1.0663136,1.1261408,1.0270042,0.8036132,1.0052353,1.1175492,1.0093158,0.9952237,0.9056537,1.0671004,1.235363,1.0440388,1.1621152
bucket,1.0959407,0.9049411,1.3817027,0.9494557,0.74829876,0.8127832,0.6037653,1.0936213,1.1175328,1.2206825,0.74501634,1.1151953,1.255858,1.181384,1.1210608,0.9202471,0.9284584,0.6748429,0.3371684,0.6852946,0.85640603,0.0,0.7616193,0.4693849,0.81245804,1.0699817,1.1932865,1.1771188,0.8184563,1.1407503,1.1955256,1.0103608,0.99382704,0.9332608,1.3633711,0.98070115,0.7024585,1.1034644,0.49049962,0.9742839,1.1919224,1.2860898,0.82621866,1.1593577,1.0759394,1.1627822,0.95026195,0.8497189,1.0401052,1.1422341,0.99983084,1.283015,0.961175,0.9988775,0.92924714,0.9537457,1.0152144,1.1823987,0.91767836,0.93084735,1.0470636,0.781482,1.3033848,1.1791773,0.5584745,1.2026303,0.8591398,1.2686707,1.2084455,1.2581246,0.8153852,0.8359414,1.1885703,0.9032811,1.0822906,1.2848938,0.94326985,0.7943269,0.78219837,0.9074949,1.2354763,0.94962114,0.86220217,1.1255044,1.2158123,1.199176,1.1908762,0.7795533,0.8602646,0.97300285,0.7775196,1.1182423,0.8322834,1.1551316,0.8193234,1.0503131,0.94295514,0.85404444,0.7503007,1.0948063,1.0106168,1.2151638,0.92544734,1.3704313,0.96233976,1.1672468,0.74876326,1.1150643,0.9908721,0.94465935,0.66069597,1.1558094,0.7313914,1.0090915,0.83279073,0.77665454,0.89407843,1.0141325,1.0397328,1.3534936,1.1139777,0.6811234,0.9525636,0.90916634,0.7729197,0.86834776,0.76388204,1.0287887,1.1437455,0.99323493,0.8283339,1.262715
butterfly,0.64669186,0.72048974,1.3958714,1.0473585,1.070019,1.1875345,0.82580423,1.2848618,1.1637592,1.3527985,0.5294441,1.2150991,1.3752248,0.78867286,1.3214314,1.0908554,1.0335907,0.6680876,0.7795223,1.1118902,1.0405562,0.7616193,0.0,0.550702,0.9387232,1.1208047,1.0000113,1.2855225,0.6531359,1.2625542,1.1857595,0.94255847,1.1310309,0.9600218,1.3533666,0.80201066,0.5684596,1.2624114,0.6825353,0.91366255,1.2111162,1.3310654,0.9967873,1.178719,1.2153974,1.2234436,0.92770827,0.6870403,1.0746807,1.114477,0.7547219,1.2008047,0.8136319,0.84247196,0.9681024,0.7398241,0.9092205,1.1971282,1.0784861,0.6422044,1.2665112,0.83436227,1.1725343,1.2763842,0.6107517,0.95993096,0.69676524,1.3108697,1.3084408,1.2858093,0.98188204,0.6865364,1.1188706,1.2458117,1.3224772,1.2812281,0.8869589,0.71488845,0.9194488,0.7566736,1.1103588,0.9502325,0.88316435,1.0399821,1.4248446,1.1686311,1.2333449,0.5588578,0.67570424,0.8942437,1.1584702,1.1744227,0.9110666,1.2719998,0.66224563,1.0177163,0.88775957,0.96437544,0.6613952,1.1549742,0.6995256,1.2178901,0.9998068,1.3851386,1.053174,1.2648402,0.82168794,1.2166743,1.123141,1.3795958,0.5079578,1.1340996,0.80698717,1.1803457,0.692937,0.64741457,0.91958725,0.79599017,1.1959351,1.3606558,1.3484164,0.59026176,0.86597526,0.64918,0.81237304,1.0298319,1.0833256,0.9450299,1.0730608,0.95905185,0.50666744,1.212455
can,1.0710357,0.8746346,1.4603515,1.148537,1.0773336,1.126663,0.6868121,1.2382772,1.2530885,1.3611757,0.4909655,1.1812531,1.5769219,1.0936254,1.3638197,1.2628865,1.1311052,0.30454534,0.5200865,0.9315813,1.0055906,0.4693849,0.550702,0.0,0.72988886,1.0558016,1.0356101,1.1544175,0.69701546,1.2056116,1.2127355,0.86238575,1.1086558,1.0767304,1.3171808,0.98762566,0.30154693,1.2071007,0.2273072,0.83088255,1.4420476,1.4524279,0.95143086,1.0407382,1.00192,1.3080122,0.9823431,0.5405035,1.1484017,1.2031697,0.74388397,1.2677109,0.5858563,1.1184859,0.93819994,0.7671355,1.3261882,1.1897131,1.2357912,0.43483424,1.2955028,0.7476089,1.2148695,1.3511446,0.45280802,0.98412406,0.9162157,1.3696015,1.3314373,1.4178705,0.69049656,0.61322623,1.3495046,1.2853225,1.4691706,1.2953835,0.8611288,0.47769868,0.6594025,0.5987616,1.1009874,0.9950237,0.53926253,1.2464755,1.5275488,1.1841725,1.4521285,0.30807418,0.40705997,0.9338619,1.0964327,1.3484238,0.753451,1.4464362,0.43555915,1.1731238,0.79327714,1.022998,0.38406026,0.9126293,0.69742155,1.2947185,1.1980475,1.4673858,1.1964895,1.2515619,0.6723709,1.221331,1.1841791,1.4360325,0.29015952,1.229069,0.6289855,1.2752662,0.68937665,0.53151065,0.8000635,1.0641576,1.1276186,1.3870225,1.3716158,0.5551564,0.6942498,0.4582371,0.6596087,0.8215462,1.2094465,1.1476898,1.1964793,0.68238914,0.28707743,1.1367601
car,1.1204273,1.1361138,1.3786776,1.1511989,0.9209213,1.1223644,1.0215844,0.9715309,0.9207045,1.2270663,0.8704728,1.1943479,1.2474705,0.9470948,1.1197697,1.007921,1.1005377,0.70892835,0.72721374,1.0660883,1.0207629,0.81245804,0.9387232,0.72988886,0.0,0.8753074,0.85800403,1.1543787,0.7270336,1.0712754,1.0647665,1.1430453,0.92096066,0.8973218,1.2356651,1.0092376,0.77863497,1.1373153,0.6779616,0.81841546,1.0177497,1.0854914,0.9511996,1.0351732,1.045492,1.0955422,1.0738479,0.91167766,1.1797471,0.8738818,1.05257,1.2690356,1.1304185,1.0958232,0.8756418,0.76776564,1.272541,0.8906223,1.1472126,0.9843432,1.27339,1.0570912,1.2666273,1.3367556,0.7039107,1.1427836,0.88527066,1.239031,1.2380792,1.1045582,0.638026,0.56827366,1.0360287,1.1096177,1.2970644,1.1204675,1.117427,0.86347103,0.7294649,1.0280085,1.3276999,1.0931953,0.9618927,0.8879507,1.2422268,1.0048916,1.2002954,0.79060733,0.88323057,1.0409163,1.0800426,1.1363971,0.8541349,1.020318,0.74307317,0.91681236,1.1716983,0.96196157,0.6933507,0.84238964,0.86404854,1.0197427,1.0448854,1.2832702,1.1179488,1.1812501,0.59321564,1.1878769,0.9457644,1.0998267,0.72633076,0.9850081,0.77015686,1.2232227,0.87763184,0.6570479,0.6787328,1.2622204,1.0537281,1.2938781,1.1320792,0.8039059,1.1492155,1.0047251,0.7480038,0.84358525,1.1765141,1.0183145,0.94924396,0.90757,0.9173176,1.0225515
carrot,1.1701045,0.9588508,0.9518161,1.0704384,1.0351667,0.951918,1.0353274,0.97637343,0.96102434,1.049914,1.0048279,1.0526787,1.0720726,1.1038321,1.0085306,1.004096,1.2146794,1.1261029,1.0969843,1.1060876,0.87889326,1.0699817,1.1208047,1.0558016,0.8753074,0.0,0.6709349,1.0260595,1.145463,1.0402445,0.935434,1.0631988,0.7380656,0.7313964,1.0416456,1.0933425,1.0444924,1.0944293,1.0394878,1.0178727,1.0733708,0.9998105,0.9794135,0.9494645,1.0069057,1.0093977,0.9769405,0.978894,0.9237566,0.86061156,1.0117018,1.058277,0.8699769,1.0049609,0.99291915,1.031432,1.1485709,0.8835459,0.90212584,1.0153749,0.93043876,0.9018859,0.9386276,0.8277997,0.9654227,0.9652787,1.0185163,0.9748981,0.9067967,1.0304573,1.1043954,1.0542859,0.97746176,0.97927505,1.0068394,0.99140316,0.90202665,1.093451,1.0391257,0.91508275,0.86834437,0.87437856,1.0077516,0.93525934,0.97519773,0.90973634,1.205309,1.07339,1.1236558,1.1833224,0.861495,1.0822943,1.0594971,1.1053383,1.0024257,1.0662733,1.0867673,1.1280406,1.0581263,0.84852964,1.0312082,0.9432063,1.1230694,0.9773249,1.153434,0.8969949,1.0493947,1.1015377,1.0147464,1.0137712,1.0302966,0.9839128,1.1039282,1.0369496,0.9860905,1.1330973,1.0285866,1.1293298,0.90753585,0.9084245,1.1501882,1.1523964,0.9337237,1.0506138,1.0536206,1.0407157,1.2511697,0.9731958,1.0743029,0.9702274,1.0212274,0.87854755
cat,1.0366731,1.1149322,0.98614126,1.1206945,1.0488179,1.0701183,1.2386335,0.923989,0.51376486,0.9158523,0.8981536,1.0921731,1.0166668,0.9838929,0.8686236,0.83106565,1.3410773,1.119942,1.1379977,1.2517979,0.96647847,1.1932865,1.0000113,1.0356101,0.85800403,0.6709349,0.0,1.0696882,1.1792094,0.9358475,0.90523,1.0992138,0.5993093,0.788195,0.8480165,1.1921479,1.0468458,1.0527849,1.0892178,0.98895884,1.0336367,0.82518214,1.4189869,0.9786536,1.0818315,0.94273883,1.0737166,0.9282858,1.1343119,0.34567046,1.0520834,1.0389881,0.95008355,1.1511003,1.259664,0.9552726,1.2563198,0.68667525,1.0243157,0.9296104,1.2139518,1.2802145,0.9154526,1.0369804,1.0004321,0.7069222,0.9261471,0.85166454,0.876924,0.8702333,1.2539637,1.0927193,0.8772378,1.0930187,1.1369908,1.0342561,1.1127815,1.0608811,1.2237066,0.9512512,1.0634918,1.078095,1.0157864,0.41039878,1.0193499,0.79556924,1.1567131,0.9607457,1.0246143,1.1326951,1.1848835,1.149443,1.1479642,1.0461006,1.1034122,0.8354734,1.0254787,1.0944529,1.0677547,0.8034742,1.0736786,0.72037935,1.324002,0.8954766,1.1851928,1.1324813,1.0646342,1.086025,0.9779037,0.9482464,1.0791663,0.7814537,1.2059822,1.2373409,0.96341985,1.1561489,1.0551758,1.2460194,1.0482035,0.8678074,1.0849272,1.2752644,1.1621398,0.992234,1.2512927,1.2116321,1.387089,0.96530735,0.8878426,0.985875,0.9166419,0.7875072
chair,1.0274274,1.3584749,0.6803682,1.2021083,0.9185767,1.0676217,1.0076407,0.5832765,1.0586371,0.30671066,1.2831845,0.24089468,0.71403563,1.1557353,0.54279304,0.9090592,0.8237953,1.3833663,1.2270648,0.72491354,1.0997132,1.1771188,1.2855225,1.1544175,1.1543787,1.0260595,1.0696882,0.0,1.2464447,0.59119064,0.799958,0.7947407,0.9892199,1.2658715,0.33686447,1.2371709,1.4531155,0.17686427,1.3084093,1.1452228,1.1117414,0.8917918,1.0262184,0.6020179,0.46010506,0.9438008,1.1295938,1.2855679,1.1506665,1.1513865,1.3526897,0.9853228,1.325685,1.2230632,1.2265725,1.1305401,1.0547919,0.8411206,1.0007987,1.3969543,0.70243204,1.4550399,0.95553744,0.89994603,1.320226,1.1400251,1.0272688,0.6962085,0.6999249,0.86488974,0.8953782,1.1213269,1.1801534,0.9884207,0.765162,0.63771236,1.3005128,1.445285,0.88721216,1.3430865,1.0419985,1.1639154,0.8982961,1.1547091,0.69462353,0.780357,0.7354598,1.3732841,1.2953389,1.1585343,0.9989056,1.1157737,0.6669536,1.0971644,1.2901027,1.1228284,1.099959,0.985385,1.2548187,0.6578137,1.1568269,0.9167244,1.0157213,0.7104755,0.8398565,0.90210205,1.1919013,0.62730205,0.84807926,0.81866175,1.3095298,0.8954195,1.19443,0.7703713,1.1225748,1.3249325,1.0869668,1.0942134,0.66034335,0.6435204,0.4909693,1.3821629,1.3126249,1.3664148,1.3535471,0.7661765,0.8841456,1.0609975,1.0813575,0.5726033,1.3638246,0.5882479
clock,0.98928875,0.874708,1.3808855,1.0095739,1.0431716,1.20406,0.9588865,1.2060349,1.1348994,1.3125341,0.7757689,1.2107611,1.3057191,0.88600683,1.3225775,1.1788125,0.9654702,0.5865966,0.6826975,1.1338785,1.1298833,0.8184563,0.6531359,0.69701546,0.7270336,1.145463,1.1792094,1.2464447,0.0,1.1897864,1.1156764,1.0411135,1.1943262,1.1388848,1.3362072,0.7157383,0.65217006,1.1922743,0.611211,0.7589592,1.1279334,1.1955402,0.7908658,1.0342534,1.1634291,1.0908456,0.97263247,0.8610042,1.06414,1.1223973,0.86991346,1.1563222,0.9681718,1.0070183,0.8179439,0.8953832,1.0000862,1.1727923,1.1897995,0.839638,1.2876337,0.84402966,1.2768209,1.3151265,0.7777436,1.049306,0.88846517,1.2898741,1.3626118,1.3138237,0.7008822,0.57009554,1.060577,1.3234973,1.3065741,1.1729345,1.0050125,0.64855117,0.82841736,0.9753359,1.25665,0.9935681,0.93655694,1.1071757,1.3245325,1.1896453,1.1563915,0.69185805,0.7617437,0.85191846,1.1048174,1.0306904,0.8955588,1.1148373,0.6211435,0.9320948,1.0714449,0.8573421,0.62772477,0.9447077,0.7029029,1.2800223,0.9455066,1.2889802,1.1263111,1.2526104,0.7127905,1.145708,1.078944,1.323415,0.67312527,1.1050903,0.77166545,1.2714019,0.93433017,0.5645286,0.787109,0.98361796,1.1555116,1.3419725,1.2167075,0.47230768,0.9276891,0.77122754,0.6927593,0.8894597,1.04324,0.98819506,1.0218359,0.9980185,0.76296633,1.1416304
closet,1.1537573,1.2954216,0.9114492,1.1246932,0.9744442,0.9620526,1.2419863,0.5242976,0.9010388,0.51477826,1.2801511,0.5059539,0.847973,1.0539955,0.7296408,0.6344998,0.9893642,1.2801783,1.1409391,0.7568073,1.1854303,1.1407503,1.2625542,1.2056116,1.0712754,1.0402445,0.9358475,0.59119064,1.1897864,0.0,0.8372313,1.0162281,0.9966501,1.2481624,0.6076316,1.2223263,1.3634983,0.50697064,1.3102707,1.1383234,0.903336,0.9196439,1.2077513,0.56679213,0.38685185,0.91484034,1.1715163,1.3708916,1.1574161,0.9586605,1.2652811,0.9212083,1.4130567,1.2054859,1.2211852,1.1230555,1.052138,0.75243175,1.0721488,1.3082557,0.9878609,1.4405423,0.95632136,1.1079607,1.2936105,1.1875967,1.0537523,0.6947853,0.8328307,0.7994496,0.91814655,1.1494503,1.0008892,0.8791137,0.9258661,0.65987843,1.2967912,1.3200543,1.1755506,1.3380549,1.117336,1.1307232,0.8869006,1.0153786,0.83803666,0.8542091,0.8263471,1.2612743,1.2069135,1.0773064,0.96912736,1.0277976,1.0657881,0.934341,1.3702435,0.91565937,1.1681932,1.0548285,1.2258826,0.5917206,1.154866,0.9926641,1.0339586,0.7464136,0.9246478,1.008076,1.12244,0.5945433,0.7488512,0.6055465,1.386346,0.8103754,1.1782309,0.9811095,1.1074976,1.2822251,1.039244,1.1888003,0.9124954,0.78519887,0.6514885,1.3458235,1.3950378,1.3438022,1.3248729,1.0798951,1.0005381,1.0887028,0.8801124,0.7966478,1.3474817,0.67791855
coat,1.1303021,1.1725495,0.888739,1.0277247,0.89814997,1.1590275,1.1669579,1.0098397,1.0626689,0.74377257,1.2185075,0.9111677,0.5982813,1.0112655,0.6774775,0.9810945,1.087467,1.2297903,1.2405317,1.0705284,1.104262,1.1955256,1.1857595,1.2127355,1.0647665,0.935434,0.90523,0.799958,1.1156764,0.8372313,0.0,1.1642678,1.1220965,1.2208571,0.6687567,1.1805735,1.2733321,0.8816555,1.2588217,1.0416158,0.829725,0.817191,1.0105909,1.0179292,1.0080904,0.8439626,0.9595623,1.1470376,0.95417964,1.0566919,1.1714195,0.93163663,1.1699034,1.0831004,0.99655867,1.2670842,0.9759682,0.95457923,1.0036389,1.2063533,0.679652,1.274382,0.8989001,0.9436594,1.140377,0.9046747,1.2353654,0.5083363,0.64426214,1.0986112,1.0727988,1.2071881,0.89428747,1.0219074,0.6309621,0.7236773,1.1860776,1.1699861,1.0412415,1.1521221,1.1196182,0.9973419,1.1527548,1.0134082,0.5541178,0.9493637,0.95911896,1.2097217,1.1901602,1.0791863,1.1826106,0.9561883,0.8940394,0.8629832,1.167978,0.99752176,1.1214395,0.8093626,1.1503712,0.9508167,0.9682184,0.95750886,1.0172327,0.5221683,0.7666501,0.8870669,1.1892977,1.0239723,1.0804553,0.9511189,1.2052901,0.7914602,1.1620351,0.8668176,1.2783968,1.258974,1.0699012,1.0964714,0.89227504,0.5849097,0.7246089,1.2277225,1.1224253,1.1446265,1.2478449,0.8910774,0.9654217,1.1089798,0.99560565,1.0453367,1.1848018,0.9326964
coffee,0.79925984,0.8899117,0.94942856,0.9559436,1.01802,0.97223824,0.84128404,0.89493966,1.2279153,1.0142266,0.9214697,0.7941302,1.1473424,1.0270536,1.1090698,1.1231034,0.96628994,1.0709568,0.85033655,0.88573843,0.9761068,1.0103608,0.94255847,0.86238575,1.1430453,1.0631988,1.0992138,0.7947407,1.0411135,1.0162281,1.1642678,0.0,1.11506,1.0115225,0.9233754,0.9727308,1.0278049,0.88141525,0.8963087,1.0929763,1.0907753,1.1211166,1.0780425,0.89384615,0.758356,1.1868382,0.9503866,0.9409127,0.88988435,1.2024165,0.81307894,0.97682154,0.8535018,0.9807109,1.0810815,1.0242738,1.0039421,1.1632564,1.0493898,0.8532006,1.0891591,0.8791152,0.9226156,0.9707765,1.0591877,1.069523,0.8214079,1.1479607,1.0515668,0.9827713,1.0703055,1.0688311,1.0624157,0.9699105,1.1368701,1.0483575,0.8608686,1.0441234,0.9919265,0.9339608,0.7025579,0.94298285,0.7516779,1.2262954,1.1888937,1.0221299,0.98783326,1.0423043,0.99237883,1.0939566,0.8266666,1.1701198,0.94543815,1.1293962,1.0253242,0.92627597,0.8310611,1.1772295,1.0238404,0.97524536,1.0733377,1.1380193,1.164865,1.1156936,1.0348661,0.8727182,1.1173717,0.94340295,0.86580503,1.1863959,0.95103425,1.1052151,1.002696,1.0237813,0.8037965,1.090197,1.0876119,0.9426605,0.8539767,1.0230483,0.8886507,0.95725006,0.923669,0.9273929,1.1989037,1.095031,1.0862292,1.0380859,1.1725653,0.80921257,0.89837784,0.8918187
comb,1.0767938,1.2049721,0.97635096,1.1102892,1.0352111,0.84351784,0.84155536,0.9035237,0.7111182,0.91536343,1.0383136,1.0164891,1.017198,1.112171,0.88346773,0.853703,1.0935743,1.181041,1.1483152,0.9999764,0.932883,0.99382704,1.1310309,1.1086558,0.92096066,0.7380656,0.5993093,0.9892199,1.1943262,0.9966501,1.1220965,1.11506,0.0,0.6558073,0.93911064,1.0923877,1.1304123,0.8428252,1.1305791,1.1561352,1.0668517,0.9976271,1.158473,0.8956255,0.9332143,0.92615855,1.0732232,1.0318074,1.1033847,0.68542504,1.0928246,1.0326173,1.0738653,1.1139617,1.1463263,0.8720916,1.1235803,0.81755126,0.86612004,1.0919011,0.99756384,1.095431,0.9396657,0.92232305,1.1106663,0.9926264,0.91682285,0.94387305,0.8183794,0.7370597,1.0746868,1.0926278,0.9819317,0.8861032,0.9529186,1.0184712,1.0591167,1.2382967,1.1353647,1.0400246,1.0330671,1.1926885,1.0141422,0.6478282,0.975299,0.9490627,1.012785,1.1176877,1.0833672,1.1079074,0.9415882,1.0354373,1.1980494,1.0302372,1.1206464,1.0550157,1.0590088,1.0787067,1.1788667,0.8351004,1.2345172,0.76295364,0.8687965,1.0181938,1.0145152,0.9296269,1.1595588,1.0057625,0.9572108,0.7478106,1.1451645,0.9741824,1.1674728,0.84260124,0.981379,1.2238468,1.1178229,1.2340999,0.8463582,0.90384257,0.9273162,1.2202826,1.2147532,1.15696,0.9781836,1.1257744,0.9912338,0.88115305,1.0067202,0.9335501,1.1000884,0.70266354
corn,0.9499172,0.8404707,0.98560107,1.0181422,0.98477805,0.59232664,0.77319294,1.207278,0.81282365,1.2961546,0.9654297,1.2315086,1.0850394,1.0757766,1.0937295,0.9484036,1.1534187,1.1305535,1.0904903,1.0458415,0.7831872,0.9332608,0.9600218,1.0767304,0.8973218,0.7313964,0.788195,1.2658715,1.1388848,1.2481624,1.2208571,1.0115225,0.6558073,0.0,1.280669,0.95082057,0.9959512,1.203488,1.052356,1.0729421,0.92256045,0.94299924,1.0598859,1.1667408,1.1366105,1.0516449,0.87410784,0.8601167,0.9115984,0.77353114,0.9192247,1.0941794,0.866189,0.7800556,0.9017308,0.9249747,0.93863964,1.0069958,0.81918854,1.0001366,1.0646726,0.7593375,1.012117,0.8771089,0.946936,0.93165976,0.94691557,1.1593959,0.9788907,0.9214484,1.2663137,1.1788595,0.7635816,0.7052266,1.0183274,1.2601143,0.8124124,1.0998871,1.094401,0.8243388,0.8854766,1.0089998,1.0718701,0.6398293,1.0647126,1.0084141,1.2092845,1.1223695,1.1208384,1.0684235,0.73076534,1.0951151,1.2030901,0.8572632,0.95399255,1.1077251,0.87829316,1.0579705,1.1136026,1.1697503,1.2052282,0.7653381,0.9801039,1.1908237,1.078874,0.9429378,0.9604889,1.1860293,1.1274614,1.0089602,1.0083846,0.97060007,1.0801592,0.9367158,1.021342,1.1307727,1.0058376,1.0423679,0.9547999,1.0800854,1.242514,0.9864687,1.0189463,1.0679936,0.93309975,1.2109215,1.088182,0.8616742,1.0941523,1.218488,1.0086977,1.1360755
