,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,fish,flower,fork,frog,giraffe,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
scissors,1.0116253,1.1095114,0.99619865,1.0068789,0.9921018,0.877281,0.73120886,0.9944396,1.0879288,1.0631971,1.1124971,1.0247731,0.9382424,0.97597295,1.09999,0.77679443,0.720701,1.13279,1.0501312,0.88225895,1.1747658,0.92544734,0.9998068,1.1980475,1.0448854,1.1230694,1.324002,1.0157213,0.9455066,1.0339586,1.0172327,1.164865,0.8687965,0.9801039,1.1849512,0.88280886,1.098296,0.83934534,1.1158036,1.1289079,0.9476653,1.0444292,0.8422529,1.0378497,1.0043621,1.0909696,0.9831658,1.1117007,1.0205694,1.1786044,1.1462318,1.0499324,1.2041458,0.9374545,0.892488,0.85008574,0.6237124,1.114365,0.8388047,1.2328635,0.818207,0.96579266,1.0659938,0.84216535,1.0853397,1.1330994,0.8173702,1.0566127,1.0008541,0.76402235,0.87944865,0.93708307,1.0491369,0.80933046,0.8528651,0.87051433,1.1352589,1.2216308,1.0935248,1.2184151,1.1585461,1.090528,1.1192622,1.1023769,0.90706104,1.0625906,0.76697886,1.1129643,1.0754308,0.93969536,0.9511409,0.95175755,1.1529653,0.96360517,1.0982052,1.0410494,1.1115279,0.9458703,1.1003132,1.0534426,0.98847413,1.1060067,0.0,1.1043032,0.6876657,0.95310247,1.0737491,0.9852076,0.9670765,0.75907,1.0886863,1.0411673,1.0467297,0.8187375,1.0122055,0.99017346,0.9700504,0.96380115,0.7596034,1.1109666,0.7533381,0.96663445,1.1956985,1.2216815,0.61773324,1.0611992,0.48261422,0.832675,1.0570403,0.87545663,1.2373865,1.0740757
shirt,1.1406938,1.291822,0.6325615,1.080005,1.0055466,1.0682621,1.3182714,0.8219037,0.91082287,0.48009562,1.3074293,0.8093926,0.31082273,1.0230547,0.5195368,0.8584989,0.9177749,1.4415852,1.4278865,1.0051343,1.1012101,1.3704313,1.3851386,1.4673858,1.2832702,0.9773249,0.8954766,0.7104755,1.2889802,0.7464136,0.5221683,1.1156936,1.0181938,1.1908237,0.36555994,1.2075007,1.492296,0.779575,1.503959,1.2279385,0.8272033,0.6822459,1.0293704,0.95645106,0.9295806,0.4831823,1.1205281,1.3316615,1.0680374,0.9431412,1.2107788,0.5649996,1.2316966,1.1328987,1.2117373,1.3500668,0.9706535,0.7282271,0.9992827,1.2761672,0.6893419,1.383615,0.6732136,0.69609654,1.3557038,0.99574614,1.3018894,0.16669196,0.47302032,0.7541243,1.2428607,1.4133453,0.9118328,0.95114183,0.60653484,0.66169256,1.0964588,1.3460251,1.2272215,1.1053296,0.8843552,1.153929,1.1746402,0.9589447,0.3879608,0.9564129,0.6386759,1.3901637,1.327177,1.1027272,1.1700487,0.8494947,1.0258902,0.7938658,1.4393563,0.99671566,1.0738047,0.74580204,1.3967234,1.0097558,1.2442664,0.66521907,1.1043032,0.0,0.8814598,0.7761515,1.3758541,0.8327646,0.97705984,0.754227,1.533853,0.9060337,1.3156109,0.82487166,1.3734262,1.428446,1.2643032,1.1031293,0.92127943,0.14601922,0.6595421,1.441267,1.1855162,1.2954218,1.4187903,1.0245718,0.9896523,1.1027539,0.8392663,1.1331103,1.3313817,0.83304197
shoe,0.84155905,1.2275279,0.952474,1.0201976,0.8492438,0.8706938,0.7350818,1.084917,1.0512149,0.7804752,1.1172906,0.8826747,0.5999346,0.9239877,0.6991378,0.74037343,0.789565,1.3335305,1.1392808,0.778489,1.0633013,0.96233976,1.053174,1.1964895,1.1179488,1.153434,1.1851928,0.8398565,1.1263111,0.9246478,0.7666501,1.0348661,1.0145152,1.078874,0.9045915,1.0293754,1.2829521,0.80968964,1.2722007,1.191267,0.76824003,0.8953889,0.88839215,1.1586967,0.98575824,1.0628864,0.9005581,1.3637215,1.0501403,1.1059101,1.1503212,0.99601734,1.3015411,0.81751585,1.0198925,1.1552594,0.542807,0.9104895,0.85407853,1.3047683,0.5583162,1.1262932,1.0468292,0.9692731,0.92226344,1.0890296,1.0928233,0.8193464,0.73969066,0.90737873,1.1643564,1.32499,0.86804676,0.7641723,0.60476106,0.7877463,1.0836893,1.3148788,0.9812825,1.3737051,1.1281974,1.0784744,1.1534235,0.9276612,0.74749076,0.98341835,0.77395964,1.2841003,1.2315522,0.8989505,1.0558199,0.8633405,0.8239739,0.75482243,1.2888782,1.0368493,1.1255556,0.6546836,1.2306708,1.2278208,1.014116,1.0470998,0.6876657,0.8814598,0.0,0.8401922,1.2474545,1.0710485,1.117916,0.8953758,1.0890281,0.7596742,1.2399063,0.5901475,1.0699812,1.251949,1.2170866,1.005888,0.72351766,0.91304845,0.70029145,0.97180593,1.2699094,1.2690312,1.0311168,0.8218371,0.50265026,1.0327698,1.1348538,1.08706,1.2813509,1.1896864
shorts,0.9926787,1.0860318,0.61019516,0.9353876,1.0589279,0.8789421,0.99764746,0.92937434,1.1280845,0.90707016,1.1563983,0.8945303,0.7549311,1.1178629,0.8318481,1.0293069,0.9465434,1.2884765,1.2739698,0.9430368,0.87830305,1.1672468,1.2648402,1.2515619,1.1812501,0.8969949,1.1324813,0.90210205,1.2526104,1.008076,0.8870669,0.8727182,0.9296269,0.9429378,0.86042917,1.1368332,1.2307849,0.96079373,1.2588432,1.1811578,0.93216574,0.9455473,0.9756914,1.0838517,0.8430686,1.0141898,0.9045905,1.0289103,0.8813071,1.1317074,1.0244548,0.940473,0.82534903,0.959065,1.1587802,1.1874248,1.0185071,0.9739704,0.7776419,1.1807106,0.6617005,0.8611824,0.8138036,0.44875097,1.1691515,1.0095661,1.2104828,0.7672788,0.4294119,0.73507255,1.1853092,1.3963851,1.1020279,0.67131305,0.7070919,1.015868,0.9138448,1.1999199,1.0344408,1.0415312,0.77469885,1.048815,0.9956914,1.1736832,0.7020488,1.1163955,0.7794583,1.252567,1.1579747,1.101886,0.8000493,0.98589456,1.0390023,1.0136364,1.3090099,1.0766052,1.0170563,1.0299028,1.2606105,1.186538,1.1268616,0.8547983,0.95310247,0.7761515,0.8401922,0.0,1.3660374,0.96392244,0.97805923,0.85329247,1.175859,1.0363723,1.1463474,0.6943703,1.1184156,1.315438,1.2671613,1.0214416,0.83563584,0.70665205,0.831463,1.1761651,0.8388733,1.1128798,1.0448596,0.9865807,0.9878347,1.0008372,1.1156178,1.1435385,1.1758965,1.0280282
shovel,1.0583528,0.93159574,1.3366431,1.106708,1.0541223,0.997453,0.9934271,1.1086515,0.95313996,1.26807,0.783224,1.1812527,1.3282394,1.0895163,1.2209289,1.1128169,1.0344071,0.6438328,0.7376815,1.1569854,0.9323592,0.74876326,0.82168794,0.6723709,0.59321564,1.0493947,1.0646342,1.1919013,0.7127905,1.12244,1.1892977,1.1173717,1.1595588,0.9604889,1.3034036,0.9267753,0.6966288,1.181839,0.7055663,0.72938347,1.2006263,1.1130257,0.871916,1.04425,1.1499385,1.1115816,1.0280448,0.90038747,1.2270056,0.96748483,1.0435313,1.2348925,1.0090592,1.0532372,0.79649067,0.83358413,1.2038968,1.0686163,1.1347823,0.87877434,1.3358479,1.0172229,1.3097492,1.2982993,0.7684975,1.1083636,0.86775845,1.3715433,1.3693683,1.3024621,0.60628474,0.6389998,1.1680864,1.0774546,1.3046,1.2958765,1.0652627,0.75780225,0.85422945,0.91390723,1.230466,1.0273993,0.9570057,0.9805667,1.2860307,1.052153,1.2650268,0.70596516,0.799857,1.0207453,0.985631,1.0466292,0.9141536,1.1390872,0.58326244,1.082584,0.99421287,1.0486556,0.5883366,0.94177085,0.8882755,1.0196807,1.0737491,1.3758541,1.2474545,1.3660374,0.0,1.1523247,1.0473115,1.1929088,0.68146855,1.0135174,0.8006265,1.3532674,0.85984236,0.63416845,0.17139333,1.0109867,1.130097,1.4080687,1.2232063,0.7431482,1.0287353,0.91406363,0.71467125,0.95627046,1.13554,1.0975972,0.793296,0.9370098,0.80360645,1.0907966
shower,1.0997304,1.2421167,0.8262073,1.0850513,1.030862,1.0178789,1.1248057,0.41202193,1.0156176,0.6171458,1.3206453,0.67707837,0.8394036,1.0509008,0.8234037,0.915197,0.89043945,1.1673862,1.0713711,0.8312037,1.1280744,1.1150643,1.2166743,1.221331,1.1878769,1.1015377,1.086025,0.62730205,1.145708,0.5945433,1.0239723,0.94340295,1.0057625,1.1860293,0.6719158,1.1900387,1.370389,0.6294352,1.2480936,1.1706294,1.0220522,0.9935051,1.1025016,0.55271643,0.61123437,0.92966366,1.1136786,1.3073746,1.0548321,1.0748478,1.2583076,0.9142052,1.3026569,1.1640966,1.1907519,1.1341918,1.0071257,0.8478191,0.9084412,1.3314373,0.949579,1.3043717,0.9233279,0.94115853,1.3875782,1.0987278,0.914666,0.84634244,0.91344386,0.8159351,0.9187376,1.0486195,1.0617023,0.8996542,0.89302164,0.7638184,1.2011154,1.3138974,1.0710263,1.2809799,1.0309917,1.2035981,0.93360436,1.1617161,0.8507829,0.8744182,0.7675486,1.3107727,1.2238426,1.089478,1.0299188,0.98557824,0.9932229,1.0286095,1.2409313,0.87578785,1.1400326,1.0630432,1.2515135,0.6716111,1.1709409,0.96427786,0.9852076,0.8327646,1.0710485,0.96392244,1.1523247,0.0,0.48247886,0.7065112,1.381846,0.94077986,0.86963016,0.9139619,1.102784,1.1413889,1.087392,0.9967355,0.95291764,0.7876584,0.74809635,1.3117957,1.2712858,1.3126099,1.2468232,1.0161208,0.98139393,1.0137001,0.97068834,0.81603795,1.3487939,0.6816009
sink,1.1171736,1.1289898,0.9651029,0.94419205,0.8185564,0.8659804,1.2634885,0.16747153,0.97802275,0.915194,1.2177535,0.8367271,0.9350459,1.1036611,1.0090299,0.7737176,0.9227448,1.1298364,0.66828895,0.9560709,1.0994749,0.9908721,1.123141,1.1841791,0.9457644,1.0147464,0.9779037,0.84807926,1.078944,0.7488512,1.0804553,0.86580503,0.9572108,1.1274614,0.9528397,1.1664488,1.2927974,0.84502035,1.0949868,1.1347371,0.8706815,1.0696179,1.1968238,0.8511417,0.7067668,0.9300438,1.1692917,1.126557,0.89365554,0.9879134,1.2272768,1.0109622,1.2683451,1.2282407,1.2534726,0.9885742,1.0096313,0.84364694,0.8937372,1.2863141,1.1588918,1.220236,1.0142556,0.98736346,1.2215382,1.2519022,0.7200758,1.0165733,1.0010325,0.8120134,1.0350758,0.849985,1.0736599,0.8140485,1.0504553,0.99478185,1.1871206,1.2730646,1.1088835,1.2067273,1.0948414,0.941337,0.9715141,1.1015552,1.015122,0.9235107,0.79376197,1.2087045,1.2011358,1.1718107,0.8399803,1.001025,1.1171418,0.9840186,1.3211383,0.411788,1.1185982,1.1200116,1.1814972,0.86518514,1.2282927,1.0263574,0.9670765,0.97705984,1.117916,0.97805923,1.0473115,0.48247886,0.0,0.677328,1.2248274,1.0404841,0.84539783,1.0789798,0.88840795,1.0318036,1.0557119,1.0512859,1.0736698,0.9637493,0.8782952,1.0879474,1.2559118,1.2447929,1.0617039,1.107067,1.0557952,0.86709183,0.92050755,0.94222254,1.2877179,0.89803
slide,1.1090552,1.2561297,0.81058514,0.94738847,0.8424207,0.7579608,1.167993,0.5479157,0.723685,0.6480898,1.3510087,0.7478308,0.722595,1.0170095,0.764774,0.56160164,0.86730444,1.4300236,1.0353106,0.77758527,1.0808817,0.94465935,1.3795958,1.4360325,1.0998267,1.0137712,0.9482464,0.81866175,1.323415,0.6055465,0.9511189,1.1863959,0.7478106,1.0089602,0.779375,1.20662,1.4368378,0.69101816,1.3822992,1.2175611,0.7283894,0.8238841,1.2138379,0.8251851,0.7622521,0.8424181,1.1434152,1.3299224,1.0350032,0.8099115,1.2940959,0.8993184,1.4274466,1.0577884,1.2211431,1.148818,0.8990079,0.74231875,0.921131,1.4536126,0.9066001,1.2605908,0.9612814,0.87961996,1.3542757,1.2172166,1.0369327,0.73591566,0.78229284,0.5410465,1.0747914,1.2765558,0.89559567,0.55162746,0.7956015,0.7596977,1.3024012,1.3845475,1.3098657,1.3854849,1.1421732,1.1128068,1.1516969,0.82402813,0.7205367,0.89879936,0.63239866,1.3839936,1.3192167,1.0884438,0.7694581,0.9294824,1.2820796,0.7383249,1.5180504,0.7937073,1.1787137,1.0546651,1.3542296,0.9320677,1.2522694,0.84960383,0.75907,0.754227,0.8953758,0.85329247,1.1929088,0.7065112,0.677328,0.0,1.5186386,0.8265734,1.3166208,0.79205024,1.1255491,1.3542807,1.1535628,1.1607287,0.9440173,0.8095357,0.60853666,1.3313823,1.4099333,1.4398999,1.1700552,1.2254478,0.7893755,0.9042902,0.78644955,1.1201562,1.5066429,0.7684128
slipper,1.0222752,0.83199114,1.3543673,1.0404849,1.0712125,1.1764147,0.8238864,1.3710766,1.2394772,1.5344121,0.41072273,1.3748704,1.5552664,1.0993164,1.4186144,1.3211594,1.2356889,0.36185586,0.6083644,1.2611909,0.90177166,0.66069597,0.5079578,0.29015952,0.72633076,1.0302966,1.0791663,1.3095298,0.67312527,1.386346,1.2052901,0.95103425,1.1451645,1.0083846,1.4730766,0.92400974,0.297778,1.4061029,0.32098752,0.75387263,1.3637227,1.421994,0.8428144,1.1935357,1.3144226,1.2997828,0.95051515,0.41444802,1.0218992,1.1437271,0.5931443,1.3499751,0.468786,1.0618528,0.9659318,0.6187031,1.3023343,1.3114613,1.1141832,0.39424008,1.1652079,0.6518788,1.1538391,1.2144167,0.29289937,0.8307095,0.78644073,1.4823093,1.301631,1.4459178,0.6969044,0.54670614,1.3241546,1.336953,1.3532,1.4165,0.7100036,0.4366114,0.66615415,0.5042402,0.9641825,0.93612367,0.8322463,1.1888372,1.4817911,1.1457589,1.5212357,0.37752873,0.49395013,0.90913314,1.1638694,1.2189466,0.79659283,1.4307659,0.44206965,1.1781527,0.91452867,0.9924981,0.4602394,1.126263,0.6240623,1.2665356,1.0886863,1.533853,1.0890281,1.175859,0.68146855,1.381846,1.2248274,1.5186386,0.0,1.2298138,0.60852337,1.1974404,0.58529586,0.50279146,0.8026219,1.0305781,1.1888454,1.4796314,1.5215241,0.42831683,0.47534823,0.40448987,0.5698262,0.80466306,1.2084787,1.0991715,1.254046,0.85535765,0.31670332,1.2806611
snow,0.97093254,1.2649976,0.93436086,1.0937554,0.9641417,0.8930311,1.0353593,0.9941218,0.7429565,0.69026065,1.2136548,0.89587873,0.732401,0.92331743,0.67345685,0.8489218,0.96702904,1.2777901,1.1295824,0.9891239,1.1123931,1.1558094,1.1340996,1.229069,0.9850081,0.9839128,0.7814537,0.8954195,1.1050903,0.8103754,0.7914602,1.1052151,0.9741824,0.97060007,0.8366563,1.0764009,1.283694,0.81613517,1.2770431,1.0084639,0.7996072,0.80450684,1.1417164,0.97048324,0.92694217,1.0199422,0.9918663,1.2716801,1.1047006,0.7935194,1.2085854,1.050309,1.2594568,1.0101573,1.0548537,1.2054392,0.85210794,0.7208204,1.05656,1.2409178,0.92645884,1.2805868,1.0522952,1.0902829,1.1612494,1.0183038,1.1023126,0.8598488,0.9341883,0.89217263,1.191612,1.1665691,0.8360003,0.81082845,0.89332736,0.83327234,1.258646,1.2642658,0.9983498,1.310719,1.1642363,1.1511554,1.2120998,0.6617488,0.8083056,0.95876676,0.8417219,1.232332,1.2374171,1.0356973,1.0229877,0.9766497,0.8730531,0.78202695,1.2202828,0.8695384,1.112517,1.010091,1.1619602,0.93481696,0.96802473,0.9600681,1.0411673,0.9060337,0.7596742,1.0363723,1.0135174,0.94077986,1.0404841,0.8265734,1.2298138,0.0,1.1913118,1.0496163,1.1831485,1.1600447,1.0036522,1.1602695,0.8072498,0.95153874,0.68745303,1.1341286,1.3475897,1.2610018,1.161779,0.93823093,0.9257324,1.0075263,1.0126426,1.1377144,1.2507052,0.88497186
soap,1.1065518,0.9217853,1.2747424,0.9441296,0.9617028,1.1331675,0.9879605,0.9744427,1.2544785,1.3432639,0.9245559,1.2045518,1.3283318,1.0583787,1.3334476,1.299252,1.0217316,0.3456049,0.652872,1.0262542,0.99014366,0.7313914,0.80698717,0.6289855,0.77015686,1.1039282,1.2059822,1.19443,0.77166545,1.1782309,1.1620351,1.002696,1.1674728,1.0801592,1.2893437,0.9588322,0.72678614,1.2333618,0.5118627,0.83463424,1.1807102,1.2712669,0.8021924,0.9498459,1.1086226,1.0879079,0.98655075,0.7978571,0.9002531,1.2059546,0.89126015,1.1694583,0.8674852,1.0736086,0.9107296,0.84798217,1.2236998,1.2640066,0.97360295,0.8047506,1.2143381,0.8775027,1.0938781,1.1937628,0.77439094,1.0740463,0.83849704,1.332501,1.3252687,1.2713103,0.6789788,0.5771246,1.1877656,1.220492,1.2699261,1.2145417,0.96829724,0.7425911,0.68015647,0.81562406,1.0224739,0.9412059,0.93230176,1.245719,1.3291199,1.0514376,1.2042952,0.7743458,0.8224033,0.9077358,1.0895718,1.0858223,0.87288773,1.1819232,0.6343965,0.9509075,0.9731537,0.9516225,0.7439015,0.9373285,0.7967013,1.2326252,1.0467297,1.3156109,1.2399063,1.1463474,0.8006265,0.86963016,0.84539783,1.3166208,0.60852337,1.1913118,0.0,1.2215884,0.8733795,0.5606921,0.8765505,0.93669,1.0987389,1.3066221,1.2370253,0.7438136,0.7932067,0.8386643,0.7738236,0.83604735,1.1213768,1.075896,1.0894523,0.8748613,0.7897825,1.0778862
sock,0.8835015,1.1360304,0.7307193,1.0242844,0.9284073,0.84085536,0.7872659,1.0141327,1.0396521,0.80590516,1.0983905,0.8250239,0.6158452,1.0378634,0.6538556,0.8949203,0.9043518,1.3712022,1.2656468,0.81827873,0.95181286,1.0090915,1.1803457,1.2752662,1.2232227,1.0369496,1.2373409,0.7703713,1.2714019,0.9811095,0.8668176,1.0237813,0.84260124,0.9367158,0.87372994,1.0743442,1.2833124,0.7983954,1.3072814,1.2911245,0.904997,0.9887767,0.961346,1.0852838,0.9361576,0.9667039,0.99095905,1.152799,0.967089,1.1110637,1.1360971,1.0414107,1.0822744,0.95265895,1.0575801,1.1372776,0.8726403,0.911819,0.7723369,1.3374957,0.40618753,1.0043895,1.0097077,0.6954837,1.193095,1.0205245,1.0839369,0.7487309,0.64110255,0.78674334,1.1763153,1.3297193,0.9883303,0.79057884,0.38111973,0.91548157,0.9975916,1.3058363,0.8664253,1.1760042,0.96385735,1.1114137,1.0798869,1.0328593,0.5900976,1.0313166,0.76411444,1.3350196,1.2292153,1.0329335,0.87993956,0.77161777,0.85263634,0.8982143,1.3514881,1.1995273,1.1540867,0.80295575,1.2841346,1.1913979,1.1593528,0.8447326,0.8187375,0.82487166,0.5901475,0.6943703,1.3532674,0.9139619,1.0789798,0.79205024,1.1974404,1.0496163,1.2215884,0.0,1.1154271,1.3175073,1.3316643,0.9294674,0.87557834,0.76806116,0.76919824,1.2195542,1.0122973,1.2089508,1.0825404,0.73441595,0.688493,0.88079476,1.1011881,1.0596963,1.2971487,1.088143
spoon,0.9004343,0.8869923,1.1949375,0.9094693,0.95305693,1.092308,1.0427504,0.97267276,1.2323071,1.2501999,0.630629,1.0709109,1.4317129,0.90424436,1.255681,1.0322361,1.1862881,0.7445097,0.73730886,1.1777653,1.0256501,0.83279073,0.692937,0.68937665,0.87763184,0.9860905,0.96341985,1.1225748,0.93433017,1.1074976,1.2783968,0.8037965,0.981379,1.021342,1.2255166,0.93428075,0.6514025,1.1615129,0.65936935,0.972072,1.2060373,1.2896194,1.1091646,0.9587223,0.9981862,1.201942,0.9986545,0.75685096,1.0030267,1.1156496,0.8260306,1.1031886,0.87664026,0.9209345,1.0832508,0.6070533,1.1084362,1.1404431,1.152111,0.73400164,1.2102747,0.8505628,1.1027995,1.2219819,0.7287656,1.0840524,0.616536,1.366344,1.1918496,1.0286099,0.9524695,0.70282495,1.2334679,1.1157492,1.2715814,1.1318667,0.8818265,0.7757354,0.9320778,0.8558581,1.0017512,0.8975233,0.82326925,1.1650386,1.3803487,0.8977116,1.2594571,0.6327985,0.70556504,0.9881935,1.0348933,1.1870521,1.022891,1.2861125,0.81764746,0.9324274,1.0300502,1.2321813,0.7231331,0.96463346,0.8976199,1.1788142,1.0122055,1.3734262,1.0699812,1.1184156,0.85984236,1.102784,0.88840795,1.1255491,0.58529586,1.1831485,0.8733795,1.1154271,0.0,0.7322391,0.9785289,0.9782142,1.0875157,1.3343334,1.3243699,0.76649904,0.8870611,0.6956069,0.8376774,1.0179011,1.1999159,0.96623874,1.1901689,0.8214666,0.667207,0.98145914
sprinkler,1.0360862,0.89975363,1.3672194,0.992891,1.0723187,1.2107108,0.94312197,1.2065996,1.0961258,1.4723201,0.69946116,1.3034185,1.4565488,0.87035024,1.4413269,1.2344594,1.0610349,0.40040112,0.57797366,1.1787975,1.0478381,0.77665454,0.64741457,0.53151065,0.6570479,1.1330973,1.1561489,1.3249325,0.5645286,1.2822251,1.258974,1.090197,1.2238468,1.1307727,1.4426137,0.76904786,0.49195236,1.3303614,0.4160992,0.78645724,1.2106365,1.3302236,0.8460003,1.0772995,1.2195241,1.1379681,1.0367087,0.76595604,1.0555915,1.0793691,0.82258,1.2084682,0.8268807,1.099643,0.79567635,0.58936304,1.1285272,1.2237693,1.1927041,0.6587447,1.3544911,0.78208023,1.271062,1.2823694,0.64447993,1.0774776,0.6593101,1.4598155,1.4951717,1.2760248,0.687405,0.32853317,1.182046,1.3848951,1.4179602,1.2730546,0.988983,0.5816243,0.7120218,0.7884801,1.126929,0.9538391,0.90252554,1.1385859,1.4306273,1.0361636,1.2854724,0.49139154,0.6158106,0.8999743,1.1339301,1.1219022,0.86325085,1.2311614,0.48085535,1.0403452,0.99560314,1.0788057,0.44369638,1.0134221,0.64094126,1.268456,0.99017346,1.428446,1.251949,1.315438,0.63416845,1.1413889,1.0318036,1.3542807,0.50279146,1.1600447,0.5606921,1.3175073,0.7322391,0.0,0.74896616,1.0176378,1.197346,1.4692011,1.4026434,0.6278728,0.7579816,0.6509652,0.6272101,0.86311483,1.0660087,1.0271969,1.0348805,0.8838042,0.58584374,1.1719799
stick,1.0847936,1.0081191,1.244097,1.1165468,1.0467614,0.99703676,1.002897,1.0512216,0.9925829,1.1719195,0.9384303,1.0839776,1.2723111,1.1229366,1.1805673,1.1006086,1.0417607,0.7898448,0.9019363,1.1291312,1.0023594,0.89407843,0.91958725,0.8000635,0.6787328,1.0285866,1.0551758,1.0869668,0.787109,1.039244,1.0699012,1.0876119,1.1178229,1.0058376,1.167542,0.9682847,0.84604746,1.0709789,0.85784817,0.7764126,1.1927358,1.0595781,0.85360813,0.92690766,1.0809436,1.0587724,1.0222596,0.9314334,1.1829969,0.98677206,1.0984309,1.1571474,1.052013,1.1068165,0.86005807,0.8615888,1.1985428,1.0987408,1.1120387,0.9446054,1.2625583,1.1083533,1.1983252,1.2106736,0.9038118,1.0696776,0.87478566,1.2605859,1.2687918,1.2421603,0.57250583,0.700739,1.1720561,1.0538433,1.2476645,1.1605045,1.1356283,0.9022885,0.93648046,0.9743553,1.1694942,1.0476203,0.97505295,1.0274395,1.1954899,1.004034,1.2161674,0.8472028,0.91070795,1.0496178,1.0120522,1.0343566,0.9665556,1.1528258,0.6853003,1.161315,1.0264906,1.0825512,0.6459944,0.8286382,0.9110434,0.9962464,0.9700504,1.2643032,1.2170866,1.2671613,0.17139333,1.087392,1.0557119,1.1535628,0.8026219,1.0036522,0.8765505,1.3316643,0.9785289,0.74896616,0.0,1.0441865,1.0028123,1.2728119,1.114042,0.91908735,1.0687848,1.0198201,0.80109966,1.0190853,1.0912628,1.1199853,0.7812112,0.80963945,0.9195088,0.95135665
