,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,duck,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
bear,0.5584465,1.1090306,1.1798807,0.9789313,0.84923434,1.0629666,1.2198648,0.89624166,1.1114584,0.972358,0.0,0.60404545,1.3179135,0.8960569,0.6498476,0.78782415,0.5469395,0.9703219,1.0311197,1.3175561,1.1473341,0.83772945,1.0900174,1.3124237,1.2996705,1.1110283,1.3423553,0.9860595,1.2478371,0.69847023,1.1113563,1.16384,1.047925,0.9777018,1.1097072,1.0466212,1.0051873,0.8669009,0.66995835,0.8554132,1.3438283,0.8755311,1.3020115,0.97620034,0.97780627,0.55655384,0.9525447,1.1367412,0.99630064,1.0419002,1.2691326,1.2228752,0.8011305,1.2032051,0.8902806,1.2639508,1.2020354,1.2235862,1.0177593,1.2772956,0.6365735,0.8680996,0.898644,1.3253106,1.0309885,1.0533959,1.1685741,0.9552692,0.828489,0.97347784,1.174099,0.762142,0.86811507,0.7302486,1.1185535,0.77435136,1.2658163,1.0141755,1.2019204,1.186617,0.8539492,1.1443813,1.0700867,0.8033868,0.83894765,1.0353384,1.1305728,1.3190433,1.1164869,1.3087121,1.2252352,1.1366808,1.0260023,0.9164859,0.7039398,0.89638823,0.7684573,1.3372176,1.33402,0.9043325,1.1034976,0.83835524,1.0351856,0.9912932,1.1164844,1.1544287,1.0087944,1.0355096,1.1015707,1.2538517,1.1809999,0.95911187,0.8050299,1.1320437,0.90786654,0.9973263,0.79658604,0.9717414,0.76022613,0.99281895,1.1274049,0.9829332,0.7413496,1.3094265,0.6678308,1.2509038,1.0409561,0.9960524,1.16731,1.1842744,1.1434616,0.94831854,0.73419464,0.77414536,0.8427876,1.0069104,1.3079233,1.2807231,1.0102967,0.96138746,0.8446292,1.0126902,1.0468795,0.9758334,1.2524623,1.341053,1.0110656
bed,0.5554827,1.167067,1.4525898,0.9826014,0.45191807,1.2231083,1.3886092,1.2541239,1.1736014,0.6523254,0.60404545,0.0,1.3738205,0.3875537,0.3437773,0.84022015,0.09913832,0.74333054,0.90709525,1.525632,1.2571876,0.7073163,1.3959874,1.3519301,1.4947059,1.3747516,1.4409335,1.1012796,1.3131721,0.67955625,0.6411527,1.3698347,0.75666916,0.72498643,1.0680004,0.9016734,1.2178073,0.8567784,0.12249982,1.0867816,1.5421093,0.34929454,1.5299535,1.2159073,0.9387724,0.7106807,0.987758,0.8638445,0.76718354,1.209629,1.3632373,1.4593003,0.6967381,1.4265434,0.7191614,1.360095,1.4044617,1.4499837,1.0174347,1.5835915,0.9527889,0.860036,0.761212,1.4939022,0.92879826,1.049324,1.3733983,0.85291064,0.77501726,0.8852693,1.2058845,0.79788315,0.8645066,0.29141283,1.2028378,0.24473631,1.4096334,0.615321,1.4100611,1.0140179,0.9739141,1.2754683,1.1129588,0.6384901,0.8121265,1.135131,1.4175594,1.4421163,1.2870499,1.3784049,1.4770504,1.4194419,0.85981536,1.1962663,0.28253043,0.43331587,0.47796023,1.5792012,1.6024443,1.169005,1.2704749,1.0135267,0.6936858,1.0215572,1.3767565,1.1904073,1.1784307,1.246258,1.1720843,1.3144412,1.3516018,0.58527714,0.7152922,1.3967896,0.7457595,1.0012634,0.4555447,0.8191776,0.41512084,0.89528275,1.1247342,0.7640393,0.36376816,1.443895,0.36401594,1.4813944,0.93489516,1.0533482,1.4204991,1.4805708,1.4644252,0.7117454,0.3605615,0.59419173,0.383381,1.238601,1.4993978,1.3901169,1.0089595,0.6807276,0.9274318,0.9259912,0.84229565,1.0545962,1.2607242,1.5735413,0.7248211
belt,1.5107121,1.008848,0.8632593,1.3062748,1.5156257,0.8424734,0.637746,1.1922435,0.7259299,1.2379826,1.3179135,1.3738205,0.0,1.0793197,1.4405457,1.2434249,1.3219256,1.2354785,0.92372376,0.5079457,0.9875344,1.3448188,0.8554278,0.4617867,0.41873783,0.7626517,0.25584126,0.830958,0.77956355,1.1488979,0.9266751,0.7544644,1.071548,1.0717771,1.0644504,1.1524063,1.1378207,1.3483492,1.3369125,1.2687159,0.27593386,1.318127,0.57517564,1.0675346,1.3271536,1.3550935,0.86902684,0.9840404,0.87400234,1.0151964,0.6229987,0.8572484,1.1629347,0.5833682,1.2951474,0.7501281,0.4278643,0.663944,1.181843,0.663795,1.2748746,1.3001835,1.3127403,0.3139267,0.8133087,0.8291378,0.9770379,1.1501245,1.3042291,1.3296005,0.67024386,1.1635679,1.175555,1.348,0.76170224,1.2666367,0.62769026,1.143105,0.742821,0.650283,1.3251983,0.76328754,1.0618737,1.2800739,1.2519804,1.0075333,0.86095154,0.4663899,0.704607,0.4709903,0.8023284,0.8681023,1.0712621,0.8647538,1.4238627,1.1807725,1.5190794,0.32097358,0.3632419,0.81104475,1.0077724,1.1748571,0.7275909,1.2443179,0.72234553,0.93876064,0.98393303,1.0851988,0.9952497,0.30648607,0.7306012,1.1524384,1.2258159,0.8637681,1.3400965,1.2751322,1.1925839,1.0778236,1.4526479,1.1198939,0.9193524,1.2981149,1.467154,0.22286785,1.2136164,0.52237463,1.0346165,1.2601128,0.93378264,0.6300633,0.8112558,0.9928378,1.4524436,1.3286747,1.4700222,0.870255,0.59449536,0.35174203,1.2387247,0.8899601,0.9791557,1.2185457,1.1634525,0.98585963,0.59445894,0.26766872,1.0465788
bench,0.76318467,1.2268966,1.4127936,1.0974187,0.7139418,1.299223,1.3439548,1.3493102,0.85722613,0.77576864,0.8960569,0.3875537,1.0793197,0.0,0.83071196,0.92812157,0.50483257,0.8750581,0.9778545,1.3829534,1.1069489,0.77680314,1.4112933,1.097156,1.342268,1.2505112,1.1339033,1.1388276,1.0827844,0.83211505,0.42307365,1.2979534,0.7815242,0.73339003,0.89963436,0.6349147,1.2278955,1.0548166,0.39369524,1.1224205,1.3098606,0.2176032,1.3421073,1.1350411,0.93957645,0.88188446,1.0509593,0.718872,0.5456158,1.0938518,1.143542,1.4146312,0.973722,1.286238,0.9060815,1.1961827,1.0930696,1.343277,0.96921545,1.3258039,1.1144981,0.9770616,0.8865645,1.2796574,0.85875905,1.083506,1.3167224,0.8959646,1.0228156,0.96304834,1.1613863,0.92341644,0.7403102,0.6739769,1.0180446,0.4810922,1.0761918,0.4238813,1.2639519,0.8849655,0.9878,1.2721648,1.055658,0.7734064,1.0313412,1.0016075,1.3467362,1.3518283,1.2166594,1.1055115,1.3352678,1.3640382,0.574876,1.2060641,0.71715665,0.59983814,0.79576373,1.2883098,1.3310988,1.1266595,1.1807462,1.0472058,0.6057103,1.1287603,1.2737491,1.0657644,1.0487905,1.2352407,1.0724754,1.046929,1.1216444,0.6093974,0.84889966,1.2811661,0.8918648,1.0480236,0.69952935,0.78275055,0.7857263,0.9587503,0.9146228,0.8630606,0.68721277,1.1290303,0.70381856,1.2913992,0.8966768,1.0470616,1.2723204,1.3200033,1.3721455,0.56509215,0.7273116,0.9301489,0.5544857,1.2033695,1.3409365,1.1905798,1.0317004,0.7309638,0.99501693,0.9078925,0.87684524,0.9899692,0.8575909,1.36239,0.79835665
bib,0.6354739,1.0885665,1.3394426,0.76237226,0.4023394,1.1982174,1.3756714,0.925665,1.2786942,0.756868,0.6498476,0.3437773,1.4405457,0.83071196,0.0,0.8210627,0.24521601,0.637591,0.772006,1.521071,1.17098,0.6172046,1.245909,1.4093763,1.400116,1.326138,1.5787983,1.1240894,1.2293354,0.79165804,1.0159626,1.2756805,1.0776522,0.9480573,1.0644566,0.9167625,1.0215704,0.75306064,0.5377877,0.76692855,1.5724273,0.648773,1.5655438,1.1863041,0.73279953,0.8229546,1.0109888,1.1549562,0.9452598,1.1486572,1.39262,1.4329727,0.59059954,1.4318597,0.81845665,1.3588995,1.4466739,1.4240823,0.9222369,1.478989,0.7594588,0.87425315,0.69183135,1.561667,0.95551395,1.0276161,1.1041431,0.97493905,0.59911263,0.7208855,1.285639,0.8003332,0.94605386,0.43666387,1.3057852,0.4751017,1.3573071,0.95024455,1.4471033,1.0545552,0.9521948,1.1648345,1.0591463,0.5756611,0.72781146,1.1123865,1.3129644,1.5131013,1.2995129,1.333238,1.4380974,1.2558081,0.9643727,1.1017275,0.17139149,0.61926085,0.30559623,1.5918758,1.5870955,1.2301195,1.0821556,1.0044008,0.99952286,0.8474228,1.3820195,1.0307506,1.1416304,1.1215507,1.0815613,1.5121893,1.3904741,0.9545753,0.644086,1.3290356,0.61753106,0.7815943,0.47959542,0.79050505,0.42695642,0.83179075,1.0913584,0.7894199,0.5325932,1.549542,0.4170977,1.464051,0.9398762,0.88582194,1.2670338,1.5073029,1.3518534,0.81766254,0.45328552,0.5956225,0.3986078,1.0198619,1.5178568,1.4688113,0.8196331,0.90621054,0.84174246,0.77125126,0.94852287,0.9150223,1.5304391,1.562671,0.99668485
bird,0.5446145,1.083858,1.0874289,1.0617695,0.9212461,1.1330464,1.187171,1.0237464,1.1036863,0.9825234,0.78782415,0.84022015,1.2434249,0.92812157,0.8210627,0.0,0.7741245,0.97699326,1.1462038,1.2680739,1.2873049,1.0658458,1.1649328,1.2415756,1.3691441,0.9710722,1.2997864,0.9678631,1.0506402,0.57276225,1.1068474,0.9969687,1.0490727,1.0654149,1.1409773,1.025271,1.0989392,1.0169429,0.91631484,0.8558189,1.2618973,0.9665529,1.3317176,0.6832925,1.1318442,0.5761585,0.9727301,1.0698136,0.9212831,0.53761566,1.1972197,1.2059835,0.8783261,1.2059125,1.0462631,1.3065213,0.9442179,1.0539943,1.0148424,1.1857116,0.7078561,0.7605458,0.7598973,1.2734835,0.9454658,0.9307029,1.1872185,1.0732108,0.844326,1.0988734,1.2156396,0.5978758,0.87361264,0.9058131,1.0604082,0.8153659,1.2002314,0.9606495,1.0948524,1.0675405,0.7903467,1.1604447,1.1164926,0.8916301,0.70578325,1.2186068,1.0843426,1.2990432,1.0554802,1.2866364,1.2850741,1.0496981,0.8576271,0.71920025,0.8542782,0.8421845,0.90315974,1.2389281,1.2520255,0.7614069,1.1103396,0.67473173,1.0322771,0.8913165,1.0521857,1.2532663,0.62919956,0.9117689,1.1223674,1.2305094,1.1790446,0.92925704,0.85544133,0.5734291,0.99009603,1.1245614,0.80764365,0.8618127,0.9471852,0.9194716,1.2481697,1.0582244,0.8847823,1.2365136,0.66794765,1.197686,1.0529712,1.2338612,1.2111804,1.0458574,1.1156704,0.9723528,0.9145328,0.89576054,0.9546733,1.1293852,1.3176862,1.2836856,1.1039951,1.0073688,1.0499593,1.1272032,0.98409593,0.9521866,1.1777217,1.244582,0.99571496
blanket,0.5777256,1.0947256,1.4850214,0.97999704,0.44334638,1.2082589,1.3883543,1.1472614,1.1674898,0.80044985,0.5469395,0.09913832,1.3219256,0.50483257,0.24521601,0.7741245,0.0,0.8092762,0.9829175,1.5241202,1.3095441,0.7910026,1.2792649,1.3361995,1.4634445,1.3233738,1.4205931,1.1543431,1.2045672,0.64407,0.71160907,1.3739834,0.86295164,0.7457017,1.1106119,0.9005515,1.1871715,0.93189776,0.23822588,0.8970839,1.5340235,0.44775867,1.5588348,1.2125036,0.9586592,0.70345527,0.9011118,0.9580184,0.82492465,1.1853132,1.2906541,1.4748951,0.66150546,1.421946,0.84214616,1.3295834,1.332184,1.4601407,0.8823308,1.561131,0.8893248,0.8906617,0.742486,1.4886434,0.7405636,0.9993579,1.326115,0.9222571,0.67986023,0.8212826,1.2155257,0.82326376,0.8882516,0.3968734,1.1821191,0.24069029,1.3745207,0.7080511,1.4583087,0.8636724,0.9270937,1.300475,1.1259084,0.48502827,0.8844241,1.1533327,1.3610947,1.4741588,1.1554059,1.3017201,1.4443496,1.4009582,0.86349773,1.1422443,0.19723737,0.43755955,0.5053085,1.5537016,1.5810376,1.13773,1.2215221,0.99611413,0.57267153,0.9865406,1.3914533,1.2583916,1.0958519,1.1671704,1.1152523,1.3488438,1.3466971,0.7363421,0.67457527,1.3497968,0.6682012,0.98884493,0.3954686,0.818606,0.51253533,0.81643236,1.143151,0.8752411,0.5464961,1.4050455,0.31646264,1.445297,0.77693415,1.0836818,1.4100366,1.4778823,1.4651242,0.64862347,0.4828031,0.7134169,0.43885833,1.2438736,1.4521943,1.4190636,0.9792755,0.5376885,0.8722071,1.0150026,0.94040924,1.0358332,1.3054817,1.522019,0.7984021
boat,0.8461848,1.0375837,1.0514679,0.60730076,0.80289245,1.134915,1.2346469,0.8818973,1.1386151,0.6637985,0.9703219,0.74333054,1.2354785,0.8750581,0.637591,0.97699326,0.8092762,0.0,0.93375355,1.3773758,0.72644436,0.7652395,1.0639505,1.1946176,1.2098777,1.141838,1.361691,1.0302509,1.1936108,1.0418888,1.0328004,1.1233501,1.1310228,1.0742337,0.93803656,1.0102305,0.85850424,0.77791625,0.8771123,0.9764587,1.2843993,0.83678526,1.236804,1.0538502,0.6410727,1.0229397,1.2260332,1.1306207,0.87133473,1.1032804,1.3034725,1.2084029,0.8667244,1.2394272,0.93853974,1.2495656,1.1937699,1.1274934,1.0706928,1.133227,0.9221957,0.9539253,0.9033617,1.3224692,1.2320673,1.1011648,1.0789868,1.0956557,0.7809799,1.011043,1.2448878,0.7742075,1.0518609,0.7835913,1.2264465,0.81040037,1.1031259,1.032608,1.1924946,1.1704426,0.87263596,0.982599,1.1130277,0.98871535,0.7952889,1.0685469,1.1052961,1.2725415,1.1880261,1.2717099,1.2659638,1.1443717,0.9775069,1.2177078,0.7831874,0.8065386,0.656139,1.3074102,1.30006,1.1844512,0.8153332,1.0975422,1.1543653,0.79954416,1.1609246,0.65213066,1.1244327,1.0933341,1.0887494,1.2397645,1.2854581,1.0159502,0.83057356,1.2021142,0.7746361,0.72609174,0.92065185,0.9763363,0.70189255,0.9752581,0.77934974,0.6448743,0.70835847,1.3087056,0.79600877,1.2661989,1.2011186,0.6442423,0.9680236,1.2504264,1.1838464,1.0459844,0.69923025,0.9530091,0.5353272,0.9057493,1.3663017,1.2244928,0.9050491,1.0801128,1.1489964,0.66694796,0.9059536,1.0601498,1.3087449,1.3391,1.0912458
book,1.0173854,1.0803049,0.95959306,0.9954143,0.99862456,1.0121737,0.9721989,1.0381147,0.88711214,0.9568822,1.0311197,0.90709525,0.92372376,0.9778545,0.772006,1.1462038,0.9829175,0.93375355,0.0,0.90146035,0.93574256,0.38299865,1.1653342,1.0540718,0.7790465,1.1417801,0.9847282,0.88650036,1.1417139,1.2218891,1.0249109,0.8937603,1.0866712,1.0761125,0.9325283,1.018054,0.9505596,0.8355026,1.0463483,1.1033344,0.8846004,0.9757714,0.9618657,1.0394424,0.95160055,1.1191477,0.9254402,1.1084402,0.94141054,1.0677075,1.2408319,1.0590756,1.0553527,1.0822185,1.0791106,1.1488664,1.1119202,0.90729314,1.2238795,1.0038806,0.8429304,1.0743383,0.95802295,1.0502691,1.2299745,1.1269242,0.6230965,1.1321338,1.020049,1.0451114,1.1110789,0.9827623,1.1063613,0.9776703,1.003638,1.1015396,0.97129613,1.0308821,0.98833877,1.1517332,1.2120205,0.8743343,0.9353837,1.1693262,0.90247506,1.1371284,1.1586033,1.0222174,1.1057403,1.148197,1.2073218,0.95363265,0.9385291,1.0621129,0.9810057,1.1522642,0.47975528,0.9078039,0.9200205,1.009059,1.0020556,1.1432524,1.1078476,0.887406,0.9607588,0.748213,1.124425,1.0811349,0.85060394,0.90448004,1.1463177,1.0989813,0.9927497,1.1004539,1.0357603,1.0461915,1.070388,0.74012315,1.0426096,0.94889635,1.0440303,0.96767485,0.92393106,1.0046728,0.9143457,0.9954535,1.2485992,1.0199023,1.0266075,1.0385826,0.9228637,1.0434308,1.039289,0.87734866,0.7744627,0.76435244,1.1936492,0.9701478,0.97928464,1.1484839,0.70515114,0.51631266,0.9724588,0.9067954,1.0936785,1.0461123,1.1413124
bottle,1.5387242,0.90876365,0.74548346,1.2068574,1.4677131,0.75552106,0.52359045,1.1183872,0.6474151,1.2419348,1.3175561,1.525632,0.5079457,1.3829534,1.521071,1.2680739,1.5241202,1.3773758,0.90146035,0.0,0.8457882,1.2375962,0.78222764,0.69393307,0.29162717,0.85190153,0.3315606,0.77980846,1.0059286,1.3362076,1.0155675,0.52069485,1.0024003,1.1913887,1.1126571,1.180498,1.0933838,1.2345065,1.442714,1.2936167,0.314578,1.3724705,0.2779507,1.0065117,1.3188851,1.3153827,0.8471676,0.9806186,1.0837651,1.0220032,0.67249477,0.60751534,1.2644408,0.64704454,1.2387503,0.81553125,0.8316958,0.42765856,1.2099506,0.56732994,1.2819606,1.2077521,1.243815,0.44229704,1.0964956,1.0248988,0.8148408,1.1555307,1.2798973,1.3243306,0.7408391,1.2390516,1.3500223,1.3995142,0.6736252,1.4977856,0.812682,1.1605661,0.5367261,0.9570112,1.3004777,0.8278498,0.6369908,1.3928791,1.271251,1.075299,0.8210448,0.37413722,0.6458709,0.77498114,0.74607474,0.8573621,1.2185856,0.8131603,1.4976417,1.3685973,1.4116094,0.36152005,0.33706737,0.81631947,1.0612569,1.1929537,1.075963,1.2072222,0.47143507,0.8986592,1.0296133,1.030957,0.7683971,0.43067753,0.80987775,1.112255,1.2364547,0.76546776,1.3129704,1.1828233,1.3669691,1.1917704,1.4294152,1.1555148,1.0846721,1.2135324,1.395219,0.4737724,1.3607445,0.5239375,1.13536,1.1717944,0.80302286,0.4351188,0.6296402,1.2339317,1.413929,1.2571807,1.4757546,0.8776451,0.5860375,0.48590118,1.2028961,1.075318,0.9263435,1.0818275,1.1459395,0.99473757,0.55270374,0.30325115,1.0813429
bowl,1.2741061,1.0681995,0.96205664,0.52059674,1.1785336,1.1037252,1.0513676,0.74207747,0.7549122,0.68991023,1.1473341,1.2571876,0.9875344,1.1069489,1.17098,1.2873049,1.3095441,0.72644436,0.93574256,0.8457882,0.0,0.84190184,0.8254671,1.0693312,0.66050154,1.0664462,0.9021551,0.9802257,1.1837898,1.3351054,0.95766664,0.94071215,1.0384115,1.1573455,0.72346425,1.1213461,0.80730164,1.0276887,1.2728565,1.0421498,0.96730274,1.0450147,0.49872476,1.009215,0.45321888,1.184743,1.2220961,1.0932896,1.062902,0.97666943,1.2046862,0.8225998,1.1907165,1.1600047,1.2342489,1.1878215,1.1348944,0.9194157,1.1771092,0.6594565,1.1806154,1.1108226,1.117759,1.0876888,1.344486,1.1097096,0.83091223,1.2909689,0.9919407,1.2080673,1.2278936,1.0595682,1.1502147,1.2791121,0.8041318,1.2977979,0.68813765,1.1117638,0.8484725,1.2392076,1.0247225,0.8510407,0.77202183,1.3163197,1.0891643,1.1418221,0.9553781,1.0225534,0.6590706,1.1593183,1.1298103,0.8813142,0.9396648,1.2352225,1.2854319,1.2359407,0.9863529,0.9734337,0.92344546,1.1630336,0.64908785,1.2100095,1.1077543,0.9108582,1.0066626,0.23086876,1.115496,0.8342891,0.77813625,0.90504295,1.1146033,1.1220359,1.1132904,1.1206207,0.89389086,0.5175307,1.3708903,1.1924484,1.0984794,1.1360451,0.48767424,0.5307857,1.127673,1.0352446,1.2686253,0.7491249,1.1884077,0.33499396,0.43296742,0.9701251,0.991881,1.1141586,1.0860735,1.1940199,0.8117295,0.9029168,1.1497414,0.9840934,0.8780594,1.036379,1.1253339,0.48240805,1.0882108,1.2026042,1.0440003,1.0497243,1.1172118
box,0.83002806,1.1475028,1.0157498,0.74495554,0.781427,1.1478752,1.2439957,0.8678967,0.7968492,0.8554138,0.83772945,0.7073163,1.3448188,0.77680314,0.6172046,1.0658458,0.7910026,0.7652395,0.38299865,1.2375962,0.84190184,0.0,1.2159669,1.3623459,1.0562085,1.189476,1.3305981,1.068399,1.2634277,1.1702429,0.9312801,1.1388464,0.9623242,0.985041,0.85305893,0.8375251,0.8073376,0.8032462,0.813395,0.9268641,1.4199114,0.63850117,1.1821743,1.0269448,0.6875716,0.954857,0.9873773,0.99734056,0.89171475,1.0852706,1.4608724,1.2375829,0.98334366,1.4213991,0.95990187,1.319875,1.442661,1.1852049,1.0472404,1.2930901,0.71557474,0.9506166,0.8033752,1.501914,1.177133,1.2256429,0.6445966,1.0825508,0.76097715,0.9259274,1.3160213,0.9727691,0.988258,0.81482923,0.97125083,0.9316187,1.2246897,0.8125944,1.1938672,1.227495,0.9862151,1.0440264,0.77831286,0.92227083,0.88735366,1.0957943,1.2010438,1.4738104,1.226847,1.4146247,1.4160253,1.023767,0.7449557,1.1305492,0.8074175,1.0149758,0.3274567,1.4144813,1.4288039,1.0900629,0.8357272,1.1132438,1.1407874,0.81739473,1.1446629,0.82068837,1.1605334,1.0392438,0.7908788,1.2652565,1.2227247,0.8577383,0.9366574,1.2365109,0.81148064,0.8157021,0.8745,0.76755804,0.8576643,0.86593515,1.0081055,0.8168216,0.74348366,1.4117522,0.8353008,1.3090839,1.1350746,0.7904503,1.0914462,1.2775638,1.0001254,0.8761358,0.83124536,0.8011101,0.5220006,0.7916138,1.4565573,1.4210967,0.91094655,1.1472094,0.6644157,0.4637239,0.92532927,0.9429602,1.2255312,1.4906533,1.0880396
bread,1.1975986,0.9586374,0.7074599,0.8912168,1.3296952,0.60019296,0.70754695,0.7474298,0.99692184,1.291319,1.0900174,1.3959874,0.8554278,1.4112933,1.245909,1.1649328,1.2792649,1.0639505,1.1653342,0.78222764,0.8254671,1.2159669,0.0,0.84359515,0.64521116,0.5496757,0.87426674,1.1360853,0.7218864,1.1698203,1.3939408,0.95431477,1.2978134,1.1647439,1.0014267,1.1771593,0.63343555,1.1109517,1.3257871,0.6841835,0.742738,1.4626598,0.7762674,1.1016581,0.9595734,1.094543,0.9231433,1.3504965,1.187772,1.0815135,0.723019,0.63671017,1.177663,0.72245944,1.2157125,0.7521613,0.7112481,0.8534735,0.83720905,0.8135193,0.87139606,1.1198511,1.2136664,0.7528769,0.90829813,0.99426645,0.70198137,1.0349201,0.7172303,1.0779799,0.8345905,1.2571092,1.1551301,1.2915375,0.8758116,1.2837479,0.9054531,1.3936247,1.0658772,1.0911332,0.8915795,0.86079425,1.060567,1.0334048,1.1340277,0.9365043,0.37567377,0.6223212,0.75630814,0.84321284,0.6579679,0.6867395,1.1743965,0.8049178,1.3672763,1.3136278,1.2283854,0.77091366,0.77090645,0.8259672,0.58401096,1.1565415,1.085997,0.6271143,0.97458,0.8897781,0.99851584,0.72942376,1.0144082,1.0130306,0.73389727,1.476713,1.1351855,0.8595772,0.8923074,0.94070333,1.2133857,1.216085,1.2972516,1.1332425,0.921736,1.2329003,1.3543905,0.7524552,1.2492938,0.5837753,0.94472826,0.86961555,0.8492925,0.9125786,0.77251065,1.1692258,1.2977823,1.2517264,1.3069465,0.88589156,0.5859089,0.76300216,1.0871135,1.0849771,0.898423,1.1468577,1.2682064,1.0908039,1.1192793,0.6192787,1.3711191
broom,1.3685291,1.0325118,0.8980125,1.2895544,1.3491077,0.83966035,0.68449366,1.1924908,1.0216439,1.1419183,1.3124237,1.3519301,0.4617867,1.097156,1.4093763,1.2415756,1.3361995,1.1946176,1.0540718,0.69393307,1.0693312,1.3623459,0.84359515,0.0,0.5983208,0.86275804,0.3706143,1.0816061,0.67908144,1.0787688,0.97514206,0.9675719,1.1189877,1.0208795,1.0304774,1.0447272,1.1917179,1.2241589,1.2871397,1.1159955,0.40402716,1.2967522,0.7091927,1.1200496,1.2235808,1.3346301,1.0600199,0.9752761,0.90290695,1.0544192,0.3583274,0.80219615,1.1017687,0.486867,1.1045569,0.5649565,0.48021096,0.87481093,1.0216904,0.7540338,1.355328,1.2548636,1.3094548,0.26070935,0.94864583,0.83162296,1.0809909,0.87580866,1.2427491,1.121155,0.5919284,1.2057979,1.0988357,1.3143482,0.93537647,1.1829103,0.7291242,1.1214771,0.82471406,0.6521009,1.3023436,0.81430674,1.120559,1.2037119,1.2393483,0.8238665,0.9294035,0.411147,0.940966,0.3570019,0.54102886,0.94975436,1.1799874,1.0057967,1.3231342,1.1290338,1.427762,0.42616826,0.44278312,0.94514847,1.0871525,1.1272005,0.85939837,1.3118235,0.88794416,1.0217738,0.9090445,1.2058381,1.0717483,0.60577524,0.60475206,1.1715913,1.150058,0.98465383,1.3249872,1.2200816,1.26013,1.131426,1.2903488,1.1867623,0.8661505,1.2087994,1.29107,0.35458422,1.2627101,0.6288919,0.92253834,1.2395805,1.0085305,0.7656298,0.8874166,1.1639984,1.3326569,1.2397958,1.4315543,0.9608055,0.4127875,0.37328017,1.1344322,1.0430027,1.1158363,1.2424452,1.1783495,0.9605546,0.566152,0.36253607,1.0235589
bucket,1.5862466,0.959015,0.6928525,1.0882355,1.493985,0.617757,0.4737866,0.9870917,0.69241995,1.191101,1.2996705,1.4947059,0.41873783,1.342268,1.400116,1.3691441,1.4634445,1.2098777,0.7790465,0.29162717,0.66050154,1.0562085,0.64521116,0.5983208,0.0,0.8316913,0.33027118,0.90664107,0.9039921,1.4749125,1.0594835,0.6380511,1.1505498,1.236284,0.8940167,1.1927502,0.96321434,1.2765954,1.4633127,1.2111087,0.33140522,1.3707385,0.33593774,1.1334039,1.0216192,1.4172804,0.88524836,1.1169369,1.0068873,1.0750736,0.72122383,0.544413,1.2631235,0.6212188,1.3466868,0.8511558,0.7705214,0.6446451,1.1990018,0.6482939,1.2174573,1.3268213,1.3045927,0.5050543,1.0590032,1.0657316,0.62897605,1.2549376,1.1711382,1.368341,0.7869321,1.2473487,1.2780254,1.429897,0.6621082,1.4683475,0.73066574,1.2598941,0.66602206,0.90125185,1.3875835,0.6891375,0.79426116,1.3371727,1.296777,1.0629561,0.804222,0.4601487,0.7029789,0.74965906,0.8037787,0.71735615,1.1919298,0.9788441,1.4843868,1.3878189,1.3382809,0.40700465,0.43132246,0.8135998,0.81999505,1.2991692,1.0367013,1.1920915,0.6732695,0.6978328,1.0755792,1.0744655,0.8243133,0.44750726,0.8041948,1.2815124,1.1896889,0.9646212,1.2772567,1.0578599,1.3859777,1.0914696,1.4554114,1.1230977,0.87641436,1.1316485,1.3585993,0.40556777,1.3243241,0.4637133,1.0983558,0.99368846,0.7891532,0.5769347,0.6711909,1.1542063,1.4458438,1.2650785,1.3822489,0.70082355,0.6116271,0.5000448,1.1444105,1.0676216,0.72115815,0.9323178,1.2438116,1.0728905,0.6803284,0.36917102,1.2197611
