,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
elephant,0.82712185,1.0252047,1.0712799,0.9141819,1.1467905,0.9790488,1.0245469,1.1722752,0.8074573,1.0448681,0.91482437,0.8636018,1.0111723,1.0340388,0.99646974,1.1386286,1.2307465,1.1634734,1.1416115,1.2142576,1.0231568,1.0643313,1.3034517,0.9743137,0.79302084,0.88544655,0.35254526,1.0721669,1.1279042,1.1672633,1.0226732,1.0760412,0.9461877,1.0639429,1.1342032,1.0331097,1.019369,0.949322,1.0529591,1.2552488,0.9988047,1.1808252,1.0375667,1.1822834,0.93951404,1.0059098,1.0696236,0.89178514,0.94754505,0.0,1.0224874,0.90214175,0.9069985,0.8617184,0.9926381,0.9452979,0.88037485,1.1139467,1.1713866,0.9695498,1.0842078,0.7304628,1.0683044,1.118419,0.7160113,0.9857571,0.980428,0.8457279,0.8607718,1.0548621,0.82388854,1.2159715,0.7816942,0.74504685,1.0892054,1.0703771,1.0149491,1.081212,1.0264387,0.85438144,0.9679414,0.9556856,1.1101756,0.7834329,0.92131513,1.0148025,1.2196847,0.9860078,0.89018863,0.7822522,1.1433803,0.943602,1.0155517,1.0423324,1.0071386,0.99241996,1.0368509,1.1045951,1.0864968,1.2035339,1.062166,1.1516188,1.0663188,1.0473794,0.9983924,1.05393,0.9175434,0.8976325,1.0789397,0.9599942,1.1356837,0.8399616,1.0206419,0.9975041,0.9405187,0.8472634,1.1696292,0.91077965,0.97843486,1.126712,1.2250066,0.77905977,1.0730835,0.78334856,1.1122164,1.2335334,0.8705356,0.8745816,0.9304773,1.0658568,1.3106201,1.2100201,1.0300804,1.0022906,1.0839074,0.9446487,0.91647995
eye,0.95856446,0.74460775,0.7894251,1.3239107,0.6775987,0.79234326,0.8708486,0.99278224,1.2503638,1.3939412,0.94274455,1.3144062,1.2867556,1.0391756,1.3572768,1.3231176,1.0406986,0.8264836,0.86735225,1.3048276,0.6216119,0.92176217,1.110151,0.89436895,1.0539665,0.857196,1.0961177,1.3012605,1.0517251,0.6005098,1.1592424,0.8607658,1.1142994,0.41985935,0.94369364,1.3531482,0.716257,0.85105115,1.365349,0.9081989,0.9884476,0.97390956,1.0047913,1.208593,1.0302209,1.2695423,1.1867983,0.7610779,0.6591203,1.0224874,0.0,1.0516913,1.0115197,0.7330393,0.78319156,0.9024307,0.8769945,0.9123775,1.0239792,1.0643411,1.160745,0.8254681,1.0693113,0.8958432,1.075269,1.1327814,1.1857679,1.1648023,0.92098653,1.1359862,1.3510704,1.0174874,1.4225867,1.2294282,0.9272357,0.7604176,1.0529889,1.044098,1.2403513,0.9395748,0.6682806,0.7765642,0.9406319,1.0014807,0.81891,0.760572,0.99688363,1.079995,1.3260058,1.3239257,1.1953609,0.8620151,0.8686714,0.7308985,1.3738074,0.69264007,0.82011557,0.93803203,0.8806857,1.0217795,1.3648944,0.98945343,0.76346827,1.1875463,0.67271674,1.0785137,1.2160878,1.2869987,1.1543734,1.3125951,1.0131885,1.2134953,1.1119078,1.2766576,0.7996385,0.9590173,0.7473315,1.0769823,0.838982,0.8338743,0.85217047,0.88348204,1.1536887,1.2269309,1.3440465,0.72932225,0.80865943,0.6835487,1.0870568,0.8997139,0.8960957,1.2989273,1.0513303,1.0092347,0.8929619,0.75414866,0.970714
face,1.0969871,1.0905384,1.1177351,0.7367553,1.1858828,1.227243,1.0424857,1.232314,0.883152,0.7723738,1.2634282,0.86483574,0.64289325,0.90969807,0.94604486,0.876952,1.2746694,1.2673193,1.3528385,0.9613045,1.2291574,1.2475069,1.2775201,1.2094021,0.72938955,1.1399976,0.83199227,0.9384457,0.984369,1.1472663,0.90677434,1.1037067,1.0888882,1.1248953,1.1891026,0.6837839,1.0205872,1.2867452,0.6921263,1.2757702,1.0627893,0.9806037,0.97661513,0.9907304,0.882409,0.7077069,0.6414032,1.1420692,1.1435385,0.90214175,1.0516913,0.0,1.0621911,1.2343768,1.191332,0.9429648,1.3218548,0.97697186,1.0332773,1.0069331,0.7715696,1.0314426,1.2770724,1.2000144,0.3332994,0.91003287,0.8258754,0.96773994,0.9605765,1.0229619,0.84680784,0.95922256,0.8244492,0.8957484,1.2652361,1.1552219,0.90828854,1.0091648,0.9196417,0.9860739,1.092314,1.0514364,1.3182253,1.1722609,0.8039937,1.1468832,1.0425308,1.0112169,0.65204585,0.7638416,0.99398744,1.2605714,1.3324258,1.1449659,0.9346502,1.2065763,1.1802466,1.2032583,1.105883,1.0770538,1.0798256,1.1088893,1.1876729,0.872292,1.1414188,0.62113595,1.0232126,0.5292392,1.0648333,0.8547549,1.1980828,0.8789431,1.0640316,0.7766111,1.2383902,1.055059,1.1820182,1.1262479,1.0825158,1.2134393,1.1511651,1.040068,0.96201575,0.7466601,0.9122725,1.2126037,0.93208367,1.1231626,1.1401621,1.3351332,1.2573582,1.0386372,0.9281223,1.0295817,1.1740037,1.1909597,0.95537215
finger,0.8471913,0.80384415,0.64347744,0.88325304,0.9813048,0.6771077,0.8154862,1.122126,0.97307277,1.2457488,0.7789402,1.2479378,1.2039613,0.9522561,1.1791898,1.2107158,0.85219014,1.0114294,0.8337451,1.2347838,0.67803866,0.97889817,1.1637256,0.8463809,1.1696863,0.4289012,1.1067533,1.1208217,1.1633728,1.1107186,1.2811569,0.9130891,1.0029448,0.8935616,0.8513398,1.2596679,0.9005188,0.60365194,1.3073568,0.9585399,1.1508454,1.2497071,1.2680213,1.1003783,1.1435189,1.1362046,1.216713,0.48274624,0.632706,0.9069985,1.0115197,1.0621911,0.0,0.7382835,1.0292283,0.45428228,0.71724904,1.1077728,1.1101618,1.2090586,1.2804729,0.6250791,0.8689934,0.7244681,0.87717694,0.8811469,0.40265596,0.867766,1.3075875,1.2537787,1.2175645,1.1427132,0.97926635,0.98366946,0.8827369,1.124101,0.9350501,1.1690711,1.0380124,1.1635247,0.8324779,0.7460457,0.9347791,0.531296,0.48525494,0.7535188,1.2018373,1.1709211,1.2038518,0.8532542,1.2374544,0.61799276,0.5412125,0.7745496,1.0274884,0.959257,1.0429883,0.7977351,1.2604189,1.0912349,1.1007735,1.0740091,1.0968969,1.2927955,1.039371,1.1615962,1.1710249,1.2026576,1.1810641,0.7987834,1.1956928,1.2142749,0.8917373,1.2499571,0.63439906,1.064732,0.99491864,0.90340996,0.7458123,0.837072,1.1683373,0.5803571,1.1835833,1.0503763,1.2533379,1.0010678,0.24148071,0.4735914,0.8652016,0.8258364,1.015353,1.1589214,1.2585953,1.1189421,1.1607313,0.71247375,1.0809628
fish,0.7692943,0.7440235,0.775595,1.2613245,0.76554406,0.55255574,0.9567286,0.9909675,1.0948964,1.4460845,0.7022991,1.304318,1.3203167,1.0913092,1.3088248,1.252379,0.8746195,0.7644402,0.7521339,1.4277478,0.74776506,0.8850634,0.9638888,0.7620715,1.0401105,0.6412277,0.98620045,1.2902726,1.2131634,0.7812901,1.3372703,0.8444792,1.0665275,0.7356446,0.8886453,1.4398916,0.8036717,0.5802366,1.5041298,0.8622226,0.977895,1.1652794,1.074523,1.2409785,1.190412,1.2825351,1.2757777,0.6180612,0.50890106,0.8617184,0.7330393,1.2343768,0.7382835,0.0,0.6775531,0.7939334,0.6081964,1.1256225,1.2061511,1.0671623,1.245909,0.67325526,0.763821,0.8108793,1.1125995,1.2381194,1.010497,0.8952378,0.9417604,1.1546533,1.2356818,1.1356113,1.2977605,1.1686323,0.936898,0.78091204,1.0225147,1.1351458,1.2148744,1.0695641,0.763329,0.6866572,0.6934841,0.80545926,0.85370654,0.64403844,1.133371,1.1920345,1.3583121,1.2981732,1.1167607,0.63703895,0.6647184,0.7103902,1.2568598,0.8320711,0.8770566,0.9466954,0.95316494,0.9532001,1.2392251,0.95295054,0.85356927,1.3052398,0.6828321,1.2052343,1.2335339,1.3688853,1.0425639,1.2869097,0.9645613,1.2969191,0.93313354,1.3212458,0.5905353,0.8188783,0.740914,0.9565824,0.7439047,0.7408962,0.85163915,0.6858737,1.3238938,1.2944735,1.4353173,0.90398455,0.65385234,0.5392288,0.97932327,0.6777531,0.95763975,1.2481861,1.0099807,1.038982,0.911844,0.6077486,0.9260336
flower,1.0308623,0.3319515,0.99753314,1.4657397,0.6050644,0.80359614,1.1544904,0.77524614,1.3096862,1.4674952,0.60069585,1.3789244,1.4132593,1.1747994,1.3883848,1.395762,0.93053347,0.37575686,0.48221254,1.4483733,0.7706413,0.6605903,0.96715176,0.44031793,0.956508,1.0386788,1.1273198,1.2767061,1.3166467,0.6048189,1.2091862,1.0349733,1.1052096,0.77638555,0.9761707,1.4831634,1.1420122,0.48281527,1.5081887,0.7921204,1.0151944,1.2467821,1.0455232,1.2154763,1.1547732,1.4279832,1.2631402,0.6851382,0.6083261,0.9926381,0.78319156,1.191332,1.0292283,0.6775531,0.0,0.9634705,0.69477713,1.2486007,1.141222,1.0871321,1.4044507,0.43504298,1.0663813,0.96808136,1.1258827,1.3266401,1.3329598,0.9834914,0.88797027,0.9748836,1.3226032,1.2884474,1.5285368,1.4726741,1.0106626,0.6593534,1.2216274,1.0366834,1.458817,0.9819044,1.0581517,0.35676336,0.5605221,0.89252126,0.9465371,0.46025205,1.073372,1.2114496,1.4050379,1.4569352,1.3331674,0.43703318,0.548279,0.82090914,1.4672382,0.7509875,0.5271528,0.99145746,0.8557432,1.0030766,1.3584388,0.6022438,0.47720033,1.1192292,0.43472707,1.1749805,1.3504236,1.3871542,1.0319589,1.4624941,0.7142312,1.1983576,0.90234184,1.4000511,0.40637326,0.9241061,0.84146655,1.0396215,0.67611885,0.91458225,0.6688937,0.6502203,1.2265079,1.3251797,1.5150714,0.89863294,0.80152977,0.7434516,1.2202542,0.53444767,0.9798147,1.3233081,0.86105174,0.93556595,0.7945581,0.32927418,1.0009872
foot,0.83572716,0.9003521,0.7723845,0.94529665,1.0909381,0.91251355,0.9794401,1.1559944,1.1201615,1.2316216,0.90134954,1.1966423,1.077977,0.87427866,1.1832131,1.1902077,1.0573066,1.0092837,0.9778364,1.2529038,0.7920952,0.98950696,1.1957215,0.8457215,1.1726962,0.74243987,1.0703923,1.0430771,1.1151795,1.0572226,1.1582903,0.9822939,1.0590835,0.8523208,0.90520406,1.1578445,0.96133006,0.84144276,1.2121929,1.0868564,0.99044704,1.1690772,1.0882092,1.0795362,1.0194634,1.1141762,1.0867727,0.5935599,0.7393527,0.9452979,0.9024307,0.9429648,0.45428228,0.7939334,0.9634705,0.0,0.8133123,1.1721598,1.0426157,1.1801451,1.2420536,0.6414421,0.9779811,0.9673705,0.8057908,1.0594805,0.5802547,1.0374786,1.0823817,1.1600355,1.1555489,1.1672934,1.0358127,1.1155834,0.95894486,1.0211155,1.1220163,1.0766876,1.1878805,1.1841357,0.88024044,0.80512786,0.9395914,0.6791935,0.5099523,0.91773325,1.0032214,1.1751773,1.141006,0.95131385,1.2540176,0.8267704,0.82002074,0.97854835,1.087478,0.95949674,0.97130835,0.99754864,1.0303395,1.168052,1.0798712,1.051304,0.9951199,1.1389605,0.9948202,1.0974827,1.2345479,1.1064918,0.8983638,0.9042343,1.108987,1.0668845,1.0473213,1.200164,0.63692784,1.053971,0.98052675,0.99086595,0.87491786,0.89730865,1.0009886,0.79072815,1.1709293,1.0312953,1.2637831,1.089127,0.35624188,0.5726447,1.0307477,0.91964936,1.1689128,1.2354151,1.1740106,1.0191365,1.0341119,0.8082136,0.9650433
fork,0.7864768,0.8257724,0.9955355,1.3843744,0.93877596,0.6869922,0.98371965,0.7236146,0.9911201,1.4820979,0.4423942,1.1362145,1.4619988,1.0658165,1.2709517,1.4044993,0.6700255,0.6479822,0.5315686,1.2487565,0.72854906,0.63808864,1.0003777,0.36783087,1.1535044,0.64124584,1.0235946,0.88680327,1.2458501,0.8738318,1.163681,0.774706,0.7072616,0.8814161,0.75149584,1.4667437,0.96686476,0.39020067,1.4674836,0.8500811,1.212648,1.2079078,1.2992392,1.3586,0.91521233,1.25945,1.4303399,0.71040356,0.7361751,0.88037485,0.8769945,1.3218548,0.71724904,0.6081964,0.69477713,0.8133123,0.0,1.3353399,1.2267573,1.0712086,1.3714263,0.51305616,0.996836,0.77703506,1.2188517,1.2899015,1.1829997,1.0683899,1.0892576,1.13132,1.3072124,1.213955,1.3437124,1.0706863,0.665764,0.7040383,1.2129391,1.0013124,1.4158827,1.0861564,0.9908665,0.70106703,0.4988972,0.6031699,0.83362687,0.7272647,1.0315224,1.1654372,1.4945357,1.2883904,1.0708022,0.45501566,0.47056663,0.82492125,1.2233315,0.82996494,0.67656755,0.7393216,1.1098152,1.1883365,1.1413951,0.6857263,0.805392,1.0859355,0.8035539,1.2394199,1.1223359,1.4745212,1.0933253,1.3361671,0.8723924,1.2390501,0.7307332,1.4465065,0.4963323,0.6858804,0.9507375,0.97786975,0.6067211,0.59014785,0.8530733,0.62357426,1.3018312,1.332611,1.4110676,0.9464831,0.7569268,0.6398827,0.7993984,0.4123671,1.0474095,1.2459035,1.2403257,0.95509934,0.7316623,0.5579529,0.92774737
frog,0.8982563,1.1662447,0.9947717,0.99833256,0.86501205,1.0896504,0.45208478,1.2106402,1.1174562,0.9072032,1.3337431,1.159748,0.9861116,0.9152532,0.97808087,0.7891762,0.94884104,1.1944082,1.2157944,0.8225042,0.9623014,1.1596719,0.85993284,1.4487759,0.7897749,0.97088516,1.091695,1.3375043,0.8238555,1.009025,1.1346002,1.1343604,0.91755426,0.92478395,0.77529657,1.0459027,0.854427,1.190713,1.0074536,0.9189885,1.0075171,0.8380788,0.9769252,0.84107244,1.1847111,1.0887749,1.0709908,1.2161107,1.1739568,1.1139467,0.9123775,0.97697186,1.1077728,1.1256225,1.2486007,1.1721598,1.3353399,0.0,0.79171956,0.9877545,0.7171476,1.3300705,0.73415774,0.5818621,1.0303781,0.86989474,0.84777224,0.805734,0.9775637,0.84704757,0.9978958,0.81454337,0.9746604,0.883319,1.0760233,1.1358485,0.5375947,1.0190985,0.43954468,0.70814013,0.82208264,1.2935549,1.2624288,1.1507875,1.192366,1.1666093,1.1267467,0.87883794,0.9273906,1.02832,0.82731014,1.2521174,1.1557276,0.66931075,1.0044289,0.96310455,1.1150602,1.087886,1.0664358,0.6338769,0.9243102,1.2495,1.1818337,1.1750541,1.0586029,1.0211279,0.5775391,1.0201725,0.9545951,1.0087953,1.102967,1.0593143,1.274712,0.9375268,1.2464345,1.1531044,0.95589685,0.90501654,1.2386038,1.0537788,1.0541819,1.1891236,0.88065916,1.0050448,0.85046446,0.8162994,1.2117872,1.1299851,0.6576545,1.2934537,0.422655,0.7922628,1.012998,1.225349,1.1398537,1.306883,1.0971856
game,1.0006092,1.1754948,1.0940286,1.0044662,1.0334893,1.1778947,1.0795224,1.0425942,1.0784793,0.82365537,1.2039119,0.937548,0.91341126,0.9595709,0.8211261,0.8446656,0.7472938,1.1952417,1.1859355,0.6813355,1.1171185,1.0259334,0.9867393,1.2367889,1.105603,1.1580673,1.1529034,1.0509628,0.869348,1.0223132,0.96328115,1.0608135,0.90644383,1.0529686,0.9718305,0.9102924,0.96591455,1.1958888,0.8956755,1.0899937,0.9302765,0.8882584,0.8831798,0.80588466,1.0554123,0.9360522,0.9337451,1.1565038,1.182764,1.1713866,1.0239792,1.0332773,1.1101618,1.2061511,1.141222,1.0426157,1.2267573,0.79171956,0.0,1.0058869,0.93883896,1.2169778,1.0550821,0.8281127,1.0360347,0.9589287,0.9733782,1.0682771,0.9944948,0.87419945,0.99895567,0.90600693,0.99604785,0.98088336,1.0181904,1.0797107,1.0248178,0.90853417,0.90881,1.0155092,0.9205267,1.2161779,1.1895614,1.080132,1.055912,1.2139249,1.0326126,0.94250107,0.93143153,1.0093815,0.7570153,1.1542885,1.0955162,1.0696788,0.8916772,1.1456478,1.0778662,1.0303363,0.9389001,0.96788114,0.8641335,1.0713133,1.122545,1.0467994,1.123149,1.017071,0.9050283,0.99055916,0.8335148,0.9644576,1.0480206,0.9771294,1.1311656,0.95912313,1.1931643,1.1331569,1.1203935,0.97320116,1.1749387,1.1479137,1.0361058,1.2436627,0.979695,1.0239298,0.7330371,1.031385,1.1699615,1.172201,0.97942555,1.2137632,0.86685264,0.8285156,0.91151047,0.97026694,1.0861167,1.2041131,1.0528169
giraffe,1.0113794,1.200721,1.0692325,0.93201965,1.1663728,1.0851374,1.1309476,0.9286872,0.939685,0.8857715,1.1074318,0.8841766,0.9449658,1.1917641,0.90500015,0.79482067,1.1951125,1.1627316,1.1856012,0.9561807,1.1752659,0.9950779,1.0885112,1.1488758,0.91166025,1.1284719,0.7134154,1.0168122,1.0002947,1.0354923,0.9456658,1.0465981,0.93505466,1.1577975,1.0700767,0.9722161,1.0457312,1.1904422,0.87927103,1.1472634,0.941941,0.9459941,0.9765596,1.1498281,0.95086795,1.0484151,1.0072229,1.166605,1.2465972,0.9695498,1.0643411,1.0069331,1.2090586,1.0671623,1.0871321,1.1801451,1.0712086,0.9877545,1.0058869,0.0,0.8069485,1.2009729,1.0834254,1.1161284,1.1135772,0.98813736,1.0334772,1.0483406,0.8451673,0.8963894,0.8349885,1.0565553,0.9856837,0.884597,1.0251504,0.91359097,0.97461104,0.9809936,0.9202634,0.859148,1.1052139,1.1949147,1.1693728,1.0447712,1.2001863,1.0957332,1.1007617,0.43572688,0.87451875,1.0665717,0.933458,1.1573691,1.1394148,1.1519125,1.0644712,1.0782007,1.1188735,1.1638033,1.034321,1.1470543,1.0238967,1.1047721,1.0853897,0.8807029,1.0437288,0.9729947,0.8176462,0.9180803,0.93210584,1.0336281,0.85065615,0.78085154,1.044474,0.93634105,1.2300535,0.8862201,1.1849643,1.0834677,1.1189877,1.0978729,1.0282078,1.1174105,1.0491757,0.8758977,0.8875733,1.1010882,1.3043952,1.2201709,1.0187267,1.220167,1.1120915,0.8682945,0.7496059,0.9736894,0.9330124,1.1700231,1.0348232
glass,1.0678531,1.3465732,0.9550616,0.7578556,1.1262013,1.2639072,0.96719956,1.1945888,0.97507465,0.75375265,1.429707,0.8892194,0.71465266,1.0409355,0.8814389,0.65964794,1.1852252,1.1875845,1.3623236,0.7097027,1.3333979,1.2978479,0.88343287,1.4253007,0.75151503,1.2069756,0.89181155,1.051421,0.8291753,1.1375962,0.88965267,0.89334834,0.934853,1.2369151,1.086431,0.7858496,0.968558,1.4578272,0.71288943,0.9784102,0.99213535,0.792014,0.9298612,0.9411463,0.97091955,0.7988127,0.8708529,1.325405,1.3242232,1.0842078,1.160745,0.7715696,1.2804729,1.245909,1.4044507,1.2420536,1.3714263,0.7171476,0.93883896,0.8069485,0.0,1.4208362,1.0152793,0.9742636,0.8515332,0.8929316,0.7946969,0.9901848,0.9480102,0.88352317,0.8909945,0.31467414,0.80174595,0.67155236,1.1488479,1.1374924,0.6937003,0.87541884,0.54869926,0.81284255,1.0957305,1.3853519,1.4289212,1.1915891,1.1793354,1.3682903,1.0186636,0.6912615,0.7198036,0.8889315,0.7383997,1.4445766,1.432096,1.1390032,0.91607034,1.2030628,1.2456503,1.1560712,1.0838995,0.85723984,0.788205,1.229928,1.3253765,0.7629888,1.245083,0.7562141,0.63276607,0.74988836,0.9934311,0.9311926,1.1773299,0.8046366,1.0990736,0.69908243,1.51359,0.97801566,1.0897989,1.0078424,1.2927551,1.0577807,1.1560345,1.3551521,0.7351429,0.8062266,0.66117525,1.0653582,1.3242168,1.3071363,0.8235545,1.460392,0.97851515,0.70114726,0.96709925,1.0637155,1.1039387,1.4194125,1.0043447
glasses,0.6411963,0.46217316,0.84781444,1.3554969,0.75626504,0.6949124,1.0775392,0.9270761,1.1554687,1.4943084,0.41811228,1.3069558,1.3239009,1.0013238,1.3558412,1.4952838,0.9798141,0.65070647,0.5976466,1.5237238,0.6836254,0.77006793,1.1718897,0.4123599,1.0136395,0.7400596,0.97916377,1.2141774,1.3700297,0.8580578,1.2608291,0.9039015,1.097975,0.8131856,1.0179145,1.4558752,1.1612374,0.41808283,1.5198216,0.9545994,1.1264815,1.3745534,1.2458756,1.2741032,1.1148962,1.3074455,1.2859932,0.34956503,0.495699,0.7304628,0.8254681,1.0314426,0.6250791,0.67325526,0.43504298,0.6414421,0.51305616,1.3300705,1.2169778,1.2009729,1.4208362,0.0,1.0357146,0.9268747,0.73886,1.269492,1.0624658,0.7049334,1.1204647,1.1852924,1.3444192,1.3584405,1.3180219,1.3239627,1.0200584,0.83111286,1.2286447,1.092571,1.4682554,1.0581152,0.9719263,0.37940073,0.6186802,0.43468124,0.406906,0.5036016,1.1619709,1.2238634,1.3892506,1.191021,1.4397805,0.3920594,0.47945786,0.8262,1.3065147,0.80154324,0.72408676,0.9403274,1.0751028,1.1893935,1.2534043,0.7126579,0.6852541,1.1412932,0.72280157,1.177519,1.3284857,1.3496003,1.0976553,1.2930137,0.91126066,1.2252352,0.87625664,1.4577882,0.285362,0.8981724,0.96741825,0.831379,0.61482716,0.875901,0.84689486,0.4682274,1.2999954,1.1960536,1.5594177,1.0083091,0.40572536,0.47130018,1.0921255,0.56757605,1.1619171,1.4429498,1.1850085,0.9793749,0.9431333,0.32699788,1.0288804
glove,0.7145047,1.0289282,0.7749709,1.0446606,0.8971453,0.8561244,0.8906481,0.9009149,1.1382395,1.1304623,0.9230924,1.1431226,1.0907843,0.8480458,1.0196322,1.0957993,0.904425,0.8458363,0.89471835,1.0890299,0.87177956,1.0684774,0.698216,1.1170285,1.063232,0.9658962,1.0695249,1.1937883,0.9532733,1.0304357,1.1096971,1.0526043,1.096911,1.0528356,0.9337504,1.1449037,1.0828984,1.0228363,1.1890414,0.80631423,0.8822711,0.9141079,0.9023526,0.7557407,1.288821,1.1019421,1.1299657,0.88340086,0.8987624,1.0683044,1.0693113,1.2770724,0.8689934,0.763821,1.0663813,0.9779811,0.996836,0.73415774,1.0550821,1.0834254,1.0152793,1.0357146,0.0,0.88424,1.1766543,0.8831612,0.82937515,0.61999285,1.0121591,1.095032,1.1678298,1.0087351,0.98571926,1.0540301,1.0752887,1.1078131,0.96276426,1.0171307,0.6519247,0.88470256,0.95331407,1.1322032,0.6202857,0.95522,1.1175611,1.0475664,1.0200076,0.978803,1.1244836,1.0862007,1.0135065,1.0357233,0.9304481,0.9264755,0.86091745,0.89251673,1.1150715,0.97685295,0.83731943,0.8205166,0.83151865,0.9786633,1.0167348,1.1535145,0.83954644,1.1294394,1.0021601,1.200911,0.9076306,0.99873865,0.8739125,1.1130311,1.1610525,1.125111,0.9526495,1.1036515,0.8245182,0.8646966,1.1932275,0.7524217,0.97986263,1.0812302,1.0034938,1.1472837,1.1022794,0.9097903,0.9495607,0.85073984,0.8390423,0.80343115,0.6918093,1.0261792,1.1515073,1.0891727,1.0491244,1.1000718,1.1006658
gum,0.9362181,0.86288935,1.0117697,1.2114221,0.735949,0.86459786,0.602095,0.96545124,1.2432549,1.2668436,0.98500985,1.3892198,1.2724029,1.0423194,1.1584622,1.0342606,0.5197346,0.93940645,0.87826467,0.8820011,0.80919087,0.9717202,0.8008113,1.0113527,0.8854722,0.5647244,1.282027,1.3538499,1.0901351,0.9035007,1.2911925,0.94703627,0.4608966,0.88092846,0.4527459,1.4176977,0.79593265,0.5443443,1.3926151,0.7744626,1.1588025,1.1554624,1.2280929,1.100271,1.2601464,1.2294217,1.3320308,0.87510175,0.8439237,1.118419,0.8958432,1.2000144,0.7244681,0.8108793,0.96808136,0.9673705,0.77703506,0.5818621,0.8281127,1.1161284,0.9742636,0.9268747,0.88424,0.0,1.076558,1.0253043,0.85936236,0.8457879,1.2127546,1.075994,1.2566661,0.8876623,1.1689763,1.056365,0.7698912,1.0970119,0.6504972,1.0812911,0.8278588,0.8466362,0.88629115,0.8582963,1.039131,0.83576477,0.8362208,0.7894318,1.1202573,1.0702019,1.2456503,1.2185131,0.9125588,0.7117204,0.67154837,0.63242316,1.1682451,0.9136472,0.9617085,0.963849,1.2262431,0.80471,0.9756157,0.9964592,1.047463,1.3830638,1.0283532,1.1394103,0.79665166,1.347774,1.0339544,1.1691786,1.1290721,1.3217167,1.1235652,1.1940016,0.81301117,0.98396605,0.9539591,0.8480794,0.93242246,1.0363362,1.031521,0.761446,1.1108823,1.2409048,1.1209128,0.77167714,0.83049595,0.7233788,0.44498175,0.9122349,0.44641554,0.8899747,1.2124282,1.1585263,1.1223062,0.8248207,1.1260786
hair,0.9006946,1.0554128,1.0160279,0.7456274,1.2020578,1.1995951,1.081811,1.284274,0.97603935,0.9159249,1.1931853,0.9607564,0.673758,0.8860526,0.99027044,1.01839,1.2518077,1.2697151,1.3808281,1.0484743,1.1582624,1.2317212,1.3127968,1.2104068,0.85437226,0.97675675,0.8505063,0.98707396,1.0427519,1.2414516,0.8906394,1.0894021,0.9459678,1.105918,1.0715164,0.8035157,1.029892,1.179961,0.83356506,1.3444817,0.98333776,1.0789362,0.9995247,0.9425214,0.91509277,0.7682437,0.73836255,0.9403028,1.0689546,0.7160113,1.075269,0.3332994,0.87717694,1.1125995,1.1258827,0.8057908,1.2188517,1.0303781,1.0360347,1.1135772,0.8515332,0.73886,1.1766543,1.076558,0.0,0.9064774,0.69736576,0.7588017,1.0199004,1.0374866,0.9592569,1.0111663,0.79941845,0.8975029,1.1951259,1.2053396,0.98987645,0.9970332,0.9137307,1.0298512,1.0197059,1.0285848,1.3258195,0.93710995,0.60762364,1.1418023,1.1052157,0.9980941,0.716228,0.79107,1.0721787,1.1663635,1.2298766,1.1208932,0.9184274,1.1592586,1.1680964,1.2389948,1.1324521,1.0937053,1.0122278,1.14136,1.2197182,0.9106166,1.1757835,0.64428306,1.0485449,0.6201204,1.061446,0.85424423,1.2105874,0.90217066,1.1440732,0.9120079,1.1357085,0.9892198,1.2702008,1.0281616,1.1265833,1.2313553,1.158969,0.9524908,1.0194079,0.71707594,1.0276861,1.3306283,0.7073808,0.9682912,1.0223008,1.3266728,1.3134832,1.1711093,0.9916406,1.0154018,1.1674612,1.128666,0.93337035
