,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
cookie,1.0224868,0.73643875,0.77467203,1.3064291,0.7409589,0.86575925,0.66147196,0.98083776,1.2454631,1.4256883,0.9558812,1.4216448,1.2981783,1.0564253,1.3945556,1.2928667,0.96176386,0.83949304,0.7778394,1.2589166,0.26410782,0.8927953,1.0387964,0.9342122,1.2314154,0.86265165,1.237455,1.3839331,0.8183062,0.7060116,1.2864258,0.9247803,1.1243845,0.0,0.73549646,1.4101346,0.35239136,0.83045286,1.4590377,0.8492273,1.0554367,0.8039763,1.0721433,1.1975981,1.1328956,1.3434373,1.1753645,0.72093004,0.60845804,1.0639429,0.41985935,1.1248953,0.8935616,0.7356446,0.77638555,0.8523208,0.8814161,0.92478395,1.0529686,1.1577975,1.2369151,0.8131856,1.0528356,0.88092846,1.105918,0.86320424,1.1071649,1.1381506,1.0352192,1.1832618,1.3503811,1.0357566,1.4063176,1.2373664,0.87561965,0.9031166,1.0047212,1.0002495,1.2318894,1.0732383,0.39970595,0.78004164,0.908729,0.9635095,0.8769993,0.7182262,1.0077612,1.1590406,1.3879385,1.2962481,1.2181504,0.8507932,0.84125525,0.6998448,1.3935122,0.40371335,0.86338055,0.6591071,0.9463171,0.8852799,1.3131559,0.9662516,0.7805779,1.1988556,0.79678667,1.0991479,1.2400901,1.3177602,1.0884036,1.291078,0.97125417,1.2908596,1.0579704,1.4000223,0.7444626,1.1148808,0.58834875,1.1435748,0.8313222,0.75856495,0.8882803,0.9107948,1.2193598,1.2247483,1.2702258,0.7358526,0.73574007,0.6790389,1.145165,0.8797954,0.8519964,1.2060467,1.1022323,1.1275936,0.9745987,0.79324,1.0949258
corn,0.9320427,0.99263597,0.97746974,1.1470268,0.89299005,0.9382529,0.58661276,0.896265,1.2468562,1.2682239,1.0480919,1.2588243,1.1625564,1.0799922,1.197049,1.0976564,0.76134014,0.9008597,0.9503233,0.9967035,0.7742312,0.81921566,0.82058305,1.0658385,1.2669356,0.80364305,1.3503046,1.158687,0.9989893,0.9225191,1.1452926,1.0052452,0.38951343,0.73549646,0.0,1.290944,0.6716892,0.78850764,1.3170563,0.811075,1.0921321,1.0412722,1.1242868,1.0995262,1.123574,1.2330524,1.1640773,0.9013208,0.9438477,1.1342032,0.94369364,1.1891026,0.8513398,0.8886453,0.9761707,0.90520406,0.75149584,0.77529657,0.9718305,1.0700767,1.086431,1.0179145,0.9337504,0.4527459,1.0715164,0.92413235,0.94416213,0.99523973,1.1426469,1.0709882,1.0719646,0.96904314,1.2189541,1.0541115,0.74990165,1.0186726,0.7700141,0.892216,0.94940567,1.1777939,0.80100316,1.0420796,0.9758372,0.962556,1.0017698,0.9214593,1.0349531,1.0591924,1.247554,1.2485993,0.96188587,0.9132343,0.86125153,0.75012374,1.2199332,0.88168144,0.89203435,0.9711814,1.0865452,0.8662703,0.94851655,0.9443909,0.9493737,1.1636869,1.0091428,1.1269052,0.8537631,1.2669665,0.910555,1.2017535,0.84679013,1.2242347,1.1267416,1.175453,0.89834154,1.0623145,0.82160926,1.0557661,1.0406592,0.9998821,0.91711795,0.98316425,1.1185818,1.2236929,1.1335205,0.8000426,0.8651787,0.8263056,0.7122197,0.92855835,0.6789145,0.9806353,1.1244693,1.1611977,0.8103499,1.0460805,1.0713246
couch,1.1962582,1.3962193,1.20067,0.40991032,1.384143,1.4228399,1.2283747,1.1725494,0.68253005,0.16324961,1.3674121,0.35948783,0.3954556,0.86189425,0.40172523,0.6032294,1.2915323,1.4736362,1.4956815,0.6612407,1.3916035,1.3548806,1.1799947,1.3949652,0.9878725,1.299901,0.81963336,0.43511385,0.84341633,1.3755221,0.6678556,1.1883868,1.1070251,1.4101346,1.290944,0.0,1.1599858,1.550326,0.13913047,1.3721333,1.037988,0.90590465,0.8955731,0.61583173,0.80421734,0.37618303,0.38489306,1.4690764,1.4206697,1.0331097,1.3531482,0.6837839,1.2596679,1.4398916,1.4831634,1.1578445,1.4667437,1.0459027,0.9102924,0.9722161,0.7858496,1.4558752,1.1449037,1.4176977,0.8035157,0.8130019,0.92659444,1.1515727,1.0398364,0.93040544,0.46400273,0.91878074,0.3626666,0.75265014,1.2617546,1.3219285,1.0577741,1.0362965,0.7527044,1.1184362,1.171483,1.3873851,1.354272,1.2824421,1.2088215,1.4719479,0.93774104,0.91572773,0.32529104,0.45099485,0.79929566,1.5264754,1.5425364,1.373424,0.41593313,1.285471,1.3120176,1.1686959,1.048116,1.1335552,0.7080936,1.2376167,1.3300999,0.7414832,1.3875105,0.78899634,0.8945821,0.2948333,0.9701321,0.4428048,1.2626486,0.61136234,1.0638242,0.4582138,1.5015973,1.0996985,1.3405381,0.9856217,1.2818801,1.2892852,1.2758499,1.283759,0.70687544,0.5341791,0.40550524,1.3146243,1.3160844,1.4255958,1.151598,1.4348693,1.2701883,0.86497986,0.87842715,0.9812534,1.2542756,1.4624728,0.9306803
cracker,1.0343118,1.1336597,0.97040856,1.0153409,1.1091665,1.0654701,0.6279949,1.0651393,0.9715412,1.1352823,1.1512529,1.143913,1.1186165,0.9755616,1.1969389,1.022676,0.89447397,1.152335,1.0853066,0.9550197,0.6071017,1.0985826,1.1534686,1.1866026,1.097697,0.80082303,1.0841522,1.1947721,0.6575726,0.9239594,1.1176665,0.89507747,0.8574309,0.35239136,0.6716892,1.1599858,0.0,1.0223018,1.1574248,1.0639946,1.0722628,0.6305646,1.1148052,1.1793495,1.0037925,1.0661055,1.1413752,1.0638202,0.91549337,1.019369,0.716257,1.0205872,0.9005188,0.8036717,1.1420122,0.96133006,0.96686476,0.854427,0.96591455,1.0457312,0.968558,1.1612374,1.0828984,0.79593265,1.029892,0.77532125,0.9298032,1.2774183,0.9533415,1.1173422,1.0943123,0.90280086,1.1156216,0.7453853,0.8020587,1.0508758,0.77980506,0.99964184,0.9872618,1.0382761,0.37057567,1.1203831,1.157199,1.0585414,1.0330389,1.0356032,1.0822499,1.0800267,1.1599988,1.0738428,0.9163833,1.1112989,1.0835699,0.7536333,1.1600909,0.7345937,1.0489434,0.6219401,1.0930451,1.0132091,1.1227635,1.1748841,1.1557713,1.1634684,1.1235685,0.95997393,0.98500407,1.1074896,1.0863471,1.098795,1.1711669,1.1286006,0.97184443,1.1103746,1.0579891,1.0141737,0.83435524,1.1776738,0.9233444,0.68232536,1.093711,1.0423414,1.1132016,1.0735877,0.97842836,0.9645824,0.9893344,0.8163414,0.91490483,1.0994562,0.989202,1.0080307,1.0658866,1.1852144,1.0694147,1.1217613,1.0512022
crayon,0.8996652,0.38459378,0.96584255,1.4264715,0.6426173,0.6024629,0.8359531,0.8941375,1.1330886,1.4860356,0.49885,1.3887198,1.5163779,1.1499774,1.3368337,1.4109545,0.57062006,0.52453303,0.38471115,1.3663583,0.59690154,0.64399254,1.0132595,0.346776,0.974673,0.40949905,1.1585671,1.2748308,1.3411214,0.77520317,1.3258154,0.95466524,0.85727346,0.83045286,0.78850764,1.550326,1.0223018,0.0,1.571773,0.7351482,1.2597628,1.3847704,1.3244823,1.3795819,1.2207404,1.4090616,1.4099419,0.55362916,0.5254513,0.949322,0.85105115,1.2867452,0.60365194,0.5802366,0.48281527,0.84144276,0.39020067,1.190713,1.1958888,1.1904422,1.4578272,0.41808283,1.0228363,0.5443443,1.179961,1.2586696,1.1922324,0.9245077,1.2216303,1.1937842,1.3252859,1.2449656,1.3585846,1.2525551,0.83989114,0.85751885,1.0290227,1.1739458,1.354403,1.0014592,0.99997646,0.26564074,0.5914615,0.55998063,0.7036215,0.29610908,1.1882608,1.2873842,1.474776,1.2732095,1.284497,0.096546054,0.20259202,0.62255234,1.3837237,0.7423267,0.6469664,0.7723079,1.190048,1.0767858,1.2929084,0.7050456,0.7474127,1.3628703,0.72362995,1.277148,1.1573763,1.4913795,1.2005657,1.3117685,1.0030516,1.3257629,0.7929053,1.4377732,0.2549547,0.9189031,0.91240543,0.8449585,0.44598138,0.8216374,0.9141879,0.32356954,1.2603436,1.3423232,1.5059159,0.805782,0.61591476,0.4737841,0.74966073,0.41391373,0.8256121,1.2790378,1.1944079,1.0917898,0.9513433,0.19305682,1.1356173
crib,1.2039804,1.4391241,1.2641077,0.47445047,1.4389632,1.4604566,1.2670997,1.1026213,0.6805385,0.17494965,1.4132241,0.34102547,0.46855253,0.86798716,0.42046386,0.55599266,1.2340864,1.4749608,1.4963208,0.54809374,1.4667077,1.3264031,1.1464908,1.3899505,0.90149355,1.3129764,0.83519256,0.3427477,0.7960962,1.3364697,0.5381849,1.1654129,1.0674323,1.4590377,1.3170563,0.13913047,1.1574248,1.571773,0.0,1.3731227,1.017465,0.8848513,0.9159621,0.6398958,0.6746137,0.35225302,0.4866035,1.5085331,1.5365582,1.0529591,1.365349,0.6921263,1.3073568,1.5041298,1.5081887,1.2121929,1.4674836,1.0074536,0.8956755,0.87927103,0.71288943,1.5198216,1.1890414,1.3926151,0.83356506,0.8724015,0.9763818,1.180067,1.004148,0.9008793,0.40719914,0.85811174,0.49611545,0.67549837,1.1649882,1.3032093,1.0562034,0.99678564,0.752893,1.0447859,1.1978397,1.451951,1.3634036,1.3235129,1.2454929,1.5023568,0.8744706,0.84648144,0.41219723,0.56407857,0.7402423,1.5763938,1.5658617,1.3565452,0.4818021,1.3429582,1.3216298,1.1706921,1.0464079,1.1465766,0.72996986,1.2500666,1.3753661,0.6126555,1.4173709,0.7520963,0.80483407,0.39696276,0.9868912,0.5757959,1.2153583,0.5550114,1.0623252,0.38356596,1.5690148,1.1193124,1.3766811,1.0498822,1.2887297,1.2512386,1.2584305,1.3254964,0.59081745,0.60563606,0.3977825,1.3267925,1.4013337,1.4832997,1.09225,1.4251604,1.2436357,0.7945881,0.8522204,0.9550921,1.2014341,1.5275948,0.8951294
cup,1.1350659,0.7504975,0.7681095,1.4293272,0.51117057,0.6296922,0.8603014,0.6817375,1.2332633,1.3379488,0.91014874,1.3585136,1.3731713,1.160322,1.274392,1.0373869,0.77918553,0.41808462,0.3736778,1.0803214,0.7867692,0.8110988,0.29202712,0.7227154,1.1753826,1.0387404,1.4061834,1.2439662,1.1636086,0.6664757,1.346262,0.68129575,1.0435519,0.8492273,0.811075,1.3721333,1.0639946,0.7351482,1.3731227,0.0,1.1022437,1.0899947,1.0733528,1.113244,1.2981954,1.4059258,1.2455156,0.830745,0.68618596,1.2552488,0.9081989,1.2757702,0.9585399,0.8622226,0.7921204,1.0868564,0.8500811,0.9189885,1.0899937,1.1472634,0.9784102,0.9545994,0.80631423,0.7744626,1.3444817,1.2238994,1.2297567,0.8597977,1.1987293,1.0293424,1.3122202,0.6514019,1.4064934,1.4011621,0.8275676,0.84978396,0.9293832,0.8549092,1.0796845,1.0689614,1.0622202,0.790453,0.66492563,1.0243256,1.1112031,0.70489705,0.9751261,1.1327306,1.406734,1.35963,1.1479052,0.7918934,0.78743756,0.8009743,1.3358257,0.91272575,0.84118646,0.842458,0.92239314,0.6268182,1.0972565,0.7549703,0.7105161,1.1578968,0.74944067,1.3448672,1.1413082,1.4313663,0.988565,1.2941568,0.76756346,1.2272258,0.9529859,1.2793326,0.77386963,1.1399925,0.37050545,0.97727,0.8002591,0.8816098,0.72186434,0.95259887,1.0136808,1.3289576,1.1957752,0.13044322,0.96969885,0.92287564,1.0718788,0.6601845,0.41725564,0.74719167,1.1526057,1.10897,0.8973536,0.755336,1.1835624
deer,0.91791904,1.1713381,0.9700258,1.0076721,1.1184192,1.0499882,1.1255994,1.0406461,1.0966692,1.0568055,1.1322193,0.9954126,0.99131036,0.92855924,1.0344665,0.9797576,1.1625823,1.1072149,1.1568723,1.0458903,1.174564,1.0909863,0.9707674,1.1813185,1.0331762,1.1153455,0.98889184,1.0032722,1.0306907,0.9912688,0.99908847,1.004798,1.1089447,1.0554367,1.0921321,1.037988,1.0722628,1.2597628,1.017465,1.1022437,0.0,0.8587388,0.19143331,0.84761786,1.0135303,1.0707903,0.95081013,1.003416,1.1791275,0.9988047,0.9884476,1.0627893,1.1508454,0.977895,1.0151944,0.99044704,1.212648,1.0075171,0.9302765,0.941941,0.99213535,1.1264815,0.8822711,1.1588025,0.98333776,0.96001315,1.0054274,1.0665439,0.50534934,0.8300247,1.15073,0.9955876,1.0841352,1.1819445,0.98581,1.0346658,1.0752232,0.960213,1.0763993,1.015157,0.9751853,1.2051009,1.0946922,1.245,1.0889323,1.1288352,0.9386117,0.97421503,0.99988747,1.1264536,1.0662932,1.2386554,1.2284493,1.1194923,0.9972485,1.0946506,1.0971278,1.1971787,0.2556848,0.93841016,1.0719365,1.1187057,1.1015391,0.9020616,0.8824811,0.9415253,1.0962021,1.0152068,0.95384777,1.0644506,0.9426509,1.0093526,1.1494427,0.9422346,1.2100735,0.9863907,1.0196885,1.1458992,1.1000675,1.0938945,0.9319469,1.1912038,1.0441171,1.1008499,1.014992,1.0608221,1.0952598,1.1377236,1.1691186,1.1761806,1.0934799,1.0079448,0.80719364,0.82351416,0.9985722,1.1857475,0.8385502
dish,1.0782888,1.2627653,1.0209799,0.90242517,1.2066369,1.2355909,0.7960825,1.1837405,0.9632945,0.88707584,1.2490895,1.0251616,0.8365133,1.0652684,0.9083574,0.8283135,1.1520503,1.2485075,1.1484597,0.7659993,0.93812084,1.2552416,1.0065217,1.336075,1.1084872,1.2119937,1.0760725,1.076807,0.2579832,1.1557273,0.9659814,0.95826715,1.1004156,0.8039763,1.0412722,0.90590465,0.6305646,1.3847704,0.8848513,1.0899947,0.8587388,0.0,0.8451158,0.8658446,1.062181,0.9496912,0.92552686,1.2456536,1.1566159,1.1808252,0.97390956,0.9806037,1.2497071,1.1652794,1.2467821,1.1690772,1.2079078,0.8380788,0.8882584,0.9459941,0.792014,1.3745534,0.9141079,1.1554624,1.0789362,0.6377772,0.93091977,1.1341432,0.94259363,0.8713249,1.0539523,0.9178718,0.987464,0.8099171,1.0731627,1.1021814,0.83735144,0.93339103,0.7697835,1.0017952,0.7628281,1.29517,1.1666439,1.2858533,1.1756805,1.2183409,0.94710684,0.86303675,0.9887333,1.0287621,0.8104589,1.3576031,1.3177712,1.1092747,0.8761087,0.9018252,1.2503662,0.6791805,0.9394975,0.90865546,0.9743508,1.1795231,1.203342,0.9451795,1.1997325,0.83505595,0.98314506,0.9476141,0.9412379,0.93366194,1.0588467,0.9606068,0.9872521,0.94439214,1.3530133,0.99465376,0.8797489,1.0494303,1.1962678,0.7018844,1.0194957,1.3223174,1.0881289,0.9750696,0.62111163,1.0729171,1.2715927,1.2416644,1.0079101,1.2699894,1.0786883,0.77280354,0.9761189,1.0637475,1.1609956,1.3531188,1.0641431
dog,1.0350943,1.1805815,1.0460377,0.9991136,1.098782,1.1531563,1.1637663,1.0500008,1.1341006,0.91106784,1.2375726,0.91884756,0.9137987,0.9202917,0.94685674,0.8745012,1.1858621,1.1186093,1.1784161,0.98146325,1.1719041,1.0972608,0.95962685,1.2373424,1.046602,1.2594302,0.9754069,1.0261346,0.9744581,1.0254133,0.99561644,1.0972764,1.1137106,1.0721433,1.1242868,0.8955731,1.1148052,1.3244823,0.9159621,1.0733528,0.19143331,0.8451158,0.0,0.77366275,1.0681014,0.995406,0.8056271,1.1276431,1.2293442,1.0375667,1.0047913,0.97661513,1.2680213,1.074523,1.0455232,1.0882092,1.2992392,0.9769252,0.8831798,0.9765596,0.9298612,1.2458756,0.9023526,1.2280929,0.9995247,0.87228644,1.0771734,1.1016424,0.47153938,0.8264644,1.0390201,0.9543245,1.0261562,1.1878898,1.1378456,1.0542377,1.0969002,0.9597363,1.0044554,1.072445,1.0117865,1.2181132,1.1656668,1.2980002,1.2024382,1.2055812,0.9454429,0.96619415,0.8750379,1.0927223,1.0274601,1.2815866,1.2876191,1.1682436,0.9885764,1.0782131,1.0878001,1.2163426,0.17270398,0.8818103,1.0187527,1.0857569,1.0595357,0.9618282,0.8038708,0.94690424,1.0459894,0.93623483,0.90404904,1.0348601,0.97192955,0.94759333,1.2038727,0.91504157,1.268249,1.0610592,1.0024713,1.1189449,1.1933153,1.1806626,0.9614843,1.2314184,0.985505,1.0295969,0.9127526,1.0323162,1.1995136,1.2315452,1.2041916,1.267227,1.0384188,0.9309262,0.78008574,0.8967097,1.0097623,1.2302263,0.9471561
doll,1.0676658,1.2475541,0.95349383,0.75722766,1.0959234,1.1729729,1.1241461,1.0502863,1.1086177,0.6043465,1.2095767,0.89060235,0.7315701,0.67542326,0.6753956,0.8775346,1.0823083,1.2024988,1.2673681,0.7105788,1.1274227,1.1726981,0.8743615,1.2621856,1.1034435,1.2127367,1.1418072,0.79540247,0.85800326,1.2009649,0.86426806,1.1094658,1.0826577,1.1975981,1.0995262,0.61583173,1.1793495,1.3795819,0.6398958,1.113244,0.84761786,0.8658446,0.77366275,0.0,1.0449713,0.5732924,0.64275575,1.1726348,1.2328973,1.1822834,1.208593,0.9907304,1.1003783,1.2409785,1.2154763,1.0795362,1.3586,0.84107244,0.80588466,1.1498281,0.9411463,1.2741032,0.7557407,1.100271,0.9425214,0.74617326,0.8445693,0.7734154,1.0908046,0.9907747,0.8214406,0.86791456,0.71546525,1.1012574,1.1184939,1.2535868,1.1415427,0.95237184,0.7609444,1.0657922,1.0436468,1.3030472,1.1365039,1.2207104,1.0970943,1.3239996,0.92162997,0.9776234,0.7700943,0.83872926,0.9631301,1.3635691,1.3028785,1.1984248,0.439429,1.0395651,1.2391406,1.1848388,0.83435166,0.90097934,0.6674507,1.0761054,1.1210804,0.8776821,1.1462867,0.8309107,1.0500668,0.8457295,0.90892243,0.69550264,1.070826,1.0015309,1.2346215,0.75368893,1.2963817,1.2780582,1.0640103,0.9008781,1.2963656,1.1569486,1.074555,1.2874284,0.7437124,0.94622505,0.74755234,1.1205564,1.0659968,1.2808982,1.1002167,1.2623217,0.87603414,0.9175485,1.0964011,1.012675,1.1024909,1.328325,1.0053674
door,1.0100656,1.2279434,1.2465041,0.9004577,1.3425565,1.1379964,1.204576,1.0447145,0.6495192,0.92855215,1.0387696,0.69362783,0.97737473,0.9082988,0.9961725,1.04531,1.1461064,1.1204671,1.2327899,0.87670255,1.2744002,0.9386076,1.158095,0.9397897,0.98806345,1.1455436,0.7795811,0.42471343,1.082189,1.09386,0.47502804,0.97943103,0.95903736,1.1328956,1.123574,0.80421734,1.0037925,1.2207404,0.6746137,1.2981954,1.0135303,1.062181,1.0681014,1.0449713,0.0,0.66061354,0.999614,1.1989151,1.2957674,0.93951404,1.0302209,0.882409,1.1435189,1.190412,1.1547732,1.0194634,0.91521233,1.1847111,1.0554123,0.95086795,0.97091955,1.1148962,1.288821,1.2601464,0.91509277,1.1450533,1.0563384,1.2177145,0.81913483,0.966875,0.8616632,0.9706358,0.97206813,0.72004926,0.79686964,0.8627915,1.1072748,0.8984344,1.1115477,0.96951234,1.1214992,1.1866261,1.057061,1.1344606,1.0548171,1.2567881,0.7263126,1.0038674,1.0181543,0.9524765,0.862788,1.2139649,1.2458826,1.1116296,0.8932981,1.2014625,0.992788,1.0829201,1.0399703,1.2483147,1.0588015,1.0464356,1.1130065,0.45780033,1.1421934,0.9015022,0.9287877,0.91540754,1.1277193,1.0552862,0.9891662,0.67613786,0.7802764,0.8221445,1.2298911,0.88879997,1.2602803,1.1859864,1.0453207,0.9003044,0.9773588,1.1492186,0.94671005,1.0549654,1.0149453,1.2832513,1.169238,1.1696774,1.0069904,1.0351803,1.331382,1.1069993,0.90086424,0.8139028,0.80742633,1.192931,0.4719677
drawer,1.0056567,1.3476179,1.174048,0.5823497,1.3664787,1.320293,1.1816697,1.0358377,0.6632899,0.45708525,1.1974012,0.4035504,0.62956476,0.7516914,0.6057091,0.7910571,1.1327268,1.4384568,1.427923,0.5597302,1.2998246,1.2693019,1.1911914,1.2400937,0.94048023,1.1413262,0.82537043,0.47430247,0.8814465,1.4098144,0.66783977,1.0637571,0.9635052,1.3434373,1.2330524,0.37618303,1.0661055,1.4090616,0.35225302,1.4059258,1.0707903,0.9496912,0.995406,0.5732924,0.66061354,0.0,0.65433824,1.3436174,1.3571163,1.0059098,1.2695423,0.7077069,1.1362046,1.2825351,1.4279832,1.1141762,1.25945,1.0887749,0.9360522,1.0484151,0.7988127,1.3074455,1.1019421,1.2294217,0.7682437,0.8687941,0.8964246,1.0256106,1.0986378,1.0210805,0.6484221,0.87470293,0.52714825,0.6651787,1.0757933,1.3289299,1.0147883,1.0875663,0.7939667,1.0821862,1.0564144,1.3193872,1.2799346,1.1525303,1.0637424,1.4275619,0.9288383,0.9823439,0.6634953,0.58055174,0.888856,1.4267312,1.4394577,1.2594259,0.3941648,1.1939032,1.2710919,1.08225,1.0871105,1.1732044,0.66920453,1.1702188,1.3585095,0.7038964,1.3464262,0.726951,0.90011597,0.636961,1.034927,0.6754258,1.2239926,0.7643214,0.95260787,0.51896983,1.3995312,1.0102692,1.3295543,1.0161431,1.2326082,1.1897371,1.3000968,1.2546117,0.7602544,0.84244984,0.6438934,1.3661441,1.1773779,1.2400168,0.9974421,1.3136249,1.2631433,0.9176691,1.0268806,0.88470185,1.1673583,1.3504801,0.91189563
dress,1.2115228,1.2202692,1.0270044,0.60413045,1.18649,1.2680013,1.1824124,1.1550887,0.96093273,0.5042649,1.3274297,0.7811633,0.34409142,0.9795591,0.7031369,0.69968736,1.3035233,1.3014143,1.4060078,0.8657929,1.2402625,1.2455935,1.1182411,1.3068037,1.0447874,1.2826538,0.98171675,0.7812906,0.91057765,1.2113643,0.8489511,1.1716172,1.140507,1.1753645,1.1640773,0.38489306,1.1413752,1.4099419,0.4866035,1.2455156,0.95081013,0.92552686,0.8056271,0.64275575,0.999614,0.65433824,0.0,1.2966361,1.15796,1.0696236,1.1867983,0.6414032,1.216713,1.2757777,1.2631402,1.0867727,1.4303399,1.0709908,0.9337451,1.0072229,0.8708529,1.2859932,1.1299657,1.3320308,0.73836255,0.8296455,0.95024264,1.1023446,1.0099065,0.99681014,0.67998636,0.9992915,0.67590404,0.9676317,1.2794771,1.1891158,1.0734881,0.9657224,0.8921832,1.1601772,1.1018356,1.2294893,1.315181,1.2668772,1.1115503,1.2787517,0.9218859,0.8959149,0.44023788,0.80186874,0.8879625,1.3800962,1.3975041,1.2325392,0.7567322,1.1454577,1.2607214,1.2123308,0.93353117,1.061862,0.8996719,1.1376476,1.1665657,0.8662602,1.2300267,0.6514609,1.0391624,0.37297797,1.0092546,0.74556124,1.1397084,0.90932745,1.1359284,0.68314946,1.3727865,1.1276484,1.1046181,1.0105376,1.1688935,1.2549129,1.1421169,1.2250085,0.85343194,0.5746026,0.6618948,1.1977054,1.118227,1.297541,1.2140119,1.4022244,1.2129995,0.91818845,0.893348,1.01998,1.1483495,1.3248812,1.0228727
ear,0.7166945,0.4970169,0.5834313,1.3136616,0.7095117,0.6092941,0.9291405,1.0152181,1.2638941,1.4812412,0.7190841,1.3540834,1.3129148,1.0604247,1.3126165,1.4274421,0.9816804,0.7392546,0.6600173,1.4467521,0.5650117,0.8573872,1.0809895,0.7451002,1.1164346,0.6720101,1.1082243,1.2742763,1.2013696,0.8768795,1.3457165,0.8427726,1.1701108,0.72093004,0.9013208,1.4690764,1.0638202,0.55362916,1.5085331,0.830745,1.003416,1.2456536,1.1276431,1.1726348,1.1989151,1.3436174,1.2966361,0.0,0.43110073,0.89178514,0.7610779,1.1420692,0.48274624,0.6180612,0.6851382,0.5935599,0.71040356,1.2161107,1.1565038,1.166605,1.325405,0.34956503,0.88340086,0.87510175,0.9403028,1.0905721,0.8805385,0.72258973,1.184511,1.2549882,1.3423527,1.204894,1.3301785,1.3151358,0.95328933,0.9910154,1.1129265,1.130589,1.2829413,1.1387419,0.8301532,0.4844998,0.697127,0.5160315,0.3470387,0.47737598,1.1709255,1.1523025,1.4205409,1.172357,1.4062997,0.5351239,0.5560672,0.86990875,1.3056977,0.73320556,0.90851027,0.9056034,0.9921426,1.0634599,1.2603581,0.9437923,0.80398834,1.2561376,0.69435155,1.220068,1.3155103,1.4133328,1.1079134,1.1871482,0.93055356,1.2486829,1.0510648,1.4002343,0.4290682,1.0858439,0.7008984,0.89552987,0.7703506,0.8925151,0.9293035,0.5706467,1.233267,1.254654,1.4509325,0.85146093,0.29499173,0.4148078,1.1068547,0.66256857,1.0030315,1.3384963,1.1415344,1.0597098,1.0804973,0.46829665,1.0197126
egg,0.96845,0.3634882,0.6110609,1.2721182,0.45818955,0.5023853,0.8706789,1.045373,1.1899114,1.4567214,0.72111624,1.4273815,1.3348031,1.1220942,1.3964019,1.3612504,0.96579146,0.6571264,0.5943939,1.4981354,0.560283,0.8920465,1.0060891,0.71786517,1.1100916,0.7335116,1.1470451,1.402731,1.2030977,0.7437563,1.4626613,0.9407891,1.2075816,0.60845804,0.9438477,1.4206697,0.91549337,0.5254513,1.5365582,0.68618596,1.1791275,1.1566159,1.2293442,1.2328973,1.2957674,1.3571163,1.15796,0.43110073,0.0,0.94754505,0.6591203,1.1435385,0.632706,0.50890106,0.6083261,0.7393527,0.7361751,1.1739568,1.182764,1.2465972,1.3242232,0.495699,0.8987624,0.8439237,1.0689546,1.1776347,1.0307889,0.87991434,1.2165879,1.2627633,1.3398819,1.1589401,1.3468883,1.3031852,0.9536773,0.8336756,1.0215974,1.1041167,1.2880006,1.1614517,0.8147328,0.3428846,0.68136597,0.7109987,0.6199961,0.3785094,1.1806295,1.1994987,1.3752466,1.2300483,1.3181267,0.5222049,0.57162786,0.71034193,1.3708603,0.6989395,0.8794919,0.83620393,1.0496795,0.96704143,1.407742,0.8949176,0.70357466,1.3567102,0.7681457,1.2497966,1.3319433,1.3682336,1.1928852,1.2273314,0.96827656,1.2938184,0.9371943,1.407254,0.41613328,0.9953555,0.4958825,0.8721912,0.69131523,0.71641475,0.8562528,0.5947406,1.1998248,1.1872395,1.4521495,0.73126984,0.36934936,0.37498802,1.0950599,0.66892564,0.9160669,1.2876465,1.208097,1.1118572,1.0352243,0.40454465,1.1445203
