,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,milk,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
jacket,0.8017591,1.315378,1.3586545,0.7604892,1.1790864,1.3401417,1.190896,1.3003991,0.883769,0.87052476,0.4324541,1.0789665,0.43867135,0.60956043,1.0654273,0.37667143,0.85797715,1.3669062,1.3617644,0.8877424,1.2509255,1.1992574,1.1552503,1.2577648,1.1030961,1.276222,0.81353253,0.9463433,1.4245471,0.8680932,0.6842489,1.104945,0.7331656,0.4892305,1.1024734,1.449088,0.7551538,1.437365,0.92870843,0.8265937,1.0077645,0.9903727,1.1266733,0.58650434,1.2411602,1.3640745,0.86438745,0.864256,1.3693845,1.3177569,1.3061252,1.339808,1.3538891,1.0872483,0.8923626,1.1498164,1.1680102,1.3102946,0.84009016,0.89889705,1.051736,1.255128,1.0135119,1.0476478,0.0,0.8238354,0.4962889,1.349048,0.8175388,1.3851082,1.1165901,0.8085307,0.9552907,1.1185515,0.984693,1.4572119,1.2139959,0.9948633,1.0761532,1.1093659,0.85045713,0.7948629,0.49954855,0.5900129,1.1167212,1.325242,1.3986455,0.53797656,1.0918541,1.2079555,1.4078104,1.0434666,0.6995089,0.82615733,0.8090962,0.923594,1.1736888,0.9354555,0.74305934,1.295802,0.6498898,0.949789,0.6583413,1.2259752,0.84757465,0.9483508,0.77141136,1.3788491,0.93576705,0.97475564,0.93386,1.2997363,0.990224,1.0965165,0.5522748,0.6920578,1.422865,1.3826059,1.2723676,1.3313626,1.2563603,1.1863899,0.9056666,1.157821,1.3726686,0.8693161
jar,0.93434787,1.2413987,1.072203,0.8103749,0.89941597,1.1169968,1.077602,1.0974157,0.82157105,1.1951377,0.90063804,1.1435994,0.8468484,0.8347481,1.049602,0.95330137,0.9411583,1.0293989,0.88942313,0.8967945,1.0595657,1.2571131,0.6977434,1.1855904,1.1778475,1.0847088,1.1573552,0.99358267,1.2379793,0.96756107,1.0952077,1.101885,0.96306586,0.9749169,0.9930674,1.3307915,0.87397146,0.90136075,0.65387356,1.112627,1.1529784,1.1108173,1.103581,0.93509865,1.1589798,1.1074961,1.1787875,0.87776566,1.223579,1.2801907,1.147809,1.2780473,1.242559,0.9686817,0.7425456,1.1332073,1.193993,1.089196,0.85899365,0.6240955,1.0123439,1.2051791,1.1874268,0.9831299,0.8238354,0.0,0.97915024,1.1593028,0.9204329,1.2359672,1.0422667,0.5628793,0.7692558,0.9864562,1.0089074,1.2904778,1.2761168,1.1222796,0.92733705,0.7424183,0.99241817,0.79906636,0.9370053,0.8977132,1.0261667,1.3487768,1.2601686,1.0818771,0.93760544,1.218204,1.0333718,1.0754998,0.8191922,1.1337148,0.8707201,1.0310392,1.1197244,0.7065371,0.9653245,1.1577668,0.88236606,0.9703459,0.9292348,1.0391668,1.0913442,0.8080962,0.8014433,1.3618891,1.0173255,0.93891376,0.8342279,1.1753325,0.6882036,1.0231241,0.9233298,0.7973819,1.1626933,1.3026872,1.0930643,1.1888759,1.3161327,1.0780855,0.81491184,1.1617122,1.3784509,1.0652055
jeans,0.68629026,1.0634401,1.3936348,0.59357905,1.212361,1.3527951,1.2208827,1.3766547,0.73565626,0.79981303,0.34379625,0.93380594,0.3592493,0.6067567,1.0801957,0.32497287,1.062608,1.4595762,1.3336251,1.0588156,1.1932135,1.2199109,1.146159,1.2766833,1.1874242,1.2677008,0.91741997,1.0952115,1.4897904,1.0314866,0.7489157,1.122874,0.74567366,0.5009545,0.976974,1.4735837,0.8651706,1.4525793,0.9825095,0.9661421,0.9879231,1.0640322,1.0539689,0.69044554,1.1435633,1.398525,0.88387203,0.89228964,1.1118486,1.3328954,1.3745631,1.106987,1.3538005,1.132261,0.9629064,1.1259124,1.1613631,1.2493892,0.8726893,1.0138003,0.7629846,1.3705728,1.1981475,0.9970696,0.4962889,0.97915024,0.0,1.2878171,0.7782599,1.3898714,0.8628382,0.88956517,0.86011577,1.0404338,0.9320714,1.3770424,1.2701958,1.0472934,1.0160067,1.0781177,0.875322,0.62368745,0.5225125,0.60607517,1.022123,1.3359073,1.4221486,0.7345077,1.1483378,1.3889489,1.4441767,1.168607,0.5574775,1.1530471,0.96848273,1.0543735,1.2877464,0.9167919,0.88349354,1.2320458,0.6621093,0.9718023,0.60473406,1.2087103,0.7778977,0.81711,0.63994396,1.2885194,0.94481456,0.79168755,0.7837542,1.2821994,1.0682269,1.2124388,0.6090383,0.68129224,1.4992743,1.2015902,1.1840084,1.2210279,1.2981412,1.2801435,0.8203635,1.3500857,1.4256208,0.8679066
knife,1.092523,0.8676077,0.9450976,1.2747848,0.89639175,0.8243426,0.959658,0.72205627,0.90091383,1.2159901,1.4549751,0.74829304,1.3344245,1.4280455,0.8680221,1.3675578,0.9353368,0.80238825,0.6721289,0.87503844,1.0132272,0.4036011,0.8332062,0.5593392,1.0019854,0.67891324,1.2348458,0.97380555,0.7829951,1.0346302,1.2644167,1.0365982,1.2185426,1.3012046,0.9232795,0.24948114,1.2438978,0.7904843,1.1576096,1.3182869,1.0758917,0.8379742,0.5745196,1.4214854,1.0719302,0.7638732,1.1457088,1.3700198,0.95405996,0.79253626,0.8767106,0.9156482,0.4232723,0.9971148,1.255456,1.1743668,0.8419877,0.93536663,1.3285724,1.2260249,1.147325,0.91255546,1.0673697,0.6906776,1.349048,1.1593028,1.2878171,0.0,1.2177578,0.7441492,1.0262392,1.152312,1.0651635,1.1470172,1.1864883,0.8720664,0.5952446,1.1714439,1.2008712,0.8976099,0.94210666,1.2908713,1.4607189,1.3173376,0.64436424,0.5023923,0.43625456,1.1427261,1.0797561,0.81869316,0.7831083,1.0749564,1.3263463,0.9458425,1.061775,0.8648134,1.022816,1.1877148,1.2889937,0.5098022,1.4189743,0.97159135,1.2824068,0.25281298,1.0351313,0.7809776,1.271308,0.6573133,1.0807202,1.0214902,0.95904124,0.12522793,1.0476862,1.0376525,1.4393632,1.2432348,0.7820128,0.95859444,1.0004574,0.1554172,0.67033887,0.85279423,0.87906736,0.56843966,0.8854307,1.183001
ladder,0.66706824,1.0107017,1.3265332,0.4912293,1.204796,1.2863659,1.1850482,1.1938782,0.78010046,1.1433898,0.57056606,1.1366358,0.6306344,0.7850847,1.0680106,0.67732155,0.97035867,1.2781754,1.3601422,0.9009302,1.3318216,1.1332831,1.1512537,1.1186756,0.7669841,1.248829,1.0764257,0.43252933,1.3441031,0.7388698,0.9789867,1.2422676,0.9932661,0.58960223,0.9882639,1.3943195,0.5491829,1.3026246,0.9138586,1.0553308,0.96223456,0.85002244,0.99815655,0.79172623,1.2157341,1.3736453,1.1649964,0.89989376,1.1597718,1.3855987,1.2165321,1.1374198,1.2051613,1.1671083,0.912694,1.1098697,1.3072277,1.3419421,0.7683192,1.0115921,0.9169114,1.2856176,1.0957996,1.1510162,0.8175388,0.9204329,0.7782599,1.2177578,0.0,1.1598157,0.8202186,0.9118456,0.8902662,1.0188584,1.0272819,1.3677362,1.3020055,1.115007,0.983958,1.0611936,0.8000338,0.8658806,0.609569,0.80796635,1.075446,1.3027673,1.2834069,1.0242785,1.1796279,1.192107,1.3700492,0.9685244,0.7980571,1.1010526,0.9649659,0.734859,1.1925366,1.008987,0.947854,1.1542344,0.72343993,0.9427566,0.69450563,1.0902187,0.79130423,0.83889496,0.8399533,1.3504901,0.97153986,1.0364406,0.9111009,1.2216748,0.91402274,1.0811795,0.80739546,0.4144038,1.3910501,1.1910367,1.2899678,1.130905,1.2944288,1.1260947,0.83000296,1.0591503,1.356756,0.6617247
lamp,1.1339891,0.8673214,0.7517443,1.3429494,0.8912151,0.65865207,0.9769416,0.6843075,1.1915991,1.0269022,1.4150865,0.819465,1.382733,1.3259015,0.83052623,1.3090148,1.0597079,0.7032909,0.705994,0.9345317,0.8017646,0.730644,0.9381733,0.50885785,0.82084024,0.9544398,0.9128089,0.88964546,0.50574857,0.8285096,1.1490167,0.89062816,1.1326709,1.2260525,0.9566563,0.66089875,1.1579969,0.61383164,1.1587344,1.047587,0.9988,0.71394986,0.8193028,1.2924129,0.9414201,0.74875927,0.97670895,1.1632082,0.9150208,0.72160304,0.8457478,0.91861045,0.66459304,1.0759944,1.1486884,1.0143818,0.8535208,0.9136116,1.1982979,1.22985,1.2173083,0.69840807,0.9228567,1.086279,1.3851082,1.2359672,1.3898714,0.7441492,1.1598157,0.0,1.0114976,1.1924306,1.2103765,1.1270965,1.0956279,0.6874975,0.5973146,0.920519,1.1351385,0.93975854,0.9880554,1.2957145,1.3291872,1.2049494,0.7676073,0.6170515,0.6930523,0.9645739,1.0465975,0.73453176,0.68392783,0.8515608,1.3318949,0.8461231,1.027094,0.9046615,0.8772269,1.215471,1.1685921,0.93552184,1.3395618,1.0649059,1.2482872,0.88652897,0.94421506,1.1661788,1.3453178,0.6457309,1.1399231,1.1209038,1.185715,0.82177263,1.0655164,0.9390413,1.3405842,1.3131267,0.6606588,0.8597023,0.860217,0.8949295,0.59717673,0.99052185,1.2703745,0.6474392,0.65868163,0.8511232
leg,1.0570374,0.5419338,1.0869721,0.53806645,1.2551734,1.2333306,1.2202749,1.1686207,1.0952729,1.0876424,0.93263257,0.811555,0.90529346,0.8597864,1.0794638,0.8768828,1.1525398,1.1671292,1.0760912,1.1683847,1.108912,0.9337499,1.1566801,0.91152185,0.92731756,0.9426582,1.1234375,1.0073155,1.136883,1.0103317,1.0579953,1.1782707,1.058773,0.9521292,1.1122408,1.1420914,1.1033854,1.0246406,1.192298,1.1215657,0.96680564,0.9646653,0.9885409,0.903803,0.5789151,1.1426073,1.0633078,0.9470651,0.5071918,1.0237511,1.1668576,0.4240985,1.0740125,1.26624,1.0491825,0.7732962,1.0153782,1.1209254,0.9420699,1.1779301,0.42091358,1.1206669,1.165109,0.94724417,1.1165901,1.0422667,0.8628382,1.0262392,0.8202186,1.0114976,0.0,1.0028381,1.0028011,0.75352263,0.8043473,0.97408587,0.963253,0.72198725,0.8025905,1.044884,1.0453527,1.0225486,0.8857825,0.6719824,0.89660525,1.1658727,1.0550492,0.9677003,1.230603,1.0893885,1.26499,1.0718288,0.9610593,1.1969192,1.131609,1.1172712,1.1816671,1.0579455,1.0131944,1.2465743,0.8298177,0.97018564,0.61687875,1.1847708,1.0160487,1.1376697,1.061279,0.9979933,1.008002,0.82823765,1.032023,1.1873928,1.1961781,1.2113488,0.90482396,1.0729941,1.2663262,0.50572044,0.72927815,1.0468686,0.9767699,1.3223876,1.1668165,1.098705,0.99970007,1.0370562
milk,0.9155862,1.1736888,1.1106094,0.87161326,0.91580814,1.0849469,1.1335136,1.1074157,0.9103125,1.1044332,0.90928817,1.086369,0.84167093,0.8195025,1.0046704,0.9177846,1.0770633,0.9093663,1.060882,0.9864247,1.094266,1.2168454,0.834229,1.1489986,1.2115976,1.1637363,1.1012884,0.9958697,1.1845442,0.9492263,1.0387932,1.1249417,1.006456,0.988594,1.0406865,1.3154101,0.8939965,0.9296783,0.8362798,1.0683396,1.0391258,1.0197517,1.1309818,0.8546401,1.1663895,1.0864943,1.0781058,0.9270971,1.2023486,1.2703965,1.1825318,1.2267038,1.1836176,0.9970774,0.8196043,1.1788132,1.0014968,1.1135535,0.8672097,0.856245,0.98401994,1.1011001,1.1124563,0.9439668,0.8085307,0.5628793,0.88956517,1.152312,0.9118456,1.1924306,1.0028381,0.0,0.77581096,1.0667839,0.98624665,1.3017302,1.1778831,1.0180967,0.9600527,0.8195686,0.9181085,0.8578654,0.88297665,0.8982253,1.0962495,1.3133208,1.2512078,1.0475644,1.0673647,1.1036054,1.116037,1.0908283,0.9193336,0.9480956,0.81044376,1.016866,1.0973328,0.84073216,0.96541,1.1369497,0.8869188,0.9503114,0.93547106,1.0164415,0.99916047,0.88111687,0.82451195,1.250849,0.99523497,0.9114795,0.86562705,1.1397212,0.7816845,1.0769761,0.9131752,0.898984,1.1980393,1.2302004,1.1811696,1.1602788,1.2256967,1.0789657,0.92891777,0.9614363,1.2835288,1.0759722
mitten,0.97929007,0.9281573,0.9006435,0.8091997,0.5398011,0.8633002,1.0759485,1.1528593,0.9614582,1.2798569,0.9265218,1.1641399,0.93033046,0.9431285,1.0896704,0.8311987,0.98779684,0.81202984,1.0235229,0.9681171,1.1869128,1.1801424,0.62005866,1.283227,0.9965783,0.8726392,1.259016,1.1462622,1.3297648,1.0652269,1.209996,0.9007727,1.133255,0.97841305,1.0429333,1.1203276,0.9348014,0.88289696,0.9193973,1.1839321,0.8160323,1.2551198,1.1325293,1.004385,1.0746697,0.98093337,1.3162186,1.0683948,1.0193462,1.2050759,1.0387257,1.052671,1.2406261,0.7940806,0.8796331,1.1661175,0.62623453,0.63009024,1.0174667,0.9268196,0.74915797,1.0598758,1.0969888,0.9252946,0.9552907,0.7692558,0.86011577,1.0651635,0.8902662,1.2103765,1.0028011,0.77581096,0.0,0.91202694,0.972547,1.2212738,1.2909474,1.1048319,0.85068846,0.656052,1.1495835,0.83398914,0.94087774,0.972686,1.0753331,1.181123,1.2324264,1.0688487,1.0070277,1.2478616,1.0972295,1.0237094,0.89132625,1.0660942,0.91963583,1.2337252,1.1535366,0.92864764,1.0620205,0.8397237,1.0140325,0.80544704,0.8904252,0.89807427,1.2694545,0.8695061,0.79609734,1.2587167,1.1489187,0.42726427,0.9606732,0.8727407,1.0837246,0.8912145,1.078179,0.9630868,1.1173847,1.0978906,1.1927717,0.83484244,1.3429246,0.6454046,0.8440149,1.0929227,1.298194,1.1447213
mouth,1.1439984,0.8073809,0.92197865,0.94300604,1.053945,1.1412531,1.0243514,1.1673081,1.120583,1.1229652,1.0325583,0.8781979,1.0366619,0.82946384,1.162532,1.0036337,1.1610246,1.1345752,1.0339725,1.209145,1.1046481,1.0876192,1.0820489,1.1720307,1.070073,0.9516305,1.1988481,1.1968151,1.1494001,1.160895,1.04653,1.06125,1.0069244,1.0777119,1.0095427,1.1217439,1.1313397,1.0125786,0.9860877,1.126282,1.0814979,1.2033839,1.0814536,0.94217217,0.51602226,1.0416747,1.1291399,0.80006886,0.5441563,1.0215939,1.0858124,0.7300657,1.1892911,1.1124076,0.9711402,0.5348698,1.0877743,0.77524984,0.8391607,0.9665556,0.618176,1.0839491,1.1368105,0.9684761,1.1185515,0.9864562,1.0404338,1.1470172,1.0188584,1.1270965,0.75352263,1.0667839,0.91202694,0.0,0.82711804,0.8366806,1.1501707,0.6537055,0.5517518,1.0075127,1.1599371,1.0339713,0.9681372,0.9228728,1.1028914,1.2029028,1.1180924,1.1226643,1.1150537,1.0948584,1.1636723,1.0990984,0.99715024,1.1588279,1.1048608,1.2618291,1.1279325,0.9387675,0.85945934,1.1638538,0.7892215,0.97583807,0.8211531,1.2077994,1.1944923,1.1279492,0.9132978,1.0647173,1.0134,0.8941123,1.0513867,1.1693542,1.1131411,1.0104841,0.95395464,1.1099905,1.1204939,0.66613483,0.4365844,1.1083944,1.1314609,1.1436894,1.1196654,1.2418126,0.9293902,1.0457199
muffin,0.89882493,0.91317093,1.0786142,0.9788131,1.1293234,1.2403085,1.0783589,1.1195253,1.2778041,0.87649703,0.95443505,0.87612796,0.9038337,0.9627973,0.983508,0.85683346,1.0922792,1.1077466,1.162572,1.2139448,0.9622801,1.1549432,1.150091,1.0655732,1.09761,0.8873488,0.92192,1.0285492,0.94173795,0.97843015,1.0870607,0.92786026,1.0441498,0.9897195,0.96343243,1.1912396,0.920612,1.063555,1.0093055,0.7668714,0.9015394,1.1365837,1.1169665,0.97626245,0.6927407,1.0077473,0.9414044,0.8514053,0.7650553,1.0825245,1.0555702,0.7864876,1.2348515,0.850596,1.0799094,0.6472832,0.94570124,1.0790675,0.9669217,0.98424846,0.7922889,0.915971,1.0431594,1.0565913,0.984693,1.0089074,0.9320714,1.1864883,1.0272819,1.0956279,0.8043473,0.98624665,0.972547,0.82711804,0.0,0.9733271,1.0487045,0.79816043,0.8068181,1.1025848,1.0891827,1.025458,0.95355666,0.8227203,1.0896075,1.2024732,1.1185478,0.8796199,1.0588192,0.9335325,1.0359691,0.9303218,1.0062355,1.0570132,0.95367134,1.1969062,0.903051,1.0054628,0.93551445,1.170211,1.0165842,1.1010709,0.8176217,1.2741342,1.1368495,1.269171,1.1847616,0.958122,1.1199658,0.8296094,1.1021324,1.2666321,1.181745,0.9030856,0.9996509,1.1322734,1.1058086,0.75704825,0.85101014,1.2054658,1.0522848,1.1081142,1.2426383,1.0508115,0.83519185,1.1109821
nail,1.3996048,0.6960182,0.445566,1.3388444,0.88609076,0.50113094,0.82360125,0.7814081,1.4155108,0.97475374,1.3716468,0.8427058,1.4275506,1.3781483,1.0597186,1.3063614,1.1898899,0.44677794,0.5096487,1.2365665,0.6627589,0.8586218,0.99001974,0.73799753,0.93307287,0.6354821,1.0887283,1.1488228,0.3365252,1.2372983,1.1596649,0.83291775,1.2372444,1.3444576,1.0446552,0.48500627,1.3736258,0.45879674,1.242201,1.0663478,0.93804455,1.1966562,1.1395258,1.3458611,0.587873,0.50061107,0.9474344,1.0975318,0.4408642,0.34028625,0.6954497,0.5469406,0.6779698,1.0999979,1.2443664,0.6378617,0.7089674,0.5880468,1.2391746,1.2148526,1.0273563,0.47503257,0.9040895,1.0127211,1.4572119,1.2904778,1.3770424,0.8720664,1.3677362,0.6874975,0.97408587,1.3017302,1.2212738,0.8366806,0.9733271,0.0,0.62606394,0.8307541,0.9810037,1.0616521,1.3345488,1.2474936,1.4185581,1.2664458,1.0541637,0.487746,0.51268876,1.0083305,0.9690827,0.8252853,0.6011565,0.98436815,1.2589144,0.97505677,1.2250166,1.2976546,0.8478153,1.1757082,1.2120848,0.94539773,1.3111326,1.2241665,1.1863523,1.0033176,1.2544148,1.4031919,1.277682,0.2963143,1.1537834,1.0643287,1.2085513,0.9084455,1.1912925,1.00435,1.2975917,1.3997446,0.395213,0.43425047,0.48702788,0.96355605,0.54985744,0.9626067,1.379622,0.91432774,0.22947246,1.2467197
napkin,1.063552,0.9063641,0.7488233,1.4341829,1.0852222,0.74486125,0.78504086,0.6241318,1.3638921,0.9451711,1.4695871,0.80010515,1.3223126,1.4549475,0.8964686,1.2596356,1.0974869,0.61676663,0.62235343,1.0212448,0.7651235,0.51450324,0.9137133,0.23949325,0.94565856,0.76008284,1.0050062,0.8482208,0.5279717,0.9091071,1.1012131,0.7938138,1.1478541,1.2706144,1.0478092,0.43229562,1.2588847,0.5633676,1.2398394,1.0509479,1.1546184,0.7863786,0.9025851,1.3816923,0.76208013,0.70520693,0.8184454,1.3749685,0.8415711,0.5063907,0.6940604,0.7569386,0.39505714,1.0937066,1.4515717,1.0062282,0.6925135,0.9247422,1.4163848,1.3272667,1.3066361,0.5434899,0.98679274,0.95127994,1.2139959,1.2761168,1.2701958,0.5952446,1.3020055,0.5973146,0.963253,1.1778831,1.2909474,1.1501707,1.0487045,0.62606394,0.0,0.9402035,1.2155348,1.0466019,1.030615,1.2990346,1.454081,1.1325927,0.8651938,0.4588114,0.4093607,0.8185607,1.0540313,0.42453742,0.7209213,1.0517986,1.3402647,0.77948225,1.1272053,0.892007,0.89382696,1.267925,1.2258569,0.92224026,1.4059213,1.1016985,1.1279058,0.781263,0.93952215,1.3453957,1.483288,0.40802264,1.2416099,0.96676147,1.3183308,0.754868,1.1390078,1.1362793,1.3718321,1.4286077,0.5602345,0.7625275,0.69133556,0.82600003,0.040158868,1.0260983,1.3969992,0.5267254,0.58247185,1.1682981
necklace,1.1592734,0.7966578,1.0484419,0.99668825,1.1435466,1.1404449,1.1141704,1.0695574,1.3363955,0.97695017,1.061693,0.6458792,0.99146914,0.6372826,1.163185,0.97891814,1.2381195,1.0607731,1.0564795,1.2765149,1.0345429,0.99745417,1.2088345,0.9538071,1.1305851,1.0029937,1.0267429,1.0877542,0.9862097,1.0589653,0.76263535,0.9974935,1.0654672,1.029887,1.0469438,1.085274,1.1474087,0.92757964,1.0933417,0.9432326,1.0395011,1.0892669,1.1517444,0.5401058,0.501134,1.0437064,0.93985194,0.9285946,0.6356709,0.97463286,1.1097679,0.66980386,1.0912697,1.1595547,1.0104861,0.66961354,0.88488525,0.9196304,0.8621792,1.1291038,0.7294296,0.90851814,1.0692173,1.0784484,0.9948633,1.1222796,1.0472934,1.1714439,1.115007,0.920519,0.72198725,1.0180967,1.1048319,0.6537055,0.79816043,0.8307541,0.9402035,0.0,0.9313978,1.16864,1.2237031,1.0595691,0.72980356,0.6579735,1.061093,1.0928888,1.0604018,0.8677919,1.1565529,0.94975996,1.123329,1.0958996,1.0646889,0.95127994,1.0477585,1.2823137,1.107009,1.1116036,0.56101245,1.1942683,0.68497574,1.1283516,0.7817663,1.2572749,1.1160511,1.3439251,1.1510178,0.8995434,1.0376418,0.84826577,1.2087042,1.2306705,1.1796855,1.0875142,0.76395774,1.2033272,1.0963837,0.6027522,0.5907353,1.2056935,0.93060887,1.2706814,1.3401004,1.0273268,0.74190867,1.0493531
nose,1.072757,0.9448439,0.9702953,0.88185585,0.92474574,1.0637629,1.0801204,1.2748199,0.9778782,1.0568614,1.0115362,1.1298647,1.0355523,0.90846795,1.0481822,1.0385851,1.0886412,1.0875796,1.1035467,1.1922152,1.1116352,1.1237673,1.0098404,1.2363975,1.0719547,0.9270136,1.0728123,1.1945617,1.1636789,1.1382442,1.0882858,1.0832231,0.9805593,1.1139245,1.1388311,1.2161674,1.1132196,1.015716,1.0182534,1.0023974,0.94600844,1.2126741,1.0941209,0.97478443,0.6784776,1.028506,1.0723954,0.6995784,0.7589496,1.167529,1.1500964,0.8501843,1.1812438,0.99548906,0.8584089,0.49961978,1.1045246,0.90731144,0.7554705,0.93450266,0.6628707,1.1136535,1.0240358,0.94079363,1.0761532,0.92733705,1.0160067,1.2008712,0.983958,1.1351385,0.8025905,0.9600527,0.85068846,0.5517518,0.8068181,0.9810037,1.2155348,0.9313978,0.0,0.87799454,1.1285846,1.0010351,0.96921957,0.97498953,1.1253005,1.2063019,1.1102973,1.2303354,1.1473097,1.174065,1.1064265,1.004335,0.97184825,1.2207832,1.2068644,1.1699982,1.1043341,0.85137045,0.9611539,1.1873709,0.8646318,1.0186516,0.827703,1.1745124,1.1095307,0.95924985,0.84330225,1.2309752,1.0317364,0.9355284,0.9060013,1.1486295,1.0673856,0.9799341,0.97148985,1.0649769,1.1330873,0.79330766,0.8894857,1.0899943,1.1811075,1.0381454,0.96620744,1.2605957,1.0309945,1.0354431
orange,1.1061969,0.90595925,0.62025774,0.9961205,0.35317087,0.53058296,1.1711665,1.1936492,0.81388706,1.1920165,1.1887835,0.99307567,1.1109763,1.0798136,1.1031054,1.0386444,1.0540107,0.9658161,0.68073374,0.9723509,0.962742,1.1300497,0.3023432,1.1196367,1.0594226,0.6162299,1.1963979,1.1718355,1.0743802,0.9536082,1.1908001,0.82923317,1.1077721,1.2042363,1.1202507,1.010018,1.0577408,0.7961148,0.8588041,1.2539477,1.1642344,1.0426149,1.007619,1.1759403,1.147004,0.61919403,1.1764805,1.0866308,1.0465183,1.0584704,1.0482723,1.1627294,1.0823522,1.0102112,1.0052013,1.1412877,0.9375195,0.7399964,1.0562854,0.9084043,0.95143574,1.0819179,1.1106277,0.9928634,1.1093659,0.7424183,1.0781177,0.8976099,1.0611936,0.93975854,1.044884,0.8195686,0.656052,1.0075127,1.1025848,1.0616521,1.0466019,1.16864,0.87799454,0.0,0.99525636,1.0297936,1.1771399,1.1055859,0.9532168,1.1120609,1.0932715,1.1330636,0.9198483,1.1819873,0.70874107,1.0106195,1.0350351,1.113164,1.0739154,1.0616319,1.1554134,0.7790095,1.1487819,0.90652907,1.1177025,0.9631155,1.0504574,0.74169254,1.0164768,0.70475864,0.94272834,1.214438,1.1325055,0.7679679,0.86330986,0.8062258,0.93024296,0.9869552,1.2074091,1.1415409,0.96872747,1.1684005,1.1203661,0.8358286,1.0980169,0.82724345,0.7870348,1.181798,1.27863,1.0814593
oven,0.7111131,1.2848359,1.2873857,0.81302744,1.21419,1.239465,1.1645173,1.1486171,0.5270554,1.0363171,0.81158507,0.96895665,0.75017595,0.9460178,1.116584,0.8863745,1.0112644,1.3083718,1.2355397,0.61183965,1.1909604,0.92111236,1.0615226,0.8671084,1.0494249,1.2625229,1.0012307,0.7599205,1.1420468,0.47456598,0.92449564,1.1963184,0.9038631,0.82060444,0.97665536,1.2272642,0.79426813,1.254867,0.9472508,1.0824323,1.2675834,0.26605976,0.48957622,0.9696603,1.2541405,1.2697709,1.041848,0.9818625,1.2922854,1.2996849,1.1223079,1.3149248,1.1314257,1.2098851,0.99508494,1.2008986,1.32563,1.4391992,0.9374674,0.97811645,1.1380686,1.2543998,1.1930797,1.1080306,0.85045713,0.99241817,0.875322,0.94210666,0.8000338,0.9880554,1.0453527,0.9181085,1.1495835,1.1599371,1.0891827,1.3345488,1.030615,1.2237031,1.1285846,0.99525636,0.0,1.0777643,0.9148745,0.9047688,0.8135813,1.1300596,1.2245193,1.0227407,1.1375319,1.0156189,1.216079,1.0335988,1.0656024,1.0464801,0.72773194,0.24920028,1.1405001,1.0053692,1.0021764,1.1662365,0.9207434,0.99551016,0.95454526,1.0000384,0.4066484,0.61700904,0.9137458,1.254719,0.90661263,1.1679007,0.89664185,1.0311179,0.8611038,1.0955964,0.8486834,0.6523117,1.351382,1.3594903,1.2429856,0.9988926,1.0922451,1.2366447,0.7600848,0.9125513,1.3592083,0.59576786
owl,0.69697803,1.1169729,1.1200331,0.7826058,0.9779898,1.1254609,1.0175498,1.2660997,0.88594204,0.93099415,0.7178906,1.1071854,0.82855296,0.7154488,1.0842457,0.80012363,1.0343664,1.2457664,1.1879234,1.1374266,0.93452704,1.2435396,1.0509281,1.3646989,1.1478008,1.2427557,1.0113124,1.1779802,1.3150308,1.1824198,0.93322295,1.1313295,0.8993804,0.9143173,0.98237187,1.3560987,1.0035319,1.2567186,0.83025765,1.00249,0.9911814,1.1675187,1.1789036,0.78096014,1.1472069,1.2231926,1.0299249,0.9274583,1.1190814,1.212896,1.0690025,1.2159418,1.2654663,0.93912834,0.76494014,1.0865787,1.1897197,1.0241615,0.92015016,0.8221842,0.91452366,1.1922433,1.102536,0.96957815,0.7948629,0.79906636,0.62368745,1.2908713,0.8658806,1.2957145,1.0225486,0.8578654,0.83398914,1.0339713,1.025458,1.2474936,1.2990346,1.0595691,1.0010351,1.0297936,1.0777643,0.0,0.6879869,0.93049556,1.1470168,1.3426644,1.3271753,1.0768751,0.8804877,1.1773431,1.1777049,1.0677795,0.14766139,1.1238393,1.0876346,1.1071315,1.0939338,0.84818983,0.9595576,1.128896,0.7931806,0.96614206,0.84070075,1.2345309,1.0546764,0.9316488,0.6641506,1.2747581,0.948467,0.9274313,0.86287683,1.2302132,0.95955515,1.0483437,0.8377199,0.7978084,1.2460142,1.2363892,1.1892557,1.2069683,1.2478049,1.1191927,0.8943449,1.3284483,1.2922244,0.9106108
