,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,leg,meat,melon,mitten,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
melon,1.1888528,0.9914175,0.5468006,1.205755,0.9275909,0.66039574,0.37571192,1.0308635,1.2729781,1.0882217,1.458273,0.7249918,1.3519627,1.2626414,0.58084345,1.3765265,1.2025692,0.90023446,0.71793413,0.42542654,1.1267493,0.5240654,0.82169074,0.99877554,1.0922816,0.7767658,1.1276324,1.2859058,0.9493414,1.3199602,1.1991062,1.3268493,0.96990705,0.59612703,1.3960135,0.67237276,1.1727802,1.0866462,1.3392097,1.0793831,1.2140989,0.87214744,1.1312977,1.0860112,0.8590497,0.6305572,0.6869623,0.92031014,0.8886189,0.56247467,1.3210782,0.7785214,0.9775833,0.93555796,1.2841334,0.81242025,1.1856283,1.0627797,1.1131308,1.2558997,1.2777469,1.2765571,1.017635,1.259128,0.8667732,1.0179235,1.1225287,0.0,1.226991,0.9499156,0.63351905,0.7754683,0.75339866,1.0320219,0.7875623,1.2690594,1.3036008,1.2509041,1.1176392,0.75561804,0.7177652,0.50989425,0.74221027,1.0226134,0.8019279,0.92996407,0.7771424,0.8979226,0.8814812,1.2759142,0.59631914,1.2641156,1.1459199,1.3115695,1.1127055,1.1962646,0.88086724,1.324636,1.0476899,1.3024623,0.6128867,0.6899847,0.86040837,1.2076569,0.6985876,0.7452156,1.0732704,1.3295739,1.3593879,0.49297786,0.7605936,1.1230004,1.1154335,0.87582695,1.0196378,1.1299002,1.1446629,0.5920729,1.2504668
mitten,0.9003219,1.0335063,1.330694,0.6993568,0.9257563,1.2633495,0.99133265,1.0938056,0.98870397,1.0570872,0.7824732,1.4342899,0.77623844,0.7798078,1.3132818,0.8182465,0.71000075,1.2981619,0.9780983,1.3676097,1.0301882,1.0318282,1.1134174,1.3428512,1.1807375,1.1210203,1.1401076,0.8241923,1.2783073,0.8925905,0.8696538,0.92490906,1.2182144,1.4433978,0.7715087,1.2246574,0.95430416,0.8564514,0.8998939,1.2433958,1.0104164,0.9143672,0.97967225,0.99669677,0.99960196,1.40542,1.3657619,0.9514057,1.1059093,1.3124263,0.77370167,1.328738,0.5233923,0.70446837,0.82425576,0.92539614,0.6750134,0.9127387,0.97403544,0.7076952,0.9029389,0.5307281,1.1057503,0.865975,1.3575146,1.3119035,0.7507334,1.226991,0.0,0.8102376,1.3916907,1.3928585,1.2533838,1.1555883,0.8473487,0.914451,0.62320954,0.70739675,1.0678014,1.4320718,1.4111631,1.1085413,1.4306691,1.2442421,1.1624043,1.0474328,1.0534657,1.2806573,1.3139136,1.0116038,1.1850274,0.91888285,0.88987505,0.70680344,0.76364666,0.6548388,0.856807,1.053527,1.1447195,0.66599154,1.3380945,0.98073703,0.979154,0.73512244,1.1863438,1.3668224,1.023843,0.6683393,0.59388995,1.3537642,1.1786063,0.60271984,0.67497784,1.299914,0.885493,0.8142476,1.1118039,1.3610582,1.0910019
muffin,0.9005161,1.1660643,1.0186579,0.8724364,0.9659127,1.1619918,0.8263078,1.3362225,1.0008037,0.74397755,0.95833814,1.0633553,0.9655528,0.8729877,1.0809069,1.0208555,0.95834357,1.2443593,1.2454562,1.2339551,1.2672248,0.8799899,1.3149378,1.2881696,1.0377059,0.864763,0.7443226,1.1111506,1.1849092,1.0284252,0.9003464,1.0264455,1.0496191,1.2373434,1.0823013,1.3331134,0.85468197,1.1039971,1.0120254,1.1666491,0.96214956,0.9856345,0.71820223,0.66656625,0.8117399,1.1532698,1.1228706,0.870286,1.0572859,1.0535,1.0342393,0.93266416,0.9343405,0.9357553,0.76524186,0.8828756,0.85505354,0.8942951,0.85950583,0.83469486,0.9465827,0.8484517,1.0704886,1.1411618,1.1261618,1.1569887,1.021262,0.9499156,0.8102376,0.0,1.062686,1.2970655,0.96961415,0.90027153,0.6906443,1.0887786,0.9315777,0.73990476,1.1620625,1.3452052,1.2671542,1.0496752,1.230283,0.96642625,1.0842922,1.025938,1.0060712,1.2796397,1.3727376,1.1030862,1.0858904,1.1467191,0.99335164,0.7402997,1.0794215,0.74776936,1.0904562,1.0354742,1.0985453,1.0081913,1.105187,0.92717147,1.0063682,0.9744352,1.0753917,1.2467229,1.1724417,0.76864666,0.9810894,1.1775272,0.9469477,0.86405873,1.0199578,1.2645698,1.1113644,1.1452451,1.2906625,0.98056525,1.0754791
nail,1.2201163,0.9444778,0.16967535,1.3436164,1.0239588,0.39047563,0.8147663,1.0369583,1.3889937,0.92149645,1.3891573,0.37018943,1.4107658,1.2331023,0.43638426,1.3005551,1.3459009,0.9074476,0.49539113,0.6089998,1.209764,0.9657565,0.862172,0.9680589,1.1819481,0.59770024,0.93750757,1.4254596,1.0620244,1.3092242,1.196274,1.3319207,0.8471007,0.19101238,1.4742393,0.5467622,1.099185,1.1178099,1.391479,1.13248,1.2023697,0.91736716,1.0149736,0.97710794,0.5911203,0.3106295,0.49826586,0.8455341,1.0246979,0.67434514,1.3617094,0.32033938,1.075913,0.8382961,1.2929317,1.0204859,1.1456499,0.93716776,1.0734355,1.4155619,1.2905059,1.3525565,1.101119,1.424999,0.80471075,0.9207207,1.293829,0.63351905,1.3916907,1.062686,0.0,0.7096472,0.6441851,0.6231758,0.98226476,1.3906741,1.3452839,1.277887,1.2016063,0.4285611,0.2565248,0.86870617,0.61752045,0.71020424,0.8291761,1.1227075,0.93302214,0.8830445,0.8864566,1.4063903,0.9478689,1.3360273,1.3698187,1.3277836,1.1743104,1.2427664,1.248727,1.2634426,1.2998952,1.387859,0.16684222,0.5294,1.1746825,1.3022335,0.78886133,0.23231769,1.0506562,1.3851616,1.4767411,0.59440744,0.4487189,1.3006835,1.2023336,0.84935075,1.0146558,1.3645937,1.1641145,0.24043143,1.2249904
napkin,1.3651209,0.85463107,0.6544426,1.3297305,1.1560444,0.74482656,1.1108243,0.9014884,1.2908189,1.0500929,1.350739,0.46295947,1.2779287,1.2805669,0.5970063,0.99025065,1.5481774,0.8865246,0.5691267,0.58571494,1.1078857,0.97521293,0.5188123,0.44445467,1.0124573,0.80562365,0.9744795,1.0378128,0.9099474,1.2137206,1.3057361,1.1294137,0.78256536,0.47152913,1.308258,0.5476733,1.0132905,0.9299064,1.2258226,0.9265286,1.210973,1.0661759,1.1424323,1.2739432,0.9689229,0.58999133,0.61842036,0.8481083,1.0213314,0.64389765,1.4767694,0.72686756,0.86974597,1.1754682,1.2904679,0.91960406,1.3257296,0.9767601,1.0984771,1.2935295,0.8433848,1.1592847,0.8960836,1.0744449,0.6832826,0.5041294,1.3171959,0.7754683,1.3928585,1.2970655,0.7096472,0.0,0.65684235,0.81185985,1.2405413,1.0747477,1.2335216,1.1234049,1.0421597,0.5692491,0.5691713,0.88075364,0.43623638,0.74166113,0.67825687,1.2214301,0.92602843,0.5408241,0.66641736,1.147621,0.63997555,1.0273333,1.2282289,1.276374,1.079336,1.2286478,0.8821889,1.2571745,1.1454365,1.5252221,0.52438736,0.7553586,1.1053929,1.4082568,0.72660685,0.6106049,0.88965195,1.2582723,1.4891155,0.68869686,0.7389036,1.3890496,1.1441126,0.07705057,1.0268131,1.370799,0.7479409,0.6657444,1.0414013
necklace,1.1803567,0.93167096,0.5928253,1.2439396,1.0562878,0.81894666,0.9660667,1.019092,1.4243801,0.8152007,1.3440886,0.5644465,1.2801936,1.0923685,0.70856714,1.1763504,1.4345222,0.92402565,0.8145493,0.6973418,1.1597706,0.70972514,0.7850735,0.8665092,1.0395234,0.73835206,0.7585428,1.2477467,1.0018388,1.2827485,1.2457992,1.1761968,0.9056008,0.6886891,1.3979201,0.7699445,0.81355166,0.93627465,1.2700546,1.0553375,1.1589134,0.9252025,1.0113916,0.97873425,0.67324245,0.7240439,0.6452518,0.7251821,1.0598141,0.680853,1.2420287,0.5275972,0.8539008,0.91765875,1.0987102,0.7401042,1.0254114,0.83613056,1.0927724,1.24231,1.0943286,1.1400827,1.1380817,1.2363108,0.90904176,0.73733455,1.1710204,0.75339866,1.2533838,0.96961415,0.6441851,0.65684235,0.0,0.64368105,1.0524719,1.3066437,1.1804509,1.0922264,1.1432757,0.7355903,0.7420201,0.94012797,0.60253865,0.72882366,0.89925903,1.2326627,0.9818321,0.65793216,0.7748159,1.2623221,0.7588514,1.24692,1.2913183,1.1481271,1.0267028,1.1484394,0.8920471,1.3633661,1.3098618,1.4561908,0.53676736,0.69474727,1.1394501,1.2661687,0.85119796,0.7392326,1.0482875,1.1732062,1.3943759,0.73901474,0.6302641,1.3209504,1.3342469,0.75427353,1.0526695,1.2805551,1.013988,0.5731931,1.2193722
nose,1.1245546,0.9926438,0.75868225,1.0281663,1.0662031,0.8785007,1.0583549,1.186755,1.2044456,0.81795406,1.2125862,0.67053556,1.1985667,1.0486717,0.88923144,1.0897483,1.369434,1.1056366,0.9084058,0.9544194,1.2070521,1.029862,1.029897,0.8966639,1.0352098,0.7335337,0.7862146,1.2236439,1.1401174,1.1388553,1.1197966,1.1053851,0.82683253,0.7881189,1.2799513,0.876729,0.98374796,1.1006261,1.1067983,1.021903,1.0491898,1.0416477,0.90194285,0.72895277,0.5923602,0.85515106,0.91111803,0.67755616,1.1104189,1.0433055,1.2125118,0.532485,1.0194607,0.93126297,0.9958089,0.85924196,0.8290836,0.8412585,1.090274,1.1170225,1.0406063,1.0575035,0.97326314,1.2065859,0.71932536,0.79284906,1.1868389,1.0320219,1.1555883,0.90027153,0.6231758,0.81185985,0.64368105,0.0,1.0747503,1.1415033,1.1708205,0.9706017,1.0676703,0.8871294,0.8056642,0.993648,0.85209525,0.7552617,0.98761404,1.1165236,0.97655505,0.98775387,1.0118146,1.2022327,1.0759325,1.1621301,1.2094841,1.0299952,1.0975255,1.0136234,1.1857146,1.143123,1.1531342,1.3774097,0.6440595,0.83872664,1.1140288,1.1624175,0.89986664,0.82304746,1.1181527,1.1226008,1.2824554,0.99765486,0.58182245,1.1879408,1.16172,0.86364096,1.1509459,1.2825133,1.152128,0.7589445,0.9740089
orange,0.99369705,1.0622545,0.798897,0.9633196,0.7384324,0.9180118,0.5688561,1.0046303,1.146733,1.1400125,1.1874846,1.0642594,1.1713815,1.0813344,0.9673236,1.222044,0.9861154,1.0369213,1.0456015,0.8980459,1.0375668,0.791348,1.1107495,1.2687327,1.1201086,0.8205588,1.2099458,1.1165019,1.0234277,1.1436309,1.0551144,1.2588184,1.0072422,1.0210412,1.0778912,1.1076479,1.1551126,1.0834885,1.1596768,1.0297594,1.0698316,0.87135595,1.0895393,0.9640908,0.7866192,1.003076,0.8903274,0.8593087,0.9363879,0.9199691,1.0161934,0.9428277,0.97850627,0.7573118,1.0784942,0.949161,0.81716734,1.0104079,1.0911119,0.88828975,1.1960145,1.0284377,0.94735885,1.1100794,1.1508249,1.1868776,0.994939,0.7875623,0.8473487,0.6906443,0.98226476,1.2405413,1.0524719,1.0747503,0.0,1.1762549,1.0822068,0.9883906,1.06381,1.1197017,1.1309804,0.9195789,1.1929862,1.1001391,0.9656132,0.9898845,0.8083413,1.1834943,1.2434971,1.1094973,1.0103762,1.2022882,0.93794805,1.0584457,0.93962157,0.98288405,1.0305946,1.2147075,1.0812949,0.93248975,0.9893046,0.87382376,0.86712444,0.8891889,0.95473,1.145214,1.0599573,1.0743749,1.0417098,0.9418093,0.86874306,0.77165097,0.93404746,1.239454,0.90051836,0.9029432,1.2683421,0.96097785,1.28739
oven,0.8969971,1.1457521,1.4533811,0.84581286,1.1246356,1.3190429,1.2576759,1.0925901,0.46432132,1.1036717,0.7506464,1.322146,0.78908634,1.0094614,1.2973981,0.86716974,0.81170624,1.0615994,1.2988799,1.285421,0.8414742,1.205795,1.1502554,0.7812843,0.9766905,1.176138,1.1226298,0.6504874,0.86383206,0.45477355,0.9566938,0.841448,1.0918235,1.3894019,0.6507161,1.200427,1.0779757,1.144855,0.35825074,0.601991,0.976802,1.1496911,1.1371677,1.0657668,1.3191859,1.3297315,1.2165979,1.2287941,1.0581956,1.2385814,0.7852425,1.3366579,1.2550488,1.2738974,0.9495488,1.116634,1.0950266,1.2431748,1.0789213,0.7229537,0.8134031,0.84557295,1.0066272,0.54271877,0.8976635,1.0183439,0.77244455,1.2690594,0.914451,1.0887786,1.3906741,1.0747477,1.3066437,1.1415033,1.1762549,0.0,0.99750304,0.82198954,0.7464031,1.2740624,1.3161896,1.1046177,1.2960037,1.2205973,1.0884379,0.8719456,1.0461756,1.1670046,0.990734,0.21870238,1.0930685,0.734005,0.81509244,0.91341186,1.1802416,0.8351859,0.9203627,0.55482215,0.60560656,0.8827344,1.4923134,1.4101392,0.9997123,0.83284277,1.1656884,1.2810402,0.97577477,0.8360039,0.6211474,1.3269005,1.3897287,1.0119038,0.97305155,0.9932684,1.2270938,0.7945381,0.7785266,1.3768699,0.5786406
pajamas,0.86470777,1.1239948,1.3025577,0.678093,1.2366192,1.4628931,1.1166598,1.1200526,0.92592883,0.9935114,0.5353347,1.3271608,0.6781677,0.17262155,1.2547679,0.5007298,0.87952495,1.1761816,1.3284087,1.4724174,1.0742211,1.1366578,1.3696548,1.400278,1.0939424,1.178841,0.94163764,0.9101283,1.2894144,0.86824244,0.80944,0.7769628,1.0829614,1.4272745,0.6908921,1.379081,0.7858884,0.5769708,0.9291912,1.2980828,0.6033401,0.99805796,0.85203284,0.8496889,0.96833485,1.3873608,1.2863375,0.9348298,1.1571907,1.411453,0.8241427,1.2685332,0.73481345,0.7779527,0.7095508,0.98897505,0.6596892,1.0201002,0.8798049,0.93528557,0.6658751,0.4871965,1.2471886,0.8872612,1.2885699,1.1890534,0.9085125,1.3036008,0.62320954,0.9315777,1.3452839,1.2335216,1.1804509,1.1708205,1.0822068,0.99750304,0.0,0.6500435,1.0768234,1.4327594,1.3435704,1.1940594,1.2255342,0.9993151,1.232714,1.1216683,1.2666428,1.2822998,1.3544474,1.0177544,1.2400833,0.83448863,1.0242354,0.57014525,0.9499967,0.6479515,0.97012466,0.89523154,1.233133,0.80707973,1.3753049,1.0237697,1.1601883,0.8490553,1.1683799,1.320286,1.0627819,0.59270114,0.7289507,1.4570105,1.1449836,0.7372618,0.9275042,1.1449971,0.99800485,0.97682154,1.2634971,1.3533791,0.92441416
pants,0.8839507,1.1326169,1.2683263,0.6049036,1.186297,1.43156,1.202066,1.2413782,0.8497213,0.9289348,0.6701568,1.0499783,0.61969393,0.85346174,1.2354796,0.6219113,0.87208736,1.2744823,1.3400733,1.3382969,1.2353697,1.1878244,1.3871278,1.1692908,1.0654445,0.95383817,0.9129394,0.73771435,1.2512543,0.7744529,0.85031486,0.773942,1.0898674,1.3660697,0.8959948,1.3467903,0.9115362,1.0360086,0.8531077,1.1521757,1.0216986,1.1547139,0.8163774,0.9052794,0.87812674,1.3190982,1.378311,0.78896606,1.2715282,1.4749413,0.9552904,1.1081945,0.9234994,1.1451925,0.7626503,0.99437547,0.8159421,1.0432043,0.76796496,0.8690883,0.49983144,0.34423548,1.110629,0.8802509,1.1474705,0.9735596,0.99283445,1.2509041,0.70739675,0.73990476,1.277887,1.1234049,1.0922264,0.9706017,0.9883906,0.82198954,0.6500435,0.0,1.0519528,1.3985794,1.3568743,1.2314556,1.2327975,1.032249,1.193383,1.0696872,1.2690392,1.2856585,1.3152621,0.90434796,1.2074075,0.80824,1.0547633,0.36704922,1.0911514,0.09263778,0.90620464,0.9022605,1.0515974,0.9965649,1.2832265,1.0774531,1.1937578,0.9520844,1.2381365,1.337816,1.2750313,0.3580097,0.70503795,1.3985654,1.0779444,0.89347315,1.0513954,1.0377103,1.3273134,1.0887513,1.213297,1.2524521,0.92141247
paper,0.8078635,1.1837116,1.2930712,0.90714926,1.0578177,1.1197679,1.0694342,0.8661791,0.76271963,1.1772056,0.9272486,1.1706038,0.93350834,1.0341024,1.1602017,1.0698016,0.90994376,0.64746505,1.1646804,1.1028795,0.80064726,0.9969175,1.053408,1.042555,0.9502986,1.1474106,1.1531249,0.9580199,0.75863826,0.8343934,0.97385585,0.97647643,0.8900523,1.1683171,0.8893923,1.107889,1.1547871,1.0892984,0.7647225,0.6864683,0.9701113,1.0803422,1.1060879,1.0569671,1.2219198,1.0798225,1.0602152,1.1538848,0.89708024,1.0300173,0.8416788,1.2254301,1.232825,1.0810509,0.93180025,0.9866593,1.0327023,1.2345945,1.1528406,0.85141826,1.0578693,1.0642173,0.9006782,0.89573175,0.9421756,1.1195867,0.8434876,1.1176392,1.0678014,1.1620625,1.2016063,1.0421597,1.1432757,1.0676703,1.06381,0.7464031,1.0768234,1.0519528,0.0,1.0374694,1.1073123,1.0164156,1.096217,1.087081,1.0600247,0.8984135,1.006525,1.0059506,0.90387714,0.6301617,1.0184798,0.91989166,0.8486646,1.0247468,1.0129086,1.064861,0.8860596,0.83631897,0.71055126,0.92098296,1.2652138,1.2835542,0.90994096,0.93715405,1.1003946,1.1497718,0.95448995,1.0042403,0.9728413,1.0882435,1.2025223,1.0050621,1.0586528,1.0053415,1.0541292,0.81107354,0.88672245,1.1888578,0.8565557
pen,1.2195128,0.8118806,0.4923098,1.3298676,1.0411834,0.5496721,1.006208,0.86746144,1.3350868,1.1450719,1.4796382,0.54962754,1.4532788,1.354017,0.60070455,1.3486247,1.3332522,0.69653004,0.48722583,0.64561343,0.95624995,0.9503826,0.6409007,0.70585686,1.0410863,0.8723453,1.1186156,1.2719518,0.7915278,1.3291783,1.2643816,1.3115587,0.90221214,0.21310431,1.4020293,0.5356748,1.1322653,0.9866451,1.293685,0.8612114,1.1956277,0.9689789,1.1991146,1.2190584,0.9442868,0.3993209,0.5520126,1.0350304,0.8685814,0.53789294,1.240756,0.5842642,1.0218188,1.0245706,1.354854,1.1121151,1.2244408,0.96989775,1.1435888,1.285178,1.3497221,1.4574178,0.79422027,1.2604133,0.7715541,0.8906901,1.1471946,0.75561804,1.4320718,1.3452052,0.4285611,0.5692491,0.7355903,0.8871294,1.1197017,1.2740624,1.4327594,1.3985794,1.0374694,0.0,0.22547841,0.95816797,0.53154194,0.9937063,0.74308085,1.1382504,0.9365295,0.6266968,0.61482054,1.2721918,0.7849542,1.139821,1.1241672,1.4790827,1.0162799,1.3760151,1.0556273,1.220962,1.1410751,1.2422417,0.39946842,0.72021306,0.9702615,1.1915985,0.65477294,0.40227485,0.7876719,1.4307904,1.4545431,0.50913954,0.6820043,1.2671194,0.992008,0.69125444,0.8741526,1.2372683,0.75782055,0.5380517,1.1681873
pencil,1.2328054,0.8553036,0.3873998,1.3303217,1.110151,0.4835291,0.8595359,0.9619985,1.3372772,1.0498946,1.4287701,0.4991337,1.4293232,1.2756593,0.4883716,1.3252213,1.3744438,0.7837062,0.41965115,0.627592,1.0723432,0.99133646,0.7088667,0.7892146,1.0691707,0.78889894,1.0307263,1.3474901,0.9348861,1.2823532,1.2647073,1.2956728,0.9213449,0.18133485,1.4262289,0.4803763,1.105195,0.99721795,1.2924023,1.0173389,1.2036495,0.9452656,1.1024135,1.1386211,0.8197975,0.37063342,0.52398026,0.9397026,0.96536034,0.5887527,1.3088616,0.50251055,1.0666416,0.9438182,1.3027797,1.1023961,1.205545,0.99038166,1.102131,1.4040016,1.2950373,1.4270387,1.0252167,1.3165941,0.7788804,0.9536188,1.2021288,0.7177652,1.4111631,1.2671542,0.2565248,0.5691713,0.7420201,0.8056642,1.1309804,1.3161896,1.3435704,1.3568743,1.1073123,0.22547841,0.0,0.8297313,0.5586844,0.8622587,0.7621047,1.1263632,0.92593926,0.77346057,0.7341063,1.3066177,0.8317219,1.2141978,1.2933757,1.3933092,1.040602,1.3069376,1.0953773,1.2029402,1.2302235,1.3284314,0.29686582,0.71617496,1.1020087,1.2715392,0.7491056,0.22480959,0.89293885,1.4037185,1.4699745,0.576301,0.586519,1.3068343,1.1275172,0.6783701,0.92907166,1.3036689,0.9106654,0.44447815,1.1638205
pickle,1.0465921,0.9873159,0.8298968,1.2029595,0.8251414,0.7413653,0.5020917,1.0437503,1.1916713,1.0309927,1.3120391,0.8953084,1.2557373,1.1217117,0.76074183,1.2659599,1.107301,0.926346,0.902261,0.61161613,1.030362,0.67832243,0.8247111,1.0827672,0.9534873,0.84276485,1.0555104,1.3043736,0.9151379,1.2575991,1.2248504,1.194802,1.0598706,0.8153358,1.2816145,0.8064853,1.1064644,1.0734872,1.2038088,1.061311,1.086946,0.92277616,1.0709969,1.1124917,0.9927954,0.8251186,0.74739254,1.0202049,0.753092,0.69022113,1.1340988,1.0118644,1.0502363,0.78004795,1.1852612,0.90926814,1.1069452,1.0694383,1.1212751,1.1369677,1.2608238,1.2435558,0.9886925,1.182488,0.8340356,1.1342704,0.96668524,0.50989425,1.1085413,1.0496752,0.86870617,0.88075364,0.94012797,0.993648,0.9195789,1.1046177,1.1940594,1.2314556,1.0164156,0.95816797,0.8297313,0.0,0.8565103,0.9520077,0.73843706,0.7880995,0.6537338,1.0295203,0.9742526,1.1292825,0.74573374,1.2165463,1.032687,1.2611792,1.0763118,1.1970208,0.944007,1.2464056,0.93257254,1.1647687,0.88245475,0.9923138,0.7789395,1.1460141,0.75196767,0.88575304,1.0622485,1.3040618,1.2687384,0.7745995,0.982459,1.1193175,1.0382745,0.9409984,0.9815788,0.8696642,1.1852882,0.86145884,1.1201218
pillow,1.1407222,0.8426476,0.62986904,1.3804427,1.0553243,0.6334299,1.0498829,0.88618773,1.3154541,0.9109926,1.278881,0.4550649,1.1847124,1.2849793,0.5859172,1.026349,1.3880177,0.71147156,0.6513619,0.52307016,1.0174594,0.87073255,0.5987369,0.65139985,0.7374699,0.9564465,0.7643877,1.25308,0.93838793,1.3320557,1.2097992,0.88035196,0.8682351,0.4819348,1.4023877,0.6897749,0.8471978,0.9435418,1.3401754,0.99148804,1.219461,0.99793065,0.9930132,1.2037861,1.0149485,0.4889874,0.5841642,1.0049633,0.9104178,0.6250559,1.3271925,0.8006313,0.9890599,1.0863355,1.317092,0.92973274,1.3000203,0.9197364,1.0767163,1.3591269,1.0639365,1.2523302,0.9518775,1.2629507,0.6364553,0.656759,1.2624196,0.74221027,1.4306691,1.230283,0.61752045,0.43623638,0.60253865,0.85209525,1.1929862,1.2960037,1.2255342,1.2327975,1.096217,0.53154194,0.5586844,0.8565103,0.0,0.7827578,0.8448635,1.1372008,0.9939462,0.5814569,0.5960026,1.2955831,0.8137615,1.1716884,1.2150387,1.3737577,0.9765582,1.3229272,1.0628837,1.2851093,1.1230172,1.4103808,0.47982788,0.7578782,1.0574589,1.3611953,0.6783376,0.5904163,0.9609233,1.3115897,1.5058565,0.6311678,0.81349134,1.3936257,1.1887766,0.5593584,0.9719688,1.3201823,0.85424,0.64709055,0.9588975
pizza,1.0847316,1.0919285,0.6998569,1.1284516,1.2150822,0.9788161,1.025943,0.9559158,1.1032822,0.71190083,0.9039997,0.526623,0.92136085,1.0331866,0.7180395,0.8779193,1.202008,1.0330901,1.0304681,0.90554184,1.2159228,1.131243,1.0997548,1.0521926,0.9557792,0.6678983,0.71862245,1.1200423,1.0721601,1.0976187,0.8961653,0.9846136,0.7805572,0.72647613,1.1112351,0.9916548,0.9123585,1.1735028,1.2335453,1.1198846,1.117143,1.019505,0.71939576,0.96398693,0.7188723,0.7381525,0.8310739,0.79192865,1.0784323,1.0459235,1.2505908,0.6458429,1.0613898,0.9916644,1.0580697,0.9462795,1.0853387,0.93095857,0.9577457,1.198706,0.8766174,0.9670162,0.99518794,1.1022196,0.92420954,0.76780164,1.2348976,1.0226134,1.2442421,0.96642625,0.71020424,0.74166113,0.72882366,0.7552617,1.1001391,1.2205973,0.9993151,1.032249,1.087081,0.9937063,0.8622587,0.9520077,0.7827578,0.0,0.9113239,1.0777247,1.182976,0.98611194,1.1244334,1.2056834,1.0792164,1.1549495,1.1975281,1.0406964,1.1220927,1.1298629,1.052539,1.0859398,1.1287092,1.3033231,0.6531334,0.9125079,1.1706865,1.3044685,0.92142415,0.8020924,1.1658089,1.1035578,1.2395538,1.0213014,0.8008981,1.1244444,1.24901,0.7900386,1.1459721,1.2745457,1.1633222,0.6758784,0.98532367
plant,1.1594635,1.0846744,0.7396569,1.1182532,0.9018315,0.7907791,0.9298172,0.9955509,1.2905138,1.151536,1.2855793,0.7894472,1.262831,1.2119999,0.6560405,1.1797657,1.3152767,0.94539833,0.73753905,0.7853528,1.112793,0.9716601,0.8165728,0.9198885,1.1116462,0.8211349,1.1431317,1.1305445,0.9256158,1.2198458,1.2794216,1.1543707,0.97076964,0.69411457,1.2555722,0.77715284,1.0740718,0.97569746,1.1404892,0.95494676,1.1256872,0.96268475,1.2327498,1.1025726,0.8794513,0.6901871,0.5418226,0.8661605,0.96669036,0.60885805,1.282521,0.8676811,0.9570033,0.98164546,1.1693991,1.0186307,1.0756397,0.95285994,1.0767488,1.1476114,1.112636,1.2305038,0.9515831,1.1424934,0.9154376,0.940054,1.1037972,0.8019279,1.1624043,1.0842922,0.8291761,0.67825687,0.89925903,0.98761404,0.9656132,1.0884379,1.232714,1.193383,1.0600247,0.74308085,0.7621047,0.73843706,0.8448635,0.9113239,0.0,1.0347606,0.7121422,0.8554172,0.8900483,1.1145264,0.77668095,1.1109419,1.1186786,1.1824455,1.0335785,1.1681328,0.9475174,1.2115715,1.1141131,1.2829903,0.724315,0.84780717,1.0348034,1.1753595,0.7963559,0.81688297,0.8993643,1.1907139,1.2669153,0.84478015,0.79489076,1.1929984,1.0514541,0.7338092,0.9471444,1.1283226,0.90736395,0.7317101,1.1520288
plate,0.8669592,0.9797542,1.1987823,1.0557919,0.79951525,0.9194257,0.7768284,0.92409134,0.82714635,1.1010593,0.9846059,1.1802638,1.0256335,1.0606081,1.0967038,1.0291014,0.8380321,0.90428543,1.1290762,0.83420664,0.8615344,0.94783854,1.0158584,1.1390654,0.95718896,1.1417168,1.1681046,1.0533094,0.7874578,0.9671241,0.93176824,1.0420027,1.0398333,1.1382439,0.96962756,1.0422086,1.2256074,1.2153157,0.9322753,0.9332394,0.96827173,1.1866702,1.0941576,1.0013682,1.2889566,1.042941,1.0398607,1.2646816,0.8925154,0.95349634,0.74171126,1.2247912,1.2988347,1.0297714,1.0164075,1.0636702,1.123128,1.1291867,0.98048586,0.93367684,1.137136,1.1319764,0.9207496,1.0614471,1.071869,1.1885493,0.8046626,0.92996407,1.0474328,1.025938,1.1227075,1.2214301,1.2326627,1.1165236,0.9898845,0.8719456,1.1216683,1.0696872,0.8984135,1.1382504,1.1263632,0.7880995,1.1372008,1.0777247,1.0347606,0.0,0.8758178,1.0592958,1.0251076,0.96109366,0.95694745,1.0049777,0.7239256,1.0622324,1.0200666,1.0388035,1.0293132,0.90668046,0.23957622,0.9099059,1.2340271,1.2558352,0.79683495,0.85093,1.0401701,1.065677,1.1198617,1.062752,0.8810917,0.8688894,1.2904121,0.96076447,0.913276,1.1707762,1.0230899,0.63422793,1.1558205,1.1932976,0.97367257
