,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,leg,meat,melon,mitten,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
closet,0.84466183,1.1643817,1.3927937,0.85480255,1.1341139,1.331028,1.2864513,0.99296254,0.4890594,0.9918953,0.48383808,1.2891974,0.60944676,0.93787056,1.3285425,0.6938576,0.7049723,1.1090391,1.29497,1.3044264,0.8550358,1.3242772,1.2308276,1.0516427,1.0647022,1.1316978,1.013202,0.58502567,1.0971003,0.0,0.97680336,0.6766664,1.1991246,1.4015452,0.43302834,1.2678756,0.983209,1.0709547,0.4150592,0.85952556,0.95370686,1.1207771,0.9902893,0.96796167,1.247014,1.3269525,1.3307304,1.1834986,1.1947291,1.324796,0.83292526,1.2406713,1.227598,1.2778817,0.8594868,1.1591508,1.0792081,1.1548367,0.92572963,0.8932869,0.7693529,0.7372491,1.1730918,0.5592377,1.0606741,1.0911813,0.9853707,1.3199602,0.8925905,1.0284252,1.3092242,1.2137206,1.2827485,1.1388553,1.1436309,0.45477355,0.86824244,0.7744529,0.8343934,1.3291783,1.2823532,1.2575991,1.3320557,1.0976187,1.2198458,0.9671241,1.1913106,1.1498712,1.1604624,0.45336288,1.1530349,0.78715885,0.9429232,0.7857003,1.0776422,0.7817243,0.9734032,0.36005354,0.7730911,0.74159,1.4160097,1.3311163,1.1700681,0.8123243,1.3260287,1.1980801,1.0013739,0.67284954,0.57309586,1.338696,1.3395944,0.95176125,1.0482318,1.1570331,1.1211518,0.8916711,0.8833726,1.3504337,0.6625163
comb,0.8231927,1.0203294,1.2726178,0.715529,0.9578014,1.1452649,1.0699953,0.9201904,0.6774893,0.7210885,0.6705556,1.1743184,0.6554886,0.9038148,1.3371798,0.81419176,0.6091683,1.11703,1.3054931,1.2908342,0.9919332,1.1333529,1.2917897,1.1053435,0.73599076,1.2481515,0.75719047,0.94318026,1.032816,0.97680336,0.0,0.8906941,0.91772544,1.3213813,0.84458274,1.2970755,1.007093,1.2533695,1.0000579,1.113495,0.91618925,1.1732966,0.5658653,0.9134452,1.1219227,1.2897738,1.3594146,1.2046177,1.0380907,1.3622797,0.814633,1.194636,1.0870126,1.2019689,0.80541974,1.197581,0.9374099,1.0023223,0.8843862,0.78662676,0.8267898,0.8299528,0.99476343,0.99454117,1.143507,1.0252604,0.9884479,1.1991062,0.8696538,0.9003464,1.196274,1.3057361,1.2457992,1.1197966,1.0551144,0.9566938,0.80944,0.85031486,0.97385585,1.2643816,1.2647073,1.2248504,1.2097992,0.8961653,1.2794216,0.93176824,1.1993873,1.1243482,1.1563853,1.0237803,1.2538347,0.9288755,0.8443501,0.7235529,1.0260906,0.8812266,1.1119272,0.8699,0.8992129,0.7385433,1.2911892,1.2250291,0.9871247,0.94309235,1.2014464,1.2439023,1.2450831,0.80549234,0.78439337,1.1367096,1.2748404,0.6537922,0.99292743,1.229458,1.1376412,0.9646503,1.0991752,1.262705,0.7822632
couch,0.8860529,1.1346036,1.407537,0.9205165,1.0534528,1.3013847,1.337667,0.9801021,0.7603755,0.9074035,0.29318583,1.2418363,0.27005374,0.92762053,1.3022029,0.47261947,0.81880975,1.0326988,1.3049881,1.2813104,0.9603962,1.1840305,1.1680028,1.0411273,0.79465437,1.257698,0.74219763,0.64957976,1.1822795,0.6766664,0.8906941,0.0,1.0832608,1.3716227,0.71370023,1.3414733,0.63150215,0.94306564,0.7771735,1.0345181,0.92686594,1.1963353,0.8305913,0.9899628,1.2665079,1.3177665,1.3020692,1.1792958,1.1228315,1.285321,0.93642306,1.3178885,1.1436543,1.2133794,0.8328226,1.0531763,1.0507574,1.1043633,0.85913175,0.9610375,0.634732,0.6794935,1.1302583,0.73707646,1.0440397,0.9488762,0.94802725,1.3268493,0.92490906,1.0264455,1.3319207,1.1294137,1.1761968,1.1053851,1.2588184,0.841448,0.7769628,0.773942,0.97647643,1.3115587,1.2956728,1.194802,0.88035196,0.9846136,1.1543707,1.0420027,1.1163802,1.0077792,1.0205905,0.84231555,1.1626395,0.78635645,1.0301948,0.81166387,0.9734008,0.7965938,1.0560311,0.68955845,0.961143,0.83191967,1.3455117,1.2835813,1.1619606,0.98702514,1.2520158,1.2188753,1.0218183,0.67407596,0.6641056,1.3348764,1.3203061,0.97445244,1.0355492,1.0469508,1.0763025,0.94869727,0.8263661,1.2992754,0.6488
cracker,1.1352916,1.0396559,0.8813148,1.0842773,1.1311814,0.9650615,1.0479449,0.99712193,0.9697035,0.84713495,1.1080868,0.6606798,1.0774971,1.0604292,0.83832896,1.0690606,1.2122412,0.9439136,0.94064206,0.95238954,1.1234062,1.0742205,1.0161816,0.8410196,0.90006304,0.8928711,0.8610823,1.0554111,0.84456813,1.1991246,0.91772544,1.0832608,0.0,0.8156462,1.1188171,0.9211433,1.0767637,1.1684502,1.0737451,0.86832607,1.0315132,1.1651484,0.91203934,1.0643543,0.92099816,0.8235806,0.9137873,0.92873347,0.9918355,0.9956958,1.1888461,0.9153968,1.1780307,1.0574874,1.0398524,0.9900267,1.0268685,1.0598809,1.0120332,1.0453353,1.0802709,1.0762806,0.8442148,0.99399203,0.7404872,0.6404271,1.1543986,0.96990705,1.2182144,1.0496191,0.8471007,0.78256536,0.9056008,0.82683253,1.0072422,1.0918235,1.0829614,1.0898674,0.8900523,0.90221214,0.9213449,1.0598706,0.8682351,0.7805572,0.97076964,1.0398333,1.1180367,0.98798275,0.9934726,1.0612354,1.0177449,1.045663,1.0514369,1.1010866,1.1145649,1.1554894,1.0228186,1.0988328,0.9537773,1.2647461,0.8250214,1.015092,1.0013386,1.2030181,0.86544436,0.9237243,1.0150998,1.1657305,1.1787672,0.96207315,0.89006567,1.1321154,1.0865626,0.8529228,1.1314512,1.1855689,1.0256442,0.8510633,0.96968436
crayon,1.2918563,0.85867417,0.2600553,1.3894918,1.0872633,0.435776,0.8389536,0.96033657,1.4328752,1.0479718,1.5231746,0.31987512,1.4659282,1.3704123,0.34295607,1.3644994,1.3945298,0.79838634,0.4242983,0.5058148,1.1459883,0.93547183,0.63760346,0.7655617,1.096153,0.54214364,1.0712364,1.3728395,0.8828843,1.4015452,1.3213813,1.3716227,0.8156462,0.0,1.4897392,0.48242176,1.1805391,1.1061099,1.4478744,1.015564,1.2738286,0.93495697,1.1126149,1.1886582,0.69628555,0.2260536,0.47130942,0.86746705,0.909101,0.5589374,1.4291661,0.46199697,1.0223135,0.89728624,1.4225459,1.0004953,1.2395202,0.9521214,1.1379899,1.4150219,1.3237755,1.4003875,0.8199243,1.3696474,0.7331983,0.83418906,1.3143628,0.59612703,1.4433978,1.2373434,0.19101238,0.47152913,0.6886891,0.7881189,1.0210412,1.3894019,1.4272745,1.3660697,1.1683171,0.21310431,0.18133485,0.8153358,0.4819348,0.72647613,0.69411457,1.1382439,0.9523316,0.78946054,0.7960067,1.4046636,0.8345552,1.280929,1.2543004,1.4548837,1.1095852,1.3677914,1.0852859,1.3490391,1.222685,1.3966607,0.18013388,0.5623799,1.0180678,1.322669,0.5246619,0.28559345,0.8989445,1.4763701,1.5816267,0.49215811,0.5240266,1.3200765,1.0073519,0.6123856,0.9299782,1.3748851,1.0090849,0.30330688,1.2622387
crib,0.9142253,1.0703526,1.48665,0.9340446,1.087219,1.3781447,1.2774884,0.72523755,0.6918285,1.1328853,0.45493752,1.4087715,0.5532366,0.73349756,1.375277,0.74822867,0.6217081,0.9967158,1.2751862,1.2425584,0.51005423,1.2776785,1.1174935,1.059215,1.0302061,1.2467487,1.175683,0.3486315,1.0260471,0.43302834,0.84458274,0.71370023,1.1188171,1.4897392,0.0,1.2509947,1.0016042,0.88269216,0.66955924,0.9356215,0.81630397,1.1370836,1.0980356,1.0083115,1.3439511,1.4629345,1.3928093,1.2862158,1.1707956,1.3332465,0.7552355,1.4043885,1.1278896,1.1064776,0.8752526,1.0916637,1.0404953,1.0505424,0.95997,0.86328375,0.8547444,0.7660579,1.1247032,0.28571492,1.2344576,1.0874317,0.9006406,1.3960135,0.7715087,1.0823013,1.4742393,1.308258,1.3979201,1.2799513,1.0778912,0.6507161,0.6908921,0.8959948,0.8893923,1.4020293,1.4262289,1.2816145,1.4023877,1.1112351,1.2555722,0.96962756,1.1988461,1.1260873,1.1068559,0.5633599,1.2329838,0.7534302,0.8718797,0.8594966,0.9032158,0.9210545,0.9390457,0.6542268,0.9027592,0.43615472,1.5308464,1.3743117,1.1606209,0.768365,1.371493,1.3072556,0.74813807,0.8124712,0.38435084,1.3013976,1.4746536,0.7436146,0.8771177,1.2129943,0.7019855,0.602079,0.7873411,1.5136027,0.8187292
cup,1.3627703,0.7378465,0.5254846,1.3909665,1.0144929,0.5646452,0.7567026,0.78561175,1.2838879,1.178727,1.507007,0.66697335,1.4413729,1.2767737,0.6054595,1.3463929,1.297088,0.8484458,0.26679313,0.37852985,0.873564,0.9378276,0.42846394,0.52675647,1.1710382,0.88260996,1.2283236,1.0802531,0.9699841,1.2678756,1.2970755,1.3414733,0.9211433,0.48242176,1.2509947,0.0,1.2248719,0.9576214,1.259826,0.98220176,1.2134563,0.85055476,1.3406119,1.2384584,0.9513085,0.6059962,0.61459607,0.98499036,0.9890034,0.596941,1.2379127,0.71955985,0.86958,0.94372344,1.370865,0.9231194,1.2271781,0.9935076,1.2016132,1.3047247,1.2789335,1.3982999,1.0506307,1.1036237,0.7543024,0.75561273,1.0530244,0.67237276,1.2246574,1.3331134,0.5467622,0.5476733,0.7699445,0.876729,1.1076479,1.200427,1.379081,1.3467903,1.107889,0.5356748,0.4803763,0.8064853,0.6897749,0.9916548,0.77715284,1.0422086,0.90969175,0.6810118,0.5312526,1.1659937,0.6986342,1.155488,1.2706958,1.4173706,1.0573933,1.3187126,0.9600984,1.2344358,1.0868068,1.3400772,0.5069128,0.6867126,0.99934125,1.2914045,0.777524,0.45638537,0.83261585,1.481565,1.255141,0.42668355,0.7274438,1.3107162,1.1041883,0.66482985,0.8472242,0.99408865,0.80404365,0.6213813,1.1844448
dog,0.9133115,1.0350492,1.066916,0.9920047,1.0167279,1.1206214,1.2185073,1.0768219,1.1039157,0.7859496,0.6373587,1.0719913,0.7853779,0.81444657,1.0428468,0.64915055,1.076237,1.069659,1.1533828,1.1870408,1.1338571,1.0095268,1.1225625,1.1118735,0.9756038,1.0680043,0.40739572,0.9879751,1.2424359,0.983209,1.007093,0.63150215,1.0767637,1.1805391,1.0016042,1.2248719,0.0,0.7346231,0.99837846,1.2623007,0.89248836,0.97586834,0.7656162,0.95643216,1.0617564,1.1128898,1.0228812,1.0067295,1.1631979,0.96505654,1.0061338,1.027678,0.9493626,1.1251708,0.7056763,0.89349896,0.99321073,0.8911024,0.69686604,1.0541937,0.82753265,0.80916566,1.238809,1.0046794,1.1291,0.9563412,1.0273321,1.1727802,0.95430416,0.85468197,1.099185,1.0132905,0.81355166,0.98374796,1.1551126,1.0779757,0.7858884,0.9115362,1.1547871,1.1322653,1.105195,1.1064644,0.8471978,0.9123585,1.0740718,1.2256074,1.057213,0.93464476,1.0693941,1.0686599,0.8670796,1.0003486,1.1733531,0.8514556,1.0366744,0.93668115,1.0525295,1.0049262,1.2657733,1.0624422,1.062365,1.1262155,1.2539437,1.041563,1.201545,1.0318359,1.0932436,0.764801,0.96266925,1.2013475,1.0758203,1.1574683,1.1682726,0.987798,1.0482336,1.1137941,1.0557513,0.98968583,0.9228823
doll,1.0804069,0.85461414,0.9994778,1.1216106,1.0064996,1.0475383,1.126323,0.82371247,1.2900231,1.2672839,0.9939646,1.1539086,1.0691414,0.5513972,1.0043212,0.9755953,1.2032079,0.90377265,0.84591997,1.0406334,0.79678965,0.9296831,0.8970454,1.1109812,1.1603863,1.1925831,1.1507723,1.0022655,1.1138659,1.0709547,1.2533695,0.94306564,1.1684502,1.1061099,0.88269216,0.9576214,0.7346231,0.0,1.0718509,1.0430771,0.7430918,0.87035346,1.2688359,0.9644786,1.0155289,1.0573164,0.89588296,0.88962847,1.1185616,0.8412374,0.9696519,1.0292094,0.5813314,0.74842024,1.0789504,0.8648119,0.9055958,0.89912975,1.1176796,1.1481624,1.0486697,1.0506542,1.2088569,0.9929103,1.1848372,1.1053183,1.0243428,1.0866462,0.8564514,1.1039971,1.1178099,0.9299064,0.93627465,1.1006261,1.0834885,1.144855,0.5769708,1.0360086,1.0892984,0.9866451,0.99721795,1.0734872,0.9435418,1.1735028,0.97569746,1.2153157,0.94708294,0.8265327,0.85223794,1.145371,0.89681035,1.017602,1.1072017,1.1131549,0.74152505,0.94076157,0.8380215,1.1568155,1.2889694,0.94583875,0.98792434,0.76797396,1.1355255,0.94511235,1.0568361,1.0440166,0.73250544,1.0764854,1.0169649,0.98046625,0.91384125,1.0399252,0.9869755,0.9544995,0.56133205,0.92605174,0.89121747,1.0757221,1.1861868
door,0.9360365,1.1993976,1.4650657,0.8313561,1.1188505,1.3556153,1.2512975,1.1387211,0.45744157,1.0231156,0.71508026,1.3327429,0.77679276,0.89947456,1.3480304,0.89374024,0.83691454,1.1457844,1.31947,1.4090246,0.94039357,1.2370231,1.2801906,0.9177592,1.0620822,1.2270733,1.0270702,0.67158115,0.96497184,0.4150592,1.0000579,0.7771735,1.0737451,1.4478744,0.66955924,1.259826,0.99837846,1.0718509,0.0,0.6527064,0.8738621,1.1132356,1.0704163,0.9459695,1.2492881,1.337156,1.2812676,1.1830868,1.0995557,1.2425799,0.8344443,1.2891477,1.2779671,1.2007353,0.76142085,1.1479493,0.9606896,1.1840737,1.0289879,0.75212634,0.8727029,0.865862,1.1087512,0.59544104,0.89090556,1.043205,0.8197105,1.3392097,0.8998939,1.0120254,1.391479,1.2258226,1.2700546,1.1067983,1.1596768,0.35825074,0.9291912,0.8531077,0.7647225,1.293685,1.2924023,1.2038088,1.3401754,1.2335453,1.1404892,0.9322753,1.1052299,1.2199478,1.1399072,0.3012215,1.1421498,0.7840188,0.9127013,0.8045373,1.1355157,0.82655776,0.94160855,0.34129655,0.6897147,0.86137366,1.5043347,1.4015813,1.0707728,0.7549779,1.2000029,1.2717048,0.96447897,0.73184955,0.60547924,1.3870962,1.3342288,0.9587172,1.0370283,1.1844566,1.1963925,0.8699009,0.80624497,1.3840086,0.4332217
drawer,1.080946,0.9179281,1.1935323,1.0969784,1.011695,1.008922,1.1112624,0.8430182,0.69207144,1.2783003,1.1905283,1.0110865,1.1071653,1.2394854,1.1157421,1.2194668,1.0882254,0.83650935,1.0890472,0.948641,0.7391953,1.0537165,0.90377116,0.7104425,0.83744925,1.1491817,1.2839681,0.96219623,0.58938956,0.85952556,1.113495,1.0345181,0.86832607,1.015564,0.9356215,0.98220176,1.2623007,1.0430771,0.6527064,0.0,1.110203,1.119582,1.2701273,1.1730576,1.1507971,0.9889615,1.0158175,1.1038543,0.70869076,0.9486712,1.0086408,1.0776607,1.2056558,1.07567,1.1797572,1.0871336,1.1143074,1.2062039,1.2936618,0.72685665,1.1682847,1.2721349,0.5900957,0.8765309,0.75609624,0.98112434,1.027804,1.0793831,1.2433958,1.1666491,1.13248,0.9265286,1.0553375,1.021903,1.0297594,0.601991,1.2980828,1.1521757,0.6864683,0.8612114,1.0173389,1.061311,0.99148804,1.1198846,0.95494676,0.9332394,0.9047175,0.8647453,0.74292755,0.62115735,1.0535891,0.9444427,0.672621,1.270234,0.95042074,1.1652168,0.87099504,0.84417427,0.56895363,1.0045261,1.0767133,1.1483437,0.6375406,0.95011866,0.84313434,1.1050854,0.8806928,1.2321991,1.1283243,0.9048469,1.097298,1.0184889,0.9095236,0.96031,0.9890858,0.8878024,0.78670585,1.1414857,0.8831
dress,0.82940125,1.1336566,1.2333404,0.88528955,1.0662795,1.1995971,1.0877652,1.079603,0.92520726,1.0906949,0.78050876,1.2770746,0.94639707,0.30863535,1.2108442,0.8753387,0.90346986,0.9904987,1.2040185,1.2602277,0.89762163,1.116688,1.2396679,1.2176232,0.98457885,1.206349,1.0119001,1.0117317,1.071003,0.95370686,0.91618925,0.92686594,1.0315132,1.2738286,0.81630397,1.2134563,0.89248836,0.7430918,0.8738621,1.110203,0.0,1.1220427,1.0650809,0.6147958,1.1494861,1.1626871,1.1232393,1.1694984,1.1286561,1.1347766,0.8346074,1.1452962,1.1712363,0.9854447,0.68047327,1.141872,0.890979,0.9339139,1.0019569,0.99185705,0.93236727,1.0129954,1.1158733,0.9970572,1.158973,1.1479421,0.91077375,1.2140989,1.0104164,0.96214956,1.2023697,1.210973,1.1589134,1.0491898,1.0698316,0.976802,0.6033401,1.0216986,0.9701113,1.1956277,1.2036495,1.086946,1.219461,1.117143,1.1256872,0.96827173,1.0094267,1.1472578,1.1699352,0.90222657,1.0777,0.9438775,0.9708027,0.8215923,1.0568947,1.0081602,1.1592054,0.88517255,1.01842,0.87518656,1.3204811,1.2282469,1.0785989,0.82025445,1.2134539,1.1479514,0.9278942,0.8527315,0.8126118,1.2151141,1.2004087,0.9017577,1.0134382,1.1664329,0.88444686,0.8506336,1.112873,1.2818055,0.94190276
egg,1.0790498,0.8697792,0.77426183,1.0472318,0.99910444,0.9769959,0.8710092,1.0064607,1.1522493,1.0432346,1.2023042,1.0088303,1.168009,1.0045125,0.9529125,1.1898149,1.0935059,1.0683116,0.9243054,0.9343998,1.0779676,0.92453104,0.9000542,1.0861336,1.1398703,0.85059464,1.075658,1.0676054,1.0655216,1.1207771,1.1732966,1.1963353,1.1651484,0.93495697,1.1370836,0.85055476,0.97586834,0.87035346,1.1132356,1.119582,1.1220427,0.0,1.0900455,0.97786736,0.69304895,1.0281196,0.88201773,0.7323315,0.87911034,0.9505625,1.1365821,0.8103339,0.6232027,0.76631504,1.0994246,0.82729226,0.835018,0.72125286,0.94428825,1.0869412,1.161813,1.0596024,1.1212473,1.0343827,1.0248511,1.0957131,1.0901049,0.87214744,0.9143672,0.9856345,0.91736716,1.0661759,0.9252025,1.0416477,0.87135595,1.1496911,0.99805796,1.1547139,1.0803422,0.9689789,0.9452656,0.92277616,0.99793065,1.019505,0.96268475,1.1866702,0.9288106,0.9818898,0.95552707,1.1628383,0.9776284,1.1235063,1.2075455,1.0889845,0.9362592,1.0682786,0.8853607,1.1026673,1.2406155,1.1013259,0.814867,0.69614476,1.0011647,1.0487958,0.8385445,0.9577156,1.0388384,1.137879,1.080782,0.95777905,0.6896358,1.1284359,1.1036632,1.1247618,1.002534,1.1010417,1.0643992,0.7703792,1.1799142
elephant,0.8093873,1.017391,1.0903022,0.8494557,1.0432925,1.148673,1.0622748,1.3058329,0.77661455,0.3227415,0.663315,0.90249103,0.65510607,0.9549632,1.1054695,0.74476165,0.86821675,1.2169209,1.3081028,1.3203886,1.2540098,1.0765481,1.3777536,1.212212,0.73352295,1.0071057,0.3278708,1.1687863,1.2188781,0.9902893,0.5658653,0.8305913,0.91203934,1.1126149,1.0980356,1.3406119,0.7656162,1.2688359,1.0704163,1.2701273,1.0650809,1.0900455,0.0,0.9088182,0.8809677,1.1495345,1.253638,0.9915276,0.9200113,1.3190533,1.0085878,0.96465683,1.0470544,1.1616654,0.8098202,1.1058599,0.95699,0.9769627,0.67712855,0.969045,0.72394204,0.75441146,1.0365837,1.2071018,1.0014646,0.95773214,1.2150612,1.1312977,0.97967225,0.71820223,1.0149736,1.1424323,1.0113916,0.90194285,1.0895393,1.1371677,0.85203284,0.8163774,1.1060879,1.1991146,1.1024135,1.0709969,0.9930132,0.71939576,1.2327498,1.0941576,1.1884197,1.231965,1.3380854,1.1348625,1.2105036,1.0168142,1.0023476,0.723606,1.1311444,0.84634537,1.1988789,0.853361,1.0750523,0.95646703,1.0755786,1.0318168,0.9922341,1.1350223,0.9823862,1.1609353,1.3244792,0.75070524,1.0260004,1.2445685,1.0385715,0.90618896,1.0860534,1.1116748,1.3060054,1.2294289,1.2689613,1.0091139,0.8031916
face,0.89667946,1.1510272,1.0119221,0.8459684,1.0775437,1.1771846,1.0053397,1.1661401,1.0497154,0.9081173,0.9303027,1.0532825,1.017518,0.6361944,1.1195477,1.0325559,0.9619642,1.1353738,1.1954451,1.2211558,1.0950534,1.0577977,1.2980411,1.2301952,1.0210143,1.026246,0.9217807,1.0900217,1.1797826,0.96796167,0.9134452,0.9899628,1.0643543,1.1886582,1.0083115,1.2384584,0.95643216,0.9644786,0.9459695,1.1730576,0.6147958,0.97786736,0.9088182,0.0,0.80161214,1.1218253,1.0710362,0.90075576,1.187464,1.1764219,0.95891225,0.72598094,1.0987865,0.9420831,0.62181515,0.99397904,0.7406542,0.7030027,0.9382531,1.0336832,0.972811,0.9205534,1.1844054,1.0825658,1.1464181,1.1194569,1.0192604,1.0860112,0.99669677,0.66656625,0.97710794,1.2739432,0.97873425,0.72895277,0.9640908,1.0657668,0.8496889,0.9052794,1.0569671,1.2190584,1.1386211,1.1124917,1.2037861,0.96398693,1.1025726,1.0013682,1.036321,1.2250402,1.1976457,1.0232747,1.1320059,1.1289911,1.1080824,0.7604172,1.1196109,0.86877316,1.2521142,0.9731708,1.1276519,1.0316014,1.09661,1.0198429,1.1630545,0.92303634,1.1944592,1.1360343,1.1319826,0.83314645,0.931373,1.2076652,0.8801942,0.97591627,1.1717465,1.2672803,1.0715357,1.0753995,1.1988391,1.0017225,1.0049704
finger,1.185226,1.0742033,0.49721813,0.84533364,1.1346073,1.0245892,0.97064143,1.2892966,1.320318,0.8726336,1.273141,0.6210731,1.2063776,0.9742453,0.76302695,1.1973076,1.2434317,1.2404792,0.97896343,0.9951234,1.4095061,0.90852517,1.2135336,1.1656675,1.2541734,0.47016537,0.9507126,1.2880455,1.2617097,1.247014,1.1219227,1.2665079,0.92099816,0.69628555,1.3439511,0.9513085,1.0617564,1.0155289,1.2492881,1.1507971,1.1494861,0.69304895,0.8809677,0.80161214,0.0,0.8397453,0.8846173,0.1930865,1.0912851,1.1747787,1.3039197,0.44846964,0.7071224,0.6339855,1.0674728,0.78552043,0.4075107,0.83608973,0.95404166,1.1944728,1.0627781,0.8916131,0.9841209,1.2886198,1.0202202,0.92447126,1.2449422,0.8590497,0.99960196,0.8117399,0.5911203,0.9689229,0.67324245,0.5923602,0.7866192,1.3191859,0.96833485,0.87812674,1.2219198,0.9442868,0.8197975,0.9927954,1.0149485,0.7188723,0.8794513,1.2889566,1.0616287,1.2180804,1.2275239,1.3318813,1.1430933,1.2433343,1.3551769,0.908696,1.1600506,0.83194107,1.0190319,1.2647376,1.368953,1.3527547,0.5170257,0.4522816,1.1306134,1.1070294,0.7192301,0.947773,1.260309,1.0177549,1.2737226,1.0934985,0.15632498,1.1264641,1.1550335,1.0418446,1.2571344,1.3831549,1.3422372,0.5412123,1.2538341
fish,1.1997682,0.9297062,0.31214434,1.3559891,1.0176507,0.36427796,0.91197115,0.99279237,1.3821044,1.0724038,1.4447048,0.40663707,1.4440941,1.3136654,0.33876765,1.2876201,1.3568083,0.8341334,0.5544523,0.56305194,1.1415296,0.9435032,0.7377895,0.88466066,1.1451231,0.6225264,1.0294471,1.3613,0.8564778,1.3269525,1.2897738,1.3177665,0.8235806,0.2260536,1.4629345,0.6059962,1.1128898,1.0573164,1.337156,0.9889615,1.1626871,1.0281196,1.1495345,1.1218253,0.8397453,0.0,0.40222508,0.9368564,0.97194153,0.48854405,1.3472362,0.58745295,1.112003,0.95054555,1.3478305,1.0307668,1.2732556,0.9312121,1.1252127,1.3450294,1.2785958,1.4024518,0.9011073,1.3607733,0.7507015,0.8862166,1.2394834,0.6305572,1.40542,1.1532698,0.3106295,0.58999133,0.7240439,0.85515106,1.003076,1.3297315,1.3873608,1.3190982,1.0798225,0.3993209,0.37063342,0.8251186,0.4889874,0.7381525,0.6901871,1.042941,0.9387488,0.8580157,0.85381573,1.3269621,0.8308346,1.3150213,1.1943716,1.3742194,1.1017791,1.3283828,1.0781943,1.2934904,1.1408913,1.3838363,0.33193618,0.68934876,1.0152681,1.2411941,0.6510243,0.36119592,0.99552894,1.387499,1.4893632,0.5379549,0.66444844,1.3558608,1.0897266,0.73397756,0.9651736,1.2805607,1.048792,0.43489063,1.1599143
flower,1.1692106,0.9873711,0.34068072,1.3644669,0.95078355,0.52211183,0.8701724,0.9066484,1.4422088,1.1299143,1.4371539,0.6474503,1.4767766,1.1853976,0.43583024,1.2782644,1.419478,0.7559726,0.6184111,0.5332595,1.0218219,0.83700156,0.7034379,0.9287956,1.1269612,0.82435346,1.0745468,1.3083696,0.94281614,1.3307304,1.3594146,1.3020692,0.9137873,0.47130942,1.3928093,0.61459607,1.0228812,0.89588296,1.2812676,1.0158175,1.1232393,0.88201773,1.253638,1.0710362,0.8846173,0.40222508,0.0,0.9509101,1.0611694,0.35900784,1.2988636,0.6551436,1.0218852,0.8167579,1.267904,0.9718962,1.1865363,0.9432719,1.1797132,1.3415996,1.2967192,1.4220464,1.1823163,1.2114801,0.9081283,0.8989723,1.1068566,0.6869623,1.3657619,1.1228706,0.49826586,0.61842036,0.6452518,0.91111803,0.8903274,1.2165979,1.2863375,1.378311,1.0602152,0.5520126,0.52398026,0.74739254,0.5841642,0.8310739,0.5418226,1.0398607,0.7401933,0.7335852,0.7564745,1.1763917,0.62400305,1.3029734,1.2826486,1.3907874,1.0255265,1.3531601,1.0471072,1.3128601,1.220994,1.3688135,0.46743774,0.6860323,1.1564152,1.2958884,0.7969401,0.4816286,0.870763,1.4200987,1.4256645,0.65871674,0.6951064,1.3184577,1.2765678,0.7558993,0.8336389,1.1297207,0.95629644,0.53109425,1.2618515
foot,1.2173504,1.0749161,0.6993753,0.70429593,1.1760988,1.1676229,1.0898026,1.2088306,1.2644777,0.960212,1.25421,0.7006231,1.1457679,1.0138505,0.80286443,1.1173087,1.30223,1.2407649,1.0290883,0.99412686,1.3857658,0.9378272,1.137996,1.0645559,1.1997185,0.568353,1.0038693,1.1434307,1.2176261,1.1834986,1.2046177,1.1792958,0.92873347,0.86746705,1.2862158,0.98499036,1.0067295,0.88962847,1.1830868,1.1038543,1.1694984,0.7323315,0.9915276,0.90075576,0.1930865,0.9368564,0.9509101,0.0,1.1020737,1.1790895,1.2909377,0.58650243,0.62165904,0.7800747,1.0611956,0.69726807,0.41491842,0.9268543,0.9832878,1.1283464,0.9434418,0.8235676,0.8967449,1.1702783,1.0440404,0.8815411,1.1962276,0.92031014,0.9514057,0.870286,0.8455341,0.8481083,0.7251821,0.67755616,0.8593087,1.2287941,0.9348298,0.78896606,1.1538848,1.0350304,0.9397026,1.0202049,1.0049633,0.79192865,0.8661605,1.2646816,1.0495387,1.1284213,1.1439431,1.257799,1.0534903,1.1344341,1.2313284,0.84607166,0.9997418,0.77580017,0.8396431,1.2413243,1.2720029,1.381845,0.60957724,0.6001953,1.0891674,1.0826925,0.7998278,1.051261,1.2421571,0.96399957,1.2101219,1.1479474,0.17921829,1.1510514,1.1292055,0.8879439,1.2549493,1.3360964,1.2280179,0.68563867,1.2361351
