,apple,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,egg,face,finger,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hand,hat,knife,ladder,lamp,leg,melon,mitten,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shower,sink,slide,slipper,soap,sock,spoon,sprinkler,stroller,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
nail,1.0353285,1.1869243,1.1042904,1.0508178,1.1939871,1.3244642,1.3077277,0.6385961,1.3240886,1.340112,1.1704104,0.6846799,0.1910708,0.3300506,1.3046035,0.9786844,0.8719826,0.92586803,1.0022,0.7021157,0.8420108,0.88771504,0.9362555,1.3505654,0.9018151,1.1544017,1.0559034,1.2558821,1.1826572,0.31058866,1.3172148,0.1984359,1.0626442,1.1808875,1.2487423,1.331216,1.1964648,1.2284205,0.9007674,1.1795552,1.0935405,1.1725433,0.8648219,0.70681334,1.1697127,1.3310237,0.25748622,1.0689929,0.8449778,1.0415123,1.3374935,0.9847956,0.3701765,1.1892391,0.8382281,0.8722427,1.2611381,1.361887,0.0,0.82839465,0.7699121,0.7340472,0.59436226,0.97986704,1.2629385,1.2746954,1.1951256,0.4436103,1.2077379,0.9784386,0.5138125,0.9161258,0.99884945,1.1445944,1.1034583,1.2733266,0.9313289,1.3560096,1.3237655,1.1697614,1.1890838,1.1399276,0.4902922,1.3058572,0.5525478,0.29884362,1.2582564,0.57392985,0.9735245,1.1227798,1.4094241,0.799498,0.80672324,1.2192506,1.3422157,0.6659716,1.1758403,1.3918802,0.9932392,0.8232046,0.2714945,1.201557
napkin,1.0821004,1.2382402,1.09651,0.45510852,1.0120587,1.2650698,1.3281233,0.69217306,1.1784215,1.2871921,1.1235393,0.69186246,0.7769954,0.87612027,1.0353445,0.88192034,0.62047935,0.72188735,0.91961205,0.6353084,1.0235422,0.8787951,0.76304364,1.1378701,0.91543114,1.3473362,1.0507085,1.093306,0.81672907,0.698337,1.3928092,0.88544106,0.88156235,1.0548676,1.236728,1.289374,1.085773,1.2962816,1.0461445,1.1497707,0.9386157,1.3187466,0.94328576,0.6993991,0.630955,1.198121,0.69147146,0.7822069,0.93206745,1.1869884,1.2334948,1.1028576,0.77505076,1.1880229,0.9550196,0.8490935,0.9118389,1.21106,0.82839465,0.0,1.0756959,0.8995528,0.99420786,0.8825291,1.3264369,1.0922358,1.2043812,0.74913174,1.0848409,0.67121047,0.7043975,0.99682575,0.7570367,0.9662902,0.85433763,1.1268109,0.91350675,1.2891577,1.3085358,1.2788436,0.9352622,1.0927448,0.99966806,1.4677117,0.5711648,0.8796334,1.1352412,0.5971083,0.66371727,0.93508756,1.2532828,0.9076619,0.7733773,1.1397654,1.245714,0.24211931,1.1646212,1.2794268,1.0442193,0.59117687,0.8906925,1.0957093
necklace,1.0741485,1.138585,1.1417844,1.1444664,1.0157318,1.0806376,1.1913744,0.87979424,1.0763308,1.2260294,1.0617901,0.8574951,0.685681,0.8126594,1.0220011,0.9819084,0.9292362,1.0290147,0.9309551,0.7727209,0.8163067,0.90266985,1.0168817,1.1219848,0.89430076,1.1710095,0.9248838,1.0875797,1.0864551,0.71675545,1.2301233,0.71091443,1.0319295,1.0214635,1.1848859,1.174807,0.96059895,0.9854483,0.8322059,1.1066564,1.0640574,1.1250596,0.87839407,0.8552408,1.190691,1.1436032,0.6995457,1.0857067,0.9624803,0.98102,1.2208488,1.1461565,0.70976484,0.97101957,0.807758,0.78363234,1.2605765,1.1339829,0.7699121,1.0756959,0.0,0.9386065,0.81016195,0.96378946,1.026794,1.1476146,0.9425098,0.8598001,1.0650872,1.0263081,0.86530244,0.89980483,0.9429566,1.1273633,1.028712,1.0861043,0.90279764,1.2632788,1.2150126,1.0853882,1.111882,1.0858012,0.7476298,1.2267022,0.9355633,0.6889787,1.1597561,0.927154,1.0939428,1.0336742,1.1508133,1.0425507,1.099223,1.1124958,1.1057901,0.8950738,1.2590932,1.2552675,0.8449774,0.8977884,0.73050904,0.88476855
nose,1.0412086,0.9526082,0.85592616,0.99458814,1.1802351,1.2332708,1.2257946,0.8150103,1.2793404,1.1564995,1.1848891,0.9617686,0.7731061,0.7876518,1.2126156,0.8778156,0.9640156,0.95001656,1.0148607,0.88454705,0.91804665,1.0557522,0.9094279,1.3533962,0.552921,1.1046174,1.0480399,1.2912986,1.1358185,0.7771357,1.2360929,0.77813005,0.9927361,1.1710804,1.0107298,1.2098262,1.1428149,1.1992238,0.84900093,0.897865,0.8906889,0.97810894,1.0270432,0.89294124,1.0513629,1.2797642,0.7737359,0.9992712,0.59746337,1.0599611,1.1436542,1.0081302,0.79254746,1.1357943,0.9365524,0.85826135,1.1219136,1.1290442,0.7340472,0.8995528,0.9386065,0.0,0.8970222,1.0228456,1.1688781,1.1364694,1.1773921,0.7500919,0.9736957,1.0329096,0.90747726,0.87953335,1.098282,1.17265,1.1472278,1.258417,0.9060315,1.1395993,1.1796285,1.131202,1.0339768,1.1833558,0.92371726,1.1901696,0.7755182,0.88396394,1.0650083,0.92171025,0.8396366,0.9724511,1.2896321,0.5936836,0.8424062,1.162802,1.2920144,0.8470288,1.0356002,1.2428501,1.0155274,0.950256,0.81635356,1.1958746
orange,0.66547245,1.0875252,0.9929998,1.0160314,1.0934975,1.0236323,1.252965,0.75622714,1.3089426,1.1504587,1.1026337,0.8757986,0.6266228,0.634673,1.2150207,0.80983967,1.0027262,0.97859097,0.9816348,0.8754231,0.8765569,0.4990337,1.0919962,1.3550407,0.83491224,1.1580604,0.99305594,1.2095948,0.8633331,0.39330804,1.2869798,0.6026199,1.1541563,1.2011563,1.2478619,1.2948711,1.1399486,1.2386076,0.6229037,1.2075646,0.807764,1.024105,1.0691246,0.9076356,1.1241789,1.1358558,0.592709,1.0709465,0.6575234,1.1491716,1.0028572,1.0772088,0.70605254,1.2547874,0.9721497,0.9865249,1.0104442,1.1373847,0.59436226,0.99420786,0.81016195,0.8970222,0.0,1.0908692,1.2345352,1.2933444,1.1067634,0.7338551,0.8194252,0.7623817,0.8802013,1.0187064,0.780131,1.2646596,1.0231612,1.2666821,1.114979,1.2057679,1.240253,1.117926,1.17736,1.0703518,0.677261,1.2252424,0.82871264,0.42155433,1.0062594,0.7704541,1.0154959,1.1542397,1.3197181,0.87399215,0.8314527,0.825752,1.2244744,0.92479026,1.1015859,1.0644106,1.1736372,1.041421,0.6747731,1.253214
oven,1.2408313,1.2473997,1.1756752,1.0568092,0.67937815,1.0341898,1.0863495,0.86346257,0.5712876,1.3315302,1.0649469,0.6089325,0.88367784,0.8380574,0.7497584,1.0851433,0.7140081,0.482558,1.0211462,0.6389756,0.7321971,1.144878,0.9507822,0.7108048,0.90139323,1.0285268,1.0636402,0.5460698,1.1857551,0.9644313,0.96431357,0.8873794,1.0293422,1.0356609,1.2843146,1.0325861,0.8121877,1.1305931,1.0728958,1.274906,1.2243811,1.1919215,0.8125503,0.6670125,1.145896,1.1912055,0.9235651,1.0058231,1.140045,1.2217234,1.3773944,1.2779899,0.6590268,0.7578939,0.7465792,0.7563881,1.3282497,1.3633742,0.97986704,0.8825291,0.96378946,1.0228456,1.0908692,0.0,1.275389,1.1204393,0.98989123,0.8729394,1.1215173,0.9239907,0.85224295,0.8465884,0.90872276,0.80603576,0.83848095,0.671636,0.9594933,1.2456602,1.2472022,1.0929673,0.9872446,0.94191766,0.78700393,1.1447725,0.8515919,0.9706381,1.1461291,0.9607034,1.1366032,1.0363977,1.0773441,0.9844333,1.1889265,1.2918779,1.1339986,0.8381269,1.0948317,1.2304149,0.90930396,0.54313236,0.9231517,0.7758678
pajamas,1.1866237,0.9603236,1.1434927,1.0934372,1.0662465,0.8279094,0.600772,1.3020586,0.9454757,0.3135829,0.8287502,1.390712,1.2998781,1.34683,1.0862812,1.1093572,1.4298108,1.3616674,1.1732551,1.3849933,1.2175465,1.3325192,1.0915449,0.86981165,1.2745173,0.71920574,1.0894191,1.0068091,1.060515,1.4742472,0.71286803,1.297893,1.1173297,0.735165,0.45345354,0.7189069,1.0627904,0.49534655,1.2181785,0.6354321,1.101204,0.8836474,1.1146785,1.345057,0.90540516,0.74377334,1.3482955,1.065834,1.3259729,0.7285814,0.66404307,0.82333136,1.3363346,0.9570032,1.2841434,1.2499646,0.92135036,0.7629212,1.2629385,1.3264369,1.026794,1.1688781,1.2345352,1.275389,0.0,0.7372193,0.8860696,1.3995636,1.1219205,1.3561621,1.2619513,1.0791744,1.3032844,0.934301,1.1761713,0.8458576,1.1442875,0.41182554,0.69415087,0.44872385,0.9823344,0.9751992,1.2310039,0.5794044,1.3077257,1.1986569,0.94100034,1.3765088,1.2415595,0.92681754,0.56881446,1.1888775,1.1984756,1.0254189,0.9021546,1.3211792,0.8596673,0.754671,0.9093257,1.43978,1.2228955,1.0154284
pants,1.1122379,0.95220375,1.063234,1.2031544,1.0528694,0.8254645,0.7496954,1.1920414,0.7839638,0.8246157,0.9585133,1.1865678,1.2789481,1.3375251,0.74957395,1.1473566,0.97274315,1.090169,1.2148273,1.1003274,1.2745849,1.0893893,1.1602225,0.66993034,1.1991519,0.7497463,1.1820683,0.8977321,1.0856822,1.3354653,0.71722746,1.2980661,1.1103085,0.801575,0.8011553,0.55407214,0.8528316,0.67222595,1.2814734,0.87076414,0.9606641,1.0311828,1.2335007,1.2798743,1.1218182,0.75489414,1.2975003,0.8848047,1.3281376,0.8945864,0.7893023,0.86490846,1.3604681,0.9349716,1.2604908,0.9872028,0.8468028,0.759057,1.2746954,1.0922358,1.1476146,1.1364694,1.2933444,1.1204393,0.7372193,0.0,0.8956664,1.3124764,1.0047911,1.1024777,1.2525185,1.2737648,1.2761362,1.0725855,0.9770106,0.6853528,1.1665823,0.81610334,0.8219461,0.8044182,0.81098974,0.88480043,1.2235085,0.78646713,1.1313388,1.272792,0.783712,1.1646372,0.8944917,1.0377146,0.7172168,1.2224927,0.920043,0.9490604,0.7829801,1.0721388,1.0331802,0.9019814,1.1597894,1.0542175,1.3236034,0.8366014
paper,1.0246212,0.95869523,1.0580273,1.1160034,0.74400085,0.8921844,0.80523294,1.143795,0.80042344,0.9006231,0.8948724,0.64215976,1.1647005,1.0787061,0.74557805,1.1451837,1.188174,0.9044452,1.113053,1.1718907,1.1318172,1.139545,1.1535182,0.8413599,1.1988282,0.9182639,1.037926,0.89809215,1.137532,1.2350259,0.7753458,1.0976177,1.0695689,0.9899708,0.93842804,0.77842396,0.89215857,0.8785436,1.0990332,0.9083308,1.0462178,0.97637546,1.0643247,1.2456475,1.0703945,0.9184396,1.2262057,1.048402,1.1741737,0.9616258,0.9082736,1.0727291,1.0870918,0.8776648,1.0482318,1.08684,1.0615908,0.8663429,1.1951256,1.2043812,0.9425098,1.1773921,1.1067634,0.98989123,0.8860696,0.8956664,0.0,1.2220979,0.9235823,1.0877281,1.2373551,1.0020556,1.1526217,0.9463702,1.003064,0.800069,1.1488277,0.90483844,0.91382337,0.85519016,0.98717386,0.9793038,1.0237468,0.8111534,1.2536712,1.1252415,0.93710595,1.2884998,1.1888403,1.0850018,0.7483885,1.149861,1.1481637,0.98234993,0.9720236,1.1765628,1.0214092,0.95770335,0.917778,1.1847937,1.1666898,0.8589963
pen,1.0625548,1.2695698,1.0953525,1.0079342,1.1654929,1.2513063,1.4409537,0.50701517,1.3620071,1.386646,1.3068458,0.6121556,0.42492867,0.45500267,1.2591684,0.88497514,0.7075874,0.8852916,0.87496126,0.6884068,0.7423724,0.805464,0.817338,1.3621783,0.69724506,1.3333555,0.9252455,1.2107073,1.014005,0.31334853,1.4795828,0.47742027,1.0650373,1.1855468,1.3667305,1.4611928,1.2060399,1.3606739,0.93825704,1.2201928,0.88233435,1.2037256,0.98371667,0.48340505,1.1956713,1.4366474,0.3790769,0.85977924,0.6516041,1.1708351,1.2969799,1.0851444,0.47395563,1.2521267,0.86585605,0.7968461,1.1910148,1.3537668,0.4436103,0.74913174,0.8598001,0.7500919,0.7338551,0.8729394,1.3995636,1.3124764,1.2220979,0.0,0.94587445,0.8070651,0.50508165,0.9373833,0.8308456,1.0892868,0.94745976,1.43222,0.9167316,1.3721406,1.2829578,1.2846063,0.94151753,1.204462,0.65992165,1.3926847,0.36128706,0.5992303,1.1617292,0.42648816,0.7208064,1.0565746,1.4963546,0.86349237,0.6294157,1.1153141,1.2356416,0.63882285,1.2984624,1.4271364,1.0735542,0.7002664,0.40091002,1.2166837
pencil,0.8708632,0.9252766,0.8916558,1.0882131,0.908183,1.0074998,1.0249524,1.140396,1.002107,1.0406115,0.9490533,1.0072607,1.2111368,1.170006,0.9179342,0.9590732,0.9142,1.0423542,0.98178625,1.0962837,1.1252412,0.7460607,1.1698507,1.0871505,1.0191221,1.1422329,0.9874719,0.97553355,0.9131088,0.90944344,1.0127168,1.1886741,1.0881976,1.1258128,0.99947155,1.0092281,0.95701075,1.111511,0.99839187,1.0024531,0.6030253,0.96797174,1.0996777,1.0837336,1.0980477,1.0178828,1.1483451,0.9280142,0.8400519,1.1076635,0.6912862,1.0898905,1.1532773,1.1050127,1.1426227,0.97581375,0.81071335,0.7878298,1.2077379,1.0848409,1.0650872,0.9736957,0.8194252,1.1215173,1.1219205,1.0047911,0.9235823,0.94587445,0.0,0.97343165,1.1722251,1.166949,1.0525146,1.1119195,0.99054056,1.137397,1.0827562,0.9896396,0.75633466,0.98226887,0.8440944,1.1432362,1.2007693,0.9340448,1.0327768,1.1614635,0.85937303,1.0669513,0.8380923,1.0618104,1.0642304,1.075709,0.8372303,0.6680567,0.74877524,1.1155461,0.9383992,0.7906697,1.196848,1.0426981,1.2026166,1.1356634
pickle,0.49211293,1.1414385,0.98602766,0.8351949,1.0073745,1.0729655,1.3200462,0.64700717,1.1288319,1.2469444,1.1907716,0.7860116,0.9310008,0.92327857,0.95517474,0.90816367,0.792689,0.73157513,0.7181842,0.7331421,0.84167,0.4562813,0.9489207,1.0694845,0.9271921,1.2579618,0.96692175,1.0489666,0.6961627,0.60158956,1.3303164,0.98222893,1.051347,1.0650147,1.2683105,1.2948334,0.9938143,1.2809606,0.7332102,1.1420286,0.9136004,1.2174926,0.98063385,0.8376019,0.9711676,1.069021,0.8595768,0.9740491,0.6829544,1.1902397,1.1643846,1.1623425,0.90165585,1.1196399,1.0060694,0.80974114,0.9648662,1.1725898,0.9784386,0.67121047,1.0263081,1.0329096,0.7623817,0.9239907,1.3561621,1.1024777,1.0877281,0.8070651,0.97343165,0.0,0.8935136,0.9680245,0.640941,1.1506634,0.7281997,1.0886089,1.1201973,1.2613175,1.1978842,1.2484741,1.0401677,1.1665148,0.9807359,1.3380659,0.8274634,0.9201327,1.103664,0.7941552,0.84304667,0.9733023,1.2968142,1.0557227,0.77396554,1.0564804,1.0943375,0.74049985,1.2057511,1.0473651,1.0651027,0.7820923,1.0139223,1.0182195
pillow,1.1032225,1.2171576,1.1082553,0.9360912,1.0979418,1.2015731,1.4375787,0.7564954,1.2515229,1.2741187,1.1202948,0.70887876,0.5231353,0.59632957,1.3312247,0.7972954,0.80038846,0.8654974,0.85239357,0.7010468,0.6885433,0.9361416,0.7227104,1.1999764,0.92216057,1.3155894,0.9307109,1.0331227,0.9660001,0.54995,1.4982699,0.5354273,1.1266783,0.96494395,1.323159,1.461995,1.1752472,1.2857478,0.8252094,1.2255014,1.0206275,1.1891611,0.7680839,0.41559875,1.0672426,1.3696322,0.4548123,0.8278478,0.7579386,1.1209669,1.2895906,1.0998524,0.4700365,1.0664756,0.87302697,0.94748354,1.3148426,1.2891104,0.5138125,0.7043975,0.86530244,0.90747726,0.8802013,0.85224295,1.2619513,1.2525185,1.2373551,0.50508165,1.1722251,0.8935136,0.0,0.80132306,0.7462398,0.9708784,0.9613776,1.3012209,0.8894298,1.3304616,1.2127216,1.2252989,1.0570294,1.1522039,0.72059065,1.4415705,0.51460195,0.619758,1.2005491,0.5930254,0.9566749,0.9677379,1.4299836,0.7954514,0.8192262,1.2489275,1.2530792,0.56609404,1.2517444,1.3889415,0.94156754,0.7477042,0.55772,1.0108992
plant,1.0290933,1.1403898,1.0708241,0.7957665,0.9840158,1.2344007,1.1492659,1.075924,1.1199864,1.154378,1.0921208,0.95559806,0.9273101,0.95125365,1.3389298,0.82739747,1.0462232,0.9449355,0.9535352,0.97317195,0.77038574,1.1656816,0.7933117,1.0963118,0.8366696,1.1090763,0.8954779,1.0188658,1.0442092,0.95010436,1.1588838,0.90283936,0.8273141,0.92692375,1.1172282,1.1957784,1.190357,1.1027348,0.9047023,1.0870899,1.1304736,1.1240168,0.45315456,0.82232153,0.8709915,1.232113,0.9177457,0.9410974,0.98308355,0.9929687,1.2898493,1.3309811,0.73053014,0.95237416,0.720532,1.0214893,1.2815839,1.2334441,0.9161258,0.99682575,0.89980483,0.87953335,1.0187064,0.8465884,1.0791744,1.2737648,1.0020556,0.9373833,1.166949,0.9680245,0.80132306,0.0,1.0123874,0.7843185,1.0035279,1.1372664,0.73042077,1.144783,1.1620669,1.0830871,1.0882542,1.0208346,1.0401334,1.1668122,1.0103307,0.92656505,1.216912,1.0519713,1.1884805,0.8400278,1.1045939,0.9182006,1.1821957,1.2260094,1.2889997,1.049314,1.0466601,1.3267221,0.5595009,0.8837737,0.8600774,0.92566943
plate,0.7424152,1.1652634,0.98747027,0.725512,0.92628783,0.85301644,1.3417838,0.8243414,1.1210923,1.1858659,1.1435623,0.8137076,0.9573393,0.8174904,1.0876062,0.6223713,0.87016237,0.811675,0.8212482,0.87962717,0.84993416,0.7198186,0.77900946,1.1087662,0.8055731,1.3080084,0.91685677,1.0605832,0.60346246,0.76170623,1.3899821,0.93634766,1.0041094,0.99027264,1.2942138,1.3575469,1.008024,1.2634156,0.6277422,1.2588587,0.97107226,1.1180232,0.8842808,0.6510255,0.86408865,1.1901243,0.8419167,0.8451618,0.7677143,1.1497998,1.1206167,1.1243854,0.8083242,1.1099299,0.89134586,0.9913501,0.9383568,1.0402814,0.99884945,0.7570367,0.9429566,1.098282,0.780131,0.90872276,1.3032844,1.2761362,1.1526217,0.8308456,1.0525146,0.640941,0.7462398,1.0123874,0.0,1.0297807,0.80547345,1.2131016,0.9203712,1.256128,1.2850572,1.225368,1.1361231,1.0855317,0.7874641,1.3601463,0.8852521,0.88463366,1.1643797,0.68653524,0.9487835,0.9918051,1.2331626,0.8918523,0.93511736,0.9477183,1.0807928,0.8950229,1.1163467,0.8353704,1.1216776,0.8959508,1.02941,1.0212885
purse,1.2694341,0.98562473,0.9686796,0.80672765,0.7709363,1.0918218,0.91139895,1.1224633,0.9312246,1.0051842,0.92693913,0.89571583,1.1898731,1.1777282,0.9798293,1.0510738,1.1139429,0.79316515,0.938686,1.1043221,1.0266857,1.2198591,0.8249713,0.765221,1.0889497,1.0294455,1.1026634,0.74458665,1.2329427,1.2646158,0.96641964,1.1873488,0.7602239,0.89334476,0.9314517,1.0663463,0.99289125,0.96916896,1.1500666,1.0150422,1.2522658,1.1182773,0.7388067,0.8951543,0.7621161,1.1303341,1.1767099,0.8938374,1.2480052,1.023173,1.2260671,1.0125462,0.99763775,0.9848695,0.9413911,1.0579705,1.1662991,1.0478727,1.1445944,0.9662902,1.1273633,1.17265,1.2646596,0.80603576,0.934301,1.0725855,0.9463702,1.0892868,1.1119195,1.1506634,0.9708784,0.7843185,1.0297807,0.0,0.7117142,0.85473526,0.70068884,0.96543634,0.9462087,0.99751544,0.78580505,1.1026951,1.2444819,1.0433539,1.0207379,1.2031375,1.0433079,1.1928918,1.152531,0.7802677,0.7766286,0.94792587,1.2860894,1.1668391,1.0788623,1.0266074,0.67247087,1.0816429,0.791505,0.978779,1.0920672,0.97720003
radio,0.99358076,1.0835531,1.006264,0.9171326,0.8640102,1.1112528,1.1258765,0.8552371,0.8123323,1.1483967,1.1019982,0.7328999,1.1247506,1.0932372,0.7622674,0.890442,0.8365907,0.73347914,0.8566836,1.0243584,0.92752075,0.85455984,0.8345679,0.78601205,1.054426,1.1113082,1.1151179,0.77228665,1.0343506,1.0443825,1.1733725,1.1225913,0.98215985,0.86860055,1.0681883,1.1319308,0.839091,1.0233831,0.9155417,0.99927837,1.0524888,1.28143,0.8678232,0.9177213,0.9636639,1.2027278,1.0744387,0.8917288,1.0422827,0.96297264,1.0885532,1.0314432,1.0090259,1.0090462,1.085334,0.88236153,1.0632086,1.0697958,1.1034583,0.85433763,1.028712,1.1472278,1.0231612,0.83848095,1.1761713,0.9770106,1.003064,0.94745976,0.99054056,0.7281997,0.9613776,1.0035279,0.80547345,0.7117142,0.0,0.90595925,1.0527562,1.116404,1.1849,1.1428093,0.91081345,1.1433793,1.1216488,1.2432234,0.9732884,1.157442,1.1553836,0.98086625,0.989806,0.9230325,1.0037661,1.1666547,0.9598368,1.0805495,1.1836045,0.92350554,1.0713787,1.1152567,1.0529279,0.85344946,1.1135131,0.85897756
refrigerator,1.1945766,1.0213373,1.1282858,1.1775844,0.7458472,0.85548604,0.6221386,1.216711,0.49784392,0.92476404,0.83540726,1.0200518,1.2427783,1.2107472,0.63188064,1.303447,1.0005975,0.80346817,1.2269952,0.92652845,1.0946382,1.1945589,1.1668407,0.48112464,1.2563686,0.44159937,1.2298423,0.6093817,1.186976,1.4197335,0.46432567,1.2402194,1.006463,0.84709936,0.92208207,0.44515765,0.68582714,0.74598914,1.2319437,1.0209059,1.2697761,1.035912,1.1243922,1.3087358,1.1227065,0.7289454,1.3144792,1.1255441,1.3864666,0.9580333,1.111908,1.0804651,1.2082961,0.5974577,1.0179145,0.96816534,1.1571635,1.0184871,1.2733266,1.1268109,1.0861043,1.258417,1.2666821,0.671636,0.8458576,0.6853528,0.800069,1.43222,1.137397,1.0886089,1.3012209,1.1372664,1.2131016,0.85473526,0.90595925,0.0,1.1846449,0.89525694,0.89250284,0.792588,1.0804574,0.66899574,1.0559916,0.710792,1.3469855,1.2279305,1.0144377,1.2951131,1.1843486,1.0831143,0.64923865,1.2260747,1.2940395,1.1440971,0.78568774,1.1000088,1.0163335,0.95663494,1.0034785,0.9049315,1.3253222,0.6537058
rooster,1.2021636,1.0615702,0.9728984,0.816726,1.0694088,1.1232811,1.1375229,1.1389732,1.0975516,1.1843052,1.1123234,1.0126915,0.99428666,0.9979209,1.1602268,0.8261158,0.970824,0.95053834,1.027472,1.0286332,0.9325241,1.1419648,0.7785716,1.0858783,0.72504175,1.1782825,0.99729913,1.0215149,1.1558656,1.0054327,1.1442349,0.9985697,0.3305608,0.9837644,1.0784063,1.1822412,1.1537511,1.0541258,1.0031633,1.059957,1.039215,1.0563123,0.6834187,0.8900483,0.8749473,1.1746724,0.94779915,0.78267056,1.0852548,1.0810071,1.2352772,1.2002736,0.9195661,1.082211,0.69007754,1.0387046,1.1048996,1.1921611,0.9313289,0.91350675,0.90279764,0.9060315,1.114979,0.9594933,1.1442875,1.1665823,1.1488277,0.9167316,1.0827562,1.1201973,0.8894298,0.73042077,0.9203712,0.70068884,1.0527562,1.1846449,0.0,1.1698185,1.0491059,1.2097523,0.9998292,1.0572846,1.1112597,1.1942762,0.9581246,1.0139147,1.2383561,0.9672561,0.85631806,0.76417255,1.0968227,0.81819266,1.0528929,1.0485852,1.1155963,1.0037726,0.9112758,1.2394179,0.80508876,0.90107924,0.9232418,1.0451487
scarf,1.0541108,0.85334677,0.993622,1.050796,0.9669835,0.7737272,0.60916424,1.3176488,0.90038353,0.17765617,0.859257,1.3234051,1.3971975,1.3278726,0.9849289,1.2423135,1.378762,1.2704971,1.1283169,1.433547,1.2290432,1.25362,1.1468828,0.8720892,1.2484994,0.74906784,1.0783554,0.94063324,1.0374377,1.4855723,0.6877157,1.35323,1.0559283,0.8244968,0.33577168,0.7411305,1.0383536,0.7559999,1.2754147,0.54922724,1.0737239,0.85872865,1.2095672,1.3134406,0.8173435,0.6853163,1.4423571,1.1053725,1.2507913,0.91088593,0.5185562,0.7544593,1.4019556,1.002636,1.3018377,1.3366444,0.79161555,0.67470765,1.3560096,1.2891577,1.2632788,1.1395993,1.2057679,1.2456602,0.41182554,0.81610334,0.90483844,1.3721406,0.9896396,1.2613175,1.3304616,1.144783,1.256128,0.96543634,1.116404,0.89525694,1.1698185,0.0,0.60540545,0.8043283,1.0608246,1.0198171,1.268824,0.47790587,1.4008182,1.295501,0.90153074,1.3617315,1.1919312,0.988354,0.6101872,1.1618791,1.1717048,0.88167995,0.87019235,1.2968965,0.7162281,0.5515418,1.0514277,1.382023,1.3312304,1.0772927
scissors,0.97715485,0.76480186,0.895462,1.0659698,1.0975881,0.9382883,0.70972085,1.3622009,0.9251736,0.651857,0.8765211,1.3485539,1.3511648,1.3560544,1.0041463,1.1861253,1.2801294,1.3120335,1.124086,1.3616053,1.2379055,1.1730771,1.1570196,0.92181873,1.2597202,0.8276478,1.0312446,0.94664466,1.0449333,1.3664579,0.6577361,1.3204865,1.0601994,0.837175,0.6171316,0.7329569,1.1055542,0.7588592,1.1807785,0.7343366,0.89781916,0.84083325,1.2093745,1.341404,0.89600587,0.6694863,1.3851204,0.89913714,1.1566875,0.8613391,0.6314285,0.80228215,1.3809669,0.9798958,1.2507136,1.2210208,0.8224013,0.6770909,1.3237655,1.3085358,1.2150126,1.1796285,1.240253,1.2472022,0.69415087,0.8219461,0.91382337,1.2829578,0.75633466,1.1978842,1.2127216,1.1620669,1.2850572,0.9462087,1.1849,0.89250284,1.0491059,0.60540545,0.0,0.7819407,0.7731473,1.1026251,1.3310038,0.52617216,1.2739434,1.3318207,0.7532215,1.3461183,1.0755928,0.8203687,0.7683399,1.0967891,1.103492,0.83509934,0.47056496,1.3458395,0.6949772,0.70240396,1.0994155,1.3300502,1.2890253,1.0747007
shirt,1.0747925,0.9598263,1.0725176,1.1256472,1.050868,0.81299263,0.7390528,1.0771432,0.9063574,0.7729429,0.9290021,1.2430762,1.1925102,1.2130998,0.9710081,1.1523001,1.1961536,1.1683649,1.1754878,1.2165338,1.139287,1.2213486,1.1524299,0.87570465,1.2211438,0.7506131,1.0987043,1.0154072,1.0969982,1.3037796,0.7170546,1.1762258,1.1481436,0.9851519,0.7841844,0.7622739,0.9769566,0.5727286,1.1885172,0.8921341,1.0614009,0.8501278,1.130159,1.2678397,1.0378835,0.87408125,1.2505691,1.0413522,1.2615602,0.83711743,0.8612405,0.83967096,1.2268342,0.9479603,1.1393541,1.1308185,0.9952316,0.8371466,1.1697614,1.2788436,1.0853882,1.131202,1.117926,1.0929673,0.44872385,0.8044182,0.85519016,1.2846063,0.98226887,1.2484741,1.2252989,1.0830871,1.225368,0.99751544,1.1428093,0.792588,1.2097523,0.8043283,0.7819407,0.0,0.9082458,0.8721704,1.0789123,0.7112739,1.1514215,1.1558342,0.8255509,1.2479153,1.1940812,1.1100907,0.69930595,1.1306427,1.1333675,0.98118514,0.9341545,1.2685983,0.9888782,0.8783499,1.0108086,1.2371066,1.1897556,0.9849913
