,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,face,finger,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,nail,napkin,necklace,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
bucket,1.3267143,0.7437457,1.1417029,1.4851695,0.9406923,0.7049547,0.9066424,0.5534984,1.3526175,1.4642297,0.79290074,1.4462485,1.4367371,0.85029155,1.4995531,0.8134421,0.36985123,0.41184562,0.55818236,0.0,1.1382874,0.098707914,0.69149166,0.9012283,1.4353831,0.6173314,0.7546641,1.1742212,0.8466,0.9419075,1.4559817,1.0958444,0.514813,1.3135335,0.18956316,1.2097402,1.3717356,0.7770835,1.2180607,1.1656408,1.4301178,0.9727305,1.2968872,1.0331848,0.73070776,1.128597,1.2985082,1.1238424,1.1930407,0.76810026,0.8888774,0.9386219,1.4158154,1.3748925,0.6218891,1.0414648,1.1861835,1.2926655,1.325578,0.86952925,1.2427208,0.7353046,0.7080016,1.3596516,1.093308,0.6877488,1.054235,0.7008066,0.6477542,0.76688945,0.6128336,1.338402,1.283808,1.0280232,0.4728639,0.5321517,0.62922573,1.0367619,1.2808949,1.0707531,0.96988195,0.84682846,1.0028815,0.71356255,0.82922775,0.9787305,1.0599449,1.398031,0.8569464,1.3896569,1.2350872,1.1859528,0.6322322,1.1350554,1.157855,1.3167214,0.63701963,1.2870543,0.49667346,1.1051987,0.85655785,0.8462877,1.0717524,1.1590443,0.4781816,0.91144425,1.3651402,1.3775101,0.46471798,0.88586974,1.0237361,1.2896963,0.55545926,0.59977347,1.1181259,1.063154,0.516677,0.4704945,1.2476175
butterfly,0.8769536,1.1887197,0.8747137,1.017925,0.9145999,1.1180122,1.0731018,1.0980399,0.9421415,0.8948086,1.0448588,0.97011364,0.77027667,0.9407044,0.71656317,0.9265994,1.0400051,1.2283355,1.1630244,1.1382874,0.0,1.1547838,1.0130837,0.98742926,1.0670099,1.1541034,0.892086,0.968834,1.1028355,1.0481858,1.0675159,1.0350306,1.099886,0.9534463,1.154277,0.9390726,1.1463188,1.1541238,1.1393406,1.044855,0.97117126,0.9978262,1.0117357,1.1090605,0.97411454,0.95045656,0.96535486,0.50150555,0.8931146,1.224076,1.0642334,0.9689052,1.0306194,0.9439917,1.1753843,0.8929543,0.965778,0.84357446,0.9206654,0.95737267,1.0309101,1.0555476,1.1264294,0.9735731,1.0003875,1.0671754,1.028368,1.1683743,1.1132501,1.0567923,1.1977545,0.9541589,1.0633055,0.83531165,1.1511433,1.1306529,1.1846234,1.1131923,0.8241004,0.9898321,0.9718646,1.0325054,0.95090073,1.1380745,0.9691938,1.0975161,0.89698887,0.90125525,0.8937106,0.96313816,0.90434957,0.95126164,1.1238259,0.9349849,0.85066164,0.9789543,1.1632502,0.88227916,1.2513561,1.0446444,1.0397387,1.0231926,0.9266363,0.88889694,1.134666,1.056362,0.9643098,0.93816596,1.1511856,1.177257,1.058149,0.9447546,1.0702991,1.0825143,0.87938,1.1400669,1.2116064,1.1308105,1.0277581
can,1.2733991,0.71971923,1.1153965,1.4733652,1.0481683,0.69951487,0.94651926,0.51597035,1.4276006,1.4043554,0.6600032,1.4117956,1.4794654,0.8506367,1.5071906,0.8842453,0.53432083,0.41290176,0.6429327,0.098707914,1.1547838,0.0,0.6869067,0.8666492,1.3293986,0.68069017,0.73904777,1.218758,0.8493569,0.93779904,1.437887,1.0603862,0.4022143,1.3145909,0.23390281,1.2648537,1.430088,0.82072264,1.116958,1.1718643,1.4302227,0.9897841,1.2434416,0.98670954,0.66758806,1.1389694,1.2555165,1.1949629,1.2444465,0.6248811,0.953346,0.9515525,1.3516486,1.376317,0.57941085,1.0086741,1.192445,1.2812674,1.3810631,0.83224154,1.2597928,0.7202747,0.6876576,1.3519895,1.0965047,0.9822069,1.1235077,0.57327855,0.72748536,0.73488414,0.7055608,1.3508022,1.2979134,1.071547,0.3577674,0.39849758,0.51028085,1.017292,1.2516242,1.0528358,0.9953077,0.7305882,1.037731,0.6700965,0.82652164,1.0278413,1.08321,1.390666,0.8589139,1.3824033,1.3653275,1.1601936,0.7254972,1.0662541,1.3071046,1.3139801,0.6177914,1.247163,0.46963823,1.1883329,0.96343887,0.8784023,1.1121413,1.1317368,0.397169,1.0040919,1.354777,1.4238994,0.42880464,0.8601892,0.9876989,1.3023163,0.6090869,0.6976168,1.304937,1.011682,0.49742222,0.39990425,1.2055372
car,1.1469303,0.7495665,1.1815355,1.3898748,0.8607227,0.8798778,0.96526086,0.65301347,1.2743185,1.3172671,0.7268815,1.2369506,1.1821941,0.8735421,1.2911706,0.80320823,0.89301735,0.614928,0.85167754,0.69149166,1.0130837,0.6869067,0.0,1.0061066,1.1211965,0.79203075,0.8841202,1.1429727,1.1095212,1.0234147,1.2670977,1.0825176,0.63145965,1.2147907,0.6253201,1.2479467,1.1891614,0.79811305,1.1965476,1.1940076,1.2446594,0.7607714,1.209363,1.007954,0.64284116,0.97622806,1.2560782,0.89111924,1.0010487,0.7788383,0.96019316,0.9605819,1.1749972,1.244938,0.6017991,1.0192804,1.1025361,1.1830338,1.1329086,0.9677508,1.1842725,0.8726053,0.78533304,1.177417,1.0259798,1.0921108,1.0400417,0.82475764,0.78635234,0.88151765,0.8270298,1.1389475,1.0693555,1.0083573,0.6266595,0.67155325,0.679632,0.9679289,1.2019377,0.92337394,0.9050234,0.8831339,1.1327026,0.79939264,0.93662816,1.0756464,0.80989456,1.2777035,0.8044887,1.3166783,1.0499462,0.9887793,0.7775605,1.0255731,1.2005028,1.3197411,0.73776186,1.2637782,0.7467231,1.1430753,1.1229882,0.9915875,1.0252422,0.9232769,0.74867994,1.080891,1.2136531,1.3222554,0.72127587,1.0446899,1.0609701,1.0693791,0.73443687,0.63368493,1.1610886,0.8536632,0.83611786,0.6502065,0.9810677
carrot,1.0938605,0.8294266,1.0914245,1.26723,0.78923744,0.5705075,0.7878938,0.7828054,1.3391277,1.2091813,0.90253735,1.3410449,1.2226473,1.0758896,1.2531929,1.161976,0.96065986,0.64553005,1.1826459,0.9012283,0.98742926,0.8666492,1.0061066,0.0,1.1491449,1.0524433,0.8742679,1.1983329,0.83881366,0.75365514,1.3488599,0.733129,0.64166415,1.3265407,0.8410536,0.9150999,1.156414,0.88241976,1.3379534,1.2365105,1.2780018,1.1427448,1.029868,0.5860226,0.7357887,1.303199,0.9702789,0.9651078,1.2456939,0.69074434,1.0587306,0.703613,1.1463797,1.0341823,0.6744419,0.95314366,1.0052344,1.0580475,1.2657983,0.8564469,1.2922759,0.91435826,0.68274516,1.2263031,0.8607984,1.0934451,1.0413631,0.64152324,0.8640753,0.66592085,1.1544328,1.2990483,1.3100774,1.1358936,0.67919904,0.7453529,0.84869564,1.107998,1.2124174,1.25948,0.9045785,0.8906943,0.9383358,0.8957296,1.0083579,1.2265707,1.1563778,1.1290201,0.86474097,0.9839973,1.1091087,1.2648972,1.0589714,1.0591834,1.2418387,1.1741344,0.55174863,1.1423271,0.69463134,1.1555967,1.0489085,0.6876574,0.9069794,0.9652933,0.45026088,1.2288218,1.1288679,1.3732735,0.8201134,0.5462532,0.7113081,1.0792826,0.8402091,0.9351454,1.2917534,1.1447179,0.98042697,0.8146084,1.3340361
cat,0.7875439,1.0124321,1.033962,0.7356476,1.1038066,1.2180514,1.0837018,1.2773664,0.69191253,0.62910587,1.0309076,0.6758076,0.72861284,1.0537094,0.6745028,1.3056207,1.2398112,1.3547051,1.1668755,1.4353831,1.0670099,1.3293986,1.1211965,1.1491449,0.0,1.1828406,1.0849631,0.9827554,1.0447397,1.1147001,0.7514465,1.0403049,1.2885144,0.7717944,1.3417536,0.9123008,0.6010199,1.0325856,0.79448617,1.0364711,0.75885093,1.0000407,0.96672064,1.0245585,1.2106243,1.0404589,0.7212655,1.1169055,0.69748384,0.9409186,1.1277242,1.2895234,0.5994566,0.8883763,1.2153136,0.8535717,1.1600031,0.67315483,0.91586554,0.944538,0.78820455,1.1920614,1.1357629,0.7444654,1.171886,1.2159922,1.084121,1.0715501,1.3236959,1.1724689,1.2185239,0.77522236,0.8085048,1.1803832,1.2493573,1.2186077,1.1217514,0.94954777,0.7293444,0.9931283,1.2360345,1.0944271,1.0550234,1.0229639,1.2668408,1.0396092,1.0552905,0.7666276,1.1428819,0.8220592,0.9596214,0.94818985,1.1998425,0.6181173,1.0637506,0.872589,1.1839652,0.74807054,1.2567413,0.994843,1.22176,1.1373411,1.0981183,0.84342253,1.2810256,1.2070757,0.655145,0.7997945,1.1538467,1.1225948,1.0805926,0.84725153,1.3183483,1.3101802,0.9926427,0.76174325,1.1779413,1.1893953,0.72221494
chair,1.1247805,0.8272165,1.0616721,1.2344455,1.1158234,1.019615,1.1080245,0.6503196,0.83977115,0.950562,0.89749396,0.7186019,1.2438899,1.1498301,1.1296908,0.84401107,0.99914134,0.7445532,0.74500346,0.6173314,1.1541034,0.68069017,0.79203075,1.0524433,1.1828406,0.0,1.0414951,1.0801306,1.0467528,1.2299478,0.8832889,1.1832266,0.8713884,0.93622196,0.80159545,1.1771889,1.2133037,1.0131358,0.9014915,0.693349,1.1215237,1.0692492,1.2018834,0.9954719,0.7711718,0.9900786,1.0662458,1.118178,1.0797297,0.9971236,0.9003985,1.0620304,1.325691,1.2331436,0.96148705,0.9104059,1.0214399,1.0947431,1.0014045,0.82490885,0.795385,0.93326277,0.87181854,1.1527613,1.068759,0.97169757,0.9714456,1.1060969,0.6869392,1.1267866,0.54573566,1.1620184,1.01613,0.9509217,0.88193715,0.89269656,0.84029186,0.7820262,1.1050563,1.0237305,0.9915677,0.87330663,1.136441,0.83211255,0.93471646,0.93855184,1.1577675,1.157885,0.99976563,1.1318207,1.0852755,1.1200693,0.8350643,1.0021554,1.0159031,0.8645791,0.9248291,1.0349448,0.96099627,0.99420136,1.1238762,1.0191474,1.1315039,0.763685,0.9368908,0.8874958,1.0681919,0.9867303,0.835853,1.0365092,1.208975,1.137985,0.73480046,0.9300175,1.0230906,0.9051157,0.7472495,0.8572743,0.9463511
clock,1.0765945,1.0687118,1.1004204,1.1986344,0.98304486,0.8946755,0.62298834,0.8692774,1.1915643,1.1802225,0.98716366,1.2690504,1.1643744,0.78266895,1.1583445,1.0123695,0.8134744,0.7772423,0.9041345,0.7546641,0.892086,0.73904777,0.8841202,0.8742679,1.0849631,1.0414951,0.0,1.1424022,0.8469179,0.97281593,1.2820175,0.9155675,0.83660597,1.1904895,0.76913285,1.0275365,1.1116172,0.98433435,1.2084376,1.1195664,1.2024014,0.9711492,1.0774715,1.0760077,0.9847653,1.2004215,1.1314723,0.8409537,1.0574625,0.88709843,1.0819046,1.0059414,1.0988189,1.0895213,0.8792445,1.003847,1.2016389,0.78573155,1.2091324,0.87493455,1.2036965,0.85253215,0.98855984,1.1014401,0.9303645,1.0464479,1.1189866,0.88376576,1.1297855,0.87254274,0.9654539,1.2308311,1.1658511,1.0259242,0.7722976,0.80149865,0.8179995,1.2391028,1.1321416,1.2000802,0.84453535,0.9143244,0.9119713,0.94369274,0.82020205,1.1233802,1.0154715,1.1926775,0.8015965,1.2231703,1.1532407,1.0926704,0.77344465,0.9335925,1.0679034,1.1725651,0.8988743,1.1874487,0.6267811,1.116058,0.918126,0.84263116,0.932454,0.95582473,0.7525346,1.1608777,1.1526042,1.1623125,0.71284145,1.0360875,0.9704765,1.0808709,1.0474992,0.8635244,1.0547571,1.131516,1.0304251,0.83785415,1.2273078
closet,1.0893375,1.0809829,0.91961646,0.77393484,1.0167106,1.1554142,1.1682932,1.2138307,0.83800066,0.97798884,1.2416383,0.83558106,0.850554,1.0270872,0.85833603,0.9756368,1.0378923,1.2649635,0.8858856,1.1742212,0.968834,1.218758,1.1429727,1.1983329,0.9827554,1.0801306,1.1424022,0.0,0.9870197,1.1067812,0.7663015,1.1888571,1.3676839,0.7654879,1.1931404,0.96417606,0.8802117,0.9583282,0.7593534,0.79450697,0.7684515,1.0314786,0.9152805,1.1760756,1.287111,0.7381573,0.887191,0.9321629,0.7732181,1.3162874,1.1188467,1.1632086,0.8968763,0.9727975,1.2139394,1.1891029,1.0123391,1.1333604,0.79656017,1.2243967,0.80657184,1.061736,1.2572777,0.8765197,1.0120385,0.8704759,1.0585638,1.236582,1.1214322,1.04583,0.9130834,0.77978605,0.89717054,0.938989,1.3324336,1.3043573,1.2415528,1.0241152,0.8754408,0.76163566,1.1283531,1.1583697,0.9161289,1.1368101,0.9933754,0.69937605,0.93032277,0.9222641,1.2160525,0.9932697,0.94205004,0.9556174,1.1273978,1.0165927,0.89340514,0.9307515,1.3129523,1.0174074,1.2286935,0.95232815,1.0106514,1.1774166,1.043041,1.1302141,1.2027389,0.7227896,0.9586141,0.6571595,1.2437416,1.2102962,1.1694487,0.97787493,1.1505673,1.0263082,0.8170074,0.908085,1.0228949,1.2632039,0.7542656
coffee,1.2424552,0.81100357,0.9671151,1.1597409,0.8802329,0.76597524,0.9774658,0.9776926,1.2089229,1.2087516,1.114244,1.2688541,1.2728366,1.0746735,1.2603095,1.0390761,0.9025782,0.82050455,0.9158078,0.8466,1.1028355,0.8493569,1.1095212,0.83881366,1.0447397,1.0467528,0.8469179,0.9870197,0.0,0.8053671,1.2497532,0.85135263,0.9098448,1.2382855,0.79732955,1.0767165,1.0586244,0.942303,0.9767851,1.1145042,1.2803164,0.94892645,1.122414,0.9650114,1.0185275,1.1464375,1.1370339,1.0853801,1.0384692,0.8082551,1.064823,0.96185863,1.005812,1.1109414,0.9642697,1.1442999,1.2119305,1.2004056,1.2309614,0.8933506,1.2489702,0.8073925,0.984704,1.1944948,0.78928536,0.9374089,1.0364722,0.86078185,1.0142709,0.9607848,1.0153806,1.1559609,1.2140236,1.1010795,0.86200607,0.82873607,0.8651885,0.9636198,1.1942949,0.9736111,1.0012565,0.90491855,0.5813744,0.9421076,0.8414135,1.0372536,0.9155369,1.1029274,0.9160653,1.344057,1.1885579,0.97668695,0.8097812,1.083898,1.0233094,1.164928,0.8959044,1.1668179,0.8488259,1.0144678,0.39166462,0.9250016,1.1086785,1.1607153,0.7783767,1.0399293,1.2938626,1.1960014,0.8507824,0.844206,0.9683575,1.1357156,0.90250486,0.98927367,1.1684324,1.0186136,0.81280655,0.9571646,1.0985107
cookie,1.086838,0.95458645,0.89236087,1.2019005,0.98184186,0.8640349,0.9540273,1.023365,1.2564049,1.1825125,1.1015662,1.3083713,1.250548,0.9310635,1.2240672,0.99659586,1.0211625,0.92641306,1.0220487,0.9419075,1.0481858,0.93779904,1.0234147,0.75365514,1.1147001,1.2299478,0.97281593,1.1067812,0.8053671,0.0,1.2751846,0.26229334,0.8821761,1.211019,0.8375919,0.9090107,0.8246417,1.0020131,1.1164619,1.1983975,1.265132,0.8733332,1.105684,1.0226169,0.7609277,1.226675,1.0878372,0.8804332,1.0459968,0.97462296,0.9612025,0.8243288,1.1406536,1.0735052,1.0092894,1.1774054,0.9751388,1.2646334,1.2235714,0.9981011,1.3033493,0.8456361,1.0578547,1.07819,0.81736815,1.0599127,0.8798113,0.96531147,0.87912804,0.958835,1.0988135,1.1732173,1.1556591,1.0697296,0.8604507,0.8575908,0.9399734,1.0693432,1.1889473,1.0381731,0.843709,1.0762749,0.7302731,1.0086988,0.8975953,1.1625062,0.7667582,1.2072759,0.83823925,1.1912513,1.1505376,0.8404207,0.9567516,1.1894441,1.0808259,1.1920232,0.8187706,1.167627,0.7716112,1.001339,0.761104,0.8351151,0.86956066,1.1148764,0.84865755,0.9562162,1.2777008,1.1989832,0.92569363,0.87558395,1.0124098,1.0459213,0.775415,0.89501095,1.1926284,1.1308923,0.85250103,0.9467662,1.1643128
couch,0.7658341,1.3461125,0.8454058,0.48106635,1.2607281,1.3700467,1.1927199,1.3761799,0.44134516,0.32956362,1.2170534,0.22656703,0.6294955,1.1556826,0.35648483,1.0283893,1.3107139,1.5324051,1.1401498,1.4559817,1.0675159,1.437887,1.2670977,1.3488599,0.7514465,0.8832889,1.2820175,0.7663015,1.2497532,1.2751846,0.0,1.2050918,1.5526525,0.5491496,1.5127155,0.89052135,0.81672585,1.2329229,0.6008939,0.6464898,0.5814487,1.1480455,0.6752772,1.2082682,1.3997412,0.805563,0.8209275,1.1737046,0.83469987,1.4443816,1.0307182,1.2816132,0.82268643,0.82277584,1.4641846,1.0162585,0.8501995,0.81637686,0.65927553,1.2581202,0.5564445,1.284431,1.3210564,0.5210391,1.0803633,1.0127465,0.8967025,1.3626966,1.2885041,1.4082639,1.0554668,0.6455942,0.73584396,0.8829854,1.5488329,1.4904602,1.3653028,0.5026384,0.6986369,0.84103304,1.1647421,1.2207553,1.1226301,1.2262639,1.2322997,0.8396028,1.0994796,0.61907685,1.3898203,0.6230886,0.88727343,0.9353798,1.2131819,0.93566346,0.79417855,0.57040775,1.5332966,0.6867195,1.4565864,0.90866876,1.1116095,1.3437026,1.0761772,1.0373682,1.4560853,0.9217579,0.5879664,0.4075014,1.400912,1.3050822,1.2149179,0.97478867,1.355056,1.2973385,0.68861926,0.8974967,1.2968827,1.4748241,0.58896595
cracker,0.9260995,0.92952424,0.95657897,1.0912617,1.055743,1.0038666,0.8682128,0.98460835,1.1094236,1.0421256,0.9892986,1.1608558,1.1706674,1.1001253,1.1274999,1.0510856,1.1195804,0.9313257,1.1825331,1.0958444,1.0350306,1.0603862,1.0825176,0.733129,1.0403049,1.1832266,0.9155675,1.1888571,0.85135263,0.26229334,1.2050918,0.0,0.91075504,1.1813467,1.0457646,0.7936549,0.8559179,1.193502,1.099464,1.0579035,1.1306111,1.0935119,1.0337877,0.91100466,0.752134,1.2510589,0.8981996,0.8988827,1.0349996,0.9281523,1.0594982,0.8313074,1.0172501,1.0188377,1.0073957,0.9723942,0.97123814,1.0784117,1.1148517,0.9310798,1.2056158,1.0070536,0.92158663,1.0720729,0.80577934,1.1077896,0.9590568,1.0127538,0.9560777,1.0081317,1.1641841,1.1260304,1.0971072,1.0192215,0.9284991,0.9011754,0.91948223,1.12605,1.1470646,1.1556385,0.7991981,0.81492037,0.8164811,1.0839608,0.92921543,1.1615092,1.0160108,1.0936433,0.9258073,1.033478,1.0477155,0.86249995,1.1536413,1.0994138,1.0004798,1.1378683,0.8501916,1.1223012,0.7728301,0.9501477,0.8799909,0.8921697,0.95593584,0.9019904,0.9503231,1.2253357,1.1267426,1.1552564,1.0293334,0.8720203,0.99189603,0.9884322,0.9212082,1.1453499,1.1834865,1.0755255,1.08023,1.1088612,1.2020913
crayon,1.1749101,0.5110669,1.2448335,1.5203176,0.9644342,0.6184304,0.87361,0.48570442,1.5583394,1.4557713,0.37210912,1.5012281,1.505466,0.9501506,1.5607567,0.99901336,0.6854364,0.242666,0.9820602,0.514813,1.099886,0.4022143,0.63145965,0.64166415,1.2885144,0.8713884,0.83660597,1.3676839,0.9098448,0.8821761,1.5526525,0.91075504,0.0,1.4929885,0.37960577,1.2260305,1.3950851,0.88068295,1.3181081,1.2773997,1.5389967,1.0015733,1.2846546,0.63052106,0.3377599,1.2501744,1.2244341,1.0954419,1.3712999,0.2881654,1.0939577,0.6882689,1.3480161,1.2683784,0.32942736,0.97705775,1.1592654,1.3120912,1.4289746,0.6141533,1.3950979,0.68274754,0.53385705,1.4048932,1.1244904,1.2321105,1.2921844,0.2902975,0.6763914,0.52329,0.9190543,1.4543252,1.3574517,1.1951503,0.08234793,0.10826641,0.42193627,1.1289259,1.3234166,1.1850829,0.91613185,0.66710055,1.1350231,0.68522793,0.7616539,1.3082839,1.119699,1.3796692,0.6064473,1.3171774,1.2493584,1.1995044,0.8299756,1.1496983,1.3710707,1.3792073,0.30809528,1.2628216,0.41999686,1.2205284,1.0944382,0.6796317,0.9690516,0.85164034,0.34083962,1.1630929,1.3873367,1.5609512,0.5086086,0.63551724,0.769645,1.0726038,0.6308314,0.7353579,1.4434369,1.090837,0.58318925,0.3447008,1.3414247
crib,0.88719606,1.3424602,0.88319427,0.60595024,1.2042551,1.3655529,1.197916,1.1000564,0.44508803,0.5496087,1.1993229,0.47329813,0.6497642,1.0318818,0.5423479,0.85288936,1.2269752,1.4643798,0.84113264,1.3135335,0.9534463,1.3145909,1.2147907,1.3265407,0.7717944,0.93622196,1.1904895,0.7654879,1.2382855,1.211019,0.5491496,1.1813467,1.4929885,0.0,1.3599439,0.875926,0.89586246,1.235275,0.695951,0.72225654,0.73115087,1.0529146,0.9293227,1.3985608,1.4642632,0.8581077,0.525067,1.1437669,0.8651001,1.416831,1.181391,1.323324,0.85814923,0.93557423,1.4616011,1.0859907,0.90174955,0.8319299,0.8695962,1.1102242,0.4925778,1.1365783,1.3161929,0.7137812,1.0512308,1.0520564,1.0908297,1.3772829,1.2454902,1.4090238,0.90120715,0.71124434,0.8792104,0.7603308,1.4938593,1.4078093,1.2915578,1.0348306,0.71746826,0.86423016,1.0735866,1.1957861,1.1808974,1.3686118,1.1399926,0.8567181,1.0365058,0.7471724,1.2500353,0.9302909,0.9532722,0.9331423,1.0694989,0.7589998,0.63717425,0.48133337,1.5119566,0.7497598,1.4610661,0.85252357,1.0830078,1.0941743,1.1101861,1.087882,1.4769462,0.7939081,0.87489736,0.40586257,1.3010173,1.472433,1.2075485,0.87708765,1.2657466,1.172444,0.5323718,0.9380567,1.1575637,1.4213814,0.53018594
cup,1.3121119,0.6945933,1.1541792,1.4787223,0.9664383,0.69784343,0.90367454,0.52068865,1.4516938,1.4844944,0.72497404,1.5448438,1.445913,0.84323657,1.5411646,0.84944785,0.4287182,0.3152401,0.5987386,0.18956316,1.154277,0.23390281,0.6253201,0.8410536,1.3417536,0.80159545,0.76913285,1.1931404,0.79732955,0.8375919,1.5127155,1.0457646,0.37960577,1.3599439,0.0,1.2050848,1.3228879,0.739962,1.2429467,1.3831887,1.4669094,0.8400775,1.3161678,1.0133276,0.68025744,1.1494755,1.3407567,1.1428382,1.200342,0.5813407,1.0074546,0.91634095,1.3689826,1.4112525,0.5198362,1.148844,1.2371552,1.341272,1.4529055,0.90731776,1.4104902,0.63768584,0.74713516,1.3763572,1.0860204,0.9534373,1.1814247,0.48476344,0.72508025,0.7059089,0.722813,1.3311915,1.326663,1.1076273,0.33007586,0.39183766,0.5417032,1.0490987,1.3126595,1.0329231,0.87849236,0.8692718,0.9880302,0.74095917,0.7928182,1.0700042,0.94227743,1.4431405,0.8080908,1.4554684,1.3238782,1.140882,0.5909065,1.1526613,1.2190028,1.346037,0.54743594,1.315338,0.4657516,1.15923,0.8237276,0.8195308,1.0399729,1.2002442,0.35478008,0.92427534,1.4403036,1.3938684,0.398991,0.8882092,1.0372877,1.3000917,0.611057,0.550386,1.160457,1.0174054,0.5488698,0.40355676,1.2276921
dish,0.81418085,1.2641363,0.85238695,0.8023993,1.0095875,1.1032474,0.92796785,1.2348367,0.7824833,0.7476644,1.1432182,0.94675404,0.8103969,1.1295904,0.855439,1.006964,1.0441277,1.1683643,1.2078615,1.2097402,0.9390726,1.2648537,1.2479467,0.9150999,0.9123008,1.1771889,1.0275365,0.96417606,1.0767165,0.9090107,0.89052135,0.7936549,1.2260305,0.875926,1.2050848,0.0,0.9130239,1.1622038,1.1113724,1.0353868,0.92652214,1.0915092,0.9352573,1.0824898,1.2636766,1.1134932,0.8191061,1.0132828,0.95815456,1.2463748,1.0674576,0.9908974,0.9602983,0.932412,1.183521,0.9249194,0.9091701,0.8579054,1.0171531,1.0566257,1.0334432,1.1373231,1.2099239,0.994568,0.83460546,1.0067357,0.96089834,1.0952144,1.271697,1.1943105,1.0510731,0.9755661,1.0785556,0.878878,1.2523258,1.2316885,1.1817917,1.169613,0.8431227,1.135354,0.5693998,1.1910276,1.1007048,1.2769511,1.03183,1.1255054,1.1191194,0.89890766,1.125913,0.8707005,1.0449365,1.117118,1.0932138,1.0571777,0.45706546,0.73277456,1.2416074,0.732995,1.1342142,1.0782439,0.88957465,0.96307683,1.0405353,1.1117624,1.1170853,1.1437349,0.90602547,0.7490117,1.1127343,1.1683868,0.99620765,0.9951077,1.2673913,1.1178789,0.7008995,1.1107316,1.2367954,1.2439294,0.9972263
dog,0.83890796,1.0659801,1.045349,0.75198483,0.9421906,1.2182658,1.03848,1.3633533,0.9326148,0.8531747,1.353868,0.8747158,0.7275357,0.9675737,0.7264812,1.1406718,1.2501656,1.3458837,1.1345145,1.3717356,1.1463188,1.430088,1.1891614,1.156414,0.6010199,1.2133037,1.1116172,0.8802117,1.0586244,0.8246417,0.81672585,0.8559179,1.3950851,0.89586246,1.3228879,0.9130239,0.0,0.873449,1.0127115,0.9670424,0.7652608,0.9019689,0.8533096,1.0835881,1.2782115,0.9495484,0.95545924,0.93518436,0.6655282,1.1656647,0.87401116,1.1685046,0.6311472,0.7747252,1.2573373,1.1175632,1.0660856,0.8366779,0.82663375,1.1993723,0.9209794,1.2141645,1.2317616,0.68594766,0.96534026,1.0260086,0.81710464,1.2272856,1.110862,1.142561,1.0665873,0.7330326,0.7701579,1.0861202,1.3705891,1.3909233,1.3068044,0.987355,0.97545516,1.0229206,1.1018,1.2655761,0.83708555,1.0074862,1.169731,0.85047597,0.7786008,0.83345985,1.0349894,0.90181315,0.72054696,0.85957295,1.0410937,0.9424255,1.0420763,0.8423185,1.0782745,1.044812,1.2188684,0.7936998,1.0405602,1.0477817,1.0146297,1.0251877,1.3372538,0.97618073,0.8048909,0.74501,1.1139451,1.0521857,1.0133867,0.8457377,1.1613294,0.96949524,0.95324355,1.0785129,1.1980894,1.2074335,0.9946887
doll,1.3073847,0.79467714,1.1354573,1.1974968,0.8441584,0.8150486,0.93515563,0.84765,1.3534188,1.4421458,1.0766137,1.3489752,1.0484872,0.8744396,1.180603,1.1350757,0.8350363,0.7818037,0.81717145,0.7770835,1.1541238,0.82072264,0.79811305,0.88241976,1.0325856,1.0131358,0.98433435,0.9583282,0.942303,1.0020131,1.2329229,1.193502,0.88068295,1.235275,0.739962,1.1622038,0.873449,0.0,1.1541193,1.2072586,1.0387207,0.8230575,1.1754348,0.9402576,0.9744135,1.0158348,1.3025796,0.89206564,1.017818,0.85073173,0.8982248,1.0328004,0.8715296,1.0779693,0.7135338,1.1018889,1.1986111,1.1670796,1.0280938,1.1095572,1.0858535,0.9069792,0.8441082,1.0091007,1.1181543,0.88122845,1.0265048,0.8483544,0.7732491,0.6329493,0.95319605,0.9705518,1.0194509,1.2467468,0.81172055,0.98040473,0.9969964,0.9169971,1.11349,1.0064101,1.0991147,1.0755326,0.9563937,0.6053968,1.0432755,0.76933104,0.80170584,0.92408234,0.8797098,1.0879494,1.0673925,0.98936874,0.87951803,1.1674327,1.3734484,1.2667403,0.74999535,1.2596811,0.76117253,1.121218,1.1157043,0.8676072,0.96433717,1.181998,0.7711436,0.6263114,0.965072,1.2457393,0.77149105,0.8282815,0.9471984,1.1454545,0.70070183,0.47595453,1.2658143,1.051007,0.7597213,0.7223134,1.2158811
