,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,clock,closet,coat,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,orange,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shovel,sink,slide,slipper,sock,spoon,sprinkler,stroller,sweater,table,tape,toe,toothbrush,towel,toy,tray,truck,vacuum,watch,window
shirt,0.84214866,1.2766808,0.7543965,1.0733054,1.3626975,1.0103134,0.9754971,0.6758817,0.56062305,1.2488139,0.7206911,0.37786138,0.6517443,0.76807714,0.9797357,1.0747263,1.4151013,1.2234249,0.85876596,0.93290824,1.0229727,1.4109578,1.3025174,1.3752472,0.81234276,0.8359731,1.3385679,0.9313365,0.6525907,1.176051,0.5556299,1.0761058,1.451229,0.7539315,1.3146441,1.116266,1.1674232,1.0605603,1.0823298,1.111055,1.0345378,0.9591254,1.2659203,0.64148986,1.2158587,1.1462532,1.1533242,0.857213,1.1382785,1.1821332,0.96360946,1.1735196,0.8054452,1.2185869,0.7253485,0.929791,1.3898344,1.1799147,1.1265804,0.8070505,0.8291004,0.60387075,1.2435282,0.9134545,1.3698338,0.7266775,1.086573,0.6691779,0.99258333,1.2066612,1.3315461,0.9355393,1.2292117,1.2863686,0.23121774,0.7281783,0.7510057,1.3656578,1.3739815,1.3652685,0.8075908,1.0687128,1.1961286,1.1908478,1.259177,1.2649355,0.95030487,1.2423633,1.2992961,1.387816,0.0,0.77393615,0.99118024,0.69958746,0.70374644,1.3769739,0.80389166,1.3384233,0.9717665,0.99585664,0.41937482,0.67577785,1.3004293,1.3277488,1.045038,0.8241268,1.2671483,0.8398653,1.1201873,1.2016473,1.2323467,0.7591164
shoe,1.0893391,1.1656239,0.8030626,0.96621144,1.3426529,0.9910533,0.8997652,1.113726,0.9036988,1.2246355,0.9482589,0.78842527,1.1052883,0.791118,0.9539746,1.1659807,1.2745866,1.0811468,1.0418634,0.8111857,1.1148415,1.1639038,1.245522,1.2476623,1.0122521,0.9446461,1.233356,0.8779196,0.8755043,0.9827256,0.90400624,0.97188526,1.3397238,0.9905914,1.2002617,1.1315372,1.1552525,0.93906105,1.0381624,0.97070265,1.0249527,0.95326406,1.1297121,0.935374,0.95389295,1.0907166,1.2721459,0.4726079,1.1300617,1.0911404,1.0294906,1.0811813,0.4007364,0.9537783,0.9622337,0.77828836,1.1424534,1.1697149,1.0837723,0.8880039,1.0048196,0.6501932,1.0047369,0.97190994,1.3705821,0.77858317,1.0987377,0.3179978,1.0317535,1.0547804,1.2420433,0.9407251,1.2306405,1.2454956,0.7228389,0.76960206,0.9970759,1.148502,1.1954695,1.1644486,0.76406735,1.1311855,1.0877826,1.0787445,1.0442917,1.2248547,1.0853428,1.2300571,0.97767556,1.171834,0.77393615,0.0,0.8680904,1.0524223,1.1343383,0.80695224,0.24639499,1.0407394,1.0285546,0.8809692,0.94590294,1.0142132,1.0934281,0.979557,0.9963349,0.83049583,1.1240234,0.9672129,1.0516396,1.0585752,0.8811588,1.112833
shovel,0.72463346,1.171594,0.8401017,1.1444157,1.2526317,1.0878284,0.9152518,0.96363395,0.95970994,1.1396804,0.78701365,1.0464411,1.0806365,0.9818923,0.73051286,1.1513233,1.1810086,0.8360883,0.8939402,0.9326335,0.6628563,1.1444823,1.2786475,1.2366804,1.0691366,0.8434204,1.1887149,0.860054,1.0008307,1.0703844,0.8727642,0.8946253,1.1668669,0.9071614,0.82908654,1.0370094,1.1722153,1.1125586,0.9194454,0.99956197,1.0930371,0.9950489,1.1120703,0.83066607,1.149118,0.89888245,1.1395812,1.0436144,1.0182515,1.2021817,0.92271924,1.1444039,0.7408981,1.1568135,0.96618354,1.0432944,1.2441492,1.1727054,0.9125346,1.0240371,1.0021807,0.8384831,1.0658793,0.8033541,1.1247208,0.9178558,1.0492388,0.7890034,0.9387199,1.1064657,1.2099965,0.92838246,1.1568809,1.2383931,0.9615643,0.83094794,0.9661227,1.0892888,1.0465678,1.226883,0.9655958,0.9509025,1.1465638,1.1324942,1.046325,1.1653018,0.814335,1.1559724,1.0364113,1.1830826,0.99118024,0.8680904,0.0,0.916047,0.99124235,1.1907583,0.83522034,1.1342124,0.8402325,0.9671978,1.0608655,0.9007035,1.1297591,1.2239969,0.9200126,0.9754182,1.2413735,0.82296556,1.0578144,0.978332,1.1696528,0.9337416
sink,0.86047256,1.1911511,0.8793541,0.9778626,1.3519405,0.8565229,0.992592,0.19527078,0.48532724,1.4927156,0.39634,0.66967463,0.92633796,0.88333446,0.85313934,0.8705311,1.4432701,0.82994586,0.48968422,0.82676744,0.8351084,1.4993252,1.2952471,1.4341047,0.9140545,0.7296097,1.25228,0.9960397,0.9930671,1.2582637,0.57688147,1.2717499,1.4334447,0.6136203,1.178297,0.82277495,1.1872673,1.1660619,1.08033,0.9697794,1.2860662,0.9040992,1.229065,0.7423899,1.2999682,1.175775,1.2541616,1.1232891,1.2694036,1.187819,0.90999955,1.3480669,0.91880804,0.8823581,0.83963966,0.92829645,1.4099175,1.2059715,1.1623595,1.1004584,0.8496163,0.7695091,1.2999555,0.772823,1.3010306,0.67574555,0.9956127,0.7059214,1.1029316,1.1442045,1.3844337,0.7938555,1.4143338,1.2460525,0.71417177,0.8341427,0.48140013,1.1915185,1.2196227,1.3156129,1.0911565,1.2187393,0.8328408,1.2607987,1.4627979,1.3419092,0.9129816,1.1820104,1.3420193,1.2176619,0.69958746,1.0524223,0.916047,0.0,0.4703368,1.5381241,0.9603869,1.3847551,0.7259159,1.0000081,0.6070543,0.20287216,1.0359224,1.349103,0.7923169,1.1020621,0.96180916,0.42332488,1.2418025,1.3131912,1.484133,0.9076766
slide,0.93185854,1.2635612,1.0568657,1.1129233,1.2530367,1.0156939,1.0128074,0.55254173,0.58897394,1.2880257,0.65997785,0.69596505,0.78766453,0.9511243,0.96710044,0.8826935,1.2242482,1.0038481,0.58416045,1.1050327,0.9219649,1.2243459,1.0689744,1.243452,0.8308633,0.6817595,1.2261413,0.9861438,0.981736,1.2084942,0.6389271,1.1327823,1.2032502,0.47144884,1.1939983,0.84072125,1.111165,1.0104201,1.0234807,1.1124736,1.1230471,1.0457844,1.25915,0.81676334,1.2553167,1.1458917,1.2462094,0.9307808,1.1517882,1.1679873,1.0064781,1.2513423,1.0665525,1.0146967,0.92216027,1.1019526,1.3367724,1.1303425,1.1255891,0.9561431,0.8624697,0.8897708,1.1470199,0.75734377,1.253919,0.95425195,0.98259795,0.90018487,1.0491521,1.2167009,1.1815214,1.0849532,1.1853389,1.2787251,0.7102438,0.99494624,0.7853054,1.1220893,1.1818627,1.2223535,1.1061214,1.1589313,1.0406992,1.1815171,1.2221911,1.2089328,0.8452735,1.2328697,1.0946904,1.1495125,0.70374644,1.1343383,0.99124235,0.4703368,0.0,1.3827951,1.0442297,1.336699,0.8779925,1.0449582,0.66884243,0.4690044,1.1181148,1.2784154,0.8696152,1.0616196,0.81378335,0.6507476,1.0197906,1.1364142,1.309361,0.88158935
slipper,1.2393873,0.8328475,1.1514077,0.9200253,0.59997624,1.1646408,1.1625291,1.5199723,1.5301154,0.42352724,1.6004084,1.3935149,1.1390042,1.2307603,1.1533798,1.2261118,0.46949422,1.026167,1.5324655,1.0223857,1.3095322,0.39132833,0.68885803,0.4229539,1.1206878,1.4344685,0.58683145,1.2385756,1.2113676,0.6564675,1.5315195,0.76753366,0.3979389,1.5313275,0.8481899,1.1351405,0.8625192,0.97223747,1.256072,0.9637591,0.88539296,1.0521523,0.6516467,1.2246585,0.4828967,0.89169526,0.9009915,0.8731997,0.6394216,0.79147863,1.2120227,0.4816262,1.0676682,1.0548258,1.1405467,1.0194654,0.3852893,0.8177141,0.93044704,1.105149,1.2192417,1.1884369,0.71427596,1.3481278,0.654871,1.3787163,1.1859903,1.1783935,1.0824922,0.8503337,0.31019783,1.3129543,0.5133651,0.76810336,1.3424373,1.1973591,1.5579566,0.79199517,0.68928033,0.56099355,1.1128979,1.0640326,0.9488852,0.7023517,0.60145074,0.66915256,1.2519292,0.79571027,0.6649767,0.5518139,1.3769739,0.80695224,1.1907583,1.5381241,1.3827951,0.0,0.8322367,0.5096342,1.3193861,1.2147602,1.3967178,1.6084695,0.80331737,0.27309978,1.1631436,1.1193974,0.8718774,1.4681184,0.8834104,0.7592282,0.25929534,1.2750423
sock,1.0937461,1.2232893,0.57122934,1.0084087,1.3888805,0.989368,0.98162335,1.0247889,0.906636,1.2000589,0.9055637,0.79474866,1.0539858,0.7750054,0.94245106,1.2358184,1.3185264,1.1465882,1.0708947,0.7731067,1.0705947,1.2217953,1.3302065,1.1957408,0.9796655,0.9543382,1.2819928,0.9239179,0.79713255,0.8748263,0.9625055,0.9776883,1.2017559,1.0182528,1.2387131,1.116117,1.208869,1.0060296,1.0250517,0.98064566,1.0119418,1.0249726,1.1581583,0.91739875,0.91250736,0.99438196,1.3280815,0.54889345,0.9826103,1.1571994,1.0445701,1.1276973,0.44183576,1.0567114,0.952785,0.746053,1.1892449,1.212879,1.0069,0.8955332,1.0057033,0.58020604,0.85964817,0.9752635,1.314631,0.7773067,1.1517423,0.3163225,1.0980537,1.0704775,1.2387471,0.85135484,1.1528873,1.227134,0.76919687,0.7301277,0.9643355,1.07092,1.0427125,1.2197949,0.7571229,1.1357825,1.0966945,1.0629203,1.1445929,1.2761269,1.0050993,1.2924986,1.0608823,1.1042602,0.80389166,0.24639499,0.83522034,0.9603869,1.0442297,0.8322367,0.0,1.1506182,0.9979328,1.0076869,0.93565893,0.98095125,1.1601624,0.881989,0.89569914,0.8236834,1.2471132,1.0073233,1.2089202,1.0770608,0.91349345,1.0337603
spoon,1.1613045,0.5383418,1.2939504,0.7274177,0.42548728,0.9906259,1.1388583,1.3903388,1.4695966,0.7223858,1.5489926,1.392225,1.0943496,1.2383763,1.1475523,1.1092237,0.5734488,0.7711196,1.4174685,1.108334,1.1238251,0.7299508,0.6988168,0.5482917,1.1341968,1.4567654,0.6299637,1.2768853,1.1966771,0.84131926,1.4975128,0.97534627,0.6168746,1.474578,0.6957718,0.8843376,0.8643985,1.0673201,1.1526607,1.0323161,0.86926025,1.1158837,0.5838456,1.2534618,0.788031,0.91120654,0.64102685,1.0470144,0.91046166,0.7053312,0.9059362,0.83512497,1.2739486,0.9049251,1.1957883,1.0882902,0.47866148,0.83096415,0.9290988,1.0684094,1.1073678,1.3614435,0.80249393,1.3625585,0.5747365,1.2255869,0.9618939,1.322295,1.0719204,0.67988026,0.6154895,1.3169668,0.8147605,0.6737742,1.4265472,1.3212891,1.372812,0.8138647,0.7916944,0.66529346,1.1964998,0.86350775,0.76366425,0.7964442,0.7690824,0.830926,1.2589874,0.6813737,0.8333036,0.50027627,1.3384233,1.0407394,1.1342124,1.3847551,1.336699,0.5096342,1.1506182,0.0,1.0806938,1.1426094,1.3688058,1.4703846,0.63523775,0.5894954,1.0938073,1.197316,0.83569795,1.3823254,0.8374165,0.86050117,0.677315,1.2381526
sprinkler,1.0368707,0.9764525,0.9173228,0.9600406,1.0708666,1.0324197,1.0152321,0.8545576,0.9935223,1.3170148,0.8033159,0.93929064,1.0674747,1.0837971,1.0708349,1.0880487,1.1406202,0.777727,0.8887422,0.9592471,0.8229704,1.2221558,1.1952285,1.1266665,1.0240027,0.96652514,1.1384152,1.04118,0.93089193,1.1837666,0.9950191,1.1474352,1.216923,0.9561747,0.8874401,0.8393954,1.1023222,1.0216833,1.0295519,1.0404735,1.1362288,0.9230888,1.0852538,1.0615207,1.2161127,0.9936274,0.9561332,1.0157179,1.0676754,1.1608288,0.674932,1.179616,0.9849568,0.9036936,1.0329294,0.99458563,1.125689,1.129482,0.949304,1.0785772,0.89196473,1.0445001,0.9886758,0.92195725,1.0230967,0.8331016,0.8706279,0.96843743,0.9874642,1.0335249,1.2512844,0.85851705,1.2415954,1.0967767,0.9953242,1.1376894,0.90375394,1.0164697,1.0622524,1.2215033,1.1455699,1.0384159,0.8449062,1.1334149,1.1380745,1.2251483,0.940447,1.0187217,1.2196338,1.0806326,0.9717665,1.0285546,0.8402325,0.7259159,0.8779925,1.3193861,0.9979328,1.0806938,0.0,0.8283595,0.99409276,0.7624214,0.8982557,1.2389299,0.7974502,1.0865685,0.9556665,0.80826545,1.0908444,1.0284241,1.2156307,0.96990687
stroller,0.93817663,1.1218781,1.154013,1.040214,1.1774915,1.0879558,0.98043656,1.0113938,0.9364842,1.2221625,0.8850877,0.9394118,1.0857309,1.0132813,1.0632852,1.0194284,1.2322409,1.0579754,0.862222,1.0502357,0.9591486,1.0793005,1.1576113,1.2312168,0.98490983,0.71910036,1.0716108,0.71628326,0.96963644,1.0641104,0.8244518,1.1137426,1.3248769,0.7711327,1.110536,1.0431925,0.9613362,0.73312277,0.8765706,1.0851685,0.89332753,0.91170996,1.1268864,0.9022397,1.2735865,1.1234047,0.9889825,1.0133222,1.2358224,0.97071356,0.9640677,1.1504126,0.6789458,1.0720901,0.9667376,1.1637124,0.98846626,0.9663695,1.095815,0.76764727,0.95282334,0.9598843,1.1365359,0.8704984,1.1240207,0.97273445,0.9649239,0.8066695,0.81449497,1.0348645,1.2921485,1.0661172,1.2304076,1.2215706,0.97659034,0.92061245,0.9493806,1.095541,1.1804521,1.1883976,1.0512315,0.8242751,1.2170185,1.058367,0.936019,1.1230298,0.93221265,1.0533452,0.89577323,1.107645,0.99585664,0.8809692,0.9671978,1.0000081,1.0449582,1.2147602,1.0076869,1.1426094,0.8283595,0.0,0.9550945,0.9253877,1.0842105,1.2187588,1.1343443,0.9100151,0.9995671,0.91775966,1.0078521,0.83459044,1.2160554,0.93659455
sweater,0.7638873,1.258023,0.8922267,1.0340716,1.395053,1.064595,1.0169712,0.5869781,0.55033106,1.3130028,0.6703558,0.6041192,0.7728267,0.81728345,0.92337704,0.97038627,1.4485778,1.231665,0.78422034,0.99735564,1.1017267,1.3965998,1.2706401,1.3708365,0.7488967,0.77545923,1.2948174,0.888407,0.64412534,1.144222,0.56146866,1.1465096,1.4058303,0.68681324,1.4177274,0.9744386,1.0760761,0.9464017,1.101174,1.0653404,1.0733742,0.866367,1.2146089,0.66782546,1.1709578,1.0786943,1.1448481,1.0139383,1.151621,1.1035128,1.1638259,1.1424946,0.7941165,1.1886389,0.64026916,0.90678394,1.3559322,1.1111603,1.0865865,0.7998061,0.9009613,0.59139043,1.2305988,0.83535254,1.4136231,0.8591175,1.1174034,0.6849824,0.9712854,1.213941,1.2620357,0.9418969,1.2372622,1.2958101,0.48117548,0.717596,0.6694298,1.283849,1.2871602,1.3257309,0.9220547,1.0921646,1.1730664,1.2154567,1.2901244,1.2538211,0.9900642,1.168852,1.255213,1.3501406,0.41937482,0.94590294,1.0608655,0.6070543,0.66884243,1.3967178,0.93565893,1.3688058,0.99409276,0.9550945,0.0,0.5848589,1.283762,1.3367049,1.055131,0.9485716,1.1582512,0.7741113,1.1885616,1.2226768,1.2457829,0.8532074
table,0.93496954,1.264484,0.8039977,1.0890958,1.4365547,0.9543774,0.9422683,0.27637732,0.36033463,1.4862008,0.3296337,0.565578,0.9776437,0.85775256,0.9219605,0.6217104,1.4414352,0.93166745,0.32072556,0.94908667,0.7111564,1.482209,1.2466998,1.4822447,1.0302424,0.63532805,1.3009449,1.0167159,0.99357873,1.2284776,0.39407688,1.3328598,1.3838471,0.37785715,1.1487459,0.87136924,1.1373881,1.0813828,1.0320816,0.9022193,1.3291652,0.9905165,1.3253614,0.8937302,1.3656559,1.2240849,1.2197398,1.0929086,1.3888979,1.1466624,0.9974532,1.3961179,0.880721,0.86332965,0.89758545,0.94437456,1.5380594,1.1454148,1.156785,1.1066691,0.842617,0.81757677,1.2985635,0.48240614,1.4116039,0.7957082,0.9327322,0.701512,1.068336,1.2339705,1.4462321,0.8235691,1.4757828,1.3460414,0.5807628,0.87838006,0.33256125,1.0292666,1.1308749,1.3914566,1.0810324,1.1357566,0.95888746,1.3201449,1.4058678,1.3483,1.0043906,1.1613995,1.2352823,1.2495837,0.67577785,1.0142132,0.9007035,0.20287216,0.4690044,1.6084695,0.98095125,1.4703846,0.7624214,0.9253877,0.5848589,0.0,1.1117921,1.461971,0.72645533,1.1668906,0.86853373,0.3591162,1.1874673,1.3026348,1.4817405,0.91060054
tape,1.147858,0.5760132,1.2000709,0.67739695,0.49386948,0.8591225,0.9567416,1.0430417,1.260205,0.98549867,1.3037202,1.1193732,1.1378775,1.210632,1.053924,0.93667823,0.5997445,0.46118647,1.1089047,0.9810614,0.937582,0.9441786,0.6763334,0.8120018,1.3193907,1.274409,0.6209172,1.3313794,1.2918357,1.0819091,1.3363609,1.1939138,0.8176608,1.2454239,0.5412544,0.6574665,0.90193367,0.9886808,1.109588,0.9444376,1.040752,1.1824888,0.6963637,1.2674279,1.0650196,0.9624693,0.75787926,1.0672514,1.1449068,0.874788,0.9278857,1.0990949,1.2338676,0.5449957,1.3286226,1.145208,0.66072786,0.8573892,0.91166705,1.1926955,1.0384675,1.3926095,1.0758965,1.1896861,0.636721,1.0463582,0.8152076,1.2838548,1.1176517,0.7168556,0.8129597,1.2504141,1.0579027,0.68080366,1.2641566,1.4165506,1.2325397,0.9062538,0.95642024,0.80119485,1.2650228,0.99867034,0.3978668,1.0018439,1.0617961,0.8855712,1.2329179,0.65593433,1.1293505,0.82341594,1.3004293,1.0934281,1.1297591,1.0359224,1.1181148,0.80331737,1.1601624,0.63523775,0.8982557,1.0842105,1.283762,1.1117921,0.0,0.7788403,1.0408341,1.3065791,0.43367553,1.1432593,0.9116293,1.1295882,0.9180515,1.2478648
toe,1.2409567,0.6393307,1.0331138,0.73539066,0.5190059,1.0340433,1.2235388,1.3289299,1.4654202,0.60803163,1.4941788,1.3104053,1.1684467,1.2731414,1.1891501,1.1951898,0.58030736,0.972615,1.5075974,0.8063625,1.3060206,0.66435736,0.81840765,0.47741073,1.1681551,1.5193726,0.5800184,1.2806189,1.2519281,0.7288594,1.5154078,0.85038096,0.47872233,1.535066,0.8790742,1.0815527,0.867698,1.0935298,1.2755741,0.9847827,0.993287,0.9978821,0.4011762,1.2599363,0.3916043,0.9702335,0.8867378,0.91217387,0.74490863,0.8399036,1.1338127,0.544097,1.1872993,1.0616502,1.0747976,0.85630214,0.36030233,0.8362622,1.0268986,1.2024161,1.1598957,1.1522659,0.7784034,1.3457875,0.69347537,1.1766931,1.1438043,1.2384775,1.1709853,0.7974789,0.33225572,1.2010229,0.6441384,0.5777183,1.3326674,1.1258863,1.423498,0.8367548,0.70936596,0.57679325,1.1782904,1.0689491,0.79166543,0.6868084,0.8725214,0.85327935,1.2952696,0.777861,0.8733599,0.6325928,1.3277488,0.979557,1.2239969,1.349103,1.2784154,0.27309978,0.881989,0.5894954,1.2389299,1.2187588,1.3367049,1.461971,0.7788403,0.0,1.087965,1.2176441,0.9933025,1.4398515,1.0019531,1.0023454,0.45704687,1.2377448
toothbrush,1.2044075,1.0364968,0.8020843,1.0721805,1.2060766,0.87207234,0.9800208,0.94045585,1.0247239,1.1346152,0.85167074,0.9142657,1.0910642,1.0393281,1.0381744,0.95081526,1.0701972,0.87435436,0.82239246,0.87031895,0.6270911,1.1838075,1.1667699,1.0774782,1.1573056,1.0461425,1.156229,1.0708919,1.0123533,0.9570435,1.0748869,1.0591382,0.7703297,0.8968353,0.86691976,0.9719749,1.2491419,1.2243295,0.9916294,0.95418745,1.1115437,1.1441891,1.1352328,1.146682,0.95356953,1.0102372,1.1542076,1.0148355,0.99700797,1.1542072,0.8801337,1.1376193,1.1088712,0.80660355,1.0517465,0.76047885,1.301773,1.2460698,0.9910303,1.111746,0.8655268,1.0614371,0.5583212,0.796708,1.091127,0.7995247,0.86382884,1.016321,1.0464561,1.1947787,1.1632355,0.7412507,1.1451807,1.0967305,1.0269881,0.9914,0.85004115,0.38757408,0.4594332,1.1069264,1.1346849,1.0653048,0.8394048,1.1460593,1.1372875,1.2423027,0.9457263,1.1484785,0.979099,0.7954014,1.045038,0.9963349,0.9200126,0.7923169,0.8696152,1.1631436,0.89569914,1.0938073,0.7974502,1.1343443,1.055131,0.72645533,1.0408341,1.087965,0.0,1.1068265,1.0205884,0.67174864,1.120899,1.0559071,1.0995781,1.120066
towel,1.000658,1.3114897,0.9655335,1.2057195,1.2586992,0.9761748,0.8761921,0.9892196,0.8472464,1.050351,0.8988959,0.8863481,0.79089546,0.5127536,0.9760984,1.2895257,1.2042034,1.2911135,1.1399443,1.0646125,1.0634999,0.8923889,1.2310978,1.1204127,0.70318574,0.52348125,1.3262829,0.49377537,0.55981004,1.1398546,0.78813696,0.84709376,1.2213078,0.884322,1.202585,1.2286563,1.2736366,0.84918034,0.81957686,1.1666076,0.61442757,1.0122445,1.25594,0.721679,1.0764753,1.062668,1.297501,0.8658812,0.9678348,1.2518251,1.0321875,1.0986279,0.6558886,1.3097425,0.98498446,1.0465626,1.1060964,1.2946187,1.1028427,0.38375974,1.0507948,0.6085841,0.90437835,0.9575957,1.2471443,0.9032821,1.1518762,0.7085216,1.0222285,1.2243388,1.2283512,0.62370014,0.9079752,1.1285267,0.84523827,0.58071214,1.0916938,1.2003186,1.206666,1.0366697,0.36735392,1.0915378,1.3693893,0.8822659,0.8037654,1.0854927,0.7734609,1.3595275,0.9495106,1.2236485,0.8241268,0.83049583,0.9754182,1.1020621,1.0616196,1.1193974,0.8236834,1.197316,1.0865685,0.9100151,0.9485716,1.1668906,1.3065791,1.2176441,1.1068265,0.0,1.4165616,1.12731,1.093597,0.74297404,1.1432064,0.97258157
toy,1.1220487,0.77753794,1.2310622,0.81331813,0.73945343,0.9733112,0.89186317,1.0907621,1.1211342,1.0120075,1.100148,0.9919809,1.1531765,1.254819,1.0513251,0.6165308,0.71110433,0.65331984,0.6907099,1.1734048,0.97466624,0.84470844,0.39866263,0.8350351,1.2745074,1.0842068,0.73820764,1.3362908,1.3424559,1.0911368,1.1376806,1.2393074,0.8435267,0.8241389,0.7740966,0.64786816,0.8043515,0.7091575,1.0565522,0.9928439,1.0874553,1.110616,0.93185306,1.3456976,1.1163114,1.0808158,0.82330465,1.0075486,1.2493355,0.6356134,1.126144,1.119185,1.2338655,0.43720716,1.2814227,1.1034042,0.88746095,0.7947537,1.0048494,1.183708,1.0624955,1.4587466,1.1588039,1.0009855,0.8818069,1.2090383,0.8601646,1.2546629,0.96051574,0.8482718,0.8674495,1.3551042,1.1418834,0.9167242,1.1270436,1.4679546,1.0676614,0.82328737,0.95272374,0.91124904,1.368442,1.0457633,0.63363254,1.0519888,1.0172222,0.8436849,1.2664689,0.72921467,0.98796093,0.6969975,1.2671483,1.1240234,1.2413735,0.96180916,0.81378335,0.8718774,1.2471132,0.83569795,0.9556665,0.9995671,1.1582512,0.86853373,0.43367553,0.9933025,1.0205884,1.4165616,0.0,0.8440838,0.778243,1.095359,0.9636367,1.20642
tray,0.91213965,1.2694474,0.89095974,1.1686404,1.4334049,0.96337897,0.7887596,0.62140256,0.6253327,1.3597744,0.30890518,0.779851,0.98192835,0.9831059,0.8556284,0.76306933,1.3437927,0.7298647,0.23112583,0.9387338,0.5654318,1.3120545,1.1297247,1.371218,1.0499085,0.6170241,1.3314078,0.9075692,1.0553993,1.1518865,0.54417586,1.2486782,1.3215104,0.49575257,0.983832,0.97336805,1.2429411,1.1097745,0.95997846,0.89102614,1.2811313,0.9986375,1.3037882,0.9092909,1.2845919,1.1736665,1.2505516,1.0618846,1.3187335,1.161495,0.98648757,1.3004146,0.8115173,0.7241846,0.93117076,0.9282553,1.5298089,1.2499485,1.1166984,1.1286087,0.8103607,0.8401981,1.240995,0.61996484,1.4157646,0.778093,0.933494,0.7516639,0.9218317,1.2152314,1.3869381,0.84447485,1.4290504,1.2887795,0.7906836,0.83522165,0.584449,0.98397523,1.1165836,1.3215487,1.1504647,1.1721286,1.0163487,1.282129,1.2858623,1.2506998,0.93355024,1.1503332,1.0831339,1.1683438,0.8398653,0.9672129,0.82296556,0.42332488,0.6507476,1.4681184,1.0073233,1.3823254,0.80826545,0.91775966,0.7741113,0.3591162,1.1432593,1.4398515,0.67174864,1.12731,0.8440838,0.0,1.0504047,1.1907479,1.3930781,1.0698816
truck,0.94065356,0.98452896,1.1486621,1.1695313,0.8720371,1.1056752,1.0937887,1.223151,1.1304634,0.85681266,1.1830387,1.1199073,1.0225312,1.1211672,0.85955334,0.8870143,0.78372896,1.0836574,1.0264722,1.2679074,1.0490623,0.8617796,0.49552852,0.89874065,1.1154443,1.0682701,0.83430266,1.0938146,1.1655053,0.97617537,1.0900476,0.9370812,0.88716483,1.0649316,0.8950697,1.0217745,0.8429412,1.048127,1.0174631,1.0942266,1.0368445,1.137351,1.0268772,1.1147401,1.1038728,0.95486903,0.891655,0.92300737,1.0302299,0.9127131,1.0624801,1.0388865,1.1253198,0.9935072,1.1578865,1.2300129,0.8879385,0.83787704,0.9422677,1.0747265,0.9833019,1.2709765,0.97032106,1.0994054,0.85774964,1.243283,0.8728042,1.186023,0.85311526,0.9282066,0.92281514,1.2049279,1.0054449,0.9541022,1.0873991,1.2219217,1.1127198,0.8708204,0.98748773,0.9630586,1.113071,0.9602688,1.134091,1.079226,0.7563039,0.753482,1.0139728,0.8741344,0.8195318,0.94445217,1.1201873,1.0516396,1.0578144,1.2418025,1.0197906,0.8834104,1.2089202,0.8374165,1.0908444,1.0078521,1.1885616,1.1874673,0.9116293,1.0019531,1.120899,1.093597,0.778243,1.0504047,0.0,0.8107838,0.8558005,1.1224569
vacuum,1.1910979,1.2188139,1.1422544,1.2817831,0.9520134,1.2339871,0.8535783,1.3105776,1.3003733,0.7225635,1.2116859,1.3455324,1.0032967,1.12246,1.0739671,1.135515,0.7698419,1.16738,1.2025771,1.3228034,0.9177006,0.52050567,0.9240472,0.8550693,0.95181566,0.8560617,0.8809065,0.7509001,0.95722526,0.7982632,1.1944356,0.8703909,0.8025911,1.0598013,0.8668546,1.1834837,1.0195248,0.93422437,0.9723707,1.0427142,0.81214994,1.1662816,1.1435043,1.1076412,1.0649133,0.8531077,0.868846,0.96104157,0.81736207,1.179152,0.94217277,0.89955705,1.0513203,1.2799674,1.1133147,1.2329148,0.6745427,0.9982282,0.8615066,0.8837016,1.1541345,1.1265721,0.7068255,0.9031866,0.7630447,1.3051445,0.9875729,1.180367,0.8625953,1.0560929,0.9753655,1.1111455,0.74768364,1.1842668,1.2407664,1.0867428,1.3372555,0.9030795,0.89631736,0.9744386,0.9606711,0.78220224,1.3132567,0.99547046,0.11964595,0.6244116,0.70930564,0.90138113,0.6885664,0.8721985,1.2016473,1.0585752,0.978332,1.3131912,1.1364142,0.7592282,1.0770608,0.86050117,1.0284241,0.83459044,1.2226768,1.3026348,1.1295882,1.0023454,1.0559071,0.74297404,1.095359,1.1907479,0.8107838,0.0,0.84431887,1.0361251
