,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,clock,closet,coat,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,orange,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shovel,sink,slide,slipper,sock,spoon,sprinkler,stroller,sweater,table,tape,toe,toothbrush,towel,toy,tray,truck,vacuum,watch,window
couch,0.7863343,1.4093775,0.88089556,1.2146597,1.5098938,1.0828276,0.85988295,0.5273472,0.10211247,1.3784714,0.33068013,0.5929303,0.93235517,0.48279858,0.85903037,0.8326099,1.4924862,1.1761703,0.48784256,1.0011014,0.91386867,1.3391142,1.2555851,1.4941009,0.8546725,0.32255602,1.3976294,0.650036,0.8558351,1.2815903,0.0,1.2092714,1.4926717,0.34240162,1.3108749,1.1087836,1.1144027,0.95104384,1.0003177,0.9562556,1.2185724,0.9301238,1.3553903,0.6423725,1.3543181,1.261564,1.3282195,0.9871909,1.3275331,1.1318442,1.1345981,1.304169,0.69297177,1.1462313,0.76854146,1.0950646,1.5679605,1.1365961,1.2157398,0.9384593,0.86927706,0.64675856,1.3882918,0.5618961,1.5218204,0.83022225,1.0695286,0.55236125,0.9683831,1.3187149,1.4210756,0.8060144,1.3702738,1.3564479,0.43332428,0.6893577,0.57507306,1.2983353,1.3735011,1.3995111,0.59339535,1.0716671,1.340257,1.2612816,1.2653217,1.2474351,0.8341642,1.3359467,1.1312457,1.4077106,0.5556299,0.90400624,0.8727642,0.57688147,0.6389271,1.5315195,0.9625055,1.4975128,0.9950191,0.8244518,0.56146866,0.39407688,1.3363609,1.5154078,1.0748869,0.78813696,1.1376806,0.54417586,1.0900476,1.1944356,1.4172997,0.774776
cracker,0.94282687,1.0215015,1.0749875,1.112921,0.97733235,1.1474597,0.9436878,1.2515132,1.1838785,0.7869773,1.2308873,1.1745979,0.89080924,0.9370031,1.0035089,1.177393,0.88719577,1.124567,1.281611,0.99988216,1.1959038,0.81881595,1.0277113,0.78708804,0.8031034,1.1119958,0.99075305,0.91901726,1.0571722,0.88410145,1.2092714,0.0,0.8938662,1.2048503,1.0877187,1.164123,1.056116,1.0301163,0.9827119,1.044771,0.9654478,0.9640239,0.9584175,0.94792783,0.7207858,0.9129363,1.0905306,0.8847526,0.67780346,1.0568285,0.89925754,0.780227,0.9634929,1.1105752,0.9618864,0.9134649,0.88212067,1.0657775,1.0263901,1.0595105,1.136931,1.0253822,0.8296639,1.1512316,0.9114969,1.1258322,1.1713551,1.0861292,1.0657417,0.9364913,0.8365268,0.92761344,0.7414178,0.95401907,1.138258,0.9644343,1.1889343,1.0528566,0.990188,0.87938607,0.7885845,1.0185416,1.0296088,0.7924175,0.85056496,0.9109823,0.90874255,1.1076691,0.9117114,1.0753545,1.0761058,0.97188526,0.8946253,1.2717499,1.1327823,0.76753366,0.9776883,0.97534627,1.1474352,1.1137426,1.1465096,1.3328598,1.1939138,0.85038096,1.0591382,0.84709376,1.2393074,1.2486782,0.9370812,0.8703909,0.8490979,0.920852
crayon,1.2176282,0.8010678,1.1003189,1.0569028,0.53968406,1.1615037,1.122627,1.3905008,1.4767679,0.3441217,1.4995093,1.3997099,1.0961201,1.282918,1.1370702,0.9867519,0.33513403,0.97209835,1.3554521,1.2344853,0.97985375,0.50252545,0.57384694,0.3950311,1.2339265,1.4182644,0.58161604,1.2818859,1.2327379,0.6723741,1.4926717,0.8938662,0.0,1.383833,0.6663254,1.0935946,0.91282356,1.1179323,1.189883,0.9979882,0.9527557,1.2002898,0.77191633,1.3310063,0.6177374,0.8166815,0.7972311,1.1222508,0.6365558,0.80183965,1.1467123,0.6507007,1.4417655,1.010198,1.2722116,1.0907409,0.6202422,0.8641537,0.8260306,1.1890017,1.1302501,1.3770937,0.49060965,1.2087698,0.51665723,1.4399257,1.0417653,1.5244906,1.0950017,0.97896254,0.3261903,1.1846266,0.41604686,0.694515,1.4243605,1.3028234,1.3590333,0.32437986,0.22979653,0.64950436,1.2378752,0.9365652,0.9190105,0.7346846,0.6787591,0.6015271,1.2091343,0.7579286,0.7008168,0.39766884,1.451229,1.3397238,1.1668669,1.4334447,1.2032502,0.3979389,1.2017559,0.6168746,1.216923,1.3248769,1.4058303,1.3838471,0.8176608,0.47872233,0.7703297,1.2213078,0.8435267,1.3215104,0.88716483,0.8025911,0.49904293,1.2105708
crib,0.96275014,1.3966306,1.0264307,1.2107043,1.5081773,1.0035839,0.70619833,0.6561984,0.3936255,1.3461652,0.45617682,0.5872222,0.9551708,0.7055322,0.93668884,0.59175956,1.4197807,1.0760037,0.2351945,1.1032063,0.73198533,1.1622821,1.1495991,1.413142,0.97953194,0.34951484,1.3326954,0.8055543,0.95758873,1.1826489,0.34240162,1.2048503,1.383833,0.0,1.1679373,1.0019321,1.1613528,0.8334513,0.8505214,0.96274114,1.1291919,1.0559534,1.4037011,0.90415204,1.3399179,1.272665,1.2746598,0.98080087,1.34572,1.0261635,1.0839391,1.3434579,0.8408923,0.9566818,0.91931367,1.0742579,1.5174468,1.1676643,1.1994579,0.9209069,0.88150203,0.8560338,1.3197353,0.33394027,1.4566782,0.941491,0.98834646,0.73644674,0.92528445,1.3205187,1.447477,0.93799216,1.3370267,1.3843749,0.6580106,0.87507105,0.55033195,1.1368892,1.2560036,1.3181332,0.8515576,1.0498132,1.2230971,1.2325155,1.121466,1.2680268,0.8962378,1.2794785,0.9889347,1.2219303,0.7539315,0.9905914,0.9071614,0.6136203,0.47144884,1.5313275,1.0182528,1.474578,0.9561747,0.7711327,0.68681324,0.37785715,1.2454239,1.535066,0.8968353,0.884322,0.8241389,0.49575257,1.0649316,1.0598013,1.401512,0.8727511
cup,1.2918231,0.72165,1.0775633,0.958264,0.6438532,1.0397905,0.9254195,1.2132312,1.3769977,0.8217534,1.2495492,1.2654393,1.1318914,1.296059,1.218395,0.9206033,0.42345476,0.38555795,0.9761248,1.1069553,0.30890977,0.68465835,0.8222429,0.73180515,1.3617051,1.2014639,0.7343532,1.1646394,1.2645972,1.042068,1.3108749,1.0877187,0.6663254,1.1679373,0.0,0.9125047,1.0113056,1.0947684,1.0043232,0.9581295,1.029324,1.1973296,0.78852874,1.3746357,1.0244739,1.067077,0.7836894,1.159707,1.0956699,1.0697188,0.80405104,0.98211825,1.2528867,0.7291035,1.275325,1.1363481,0.7773961,0.9553271,1.0089633,1.1788214,0.9606532,1.3893621,0.938427,1.0013144,0.68128157,1.1670651,0.6915915,1.3742952,1.0555375,0.94743896,0.7795272,1.1428527,0.90060115,0.7545804,1.3052871,1.2756546,1.190367,0.7454175,0.8183072,0.8180647,1.2467524,0.922507,0.7248379,0.9435402,0.7946768,0.7509051,0.95755833,0.7263778,0.9281602,0.89400315,1.3146441,1.2002617,0.82908654,1.178297,1.1939983,0.8481899,1.2387131,0.6957718,0.8874401,1.110536,1.4177274,1.1487459,0.5412544,0.8790742,0.86691976,1.202585,0.7740966,0.983832,0.8950697,0.8668546,0.88993627,1.2274827
dish,1.1001066,0.70084226,1.1450032,0.6747478,0.87267804,0.69924116,0.99679756,0.9113878,0.9925057,1.1657786,1.0087364,0.9786231,1.0312583,0.99218005,0.9708797,0.9738382,1.023027,0.7049581,0.92170984,0.9810286,1.0454373,1.1334475,0.94427687,1.016783,1.0758423,1.1186055,0.9255946,1.2056986,1.0775926,1.232844,1.1087836,1.164123,1.0935946,1.0019321,0.9125047,0.0,1.0732374,1.0342611,0.9288846,0.95754343,1.0822706,1.0776587,0.7768008,1.1301653,1.0996037,0.98759,1.007786,1.1149168,1.1249332,1.0246817,0.96647453,1.1934036,1.1878419,0.7344182,1.1520575,1.0753238,1.0661194,1.0676384,0.9647231,1.1130775,0.99809647,1.1501122,1.0666581,1.0956305,0.8912358,1.0402865,0.932739,1.1163356,1.0933964,0.9253501,1.0334904,1.0999104,1.1030743,0.82425517,1.0782465,1.2186733,0.9912832,1.0444672,1.0428739,0.8460173,1.1833729,1.1855551,0.53547776,1.0005065,1.2130023,1.0795522,1.1592348,0.91517043,1.240558,0.9347775,1.116266,1.1315372,1.0370094,0.82277495,0.84072125,1.1351405,1.116117,0.8843376,0.8393954,1.0431925,0.9744386,0.87136924,0.6574665,1.0815527,0.9719749,1.2286563,0.64786816,0.97336805,1.0217745,1.1834837,1.0836515,1.0594065
dog,0.81385255,0.9385065,1.1639632,0.9736971,0.78878725,1.1554112,1.148992,1.1559179,1.103343,0.90751696,1.1593838,1.1206534,1.0598816,1.1576306,1.0135323,0.85758233,0.88944906,1.0817835,1.123937,1.1853204,1.1560128,0.93157035,0.669729,0.8994565,0.9624908,1.2226614,0.64392674,1.1591748,1.2241901,0.95130104,1.1144027,1.056116,0.91282356,1.1613528,1.0113056,1.0732374,0.0,0.8669419,1.1311613,0.9984841,0.9318739,0.87999046,0.9349241,1.0949068,1.1021477,0.9984261,0.78682333,1.073147,1.075958,0.5588284,1.120049,0.8459549,1.1594665,1.0337825,1.0628164,1.2120141,0.7158242,0.03127694,1.0155247,1.1247821,1.1309394,1.262843,1.1081023,1.149502,0.83448267,1.2414664,0.9782504,1.2320547,0.9256419,0.80423135,0.8466239,1.1988027,1.0585029,0.94571257,1.1304857,1.2212873,1.0321211,0.95497465,1.0180445,1.0194788,1.1349534,0.9349536,1.055446,1.0346777,0.8976535,0.9058962,1.0922704,0.72308254,0.94995403,0.9377323,1.1674232,1.1552525,1.1722153,1.1872673,1.111165,0.8625192,1.208869,0.8643985,1.1023222,0.9613362,1.0760761,1.1373881,0.90193367,0.867698,1.2491419,1.2736366,0.8043515,1.2429411,0.8429412,1.0195248,0.8914384,0.986549
doll,0.9904029,1.055511,1.1093668,0.9946358,1.0510433,1.1250484,0.95189553,1.1459092,1.0462185,1.0230645,1.0783933,0.9303373,1.0332044,1.0168953,1.1230766,0.9087965,1.0415541,1.0746888,0.93013406,1.0884602,1.0797921,0.7902285,0.8892713,1.0069517,0.76673985,0.78869265,0.9997998,0.92605454,0.88399893,1.083271,0.95104384,1.0301163,1.1179323,0.8334513,1.0947684,1.0342611,0.8669419,0.0,0.8997034,1.178867,0.758814,0.9407388,1.1185334,1.0791646,1.0369993,1.1075846,1.0737413,0.94191575,1.1784304,0.7175229,1.09298,1.0144092,0.8337153,0.9320024,0.9538265,0.9844432,0.91038954,0.9348854,1.1135862,0.70714337,1.1317388,0.97619945,1.0886791,0.9175078,1.1436509,1.1703923,1.0478344,0.8542943,0.8937504,0.97644365,1.0901521,1.1439602,1.1094885,1.1285844,0.89695597,1.0229201,1.1111329,1.0782759,1.1515205,0.9992978,0.93297994,0.9941428,1.1478226,0.8786026,0.9526287,1.0126785,1.0767113,1.0730069,0.8952739,0.95586014,1.0605603,0.93906105,1.1125586,1.1660619,1.0104201,0.97223747,1.0060296,1.0673201,1.0216833,0.73312277,0.9464017,1.0813828,0.9886808,1.0935298,1.2243295,0.84918034,0.7091575,1.1097745,1.048127,0.93422437,1.0563985,0.9736388
door,0.95630527,1.0516214,0.9852518,1.1503748,1.1110299,0.875448,0.8764589,1.0565758,1.0087348,1.1252704,0.91944385,1.0130314,0.97490877,0.9800296,0.9140904,0.966562,1.0921245,1.0556049,0.901271,0.9764496,0.9173923,0.9817883,1.082201,1.1411617,1.01031,0.8383727,1.1145706,0.8048612,0.8465653,1.050775,1.0003177,0.9827119,1.189883,0.8505214,1.0043232,0.9288846,1.1311613,0.8997034,0.0,0.759625,0.83124644,1.0706857,1.1790897,1.0569799,1.1352307,1.0734601,1.0284263,1.0296594,1.1651802,1.1054273,1.0263417,1.1422372,1.0113784,0.92309225,1.0617913,0.9144613,1.2347069,1.1412146,1.0722551,0.83331454,1.1032419,0.9521546,1.048981,0.9265301,0.9807104,0.91233796,0.9492605,0.97420084,0.902261,0.9850702,1.2702801,0.8677609,1.0267317,1.0778835,1.0708044,0.9000501,0.9203378,1.089439,1.0885906,1.0356318,0.9275221,0.91978234,1.0368325,1.069644,1.0084181,1.0027891,0.70858514,1.0486399,0.9980399,1.1454413,1.0823298,1.0381624,0.9194454,1.08033,1.0234807,1.256072,1.0250517,1.1526607,1.0295519,0.8765706,1.101174,1.0320816,1.109588,1.2755741,0.9916294,0.81957686,1.0565522,0.95997846,1.0174631,0.9723707,1.1894078,0.8044591
drawer,1.0597112,0.96977514,0.8652687,0.9464042,1.0694957,1.0599563,0.83761513,0.94412124,0.9305538,0.97099304,0.8730141,1.0096824,1.1649437,0.9698953,0.94856644,0.9309834,1.0650388,0.88754416,0.90711427,0.8366157,0.97463065,1.016588,1.0683913,1.0924966,1.2669318,1.100253,0.8676792,1.052105,1.152801,0.8866348,0.9562556,1.044771,0.9979882,0.96274114,0.9581295,0.95754343,0.9984841,1.178867,0.759625,0.0,1.1598043,0.9916792,1.0046494,1.1140481,0.9481879,1.052469,0.9735134,1.0887964,1.0813756,1.0035315,1.0492945,0.9464688,1.0200541,0.8699168,1.1104726,0.8339446,1.0503889,0.95414025,1.0320708,1.2723871,1.105305,1.0388331,1.0963638,0.9507454,0.965748,0.95247245,1.0078864,1.0324473,0.9977299,1.0130708,1.0223844,0.92337435,1.0201093,1.1089143,1.0930867,0.97132707,0.8297267,1.0424805,0.99631834,1.1078551,0.997819,1.0159268,0.82515097,1.1820662,1.017968,1.0450252,0.96517664,0.82611954,1.0592046,1.018676,1.111055,0.97070265,0.99956197,0.9697794,1.1124736,0.9637591,0.98064566,1.0323161,1.0404735,1.0851685,1.0653404,0.9022193,0.9444376,0.9847827,0.95418745,1.1666076,0.9928439,0.89102614,1.0942266,1.0427142,0.887154,1.0397537
dress,1.0152943,1.0705438,1.0748518,1.126975,0.9431857,0.9276177,1.125314,1.22076,1.230587,0.88258386,1.2472185,1.0655423,0.8606065,1.0066609,1.0804689,1.1514579,0.9569686,1.2161065,1.2433989,1.1478491,1.0592632,0.73326766,0.9435005,0.89117324,0.93227595,0.9795789,1.0292667,0.9029282,0.6207317,0.96280384,1.2185724,0.9654478,0.9527557,1.1291919,1.029324,1.0822706,0.9318739,0.758814,0.83124644,1.1598043,0.0,1.1142535,1.1038852,0.9782797,1.0167491,1.0326753,0.98559314,0.9854003,0.98221856,0.9025687,1.0958797,0.9521947,1.0053943,1.2298073,1.0905801,1.1103228,0.831498,0.9525782,1.0609136,0.34182727,1.0957301,1.0228516,0.82112396,1.1006343,0.9076504,1.1414016,1.0500836,1.1055813,0.87939674,0.9571518,1.0000556,1.0793047,0.8957104,1.0050845,1.1198986,0.97926295,1.2584047,0.99493706,0.9902387,0.82796735,0.8870169,0.9491436,1.2182723,0.91156614,0.758113,1.0346833,0.9144469,1.0157107,0.806898,0.9465496,1.0345378,1.0249527,1.0930371,1.2860662,1.1230471,0.88539296,1.0119418,0.86926025,1.1362288,0.89332753,1.0733742,1.3291652,1.040752,0.993287,1.1115437,0.61442757,1.0874553,1.2811313,1.0368445,0.81214994,0.94928145,1.0717175
ear,0.9638456,1.0716379,1.0162317,1.0159202,1.1050683,1.0657119,1.1411111,0.95147073,0.9760311,1.1255406,0.9546756,1.0515753,0.9146055,1.0056204,1.0718373,1.1633801,1.1974957,1.0394062,1.0453395,0.72328484,1.1828839,1.0761784,1.154643,1.0532799,0.8101187,0.9910195,1.0180639,0.9107537,1.0892489,1.143487,0.9301238,0.9640239,1.2002898,1.0559534,1.1973296,1.0776587,0.87999046,0.9407388,1.0706857,0.9916792,1.1142535,0.0,0.9108315,0.93439156,0.892039,1.0393022,1.1249925,1.0797461,0.92624134,0.93121254,1.0124053,0.74144715,0.8338044,1.1013777,0.677734,0.88373363,0.97080374,0.9444291,1.0918136,1.0875279,1.0584909,0.82351696,1.2037987,1.1187267,1.1725816,0.9075508,1.1786636,0.8688705,1.0050597,1.0915036,0.9797828,1.028098,1.025404,1.082041,0.9626604,0.7938502,0.9536964,1.2082679,1.1596241,1.0774214,1.0230153,1.1141671,1.0208228,0.85115147,1.2344154,1.0543892,1.0101299,1.135066,1.0830562,1.1182396,0.9591254,0.95326406,0.9950489,0.9040992,1.0457844,1.0521523,1.0249726,1.1158837,0.9230888,0.91170996,0.866367,0.9905165,1.1824888,0.9978821,1.1441891,1.0122445,1.110616,0.9986375,1.137351,1.1662816,1.0425183,0.9528428
egg,1.1713312,0.33088964,1.150817,0.47634488,0.4779119,0.8506703,1.190402,1.248696,1.3337374,0.8753557,1.315011,1.271686,1.1351464,1.2240081,1.1285324,1.167848,0.71030116,0.80942357,1.3137448,0.71020734,1.2264563,0.882964,0.9146429,0.5970913,1.1638668,1.4490225,0.7503537,1.2537223,1.2341669,0.9405926,1.3553903,0.9584175,0.77191633,1.4037011,0.78852874,0.7768008,0.9349241,1.1185334,1.1790897,1.0046494,1.1038852,0.9108315,0.0,1.2454984,0.6103476,1.0286556,0.8325088,1.1584169,0.93830544,0.97560245,0.9938663,0.6891537,1.2025826,0.9479546,0.98186445,0.93491256,0.540766,0.8971511,1.0518941,1.2291543,1.1220356,1.171826,1.0429381,1.3056252,0.7959095,0.9892029,1.1172463,1.2338731,1.1482874,0.82056093,0.49196684,1.201807,0.8311602,0.3368441,1.2656426,1.123209,1.321454,1.0302219,0.941329,0.5460043,1.2053858,1.0343573,0.7132752,0.64798003,1.049845,0.94815373,1.2632574,0.8225235,1.0420101,0.8706436,1.2659203,1.1297121,1.1120703,1.229065,1.25915,0.6516467,1.1581583,0.5838456,1.0852538,1.1268864,1.2146089,1.3253614,0.6963637,0.4011762,1.1352328,1.25594,0.93185306,1.3037882,1.0268772,1.1435043,0.72654045,1.222697
elephant,0.36312222,1.3161653,0.96542346,1.0673356,1.3476229,1.0981315,1.0758617,0.6817136,0.61087024,1.1419435,0.773276,0.8413296,0.7300353,0.687338,0.70763373,1.2274277,1.4024298,1.2340335,1.0114846,0.9818817,1.1264298,1.2738585,1.2440621,1.2972798,0.64800304,0.74560153,1.2739681,0.8173712,0.79789466,1.1615305,0.6423725,0.94792783,1.3310063,0.90415204,1.3746357,1.1301653,1.0949068,1.0791646,1.0569799,1.1140481,0.9782797,0.93439156,1.2454984,0.0,1.1213782,0.9926878,1.2059127,1.0127245,0.97392315,1.0716332,1.054353,1.1549892,0.7766645,1.2892835,0.846916,1.0608007,1.2430874,1.1049874,1.0575166,0.83605695,0.9532752,0.6689905,1.1998225,1.0336573,1.2637742,0.85443974,1.2252297,0.6923438,0.92788595,1.0949011,1.2462506,0.89590496,1.1401784,1.255686,0.76002204,0.7059524,0.87912554,1.2747016,1.2855369,1.2640085,0.77373374,1.0701445,1.2739931,1.1076615,1.1551561,1.1836305,0.8911078,1.2748666,1.111198,1.1928312,0.64148986,0.935374,0.83066607,0.7423899,0.81676334,1.2246585,0.91739875,1.2534618,1.0615207,0.9022397,0.66782546,0.8937302,1.2674279,1.2599363,1.146682,0.721679,1.3456976,0.9092909,1.1147401,1.1076412,1.209826,0.7821084
finger,1.2656744,0.7975696,0.9911296,0.7968324,0.8751508,1.0943147,1.1788726,1.3320059,1.3562196,0.6512037,1.3786007,1.191491,1.1649404,1.2048088,1.1740851,1.1507397,0.79999673,1.0842015,1.3102573,0.5932337,1.3018126,0.6540061,1.057802,0.51150215,1.0442984,1.3114337,0.90656805,1.156726,1.03977,0.8655503,1.3543181,0.7207858,0.6177374,1.3399179,1.0244739,1.0996037,1.1021477,1.0369993,1.1352307,0.9481879,1.0167491,0.892039,0.6103476,1.1213782,0.0,1.0420341,1.0818275,0.9757875,0.5725541,0.9295701,1.1411161,0.45294213,1.0621592,1.0234287,0.894861,0.3811351,0.7100582,1.0967617,1.1061399,1.1557884,1.1745535,0.88744843,0.6725576,1.1933944,0.9678295,1.1258279,1.2527874,1.1021818,1.1723363,1.0799441,0.48346937,1.1178526,0.57778835,0.7189171,1.2446773,0.8523997,1.2838669,0.88119507,0.7342615,0.65977585,1.1028857,1.1046813,0.8123626,0.61822546,0.9674817,0.937208,1.2249756,1.061822,0.80547565,0.68092686,1.2158587,0.95389295,1.149118,1.2999682,1.2553167,0.4828967,0.91250736,0.788031,1.2161127,1.2735865,1.1709578,1.3656559,1.0650196,0.3916043,0.95356953,1.0764753,1.1163114,1.2845919,1.1038728,1.0649133,0.43665385,1.1301794
fish,0.88628507,1.0350496,1.036291,1.0750549,0.9301479,1.0313197,0.99710983,1.0928544,1.2226663,0.87641376,1.2023191,1.2452052,0.93668604,1.0663311,0.8981677,1.0870482,0.91211563,1.1406524,1.2751805,1.2236354,1.0744463,1.0231779,0.9227051,0.9704725,0.962634,1.1892747,0.9222158,1.1345809,1.0980202,0.78888834,1.261564,0.9129363,0.8166815,1.272665,1.067077,0.98759,0.9984261,1.1075846,1.0734601,1.052469,1.0326753,1.0393022,1.0286556,0.9926878,1.0420341,0.0,0.8964985,0.94904417,0.52901226,1.0248313,1.0123936,1.0382631,1.064482,1.0607653,1.1184444,1.1627223,0.8915065,0.99852705,0.043311954,1.075181,1.1237053,1.1256001,0.8027394,1.188103,0.7571008,1.0962762,0.97886324,1.175699,0.9626474,0.9105795,1.0130048,0.9829321,0.87235224,1.0149078,1.1861154,1.2254843,1.1465197,0.8757012,0.81587327,1.054993,1.0617613,0.9210811,1.1094469,1.0130755,0.90990096,0.76130855,0.966143,0.9382392,1.0217011,0.9349505,1.1462532,1.0907166,0.89888245,1.175775,1.1458917,0.89169526,0.99438196,0.91120654,0.9936274,1.1234047,1.0786943,1.2240849,0.9624693,0.9702335,1.0102372,1.062668,1.0808158,1.1736665,0.95486903,0.8531077,0.95894945,0.94299257
flower,0.98435384,0.60368097,1.1298614,0.8750376,0.519417,1.0231998,1.0087411,1.1634691,1.3344136,0.8329203,1.2377731,1.2452639,1.0671675,1.3553042,1.1285375,0.9661031,0.7209525,0.87387496,1.2047297,1.2313921,1.018499,0.9371681,0.69091976,0.68231773,1.1894898,1.3897233,0.72651285,1.2070979,1.144489,0.8774375,1.3282195,1.0905306,0.7972311,1.2746598,0.7836894,1.007786,0.78682333,1.0737413,1.0284263,0.9735134,0.98559314,1.1249925,0.8325088,1.2059127,1.0818275,0.8964985,0.0,1.1396229,1.0079535,0.8288239,0.9301972,1.0264502,1.3879561,0.96226263,1.1790602,1.1894981,0.65376675,0.7561721,0.8763219,1.1171331,1.0519197,1.456067,1.0170189,1.2049005,0.59885377,1.0956409,0.8726791,1.4440551,0.9596403,0.67602766,0.8188992,1.1722091,0.890722,0.7889273,1.2941184,1.3893013,1.1393055,0.95801145,0.94912446,0.87473094,1.2841243,0.41133678,0.8719633,1.0478721,0.7970649,0.81073534,1.0349702,0.2631033,1.0669992,0.84497476,1.1533242,1.2721459,1.1395812,1.2541616,1.2462094,0.9009915,1.3280815,0.64102685,0.9561332,0.9889825,1.1448481,1.2197398,0.75787926,0.8867378,1.1542076,1.297501,0.82330465,1.2505516,0.891655,0.868846,0.95483875,0.90612835
foot,1.0946784,1.1011117,0.9940473,0.97572684,1.1285255,1.0945821,0.8228831,1.1603,0.9751219,1.0701847,1.0440245,0.8572653,1.057243,0.92348367,1.0013349,1.111467,1.0625513,1.1024336,1.0695872,1.0407453,1.1357329,1.0173285,1.041914,1.084508,1.0164331,0.98174506,1.074337,1.0130365,0.9555839,0.93730056,0.9871909,0.8847526,1.1222508,0.98080087,1.159707,1.1149168,1.073147,0.94191575,1.0296594,1.0887964,0.9854003,1.0797461,1.1584169,1.0127245,0.9757875,0.94904417,1.1396229,0.0,0.9870736,1.0293735,1.0248996,1.0884736,0.8492818,0.9804772,1.0401577,0.96820724,1.0483214,1.0867077,0.92114687,0.91377693,1.0291486,1.0004529,0.9399382,0.97990227,1.1462924,0.99734724,0.98034537,0.7882507,1.0809885,1.0287426,1.0986471,1.0082477,1.0664395,1.1383638,0.79127336,1.0720248,1.0876076,1.0495536,1.1076851,1.1070957,0.8450698,1.0004826,1.0718869,0.98430336,0.9513946,1.1065798,1.008939,1.1646523,0.9519359,1.0379659,0.857213,0.4726079,1.0436144,1.1232891,0.9307808,0.8731997,0.54889345,1.0470144,1.0157179,1.0133222,1.0139383,1.0929086,1.0672514,0.91217387,1.0148355,0.8658812,1.0075486,1.0618846,0.92300737,0.96104157,0.9023069,1.0365535
fork,1.0755761,1.077751,1.0656062,1.101826,0.9002969,1.1397967,1.0809102,1.2592198,1.3317268,0.6056351,1.3126793,1.2627919,0.9451382,1.1497068,1.0991306,1.2420425,0.8467078,1.2326933,1.3952196,0.98577565,1.2139802,0.66032875,1.0232521,0.67021006,0.86872107,1.1677927,0.9125091,1.0498688,0.978701,0.8133005,1.3275331,0.67780346,0.6365558,1.34572,1.0956699,1.1249332,1.075958,1.1784304,1.1651802,1.0813756,0.98221856,0.92624134,0.93830544,0.97392315,0.5725541,0.52901226,1.0079535,0.9870736,0.0,1.0049434,1.0175817,0.597107,1.1235218,1.2381365,0.95059454,0.92855495,0.7705643,1.0649877,0.5516641,1.0959889,1.158354,1.0044899,0.6092446,1.2639844,0.7163938,1.229909,1.2112842,1.2368098,1.0854928,1.0242105,0.69248146,1.016355,0.43046665,0.8662245,1.2352473,1.0649618,1.3174491,0.9094914,0.7763337,0.822798,1.0237125,1.0202507,1.034938,0.7750133,0.8400227,0.7555307,0.9914721,1.0662451,0.9015167,0.7788036,1.1382785,1.1300617,1.0182515,1.2694036,1.1517882,0.6394216,0.9826103,0.91046166,1.0676754,1.2358224,1.151621,1.3888979,1.1449068,0.74490863,0.99700797,0.9678348,1.2493355,1.3187335,1.0302299,0.81736207,0.6452776,0.8874277
frog,0.82818747,0.9093451,1.1681178,0.9115712,0.8030343,0.9888915,1.0652716,1.2010846,1.1333082,0.8494612,1.2537775,1.024901,1.0591855,1.1537759,1.036039,0.76133466,0.94568276,1.0386509,1.0126439,1.1374798,1.1845695,0.83318144,0.6069807,0.83200026,1.0827435,1.2003955,0.71853375,1.2573524,1.2477472,0.98793846,1.1318442,1.0568285,0.80183965,1.0261635,1.0697188,1.0246817,0.5588284,0.7175229,1.1054273,1.0035315,0.9025687,0.93121254,0.97560245,1.0716332,0.9295701,1.0248313,0.8288239,1.0293735,1.0049434,0.0,1.1863797,0.8881409,1.1627643,0.8804186,1.1326439,1.0472121,0.8764082,0.58248603,1.0211416,1.0946664,1.0982906,1.2564278,1.1520483,1.1106101,0.8586958,1.2101786,1.1150377,1.1799318,0.94675976,0.744921,0.8396063,1.2696954,1.0351409,0.8822689,1.1727039,1.199998,1.0000688,0.8855119,0.89785385,0.8435552,1.1713457,0.912803,0.96170187,0.8968478,1.056672,0.96866345,1.3375598,0.8542208,0.87601554,0.5624435,1.1821332,1.0911404,1.2021817,1.187819,1.1679873,0.79147863,1.1571994,0.7053312,1.1608288,0.97071356,1.1035128,1.1466624,0.874788,0.8399036,1.1542072,1.2518251,0.6356134,1.161495,0.9127131,1.179152,0.9038578,0.948196
