,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,firetruck,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window,zebra
fish,0.31306392,1.1348448,1.3387699,0.5344632,1.1423824,1.3342927,1.4788437,0.98438835,0.5245,0.7744956,0.5367335,1.5377419,0.53124475,0.43038338,1.4120927,0.5032272,0.86654514,1.5050243,1.2884474,0.6891907,1.2046406,1.2871131,1.2064805,1.5372269,1.2658985,1.3239655,0.87089634,0.951949,1.0728885,1.3141699,1.0814637,1.3072538,0.957232,1.0076435,1.0232307,0.5783397,0.9228623,1.507557,0.8264163,1.4803462,0.83799124,1.2337823,0.9201015,1.0416769,1.1040642,0.6831353,1.3030441,0.6933994,0.75386727,1.1613864,0.8861841,0.0,0.85995483,0.8821458,0.97247875,0.517232,1.4370449,0.8802428,0.98795843,0.8072239,0.7895365,0.7039252,1.4704777,1.2518919,0.8144038,0.7345592,1.0469283,0.665518,1.3152078,0.8301466,1.2849004,0.66705674,0.9145696,0.55695456,0.8684459,1.1219302,1.3242242,1.4472766,0.92904985,1.456704,0.8123925,1.3369215,1.3179991,0.86904234,0.5270616,0.6182449,0.45286763,0.9785931,1.3887049,1.3796964,1.4443661,0.8146914,1.1631281,1.2262588,1.1916323,0.59604746,1.1519862,1.4726636,1.125411,0.78125334,1.3180946,0.6978855,1.373187,1.0502883,1.2626569,0.54601055,1.129317,0.85041636,1.2935646,0.662699,0.80192745,1.5294945,1.3233247,0.73459333,0.9551074,1.2180527,0.9666642,1.4096262,1.4422402,1.0113351,0.5893956,0.5713769,1.4043167,1.3396406,1.3734972,0.77632606,0.9032661,1.0836682,1.0267179,1.4085063,1.5092262,0.9819349,0.8457277
flower,0.86687076,1.0659361,1.080806,0.82337266,1.0274174,1.0768886,1.0791367,0.8989073,1.0669925,1.0775152,0.97369295,1.2751509,0.95333767,0.8160538,1.1722158,0.98655814,0.9824742,1.1102469,1.0555402,0.88848716,1.0820768,0.9806389,1.0434753,1.1584142,1.1236295,1.1197118,1.0162586,0.83220434,1.017206,1.2534035,1.0563024,1.242176,1.0762897,0.95986223,0.94083434,0.9242964,0.9897556,1.2785738,0.90710133,1.1557975,0.9787742,1.0083864,0.86503863,0.88298404,1.0915818,0.8214158,1.1805432,1.1194354,0.9583651,1.079608,0.8992467,0.85995483,0.0,1.0052013,0.9538825,0.84753007,1.201618,0.8896061,1.0281203,0.8259588,0.93178105,0.8504574,1.1026505,1.0227439,0.9126691,0.7963891,0.9653426,0.97602355,1.1882145,0.8660996,0.9452585,0.91264105,0.87771595,0.88013506,0.84202874,1.0751551,1.2346312,1.251189,0.97734225,1.1398227,0.96294516,1.1557792,0.9881867,0.9271976,0.8569736,0.8851077,0.8983799,0.9339233,1.1605744,1.1808546,1.1135427,1.093762,1.0623895,0.56738824,1.0828803,0.81622076,0.9985135,1.1744081,1.0185703,0.7403588,1.0586584,0.88064796,1.3055936,0.9229238,1.1693581,0.7891687,0.97946775,1.0644614,1.1420085,0.999218,1.0044757,1.3300291,1.2017066,0.92288727,1.070049,1.1275878,0.87593937,1.1856475,1.1976228,0.81876254,0.76485896,0.83328736,1.2609253,1.1528409,1.2459555,1.0126368,0.94906217,1.0348564,0.9354754,1.1387522,1.235903,0.8444102,1.101084
fork,0.95155805,0.9806554,1.2286545,0.7762407,1.1826714,1.2292037,1.0902008,1.0004798,0.9360502,1.0196537,1.13305,1.1434762,0.9853843,0.9820076,0.9993519,1.0705216,0.9638644,1.0818229,0.9506826,1.0074173,1.0518571,0.99017864,1.0468347,1.1024201,1.1742656,0.9154115,1.1055044,0.8247292,1.0895883,1.0597581,0.9587433,1.1320577,0.83478224,1.0305467,0.99823064,1.1159563,0.94958925,0.8931362,1.0320866,1.0733447,0.9871227,1.2008715,1.058433,0.9890164,0.8683392,1.036477,1.1543078,1.0988586,0.97927666,0.84481627,1.1377939,0.8821458,1.0052013,0.0,1.0375153,0.95247346,1.0913769,0.8587551,0.91704315,0.9991542,1.0822016,0.6418856,1.1592824,1.2004875,1.0357586,1.1267593,1.0447146,1.0662404,0.52536315,1.0208489,1.0743462,1.0169028,0.9092318,0.8668966,1.02079,0.92213476,1.1316558,1.1219456,0.9680909,0.843629,0.8981524,1.1948235,1.0353129,1.0083929,1.0439702,1.04319,0.8523071,1.0677444,0.64131975,0.6252487,1.2033457,1.1192168,1.1063852,1.0217531,0.97059715,1.0937785,1.1034619,1.1657492,1.0549436,0.9553126,1.1066626,0.9094403,1.1103171,0.98291427,0.5387768,1.0173323,0.95502406,1.0684586,0.78963935,0.8004043,1.0609487,1.0435438,1.1304194,0.9484095,0.95971173,0.30182368,0.93046725,0.9756641,1.1236407,0.9183845,1.1200407,0.93202764,1.1063359,0.97515124,1.0213244,0.1001088,0.92643565,1.0527352,0.9744481,0.907271,1.0341903,1.106786,1.132699
frog,0.86214346,1.1015663,0.7803284,1.0569302,0.8584791,0.8208878,0.8945503,0.9722947,1.1646544,1.1015966,1.0269856,1.2073098,1.1561786,0.8123363,0.9029839,1.0877515,0.6740189,1.2435352,1.2007239,0.88001096,0.95034075,1.1211238,0.742503,1.3219724,1.0073348,1.0238804,0.87331045,1.2061069,1.0237432,1.0745826,0.9239228,0.9184157,0.9498148,0.87858236,1.0397645,1.0617799,0.91060036,1.189104,0.9580219,1.2801926,0.8195767,0.6456084,0.5147203,1.1511219,1.0886106,1.1324016,0.9862795,1.0041515,0.9575459,1.1358414,0.9966483,0.97247875,0.9538825,1.0375153,0.0,1.0050246,1.2024393,0.97708666,0.6894996,1.0245248,0.63828653,1.0113503,1.0399143,0.7122279,0.84962165,1.0480738,1.1589701,1.1414077,1.1616275,0.9920159,1.0371319,0.8649147,1.0694939,0.88880265,0.8998776,1.1494265,1.1416478,1.2179755,0.9303649,1.2625272,1.072581,0.9676859,1.2998381,0.52136064,1.0138451,1.1914539,0.872614,0.8890568,1.1611432,1.1488228,0.9337827,1.0698166,0.8574296,0.90995836,0.98573303,0.952014,1.0740417,1.0621477,1.0698148,1.0751879,0.83885795,0.96267396,1.0001911,0.98420316,0.78324115,1.085427,0.82984596,1.067163,1.2013419,1.0672355,0.9821886,0.99020296,1.1085677,1.0593174,0.9293847,1.0708857,1.0917547,1.2308083,1.2760344,0.98516357,1.0667286,1.0436959,0.99105483,1.2016113,1.2580705,0.9449615,0.9702352,0.56055504,0.9440511,1.2897588,1.2541847,1.117752,1.163269
glass,0.6609492,1.2455838,1.1825533,0.65794635,0.9579479,1.1211318,1.311677,0.9118308,0.52532244,0.86987144,0.77413976,1.463147,0.69692934,0.6490627,1.3886106,0.8058202,0.9889279,1.2334332,1.0577465,0.64638263,1.226444,0.9791685,1.1545479,1.3152184,1.116684,1.276845,0.8974948,0.9260631,1.2043142,1.2164025,1.1375649,1.1716336,0.98372114,1.0028117,1.1647155,0.8442791,1.0883176,1.4591596,0.81113195,1.1986338,0.59217733,1.1656318,1.0267322,1.0235305,1.0738468,0.8322525,1.1284485,0.95081156,0.90351593,1.2223971,0.78829664,0.517232,0.84753007,0.95247346,1.0050246,0.0,1.3878908,1.0699914,0.97225624,0.90011185,0.93053275,0.7690504,1.3345724,1.1952308,0.633132,0.85609883,0.5288234,0.86446553,1.2208896,0.82933533,1.1093501,0.6539498,0.846812,0.8050723,0.7395695,1.1079836,1.3583629,1.3816497,0.97703135,1.3620175,0.8779855,1.160667,1.2029717,1.0391495,0.7351283,0.8292621,0.67149484,0.9900849,1.2937722,1.3466709,1.3006245,1.138715,1.1519,1.088181,1.0540168,0.689165,1.0963371,1.3076231,1.2008961,0.8149766,1.1761123,0.83937895,1.4015307,1.1470267,1.0846714,0.70537746,1.1586246,1.0020376,1.2753923,0.6098416,0.60617125,1.4809768,1.2371057,0.93369925,0.94543684,1.1018486,0.8106383,1.3291548,1.4064589,0.92874974,0.6982974,0.4985826,1.1579747,1.3908377,1.3242478,0.8524996,1.0490855,0.91406703,0.86668164,1.2899303,1.4001744,0.90333605,0.91617733
glasses,1.4569968,0.67561114,0.852203,1.2657237,0.98973006,0.87726164,0.56847143,1.2834152,1.3498433,1.0797734,1.366102,0.35035276,1.4012034,1.4044545,0.5494852,1.3877444,1.2339988,0.70656985,0.9989616,1.3901334,0.95095634,1.0884538,0.98960215,0.66072077,0.8033544,0.5514352,1.1004683,1.2437482,1.0384476,0.60928136,1.041487,0.8562699,1.2412833,1.1598468,1.1137005,1.3087336,1.1711049,0.42346382,1.310766,0.67322314,1.2900258,0.8673515,1.1153194,1.1763445,1.1232768,1.2221913,0.8391658,1.1385841,0.75378656,0.54759526,1.1530032,1.4370449,1.201618,1.0913769,1.2024393,1.3878908,0.0,1.1095123,1.2201407,0.8916898,1.2538891,1.0496658,0.58314896,0.8895971,1.2921343,1.3066902,1.0731766,1.154833,0.8225316,1.2503817,0.9004182,1.3451376,1.2605411,1.3135259,1.2219247,0.62931037,0.67200744,0.24130154,1.2486866,0.3914613,0.84439814,0.7977195,0.92860204,1.2611812,1.2937585,1.2407783,1.3644065,1.1856294,0.5598647,0.55152684,0.6153666,1.1859064,1.0099581,1.0539463,1.0900409,1.2959096,1.0621428,0.78421915,0.56593895,1.2463521,0.9425191,1.2496979,0.5414016,0.92109615,0.8907351,1.2516575,1.0203338,0.9549403,0.771813,1.3196671,1.2770164,0.45360857,0.7070742,1.0879638,1.0671617,0.9592331,1.1304836,0.45412076,0.34351873,1.2643663,1.2780772,1.3666584,0.78736293,0.36414254,0.5459735,1.2153335,1.2748818,1.2328022,1.2637947,0.67102826,0.2503844,1.0701917,1.0962843
glove,0.8638849,0.6952427,1.1871897,0.84554076,1.037129,1.1212401,0.933276,1.0964307,1.0721998,1.0695858,1.066482,1.0098395,0.8989225,0.8924995,1.0398339,0.8297683,1.2168518,1.0104967,1.1071373,1.1910332,1.0375597,1.0402108,0.9600825,1.0699881,1.0356028,0.81674016,0.95303553,0.788504,0.623115,1.3151894,0.8929138,1.264642,0.8217627,1.1227783,0.84966725,0.99008536,0.8925212,1.1576493,1.122886,1.1462591,1.1814392,1.1439139,0.6872653,1.095743,1.0570263,0.84134126,1.1583908,1.0974318,1.0772531,0.6895126,1.2378435,0.8802428,0.8896061,0.8587551,0.97708666,1.0699914,1.1095123,0.0,0.96537393,1.046479,1.1223114,0.6303399,0.916548,1.1676233,1.0650533,0.7598918,1.2477242,0.7465261,1.0455523,1.1248775,1.2401979,0.9372821,1.095868,0.37399697,0.99826646,1.0979762,0.9517565,1.0997385,0.59297705,0.9661429,0.96010476,1.1561902,1.0093087,0.88414,0.9332867,0.68440765,1.1323094,1.0974214,0.9620775,1.0362477,0.9458048,0.5751732,1.0828961,1.1616192,1.1764321,0.9465701,0.97723436,1.1261555,0.9708447,1.0233706,1.0444509,0.9300317,1.0785972,0.9608474,1.0701526,0.9162674,0.6588106,0.79166746,1.1422746,1.1308906,1.214263,0.96280843,0.9909553,0.596726,1.1246382,1.0106173,1.1017635,0.955134,1.1077766,0.8437168,0.9365933,1.1676863,1.1376061,0.8200995,1.078299,0.92160493,0.49480355,1.1694722,1.0901647,1.1858635,1.0362806,1.173487,1.0950632
gum,1.1530415,1.2888985,0.75225955,1.1575364,0.74483097,0.7493618,0.96251416,0.60368305,1.1154513,1.2010168,1.0996237,1.0863341,1.152769,1.042481,1.122919,1.1503767,0.5370834,0.79241633,0.8241989,0.7675393,1.0594827,0.64588207,0.7579886,0.9752935,0.83319014,1.0503132,1.1916633,1.0190016,0.9966793,1.0009168,0.87110794,0.86289865,0.7754198,0.9709052,0.7423147,1.2100782,0.9810364,1.0032653,1.0176367,0.8749379,0.83258045,0.9089287,0.949081,1.0081941,0.86139643,1.1506298,0.84132195,1.0482932,1.2734315,1.1657741,0.9019249,0.98795843,1.0281203,0.91704315,0.6894996,0.97225624,1.2201407,0.96537393,0.0,1.2201235,0.8553626,1.0135254,0.9137902,0.8903878,0.9369229,1.0915935,0.8899872,1.3194315,0.8104727,1.0292641,0.93326324,0.95490867,0.7694961,0.9826671,0.93067575,1.1595618,1.1118709,1.0311791,0.8101939,1.1125586,1.2561667,0.8712197,1.0436596,0.8159733,1.1802807,1.3460431,0.8787421,0.9659307,0.87375516,0.95981044,0.9585711,1.0509217,0.9992681,0.88729477,0.8495995,0.9828429,0.8087801,0.80734575,1.1919926,1.0834253,0.9072518,1.0622658,1.1074704,1.0453417,0.7122344,1.2452053,0.7732319,1.2917228,1.151406,1.0727851,1.0287724,0.79933226,1.018958,1.2041495,1.0147516,0.7768171,1.19748,1.1127796,1.0623813,0.98140246,1.2442623,1.0406696,0.72186255,1.1827905,1.0833126,0.8512182,0.7619247,0.5019291,0.82717377,1.1896975,1.0417551,1.2169712,1.2789065
hair,0.87914944,0.92857057,1.1981015,0.7766305,1.1183527,1.2042984,1.2187511,1.2157937,0.8633996,1.0317425,0.87672657,1.208625,0.8593414,0.6530327,1.1154859,0.9423454,1.0514272,1.2616749,1.282146,0.9463942,1.1705338,1.276617,1.2124659,1.2723523,1.0836778,1.1649855,0.8773393,1.0126237,1.2107033,1.1782901,1.1887071,1.2538455,1.1469433,1.022267,1.2184132,0.80324495,1.0976324,1.2624357,0.91548526,1.2867529,1.062257,0.9374772,0.8683928,0.93968487,1.1530324,0.77452743,1.1774813,1.015564,0.38907897,0.94567823,0.8643311,0.8072239,0.8259588,0.9991542,1.0245248,0.90011185,0.8916898,1.046479,1.2201235,0.0,0.9541686,0.8001834,1.1202157,0.9902741,0.98317736,0.8544617,1.1018339,0.7202467,1.3134599,0.8812355,1.1540625,0.9474893,0.9944026,0.94302714,0.8294276,0.8757591,1.1146828,1.124989,1.2394364,1.1669824,0.77191675,1.180011,1.1049808,1.1472533,0.68171954,0.7694388,0.81855226,1.0176636,1.2421037,1.216782,1.1351345,1.1768029,1.1201721,1.115488,1.2323704,0.8815187,1.1556818,1.1786546,0.93755054,0.6052949,1.0942159,0.883651,1.1459929,1.1011931,1.2726436,0.519757,1.1165582,0.61891794,1.1429386,0.95850456,0.91967976,1.3080528,1.2414159,0.77973425,1.1201817,1.2907898,0.99376863,1.2234298,1.1706753,1.0063119,0.65956414,0.7883289,1.3202393,0.9734157,1.2260536,0.944559,1.2774206,1.108696,1.0667949,1.1199101,1.1611359,0.8646389,1.0598885
hamburger,0.777357,1.1397673,0.93777025,0.94085085,0.9944021,0.9909758,1.1149321,0.9458762,0.9860021,1.0265813,0.7833342,1.3211327,0.98130757,0.7086395,1.1347122,0.8288802,0.7552863,1.2925556,1.1222258,0.8029768,0.8516289,1.1675817,1.134554,1.3615942,1.1689651,1.200311,0.9453918,1.099113,1.0377581,1.0910124,0.917265,1.0950264,1.0866529,0.80012316,1.0594307,0.8414707,0.7966925,1.2765963,0.8939078,1.2737303,0.86464083,0.98603344,0.7682235,1.0871868,1.0320764,1.0323021,1.0518413,0.93324614,1.015507,1.1618888,0.92800355,0.7895365,0.93178105,1.0822016,0.63828653,0.93053275,1.2538891,1.1223114,0.8553626,0.9541686,0.0,1.0248816,1.2028584,1.0339491,0.84904003,0.9361582,1.1228865,0.978891,1.2451967,1.0160689,1.1632364,0.6937596,0.9160691,0.852124,1.0371084,1.0167603,1.220312,1.2548691,1.0198263,1.3378568,1.000294,1.0581213,1.2308087,0.8143896,0.88571507,0.95826405,0.8425461,0.80689573,1.3287191,1.2832835,1.1397711,1.0149891,0.8492796,0.99474645,0.9044276,0.8952161,1.0870348,1.1963185,1.0901555,0.94261295,1.1516639,0.47770762,1.0893164,1.1483436,1.2055463,0.93788004,1.0277098,1.093149,1.1972951,0.867427,0.9049221,1.2451682,1.1312321,0.9260901,0.9563073,1.2011738,1.0638376,1.3159348,1.2264986,0.98745626,0.85345525,0.76033235,1.1566979,1.2101159,1.2456957,0.963517,1.0615934,0.7102648,0.835641,1.2626996,1.2954576,1.1258168,1.0214834
hand,0.81345433,0.67066854,1.2338033,0.3572222,1.0704597,1.1896422,1.1631806,1.1255895,0.8253031,1.0366864,1.0032798,1.269366,0.7892636,0.78525424,1.0805337,0.97881657,1.0044911,1.2935328,1.2652297,0.89982045,1.0952054,1.2376515,1.2112992,1.3429079,1.1036859,0.71567816,1.0178871,0.8541553,1.1936598,1.2741387,0.8501711,1.2448837,0.9022121,1.0209999,1.2116199,1.0033345,0.9571426,1.2518153,0.990373,1.3312149,0.9797132,1.2708471,0.93871504,1.0151149,0.9892871,0.86542207,1.2107989,1.0101854,0.75409585,0.37660575,1.0303912,0.7039252,0.8504574,0.6418856,1.0113503,0.7690504,1.0496658,0.6303399,1.0135254,0.8001834,1.0248816,0.0,1.2699854,1.3192458,0.97172546,1.0091399,1.140949,0.7493806,1.1432705,0.95025766,1.299213,0.72966343,0.988885,0.63096535,1.0263565,0.7461337,1.1508728,1.1722791,1.1260076,1.0432884,0.6509978,1.2255019,1.2303197,1.1494247,0.81286526,0.7456389,0.74976337,1.0461574,0.9781921,0.9299057,1.1373811,1.0960073,1.1240307,1.2912021,1.2282254,0.8446897,1.3604274,1.3888061,0.90609205,0.9101566,1.2955844,0.7827384,1.2143444,1.0740114,1.0636201,0.7535774,1.1483748,0.8483473,1.2588618,0.85764647,1.0016732,1.2678955,1.2501695,0.6528855,0.9812661,1.0924546,0.98985404,1.1417933,1.1589948,0.9951396,0.85102165,0.82373405,1.2779999,0.6924413,1.095731,0.7012541,1.1090566,1.1072237,1.0553254,1.3189592,1.1522647,1.0087857,1.0774648
hat,1.5037856,0.9640325,0.59735537,1.470278,0.7201288,0.62240493,0.53491515,1.0974284,1.5138223,1.1859543,1.5265541,0.5729579,1.5777661,1.4963747,0.58209014,1.5020086,1.2607932,0.5038187,0.6932903,1.4738811,0.8291265,0.7753247,0.6656723,0.58712035,0.8618429,0.8712574,1.2493335,1.0488565,0.742653,0.6349875,0.9599167,0.6823067,1.2695862,1.0816815,0.7439414,1.5006479,1.0167564,0.5926972,1.4362689,0.4373682,1.1966588,0.72216153,0.9324115,1.1824642,1.0681424,1.2926338,0.5252165,1.2114345,1.1647775,0.87449646,1.1772686,1.4704777,1.1026505,1.1592824,1.0399143,1.3345724,0.58314896,0.916548,0.9137902,1.1202157,1.2028584,1.2699854,0.0,0.63476276,1.3125696,1.3610449,0.8639996,1.371304,0.7195029,1.4062629,0.7255955,1.3436139,1.1271439,1.3103222,1.1537162,0.9693726,0.82035977,0.50612545,0.8486215,0.5044476,1.1054848,0.6057522,0.7632762,1.0143125,1.4710913,1.4392728,1.5149043,1.0611488,0.5787193,0.66252524,0.5836483,1.1937993,0.9262275,0.7742389,0.88341016,1.2335175,0.63366866,0.5385375,0.7521139,1.193888,0.5058351,1.2679386,0.56393653,0.96052915,0.76983404,1.4183264,0.7373041,1.2800765,0.81169707,1.3656125,1.4192989,0.38432658,0.7510014,1.1157359,1.100809,0.777567,1.1590801,0.6263001,0.5692203,1.0847672,1.3836024,1.4568532,0.56607133,0.6543474,0.79858625,1.2926567,0.8861341,1.0218772,1.0799077,0.7561254,0.38199997,1.2331017,1.2596704
horse,1.1538367,1.1920466,0.743871,1.308443,0.9546748,0.7958482,0.91359675,1.0325289,1.2815818,1.0332822,1.1186856,0.92728394,1.2470069,1.206554,0.79194754,1.1873727,0.9296613,0.9279784,0.95264953,1.1499822,0.95473355,1.0122519,0.7553086,0.9646452,1.0117527,1.1158888,0.85430104,1.1415212,0.898901,0.92041683,1.0149752,0.83967245,1.1776248,0.9992775,0.95308405,1.1058136,1.0708742,0.91368246,1.1484826,0.89082205,1.0499898,0.078055024,0.8762009,1.0898001,1.0262024,1.164541,0.82787454,1.0623842,0.97414714,1.2132059,1.0457478,1.2518919,1.0227439,1.2004875,0.7122279,1.1952308,0.8895971,1.1676233,0.8903878,0.9902741,1.0339491,1.3192458,0.63476276,0.0,1.1675812,1.1482631,0.98246115,1.2237401,0.96964407,1.1501212,0.8704605,1.224936,1.0843679,1.2993108,0.9889422,1.074532,1.0612723,0.91388714,0.96190864,0.95343375,1.139852,0.81672746,0.9438456,0.9370487,1.165316,1.2192693,1.1172471,0.98309296,0.9056017,0.95151645,0.9395052,1.1542147,0.9362477,0.8299372,0.96723217,1.1190953,0.7497226,0.82348204,0.88746846,0.9798394,0.45826006,1.1682775,0.8646882,0.954284,0.92163885,1.2226758,0.874823,1.1339172,1.0333694,1.2372581,1.1914792,0.8344528,1.0794575,1.2399532,1.0960243,0.9949139,1.0489346,0.96888226,0.95998794,1.0401473,1.1928412,1.1949373,0.8779836,1.0582299,1.0776621,1.1939512,0.9839397,0.8924623,0.95966905,0.98880965,0.82332265,1.0738645,1.0864496
hose,0.7967323,1.1965455,1.0638057,0.7902116,0.9724894,1.0033263,1.137887,0.6341212,0.7310206,0.9655245,0.77738345,1.3396485,0.72588325,0.77101195,1.2900081,0.84550154,0.85785186,1.2364781,1.0858675,0.47386736,1.2211298,0.9752819,1.1404725,1.2332455,0.8699952,1.149736,0.98242867,0.9541545,1.1291878,1.2924134,1.1398362,1.2021248,0.8549209,1.0927173,1.1005824,0.8183876,1.0986383,1.2872236,0.48172605,1.2606115,0.7619765,1.1630406,0.8636644,0.9386672,1.0389531,0.88063,1.2288349,1.0527534,0.9985936,1.2612569,0.69789267,0.8144038,0.9126691,1.0357586,0.84962165,0.633132,1.2921343,1.0650533,0.9369229,0.98317736,0.84904003,0.97172546,1.3125696,1.1675812,0.0,0.8151169,0.91767,1.0111933,1.1824456,0.54769266,1.1316128,0.72482073,0.938188,0.7534318,0.7246921,1.0512924,1.2630836,1.328145,1.0078572,1.2331648,0.9253102,1.2137632,1.1271882,0.89726347,0.8124444,0.9019209,0.79089725,1.1055837,1.2650648,1.2291197,1.2132119,1.0038359,1.1938581,1.0449395,1.0750481,0.7420746,1.0502567,1.1770227,1.2175143,0.8681559,1.1055149,0.9762766,1.2866843,1.0634586,0.9855566,0.87630004,1.0070664,1.0568495,1.1754762,0.8270452,0.48737144,1.2853339,1.2192913,1.0517818,1.1151819,1.1563296,0.94765884,1.1977834,1.2778354,0.79427385,0.80805194,0.744666,1.1494923,1.3486823,1.2498161,0.9707439,1.0646597,0.5570373,0.8497518,1.1773303,1.335979,0.88915575,0.9967691
jacket,0.5901102,1.0691371,1.4077215,0.8026072,1.3277097,1.3892167,1.337028,0.8185607,0.7651731,0.82751167,0.52765864,1.3005264,0.5360035,0.51592875,1.3518468,0.40703833,0.92817664,1.2536514,1.278414,0.71681815,1.3110435,1.0830269,1.009605,1.2221835,0.9565568,1.2947371,0.79311144,0.75597495,1.005258,1.435778,1.1443582,1.3971202,0.86247563,1.184935,0.94504917,0.5426408,1.1651932,1.424535,0.5470885,1.4087862,1.0774372,1.1427135,0.88510907,0.9208776,1.0011699,0.512098,1.4808465,0.8196155,0.9700952,1.2705168,0.8630663,0.7345592,0.7963891,1.1267593,1.0480738,0.85609883,1.3066902,0.7598918,1.0915935,0.8544617,0.9361582,1.0091399,1.3610449,1.1482631,0.8151169,0.0,1.118726,0.5280038,1.3644785,0.61884135,1.2468213,1.0013435,1.0829475,0.598731,0.8164124,1.0945882,1.2421173,1.3899286,1.0590116,1.287322,1.05088,1.4064746,0.97249895,0.8570071,0.45357573,0.4910974,0.7702965,1.1469469,1.4029742,1.4164169,1.3995936,0.6232146,1.2354369,1.1242453,1.2929282,0.8967803,0.96370804,1.2257679,1.229119,0.7731015,1.1320126,0.95251274,1.4313385,0.8266984,1.2554715,0.46464658,0.92105216,0.77292,1.1878015,0.99392533,0.5793451,1.3661311,1.3105314,0.74049497,1.2410383,1.3627731,0.94965297,1.2731571,1.3496908,0.60283697,0.39320976,0.7705548,1.3926138,1.3688852,1.3291371,1.0047181,0.8428684,0.99676466,0.99304485,1.1511972,1.3906372,0.8236232,0.6808659
