,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,firetruck,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window,zebra
plant,1.2308041,1.2318358,0.7585299,1.2732621,0.90740013,0.823513,0.7313549,0.91180515,1.3166702,1.1170636,1.2695205,0.88917714,1.3408363,1.3236059,0.8923431,1.2961738,1.0399178,0.71009165,0.7429241,1.185841,1.030967,0.74572307,0.8144537,0.7079422,0.973654,1.0471064,1.0744251,0.98270124,0.92256993,0.90538967,0.9826369,0.8580479,1.0910803,1.0877846,0.74401975,1.2293334,1.1106253,0.7439395,1.1333363,0.731821,1.063997,0.88096684,1.0227145,0.86345345,1.006024,1.1562576,0.8911855,1.1451166,1.2253141,1.1866802,1.0674466,1.2262588,0.56738824,1.0217531,0.90995836,1.088181,1.0539463,1.1616192,0.88729477,1.115488,0.99474645,1.2912021,0.7742389,0.8299372,1.0449395,1.1242453,0.77036065,1.3776642,0.71985877,1.0662884,0.604338,1.1521356,0.8500646,1.3104506,1.0374733,1.151267,1.0251137,0.9716669,0.89197624,0.81881845,1.1689519,0.86046565,0.7785835,0.8567749,1.29548,1.3373418,1.2435911,1.0391598,0.7594304,0.7835011,0.84401524,1.146636,1.0311154,0.0,0.85722643,1.1099898,0.5849047,0.7196965,1.0888814,1.0258104,0.69398046,1.1041795,1.0457035,0.9039177,0.80870664,1.2990234,0.8838636,1.3484192,0.61697376,1.1554408,1.1997402,0.8837664,0.903469,1.2128327,0.9777994,0.7792869,0.82094824,0.91290843,0.8883059,1.0039067,1.2021009,1.2581435,0.89526844,1.0816457,0.9861669,1.127599,0.8943733,0.9892945,0.964393,0.61445564,0.9114233,0.8339882,1.2027848
plate,1.2929094,1.198718,0.7863099,1.2282813,1.0085515,0.9229387,0.77532625,0.82947385,1.1016059,1.1702595,1.2958639,0.8833597,1.2451386,1.2638896,0.9702964,1.2774014,0.9153646,0.94736326,0.33079755,1.1145644,0.48685777,0.85478854,1.0387971,0.9120694,1.0410916,1.0638916,1.233294,1.0437382,0.7630378,0.7371211,0.9768169,0.7275688,1.0900867,0.5459997,0.92303514,1.2899532,0.63044703,0.88947004,1.2291373,0.72317153,0.92290425,0.99078846,1.148917,1.0032225,0.935316,1.2678148,0.8363578,1.1622565,1.1902211,1.2048116,1.0973105,1.1916323,1.0828803,0.97059715,0.98573303,1.0540168,1.0900409,1.1764321,0.8495995,1.2323704,0.9044276,1.2282254,0.88341016,0.96723217,1.0750481,1.2929282,0.9422088,1.3553431,0.7340292,1.2148461,0.8675343,1.034388,1.024888,1.3555543,1.0868932,1.1328006,0.9006634,0.9791655,0.72339034,1.0434288,1.2205937,0.84044623,0.916077,1.0056618,1.3610818,1.3242145,1.0858446,0.6113859,0.92199945,0.9407915,0.77561355,1.1306372,0.51892745,0.85722643,0.0,1.1743172,1.004964,0.77514243,1.1864939,1.1259971,0.95304203,0.823831,0.7513287,1.1230597,0.83330315,1.3126187,0.91702783,1.2105463,0.96318686,0.5791577,1.2434247,0.8200228,0.74696195,1.3212805,0.668202,0.6520748,1.0644336,0.8884749,0.94979376,1.0602738,1.3085401,0.8851958,0.651813,1.1246617,0.9453449,1.0809501,0.8316051,1.0301502,0.34855783,1.05152,0.99272037,1.1306648,1.2980042
pumpkin,0.73995763,1.0243852,1.0095683,0.8131232,0.61747324,0.8323078,1.2477703,0.9690469,0.7887051,0.9971239,0.9185719,1.3758031,0.837198,0.7018756,1.3121097,0.80372167,1.0398531,1.2838683,1.202918,0.8493254,1.0116652,1.2127783,1.171976,1.3532306,1.1658555,1.1040833,0.87152314,0.9659942,1.0460119,1.2296164,0.9602121,1.0485723,0.9753643,0.8418969,1.0628959,0.94954723,0.86191094,1.3777549,0.97974914,1.319093,0.7028297,1.1031407,0.90516555,1.004562,1.168208,0.7595446,0.88203645,0.94005054,0.924847,1.1361922,0.9284922,0.59604746,0.81622076,1.0937785,0.952014,0.689165,1.2959096,0.9465701,0.9828429,0.8815187,0.8952161,0.8446897,1.2335175,1.1190953,0.7420746,0.8967803,1.0378056,0.86395353,1.3280758,0.986738,1.0754673,0.48047006,0.98444706,0.68035924,0.9308553,1.0849038,1.2336154,1.2634611,1.0305578,1.2829335,0.91305655,0.84081674,1.2593639,0.9714733,0.7990129,0.85614145,0.7191528,0.8692863,1.3494666,1.3159314,1.096849,0.98898727,0.9662944,1.1099898,1.1743172,0.0,1.1683996,1.1802776,1.1372602,0.91526103,1.2432599,0.837102,1.2721083,1.0383443,1.2695069,0.77144295,1.1714765,0.83471465,1.2729524,0.9122093,0.93303597,1.3496385,1.2974241,0.8864672,0.99543846,1.3019013,0.99157804,1.2740484,1.3109288,1.0920069,0.78795534,0.8489255,1.1326866,1.2331502,1.2789446,0.9989727,1.0388138,0.94957334,0.9457181,1.3492992,1.3476185,0.9003304,0.95211256
purse,1.1787472,1.2344687,0.9006881,1.2978804,0.9699175,0.9114523,0.96403795,0.922026,1.2222924,1.0872834,1.1405773,0.88670534,1.2046838,1.2462661,0.888536,1.0960721,1.0129235,0.5842459,0.8218463,1.128811,1.109499,0.6407004,0.7878412,0.64354527,0.94120467,1.24374,1.0313653,0.8614846,0.8068558,0.9520446,1.0433127,0.9270404,1.0526164,1.1878762,0.7089659,1.1471539,1.1378809,0.81599164,1.0769956,0.6953863,1.0856742,0.80700004,0.98251396,0.8579481,0.9623775,0.9793232,0.88836324,1.0664352,1.2720587,1.2876016,1.0135133,1.1519862,0.9985135,1.1034619,1.0740417,1.0963371,1.0621428,0.97723436,0.8087801,1.1556818,1.0870348,1.3604274,0.63366866,0.7497226,1.0502567,0.96370804,0.7869056,1.2539575,0.79113734,1.1110685,0.6958868,1.2886771,0.8374236,1.1402861,0.96001863,1.1874766,1.0395064,0.9584186,0.7595372,0.7028283,1.2147329,0.9475733,0.6954689,0.8097695,1.2035779,1.2013004,1.2532246,1.1190228,0.79767346,0.87234116,1.0468606,0.9716962,1.1627457,0.5849047,1.004964,1.1683996,0.0,0.6852747,1.0440696,1.0567981,0.49738556,1.171597,1.1007822,0.9873415,0.82212424,1.2124629,0.7089975,1.2929432,0.6847413,1.2189093,1.1290841,0.7799389,0.9902178,1.0647292,1.2609382,0.871104,0.98089105,0.98220325,0.89185655,0.8949894,1.1395005,1.290807,0.94967395,1.0887663,1.0285518,1.1602672,0.7328074,0.89085793,0.98594296,0.6291634,0.7851815,1.0661192,1.1542778
radio,1.5404772,1.1107488,0.69054693,1.4849353,0.7668253,0.69167864,0.5382447,0.9502595,1.3989525,1.2008492,1.3927332,0.4966573,1.4148319,1.4641578,0.7411816,1.3640406,1.0660185,0.4379313,0.63018686,1.2669268,0.8861559,0.6489618,0.81894934,0.4432788,0.5477674,0.9607974,1.2053087,1.0634313,0.912786,0.5984471,1.0178026,0.7100632,0.9786104,1.0714723,0.796142,1.3889905,1.0869584,0.5604353,1.1886415,0.46208155,1.0609654,0.8963651,1.0644482,0.96720314,0.91880345,1.2348715,0.65422153,1.1666602,1.2087107,1.0877347,1.0740995,1.4726636,1.1744081,1.1657492,1.0621477,1.3076231,0.78421915,1.1261555,0.80734575,1.1786546,1.1963185,1.3888061,0.5385375,0.82348204,1.1770227,1.2257679,0.781461,1.4055312,0.63832283,1.2058638,0.71000105,1.2054874,1.0211246,1.3863045,1.0802472,1.0745935,0.7245928,0.61897635,1.0041257,0.7270902,1.2629571,0.6428682,0.664253,1.0661709,1.4251812,1.4527365,1.4263958,1.092957,0.64601916,0.71912456,0.57496095,1.0459238,0.91053474,0.7196965,0.77514243,1.1802776,0.6852747,0.0,1.0137013,1.2028949,0.6934741,1.26159,0.68059963,1.0212466,0.7731649,1.3988929,0.8263588,1.2408655,0.77291584,1.3140565,1.206902,0.4180137,0.6033011,1.31674,1.0458575,0.775971,1.0494593,0.73934567,0.62792706,1.0683864,1.404572,1.4511495,0.5110556,0.88415414,0.7518144,1.2371614,0.98735213,0.908047,1.0549268,0.6564037,0.5774774,1.009578,1.2303505
raisin,1.1565917,0.6799931,0.91499096,1.0955354,0.946397,0.94157207,0.8867278,1.2646194,1.23518,1.126181,1.1660327,0.8600355,1.2063502,1.1771616,0.70064306,1.1466944,1.240443,0.99524164,1.125387,1.2761068,0.9187677,1.1612114,0.99311477,0.9821883,0.9923623,0.68404627,0.97257376,1.1426991,0.90397215,0.8487677,1.1038562,0.85553557,1.1515383,1.0222946,1.0654778,1.1000234,0.9720881,0.89163345,1.235094,0.98418283,1.0470904,0.8727326,1.0558403,1.1427561,1.0450591,1.0536882,0.8930922,1.1027771,0.8916041,0.6300772,1.1348665,1.125411,1.0185703,1.0549436,1.0698148,1.2008961,0.56593895,0.9708447,1.1919926,0.93755054,1.0901555,0.90609205,0.7521139,0.88746846,1.2175143,1.229119,1.1824367,1.0741824,1.0600914,1.1733431,1.0540028,1.172175,1.172819,1.0470955,1.167459,0.7575108,0.9048663,0.7765353,1.1343877,0.64484584,0.6897559,0.93893015,1.0379205,1.1019243,1.1742518,1.0726897,1.2269324,1.0206698,0.9159049,0.9074916,0.78867304,1.0987273,0.9436662,1.0888814,1.1864939,1.1372602,1.0440696,1.0137013,0.0,1.0934232,0.89046854,1.0464141,0.76346856,1.0065132,1.0679564,1.1205724,0.96175015,1.0351887,0.93050957,1.1766042,1.2621313,0.82953846,0.9610978,0.9264592,0.8656324,1.088262,1.0007479,0.7657686,0.8049275,1.0616773,1.164586,1.2238712,1.0096514,0.654106,0.79880553,1.1340132,1.1844921,1.2285465,1.1772965,0.90655327,0.6925049,1.1115569,1.0279999
refrigerator,0.7417341,1.1360143,1.3136232,0.70528084,1.2600455,1.3208549,1.3792102,0.98903835,0.81721896,1.0172279,0.7321716,1.395336,0.70063287,0.6762632,1.2993698,0.84567785,0.8307111,1.1641473,1.1784872,0.73298734,1.1815004,0.9411052,1.1817712,1.0985528,1.1887791,1.3651819,0.9950316,0.7045603,1.1085194,1.3202169,1.1846248,1.2725247,1.0986261,0.97560954,1.0316821,0.6710104,1.0216697,1.4233544,0.6404609,1.1823438,1.0408545,0.9731396,0.8702843,0.62146395,0.8103224,0.77463716,1.2848042,1.0571966,0.9051681,1.2050096,0.72942144,0.78125334,0.7403588,0.9553126,1.0751879,0.8149766,1.2463521,1.0233706,1.0834253,0.6052949,0.94261295,0.9101566,1.193888,0.9798394,0.8681559,0.7731015,0.90301496,0.83677214,1.2891027,0.6597482,1.0910469,0.9540485,0.79701185,0.96981514,0.7000854,1.1022625,1.2063938,1.3501256,1.0568737,1.3321079,0.9706143,1.3040893,0.5832875,1.0462874,0.68836534,0.75745857,0.72649646,0.9423082,1.3184958,1.3397541,1.3276575,1.0825657,1.1303642,1.0258104,1.1259971,0.91526103,1.0567981,1.2028949,1.0934232,0.0,1.0633836,0.81039643,1.3302016,1.075678,1.286901,0.6348144,1.0724072,0.9196247,1.2074516,0.9178259,0.80269974,1.4811921,1.3701861,0.92617214,1.1201603,1.1853356,0.8809308,1.2662996,1.3135464,0.69576097,0.68555605,0.67411983,1.3855264,1.3010974,1.3322728,0.88541937,1.0412787,1.0046333,0.8805323,1.1245241,1.3152642,0.76801026,1.0770779
rooster,1.2434124,1.2223285,0.7337924,1.2723737,0.9432858,0.80041885,0.83176404,1.029121,1.2493796,1.0809427,1.2262634,0.8095649,1.2772219,1.3675132,0.70517564,1.2976962,1.0796037,0.77422076,0.8472413,1.2371373,1.0284306,0.84874535,0.64932233,0.8339269,0.8485653,1.0824965,0.9472823,1.0866753,0.8710949,0.8582611,1.0157057,0.8162348,1.0886885,1.1395286,0.807045,1.1977274,1.1668651,0.81859267,1.188507,0.74321306,1.0977801,0.54459363,1.004106,1.0810506,1.0032622,1.173502,0.7847289,1.1372693,1.1595218,1.1611192,1.0304769,1.3180946,1.0586584,1.1066626,0.83885795,1.1761123,0.9425191,1.0444509,0.9072518,1.0942159,1.1516639,1.2955844,0.5058351,0.45826006,1.1055149,1.1320126,0.8986619,1.269495,0.8104186,1.1678376,0.7926136,1.343998,1.0354335,1.3115381,0.7768682,1.1677282,1.0936912,0.88056076,0.8356701,0.84556013,1.1975442,0.83832973,0.81216997,0.96104,1.2755485,1.2857572,1.2786834,1.1274817,0.74926025,0.8494312,0.9253703,1.1796595,1.0473536,0.69398046,0.95304203,1.2432599,0.49738556,0.6934741,0.89046854,1.0633836,0.0,1.2059479,0.88666356,0.9886449,0.7334573,1.2647011,0.68311924,1.2084764,0.8612534,1.2262285,1.149522,0.68973047,0.9044918,1.1661401,1.1289352,0.84019864,0.95221555,0.9536958,0.8843352,0.8937329,1.2342206,1.2525277,0.87368935,1.003864,1.0538276,1.1552637,0.90784734,0.9168271,0.97576404,0.7520472,0.7069683,1.0847714,1.123175
sandwich,0.79529953,1.075717,1.198419,0.8094815,1.1815317,1.2827921,1.1622136,1.102603,0.8823979,1.1423615,0.97335535,1.3285729,0.9124724,0.7802956,1.1264853,0.8837455,1.0239528,1.3443725,1.1322778,0.9736796,0.60117257,1.2865273,1.1993941,1.3782859,1.2278316,1.1583567,0.9487203,0.9949668,0.857775,1.1053013,0.96614194,1.1703618,0.992789,0.5762014,0.93211013,0.9759624,0.4923402,1.3035921,1.0184513,1.3034878,0.9616138,1.1276011,1.0399021,0.97113264,1.0229467,0.92205834,1.1700499,1.0144385,0.92485535,1.047422,0.97318256,0.6978855,0.88064796,0.9094403,0.96267396,0.83937895,1.2496979,0.9300317,1.0622658,0.883651,0.47770762,0.7827384,1.2679386,1.1682775,0.9762766,0.95251274,1.1292948,0.9531406,1.1877174,1.0499269,1.2559485,0.85719645,0.9807524,0.8803758,0.99796796,0.93827116,1.17419,1.2734071,0.9846313,1.3223767,0.9303453,1.1660596,1.2046045,1.0209541,0.91660404,0.89204824,0.8274206,0.6043045,1.249625,1.222509,1.1463017,1.1038592,0.6294507,1.1041795,0.823831,0.837102,1.171597,1.26159,1.0464141,0.81039643,1.2059479,0.0,1.0683783,1.1036263,1.2691218,0.85253316,1.0643351,0.9476013,1.2323245,0.74760157,1.0314898,1.3274916,1.148272,0.8476651,0.8439369,1.1355317,0.9467954,1.2625434,1.2790179,0.9225419,0.9163496,0.76346457,1.27019,1.1716509,1.1928927,0.8689196,1.0476792,1.143161,0.72646534,1.2744702,1.3010423,1.1451299,1.1178051
sauce,1.4460033,0.83403915,0.745347,1.3971248,0.8872037,0.79863393,0.5253658,1.2461255,1.3365182,1.200435,1.3831968,0.46075994,1.3900642,1.4308776,0.52499527,1.3802702,1.18503,0.78644085,0.78316444,1.4089444,0.6337259,1.1058036,0.8962331,0.7578672,0.78135,0.713687,1.0976995,1.2893453,0.7937979,0.39133197,1.03615,0.59364533,1.1961758,0.9032216,1.0201948,1.3402518,0.8327403,0.47423458,1.4055827,0.65891117,1.1113975,0.8600216,1.1005471,1.261325,1.0357724,1.352558,0.66047287,1.2056618,1.0488579,0.75429296,1.1511998,1.373187,1.3055936,1.1103171,1.0001911,1.4015307,0.5414016,1.0785972,1.1074704,1.1459929,1.0893164,1.2143444,0.56393653,0.8646882,1.2866843,1.4313385,1.0904512,1.2421663,0.75850576,1.356373,0.9517771,1.2324513,1.3114538,1.3143318,1.2582943,0.92069733,0.53735614,0.430848,1.0608963,0.709037,1.1195567,0.69636697,0.99067223,1.2019713,1.4005651,1.3261731,1.3460685,0.9585836,0.6794622,0.63387144,0.49721628,1.0838856,0.6787637,1.0457035,0.7513287,1.2721083,1.1007822,0.68059963,0.76346856,1.3302016,0.88666356,1.0683783,0.0,1.0816284,0.7980288,1.3942814,0.93574995,1.0027467,0.75088084,1.2106059,1.3948916,0.35563266,0.54520965,1.1606127,0.6806021,0.7970328,1.1182225,0.6286951,0.5267112,1.2918023,1.4249809,1.33695,0.56399375,0.58294594,0.55184364,1.2376763,1.1242949,1.156766,1.1308205,0.757254,0.5177187,1.216512,1.1424339
scarf,0.96817976,0.8531833,0.9846866,1.0625194,1.2034444,1.0571933,0.947889,0.9376233,1.1499257,0.9419667,1.1162033,0.96377575,1.0296636,1.0132802,1.0391917,0.9792654,1.0360446,0.93517506,1.070071,1.1200881,1.0030358,0.97644204,0.7890854,0.95542747,0.9679602,0.8961168,1.0467345,0.9562957,0.8934086,1.181475,0.94452274,1.0653261,0.8510571,1.0814261,0.9221451,1.0948616,1.015994,0.9417695,1.0084066,1.0927205,1.2161169,0.97518873,1.0019062,1.0124999,0.9168063,0.7982724,1.1963184,0.96751857,0.9314036,1.0283905,1.1431493,1.0502883,0.9229238,0.98291427,0.98420316,1.1470267,0.92109615,0.9608474,1.0453417,1.1011931,1.1483436,1.0740114,0.96052915,0.954284,1.0634586,0.8266984,1.0714788,0.99252915,0.9634241,0.90652966,1.1454158,1.1963974,1.108289,0.9805126,1.0084026,0.9072299,1.0273004,1.0534976,1.0587817,0.7548416,1.0222955,1.0467553,0.9079049,1.0146238,0.99718773,0.96479905,1.1000246,1.0843446,0.9879113,0.95098007,1.0423187,0.87215537,1.0082841,0.9039177,1.1230597,1.0383443,0.9873415,1.0212466,1.0065132,1.075678,0.9886449,1.1036263,1.0816284,0.0,0.8292134,1.033507,0.85486335,1.0216793,0.9465959,1.1462743,1.0536474,0.88965976,1.1739423,0.96814966,1.0924304,0.9515265,0.8917143,0.8685314,1.0222505,0.79089147,1.0612663,1.2290889,1.058614,1.0322759,0.9262302,1.0179894,0.9308627,1.1001519,1.0607737,0.9511788,0.98902094,0.9243599,0.94951546
scissors,1.3241266,1.0505884,0.83749837,1.1955031,0.9687596,0.8500037,0.74734247,0.8649111,1.1727982,1.0624125,1.3671131,0.7790726,1.2737205,1.3644755,0.7720849,1.3886778,0.87409925,0.779168,0.7679258,1.0870882,1.0471352,0.74835527,0.65574336,0.80288017,0.766117,0.7559645,1.2350522,1.0642989,1.046301,0.7969221,1.0208467,0.75619626,0.8354423,1.140664,0.97336096,1.395129,1.1670482,0.54480845,1.136781,0.79777265,0.97068924,0.9593063,1.0425649,1.0952286,0.85704625,1.2945938,0.9393017,1.18607,1.1812202,0.9504064,1.1080785,1.2626569,1.1693581,0.5387768,0.78324115,1.0846714,0.8907351,1.0701526,0.7122344,1.2726436,1.2055463,1.0636201,0.76983404,0.92163885,0.9855566,1.2554715,0.90764016,1.3502884,0.4004625,1.0706162,0.8737922,1.261073,1.0644101,1.19355,0.9642618,1.011598,0.9658872,0.8308393,0.9583499,0.61535287,1.1573293,0.92497116,0.9913912,0.9378392,1.3567033,1.4519674,1.1358508,1.1863623,0.4454912,0.43908894,0.8946934,1.2236298,1.0591125,0.80870664,0.83330315,1.2695069,0.82212424,0.7731649,1.0679564,1.286901,0.7334573,1.2691218,0.7980288,0.8292134,0.0,1.3629,0.8010198,1.2492652,0.6485869,1.0507268,1.0395259,0.5052762,0.8933961,1.2066257,0.95983666,0.27049088,1.0373288,0.7712895,0.87527144,0.9521384,1.4176065,1.224055,0.67427516,0.9273699,0.8694114,0.6574844,0.9314204,0.7533031,0.9666166,0.71840847,0.7647935,1.1758063,1.2199843
shirt,0.44195998,0.9767904,1.3896264,0.45441943,1.2625499,1.4009994,1.4388287,1.1024663,0.6174493,0.8106554,0.5371412,1.3789179,0.5157476,0.23455209,1.3614427,0.5298424,1.0219476,1.3778507,1.3917038,0.7870105,1.3035188,1.2886747,1.2027981,1.3867648,1.2035227,1.28923,0.78005815,0.90006644,1.2314363,1.3395275,1.1427505,1.4352655,1.0705189,1.1095179,1.2127379,0.51369274,1.127847,1.4921263,0.7306591,1.4720149,1.0423672,1.1990801,0.92546934,0.9448222,1.1832289,0.48996824,1.3964136,0.83237624,0.6400913,1.1272249,0.8352592,0.54601055,0.7891687,1.0173323,1.085427,0.70537746,1.2516575,0.9162674,1.2452053,0.519757,0.93788004,0.7535774,1.4183264,1.2226758,0.87630004,0.46464658,1.0824376,0.35920006,1.4263937,0.72354746,1.279022,0.8730738,1.013457,0.68631697,0.80114937,1.0064403,1.2638483,1.3629011,1.2162389,1.3374138,0.8443935,1.381068,1.163552,1.0118352,0.14868844,0.3901682,0.6093045,1.0753928,1.4044466,1.4007524,1.4164616,0.8781769,1.2355462,1.2990234,1.3126187,0.77144295,1.2124629,1.3988929,1.1205724,0.6348144,1.2647011,0.85253316,1.3942814,1.033507,1.3629,0.0,1.1637367,0.58722675,1.3074957,0.8777473,0.66842926,1.5544621,1.3523911,0.71224296,1.173369,1.3949127,1.0088184,1.3513844,1.384971,0.8635229,0.19891715,0.54204226,1.5157392,1.2720169,1.4084573,0.912598,1.1325182,1.1653292,1.0519907,1.2808912,1.3913635,0.79889363,0.72374713
shoe,1.1232617,1.0733833,0.9048704,1.2904086,1.026589,0.9516105,0.89993036,0.85288596,1.2315344,1.0619246,1.1659799,0.9634217,1.1046797,1.1464014,0.94737536,1.0900973,0.96428245,0.8643706,0.8556897,1.0953579,0.9845975,0.8175901,0.783859,0.92797565,0.87081754,1.0628725,1.0610424,0.98080164,0.76237744,1.0724201,1.017397,1.0055075,0.92296267,0.9956091,0.74320745,1.1366704,1.0077238,1.0125097,1.1034861,0.95806897,1.0718724,0.8580917,0.8105242,1.092548,0.8261248,1.0264361,1.0403426,1.1764759,1.1304846,1.0888596,1.0807102,1.129317,0.97946775,0.95502406,0.82984596,1.1586246,1.0203338,0.6588106,0.7732319,1.1165582,1.0277098,1.1483748,0.7373041,0.874823,1.0070664,0.92105216,1.0646938,1.1001769,0.8960972,1.0971023,1.0116413,1.2433323,1.0062026,0.9587051,0.82084286,1.0775555,0.99024945,1.0349892,0.763504,0.9257856,1.1546432,1.042283,0.8867475,0.85425097,1.157453,1.0929111,1.1958106,0.9817237,0.9100399,1.009218,0.93390256,0.93271387,0.9716602,0.8838636,0.91702783,1.1714765,0.7089975,0.8263588,0.96175015,1.0724072,0.68311924,1.0643351,0.93574995,0.85486335,0.8010198,1.1637367,0.0,1.0759422,1.0271777,1.1042048,1.1564484,0.6426414,0.9633373,1.047894,1.1329998,0.814793,1.13608,0.97913796,1.0277265,0.8744733,1.1835152,1.2612824,0.94518197,0.96431905,1.115443,0.96987426,0.7173232,0.8659295,0.95896167,1.0143163,0.92598104,1.1811705,1.1647041
shorts,0.8411796,0.68590665,1.1719999,0.8052983,1.0898852,1.1465719,1.1599524,1.299079,0.7660366,0.88924336,0.7680394,1.0656363,0.64604396,0.7024427,1.1688862,0.7391555,1.1572384,1.2491672,1.2616208,1.0679377,1.1483816,1.311915,1.179692,1.2204844,1.0375106,0.9911616,0.8080751,1.0451218,1.0742893,1.1657989,1.1972009,1.218574,1.0008461,1.0727265,1.241498,0.6717279,1.0837829,1.2409903,0.9843212,1.3155631,1.0382411,1.0766145,0.9152589,1.0405647,1.1416494,0.7587546,1.1416078,0.97872823,0.6297274,0.8454308,0.982043,0.85041636,1.0644614,1.0684586,1.067163,1.0020376,0.9549403,0.79166746,1.2917228,0.61891794,1.093149,0.8483473,1.2800765,1.1339172,1.0568495,0.77292,1.2768526,0.36127067,1.3407376,0.941306,1.3240712,0.9024087,1.189113,0.73822594,0.84241205,1.0250014,0.9047898,1.1093134,1.2173429,1.1997048,0.9368818,1.0640508,1.1866457,1.1926306,0.69264615,0.50024724,0.90845686,1.0792965,1.2820895,1.2448412,1.0061514,0.80303276,1.0876648,1.3484192,1.2105463,0.83471465,1.2929432,1.2408655,1.0351887,0.9196247,1.2084764,0.9476013,1.0027467,1.0216793,1.2492652,0.58722675,1.0759422,0.0,1.1174471,0.92118686,0.943632,1.1878545,1.0638926,0.68962276,1.0281783,1.3156377,1.05813,1.0744483,1.223426,1.0294285,0.69114447,0.8501963,1.177531,0.93379825,1.1357358,0.98196286,1.1975335,1.2259027,1.1540604,1.1074119,1.2048153,0.94648373,0.8334662
shovel,1.2966083,0.98312646,0.9904249,1.2685378,1.058005,0.988214,0.7756682,1.1881646,1.1792742,1.0789841,1.2603503,0.64788187,1.2766939,1.4094158,0.6603031,1.2202016,1.2078482,0.6136392,0.81884897,1.3084632,1.0115345,0.8362302,0.9333914,0.52224994,0.91327715,0.89412606,1.0741161,1.0244898,0.8709832,0.68580556,1.0866178,0.72242546,1.0031371,1.2188902,0.88708943,1.2305813,1.1040065,0.33667612,1.239291,0.6473506,1.1224561,1.0863664,1.2213726,0.98488104,0.9939369,1.1960024,0.9270702,1.1040931,1.2015659,0.9443759,1.1370424,1.2935646,1.1420085,0.78963935,1.2013419,1.2753923,0.771813,1.1422746,1.151406,1.1429386,1.1972951,1.2588618,0.81169707,1.0333694,1.1754762,1.1878015,0.9116099,1.2419276,0.43466318,1.1641306,0.76988316,1.2702338,1.0028931,1.216968,1.1849574,1.0363662,0.68449783,0.7343831,1.0050111,0.51465327,1.1984763,0.9265528,0.7645652,1.1164593,1.3139887,1.2243168,1.3074509,1.2123622,0.52225655,0.4158969,0.8126891,1.0568149,1.0993575,0.61697376,0.96318686,1.2729524,0.6847413,0.77291584,0.93050957,1.2074516,0.8612534,1.2323245,0.75088084,0.9465959,0.6485869,1.3074957,1.0271777,1.1174471,0.0,1.1581013,1.1966748,0.6945462,0.79097843,1.0569202,0.89786804,0.5672311,0.8542684,0.61522806,0.6645011,1.1018523,1.2827455,1.2767231,0.83151686,0.8382207,0.6460248,0.9517719,1.0182496,1.1967688,1.1347343,0.10377109,0.69538265,1.0569568,1.0846889
sink,0.7755519,1.1320348,1.1904048,0.78216344,1.1807975,1.2270384,1.3437657,0.8269601,0.46412933,0.9209448,0.79700744,1.3949399,0.62013423,0.77982724,1.3505561,0.7668873,0.9954225,1.3659518,0.6901962,0.7291668,1.0244861,1.0020663,1.2329597,1.3404717,1.3237834,1.1917862,0.9696208,0.8000948,1.0601491,1.093409,1.0809819,1.0017337,0.95628214,0.84154886,1.1705327,0.8324297,0.8678277,1.385591,0.9165691,1.1391368,0.55969757,1.2072334,1.1392326,0.91185117,0.9142622,0.9417105,1.1939635,0.9572996,0.8977479,1.1687486,1.0043097,0.662699,0.999218,0.8004043,1.0672355,0.6098416,1.3196671,1.1308906,1.0727851,0.95850456,0.867427,0.85764647,1.3656125,1.2372581,0.8270452,0.99392533,0.92969173,0.9070331,1.1340798,0.98693323,1.1105348,0.6958663,0.9540144,0.90647155,0.9502399,1.024251,1.221324,1.3835105,0.8709856,1.3406987,0.8956804,1.244182,1.2288854,1.0026221,0.91951966,0.8305065,0.6727568,0.8655509,1.3640667,1.3323191,1.2839814,1.0295731,1.0142664,1.1554408,0.5791577,0.9122093,1.2189093,1.3140565,1.1766042,0.9178259,1.2262285,0.74760157,1.2106059,1.1462743,1.0507268,0.8777473,1.1042048,0.92118686,1.1581013,0.0,0.8199711,1.374539,1.0786457,0.936324,0.635223,0.9322837,0.91041976,1.2419764,1.3519682,0.9892888,0.89686924,0.48351353,1.0575953,1.2847929,1.2124374,0.7460644,0.9608134,1.0314482,0.7470701,1.2862017,1.3911849,0.9385821,0.96286374
