,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,book,bottle,bowl,box,bread,bucket,can,car,carrot,chair,chips,clock,coffee,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,egg,finger,fish,flower,fork,frog,glasses,glove,gum,hamburger,hand,hat,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,orange,oven,pajamas,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,sandwich,sauce,scissors,shirt,shoe,shovel,sink,slide,slipper,soap,sock,soup,spoon,stroller,sweater,table,tape,toe,toothbrush,towel,toy,tray,vacuum,watch,window
frog,1.0235764,0.8789188,0.9598161,1.1254638,0.8466424,0.8584166,0.29314494,1.2187978,1.2850373,1.1492941,0.9556633,1.257583,1.0910449,1.1345468,1.134813,1.1434299,0.886535,1.117651,0.9101938,1.2428341,1.175033,1.0389191,0.8470715,1.4290333,0.68272036,1.0810887,1.0529745,1.1813705,0.66096306,0.9889395,1.3095782,1.1388825,0.7373173,1.0116543,0.9212122,1.1645619,0.95925117,1.0420921,0.9570685,1.0132337,0.8965081,0.9783257,0.0,1.0736251,0.96443075,1.0857401,1.0906284,1.0645576,0.93499947,1.0778292,1.1887646,1.0518292,1.2226155,1.0769861,1.0062716,0.6918364,1.1953421,1.1143432,1.1529604,0.50544214,0.99382484,0.9810477,1.0122042,0.9831269,1.1902051,1.1893747,1.1246004,1.0167999,0.959043,0.27766323,1.1309158,0.705705,0.9281112,0.66486555,0.9747456,1.2483534,1.1389909,1.2091708,0.78400433,0.70751756,1.1273537,0.68727,1.1688331,0.9903824,1.022531,1.0711439,1.2605104,0.8978295,0.78515905,0.98735076,0.8987837,0.8756783,1.1955487,1.0993772,1.118475,0.99217206,0.95665574,0.90301144,1.0624541,0.91411406,0.96769726,1.1761692,1.1415982,1.1786534
glasses,1.039761,0.6615078,1.0701104,1.0222515,0.9480408,0.8930573,1.124005,1.1036968,1.1282874,1.1918677,0.56059015,1.3602123,1.1926715,1.1947906,1.0041971,0.85069734,1.2178292,1.3129305,0.9960123,1.2101834,0.86050713,0.8888055,0.95751053,1.246844,1.1570197,0.68288386,1.1793337,1.2455939,1.1513909,0.6189554,1.2858157,1.0768999,1.2443777,0.98798114,1.1073979,1.1782908,0.96988237,0.55812657,0.6065794,0.81605875,0.99267066,0.7230863,1.0736251,0.0,0.7736727,1.0349373,1.1884679,0.9273392,0.74124485,1.0578297,0.97339535,0.7643226,1.1774415,0.95592755,1.1245642,1.2105215,1.2790768,1.2048965,1.1465998,1.0779845,0.33376062,1.2894807,0.6917436,0.6131566,0.9899669,1.0641029,1.2013916,0.5410982,0.72466683,1.0812039,0.8546303,0.9153415,1.1064535,1.1196033,0.9831389,1.2480158,0.799788,1.1327753,1.0587778,1.1936653,1.1559728,0.98214436,1.0380327,0.6147612,0.7954566,1.1686066,1.1190195,0.5330203,0.76136523,0.7672653,1.2718313,0.9193841,1.1317183,1.2217125,1.2749099,0.66130316,0.5124522,0.87130153,1.2826914,1.1066387,1.1216121,0.7060134,0.47378725,1.0481061
glove,1.1025105,0.734374,1.130996,1.1324496,1.0358515,0.7472151,1.0807943,0.9851021,1.2870224,1.2137761,0.5657136,1.3398068,0.75137293,1.163564,0.868015,0.6374031,1.3177295,1.3647158,1.008126,0.98152953,0.56649774,1.0533066,0.9888606,1.1719555,1.2707899,0.69145787,0.9588317,1.2313974,1.2475439,0.74211335,1.2763146,0.88036346,1.141195,1.0880665,0.94208354,1.2555752,0.97788733,0.74282324,0.80765826,0.75727314,0.8124397,0.64245397,0.96443075,0.7736727,0.0,1.0853825,1.2243747,1.0384544,0.5695448,1.0783476,1.0254192,0.7672153,1.2811259,0.8469248,1.0349292,1.3082876,1.2306933,1.2077966,0.9714537,0.9900725,0.7446853,0.7981146,0.7259169,0.7424287,0.8737543,1.1131771,1.1964904,0.6704491,0.6971624,0.9226645,0.56285506,0.95032084,0.8593328,1.1199402,1.1066387,1.1831639,0.7643975,1.1870426,0.81675327,1.3831764,1.2353295,0.53393763,1.1658596,0.61020267,0.724915,1.3652687,1.341411,0.6501813,0.86839175,0.8086312,1.4395225,0.6789637,0.9202095,1.2706884,1.4545465,0.5390002,0.5548307,0.72675395,0.9494633,1.0289423,0.940712,0.6351105,0.5361854,1.1636358
gum,0.9535925,1.1150897,1.061623,0.9857437,1.0138181,1.0805703,1.0875362,1.052078,0.94702286,0.968926,1.1921601,0.93751884,0.9560993,0.992046,1.1318047,1.0431365,0.9067126,0.7660156,1.2018379,0.7883354,1.1438602,0.94269735,0.86402625,0.978373,1.0493916,1.1031097,0.9668482,0.953738,1.0418746,1.0963639,0.86151606,0.9751659,1.0132532,0.9618556,0.9764658,0.9424521,1.0015554,1.0725967,0.9789221,1.1249913,1.0556107,1.1382891,1.0857401,1.0349373,1.0853825,0.0,1.0295087,0.8346033,1.1256135,0.9160236,0.9776064,1.1696486,0.86988926,1.0314658,0.96871376,1.0338778,0.7397499,0.8462635,1.0675352,1.2313961,1.018321,0.98018414,1.121239,1.0823487,1.2695565,0.9045134,0.93470204,1.1142656,1.1012745,1.087065,1.2342141,1.0717776,1.0505229,1.1293683,0.9780766,0.81476355,1.1115105,0.97123915,1.0460051,0.97380584,0.89490354,0.9938613,0.91667306,1.1179883,1.1174539,0.95553917,0.88421977,1.2045941,1.1394727,1.1115073,0.8729494,1.1039749,1.0825826,0.86975265,0.8121054,1.0521495,1.0744655,1.0340562,0.9182889,0.8810706,1.1595678,1.072887,1.0746287,1.0792283
hamburger,1.0937555,1.0772908,0.5580261,0.85192996,0.6631474,1.0403847,1.0357718,1.0994778,1.0650873,1.1108865,1.304396,0.85297465,1.0129745,1.0429344,1.1222842,1.0664711,0.81368303,1.0274913,0.42517668,0.90936285,1.1942339,1.0352952,1.0476499,1.0223911,1.0696906,1.0100691,0.72729236,1.1224657,0.84218085,1.1902188,1.1608392,0.79049003,0.9201744,1.1331263,0.94249195,0.9319552,1.2956731,1.0826876,1.068101,1.0329021,1.1159831,1.1464946,1.0906284,1.1884679,1.2243747,1.0295087,0.0,0.61788976,1.0823164,0.8736222,0.95980436,1.0765984,1.0325491,0.95928377,0.96839553,0.98318005,0.90361303,0.7543945,1.0753253,1.0763795,1.1433482,0.9116263,1.122099,1.2054536,1.0430313,1.0424151,0.87374836,1.0686394,1.110919,1.0993578,1.0798227,1.2355611,1.0357734,1.0226358,0.9370591,0.9008128,1.2546947,0.90707326,1.1377102,0.9890034,0.7551962,1.1332793,0.9717241,1.1834177,1.2637558,0.6175368,1.0305789,1.1833956,1.1983167,0.90403163,0.7560057,0.8718419,1.125964,0.9180713,0.777087,1.1254677,1.1557635,1.1212237,0.9270293,1.1924685,0.9543321,1.2400376,1.1975621,0.9461721
hand,0.73801607,1.2456868,0.761063,0.45298553,1.015623,1.3277779,1.0767612,1.1909628,1.1112568,0.93740636,1.274797,0.87047106,0.7053784,0.9165156,1.2122989,1.3435061,0.96854085,0.9359396,0.9047538,1.2136239,1.3984894,0.88668764,0.81429803,0.9837842,1.0717865,1.2768055,0.97932935,1.004975,0.7456072,1.2169001,1.0206218,1.0983478,1.0161587,1.1197413,0.8345983,0.94910747,1.1040359,1.121567,0.42549878,0.95313144,1.2431128,1.1993302,1.0645576,0.9273392,1.0384544,0.8346033,0.61788976,0.0,1.3104852,1.0970148,0.83369935,1.2900617,0.87619585,1.239796,0.7609712,1.0659053,1.0375749,0.6845684,1.2640039,1.0244058,0.98956764,1.075083,0.9475594,1.1145213,1.1807406,0.85402447,1.0402799,0.96993643,1.0595585,0.9704068,1.0699577,1.045043,1.2317412,1.3165778,0.9336099,0.76018083,1.1952049,1.0101753,1.3156171,0.9670078,0.88177645,0.88700056,0.7675228,1.1636918,1.2048587,0.8686491,0.8836217,1.2350191,1.2520173,0.8991338,0.86392176,1.0141871,1.2508956,0.8799903,0.8607453,1.2110695,0.752357,0.8544196,1.0180725,1.1137307,1.2280971,1.2973692,1.1218671,0.9425089
hat,1.373426,0.5434261,1.021966,1.3383005,0.7600807,0.34581918,1.0491961,1.0008261,1.2517451,1.4504693,0.5834,1.4780262,1.2324584,1.3972822,0.8542495,0.5177886,1.1897624,1.4145592,0.7773895,0.8490493,0.53237736,1.0230347,1.1541426,1.25572,1.2547623,0.36820507,0.92820454,1.4346142,1.234216,0.6673443,1.3825607,0.84637517,1.1141789,1.0859965,1.1389977,1.2435925,1.0700994,0.67678523,1.0762863,0.9654163,0.69136643,0.5963605,0.93499947,0.74124485,0.5695448,1.1256135,1.0823164,1.3104852,0.0,0.86265993,1.2609277,0.6286903,1.3773924,0.57421607,1.1166601,1.2160332,1.1312541,1.3098834,0.9311709,0.96243906,0.687672,0.99957323,0.89001083,0.8103293,0.95225763,1.365262,1.0887847,0.6800038,0.7619945,1.0508169,0.7393061,1.0030352,0.733794,0.8208963,1.0828632,1.4366248,0.6158031,1.0884203,0.5404281,1.3534837,1.1849695,0.8771572,1.2441827,0.5614764,0.68898845,1.203084,1.4509071,0.5145571,0.6425891,0.850721,1.2987031,0.7919301,0.9624683,1.3154047,1.3691831,0.39335513,0.76317453,0.77551055,1.1290525,1.0111392,0.8845963,0.5680112,0.48712415,1.1346505
jar,1.0367929,1.1054943,0.98295134,1.098266,0.8747933,1.0542337,1.1131384,0.5808624,1.0243456,1.1716675,1.0436319,0.99659324,1.1559628,1.1548349,0.99956566,0.7298875,1.0900232,0.9515447,1.0262805,0.4578473,0.7389633,1.2113268,1.3057976,0.9313985,1.1072766,0.99408525,0.9251994,1.1326075,1.1543559,0.9928937,1.0127993,0.7282561,1.0280676,1.0578148,0.81939197,1.0664601,0.9534287,1.1326927,1.1707296,1.2206134,0.8992994,1.0151875,1.0778292,1.0578297,1.0783476,0.9160236,0.8736222,1.0970148,0.86265993,0.0,0.95680326,1.0554547,1.0475839,0.93025327,1.0668763,1.1616312,0.36937332,1.0563862,0.77424985,0.9766017,1.14949,1.0579152,0.9259611,1.1532449,0.7290007,1.1749058,1.0186114,0.96492094,0.9498786,1.1785463,0.91903245,1.0912967,0.86868596,1.0665538,1.0962858,1.075278,0.98424995,0.93875915,0.92893934,1.1985129,1.0794021,1.0018141,1.0399222,0.87223333,0.85277796,1.0748944,1.0895926,0.95948386,1.0895672,0.9812504,1.1264069,0.89124316,0.76645124,1.1095661,1.1168879,0.7877313,1.037311,0.8277792,1.0851293,0.8980443,1.0229145,1.0052291,0.959546,0.9819999
jeans,0.71982384,1.3460913,0.9522421,0.7503024,1.1598334,1.3774166,1.1426637,0.92668724,0.9038727,0.6676369,1.1523093,0.7507686,0.5497936,0.58910537,1.1543441,1.255373,1.1258894,0.9123713,1.2586362,1.2212005,1.2171493,0.9163209,1.0949059,0.7669286,1.0446993,1.2843035,1.1665477,0.7199035,1.0412176,1.2603835,0.83567035,1.2145443,1.0758764,0.9444547,0.691651,0.8304595,1.1501272,1.224115,0.93470764,1.0544406,1.2535543,1.220634,1.1887646,0.97339535,1.0254192,0.9776064,0.95980436,0.83369935,1.2609277,0.95680326,0.0,1.2543614,0.89974874,1.2231932,0.90828973,1.0869449,0.97158355,0.81540203,1.0917292,1.0955225,1.105263,1.0421083,0.7004292,1.1423093,0.8584766,0.22309387,1.1429073,1.1686856,1.2260424,1.1060741,0.807132,1.0825831,1.2818784,1.3097394,0.8980358,0.7046195,1.0966887,0.9684362,1.2792752,0.9928427,1.071656,1.1819923,0.5528359,1.1075226,1.0724068,1.0421093,0.79095185,1.2366902,1.3078686,0.9992139,1.0181274,1.1112977,0.9662314,0.83395255,0.89386517,1.279453,1.0836878,1.0693336,0.90751135,1.151248,1.1697896,1.2290032,1.1746316,0.91744375
knife,1.33032,0.3352598,1.1815174,1.1965692,1.0822327,0.69976425,1.1943918,0.9757119,1.0794082,1.3437614,0.38004506,1.290837,1.2999392,1.3801903,0.56785727,0.37960714,1.2295341,1.3239824,0.7109596,0.9410753,0.46197772,0.9004213,1.1038432,1.239607,1.2393926,0.41676426,1.120453,1.315056,1.2552766,0.37727094,1.2772475,0.8205137,1.2447615,1.1585293,1.2666088,1.1985933,1.096504,0.51066065,1.0707504,0.67810434,0.72725654,0.46191162,1.0518292,0.7643226,0.7672153,1.1696486,1.0765984,1.2900617,0.6286903,1.0554547,1.2543614,0.0,1.2245065,0.6313166,1.1264744,1.303339,1.2763622,1.3884306,1.0111296,1.1396104,0.786417,1.0039129,1.0156555,0.7182249,0.7669886,1.2909052,0.9501856,0.41347986,0.50294226,1.1741168,0.8050206,1.0317928,0.78407586,0.8698085,1.1299288,1.2844995,0.71651787,1.1314963,0.92266476,1.3634737,1.1881019,0.9766759,1.2397976,0.77927667,0.68877745,1.1416504,1.227029,0.40537912,0.5836825,0.9214183,1.347471,0.61436206,1.0532329,1.2094876,1.294067,0.7699807,0.8210908,0.8672939,1.141792,1.094245,0.6574047,0.32408482,0.36406696,1.0816876
ladder,0.84621555,1.3650172,1.1320043,0.809325,1.1918336,1.3574312,1.1932809,0.9593243,0.6565727,0.68793535,1.291429,0.4814191,0.97963285,0.8505371,1.0939121,1.2628545,1.1162428,0.57594407,1.3445427,1.0191907,1.2169162,0.97424275,1.003717,0.59480083,1.0290651,1.3051289,1.0412937,0.65389454,1.0745072,1.2524492,0.46423656,1.1358244,1.1402303,1.020697,0.94203526,0.6865276,0.92995566,1.1865504,1.1296145,1.1880349,1.1430546,1.2764639,1.2226155,1.1774415,1.2811259,0.86988926,1.0325491,0.87619585,1.3773924,1.0475839,0.89974874,1.2245065,0.0,1.1855797,1.052333,1.0458624,0.8462127,0.83421844,0.91912276,1.229106,1.2664341,1.0995822,1.1966671,1.1897115,0.9133949,0.7881434,0.8491439,1.3066937,1.2354354,1.2456975,1.2327437,1.1464936,1.012544,1.3420889,1.0348,0.62956643,1.1124192,0.65284616,1.242718,0.96641326,0.90694183,1.1513706,0.78524286,1.2458014,1.1885475,1.0128428,0.29788244,1.3594724,1.2918351,1.1394666,0.94382554,1.1408048,0.9272813,0.65004987,0.66646475,1.3738793,1.2834992,1.1091468,0.9978094,0.81270754,1.0965402,1.1613879,1.3009611,0.70477116
lamp,1.3668296,0.6359148,1.1613553,1.2748299,0.835064,0.56463623,1.1327748,0.9801311,1.0754473,1.2746677,0.7677157,1.1754572,1.2093148,1.2566886,0.8721632,0.46374273,1.215092,1.1726649,0.8276607,0.7994357,0.62008786,1.2090931,1.2068692,1.1043911,1.2172724,0.5241556,0.85779,1.2119395,1.2578111,0.6551891,1.2254655,0.7538168,1.1610699,1.0905919,1.0587748,1.0559362,1.0911537,0.76880574,1.2736882,0.8781131,0.6707204,0.7137832,1.0769861,0.95592755,0.8469248,1.0314658,0.95928377,1.239796,0.57421607,0.93025327,1.2231932,0.6313166,1.1855797,0.0,1.0380834,1.2096392,1.0601832,1.2609856,0.8089263,1.151788,0.96924895,0.9377019,1.0830802,0.884817,0.88766,1.288993,0.903246,0.79952556,0.728706,1.2607712,0.89501727,1.1076143,0.60684574,0.99670607,1.1234035,1.2143279,0.8950521,0.9637722,0.72755826,1.3246028,1.1170665,0.94555426,1.1226013,0.88578606,0.7760134,1.1535007,1.2507015,0.80349076,0.8553264,1.0005997,1.2287617,0.83954567,0.88887596,1.2331157,1.2597271,0.7595556,0.9462046,0.9465549,1.005193,0.944495,0.896257,0.571655,0.67006266,0.80927575
meat,0.9209806,1.1650918,1.0624139,0.7854805,1.0467165,1.1119238,0.9925012,0.9499224,1.07806,1.0064771,1.1584088,0.95816994,0.7888009,0.9217032,1.0211126,1.1172773,1.1709912,1.0737926,1.0365721,1.028349,1.1107332,0.86124516,0.9956617,1.0597626,1.0348953,1.188904,0.97298497,1.0245836,0.9358333,1.0357189,1.0666946,1.1333418,1.0642908,1.026913,0.92217934,0.941327,1.0806354,1.130927,0.8659232,1.0490971,0.94659555,1.0747968,1.0062716,1.1245642,1.0349292,0.96871376,0.96839553,0.7609712,1.1166601,1.0668763,0.90828973,1.1264744,1.052333,1.0380834,0.0,0.9712645,1.0080653,0.8435551,1.0441505,0.94789726,1.0868379,0.86179894,1.0431889,1.1532879,1.1078151,1.0118576,0.9534747,1.0023799,1.013815,1.024357,0.9009156,1.0514227,0.9534722,1.1325927,1.0161812,0.80483985,1.1284858,1.0132766,1.0590334,0.9774035,1.035657,0.90368813,0.8758446,1.17475,0.95980513,1.1131105,1.1329286,1.1203352,1.087597,0.9393313,0.96754026,1.0485983,1.0803899,1.1001619,1.0371591,1.201349,0.9191357,0.8803739,0.7447047,1.114757,1.1281854,1.0734801,1.084364,0.99511594
melon,0.8937051,1.2064676,0.9299878,1.0085135,1.001694,1.1222357,0.3841452,1.1713107,1.1014678,0.9497891,1.3169575,1.0478572,1.0319326,0.90833056,1.2132545,1.2785189,0.57084775,0.9739819,0.9326122,1.1616955,1.386744,1.0330327,1.0128177,1.187705,0.35325104,1.2933404,1.0665891,0.9789209,0.5633174,1.3385167,1.0419097,1.1274334,0.66907316,1.0478822,1.0771036,0.9417696,1.1346433,1.2911558,1.112394,1.1111301,1.1637805,1.3340409,0.6918364,1.2105215,1.3082876,1.0338778,0.98318005,1.0659053,1.2160332,1.1616312,1.0869449,1.303339,1.0458624,1.2096392,0.9712645,0.0,1.0000026,0.7768729,1.1160554,0.77362895,1.1676893,1.002277,1.234733,1.2461216,1.2888253,0.9949149,1.0410782,1.3963001,1.3516191,0.57688,1.3225647,0.9469267,1.1658251,0.5882714,0.8979676,0.9664896,1.2259419,1.0484928,0.9574711,0.10913128,0.8661235,1.2216623,1.0208147,1.2164443,1.2871656,0.8581221,1.0644104,1.3045577,0.952596,1.1585006,0.53584355,1.3090146,1.1097264,0.9280642,0.6551422,1.2725282,1.2939888,1.1673605,0.95151967,1.0589861,1.0637769,1.2798357,1.3348386,1.1177605
milk,0.9082905,1.3381814,0.94550014,1.0381162,0.9405904,1.1849009,1.1012672,0.70351416,0.89052564,0.945574,1.3341798,0.7867092,1.0075897,0.9627005,0.9730261,0.94874847,0.9540809,0.7280148,1.152176,0.42063928,1.0109822,1.1238108,1.2024864,0.71904194,1.0217541,1.1818401,0.8925147,0.8881339,1.0781206,1.3153449,0.7627277,0.8205707,0.9369598,0.98575544,0.82420707,0.9292168,0.9475803,1.3026729,1.2198477,1.286546,1.1047652,1.1993613,1.1953421,1.2790768,1.2306933,0.7397499,0.90361303,1.0375749,1.1312541,0.36937332,0.97158355,1.2763622,0.8462127,1.0601832,1.0080653,1.0000026,0.0,0.8088089,0.7080728,1.0145985,1.3440073,0.8285527,1.1113545,1.3023396,0.95872134,1.0635612,0.8367146,1.2704756,1.2472167,1.2076685,1.1378901,1.0778769,1.0018932,1.1238446,1.0945115,0.85914004,1.1595864,0.79487336,1.0664042,1.0480566,0.9085413,1.0772452,0.9728885,1.0702649,1.1560622,0.92408246,0.87577313,1.354336,1.2725561,1.1663389,0.9101101,1.0752171,0.69716805,0.9253649,0.86938715,1.1553601,1.3210269,1.0747651,0.80903697,0.8268701,1.1083888,1.2227974,1.2727503,0.9028872
mitten,0.7574796,1.394297,0.72326255,0.714989,1.0890377,1.2543272,0.93783015,1.1520295,0.979221,0.74011475,1.5038441,0.8146107,0.6678405,0.71090734,1.2933868,1.2401025,0.8943066,0.8640938,1.0071487,1.0826337,1.3583846,0.8649066,0.95294076,0.80601656,0.94234115,1.3929793,1.0365067,0.7687771,0.7707971,1.4093744,0.930742,1.1779596,0.9155377,0.99955064,0.8574507,0.6957121,1.1406189,1.326059,0.9998732,1.0984826,1.3214221,1.4067459,1.1143432,1.2048965,1.2077966,0.8462635,0.7543945,0.6845684,1.3098834,1.0563862,0.81540203,1.3884306,0.83421844,1.2609856,0.8435551,0.7768729,0.8088089,0.0,1.1470234,1.0484359,1.2547323,0.88152033,1.088412,1.2742693,1.1788704,0.7634225,1.0169681,1.3698716,1.400598,0.9837194,1.1538266,1.0920919,1.2785726,1.1330652,0.9512346,0.73447716,1.2120337,0.78932625,1.3239608,0.72306967,0.7792617,1.1899791,0.7522256,1.2398525,1.2690054,0.83828294,0.77782977,1.4394304,1.2625744,1.078969,0.67676014,1.184337,1.1454594,0.7804316,0.70569265,1.3315358,1.215939,1.1319587,0.77522445,1.1789215,1.2484171,1.2460306,1.3583288,0.97270894
motorcycle,1.156805,1.1105684,1.2235287,1.1682516,0.98935956,1.0224342,1.1100044,0.77899384,0.8008643,1.0241861,1.0931917,0.9059999,0.9940304,0.9920132,0.8506631,0.7898827,1.251045,0.89378643,1.1688907,0.56626165,0.71119016,1.1574982,1.2627333,0.75172573,1.0743463,1.012153,0.92791337,0.92187005,1.2353776,1.1480868,0.8093023,0.73737794,1.1713119,0.94488096,0.8621115,0.8765482,1.0637579,1.1158574,1.336047,1.1695975,0.9365779,1.0608352,1.1529604,1.1465998,0.9714537,1.0675352,1.0753253,1.2640039,0.9311709,0.77424985,1.0917292,1.0111296,0.91912276,0.8089263,1.0441505,1.1160554,0.7080728,1.1470234,0.0,1.1592255,1.2257541,0.725165,1.2283297,1.1940284,0.9443601,1.0991886,0.90851694,1.2030447,1.1686261,1.3133898,0.9955693,1.2677517,0.77610147,1.1890643,1.1792877,0.7843418,0.9425234,0.70810765,0.9140303,1.1725526,1.0619336,1.0391568,0.9737188,0.9388667,0.999461,1.2215805,0.95156395,1.1148838,1.1665164,1.1545222,1.1420523,1.0640728,0.07968378,0.998874,1.1561807,1.0329468,1.2018847,1.0737178,0.74534136,0.7334241,0.982367,0.91669804,0.9476958,0.939919
muffin,0.95501167,1.0177698,0.93885726,1.0503949,0.9314998,1.0425819,0.6226538,0.9185905,1.2076619,1.0531206,0.95679796,1.0724163,1.073191,1.0611632,1.023039,1.1956816,0.8418284,1.1184747,0.8510781,1.1810914,1.1502266,1.0715612,1.0266296,1.174763,0.77458906,1.12905,0.99341184,1.0994705,0.66719735,1.0484829,1.1717494,1.1750554,0.6380841,1.0535486,0.94610715,1.1793871,0.86345285,1.0815828,0.88867575,1.0485848,1.0013859,0.9616448,0.50544214,1.0779845,0.9900725,1.2313961,1.0763795,1.0244058,0.96243906,0.9766017,1.0955225,1.1396104,1.229106,1.151788,0.94789726,0.77362895,1.0145985,1.0484359,1.1592255,0.0,1.0181034,1.0380737,0.8447879,0.9663769,0.99264944,1.2072254,1.1057928,0.94876957,0.94011086,0.51989245,0.89580214,0.6676711,1.0687457,0.7589812,0.99324286,1.1981171,1.0997982,1.1904088,0.919173,0.8167381,1.1277097,0.82275695,1.1726525,0.99967587,0.9863862,1.0095896,1.2692277,0.87120616,0.92263573,0.88016427,1.0425731,0.96314085,1.1407777,1.1591548,1.1548738,1.0066139,0.96872574,0.9808299,1.0883487,1.0238593,0.92652184,1.2144635,1.1622925,1.0024459
nail,1.1210619,0.560626,0.96781254,1.1201812,0.903381,0.62426376,1.0826548,1.1507,1.203867,1.2900403,0.4891675,1.4317874,1.247871,1.2905838,1.0702128,0.8715012,1.1752937,1.3548937,0.9136428,1.2761505,0.84885913,0.82118994,0.6588832,1.393475,1.1748093,0.6724494,1.0165597,1.3664212,1.107558,0.5033934,1.3235705,1.1310863,1.2173879,1.1279653,1.1692016,1.2875407,0.9157284,0.36072904,0.47739315,0.82033443,0.9871318,0.7271783,0.99382484,0.33376062,0.7446853,1.018321,1.1433482,0.98956764,0.687672,1.14949,1.105263,0.786417,1.2664341,0.96924895,1.0868379,1.1676893,1.3440073,1.2547323,1.2257541,1.0181034,0.0,1.3346095,0.6338628,0.4862914,1.0695513,1.1678532,1.3378215,0.50088704,0.6577785,0.9044803,0.9541181,0.83709407,1.1792974,0.99809676,0.96399385,1.3363068,0.8221121,1.3027402,0.91399443,1.188374,1.1330036,0.92213106,1.2279342,0.6729342,0.7630936,1.1810209,1.2147021,0.45637333,0.585541,0.5992172,1.2892709,0.8287457,1.2251205,1.2438883,1.351794,0.5354897,0.3675769,0.8730886,1.3346076,1.0514241,1.1617427,0.74488103,0.49275684,1.199772
napkin,1.148913,1.1721265,1.0357606,1.0922446,0.90949357,1.1150954,0.88224626,0.89639413,1.038441,0.9761504,1.176909,0.9494131,0.6192252,0.79969645,0.70489055,0.9445358,1.0813788,0.989863,0.95923334,0.72872007,0.97191674,0.9191761,1.2166731,0.75572824,1.0799897,1.0670412,0.87975556,0.9094694,1.0950967,1.2761865,0.9912122,0.7222248,0.98297393,0.8788613,0.7858652,1.0088706,1.0544746,1.2605386,1.3093092,1.1080277,0.9665287,0.91327316,0.9810477,1.2894807,0.7981146,0.98018414,0.9116263,1.075083,0.99957323,1.0579152,1.0421083,1.0039129,1.0995822,0.9377019,0.86179894,1.002277,0.8285527,0.88152033,0.725165,1.0380737,1.3346095,0.0,1.1801279,1.2947624,1.1192435,0.97238046,0.6299963,1.1820627,1.2468737,1.0181731,0.76927626,1.1717218,0.867898,1.0194806,1.08006,0.6750895,1.0706654,0.8493614,1.0337255,1.10604,1.1273892,0.93156207,1.0060542,0.8688954,1.2205243,1.0365912,1.1305835,1.1416198,1.1474187,1.1739961,1.0277095,0.861454,0.7321068,1.0525343,1.0002761,1.1179155,1.2272166,1.1564901,0.09358239,0.977479,0.93748486,1.0905304,1.0584251,1.1025802
necklace,0.96397173,0.9616908,0.7790544,0.9731926,1.0932041,1.0079557,1.0253825,0.960536,1.13554,1.1449087,0.66505957,1.2112894,0.9030736,1.0482744,1.0586048,0.97144866,1.1356156,1.2961663,0.93544286,1.2502308,0.8531213,0.92125773,0.8864493,1.0251423,1.1302981,0.9479672,1.0584707,1.2004217,1.1385676,0.7564932,1.2123094,1.2275541,1.024494,1.1354108,0.9227102,1.0661954,0.9190867,0.883728,0.64346194,0.86842835,1.0787274,0.7831851,1.0122042,0.6917436,0.7259169,1.121239,1.122099,0.9475594,0.89001083,0.9259611,0.7004292,1.0156555,1.1966671,1.0830802,1.0431889,1.234733,1.1113545,1.088412,1.2283297,0.8447879,0.6338628,1.1801279,0.0,0.6168573,0.7230594,0.8800644,1.3230767,0.6996271,0.71266854,0.76172054,0.70350444,0.7355056,1.2377692,1.1096036,0.9855704,1.201735,0.96983314,1.2446954,1.1190107,1.2556669,1.2278893,0.94303846,0.9496475,0.8233268,0.6849441,1.1207068,1.0924146,0.713642,0.9568009,0.5632282,1.3194339,0.799828,1.1306484,1.1548138,1.3094639,0.7745544,0.57803124,0.88275915,1.2127317,1.2680413,1.0963165,1.0557848,0.90450484,1.0124999
orange,1.13607,0.4905995,1.1049801,1.132041,1.0077305,0.6540622,1.105556,1.1346384,1.1788124,1.2803241,0.42661422,1.3138783,1.2267998,1.2782116,0.955114,0.7171601,1.0981755,1.2670509,0.8157675,1.2145407,0.74079835,1.0256697,0.63711244,1.2878376,1.1564616,0.60847324,0.98355293,1.2992629,1.1846515,0.45468992,1.2760098,1.0585768,1.1309077,1.1207691,1.2032903,1.2902822,0.9016501,0.41192538,0.6880306,0.54735994,0.9543906,0.6458656,0.9831269,0.6131566,0.7424287,1.0823487,1.2054536,1.1145213,0.8103293,1.1532449,1.1423093,0.7182249,1.1897115,0.884817,1.1532879,1.2461216,1.3023396,1.2742693,1.1940284,0.9663769,0.4862914,1.2947624,0.6168573,0.0,0.8626971,1.1863301,1.2642586,0.6161669,0.53902847,0.83188295,0.89749104,0.7150492,1.1125364,0.96478885,1.0336492,1.332926,0.8672794,1.2685827,0.93782246,1.2615637,1.1661601,0.9511577,1.2428663,0.8342326,0.6891335,1.1607612,1.1405216,0.5908905,0.6633961,0.7462408,1.3394636,0.874937,1.1801169,1.2074282,1.3148484,0.63830996,0.52012604,0.94182813,1.3392651,1.0374763,0.9131841,0.73696494,0.66389954,1.1293406
