,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,jacket,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pig,pillow,pizza,plant,plate,purse,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
shovel,1.1808194,1.2140932,0.5898091,0.89397097,1.2005754,0.9551677,1.2094959,0.96449775,0.5268306,1.2224473,0.89832306,0.7598744,1.122481,0.5020443,0.72890615,1.2057451,1.0982155,0.6805382,1.2570115,1.0875139,0.9684532,1.1765726,1.2603742,1.1131579,1.1199633,0.9016249,1.0131747,1.1205202,0.9488958,0.98324835,1.1891588,1.0998747,0.6788268,0.8840011,1.3073659,0.97776127,1.2266325,1.037543,0.8112106,0.96168756,1.2132373,0.8594549,1.1746976,0.95620525,1.1959083,1.2148254,0.99775195,0.90423137,0.9240908,1.1537309,1.089042,1.1815022,0.9843511,0.86243594,0.9449398,0.7116515,1.3064077,0.71676505,0.8098192,0.6146575,0.98990375,1.2542001,0.87053895,1.1184705,0.84512585,0.92638004,1.273381,1.041408,1.3009337,1.290591,1.0529687,1.0429562,0.7789281,1.2123501,0.6536895,1.2146164,1.1519935,1.2557,1.0024511,0.5561998,1.2856046,1.1971385,1.105088,0.9024078,1.2217785,1.1713698,0.98901474,0.7175876,1.1731256,0.99274784,0.0,1.2356448,0.90945446,1.3667359,0.9022628,1.2939363,1.0018957,1.2441264,1.1147822,1.0856296,0.63370955,0.6436613,1.1474491,1.1645281,1.1395653,0.7082918,1.1576893,1.1257986,0.8721067,0.9783274,1.2351995,1.3257517,1.0384372
sink,1.0907608,0.62464917,1.3740983,1.1016469,0.716555,1.1622449,0.73130786,1.0921735,1.3549303,0.4038822,1.1188245,1.0991871,0.9095258,1.3520985,1.2950733,0.83389914,0.8552201,1.3523619,0.63542676,0.97275925,1.0653043,0.86676687,0.62210226,1.0002187,1.1773899,1.1140435,1.0645747,0.954689,1.1057688,1.0342206,0.9400888,1.0888668,1.306408,1.1879416,0.5627442,0.86350816,0.75283223,1.1710542,1.2891068,1.0273722,0.5739895,1.1983196,0.8403082,1.1846929,0.93373185,0.872092,1.0635389,1.1770585,0.92752224,0.99977374,0.9454502,0.92962694,1.1310211,1.2000117,1.1396832,1.3252603,0.75850576,1.2393044,1.1595994,1.322732,1.1489134,0.67498106,1.1694396,0.67896616,1.29026,1.0985209,0.76453054,0.7974458,0.6910302,0.7205308,1.1651558,1.0299327,1.1921229,0.702869,1.3806345,0.6505672,0.84695774,1.0022372,0.95744306,1.2448454,0.7423924,0.63979673,0.8468698,1.0846823,1.0055989,0.8078482,1.0801181,1.2329845,0.8853255,1.1504053,1.2356448,0.0,1.1694967,0.52502155,1.0530403,0.8244411,1.2229803,0.8273925,0.99966466,0.9641839,1.328161,1.3064361,0.92318904,0.80370957,0.9016642,1.282975,0.7773379,0.99946004,1.1310997,1.1632755,0.67849743,0.6708802,0.68558383
slide,0.9462482,1.2119402,0.8941343,0.8939896,1.0790492,0.7864877,1.1920044,0.8761621,0.77406335,1.2208874,0.91340715,0.9788894,1.1715434,0.7319813,0.7319107,1.2433696,1.0595063,0.67891335,1.2147882,1.0298046,0.88037103,1.2202917,1.3091928,1.0579098,0.9625174,0.99719286,0.96054494,1.109762,1.1004187,1.0786486,1.2919931,0.9663426,0.90641844,0.9899021,1.1879909,1.1733723,1.250376,1.1208444,0.7227324,1.0593991,1.0251429,0.9257844,1.0685894,1.0606223,1.1691447,1.2697496,0.9765992,0.8888505,0.97893745,1.0290453,1.1161581,1.2164009,0.93265915,0.8651592,1.0851254,0.86917496,1.2460072,0.86232626,0.8765776,0.8247621,0.977853,1.2635671,0.98169106,1.2378327,0.80985403,0.7738447,1.2439094,1.1798791,1.2334383,1.1728816,1.0458665,0.98758703,0.9725113,1.0570314,0.7221539,1.2336771,1.1933255,1.0892018,1.0865844,0.8978549,1.3081956,1.114801,1.053033,1.0932134,1.0612167,1.0308232,0.7407312,0.9889894,0.961023,1.0253564,0.90945446,1.1694967,0.0,1.2706028,1.1004733,1.0759207,0.89125764,1.1447184,1.1284764,1.0778533,0.90006506,0.61732996,0.9420628,1.2463884,0.79059905,0.5279046,1.1301361,0.7418105,0.5650008,0.9613374,0.9759189,1.2299712,1.1107424
slipper,1.0957869,0.48902994,1.4967266,1.1806918,0.7392354,1.1974173,0.75964797,1.2805009,1.5081607,0.48883462,1.2632332,1.190624,0.8081827,1.5278022,1.3989503,0.5082843,0.624007,1.5706024,0.6277919,1.116651,1.113478,0.7080564,0.5015699,0.91933507,1.0629045,1.0001935,1.0887483,0.7639731,1.1512014,1.2162659,0.66841966,1.1668432,1.403503,1.2531247,0.35560226,1.1016436,0.43300867,1.0072979,1.4611137,1.2537495,0.70805717,1.2676022,0.788482,1.1804984,0.7128422,0.52355605,1.1383224,1.1293654,1.04892,0.824954,0.94049597,0.5507504,1.0871887,1.2787263,1.0619982,1.3565239,0.29297578,1.3915884,1.2195427,1.4105414,1.2315218,0.59126353,1.2356768,0.7040116,1.3337083,1.1535246,0.41425812,0.887892,0.29899442,0.35519326,1.1605921,1.1073667,1.2580496,0.67810404,1.5495162,0.33749592,0.5284982,1.0068426,0.8887008,1.4528482,0.45572102,0.62892616,0.99626744,1.3167326,1.0134166,0.76767296,1.1591126,1.3890808,0.50011736,1.0665061,1.3667359,0.52502155,1.2706028,0.0,1.1322019,0.75048256,1.112426,0.68551373,0.8426974,0.9135983,1.4469337,1.5109768,0.7994073,0.56621736,0.9145335,1.4876007,0.61012256,0.99258304,1.3122011,1.1472311,0.76659286,0.246871,0.9706744
snow,1.1222767,1.021883,0.81912243,1.0678605,1.0014023,1.1808364,1.1008894,0.8165935,0.88551116,1.1064681,1.0388619,0.9648535,1.0390499,0.9209509,1.1548499,1.1951914,1.1584169,1.1095306,1.1342864,0.9743188,1.0793358,1.0914577,1.141047,1.0920078,1.1479788,1.0286552,1.0047094,1.121351,1.0510046,0.9879219,1.0699244,1.0440084,0.89641905,1.038634,1.1435252,1.0103791,1.2392825,1.0620936,1.0446769,0.98512524,0.99048007,0.8875166,1.0600308,0.96959126,0.792821,1.0104241,1.1656679,0.8504911,0.8971173,1.1529944,1.0086465,1.0534772,0.9816586,1.2122494,0.9617195,0.82794815,1.1912231,0.833909,0.94945776,0.9574209,0.95091546,1.1592004,0.7898822,1.1911899,0.81852627,1.0381339,1.0599879,0.89607775,1.0584246,1.1329554,1.025498,1.0693725,0.972583,1.1949463,1.0055351,1.0501133,1.1348786,1.0617595,0.9892132,0.88075554,1.13047,1.149697,0.94219875,0.96964794,1.0483197,1.1287171,1.1072702,0.8634442,1.2119037,0.846926,0.9022628,1.0530403,1.1004733,1.1322019,0.0,1.0699534,0.84225345,0.733753,1.0380484,1.019675,0.88482285,0.9442986,1.2047571,0.7077387,1.0509341,1.0235943,1.1156679,1.2661328,1.0570714,1.0366809,1.0387942,1.0867013,1.0260084
soap,0.8129219,0.73022795,1.3366601,1.1685311,0.8148022,0.8406603,0.7648556,1.1553285,1.3612151,0.8853521,1.1596305,1.4139972,0.7901343,1.4308835,1.1581316,0.6585939,0.7342261,1.316004,0.6231663,0.9554838,1.0754464,0.7131061,0.7567464,1.0918633,0.8609097,1.3331456,1.2422119,0.70132667,1.2021775,1.2540855,0.824634,0.71481836,1.365814,0.9404262,0.5178929,1.1665608,0.6357452,1.1820583,1.2305934,1.1578538,0.74695385,1.1738739,0.73412865,1.1510243,0.93256176,0.6413073,0.9356653,1.2217114,0.95898277,0.9050395,1.0593103,0.9688462,1.1914624,0.9970464,1.2466614,1.3410294,0.7859858,1.2289724,1.2685516,1.3298484,1.2862571,0.7141752,1.1444321,0.6476717,1.2703167,1.1753699,0.5372683,0.83515584,0.9096012,0.8614833,0.7775028,1.211858,1.3141708,1.0103039,1.3432847,0.6892606,0.7353088,0.851014,1.3136127,1.329602,0.7354301,0.81482196,0.9458745,1.2903537,0.83088565,0.8203026,1.2076263,1.3570073,1.0010777,1.2579818,1.2939363,0.8244411,1.0759207,0.75048256,1.0699534,0.0,1.0923328,0.88698006,0.87021077,1.0149721,1.2459924,1.2722914,0.5890769,0.8758588,1.0325382,1.2169081,0.62005746,0.6881372,1.1817021,1.1644667,0.7051443,0.67615986,1.0520203
sock,1.0940546,1.0903608,0.7222619,0.9395164,1.0700605,0.98488116,1.143695,1.189501,0.8844589,1.0680069,0.8854094,0.90347135,1.1727176,0.8952069,0.9645159,1.3076988,1.1458099,0.9467407,1.1115627,1.1247605,0.81335837,1.2309002,1.1978592,1.166354,0.85424435,0.8954438,0.93388784,1.3419633,0.9040835,1.1126723,1.0786648,1.0338675,0.7991898,0.9062171,1.2827859,1.1925526,1.2660631,0.96690345,0.6439687,1.2197672,1.1712914,0.77494407,1.1716303,1.0209109,0.58120257,1.2856187,1.0229671,0.330256,1.1609306,1.0586691,1.2793324,1.0304446,0.4206822,1.0470309,0.8724802,0.6156032,1.1085267,0.809764,1.0499743,0.8957351,0.88442624,1.44741,0.4612112,1.3236781,0.21207923,1.0900589,1.1007729,0.93670654,1.1144415,1.0939862,1.0172918,1.2400427,0.7895633,1.2181865,0.8789943,1.2436554,1.2505331,1.1127692,0.82625145,1.1074852,1.1906409,1.086709,1.0689969,1.1661041,1.1110357,1.0467728,0.93671584,0.89366966,1.007758,0.77394456,1.0018957,1.2229803,0.89125764,1.112426,0.84225345,1.0923328,0.0,1.004396,1.0293235,1.2075154,0.8838457,0.90501225,1.0957377,0.6036696,0.8600975,0.93899405,1.2392886,1.0562574,0.8921704,1.0773658,1.3060484,1.1074945,1.2901065
sprinkler,0.9642674,0.6290071,1.3136514,1.0562642,0.81041163,1.209897,0.9003856,1.1501079,1.367883,0.78263766,1.2122024,1.0598917,0.7743984,1.369479,1.2076576,0.93082076,1.1030798,1.3132597,0.8860765,0.8538675,1.1671095,0.7716263,0.90438694,1.0555888,1.1032182,1.1562676,1.2568369,0.9786913,1.0257657,1.0791197,0.6175926,1.0630575,1.3482615,1.1441108,0.7905088,1.0446218,0.97901356,1.036917,1.293539,1.0515456,0.7471907,1.2281793,0.84133416,1.0996504,0.6335337,0.7186029,1.1711078,0.88397944,0.70614547,0.9457928,1.0064274,0.87604535,1.0260066,1.1341177,1.0542171,1.0699713,0.82483387,1.2643279,1.1541009,1.1762822,1.1736765,0.80732036,1.0673426,0.953069,1.0646793,1.094997,0.8352567,0.84994876,0.6961709,0.7639813,1.0650886,1.048542,1.3393279,0.8292657,1.225357,0.71336335,0.8110137,0.85963047,0.98245347,1.1676354,0.74826294,0.9340322,0.84506464,1.228245,0.84305626,0.8919671,1.1682527,1.3112588,0.9334233,1.1009722,1.2441264,0.8273925,1.1447184,0.68551373,0.733753,0.88698006,1.004396,0.0,0.83884865,1.0708414,1.3492997,1.3656249,1.0895642,0.62908596,0.8211383,1.2106512,0.8828707,1.211581,1.1852375,1.0669773,0.8649303,0.678527,1.0062429
strawberry,0.9100275,0.6612742,1.2979038,1.0389673,0.7722513,1.1227142,0.67600286,1.1802208,1.3160262,0.9961517,1.2488534,1.1397415,0.881085,1.2642905,1.1006907,0.8136797,0.87727976,1.1738478,0.9788871,0.9842901,0.9785933,0.8033348,0.77793413,1.0904489,1.0925174,1.1358476,1.0656474,0.85123116,1.1487602,1.1904712,0.8331089,0.9448681,1.355113,1.2011348,0.8018557,1.1857646,0.8286393,1.0599139,1.0948335,1.1105531,0.9878918,1.1250916,0.87058926,1.0802025,0.86333454,0.91870224,0.8929484,1.0029078,1.0246581,0.86808825,0.90567833,0.9403211,1.0697514,1.0504668,1.0880156,1.1451218,0.745542,1.1951188,1.1594503,1.2286181,1.2425822,0.72042197,1.0563653,0.86391866,1.0932939,1.1147887,0.7021322,0.92726195,0.7151584,0.8474866,1.1139414,1.0958517,1.1699771,0.8243855,1.1778729,0.8666243,0.86563766,0.7878163,1.1908302,1.1885272,0.91285694,0.90692425,0.9191749,1.2090523,0.7554325,0.8778185,1.1517318,1.2142177,0.8775707,1.1514416,1.1147822,0.99966466,1.1284764,0.8426974,1.0380484,0.87021077,1.0293235,0.83884865,0.0,0.88440835,1.2075789,1.2365527,0.8551598,0.81779474,0.9231809,1.1683167,0.8084552,0.8801531,1.1026655,0.97618926,0.89673334,0.8704349,1.0305914
stroller,0.9020885,1.0915977,1.1464663,1.0140531,1.0761639,1.0295789,0.8874093,0.9875009,1.1124175,1.1793133,1.2709508,1.2320317,0.92496264,1.1555201,1.0721712,0.80318433,0.95818067,1.1107681,1.1619058,0.8197852,1.01343,0.84102315,0.53533715,0.6466235,1.2299675,1.046893,0.48115057,0.82795537,1.0590467,1.1414899,0.9555519,0.85353374,1.0844347,1.1455762,1.0340887,0.7425683,0.90514255,0.8813736,1.1255003,0.8361591,0.9533735,1.0323035,0.8625286,1.0171539,1.2139282,0.99160504,0.9566981,1.1344395,1.0496275,0.94213986,0.91793525,1.1367604,1.1927415,1.1345454,1.126475,1.3482708,0.99689746,1.1122038,1.0642338,1.1693668,1.1738098,0.67016923,0.97938985,0.88010734,1.2593939,0.707425,0.9829213,0.943603,1.0421587,0.93447685,1.1271403,0.9160222,1.1553385,1.0100579,1.2153795,1.0712554,0.9343568,0.84903616,1.2090155,1.1384579,0.9208759,1.1822668,0.9393,0.8268646,0.81036806,1.0216347,1.2185829,1.1278374,0.6941923,1.1810254,1.0856296,0.9641839,1.0778533,0.9135983,1.019675,1.0149721,1.2075154,1.0708414,0.88440835,0.0,1.0303857,1.1252096,0.8547234,1.1333435,1.1968749,1.2565616,0.92939,0.87225544,1.2804,1.098486,0.6146821,1.0125431,1.0353284
sweater,1.0428355,1.427808,0.5563537,0.8550087,1.3159181,1.0208974,1.3287854,0.89581466,0.32825845,1.3461815,0.928093,0.8108096,1.2162652,0.45905852,0.6996788,1.2676373,1.198823,0.6496811,1.2916305,1.1075649,1.0175848,1.2368653,1.3170214,1.0707123,1.0525537,0.9462499,0.8997574,1.163401,1.0009562,1.0019696,1.2621278,1.0595787,0.4199115,0.98692316,1.4078168,1.1243134,1.3203543,0.9883109,0.7971989,0.9971803,1.252575,0.5903843,1.210016,0.68503463,1.1826035,1.2540336,1.0193554,0.99433357,1.1493849,1.0756704,1.1043488,1.0852332,0.9651518,0.9542422,0.77432996,0.74143595,1.3245721,0.2836132,0.87455916,0.7304535,0.8306124,1.3808155,0.82884717,1.2485785,0.86429036,0.9929531,1.2863619,1.2158238,1.3774413,1.2960199,0.9754751,1.1434071,0.4259513,1.3486646,0.5904745,1.3891219,1.3096281,1.1538959,1.0289131,0.5541862,1.3596586,1.2966245,1.2045343,0.8686234,1.1634194,1.1674458,0.9726632,0.40067005,1.2309506,0.88694346,0.63370955,1.328161,0.90006506,1.4469337,0.88482285,1.2459924,0.8838457,1.3492997,1.2075789,1.0303857,0.0,0.5155523,1.1691587,1.1707559,1.2641098,0.8174149,1.2792964,1.1094292,0.8743756,1.0111561,1.2761419,1.3594409,1.1500604
table,1.0280167,1.4709343,0.55814135,0.9407268,1.2845273,0.9604155,1.3213823,0.8260428,0.16341853,1.3616743,0.88938063,0.74559593,1.2096901,0.21797866,0.61775404,1.2531341,1.1798136,0.40427506,1.3366108,1.2348075,0.9941426,1.2470888,1.4176111,1.0688467,1.0221567,0.9350421,1.0044037,1.1626941,1.1054008,0.9961829,1.3479712,0.862417,0.5030276,0.91454804,1.4161644,1.0806823,1.3476945,1.0378036,0.52325046,1.0859784,1.2587266,0.7848808,1.2346936,0.98978835,1.309202,1.2556164,0.6452352,0.9752362,1.1871134,1.1054045,1.0228597,1.260603,0.9973286,0.8563933,1.0213814,0.8232167,1.3959739,0.5221029,0.87777233,0.7533629,0.81547195,1.4393085,0.87376153,1.2306769,0.7747606,0.89885247,1.3507878,1.2780776,1.4251702,1.3978126,0.9828042,1.1304252,0.74171907,1.295461,0.4775048,1.4240084,1.3450356,1.114313,1.1388812,0.3993069,1.3607389,1.3729678,1.1776097,0.8946491,1.1194127,1.0895102,0.81609917,0.733235,1.212412,0.94084626,0.6436613,1.3064361,0.61732996,1.5109768,0.9442986,1.2722914,0.90501225,1.3656249,1.2365527,1.1252096,0.5155523,0.0,1.1763015,1.3690866,1.0334424,0.47562146,1.2947962,0.8134228,0.57713425,0.9639176,1.3171514,1.371681,1.129595
tape,0.88098705,0.9677372,1.3225145,0.992648,0.942537,0.46443164,0.81328815,1.1384091,1.2563452,1.1354526,1.150207,1.4224427,0.83152205,1.2970595,0.97748345,0.7237891,0.6067867,1.116604,0.92136526,1.1263022,0.8916898,0.7486521,0.7614537,1.0184482,0.9090771,1.2281946,1.0752804,0.7742279,1.2546091,1.1967977,0.8276653,0.63795257,1.2809474,0.86946476,0.6432044,1.085826,0.6369506,1.1451187,1.1636178,1.2660172,0.9187201,1.1784418,0.6952236,1.1456318,1.0515606,0.82633936,0.9103575,1.2024332,0.9277438,0.806916,0.97818965,1.0569001,1.0176708,0.8161754,1.2764708,1.2890534,0.7737315,1.2212225,1.2569082,1.1342554,1.1833264,0.7900017,1.118088,0.85361165,1.196349,1.0823448,0.6803545,0.9284228,1.0220394,0.87299216,0.88263065,1.2078613,1.2827078,1.1380905,1.2245888,0.786347,0.70045,0.8784344,1.3368803,1.283014,0.8838919,0.98003864,1.041478,1.3327987,0.84448344,0.6934917,1.0164368,1.3047897,0.7428747,1.2232254,1.1474491,0.92318904,0.9420628,0.7994073,1.2047571,0.5890769,1.0957377,1.0895642,0.8551598,0.8547234,1.1691587,1.1763015,0.0,1.0559862,0.9977969,1.0688648,0.79139227,0.38235807,1.1276314,1.1775523,0.9232148,0.842131,1.097956
toe,1.1906619,0.41488755,1.174762,1.0665329,0.73637146,1.206533,0.92785615,1.3585244,1.3274454,0.65265256,1.150452,0.91310257,1.0136505,1.359163,1.2765228,0.91196024,0.96157193,1.4072036,0.7884066,0.9596987,1.0459223,1.0209495,0.80882573,1.1298542,0.9083571,1.1274362,1.1176184,1.10635,0.9866356,1.1608906,0.8085803,1.0817987,1.2436156,1.0676156,0.75772536,1.2250698,0.8049525,1.1168292,1.2181005,1.1779294,0.8954835,1.074691,0.95856094,0.9629937,0.17127359,0.9451971,1.203773,0.68129283,0.97863066,1.0984359,1.1207726,0.61609477,0.74596465,1.1396364,0.8866743,0.7457828,0.6895962,1.129088,1.2945044,1.1718261,1.1526756,0.9815425,0.88862324,0.9444312,0.8859687,1.2911413,0.60403717,0.79743147,0.53676724,0.61707914,1.0272694,1.2765398,1.0266823,0.93150854,1.286035,0.6833728,0.8439825,1.0916446,0.909024,1.2710654,0.7523562,0.7729255,0.93832046,1.3199867,1.0775996,0.9629697,1.1351421,1.1389987,0.9739325,0.980773,1.1645281,0.80370957,1.2463884,0.56621736,0.7077387,0.8758588,0.6036696,0.62908596,0.81779474,1.1333435,1.1707559,1.3690866,1.0559862,0.0,0.91100717,1.3310574,0.84077287,1.1785123,1.1544997,1.2433448,0.9808722,0.5925053,1.166948
tooth,1.0793182,0.80028147,1.1476681,1.120066,0.7176815,0.9413397,0.83114725,1.095846,1.2222126,0.8380703,0.915917,0.93471533,1.0826491,1.1470232,0.9762554,1.1282147,0.9970751,0.9633445,0.8678027,1.1212182,0.7144313,1.1550483,0.9517998,1.1521442,0.8318324,1.0611522,1.0439358,1.1674454,1.1204574,0.88244045,1.0439346,0.90679836,1.2520362,1.0212213,0.90677905,1.1485176,1.0528691,1.1879497,0.9674408,1.1068299,0.87689763,1.0480888,1.0091504,1.1973014,0.77815604,1.207556,1.1158663,0.8169719,0.92928034,1.0427383,1.1360003,0.9863931,0.86571366,0.97133005,1.0859436,0.9122813,0.9116828,1.1452432,0.9547666,1.1019832,1.0937775,1.0769765,1.116243,1.067503,0.86323273,1.1476498,1.0062993,0.9426612,0.7452036,0.91079205,1.0124946,0.91141903,1.0795662,0.7393546,0.971935,0.99258775,1.0160222,1.056996,0.8979093,1.2252653,1.0812784,0.7768309,0.8762021,1.2175126,1.0288551,0.78619295,0.78731513,1.2008295,0.9528163,1.0262579,1.1395653,0.9016642,0.79059905,0.9145335,1.0509341,1.0325382,0.8600975,0.8211383,0.9231809,1.1968749,1.2641098,1.0334424,0.9977969,0.91100717,0.0,0.7212914,1.0165243,0.79427016,0.6818015,1.0039536,1.0683669,0.9533575,1.0011811
toothbrush,0.9461423,1.3643018,0.70571315,0.946339,1.1857152,0.7706538,1.228142,0.893708,0.631253,1.2385776,0.76789767,0.8113421,1.2327359,0.6041652,0.5320038,1.3407323,1.1583151,0.43122888,1.1530832,1.13957,0.9176196,1.2957212,1.4631934,1.1271385,0.7799139,1.0210382,1.1417853,1.1781058,1.0772204,0.6974821,1.2953076,0.8703368,0.8527273,0.70532846,1.2049166,1.1195135,1.3006251,1.1594192,0.689113,1.1411332,1.2076657,0.94192064,1.2720854,1.0054493,1.2117978,1.2982478,0.914845,0.92750216,0.7564841,1.0680873,0.92963445,1.236095,0.9114335,0.5514702,1.0418173,0.66553056,1.3685164,0.80555207,0.87706923,0.61139286,0.8047972,1.4196234,1.0166427,1.3174036,0.729215,0.86372733,1.4121237,1.2831045,1.3471718,1.3511815,0.998943,1.0024929,0.8817996,1.1833355,0.47287577,1.2549831,1.1709559,1.100586,1.1136849,0.6577067,1.3655245,1.1752856,1.1501565,1.0128193,1.1278476,0.95357513,0.6143062,0.9262609,1.1145139,1.0164509,0.7082918,1.282975,0.5279046,1.4876007,1.0235943,1.2169081,0.93899405,1.2106512,1.1683167,1.2565616,0.8174149,0.47562146,1.0688648,1.3310574,0.7212914,0.0,1.2212187,0.7968066,0.5466085,0.9645248,1.2395895,1.3312166,1.0136501
towel,1.0526974,0.53622365,1.3938648,1.2329328,0.6124262,1.1574756,0.8480845,1.1941445,1.3429141,0.76038784,1.2678235,1.3109702,0.7882032,1.366646,1.2224133,0.2983284,0.69128567,1.3803058,0.81781304,0.7923983,1.1386663,0.6534223,0.5695056,1.0985036,1.1703854,1.3265266,1.1784706,0.47987926,1.1817795,1.2273281,0.97448826,0.9956818,1.3469083,1.285684,0.3290522,1.1992991,0.33405548,1.2286816,1.3284285,1.039164,0.88817847,1.1681757,0.8029096,1.1314964,0.96979,0.5776729,0.88491106,1.2212977,0.96770024,1.1026039,0.95581436,0.7905663,1.3028476,1.152711,1.1826873,1.4378686,0.4842831,1.2568411,1.23999,1.3367043,1.3290738,0.5001576,1.2004588,0.4164607,1.4180309,1.168491,0.35312903,0.97275424,0.5841032,0.7127258,1.1132447,1.1284662,1.3028725,0.8153744,1.4038672,0.4754486,0.64642155,1.0398912,1.298027,1.2683146,0.48942685,0.8706192,0.97446203,1.2108932,1.0235263,0.6576199,1.1573747,1.3135664,1.0256877,1.2502499,1.1576893,0.7773379,1.1301361,0.61012256,1.1156679,0.62005746,1.2392886,0.8828707,0.8084552,0.92939,1.2792964,1.2947962,0.79139227,0.84077287,1.0165243,1.2212187,0.0,0.89651984,1.304971,1.1426574,0.50842524,0.40352684,1.0137813
toy,0.7353549,1.0373887,1.3205414,0.93580836,0.9711058,0.58902276,0.7885689,1.1835303,1.0945145,1.1457326,1.03637,1.3648986,0.926127,1.1615926,0.7467104,0.8238374,0.6548635,0.8164903,0.88452816,1.2731538,0.7687377,0.8930768,0.835537,1.0770926,0.74238825,1.2520823,1.0366017,0.9392465,1.3178093,1.1758952,0.97409075,0.43015403,1.2441823,0.78606594,0.70448637,1.0835948,0.733253,1.2027093,0.860155,1.3123531,0.9403895,1.1871682,0.92846584,1.1957588,1.114369,0.9733131,0.71823287,1.1883699,1.0526276,0.6736493,1.0162158,1.1862783,0.8874187,0.54860485,1.3612695,1.233835,0.9327005,1.1380038,1.353313,1.2070725,1.2013621,1.0099323,1.0901102,0.9107223,1.0641936,1.0666198,0.78943557,1.0138718,1.109769,0.9950503,0.7200185,1.2474465,1.285579,1.1996231,1.031947,0.97064126,0.8576608,0.75305724,1.4178015,1.2422774,0.98613554,0.95751685,1.0101662,1.3615246,0.7455367,0.622819,0.8269707,1.3858774,0.85454965,1.3751919,1.1257986,0.99946004,0.7418105,0.99258304,1.2661328,0.6881372,1.0562574,1.211581,0.8801531,0.87225544,1.1094292,0.8134228,0.38235807,1.1785123,0.79427016,0.7968066,0.89651984,0.0,0.88338757,1.2235696,1.0497391,0.99902356,1.1100816
tray,1.0964872,1.1316808,0.759333,0.98528534,1.0298845,0.89082444,1.0305641,0.89488494,0.7053566,1.108969,0.83250487,0.7312803,1.2721326,0.62596107,0.7126351,1.342306,1.055692,0.5240464,1.1066039,1.195666,0.76643014,1.3512769,1.3381315,1.156804,0.7906571,1.0118695,0.99939734,1.2056468,1.0768255,0.85616404,1.2560866,1.0098225,0.88674104,0.8595865,1.2496445,1.1642716,1.3096509,1.1936342,0.7414457,1.0897344,1.0247073,0.85663307,1.1295981,1.099017,1.0488527,1.3497293,1.064682,0.8343266,1.0549055,1.0932313,1.1013428,1.1718521,0.9135491,0.809723,1.0974215,0.6511961,1.2985622,0.8485066,0.78702116,0.8133069,0.9395403,1.3794457,1.0302926,1.1879975,0.80894995,0.9894825,1.256758,1.1589954,1.1420426,1.1691908,1.0368143,0.90531063,0.7815524,1.0290108,0.581077,1.2343823,1.2427762,1.1045091,0.95445347,0.7459858,1.2900772,0.8472674,0.9867492,1.0384234,1.0987698,1.1953316,0.682396,0.8897308,1.0478026,0.951778,0.8721067,1.1310997,0.5650008,1.3122011,1.0570714,1.1817021,0.8921704,1.1852375,1.1026655,1.2804,0.8743756,0.57713425,1.1276314,1.1544997,0.6818015,0.5466085,1.304971,0.88338757,0.0,0.9092154,1.2862269,1.2612729,0.99500966
tree,1.0517501,1.1266004,0.79331285,0.9998721,1.1189137,1.0351344,1.0676829,0.7893168,0.9315112,1.2592764,1.0289978,0.9021775,1.0024506,0.70986235,1.0818769,1.1260729,1.1920127,0.95137644,1.1290579,1.0691986,1.1083902,1.0186695,1.301718,1.0153219,1.1041387,0.6683593,1.1065482,1.0266659,0.9827438,0.9382147,1.019632,1.0759965,0.9078669,0.94853956,1.253434,1.0876955,1.2196598,0.623911,0.9732795,0.8900367,1.1515841,0.9372487,1.0446616,0.96974844,1.2492028,1.066955,1.0274713,0.9012618,1.1163821,0.9630576,0.9654064,1.0518603,1.1065787,1.1232742,0.93879807,0.91984516,1.1563554,0.9928046,0.6104791,0.953492,1.0088552,1.0830439,0.98174953,1.0251555,0.90919703,0.8667046,1.1884716,1.1958185,1.0707524,1.0604967,1.0431503,0.71386254,0.9762562,0.87501866,0.8919717,1.1593273,1.0879914,1.0758693,0.8898847,0.78135395,1.1025584,1.1699735,1.0384449,0.926804,1.0709199,1.1857735,0.9772244,0.9099259,0.9819693,1.0106906,0.9783274,1.1632755,0.9613374,1.1472311,1.0366809,1.1644667,1.0773658,1.0669773,0.97618926,1.098486,1.0111561,0.9639176,1.1775523,1.2433448,1.0039536,0.9645248,1.1426574,1.2235696,0.9092154,0.0,1.1623542,1.1388814,0.95489603
