,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,jacket,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pig,pillow,pizza,plant,plate,purse,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
cookie,0.8835883,0.7812553,1.3269491,1.0453601,1.0225139,0.90612733,0.8737854,1.184976,1.3505565,0.83911145,1.1510724,1.1592574,0.78144866,1.3554924,1.1425582,0.8704443,1.0222167,1.2906743,0.6680099,1.0052935,1.156658,0.7170588,0.8671378,1.0365974,0.84057593,1.0384141,1.1677536,1.0055825,0.9270314,1.1617132,0.0,0.88117707,1.3079765,0.80940795,0.75005436,1.0597489,0.8298203,0.8717269,1.2157658,1.1492804,0.9085139,1.2730324,0.8224532,1.1104409,0.8036862,0.6797201,0.97280204,1.0696663,0.8163074,0.8010802,1.028273,0.96587145,1.0321527,0.96194756,1.0254638,1.1453233,0.8429154,1.2417191,1.1886411,1.1567957,1.2047471,0.7699237,1.1616223,0.9107155,1.2093825,1.2154152,0.8011823,0.8646525,0.74151975,0.80729187,0.8784987,1.0706873,1.2687061,0.9118633,1.2589194,0.71857023,0.67320436,0.81211776,0.9555768,1.213234,0.7323775,0.8952665,1.0430098,1.1522057,0.8027232,0.938498,1.2600715,1.2859757,0.84004223,1.0965793,1.1891588,0.9400888,1.2919931,0.66841966,1.0699244,0.824634,1.0786648,0.6175926,0.8331089,0.9555519,1.2621278,1.3479712,0.8276653,0.8085803,1.0439346,1.2953076,0.97448826,0.97409075,1.2560866,1.019632,0.9581401,0.7613862,0.9869255
corn,0.8608337,1.0771095,1.1847749,1.1185172,1.0823908,0.62030935,0.87367827,1.1279249,1.0682033,1.2276682,1.1022633,1.2741488,0.83397174,1.1350162,0.89040947,0.94291794,1.0246161,0.9453508,0.9413994,1.0302379,0.98666155,0.83300877,0.9338689,1.1293032,0.8322022,1.2731285,1.1065784,1.0048391,1.1944207,1.0583676,0.88117707,0.0,1.1821047,0.5680841,0.9597378,1.0183874,0.97972286,1.1334401,0.96569777,1.1114849,1.0157946,1.1024084,0.84359694,1.1062701,1.0445913,1.0258657,0.8536336,1.0530372,0.8348633,0.97350734,1.0813366,1.2116688,1.0750166,0.6830546,1.2121269,1.177484,1.155718,1.0537437,1.2575697,1.0918598,1.1917005,1.0078802,0.9188098,0.91685456,1.0820594,1.112766,0.9917566,0.89678067,1.1780246,1.1176972,0.63876665,1.211241,1.2660805,1.1681898,1.0502528,1.1061184,0.97370684,0.84487563,1.3715222,1.1461917,0.98556453,1.1729628,0.9095812,1.1939231,0.8201366,0.8446294,0.9707821,1.2747803,0.98336345,1.2326131,1.0998747,1.0888668,0.9663426,1.1668432,1.0440084,0.71481836,1.0338675,1.0630575,0.9448681,0.85353374,1.0595787,0.862417,0.63795257,1.0817987,0.90679836,0.8703368,0.9956818,0.43015403,1.0098225,1.0759965,1.0117906,1.1052494,1.1607786
couch,1.2006463,1.4728441,0.39408064,0.91343665,1.3448546,0.99878824,1.454321,0.7742671,0.21644711,1.2565107,0.67794126,0.7309562,1.305604,0.32368815,0.87332016,1.3497505,1.2256932,0.66974384,1.2928449,1.1024605,1.0212953,1.3384477,1.3722985,1.0155001,1.070822,0.5521724,0.642285,1.2364166,0.7932875,0.88741374,1.3079765,1.1821047,0.0,1.0050923,1.5420532,0.92990226,1.4109981,0.7332017,0.6930508,0.8749869,1.3023013,0.5412037,1.3304054,0.7855654,1.200389,1.2622786,1.0081643,0.94963694,1.2305772,1.1520864,1.0793974,1.0655786,0.91837335,1.1277747,0.66542494,0.7624427,1.3234944,0.5051158,0.7619948,0.73661715,0.6153072,1.4657743,0.8614988,1.3342721,0.77265346,0.8980961,1.4239484,1.2496557,1.4106164,1.2995148,0.98620474,0.97197384,0.47988212,1.284811,0.6862984,1.4518045,1.4143649,1.2887223,0.58765906,0.5812317,1.356282,1.3176515,1.2234285,0.65666926,1.3116636,1.2966094,0.877491,0.38817704,1.219294,0.6066709,0.6788268,1.306408,0.90641844,1.403503,0.89641905,1.365814,0.7991898,1.3482615,1.355113,1.0844347,0.4199115,0.5030276,1.2809474,1.2436156,1.2520362,0.8527273,1.3469083,1.2441823,0.88674104,0.9078669,1.3332332,1.4135548,1.1266098
cracker,1.0022465,1.2101867,0.8728905,0.9911578,1.3262765,0.48018843,1.2062737,1.0815785,0.94608486,1.1123129,0.6978294,0.96227235,1.0827847,0.9335643,0.71880394,1.2878807,1.1371275,0.7759715,0.6876242,1.0678867,1.0168084,1.1406913,1.2590324,1.1459028,0.48734713,1.0192175,1.1009318,1.2716699,0.9072592,0.83126956,0.80940795,0.5680841,1.0050923,0.0,1.0912769,0.9351927,1.1211181,1.0630134,0.850794,1.0982317,1.119564,1.1126592,1.0583714,1.1171556,0.9425815,1.1221365,1.0650512,0.89734733,0.7705222,0.96298945,1.1669776,1.2381519,0.82589865,0.47259784,1.0869025,0.76650894,1.3641193,0.9588406,1.0665017,0.7052469,0.9210566,1.3515615,0.9078113,1.1693921,0.86318004,1.0712205,1.2672807,0.98009515,1.2982025,1.2316235,0.55077314,1.0348961,1.0114208,1.2259171,0.7336703,1.1026584,1.0118096,1.0799943,0.97230184,0.9169156,1.194334,0.982164,1.1216328,1.0096575,1.0835378,1.0976062,0.8493978,1.0878892,1.0779591,0.9922321,0.8840011,1.1879416,0.9899021,1.2531247,1.038634,0.9404262,0.9062171,1.1441108,1.2011348,1.1455762,0.98692316,0.91454804,0.86946476,1.0676156,1.0212213,0.70532846,1.285684,0.78606594,0.8595865,0.94853956,1.2627528,1.2648588,1.0659847
crayon,0.99034786,0.46579206,1.5776695,1.2615974,0.66494185,1.05358,0.66466576,1.2543237,1.5003376,0.53336775,1.1643697,1.3059146,0.76271784,1.5605714,1.183216,0.3808099,0.5815129,1.4081868,0.46282196,1.0119749,1.1533395,0.64067566,0.56442714,1.0790474,0.9369384,1.3523772,1.2904032,0.60958815,1.2542889,1.1711085,0.75005436,0.9597378,1.5420532,1.0912769,0.0,1.2007096,0.25760472,1.3266689,1.469365,1.285766,0.695596,1.3235375,0.8405136,1.3061919,0.84141207,0.43480486,0.98304677,1.3137053,0.8337892,0.84732705,0.9371243,0.74767524,1.2455952,0.92214626,1.276583,1.4291134,0.40987146,1.4093771,1.3480074,1.3579152,1.2978477,0.5070363,1.3503639,0.5021511,1.492329,1.2848421,0.3165406,0.9008918,0.43519527,0.6059067,1.0549831,1.1873305,1.3726951,0.8399628,1.4669878,0.16903865,0.3399837,0.9380851,1.265341,1.3991528,0.4533286,0.5355878,1.04828,1.3533317,0.9514883,0.51327145,1.1107286,1.5332531,0.9009857,1.306534,1.3073659,0.5627442,1.1879909,0.35560226,1.1435252,0.5178929,1.2827859,0.7905088,0.8018557,1.0340887,1.4078168,1.4161644,0.6432044,0.75772536,0.90677905,1.2049166,0.3290522,0.70448637,1.2496445,1.253434,0.6293076,0.29001462,0.9088308
crib,1.0201993,1.21528,0.98603845,0.987587,1.1468894,1.038191,0.86536545,0.84809345,1.0243427,0.8948913,0.8110121,0.98346597,1.1260434,1.0224012,0.9560789,1.1010504,1.0298712,0.9020627,1.058835,0.79726595,0.9662397,1.1182926,0.7118315,0.6632045,1.1468221,0.84090763,0.67208177,1.1080558,0.76423895,0.656656,1.0597489,1.0183874,0.92990226,0.9351927,1.2007096,0.0,1.0708352,0.84700125,1.020337,0.64778924,0.82733154,1.1581008,1.061225,1.0591203,1.1897255,1.1097891,1.0303006,1.0498403,0.96380454,1.1296048,0.9184207,1.2325948,1.0687296,0.9414731,1.0396986,1.1519314,1.2080917,1.1280377,0.95596975,1.0239116,0.73832786,0.91676456,1.0042584,1.0701473,1.0862687,0.8384081,1.2446625,0.7757281,1.2481706,1.194027,1.0730988,0.626923,1.0807673,0.93421215,1.0191512,1.1488173,1.0679438,0.9774187,0.8119673,1.0982895,1.0701249,0.95895135,0.76338667,0.50634074,0.9936483,1.0853362,1.0235865,1.0537311,0.9348214,0.9940271,0.97776127,0.86350816,1.1733723,1.1016436,1.0103791,1.1665608,1.1925526,1.0446218,1.1857646,0.7425683,1.1243134,1.0806823,1.085826,1.2250698,1.1485176,1.1195135,1.1992991,1.0835948,1.1642716,1.0876955,0.85681295,1.2144963,0.8532634
cup,1.0648509,0.5939838,1.4652321,1.1926169,0.71136343,1.0958102,0.7390824,1.2840165,1.4028163,0.698656,1.2296616,1.3286512,0.8296479,1.4684106,1.1445905,0.18402469,0.3962006,1.3863854,0.6399009,1.0653706,1.0316597,0.6992992,0.48883218,0.9496259,0.9798123,1.2784956,1.1808007,0.41288137,1.1952213,1.1906338,0.8298203,0.97972286,1.4109981,1.1211181,0.25760472,1.0708352,0.0,1.1927699,1.3752794,1.1847351,0.89025944,1.3116292,0.7881495,1.1707239,0.913122,0.46095008,0.8277695,1.2527556,1.0485138,1.0028839,0.88953483,0.72843987,1.1780145,0.9297898,1.184938,1.3838763,0.3166607,1.3554498,1.3025331,1.3282387,1.2178963,0.54254794,1.2960856,0.5504412,1.417836,1.2112856,0.25866127,0.9674323,0.5560929,0.61593664,0.9533613,1.1421007,1.2950208,0.89555275,1.3870744,0.3231603,0.46714908,1.0180799,1.2842436,1.3745383,0.4092846,0.71809435,1.0215865,1.208391,1.0190871,0.6429743,1.1698759,1.4147245,0.9128327,1.2601409,1.2266325,0.75283223,1.250376,0.43300867,1.2392825,0.6357452,1.2660631,0.97901356,0.8286393,0.90514255,1.3203543,1.3476945,0.6369506,0.8049525,1.0528691,1.3006251,0.33405548,0.733253,1.3096509,1.2196598,0.807446,0.34189314,0.98029363
dog,0.7927309,1.2173319,0.8525927,0.77117276,1.2373154,1.0849861,1.1449761,0.89927405,0.9428185,1.1637907,0.9904889,1.0057285,1.0453268,0.86035556,1.0853683,1.1308501,1.1912506,1.0305095,1.1612141,0.98920035,1.1039147,1.0210205,1.105569,0.87087744,1.1088078,0.27541596,0.89134157,1.1479357,0.83924437,1.0051928,0.8717269,1.1334401,0.7332017,1.0630134,1.3266689,0.84700125,1.1927699,0.0,0.8306004,0.9290221,1.1765304,1.0244217,1.1518272,0.86790645,1.1195389,1.0512228,0.96165043,0.9784931,1.1561793,0.8206545,0.9384237,0.9897284,0.9052626,1.168657,0.7598992,0.9986009,1.079585,0.9877034,0.7995185,0.9777133,0.89997315,1.051301,0.94975203,1.1684239,0.8588723,0.90309596,1.2341886,1.0571592,1.0857223,1.0045351,1.0813985,0.8663359,0.9801454,0.924429,1.0440819,1.2376382,1.1349857,0.9423739,0.6688824,0.9861591,1.0209976,1.2309375,1.0398875,0.8244773,0.9722854,1.192101,1.1135846,0.8649732,0.85663366,0.8763093,1.037543,1.1710542,1.1208444,1.0072979,1.0620936,1.1820583,0.96690345,1.036917,1.0599139,0.8813736,0.9883109,1.0378036,1.1451187,1.1168292,1.1879497,1.1594192,1.2286816,1.2027093,1.1936342,0.623911,1.11318,1.1435155,1.0459155
doll,0.84340376,1.3871305,0.6523422,0.66036,1.1923065,0.9377181,1.1505897,1.0416262,0.64575124,1.26446,0.9216938,0.8013872,1.1536448,0.5944512,0.7704976,1.3374045,1.1584781,0.6677065,1.2782836,1.1195804,0.8097813,1.2311517,1.3003333,1.0807395,0.8812959,0.7710386,0.94864184,1.2762725,0.95404387,1.0116262,1.2157658,0.96569777,0.6930508,0.850794,1.469365,1.020337,1.3752794,0.8306004,0.0,1.1044395,1.3162279,0.8258172,1.2014685,0.9388517,1.1115091,1.3678427,0.49088305,0.7925912,1.1748705,0.93513167,1.1313713,1.2385893,0.5609992,0.88365483,0.96823543,0.7372979,1.2977662,0.6200396,0.9202267,0.72796845,0.8941353,1.4033961,0.7463951,1.3452494,0.42567515,0.89103305,1.342944,1.0380765,1.3667552,1.2561576,1.0235169,1.1519313,0.8036612,1.2739633,0.71460724,1.4556767,1.3322868,1.0113485,0.9812098,0.8173079,1.375059,1.2417407,1.0739383,0.987649,1.0265201,1.1515789,0.9054302,0.83417463,1.1768807,1.0010976,0.8112106,1.2891068,0.7227324,1.4611137,1.0446769,1.2305934,0.6439687,1.293539,1.0948335,1.1255003,0.7971989,0.52325046,1.1636178,1.2181005,0.9674408,0.689113,1.3284285,0.860155,0.7414457,0.9732795,1.3148413,1.4286948,1.1235285
door,1.026097,1.071365,0.9415621,1.0379822,1.0331529,1.0187877,1.0686953,0.6760613,1.0060966,1.0721859,0.84916526,0.95459974,1.0579268,0.96749604,1.0496291,1.1155909,1.2482432,0.95610034,1.1343353,0.44893527,1.0606757,1.0761117,0.91539574,0.79305387,1.2391733,0.98491514,0.67761683,0.97845894,0.663965,0.88904136,1.1492804,1.1114849,0.8749869,1.0982317,1.285766,0.64778924,1.1847351,0.9290221,1.1044395,0.0,0.9046364,1.0072347,1.0345962,0.8871874,1.1821764,1.1577553,1.1669719,1.0494124,1.0599,1.2231925,0.9877713,1.1090028,1.2433419,1.1336663,0.91036683,1.070976,1.2620298,1.1119785,0.85920024,1.0273287,0.83294207,0.85373336,0.9093386,0.9202026,1.1931697,0.8594622,1.2407322,0.9798294,1.1587627,1.1458836,1.0177723,0.5221821,0.993002,0.83084816,0.96681124,1.2417507,1.184648,1.0719813,0.8805054,0.9682211,1.1092583,1.110028,0.86551297,0.4289378,1.0620549,1.263947,1.079016,0.82870924,1.1418602,0.92151505,0.96168756,1.0273722,1.0593991,1.2537495,0.98512524,1.1578538,1.2197672,1.0515456,1.1105531,0.8361591,0.9971803,1.0859784,1.2660172,1.1779294,1.1068299,1.1411332,1.039164,1.3123531,1.0897344,0.8900367,0.7330298,1.2309668,0.89069706
drawer,0.8649769,0.82235026,1.3834101,1.1938987,0.8676896,1.0388565,0.6853379,0.90936744,1.3275976,0.656878,1.0406162,1.1526412,0.82902366,1.3391619,1.0305786,0.92395115,0.8826011,1.1911622,0.8010678,0.9240886,0.99391454,0.82663256,0.64170474,1.028275,1.0550483,1.2457312,0.9596339,0.91232026,1.0579698,1.1185019,0.9085139,1.0157946,1.3023013,1.119564,0.695596,0.82733154,0.89025944,1.1765304,1.3162279,0.9046364,0.0,1.2595781,0.88208175,1.2615974,0.90808177,0.87383914,1.2500138,1.1008967,0.845837,0.97691417,1.067287,1.0255027,1.2182537,1.0436393,1.2280178,1.2555587,0.90585566,1.2730703,1.207822,1.3115308,1.2056116,0.8032792,1.084672,0.81079865,1.2819539,1.0913858,0.81597185,0.7557806,0.85240567,0.90173084,0.98784065,0.84706134,1.3279287,0.8982506,1.1797243,0.74595135,0.84331167,0.89776015,1.0132437,1.2894592,0.8531724,0.6476482,0.84989953,1.0186545,0.87391543,0.8265538,1.0097015,1.3500146,0.8258984,1.1967518,1.2132373,0.5739895,1.0251429,0.70805717,0.99048007,0.74695385,1.1712914,0.7471907,0.9878918,0.9533735,1.252575,1.2587266,0.9187201,0.8954835,0.87689763,1.2076657,0.88817847,0.9403895,1.0247073,1.1515841,0.6803145,0.7826507,0.8840734
dress,1.1984098,1.2232326,0.5973725,1.0823147,1.1277177,1.1143696,1.2039278,0.9427276,0.60053766,1.2263589,1.0085545,0.8592025,1.1582963,0.678894,1.0132732,1.2255645,1.1524708,0.8732892,1.2181798,1.1242998,0.9585114,1.1777534,1.2514471,1.121329,1.1118076,0.89901346,0.80430317,1.1233039,0.914056,0.9907335,1.2730324,1.1024084,0.5412037,1.1126592,1.3235375,1.1581008,1.3116292,1.0244217,0.8258172,1.0072347,1.2595781,0.0,1.1816229,0.84359354,1.0104705,1.2063869,1.069942,0.83076036,1.1865826,1.1918423,1.1526666,0.98909545,0.95227563,1.2140771,0.82959485,0.8114153,1.219748,0.5487129,0.72564745,0.8770881,0.9395864,1.3255551,0.8575524,1.1827843,0.8510269,0.9951278,1.2110107,1.1095501,1.1754714,1.1564996,1.0520028,1.0815451,0.54054314,1.1520296,0.8378986,1.3020778,1.3204076,1.2225664,0.89462173,0.7742974,1.2828538,1.2038536,1.0189548,1.0064039,1.2063961,1.120248,0.9211943,0.51217246,1.2052618,0.7396569,0.8594549,1.1983196,0.9257844,1.2676022,0.8875166,1.1738739,0.77494407,1.2281793,1.1250916,1.0323035,0.5903843,0.7848808,1.1784418,1.074691,1.0480888,0.94192064,1.1681757,1.1871682,0.85663307,0.9372487,1.1957016,1.2552756,1.1190599
egg,0.99953663,0.76460636,1.3058202,0.97379917,0.6306343,0.95041823,0.8730484,1.0888264,1.3096066,0.9782783,1.2576985,1.2280332,0.7184452,1.3228482,1.2042118,0.76987123,0.689224,1.2679375,0.94404405,0.9236722,0.8104637,0.7305168,0.6981918,1.010964,1.0704157,1.2394103,1.1508281,0.70003676,1.2232215,1.1963557,0.8224532,0.84359694,1.3304054,1.0583714,0.8405136,1.061225,0.7881495,1.1518272,1.2014685,1.0345962,0.88208175,1.1816229,0.0,1.1229721,1.0085362,0.8135985,1.0133352,1.1239526,0.9532686,1.0003468,0.8500303,1.0544856,1.218213,1.0696985,1.2110908,1.2711306,0.77364564,1.2112553,1.1987587,1.1391647,1.2341452,0.62318003,1.0971698,0.7971307,1.2493169,1.0787542,0.6671773,0.77285874,0.89245737,0.87095416,0.9325181,1.1491832,1.2652235,0.9121971,1.2643744,0.8868385,0.87275237,0.8521285,1.2102284,1.1798497,0.85012674,0.8413461,0.94559586,1.2594175,0.81524324,0.9238852,1.3206491,1.2899232,0.8555278,1.1996815,1.1746976,0.8403082,1.0685894,0.788482,1.0600308,0.73412865,1.1716303,0.84133416,0.87058926,0.8625286,1.210016,1.2346936,0.6952236,0.95856094,1.0091504,1.2720854,0.8029096,0.92846584,1.1295981,1.0446616,0.7800996,0.8481126,1.0384356
face,0.93605006,1.1380045,0.8341321,0.8297074,1.1172621,1.0817828,1.1970881,1.0350986,0.87523466,1.1755188,1.0451523,0.8996339,1.1174568,0.92277896,0.9978688,1.116014,1.1465178,0.9598221,1.2370162,1.0277909,1.081744,1.1312722,1.2260082,0.90270376,1.0429039,0.988741,1.0243055,1.0467675,0.79270136,0.8740929,1.1104409,1.1062701,0.7855654,1.1171556,1.3061919,1.0591203,1.1707239,0.86790645,0.9388517,0.8871874,1.2615974,0.84359354,1.1229721,0.0,1.0663633,1.1691589,1.0208119,1.0922103,1.1047826,0.92669904,0.8505982,0.66895354,0.8967698,1.0580188,0.48972142,0.82872576,1.0097309,0.8000473,0.9529146,0.91792446,0.8022008,1.1581542,0.91559184,1.1523991,0.92804766,0.85714346,1.1296,1.204283,1.1078366,0.94196874,0.95567983,1.0425398,0.78255796,1.1491878,0.934762,1.2248504,1.1791726,1.0801147,1.0304551,0.84347355,1.1616455,1.2924725,1.1209005,0.8798013,1.1014901,1.1793737,0.89154553,0.53510123,1.0909894,0.9179131,0.95620525,1.1846929,1.0606223,1.1804984,0.96959126,1.1510243,1.0209109,1.0996504,1.0802025,1.0171539,0.68503463,0.98978835,1.1456318,0.9629937,1.1973014,1.0054493,1.1314964,1.1957588,1.099017,0.96974844,1.2012879,1.168952,1.0287638
finger,1.10884,0.52232957,1.0897124,1.0460066,0.7983198,1.0822843,0.98395157,1.3354082,1.2951337,0.7030969,1.0340605,0.8855069,1.0493824,1.3192241,1.1327454,1.0474333,1.0266255,1.2594163,0.7914759,0.98125553,0.965739,1.0743475,0.90251654,1.1476727,0.75319093,1.0771846,1.0733765,1.2051017,0.95752054,1.0826666,0.8036862,1.0445913,1.200389,0.9425815,0.84141207,1.1897255,0.913122,1.1195389,1.1115091,1.1821764,0.90808177,1.0104705,1.0085362,1.0663633,0.0,1.0207714,1.2256391,0.65939605,0.92455095,1.083602,1.2159113,0.67854863,0.6818247,1.0209464,0.90514636,0.5919365,0.77704704,1.0984169,1.2207471,1.0200638,1.1113523,1.0837339,0.9836977,1.0778323,0.8169222,1.3082638,0.7741985,0.7711188,0.6394218,0.78146005,0.9543863,1.1846956,1.0112542,0.9475814,1.1218312,0.7736411,0.91631687,1.1028726,0.7934742,1.2483534,0.8219466,0.79712844,0.9356844,1.318722,1.0866222,0.96754587,0.97604764,1.122272,1.0523496,0.8906747,1.1959083,0.93373185,1.1691447,0.7128422,0.792821,0.93256176,0.58120257,0.6335337,0.86333454,1.2139282,1.1826035,1.309202,1.0515606,0.17127359,0.77815604,1.2117978,0.96979,1.114369,1.0488527,1.2492028,1.0768712,0.72863847,1.1747713
fish,0.9884412,0.7624757,1.3218005,1.215329,0.9000002,1.0804005,0.916973,0.99151564,1.2619119,0.86232334,1.2314115,1.3521394,0.521448,1.350199,1.3324276,0.42178476,0.5967248,1.4574411,0.7953624,0.97583586,1.2050213,0.38375574,0.84613204,0.9003916,1.1071708,1.1558206,1.3092079,0.5009111,1.217664,1.1727666,0.6797201,1.0258657,1.2622786,1.1221365,0.43480486,1.1097891,0.46095008,1.0512228,1.3678427,1.1577553,0.87383914,1.2063869,0.8135985,1.1691589,1.0207714,0.0,0.898906,1.3485471,0.9278549,0.847705,0.84228253,0.79093444,1.2816839,1.1945727,1.1899412,1.4007481,0.5377749,1.232306,1.224952,1.3178126,1.1417409,0.57326114,1.2715971,0.7354097,1.4016829,1.0864149,0.4854893,0.96339494,0.69883037,0.7625048,0.93053657,1.1299186,1.3503932,1.0509471,1.3857467,0.38066256,0.56375444,0.92384076,1.2055833,1.190378,0.47573364,0.8565122,1.0984249,1.1526954,0.9285956,0.82861507,1.2515199,1.3215239,0.9739064,1.1181159,1.2148254,0.872092,1.2697496,0.52355605,1.0104241,0.6413073,1.2856187,0.7186029,0.91870224,0.99160504,1.2540336,1.2556164,0.82633936,0.9451971,1.207556,1.2982478,0.5776729,0.9733131,1.3497293,1.066955,0.7585454,0.4946345,1.023622
flower,0.8365552,1.1148193,1.0465878,0.9277546,1.0597125,1.0929705,0.89939994,1.1032364,0.8358167,1.1700845,1.2135115,1.0196621,0.91781986,0.81709665,0.9703789,0.7100588,0.89625293,0.9487713,1.1510704,1.0140809,1.0417805,0.8172661,0.9977312,0.97452784,1.081818,1.0951091,1.1501651,0.7994442,1.1582055,1.1700262,0.97280204,0.8536336,1.0081643,1.0650512,0.98304677,1.0303006,0.8277695,0.96165043,0.49088305,1.1669719,1.2500138,1.069942,1.0133352,1.0208119,1.2256391,0.898906,0.0,1.1303722,1.176554,0.9276372,0.824096,1.1728926,0.97570276,0.95824265,1.1745214,1.2488925,0.9083538,0.8750949,1.2074171,1.0932546,1.0466235,0.8630682,0.952041,0.9446202,0.9498773,0.9533599,0.9058346,1.0070509,1.1374518,1.0688436,1.1004908,1.2841041,1.0868866,1.1896274,1.0238336,1.0436448,0.9508074,0.7950274,1.3727465,0.8982279,0.87990266,1.2411689,1.0209695,1.0807232,0.8165451,0.8282369,1.1689099,1.1590693,1.0856276,1.2888222,0.99775195,1.0635389,0.9765992,1.1383224,1.1656679,0.9356653,1.0229671,1.1711078,0.8929484,0.9566981,1.0193554,0.6452352,0.9103575,1.203773,1.1158663,0.914845,0.88491106,0.71823287,1.064682,1.0274713,1.0420126,0.9938817,1.033064
foot,1.1651107,1.0481235,0.7914847,1.0128531,1.1340034,1.0769125,1.0047733,1.151017,0.95576024,1.0666207,0.9823368,0.762675,1.168077,0.8674291,0.8931038,1.2635925,1.2288781,0.89694583,1.1480691,1.0315905,0.88290936,1.2463374,1.1487291,1.1553526,0.99374425,0.8869786,0.9415392,1.2558271,0.8736725,1.064627,1.0696663,1.0530372,0.94963694,0.89734733,1.3137053,1.0498403,1.2527556,0.9784931,0.7925912,1.0494124,1.1008967,0.83076036,1.1239526,1.0922103,0.65939605,1.3485471,1.1303722,0.0,1.1030377,1.2446387,1.3502735,1.1259314,0.6233835,0.9811213,0.98316216,0.5669186,1.2088728,0.9449302,0.83016425,0.80887294,1.0683862,1.2926499,0.55140066,1.2400056,0.38418853,1.0793059,1.185482,0.9111002,1.0443131,1.1238259,1.1003182,1.0875294,0.89756995,0.99731666,0.7675094,1.2234374,1.2747859,1.1097653,0.81449556,1.0457929,1.143823,1.0341188,0.8452314,1.1119127,1.0729499,1.1109705,0.9134579,0.9652631,0.9754933,0.93641526,0.90423137,1.1770585,0.8888505,1.1293654,0.8504911,1.2217114,0.330256,0.88397944,1.0029078,1.1344395,0.99433357,0.9752362,1.2024332,0.68129283,0.8169719,0.92750216,1.2212977,1.1883699,0.8343266,0.9012618,1.2344482,1.1240648,1.1941217
fork,0.87483644,0.91872245,1.1546912,1.0040644,0.9475623,0.83709776,1.0144022,0.99904865,1.1965953,0.93827116,0.9678094,1.0256433,0.8982099,1.2331753,0.93633616,1.1299167,1.0469685,1.0714257,0.84978914,0.844859,1.0254705,0.9038117,1.0653276,1.1083337,0.92166036,1.1852396,1.2282555,1.087076,1.0150523,0.7391421,0.8163074,0.8348633,1.2305772,0.7705222,0.8337892,0.96380454,1.0485138,1.1561793,1.1748705,1.0599,0.845837,1.1865826,0.9532686,1.1047826,0.92455095,0.9278549,1.176554,1.1030377,0.0,1.0327358,0.99639845,1.0707542,1.0428667,0.8172889,1.0731256,0.9390301,1.0842656,1.1157697,1.1007131,0.769164,1.0606483,0.9507065,1.1882018,1.0593134,1.101135,1.0874416,1.1047916,0.91071504,0.9813816,1.0506257,0.9838055,0.98115206,1.213513,1.02188,1.0018537,0.7826756,0.758502,1.0632169,1.0801616,1.0319856,1.025682,0.8924557,0.98988867,1.0486,1.0694989,0.9528311,0.9285438,1.1902025,1.0427215,1.069806,0.9240908,0.92752224,0.97893745,1.04892,0.8971173,0.95898277,1.1609306,0.70614547,1.0246581,1.0496275,1.1493849,1.1871134,0.9277438,0.97863066,0.92928034,0.7564841,0.96770024,1.0526276,1.0549055,1.1163821,0.8091214,0.9669096,0.89640045
frog,0.44339132,1.011777,1.2377793,0.6757088,1.1003935,0.92026013,0.943866,1.1409754,1.1451869,1.0621686,1.1715295,1.1219248,0.80823654,1.142983,0.90672225,1.0193073,0.93144345,1.0126991,0.95297337,1.1594696,1.0938585,0.76985884,1.0461324,1.0017895,0.8882304,0.9031832,1.235405,1.0145117,1.1480877,1.1319783,0.8010802,0.97350734,1.1520864,0.96298945,0.84732705,1.1296048,1.0028839,0.8206545,0.93513167,1.2231925,0.97691417,1.1918423,1.0003468,0.92669904,1.083602,0.847705,0.9276372,1.2446387,1.0327358,0.0,0.9003039,0.94781727,0.7685318,0.84468305,1.0591017,1.1721723,0.8722625,1.0835007,1.2178948,1.1576066,1.0592222,0.94727296,1.0807904,1.0483295,0.95469224,1.0651308,0.95550835,1.0864551,1.0135897,0.79898024,1.0170591,1.1872885,1.1500322,1.1165947,1.0767394,0.93507004,0.7349994,0.62194145,1.1441679,1.0812231,0.934248,0.9026822,1.0801618,1.223242,0.67172503,0.89956695,1.0474722,1.1914523,0.82429266,1.248761,1.1537309,0.99977374,1.0290453,0.824954,1.1529944,0.9050395,1.0586691,0.9457928,0.86808825,0.94213986,1.0756704,1.1054045,0.806916,1.0984359,1.0427383,1.0680873,1.1026039,0.6736493,1.0932313,0.9630576,1.0989864,0.9342969,1.0135505
