,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
strawberry,1.3133594,0.6617372,0.43717426,1.0862128,1.1587707,0.6570401,0.63752115,0.8885829,1.1491505,1.3593608,1.2044991,1.384192,0.73042905,1.2423807,1.2082846,1.0040767,1.3427968,1.2645721,1.0010159,0.6756662,0.9315306,1.2462671,0.7791729,1.0536783,0.9088579,0.7471957,0.8433935,1.1157253,0.87906986,1.2654318,1.1973654,0.7223808,0.72727835,1.2185391,1.149868,0.92157423,0.99335027,0.86509717,1.1132492,1.3384106,0.91194963,0.4900576,1.3029089,0.69009376,1.1447115,1.20869,1.1094127,1.2674999,1.123646,1.2052087,0.71310365,0.5159115,1.2365427,1.1612093,0.55703026,1.1825985,0.7174601,1.023633,1.0425295,0.8999058,0.9463186,0.87386256,0.7659102,0.7652976,1.2414638,0.5616663,1.1345365,0.89533937,0.93282026,0.63335174,1.1912309,1.153578,1.2411797,1.3174043,1.1085645,1.2597935,0.898476,1.3268955,0.85954976,1.1841052,0.82997787,0.9700374,1.1599038,1.0957248,1.2027025,0.711787,0.8615726,0.5221881,0.9621214,0.6405053,0.6355922,0.563139,1.3363435,1.2008641,1.3345286,1.213617,1.2086351,0.5915833,0.5811358,0.8692581,1.0407465,0.98525554,0.95517194,1.0216633,1.1567705,0.87078875,1.0553073,0.8217,1.0183157,1.1376126,0.7905314,1.3420957,1.1827241,0.88789856,1.0551717,1.2431874,1.0757668,1.3068973,1.081091,1.1325763,0.77001977,1.3405664,1.0893807,1.3183804,0.51194227,1.2687792,0.5504822,0.8826997,0.79495126,0.75418127,0.96211183,0.0,1.2886326,1.3240517,1.325511,0.77027404,0.56051534,0.5474303,0.9062363,1.0435541,0.7094372,1.2329925,1.2248926,1.2303063,1.3126786,0.5229421,1.2545762
stroller,0.72060126,1.1345141,1.2670391,1.0069507,0.89550143,1.2744093,1.2702723,1.1383061,1.0027317,0.93464506,0.99946,0.79598975,1.1391356,0.67808646,0.8504658,0.96482617,0.7538717,0.8367781,0.99045086,1.1856599,1.271898,0.8443757,1.3140709,0.8699702,0.9984062,1.1046193,1.1128404,0.59141153,0.91042095,0.84040135,0.75668,1.2618978,1.3234124,0.79686296,0.6918981,1.076072,0.8640366,1.1626173,0.846251,0.7099603,0.9045551,1.2723112,0.7621408,1.2560556,0.9945047,0.8580386,0.68985164,0.92046565,0.91662365,0.8517198,1.172507,1.3323548,0.978184,0.98335767,1.2668667,0.89024657,1.1590827,1.066967,0.9773494,1.2662139,0.9415996,1.1037793,1.1138301,0.81259507,0.8451249,0.95232713,0.8971742,1.0616865,0.98794633,1.1269299,0.9832555,1.0000213,0.85221773,0.7698755,0.9690619,0.6434769,1.2646724,0.6493381,1.3494337,0.85166097,1.1765752,1.169753,0.9655699,0.7319046,0.57588935,1.2330145,1.1623585,1.2791866,1.0733019,1.1705234,1.3178306,1.3535589,0.89064234,0.95087504,0.71052563,0.6841203,0.98037654,1.2730997,1.2770351,1.0130064,1.2675383,1.0819478,0.9534292,1.1325953,0.913673,1.2831281,1.0265398,0.9962339,1.1758106,0.6750738,1.0680524,0.87373835,1.0146126,0.82123053,0.9764251,0.8034344,0.9117642,0.7456483,0.89611906,0.79474723,0.9923647,0.8811399,1.0685748,0.84444374,1.1994234,0.8019262,1.3045573,1.0153998,1.2117792,1.2373781,0.9207859,1.2886326,0.0,0.7259164,0.89923126,1.2435577,1.267319,1.2439574,0.90177476,1.0020537,1.0228201,0.8985508,0.98658276,0.50351995,0.76746666,1.2553508,0.9480822
sweater,0.5994246,1.402497,1.4184477,1.100566,0.39702618,1.4196515,1.4412959,1.2384565,1.1739159,0.6087507,0.8859348,0.4281898,1.4029133,0.7790966,0.28133333,1.213253,0.6267458,0.7254618,1.1447966,1.5392346,1.506923,0.92797744,1.5015148,1.0655286,1.3769374,1.318249,1.4188395,1.022821,0.8744353,0.7740297,0.9840866,1.4428387,1.4102519,0.8423102,0.42589396,1.4041535,0.9226119,1.1103424,0.7917801,0.4660867,1.0370946,1.5536578,0.73334396,1.566204,1.033209,0.9204931,0.9337333,0.68156534,0.97476465,0.23365784,1.0831671,1.445015,0.7343213,0.5633463,1.1600368,0.77976936,1.517374,1.1261687,0.8926483,1.5528849,1.2353042,1.2211112,1.1923676,1.0493226,0.7803818,1.3389356,0.5117053,1.1985159,0.74685955,1.3567007,0.90244985,0.9117044,0.85005414,0.07892847,1.1508313,0.186539,1.5041802,0.6948665,1.4928896,0.5198531,1.2938784,1.1494582,0.90107584,0.67964184,0.932583,1.1033775,1.4026983,1.3477422,1.4136671,1.2795769,1.3912268,1.4517231,0.6892215,0.85465395,0.15230167,0.24301714,0.7964103,1.5607003,1.528857,1.1260855,1.2587461,1.1663126,1.3677611,1.2254043,1.0833441,1.5420879,0.9454615,1.0188113,1.208597,0.97919405,1.4889588,0.6688659,0.791924,1.1592813,0.8621032,0.44736743,1.3101684,0.0791896,1.0307841,0.4671291,1.3967173,0.5598717,1.1242056,0.46561986,1.4722404,0.6347963,1.5483366,1.1437447,1.2407253,1.6169174,1.2496223,1.3240517,0.7259164,0.0,0.576768,1.4525042,1.2476947,1.2834326,0.9415528,1.2374812,1.4363773,0.94107306,0.79280305,0.73313475,0.9004413,1.4756655,0.7702371
table,0.5969328,1.4940763,1.5014921,0.9360833,0.6000666,1.3475738,1.3857105,1.1468067,0.85394275,0.32293475,1.009368,0.30606824,1.5009382,0.45484507,0.5559133,1.3627934,0.65516514,0.4058993,0.8451298,1.53904,1.1056536,0.65795916,1.3099504,1.0441295,1.2379745,1.3320093,1.4435796,1.0957085,0.8865151,0.8632192,0.7916732,1.369448,1.3923697,0.74324805,0.83921635,1.0799859,0.9564512,1.0601242,0.81396425,0.45275003,1.1471543,1.5650234,0.41336823,1.4686453,0.70845085,0.99211353,1.0127652,0.7291977,0.79641354,0.6855495,1.3784533,1.4968977,0.8309741,0.8563133,1.4072742,0.80549616,1.520941,0.9266641,1.09903,1.3406321,1.1906662,1.0683329,1.4311658,1.4132028,0.679578,1.2127022,0.9042722,1.0962007,0.9277141,1.5807561,0.76354647,0.96410805,0.65246487,0.5735185,0.9539482,0.65465903,1.2861406,0.5714352,1.3083774,0.7103741,1.1691935,1.0500245,0.76046735,0.92562985,0.9600532,1.2934453,1.2319424,1.4370565,1.3529711,1.5112977,1.4526222,1.4236308,0.60429084,0.8738346,0.53998184,0.7597594,0.52218366,1.554638,1.5330844,1.3294041,1.0029064,1.1562922,1.3651745,0.9779571,1.0274384,1.0066211,1.0071731,1.2672048,1.0643581,1.0658414,1.4116063,0.63986146,0.635744,1.349092,0.66301984,0.6666008,1.2417427,0.597135,1.0558234,0.98611087,1.474353,0.5235838,0.78303057,0.3934375,1.5981349,0.58918864,1.5058267,1.2927177,1.0714264,1.4990094,1.2744081,1.325511,0.89923126,0.576768,0.0,1.2357755,1.5048652,1.3355864,0.97597194,1.2053951,1.2415868,0.36337066,0.68883646,0.8612565,0.7509703,1.5918874,0.6782197
tape,1.414376,0.69126296,0.53812104,0.93465567,1.4166931,0.5475247,0.5058317,0.83119464,0.725007,1.253528,1.1914413,1.3929884,0.7308171,1.1834285,1.4039369,0.9799931,1.342734,1.172282,0.9630024,0.6005249,0.39498186,0.957635,0.48870796,1.2066891,0.44607544,0.8159214,0.7588265,0.9515079,1.1186236,1.2610867,1.0316272,0.7499588,0.60383475,1.2189863,1.2476674,0.7135196,1.2421983,1.0621166,1.1618766,1.3514352,1.179874,0.63716346,1.2627199,0.39645576,1.0443989,1.142784,1.0032004,1.3162231,0.9999435,1.3895881,1.0350448,0.60034376,1.2653385,1.2136272,0.9573683,1.1560376,0.7948557,1.1418537,1.1683577,0.65777266,0.805226,0.7425861,0.8752806,0.97946787,1.291178,0.7945952,1.3242435,0.87339586,1.233957,0.6856436,1.1333278,1.1283855,1.1263236,1.4060112,0.8525343,1.4289663,0.6857556,1.3046426,0.6980779,1.3583045,0.88607925,0.9167293,1.0534908,1.2721794,1.0135146,0.93326133,0.6014884,0.7196498,0.78365207,0.87387145,0.80294406,0.47011435,1.1547269,1.1483634,1.4590147,1.4153812,1.234827,0.7070481,0.67131877,1.0284799,0.71369374,0.93620443,0.8741625,0.8610603,1.2250396,0.55966425,1.0329604,0.9212211,0.6880218,0.88954806,0.5361272,1.24907,1.2635384,0.99584585,1.0601144,1.3410152,0.8709337,1.4701643,1.0538568,1.2745208,0.81517416,1.2821598,0.9530688,1.329732,0.62473696,1.3565425,0.5148979,0.9656209,0.8348126,0.5985917,0.94280565,0.77027404,1.2435577,1.4525042,1.2357755,0.0,0.8501024,0.89627683,1.2265667,0.9402579,0.47985148,0.9046299,1.2911643,1.1313727,1.2147921,0.6758117,1.345716
toe,1.4605501,0.39994633,0.45428205,1.2100194,1.0666285,0.72953,0.7259997,1.0586709,1.28885,1.4442034,1.1469381,1.436186,0.56769866,1.3162168,1.1524302,1.0227357,1.3529071,1.3765273,1.1385156,0.682053,1.0590417,1.3634887,0.8739152,1.06296,0.9951359,0.88520753,0.6712071,1.1592578,0.8897646,1.2429917,1.1576636,0.8112767,0.71049094,1.3151494,1.1230564,0.99516195,1.1192439,0.80992067,1.1364696,1.3429477,0.8406075,0.47023094,1.4911401,0.67612505,1.3726853,1.1945773,1.0680203,1.25174,1.1326804,1.0652344,0.27175826,0.32233727,1.1620127,0.91297597,0.09916413,1.2468525,0.71265644,1.3062922,0.77252674,0.89716995,1.0801123,1.0342542,0.35054624,0.51148635,1.3210833,0.73717475,0.91303366,1.0773274,0.5932112,0.37777162,1.268656,1.134943,1.3555286,1.2564182,1.1685543,1.1075628,0.90994596,1.4058621,0.8936607,1.0923783,0.9857001,1.103598,1.3070134,1.0551982,1.332459,0.38338184,1.0465863,0.39602405,0.867706,0.22006416,0.41574013,0.5220581,1.3794717,1.275434,1.3162189,1.0420882,1.2949905,0.50820225,0.4886191,0.71254283,1.1560047,1.0606171,0.92461085,1.182054,1.2617481,1.0003874,1.0754355,0.53547347,1.1321676,1.1501449,0.8212054,1.430421,1.3237078,1.0034726,1.3847176,1.2798809,1.0298553,1.2391638,0.9347832,0.90638757,0.5980096,1.3780662,1.1558423,1.3739574,0.23062438,1.2993381,0.53802997,0.5742229,0.9618638,0.69086397,0.8740658,0.56051534,1.267319,1.2476947,1.5048652,0.8501024,0.0,0.40298867,0.83534,0.95970714,0.9462641,1.4282994,1.3275628,1.2638898,1.3165267,0.2990831,1.3271432
tooth,1.2877452,0.60982156,0.66472,1.2347519,1.0901554,0.8975924,0.88387424,1.1285181,1.2370222,1.2518016,1.0939318,1.3320059,0.55644166,1.127863,1.1868743,1.0929786,1.2881831,1.1485035,0.96310335,0.811647,1.1281382,1.2160473,0.96716344,0.830693,1.0312998,0.7835318,0.7103094,1.0868483,0.8725327,1.2367499,1.1308687,0.8496028,0.7356333,1.243624,1.1064886,1.015062,0.8350549,0.94068706,1.1417406,1.3128417,0.7761211,0.41500854,1.3142887,0.80284035,1.31127,1.2425522,1.1854162,1.2118555,0.90156186,1.2087785,0.44082212,0.600668,1.1001619,1.0213029,0.37675273,1.1809615,0.666518,1.2284336,0.94398654,0.7804632,1.0080094,1.059128,0.49069297,0.6813526,1.2489266,0.60781455,1.053386,1.1054951,0.78637874,0.6000672,1.048789,1.190605,1.0606776,1.2837839,1.2816927,1.1430526,0.7037736,1.2979767,0.86027163,1.1487813,1.0415393,1.2152905,1.1715086,1.0640851,1.3234525,0.43245578,1.0684068,0.5388007,0.97275114,0.34906262,0.59074885,0.76827663,1.2194629,1.1323425,1.2868739,1.1342531,1.0540192,0.39899075,0.379816,0.84155047,1.0525545,1.0544224,0.9332373,1.1733307,1.18857,0.93823135,1.0654461,0.82622063,1.258304,1.1893961,0.8090053,1.3162246,1.1491442,1.1606369,1.2305634,1.1841948,0.94579417,1.2720613,1.0511646,1.0624677,0.65261185,1.3159623,0.966775,1.2598606,0.4073183,1.2153745,0.7733134,0.8047488,0.91784483,0.654516,0.7531655,0.5474303,1.2439574,1.2834326,1.3355864,0.89627683,0.40298867,0.0,0.55475837,1.0127747,0.97771716,1.3323238,1.235918,1.1829193,1.1805831,0.42686868,1.2448703
toothbrush,0.9657978,0.9089481,1.1720129,1.0636541,0.6488648,1.2245125,1.2410469,1.0372452,1.2269131,0.86024314,1.0004563,1.013982,1.0359768,0.88376814,0.8403989,1.2326887,1.016306,0.9879134,0.94726545,1.206705,1.2404135,1.0545714,1.2386575,0.82569563,1.1530731,0.94991076,1.0721638,1.0958067,0.747722,1.1592826,1.0863732,1.0879928,1.1178254,1.0723758,0.9601794,1.1435921,0.55434823,0.9823326,0.98383,1.0703005,0.7216091,0.8672476,1.0261209,1.2176697,1.1400789,1.2561395,1.047453,1.0587928,0.8547145,0.9557615,0.7591717,1.1089894,0.9621686,0.9845306,0.6514251,1.0346107,1.0083474,1.045375,0.90436965,0.91833085,1.1471149,1.1362051,0.91310364,0.6916049,1.1202435,0.6785804,0.9984956,1.1805408,0.5053529,1.1395338,0.776434,1.1566205,0.74523294,0.9915758,1.2336658,0.8056256,0.8182712,0.9335408,1.090607,0.8277519,1.1392146,1.1347693,1.0116972,0.7511841,1.2227787,0.7894486,1.3007234,1.0516175,1.0312479,0.81440425,1.0754844,1.1841208,0.98494416,1.04109,0.8650032,0.863496,0.764461,0.77539337,0.7115272,0.99225736,0.9587499,1.225171,1.0719218,1.1605569,1.0267878,1.0040411,1.1765699,0.94376075,1.2283177,1.179751,1.1861571,1.0336243,0.9663052,1.2677559,0.99933124,0.8653013,0.9830025,0.89065063,0.97497845,0.9113463,0.9507578,1.1047626,0.8688005,0.896008,0.9380969,0.898761,1.1924338,0.80507183,1.0322996,0.9006413,0.78158206,0.9062363,0.90177476,0.9415528,0.97597194,1.2265667,0.83534,0.55475837,0.0,1.0065037,1.1644964,1.106357,1.1566647,0.9961148,0.9703562,1.0079583,1.1064134
towel,0.99147314,0.84644985,1.0145261,0.9560056,1.2313325,0.9796506,1.0071249,0.94398636,0.6848699,1.1316876,1.1018513,0.99054945,0.84330875,0.908067,1.1721654,0.9314283,0.56354135,1.1931363,1.0253975,0.77679825,0.8115686,0.97566086,0.9275587,0.96424776,0.8150922,1.0264839,0.73789114,0.99368393,1.0937376,1.120556,0.834334,0.82966983,0.9707931,1.0225986,1.048017,0.8499005,1.033613,1.0794464,1.1262231,0.94906473,1.0381925,0.8622511,1.0357468,0.7968494,1.052559,1.0243121,0.9527249,1.108631,1.0310392,1.2130146,1.0714521,0.90860736,1.1145402,1.3109444,1.0175548,1.1931522,0.7495815,0.8411126,0.7780057,0.8278562,0.97357094,1.0986375,1.0923139,0.7057622,1.1479027,0.9792615,1.2897084,1.0404254,1.1430032,0.90720326,1.2028943,1.1140246,1.2379673,1.2269226,0.91349846,1.1308298,0.81322706,1.1085467,0.8904942,1.0240253,0.85583234,0.96207017,1.123819,0.8565767,0.91552377,1.1012572,0.96459216,0.9966705,0.10505569,0.9844776,0.99923193,0.9833542,1.099519,1.0145159,1.1981975,1.1121796,1.0109487,0.8684925,0.9140392,0.9986851,0.80775833,0.97717553,0.33751273,0.9215644,0.85384804,0.74074537,1.1052476,0.9814661,0.9708345,0.7624818,0.8105708,1.0890291,1.0832942,0.8024253,1.1801534,0.9530477,0.86989826,1.2280182,0.8031717,0.93347406,0.87473357,1.3205397,0.8839016,1.2832856,0.8602661,1.0736762,0.8615565,0.6224886,0.9794839,0.767735,0.91178155,1.0435541,1.0020537,1.2374812,1.2053951,0.9402579,0.95970714,1.0127747,1.0065037,0.0,0.93782383,1.0781788,1.1737579,1.1670951,1.0053824,0.9550068,1.1286296
toy,1.2546487,0.7225188,0.5333961,0.9509315,1.5079079,0.43165994,0.40387076,0.71909046,0.94828445,1.3567762,1.1458772,1.3450793,0.80204856,1.340887,1.2865874,0.80529517,1.2757771,1.0200126,0.68147373,0.5807994,0.6486203,0.99898744,0.65127254,1.2243538,0.5656003,0.7323705,0.8709606,0.75981444,1.0970111,1.2520776,1.1774406,0.7480797,0.6933682,1.196542,1.14254,0.88670886,1.2442068,1.2046065,1.2379513,1.291189,1.2379788,0.564072,1.1074189,0.53833216,0.9572015,1.0803303,0.61583334,1.3614101,1.1943303,1.436235,1.1139998,0.64685076,1.2919815,1.1645756,1.062109,1.0060899,0.7330364,0.9715141,1.2030127,0.77195704,0.47832537,0.84797454,0.95205986,0.9865123,1.2182906,0.5283596,1.3122678,0.82795954,1.2944512,0.6620116,1.1717634,0.922504,1.1545333,1.3701078,0.8800373,1.5005677,0.8285747,1.2399063,0.8089394,1.4888991,0.878516,0.82314277,1.0337605,1.1981106,0.7353802,0.99151087,0.7314056,0.67563075,0.8420724,1.0218337,0.9083896,0.5939507,1.3806125,1.1750983,1.3214796,1.5237205,1.1843647,0.7162935,0.68650895,1.0943276,0.8282704,0.8056498,0.7900201,0.81637144,1.1189873,0.7603178,0.79825556,1.0826437,0.73447126,0.8639901,0.5646729,1.3602757,1.1983833,0.77199614,1.1475838,1.2994844,0.77913094,1.4528745,1.00121,1.4245306,0.84849083,1.316057,1.209831,1.1907086,0.6606001,1.295146,0.5332144,1.0759593,0.9140494,0.7038661,1.0030762,0.7094372,1.0228201,1.4363773,1.2415868,0.47985148,0.9462641,0.97771716,1.1644964,0.93782383,0.0,1.0821873,1.2017918,0.97740966,1.1362513,0.7261312,1.3119354
tray,0.8816296,1.2799726,1.3323523,0.83774394,0.8865912,1.2037071,1.1760387,1.0325505,0.60964346,0.6503647,1.1928309,0.74350554,1.2879872,0.45194954,0.938355,1.202617,0.90351844,0.73251563,0.86927414,1.1857238,0.7713294,0.59052956,1.0537213,0.98912865,0.8847335,1.2011911,1.0696441,1.1391397,0.93209267,0.97205883,0.54776156,1.2514136,1.2739378,0.63990116,0.9969532,0.76661,1.1124552,1.0446218,0.9355502,0.7340957,1.167164,1.3909919,0.59631866,1.1133096,0.7464287,0.9826222,0.99737084,0.7969103,0.69864595,0.9931845,1.327019,1.4026623,1.1277474,1.144693,1.349819,1.0277431,1.3842562,0.8509141,1.0141469,1.0486344,1.2287002,0.85876465,1.3568206,1.3041899,0.9700739,1.1915889,1.1312274,1.042585,0.9934087,1.3677771,0.83348536,1.1208041,0.7562495,0.95681095,0.70015156,0.9416082,1.0268167,0.6766626,1.0612469,0.8826089,1.0000604,0.95269066,0.8149947,0.9572875,0.9412807,1.2961679,0.966365,1.4132063,1.1143271,1.3174607,1.3100001,1.2056936,0.71173286,1.0592772,0.90715986,0.99467367,0.7901671,1.314388,1.2843192,1.3069195,0.9020442,1.0888186,1.1670492,0.9573072,0.8467745,0.7944359,1.086749,1.1443412,0.8480838,0.73951715,1.0676407,0.70763576,0.93959785,1.0739759,0.64628077,0.8833638,0.8665681,0.94022954,0.92960083,1.0616963,1.1049222,0.7925977,0.7107916,0.83432704,1.4063747,0.9769893,1.2355386,1.1548107,1.1066754,1.1482525,1.0722505,1.2329925,0.8985508,0.94107306,0.36337066,0.9046299,1.4282994,1.3323238,1.106357,1.0781788,1.0821873,0.0,0.9847364,1.0674183,0.6208129,1.4304222,0.8645574
tree,0.79970247,1.3346709,1.2674389,1.1238995,0.8192233,1.1373217,1.2216142,1.1067337,1.080105,0.6798658,0.8478135,0.6435455,1.1579518,0.9119945,0.8153894,1.0483936,0.87129736,0.6266762,1.0219853,1.2047002,1.2227094,1.0046064,1.2543323,0.7727508,1.271777,1.188505,1.2530668,0.81757283,1.1363955,0.9054382,1.0004419,1.164436,1.1864011,0.8609483,0.9201821,1.1507347,0.9424764,1.0787458,0.8969535,0.7796285,1.1124825,1.225981,0.7894393,1.2369606,0.9637067,1.0256836,1.1006756,0.73019373,1.088156,0.8577311,1.2352501,1.2393801,0.68306255,0.84343624,1.2847891,0.75825584,1.080333,0.9115998,1.2221187,1.2509446,1.104015,1.1207849,1.2322075,1.4075587,0.3142618,1.2433299,0.8892177,1.0610881,1.1158594,1.2798256,0.8355775,0.7916895,0.8792663,0.7420988,1.0914623,0.92627615,1.2289526,0.8175597,1.0970035,0.92255485,1.0550565,1.0412984,0.9186384,1.1729409,0.84525555,1.2088418,1.1798753,1.1041276,1.2717998,1.357518,1.1869072,1.2717052,0.8305037,0.85074675,0.73721266,0.9763114,0.8615389,1.2495222,1.2851293,1.1498084,1.1116043,1.0359329,1.21744,1.0946112,0.9268353,1.2239202,0.9453721,1.3445883,1.086392,1.2452649,1.2608007,0.7713602,0.59936076,1.2024615,0.92008495,0.9095494,1.220336,0.7764931,1.1817309,1.067978,1.2960671,0.5892458,0.96054316,0.5442627,1.350968,0.6506156,1.2196237,1.3015082,1.1307505,1.3261253,1.1745797,1.2248926,0.98658276,0.79280305,0.68883646,1.2911643,1.3275628,1.235918,1.1566647,1.1737579,1.2017918,0.9847364,0.0,0.8079266,0.8420528,1.2487737,0.21871567
truck,0.84437704,1.0522636,1.2034559,1.1796432,0.9284358,1.1734556,1.1558402,1.1868701,1.1093055,0.73658967,0.7640196,0.7563627,1.013631,0.83195776,0.8408191,1.0762092,0.8412413,0.6742298,0.9450167,1.2180192,1.276797,0.8474109,1.3213146,0.9390599,0.95952404,1.0219432,1.1018511,0.3134935,0.92112625,0.9031164,0.9585315,1.1768733,1.18354,0.9524159,0.7459452,1.1914405,0.8554205,1.1827668,0.8624725,0.79024625,0.9300017,1.1806726,0.79647213,1.2121415,1.0739512,1.0052993,0.91460174,0.9217402,0.8898304,0.8035127,1.1498595,1.2628611,0.78541255,0.9002943,1.2659879,0.7371248,1.0549496,1.1627392,1.1747866,1.2785027,0.90576893,1.1835363,1.1071558,0.97677594,0.804169,0.99894416,0.89569515,1.0476665,1.1112438,1.1043718,0.9378829,0.8832164,0.7789621,0.7093996,1.1502713,0.7438245,1.3034897,0.8113682,1.2222323,1.0518851,1.1261133,1.1979983,0.99957705,0.94047546,0.61928636,1.2082539,1.2351968,1.1606299,1.2252424,1.1995358,1.3045955,1.2571878,0.80944115,0.8515269,0.7225476,0.7509277,0.93579555,1.2188139,1.233245,1.0437894,1.2897494,0.9985226,1.0501255,1.1287264,1.1101094,1.2935501,0.91960675,1.120111,1.1916151,0.91544855,1.0143071,0.81638205,0.8616246,1.1104304,1.0097433,0.87375903,1.0435511,0.7449701,1.082192,0.9417892,1.1213666,0.81189597,0.9529505,0.7086573,1.1896322,0.6841953,1.2513418,1.1678698,1.1456321,1.2551525,1.1228997,1.2303063,0.50351995,0.73313475,0.8612565,1.1313727,1.2638898,1.1829193,0.9961148,1.1670951,0.97740966,1.0674183,0.8079266,0.0,0.97070074,1.1879029,0.8979202
vacuum,0.8382449,1.2419606,1.3687018,1.0979824,0.82313055,1.2912791,1.2753911,1.1725477,1.0046172,0.73333764,1.1246953,0.79523075,1.141772,0.5776905,1.0584472,0.9904769,0.98152006,0.8920153,0.98446125,1.0526791,1.1848961,0.7139287,1.28863,0.5936419,0.9978242,1.0849261,0.9139377,1.0479262,1.0182846,0.9066036,0.43727934,1.2674336,1.3143761,0.58126175,0.98311114,0.91529673,1.0372746,1.1903359,0.8983935,0.71940917,1.2307761,1.1756136,0.71109223,1.1390737,1.0063026,0.9338682,0.99172425,0.57754713,0.77661365,0.9338288,1.2280862,1.401056,1.0492494,1.0906887,1.25919,1.008209,1.2598642,0.8702605,1.011941,0.9923586,1.1991777,1.0086277,1.1949145,1.2485193,0.8588966,1.3639277,1.0148757,1.1452147,1.063738,1.2899772,0.63481855,1.004033,0.68493295,0.9557848,0.8840083,0.91907084,0.90852475,0.50328505,0.9775314,0.7974546,1.0808865,1.1042124,0.89961827,0.977166,0.8117443,1.192719,1.2390674,1.3263837,1.0581838,1.1884726,1.2004421,1.3359547,0.6861023,1.1950965,0.92823476,0.8846896,0.8659004,1.0476773,1.0671662,1.1630312,0.93509376,1.088082,1.094897,1.1253563,0.6944415,1.1415473,1.0337634,1.1486176,1.0940233,0.77324307,1.0205349,0.5728005,1.0400065,0.92423254,0.8576053,0.9386772,0.61429995,0.926407,0.99608135,0.9327785,0.8838597,0.7135144,0.8539535,0.8489617,1.2978034,1.0203042,1.3154768,1.1303359,1.3189462,1.0599647,0.79227054,1.3126786,0.76746666,0.9004413,0.7509703,1.2147921,1.3165267,1.1805831,0.9703562,1.0053824,1.1362513,0.6208129,0.8420528,0.97070074,0.0,1.2998213,0.62658745
watch,1.5740663,0.4300654,0.3357697,1.2575274,1.3797882,0.5685326,0.588797,1.0721548,1.2578664,1.5034186,1.0752517,1.5364333,0.2574556,1.3925483,1.4252282,0.7932595,1.450632,1.3867394,1.0534798,0.31690192,0.879417,1.3780159,0.70738673,1.0227258,0.8678316,0.75299704,0.48479372,0.9063381,1.033868,1.2508581,1.1216966,0.728341,0.47448623,1.3003556,1.2165054,0.8622549,1.1436349,0.9847067,1.2123772,1.4504793,0.96811104,0.17116499,1.5045578,0.34851956,1.348486,1.1721666,1.1612523,1.2863338,1.1546812,1.3012428,0.46120596,0.20718908,1.1215664,1.1314807,0.43059516,1.2219937,0.4426391,1.2125146,1.0748829,0.6533669,0.9097771,0.9042641,0.31758738,0.6954638,1.2746198,0.70541775,1.1121991,0.92853606,1.0742756,0.2406671,1.2462521,1.1719596,1.323564,1.42894,1.142823,1.3814442,0.744893,1.4414034,0.6278249,1.3829443,1.0005476,1.1923319,1.3232278,1.3716717,1.1562647,0.5879022,0.8721411,0.14422345,0.7861849,0.2684257,0.4437976,0.42117572,1.3780913,1.2558751,1.4947879,1.3020508,1.3970606,0.25976336,0.29169375,0.6159134,1.1607214,1.0519191,0.797289,1.1376916,1.1649371,0.83304656,1.1489092,0.7710665,1.1672244,1.2048498,0.5058702,1.3945277,1.3097988,0.9095692,1.3672857,1.4235101,0.89497966,1.4542243,1.106553,1.175849,0.46334696,1.3673844,1.0118647,1.4874604,0.11909306,1.3072745,0.29083323,0.84778684,0.88384867,0.4165252,0.83781403,0.5229421,1.2553508,1.4756655,1.5918874,0.6758117,0.2990831,0.42686868,1.0079583,0.9550068,0.7261312,1.4304222,1.2487737,1.1879029,1.2998213,0.0,1.2999234
