,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,face,finger,fish,flower,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,mitten,motorcycle,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pillow,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scissors,shirt,shorts,sink,slide,slipper,soap,sock,spoon,sprinkler,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
sprinkler,1.0324403,0.95146865,0.9106912,1.0010358,1.0377401,1.011141,1.3008776,0.8348724,1.093982,0.97775203,1.1374503,1.1242762,1.0617087,1.0812936,0.8958248,1.1726041,0.9765196,1.1803999,1.1898439,1.048131,0.8275361,0.85826665,0.868924,0.97387624,1.0554732,0.9301349,0.868995,0.9047481,1.0371786,1.0702801,1.0992482,1.1763413,1.0046456,1.2004856,1.0157189,0.9741972,0.8274924,0.7116481,1.0385259,0.76008165,0.85280865,0.98616165,1.1373415,1.1785858,1.1024034,0.76994514,1.0759695,0.7069638,1.215153,1.1863304,1.216189,1.1911517,1.2135988,1.2163368,0.8122258,0.81962746,1.1806408,1.2111554,1.0366694,0.90234905,0.68915963,0.97868496,0.7449074,1.1351876,0.97587615,1.178291,0.9632229,0.92722994,0.81382847,1.1663831,0.901623,1.0559483,1.2254629,1.1591431,0.86694956,0.85219425,1.1228546,0.68271744,1.0596735,1.09274,1.0479323,0.79170215,0.57539153,1.065982,1.2018585,1.177599,1.058797,1.0438758,1.1312406,1.0704464,1.1034995,1.247552,0.0,1.1577673,1.0977492,1.11491,1.1207424,1.089207,1.1174763,1.0350747,0.9191381,1.0373147,1.0675824,0.76210505,1.1490809,0.86657476
sweater,0.89139533,0.93972653,1.1231709,0.93357855,0.9743734,1.2559205,0.85691625,1.1066341,0.7770524,0.718361,1.25952,0.6777332,0.8011128,0.8731307,1.2497491,1.1567597,1.3614426,1.2683111,0.97868097,1.2826521,1.2353672,1.4410627,1.27611,1.3369855,1.0095271,0.96473646,1.384702,0.9492241,0.82818764,0.7115062,0.8106589,0.48759943,1.074807,1.3688474,0.86031175,1.3698288,0.9291332,1.0686641,0.85484177,0.99460524,1.243773,1.1390752,0.48079157,1.0739223,1.3122222,1.114525,1.1434213,0.9418122,1.1134024,1.1354139,0.94241625,0.75698674,0.9023824,1.2076095,0.92959166,1.0887065,0.19478953,0.56709623,1.0226113,0.929149,1.3729401,0.8491161,1.0355494,1.29005,1.4101794,1.01985,1.0824802,1.2328126,1.3869338,0.49858993,0.8411683,0.9651468,1.3540361,1.2538674,1.1774918,1.0516171,1.3154653,0.87143195,1.141748,0.9719974,1.1493994,1.2921851,1.2209492,1.0630778,0.51536316,0.77026343,0.98839223,0.71594495,1.3369322,1.238654,1.043715,1.1510943,1.1577673,0.0,0.75406075,1.273201,1.2902753,1.1094337,0.8907125,1.2804716,1.1492149,0.996188,0.8664034,1.1415437,1.3687,1.0045123
table,0.7035291,1.1192805,1.0400057,0.91977537,1.078381,1.329926,0.86229265,0.8794882,0.6050247,0.62720346,1.245897,0.6120354,0.883749,0.8022314,1.305367,0.8041507,1.2905412,1.267919,0.50635016,1.0188857,1.3431563,1.3326035,1.3134918,1.2782282,1.098706,0.8374148,1.3880947,0.75394917,1.0256249,0.38493055,0.87472165,0.7092694,0.87857985,1.2895077,0.48151696,1.2551411,0.9847391,1.0727403,0.8359525,0.9280149,1.2990954,1.2548437,0.956416,1.1637063,1.382647,1.0717764,0.8548441,0.98009485,1.316022,1.035935,0.64042616,1.0198227,0.8320782,1.3755412,0.9475196,1.0218031,0.7047295,0.8227215,0.9589504,0.7658467,1.2926568,0.8457339,1.1471965,1.3964875,1.3448279,0.8052141,1.1679792,1.2166426,1.3024625,0.53436863,0.9716785,0.7939083,1.233397,1.0604204,1.240907,1.0362356,1.2937313,0.94065267,1.2711238,1.0287862,1.1218106,1.1589303,1.2039702,0.725668,0.7352582,1.0545884,0.9652676,0.7640766,1.3904362,1.197146,1.2543247,1.1486642,1.0977492,0.75406075,0.0,1.2580179,1.4706734,1.1187441,0.76769114,1.2523257,0.95429677,0.5935124,0.7946821,1.120565,1.4541261,0.91232806
tape,1.3932667,0.8842471,0.73216534,1.2224077,0.64961106,0.48729515,1.016042,0.8412391,1.2121124,1.436127,0.89196116,1.2679015,1.2871082,1.2654555,0.84648836,0.7150053,0.55521053,0.43545806,1.0294479,0.7169827,0.79766285,0.71302015,0.65476924,0.70584196,1.1700424,0.9615687,0.7245326,1.2938375,1.2520595,1.3058637,1.2653008,1.4061701,0.9192287,0.5036338,1.203598,0.46523154,1.1954392,0.9607039,1.3808271,1.2239857,0.8385408,1.0070611,1.15643,1.0051228,0.6111114,1.0750397,0.8209388,1.398473,0.8995072,0.8169559,0.9340037,1.2622813,1.1149968,0.6358367,1.2382872,0.99075794,1.3357025,1.3556899,1.0344365,1.3520854,0.80598783,1.2985923,0.9581463,0.5430357,0.8483963,1.0346156,0.77335215,0.78766274,0.73358,1.3347024,1.2421384,1.2841831,0.5498898,0.62352085,0.73637265,1.149232,0.42538506,1.2032939,0.57996756,0.94073725,0.65307933,0.8155453,0.82072306,0.9209546,1.320731,1.1059084,1.1263173,1.206045,0.6484017,0.88133377,0.96651477,0.8085688,1.11491,1.273201,1.2580179,0.0,0.6904187,1.0552467,1.1714177,0.8257723,0.64301723,0.9581962,1.2137226,0.8602006,0.605648,1.3329537
toe,1.2635442,0.97878844,1.0105238,1.0988541,1.0136578,0.7235341,1.0674732,1.1675342,1.4854231,1.4884269,0.7719139,1.4036086,1.1429262,1.39207,0.70264995,1.0318227,0.6345782,0.6476482,1.2837472,0.9440038,0.6427313,0.71612865,0.7905957,0.5919882,0.9330565,1.3031756,0.6211594,1.3093481,0.9584152,1.4418223,1.267442,1.3530314,1.0717978,0.5125247,1.4608746,0.659466,1.1464841,1.0783198,1.3215159,1.3508712,0.7332197,0.5268284,1.0600963,0.5105419,0.6206564,1.1729867,1.0222809,1.3107637,0.35002613,0.8123951,1.1170073,0.8680877,0.8402598,0.43339336,1.0499068,1.0793254,1.2653464,1.14763,1.0406536,1.2725034,0.84593165,1.1729487,1.0565821,0.45567572,0.65085554,1.212749,1.021366,0.96556157,0.7701758,1.3168368,1.1694052,1.1670908,0.52141225,0.70286214,0.8919572,1.2140882,0.7066717,1.2586248,0.8235339,0.99722296,0.991641,0.952172,0.9185804,1.1224083,1.197279,0.9476284,1.1931674,1.2445234,0.42738837,0.78114915,0.7483171,0.5094929,1.1207424,1.2902753,1.4706734,0.6904187,0.0,0.93122697,1.2369283,0.76395404,0.995697,1.1440423,1.3276424,1.0240041,0.22297275,1.2889221
tooth,1.1453325,1.1425872,1.0617121,1.1129206,0.96530086,0.9077762,1.0010054,1.1653402,1.164199,0.92099833,0.52791834,1.155032,1.0589724,1.0382377,0.77051395,1.1175671,0.70371985,0.73963153,1.2297094,1.197331,0.91188914,0.8371532,0.8297417,0.7749256,0.838334,1.2097089,0.7526237,1.0407035,1.2141052,1.0265017,0.9510475,1.1219481,1.2462319,0.7140454,1.166553,0.88831395,1.0700979,1.3131831,0.8776481,1.1394141,1.0822638,1.1475126,0.91829866,1.1297109,0.90052134,1.063359,1.1244104,0.97938246,0.84814894,1.1489873,1.2586341,1.0060489,1.2529396,0.7624897,1.0023055,1.1679899,1.068134,1.1260462,0.90637463,1.1523309,0.92076856,1.0083596,0.83708644,0.77968013,0.9347606,1.1264966,1.0763625,0.93990266,0.9266759,1.1156597,1.066332,1.0838645,0.92142797,0.9499276,1.1499738,1.0905734,0.90120023,1.1822282,1.0005953,1.1995914,1.1584195,0.96112365,1.1227348,1.2158444,0.9673918,1.0996785,1.0386026,0.9662136,0.5225817,0.42709064,1.0916351,1.0208131,1.089207,1.1094337,1.1187441,1.0552467,0.93122697,0.0,1.127335,1.032881,1.2140527,1.0658017,1.0107387,1.2403669,0.8058574,0.8851115
toothbrush,0.6159129,1.0760877,0.9188905,0.7682333,0.9661417,1.2489309,0.6537879,1.0082988,0.6808683,0.8496273,1.0896635,0.82635635,0.8893964,0.82262826,1.3448033,0.978235,1.3758835,1.2803967,0.8749724,1.0863025,1.2287055,1.3519685,1.3219934,1.3696098,1.0484921,1.0291892,1.3632197,0.9900454,0.7891818,0.8432634,0.9014811,0.91975754,0.7224499,1.208873,0.75102144,1.3322618,0.97599596,1.0533788,1.0058631,0.9520973,1.217512,1.067942,0.9389567,0.8453218,1.1577195,1.0575662,0.7559254,0.84877986,1.1614894,0.8891268,0.75271976,0.9935222,0.5852709,1.3730803,0.91158485,0.8984566,0.8391439,0.79583335,1.0442966,0.880756,1.2379261,0.9165652,1.2421643,1.3334087,1.2032377,0.6863107,0.9862133,1.088641,1.387315,0.68887335,0.9241805,0.7648262,1.0288826,0.901033,1.2093478,1.1299207,1.2316487,0.960919,1.1133963,1.1948153,1.2926891,1.2755253,1.1189785,0.87097365,0.89331657,0.9522935,0.7610539,0.9955343,1.3654754,1.1645975,1.1001092,0.6282188,1.1174763,0.8907125,0.76769114,1.1714177,1.2369283,1.127335,0.0,1.2535875,1.1443497,0.8713226,1.0360898,1.1699597,1.3041811,1.0865873
towel,1.3232994,1.0267695,1.1600295,1.1844807,1.1631606,0.6724493,1.0099851,0.8994062,1.2870872,1.1858335,0.7969799,1.0502774,1.1230986,0.72070706,0.8259231,0.6976775,0.616287,0.69560695,0.9015219,0.6787371,0.9127969,0.42776275,0.8705769,0.7376116,0.9595368,1.0475439,0.6468245,1.1289983,1.0715654,1.2914461,1.0033735,1.1838971,0.8812453,0.60509634,1.2167883,0.7120572,1.169519,1.0851752,1.0676054,1.0541235,0.67174923,0.96415776,1.218243,1.0564854,0.8192885,1.0768566,0.94943345,1.2271154,0.95613116,0.83904696,0.9388745,1.2100377,1.2565851,0.7353492,1.3426939,1.0312477,1.308865,1.2215023,1.0057614,1.0192938,0.70902044,1.0678065,1.0632012,0.7496218,0.18342221,1.0349783,1.0644307,0.99787545,0.48628306,1.3700681,1.135319,1.2211825,0.7021519,0.76234883,0.8389136,1.1806873,0.6905544,1.1843884,1.0314845,0.7874237,0.7582278,0.8296318,1.0479789,1.0089252,1.3487213,0.99126613,1.073317,1.131022,0.6609667,0.8516613,0.79972523,0.9254187,1.0350747,1.2804716,1.2523257,0.8257723,0.76395404,1.032881,1.2535875,0.0,0.9840323,0.94146425,1.3302543,0.8130796,0.7943585,1.081865
toy,1.0963202,1.0809609,0.9744476,1.1484294,0.9347085,0.8279692,0.88205796,0.7439805,1.1492013,1.325777,1.140308,1.1966139,1.200132,1.2952161,0.8334249,0.61847675,0.654228,0.7950349,0.7896635,0.8350133,0.78589,0.95640755,0.77338064,0.8375721,1.3106687,0.7242074,0.9135433,1.2272892,1.1825516,1.1082642,1.2987747,1.3832984,0.77356493,0.77263415,1.0579064,0.57725394,0.8619065,0.5969755,1.3849947,1.0812201,0.9043695,1.1200601,1.1283301,1.0764549,0.68925804,0.90817595,0.6379546,1.2135534,1.0747986,1.0416112,0.6887543,1.2256745,1.0974865,0.88034755,1.0764643,0.97213215,1.222397,1.3730683,1.1902702,1.2286382,0.82633185,1.2784829,0.9647965,0.8674599,1.0899255,0.9827623,1.0949675,0.9621604,0.901366,1.16535,1.131845,1.0006106,0.82300365,0.76966274,0.531827,0.8684875,0.7301369,0.7560719,0.73618555,0.997109,0.8695789,0.79454094,0.7562959,0.71427894,1.157242,1.2103808,1.2897853,1.2483842,0.9557657,1.0513422,1.2368088,1.0163274,0.9191381,1.1492149,0.95429677,0.64301723,0.995697,1.2140527,1.1443497,0.9840323,0.0,0.8453446,0.9363506,0.86397743,0.9588313,1.1997682
tray,0.9993561,1.0851411,1.0799915,1.0354383,1.0517468,1.1251925,0.86047876,0.81645364,0.9077517,0.8370166,1.0007857,0.8732689,0.98060447,1.0001789,1.0860451,0.4037491,1.0043124,1.0000098,0.47991842,0.8738475,1.1577792,1.071548,1.019598,1.0914516,1.1505692,1.0274588,1.196907,0.9515088,1.0260805,0.86077476,1.0354656,1.0997572,0.7120169,0.9100422,0.80544066,1.0191144,1.0658002,0.9586061,1.1863298,1.0349202,0.91831726,1.1790317,1.0736885,0.97891843,1.0190241,1.2510363,0.62837857,1.0229762,1.1944242,0.8808804,0.4687729,1.1466489,0.88836455,1.1701655,1.1122348,1.0286138,1.0203373,0.99519056,0.9733972,0.96362907,1.2065773,1.0615257,1.0447686,1.2044585,1.0650626,0.8531177,1.0851955,1.1646076,1.0950117,0.8778813,1.1395934,0.8396187,0.8717938,0.90054345,0.99698466,1.1833997,0.9421435,0.961277,1.1569622,0.90519243,0.98991185,1.0422227,1.1876228,0.81706583,1.061609,1.0901192,0.93174696,1.0351317,1.140844,1.0646945,1.1057651,0.919495,1.0373147,0.996188,0.5935124,0.9581962,1.1440423,1.0658017,0.8713226,0.94146425,0.8453446,0.0,1.0784308,1.0354012,1.1778345,1.2164528
tree,0.79398334,1.0676374,1.0437791,1.0420439,1.0132477,1.1939511,0.9946124,1.0747312,0.84402007,0.7773256,1.216441,0.9218452,0.9682715,0.9754632,1.1883967,1.1487153,1.1800507,1.2673426,0.97106016,1.1633451,1.1584134,1.2986555,1.1375711,1.1014991,1.0140308,0.82072467,1.177665,0.7581601,1.0619977,0.8045867,0.98685807,0.85131854,1.0536897,1.2429229,0.7970661,1.1904716,0.96571493,0.8545497,0.8897462,1.0060691,1.256354,1.1781155,0.9148859,1.0690962,1.067162,0.4543259,1.055541,0.8973146,1.154905,1.2379732,1.0626453,0.9576926,1.0711966,1.2004988,0.91997033,1.0970263,0.85202634,1.0016079,0.9370004,0.8906486,1.1567729,0.94375336,1.0206443,1.2138351,1.3626684,0.9378752,1.1247269,1.0593026,1.2216315,0.812763,0.943823,0.8929545,1.2740054,1.2048383,0.9245864,0.18375987,1.2006936,0.9089327,1.0270501,1.0947465,1.1224899,1.0350051,0.99821544,1.0086536,0.8555855,1.0672874,1.14149,0.86105883,1.2239642,1.1150448,1.2406087,1.2540691,1.0675824,0.8664034,0.7946821,1.2137226,1.3276424,1.0107387,1.0360898,1.3302543,0.9363506,1.0784308,0.0,1.1322081,1.2568233,0.5841148
vacuum,1.1114321,1.1004474,1.146552,1.1347209,1.1346992,0.9774788,1.0831833,0.7826451,0.94279104,1.1085095,1.1787043,0.97227895,1.1041934,1.0849301,0.96425384,0.99808496,0.97028816,1.0147249,0.9573059,0.63102573,0.9454649,0.6958222,0.9586884,0.99399364,0.9680728,0.811713,0.9503488,0.8647946,1.01666,1.0068964,1.050745,1.0179629,0.9291863,1.1290641,0.92396045,0.8766389,1.0564022,0.8948684,0.9005563,0.83338934,0.7649294,0.95408785,1.1141493,1.1192268,1.0161947,0.89686406,1.0346757,0.91124564,1.1522158,1.1158543,1.1258854,1.1218991,1.1858671,1.0175245,1.1720868,0.7746564,1.1803259,1.1033539,0.9185989,0.8550643,0.73165464,1.1445976,0.88302666,1.0847375,0.869712,1.139682,0.99707973,1.012418,0.65405333,1.2091819,0.9643527,1.1948582,1.1174699,1.1766683,0.8841269,0.9612103,0.9447341,1.0119389,0.92503935,0.70699567,0.6159905,0.8160667,0.8404137,1.0349218,1.2316376,1.031267,0.90707165,1.040517,1.1249968,1.1853914,1.0129523,1.0926559,0.76210505,1.1415437,1.120565,0.8602006,1.0240041,1.2403669,1.1699597,0.8130796,0.86397743,1.0354012,1.1322081,0.0,1.0487484,0.9682009
watch,1.318252,0.9391857,0.980515,1.1698239,0.9806407,0.65854335,1.0398089,1.1644511,1.4789753,1.469388,0.69565666,1.4420997,1.1510633,1.4041494,0.65289736,1.0536748,0.49898863,0.558359,1.3428066,0.964209,0.6597898,0.69924176,0.6642033,0.4458065,0.9778961,1.2538124,0.51847804,1.2521226,1.1524273,1.4192289,1.2495599,1.4136193,1.1836984,0.41580093,1.4633054,0.5651576,1.186116,1.1256223,1.2845391,1.3464549,0.87305427,0.6271429,1.090428,0.72457194,0.61932707,1.1713425,1.0123892,1.3354299,0.25058007,0.9355742,1.1858249,0.9235982,1.0196884,0.28678262,1.1357806,1.0722392,1.3354049,1.2886374,1.0906115,1.2666998,0.7685678,1.2226918,0.9836907,0.3380884,0.65119815,1.1465999,1.0135447,0.85748553,0.7356261,1.4077994,1.2322142,1.1677319,0.48411334,0.66256475,0.9009103,1.1808435,0.6494445,1.2797521,0.74409187,1.085682,0.91103786,0.8829616,0.84763217,1.1317457,1.1929632,1.0501198,1.2115142,1.2589616,0.28603888,0.69591075,0.88012767,0.62754524,1.1490809,1.3687,1.4541261,0.605648,0.22297275,0.8058574,1.3041811,0.7943585,0.9588313,1.1778345,1.2568233,1.0487484,0.0,1.2190988
window,0.8948653,1.0412216,1.124417,1.0207353,1.1902359,1.1628091,1.2248049,1.0836577,0.96178555,0.7681199,1.087553,0.935934,0.87107587,0.8909501,1.0838095,1.228705,1.1629413,1.2587117,1.1107457,1.1174198,1.1570325,0.94527483,0.9685478,1.146061,0.89896184,0.86310685,0.96573144,0.7981321,1.1641823,0.8943175,0.9206727,0.84305716,1.1970046,1.2336804,0.96662974,1.2317625,0.9889659,0.97740966,0.44555122,0.7938998,1.1320975,1.0986668,0.9749181,1.1776637,1.147649,0.6556747,1.1655736,0.7933273,1.1549168,1.1235113,1.2809421,0.98908603,1.1217272,1.2322143,1.0074046,1.0577581,0.929598,1.0551002,0.7997515,0.81528974,0.909117,0.93151116,0.8113481,1.2009102,0.99419445,1.0900004,1.0359205,0.99102503,0.835284,0.98287624,0.9234047,0.9257771,1.2560248,1.2265675,1.0677408,0.540477,1.1304133,0.9589859,1.1295118,1.0366795,1.0655655,0.80268884,1.0072285,1.2136495,0.94321775,1.0883534,0.9375434,0.8167737,1.1795589,1.0273914,1.0577263,1.3471465,0.86657476,1.0045123,0.91232806,1.3329537,1.2889221,0.8851115,1.0865873,1.081865,1.1997682,1.2164528,0.5841148,0.9682009,1.2190988,0.0
