,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window,zebra
comb,0.8233837,1.2883761,1.2813525,0.89794505,1.1607676,1.2592713,1.140129,0.8671465,0.70285916,0.97139734,0.80325043,1.1531535,0.8669713,0.9026293,0.98842037,0.7869851,0.97414213,0.9976948,1.2372718,1.2427324,0.8852645,1.1008191,0.96360123,1.0460255,1.0104918,1.2145058,0.8403801,0.8612622,0.9635055,1.117667,1.0725895,0.7225409,0.9923028,0.0,1.0672727,0.70830613,0.96137655,0.50810814,1.1451027,0.76438487,1.253933,0.9972841,1.0247393,1.1798284,0.9243175,0.9511255,1.001079,1.1008954,1.0719738,1.2757413,0.9117876,1.0684249,0.8985041,1.2035263,1.0941582,1.0225873,1.1640053,0.9748183,0.97811705,0.79856086,1.0784808,1.1261425,1.0399926,0.9093383,0.9328419,1.1850681,0.9483595,1.2716968,0.76696074,1.2453909,0.83773565,0.8819494,0.8776574,0.9107706,0.9247674,0.8073721,1.1452346,1.0139966,1.1418719,0.928737,1.020891,0.66060984,1.1198037,0.901162,1.2332963,1.0822763,1.1994715,1.0861464,1.2495478,0.7814988,0.7063675,0.9631367,1.001802,0.7424716,1.0244124,1.0170661,1.049201,1.2357892,1.0664071,1.1998025,1.0438161,1.0644629,1.0818079,1.1688087,1.0442127,1.1153809,1.2055748,0.8597597,1.0191885,1.0155451,1.0668833,0.8541013,0.7542172,0.92880726,1.1386245,1.0486765,1.239604,0.83673096,0.86901784,0.9245446,1.2718686,0.6841825,1.2540593,1.0782826,1.0976797,1.051676,1.2430954,0.9119158,0.86896694,1.0555038,0.85701454,1.1552231,1.3179674,1.1025916,0.5698328,0.9618561,1.079044,0.94583017,1.0277892,0.95280206,1.2404703,0.9873269,0.93540174
cookie,1.0579331,1.0431836,1.0001227,1.1229469,0.78921884,0.9144988,0.7814427,0.99856555,1.1892864,1.1352515,1.1837605,1.2210952,1.211864,1.0862788,1.142402,1.2631273,1.2006795,1.0568013,1.0091736,0.7886956,0.9341054,0.48063904,1.0713665,0.83492535,0.96354145,1.020754,1.2413723,0.9975734,1.110657,1.1041534,0.7811767,1.2103555,1.0455886,1.0672727,0.0,0.8200666,1.1306703,0.8657963,1.1359487,1.1603376,0.8858049,0.9495068,1.0749027,0.9245749,1.1554748,0.8770267,1.0580342,1.0468669,1.002007,0.7314856,1.1341116,0.90566975,0.9391525,0.94330263,1.0960215,1.0619302,0.93234944,1.027697,0.7447791,0.83833325,0.9364468,0.9601366,1.1450204,0.7220307,1.045669,0.91337365,0.935706,1.0056307,0.9895321,1.026162,0.8968221,1.1936694,0.6684745,1.1518817,1.1434559,1.0926335,1.0395867,1.0919038,0.91301066,0.88624,0.9686141,1.0845594,0.9031494,1.0155025,1.036965,0.9309369,1.099236,0.97902113,0.75905406,1.060269,1.0299166,1.081782,1.1086292,0.98584414,1.1975234,1.1988255,0.99217033,0.7895229,1.0261048,1.0914098,0.69101036,1.1096078,0.7165332,0.91876745,0.97702336,0.7873397,0.94596064,1.090004,1.0172738,0.9270476,0.9482287,0.9757664,0.9164352,1.1240622,0.97961617,1.1334724,1.1166689,1.169996,1.0261451,1.1928799,1.0816346,1.0549339,0.73645437,0.98832035,1.096209,0.89826244,1.1075511,1.0500399,1.1583273,1.1516994,0.9813776,0.6844437,0.94324684,0.9794967,1.0540925,1.0159837,0.756674,0.6868911,1.2144874,1.1149489,0.9984286,1.246214,1.12923
corn,0.49758297,1.130168,1.369005,0.6181426,1.2588117,1.3975074,1.1830852,0.9447745,0.7503644,0.77989596,0.5918742,1.4426869,0.76329446,0.6420156,1.0634807,0.7271365,0.9474091,1.2619729,1.4542412,1.4213958,1.0229267,1.0330098,1.0881792,1.2865727,1.238082,1.4163355,1.1083302,0.99773514,0.8142432,1.0658033,1.3939645,0.8988901,1.1591452,0.70830613,0.8200666,0.0,0.70288247,0.4134336,1.4014065,0.7051815,1.4925683,1.076205,0.82444483,0.95621896,0.8477013,1.0867575,0.7670411,1.322093,1.1307414,1.2419834,0.725406,1.2125874,0.7792718,1.0670161,1.298862,1.3446422,1.0557525,1.3476851,1.0001799,0.856101,1.1441739,0.932439,0.9098415,1.1582184,0.7818448,1.2259572,0.71857816,1.2866981,0.97043633,1.2792075,0.69407296,0.81218874,1.0665323,0.7374859,1.3166463,0.71576685,1.4488701,1.048943,1.1829191,0.900572,0.6142427,0.806129,1.0361096,0.8814612,1.2669284,1.2014878,1.3700356,1.0956888,1.2315185,0.8025452,0.83524156,0.68828684,0.79749405,0.7693847,1.4007442,1.3621588,1.155736,1.2862179,0.9528931,1.2169032,0.8252173,1.3895862,1.1036539,0.97302914,1.1872005,1.304401,1.3144904,0.7759155,1.203892,0.9309019,0.9984719,0.8393506,0.9384814,0.6912944,1.0268047,0.94854397,1.4231637,0.8421099,1.0282582,0.6677661,1.4031949,0.6375116,1.3520889,0.89108783,1.4343963,1.2679219,1.4310105,0.80768466,0.7242172,0.9818827,0.6839963,1.3367579,1.1579403,1.2217748,0.7596983,0.9695072,1.0375822,0.90047914,0.94979745,0.94808483,1.4322853,0.8607713,0.7807596
couch,0.49493182,1.1787559,1.4508296,0.72045773,1.3341056,1.473833,1.4268419,0.79677355,0.5707953,0.8123754,0.18988013,1.3821167,0.23544085,0.69529456,1.1477535,0.48790467,0.6765511,1.1510956,1.4607731,1.4225581,0.8169372,1.3985729,1.0405952,1.2147067,1.3515162,1.281922,0.8630186,1.1012955,0.72629064,0.54510146,1.4356153,0.65335983,0.79960877,0.96137655,1.1306703,0.70288247,0.0,0.7386182,1.5009888,0.40191507,1.469748,1.1126081,0.71169204,1.0374794,0.6235555,0.88936245,0.5881419,1.2734829,1.2937573,1.3978534,0.65114504,1.3519672,0.844428,1.3449938,1.3625234,1.3865366,1.2579279,1.51106,1.1694267,0.94662267,1.2580974,1.0370201,0.63606066,1.3294476,0.82981956,1.2046418,1.0603139,1.3413496,1.0316978,1.259265,0.6711071,0.7164187,1.0409986,0.5400324,1.3910859,0.4567231,1.4640745,1.1179726,1.283587,0.84367067,0.7636398,0.74604213,1.2620416,1.0173607,1.4210379,1.2200338,1.4628208,1.2668889,1.3904154,0.6698555,0.87107,0.5116006,0.6312627,0.78249097,1.5165722,1.4939895,1.2694247,1.4431622,0.9991639,0.9422153,1.096978,1.4062734,1.251211,1.0003283,1.0478905,1.2531178,1.4435723,0.5250784,1.1350069,1.0681952,1.0872916,0.89906305,1.1392279,0.62389654,0.9649133,0.87150115,1.4092202,0.6702234,1.0118396,0.3789028,1.5157088,0.6010369,1.4899116,0.9012748,1.4966419,1.3442914,1.4520595,0.53778964,0.62420547,0.84613496,0.34829462,1.3782487,1.3834419,1.3924855,1.0224444,0.93487024,1.0802959,0.8712349,0.8709903,0.7699848,1.5281997,0.6297289,0.61183316
cracker,0.5369472,1.2319639,1.4342406,0.66186833,1.3374232,1.4843737,1.2863944,0.8847481,0.6596339,0.8185551,0.60875946,1.4153388,0.73943746,0.6636355,1.0322171,0.68624926,0.8801608,1.1444985,1.466648,1.3947837,0.8387771,0.92046565,1.1033217,1.2635809,1.269016,1.3336666,0.9962557,0.8939644,0.8201709,1.084254,1.3198736,0.8650651,1.068725,0.50810814,0.8657963,0.4134336,0.7386182,0.0,1.4363079,0.6931914,1.4603754,0.9215185,0.85784346,0.99783194,0.81003827,1.0099034,0.74522674,1.2619151,1.2662476,1.3353227,0.7649755,1.2109789,0.87769884,1.2043772,1.2442439,1.2331436,1.1507267,1.297895,0.98316085,0.79690206,1.145429,1.0050199,0.91076124,1.1594824,0.9069436,1.2710152,0.7926002,1.377769,0.9301024,1.3317887,0.6602685,0.7799305,0.9307019,0.7035425,1.1628141,0.7069002,1.4499061,0.92753845,1.1605744,0.8520289,0.74597716,0.73982954,1.1884041,0.77475077,1.3754256,1.1696019,1.3497975,1.140502,1.3073299,0.73827523,0.6229998,0.6617378,0.80204403,0.6727981,1.3380661,1.284467,1.1521752,1.3178684,0.9191408,1.1816299,0.7842886,1.2719067,1.0500251,1.0277762,1.040715,1.2348621,1.3270338,0.735075,1.0192103,0.9365792,1.0787808,0.8578177,0.9929895,0.73737633,0.9960559,0.8650938,1.4394393,0.8053363,0.9333085,0.76555383,1.4479468,0.62564635,1.3859344,1.0403593,1.413112,1.2998705,1.4685133,0.8073002,0.7325827,1.0364673,0.6712233,1.3748403,1.3354933,1.2337058,0.72637135,0.90698594,1.1331972,0.81938255,1.0234083,0.9276044,1.4273926,0.9148456,0.8006699
crayon,1.5437527,0.95911777,0.16906667,1.4351832,0.57734054,0.34472358,0.47604853,1.215519,1.4065256,1.4251003,1.5471506,0.23301053,1.469023,1.4695069,1.0040038,1.3637584,1.2595251,0.69217277,0.2630068,0.5470205,1.1646551,0.6766398,0.7714848,0.76572484,0.6822277,0.59683025,1.0622528,0.7038783,1.3507124,1.2346265,0.55546796,1.2905978,1.148974,1.1451027,1.1359487,1.4014065,1.5009888,1.4363079,0.0,1.5370492,0.37328547,1.0316905,1.3508418,1.0925504,1.3455241,1.1168836,1.506464,0.7604432,0.8292805,0.6101188,1.3726548,0.75391364,1.3403109,0.774029,0.42651153,0.6528903,0.8624803,0.3531183,1.0154961,1.4438385,0.89924926,1.0687795,1.2733843,0.62339485,1.3565782,0.68228316,1.2685072,0.72832286,1.1132421,0.8157753,1.4100194,1.404275,1.2080073,1.5053109,0.26815438,1.4273751,0.41512567,0.9940943,0.87011594,1.2430547,1.4836392,1.3208735,0.85606605,1.0451494,0.2076801,0.72678363,0.40513676,0.9094738,0.620343,1.3776047,1.2613747,1.5323513,1.4566562,1.3197864,0.09222132,0.14110011,0.76359665,0.37470108,1.1611817,0.8514732,1.0809157,0.6145709,0.7008846,0.9014786,1.164655,0.72565126,0.6355844,1.4466653,0.9986277,1.1859792,0.77437985,1.2542746,0.8542126,1.5221524,1.1672426,1.3054171,0.29419285,1.3325853,0.99527955,1.457542,0.1319145,1.3544786,0.41269147,1.0737101,0.16902697,0.80250835,0.23177004,1.4908801,1.5194137,1.1423137,1.569465,0.588289,0.66492546,0.41362238,0.8393246,0.9972984,0.8388265,1.213737,1.1588283,1.2156752,0.3025651,1.3325951,1.3104032
crib,0.4436792,1.3294237,1.5235279,0.81465685,1.3061861,1.4658055,1.5212408,0.45903146,0.4079367,0.7439107,0.33326143,1.503955,0.28446555,0.7793305,1.0057393,0.53830636,0.62107134,1.0288744,1.4448826,1.2922678,0.6823423,1.4525764,0.92289674,1.0710759,1.2554883,1.2181613,0.812871,1.2868334,0.6727585,0.4229082,1.3669267,0.38821006,0.74283934,0.76438487,1.1603376,0.7051815,0.40191507,0.6931914,1.5370492,0.0,1.4238906,0.9101188,0.6799697,0.9354325,0.5588394,0.7962296,0.7367641,1.1953962,1.3490319,1.605611,0.60442,1.4101794,0.8920636,1.4798697,1.3998154,1.3117886,1.432568,1.4102749,1.1264851,0.7208683,1.3369445,1.1525514,0.6345358,1.2602849,0.8978615,1.3851173,1.0803365,1.4318871,0.8647208,1.2971052,0.62164295,0.86669725,0.8655861,0.7977424,1.4183176,0.32646692,1.3008293,1.2306461,1.1857476,0.7559076,0.6853133,0.60690725,1.4007871,1.0900236,1.5091798,1.2337488,1.589444,1.3243349,1.5152872,0.54573625,0.8559669,0.70298135,0.90017766,0.7360198,1.4863617,1.4009784,1.4337753,1.4264216,0.9172486,1.0371349,1.052368,1.4213843,1.2409021,1.1512817,0.98050135,1.2751825,1.410798,0.4492805,1.2427049,0.8823235,1.3618448,1.0272013,0.8755355,0.75378275,0.9905815,1.0241959,1.5243452,0.49208063,0.86620706,0.41391778,1.6275206,0.6214498,1.5616071,1.0661871,1.4837053,1.2469809,1.426781,0.40205884,0.7460955,0.81414825,0.29634678,1.2820935,1.5370574,1.5030187,0.86221683,0.9495284,0.92825574,0.7284668,0.7529786,0.55044186,1.5879445,0.525501,0.6585072
cup,1.5070629,1.0120139,0.36230624,1.5259976,0.5352255,0.38159347,0.60796064,0.88758665,1.3660083,1.4143062,1.5739467,0.515139,1.4036391,1.4809489,0.9297717,1.3836807,1.3241024,0.75820976,0.14769036,0.23222917,0.97632295,0.65114033,0.8363708,0.2831273,0.7580619,0.2685899,1.0018159,0.92997706,1.2679021,1.013437,0.46500593,1.2871977,1.0420623,1.253933,0.8858049,1.4925683,1.469748,1.4603754,0.37328547,1.4238906,0.0,0.8691724,1.2503843,0.9019047,1.3116859,1.052507,1.4784546,0.60291773,0.9068497,0.66447437,1.3615615,0.84120214,1.317625,0.94536823,0.6288054,0.57523423,1.0470366,0.44192964,0.97235495,1.1351119,0.95222473,1.0107317,1.3214145,0.6962822,1.3752353,0.81272584,1.3227067,0.71252316,1.1672981,0.7479826,1.2788585,1.4266965,0.74620104,1.5729761,0.6252033,1.427856,0.3280394,0.97638667,0.77153176,0.97912514,1.3457423,1.2708765,1.0129982,1.1053174,0.4904821,0.5334734,0.64204824,0.9876661,0.61429745,1.2509422,1.2039511,1.567022,1.4779499,1.3260025,0.45327032,0.46384358,0.8563764,0.4293276,1.0824833,0.6008955,0.9734666,0.6082993,0.6167254,1.0029821,0.9046186,0.59394175,0.67950433,1.2818019,0.94480544,1.034426,1.0068742,1.3989986,1.0129774,1.5184921,0.9918787,1.3047242,0.44780904,1.2672048,0.8116347,1.4972498,0.4184692,1.3583692,0.27692086,1.1138625,0.346112,0.64820415,0.39954364,1.356167,1.5233026,1.194701,1.4484506,0.39179814,0.7856557,0.63670206,1.1512088,0.8685189,0.75253415,0.9344885,1.2406838,1.0591514,0.41521943,1.3419621,1.392319
dish,1.0845077,1.1302036,1.0544851,1.1515465,0.95047843,0.8993981,0.91752064,0.5580908,0.94509435,1.2386452,1.1454501,1.0657697,0.9121293,1.1173786,0.9618674,1.045529,0.85520816,0.56001216,0.9416267,0.5873023,0.5607523,0.94811416,0.87478554,0.72093654,0.8837423,0.8008573,0.938607,1.080229,1.0798663,0.8467413,0.9366716,1.0942903,0.74463934,0.9972841,0.9495068,1.076205,1.1126081,0.9215185,1.0316905,0.9101188,0.8691724,0.0,1.0608164,0.7814032,1.084667,0.7779206,1.1561532,0.91022706,1.1254694,1.1755762,1.2868786,1.1358831,1.1173303,1.1733521,1.0296272,0.84381217,1.2628765,0.9010174,0.7774772,0.9614249,1.1888194,1.0128301,1.1105536,0.7953671,1.2506173,1.1837193,1.0476024,1.222161,1.0155838,0.9418542,0.7907498,1.2070332,0.85179585,1.2072513,1.0314335,1.0213743,0.91280717,1.1220279,0.7229905,0.8359518,0.9653837,1.049731,1.1766781,1.1103485,1.1817877,0.80176634,1.1969452,1.1952525,1.0217352,0.8244381,1.0004711,1.1629308,1.2332764,0.7993276,0.94238245,0.9025494,1.191605,0.8639785,0.8488393,0.79985356,0.64094687,1.0111383,0.6034883,0.9586471,0.8374446,0.8677038,1.066063,0.94445693,0.9746729,0.9324746,1.3102746,1.1096628,0.81341124,1.1864223,0.97826993,1.139387,1.1506168,0.93786097,0.7167641,1.1280937,1.1777664,1.1759629,0.93125975,1.1740704,1.020044,0.94865066,0.9663199,0.9871052,1.1920245,1.1060346,0.87138486,0.69234484,1.205061,1.08611,0.9511782,0.8194208,0.6233685,0.41567153,1.1174791,0.8988025,1.1103711,1.1168543,1.1402371
dog,0.44518936,1.1488441,1.2676499,0.9483518,1.136616,1.2707734,1.2622353,0.9268004,0.8721411,0.41086054,0.73153317,1.2919121,0.73841643,0.9664513,0.64901304,0.7682516,0.8789114,1.1259726,1.2301778,1.1614653,1.0528162,1.1985335,1.0310674,1.1496496,0.93608826,1.2151175,0.9192092,1.2401886,0.02090025,0.8486509,1.2357348,0.93613404,0.9410116,1.0247393,1.0749027,0.82444483,0.71169204,0.85784346,1.3508418,0.6799697,1.2503843,1.0608164,0.0,0.86742055,0.9151554,1.1288453,0.89694536,1.0624431,1.276039,1.2943683,0.80177176,1.2611973,0.87886703,1.306885,1.0840845,1.1985052,1.1671972,1.2605714,0.8389872,0.9102987,1.1703414,0.8694374,0.84442633,1.2629333,0.83603656,1.2075405,1.0944536,1.0329366,1.0438658,0.78644806,0.91586286,0.9179567,1.0219564,0.8983717,1.346666,0.8701459,1.135939,1.2228825,1.0364785,0.8938215,0.70700705,0.8934571,1.2079198,0.99640673,1.2806242,1.206257,1.3561392,1.1956885,1.2559271,0.94347715,0.832006,0.8856408,0.86805505,0.9746971,1.3605423,1.3476408,1.0817233,1.2560189,0.69628984,1.019301,0.9815382,1.266576,1.1789625,1.0695637,0.9493615,0.9899902,1.0771403,0.87033767,1.0499942,0.54350615,1.123172,0.9997684,1.0654687,0.879196,0.91865337,1.0401927,1.3026086,0.96253294,1.0623215,0.8358692,1.2988176,0.8459182,1.2125599,1.0148876,1.3171122,0.9616216,1.2418926,0.60421526,0.8605366,0.9557569,0.76094973,1.1791728,1.2485598,1.2720761,1.1669968,1.0623553,1.0377427,0.94079185,0.9433594,0.7993504,1.3407103,0.8781774,0.8501872
doll,0.93683416,1.0172079,1.1009177,1.1005801,0.8495127,0.98307353,1.0034018,0.7209536,1.235061,1.027027,1.089991,1.1833088,0.9802612,1.0334783,0.68682003,0.93172574,0.9612896,0.7299001,0.8920116,0.8469166,0.8019322,1.0375686,0.87903166,0.81044436,0.90699464,0.85307324,1.027849,1.1424654,0.92605937,0.85756755,0.95467174,1.2115827,0.974912,1.1798284,0.9245749,0.95621896,1.0374794,0.99783194,1.0925504,0.9354325,0.9019047,0.7814032,0.86742055,0.0,1.169799,1.0677028,1.0047914,0.85812294,1.1101625,1.1235144,1.1371477,1.0997559,1.0953605,1.0989054,1.0968655,0.9347662,1.1603117,1.0475457,0.6018247,1.0225892,1.1082042,0.7006606,1.0523595,0.84258497,1.1503816,1.1220433,0.9985772,0.9821327,1.0329487,0.6693775,0.88516617,1.0887676,1.0064808,1.166928,1.2932866,1.072548,0.9682707,1.0335256,0.89187294,0.89779806,0.66380763,1.1409678,1.1512059,1.0400813,1.1841158,0.89109486,1.1663082,1.1586597,0.9836296,1.1777828,0.95503366,1.0214236,1.2331281,1.0614308,1.0959936,1.047956,1.216151,0.92522585,0.70114005,0.6579465,0.8783082,1.0439053,1.0627018,0.9623945,0.7830143,0.7664896,0.98399556,1.1876438,0.9919519,0.6579373,1.347263,1.0972965,0.880926,1.1202462,0.7436793,1.0482537,1.1058881,1.0928245,1.2119339,1.0267812,1.1321813,1.0886133,0.96558046,1.1176217,1.1307458,0.8402598,1.0310087,0.9196681,1.1354306,0.99610585,1.0447878,0.763201,1.0043527,1.2288457,1.060611,0.8173594,0.45636714,0.7580074,1.0660623,0.88953155,0.94100606,1.0843538,1.041409
door,0.80021846,1.0528471,1.2956648,0.7330209,1.3731499,1.35199,1.3970513,0.91097265,0.5028246,0.8888348,0.6439558,1.2869446,0.5052423,0.85960424,1.1000596,0.9499497,0.79268265,1.1981982,1.2395637,1.3511803,0.86033106,1.292721,0.9264231,1.15826,1.2256283,1.058413,0.87345374,1.0671318,0.86272967,0.6947509,1.2092882,0.42060077,0.9927513,0.9243175,1.1554748,0.8477013,0.6235555,0.81003827,1.3455241,0.5588394,1.3116859,1.084667,0.9151554,1.169799,0.0,0.68614507,0.7917041,1.2061906,1.1789603,1.3378785,0.7836526,1.2371931,0.9146351,1.2062199,1.3102088,1.1015309,1.1915661,1.2539991,1.2737885,0.8334379,1.1458443,1.2422588,0.8207387,1.340327,0.87171584,1.2989173,0.9794379,1.2391082,0.9505391,1.1980629,0.8338506,0.9381352,0.9647,0.7405316,1.11003,0.31051612,1.1443044,0.9373555,1.2631112,0.84370625,0.93614817,0.83840215,1.2449287,0.9737038,1.300677,1.1049372,1.2203002,1.1248865,1.3024255,0.58079946,0.8897742,0.83211267,0.7388866,0.85993594,1.3235329,1.2510455,1.260897,1.3135186,1.0374914,1.1522892,1.092663,1.0676235,1.1905469,1.127769,0.9994936,1.2303976,1.2660588,0.27164578,1.0858933,1.0485891,1.167976,1.0543042,1.0663295,0.76222545,1.099024,0.8689402,1.2007024,0.34577757,0.80811477,0.7059664,1.3993275,0.8607228,1.3614843,0.9691097,1.2131749,1.151008,1.2408111,0.85530984,0.79663885,0.900158,0.5869691,1.4295583,1.2684274,1.274144,0.8705685,1.045087,1.2606193,0.9080962,0.8590888,0.45411676,1.4055201,0.43922532,0.98350257
drawer,1.0593497,0.99532557,1.2060221,1.0123184,1.0471294,1.0832292,1.216725,0.75852346,0.6576591,1.1696811,0.9237784,1.069552,0.63613105,1.1455216,1.1473011,1.0230795,0.70882595,0.84359765,1.1612761,0.8652842,0.5462761,1.0947902,0.8350156,0.9099296,0.98615056,0.91570663,0.99480313,1.0992606,1.1268638,0.811624,0.88000715,0.6857343,0.7076528,0.9511255,0.8770267,1.0867575,0.88936245,1.0099034,1.1168836,0.7962296,1.052507,0.7779206,1.1288453,1.0677028,0.68614507,0.0,1.0603421,1.1608714,1.0967586,1.1224498,1.0516587,1.0586114,1.0532856,1.079792,1.2163328,1.1006474,1.1094105,1.0092703,1.01369,0.9459255,1.0925337,1.1717215,1.0889763,0.92603564,1.168657,1.1163491,0.9927547,1.2911468,0.8543483,1.2472414,0.683442,1.1665004,0.7756525,0.9852971,0.8618142,0.77523637,0.9350439,1.0787314,1.1168307,0.8864671,1.07083,0.9986448,1.1357926,1.0293344,1.2245537,0.90470004,1.112667,1.0517782,1.1490014,0.54693174,1.1205788,1.0765743,1.0036118,0.7619884,0.993656,0.9564719,1.2606509,1.1781249,1.0384203,1.0347247,0.9774081,1.1391671,0.8450248,1.1583385,0.9367428,0.9180622,1.0410402,0.7144798,0.9855652,1.1998024,1.132024,0.9174289,0.822662,1.1422459,1.0427378,1.0514998,1.1970023,0.7785811,0.565792,0.9856401,1.2129409,1.0130279,1.1919737,0.8857059,1.0187541,0.8250191,1.1903424,0.9859316,1.1099689,1.0934213,0.70869243,0.9124506,1.1921078,1.1096376,0.90699625,0.87644595,0.86369854,0.554594,1.1150465,0.7597965,1.167626,0.97513825,1.0853447
dress,0.7390113,1.0229249,1.440395,0.52534914,1.2927599,1.482492,1.4080724,1.0295081,0.755575,0.8585821,0.5036683,1.3733708,0.7176021,0.3299619,1.2043834,0.6565087,0.896464,1.2512064,1.4516963,1.4496231,1.0497974,1.3616556,1.1843352,1.2911422,1.4022001,1.3622117,1.0527006,1.0876342,0.9061339,0.9554499,1.3731062,0.81650984,0.9923287,1.001079,1.0580342,0.7670411,0.5881419,0.74522674,1.506464,0.7367641,1.4784546,1.1561532,0.89694536,1.0047914,0.7917041,1.0603421,0.0,1.2833617,1.1643981,1.2866967,0.809177,1.24757,0.80963504,1.1348354,1.4160581,1.3505274,1.0181159,1.4987993,1.2420775,0.8787454,1.0616786,1.0065016,0.7679894,1.3242877,0.6939478,1.1219792,0.84674156,1.1631088,0.99549806,1.1803724,0.9095442,0.35324252,1.0480083,0.34400403,1.419158,0.73362345,1.5019243,0.87764746,1.1807399,0.9342059,0.77962595,0.83908117,1.1178347,0.95906436,1.3757614,1.3067678,1.2541156,1.1595249,1.2626439,0.8279028,0.9001328,0.13004386,0.42391813,0.8709959,1.5406022,1.4953778,1.1648827,1.4186943,1.0472709,1.156536,1.060897,1.3097074,1.3120633,0.91161066,0.91651034,1.3062946,1.3748881,0.7517458,1.1821542,1.1312635,1.0621191,0.732744,1.1887878,0.29220802,0.82775074,0.513494,1.3165042,0.8275392,1.1584377,0.5837928,1.4292998,0.6725955,1.4621077,0.89090806,1.4995407,1.3534724,1.400434,0.6994764,0.3321324,0.80455744,0.6485629,1.406455,1.1747483,1.2941569,1.0250009,1.1089048,1.2123322,1.1121688,0.87075496,1.0230752,1.3197271,0.82013506,0.62410975
duck,1.2907715,1.0385013,0.6985723,1.373939,0.7868522,0.68211484,0.64399904,0.8861855,1.2910209,1.2150905,1.3341331,0.688841,1.1487476,1.3721488,0.7770523,1.1640619,1.0934259,0.9125073,0.51058245,0.6137415,1.0726562,0.94551176,0.95544255,0.68545437,0.7731257,0.5568198,0.7951818,1.1302793,1.0891418,0.8429221,0.7458995,1.2321583,0.9498013,1.1008954,1.0468669,1.322093,1.2734829,1.2619151,0.7604432,1.1953962,0.60291773,0.91022706,1.0624431,0.85812294,1.2061906,1.1608714,1.2833617,0.0,0.9966656,0.97774535,1.230598,0.99037623,1.2092986,1.080408,0.65069497,0.60409045,1.0555998,0.6661345,0.90084517,1.0486299,1.022953,0.9658952,1.0769824,1.0220225,1.260329,0.939083,1.2671541,0.8392157,1.1372038,0.69828945,1.2051045,1.265679,0.93666327,1.3278866,0.88995457,1.1819296,0.5927207,1.045617,0.75831467,1.1359484,1.1429157,1.0396682,1.1409094,1.1590772,0.9074678,0.767891,0.8129767,1.1419828,0.9144137,1.1196871,1.0328761,1.309207,1.2736428,1.3259987,0.75028193,0.78066623,0.7751467,0.6138806,1.0936428,0.6578061,1.052207,0.6564464,0.92666614,0.92984533,0.793936,0.6937113,0.78885436,1.1979749,0.67679167,0.75980926,1.1455736,1.2349114,0.97234213,1.3670897,0.86680686,1.132944,0.6649069,1.1895839,0.9856587,1.264358,0.74508977,1.2236611,0.63240683,1.185626,0.66584444,0.8119884,0.66935545,1.0702193,1.3465157,1.0759037,1.2734191,0.71349883,0.9715446,0.8827676,1.2881063,0.93468654,0.87799835,0.991309,1.0630547,0.9590679,0.6730345,1.1813865,1.1995196
