,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window,zebra
jeans,0.73212385,0.84016824,1.4993423,0.45871955,1.3968476,1.5038462,1.4001753,1.1306823,0.70704323,0.86486876,0.51389515,1.2441391,0.6707613,0.43627363,1.2009073,0.6207433,0.87796056,1.2947698,1.5359929,1.5395504,1.0585995,1.3846599,1.2095374,1.3337903,1.3858217,1.3054836,1.0129132,0.94615525,0.8938559,0.961238,1.506782,0.8079433,0.98120636,0.9107706,1.1518817,0.7374859,0.5400324,0.7035425,1.5053109,0.7977424,1.5729761,1.2072513,0.8983717,1.166928,0.7405316,0.9852971,0.34400403,1.3278866,1.1139909,1.233053,0.81683683,1.2339017,0.84687406,1.0071375,1.4079909,1.3996499,0.8784506,1.4721863,1.3178407,0.8884603,1.0694325,0.8016696,0.9117352,1.3108883,0.76125187,1.1661165,0.72577566,1.2036834,1.010689,1.2403567,0.8404219,0.25652564,1.1067182,0.0,1.2590178,0.7043767,1.5860155,0.75589204,1.2851052,1.0297624,0.70648664,0.79939747,1.0432074,0.90910804,1.4038953,1.2294152,1.1663657,1.0931118,1.2929971,0.7063463,0.9979793,0.25178027,0.11313236,0.8130826,1.4736514,1.4669731,1.0889622,1.4885529,1.0963632,1.2099159,1.1284146,1.2774839,1.3201597,0.95982814,0.8885272,1.3894398,1.3191166,0.7082735,1.0669239,1.2178051,0.94356656,0.5189301,1.215831,0.32490993,0.8197886,0.33400035,1.2657539,0.81649643,1.0558604,0.6047151,1.4108467,0.7659732,1.521868,0.68437505,1.4640245,1.3397827,1.4808978,0.66982794,0.22150809,0.98141724,0.6912476,1.5057298,1.1158906,1.2986532,0.93280846,0.99332833,1.3513392,1.1447326,1.0208311,0.9866829,1.3404367,0.87024415,0.7374605
knife,1.4782844,0.81658304,0.49653637,1.2254887,0.9554733,0.6814121,0.65309125,1.2170085,1.1247137,1.4368466,1.4069116,0.298751,1.2515726,1.3505871,1.0664029,1.3330742,1.215756,0.81904215,0.55883837,0.74894625,1.0697556,0.7232728,0.7886597,0.9584632,0.738658,0.6668165,1.0293372,0.6430135,1.3103584,1.1875101,0.7254441,1.0882756,1.015344,0.9247674,1.1434559,1.3166463,1.3910859,1.1628141,0.26815438,1.4183176,0.6252033,1.0314335,1.346666,1.2932866,1.11003,0.8618142,1.419158,0.88995457,0.9507924,0.6937723,1.342999,0.8357461,1.3212897,0.74255484,0.66267765,0.68922436,0.727141,0.3274778,1.1364205,1.3208187,0.89410037,1.1278417,1.3433731,0.83652717,1.284773,0.8028126,1.1210939,0.88205457,1.0116197,1.0287129,1.2050502,1.2654337,1.1245254,1.2590178,0.0,1.2053272,0.6008565,0.83047277,1.0501374,1.236908,1.5174028,1.1924725,0.91637725,0.9403558,0.5212047,0.7104937,0.36550242,0.8913238,0.82175887,1.09797,1.1813796,1.4332052,1.1858048,1.1488222,0.17873657,0.23033226,0.7711218,0.65262425,1.2762095,1.006845,1.1003108,0.54401445,0.71164465,1.0853552,1.0656269,0.8553331,0.7249426,1.2225753,0.91433525,1.2871692,0.6219529,1.15109,0.82149565,1.3708942,1.1299188,1.1124545,0.38456684,1.1706518,0.74889755,1.3885617,0.33571005,1.2848072,0.64100766,0.8952236,0.23534632,0.82825196,0.53060967,1.4051902,1.3534613,1.2410234,1.3710909,0.92663264,0.7787973,0.4679606,0.7472337,0.9642037,1.1641688,1.1038533,1.231931,1.0387484,0.5689583,1.2750874,1.3344716
ladder,0.6438987,1.2187676,1.4475167,0.7250047,1.4137069,1.4495814,1.3672062,0.73759997,0.45951164,0.8914614,0.492792,1.4171349,0.34222603,0.7815241,1.0680408,0.8319067,0.7283324,1.1185458,1.3453438,1.4115859,0.7624074,1.3391719,0.9015083,1.1064048,1.2173758,1.1717257,0.93347985,1.060316,0.8623453,0.47799724,1.3972828,0.42567217,0.8078613,0.8073721,1.0926335,0.71576685,0.4567231,0.7069002,1.4273751,0.32646692,1.427856,1.0213743,0.8701459,1.072548,0.31051612,0.77523637,0.73362345,1.1819296,1.2981498,1.4621491,0.7146096,1.367123,0.91177636,1.3538852,1.3976723,1.2283183,1.2799312,1.2878926,1.1880752,0.84026223,1.2258258,1.2508851,0.7277116,1.3251822,0.88717836,1.2890973,1.0332359,1.390526,0.8753457,1.2670691,0.629862,0.8723008,0.96806633,0.7043767,1.2053272,0.0,1.266998,1.0585402,1.2800497,0.81640625,0.9053907,0.76060873,1.3001077,1.0692611,1.4501743,1.1741399,1.3839121,1.2956526,1.3988348,0.55795217,0.8613527,0.7360388,0.76543635,0.80135447,1.374929,1.2939384,1.3588415,1.3560555,1.0513337,1.1904746,1.0515478,1.2468377,1.2202582,1.1140429,0.97678715,1.2742577,1.4022113,0.33274835,1.1905427,0.9835189,1.202726,0.954572,0.89884484,0.71525896,1.1346055,0.9408795,1.3361917,0.45832407,0.8887669,0.47627014,1.541228,0.7618742,1.4470687,1.0421727,1.2935749,1.1962855,1.3777444,0.60657513,0.7390088,0.85468054,0.34670937,1.4370525,1.42396,1.4126315,0.77340126,1.028531,1.0769824,0.7738352,0.8458571,0.40202653,1.5204309,0.546496,0.81040746
lamp,1.3959441,1.0194616,0.47617006,1.4380064,0.5771487,0.40776408,0.70485914,1.0596442,1.1753813,1.2578158,1.4629536,0.58398813,1.30216,1.5114682,0.6944532,1.324534,1.2008584,0.84976006,0.35226995,0.45682317,1.1110196,0.83920586,0.6521288,0.5881598,0.5091851,0.47860515,0.9334434,1.092333,1.1291928,0.9479204,0.37645763,1.1413217,0.9553346,1.1452346,1.0395867,1.4488701,1.4640745,1.4499061,0.41512567,1.3008293,0.3280394,0.91280717,1.135939,0.9682707,1.1443044,0.9350439,1.5019243,0.5927207,0.927287,0.81004274,1.2686982,0.8647469,1.3457534,1.0729824,0.59656346,0.47652698,1.0936222,0.3954382,0.8797632,1.2023464,1.0661645,1.13833,1.257627,0.9330967,1.3558929,0.96051717,1.3861911,0.7343677,0.8382876,0.713309,1.1433198,1.4270282,0.8845788,1.5860155,0.6008565,1.266998,0.0,1.0760841,0.85201174,1.1483071,1.3378086,1.135035,1.0918193,1.113996,0.5926917,0.6561185,0.7129643,0.95823467,0.8268777,1.2495015,1.2106873,1.5983598,1.4984266,1.31604,0.39207268,0.400895,0.897442,0.5847882,1.0649762,0.69653136,1.139407,0.5452887,0.7535903,1.1501489,0.97749394,0.68433064,0.666694,1.2561073,0.9813873,0.8305532,1.1649516,1.3126397,0.72773576,1.516389,1.0502855,1.3420901,0.60546076,1.1687963,0.7523661,1.3700029,0.5128342,1.3522736,0.4756173,1.1424257,0.3195424,0.429322,0.44615877,1.3432094,1.5098529,1.1677122,1.3625919,0.53299177,0.93294007,0.7310451,1.0673794,0.9729893,0.82261467,1.0330346,1.1283758,0.7912775,0.54835945,1.1931487,1.2851295
leg,1.1904414,0.68336886,1.0418473,0.5958205,1.1665189,1.0387852,1.0713341,1.1514517,1.1363926,1.1155424,1.1564972,1.0033406,1.1296114,0.8284408,1.0302334,1.136592,1.1959015,1.184479,0.95530105,1.149598,1.1304631,0.9787465,0.98470014,1.058147,1.2422252,0.8498869,1.2914264,0.6978665,1.2074002,1.0526246,1.1368434,1.1007903,1.0491997,1.0139966,1.0919038,1.048943,1.1179726,0.92753845,0.9940943,1.2306461,0.97638667,1.1220279,1.2228825,1.0335256,0.9373555,1.0787314,0.87764746,1.045617,0.7787677,0.7977768,1.1397302,0.8677845,1.1589049,0.55598795,1.1769712,0.9762374,0.5662167,0.9968477,1.3036568,1.0260319,0.8307819,0.8830855,1.2023795,1.1028488,1.0602841,0.9950114,0.6269598,0.91124773,1.0158778,1.0180702,1.0350901,0.90641075,1.0285826,0.75589204,0.83047277,1.0585402,1.0760841,0.0,1.1490382,1.0639137,0.9738268,1.251625,0.8713357,0.69768757,0.9826699,0.86260545,0.7081615,0.72580075,0.87394726,1.0605907,1.1216619,0.88512707,0.73918605,1.0555652,0.9897632,0.9545342,0.91355824,1.0030868,1.1094569,1.0761191,1.1132983,0.73747784,1.1542288,1.0225989,0.8039043,1.111377,0.9043055,1.0994141,0.92300487,1.2367144,0.92687654,0.87569726,1.2032337,0.8833133,0.7754908,0.47625822,0.7044057,1.1457702,1.1335602,1.1294951,0.87895674,1.1227794,1.0302662,0.7214653,0.89138067,0.982551,1.0353658,1.200258,0.9307053,1.2025766,1.152076,1.2054591,0.6133174,0.9567014,0.886545,0.9052115,1.2697655,1.2059546,1.2475934,0.9612155,0.9462952,1.1199589,1.196168
melon,1.1380762,1.0476499,0.81893,1.2146429,0.7189665,0.6991105,0.5018988,0.9049082,1.234982,1.1028131,1.301632,0.9835672,1.2382771,1.2160611,0.8335087,1.1574783,1.1142564,0.8921971,0.7665877,0.61845696,1.0835707,0.76531726,0.97166955,0.84304184,0.8930868,0.8598513,0.9871843,1.0760732,1.0489281,1.0361913,0.8779108,1.1547312,1.0261445,1.1418719,0.91301066,1.1829191,1.283587,1.1605744,0.87011594,1.1857476,0.77153176,0.7229905,1.0364785,0.89187294,1.2631112,1.1168307,1.1807399,0.75831467,0.9751576,0.8970798,1.1940095,1.0132799,1.118383,1.0076714,0.80764437,0.8339548,1.096077,0.8089264,0.8661037,1.084762,1.0696082,0.98987085,1.144013,0.87384516,1.1211238,0.9637577,1.1300458,0.9116539,1.131359,0.7988884,1.2137959,1.1788099,1.0177263,1.2851052,1.0501374,1.2800497,0.85201174,1.1490382,0.0,1.0104493,1.0128897,1.1421148,0.9830475,0.9960772,0.92665446,0.82081056,1.0558487,1.0583389,0.7933942,1.1585705,1.0422455,1.25073,1.2952657,1.1473941,0.8731364,0.85912454,0.9420341,0.5578446,0.9875602,0.8262205,0.73157585,0.9203084,0.75558126,0.80641216,1.040634,0.82843995,0.8933894,1.173427,0.8519852,0.8473994,1.127318,1.1128,1.0088557,1.2288758,1.011745,1.2098924,0.96618,1.1734347,1.0380116,1.1828532,0.9132694,1.1614835,0.62778866,1.1549871,0.8859901,0.94333977,0.73571354,1.1093382,1.2296925,1.0791922,1.2379857,0.6748879,0.9317921,1.0012645,1.1113585,0.93827856,0.8387579,0.9644345,1.0051442,1.1244475,0.8346848,1.1664828,1.09492
milk,0.8046162,1.2552685,1.2311616,0.97586143,1.068846,1.1573972,1.1953651,0.7001606,0.8524275,0.91005105,0.8607219,1.2735251,0.847448,0.9120454,1.032495,0.9319236,0.9356861,0.8353237,1.0241996,0.9688046,0.66384435,1.1085647,0.92252636,0.7200413,1.1878419,1.0099128,1.0277253,1.1003796,0.8958015,0.8804207,1.0812559,0.8742067,0.97808313,0.928737,0.88624,0.900572,0.84367067,0.8520289,1.2430547,0.7559076,0.97912514,0.8359518,0.8938215,0.89779806,0.84370625,0.8864671,0.9342059,1.1359484,1.1806223,1.242825,0.95074147,1.20202,0.8761342,1.2279502,1.2159629,1.1179031,1.2432059,1.2397299,0.9583985,0.8223469,1.1585084,1.1077528,0.97117233,0.80293775,0.93633646,1.1515555,1.036698,1.2336087,0.9922175,1.1205164,0.75478184,1.0552979,0.71511245,1.0297624,1.236908,0.81640625,1.1483071,1.0639137,1.0104493,0.0,0.9096277,0.9178004,1.1941907,0.9587258,1.2476724,1.0144844,1.3190672,1.1776918,1.1926091,0.8800392,0.92666656,0.95436156,1.0281625,0.7638916,1.285964,1.2468075,1.2215889,1.1554613,0.8940415,1.0317234,0.8951546,1.1790537,0.9694012,1.0012157,0.9374104,1.0572842,1.2430054,0.7310599,1.1860237,1.022269,1.2439638,1.0685841,1.0077789,0.92987883,1.003489,1.1094574,1.2598394,0.7750456,0.91754985,0.9279988,1.3469611,0.8890938,1.059674,0.99662346,1.2437596,0.9820764,1.1578889,0.8332844,0.9483475,0.9472004,0.7471746,0.98774415,1.2368357,1.1417625,0.89957106,0.91633016,0.8036409,0.65785944,0.99400634,0.8446826,1.2963078,0.9141102,1.036911
mitten,0.41203249,0.9776237,1.4369131,0.6740399,1.0742958,1.2555084,1.317631,0.7817557,0.9861932,0.7650775,0.7243117,1.4375894,0.77867484,0.81957203,0.8362079,0.59753954,0.8513768,1.1445491,1.3669748,1.2292151,0.9854472,1.2117865,1.0836395,1.1054251,1.1940953,1.161845,1.1555057,1.1741766,0.7269217,0.8445287,1.3352299,1.015545,1.0288335,1.020891,0.9686141,0.6142427,0.7636398,0.74597716,1.4836392,0.6853133,1.3457423,0.9653837,0.70700705,0.66380763,0.93614817,1.07083,0.77962595,1.1429157,1.1035411,1.3156455,0.8488939,1.2255075,0.9253074,0.9747391,1.2107103,1.1770536,1.0162959,1.3950883,0.87499154,0.79917467,1.1729736,0.42994642,0.9374821,1.0881954,0.9432824,1.3355243,0.56507564,1.1264043,1.093559,0.97326,0.7388735,0.80300975,1.0515178,0.70648664,1.5174028,0.9053907,1.3378086,0.9738268,1.0128897,0.9096277,0.0,0.9841994,1.1558731,0.9325212,1.3837793,1.0441343,1.3888702,1.0363433,1.2512455,0.9598355,0.8467246,0.71415365,0.82958305,0.84057367,1.4675624,1.4020838,1.2823063,1.3134934,0.7095599,0.8806847,0.89654833,1.2452644,1.18736,1.0113004,0.8893881,1.2167487,1.0895342,0.95192516,1.0606248,0.66255057,1.3400342,0.88334006,1.1025904,0.8133832,0.6607936,0.8784069,1.435842,0.9558234,1.1229206,0.7725655,1.4336839,0.8634908,1.3930833,0.7664621,1.4977138,1.0738167,1.3535075,0.6017839,0.76377654,0.9678662,0.800727,1.1737956,0.9696225,1.3734696,0.9838642,0.68005204,0.9386299,0.8769074,0.96407795,0.8626102,1.3176317,0.8553443,0.8529937
motorcycle,0.79798883,1.3160017,1.2569268,0.8933964,1.1427716,1.2873583,1.2827969,0.9408347,0.51744896,0.83294606,0.55019355,1.1571491,0.74962497,0.78151727,1.0322139,0.6551537,0.8335592,1.1807564,1.3073597,1.2088748,0.9847373,1.3095429,1.1276143,1.0657805,1.1264943,1.216302,0.52080303,1.0945239,0.8416779,0.970346,1.1812884,0.6878526,0.98572975,0.66060984,1.0845594,0.806129,0.74604213,0.73982954,1.3208735,0.60690725,1.2708765,1.049731,0.8934571,1.1409678,0.83840215,0.9986448,0.83908117,1.0396682,1.1918437,1.3836486,0.6386845,1.2032717,0.81808126,1.3780826,1.1748462,1.1817772,1.3076863,1.2367742,1.070775,0.69848037,1.1596644,1.1233982,0.7991474,1.289897,0.858467,1.2338233,1.1154578,1.2447594,0.78905123,1.2751184,0.9076575,0.7297382,0.7088092,0.79939747,1.1924725,0.76060873,1.135035,1.251625,1.1421148,0.9178004,0.9841994,0.0,1.2827471,1.2354877,1.2597156,1.3331368,1.3625,1.2953606,1.3247612,0.6712297,0.7653928,0.78934705,0.86425775,0.91047764,1.2578099,1.2700272,1.1529894,1.2769518,1.0336509,1.1293364,1.1087605,1.268713,1.1135511,1.163025,1.0745289,1.0995893,1.3062644,0.63748246,1.1459789,0.8920554,1.1357307,0.9423673,0.80408365,0.7398163,1.054219,1.0093023,1.3346436,0.61855197,0.77981216,0.6377643,1.3300631,0.70510244,1.3427591,1.1723667,1.2772727,1.1766664,1.2455547,0.6258805,0.6883235,0.8904867,0.73052305,1.1211659,1.4450645,1.2505249,0.9194565,1.232251,1.097923,0.9840643,0.750318,0.90722847,1.3028612,0.75222254,0.7840118
mouth,1.2347211,0.64788455,0.84064656,0.99089116,0.9784749,0.9455932,0.7724066,1.361907,1.3343245,1.0483718,1.3329703,0.9445919,1.4069064,1.0173991,1.1463894,1.3243752,1.243133,1.1633694,1.051327,1.0995656,1.2687054,0.72502935,1.1949737,1.266678,0.97219235,1.1873155,1.2734725,0.86852145,1.2038716,1.4138153,0.9714062,1.2409289,1.251173,1.1198037,0.9031494,1.0361096,1.2620416,1.1884041,0.85606605,1.4007871,1.0129982,1.1766781,1.2079198,1.1512059,1.2449287,1.1357926,1.1178347,1.1409094,0.49338984,0.40286326,1.061841,0.45153606,0.79396546,0.43007743,1.042679,1.1174581,0.4254856,0.95225054,1.0441703,1.0676258,0.5047546,0.9594169,1.2041255,0.898273,0.83852637,0.6589972,0.72416395,0.68564504,1.1367965,0.96922964,1.232721,1.0444005,1.167232,1.0432074,0.91637725,1.3001077,1.0918193,0.8713357,0.9830475,1.1941907,1.1558731,1.2827471,0.0,0.85788804,0.63038033,1.0955536,0.66384995,0.4073758,0.5775395,1.1717002,1.183374,1.133872,0.96616995,1.176559,0.8929413,0.96275944,0.74397457,0.90971494,1.0863112,1.2672489,0.99452853,0.9717844,1.0533806,1.006818,1.1836478,0.9999445,0.76627576,1.2644976,1.0313512,1.1596859,0.6132704,0.9293572,1.1906145,0.99454045,1.0398349,0.86088055,0.8518739,1.2340118,1.259196,1.2630305,0.66509163,1.2116995,0.785398,0.8900608,0.93913186,1.0090551,0.95503426,1.3161454,1.0249127,1.0872632,1.3757433,1.0319881,0.40814447,0.63451475,1.1182414,1.2187105,1.1794822,1.2907245,1.1655145,1.325119,0.70754945,1.2110698,1.1719402
muffin,0.8514953,0.83553624,1.035938,0.7681559,1.1150635,1.0639223,1.0273561,0.99516034,1.0771407,0.8849113,0.94540757,1.0354381,1.0945415,0.8953747,0.99205047,0.9366965,1.140301,1.154358,1.1259081,1.140402,1.0760701,0.7381319,1.0193686,1.2010245,1.1044165,1.090624,1.2423743,0.93724906,0.9746008,1.1658937,0.9973206,1.0892731,1.1373467,0.901162,1.0155025,0.8814612,1.0173607,0.77475077,1.0451494,1.0900236,1.1053174,1.1103485,0.99640673,1.0400813,0.9737038,1.0293344,0.95906436,1.1590772,0.98904234,0.89347416,0.91120744,0.99107194,1.0149812,0.8381288,1.0508022,0.9991643,0.860103,1.0653334,1.097054,1.1567286,1.1007346,1.0430558,1.0632707,1.0438844,1.005341,1.047272,0.89559376,1.092617,1.087811,1.0942347,0.9988039,0.99856085,1.1480526,0.90910804,0.9403558,1.0692611,1.113996,0.69768757,0.9960772,0.9587258,0.9325212,1.2354877,0.85788804,0.0,1.008144,0.9811127,0.9067105,0.8429562,0.9932551,1.1358649,0.9257491,0.92928594,0.9278315,0.9986457,1.0474983,1.0661052,0.96326476,1.0094798,0.94440943,1.0157433,0.91436714,0.8915129,1.0334864,0.94607884,1.0717236,1.1158739,0.9276748,1.1291188,0.92021894,1.1166565,0.9747283,1.0255336,1.2349794,0.93817616,0.95805633,0.8874801,1.0038648,1.0743382,1.1430464,1.0565928,0.99485016,0.79082954,1.0220623,0.8279849,1.046283,1.0526141,1.0400186,1.1609223,0.90182143,1.1450721,1.0871077,1.1870792,0.8601625,0.8957871,1.0226504,0.9032284,1.2067914,1.1717594,1.1130633,1.0932186,1.1059754,1.1008097,1.0715377
nail,1.4389309,0.9147882,0.13757408,1.2958622,0.59126866,0.41984206,0.6532365,1.3684353,1.3941054,1.2411718,1.4312382,0.42508316,1.5368066,1.2884533,1.146366,1.3697512,1.3775707,0.9721948,0.4210708,0.71142167,1.3463438,0.58365774,1.0653708,0.98836833,0.8767034,0.8306658,1.1252558,0.7472832,1.266853,1.352201,0.6280931,1.2729728,1.306646,1.2332963,1.036965,1.2669284,1.4210379,1.3754256,0.2076801,1.5091798,0.4904821,1.1817877,1.2806242,1.1841158,1.300677,1.2245537,1.3757614,0.9074678,0.7004826,0.40111458,1.1669352,0.621512,1.1231563,0.63809574,0.564167,0.8344351,0.72746474,0.6192612,1.1858082,1.2827806,0.73327965,1.1050591,1.2060544,0.7816719,1.1375606,0.6789876,1.11545,0.6140277,1.2099599,0.8519975,1.4849455,1.2886629,1.2117025,1.4038953,0.5212047,1.4501743,0.5926917,0.9826699,0.92665446,1.2476724,1.3837793,1.2597156,0.63038033,1.008144,0.0,0.9771499,0.4106903,0.6416716,0.45572364,1.3812001,1.173751,1.3903785,1.3318496,1.3740609,0.38981062,0.4237919,0.76310337,0.47676122,1.1623461,1.0502373,1.1012019,0.77406895,0.81828964,0.86586374,1.2962247,0.8432763,0.63473016,1.3930143,1.0681291,1.1769372,0.62862635,1.273178,1.1113869,1.3159485,1.2049917,1.1964668,0.40272856,1.329678,1.1120068,1.3943119,0.13108069,1.2350528,0.47926617,1.1468962,0.4254669,0.9715104,0.2994883,1.4540703,1.3334098,1.1141291,1.5289305,0.75757986,0.48745918,0.38095754,1.0508959,1.2260275,1.0501925,1.3502398,1.1144483,1.3715229,0.33541226,1.2723598,1.2170453
napkin,1.2601742,0.89145374,0.8810998,1.310426,0.8699552,0.73286825,0.63534534,0.72003984,1.1218753,1.4518685,1.3185806,0.7737062,1.0528891,1.2946506,0.9179746,1.0424366,1.1179594,0.76753473,0.5943669,0.5810558,0.8353727,0.7287091,0.78239053,0.58070755,0.8303338,0.3270105,1.0835966,0.9350419,1.2246838,0.83242327,0.7843522,1.1314741,0.88732934,1.0822763,0.9309369,1.2014878,1.2200338,1.1696019,0.72678363,1.2337488,0.5334734,0.80176634,1.206257,0.89109486,1.1049372,0.90470004,1.3067678,0.767891,1.0158564,0.90845704,1.4486711,0.98055524,1.428041,0.9506966,0.86784494,0.6215334,0.94982725,0.53130674,0.8906274,1.2623296,1.1325994,0.7749089,1.344102,0.7934377,1.4433751,0.9897614,1.20741,0.9626798,1.1520549,0.8097173,1.0126021,1.1664888,1.0280341,1.2294152,0.7104937,1.1741399,0.6561185,0.86260545,0.82081056,1.0144844,1.0441343,1.3331368,1.0955536,0.9811127,0.9771499,0.0,0.81306064,1.0543339,0.94823295,1.0769286,1.0990782,1.3254048,1.1689392,0.9968479,0.66470563,0.6741144,0.87960404,0.75613093,1.0736773,0.36572266,0.86978006,0.61759394,0.6452735,0.9706159,0.7596679,0.8923077,0.8428962,1.1651971,0.8021404,1.0603242,1.0318499,1.1413002,1.0621305,1.3645927,0.80728537,1.0613327,0.72004384,1.1355218,0.7135928,1.3002264,0.825414,1.2429036,0.55494815,0.7798246,0.5923871,0.73154247,0.8702421,1.160352,1.344204,1.3012426,1.2669421,0.68543196,0.90349704,0.9688392,1.0668213,0.20481408,0.86457044,0.82952464,1.3325292,0.8700696,0.75610423,1.2772136,1.2552307
necklace,1.604421,0.5995265,0.46046805,1.2386253,0.91271585,0.60305136,0.6903555,1.3327053,1.4484982,1.347971,1.5440034,0.30051076,1.5129944,1.1954781,1.1608394,1.3876393,1.3741181,1.0542496,0.5734246,0.85221803,1.305473,0.69002926,1.0236313,1.0598525,0.8662068,0.6479348,1.2267796,0.71962494,1.3400126,1.2633193,0.7569597,1.299801,1.1393265,1.1994715,1.099236,1.3700356,1.4628208,1.3497975,0.40513676,1.589444,0.64204824,1.1969452,1.3561392,1.1663082,1.2203002,1.112667,1.2541156,0.8129767,0.5528832,0.42118186,1.3454504,0.574233,1.2350606,0.4448942,0.69293404,0.67028296,0.4957453,0.5269538,1.1738884,1.2274697,0.53903735,0.941849,1.3471546,0.9149848,1.1399443,0.63494015,0.9557712,0.5359939,1.1642008,0.8397267,1.4126011,1.0994897,1.2440108,1.1663657,0.36550242,1.3839121,0.7129643,0.7081615,1.0558487,1.3190672,1.3888702,1.3625,0.66384995,0.9067105,0.4106903,0.81306064,0.0,0.58047175,0.5963705,1.3203607,1.2505546,1.284564,1.0880243,1.3501658,0.4192046,0.50981444,0.5486982,0.644251,1.2888649,1.0044444,1.1224278,0.4277405,0.9173059,1.0026708,0.8956837,0.877253,0.6290659,1.4115151,0.81279373,1.2561665,0.5389271,1.0190715,1.1699063,1.2344663,1.0209874,0.8776835,0.22741532,1.3725972,1.0714183,1.5318719,0.27463186,1.3790355,0.6454893,0.9977838,0.39173633,0.90430194,0.50878626,1.4407818,1.24509,1.2536471,1.5632287,0.9691569,0.48044002,0.40212095,1.071719,1.0395124,1.2534807,1.3541547,1.2839441,1.2857322,0.32351696,1.3411756,1.3105344
nose,1.2232918,0.6635481,0.87049127,1.0074618,0.9166245,0.7927213,1.0041982,1.3348737,1.2818551,0.9780596,1.3018982,0.93887514,1.3608972,1.0625619,1.0997728,1.2079306,1.1659125,1.2114152,1.0437244,1.0925559,1.2963631,0.73665345,1.1738536,1.250399,1.030652,1.0735573,1.1960218,0.874487,1.1732525,1.3306746,0.86511785,1.1794995,1.1509566,1.0861464,0.97902113,1.0956888,1.2668889,1.140502,0.9094738,1.3243349,0.9876661,1.1952525,1.1956885,1.1586597,1.1248865,1.0517782,1.1595249,1.1419828,0.5203446,0.45866323,1.0316174,0.40011096,0.9079344,0.47079504,0.8319071,0.9599692,0.5537191,0.9377607,1.1394864,0.8754277,0.47684622,0.9045753,1.1444029,0.92086077,0.8688759,0.7901445,0.6824872,0.66474736,1.0687354,1.0026444,1.1379449,1.1193937,1.1435347,1.0931118,0.8913238,1.2956526,0.95823467,0.72580075,1.0583389,1.1776918,1.0363433,1.2953606,0.4073758,0.8429562,0.6416716,1.0543339,0.58047175,0.0,0.6658915,1.2388273,1.1182947,1.1591095,1.0447915,1.0855165,0.9094356,0.9659596,0.73551667,0.98547435,1.1374778,1.1728708,1.0808841,0.81784225,1.0217328,1.0612879,1.1537005,1.061261,0.66606003,1.2975459,0.89403766,1.1317288,0.6992469,0.95853853,1.2465599,1.0850377,1.0039575,0.9023062,0.8488607,1.2639163,1.0702147,1.3368421,0.7237327,1.20646,0.9198674,0.96389294,0.9082066,0.8739418,0.98324704,1.2910058,1.0992345,1.1496809,1.3434198,1.1013124,0.48594892,0.7619722,1.0601722,1.1213635,1.3046694,1.3195424,1.1492257,1.2368414,0.7628452,1.1053344,1.1899188
