,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
nail,1.4070374,0.76346195,0.3230644,0.5393406,1.3031113,0.5000634,0.5414797,0.83175504,1.004513,1.4194722,1.1150331,1.3880944,0.4626522,1.4909282,1.3835901,0.9965946,1.4076043,1.2341655,1.0389389,0.34458327,0.6341369,1.3959904,0.59586143,1.1664153,1.0375743,0.8130911,0.605027,0.9210618,0.7590219,1.2042241,1.3133776,0.7625698,1.3012494,1.3185704,0.9807841,1.1860037,1.007247,1.3857102,1.055439,0.22637588,1.534728,0.5733819,0.89694524,1.1950108,1.228894,1.1993513,1.2977049,1.0004206,1.2985954,1.1488066,0.8595715,0.51428473,1.1228122,0.62162715,1.0842237,0.68372715,1.261061,0.49564958,0.93054926,1.178164,0.69175124,0.8113104,1.1855351,1.0467542,1.3154051,0.5979124,1.1300169,1.1389086,0.7497636,1.1272835,0.87861717,1.1580539,0.42309487,1.191877,0.8525771,1.3678213,1.350678,1.1416788,1.4222975,0.74712706,1.346409,0.6646793,1.2273787,1.0617248,1.0271617,1.3875427,1.1730288,0.573874,1.1509957,0.0,0.91598815,0.5386152,0.5516541,0.42068446,1.3014331,1.2186525,1.3921499,1.3567054,1.2949715,0.3338738,0.33321446,0.87512755,0.8514513,1.1757002,1.0357215,1.1144392,0.9397445,0.7557608,0.7070815,0.6198185,0.33611,1.1504327,0.7796991,0.7443944,1.3578017,1.202025,0.9152107,1.1236414,1.3382151,1.1768385,1.3634615,1.2985764,1.2041509,0.99977386,1.173334,1.1343606,1.2917618,0.12357581,1.1918272,0.7592751,0.87461096,0.77237606,0.73172504,1.2147641,0.92951226,0.6400107,1.213321,1.2715409,1.4777161,0.7656747,0.61648655,0.38324797,1.2180693,0.92632437,1.007635,1.4792585,1.1242324,0.87003666,1.3086829,0.41965938,1.2306798,1.012619
napkin,1.0610952,0.82963943,0.96779346,0.6945009,1.3704977,0.9547342,0.87628007,0.6684371,0.53836846,1.181667,1.2756042,1.2347616,0.7169962,1.0862104,1.3122672,0.8171326,1.0289438,1.2076385,0.85479796,0.63159615,0.6561073,0.95546937,0.8046622,0.8651387,0.71025145,0.8914699,0.52776533,0.99828583,1.0052444,1.1872877,0.80427045,0.8241634,1.209377,1.2518182,0.8015814,0.9737632,0.6397836,1.239477,1.046644,0.6535984,1.1864219,0.6037612,0.93351656,1.051925,1.1445701,1.1447475,1.1093516,0.9195651,1.3597239,0.9963455,1.0083917,0.9818767,1.2697666,1.0220313,1.4872224,1.0363543,1.3386543,0.660617,0.73130655,0.9263834,0.59124017,0.8670553,1.142413,0.860677,1.329643,1.1535741,0.74441713,1.2546214,0.8668392,1.4502343,0.7663209,1.2705531,0.8630099,1.253371,1.052228,1.1485891,1.25037,0.9619688,1.2497202,0.6240701,1.0555643,0.6327057,1.1716944,0.75925684,0.7782272,1.1865327,1.1975794,0.82705766,1.1228997,0.91598815,0.0,0.9174802,1.0198188,1.011279,1.1323524,1.1930696,1.3001237,1.227604,0.9334585,0.65028906,0.6533927,0.8492707,0.74176097,1.2577922,0.37381822,1.1389847,0.7082093,0.6253046,0.8066391,1.011207,0.79701245,0.67610884,0.73080444,0.9849151,1.1618104,1.233302,0.8667437,0.69268006,1.145037,0.99628824,1.3639939,0.95387673,1.0837941,0.8310852,1.141387,0.9125871,1.431621,0.79849064,1.289181,0.70180565,0.6944615,0.844381,0.617617,0.920863,0.9030054,0.85118544,1.127855,1.3535671,1.3317392,0.7039209,1.0062758,0.91300994,1.0966156,0.08524096,0.937466,0.9434586,1.2333643,0.9287931,0.9024939,0.855482,1.2251225,0.87463963
necklace,1.4252434,0.4266082,0.53805315,0.8699248,1.0595365,0.93739384,0.76393104,0.77242774,1.1104839,1.3841805,1.2344638,1.4302622,0.44533598,1.3714651,1.1695362,1.1696591,1.4449489,1.3927755,1.1241763,0.81349665,0.99868584,1.3140281,0.5785754,0.8353959,1.1743298,1.112659,0.63834083,1.17775,0.44922948,1.2951742,1.1685946,1.0243143,1.2244542,1.09835,0.9324733,1.1186514,0.9589168,1.3495,0.9407613,0.58471894,1.479517,0.9012367,0.60536444,1.221524,1.3277893,1.2505531,1.1237298,0.8861993,1.0584697,1.3150706,0.48158896,0.71172905,1.1177497,0.5698002,0.96518123,0.32019883,1.2552626,0.78377664,1.1670657,0.9411494,0.7951019,1.183458,1.2238342,0.9195795,1.3245146,0.30181444,0.83862686,1.258558,0.95877135,0.9683242,0.7948313,0.7671806,0.58154476,1.2574472,1.0400673,1.3508925,1.2623619,1.1583488,1.0574126,0.7665144,1.2903352,0.8948346,1.147899,1.0994757,1.2531183,1.1153599,1.2545809,0.47968107,1.0026022,0.5386152,0.9174802,0.0,0.492715,0.60064936,1.2379305,1.2760811,1.18356,1.0307863,1.11966,0.5982766,0.5956449,1.0186477,0.60426366,1.1383362,1.0974848,1.2552388,0.9018361,0.9359571,0.7887,0.38383037,0.55756676,1.0931766,0.9211122,0.7154943,1.2629789,1.2395728,1.131858,1.0427803,1.0251459,1.1536341,1.1335043,1.1967214,0.69856703,1.0907358,1.1876764,1.1443768,1.4361552,0.3577243,1.2452596,0.9964188,0.6672381,0.78530955,0.79039073,1.0794421,0.7296427,0.8835577,1.1480962,1.2231555,1.5052552,1.0939873,0.36847407,0.34870625,1.1342719,0.99438983,1.2704269,1.4291842,1.2615421,1.1387032,1.1185048,0.44424713,1.2782171,0.6933167
nose,1.2474248,0.6693941,0.39498055,0.80785096,1.207942,0.53479207,0.535691,0.80152225,1.0995266,1.423954,1.1296668,1.3990918,0.706298,1.3881316,1.3160774,1.0555854,1.3857666,1.4417529,1.2184741,0.8796663,0.7800392,1.3397615,0.43170702,1.0729632,1.1500353,1.0373791,0.8155293,1.2318175,0.52778876,1.1195235,1.2818658,0.8431844,1.3468766,1.232723,0.66462743,1.1434124,1.0879188,1.3200209,0.8166503,0.69684803,1.5422562,0.8772843,0.71743447,1.0155473,1.1105173,1.1226801,1.275249,0.98232895,1.2045166,1.2114019,0.5969719,0.40536368,1.1816869,0.48768395,1.0289037,0.5557449,1.2194434,0.77013206,0.9746341,1.007752,1.0169636,1.0289402,1.2127334,1.0484425,1.2673926,0.6425412,0.8542484,1.2484709,0.8888171,1.0122962,0.81128323,0.9687853,0.66729414,1.2958565,0.9545302,1.2580628,1.3737205,0.96053314,1.2414978,0.94313526,1.3464279,0.82279533,1.1637987,0.7651917,1.153881,0.99171764,1.2419704,0.5455376,0.7043866,0.5516541,1.0198188,0.492715,0.0,0.4351759,1.2742574,1.1479121,1.32858,1.1613705,1.2007326,0.75147027,0.75897896,0.91048706,0.6964859,1.0404767,1.1266528,1.0971607,0.8701116,0.8205159,0.6678183,0.45932305,0.53945297,1.1401124,0.8140639,0.47549713,1.3887546,1.1294105,0.930287,1.1432339,1.1811568,1.2505603,1.2767696,1.1545949,0.942207,0.8525081,1.2177112,1.1782424,1.3752677,0.5089442,1.234236,0.88417184,0.77929145,0.8344046,0.85518336,1.1031106,0.8683094,0.7184553,1.2312627,1.2438277,1.4300375,0.9183297,0.52424955,0.56996423,1.3192186,1.0323749,1.1197661,1.3101939,1.2614036,1.1975425,1.2566144,0.6866554,1.2880886,0.87519026
orange,1.3417702,0.60908985,0.06561202,0.8301754,1.2802567,0.4536667,0.47447777,0.60837215,1.0502212,1.510497,1.1595687,1.4432273,0.7331085,1.5311902,1.2632523,0.9647751,1.4175942,1.3528486,1.1369933,0.6692133,0.71359247,1.3586485,0.5305017,1.1569477,1.0041965,0.81697327,0.8147559,1.0413755,0.42173678,1.2379884,1.3136411,0.7509385,1.3221073,1.2914371,0.97299933,1.3057022,1.0914578,1.3951201,0.97792846,0.5812159,1.557889,0.6987963,0.8699562,1.0157404,1.2079877,1.030701,1.4162127,1.0810242,1.1897697,1.0970494,0.75994515,0.15419745,1.1999276,0.57169205,0.99871945,0.5877154,1.260066,0.7001591,1.0152978,1.0395547,0.88730675,0.8330591,1.2058846,1.1278108,1.3297683,0.5807389,1.0003823,1.2296664,0.836541,1.0514861,0.70427614,1.0810387,0.5204851,1.2468438,0.8955748,1.3674338,1.3417488,0.79528904,1.3466514,0.9682097,1.3642185,0.78557277,1.2189285,0.81188977,0.95911175,1.2317644,1.1996152,0.8184861,0.92965007,0.42068446,1.011279,0.60064936,0.4351759,0.0,1.3155073,1.2188487,1.3385535,1.2827628,1.3729048,0.680643,0.67392194,0.8193612,0.57408273,1.0847249,1.0455525,1.148937,0.95027924,0.78858185,0.8149244,0.36469328,0.24983585,1.0825235,0.8387064,0.6449831,1.4300946,1.234343,0.92735034,1.2102435,1.3034468,1.1922491,1.2778722,1.1742017,1.0883257,0.86893725,1.30163,1.3002527,1.3391697,0.42957354,1.3643708,0.61478513,0.8059051,0.8812101,0.8051142,1.1512302,0.86880976,0.4472643,1.2291958,1.2171748,1.4791672,0.68108714,0.54879326,0.53823626,1.3526349,1.0276002,0.87538743,1.379892,1.2194189,1.052301,1.3708377,0.5807898,1.3420191,1.1223714
oven,0.90541553,1.2483336,1.3640597,1.2665725,0.74361366,1.3364984,1.3183473,1.2388239,1.0838552,0.48025334,0.9881187,0.71979755,1.1722928,0.56564486,0.8631701,1.198473,0.8387384,0.84978807,1.0920546,1.2197732,1.1147926,0.7292507,1.2408156,0.98727626,0.962392,1.2664641,1.0473266,1.012376,1.217681,0.9547094,0.7777951,1.1483806,0.71408993,0.70079076,1.0679373,0.93791586,1.1326095,0.7175428,1.1128309,1.3319104,0.5851074,1.143022,1.1991775,0.87631595,0.94578767,1.117219,0.5150357,0.69676113,0.82412535,0.9776117,1.161966,1.3138579,0.9192232,1.1967416,0.9345682,1.239153,0.65018904,1.3602756,1.1773934,1.0919081,1.1200392,1.3245182,0.8521097,0.9919796,0.764283,1.144589,1.1957681,0.9251973,1.2946126,0.93143904,1.1372169,0.9626858,1.3736889,0.86980134,1.1963416,0.7851558,0.8527132,0.97641253,0.7093339,1.0737327,0.69277346,1.1812024,0.89526236,1.127339,1.1115261,0.8909437,0.976965,1.1572767,0.951105,1.3014331,1.1323524,1.2379305,1.2742574,1.3155073,0.0,1.0307711,0.74431777,0.6402586,0.8441201,1.2787371,1.2707746,1.1836972,1.2484394,0.9637011,1.1766059,0.9201767,1.1716985,1.080345,1.2561331,1.2740678,1.3694749,1.0497876,1.0264541,1.2436699,0.15363961,0.9433648,1.1799386,0.9846687,0.84397614,0.97620034,0.7960689,1.0406718,0.7808994,1.2141836,0.7519269,0.5119813,0.7222147,1.3337219,0.89957625,1.2354771,1.189045,1.0984285,1.1936626,0.9500858,1.1108031,1.2507727,0.82774043,0.79083323,0.6128722,1.1742651,1.2509509,1.3016584,0.8969765,1.2025518,1.1784995,0.7038268,0.91566366,1.0293033,0.75320774,1.3022331,0.78623307,0.9657967
owl,0.7012559,1.192709,1.2529618,1.1159506,0.803939,1.0912888,1.2570747,1.1264377,0.9663294,0.7827438,0.42719567,0.7002007,1.3043355,0.9708915,0.73070586,0.9642417,0.5821859,0.7933204,1.2389438,1.3456577,1.2340784,1.092974,1.2145599,1.2283454,1.2244579,1.0441293,1.4009528,1.0985276,1.2001495,0.7567664,1.1175898,1.1807227,0.94760305,0.8567858,1.1569691,0.8387705,0.9557403,0.82865775,0.831951,1.3373476,0.8171264,1.3332016,1.1800835,1.0235815,0.83252096,0.95351267,1.0413107,1.3410865,0.8304779,0.9711567,0.9952202,1.1506242,0.4229884,1.143194,0.9160023,1.1469848,0.9511316,1.1358893,1.0074767,0.9525534,1.2243992,1.0517256,1.0082887,1.1489326,0.8220807,1.2368355,0.92665416,0.80299807,1.2358059,0.8923579,1.1764158,0.9315338,1.1115146,0.8832837,0.9868222,0.98884875,0.68410754,1.1386048,0.8122586,1.2681888,1.0250534,1.2635126,0.89796114,1.0748831,1.0421528,0.7515491,1.0169264,1.291403,0.8370403,1.2186525,1.1930696,1.2760811,1.1479121,1.2188487,1.0307711,0.0,0.6713157,0.8717609,1.0814657,1.3296542,1.3079545,0.98070693,1.1649742,0.9236362,0.9941698,0.50450087,1.0760758,1.279299,1.2253242,1.2108994,1.2226322,1.1951315,1.260303,0.99374545,0.9635115,0.68876565,0.9596268,0.8689103,0.6487607,1.0977637,0.83907133,0.8332852,0.98986363,0.9685321,0.87092173,1.116001,0.7792157,1.2995071,0.50230134,1.2379053,1.1674165,1.1333665,1.2048924,1.1468277,1.2441756,1.1983832,0.9621494,0.7029569,0.81054235,1.1895479,1.1742996,1.2594246,0.9373486,1.1106929,1.1002424,1.0505193,0.815798,1.087851,1.1947842,1.3528345,0.9078779,1.1051378
pajamas,0.6494335,1.1665347,1.3649175,1.4822803,0.33493072,1.3588357,1.4653206,1.22045,1.2051644,0.48135024,0.7203599,0.40978765,1.4024081,0.67578894,0.18154764,1.4598712,0.44709623,0.7710067,1.0554519,1.5641674,1.5506078,0.76790786,1.3819083,1.0980946,1.263182,1.377603,1.4868784,1.1930941,1.1703758,0.9099798,0.9785786,1.3887573,0.7771718,0.3860361,1.3587027,1.0165852,1.2715721,0.4512794,0.9614688,1.5403895,0.4750899,1.5478597,1.1649092,0.906301,0.9826015,0.8641678,0.7824863,1.1500045,0.29109442,1.0977316,1.1151679,1.3103907,0.72303855,1.289329,0.6805518,1.0874447,0.6644562,1.523493,1.2342087,0.9498589,1.4959168,1.3048029,0.90317583,1.1670747,0.6841976,1.1585284,1.055049,0.8217483,1.2297375,0.69152707,1.3180205,0.6313921,1.4200246,0.7284391,1.1355058,0.74287987,0.37665546,1.1310556,0.23653233,1.4459708,0.8239896,1.6356225,0.7639681,1.143366,1.1903123,0.5603155,0.98251724,1.3500394,1.0142753,1.3921499,1.3001237,1.18356,1.32858,1.3385535,0.74431777,0.6713157,0.0,0.3596773,0.7512351,1.5513587,1.5316503,1.3784901,1.1794376,0.6561346,1.1825926,0.80166245,1.4139737,1.4675112,1.389389,1.2125696,1.4308059,1.2033101,1.4810848,1.345146,0.68667626,0.81653494,1.4277382,1.1434238,0.39164412,0.96813875,0.197945,0.933651,0.48766166,1.1190639,0.8013258,0.97532195,0.54813015,1.4626081,0.6989015,1.4096626,1.3528337,1.1974726,1.4953815,1.1914811,1.1410195,1.4172232,0.7023509,0.26006913,0.43616545,1.3902462,1.1240487,1.3396385,0.7382086,1.2839658,1.1735351,0.80706316,0.8592356,1.1474495,1.1010234,1.4950511,0.8411609,1.1328821
pants,0.73682153,0.97204936,1.3050281,1.4471333,0.4615047,1.4108467,1.4297678,1.1583874,1.2842741,0.5843884,0.89497894,0.57989246,1.2420735,0.5657248,0.4611522,1.3263595,0.7018182,0.9461425,1.2631228,1.476633,1.553019,0.96005476,1.2695746,0.8520328,1.3211869,1.4269931,1.255969,1.0619417,1.0453211,0.883598,0.8504014,1.4090542,0.7135855,0.21985668,1.29924,0.99992615,1.3157933,0.5281357,1.0486684,1.4696124,0.7242089,1.5056665,1.0371605,0.9771497,0.89649796,1.067969,0.6089923,1.0476694,0.3960001,1.1128267,0.97452027,1.2767713,0.8006379,1.2682511,0.74527466,1.0127031,0.6401069,1.4600602,1.3269649,0.88237554,1.464424,1.3878372,0.989152,1.1094635,0.8549826,1.0591416,0.9030952,0.97854334,1.3886809,0.6756955,1.2578427,0.72969663,1.2885301,0.8890793,1.1382643,0.857456,0.4774866,1.1690377,0.10884261,1.2926416,0.74559087,1.5123315,0.7316944,1.2128267,1.3509156,0.5434973,0.8960201,1.2197385,1.0024452,1.3567054,1.227604,1.0307863,1.1613705,1.2827628,0.6402586,0.8717609,0.3596773,0.0,0.88251084,1.4559726,1.4589169,1.2238383,1.0693204,0.8189091,1.2601732,1.0447843,1.2395111,1.4585314,1.1876776,1.1296873,1.3307366,1.1584479,1.3697153,1.2458705,0.59322876,0.8984153,1.2496686,1.124967,0.41480118,1.0754584,0.35240066,0.9313798,0.24014711,1.2225782,0.8338134,0.95145106,0.7396351,1.3319622,0.72124296,1.4368879,1.2552875,1.2639745,1.4189756,1.0552067,0.9198399,1.3892219,0.68065995,0.37201083,0.6925596,1.5205791,0.990094,1.248655,0.9050462,1.2694466,1.4079376,0.9197066,1.0142009,1.1612206,0.8622166,1.3968915,0.921136,1.0153165
paper,0.9432253,1.1764319,1.3466821,1.1414526,0.7808228,1.1766387,1.2352335,1.1224973,0.9174626,0.6948095,1.0809482,0.88752574,1.1677017,0.7931768,0.80841106,1.198375,0.9010876,1.0169414,0.44066715,1.2705026,1.1317623,0.47463876,1.1099956,0.96044,1.0218158,1.0991296,1.1444423,1.1305001,1.1185269,1.088937,1.0269907,1.030367,0.9296239,0.8806553,0.9795402,0.8028685,1.061455,0.9105909,0.7910876,1.1681231,0.6406598,1.1679285,0.7380631,0.83960116,1.0834185,1.0987538,0.8576968,0.61788905,0.8743551,1.054194,1.1302489,1.2402768,1.1303627,1.1035578,0.9886951,1.0804186,0.8761035,1.1827456,0.89885026,0.9274579,1.0452754,1.0484184,0.95778495,1.0056446,0.799037,1.1355189,0.99427587,1.0603299,0.8137461,1.0228165,1.088175,0.80886656,1.3446466,1.0076232,1.1778034,0.9055993,0.9449396,1.0405319,0.8236077,0.9293094,0.97427696,1.1827283,0.98410815,1.0378795,0.9267255,0.78813374,0.9689867,1.1114789,0.96254116,1.2949715,0.9334585,1.11966,1.2007326,1.3729048,0.8441201,1.0814657,0.7512351,0.88251084,0.0,1.1206853,1.1144834,1.1813104,1.1504576,1.0125569,0.9662202,0.8867572,1.1077664,0.8567374,1.0805249,1.2163056,1.3456471,1.0188408,0.96990335,1.2571455,0.8481016,0.9284392,1.275019,0.98619187,0.8680485,0.7062839,0.86674094,0.9170433,0.87493044,0.8687316,0.84960663,0.79640484,0.965281,1.2567166,0.9334459,1.1182534,1.1788566,0.9972578,1.0659001,0.99025244,1.026849,1.2676967,0.81387585,0.98360234,0.650778,1.1204981,1.129896,1.0927715,0.597885,0.9245639,1.0581352,0.6226883,1.0699731,1.1245008,0.95997685,1.2131665,1.0610799,0.995601
pen,1.4530046,0.76151526,0.5974088,0.46901333,1.4254174,0.67252487,0.60794044,0.7335516,0.92722297,1.4091574,1.2135565,1.5144718,0.2181288,1.4102309,1.5820466,0.7945601,1.4573146,1.1995019,0.8596766,0.34560448,0.5792697,1.3461406,0.5564906,1.0147698,0.9537652,0.75785667,0.42446667,0.8308702,0.7815826,1.2655799,1.1819624,0.6355351,1.3559335,1.410892,0.8674514,0.96504647,0.6897725,1.511081,1.0867823,0.06089747,1.5369639,0.5434291,0.80944335,1.3243107,1.2911241,1.2772644,1.2911541,0.7307608,1.4766643,1.0834776,1.0055957,0.76599693,1.183521,0.6692771,1.365194,0.7761176,1.3390518,0.26111704,0.9499406,1.1172961,0.30341834,0.7252872,1.212448,0.84600544,1.4375725,0.7509768,1.0791256,1.2073717,0.763566,1.349233,0.809471,1.2508576,0.5517704,1.2418602,0.9639951,1.3036518,1.4221976,1.2095572,1.4809405,0.23912334,1.3165567,0.4055202,1.2832813,1.0707806,1.050047,1.5573919,1.1633506,0.5143255,1.3221662,0.3338738,0.65028906,0.5982766,0.75147027,0.680643,1.2787371,1.3296542,1.5513587,1.4559726,1.1206853,0.0,0.026068568,0.7694965,0.7400127,1.3143358,0.7125213,1.2317601,0.7859634,0.53244555,0.57711166,0.70560765,0.4484877,0.95957625,0.5935575,0.82384217,1.3026261,1.2943118,0.9156752,1.0070913,1.4383491,0.8887574,1.5470458,1.2276982,1.2682518,0.9568648,1.204626,0.9501543,1.4220927,0.21833152,1.2652862,0.7557735,0.6433201,0.6914397,0.3803422,0.9117261,0.8766632,0.74559385,1.1832346,1.4985704,1.5931175,0.6961407,0.79737246,0.43349707,0.98956215,0.62563574,1.001939,1.4387174,1.1647422,0.7679597,1.0594978,0.37301528,1.2774372,0.80761933
pencil,1.4394724,0.7677384,0.59527457,0.5015259,1.370527,0.69760305,0.6390617,0.7239344,0.91109717,1.4099455,1.2068756,1.5201483,0.2597987,1.4110523,1.5644187,0.7941838,1.4538264,1.229196,0.8373961,0.34567147,0.5799461,1.338872,0.5406221,0.9847148,0.9669475,0.76903236,0.45668,0.8770408,0.76794386,1.2725301,1.1677563,0.6667129,1.353018,1.3993305,0.8693107,0.9711302,0.66628957,1.5171144,1.0614204,0.07138741,1.5233736,0.55031776,0.816509,1.3184159,1.2981143,1.2380103,1.2924082,0.7719344,1.4567385,1.0508629,0.97126937,0.7544209,1.2057607,0.70346063,1.3669083,0.74481404,1.345301,0.30615103,0.932021,1.1230477,0.28578317,0.75096774,1.2069421,0.8818125,1.4242082,0.7657319,1.0738944,1.2165375,0.7991488,1.3478627,0.79601127,1.187901,0.5732422,1.2736237,0.9500659,1.2615104,1.4454163,1.1857159,1.4868922,0.24542463,1.3086056,0.41724712,1.2759862,1.0624657,1.0026977,1.5323279,1.2243125,0.530012,1.301846,0.33321446,0.6533927,0.5956449,0.75897896,0.67392194,1.2707746,1.3079545,1.5316503,1.4589169,1.1144834,0.026068568,0.0,0.7829585,0.74004245,1.3053863,0.725992,1.2128972,0.7947,0.545948,0.6013522,0.7169513,0.44037032,0.94014466,0.6185916,0.7974404,1.3098836,1.3128877,0.90886915,0.9730881,1.4321785,0.8512714,1.5391523,1.2362677,1.2614487,0.9252327,1.1980826,0.98558384,1.4264507,0.2289319,1.2848177,0.74718136,0.6752039,0.71642673,0.3707235,0.9011305,0.8978897,0.7423191,1.2148422,1.4954653,1.5646862,0.708382,0.76650035,0.42744797,0.9466067,0.6412952,0.9879089,1.4118962,1.1640389,0.82213354,1.025312,0.38482326,1.2820413,0.85439473
penguin,1.0993166,0.9314131,0.83833975,0.8530896,1.371697,0.8471241,0.8043059,0.88143164,0.87466896,1.3575702,1.0392247,1.3238556,0.8139156,1.2979989,1.3407612,0.2110225,1.2121187,1.1012223,1.0062397,0.74693155,0.7916859,1.2209941,1.0070072,1.1519,0.9083397,0.62798136,0.7990004,0.7991273,0.99026453,0.70754063,1.0297041,0.78840446,1.197549,1.2674763,0.9138407,1.1401021,0.96215,1.2988876,1.2295258,0.79780674,1.3207982,0.76827073,1.0352256,1.1672373,0.6703167,1.0118355,1.2801572,1.0905695,1.2475939,0.6116165,0.9255387,0.89639866,1.0395347,0.8809522,1.2433063,1.0840964,1.2085588,0.6761472,0.8920554,0.989627,0.74969614,0.6516648,1.2382581,1.0292604,1.31478,1.0315005,0.83564353,1.0723265,1.0225382,1.2129545,0.949456,1.30299,0.61181974,1.081502,0.6660763,1.2653178,1.21013,1.0356072,1.3240077,0.8659099,1.2249541,0.5429597,1.1388233,1.0830336,0.9450362,1.2588503,1.050809,1.0188574,1.0938265,0.87512755,0.8492707,1.0186477,0.91048706,0.8193612,1.1836972,0.98070693,1.3784901,1.2238383,1.1813104,0.7694965,0.7829585,0.0,0.910126,1.2405782,0.7669525,1.1788355,0.66909236,0.8893144,0.63869023,0.94026977,0.76534665,0.7522881,0.75593007,0.85882753,1.2196019,1.0415925,0.29876107,1.0110437,1.2794774,1.0716022,1.3400363,0.9421998,1.1660489,0.84948224,0.986876,1.1648611,1.2416795,0.8238632,1.2035564,0.8469877,0.7905696,1.0043477,0.7850889,0.9060823,0.8409329,0.7061887,1.1198355,1.2922482,1.3935009,0.75810254,1.0641093,0.89932716,1.3305084,0.8350469,0.87337476,1.2845957,1.024148,0.9228866,1.0965294,0.7967882,1.1186903,1.0699906
pickle,1.152662,0.59700507,0.50561285,0.99619156,1.1121038,0.95444125,0.79394066,0.15209973,1.1465366,1.3931355,1.1565391,1.3881854,0.73604107,1.3655367,1.2033018,1.0070205,1.3098055,1.325374,1.086206,0.9329497,0.99910575,1.2875271,0.5818368,0.8949231,1.1707423,0.9953751,0.8736541,1.1594145,0.42249465,1.2559772,1.2320898,0.9816057,1.2506435,1.1543815,1.0178996,1.0500064,0.81737566,1.3326926,0.89736533,0.6927773,1.463388,0.9820496,0.75760245,1.0665097,1.2194934,1.1753626,1.2786169,1.0323313,1.1157249,1.184408,0.7199709,0.657538,1.137983,0.78709,1.1796927,0.49874258,1.2119902,0.76779187,1.0857592,0.7811992,0.8121813,0.81953156,1.1725078,0.9253438,1.2984539,0.7644746,0.69148684,1.2543474,0.8836136,1.166611,0.4761619,0.83326346,0.8606788,1.2959071,1.0621457,1.2862283,1.2173674,0.8630219,1.0641397,0.801232,1.164459,0.95595556,1.1176839,0.6556611,1.0444958,0.994764,1.1472281,0.82006085,0.99771756,0.8514513,0.74176097,0.60426366,0.6964859,0.57408273,1.2484394,1.1649742,1.1794376,1.0693204,1.1504576,0.7400127,0.74004245,0.910126,0.0,1.1329354,0.9403858,1.1294792,0.8857695,0.863662,0.7900342,0.60370266,0.58595407,1.1014966,0.9694557,0.83507925,1.3172596,1.2253286,1.045377,1.0295469,1.0795647,0.9949588,1.2213559,0.9704642,0.89952815,1.0986942,1.28511,1.2250928,1.4127307,0.64897126,1.3334148,0.78968763,0.80315244,0.76164466,0.76234347,0.996921,0.7239333,0.8169628,1.0805509,1.2201176,1.4453037,0.9534925,0.5338422,0.5884127,1.0807335,0.82305884,1.1432807,1.2078017,1.1955111,1.1807877,1.1743504,0.75816846,1.3147064,0.90333563
